[00:00:00.379 --> 00:00:00.544]  Let's go.
[02:03:56.035 --> 02:03:58.536]  They can have a divide and conquer strategy.
[02:03:59.256 --> 02:04:10.039]  And it just gives me a headache that the people that push having open borders will not have a real debate on the subject.
[02:04:11.399 --> 02:04:14.260]  The fact that none of these Arab countries will take any of the refugees.
[02:04:15.200 --> 02:04:19.361]  The fact that Latin American countries have strict controls and borders.
[02:04:21.206 --> 02:04:23.967]  And if they didn't, the ones that don't end up being failed states.
[02:04:24.047 --> 02:04:26.307]  I mean, this is how you bring a country down.
[02:04:27.408 --> 02:04:33.229]  Half of Arizona now has signs up saying don't go down this road under the control of cartels.
[02:04:34.469 --> 02:04:40.951]  Our government has given roughly half of Arizona, the southern half, to the drug cartels.
[02:04:41.551 --> 02:04:43.492]  Now that doesn't mean I'm for the drug war either.
[02:04:43.792 --> 02:04:47.233]  Decriminalized to end the incentive for the drug cartels.
[02:04:48.524 --> 02:04:52.948]  While we got the drug war running, we've got to control the sovereign territory of this nation.
[02:04:53.349 --> 02:05:00.215]  I mean, it's a fraud that the TSA wants to grope my genitals, put me in a naked body scanner to keep me, quote, safe at an internal checkpoint.
[02:05:00.575 --> 02:05:01.596]  But the border's wide open.
[02:05:01.616 --> 02:05:05.160]  That's all I'm saying is it's all a fraud on its face.
[02:05:05.480 --> 02:05:06.781]  Tons of news straight ahead.
[02:05:06.841 --> 02:05:07.262]  Stay with us.
[02:05:09.955 --> 02:05:13.956]  Alex Jones harassed by TSA over jar of grape jelly.
[02:05:14.096 --> 02:05:19.718]  That's right, radio host Alex Jones had another run-in with the TSA after agents searched his bag and found a jar of grape jelly.
[02:05:19.878 --> 02:05:25.360]  Jones said he went through the airport body scanner and a physical pat-down, but the TSA agents insisted upon searching his bags.
[02:05:25.640 --> 02:05:31.302]  After finding the jar of grape jelly, the agents told Jones he was lucky they would still allow him to fly after such a violation.
[02:05:31.542 --> 02:05:37.908]  Jones recapped on the Sunday show, they searched me for 35 minutes and I barely made my plane, and they got such enjoyment out of it.
[02:05:38.088 --> 02:05:43.373]  Meanwhile, last week, federal air marshals were under investigation for filming sex with a prostitute while on duty.
[02:05:43.593 --> 02:05:54.062]  The two air marshals based in Chicago allegedly used government-issued phones to record their own sexual encounters with a prostitute and then shared them on their personal email accounts, which they connected to their work phones, according to the TSA.
[02:05:54.223 --> 02:05:57.906]  And remember, TSA demands the highest standards of integrity and professionalism.
[02:05:58.146 --> 02:06:01.909]  Let's hope if there's a hijacking and air marshals are aboard, they pull out the right gun.
[02:06:02.149 --> 02:06:05.171]  Rob Dew, reporting for InfoWars.com and InfoWars Nightly News.
[02:06:05.392 --> 02:06:08.254]  Thanks to everyone out there who supported us during Operation Moneybomb 2015.
[02:06:08.634 --> 02:06:14.699]  Introducing Secret 12, the new InfoWars Life vitamin B12 formulation.
[02:06:14.839 --> 02:06:20.723]  Secret 12 is a binary of nutramedical grade, bioavailable, coenzyme forms of B12.
[02:06:20.944 --> 02:06:24.066]  Methylcobalamin, the same kind used in B12 injections, and
[02:06:24.386 --> 02:06:25.487]  Adenosylcobalamin.
[02:06:25.728 --> 02:06:29.051]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[02:06:29.291 --> 02:06:30.873]  No needles, no injections.
[02:06:31.273 --> 02:06:36.378]  Secure your revolutionary Secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[02:06:39.621 --> 02:06:43.825]  Used since before the days of the Roman Empire to support the body's natural systems.
[02:06:43.985 --> 02:06:47.948]  Introducing the new Infowarslife.com oil of oregano formulation.
[02:06:48.148 --> 02:06:52.932]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:06:53.092 --> 02:06:57.635]  Extracted directly from the wild herb and sealed in easy to use capsules.
[02:06:57.775 --> 02:07:01.078]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:07:01.238 --> 02:07:04.540]  Now available in our limited first run at Infowarslife.com.
[02:07:04.701 --> 02:07:06.502]  That's Infowarslife.com or call 888-253-3139.
[02:07:09.504 --> 02:07:13.307]  Alex Jones here with a very important news alert for InfoWars listeners.
[02:07:13.588 --> 02:07:23.896]  We've confirmed through our major suppliers attempting to resupply Survival Shield X2 Deep Earth Crystals that elite corporations are buying up the supplies all over the world.
[02:07:24.056 --> 02:07:26.979]  So prices are going up and it's very hard to secure it.
[02:07:27.079 --> 02:07:36.103]  We have been able to secure a limited supply of the Pure Deep Earth Crystals and have now been able to produce more Survival Shield Nascent Iodine X2.
[02:07:36.263 --> 02:07:37.664]  This is the good halogen.
[02:07:37.764 --> 02:07:40.525]  This is the opposite of the bad halogens like fluoride.
[02:07:40.826 --> 02:07:52.611]  Now we at InfoWarsLife.com are bringing you the only source of clean, pure 99.99 Ultra Pure Deep Earth Crystals from more than 7,000 feet below the Earth's surface.
[02:07:52.851 --> 02:07:54.112]  Watch the informational videos
[02:07:54.532 --> 02:07:54.992]  We're good to go.
[02:08:21.623 --> 02:08:22.884]  Mainstream media.
[02:08:23.524 --> 02:08:24.565]  Government cover-ups.
[02:08:25.145 --> 02:08:26.106]  You want answers?
[02:08:26.686 --> 02:08:27.847]  Well, so does he.
[02:08:28.307 --> 02:08:32.089]  It's Alex Jones on the GCN Radio Network.
[02:08:35.471 --> 02:08:39.253]  I'm turning back, baby.
[02:08:43.952 --> 02:08:49.875]  All right, I want to open the phones up in this hour.
[02:08:49.916 --> 02:08:53.538]  We cleared the lines of folks that were from Ventura, because obviously Ventura's gone.
[02:08:53.558 --> 02:09:03.063]  If you've got any questions, comments, agree, disagree, any news items you want to raise, whatever the topic is, I want to hear from you in this live worldwide third hour.
[02:09:03.083 --> 02:09:03.643]  It is the 21st day
[02:09:04.844 --> 02:09:08.048]  of September 2015 on this Monday transmission.
[02:09:08.428 --> 02:09:09.909]  The toll-free number to join us is 800-259-9231.
[02:09:09.929 --> 02:09:09.970]  800-259-9231.
[02:09:20.711 --> 02:09:22.491]  Headlines at Infowars.com.
[02:09:22.852 --> 02:09:23.892]  Hungry authorities.
[02:09:24.772 --> 02:09:25.152]  Troops.
[02:09:25.892 --> 02:09:32.354]  Again, Hungary authorizes troops to use rubber bullets on rioting illegal immigrants.
[02:09:33.234 --> 02:09:38.736]  They had issued that last week but then revoked it, saying it was a human rights violation, but now it's been reissued.
[02:09:39.596 --> 02:09:41.897]  Also, cop threatens students with jail.
[02:09:42.737 --> 02:09:44.838]  For handing out pocket constitutions.
[02:09:44.858 --> 02:09:47.719]  We're going to play some of that shocking video here in just a moment.
[02:09:48.119 --> 02:09:48.599]  Breaking!
[02:09:49.079 --> 02:09:51.780]  Russian Marines battle ISIS in Syria.
[02:09:52.760 --> 02:09:54.661]  That's pretty much exclusive to InfoWars.
[02:09:54.701 --> 02:09:57.662]  At least it was an hour ago when it broke.
[02:09:57.702 --> 02:09:58.882]  It was not in Western News.
[02:09:58.962 --> 02:10:02.843]  It's in the official Russian News publications.
[02:10:04.364 --> 02:10:07.765]  Establishment Democrats work hard to push Clinton over Sanders.
[02:10:09.085 --> 02:10:11.886]  Obama supporters sign petition to nuke North Korea.
[02:10:13.237 --> 02:10:17.238]  Half of Americans believe federal government to be an immediate threat to freedom.
[02:10:18.758 --> 02:10:22.039]  We've got Alex Jones harassed by TSA over a jar of grape jelly.
[02:10:22.079 --> 02:10:23.039]  I got photos of it.
[02:10:25.060 --> 02:10:28.661]  And then another article, all Republican presidential candidates stand for war.
[02:10:28.681 --> 02:10:37.003]  You know, I read that article and I agree with Roberts on most issues, but Rand Paul is not supporting war.
[02:10:38.925 --> 02:10:42.406]  So I'm a little bit confused by that, but almost all of them are.
[02:10:43.026 --> 02:10:44.987]  That is certainly a fair statement.
[02:10:45.007 --> 02:10:50.228]  And look, I've been critical of Rand Paul only saying he should get more fired up.
[02:10:50.728 --> 02:10:59.971]  But if you watch that debate last Wednesday night, and we covered it live here during the 28-hour transmission, he's hands down the best candidate.
[02:11:00.111 --> 02:11:03.431]  I mean, Trump's funny to watch, he's fun, he says a lot of stuff that's true, but
[02:11:08.387 --> 02:11:09.127]  This is crazy.
[02:11:09.967 --> 02:11:21.510]  You know, talking about optics, I saw a story over the weekend about Vladimir Putin and Berlusconi, the former president of Italy, in eastern Ukraine, in Crimea, at a famous vineyard.
[02:11:22.770 --> 02:11:29.172]  And they opened up a bottle of thousands of bottles of wine that were there that was 210 years old.
[02:11:29.672 --> 02:11:30.752]  You can just type in Putin
[02:11:32.174 --> 02:11:33.715]  At the time that that bottle of wine was corked,
[02:11:50.888 --> 02:11:57.834]  ...was produced, Russia fully controlled Ukraine and fully controlled Crimea, and the Crimea was part of Russia.
[02:11:58.054 --> 02:11:58.775]  But that doesn't matter.
[02:11:59.356 --> 02:12:07.523]  They're now claiming that Putin and Berlusconi stole a bottle of wine that was part of a PR stunt just promoting local Ukrainian wine.
[02:12:07.823 --> 02:12:09.365]  Like, oh, we're here with the farmers.
[02:12:09.785 --> 02:12:11.246]  Yes, let's open some wine.
[02:12:11.306 --> 02:12:12.407]  Why, it's very old.
[02:12:13.248 --> 02:12:26.174]  And then they reduce it down to the ultimate crime, BBC, CNN, Fox News, Associated Press, Reuters, French news agencies, that Vladimir Putin is there looting the Ukrainian wine.
[02:12:27.895 --> 02:12:33.038]  The Globalist drove her through the country two years ago, they put it into civil war, they appointed a government.
[02:12:33.800 --> 02:12:35.901]  They're bombing and shelling all over the country.
[02:12:36.201 --> 02:12:39.262]  The Russians have taken a small area that has their pipelines.
[02:12:40.062 --> 02:12:45.623]  Joe Biden's son, the one that lived, not the other one, you know, is over there claiming he owns the pipelines now.
[02:12:46.044 --> 02:12:47.504]  He heads the company that's getting them.
[02:12:47.844 --> 02:12:54.106]  It's a power grab in Russia's backyard and the public is so angry over a bottle of wine.
[02:12:54.446 --> 02:12:56.327]  The globalists are robbing us with Obamacare.
[02:12:56.527 --> 02:12:57.707]  They're robbing us of our future.
[02:12:57.887 --> 02:13:00.968]  They're turning ISIS and al-Qaeda loose all over the world and they could
[02:13:02.654 --> 02:13:08.976]  Reduce this, though, down to Berlusconi and Putin are in Ukraine stealing the wine.
[02:13:11.816 --> 02:13:17.878]  And there's a major investigation, and Berlusconi is banned from Ukraine by the Ukrainian authorities in the West.
[02:13:17.898 --> 02:13:18.358]  Well, guess what?
[02:13:18.418 --> 02:13:19.778]  You don't control that area.
[02:13:21.199 --> 02:13:25.600]  But it just shows how everything is turned into propaganda now.
[02:13:26.585 --> 02:13:42.436]  Everything turns into some giant stunt, and then the real communist threat, this Pope, is running around telling us we can't have air conditioning, and that we can't have hot meals, and we can't have nice lives.
[02:13:42.856 --> 02:13:44.777]  Why not say we should make clean technologies?
[02:13:44.797 --> 02:13:47.419]  Why not say we need to build new civilizations?
[02:13:47.779 --> 02:13:54.344]  No, it's we need to have a new dark age, overseen by some guy above the law, tax-exempt, in an armored palace.
[02:13:55.044 --> 02:13:55.725]  It's obscene.
[02:13:56.744 --> 02:14:06.135]  And the left is making their move worldwide and a lot of people who've been libertarians or conservatives are deciding to join with the left worldwide in the takeover.
[02:14:07.396 --> 02:14:09.239]  And I'm seeing this more and more with people.
[02:14:10.936 --> 02:14:15.599]  Where they're going from being libertarians to just absolutely just getting on the bandwagon.
[02:14:15.639 --> 02:14:18.180]  Yeah, let's pay for everything free for foreigners.
[02:14:18.960 --> 02:14:20.201]  You're racist if you don't support it.
[02:14:20.501 --> 02:14:22.342]  Yeah, this Pope's a great guy.
[02:14:22.362 --> 02:14:25.344]  Yeah, we need to go ahead and go along with all this.
[02:14:25.364 --> 02:14:30.547]  It's a very dangerous, dangerous, dangerous situation.
[02:14:31.817 --> 02:14:38.759]  Now I'm going to go to your phone calls, Gerald and Sonny and Dan and Rattle and others that are patiently holding.
[02:14:38.799 --> 02:14:46.281]  But first, this article is up on PrisonPlanet.com and Infowars.com and I defend good police officers.
[02:14:46.661 --> 02:14:48.821]  I defend local government when it's constitutional.
[02:14:49.241 --> 02:14:52.662]  I don't take what one bad cop does and project it onto all the rest of the cops.
[02:14:53.002 --> 02:14:54.803]  That's the White House and social engineering.
[02:14:56.883 --> 02:14:58.624]  But more and more I see videos
[02:15:00.040 --> 02:15:07.645]  Of pro-lifers on the side of the road, or constitutionalists out on the sidewalk in front of a university.
[02:15:07.665 --> 02:15:08.925]  This has happened all over the country.
[02:15:09.466 --> 02:15:11.447]  They'll do it on Constitution Day or Patriots Day.
[02:15:11.927 --> 02:15:20.032]  Handing out, this is a new event, but I see these every few months, pot constitutions and the police will arrest you, or fine you.
[02:15:20.832 --> 02:15:22.773]  And courts will overturn it, but still it happens.
[02:15:23.274 --> 02:15:25.055]  Because if you're a student in a university,
[02:15:26.226 --> 02:15:31.989]  And you're not blocking a busy walkway or whatever, because I've read the regulations and the laws and seen the court rulings.
[02:15:32.309 --> 02:15:35.931]  You can stand in a commons and hand out literature.
[02:15:36.591 --> 02:15:41.373]  Universities are supposed to be the most open, the most free, and they're becoming the least open, the least free.
[02:15:42.074 --> 02:15:47.196]  Steve Watson reports, video, cop threatens student with jail for handing out pocket constitutions.
[02:15:47.837 --> 02:15:54.240]  You can't do it out here, otherwise I'm going to have to lock you up when the cop has sworn an oath to the Constitution.
[02:15:55.287 --> 02:15:58.891]  That says that he has a right to assemble peacefully and for redress of grievance.
[02:15:59.791 --> 02:16:12.584]  Video has emerged of two students at the College of DuPage, University of Illinois, being threatened with arrest by a cop for handing out pocket constitutions the day after Constitution Day.
[02:16:13.784 --> 02:16:15.406]  I guess this has come out now after the incident.
[02:16:15.526 --> 02:16:23.613]  The two students were also handing out flyers that stated, America is a free speech zone, when they were approached by officers who subsequently threatened to take them to jail.
[02:16:24.434 --> 02:16:26.316]  And some will say, well they were out there baiting the cop.
[02:16:26.356 --> 02:16:27.197]  Well absolutely!
[02:16:27.737 --> 02:16:29.039]  Showing this is going on.
[02:16:29.059 --> 02:16:34.524]  Because it's this same college I've seen that has fined people for doing this before.
[02:16:36.141 --> 02:16:43.208]  The footage shows student Joseph Enders asking the officer, what are the rules for doing this kind of stuff on campus?
[02:16:43.689 --> 02:16:46.992]  You go to the Student Life office and they give you a permit to do so, the officer replies.
[02:16:47.473 --> 02:16:54.840]  You can't have everybody out here doing this, the officer states, adding otherwise, you'd have stuff lined up here, everybody handing out different view and different point.
[02:16:55.703 --> 02:16:56.403]  She can't do that.
[02:16:56.423 --> 02:16:57.824]  Well, college is supposed to be like that.
[02:16:58.544 --> 02:16:58.824]  Wow!
[02:16:58.924 --> 02:17:01.305]  University students voicing and explaining their opinions in America.
[02:17:01.585 --> 02:17:02.085]  The horror!
[02:17:02.666 --> 02:17:06.447]  The second student, Kara Hamilton, then comments, so like, free speech.
[02:17:07.327 --> 02:17:16.011]  It's not free speech, ma'am, the officer asserts, claiming that nobody's stopping you from free speech, but you solicit out here that basically you are, you're soliciting your opinion.
[02:17:16.071 --> 02:17:18.932]  So, see, now putting your opinion out is soliciting.
[02:17:18.952 --> 02:17:19.672]  Well, that's free speech.
[02:17:19.692 --> 02:17:20.572]  Okay?
[02:17:21.433 --> 02:17:21.973]  Quoting the cop.
[02:17:22.093 --> 02:17:24.254]  Okay, and you need to go get a permit.
[02:17:25.148 --> 02:17:28.132]  The exchange continues with vendors asking, is speech a commodity?
[02:17:28.853 --> 02:17:31.216]  Well, you're handing out pamphlets and stuff like that.
[02:17:31.236 --> 02:17:33.440]  That's exactly what it would mean, the officer responds.
[02:17:33.780 --> 02:17:35.723]  Let's go to some of this video and some of this audio.
[02:17:36.003 --> 02:17:36.404]  Here it is.
[02:17:37.615 --> 02:17:39.637]  We're good to go.
[02:17:58.991 --> 02:18:02.654]  You gotta go to the Student Life Mount and they give you a permit to do so.
[02:18:02.834 --> 02:18:06.417]  So you need a permit to, uh... Yeah, because you can't have everybody out there doing this, okay?
[02:18:06.437 --> 02:18:09.019]  Otherwise, you'd have stuff lined up all along here.
[02:18:09.059 --> 02:18:11.561]  Everybody have a different view and a different point of view.
[02:18:11.781 --> 02:18:12.381]  You can't do it.
[02:18:12.442 --> 02:18:13.002]  Hit pause.
[02:18:13.582 --> 02:18:14.323]  It's not free speech.
[02:18:15.184 --> 02:18:17.746]  Otherwise, you'd have everyone out here with a different point of view.
[02:18:19.465 --> 02:18:20.586]  That's what a college is for.
[02:18:20.626 --> 02:18:21.846]  This is what they've turned him into.
[02:18:22.187 --> 02:18:23.267]  What was the other big college?
[02:18:23.287 --> 02:18:23.988]  Was it Dartmouth?
[02:18:24.828 --> 02:18:28.390]  Polled a story on it a few months ago that said, there is no free speech on campus.
[02:18:28.410 --> 02:18:28.970]  Get used to it.
[02:18:29.051 --> 02:18:30.551]  And the official can book.
[02:18:31.612 --> 02:18:32.893]  I mean, this is the arrogant attitude.
[02:18:32.913 --> 02:18:34.814]  Let's go back to the so-called police officer.
[02:18:35.675 --> 02:18:37.857]  I don't like free speech.
[02:18:37.917 --> 02:18:39.758]  It's not free speech, ma'am.
[02:18:39.778 --> 02:18:41.059]  Nobody's stopping you from free speech.
[02:18:41.079 --> 02:18:42.360]  But you can't solicit out there.
[02:18:42.700 --> 02:18:44.922]  You're soliciting your opinions.
[02:18:45.742 --> 02:18:48.925]  An opinion and soliciting your opinion is free speech.
[02:18:49.525 --> 02:18:54.769]  Soliciting is coming to somebody's door to sell them something on private property, not a perceived public comments.
[02:18:55.089 --> 02:18:58.612]  So this police officer hasn't read the statutes and hasn't read the case law.
[02:18:58.652 --> 02:18:58.972]  Here it is.
[02:18:59.472 --> 02:19:02.596]  You need to go get a permit.
[02:19:03.057 --> 02:19:03.938]  Is it a commodity?
[02:19:04.138 --> 02:19:06.040]  What's the permit for that we need exactly?
[02:19:06.080 --> 02:19:07.582]  Why don't you go talk to Student Life?
[02:19:07.602 --> 02:19:08.584]  You can't do it out here.
[02:19:08.604 --> 02:19:10.406]  Otherwise they're going to black you out.
[02:19:17.074 --> 02:19:17.354]  Okay.
[02:19:17.734 --> 02:19:19.515]  I don't want it to come to that.
[02:19:19.535 --> 02:19:21.956]  So it's the signs or is it the flyer?
[02:19:21.976 --> 02:19:24.417]  So you're passing out stuff.
[02:19:24.497 --> 02:19:29.620]  I mean, you approached them because they were here doing it.
[02:19:29.700 --> 02:19:32.041]  If they weren't here, you wouldn't have approached them.
[02:19:32.081 --> 02:19:32.381]  Okay.
[02:19:32.661 --> 02:19:34.562]  So, so like political speech.
[02:19:34.622 --> 02:19:35.702]  I think I've talked to you before.
[02:19:35.762 --> 02:19:37.723]  I've talked to you before, I believe, in the past.
[02:19:37.743 --> 02:19:39.284]  I think it was last semester I've talked to you.
[02:19:39.404 --> 02:19:40.905]  Hit pause.
[02:19:41.405 --> 02:19:41.765]  Back it up.
[02:19:42.105 --> 02:19:43.586]  And now some little
[02:19:44.713 --> 02:19:46.754]  Security guard shows up, bugging his eyes out.
[02:19:47.294 --> 02:19:51.015]  The cop starts, I've talked to you before, you can tell he's thinking about arresting him.
[02:19:51.075 --> 02:19:54.317]  You know, you've been out here before with those constitutions.
[02:19:54.717 --> 02:19:58.898]  You know, in the back of his head, constitutionalist, terrorist, MRAP's the enemy.
[02:19:58.918 --> 02:20:02.340]  I mean, this is the ADL, Southern Poverty Law Center brainwashing at work.
[02:20:03.080 --> 02:20:04.480]  Let's go ahead now and go back to the clip.
[02:20:06.833 --> 02:20:09.355]  Okay, so like political speech?
[02:20:09.375 --> 02:20:10.476]  I think I've talked to you before.
[02:20:10.536 --> 02:20:12.478]  I've talked to you before, I believe, in the past.
[02:20:12.498 --> 02:20:14.039]  I think it was last semester I've talked to you.
[02:20:14.059 --> 02:20:15.400]  I don't believe so.
[02:20:15.560 --> 02:20:16.181]  I think so.
[02:20:16.201 --> 02:20:17.142]  I think I remember getting a sticker.
[02:20:17.162 --> 02:20:20.845]  Well, I'm here for a fact, because I probably would have been pretty upset about that.
[02:20:20.925 --> 02:20:24.968]  And I talked to the other gentleman that you were with earlier at the table out front.
[02:20:25.229 --> 02:20:26.089]  Just one more question.
[02:20:26.109 --> 02:20:27.570]  So why do we need the permit?
[02:20:27.691 --> 02:20:29.312]  Why don't you go to Student Life and ask them?
[02:20:29.692 --> 02:20:30.073]  Okay.
[02:20:30.413 --> 02:20:30.753]  Awesome.
[02:20:30.973 --> 02:20:31.274]  Cool.
[02:20:31.294 --> 02:20:31.974]  Thank you, officer.
[02:20:33.933 --> 02:20:34.553]  Break it up.
[02:20:34.893 --> 02:20:40.917]  Break it up out here with your American flag and your pocket constitution for free, promoting American values.
[02:20:40.957 --> 02:20:41.477]  You don't do that.
[02:20:41.797 --> 02:20:44.058]  And then a lot of these universities refuse the permits.
[02:20:44.078 --> 02:20:45.859]  In fact, guys, I don't want to just say that.
[02:20:45.879 --> 02:20:47.720]  I want to prove it to TV viewers and radio listeners.
[02:20:48.120 --> 02:20:54.123]  Search engine, um, college refuses permit to hand out pocket constitutions.
[02:20:54.544 --> 02:20:55.704]  That one was in California.
[02:20:55.724 --> 02:20:57.305]  This is happening all over the country.
[02:20:57.345 --> 02:20:57.985]  In fact, that's it.
[02:20:59.826 --> 02:21:02.888]  I'm going to go to UT or have one of the reporters who wants to do it.
[02:21:04.039 --> 02:21:09.442]  I'm gonna go down to UT, and I'm gonna hand out thousands of pocket constitutions, and I'm not even a student.
[02:21:10.203 --> 02:21:10.603]  I don't care.
[02:21:10.983 --> 02:21:18.108]  And when the cops show up and say I can't do it, I'm gonna say, you understand, this is supposed to be the freest, most open area for the dissemination of free speech.
[02:21:19.629 --> 02:21:25.712]  And then I'm gonna be able to show people handing out free Chinese restaurant menus and free pizza menus, which they do.
[02:21:25.812 --> 02:21:27.213]  And they don't mess with that, they don't care.
[02:21:28.154 --> 02:21:29.014]  But they do care.
[02:21:30.089 --> 02:21:46.695]  If I'm out there promoting the Bill of Rights and Constitution, because it's prasada non grata, and the schools and the colleges are turning into wastelands where free speech is completely, totally, absolutely under attack.
[02:21:46.715 --> 02:21:47.075]  There it is.
[02:21:47.095 --> 02:21:52.157]  Hawaiian student sues after being ordered to stop handing out pocket constitutions.
[02:21:52.657 --> 02:21:53.638]  Yeah, that's another article.
[02:21:53.678 --> 02:21:54.978]  I'm telling you, they're all over the country.
[02:21:55.819 --> 02:21:59.040]  I mean, it is all over the nation, but I saw one a few months ago where
[02:22:01.926 --> 02:22:04.389]  Then the students go, I think it was Berkeley.
[02:22:06.371 --> 02:22:12.779]  They go, there it is, yeah, California College student teaches school $50,000 lesson on Constitution.
[02:22:13.559 --> 02:22:14.881]  That's a Fox News article, Carol.
[02:22:17.765 --> 02:22:31.536]  California, it's so too small for me to read, a California college student was blocked last year from handing out copies of the Constitution, gave his school a lesson in civics and the law, won a $50,000 settlement and an agreement to reverse its speech codes.
[02:22:32.397 --> 02:22:36.600]  And look, we're not looking to raise money and sue people, but this is what needs to be done.
[02:22:36.620 --> 02:22:44.167]  I mean, we've got people going into men's barbershops saying, cut my hair, and then going and basically trying to start government lawsuits, threatening $10,000 fines.
[02:22:46.587 --> 02:22:50.329]  And getting $700 fines if you go, hey lady, we cut men's hair.
[02:22:51.109 --> 02:22:52.870]  That's clearly not discrimination.
[02:22:52.950 --> 02:22:56.351]  It's what you do as a business.
[02:22:58.112 --> 02:22:59.253]  It's how they operate.
[02:23:06.356 --> 02:23:08.517]  Oh man, there's just so much going on right now.
[02:23:09.857 --> 02:23:10.838]  There's so much happening.
[02:23:12.335 --> 02:23:16.616]  And it makes my head spin, it absolutely makes my head hurt hard.
[02:23:18.136 --> 02:23:19.237]  Hurts so hard.
[02:23:20.697 --> 02:23:21.657]  Hurts so hard.
[02:23:22.677 --> 02:23:34.280]  Just to see videos like I have in my film, 9-11, The Road to Tyranny, that I made 14 years ago, 13 years ago plus.
[02:23:36.041 --> 02:23:37.221]  It was out within three months of 9-11.
[02:23:40.390 --> 02:23:41.831]  And they pull a lady over.
[02:23:41.871 --> 02:23:43.851]  It's a checkpoint in the middle of nowhere in Virginia.
[02:23:44.211 --> 02:23:50.993]  She's a naval veteran, no criminal record, has canning equipment, a VHS tape of Patriot games in her backseat.
[02:23:51.013 --> 02:23:56.295]  You know, Harrison Ford, the Pachinic book with Clancy.
[02:23:58.076 --> 02:24:02.157]  And they pull her over.
[02:24:02.217 --> 02:24:03.097]  She comes to the checkpoint.
[02:24:03.117 --> 02:24:04.278]  They want to ask her a question.
[02:24:04.298 --> 02:24:05.998]  She says, you don't have a reason to have a checkpoint running.
[02:24:06.338 --> 02:24:07.399]  Are you looking for somebody in particular?
[02:24:07.419 --> 02:24:07.859]  And they go, no.
[02:24:09.028 --> 02:24:09.308]  She was like,
[02:24:26.826 --> 02:24:29.808]  And get the batter in her trunk, and they find canning supplies.
[02:24:30.228 --> 02:24:31.409]  They think that's really evil.
[02:24:31.950 --> 02:24:33.571]  And then they find a pocket constitution.
[02:24:33.911 --> 02:24:37.474]  And they go, oh my god, is this legal?
[02:24:38.074 --> 02:24:42.217]  And then a supervisor comes and says, she may be allowed to have that.
[02:24:42.657 --> 02:24:45.680]  Maybe that's what she talks about, how she's got a constitution.
[02:24:46.200 --> 02:24:48.281]  That may be what she means.
[02:24:49.222 --> 02:24:55.006]  But look, we'll just take her to jail and find out, is it legal?
[02:24:55.106 --> 02:24:55.687]  I don't know.
[02:24:57.136 --> 02:25:04.462]  Here are guys that have sworn an oath to protect and defend the Constitution, Bill of Rights, Declaration of Independence.
[02:25:05.023 --> 02:25:06.364]  It's the whole foundation of the country.
[02:25:06.944 --> 02:25:08.185]  And I'm not making fun of them.
[02:25:08.205 --> 02:25:10.948]  That's how they were talking on the squad car video.
[02:25:12.048 --> 02:25:14.108]  I aired on the radio, like, all 20 minutes of it.
[02:25:14.168 --> 02:25:15.829]  In the film, there's like three or four minutes of it.
[02:25:16.229 --> 02:25:20.830]  And they're just like, oh, boss, she got it.
[02:25:21.570 --> 02:25:22.370]  I found one of them.
[02:25:22.390 --> 02:25:25.151]  She's one of them extremists, like the Klan or something.
[02:25:25.851 --> 02:25:27.371]  Boss, she got one.
[02:25:27.391 --> 02:25:31.512]  And he's like, Lord, I can't believe it.
[02:25:31.532 --> 02:25:34.193]  She's got a constitution.
[02:25:34.333 --> 02:25:39.094]  I mean, it was like they found a dead, mummified baby in her trunk.
[02:25:40.230 --> 02:25:44.551]  But when they do find live babies being vivisected on TV, nobody cares.
[02:25:44.571 --> 02:25:45.631]  It's like, oh, big deal.
[02:25:45.871 --> 02:25:47.072]  Cut up them babies.
[02:25:47.552 --> 02:25:48.952]  The government loves you.
[02:25:49.192 --> 02:25:51.093]  Planned Parenthood loves you.
[02:25:51.433 --> 02:25:52.453]  Everything's fine.
[02:25:52.773 --> 02:25:53.753]  Everything's great.
[02:25:55.674 --> 02:25:56.374]  It's sick.
[02:26:00.095 --> 02:26:02.215]  It's beyond whacked out.
[02:26:06.356 --> 02:26:09.797]  The most extreme level I have ever seen in my life.
[02:26:14.332 --> 02:26:20.277]  And it's only going to get crazier under the cult-like rule of these totalitarians that say our kids belong to them.
[02:26:20.297 --> 02:26:22.338]  They're going to forcefully inject us.
[02:26:22.759 --> 02:26:27.983]  I mean, they're really pushing into physical confrontation, licking their lips, because they hate the cops.
[02:26:28.303 --> 02:26:29.063]  They hate the vets.
[02:26:29.324 --> 02:26:31.085]  They hate anybody that's the old tradition.
[02:26:31.645 --> 02:26:33.187]  That's how cultic this takeover is.
[02:26:33.407 --> 02:26:41.213]  So they're going to use all the cops and all the military in a huge, stinking, cold war against the people, destroying their two enemies.
[02:26:43.519 --> 02:26:51.643]  And if you look at how dumb those Virginia State Troopers were, I mean, and you're watching the video, they could not be this dumb.
[02:26:51.723 --> 02:26:52.223]  They are.
[02:26:52.763 --> 02:27:01.868]  They're as dumb as Mark Dice people he goes out and talks to that go, I want to put, we want to put all gun owners in forced labor camps because they own guns.
