[00:00:00.009 --> 00:00:01.601]  Alex Jones Show.
[01:36:25.444 --> 01:36:26.345]  It's a win-win.
[01:36:26.645 --> 01:36:28.246]  See, good things are symbiotic.
[01:36:29.046 --> 01:36:32.108]  Good things build harmony.
[01:36:34.930 --> 01:36:36.291]  Good things promote life.
[01:36:37.572 --> 01:36:38.733]  Not really rocket science, is it?
[01:36:39.858 --> 01:36:41.979]  And that's why we've come up with the best nutraceuticals on the planet.
[01:36:42.019 --> 01:36:42.999]  You've heard the rave reviews.
[01:36:43.039 --> 01:36:56.265]  The highest quality ingredients, whether it's DNA Force, or Supramel Vitality, or Prostagard, or Child Ease, that doesn't have drugs in it, just has stuff that focuses and calms children's minds, works amazingly.
[01:36:56.285 --> 01:36:57.225]  You've heard the rave reviews.
[01:36:57.606 --> 01:36:58.266]  Winter Sun,
[01:36:59.898 --> 01:37:04.281]  Methylcobalamin, Vitamin B12, Secret 12, all of these proprietary.
[01:37:04.321 --> 01:37:08.624]  The nascent iodine is the true nascent iodine that so many people are deficient in.
[01:37:09.384 --> 01:37:10.525]  Infowarslife.com or 888-253-3139.
[01:37:10.565 --> 01:37:11.205]  That's 888-253-3139.
[01:37:11.225 --> 01:37:12.946]  We can answer all your questions.
[01:37:13.067 --> 01:37:14.768]  Take your order over the phone.
[01:37:14.788 --> 01:37:15.008]  888-253-3139.
[01:37:15.088 --> 01:37:16.529]  And notice it's infowarslife.com.
[01:37:29.380 --> 01:37:30.361]  We're lovers of life.
[01:37:31.381 --> 01:37:32.322]  I want to live a long time.
[01:37:32.342 --> 01:37:33.543]  I want my kids to have great lives.
[01:37:33.803 --> 01:37:35.144]  I want your kids to have great lives.
[01:37:36.244 --> 01:37:43.089]  I don't want to see poverty and ignorance and enslavement and diseases and all this stuff that the globalists are pushing.
[01:37:44.670 --> 01:37:46.831]  They make money off the crises they help create.
[01:37:47.331 --> 01:37:50.113]  It's a different philosophy and we've got to get aggressive.
[01:37:50.513 --> 01:37:51.494]  Infowarslife.com.
[01:37:51.534 --> 01:37:52.575]  Thank you for your support.
[01:37:53.677 --> 01:37:55.018]  You're listening on the AM or FM station.
[01:37:55.098 --> 01:37:56.859]  Tell people today and every day.
[01:37:57.160 --> 01:37:57.780]  Tune in.
[01:37:58.300 --> 01:38:00.902]  If you're a business owner, double down or we're going to lose everything.
[01:38:01.163 --> 01:38:03.324]  Buy a billboard for the show or for the station.
[01:38:06.306 --> 01:38:11.410]  None of us can put billboards up all over the country, but together we can put them up individually or on the side of your barn.
[01:38:12.491 --> 01:38:13.231]  Infowars.com.
[01:38:13.472 --> 01:38:17.795]  All right, I'm going to shut up and give him the floor because I had to cover news.
[01:38:17.915 --> 01:38:19.236]  I got late today.
[01:38:19.256 --> 01:38:19.816]  He's been with us.
[01:38:20.397 --> 01:38:22.738]  Reverend Shoulders, you've got the floor to break down your black lives.
[01:38:23.646 --> 01:38:24.307]  Really do matter.
[01:38:24.587 --> 01:38:25.529]  All black lives matter.
[01:38:26.651 --> 01:38:27.051]  Absolutely.
[01:38:27.091 --> 01:38:32.279]  They're hijacking the crisis in a community to try to create political division.
[01:38:32.640 --> 01:38:35.244]  You're just taking it back and pointing it out.
[01:38:35.324 --> 01:38:38.048]  So I do use the word that we're re-hijacking it away.
[01:38:39.270 --> 01:38:46.172]  Breakdown currently what's happening again blackgenocide.org and let's get into the real black genocide.
[01:38:46.192 --> 01:38:54.535]  The targeting by the Klan, by the Nazis, by Planned Parenthood, by the Rockefellers of black people.
[01:38:54.755 --> 01:38:57.536]  We're not just saying, hey this is killing half of you.
[01:38:57.816 --> 01:38:59.177]  This is really going on.
[01:38:59.197 --> 01:38:59.637]  Go ahead.
[01:39:00.509 --> 01:39:01.350]  Oh, absolutely.
[01:39:01.470 --> 01:39:12.678]  Right here in the city of New York, over 65% of all African-American births in an abortion is more aborted than there is born alive.
[01:39:13.119 --> 01:39:17.282]  Nationally, 1,786 a day.
[01:39:18.042 --> 01:39:20.164]  And you're saying it's time to fight back.
[01:39:20.284 --> 01:39:23.627]  We're really trying to incite the church to fight back.
[01:39:24.187 --> 01:39:31.754]  When 52% nationally of all African-American births end in abortion, the church has been far too silent.
[01:39:32.275 --> 01:39:36.479]  The shedding of innocent blood pollutes the land.
[01:39:37.259 --> 01:39:41.864]  Every preacher should understand that if he's sowing seed and the land is polluted,
[01:39:42.544 --> 01:39:44.205]  Then he's not going to get the return.
[01:39:44.325 --> 01:39:45.987]  And this is what's happening in America.
[01:39:46.487 --> 01:39:51.730]  We are about to enter into a period of judgment directly from this.
[01:39:52.151 --> 01:39:53.412]  The shedding of innocent blood.
[01:39:54.012 --> 01:40:09.823]  And as you see how we were all connected on this Black Life Matters, it appears to me that God is not pleased with our efforts, and I'm self-included, of really taking this to the level to get into the black community.
[01:40:10.944 --> 01:40:12.185]  This was a gift to us.
[01:40:13.066 --> 01:40:19.514]  They're marketing it and we're using guerrilla marketing and taking it over and it has been quite effective.
[01:40:19.554 --> 01:40:26.302]  There's not a student on any college campus that hasn't heard Black Lives Matter, especially if they're African American.
[01:40:26.342 --> 01:40:29.746]  So we're going to the HSBCs, the Historically Black Colleges.
[01:40:30.407 --> 01:40:30.688]  All right.
[01:40:47.771 --> 01:40:58.935]  It's not where it should be, but it's beginning to wake up and recognize that basically that the perceived African American leadership has victimized them.
[01:40:59.695 --> 01:41:06.057]  It was great when in Ferguson where Jesse Jackson was booed out so he couldn't take up an offering.
[01:41:06.517 --> 01:41:11.780]  This is something that the African Americans are beginning to wake up on.
[01:41:12.200 --> 01:41:21.145]  But we have to be more diligent and the statistics prove out that we haven't done our job as preachers especially.
[01:41:21.225 --> 01:41:34.432]  So we plan to take this not only to HSBC but we plan to be at the NAACP in July in Philadelphia and we'll be there for three days with those signs.
[01:41:35.132 --> 01:41:45.994]  And I'm sure it's going to cause quite a stir because basically they'll have seminars inside saying black life matters.
[01:41:46.334 --> 01:41:51.255]  Well, we're going to have our signs outside all black life matters.
[01:41:51.295 --> 01:42:04.177]  And if there's anyone who has been facilitating the decimation of the African-American community by abortion, it has been the NAACP and profiting from it and merchandising their own constituency.
[01:42:04.657 --> 01:42:06.599]  So, this is what I do.
[01:42:06.839 --> 01:42:14.666]  Seemingly, this is where God has me to labor in, and we're excited that we're beginning to connect with other pastors.
[01:42:14.866 --> 01:42:26.055]  Actually, this season, this time, has been a fruitful time to let them to see that, indeed, black leadership basically has sold them out.
[01:42:26.095 --> 01:42:31.380]  You had Robin Kelly of the Congressional Black Caucus, I think from Michigan,
[01:42:32.060 --> 01:42:46.524]  Actually partnering with Planned Parenthood and the seminar was about, this is a congresswoman, the seminar was about how to get Planned Parenthood into more African American communities.
[01:42:46.964 --> 01:42:52.466]  When the young man there on the program put out that there's a disproportionate amount of them by design.
[01:42:53.106 --> 01:42:54.666]  Folks, this is all systemic.
[01:42:54.806 --> 01:42:56.567]  This is all by design.
[01:42:57.007 --> 01:42:59.488]  We just have to recognize and acknowledge that.
[01:43:00.008 --> 01:43:03.369]  But I was listening to your program previously.
[01:43:03.389 --> 01:43:12.491]  They're running test runs on basically on causing chaos in the urban community.
[01:43:13.291 --> 01:43:14.631]  And this was a part of that.
[01:43:15.052 --> 01:43:17.572]  How it was going to all unfold, I do not know.
[01:43:18.092 --> 01:43:33.017]  But this I do know, that there is a concerted effort to begin to cause unrest in the African-American communities, in the inner cities, possibly to bring about martial law, possibly to bring about control.
[01:43:33.037 --> 01:43:33.697]  I don't know.
[01:43:33.717 --> 01:43:39.179]  I'll tell you this, I mean, just interrupting for just a moment with Reverend Childress here, Alex Jones popping in.
[01:43:39.259 --> 01:43:39.879]  He just joined us.
[01:43:42.671 --> 01:44:05.260]  Obviously why we're launching this, why you launched this back in February, is we can take over this destructive, White House, George Soros funded, Balkanization, Divide and Conquer movement, and we can then try to get other people around the country to have their own black lives, you know, really do matter events, to educate people, and it's possible we could turn the tide and show people
[01:44:06.411 --> 01:44:26.705]  Where the real problem is, and explain that the mainstream media is trying to distract black Americans, African Americans, from double unemployment since Obama got in, to the open borders, displacing their jobs, to being targeted with abortion, and show the MSNBC strategy is to keep blacks on the Democratic Party plantation.
[01:44:27.225 --> 01:44:27.845]  Sorry go ahead.
[01:44:28.826 --> 01:44:44.395]  Without question and fortunately the younger generation is beginning to give an ear and that has been exciting and that has been something that has been motivating us and I believe this time next year or a year from now they will regret
[01:44:45.035 --> 01:44:53.283]  Ever coming up with that mantra, Black Life Matters, because we're going to expose them for who they are, that all black life matters.
[01:44:53.944 --> 01:45:04.335]  And Congressional Black Caucus, one of the biggest problems that black people have, the NAACP, the National Action Committee, the Rainbow Coalition.
[01:45:05.295 --> 01:45:08.098]  All are intertwined in this.
[01:45:08.118 --> 01:45:13.002]  They're all in agreement of carrying on this deception in the black community.
[01:45:13.523 --> 01:45:20.769]  But their biggest mistake will be having used this as a means of communicating their cause.
[01:45:21.169 --> 01:45:22.591]  It is going to elevate
[01:45:23.331 --> 01:45:31.035]  I think they're testing to see what they're doing, but to actually nominate Margaret Sanger to be on the $20 bill.
[01:45:45.882 --> 01:45:49.905]  I believe they did that just to see the response and how it would be.
[01:45:50.105 --> 01:45:51.426]  You know, I've forgotten about that.
[01:45:52.046 --> 01:45:56.790]  She's been Time Magazine Woman of the Year just a decade ago or something after she was dead.
[01:45:56.850 --> 01:45:58.651]  She'd been Time Magazine when she was alive.
[01:45:59.012 --> 01:46:06.898]  This is a literal hardcore racist who gave awards to Nazis, got awards, and they're saying put her on the dollar bill, or the twenty.
[01:46:07.738 --> 01:46:08.859]  On the $20 bill.
[01:46:09.920 --> 01:46:18.886]  You know, I don't have the platform I would love to have, but we were yelling and screaming and I was writing many of the black media saying that this is an outrage.
[01:46:19.006 --> 01:46:29.733]  In the age of political correctness, you know, the comments that this woman has made, her own words, and you're going to suggest her to be on the $20 bill?
[01:46:30.153 --> 01:46:31.154]  It was outrageous!
[01:46:31.954 --> 01:46:33.635]  You know something, the game is this.
[01:46:34.135 --> 01:46:44.821]  If they can flood us at one time with so many different issues and problems, we become desensitized to outrage.
[01:46:45.261 --> 01:46:48.083]  And that's where the church has lost its power.
[01:46:48.463 --> 01:46:57.368]  There is no outrage in the church any longer over these blatant atrocities, these blatant deceptions, these blatant criminal acts.
[01:46:58.308 --> 01:47:13.523]  I'm saying, and I do a little radio program and it went off, I guess, but I'm saying to myself, how in this day and age is Hillary Clinton a viable candidate with all that is being exposed at one time?
[01:47:13.883 --> 01:47:19.008]  If it's not the servers, if it's not email, if it's not Benghazi, if it's not
[01:47:19.969 --> 01:47:20.109]  Yes.
[01:47:36.918 --> 01:47:47.322]  She is defending, accepting the Margaret Sanger Award, boldly accepting it, and yet she's going to ask and court the black vote?
[01:47:47.902 --> 01:47:49.603]  It's like I'm living in the Twilight Zone!
[01:47:49.623 --> 01:47:55.225]  I don't understand, but it's like we're just being totally, it's like the frog in the water.
[01:47:55.285 --> 01:48:02.628]  You're right, Reverend Childress, blackgenocide.org, let's expand on this for a moment because you're quite the historian on these facts.
[01:48:03.444 --> 01:48:17.610]  For people that don't know, breakdown, I mean it's on record how the Rockefeller Foundation, Margaret Sanger and others totally changed the black community, went in, bought off a bunch of preachers, and because they said blacks don't, you know, trust us, but they'll trust black preachers.
[01:48:17.630 --> 01:48:26.333]  I mean, these are letters that she sent, as you know, to the Colgate Foundation, and there's letters back and forth, they were giving her money, and it's her whole battle plan.
[01:48:26.393 --> 01:48:27.454]  You look at it today,
[01:48:28.354 --> 01:48:34.939]  And I'm not saying that the Republicans are great either, but the Democrats were the party of the Klan when they couldn't get blacks to believe them anymore.
[01:48:34.959 --> 01:48:36.460]  They flipped and said, oh, we love you.
[01:48:36.860 --> 01:48:41.143]  Look what's happened to the black community since they adopted everything the Democrats wanted.
[01:48:41.984 --> 01:48:45.847]  It's just totally insane that they've gotten away with this.
[01:48:46.247 --> 01:48:47.248]  It's just crazy.
[01:48:47.308 --> 01:48:48.089]  Talk some about that.
[01:48:48.909 --> 01:48:56.992]  Well, you know, the most diabolical part of that, it was called the Negro Project, is that Margaret Sanger, she was a very evil woman.
[01:48:57.993 --> 01:48:59.353]  But she was very discerning.
[01:48:59.794 --> 01:49:05.276]  And she said, in order to control the black community, we have to get the colored minister.
[01:49:06.897 --> 01:49:13.681]  With high communicative skills, in other words, community organizers, that we would buy out.
[01:49:14.421 --> 01:49:25.288]  And it is no surprise, and you listeners should understand that Barack Obama did fundraising events for Planned Parenthood before he was President of the United States.
[01:49:25.768 --> 01:49:34.294]  He was the prototypical person of the Negro Project Plan in that letter to Clarence Gamble, Procter and Gamble.
[01:49:34.674 --> 01:49:49.080]  So, we gotta understand that she also recognized that if she can control the ministers, she would be able to control the African American community to accept abortion as a means, basically, of birth control.
[01:49:49.320 --> 01:49:51.141]  And that was her goal.
[01:49:51.641 --> 01:49:55.003]  And you mentioned, this is a woman who tutored
[01:49:55.683 --> 01:49:57.405]  Adolf Hitler, who had tithes.
[01:49:58.186 --> 01:50:04.213]  Phillip Stoddard was on her board, constantly went back and forth from the Third Reich, communicating.
[01:50:04.613 --> 01:50:09.879]  When they changed the name from the Birth Control League, it was to Planned Parenthood.
[01:50:10.279 --> 01:50:11.241]  Nobody left.
[01:50:11.781 --> 01:50:19.285]  The staff was the same, the heads were the same, they just changed the name, and the ideology has not changed.
[01:50:19.325 --> 01:50:22.187]  Sure, and I may have made a mistake earlier, but I conflate things.
[01:50:22.927 --> 01:50:23.928]  Now I'm going back in memory.
[01:50:23.988 --> 01:50:30.451]  I know it was Procter & Gamble letters, but then also Colgate Foundation was involved somehow.
[01:50:31.352 --> 01:50:32.853]  Correct me if I'm wrong, I'm just going from memory.
[01:50:34.264 --> 01:50:35.024]  Um, no.
[01:50:35.945 --> 01:50:37.166]  Very well, very well may be.
[01:50:37.246 --> 01:50:38.628]  I didn't check that out recently.
[01:50:38.728 --> 01:50:41.130]  I'll have to double check and correct it if I'm wrong.
[01:50:41.430 --> 01:50:45.975]  He was the heir of Procter & Gamble there, so Colgate may have been involved also.
[01:50:45.995 --> 01:50:46.475]  Absolutely.
[01:50:46.495 --> 01:50:48.997]  Well, I'm going to check into it and make sure my memory's not faulty.
[01:50:49.478 --> 01:50:55.343]  I want to come back, though, because I mentioned this once, almost embarrassed, because it sounded like pure bull, and he went, of course, I hear that all the time.
[01:50:56.264 --> 01:51:01.687]  I want to talk about when I was going to pro-life rallies a lot 16, 17, 18 years ago on AXS TV.
[01:51:02.027 --> 01:51:07.690]  The local black leaders had shows down there and they literally said the most amazing things to me.
[01:51:07.730 --> 01:51:08.730]  I want to repeat when we come back.
[01:51:26.169 --> 01:51:28.272]  Hi, Ted Anderson with Midas Resources.
[01:51:28.513 --> 01:51:33.060]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:51:33.220 --> 01:51:34.802]  Get our 10 Reasons book free.
[01:51:34.983 --> 01:51:35.283]  Call 800-686-2237.
[01:51:35.303 --> 01:51:35.483]  That's 800-686-2237.
[01:51:41.567 --> 01:51:42.348]  This is Dan Pilla.
[01:51:42.368 --> 01:51:43.869]  Do you have the IRS money you can't pay?
[01:51:44.169 --> 01:51:45.470]  Are tax debts crippling you?
[01:51:45.831 --> 01:51:48.153]  I've defended people from the IRS for over 30 years.
[01:51:48.653 --> 01:51:50.495]  I've helped thousands and I can help you too.
[01:51:50.935 --> 01:51:54.998]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[01:51:55.459 --> 01:51:59.162]  Call 800-34-NO-TAX to finally get free of IRS debt.
[01:51:59.402 --> 01:52:02.845]  With the IRS's new programs, there's never been a better time to solve your problem.
[01:52:03.165 --> 01:52:03.586]  Call 800-34-NO-TAX.
[01:52:03.606 --> 01:52:05.227]  That's 800-34-NO-TAX or my website, danpilla.com.
[01:52:10.635 --> 01:52:19.585]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:52:19.666 --> 01:52:27.775]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:52:28.055 --> 01:52:32.759]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:52:32.919 --> 01:52:39.564]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:52:39.644 --> 01:52:46.730]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:52:46.830 --> 01:52:53.716]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:52:53.856 --> 01:52:57.739]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:52:57.739 --> 01:52:58.579]  It's absolutely heartbreaking.
[01:52:58.599 --> 01:53:06.081]  All over America, people are suffering from issues related to angina pain, high blood pressure, congestive heart failure, irregular heartbeat, clogged arteries, and high cholesterol.
[01:53:22.506 --> 01:53:27.732]  Can you live your life free from sickness, pain, and fear and experience your body healing itself?
[01:53:28.052 --> 01:53:32.957]  Look to Heart and Body Extract, an all-natural supplement that aids ailing bodies.
[01:53:33.117 --> 01:53:36.621]  It has an exclusive formula of wild-crafted and organic herbs.
[01:53:36.942 --> 01:53:40.005]  End the pain without all the side effects of prescription drugs.
[01:53:40.225 --> 01:53:43.026]  People 20 years younger will envy your vitality.
[01:53:43.246 --> 01:53:44.787]  Want a happier, healthier you?
[01:53:44.927 --> 01:53:51.169]  Then go to heartandbody.com or call toll-free 866-295-5305 for free information.
[01:53:51.369 --> 01:53:56.551]  Heart and Body Extract offers a lifetime guarantee with no price increase in over 14 years.
[01:53:56.751 --> 01:53:57.731]  What are you waiting for?
[01:53:57.871 --> 01:54:03.353]  Call Heart and Body now at 866-295-5305 for your free information.
[01:54:03.493 --> 01:54:05.173]  Go to heartandbody.com, 866-295-5305.
[01:54:05.213 --> 01:54:06.514]  Distributor inquiries welcome.
[01:54:21.404 --> 01:54:26.810]  So, AXS TV was started in Austin, Texas, like 37, 38 years ago.
[01:54:27.551 --> 01:54:30.273]  They just had the anniversary a few years ago.
[01:54:31.855 --> 01:54:35.098]  And that's where I started out, in 1995.
[01:54:36.320 --> 01:54:38.882]  But the black community was really using it.
[01:54:39.543 --> 01:54:41.365]  And probably had half of the shows on there.
[01:54:41.405 --> 01:54:42.866]  Some of them really good, some of them really boring.
[01:54:42.886 --> 01:54:44.308]  A lot of preachers, you name it.
[01:54:46.015 --> 01:54:51.557]  But they had a lot of the community organizer people in there that drove, like, very nice Mercedes Benz.
[01:54:52.797 --> 01:54:53.617]  I mean, late models.
[01:54:55.278 --> 01:54:55.878]  Newer models.
[01:54:57.098 --> 01:54:58.419]  And nice suits, everything.
[01:54:58.519 --> 01:55:00.099]  And man, they hated my guts.
[01:55:00.840 --> 01:55:10.323]  And when I started really doing a lot of pro-life stuff a few years into it, and talking about, you know, black genocide and things like that, they would actually get in my face in the hallways.
[01:55:10.343 --> 01:55:11.703]  These are guys you'd see on the news.
[01:55:12.423 --> 01:55:14.284]  Guys you'd see, you know, at the city council and stuff.
[01:55:15.270 --> 01:55:19.012]  And then they would file complaints on me and say I'd called into their show and called them the n-word.
[01:55:19.032 --> 01:55:24.855]  And I was pretty sure, since I was sort of watching the tapes of it, they were having people call in and say they were Alex Jones.
[01:55:25.836 --> 01:55:29.838]  And one time, one of the guys confronted me, and this was like a gray-haired, you know, old black man.
[01:55:29.878 --> 01:55:32.659]  He goes, you know, sharp-breast, well-spoken, hole nine yards.
[01:55:33.059 --> 01:55:35.340]  He goes, listen here, we're sick of your crap.
[01:55:35.380 --> 01:55:37.842]  We need to get rid of these, you know, these
[01:55:38.766 --> 01:55:40.287]  Poor, scum, black people.
[01:55:40.307 --> 01:55:41.188]  I forget the words he used.
[01:55:41.208 --> 01:55:43.829]  I think it was some pretty... It was a long time ago.
[01:55:44.190 --> 01:55:53.716]  And then that happened to me a few other times where I'd be demonstrating at a Planned Parenthood or wherever, covering it, and black people walk over and say, there's too many black people, we need to get rid of these people.
[01:55:54.056 --> 01:55:59.200]  And then now we have videos of Asian abortionists, black abortionists, saying similar things.
[01:56:00.200 --> 01:56:03.722]  And I would tell people those stories, but it just sounded insane.
[01:56:04.202 --> 01:56:09.345]  And now I learn from talking to other black leaders around the country that are pro-life, that they get the same thing.
[01:56:09.685 --> 01:56:15.389]  So these are people that knowingly are getting money to get rid of their people, and they hate them!
[01:56:16.209 --> 01:56:31.278]  And it's like bizarre, it's like the most hardcore Klan member, but it's a black liberal on TV, talking about how much they love black people, and behind the scenes they're like, nobody wants these nappy head n-words, and you need to shut your mouth!
[01:56:31.819 --> 01:56:33.099]  And you're just like, what the?
[01:56:33.660 --> 01:56:36.822]  I mean, how do you hate your people?
[01:56:37.142 --> 01:56:41.645]  I mean, what if I was being paid to get white people to kill
[01:56:43.635 --> 01:56:47.037]  I can hardly even talk about it because it's so insane, it's so demonic.
[01:56:47.377 --> 01:56:56.261]  I want to give you five more minutes in the next segment to cover other issues and I want to put on screen for TV viewers a famous photo of Margaret Sanger addressing the Ku Klux Klan.
[01:56:56.281 --> 01:57:01.483]  We're going to have big signs of these out tomorrow at the main Planned Parenthood in Austin.
[01:57:01.503 --> 01:57:04.264]  It's a huge facility exposing this witch.
[01:57:04.504 --> 01:57:08.046]  And I'm sorry I'm ranting, Reverend Childress, of blackgenocide.org.
[01:57:08.486 --> 01:57:12.348]  It's just that bringing up those memories, I was actually having flashbacks
[01:57:12.768 --> 01:57:19.132]  All the horrible things these two guys pulled on me and how much they hated me because I didn't want to abort babies.
[01:57:19.212 --> 01:57:20.493]  I mean, it's crazy.
[01:57:20.513 --> 01:57:21.574]  What do you say to those stories?
[01:57:21.834 --> 01:57:23.155]  Have you experienced similar things?
[01:57:43.088 --> 01:57:44.890]  But they hate black people!
[01:57:46.071 --> 01:57:49.974]  Well, they've never said that, but their actions would say that.
[01:57:51.115 --> 01:57:53.417]  I mean, they talk about the unborn babies hatefully.
[01:57:53.797 --> 01:57:56.039]  Nobody wants these nappy babies.
[01:57:57.020 --> 01:58:01.063]  Yes, you've even heard black abortionists say the same things.
[01:58:01.824 --> 01:58:02.385]  It's evil.
[01:58:02.445 --> 01:58:04.847]  First of all, abortion is evil.
[01:58:05.307 --> 01:58:06.088]  Plain and simple.
[01:58:06.128 --> 01:58:09.550]  You open up your heart and soul and mind to evil.
[01:58:09.671 --> 01:58:18.558]  And it doesn't surprise me that these black ministers who were profiting from it and also had bought into the, I don't want to go into that, W.E.
[01:58:18.598 --> 01:58:26.804]  Du Bois, the talented 10%, where he said the top 10% of African Americans should be salvaged and the other 90 are expendable.
[01:58:26.844 --> 01:58:28.926]  And he was funded by the Rockefellers again.
[01:58:29.426 --> 01:58:31.427]  Yes, and that's true.
[01:58:31.487 --> 01:58:39.410]  But also, here's the problem why Alex Jones' program is so important and what you do is so vital to America.
[01:58:39.810 --> 01:58:44.712]  You know, you mentioned the TV, the programs, like... Back in 70 seconds, sir.
[01:58:45.192 --> 01:58:45.692]  Back in 70 seconds.
[01:58:45.732 --> 01:58:48.133]  I want to have you back on the Nightly News for a full hour soon.
[01:58:51.695 --> 01:58:53.555]  Thank you for listening to GCN.
[01:58:55.096 --> 01:58:57.317]  Visit GCNlive.com today.
[01:59:00.251 --> 01:59:04.452]  Used since before the days of the Roman Empire to support the body's natural systems.
[01:59:04.612 --> 01:59:08.573]  Introducing the new Infowarslife.com oil of oregano formulation.
[01:59:08.773 --> 01:59:13.554]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:59:13.714 --> 01:59:18.255]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:59:18.375 --> 01:59:21.696]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:59:21.856 --> 01:59:25.177]  Now available in our limited first run at Infowarslife.com.
[01:59:25.297 --> 01:59:27.117]  That's Infowarslife.com or call 888-253-3139.
[01:59:29.998 --> 01:59:30.599]  Alex Jones here.
[01:59:31.019 --> 01:59:40.046]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[01:59:40.306 --> 01:59:43.949]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[01:59:44.110 --> 01:59:52.096]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[01:59:52.436 --> 01:59:54.738]  Visit Infowarslife.com or call 1-888-253-3139.
[01:59:54.798 --> 01:59:55.799]  That's Infowarslife.com.
[02:00:02.575 --> 02:00:05.201]  You're listening to The Alex Jones Show.
[02:00:16.072 --> 02:00:16.732]  Big Brother.
[02:00:17.392 --> 02:00:18.393]  Mainstream media.
[02:00:19.153 --> 02:00:20.253]  Government cover-ups.
[02:00:20.913 --> 02:00:21.714]  You want answers?
[02:00:22.494 --> 02:00:23.394]  Well, so does he.
[02:00:24.034 --> 02:00:27.615]  He's Alex Jones on the GCN Radio Network.
[02:00:28.236 --> 02:00:32.337]  And now, live from Austin, Texas, Alex Jones.
[02:00:32.877 --> 02:00:35.158]  I interrupt a lot when I get on abortion subjects.
[02:00:35.238 --> 02:00:36.098]  I start stuttering.
[02:00:37.853 --> 02:00:42.054]  And you know, Pastor Clenard Childress talked about outrage fatigue.
[02:00:42.554 --> 02:00:45.054]  My problem is, I don't have outrage fatigue.
[02:00:45.174 --> 02:00:46.115]  And I guess that's a blessing.
[02:00:46.775 --> 02:00:54.236]  I mean, I physically start getting hot, and it's cold in here, and angry when I was flashing back to those guys.
[02:00:56.317 --> 02:00:58.737]  And just the love of killing, the love of death.
[02:00:58.837 --> 02:01:02.618]  I take it as a threat when there's people like that running around.
[02:01:06.411 --> 02:01:08.472]  I mean, none of us are safe, folks, when this stuff's going on.
[02:01:08.492 --> 02:01:09.053]  Do you understand that?
[02:01:09.293 --> 02:01:10.113]  Where's the empathy?
[02:01:10.734 --> 02:01:13.235]  Join Jakari Jackson tomorrow at the demonstration in Austin.
[02:01:13.475 --> 02:01:15.156]  Have your own All Black Lives Matter.
[02:01:15.176 --> 02:01:16.257]  We're sending the hashtag out.
[02:01:16.637 --> 02:01:19.699]  Hashtag AllBlackLivesMatter.
[02:01:20.180 --> 02:01:24.562]  We're linking it to our Infowars.com story and to BlackGenocide.org.
[02:01:24.622 --> 02:01:27.924]  I think I'm going to send a tweet out here in a moment when we go to break.
[02:01:28.685 --> 02:01:30.686]  Top liberal caught meeting with the Klan.
[02:01:31.627 --> 02:01:35.249]  And then say, yeah, here she is back in the 40s, Margaret Sanger.
[02:01:37.278 --> 02:01:38.439]  We'll put that image back on screen.
[02:01:38.459 --> 02:01:43.904]  See, that's the way you got to get people to look at it, because they just go, oh, Time Magazine says she's the great feminist.
[02:01:44.245 --> 02:01:48.449]  No, she was who Hitler admired and who he got his marching orders from on eugenics.
[02:01:48.489 --> 02:01:49.990]  Now, we only got three to four minutes to break.
[02:01:50.351 --> 02:01:52.232]  I'm going to get Reverend Childress the floor to finish up.
[02:01:52.653 --> 02:01:53.514]  I know I've been ranting.
[02:01:54.254 --> 02:02:05.345]  But to other key things folks should know about, I want to encourage you, sir, to continue what you're doing, for folks to support you, for you to continue your radio show, to do more YouTube videos, and for other people to do it as well.
[02:02:05.425 --> 02:02:07.046]  We've all got to fight.
[02:02:07.347 --> 02:02:08.748]  People are ready to be awakened.
[02:02:09.489 --> 02:02:11.330]  You have the floor for the last three minutes, Reverend Childress.
[02:02:12.185 --> 02:02:21.268]  Yes, and I just want to say again that your program, you gotta, you know, people should support, people should get behind, do whatever we can to support mediums such as this.
[02:02:21.829 --> 02:02:30.112]  Because you mentioned groups like Rockefeller, Carnegie and Mellon, Colgate, Procter and Gamble.
