[00:00:00.009 --> 00:00:01.175]  The Alex Jones Show!
[01:27:12.415 --> 01:27:14.677]  Have we seen any changes being proposed?
[01:27:15.097 --> 01:27:15.317]  No.
[01:27:15.417 --> 01:27:16.758]  People are getting used to it.
[01:27:16.818 --> 01:27:17.559]  They're accepting it.
[01:27:17.579 --> 01:27:19.340]  They're saying, yeah, of course, they're watching us.
[01:27:19.360 --> 01:27:22.082]  You know, just yesterday, Apple came out with a new wristwatch.
[01:27:22.142 --> 01:27:24.003]  It's going to be an accessory to your iPhone.
[01:27:24.384 --> 01:27:25.404]  And that's what it's going to do.
[01:27:25.484 --> 01:27:26.285]  It's going to watch you.
[01:27:26.425 --> 01:27:31.048]  It's going to push this idea that it's going to be monitoring your biometrics.
[01:27:31.108 --> 01:27:31.708]  It's a healthy thing.
[01:27:31.728 --> 01:27:32.629]  That's how they mainline it.
[01:27:32.689 --> 01:27:36.431]  They go over the top to the power of 10, where we're not spying on anything.
[01:27:36.471 --> 01:27:40.834]  Absolutely, the watch knows where you go, your heartbeat, what you eat, what you do.
[01:27:40.914 --> 01:27:41.454]  It tracks you.
[01:27:41.694 --> 01:27:42.515]  It keeps a database.
[01:27:42.795 --> 01:27:44.076]  All the TVs are watching you.
[01:27:44.296 --> 01:27:46.217]  You're in a free country, but Alex Jones is a kook.
[01:27:46.497 --> 01:27:48.078]  And don't listen to InfoWars.com.
[01:27:48.158 --> 01:27:48.819]  Absolutely, David.
[01:27:49.059 --> 01:27:56.363]  You know, there's another article that was up on Drudge Report today about new memories being implanted in mice while they sleep.
[01:27:56.403 --> 01:27:58.964]  And it starts out, sleeping minds, prepare to be hacked.
[01:27:59.044 --> 01:28:01.585]  This is an experiment, Alex, they did in Paris, France.
[01:28:01.605 --> 01:28:09.569]  And of course, we've seen the DARPA funding this same type of research, saying that they want to remove bad memories from people.
[01:28:09.609 --> 01:28:12.651]  We want to help the troops with PTSD.
[01:28:13.191 --> 01:28:14.932]  That's not the way it's going to be used.
[01:28:14.992 --> 01:28:18.294]  It's going to be used against political opponents, against enemies of the state.
[01:28:19.264 --> 01:28:19.945]  You're absolutely right.
[01:28:19.966 --> 01:28:21.288]  Let's jam in another call here.
[01:28:21.669 --> 01:28:22.491]  Thank you, Antoine.
[01:28:22.992 --> 01:28:24.896]  Let's go ahead and talk to Dylan in Texas.
[01:28:24.916 --> 01:28:25.437]  You're on the air.
[01:28:25.477 --> 01:28:25.737]  Go ahead.
[01:28:27.369 --> 01:28:28.769]  Hey guys, good afternoon.
[01:28:28.849 --> 01:28:30.910]  God bless you and thank you for everything you're doing.
[01:28:30.970 --> 01:28:39.232]  Real quickly, one of two things I think what we're going to have to do is, is there's going to have to be basically a constitutional take back of our rights at the White House.
[01:28:39.653 --> 01:28:54.817]  Meaning there's going to have to be, you know, some quite number of gathering of people and we're going to have to basically throw these people out of office as a collective and agree upon the people that we want to emplace immediately if we're actually serious about doing anything and actually
[01:28:55.237 --> 01:28:55.797]  We're good to go.
[01:29:24.445 --> 01:29:27.347]  Well, remember, the globalists pretty much are foreign, pretty much European.
[01:29:27.908 --> 01:29:30.850]  And yeah, they've been in an alliance with China, and they're totally selling us out.
[01:29:31.570 --> 01:29:35.253]  They'll probably break that alliance later, but they're basically all ganged up on Russia right now.
[01:29:35.734 --> 01:29:37.955]  And that doesn't mean that Russia are angel cakes.
[01:29:38.035 --> 01:29:39.457]  It just means they're not offensive.
[01:29:39.777 --> 01:29:41.938]  They're being ganged up on because they're seen as the weakest.
[01:29:42.639 --> 01:29:45.861]  But the Russians always get seen as the weakest by Hitler, Napoleon, you name it.
[01:29:46.302 --> 01:29:47.783]  And they find out that's not the case.
[01:29:48.383 --> 01:29:51.366]  The Russians only seem to get up and get fighting once they're cornered.
[01:29:51.726 --> 01:29:52.767]  We'll be back with more calls.
[01:29:52.787 --> 01:29:53.367]  Thank you, caller.
[01:29:53.387 --> 01:29:54.028]  Great points, Dylan.
[01:29:57.495 --> 01:30:00.482]  We're on the march, the empire's on the run.
[01:30:01.424 --> 01:30:04.090]  Alex Jones and the GCN Radio Network.
[01:30:08.194 --> 01:30:16.856]  Sold out for weeks due to the difficult and extensive proprietary process behind its creation, the exclusive InfoWars Life Secret 12 formulation is now back in stock.
[01:30:17.176 --> 01:30:27.178]  This ultra-clean vitamin B12 nutraceutical has been carefully crafted and developed over the last two years and is based on cellular science of how your body actively absorbs essential nutrients.
[01:30:27.718 --> 01:30:33.779]  Most forms of vitamin B12 are highly processed and synthetic and could not be properly absorbed by the body.
[01:30:34.159 --> 01:30:40.302]  Secret 12 is a binary of nutrimedical-grade, bioavailable coenzyme forms of B12.
[01:30:40.542 --> 01:30:43.223]  Methylcobalamin, the same kind used in B12 injections.
[01:30:43.603 --> 01:30:48.745]  And adenosylcobalamin, the most bioactive form that has been created with our proprietary process.
[01:30:49.165 --> 01:30:51.946]  Secret 12 is taken by mouth, right on the tongue, and then swallowed.
[01:30:52.226 --> 01:30:53.387]  No needles, no injections.
[01:30:53.767 --> 01:30:55.048]  Don't take my word for it.
[01:30:55.148 --> 01:30:56.068]  Try it for yourself.
[01:30:56.368 --> 01:30:57.308]  Discover the secret.
[01:30:57.689 --> 01:30:58.009]  Secret 12.
[01:30:58.769 --> 01:31:00.814]  Supplies of Secret 12 are very limited.
[01:31:01.094 --> 01:31:04.982]  Secure yours today at InfoWarsLife.com or by calling toll free 888-253-3139.
[01:31:08.154 --> 01:31:11.657]  The government's Department of Homeland Security is buying up loads of ammo.
[01:31:11.817 --> 01:31:15.800]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:31:16.101 --> 01:31:17.562]  Can you put two and two together?
[01:31:17.882 --> 01:31:25.469]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:31:25.749 --> 01:31:26.590]  But for how long?
[01:31:26.890 --> 01:31:33.155]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:31:33.535 --> 01:31:36.338]  Infidel Body Armor just won't quit.
[01:31:37.674 --> 01:31:40.916]  When cells become toxic, they die early and aging sets in.
[01:31:41.216 --> 01:31:49.220]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:31:49.460 --> 01:31:54.482]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:31:54.862 --> 01:31:57.164]  You want the best that's out there at the lowest price anywhere?
[01:31:57.404 --> 01:31:59.185]  We now have the synergistic solution.
[01:31:59.505 --> 01:32:03.707]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:32:07.594 --> 01:32:14.537]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:32:14.797 --> 01:32:24.221]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:32:24.421 --> 01:32:32.445]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[01:32:32.685 --> 01:32:42.132]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[01:32:42.332 --> 01:32:49.157]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:32:49.457 --> 01:32:54.441]  Now more than ever it's important to stock up on high quality Silver Bullet from Infowarslife.com.
[01:32:54.701 --> 01:32:57.483]  No survival chest is complete without Silver Bullet.
[01:32:57.763 --> 01:33:02.047]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[01:33:02.227 --> 01:33:02.567]  Silver Bullet.
[01:33:21.345 --> 01:33:24.106]  Welcome back to the Alex Jones Show.
[01:33:24.186 --> 01:33:25.347]  I'm David Knight in Austin.
[01:33:25.467 --> 01:33:28.648]  Joining us on the road is Alex Jones and we're talking about the Second Amendment.
[01:33:28.688 --> 01:33:30.128]  Alex, how do we pull this back?
[01:33:30.168 --> 01:33:36.091]  How do we pull back this bureaucratic executive order to take our ammunition?
[01:33:37.171 --> 01:33:44.794]  Well, the only time I've ever had success in my life is when I get angry and get focused and actually state what's going on versus the rhetoric they put out.
[01:33:46.366 --> 01:33:49.687]  You know, the FCC claims they're protecting the Internet.
[01:33:49.747 --> 01:33:51.447]  Well, they have no business regulating it.
[01:33:51.667 --> 01:33:51.847]  Yes.
[01:33:52.527 --> 01:33:55.808]  The Patriot Act is not patriotic unless you're patriotic to tyranny.
[01:33:56.308 --> 01:33:57.488]  All these Orwellian names.
[01:33:57.548 --> 01:34:02.529]  And when I was 20 years old, they were trying to pass laws in the Statehouse here in Texas.
[01:34:02.669 --> 01:34:04.789]  And people asked, how you defeat it?
[01:34:04.809 --> 01:34:06.569]  I'm going to kind of tell it in a story, a parable.
[01:34:07.390 --> 01:34:08.510]  A true story, but an allegory.
[01:34:09.910 --> 01:34:11.110]  And I went down to the Statehouse.
[01:34:11.170 --> 01:34:15.091]  I went and got involved in the different Second Amendment organizations.
[01:34:16.107 --> 01:34:23.529]  Because they were going to ban people under 18 being able to shoot guns with their parents, the different shooting clubs, the YMCA, you name it.
[01:34:23.549 --> 01:34:24.710]  They were going to ban gun shows.
[01:34:25.270 --> 01:34:29.671]  I understood that that was a move to take our guns, not a move to protect the children.
[01:34:30.091 --> 01:34:32.692]  Not that I was a rocket scientist, I just knew that was fundamental.
[01:34:33.252 --> 01:34:39.674]  By getting politically involved at one level, I then became somewhat seasoned and learned about how other things worked.
[01:34:40.626 --> 01:34:43.507]  And I'd also studied a lot of history, so I wasn't doomed to repeat it.
[01:34:43.967 --> 01:34:48.789]  I understood classical forms of manipulation, deception, and oppression when I was witnessing it.
[01:34:49.349 --> 01:34:56.992]  We have a politically, and geopolitically, and culturally illiterate population on average.
[01:34:57.833 --> 01:35:02.454]  Now the globalists have done that so that they are dealing with basically a population that's ignorant.
[01:35:02.975 --> 01:35:03.795]  That goes without saying.
[01:35:05.199 --> 01:35:21.432]  But that actually is a downfall for the system because we can wake up their people that they've been controlling very easily with crash courses in history and common sense because ingrained in them are still the instincts to recognize what's happening.
[01:35:22.312 --> 01:35:29.898]  And there are a lot more of us that are awake and understand what's going on out of the sea of dumbed-down people than there are globalist controllers.
[01:35:30.319 --> 01:35:31.560]  So we really have
[01:35:33.277 --> 01:35:35.898]  The leg up, the initiative on so many fronts.
[01:35:36.258 --> 01:35:37.439]  You ask, how do we defeat it?
[01:35:37.519 --> 01:35:38.580]  I want to get your take on it.
[01:35:38.920 --> 01:35:40.340]  I want to get listeners take on it.
[01:35:40.821 --> 01:35:45.183]  And I want to ask listeners, we're about to go right back to in a moment, what they think the next shoe is to drop.
[01:35:46.297 --> 01:35:49.499]  But, David, I think we label this what it is.
[01:35:49.599 --> 01:35:56.683]  Not, hey, come on, the cops say this is hardly used in crime and hardly ever suits a cop.
[01:35:57.783 --> 01:35:59.464]  And, you know, why are you doing that?
[01:35:59.744 --> 01:36:04.267]  No, you're setting a precedent to ban almost all ammo.
[01:36:04.647 --> 01:36:06.768]  You've said you want to go after the Second Amendment.
[01:36:07.089 --> 01:36:07.789]  You've done it.
[01:36:08.089 --> 01:36:09.150]  You promised you wouldn't.
[01:36:09.170 --> 01:36:10.931]  You've been caught staging a false flag.
[01:36:12.091 --> 01:36:14.833]  You are criminals that want a totalitarian takeover.
[01:36:16.670 --> 01:36:18.971]  While you arm against us, you want us disarmed.
[01:36:19.031 --> 01:36:19.892]  It's very simple.
[01:36:20.452 --> 01:36:21.512]  You are criminals.
[01:36:22.433 --> 01:36:26.335]  And once you just raise the rhetoric to that level, that's what defeats them.
[01:36:26.355 --> 01:36:30.177]  They always don't have rhetoric, don't be aggressive, don't say radical things.
[01:36:30.237 --> 01:36:32.478]  Well, when they're radically power grabbing,
[01:36:33.564 --> 01:36:38.648]  We have to state what they're doing, and yes, it's going to sound radical, because we're just a mirror of what they're doing.
[01:36:38.988 --> 01:36:41.711]  For every action, there's an opposite and equal reaction in Newtonian physics.
[01:36:42.211 --> 01:36:47.836]  So, A, we gotta get mad, we gotta get stirred up, we've gotta get aggressive, and we've got to take
[01:36:48.894 --> 01:36:53.396]  Liberal trendy brainwash heads out to shoot guns religiously.
[01:36:53.816 --> 01:37:04.801]  All of us have to pick one of these victims, one of these conditioned jellyfish slaves of the state and not call them names like I just did.
[01:37:04.841 --> 01:37:05.381]  I know it's hard.
[01:37:06.081 --> 01:37:12.763]  But lovingly understand, these are brainwashed creatures who didn't have fathers that taught them how to skin a buck or run a trot line.
[01:37:13.063 --> 01:37:15.264]  These are people that don't get independence.
[01:37:15.284 --> 01:37:18.145]  These are people that don't get having a gun in your house.
[01:37:18.205 --> 01:37:20.426]  Not because you live in fear, but because you live in strength.
[01:37:20.866 --> 01:37:21.326]  We have to
[01:37:21.986 --> 01:37:23.046]  Get people into guns.
[01:37:23.306 --> 01:37:24.527]  Get people into self-defense.
[01:37:24.847 --> 01:37:26.087]  We have to promote the family.
[01:37:26.367 --> 01:37:28.828]  We have to explain that the enemy is trying to bring us down.
[01:37:29.108 --> 01:37:33.870]  We have to come together and not just attack the feminists at the low level, because they're just victims as well.
[01:37:34.170 --> 01:37:37.411]  Explain to them how it's a disempowerment social engineering program.
[01:37:37.751 --> 01:37:39.391]  Show them the different documents and proof.
[01:37:39.871 --> 01:37:40.832]  And people are ready.
[01:37:40.912 --> 01:37:44.633]  People understand that the trendiness that the system hasn't delivered.
[01:37:44.673 --> 01:37:46.954]  They're ready to come out of Egypt.
[01:37:46.994 --> 01:37:47.514]  They're ready.
[01:37:48.374 --> 01:37:58.620]  We have to go, as you said, and have sit-ins at Boehner and other traders' offices until they begin the impeachment hearings of Obama for this outrageous gun grab and the borders being wide open.
[01:37:59.241 --> 01:38:06.145]  We have to understand that we've sat back and been lazy for so long, thinking that, oh, America will just go on forever.
[01:38:06.365 --> 01:38:07.506]  There's so much prosperity.
[01:38:07.826 --> 01:38:09.027]  But that's not the case now.
[01:38:09.767 --> 01:38:19.956]  We have the baubles, the trinkets, the signets of wealth, but the spirit of freedom that helped generate all this wealth is dying right now at so many levels.
[01:38:20.016 --> 01:38:22.118]  It's also being rekindled at so many levels.
[01:38:22.539 --> 01:38:26.562]  So it's a minute-by-minute, second-by-second battle that we're involved in.
[01:38:26.602 --> 01:38:29.865]  We've got to have sit-ins at their home offices of the Congress people.
[01:38:30.225 --> 01:38:31.507]  We've got to get aggressive.
[01:38:31.547 --> 01:38:33.709]  We've got to go out and protest the ATF offices.
[01:38:34.529 --> 01:38:35.250]  We've got to go.
[01:38:35.310 --> 01:38:36.050]  I've done that before.
[01:38:36.331 --> 01:38:38.012]  We've got to have rallies at capitals.
[01:38:38.052 --> 01:38:39.373]  We've got to call the media.
[01:38:40.094 --> 01:38:41.455]  We've got to get aggressive.
[01:38:42.175 --> 01:38:43.937]  And we've got to also say, look,
[01:38:44.929 --> 01:38:46.269]  We're not backing down.
[01:38:46.590 --> 01:38:48.350]  We're not turning our guns in.
[01:38:48.770 --> 01:38:50.291]  If you want them, come and take them.
[01:38:50.891 --> 01:38:58.033]  And then we have to know if the enemy, the minute they bomb a federal building, we've got to drive there, whoever's closest, and videotape.
[01:38:58.413 --> 01:39:04.635]  The globalists are so obvious, they'll probably be walking around putting bomb casings in the back of their ATF vehicles like last time.
[01:39:04.935 --> 01:39:09.599]  I mean, the ATF was just loathing the bombs with the FBI and staying in the hotels in front of everybody.
[01:39:09.639 --> 01:39:11.901]  And people say, what are you doing in Oklahoma City?
[01:39:11.941 --> 01:39:15.805]  And they'd say, oh, we're doing telephone work, putting big gray sticks of butter in the walls.
[01:39:16.245 --> 01:39:17.666]  I mean, wiring a building takes weeks.
[01:39:18.547 --> 01:39:23.732]  And, you know, there's all these, quote, handsome guys, you know, I've had the witnesses on, Jane Graham and others.
[01:39:24.832 --> 01:39:26.753]  I guess they are kind of handsome hardcore killers.
[01:39:27.454 --> 01:39:31.096]  German intelligence was there, you name it, loading up the building with bombs.
[01:39:31.176 --> 01:39:33.617]  Next time you see that, start videotaping!
[01:39:33.898 --> 01:39:34.878]  We are the HUMET!
[01:39:35.378 --> 01:39:41.582]  Just because we don't wear black suits and have sunglasses and talk into our sleeves, we are the real intelligence agency of 1776.
[01:39:43.323 --> 01:39:49.208]  Okay, we gotta have our cameras, have our phones, heads up, and be tracking enemy operations everywhere.
[01:39:49.468 --> 01:39:51.070]  We see something, we say something.
[01:39:51.470 --> 01:39:55.213]  Just like Kurt Haskell exposed the government did the underwear bombing.
[01:39:55.614 --> 01:39:57.015]  He was later confirmed to be accurate.
[01:39:57.395 --> 01:40:01.819]  Our listener knew what to look for, and he was there, and he blew their operation wide open.
[01:40:02.379 --> 01:40:03.400]  That's what scares the enemy.
[01:40:03.881 --> 01:40:05.242]  Our people are everywhere.
[01:40:05.582 --> 01:40:08.425]  That's why they want to start shutting down internet freedom before
[01:40:09.372 --> 01:40:10.554]  They bring in the real tyranny.
[01:40:10.774 --> 01:40:11.515]  Well, guess what?
[01:40:11.555 --> 01:40:12.876]  You're not going to stop the signal.
[01:40:13.277 --> 01:40:19.044]  Our people are everywhere, including in the police agencies and the military, and that's what scares them.
[01:40:19.064 --> 01:40:23.008]  I'm going right back to calls, but David Knight, I want to get a two-minute response from you on that rant.
[01:40:23.028 --> 01:40:24.871]  I think you're absolutely right, Alex.
[01:40:24.911 --> 01:40:27.313]  I think we need to have a grassroots empowerment.
[01:40:27.334 --> 01:40:27.994]  They understand.
[01:40:28.655 --> 01:40:32.438]  That it's very empowering for people to have weapons to protect themselves.
[01:40:32.478 --> 01:40:37.021]  But the way we typically see it is in Hollywood, where they portray it as criminally dangerous.
[01:40:37.642 --> 01:40:40.504]  And so people need to experience that, as you point out.
[01:40:40.524 --> 01:40:46.208]  But I think that as far as a legal framework, I don't think we're going to get anything from our people and the federal government.
[01:40:46.248 --> 01:40:48.510]  I think it's going to have to come at the state level.
[01:40:48.550 --> 01:40:51.953]  With state nullification, it's going to have to come with jury nullification.
[01:40:52.293 --> 01:41:06.199]  People refusing to convict their fellow citizens for things that are not legitimate laws because they violate the Constitution, and people standing up and asserting their freedom in the states, just as they have with the legalization of marijuana.
[01:41:06.719 --> 01:41:16.983]  They have stood directly against the federal government's mandates as far as marijuana, and that is standing, because they first won the hearts and minds and the understanding of the people on marijuana.
[01:41:17.603 --> 01:41:23.867]  And they understand that it can be used medically, and they understand that it's being abused, and so they're shutting down the federal government.
[01:41:23.907 --> 01:41:31.032]  We need to understand that just like the war on drugs, the ammunition war is coming from the United Nations.
[01:41:31.072 --> 01:41:33.413]  They enact these agendas, the U.S.
[01:41:33.433 --> 01:41:37.416]  signs onto the treaty, and then ten years later we had the war on drugs begin.
[01:41:38.983 --> 01:41:39.303]  Exactly.
[01:41:39.323 --> 01:41:47.850]  We need to do timelines for people on the nightly news, because I know we all know this, our listeners know it, but it's always about the new viewer who we're really targeting, the new listener, to try to free their minds.
[01:41:47.870 --> 01:41:52.694]  We're in a war for hearts and minds here, people, and I just got chills.
[01:41:52.714 --> 01:41:53.474]  This is so epic.
[01:41:53.775 --> 01:41:54.796]  We need to explain to people
[01:41:55.436 --> 01:41:57.098]  They signed that U.N.
[01:41:57.138 --> 01:42:07.830]  treaty December 24th and all hell broke loose, even though Congress and Senators, what was it, 30-something Senators, sent a letter to Obama threatening him with impeachment hearings if he signed that treaty.
[01:42:07.870 --> 01:42:08.571]  Well, he did it!
[01:42:08.991 --> 01:42:10.913]  We never hold him accountable.
[01:42:12.096 --> 01:42:15.619]  Because so much of Congress has paid off, or they're blackmailed, and they're scared.
[01:42:16.179 --> 01:42:16.960]  They're scared.
[01:42:17.520 --> 01:42:17.821]  Absolutely.
[01:42:17.841 --> 01:42:22.324]  I mean, they put-Sousa is in prison right now, folks, for making a movie, basically.
[01:42:23.205 --> 01:42:24.906]  I mean, these people do not play games.
[01:42:24.926 --> 01:42:26.488]  People are like, yeah, Alex, they may get you.
[01:42:26.528 --> 01:42:27.268]  Well, they may!
[01:42:27.288 --> 01:42:28.990]  But, I mean, come on!
[01:42:30.331 --> 01:42:31.992]  We're fighting for the homeland.
[01:42:32.032 --> 01:42:32.593]  We're here.
[01:42:32.653 --> 01:42:33.693]  This is the Republic.
[01:42:33.994 --> 01:42:34.794]  This is real.
[01:42:35.635 --> 01:42:37.657]  This is 21st century warfare, folks.
[01:42:37.917 --> 01:42:40.999]  This is your chance to defend the Republic against the takeover.
[01:42:41.639 --> 01:42:45.722]  And I know there's ESPN and, you know, other stuff to do, but this is real.
[01:42:45.943 --> 01:42:47.023]  We're being usurped.
[01:42:47.544 --> 01:42:51.186]  And when they usurp the Republic, they want the 320 million Americans.
[01:42:51.527 --> 01:42:52.747]  They want you as their slaves.
[01:42:53.448 --> 01:42:54.188]  You understand that?
[01:42:54.469 --> 01:42:55.650]  This is a criminal energy.
[01:42:55.670 --> 01:42:57.591]  All right, I'm going to race through calls now.
[01:42:57.651 --> 01:42:59.212]  Let's go to who's up next here.
[01:43:00.153 --> 01:43:02.735]  Let's talk to Chris in Minnesota.
[01:43:03.355 --> 01:43:03.875]  You're on the air.
[01:43:03.915 --> 01:43:04.436]  Thanks for holding.
[01:43:09.070 --> 01:43:10.391]  Okay, do we have that caller, guys?
[01:43:11.171 --> 01:43:11.851]  Chris, go ahead.
[01:43:13.412 --> 01:43:14.613]  Okay, he's not responding.
[01:43:14.993 --> 01:43:16.454]  We'll let Chris in Minnesota go.
[01:43:16.774 --> 01:43:20.776]  We'll shift gears now and we'll go to Michael in Wyoming.
[01:43:20.836 --> 01:43:22.397]  Michael in Wyoming, you're on the air.
[01:43:23.937 --> 01:43:24.858]  Yes, hi Alex.
[01:43:26.018 --> 01:43:27.739]  Hi, and my callers are real low.
[01:43:27.779 --> 01:43:30.881]  Can the network feed me higher audio just for the callers?
[01:43:31.541 --> 01:43:31.901]  Go ahead.
[01:43:33.402 --> 01:43:34.422]  Yes, Alex, can you hear me?
[01:43:34.903 --> 01:43:35.283]  Yes, I can.
[01:43:36.485 --> 01:43:37.165]  Okay.
[01:43:38.086 --> 01:43:39.906]  People need to understand the game we're playing here.
[01:43:40.127 --> 01:44:00.755]  Back in 1933, and I'll refer you to Representative Jim Traffickin's comments for the congressional record that he made back in 1993 regarding the bankruptcy of this country back in 33, and we've been operated as a dictatorship, essentially under martial law, ever since then.
[01:44:01.195 --> 01:44:04.637]  The Constitution... That's the Looper Balance Act of 1933 when Roosevelt took over.
[01:44:05.543 --> 01:44:14.129]  Yeah, and they've continued to create phony emergencies year after year to keep that going on in perpetuity.
[01:44:14.709 --> 01:44:23.595]  So, you know, if it appears that they're trashing the Constitution, as I was listening to Dave yesterday and you today, folks, there is no Constitution.
[01:44:23.755 --> 01:44:25.396]  As Bush said, it's a G.D.
[01:44:25.436 --> 01:44:28.378]  piece of paper, and in their minds, it's history.
[01:44:28.778 --> 01:44:32.201]  They're going into collecting mode, as in the IRS.
[01:44:33.522 --> 01:44:36.965]  Uh, to collect what they consider to be a bankrupt nation.
[01:44:37.666 --> 01:44:43.132]  And, uh, basically they see you as slaves of the corporatized government.
[01:44:43.792 --> 01:44:55.405]  So, uh, and the only law that really is in effect now is commercial law, since every one of these, uh, agencies from the EPA down to your local county sheriff and, uh,
[01:44:56.654 --> 01:45:01.278]  Uh, your local courts are all corporations listed on Dun and Bradstreet.
[01:45:01.818 --> 01:45:03.179]  And that is absolutely true.
[01:45:03.199 --> 01:45:05.782]  Let me look what you just said.
[01:45:05.802 --> 01:45:09.164]  And of course, Michael's been calling for 15 years or so.
[01:45:09.184 --> 01:45:12.547]  He's a medical doctor, really smart guy involved the Republican Party and stuff.
[01:45:13.007 --> 01:45:14.188]  Let me try to break down.
[01:45:15.169 --> 01:45:16.550]  And expand on what you're saying.
[01:45:17.250 --> 01:45:20.912]  It's true that they declared the War Powers Act and brought us under that in 1933.
[01:45:21.272 --> 01:45:23.092]  That proclamation's public.
[01:45:23.112 --> 01:45:27.034]  That's why they declare an emergency every year in Congress to supersede the Constitution.
[01:45:27.074 --> 01:45:30.356]  That's how they tell the congressman, you can do this because of the emergency.
[01:45:30.916 --> 01:45:34.717]  But there's still force of will and force of law and force du jour.
[01:45:36.318 --> 01:45:39.019]  So they started building with 1913 and then 1933, the full takeover, this illegal beachhead.
[01:45:43.882 --> 01:45:47.123]  But it is a fraudulent contract, so we can declare it fraudulent.
[01:45:47.343 --> 01:45:52.625]  There was still the old republic, the old constitution, the old rights were still in operation by practice.
[01:45:53.005 --> 01:45:54.806]  And possession is nine-tenths of the law.
[01:45:55.386 --> 01:46:06.309]  And so our refusal to turn in guns, our refusal to register wells, our refusal to register when we have farmers markets, our refusal at the grassroots to not comply, which is now about survival.
[01:46:06.570 --> 01:46:10.391]  Not complying with tyranny is obedience to God, to paraphrase George Washington.
[01:46:10.911 --> 01:46:13.412]  And so, there was a parallel republic still there.
[01:46:13.892 --> 01:46:19.433]  For now, 80 years, they've been, or really 100 with the Federal Reserve, they've been dismantling the old republic.
[01:46:19.833 --> 01:46:22.534]  Now they're busy cutting down the last pieces.
[01:46:22.954 --> 01:46:29.556]  So now we're going to see a real dictatorship of foreign banks pressing in against us.
[01:46:30.296 --> 01:46:32.697]  So Michael, give me your take on that, then I want David Knight's response.
[01:46:33.925 --> 01:46:34.985]  Yeah, you're absolutely right.
[01:46:35.065 --> 01:46:45.608]  You can still obtain your sovereign status, and I know that's a little hackneyed at this point, but it's true, even in this corporatized world that we live in.
[01:46:45.949 --> 01:46:46.989]  Let me recommend two books.
[01:46:47.329 --> 01:46:51.090]  They're real short and they're just packed with information.
[01:46:51.650 --> 01:46:55.251]  They're both put out by the NationalLibertyAlliance.org.
[01:46:55.951 --> 01:46:57.692]  One is called the UCC Connection
[01:46:58.570 --> 01:46:59.770]  Tell the system who you are.
[01:47:21.687 --> 01:47:28.792]  And it's all real, but so many people do it without properly studying or don't do it right.
[01:47:28.812 --> 01:47:32.074]  There's so much bad advice and the system tends to try to ignore it.
[01:47:32.414 --> 01:47:35.836]  But if you do it right, pro se litigants are having better effect.
[01:47:37.397 --> 01:47:41.900]  Some of my folks I know are having better effect against the feds with it than through with lawyers.
[01:47:41.920 --> 01:47:46.403]  And when you get top lawyers, you actually get people that actually do this themselves.
[01:47:46.423 --> 01:47:47.244]  I mean, I've seen lawyers.
[01:47:48.283 --> 01:47:56.488]  Stick letters under the courthouse door and refuse to even go in the courtroom and do things that I heard from the Patriots 20 years ago.
[01:47:56.808 --> 01:48:02.392]  So it's absolutely real and everything's being phased into admiralty law under administrative law.
[01:48:02.712 --> 01:48:06.674]  And I've seen in UN documents, court rulings where they're taking people's land and stuff.
[01:48:06.914 --> 01:48:10.757]  They actually declare admiralty and war powers under 1933.
[01:48:11.137 --> 01:48:15.840]  So it's just so incredible how many judges and people know all this.
[01:48:16.500 --> 01:48:18.162]  And it is a criminal conspiracy.
[01:48:18.822 --> 01:48:19.303]  Unbelievable.
[01:48:19.343 --> 01:48:20.384]  Thank you so much, Michael.
[01:48:20.424 --> 01:48:21.865]  David Knight, your take on what he just said.
[01:48:21.885 --> 01:48:23.586]  Yeah, Alex, I understand.
[01:48:23.607 --> 01:48:31.614]  I think it's very important for the public to understand that the people in government at all levels take an oath to the Constitution.
[01:48:32.074 --> 01:48:37.796]  And so I think we talk about the Constitution because people need to understand, the public needs to understand this disconnect.
[01:48:38.176 --> 01:48:41.057]  These people who come in, they are not elected king.
[01:48:41.377 --> 01:48:43.938]  They are merely stewards under the Constitution.
[01:48:43.978 --> 01:48:49.439]  That's what they're publicly telling everybody, that we're going to be, we're under the Constitution, we're taking an oath to it.
[01:48:49.860 --> 01:48:54.341]  That's how they assert their just authority, and many of them believe that they are doing that.
[01:48:54.841 --> 01:48:56.682]  We need to point out where they're wrong about that.
