[00:00:00.563 --> 00:00:01.823]  What's his name?
[02:00:29.489 --> 02:00:32.611]  We're not like NPR that takes taxpayer money and then begs for money every week.
[02:00:34.112 --> 02:00:36.694]  We just promote products that are high quality.
[02:00:36.694 --> 02:00:38.295]  Leon McAdoo is here with us.
[02:00:38.295 --> 02:00:49.165]  Coming up, Jim Mars will be in studio to cover a bunch of world events, the political realignments, what's happening with the debt limit being raised basically to an unlimited level, and so much more.
[02:00:50.697 --> 02:01:07.771]  But in this last five minutes, shifting years back in the news, Dr. Group, just the state of the world, what do you make of Vladimir Putin coming out and saying, carbon taxes, man-made climate change, is a eugenics fraud meant to enslave humanity, and it is a weapons system against humans?
[02:01:07.771 --> 02:01:10.673]  What do you make of that type of game-changing statement?
[02:01:10.673 --> 02:01:11.594]  And I want to get Leanne's take.
[02:01:12.935 --> 02:01:15.498]  I think exactly that, that it's game changing.
[02:01:15.498 --> 02:01:18.742]  I mean, give him a round of applause.
[02:01:18.742 --> 02:01:25.509]  I mean, that alone is hopefully going to wake up a lot of people.
[02:01:25.509 --> 02:01:33.599]  We need more world leaders coming forward and actually stepping up to the plate and not hiding behind their shells and not being in a fearful state.
[02:01:34.811 --> 02:01:40.737]  They can't say anything because they're scared that we're going to attack them or cut trade with them or something like that.
[02:01:40.737 --> 02:01:43.159]  So way to go Putin for doing that.
[02:01:43.159 --> 02:01:45.921]  I mean, that's great.
[02:01:45.921 --> 02:01:47.743]  What else are you looking at right now?
[02:01:47.743 --> 02:01:49.865]  What else is front and center for you politically?
[02:01:52.087 --> 02:02:01.130]  Well, politically right now, pretty much we're just trying to let people know that they need to take care of their children, especially over Halloween.
[02:02:01.130 --> 02:02:09.313]  Try to get their children to avoid all the high fructose corn syrup that they're going to be eating, which is mostly made from genetically modified beets.
[02:02:10.193 --> 02:02:18.478]  And letting everybody know that they need to continue to cleanse over the holidays, keep a good positive attitude, try not to stress out too much.
[02:02:18.478 --> 02:02:22.660]  So that's what I'm really just been kind of focusing on the positive.
[02:02:22.660 --> 02:02:37.268]  And for some reason, a lot of people are just saying, what what can we do, especially, you know, with HR 1599, the GMO, the DARK Act, we're trying to educate people about that right now.
[02:02:37.268 --> 02:02:37.408]  And
[02:02:38.551 --> 02:02:49.833]  We just had a lot of requests lately with people coming forward and saying, you know, what can we do to improve our lives and become more positive and become more healthy?
[02:02:49.833 --> 02:02:54.494]  Well, Dr. Drew, I want to salute you for developing liver, shield, and oxy powder.
[02:02:54.494 --> 02:02:57.094]  25% off for a limited time at Infowarslife.com.
[02:02:57.094 --> 02:03:01.215]  Thank you so much for all your work, and I look forward to talking to you again soon, hopefully here in studio.
[02:03:01.215 --> 02:03:04.236]  But I know you couldn't drive up today because of the monsoons hitting Texas.
[02:03:04.236 --> 02:03:04.876]  Thank you so much.
[02:03:05.416 --> 02:03:06.217]  Thanks for having me on.
[02:03:06.217 --> 02:03:06.978]  It's always a pleasure.
[02:03:24.859 --> 02:03:29.421]  You have a lot of courage.
[02:03:29.421 --> 02:03:30.182]  You and Josh do.
[02:03:30.182 --> 02:03:31.602]  I commend you.
[02:03:31.602 --> 02:03:34.704]  Tell us what's coming up in an hour and 25 minutes from now.
[02:03:34.704 --> 02:03:42.648]  You're going to co-host with Rob Due the last 30 minutes or so today and get into what you witnessed when you were up there in St.
[02:03:42.648 --> 02:03:42.868]  Louis.
[02:03:43.567 --> 02:03:49.233]  Right, well we're going to be speaking a lot more about the company Mallinckrodt, just a little bit more of their history.
[02:03:49.233 --> 02:03:57.822]  I've got some documents showing where they dumped barium in the street, oh half mile, oh my goodness, just all sorts of... That's the same stuff they put in the chemtrails.
[02:03:57.822 --> 02:03:58.622]  Right, exactly.
[02:03:58.622 --> 02:04:00.164]  It's just terrible stuff for you.
[02:04:00.164 --> 02:04:04.609]  And that going back to the whole global warming and all of this.
[02:04:04.609 --> 02:04:06.591]  So here we are at an EPA Superfund site.
[02:04:07.131 --> 02:04:12.253]  It leaks, the leachate, you know, 10,000, 11,000 gallons of this stuff.
[02:04:12.253 --> 02:04:18.356]  The neighbors, the tests that they've done, it's probably benzene as well as a lot of other contaminants.
[02:04:18.356 --> 02:04:23.599]  So benzene, right, this is one of the main things that they're going to tax people who have fireplaces.
[02:04:24.875 --> 02:04:28.698]  Because of the benzene that comes, you know, the carcinogen that's created with this.
[02:04:28.698 --> 02:04:35.722]  But they can dump 10,000 gallons of water that contains all this benzene that's flooding through the air.
[02:04:35.722 --> 02:04:39.345]  They could do millions of times what whole neighborhoods of fireplaces do.
[02:04:39.345 --> 02:04:41.126]  It's just shutting down people being independent.
[02:04:41.126 --> 02:04:41.846]  It's ridiculous.
[02:04:41.846 --> 02:04:43.367]  And then nuclear waste is OK.
[02:04:43.367 --> 02:04:43.728]  Right.
[02:04:43.728 --> 02:04:47.810]  Well, you're going to be breaking it down with Rob Dew in T-Minus 55 Minutes.
[02:04:47.810 --> 02:04:51.593]  Rob Dew takes over and Leanne's going to be with him for part of that.
[02:04:51.593 --> 02:04:52.253]  Great job.
[02:04:52.253 --> 02:04:53.074]  But I'm not.
[02:04:53.074 --> 02:04:54.195]  You're getting a cream puff.
[02:04:55.796 --> 02:04:57.577]  Uh, story after this.
[02:04:57.577 --> 02:04:58.438]  Well, at least the next one.
[02:04:58.438 --> 02:05:00.139]  We'll send you to Hawaii or something.
[02:05:00.139 --> 02:05:05.103]  Student accused of promoting gang culture for wearing American flag t-shirt.
[02:05:05.103 --> 02:05:06.624]  Article up by Mikhail Phelan.
[02:05:06.624 --> 02:05:15.992]  A 12 year old student in California was forced to turn his American flag t-shirt inside out last week after administrators claimed it was gang related.
[02:05:16.252 --> 02:05:31.456]  Dustin Cole, an honors student at Yuba Gardens Intermediate School, says he was approached by school staff who argued that the t-shirt, which features items from both the American and California flag, violated the district's dress code.
[02:05:31.456 --> 02:05:38.618]  Cole's mother, Lori Carpenter, says she first became aware of this issue after Cole came home with his shirt on inside out.
[02:05:38.618 --> 02:05:40.079]  I asked him why, she said.
[02:05:40.079 --> 02:05:44.160]  He said he was dress coded at school because the stars were gang related.
[02:05:44.500 --> 02:05:48.562]  Only in America can wearing the American flag be considered a bad thing.
[02:05:48.562 --> 02:05:53.645]  Many other countries across the world take much pride in wearing their country's colors.
[02:05:53.645 --> 02:05:56.086]  But here in America, that's just downright racist.
[02:05:56.086 --> 02:05:59.068]  You can find more reports like this at InfoWars.com.
[02:06:00.054 --> 02:06:09.799]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[02:06:09.799 --> 02:06:16.302]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[02:06:16.302 --> 02:06:18.643]  They call it their low-profile platform.
[02:06:18.643 --> 02:06:23.245]  PVX muzzle brakes, proven to help control muzzle rise.
[02:06:23.245 --> 02:06:26.026]  6061 billet material with Type 3 hard coating.
[02:06:26.026 --> 02:06:27.807]  Bolt carrier group for .308 and .556 ARs.
[02:06:29.628 --> 02:06:31.190]  Custom Kydex holsters.
[02:06:31.190 --> 02:06:36.055]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[02:06:36.055 --> 02:06:38.558]  Most competitors' material use .060.
[02:06:38.558 --> 02:06:41.962]  Configure yours today at hdfirearms.com.
[02:06:41.962 --> 02:06:44.004]  And my favorite, single stage trigger.
[02:06:44.004 --> 02:06:47.408]  A home run upgrade for your AR-15 and AR-10 platforms.
[02:06:47.628 --> 02:06:53.871]  Find out more at HDfirearms.com today or call 770-485-7015.
[02:06:53.871 --> 02:06:59.094]  That's HDfirearms.com or call 770-485-7015.
[02:06:59.094 --> 02:07:03.496]  Infowarslife.com, oil of oregano formulation.
[02:07:03.496 --> 02:07:09.079]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:07:09.079 --> 02:07:11.180]  A highly advanced nutraceutical form.
[02:07:11.560 --> 02:07:17.421]  Of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[02:07:17.421 --> 02:07:23.563]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[02:07:23.563 --> 02:07:28.624]  Extracted directly from the wild herb and sealed in easy to use capsules.
[02:07:28.624 --> 02:07:32.664]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:07:32.664 --> 02:07:35.085]  Used since before the days of the Roman Empire.
[02:07:35.325 --> 02:07:35.785]  We're good.
[02:08:16.941 --> 02:08:22.427]  If you are receiving this transmission, you are the resistance.
[02:08:22.427 --> 02:08:27.152]  Live from the InfoWars.com studios, it's Alex Jones.
[02:08:42.708 --> 02:08:58.410]  Okay, Jim Mars, the man who first taught a university-level course on conspiracy and the JFK assassination, number one New York Times best-selling author, his book got turned into the movie JFK, good friend of mine, fellow Texan.
[02:08:59.676 --> 02:09:10.523]  He's agreed once a month to make the trek down from his rural Casbah outside Fort Worth to be with us here in the Central Texas Command Center.
[02:09:10.523 --> 02:09:14.606]  And he is here with us today in the third hour.
[02:09:14.606 --> 02:09:17.988]  The fourth hour is coming up with Rob Dooley and McAdoo and more.
[02:09:17.988 --> 02:09:20.650]  And then I'll be back this Sunday, 4 to 6 p.m.
[02:09:20.650 --> 02:09:21.831]  Lord willing.
[02:09:21.831 --> 02:09:23.032]  We don't take it for granted.
[02:09:23.032 --> 02:09:24.352]  So much censorship now.
[02:09:24.352 --> 02:09:25.393]  But 4 to 6 p.m.
[02:09:25.393 --> 02:09:27.334]  with the live Sunday edition.
[02:09:27.334 --> 02:09:29.276]  I'll be hosting this Sunday.
[02:09:30.276 --> 02:09:43.023]  By the way, at the bottom of the next hour, before Leanne comes in, they're going at warp speed to put together a piece of satire I shot last night at my parents' four acres here in Austin.
[02:09:43.023 --> 02:09:45.144]  I don't know why I mentioned that, but it's in the woods.
[02:09:45.144 --> 02:09:49.026]  They've got woods here in the middle of town, where I go crazy with a chainsaw.
[02:09:49.446 --> 02:09:52.429]  And our enemies are going to really love this and go after us.
[02:09:52.429 --> 02:09:55.571]  They think being real and having fun discredits people.
[02:09:55.571 --> 02:10:01.497]  But the Republicans standing up to the attackers in the debate a few nights ago shows that's not the case.
[02:10:01.497 --> 02:10:05.220]  People want folks that tell it like it is and that have a good time.
[02:10:05.220 --> 02:10:06.881]  That's one problem I think Rand Paul has.
[02:10:06.881 --> 02:10:08.182]  And I love him and I like him.
[02:10:08.182 --> 02:10:09.624]  He is a genteel nice guy.
[02:10:09.624 --> 02:10:10.224]  I've known him for 20 years.
[02:10:11.465 --> 02:10:19.707]  But he's gotten even worse in the Senate with all those old guys, and he just gets off on playing the part of a Kentucky gentleman.
[02:10:19.707 --> 02:10:23.568]  And it just comes off like drying paint.
[02:10:23.568 --> 02:10:25.289]  He needs to fire people up.
[02:10:25.289 --> 02:10:29.010]  When you're under attack in a foxhole, or you know, the Alamo,
[02:10:30.077 --> 02:10:30.757]  It's energy.
[02:10:30.757 --> 02:10:36.979]  We need Davy Crockett swinging a musket here and going in, you know, lighting off the powder keg in the Infowar.
[02:10:36.979 --> 02:10:41.581]  We do not need, you know, people being, you know, calm and going quietly into the night.
[02:10:41.581 --> 02:10:44.582]  And I say that because I really love Rand Paul and I bring that up.
[02:10:44.582 --> 02:10:48.604]  But I was asking Jim Mars, what do you want to cover first?
[02:10:48.604 --> 02:10:49.284]  There's so much.
[02:10:49.284 --> 02:10:56.586]  The debates, Donald Trump, Vladimir Putin, Syria, world government being announced by the pontiff himself.
[02:10:56.586 --> 02:10:57.947]  And he said, I don't know about Jade Helm.
[02:10:59.059 --> 02:11:03.500]  And I said, OK, and he goes, I want to know about what really happened when we were under Jade Helm.
[02:11:03.500 --> 02:11:05.521]  Now, we never said Jade Helm was coming martial law.
[02:11:05.521 --> 02:11:17.124]  We said it was more conditioning to train to have military on the streets because the government, in the Mastering the Human Domain, Jade Helm PowerPoint, said that was what it was about.
[02:11:17.984 --> 02:11:21.049]  And it was practicing infiltrating special forces into towns.
[02:11:21.049 --> 02:11:25.655]  We knew about it because the military contacted Joe Biggs and they were concerned.
[02:11:25.655 --> 02:11:27.859]  So they misrepresented the straw man.
[02:11:27.859 --> 02:11:31.764]  We can put up the Southern Poverty Law Center when the extreme becomes mainstream.
[02:11:33.485 --> 02:11:38.547]  Margins of the mainstream, where they show a graphic of a black boot stepping on Texas.
[02:11:38.547 --> 02:11:40.768]  We can scroll down and show that.
[02:11:40.768 --> 02:11:44.229]  And then they imply that I was saying it was the end of the world.
[02:11:44.229 --> 02:11:48.051]  No, I said this whole larger process is part of this.
[02:11:48.051 --> 02:11:50.692]  They say Common Core had meant to dumb you down.
[02:11:50.692 --> 02:11:53.273]  They say there's no move to get our guns in the same report.
[02:11:53.273 --> 02:11:54.994]  They say there's no UN treaty
[02:11:55.794 --> 02:11:57.076]  For Agenda 21?
[02:11:57.076 --> 02:12:11.911]  Well, Vladimir Putin just came out and said, Agenda 21 and the whole anthropogenic climate change movement is meant to bring in world government and a taxation system to be selectively enforced against individuals, companies, and Russia.
[02:12:12.572 --> 02:12:14.234]  And boy is he dead on.
[02:12:14.234 --> 02:12:15.875]  A major game changer there.
[02:12:15.875 --> 02:12:17.377]  I keep using the word game changer.
[02:12:17.377 --> 02:12:20.680]  Didn't used to use it a lot, but we're having a lot of game changers.
[02:12:20.680 --> 02:12:25.405]  And Team Liberty, Team Awakening, is making some serious gains.
[02:12:25.405 --> 02:12:29.949]  Doesn't mean we're winning in my view, but before we get into Jade Helm, what is your state of the world?
[02:12:29.949 --> 02:12:31.010]  Well, wait just a second.
[02:12:31.010 --> 02:12:32.512]  I think maybe we are winning.
[02:12:33.152 --> 02:12:36.713]  Okay, I'm sure you've talked about the tipping point.
[02:12:36.713 --> 02:12:37.834]  If you think we are, I want to hear it.
[02:12:37.834 --> 02:12:38.834]  Please tell me.
[02:12:38.834 --> 02:12:43.115]  I tend to think that we are either at or very close to the tipping point.
[02:12:43.115 --> 02:12:53.779]  The problem is that nobody knows it because everybody watches mainstream TV, conventional radio, and they never hear the viewpoints of their own.
[02:12:53.779 --> 02:12:54.859]  We all feel alone.
[02:12:56.069 --> 02:12:56.889]  But we're not alone.
[02:12:56.889 --> 02:12:57.449]  We're not.
[02:12:57.449 --> 02:13:01.650]  In fact, you're one of the few people that is on a lot of national TV shows for 20 years.
[02:13:01.650 --> 02:13:03.331]  I know you get recognized a lot.
[02:13:03.331 --> 02:13:05.111]  Are you not getting recognized more?
[02:13:05.111 --> 02:13:05.851]  I know I am.
[02:13:05.851 --> 02:13:07.571]  And it's not like, hey, I get recognized.
[02:13:07.571 --> 02:13:08.632]  That's a bellwether.
[02:13:08.632 --> 02:13:10.932]  That's a gauge on the awakening level.
[02:13:10.932 --> 02:13:12.933]  I'm getting mobbed everywhere now.
[02:13:12.933 --> 02:13:19.514]  Hey, well, you get recognized standing at a urinal in a suburban movie house, you know?
[02:13:20.975 --> 02:13:23.316]  You know you've made it, I guess, you know.
[02:13:23.316 --> 02:13:24.857]  They weren't recognizing something else from somewhere?
[02:13:24.857 --> 02:13:26.038]  I'm sorry.
[02:13:26.038 --> 02:13:26.818]  No, no, no.
[02:13:26.818 --> 02:13:30.160]  Seriously, seriously, I'm interrupting.
[02:13:30.160 --> 02:13:31.601]  Jay, take over.
[02:13:31.601 --> 02:13:33.343]  No, no, no, go back to you saying we're winning.
[02:13:33.343 --> 02:13:37.465]  I tend to agree, but I don't want to just say that because people think I'm hyping it.
[02:13:37.465 --> 02:13:38.646]  I think the worm is turning.
[02:13:38.926 --> 02:13:40.046]  I think the tide's turning.
[02:13:40.046 --> 02:13:41.006]  Go ahead.
[02:13:41.006 --> 02:13:48.808]  The worm is definitely turning, and like I said, I really think that we're very close to the tipping point, not only in this country, but almost worldwide.
[02:13:48.808 --> 02:13:49.908]  People are fed up.
[02:13:49.908 --> 02:13:51.889]  They realize they're being manipulated.
[02:13:51.889 --> 02:13:55.389]  They realize there's something really bad going on.
[02:13:55.389 --> 02:13:58.950]  I mean, think about the United States of America, North America here.
[02:13:58.950 --> 02:14:01.191]  We still have plenty of resources.
[02:14:01.191 --> 02:14:03.611]  This is a wealthy country, okay?
[02:14:03.611 --> 02:14:07.892]  And we have a reasonably educated workforce that really wants to work.
[02:14:08.752 --> 02:14:11.934]  Why are we in such economic difficulties?
[02:14:11.934 --> 02:14:14.815]  And the answer is, folks, because somebody wants it that way.
[02:14:14.815 --> 02:14:15.635]  Right?
[02:14:15.635 --> 02:14:16.295]  And they admit it.
[02:14:16.295 --> 02:14:18.556]  They write white papers admitting they want us poor.
[02:14:18.556 --> 02:14:19.837]  Exactly.
[02:14:19.837 --> 02:14:23.659]  So as more and more people wake up and say, I'm not going to bend to that.
[02:14:23.659 --> 02:14:29.561]  I'm not going to get on my knees and pay homage to this system of haves and have-nots.
[02:14:29.561 --> 02:14:32.143]  You know, I think we're kind of at that tipping point.
[02:14:33.183 --> 02:14:41.952]  It's not working because they control the mass media and the people out there, especially in places, Austin's a hotbed, New York, you know, great.
[02:14:41.952 --> 02:14:43.493]  But what about everywhere else?
[02:14:43.493 --> 02:14:49.999]  They just don't hear their viewpoints or the truth and common sense being, coming to them.
[02:14:49.999 --> 02:14:51.361]  They're not getting validation.
[02:14:51.681 --> 02:14:52.602]  My validation.
[02:14:52.602 --> 02:14:57.866]  And notice when you watch CNN or MSNBC, all they keep saying is, you know, you have no validation.
[02:14:57.866 --> 02:14:59.447]  We're not coming for your guns.
[02:14:59.447 --> 02:15:00.508]  You have no validation.
[02:15:00.508 --> 02:15:02.029]  Obamacare's free.
[02:15:02.029 --> 02:15:03.430]  Don't listen to Alex Jones.
[02:15:03.430 --> 02:15:04.411]  He's a kook.
[02:15:04.411 --> 02:15:05.792]  Don't listen to Matt Drudge.
[02:15:05.792 --> 02:15:06.733]  This is who they're saying.
[02:15:06.733 --> 02:15:14.779]  They're lying to you, and you're a kook if you listen, trying to make them under peer pressure go, okay, I won't, because they're so scared.
[02:15:14.779 --> 02:15:15.680]  The system's scared.
[02:15:15.680 --> 02:15:17.181]  It wouldn't be saying that if it wasn't
[02:15:17.441 --> 02:15:18.141]  That's what I'm saying.
[02:15:18.141 --> 02:15:19.002]  They're on the ropes.
[02:15:19.002 --> 02:15:19.962]  They really are.
[02:15:19.962 --> 02:15:21.663]  But by the way, here's the big difference.
[02:15:21.663 --> 02:15:28.086]  I'm going to tell you this from me, Jim Mars, and then I'll see what Alex has to say, but don't trust me.
[02:15:28.086 --> 02:15:30.307]  Don't believe a word I say.
[02:15:30.307 --> 02:15:32.628]  Just listen to me and then go read.
[02:15:32.628 --> 02:15:33.349]  Check for yourself.
[02:15:33.349 --> 02:15:33.989]  I'm right there.
[02:15:33.989 --> 02:15:35.270]  Camera 4.
[02:15:35.270 --> 02:15:35.850]  Just check.
[02:15:35.850 --> 02:15:36.850]  See, you host the show.
[02:15:36.850 --> 02:15:38.191]  Zoom in on him right now.
[02:15:38.191 --> 02:15:38.991]  See for yourself.
[02:15:38.991 --> 02:15:40.032]  Garden Gnome takes over.
[02:15:40.532 --> 02:15:41.733]  Go ahead.
[02:15:41.733 --> 02:15:43.554]  Obi-Wan can know nothing.
[02:15:43.554 --> 02:15:43.975]  Right here.
[02:15:43.975 --> 02:15:45.296]  Obi-Wan know everything.
[02:15:45.296 --> 02:15:46.076]  I love that jacket.
[02:15:46.076 --> 02:15:48.979]  That is absolutely Mac Daddy.
[02:15:48.979 --> 02:15:53.302]  This guy used to party with Jack Ruby at the dollhouse, folks.
[02:15:53.302 --> 02:15:55.143]  He's been around the block.
[02:15:55.143 --> 02:15:55.844]  I'm sorry, go ahead.
[02:15:58.231 --> 02:16:02.514]  No, no, no, just, but hey, don't trust me, and I'm going to tell you don't trust Alex.
[02:16:02.514 --> 02:16:04.736]  He'll have to speak for himself.
[02:16:04.736 --> 02:16:13.342]  Just listen to us, and then go check other sources, and then do a little research yourself, and if you find out that we're telling you the truth, then great!
[02:16:13.342 --> 02:16:17.605]  You know the same things we know, and you don't have to worry about whether you want to trust us or not.
[02:16:18.851 --> 02:16:21.453]  What was the name of that topless bar you and Jack Ruby hung out at?
[02:16:21.453 --> 02:16:22.834]  That was the Carousel Club.
[02:16:22.834 --> 02:16:23.234]  That's right.
[02:16:23.234 --> 02:16:23.654]  I'm sorry.
[02:16:23.654 --> 02:16:24.054]  Go ahead.
[02:16:24.054 --> 02:16:24.915]  Keep going.
[02:16:24.915 --> 02:16:26.536]  And it wasn't topless.
[02:16:26.536 --> 02:16:28.237]  This was pre-topless.
[02:16:28.237 --> 02:16:29.598]  In fact, this is interesting.
[02:16:29.598 --> 02:16:39.665]  The Colony Club and the Carousel Club, which is right next door to each other, downtown Dallas, back in the day, back in the 50s, early 60s, that was just the place to go.
[02:16:39.665 --> 02:16:45.309]  It was the only place, actually, that was still open after about 6 or 7 at night.
[02:16:45.309 --> 02:16:46.269]  That's one reason you went there.
[02:16:46.269 --> 02:16:46.770]  It was open.
[02:16:46.770 --> 02:16:47.290]  Oh, yeah, yeah.
[02:16:47.290 --> 02:16:48.491]  Well, it had great entertainment.
[02:16:49.751 --> 02:16:51.071]  No, seriously, they did.
[02:16:51.071 --> 02:16:53.852]  It was more like vaudeville, okay?
[02:16:53.852 --> 02:16:55.152]  They had a live band.
[02:16:55.152 --> 02:16:56.893]  They had an announcer.
[02:16:56.893 --> 02:16:59.813]  They would have ventriloquist acts.
[02:16:59.813 --> 02:17:03.354]  They had mind-reading acts.
[02:17:03.354 --> 02:17:04.654]  I don't know, all kinds of stuff.
[02:17:04.654 --> 02:17:08.275]  And then, of course, yes, in between the acts, then the strippers would come out.
[02:17:08.275 --> 02:17:10.816]  But they only got down to bra and panties.
[02:17:10.816 --> 02:17:13.676]  You know, you see worse on primetime TV today.
[02:17:13.676 --> 02:17:14.977]  You're not bad for doing that.
[02:17:14.977 --> 02:17:15.857]  We know you're red-blooded.
[02:17:16.687 --> 02:17:18.068]  You may not be a commie.
[02:17:18.068 --> 02:17:20.471]  No, seriously, brother, let's get into Jade Helm.
[02:17:20.471 --> 02:17:21.972]  Okay, Jade Helm.
[02:17:21.972 --> 02:17:35.104]  So, alright, all this hoorah about Jade Helm, and of course they tried to tar and feather Alex, and I never heard Alex say anything other than the same thing that Governor Abbott said in Texas, which is, I think we need to just keep an eye on this, right?
[02:17:35.104 --> 02:17:36.486]  What are they doing, okay?
[02:17:37.106 --> 02:17:38.849]  I think they accomplished two things.
[02:17:38.849 --> 02:17:48.301]  When I say they, I'm talking about the New World Order boys, the Illuminati, the Committee of 300, whatever you want to call them.
[02:17:48.301 --> 02:17:50.143]  The guys that are looking to put us over a barrel.
[02:17:50.143 --> 02:17:50.924]  Exactly.
[02:17:50.924 --> 02:17:51.906]  The famous they.
[02:17:53.127 --> 02:17:57.391]  They put this Jade Helm thing in operation for two purposes.
[02:17:57.391 --> 02:18:02.836]  Number one, let me explain something to you, having served in military intelligence.
[02:18:02.836 --> 02:18:08.161]  One of the most critical things in a military operation is getting your equipment there.
[02:18:08.161 --> 02:18:08.621]  Okay?
[02:18:08.621 --> 02:18:09.242]  The materials.
[02:18:10.923 --> 02:18:12.425]  Soldiers, that's no problem.
[02:18:12.425 --> 02:18:15.948]  Soldiers can walk themselves onto planes and ships or trains.
[02:18:15.948 --> 02:18:17.269]  You can get them there.
[02:18:17.269 --> 02:18:25.476]  But the equipment, that is the real problem in any kind of logistical issue dealing with the military.
[02:18:25.476 --> 02:18:28.099]  And especially if they can pre-position.
[02:18:28.699 --> 02:18:30.160]  Materials, okay?
[02:18:30.160 --> 02:18:54.552]  An example, the reason that Phil Marshall Rommel in North Africa was able to just take the Afrika Korps and sweep across North Africa in a matter of weeks, okay, was because he had pre-positioned supplies, ammunition, food, and weaponry all along the way so when he didn't overextend his supply lines he'd get somewhere and they'd have all the stuff ready he got.
[02:18:54.552 --> 02:18:55.412]  That's the Desert Fox!
[02:18:55.612 --> 02:18:56.732]  That's the Desert Fox.
[02:18:56.732 --> 02:19:11.675]  Now, the way that relates to James Helm is we all remember the photos and the films and the cell camera videos and Alex talking about the movement of equipment across the country.
[02:19:11.675 --> 02:19:13.075]  Trains were photographed.
[02:19:13.075 --> 02:19:16.036]  We know this was part of a larger deployment operation.
[02:19:16.036 --> 02:19:17.176]  And they said so.
[02:19:17.176 --> 02:19:20.537]  And they admit they're caching armored vehicles, tanks, weapons, food, everywhere.
[02:19:20.697 --> 02:19:21.217]  Right.
[02:19:21.217 --> 02:19:38.252]  So now they've moved them in to positions all around the country and then Jade Helm on the other hand also was a tactical exercise to see what the reaction would be from the American people as to if they wanted to impose martial law.
[02:19:38.252 --> 02:19:39.112]  And they saw what it was.
[02:19:39.112 --> 02:19:39.633]  We got upset.
[02:19:40.353 --> 02:19:44.075]  And they had a fallback position.
[02:19:44.075 --> 02:19:46.277]  They said, oh, well, it was just an exercise.
[02:19:46.277 --> 02:19:54.401]  And that was the PSYOP loaded on top of the test, was then to demonize the enemy in a counter-operation.
[02:19:54.401 --> 02:19:59.484]  And of course, now they can turn around to all the people who were warning and caution about Jade Hellman and say, see?
[02:19:59.784 --> 02:20:00.464]  Stay there, stay there.
[02:20:29.980 --> 02:20:34.541]  KDArmor.com is your one-stop shop for the most affordable body armor period.
[02:20:34.541 --> 02:20:38.902]  With packages starting at $169.99 and free shipping on every order.
[02:20:38.902 --> 02:20:40.782]  Why would you go anywhere else?
[02:20:40.782 --> 02:20:45.123]  KD offers soft armor and rifle threat rated armor up to level 4.
[02:20:45.123 --> 02:20:48.823]  Go to KDArmor.com and get your body armor today while you still can.
[02:20:48.823 --> 02:20:54.464]  Mention this ad and receive a free water purification kit for a limited time with any body armor package.
[02:20:54.464 --> 02:20:56.044]  Go to KDArmor.com.
[02:20:56.044 --> 02:20:58.225]  That's KDArmor.com.
[02:20:58.225 --> 02:20:59.025]  Come and take it.
[02:20:59.662 --> 02:21:03.906]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[02:21:03.906 --> 02:21:04.526]  It's true.
[02:21:04.526 --> 02:21:08.690]  Some municipalities are now adding ammonia plus chlorine to your water supply.
[02:21:08.690 --> 02:21:11.071]  It's a disinfectant called chloramine.
[02:21:11.071 --> 02:21:15.875]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[02:21:15.875 --> 02:21:28.446]  New NSF EPA certified lab tests show EPA Berkey water filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride and much more.
[02:21:28.726 --> 02:21:32.529]  Big Berkey Water Filters are the original and most trusted on the market.
[02:21:32.529 --> 02:21:35.190]  The gold standard in water purification.
[02:21:35.190 --> 02:21:39.493]  And our filters last for years at less than two cents per gallon.
[02:21:39.493 --> 02:21:40.314]  Big Berkey.
[02:21:40.314 --> 02:21:44.016]  The one that's powerful enough to purify stagnant pond water.
[02:21:44.016 --> 02:21:45.777]  Get your Big Berkey today.
[02:21:45.777 --> 02:21:48.159]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[02:21:48.159 --> 02:21:48.900]  That's 1-877-99-BERKEY.
[02:21:48.900 --> 02:21:50.220]  Big Berkey Water Filters.
[02:21:50.220 --> 02:21:51.281]  For the love of clean water.
[02:21:59.474 --> 02:22:12.343]  Atmospheric Aluminum, Mercury Exposure, Estrogen Toxins from Plastics, Microwaves from Cell Phones and Smart Meters, and Low Quality Foods, all combined to create conditions for the very high incidence of disease in our society.
[02:22:12.343 --> 02:22:20.869]  Now more than ever, we all need to be consuming those foods and herbs that epigenetically signal the cells of our body to produce energy, create proteins, and detoxify.
[02:22:20.869 --> 02:22:26.873]  When we properly support our bodies, then even in these toxic times, we can promote and achieve excellent health.
[02:22:26.873 --> 02:22:29.175]  One World Way is the first energetically encoded,
[02:22:29.475 --> 02:22:30.075]  I think so.
