[00:00:00.373 --> 00:00:00.919]  Alex Jones Show!
[02:02:50.187 --> 02:02:51.888]  This has to be part of their talking points.
[02:02:52.368 --> 02:02:53.029]  We're good to go.
[02:03:12.009 --> 02:03:17.913]  They could be triple, quadruple in terms of their impact in just five years, ten years.
[02:03:18.253 --> 02:03:19.233]  That's how these things grow.
[02:03:19.273 --> 02:03:20.754]  They grow like a cancer underneath.
[02:03:21.134 --> 02:03:22.675]  And I just don't see Republicans make it.
[02:03:22.695 --> 02:03:29.699]  So the biggest thing is Republican candidates for president, because that's what everyone's paying attention to, have to make this issue a priority.
[02:03:29.719 --> 02:03:29.799]  Sure.
[02:03:29.839 --> 02:03:30.700]  I mean, look at Rand Paul.
[02:03:30.720 --> 02:03:31.480]  What they're going to do.
[02:03:31.580 --> 02:03:34.402]  Rand Paul's a great guy, but his people tell him to be so milquetoast.
[02:03:34.722 --> 02:03:36.043]  He's sinking like a lead weight.
[02:03:36.283 --> 02:03:37.624]  And he thinks that's a winning strategy.
[02:03:37.824 --> 02:03:39.165]  He's got to out-Trump Trump.
[02:03:41.280 --> 02:03:44.343]  Yes, and it's exactly right.
[02:03:44.784 --> 02:03:54.394]  If you see what happens when Republicans, if you go back to Richard Nixon and look at every Republican EPA administrator, they're the most liberal member of every Republican cabinet.
[02:03:55.117 --> 02:04:03.461]  And what happens is, what happened recently is every single former Republican EPA administrator came to Capitol Hill and endorsed President Obama's climate regulations.
[02:04:03.521 --> 02:04:05.202]  And the media went nuts.
[02:04:05.222 --> 02:04:06.562]  Oh, even Republicans support it.
[02:04:06.642 --> 02:04:06.882]  No!
[02:04:07.363 --> 02:04:12.345]  It's because Republican presidents don't want to look to the media like they're against the environment.
[02:04:12.585 --> 02:04:17.007]  So they usually say, oh, I don't really care, let's hand... They're bullied, they're intimidated.
[02:04:17.978 --> 02:04:22.346]  So they look green, so they appoint some kind of global warming activist.
[02:04:22.366 --> 02:04:25.051]  We had Christie Todd Whitman as EPA Administrator.
[02:04:25.071 --> 02:04:26.734]  We've had William Ruckelshaus.
[02:04:26.774 --> 02:04:27.095]  We've had...
[02:04:27.719 --> 02:04:31.903]  George Bush had people that were embarrassingly bad as EPA.
[02:04:32.063 --> 02:04:37.549]  And then they turn around and they stab us in the back by coming out and endorsing everything President Obama's doing.
[02:04:37.709 --> 02:04:47.178]  So my fear is, by Republicans not talking about what they're going to do strongly as a lead talking point, that they're going to get elected and do the same old game.
[02:04:47.298 --> 02:04:49.661]  Let's try to look green on this issue.
[02:04:49.701 --> 02:04:51.503]  The way to shoot it down...
[02:04:52.242 --> 02:04:56.904]  Is to expose the ultra-rich are pushing it to create a monopoly, and that's why the Republican leadership's bought and paid for.
[02:04:57.204 --> 02:04:59.605]  Mark Moreno, thank you for reporting from Paris.
[02:04:59.625 --> 02:05:01.907]  I want to report when you get back next week as well.
[02:05:02.387 --> 02:05:04.928]  Climate Depot folks, check it out today on Alex Jones.
[02:05:10.006 --> 02:05:14.331]  I'm a proud Muslim, but you don't have to share my faith to share my disgust.
[02:05:14.591 --> 02:05:24.882]  That was written by Hillary Clinton's right-hand woman, Huma Abedin, who pinned the email in response to Donald Trump's recent proposition to impose a complete and total shutdown of Muslims entering the United States.
[02:05:25.162 --> 02:05:32.690]  You know, it was the FBI director, the head of counterterrorism, and Homeland Security who all said under oath that they cannot properly vet people coming in from Syria.
[02:05:32.970 --> 02:05:34.191]  But let's take a look at Ms.
[02:05:34.391 --> 02:05:34.871]  Abedin.
[02:05:35.372 --> 02:05:43.437]  Back in 2012, five Republicans sent a letter to the Department of Homeland Security, noting that three of her family members had very close ties to the Muslim Brotherhood.
[02:05:43.757 --> 02:05:47.039]  She was also intimately involved in Hillary Clinton's email scandal.
[02:05:47.239 --> 02:05:48.981]  And while she was at the State Department, Ms.
[02:05:49.081 --> 02:05:53.944]  Abedin helped our country cozy up to Sheikh Yusuf al-Khawardi, a promoter of jihadist terror.
[02:05:54.124 --> 02:05:58.589]  And one of her many accomplishments while at the State Department was helping destroy the country of Libya.
[02:05:58.930 --> 02:06:02.414]  I'm sure her and her Muslim Brotherhood friends are very proud of that achievement.
[02:06:02.554 --> 02:06:06.439]  Just imagine what she can do when her best pal Hillary Clinton gets into the White House.
[02:06:06.779 --> 02:06:08.502]  Rob Dew reporting for InfoWars.com
[02:06:13.020 --> 02:06:22.404]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[02:06:22.744 --> 02:06:25.346]  All of our children are hit with modern mind control.
[02:06:25.446 --> 02:06:28.807]  Television, music, fast food, GMOs, sugars, you name it.
[02:06:29.008 --> 02:06:35.031]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[02:06:35.331 --> 02:06:37.852]  It's no wonder they can't focus and calm down.
[02:06:38.052 --> 02:06:40.173]  And then are put on dangerous psychotropic drugs.
[02:06:40.473 --> 02:06:46.616]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[02:06:46.836 --> 02:06:54.300]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[02:06:54.580 --> 02:07:01.847]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[02:07:02.127 --> 02:07:05.571]  Obtain your ChildEase today at InfoWarsLife.com.
[02:07:05.731 --> 02:07:09.294]  That's ChildEase exclusively at InfoWarsLife.com.
[02:07:09.515 --> 02:07:12.958]  My fellow patrons, one of the things I'm most proud of is the
[02:07:12.978 --> 02:07:23.702]  The fact that the InfoWars operation reaches more than 20 million people a week, worldwide, with the message of liberty, and none of it is funded by major global corporations or by taxpayers.
[02:07:24.102 --> 02:07:25.663]  It's funded by free will.
[02:07:25.943 --> 02:07:35.266]  Listeners and viewers like you, who decide to visit InfoWarsStore.com and take advantage of some of the most high quality, revolutionary products available today.
[02:07:35.586 --> 02:07:42.249]  And now, until December 18th, 2015, we are extending free shipping on top of huge discounts.
[02:07:42.569 --> 02:07:42.930]  We're good.
[02:08:16.922 --> 02:08:21.935]  Rallying patriots worldwide in defense of human liberty.
[02:08:21.955 --> 02:08:23.479]  It's Alex Jones!
[02:08:27.892 --> 02:08:31.153]  They'll be with us for the next hour and then David Knight's coming up.
[02:08:31.553 --> 02:08:35.394]  We have a special report filed by Joe Biggs that's really good.
[02:08:36.034 --> 02:08:37.515]  Josh Owens and others put together.
[02:08:39.475 --> 02:08:43.276]  Confirming that yes, Sharia law is in large areas of the United States.
[02:08:43.316 --> 02:08:49.398]  We have video of it all in Detroit and other cities of the United States.
[02:08:50.558 --> 02:08:56.320]  So they're going to be airing that seven minute special report during the fourth hour today and a lot more.
[02:08:57.679 --> 02:09:09.186]  Now I wanted to get Joel Skousen on, he was on last weekend, just on the unfolding Turkey going into Iraq, Turkey threatening to blow up Russian ships, I mean major escalation.
[02:09:10.147 --> 02:09:16.090]  But also you've got the big story is that Trump says deport Muslims is how they've spun it, or don't let Muslims in.
[02:09:16.430 --> 02:09:20.593]  What he said was until there's a system in place to know who they are, you can't let people in.
[02:09:22.108 --> 02:09:24.788]  Well, obviously that's the scandal is they're letting him in.
[02:09:25.649 --> 02:09:31.310]  And is it for sleeper cells later so they'll use that destabilization to take more liberties, take more freedoms?
[02:09:32.030 --> 02:09:33.810]  Well, I think clearly that is the case.
[02:09:35.210 --> 02:09:40.091]  Now the White House is coming out saying that Trump's remarks disqualify him.
[02:09:40.911 --> 02:09:43.952]  Now, folks, regardless what you think of Trump, they are after him.
[02:09:45.252 --> 02:09:51.233]  And they're after him because behind the scenes they more and more think he is for real.
[02:09:54.059 --> 02:09:54.800]  No, I'm not.
[02:10:12.597 --> 02:10:14.198]  Everybody wants to be friends with the media.
[02:10:14.218 --> 02:10:19.120]  Everybody wants to act genteel and act all friendly while the media attacks you.
[02:10:19.140 --> 02:10:27.863]  The answer is slapping the collaborator media around, disrespecting them, openly declaring them the enemies of this country.
[02:10:31.724 --> 02:10:39.087]  And now Senator Paul has come out and said that he disqualifies his plans as a religious czar for Muslims.
[02:10:39.527 --> 02:10:41.008]  Well, that's because he's beating
[02:10:42.213 --> 02:10:46.778]  The other candidates so bad, I'd imagine they want him disqualified for his free speech.
[02:10:46.978 --> 02:10:51.443]  That's kind of what we're hearing from the Attorney General two days ago.
[02:10:51.503 --> 02:10:55.347]  She said, we'll basically arrest you if we think your speech could spur a smite of violence.
[02:10:57.329 --> 02:11:03.957]  And so what's happening is they're all lining up against Trump because they realize that he isn't going to play ball.
[02:11:04.611 --> 02:11:06.332]  Now, I don't know Joel Skousen's take on that.
[02:11:06.352 --> 02:11:11.034]  We'll see if he agrees or disagrees or what his view is of it, but here's what I do know.
[02:11:11.294 --> 02:11:12.174]  You know what's outrageous?
[02:11:12.894 --> 02:11:13.775]  You know what's fascist?
[02:11:14.135 --> 02:11:19.277]  It's having open borders and not vetting people and then taking our rights and having the IRS pass a bill.
[02:11:20.217 --> 02:11:26.001]  Ron Paul wrote about this yesterday to make you not be able to fly out of the country if they say you owe back taxes.
[02:11:26.061 --> 02:11:26.941]  No judge, no jury.
[02:11:26.961 --> 02:11:28.982]  They just put you on a no-leave-the-country list.
[02:11:29.182 --> 02:11:42.590]  And Obama says we'll put you on a no-gun-by list if you're on a no-fly list that's also extra-judiciary and is the very fount, the very fountain, the very source of classical tyranny to just be disappeared.
[02:11:43.911 --> 02:11:44.151]  U.S.
[02:11:44.191 --> 02:11:46.793]  Supreme Court gives a nod to assault weapons ban.
[02:11:48.949 --> 02:11:51.530]  Oh, cities can just ban your guns now if they want.
[02:11:51.830 --> 02:11:54.452]  Huge anti-gun ruling by the blackmailed court.
[02:11:57.533 --> 02:11:59.294]  So, here we are, ladies and gentlemen.
[02:12:01.415 --> 02:12:05.777]  Here we are, and it's clear, the globalists are moving at an accelerated pace.
[02:12:06.617 --> 02:12:08.698]  They're having some defeats, they're also having some victories.
[02:12:08.978 --> 02:12:14.441]  The Russians going into Syria threw a lot of stuff geopolitically into a disarray, but domestically,
[02:12:16.178 --> 02:12:16.738]  It's dangerous.
[02:12:18.239 --> 02:12:21.061]  There are some suspicious things that have gone on in California.
[02:12:21.102 --> 02:12:23.783]  Bare minimum, government at the highest levels let these people in.
[02:12:24.124 --> 02:12:24.844]  Let her in.
[02:12:25.905 --> 02:12:27.446]  Let her use fake information.
[02:12:28.247 --> 02:12:33.470]  And all Trump's saying is, see, you can't not have people be vetted and then just brought in.
[02:12:33.510 --> 02:12:35.872]  It's got to stop for a limited time until it's fixed.
[02:12:36.312 --> 02:12:38.754]  That's putting pressure on them to not let these people in.
[02:12:38.974 --> 02:12:41.156]  The big outrage is, how are they bringing them in?
[02:12:41.936 --> 02:12:44.238]  By the millions to Europe to carjack and rape and murder.
[02:12:44.418 --> 02:12:45.419]  And now it's happening here.
[02:12:46.291 --> 02:12:52.317]  These folks have been wound up in Qatar and Saudi Arabia and Iraq as Sunni Wahhabis to hate us.
[02:12:52.617 --> 02:12:54.399]  These are the radical crazy eyes.
[02:12:55.140 --> 02:12:59.604]  These are the dangerous group that kill Christians and non-radical Muslim minorities.
[02:13:00.725 --> 02:13:01.987]  And I've assessed them, I've studied them.
[02:13:02.167 --> 02:13:04.529]  This is the foaming at the mouth crazy people.
[02:13:05.250 --> 02:13:07.052]  Not all of them, but this is the group they come from.
[02:13:07.867 --> 02:13:13.054]  Military-age men confirmed on Facebook to be soldiers of ISIS coming into Europe and the U.S.
[02:13:13.255 --> 02:13:22.127]  because they pose with their weapons on their same Facebook and then say, now I'm in Iraq, now I'm in Syria, now I'm in Turkey, now I'm in Germany, now I'm in the United States.
[02:13:22.428 --> 02:13:23.709]  How will the political class
[02:13:24.906 --> 02:13:28.790]  When these groups start shooting down jet airliners with Stinger missiles they were given by our government.
[02:13:29.651 --> 02:13:30.131]  Spend that!
[02:13:30.412 --> 02:13:33.655]  How will they spend them when they shoot up the next school or the next mall?
[02:13:34.296 --> 02:13:37.699]  Joel Scalzin is a former Marine Corps fighter pilot from the Vietnam era.
[02:13:38.400 --> 02:13:44.186]  Author, researcher, probably the top safe home rider.
[02:13:44.807 --> 02:13:46.348]  One of the top preppers in the country.
[02:13:47.369 --> 02:13:54.674]  We sell his book and also produce the film, Strategic Relocation, available at InfoWarsStore.com, an absolute Christmas gift.
[02:13:55.434 --> 02:13:58.156]  He is the editor-in-chief of WorldAffairsBrief.com.
[02:13:58.716 --> 02:14:06.982]  And Joel, I don't know where to begin here, but clearly the climate politically across the board is heating up worldwide.
[02:14:07.482 --> 02:14:12.485]  Let's take the Trump thing first, and then other subjects you can cover in order that you choose.
[02:14:12.525 --> 02:14:14.187]  But am I wrong about Trump?
[02:14:14.227 --> 02:14:15.387]  What nuance can you add?
[02:14:15.407 --> 02:14:16.128]  Where is this going?
[02:14:17.674 --> 02:14:20.148]  Well, Trump is certainly, you know, taking a...
[02:14:22.059 --> 02:14:24.760]  Typically a correct position, but an uncareful position.
[02:14:24.780 --> 02:14:33.563]  In other words, it's spoken in a way that is just giving the media a heyday and every one of the other anti-Trump candidates in the Republican primary.
[02:14:34.043 --> 02:14:43.386]  If he just says outright ban, which is what it appeared initially, you know, all Muslims coming into the country, obviously that's, you know, going a little too far.
[02:14:43.566 --> 02:14:48.547]  If he's saying ban them until you have a proper vetting process, then that's every bit correct.
[02:14:51.188 --> 02:14:55.470]  It's impossible, however, to trust our government to run the vetting process.
[02:14:56.071 --> 02:14:58.512]  Because, obviously, they created ISIS.
[02:14:59.472 --> 02:15:04.075]  If they wanted to have a lot of ISIS people come in, they would certainly let them and say that they were vetted.
[02:15:05.240 --> 02:15:07.581]  And they're not going to do that.
[02:15:07.641 --> 02:15:14.785]  Now, relative, I have a little bit different take relative to the number of people, young Muslim military age people coming in.
[02:15:14.885 --> 02:15:23.169]  My sources tell me, in interviewing a lot of these people in Europe and in the Middle East, that these are conscription age military people.
[02:15:23.189 --> 02:15:29.573]  I'm not saying, by the way, what you're on, there is proof that some of these people who have been jihadists are in the group.
[02:15:29.973 --> 02:15:33.975]  But the majority, it appears, are people running away from conscription
[02:15:34.475 --> 02:15:44.504]  Running away from having to be forced into the military as terrorists in any number of the dozen, you know, jihadist groups in there.
[02:15:45.165 --> 02:15:47.507]  And they really aren't particularly religious.
[02:15:47.547 --> 02:15:51.030]  In fact, a lot of them are running away from Muslim or from Islam.
[02:15:51.491 --> 02:15:57.576]  That's why they get so deeply involved in the pornography and the other corruptive things of the West once they get there.
[02:15:57.596 --> 02:15:58.978]  That's why they get involved with rape.
[02:16:00.063 --> 02:16:10.390]  These people are simply young men who don't want to fight, who are tired of it and want a good life in the Western countries.
[02:16:10.851 --> 02:16:18.396]  Although they do hate the United States, everyone in the Middle East has been trained to hate the United States because of our constant intervention there.
[02:16:19.017 --> 02:16:20.397]  Everybody in the world knows
[02:16:21.258 --> 02:16:30.186]  About the relationship between Turkey and ISIS and the United States backing Turkey and covering for Turkey's collaboration with ISIS.
[02:16:30.226 --> 02:16:39.114]  And that's because, obviously, Turkey's taking orders from the United States in facilitating the sale of ISIS oil.
[02:16:39.934 --> 02:16:46.797]  Everybody in in Europe and the Middle East knows about the 9-11 controversy that it was the government operation from beginning to end.
[02:16:46.857 --> 02:16:56.720]  It's only the United States people who are continued, you know, to believe that the official version and that's only about 60% of the U.S.
[02:16:56.760 --> 02:16:58.121]  people believe the official versions.
[02:16:58.181 --> 02:17:00.442]  I think some 40% don't believe it.
[02:17:00.522 --> 02:17:02.763]  Though they don't understand how bad it really is.
[02:17:02.823 --> 02:17:08.565]  It takes a lot of study, as you know, to understand the nuances of what happened in 9-11 and how the U.S.
[02:17:08.605 --> 02:17:09.165]  pulled that off.
[02:17:11.581 --> 02:17:15.984]  Joel Skousen, I totally agree with what you just said, but you make the statement U.S.
[02:17:16.024 --> 02:17:26.150]  pulled it off, and in a way that's true, but again, semantically, criminal elements and networks compartmentalized did, because that's what the media does.
[02:17:26.190 --> 02:17:27.571]  They then say that we say the U.S.
[02:17:27.611 --> 02:17:33.375]  government did it, but I guess it was so high level and so widespread, you could argue either way.
[02:17:33.835 --> 02:17:34.876]  Can you elaborate on that?
[02:17:35.987 --> 02:17:41.308]  Yeah, when you look at the cover-up of 9-11, it goes to the highest levels of government.
[02:17:41.648 --> 02:17:45.189]  Now that isn't to say that George W. Bush knew a lot about what was going on.
[02:17:45.209 --> 02:17:53.031]  I think he knew that an operation was coming down, but this is a puppet sitting at the head, isn't making the operations, wasn't making the operations, just following orders.
[02:17:53.371 --> 02:17:55.852]  You stay and talk to the students at this elementary school.
[02:17:56.292 --> 02:17:58.972]  But Dick Cheney, of course, was fully knowledgeable.
[02:17:59.012 --> 02:18:05.414]  Here he is sitting in the White House Situation Room, allowing the airliner coming in to attack the Pentagon,
[02:18:05.774 --> 02:18:09.755]  I mean, he had to be fully, 100% cognizant that this was a U.S.
[02:18:09.795 --> 02:18:10.595]  Black operation.
[02:18:11.216 --> 02:18:14.557]  The young Air Force officer crying out, you know, this airplane's 10 miles out.
[02:18:14.937 --> 02:18:16.317]  Do the orders still stand?
[02:18:16.837 --> 02:18:20.658]  And he's panicking because the orders have to be, let it come in.
[02:18:20.819 --> 02:18:21.699]  Don't stop it.
[02:18:21.799 --> 02:18:23.279]  Don't shoot this airline down.
[02:18:23.319 --> 02:18:24.320]  And he's getting panicky.
[02:18:25.020 --> 02:18:28.801]  And, you know, Dick Cheney whips his head around and said, of course the orders still stand.
[02:18:30.390 --> 02:18:40.237]  And of course, you know, as Glenn Greenwood pointed out, the United States just honored Cheney with a bust of his head in the U.S.
[02:18:40.297 --> 02:18:41.298]  Congressional Building.
[02:18:42.078 --> 02:18:46.141]  This man should be tried for war crimes as well as treason against the United States.
[02:18:46.241 --> 02:18:50.424]  But it clearly was a government operation from beginning to end, including the hiring of the terrorists.
[02:18:51.164 --> 02:18:56.708]  I mean, that's why they don't show the videos of the terrorists and the passengers getting on the airplane of the hijack.
[02:18:57.068 --> 02:18:59.370]  They refused to show the videos because it would show
[02:19:00.191 --> 02:19:04.374]  That the named hijackers weren't the ones getting on the airplane.
[02:19:04.394 --> 02:19:09.577]  There was another set of hijackers that they had trained in Saudi Arabia, I believe, on major airliners.
[02:19:10.078 --> 02:19:16.482]  Because as a pilot, I can tell you, you can't train on Cessna and even know how to turn off the autopilot of one of those major jets.
[02:19:16.742 --> 02:19:17.383]  Impossible.
[02:19:18.023 --> 02:19:22.406]  And so there's no way that those named hijackers... So this is a cover-up.
[02:19:22.466 --> 02:19:24.188]  We're going to break, but let me ask this quick question.
[02:19:24.208 --> 02:19:27.391]  Is Saudi Arabia arguably the most evil country in the world?
[02:19:40.717 --> 02:19:41.478]  No, we are.
[02:19:41.938 --> 02:19:42.318]  We are.
[02:19:43.019 --> 02:19:45.641]  I mean, they're just puppets to the United States.
[02:19:46.162 --> 02:19:47.203]  We are covering for them.
[02:19:47.223 --> 02:19:54.168]  That makes us culpable for so much of what goes on in the world while we allow and we, you know, help Saudi Arabia.
[02:19:54.208 --> 02:19:56.831]  We promised to cover their pedophilia.
[02:19:56.931 --> 02:19:59.093]  I mean, these people are not Muslims.
[02:19:59.133 --> 02:20:02.075]  They're just corrupt individuals pretending to be Muslims.
[02:20:02.355 --> 02:20:02.816]  I agree, sir.
[02:20:02.856 --> 02:20:03.376]  Stay right there.
[02:20:03.396 --> 02:20:07.179]  We're going to come back and get into more geopolitics with Joel Scowls and the World Affairs Brief.
[02:20:07.219 --> 02:20:08.841]  I'm Alex Jones, InfoWars.
[02:20:13.326 --> 02:20:18.408]  Ammo is getting scarce in this country, so it just makes sense to reload your casings.
[02:20:18.648 --> 02:20:20.909]  Now with RussianReloads.com.
[02:20:21.209 --> 02:20:21.729]  That's right.
[02:20:21.849 --> 02:20:29.512]  Reload previously un-reloadable Berdan primered cartridges by switching them over to an easy-to-do conversion to accept boxer primers.
[02:20:29.753 --> 02:20:31.733]  With RussianReloads.com.
[02:20:31.973 --> 02:20:34.014]  High quality and made in the USA.
[02:20:34.354 --> 02:20:36.235]  RussianReloads.com.
[02:20:36.555 --> 02:20:38.096]  Recycle that casing.
[02:20:40.123 --> 02:20:49.446]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[02:20:49.546 --> 02:20:53.867]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[02:20:53.967 --> 02:21:00.029]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[02:21:00.069 --> 02:21:02.750]  Buy now at DefenderShield.com.
[02:21:02.830 --> 02:21:05.071]  For 10% off, use promo code GCN.
[02:21:05.251 --> 02:21:08.772]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[02:21:09.653 --> 02:21:10.833]  Are you prepared to bug out?
[02:21:10.853 --> 02:21:18.816]  Infidel Body Armor and an Army Ranger have produced a high-speed DVD and book to show you how to drive in combat, patrol, and how to survive in combat.
[02:21:18.916 --> 02:21:20.857]  Skills you'll need when it hits the fan.
[02:21:20.957 --> 02:21:22.558]  Go to DrivenDVD.com.
[02:21:22.678 --> 02:21:24.338]  DrivenDVD.com.
[02:21:24.719 --> 02:21:28.440]  Advertising your business with GCN is simple, effective, and more fun.
[02:21:30.103 --> 02:21:33.627]  Visit Advertise.GCNLive.com for more info.
[02:21:33.747 --> 02:21:35.470]  Take your business to the next level.
[02:21:35.690 --> 02:21:38.834]  That's Advertise.GCNLive.com.
[02:21:39.514 --> 02:21:42.138]  If survivalist housing has been in your plans, get ready.
[02:21:42.358 --> 02:21:46.182]  We're bringing our Timberline Range Camps to you February 6th through 14th.
[02:21:46.423 --> 02:21:49.046]  The Great American Outdoor Show in Harrisburg, Pennsylvania.
[02:21:49.286 --> 02:21:55.933]  Get an up-close look at some of our most popular Timberline models, or visit survivalistcamps.com to pre-order a camp.
[02:21:56.134 --> 02:21:58.416]  We'll bring it to the show and save you the cost of shipping.
[02:21:58.756 --> 02:22:00.919]  It's the perfect time to get that camp you've wanted.
[02:22:01.159 --> 02:22:08.087]  Go to survivalistcamps.com, then plan on joining us at the Great American Outdoor Show in February in Harrisburg, Pennsylvania.
[02:22:11.775 --> 02:22:15.998]  Earthquake, floods, winter storms, prolonged power outages, or war.
[02:22:16.399 --> 02:22:20.141]  Each of us have had that moment when we recognize that we need to be better prepared.
[02:22:20.702 --> 02:22:21.943]  We typically do the same thing.
[02:22:22.083 --> 02:22:24.625]  We start with food storage, then we address the need for water.
[02:22:25.105 --> 02:22:26.726]  But have you considered heat storage?
[02:22:27.307 --> 02:22:29.108]  I'm talking about staying warm in the cold.
[02:22:29.529 --> 02:22:31.190]  Here are some things for you to consider.
[02:22:31.810 --> 02:22:33.191]  How will I keep my family warm?
[02:22:33.452 --> 02:22:35.913]  The standard answers are firewood, coal, or propane.
[02:22:35.933 --> 02:22:39.996]  But the problem with that, if you need to be on the move, is you can't take it with you.
[02:22:40.817 --> 02:22:41.537]  Another concern?
[02:22:41.937 --> 02:22:45.598]  There may come a time when you need to stay warm without smoke, like in times of war.
[02:22:45.918 --> 02:22:48.159]  There may even come a time when you can't burn fuel.
[02:22:48.499 --> 02:22:51.699]  The answers may be simpler and less costly than you think.
[02:22:52.479 --> 02:22:54.920]  For these answers, go to FortressClothing.com.
[02:22:55.280 --> 02:22:59.241]  Again, FortressClothing.com has the answers to your heat storage dilemma.
[02:22:59.921 --> 02:23:01.261]  Don't get stuck in the cold.
[02:23:01.921 --> 02:23:03.222]  FortressClothing.com.
[02:23:03.582 --> 02:23:04.922]  You'll never be cold again.
[02:23:09.082 --> 02:23:19.690]  What would your life be like if you woke up each morning with new vitality, feeling better than you have in years, and you noticed a difference in your sleeping patterns, blood sugar levels, and had a sense of well-being overall?
[02:23:19.991 --> 02:23:23.914]  There's something that is changing thousands of people's lives, and you could be one of them.
[02:23:24.154 --> 02:23:25.975]  It's called Heart and Body Extract.
[02:23:26.316 --> 02:23:31.780]  Sharon Harris, co-creator of Heart and Body Extract, talks about the positive effects of Heart and Body Extract.
[02:23:31.940 --> 02:23:41.708]  What happens with the Formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes, and phytonutrients so the body will heal itself.
[02:23:41.968 --> 02:23:48.233]  And yes, the body does have the ability to balance blood pressure, balance cholesterol, clean and unclog the arteries.
[02:23:48.473 --> 02:23:51.776]  It can also work on balancing the circulation for diabetics.
[02:23:51.796 --> 02:23:53.617]  So the body is an amazing thing.
[02:23:53.858 --> 02:23:56.800]  It simply needs some help so it has the tools to heal itself.
[02:23:56.980 --> 02:23:59.123]  Heart and Body Extract gets results.
[02:23:59.464 --> 02:24:01.547]  To order your 2 month supply, call now.
[02:24:01.707 --> 02:24:02.769]  Toll free at 866-295-5305.
[02:24:02.889 --> 02:24:04.712]  Order online at HBextract.com.
[02:24:21.220 --> 02:24:25.745]  By the way, coming up in the next segment, I'm going to play the clip again from the AP speech.
[02:24:25.925 --> 02:24:34.435]  The speech he gave yesterday where the AP just played the clip where he said, you know, no more Muslims, period, until we vetted them.
[02:24:34.455 --> 02:24:36.618]  Well, they just had him saying no more Muslims, period.
[02:24:37.158 --> 02:24:38.240]  Absolute and total ban.
[02:24:39.343 --> 02:24:46.426]  And I take it out of context, but I think this will only make Trump go up in the polls because I was somebody who was against the Iraq War.
[02:24:46.586 --> 02:24:50.127]  I was somebody who was against all this Islamophobia.
[02:24:50.688 --> 02:24:54.949]  I knew they were trying to destabilize the Middle East, to put radicals in charge, to wreck the place.
[02:24:56.170 --> 02:24:59.051]  I don't want to just randomly hate brown people or Muslims or Arabs.
[02:24:59.071 --> 02:25:03.613]  I mean, people know I've been a champion of not abusing these countries and these peoples.
[02:25:04.568 --> 02:25:12.475]  But now that they're bringing them in, now they're bringing in radicals, now that this is happening, and Joel Skousen's right, a lot of them are just guys looking for welfare and jobs and women.
[02:25:13.216 --> 02:25:14.056]  Still doesn't matter.
[02:25:14.096 --> 02:25:19.461]  They're the cover for the radicals, which will then be used to take our rights, and we've been proven that's coming.
[02:25:20.342 --> 02:25:25.447]  But Joel Skousen, this is a short segment, long segment coming up, so many other topics, so much more to cover.
[02:25:26.365 --> 02:25:30.109]  What about the question that Paul Craig Roberts asked, is war on the horizon?
[02:25:30.149 --> 02:25:31.150]  Is it too late to stop it?
[02:25:31.550 --> 02:25:35.013]  What do you make of Ergun threatening to blow up Russian ships two days ago?
[02:25:35.093 --> 02:25:44.002]  And what do you make of the Turkish going into Iraq and Iraq saying it's an act of war and just their arrogance?
[02:25:44.502 --> 02:25:46.544]  Is Turkey doing this at the behest of NATO?
[02:25:46.944 --> 02:25:48.466]  Or is Turkey out of control?
[02:25:48.746 --> 02:25:49.447]  What's your intel?
[02:25:50.646 --> 02:25:54.228]  Well, NATO is not actually directing Turkey.
[02:25:54.268 --> 02:25:58.951]  The United States is directly getting Turkey to do its bidding.
[02:25:59.091 --> 02:26:11.618]  Remember that the shoot-down of the Russian Su-24 was a direct instigation of the United States, and I believe they wanted to do it in order to force Russia to bring in their top-of-the-line air defense system so the U.S.
[02:26:11.658 --> 02:26:15.640]  could eavesdrop on them and see what kind of jamming capabilities they have.
[02:26:15.680 --> 02:26:15.841]  That's 400?
[02:26:17.148 --> 02:26:25.233]  Yes, the S-400 as well as their air-to-air jamming equipment and their air-to-air missiles, all of which have radar signatures which have to be eavesdropped on.
[02:26:25.253 --> 02:26:26.114]  The U.S.
[02:26:26.374 --> 02:26:37.942]  hasn't had any opportunity to get that information heretofore because Russia hasn't been in combat using those and hadn't been until they shot down one of the Su-24s that forced Russia's hand.
[02:26:38.202 --> 02:26:41.004]  And now Russia's brought in its top-of-the-line fighter planes as well.
[02:26:41.704 --> 02:26:43.025]  That's correct.
