[00:00:00.009 --> 00:00:01.439]  The Alex Jones Show!
[01:52:38.109 --> 01:52:39.370]  Custom Kydex holsters.
[01:52:39.690 --> 01:52:44.374]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[01:52:44.554 --> 01:52:46.956]  Most competitors' material use .060.
[01:52:47.557 --> 01:52:50.199]  Configure yours today at hdfirearms.com.
[01:52:50.439 --> 01:52:52.341]  And my favorite, single stage trigger.
[01:52:52.501 --> 01:52:55.904]  A home run upgrade for your AR-15 and AR-10 platforms.
[01:52:56.124 --> 01:53:02.149]  Find out more at HDFirearms.com today, or call 770-485-7015.
[01:53:02.369 --> 01:53:07.454]  That's HDFirearms.com, or call 770-485-7015.
[01:53:07.494 --> 01:53:09.175]  Hey, Berky Guy here.
[01:53:09.255 --> 01:53:10.977]  Are you still drinking unfiltered tap water?
[01:53:11.097 --> 01:53:12.798]  Does your water contain chlorine or fluoride?
[01:53:12.858 --> 01:53:14.700]  Will you have drinkable water in an emergency?
[01:53:14.820 --> 01:53:20.705]  The Berky Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[01:53:20.825 --> 01:53:24.328]  We offer Berky Water Purification Systems at the lowest available prices online.
[01:53:24.468 --> 01:53:26.370]  Don't go another moment without the Berkey System.
[01:53:26.410 --> 01:53:29.452]  Over the last 10 years, we've helped thousands drink clean, purified water.
[01:53:29.532 --> 01:53:34.956]  Join them by visiting GoBerkey.com or call me, the Berkey Guy, at 877-886-3653.
[01:53:35.036 --> 01:53:37.618]  That's 877-886-3653.
[01:53:38.179 --> 01:53:41.722]  Just recently, we've witnessed some of the most catastrophic disasters in history.
[01:53:42.002 --> 01:53:47.286]  Be sure to prepare yourself with great-tasting, high-quality, GMO-free food that has a 25-year shelf life.
[01:53:48.607 --> 01:53:51.990]  Of course, we're talking about the foods from SurvivalFoodAlliance.com.
[01:53:52.430 --> 01:53:57.974]  And don't forget, the human body needs up to three quarts of water every day to remain healthy and hydrated.
[01:53:58.435 --> 01:54:01.617]  So check out our water bricks at SurvivalFoodAlliance.com.
[01:54:02.017 --> 01:54:04.219]  Go to SurvivalFoodAlliance.com or call 877-223-1776.
[01:54:16.974 --> 01:54:18.855]  Man, it's hard not to listen to Chuck Berry.
[01:54:20.736 --> 01:54:22.918]  Let's crank it up for a moment.
[01:54:25.839 --> 01:54:29.862]  That's the real granddaddy of rock and roll right there.
[01:54:44.226 --> 01:54:47.068]  That's not hard to listen to.
[01:54:47.088 --> 01:54:54.372]  Damn, I tell you, that's good stuff.
[01:54:55.673 --> 01:54:56.414]  Johnny, be good.
[01:54:57.934 --> 01:55:00.196]  And that's the beautiful stuff that comes out of the human spirit.
[01:55:00.996 --> 01:55:04.559]  And the globalists want to just tell us how ugly we are, how bad we are.
[01:55:04.579 --> 01:55:05.539]  It's all a fraud.
[01:55:05.559 --> 01:55:09.362]  We have to believe in ourselves, we have to believe in God, we have to believe in our families.
[01:55:09.382 --> 01:55:13.144]  We have to understand everything the globalists push, we should support the opposite.
[01:55:17.455 --> 01:55:19.515]  We're going to be going back to your calls here in just a moment.
[01:55:21.056 --> 01:55:21.976]  There's a new video out.
[01:55:22.016 --> 01:55:23.396]  It's on Infowars.com.
[01:55:23.936 --> 01:55:27.357]  Hillary supporters think a white privilege tax is a good idea.
[01:55:27.777 --> 01:55:29.237]  We've got to help each other out.
[01:55:31.278 --> 01:55:35.739]  We're going to be getting into the details of CNN turns mixed-race organ shooter into a white man.
[01:55:37.079 --> 01:55:40.900]  The new national police force run by the UN to go after patriots.
[01:55:41.780 --> 01:55:42.900]  That's mainstream news.
[01:55:45.981 --> 01:55:47.262]  People go, oh, they're not going to do that.
[01:55:47.322 --> 01:55:47.982]  They're going to try.
[01:55:48.143 --> 01:55:49.884]  I mean, these people mean business.
[01:55:51.585 --> 01:55:54.227]  And I say more power to them, it's just going to blow up in their face politically.
[01:55:55.708 --> 01:55:57.710]  People are really, really, really waking up to this.
[01:55:57.750 --> 01:56:01.412]  And a bunch of other news I haven't gotten to yet that's up on InfoWars.com.
[01:56:01.432 --> 01:56:08.718]  There's a new video out, migrant complains about lack of sex in refugee camp.
[01:56:09.827 --> 01:56:13.508]  Chancellor Merkel, Lord God, sent illegal immigrants.
[01:56:14.388 --> 01:56:17.989]  EU Cardinal says that Merkel is Lord God.
[01:56:20.270 --> 01:56:24.971]  Like the Pope came in Philadelphia and said, I come to speak as me, myself.
[01:56:25.751 --> 01:56:27.711]  It's like the opposite of what the Bible says.
[01:56:27.791 --> 01:56:29.192]  I come to speak, you know, for the Christians.
[01:56:29.592 --> 01:56:30.852]  I come to speak as myself.
[01:56:31.392 --> 01:56:31.812]  Video.
[01:56:31.832 --> 01:56:34.033]  Hillary supporters think white privilege taxers, that article.
[01:56:34.946 --> 01:56:37.267]  Feminists now urinate on themselves to battle men.
[01:56:37.327 --> 01:56:37.908]  I'm not kidding.
[01:56:37.928 --> 01:56:39.148]  That's a new article.
[01:56:39.749 --> 01:56:41.490]  Trans-Pacific Partnership deal reached.
[01:56:43.731 --> 01:56:47.714]  Lesbian Swedish Bishop wants Christian crosses removed from church to please Muslims.
[01:56:48.634 --> 01:56:49.635]  He can't make this up.
[01:56:50.355 --> 01:56:52.016]  Doctors Without Borders says U.S.
[01:56:52.076 --> 01:56:53.957]  airstrike hit hospital in Afghanistan.
[01:56:54.898 --> 01:56:59.220]  James Woods says hate crime massacre of Christians finally silences Obama.
[01:56:59.761 --> 01:57:01.742]  I want to continue with your calls just briefly.
[01:57:03.120 --> 01:57:09.983]  Prostagard, I believe, is one of the most powerful, affordable prostate formulas out there.
[01:57:10.103 --> 01:57:16.767]  And even the government, you can look this up, admits that Saw Palmetto has been proven to help the prostate and overall health and function.
[01:57:17.727 --> 01:57:21.349]  Such an important move on so many fronts.
[01:57:21.609 --> 01:57:22.889]  It's only $15.96 right now.
[01:57:22.909 --> 01:57:24.030]  That's 20% off.
[01:57:24.050 --> 01:57:24.730]  Folks, at $20, it's already
[01:57:30.638 --> 01:57:31.078]  Over the top.
[01:57:31.098 --> 01:57:34.339]  I mean, a bottle of Saw Palmetto from a leading competitor is over $29.
[01:57:34.499 --> 01:57:39.441]  They've got other multi-formulas that have got the same stuff we've got that are $35, $40.
[01:57:40.661 --> 01:57:45.243]  So, this is the same dose or more than leading competitors with everything in it from L-Tryptophan.
[01:57:47.278 --> 01:57:48.539]  Well, they'll trip the fans in the knockout.
[01:57:49.119 --> 01:57:51.541]  Let me go over all the listings things, the things that are in it.
[01:57:52.002 --> 01:57:58.026]  The Salt Palmetto, Lycopene, that's the key, Plant Sterols, Zinc, Vitamin D3, Selenium, Copper, and more.
[01:57:58.707 --> 01:58:01.469]  It's available at Infowarslife.com, 20% off right now.
[01:58:01.869 --> 01:58:04.411]  Introductory offer, $15.96.
[01:58:04.491 --> 01:58:07.093]  You cannot beat that deal this week.
[01:58:07.633 --> 01:58:09.635]  And we've got that while supplies last.
[01:58:09.655 --> 01:58:11.296]  We've got plenty of it, so it should last.
[01:58:11.596 --> 01:58:23.659]  What is going to run out, we think in about two to three days, is Survival Shield Nascent Iodine X2, the big game changer, the good halogen in the body that has just done incredible things in my life.
[01:58:23.699 --> 01:58:31.601]  You've heard the Ray Reviews on air, you can read the reviews or the testimonials, what people have to say, at Infowarslife.com, on a third-party site we link to.
[01:58:32.221 --> 01:58:34.942]  And your purchase funds this operation and what we're doing.
[01:58:36.522 --> 01:58:40.906]  And we've also got Liver Shield, part of the whole liver cleanse program, back in.
[01:58:41.266 --> 01:58:46.310]  Finally, it's a proprietary product, only we have it, along with the Oxy Powder.
[01:58:46.390 --> 01:58:50.073]  Infowarslife.com or 888-253-3139.
[01:58:50.113 --> 01:58:50.574]  Don't wait.
[01:58:50.874 --> 01:58:51.915]  It supports the broadcast.
[01:58:52.195 --> 01:58:53.256]  Plus, they're amazing products.
[01:58:53.576 --> 01:58:55.678]  Visit GCNlive.com today.
[01:58:58.522 --> 01:59:03.525]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[01:59:03.665 --> 01:59:09.548]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[01:59:09.768 --> 01:59:14.330]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[01:59:14.570 --> 01:59:17.892]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[01:59:18.132 --> 01:59:19.713]  No needles, no injections.
[01:59:20.093 --> 01:59:25.236]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[01:59:28.317 --> 01:59:29.258]  Brain Force is here.
[01:59:29.438 --> 01:59:31.560]  Ladies and gentlemen, I've been on this the last few months.
[01:59:31.660 --> 01:59:36.384]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of Brain Force.
[01:59:36.644 --> 01:59:39.826]  There's always hidden additives in your food, even organic food has hidden additives.
[01:59:39.947 --> 01:59:43.149]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[01:59:43.429 --> 01:59:45.231]  Ultimately, we've all been dumbed down to some degree.
[01:59:45.411 --> 01:59:49.454]  It doesn't have stimulants, it doesn't have garbage in it, it has natural things that do it clean.
[01:59:49.514 --> 01:59:55.119]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[02:00:00.487 --> 02:00:03.105]  You're listening to The Alex Jones Show.
[02:00:14.571 --> 02:00:18.753]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:19.393 --> 02:00:20.193]  You want answers?
[02:00:20.994 --> 02:00:21.854]  Well, so does he.
[02:00:22.535 --> 02:00:26.116]  He's Alex Jones on the GCN Radio Network.
[02:00:26.716 --> 02:00:30.778]  And now, live from Austin, Texas, Alex Jones.
[02:00:35.869 --> 02:00:40.733]  I was intending at the start of the next segment to get into deal reached on Pacific Rim Trade Pact.
[02:00:41.113 --> 02:00:42.074]  That's the Washington Post.
[02:00:42.514 --> 02:00:46.196]  But we've got callers who want to talk about it now, so I'm going to go to George in Connecticut here in just a moment.
[02:00:46.477 --> 02:00:48.958]  But I will detail it more at the start of the next segment.
[02:00:50.419 --> 02:00:51.840]  Everything about this is a deception.
[02:00:52.321 --> 02:00:54.682]  Mainstream media just always calls it a trade pact.
[02:00:54.763 --> 02:00:58.045]  It's global government, multinational treaty being ratified in secret.
[02:00:59.295 --> 02:01:07.741]  So they're getting it agreed to by all the major corporations and independent governments, the central governments, without the congresses or legislatures or parliaments involved.
[02:01:09.122 --> 02:01:23.953]  Then, they're moving it next month, or two and a half months from now, in December, to Paris, to officially ratify it at the UN, to get an agreement.
[02:01:26.565 --> 02:01:27.826]  And we're not allowed to see it.
[02:01:27.946 --> 02:01:29.488]  I mean, need I say more?
[02:01:30.749 --> 02:01:31.629]  Need I say more?
[02:01:32.430 --> 02:01:46.762]  It just shows the total totalitarian, command-and-control, authoritarian, tyrannical, oppressive, secretive, star-chamber nature of what's being established right now.
[02:01:47.803 --> 02:01:52.968]  But college kids are too busy learning about how to pour Drano in their eyes to be blind and trans-abled.
[02:01:53.905 --> 02:01:56.468]  That's what's taught at UT in the psychology department.
[02:01:57.068 --> 02:02:00.592]  About all the weirdnesses and how people have a right to it and how we should pay for it.
[02:02:00.612 --> 02:02:03.395]  I mean, this is just what goes on in America and worldwide now.
[02:02:06.458 --> 02:02:07.659]  Because it's an enemy takeover.
[02:02:09.561 --> 02:02:11.783]  Georgia and Connecticut on the TPP.
[02:02:12.144 --> 02:02:12.724]  Go ahead, sir.
[02:02:12.744 --> 02:02:13.025]  Welcome.
[02:02:14.042 --> 02:02:26.148]  Yeah, I think we should line up a lot of good speakers on that and see if we can get everybody to constantly bombard their legislatures and senators and congressmen to stop this in its track.
[02:02:26.629 --> 02:02:31.831]  Make them realize that we don't want this unless there's a referendum where the people can actually vote on this.
[02:02:31.871 --> 02:02:37.674]  Forget about the traitor politicians who vote everything against the people's will.
[02:02:37.694 --> 02:02:40.276]  That's right, they've never voted down a trade authority, ever.
[02:02:40.876 --> 02:02:44.822]  And so what they gave the president was fast track, but they said, don't worry, we'll now review it.
[02:02:44.862 --> 02:02:50.791]  But they still can't see it, other than senior members for one hour in a locked room, with no photography.
[02:02:50.992 --> 02:02:52.274]  I mean, this is crazy!
[02:02:54.307 --> 02:03:06.779]  The type of people we should be lining up is Pat Buchanan, Nader, because I just saw him up at, what is it, your economic guy, Silente.
[02:03:07.260 --> 02:03:08.801]  He had a peace demonstration up there.
[02:03:09.141 --> 02:03:09.962]  He's against this.
[02:03:09.982 --> 02:03:11.344]  He has a big website on that.
[02:03:11.884 --> 02:03:21.651]  Virtually, left to right, the people, if you align these people up... That's right, left to right, it is the most unpopular issue, it's like 87% of Americans, 89% don't like it.
[02:03:22.011 --> 02:03:27.175]  So, it's all secret, because it's illegal, it's secret, it's pure bull, it's unconstitutional.
[02:03:27.475 --> 02:03:31.678]  So, the government's almost unanimous, because we're almost unanimous against it.
[02:03:31.918 --> 02:03:35.260]  It's called a power grab, it's called a takeover, it's called epic.
[02:03:35.660 --> 02:03:40.704]  I mean, it just shows how flamingly authoritarian these scumbags are.
[02:03:42.701 --> 02:03:58.109]  I think we should make it clear that we're going to pass legislative laws in the states to call them out and make them prisoners and basically jail these sons of bitches if they keep passing these types of laws that are totally against the people's will.
[02:03:58.189 --> 02:03:59.710]  Yeah, I think that's what we call this piece.
[02:03:59.870 --> 02:04:01.631]  Jail the TPP sons of bitches.
[02:04:02.671 --> 02:04:13.301]  But you know, I want to be honest, insulting women who had kids out of wedlock, I'm not saying it's a great thing, but you know, these guys are beyond bastard sons of bitches.
[02:04:15.683 --> 02:04:17.205]  Right, right.
[02:04:17.225 --> 02:04:19.447]  We lose terminology for these type of people.
[02:04:19.787 --> 02:04:23.671]  I mean, they're beyond the scope of the imagination even of our ancestors.
[02:04:24.468 --> 02:04:31.696]  They are so traitorous, because we produce so much wealth, the world's so complex, criminals can hide in the complexity.
[02:04:32.117 --> 02:04:44.490]  But now the crime has gotten so big, there's this complexity sitting in front of it, but the crime's 20 times bigger, so the complexity doesn't hide it anymore, we're just looking at it, and it's gotten so arrogant, so crazy, so wild,
[02:04:45.071 --> 02:04:52.916]  You know, I mean, like I said earlier, Pepsi has baby flavoring, body parts sales, they're keeping prisoners alive and harvesting their organs piece by piece in China.
[02:04:52.936 --> 02:04:56.658]  You know, they're trying to teach our five-year-olds how to masturbate in school.
[02:04:56.718 --> 02:04:58.480]  I mean, it's just like, stop it!
[02:04:59.060 --> 02:05:00.561]  Stop it, you crazy people!
[02:05:00.761 --> 02:05:02.682]  Pouring bleach in their eyes on television.
[02:05:03.002 --> 02:05:04.103]  How wonderful it all is.
[02:05:04.163 --> 02:05:05.324]  I mean, it's just crazy.
[02:05:05.724 --> 02:05:06.184]  We'll be back.
[02:05:06.204 --> 02:05:06.625]  Stay with us.
[02:05:08.632 --> 02:05:10.613]  Kit Daniels, Infowars.com.
[02:05:10.793 --> 02:05:15.274]  CNN reportedly altered the photo of the biracial organ shooter to make him look more white.
[02:05:15.634 --> 02:05:17.955]  That's a shocking revelation, so let me repeat that.
[02:05:18.215 --> 02:05:23.757]  CNN apparently doctored the photo of the biracial organ shooter, Christopher Mercer, to make people think he's Caucasian.
[02:05:23.937 --> 02:05:32.500]  Mercer uploaded a selfie to social media, but when CNN used the photo in its news broadcast, Mercer's skin tone had dramatically changed to that of a white man.
[02:05:32.700 --> 02:05:36.982]  Furthermore, CNN did not show photos of Mercer's mother, who's African-American.
[02:05:37.202 --> 02:05:43.027]  And the network also didn't report that Mercer was involved in a school play, which contradicts the media's claim that he was a loner.
[02:05:43.227 --> 02:05:44.068]  Why would they do that?
[02:05:44.268 --> 02:05:50.413]  Because a biracial Oregon shooter does not fit into the establishment's propaganda that mass shooters are white racist men.
[02:05:50.614 --> 02:05:57.960]  They also don't want you to know that Mercer was associated with the Black Lives Matter movement, because it would be a political nightmare for Obama if the public knew the truth.
[02:05:58.200 --> 02:06:04.604]  It'd be hard for him to demand more gun control if more people started to realize that President Obama is fueling racial division across the U.S.
[02:06:04.824 --> 02:06:08.066]  Once again, this is Kit Daniels with InfoWars.com and PrisonPlanet.tv.
[02:06:08.407 --> 02:06:09.187]  Alex Jones here.
[02:06:09.347 --> 02:06:25.878]  InfoWarsStore.com is now partnering with the top-of-the-line storable food company, My Patriot Supply, to bring you the highest quality, freshest, longest-lasting, most affordable storable foods, private-labeled, from InfoWarsSelect.com at the lowest price you're gonna find anywhere.
[02:06:25.998 --> 02:06:27.559]  The globalists want us dependent.
[02:06:27.739 --> 02:06:29.220]  We need to be self-sufficient.
[02:06:29.340 --> 02:06:34.564]  And if you don't have high-quality, long-lasting, storable foods, I believe you're making a huge mistake.
[02:06:34.704 --> 02:06:37.205]  My goal is to find the best deals and bring it to you.
[02:06:37.385 --> 02:06:42.529]  Now is the time to take action and to secure your pantry for any emergency.
[02:06:42.609 --> 02:06:46.371]  You can buy all the great MyPatriotSupply products at InfoWarsTore.com.
[02:06:46.431 --> 02:06:49.873]  They're the exact same products inside InfoWarsSelect.com.
[02:06:49.973 --> 02:06:53.756]  Visit InfoWarsSelect.com or InfoWarsTore.com today
[02:06:53.976 --> 02:06:56.659]  To check out the amazing deals for yourself.
[02:06:56.980 --> 02:07:02.646]  Secure you and your family's needs today at InfoWarsStore.com with InfoWars Select.
[02:07:02.826 --> 02:07:07.852]  That's InfoWarsSelect.com or 888-253-3139.
[02:07:08.273 --> 02:07:12.397]  Many of the products at InfoWarsLife.com are true game changers.
[02:07:12.577 --> 02:07:13.819]  They are compound
[02:07:13.899 --> 02:07:14.179]  We're good.
[02:07:42.188 --> 02:07:47.890]  And you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[02:07:48.030 --> 02:07:51.210]  And the final reason to try X2 is that it's so hard to keep in stock.
[02:07:51.330 --> 02:07:55.332]  We ordered the biggest shipment ever six months ago and that is about to sell out.
[02:07:55.512 --> 02:07:57.632]  It may be a month or two until more comes in.
[02:07:57.832 --> 02:08:04.794]  I want to challenge all of you in the next week to stock up on Survival Shield X2 today at InfoWarsLife.com or by calling 888-253-3139.
[02:08:12.441 --> 02:08:14.642]  He aligns himself with the truth.
[02:08:14.882 --> 02:08:17.564]  And it's time for you to choose a side.
[02:08:18.084 --> 02:08:20.505]  You're listening to Alex Jones.
[02:08:21.946 --> 02:08:33.713]  This magic moment So different and so new Wasn't like any other Until I kissed you
[02:08:39.480 --> 02:08:45.284]  Well, here's the headline, ladies and gentlemen, as we enter the third hour.
[02:09:01.929 --> 02:09:06.291]  Delta Force considered staging fake hijacking after 9-11.
[02:09:06.791 --> 02:09:29.100]  I want to get into the story because it ties into a lot of other issues and then I'm going to get back into the TPP being agreed to in secret by major corporations and governments but still the American people and other nations populations are not allowed to see the secret global treaties that are not trade deals that are global government.
[02:09:30.080 --> 02:09:31.121]  So that's all coming up.
[02:09:31.977 --> 02:09:38.359]  But first off, Delta Force considered staging fake hijacking after 9-11.
[02:09:38.699 --> 02:09:40.980]  Now, why is this so important?
[02:09:41.880 --> 02:09:56.525]  Even though we're 14 years after 9-11, you can go pull up my films, Road to Tyranny, Masters of Terror and such, and you can see all the news articles and video clips from mainstream news, even in those films, and you can even search the web and go to the Google
[02:09:58.030 --> 02:10:25.280]  Archive and find ABC News, USA Today, and even CNN admitting that the Pentagon staged dozens of drills, the CIA multiple drills, where hijackers tried to hijack American and United aircraft in the two years before 9-11 in simulated drills.
[02:10:27.352 --> 02:10:38.383]  Now that's a big deal, because on the morning of 9-11 they were running drills of hijackers trying to take over aircraft, but the specific details of that remain classified.
[02:10:38.943 --> 02:10:40.525]  That's even in the New York Times.
[02:10:43.308 --> 02:10:50.615]  And we know that Mohammed Adda and the other supposed 19 hijackers, 15 of them that came from Saudi Arabia, we know
[02:10:52.014 --> 02:10:56.036]  That those very individuals were at the Defense Language School.
[02:10:56.437 --> 02:11:01.520]  Colonel Butler, the head of the school, went public and said, I don't know what's going on, but three of these guys were trained here.
[02:11:02.060 --> 02:11:04.421]  One of them was in my class just a few years ago.
[02:11:04.862 --> 02:11:05.722]  Something's happening.
[02:11:06.062 --> 02:11:08.824]  We know they had passports and they were allowed to travel in and out of the country.
[02:11:09.044 --> 02:11:12.846]  I've had the former head of the visa section from Jeddah, Saudi Arabia on, Springman.
[02:11:13.707 --> 02:11:18.270]  They were ordered to let these guys into the country, even though they were flagged as terrorists and were told they're working with the CIA.
[02:11:20.017 --> 02:11:25.620]  So you leap forward to Christmas a few years ago, what, four or five years ago, with the underwear bomber.
[02:11:27.701 --> 02:11:28.322]  Muttalib.
[02:11:29.282 --> 02:11:30.823]  His dad's this top ambassador.
[02:11:31.103 --> 02:11:32.684]  He is clearly drugged on the plane.
[02:11:32.744 --> 02:11:33.485]  Witnesses see it.
[02:11:34.005 --> 02:11:34.965]  Someone from the U.S.
[02:11:34.985 --> 02:11:37.467]  government in Amsterdam orders them to let him on the plane.
[02:11:38.444 --> 02:11:39.366]  He then stands up.
[02:11:39.406 --> 02:11:40.829]  A man gets up and starts videotaping.
[02:11:40.849 --> 02:11:41.530]  It's all staged.
[02:11:41.871 --> 02:11:43.534]  A firecracker goes off in his pants.
[02:11:43.894 --> 02:11:49.685]  They then use that as a way to bring in the naked body scanners and more security against the American people themselves.
[02:11:52.264 --> 02:11:54.366]  Well now we have the New York Post.
[02:11:54.526 --> 02:12:06.538]  Delta Force considered staging fake hijacking after 9-11 as a false flag to tell the public Delta Force was on all the planes as pure security theater.
[02:12:06.558 --> 02:12:08.199]  This is admitted now.
[02:12:10.542 --> 02:12:13.224]  To scare people from ever hijacking planes.
[02:12:13.264 --> 02:12:15.827]  Now that's the cover story because they know this is coming out.
[02:12:17.057 --> 02:12:28.125]  No, it was gonna be done so they could sell more security and put real military on all the aircraft and get the army involved, not just the air marshals.
[02:12:29.046 --> 02:12:34.530]  And I know about this because I was told this by someone in the federal government back in 2003.
[02:12:36.291 --> 02:12:37.352]  Now, let's go further.
[02:12:39.253 --> 02:12:43.016]  Delta Force, and I'll never forget Esquire was here,
[02:12:45.492 --> 02:12:47.294]  I don't know, like two years ago doing a cover story.
[02:12:47.314 --> 02:12:48.155]  You can go read it.
[02:12:49.917 --> 02:12:52.780]  And this guy's dad was the CIA section chief.
[02:12:53.100 --> 02:12:54.802]  He's the top profiler in the country.
[02:12:56.363 --> 02:13:00.546]  He shows up, he goes, I agree with some of what you say, but not a lot of it, and I'm gonna prove you wrong on this stuff.
[02:13:01.026 --> 02:13:04.529]  He goes, there was no Delta Force running the Seattle thing.
[02:13:04.669 --> 02:13:06.470]  I was there, they didn't stage the riots.
[02:13:06.951 --> 02:13:13.055]  And I went, here's four newspapers, Seattle Post-Intelligencer, Seattle Times, and two others, all admitting it.
[02:13:13.075 --> 02:13:15.397]  And he went, oh my God, I was there and didn't know this.
[02:13:16.077 --> 02:13:18.139]  I go, here's the police chief came on my show and talked about it.
[02:13:18.339 --> 02:13:19.320]  Here's a film I made.
[02:13:19.340 --> 02:13:21.881]  And he went, oh my God, I can't believe this is true.
[02:13:21.982 --> 02:13:25.144]  Then he started checking everything I was saying and found out basically it was all true.
[02:13:28.049 --> 02:13:29.690]  It was going to be probably a cover story.
[02:13:30.651 --> 02:13:35.094]  He goes, they're not even going to publish it now, maybe, I mean, because I'm not attacking you basically enough.
[02:13:36.454 --> 02:13:41.718]  But he was so prestigious, he does all the Tom Cruise interviews, all of them, that basically they published the article.
[02:13:43.679 --> 02:13:44.780]  They published the article.
[02:13:46.482 --> 02:13:48.423]  But I got a call from Esquire.
[02:13:48.463 --> 02:13:50.624]  They said, look, we want you to do one of those wild man poses you do.
[02:13:51.124 --> 02:13:52.225]  We need to balance this out.
[02:13:52.265 --> 02:13:57.407]  This is too, at least they were honest when the photographer came and I said, OK, I'll do a monster face for you.
[02:13:58.028 --> 02:13:59.128]  And you call that selling out.
[02:13:59.168 --> 02:13:59.568]  It's not.
[02:13:59.648 --> 02:14:01.529]  I played ball because it's a waste.
[02:14:01.569 --> 02:14:03.210]  I've had him not do other big stories.
[02:14:03.811 --> 02:14:06.012]  And I knew that just bring people into the show anyways.
[02:14:06.352 --> 02:14:10.394]  So I, you know, did a, you know, war growl face.
[02:14:10.414 --> 02:14:11.714]  I mean, I really do that anyway.
[02:14:11.774 --> 02:14:12.595]  So why not do it?
[02:14:13.871 --> 02:14:18.615]  It's an aspect of who I am, and they stuck it at the very back of the magazine.
[02:14:21.777 --> 02:14:22.858]  The very back of the magazine.
[02:14:25.840 --> 02:14:32.345]  But that guy had enough power to where he could basically threaten to get really upset and talk about it, they didn't put it in there.
[02:14:33.496 --> 02:14:40.219]  When it was the Wall Street Journal, or the New York Times, or the Washington Post, you know what happens when they want to do a profile now?
[02:14:40.939 --> 02:14:42.480]  Or Atlantic Monthly?
[02:14:43.000 --> 02:14:48.603]  I go, you won't be allowed to publish your piece if it's not a complete deceptive piece of garbage.
[02:14:49.643 --> 02:14:59.568]  And they come here, they do the piece, and they go, oh my gosh, in my 10 years, my 30 years, my 40 years, I've never seen them do this on a story.
[02:14:59.988 --> 02:15:01.409]  They're not going to publish it.
[02:15:02.830 --> 02:15:07.134]  They shot a five-part series, the highest budget ever for Discovery Channel that I was in.
[02:15:07.795 --> 02:15:10.458]  I spent months in like 2006 shooting it.
[02:15:12.300 --> 02:15:13.821]  With the, what's his name, Bulger?
[02:15:13.841 --> 02:15:14.502]  Belger guy?
[02:15:14.542 --> 02:15:16.344]  He's won like, you know, top awards.
[02:15:16.985 --> 02:15:19.627]  Made Brother's Keeper, all that, some kind of monster with Metallica.
[02:15:19.647 --> 02:15:20.969]  He's been on the show.
[02:15:21.209 --> 02:15:21.870]  Really nice guy.
[02:15:22.730 --> 02:15:23.952]  He didn't make me look like a kook.
[02:15:23.992 --> 02:15:25.473]  I mean, there was some stuff where I was goofy.
[02:15:25.553 --> 02:15:26.014]  I am goofy.
[02:15:28.325 --> 02:15:33.546]  He came to me and he said, will you be willing to let some Fox News people reshoot some of this?
[02:15:33.706 --> 02:15:35.747]  Well, Fox News wasn't involved, that's what they wanted to counter me.
[02:15:36.347 --> 02:15:39.107]  And to battle some pundits to add to this.
[02:15:39.748 --> 02:15:41.828]  And I said, because they say it's too one-sided.
[02:15:41.848 --> 02:15:42.508]  And I said, sure.
[02:15:43.048 --> 02:15:46.309]  He comes back a week later, he goes, you know what, I have integrity, I'm not doing it.
[02:15:49.990 --> 02:15:55.491]  And so the whole piece was shelved and they killed it because he wouldn't re-edit it and turn it into a fraud.
[02:15:57.839 --> 02:16:03.402]  So, if people want to know about control out there, they sent Homeland Security.
[02:16:04.583 --> 02:16:11.547]  I'm not even supposed to get into this because I was told all of this in confidence, but I don't think it's really right that people don't know about this.
[02:16:11.567 --> 02:16:21.993]  Let me tell you this, there was a lot more went on to kill Jesse Ventura's FEMA show that I basically wrote, and that one piece, that was like 80% Alex Jones.
[02:16:23.436 --> 02:16:28.180]  It aired one time, folks, and there was congressional hearings on it and everything, because it was so accurate.
[02:16:28.200 --> 02:16:32.503]  There was a lot of stuff going on behind the scenes people don't even know about.
[02:16:32.523 --> 02:16:35.905]  Let me tell you, this government wants to take over.
[02:16:36.205 --> 02:16:37.667]  It wants to shut this show down.
[02:16:37.967 --> 02:16:39.208]  It wants to arrest people.
[02:16:39.568 --> 02:16:40.088]  It's evil.
[02:16:41.930 --> 02:16:46.153]  And so, that's the rest of the story on all of this.
[02:16:48.681 --> 02:16:52.644]  And this is now leaking about the Delta Force doing all this.
[02:16:53.305 --> 02:16:55.026]  The rest is a story about Seattle.
[02:16:57.388 --> 02:17:03.453]  I've gone up against Navy SEALs and Delta Force, and I didn't know what was going on when this was all first happening.
[02:17:04.774 --> 02:17:06.935]  Setting fires and trying to blame me.
