[00:00:06.583 --> 00:00:08.144]  Oh, baby!
[01:29:06.260 --> 01:29:09.384]  I'm all out of bubble gum!
[01:29:09.384 --> 01:29:11.826]  Time to take a stand, boys!
[01:29:11.826 --> 01:29:15.791]  Again, they... They... You need to stand up against they.
[01:29:15.791 --> 01:29:17.052]  And I... Yes.
[01:29:17.052 --> 01:29:18.454]  Yes is the answer.
[01:29:18.454 --> 01:29:21.877]  Coming into that tunnel, it's like where the Illuminati have their meetings.
[01:29:23.234 --> 01:29:25.015]  Anything that you don't think about those meetings?
[01:29:25.015 --> 01:29:26.816]  I don't know anything about them.
[01:29:26.816 --> 01:29:30.439]  I like to go in there and say hi to those guys.
[01:29:30.439 --> 01:29:33.601]  Well, Sean, I bet you know about those meetings.
[01:29:33.601 --> 01:29:36.342]  I haven't been invited yet, but I think it's time he and I do a movie.
[01:29:36.342 --> 01:29:37.783]  And we'll go chew gum together.
[01:29:37.783 --> 01:29:38.324]  There you go.
[01:29:38.324 --> 01:29:39.164]  Have some fun.
[01:29:39.164 --> 01:29:41.586]  Well, folks, Rowdy, Sean, stay there.
[01:29:41.586 --> 01:29:42.847]  I'm going to say bye to you at the end of the show.
[01:29:42.847 --> 01:29:44.448]  This has been an amazing interview.
[01:29:44.448 --> 01:29:46.209]  Thank you both for your time.
[01:29:46.209 --> 01:29:48.010]  And Mr. Piper, it's good to know you.
[01:29:49.738 --> 01:29:52.722]  We're on the march, the empire's on the run.
[01:29:52.722 --> 01:29:56.327]  Alex Jones and the GCN Radio Network.
[01:30:00.518 --> 01:30:07.723]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:30:07.723 --> 01:30:17.350]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:30:17.350 --> 01:30:25.335]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[01:30:25.615 --> 01:30:35.267]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[01:30:35.267 --> 01:30:42.155]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:30:42.395 --> 01:30:52.441]  Now more than ever it's important to stock up on high quality silver bullet from Infowarslife.com and to help others during Christmas by teaching them about the powerful benefits of silver.
[01:30:52.441 --> 01:30:56.783]  Secure your silver bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[01:31:00.433 --> 01:31:05.034]  The average person's life is filled with unexpected challenges.
[01:31:05.034 --> 01:31:11.395]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:31:11.395 --> 01:31:20.817]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:31:20.817 --> 01:31:25.638]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[01:31:30.404 --> 01:31:34.046]  The government's Department of Homeland Security is buying up loads of ammo.
[01:31:34.046 --> 01:31:38.329]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:31:38.329 --> 01:31:40.110]  Can you put two and two together?
[01:31:40.110 --> 01:31:45.454]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds.
[01:31:45.454 --> 01:31:47.975]  It's reasonably priced and fully legal.
[01:31:47.975 --> 01:31:49.116]  But for how long?
[01:31:49.116 --> 01:31:51.317]  Go to InfidelBodyArmor.com.
[01:31:51.317 --> 01:31:55.760]  Spelled I-N-F-I-D-E-L BodyArmor.com.
[01:31:55.760 --> 01:31:57.621]  Infidel Body Armor.
[01:31:57.621 --> 01:31:58.562]  Just won't quit.
[01:32:00.154 --> 01:32:02.836]  Every year we make resolutions to lose weight and get in shape.
[01:32:02.836 --> 01:32:04.257]  And the truth is, it's hard.
[01:32:04.257 --> 01:32:05.918]  Even with diet and exercise.
[01:32:05.918 --> 01:32:11.121]  Because of toxic food in our environment that is stressing our bodies more than ever before.
[01:32:11.121 --> 01:32:17.946]  Working with experts in nutrition and biochemistry, I found that super high quality nutraceuticals, in addition to my diet and exercise,
[01:32:18.246 --> 01:32:20.487]  Worthy answers that synergistically worked.
[01:32:20.487 --> 01:32:27.310]  I can see the drastic changes every day with the amount of weight I've lost, my increased stamina, and more of a twinkle in my eye.
[01:32:27.310 --> 01:32:33.233]  That's why we are now so excited to launch the InfoWars Life Resolution Pack, combining three essential formulations.
[01:32:33.713 --> 01:32:41.615]  Oxygen-Based Cleanser Oxy-Powder, the Secret 12 Bioavailable Vitamin B12, and your choice of Super Female or Super Male Vitality.
[01:32:41.615 --> 01:32:48.577]  Now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success.
[01:32:48.577 --> 01:32:49.757]  That's Infowarslife.com or 888-253-3139.
[01:32:49.757 --> 01:32:52.878]  2015 is the year to do it, and it all starts at Infowarslife.com.
[01:33:04.366 --> 01:33:07.933]  Crashing through the lies and disinformation.
[01:33:07.933 --> 01:33:12.080]  It's Alex Jones on the GCN Radio Network.
[01:33:16.152 --> 01:33:27.059]  One of the fun parts about this job, trying to be a watchman on the wall, as imperfect as I am, is that I have been contacted and reached out to by so many amazing people.
[01:33:27.059 --> 01:33:28.340]  And one of them is Willie Nelson.
[01:33:28.340 --> 01:33:33.844]  I've been to his house repeatedly, played chess with him, hung out, been around on the bus, been to concerts.
[01:33:33.844 --> 01:33:41.389]  I met him one time when I was sitting there signing DVDs at Alamo Drafthouse on South Lamar in Austin.
[01:33:41.389 --> 01:33:42.249]  This has got to be like 2000
[01:33:44.418 --> 01:33:45.318]  Five or something.
[01:33:45.318 --> 01:33:50.500]  This interview you're about to hear is from 2008, and Willie Nelson is like 81 years old.
[01:33:50.500 --> 01:33:53.821]  He's still pretty much there, but not like he was back then.
[01:33:53.821 --> 01:33:56.402]  Plus, he smokes a lot of marijuana, but he's a great guy.
[01:33:56.402 --> 01:34:00.283]  Comes from the same area, Texas, my dad does.
[01:34:00.283 --> 01:34:03.624]  I just say that because there's a lot of Willie Nelson types, you know, out in the hills.
[01:34:03.624 --> 01:34:07.065]  He calls himself a hillbilly, and I guess I'm a little bit hillbilly.
[01:34:07.065 --> 01:34:10.646]  But all of a sudden, walking around the counter to where I'm at is Willie Nelson, and he shakes my hand.
[01:34:11.570 --> 01:34:15.452]  Buys an in-game DVD and says, give me your phone number.
[01:34:15.452 --> 01:34:26.859]  So I give him my phone number and about six months later, my producer during the show would have my phone, people calling it, and he goes, yeah, it's Willie Nelson.
[01:34:26.859 --> 01:34:28.179]  He wants to talk to you during a break.
[01:34:28.179 --> 01:34:31.041]  And I get on and goes, hi, this is Willie.
[01:34:31.041 --> 01:34:32.542]  I really liked your film, In Game.
[01:34:32.542 --> 01:34:37.785]  You know, we need to get together sometime, have a concert or something to wake people up about 9-11 and what's happened to this country.
[01:34:40.251 --> 01:34:41.913]  Again, Bush was a tyrant.
[01:34:41.913 --> 01:34:43.854]  Obama's been, in many ways, even worse.
[01:34:43.854 --> 01:34:47.718]  But the point is, is that Willie Nelson spoke out against Bush and his tyranny.
[01:34:47.718 --> 01:34:50.840]  And he said that he's been, you know, displeased with some of the things Obama's done as well.
[01:34:50.840 --> 01:34:52.862]  But it was just fun to get to know Willie Nelson.
[01:34:52.862 --> 01:34:54.583]  And then Ventura came down a few times.
[01:34:54.583 --> 01:34:57.005]  We hung out with Nelson as well.
[01:34:57.005 --> 01:34:59.508]  It's just good to know these mavericks.
[01:34:59.508 --> 01:35:00.769]  Folks that are really different.
[01:35:01.739 --> 01:35:07.262]  Uh, and that are true bonafide originals and Willie Nelson is one of those.
[01:35:07.262 --> 01:35:16.626]  So here's an excerpt of one of many interviews I've done, uh, with Mr. Nelson and then Russell Brand, the big global firebrand comedian, the one that was married to Katy Perry.
[01:35:16.626 --> 01:35:18.467]  I learned that he and her both listen to the show.
[01:35:18.467 --> 01:35:22.930]  I've had Katy Perry's dad on just showing you how many people are awake to the new world order.
[01:35:22.930 --> 01:35:24.010]  Here is Willie Nelson.
[01:35:24.010 --> 01:35:25.431]  Mr. Nelson, thank you for joining us.
[01:35:26.480 --> 01:35:27.721]  Oh, my pleasure, Alex.
[01:35:27.721 --> 01:35:29.162]  It's good to be on your show.
[01:35:29.162 --> 01:35:30.782]  I hope you're doing good.
[01:35:30.782 --> 01:35:32.703]  Man, it's the best of times, the worst of times.
[01:35:32.703 --> 01:35:33.304]  Life's great.
[01:35:33.304 --> 01:35:35.145]  It's beautiful in Austin, Texas.
[01:35:35.145 --> 01:35:37.186]  We've got great people like Willie Nelson out there.
[01:35:37.186 --> 01:35:44.310]  I wanted to get you on to get your take on Dennis Kucinich and impeachment and find out if you're supporting it and if so, why.
[01:35:45.774 --> 01:35:56.627]  Well first of all Dennis Kucinich is a great friend of mine and I've supported him ever since I've known him and I've always admired him.
[01:35:58.175 --> 01:36:01.658]  I wrote the song you just played a while ago, Whatever Happened to Peace on Earth.
[01:36:01.658 --> 01:36:03.780]  I wrote that for Denny Kucinich's campaign.
[01:36:18.732 --> 01:36:28.242]  And it pretty much tells where we are today, just how much is a human life worth, how much all is a human life worth these days.
[01:36:28.242 --> 01:36:32.888]  There has to be a price tag on it or else we wouldn't be going around the world killing people overall.
[01:36:34.089 --> 01:36:38.193]  I love the way Dennis is handling the impeachment thing.
[01:36:38.193 --> 01:36:49.624]  I think he's got, what, 54 impeachment charges against George and there's probably another 54 laying around out there if he wants to go get them.
[01:36:50.493 --> 01:36:51.013]  Absolutely.
[01:36:51.013 --> 01:36:52.434]  He first introduced 35.
[01:36:52.434 --> 01:36:55.956]  Instead of Congress didn't act, he would add more, and he has.
[01:36:55.956 --> 01:37:09.945]  He did pressure them, the Democratic Congress that was supposedly elected to punish Bush's crimes and end the war, now becoming very transparent that they're in the same military-industrial complex hip pocket of those special interests.
[01:37:09.945 --> 01:37:19.071]  But he was able to get the Judiciary Committee to hear his charges coming up this Friday, and I just wanted to put the call out
[01:37:19.858 --> 01:37:29.205]  For everybody to call the House Judiciary Committee and to call all of their members of Congress and tell them, look, it's admitted that the wiretapping of U.S.
[01:37:29.205 --> 01:37:32.067]  citizens without warrants each counts a felony.
[01:37:32.067 --> 01:37:38.892]  It's admitted that lying about WMDs in Iraq, and it's come out, we have the White House documents that they knew they were lying, those are felonies.
[01:37:39.565 --> 01:37:40.626]  I don't know what.
[01:37:40.626 --> 01:37:53.713]  The main thing that bothers me, I think, is the fact that anyone in this country can get by with murder if they happen to be the President of the United States and have all of the government behind them.
[01:37:53.713 --> 01:37:55.154]  And I don't think that's right.
[01:37:55.154 --> 01:37:59.677]  I think if, you know, if I get caught on the street smoking a joint, I'm going to jail.
[01:37:59.677 --> 01:38:04.620]  Of all the articles of impeachment, which ones do you think are most important?
[01:38:05.245 --> 01:38:12.008]  Well, I probably couldn't name the articles of impeachment by name, but I do know that it was wrong for him to go to war.
[01:38:12.008 --> 01:38:21.012]  I do know that a lot of our guys and gals have lost their lives and lives have been ruined forever because of the law that he broke.
[01:38:21.012 --> 01:38:28.655]  And for that alone, he should have to pay for it in some way.
[01:38:28.655 --> 01:38:30.556]  Impeachment seems like a minor way.
[01:38:31.537 --> 01:38:40.368]  Uh, you know, the guy's going to be out of office in a while and I'm sure there's a lot of people are going to follow him around and try to charge him with all kinds of things, even after he leaves office.
[01:38:40.368 --> 01:38:47.277]  But the point that you brought out, the fact that we're so close to a war with Iran,
[01:38:47.777 --> 01:38:51.881]  And that anything this guy does between now and election day could spark it.
[01:38:51.881 --> 01:38:56.426]  I think an impeachment hearing between now and then might slow the guy down.
[01:38:56.426 --> 01:39:03.392]  It might get the attention of the world and us on trying to stop a guy who's really intent on starting a war.
[01:39:04.233 --> 01:39:04.793]  Well, you're right.
[01:39:04.793 --> 01:39:09.276]  And it also shows the world that we're serious about getting our name back.
[01:39:09.276 --> 01:39:13.798]  I mean, we've always been known, not as being perfect, but as the good guys.
[01:39:13.798 --> 01:39:15.759]  And now we are... We don't have to do that.
[01:39:15.759 --> 01:39:25.204]  We might, you know... In fact, I think we should set ourselves up as the world's peacemakers, not the world's warmongers.
[01:39:25.204 --> 01:39:27.465]  There is a place in the world for a peacemaker.
[01:39:27.465 --> 01:39:28.126]  We all know that.
[01:39:29.093 --> 01:39:36.560]  Absolutely, so I think it's important for the world to see that the American people are at least attempting to see that justice is done.
[01:39:36.560 --> 01:39:37.881]  Absolutely.
[01:39:37.881 --> 01:39:47.270]  Now you were right, that is the second article of impeachment is falsely, systematically and with criminal intent conflating the attacks of September 11th with
[01:39:50.262 --> 01:39:56.608]  A mispresentation of Iraq as a security threat, as part of a fraudulent justification for the war of aggression.
[01:39:56.608 --> 01:40:02.372]  And we now have the memos, the White House memos and others, where they knew Iraq had nothing to do with it.
[01:40:02.372 --> 01:40:06.036]  Of course, they knew that from day one, being the authors of the attacks, the 9-11 attacks.
[01:40:06.036 --> 01:40:08.698]  But that they were going to go out and sell the public on this.
[01:40:08.698 --> 01:40:13.182]  And now, conservatively, there's a million dead Iraqis because of this.
[01:40:13.182 --> 01:40:17.806]  I mean, this is Nazi-level, World War II-level crimes.
[01:40:20.109 --> 01:40:22.890]  No, this is very, very serious.
[01:40:22.890 --> 01:40:28.472]  There's a lot of people dying today because of that huge law that he broke.
[01:40:28.472 --> 01:40:30.533]  And no, I don't think he should get by with it.
[01:40:30.533 --> 01:40:32.614]  I don't think any of those guys are in there.
[01:40:32.614 --> 01:40:34.375]  And he's not the only one.
[01:40:34.375 --> 01:40:36.736]  He's just the puppet on the string.
[01:40:36.736 --> 01:40:43.538]  There's a lot of people telling him what to do, and they're using small words and big letters so he can get it said.
[01:40:43.538 --> 01:40:47.040]  But there's people behind him telling him what to do.
[01:40:47.898 --> 01:40:55.143]  Would you like to see the New World Order puppeteers controlling the marionette to be brought to justice as well, Willie?
[01:40:55.143 --> 01:40:56.103]  I think they have to.
[01:40:56.103 --> 01:40:57.724]  You just can't bring in the puppet.
[01:40:57.724 --> 01:40:59.926]  You've got to bring in the guys pulling the strings.
[01:40:59.926 --> 01:41:09.192]  The press wasn't perfect back in the 70s, back in 73, 74, but at least they did cover the investigation and the movement towards impeachment with Richard Nixon.
[01:41:09.192 --> 01:41:17.297]  I think that's the missing link here, is that the media, you're seeing almost no coverage of what Congressman Kucinich and all of his co-sponsors are doing.
[01:41:17.777 --> 01:41:28.841]  Well, yeah, that's another problem that we have, is getting the message across because the media people seem to be happy just telling the other side.
[01:41:28.841 --> 01:41:33.023]  You know, they know that they'll get in trouble themselves.
[01:41:33.023 --> 01:41:36.024]  They'll lose their jobs if they start talking like you and I are doing.
[01:41:36.244 --> 01:41:44.606]  Shifting gears into the economy, you know, you've been involved with Farm Aid and so much more, aware of how this international bank, central banks operate.
[01:41:44.606 --> 01:42:00.449]  We've got the IMF and World Bank documents where they admit they are engineering the implosion in our economy so they can consolidate wealth and basically repossess America, come in and buy all of our companies, Anheuser-Busch, real estate, car companies.
[01:42:00.449 --> 01:42:01.970]  Willie Nelson, what's your take on that?
[01:42:01.970 --> 01:42:03.210]  What's happening right now with the economy?
[01:42:03.450 --> 01:42:06.691]  Well, I can see where they've done it with the farmers.
[01:42:06.691 --> 01:42:21.678]  We used to have 8 million small family farmers out there and through various techniques, illegal and whatever, they have taken back over 6 million of those small family farms and they've done it by doing exactly what you said.
[01:42:21.678 --> 01:42:29.982]  They dropped the prices on everything, putting farmers out of business all over the world just so they can pick up the land and use it to their advantage.
[01:42:31.023 --> 01:42:33.145]  The big corporations want to do it all.
[01:42:33.145 --> 01:42:36.147]  They want to put all the small family farmers out of business.
[01:42:36.147 --> 01:42:45.836]  And I still think that this whole thing, our entire economy, that agriculture is the bottom rung on our economic ladder.
[01:42:45.836 --> 01:42:49.899]  And the farmer is our backbone of that economic ladder.
[01:42:49.899 --> 01:42:53.503]  So we have to bring the farmer back, the small family farmer.
[01:42:53.503 --> 01:42:57.126]  We have to start thinking locally, sustainable agriculture.
[01:42:57.845 --> 01:43:05.887]  Since you last came on the show and went public for 9-11 Truth, Jesse Ventura came on the show and then told me behind the scenes, he goes, look, I want to come out for 9-11 Truth.
[01:43:05.887 --> 01:43:11.569]  You gave me films years ago when I was in Texas visiting with Willie Nelson and Kinky Friedman.
[01:43:11.569 --> 01:43:14.330]  When I saw him at an event, he said, but now I've looked into it.
[01:43:14.330 --> 01:43:15.510]  It's an inside job.
[01:43:15.510 --> 01:43:19.331]  He went public and even Fox News had trouble attacking him.
[01:43:19.651 --> 01:43:20.071]  Well, it's great.
[01:43:43.611 --> 01:43:49.934]  We do know that there are some strong people in this country and around the world who will stand up for what's right.
[01:43:49.934 --> 01:43:57.518]  It's always gratifying to see a guy jump up and say what he thinks to stand up for what he believes is right.
[01:43:57.518 --> 01:44:01.120]  I can see more and more people doing that these days.
[01:44:01.120 --> 01:44:02.661]  It is very gratifying.
[01:44:02.661 --> 01:44:05.562]  When you look at it for what it is, it's no big deal.
[01:44:05.562 --> 01:44:10.445]  Somebody did something wrong and somebody needs to be outed for it.
[01:44:10.445 --> 01:44:12.606]  Once you look at all the facts and see the pictures
[01:44:13.426 --> 01:44:15.187]  And you hear all the stories.
[01:44:15.187 --> 01:44:19.188]  It doesn't take a German scientist to realize it.
[01:44:19.188 --> 01:44:22.850]  We got hit, you know, by some inside people there.
[01:44:22.850 --> 01:44:24.510]  We need to find out who it is.
[01:44:24.510 --> 01:44:32.113]  Willie, what has the response been like since you came on my radio show twice and then on, of course, Free Speech TV and Democracy Now!
[01:44:32.113 --> 01:44:33.974]  and, you know, questioned the official fable.
[01:44:33.974 --> 01:44:37.615]  What has the response been like from your fans, from your supporters and your detractors?
[01:44:40.021 --> 01:44:48.305]  99% in favor of what we've been saying, and 100% of ours believing that we have the right to say it.
[01:44:48.305 --> 01:44:50.046]  There's nobody that said, hey, shut up.
[01:44:54.622 --> 01:44:57.844]  Well, folks, I've wanted to get him on for a long time.
[01:44:57.844 --> 01:45:05.149]  Russell Brand, who is a comedian, best-selling author, actor, TV host, you name it, who has been popular for many years.
[01:45:05.149 --> 01:45:06.950]  He's really a sensation now.
[01:45:06.950 --> 01:45:11.033]  The whole office today, when they found out he was coming on, got really excited.
[01:45:11.033 --> 01:45:13.394]  We have a lot of big guests on.
[01:45:13.394 --> 01:45:17.337]  Bottom line, what is front and center most important to you right now that's happening in the world?
[01:45:18.875 --> 01:45:36.991]  I think the thing that is most important to me, the thing that I'm talking about in my show, is the cultural narratives that we are told, the way that we are presented with information, the way that meaning is designated, the significance that is given to certain issues and not to others, and the light in which stories are told.
[01:45:36.991 --> 01:45:39.333]  So I think that that could obviously comprise
[01:45:40.714 --> 01:45:44.338]  Edward Snowden or it could comprise Syria.
[01:45:44.338 --> 01:45:56.170]  It could comprise more broadly the manufacture of consent or the manipulation of the consciousness of civilization through a conglomeration of government, big business and media.
[01:45:57.256 --> 01:46:08.239]  Coming into this interview, we played a clip when you were on MSNBC and that really struck a chord with people when you just laughed at their narcissism and said, you don't talk about anything real.
[01:46:08.239 --> 01:46:11.640]  You're basically a bunch of peacocks up here.
[01:46:11.640 --> 01:46:13.601]  What was it like behind the scenes?
[01:46:13.601 --> 01:46:21.183]  And it seemed like you were clashing with them and it really captured people's imagination.
[01:46:21.183 --> 01:46:22.304]  What happened there?
[01:46:22.304 --> 01:46:23.244]  Because you were in the middle of it.
[01:46:24.445 --> 01:46:33.877]  Well, I mean, it's quite typical when you go on those type of TV shows that there's a particular frequency or pitch to the interview.
[01:46:33.877 --> 01:46:40.086]  There's a normal manner of speaking, not only the type of topics that are discussed, but the kind of
[01:46:43.169 --> 01:46:57.985]  The information is predicated on celebrity and gossip and what I would call low-frequency data, low-vibration information.
[01:46:58.485 --> 01:46:59.845]  Why do you think you shook him up so bad?
[01:47:27.021 --> 01:47:27.601]  I don't know.
[01:47:27.601 --> 01:47:36.145]  I'm a bit confused by it because I just went on there and did what I normally do is just be polite and then if I point out something that's idiosyncratic or weird, I observe that.
[01:47:36.145 --> 01:47:47.069]  But don't you think, Alex, that you deal with so much duplicity whether in a situation where you're in an interview on the TV or on the radio or if you're making a purchase in a shop.
[01:47:47.069 --> 01:47:52.411]  Sometimes we lose our authenticity, our ability to be human and truthful with one another.
[01:47:52.991 --> 01:47:59.776]  I think if you interact in a very human and truthful way then that can be very disruptive.
[01:47:59.776 --> 01:48:03.218]  It's not like there are certain individuals that are good and certain individuals that are bad.
[01:48:03.218 --> 01:48:14.106]  I know myself, I work in films and I've worked a lot in media so I must be culpable as well for propagating these ideas and supporting them in my own way and on a bad day.
[01:48:14.106 --> 01:48:21.631]  Like just now I arrived at Seattle Airport and there were people that wanted autographs and they were the kind of people that sell the photographs
[01:48:22.191 --> 01:48:22.732]  We're good to go.
[01:48:47.674 --> 01:49:08.854]  But like, I think it's more of a problem when you have a massive machine that conducts consciousness and orchestrates the way that we think en masse that has a set of priorities and an agenda that is making people in huge numbers think in a selfish, insular, atomized, apathetic, and impotent way.
[01:49:08.854 --> 01:49:09.094]  Wow!
[01:49:10.196 --> 01:49:11.538]  Man, I tell you, you're on fire.
[01:49:11.538 --> 01:49:14.122]  It seems like you have really had an awakening.
[01:49:14.122 --> 01:49:19.650]  I mean, you've been awake for a long time, but it seems like your awakening is accelerating.
[01:49:19.650 --> 01:49:20.611]  Is that accurate to say?
[01:49:21.713 --> 01:49:24.696]  Yeah, I think you might be right, as a matter of fact.
[01:49:24.696 --> 01:49:29.400]  Alex, for me spirituality is an important component.
[01:49:29.400 --> 01:49:38.929]  I meditate a lot and I practice certain spiritual principles that mean I have to be very mindful one day at a time about the way I live my life.
[01:49:38.929 --> 01:49:46.236]  I'm like a drug and alcohol free and the more that I've detached myself from the things I thought would make me happy, like
[01:49:46.777 --> 01:49:52.715]  Money and fame and other people's opinions, the more truth is being revealed.
[01:49:54.125 --> 01:50:08.836]  Ah, that is pure Veritas, because that's been my experience as well, and what you were just talking about, just being aware that you're being selfish or doing things that are self-centered or narcissistic is half the battle.
[01:50:08.836 --> 01:50:15.981]  Most of the people out there, especially that are in the mainstream media, they are purely turned over to the narcissism and are like biological androids.
[01:50:15.981 --> 01:50:19.043]  They're not even real, and I think that's why you freaks
[01:50:19.944 --> 01:50:39.529]  Brzezinski's daughter out and others so much is because they got into this conscious of the manipulation they were involved in but really what you do to others comes back on you so now they've turned into what they tried to do to the public making the public one-dimensional cutouts of what they projected it's now blown back on them.
[01:50:40.879 --> 01:50:41.659]  That's very interesting.
[01:50:41.659 --> 01:50:44.901]  I often wonder, Alex, how those situations are contrived.
[01:50:44.901 --> 01:50:48.744]  I suppose if you work in the media, you go through so many filters.
[01:50:48.744 --> 01:50:54.187]  You're just not going to get that kind of job unless you're a certain type of person, unless you know the right sort of people.
[01:50:54.187 --> 01:50:56.969]  If you say the wrong type of things, you'll be filtered out.
[01:50:56.969 --> 01:51:07.555]  So by the time you get to the point where you have your own show, generally speaking, you think a certain way that is in alignment with the elitist interests behind whatever corporation owns the outlet.
[01:51:08.115 --> 01:51:16.020]  Yeah, but like, I think too that there is probably a less obvious way of understanding things in terms of, I wonder what happens neurologically?
[01:51:16.020 --> 01:51:19.242]  I wonder what the energy in a brain looks like?
[01:51:19.242 --> 01:51:28.548]  I wonder what that is like if our brains are surrounded by other brains that are thinking in a certain way, that are broadcasting, transmitting at a certain frequency?
[01:51:28.548 --> 01:51:31.910]  You know, this is what I feel like we have is this sort of a situation where
[01:51:32.510 --> 01:51:39.331]  There's such a strong and hypnotic message that exists, not just externally, but more worrying internally.
[01:51:39.331 --> 01:51:48.693]  I'm always more worried when I find my... That's why I don't like it when I transgress my own personal principles, because I think, well, then I'm not behaving in accordance with what I believe in.
[01:51:48.693 --> 01:51:50.054]  I'm policing myself.
[01:51:50.054 --> 01:51:53.234]  You know, if I'm selfish, then I'm part of the problem.
[01:51:53.234 --> 01:51:55.675]  You know, like Gandhi said, be the change you want to see in the world.
[01:51:56.675 --> 01:52:21.226]  From my own research you're absolutely on target at the core here that the establishment is expert at hijacking icons or as Campbell wrote archetypes archetypal images and then twisting them towards their aim and then really rewriting all the basic cultural knowledge that every group out there had and replacing it
[01:52:22.126 --> 01:52:26.269]  Basically, only with the New World Order's propaganda.
[01:52:26.269 --> 01:52:33.333]  I mean, nothing against basketball players or movie stars, but if that's what kids aspire to be, there's not many slots there.
[01:52:33.333 --> 01:52:41.518]  But by making those people the icons artificially, and making that the only thing that matters, then kids will never think about being a revolutionary.
[01:52:41.778 --> 01:52:45.441]  Or never think about standing up non-violently to oppression.
[01:52:45.441 --> 01:52:50.865]  Or never think about the fact that they could change the course and be an example to others.
[01:52:50.865 --> 01:52:59.111]  And so I really get from this that you're trying to almost go back and see what these people really stood for and try to get folks to become aware of this power?
[01:53:00.014 --> 01:53:01.355]  Yes, exactly Alex.
[01:53:01.355 --> 01:53:11.363]  I look at some corporate slogans like McDonald's, loving it, which is kind of meaningless and empty and an exploitation of an interesting piece of language to do with love.
[01:53:11.363 --> 01:53:16.968]  I look at Diet Dr Pepper and their slogan, unbelievably satisfying and how ridiculous and hyperbolic
[01:53:17.088 --> 01:53:17.788]  I think we're good to go.
[01:53:46.079 --> 01:53:47.020]  We're good to go.
[01:54:04.674 --> 01:54:12.577]  If you have an indigenous faith like the Nordics who revere the noble oak tree, how will you feel about deforestation?
[01:54:12.577 --> 01:54:20.280]  If you have people like the native people of this country that revere and worship the earth and soil, how will you feel when people say that
[01:54:20.520 --> 01:54:21.080]  Sure, they get us.
[01:54:36.849 --> 01:54:48.157]  Wow, so they get us to sell out for light beer and blue jeans, as they say in a recent popular film, and then we're not satisfied by the light beer and blue jeans.
[01:54:48.157 --> 01:54:56.504]  In closing, because this happens to me a lot every time I finish an interview, after it ends there's something or a group of things I wish that I would have said.
[01:54:56.504 --> 01:54:58.825]  Russell Brand, we really appreciate your time.
[01:54:58.825 --> 01:55:05.971]  In closing, in a minute or two, any other key points that you'd like to put out there to the millions that will end up watching and listening to this?
[01:55:07.287 --> 01:55:11.089]  Well, Alex, I think probably you and me are coming at things from a different perspective.
[01:55:11.089 --> 01:55:17.311]  Me, I see my views are more informed by socialism, even Marxism.
[01:55:17.311 --> 01:55:21.553]  But I think, ultimately, what we believe in is freedom and truth.
[01:55:21.553 --> 01:55:35.138]  And I think that as long as people respect each other's differences, and also acknowledge that we, the people struggling against oppression, have more in common with each other than we do than the people that control us, then I think there's a chance for unity and change.
[01:55:35.953 --> 01:55:58.408]  Sure, I mean, I think that at a level you can see as a counter to the centralized corporatist communism, socialism, but then you realize that they selectively use the deployment of collectivism to only create a permanent peasant class to control us, so that we never have come to the libertarian view of the individual being empowered and having a giant middle class.
[01:55:58.408 --> 01:56:01.170]  I mean, what's your view of, say, libertarianism or Ron Paul?
[01:56:01.170 --> 01:56:03.872]  I mean, off-air, you said that you were aware of my work.
[01:56:03.872 --> 01:56:05.693]  What's your view for folks of what I do?
[01:56:06.754 --> 01:56:12.357]  Well, I think that you're fantastic because you're challenging authority and you're challenging the status quo, so I agree with you.
[01:56:12.357 --> 01:56:20.002]  But for me, the number one priority for anyone who wants social change has to be the welfare of those most in need of it.
[01:56:20.002 --> 01:56:23.605]  The support of society's poorest and most vulnerable.
[01:56:24.425 --> 01:56:27.886]  And for me, that's not socialism.
[01:56:27.886 --> 01:56:29.507]  If anything, it's Christian.
[01:56:29.507 --> 01:56:31.488]  It's spiritual.
[01:56:31.488 --> 01:56:33.548]  That's what I believe is the most important issue.
[01:56:33.548 --> 01:56:40.971]  I think if you're in a position of power and your priority is not helping the poor and the dispossessed, then you shouldn't be in power.
[01:56:40.971 --> 01:56:49.193]  Now, of course, a healthy society across the board and hierarchies are always going to be, to a degree, necessary.
[01:56:49.193 --> 01:56:53.695]  But for me, on a deep human level, I feel our obligation is to help those that are suffering.
[01:56:54.055 --> 01:56:56.277]  Sure, you've got a giant Twitter account.
