[00:00:00.009 --> 00:00:00.511]  Alex Jones Show!
[01:28:52.657 --> 01:28:56.721]  I think if he would have, probably something else would have happened if there hadn't been somebody filming it.
[01:28:57.082 --> 01:29:10.556]  But when they did the same experiment with a black guy, the cop jumps out of the car, draws a gun on him, and starts screaming frantically, get down on the ground, get down on the ground, and telling the pregnant woman who's taking pictures there, you get down on the ground, face down, I can't get face down, I'm pregnant.
[01:29:11.637 --> 01:29:12.498]  There is a difference.
[01:29:12.758 --> 01:29:18.523]  There is a difference in the way black people are treated in the war on drugs, the way they are incarcerated, the incarceration rates.
[01:29:18.583 --> 01:29:26.710]  But the way to solve this is not to separate out into a smaller minority, but to join with the larger group and united oppose all of this.
[01:29:26.950 --> 01:29:32.095]  We're not, any of us, going to get our freedom unless we come together because they're holding the cards right now.
[01:29:32.435 --> 01:29:36.277]  They put the, they rammed through these trade agreements and we're going to talk about that in the next segment.
[01:29:36.617 --> 01:29:40.139]  Alex has got a special report about how the TPP has not passed yet.
[01:29:40.539 --> 01:29:42.400]  The fast track has, we can still stop it.
[01:29:42.460 --> 01:29:44.521]  It's going to be harder now, but we can still stop it.
[01:29:44.541 --> 01:29:45.542]  We're going to be talking about that.
[01:29:45.582 --> 01:29:51.425]  We've also got a special call to action, how you can join in the info war and help to fight back against that.
[01:29:51.465 --> 01:29:52.686]  Thank you so much, Leanne McAdoo.
[01:29:58.928 --> 01:30:01.930]  We're on the march, the Empire's on the run.
[01:30:02.831 --> 01:30:05.593]  Alex Jones and the GCN Radio Network.
[01:30:09.735 --> 01:30:11.577]  Hey Daniels, InfoWars.com.
[01:30:11.697 --> 01:30:19.282]  I came across some statistics from a gun control group, which state that 12,558 people were killed after being shot last year.
[01:30:19.302 --> 01:30:27.928]  Now let's assume that's true, but let's also compare them to other statistics, such as the fact that guns prevent an estimated 2.5 million crimes a year,
[01:30:28.268 --> 01:30:30.750]  Let's take 2.5 million and divide that by 12,558.
[01:30:30.810 --> 01:30:34.152]  What do we come up with?
[01:30:34.172 --> 01:30:34.152]  199.
[01:30:34.252 --> 01:30:40.516]  In other words, guns are used around 199 times more often to prevent crime than to kill.
[01:30:41.056 --> 01:30:51.683]  Even if we were to, say, double the number of people shot and killed last year to around 25,000, that would still mean that guns are used nearly 100 times more often to prevent crime.
[01:30:52.284 --> 01:30:54.906]  Regardless, it's a huge number, to say the least.
[01:30:55.626 --> 01:31:00.312]  And to say that guns are used more often for good than bad is a complete understatement.
[01:31:01.033 --> 01:31:05.038]  Also, be sure to subscribe to our new YouTube channel, which is called Resistance News.
[01:31:05.738 --> 01:31:08.902]  Once again, this is Kit Daniels with InfoWars.com.
[01:31:09.583 --> 01:31:15.010]  Your liver can be full of fatty deposits, built-up toxins, and even dangerous objects known as liver stones.
[01:31:15.310 --> 01:31:15.710]  I'm good.
[01:31:30.299 --> 01:31:37.841]  Liver Shield is the only liver support product on the market that uses a patented Spigerex blend of powerful organic herbs that support detoxification.
[01:31:38.021 --> 01:31:43.483]  And when you visit InfoWarsLife.com, see the instructional video on how to do a six-day liver detox.
[01:31:43.583 --> 01:31:46.964]  This isn't a game, and let me tell you, the results are dramatic.
[01:31:47.144 --> 01:31:51.145]  Liver Shield is totally organic and made of the safest, high-quality herbs.
[01:31:51.285 --> 01:31:55.146]  But that said, you need to consult your physician before you do the full detox.
[01:31:55.586 --> 01:31:59.570]  Liver Shield can also be used daily by itself for overall upkeep of the liver.
[01:31:59.730 --> 01:32:04.735]  Secure your Liver Shield today exclusively at InfoWarsLife.com for the lowest price available.
[01:32:04.795 --> 01:32:08.119]  That's InfoWarsLife.com or call 888-253-3139.
[01:32:08.139 --> 01:32:12.644]  When cells become toxic, they die early and aging sets in.
[01:32:12.944 --> 01:32:18.009]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[01:32:18.109 --> 01:32:18.749]  We're good to go.
[01:32:39.418 --> 01:32:40.018]  Alex Jones here.
[01:32:40.418 --> 01:32:49.560]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[01:32:49.700 --> 01:32:53.381]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[01:32:53.501 --> 01:33:01.503]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[01:33:01.843 --> 01:33:04.144]  Visit Infowarslife.com or call 1-888-253-3139.
[01:33:04.204 --> 01:33:05.204]  That's Infowarslife.com.
[01:33:28.815 --> 01:33:32.741]  If you are receiving this transmission, you are the resistance.
[01:33:33.182 --> 01:33:34.564]  It's Alex Jones.
[01:33:48.365 --> 01:33:50.328]  Alex Jones here with an exciting announcement.
[01:33:51.049 --> 01:33:53.873]  Do you have what it takes to join the InfoWar?
[01:33:54.353 --> 01:34:04.246]  Would you like to work here in Austin, Texas inside the InfoWars News Center that now reaches more than 18 million people across the globe every week?
[01:34:05.438 --> 01:34:06.699]  We need Infowarriors.
[01:34:06.779 --> 01:34:14.663]  We need talented people who love the truth, who love freedom, and who love humanity to join our operation.
[01:34:15.323 --> 01:34:20.747]  We're going to be taking applications at the email jobsatinfowars.com.
[01:34:21.929 --> 01:34:27.935]  And online at InfoWars.com at InfoWars.com forward slash jobs.
[01:34:28.435 --> 01:34:30.217]  We're going to be hiring radio crew.
[01:34:30.237 --> 01:34:31.518]  We're going to be hiring writers.
[01:34:31.538 --> 01:34:34.080]  We're going to be hiring investigative journalists.
[01:34:34.400 --> 01:34:41.407]  We're going to be going out there directly to you, the patriots who love freedom all over this country, who want to work inside our operation.
[01:34:41.967 --> 01:34:45.050]  Now, most of the hires will be inside InfoWars.
[01:34:45.591 --> 01:34:47.993]  Some can work remotely as writers.
[01:34:49.360 --> 01:35:00.472]  We're going to be hiring folks directly on, but we're also going to be giving people a chance at paid internships to come in for a week, a month, or longer to see if
[01:35:01.755 --> 01:35:03.476]  You fit in to this operation.
[01:35:04.057 --> 01:35:05.357]  We're ready to go to the next level?
[01:35:06.018 --> 01:35:19.267]  Find out the details at InfoWars.com forward slash jobs or email us your resume, your video reel, your background, what you stand for, and why you want to join the InfoWars crew.
[01:35:19.847 --> 01:35:32.294]  So whether you're an established journalist or whether you're just a novice video editor, what matters is that you take action, that you stand for freedom, and that you want to work hard in defense of human liberties.
[01:35:32.954 --> 01:35:34.135]  We're looking for journalists.
[01:35:34.295 --> 01:35:35.335]  We're looking for writers.
[01:35:35.375 --> 01:35:37.596]  We're looking for investigative reporters.
[01:35:37.997 --> 01:35:39.778]  We're looking for folks to help promote
[01:35:40.638 --> 01:35:58.889]  Freedom via our social media platforms, graphic designers, paid internships, and if folks have got a good resume and a good background, we'll also be hiring some people directly on at InfoWars.com as we prepare to take the fight to the next level against the New World Order.
[01:35:59.409 --> 01:36:03.191]  In 20 years, InfoWars has been exponentially growing.
[01:36:03.572 --> 01:36:05.233]  We're about to hopefully take
[01:36:06.133 --> 01:36:13.895]  A huge leap forward when it comes to upping the amount of news we can cover, the amount of stories we can break.
[01:36:14.395 --> 01:36:18.196]  Because world government is being rolled out in everybody's face right now.
[01:36:18.516 --> 01:36:19.476]  People are waking up.
[01:36:19.896 --> 01:36:24.277]  This is the time to have a maximum effort to reach out to humanity.
[01:36:24.978 --> 01:36:28.899]  And this is your chance to be part of the InfoWars.com news operations.
[01:36:29.339 --> 01:36:31.099]  So, throw your hat in the ring.
[01:36:31.119 --> 01:36:33.700]  If you think you've got what it takes, you're ready to take action.
[01:36:34.600 --> 01:36:40.008]  And I hope to be working side-by-side with you right here at the Infowars.com News Centers in Austin, Texas.
[01:36:40.368 --> 01:36:49.922]  So send those video reels, send those graphic designs, send your work to us so we can see if you've got what it takes to be part of this operation.
[01:36:55.146 --> 01:36:57.807]  Absolutely, folks, and this is David Knight here in the studio.
[01:36:57.827 --> 01:37:00.548]  Of course, what Alex is saying there is absolutely true.
[01:37:00.588 --> 01:37:01.568]  I've seen it firsthand.
[01:37:01.608 --> 01:37:10.471]  He is 100% into this, trying to stop the type of thing that we just saw yesterday with the fast track of these trade agreements.
[01:37:10.591 --> 01:37:13.952]  The only way we're going to stop that is if we can get the information out.
[01:37:13.972 --> 01:37:17.853]  And we got a report coming out from Alex in just a few minutes where he's going to talk about
[01:37:18.473 --> 01:37:23.315]  What we need to do at this point in terms of educating people, but in order to do that, we have to grow the operation.
[01:37:23.755 --> 01:37:29.917]  Now, one of the ways we're going to pay for the people that we're going to add is, of course, we could take donations.
[01:37:29.977 --> 01:37:30.977]  We've done that in the past.
[01:37:31.017 --> 01:37:37.940]  But primarily, Alex likes to fund the operation by offering you products that are going to help you in a win-win situation.
[01:37:37.960 --> 01:37:47.183]  Of course, the newest product we've got is LiverShield and LiverShield Advanced Cleanse, which is a combination of LiverShield and OxyPowder and a combination there.
[01:37:47.463 --> 01:37:55.546]  It's very important that you get yourself in good condition, that you maintain optimum health, because you don't know what's coming down the pike.
[01:37:56.306 --> 01:38:02.928]  The liver is responsible for over 500 separate functions in the body, including its role as your primary filter of toxins.
[01:38:02.968 --> 01:38:05.009]  So how do you clean that filter?
[01:38:05.569 --> 01:38:09.414]  Well, one way you can do that very effectively is with liver shield.
[01:38:09.754 --> 01:38:11.897]  I'm getting ready to start mine this weekend.
[01:38:12.337 --> 01:38:15.722]  Alex has talked about this and the results are real.
[01:38:15.982 --> 01:38:16.583]  Absolutely real.
[01:38:16.603 --> 01:38:20.688]  I'm not going to go into the details of it, but this is something that can be very beneficial.
[01:38:20.728 --> 01:38:24.272]  You do need to clean the filter in your body.
[01:38:24.552 --> 01:38:29.856]  And of course, it's got 500 different functions you need to keep yourself healthy with a healthy liver.
[01:38:29.896 --> 01:38:32.278]  Again, InfoWarsLife.com.
[01:38:32.318 --> 01:38:37.442]  That's LiverShield, an introductory offer, as well as LiverShield Advanced Cleanse.
[01:38:37.482 --> 01:38:38.643]  That's LiverShield and OxyPowder.
[01:38:41.556 --> 01:38:50.828]  Now, continuing with what we were talking about in the last segment with Leanne, we've got a video that I want to run by Alfonso Rachel with Zonation.
[01:38:51.549 --> 01:38:55.735]  And it's on the Democratic Party's long history of racism.
[01:38:58.061 --> 01:39:01.282]  Okay, let's pick up where we left off on the last donation.
[01:39:01.862 --> 01:39:04.402]  Have you ever read the original Democrat Party platform?
[01:39:04.702 --> 01:39:09.583]  The original included language to protect their so-called right to force people into slavery.
[01:39:09.883 --> 01:39:15.144]  But Republicans are the racist because the original Republican Party platform was to abolish slavery?
[01:39:15.444 --> 01:39:19.165]  And when liberals are reminded of this, they always say the same thing.
[01:39:19.185 --> 01:39:20.905]  Yeah, well, you know what, Zoe?
[01:39:21.185 --> 01:39:23.746]  That was a long time ago, and you need to get over it.
[01:39:24.346 --> 01:39:24.687]  Really?
[01:39:25.047 --> 01:39:26.228]  Okay, well, you know what?
[01:39:26.689 --> 01:39:29.032]  Slavery itself was a long time ago.
[01:39:29.392 --> 01:39:30.413]  Why don't y'all get over that?
[01:39:30.894 --> 01:39:32.496]  Oh, but that's how you liberals are.
[01:39:32.776 --> 01:39:35.500]  You're always able to use something as an excuse.
[01:39:36.000 --> 01:39:36.781]  Like slavery.
[01:39:37.141 --> 01:39:37.942]  But that's okay.
[01:39:38.083 --> 01:39:38.703]  That's okay.
[01:39:39.084 --> 01:39:42.328]  Let's say you can actually use slavery as an excuse.
[01:39:42.628 --> 01:40:00.542]  To the Afrocentric loyal Democrat voting liberals who insist and swear up and down that the black community is still profoundly affected by slavery, even though it happened a long time ago, why don't you still hold the Democrats responsible for trying to force institutionalized slavery?
[01:40:00.962 --> 01:40:01.883]  Mmm!
[01:40:02.263 --> 01:40:03.123]  Mmm!
[01:40:03.424 --> 01:40:03.844]  Yeah!
[01:40:04.184 --> 01:40:07.066]  You kind of got a funny taste in your mouth right about now, don't you?
[01:40:07.266 --> 01:40:12.809]  Yeah, I think it's the taste of them boots you loyal Democrats, Afrocentric liberals always accuse us conservatives of licking.
[01:40:13.109 --> 01:40:17.932]  I'm just guessing, because unlike you, as a conservative, I really don't know what these boots taste like.
[01:40:18.472 --> 01:40:21.474]  Y'all have been sucking boots so long that you're oblivious to the flavor.
[01:40:21.874 --> 01:40:24.756]  Kind of like chewing a piece of gum long after the flavor's gone.
[01:40:24.996 --> 01:40:27.558]  And then you accuse black conservatives of being the boot lickers.
[01:40:28.098 --> 01:40:40.129]  And we can be sure that these accusations will continue as the liberals accuse me of being a whore and being paid to say these things the GOP writes for me, even though none have yet to prove that anyone writes my scripts but me.
[01:40:40.609 --> 01:40:46.834]  White people write Obama scripts all the time, though, and y'all don't seem too mad about him saying all the things that those white liberals want him to say.
[01:40:47.952 --> 01:40:50.996]  So anyway, slavery happened long ago.
[01:40:51.376 --> 01:40:53.279]  But you still want to use that as an excuse.
[01:40:53.599 --> 01:40:55.301]  Well, then be consistent.
[01:40:55.642 --> 01:41:06.655]  You should still hold the Democrats responsible for the KKK, Jim Crow, Dred Scott, revocation of civil rights, denial of 40 acres and a mule, segregation, anti-miscegenation, and eugenics.
[01:41:07.216 --> 01:41:09.137]  You know that was the Democrat Party!
[01:41:09.558 --> 01:41:13.561]  That's why you liberals try to use some lame excuse that the party switched sides!
[01:41:13.941 --> 01:41:15.202]  Which is a lie anyway!
[01:41:15.502 --> 01:41:23.268]  And even that in itself is an admission because the Democrats had to be the racist party to begin with to be supposedly switched anyway!
[01:41:24.028 --> 01:41:28.290]  The Democrat agenda is still the same, to make us subjects of the state.
[01:41:28.810 --> 01:41:31.991]  But now they do this under the sugar-coated guise of fairness.
[01:41:32.231 --> 01:41:37.654]  And as a buddy of mine, Joe Dan, reminds us, Democrats talk more about fairness than freedom.
[01:41:50.279 --> 01:42:10.931]  Controlled by any one party and that's what he's talking about in that video the very beginning people say well, you know Slavery we want to talk about that, but let's not talk about the Democrat Party's role in Oppression as well through Jim Crow and these other issues look we don't need to be slavishly devoted to any party We don't need to be slavishly devoted to the GOP either.
[01:42:11.151 --> 01:42:13.253]  We don't need to be slavishly devoted to Lincoln look
[01:42:14.229 --> 01:42:16.271]  Drafting people is a form of slavery.
[01:42:16.551 --> 01:42:18.832]  That first happened under Abraham Lincoln.
[01:42:19.253 --> 01:42:22.915]  Giving us a fiat currency, taking away the gold behind it.
[01:42:23.176 --> 01:42:24.196]  That happened under Lincoln.
[01:42:24.216 --> 01:42:25.557]  That's a form of slavery as well.
[01:42:26.338 --> 01:42:29.360]  Think about the NDAA, indefinite detention without trial.
[01:42:29.560 --> 01:42:31.021]  Yeah, that's pretty outrageous, isn't it?
[01:42:31.682 --> 01:42:32.703]  Guess when that first happened?
[01:42:33.496 --> 01:42:34.096]  Under Lincoln.
[01:42:34.676 --> 01:42:36.257]  Yeah, he took away habeas corpus.
[01:42:36.557 --> 01:42:44.280]  He locked up one-third of the Maryland legislature, as well as a congressman, as well as a guy who was running for governor.
[01:42:44.520 --> 01:42:46.701]  Many different places, but especially in Maryland.
[01:42:46.741 --> 01:42:52.504]  He came down with a hammer because he did not want to have the Maryland legislature vote for secession.
[01:42:52.904 --> 01:42:55.945]  So, to make that happen, he just locked them up.
[01:42:56.641 --> 01:42:57.442]  No trial for you.
[01:42:57.842 --> 01:43:00.243]  You don't get a lawyer, as Lindsey Graham said.
[01:43:00.283 --> 01:43:01.604]  Well, that's what Lincoln said.
[01:43:01.664 --> 01:43:11.071]  So, we don't need to be slavishly devoted to anybody's deconstruction of history, anybody's hagiography about Lincoln or the GOP.
[01:43:11.111 --> 01:43:12.372]  We need to think for ourselves.
[01:43:12.412 --> 01:43:19.036]  If you want to think for yourself, if you want to understand what's going on, go back and read the books of the people who fought the war.
[01:43:19.096 --> 01:43:20.877]  They didn't call each other white supremacists.
[01:43:20.897 --> 01:43:21.958]  They didn't call each other racists.
[01:43:21.978 --> 01:43:26.241]  You know, quite frankly, everybody was a white supremacist racist at that time, pretty much.
[01:43:26.821 --> 01:43:27.762]  Especially Lincoln.
[01:43:27.842 --> 01:43:29.404]  Look at the Lincoln-Douglas debates.
[01:43:30.004 --> 01:43:33.708]  What they called each other, what they called the South, was secesh.
[01:43:34.109 --> 01:43:35.390]  Even more so than rebel.
[01:43:35.610 --> 01:43:37.472]  They were concerned because of secession.
[01:43:37.492 --> 01:43:41.516]  But secession is our fundamental, that is the last
[01:43:41.776 --> 01:43:46.741]  That is a straw that we keep, or I should say an arrow that we keep in our quiver.
[01:43:46.841 --> 01:43:49.403]  That is what the Declaration of Independence was.
[01:43:49.683 --> 01:43:50.604]  It was about secession.
[01:43:50.864 --> 01:43:52.226]  It was a declaration of war.
[01:43:52.246 --> 01:43:55.489]  We don't want to see it happen, but that is the nuclear option.
[01:43:55.569 --> 01:43:58.491]  That needs to remain on the table.
[01:43:58.591 --> 01:44:00.153]  And it doesn't have to happen violently.
[01:44:01.454 --> 01:44:05.738]  You had Norway and Sweden seceded, went their separate ways, peacefully.
[01:44:06.078 --> 01:44:07.560]  So it doesn't have to be a war.
[01:44:07.620 --> 01:44:10.082]  We can have self-governance and independence.
[01:44:10.102 --> 01:44:16.448]  Let's go to this report from Alex Jones talking about how we fight against the TPP, because it hasn't passed yet.
[01:44:17.569 --> 01:44:20.772]  Ladies and gentlemen, this message is not just to Americans.
[01:44:20.912 --> 01:44:25.496]  It's to people around the world who want their children to grow up free and not slaves.
[01:44:26.400 --> 01:44:39.771]  The entire history of civilization for 6,000 years has been between the people who produce the culture and tiny elites that organize themselves into criminal gangs to suppress the people.
[01:44:40.511 --> 01:44:43.393]  We fought a revolution and won it from an empire that never been defeated in 1776.
[01:44:46.377 --> 01:44:58.970]  Over 150 years later, the very same British roundtable groups founded the Council on Foreign Relations in New York City with the stated goal of bringing the United States into a new British Empire.
[01:44:59.591 --> 01:45:08.360]  Now to be clear, the British don't run this today, but that model, that system, the corporations and combines, the robber barons that grew out of it,
[01:45:09.392 --> 01:45:11.094]  Are establishing a planetary government.
[01:45:11.995 --> 01:45:14.998]  You notice the Pope's calling for world government and carbon taxes right now.
[01:45:15.618 --> 01:45:19.582]  You notice that's being suddenly admitted to all over the news after decades of denial.
[01:45:20.443 --> 01:45:22.405]  We've now hit the point of it emerging.
[01:45:23.586 --> 01:45:26.369]  The Trans Pacific Partnership passed yesterday.
[01:45:28.314 --> 01:45:41.497]  Now, there's still a chance to beat it, but the fact that Congress would give the president dictatorial power to agree to whatever these foreign secretive bodies have set up is truly unprecedented.
[01:45:42.257 --> 01:45:43.098]  And here's the bad news.
[01:45:43.878 --> 01:45:47.759]  Trade Promotion Authority, once it's been handed to a president before briefly,
[01:45:48.917 --> 01:45:51.580]  The Senate and the House have never voted it down.
[01:45:52.081 --> 01:46:00.149]  And it allows a rubber stamp in the next 60 days to sign on to whatever treaty that will remain secret until it's passed is.
[01:46:00.890 --> 01:46:05.095]  Notice that despite the fact TPP was passed yesterday, we still can't see it.
[01:46:06.087 --> 01:46:12.870]  But all the Republican and Democratic senators that are for it, the traitors, true traitors, kept saying, you can read it after we pass it.
[01:46:13.390 --> 01:46:16.131]  But they mean after we signed onto the treaty.
[01:46:16.812 --> 01:46:19.053]  And the word is, most of it won't be released then.
[01:46:19.133 --> 01:46:28.237]  The three sections we've seen are Draconian, Anthony Gucciardi, David Knight, and the rest of our crew have been breaking that down today here on the radio.
[01:46:30.097 --> 01:46:31.198]  This is one of the most
[01:46:32.609 --> 01:46:39.271]  Devastating blows against our freedom ever, and it shows that we have a Congress that is bought and paid for.
[01:46:39.291 --> 01:46:42.872]  I salute the Democrats, who are the largest group against it.
[01:46:43.713 --> 01:46:50.115]  They're insane on many fronts, but handing the President total dictatorial power to a secret treaty a lot of them got was a fraud.
[01:46:50.735 --> 01:46:55.636]  And their constituents know what a screwjob NAFTA and GATT was, entering us into this system to begin with.
[01:46:56.236 --> 01:46:57.357]  The Tea Party fought it as well.
[01:46:58.257 --> 01:47:04.359]  How about we come together and save this country and not let them divide and conquer us with these distractions about rebel flags?
[01:47:05.079 --> 01:47:08.160]  My God, people, we're not being conquered by the Confederacy.
[01:47:08.860 --> 01:47:12.321]  We're being conquered by the globalists, and they're admitting the whole thing.
[01:47:13.401 --> 01:47:14.201]  Continue the fight.
[01:47:15.722 --> 01:47:16.782]  It's uphill at this point.
[01:47:17.722 --> 01:47:21.903]  But here's the good news, even if they're able to ratify this and ram it through, finally.
[01:47:23.244 --> 01:47:24.304]  The secret takeover.
[01:47:25.382 --> 01:47:28.443]  Even if they're able to do that, now they have to implement it over the years.
[01:47:29.343 --> 01:47:35.946]  England never even knew they were brought into the EU secretly in the late 80s, early 90s, the two different phases of the Maastricht Treaty.
[01:47:36.586 --> 01:47:38.247]  Now they know about it and are moving to pull out.
[01:47:39.007 --> 01:47:47.370]  So the beginning of the end of world government is when they try to actually set it up and don't rule from the shadows and start installing their technocrats in power everywhere.
[01:47:47.950 --> 01:47:52.052]  Then people go, wait a minute, the conspiracy theorists for 30, 40 years fighting this, they were right.
[01:47:53.152 --> 01:47:54.173]  We weren't conspiracy theorists.
[01:47:54.713 --> 01:47:56.934]  We went and read the Treaty of Rome, the Maastricht Treaty.
[01:47:56.994 --> 01:47:59.495]  We interviewed the top experts, the members of Parliament.
[01:47:59.876 --> 01:48:01.436]  I've traveled to England, traveled to Europe.
[01:48:01.496 --> 01:48:03.097]  I mean, Ron Paul's warned.
[01:48:03.538 --> 01:48:07.420]  Now we've got Senator Sessions on the floor a few days ago saying this is world government.
[01:48:07.980 --> 01:48:11.122]  They're merging the North American Union, the Asian Union, and the EU together.
[01:48:11.362 --> 01:48:12.542]  And all of it's done by stealth.
[01:48:12.963 --> 01:48:13.663]  It's not trade.
[01:48:14.023 --> 01:48:14.683]  It's a takeover.
[01:48:15.604 --> 01:48:16.785]  They want to fool Democrats.
[01:48:17.833 --> 01:48:20.420]  By saying, ooh, Obama had a victory, ooh, you had a victory.
[01:48:20.760 --> 01:48:22.805]  Obama's legacy, this isn't about Obama.
[01:48:23.006 --> 01:48:23.627]  He's a puppet.
[01:48:24.069 --> 01:48:25.873]  The trendy, to help shove it through.
[01:48:27.253 --> 01:48:28.253]  And Democrats aren't buying it.
[01:48:28.293 --> 01:48:28.974]  That's the good news.
[01:48:28.994 --> 01:48:31.995]  Republicans, look at those blue bloods like Boehner and others.
[01:48:32.435 --> 01:48:33.736]  They are the scum of the earth.
[01:48:33.776 --> 01:48:35.217]  I mean, this is true treason.
[01:48:35.897 --> 01:48:38.398]  America has already been taken over by the private fellow reserve.
[01:48:38.718 --> 01:48:43.120]  But now they're transferring what was left of the power to their secretive boards.
[01:48:43.620 --> 01:48:45.561]  All right, that's it for this update.
[01:48:45.681 --> 01:48:49.083]  I'll be filing other updates at InfoWars.com and PrisonPlanet.com.
[01:48:49.483 --> 01:48:51.904]  If we the people stand up and take action, we're unstoppable.
[01:48:52.844 --> 01:48:55.325]  You, the viewers, the listeners, have the power.
[01:48:55.425 --> 01:48:56.246]  You can change this.
[01:48:57.386 --> 01:49:13.271]  We've got to change the debate over from the tranny operations and the rebel flag distractions and from gay marriage and stuff like this to the big issue that we're being conquered by globalists that are devastatingly cold-blooded.
[01:49:13.331 --> 01:49:15.012]  In any country they get a hold of, they loot.
[01:49:15.832 --> 01:49:17.353]  They will debase us.
[01:49:17.453 --> 01:49:19.194]  They will bring us down like Greece and others.
[01:49:19.454 --> 01:49:20.575]  That's how they control us.
[01:49:20.975 --> 01:49:21.795]  By making us poor.
[01:49:21.895 --> 01:49:22.475]  They admit it.
[01:49:22.856 --> 01:49:24.016]  This is their philosophy.
[01:49:24.436 --> 01:49:26.157]  We've watched them do this in countless countries.
[01:49:26.357 --> 01:49:32.781]  We got the IMF and World Bank documents in 2002 where they admitted the whole plan and said the West was next.
[01:49:33.441 --> 01:49:36.723]  I've had Greg Palast on, BBC reporter, investigative journalist.
[01:49:37.523 --> 01:49:43.007]  And he's interviewed one of the founders of the Euro, who admitted it was designed to implode nation-states, suck them dry.
[01:49:43.327 --> 01:49:45.189]  This is economic conquest.
[01:49:46.009 --> 01:49:47.630]  This will hurt you and your family.
[01:49:48.451 --> 01:49:53.094]  If you thought Nafta and GATT cut your wages and screwed the country up, that was just the beginning.
[01:49:53.575 --> 01:49:54.616]  The people are now waking up.
[01:49:55.410 --> 01:49:59.492]  The battle has just started and they barely were able to ram this through.
[01:50:00.252 --> 01:50:01.333]  So they're not invincible.
[01:50:02.093 --> 01:50:04.034]  They want you to think all is lost.
[01:50:04.054 --> 01:50:04.935]  You can't defeat them.
[01:50:04.955 --> 01:50:05.715]  That's a fraud.
[01:50:06.055 --> 01:50:11.578]  What they're doing is so over the top that they either win because they're so bold or they fail because they're so bold.
[01:50:11.998 --> 01:50:13.579]  Will their confidence game go on forever?
[01:50:14.793 --> 01:50:28.586]  Will the United States of America and the UK, England, Germany, all these great nations, sovereign nations that fought huge wars with each other, now just get into a bunch of scum bankers who create a bunch of counterfeit derivatives?
[01:50:29.567 --> 01:50:34.172]  This is the world being conquered by people worse than Bernie Madoff, worse than Ken Lay.
[01:50:35.193 --> 01:50:36.734]  It was Ken Lay with carbon taxes.
[01:50:37.155 --> 01:50:38.676]  I mean, this is a group of scum.
[01:50:39.898 --> 01:50:42.239]  Are we really ruled by the hypocrite Al Gore?
[01:50:42.539 --> 01:50:47.220]  Are we really ruled by frauds like Michael Moore with his six bodyguards with guns, but you can't have them?
[01:50:47.780 --> 01:50:50.721]  Are we really going to be under this new royalty and submit to their tyranny?
[01:50:51.121 --> 01:50:52.662]  The decision is up to you.
[01:50:52.942 --> 01:50:56.583]  But the battle against TPP now goes into the next phase.
[01:50:56.923 --> 01:50:57.563]  It's uphill.
[01:50:58.143 --> 01:51:01.204]  But within that fight, we will expose it even more.
[01:51:01.684 --> 01:51:03.405]  And then suddenly, it'll be downhill.
[01:51:03.665 --> 01:51:05.545]  The more we fight, the stronger we get.
[01:51:05.825 --> 01:51:06.485]  It's like muscles.
[01:51:07.106 --> 01:51:08.086]  It's a long struggle.
[01:51:08.746 --> 01:51:09.546]  History shows that.
[01:51:09.967 --> 01:51:14.028]  Communist China freely allows the sale of bulletproof armor plates, while our U.S.
[01:51:14.068 --> 01:51:17.070]  politicians argue from banning Americans from owning body armor.
[01:51:17.250 --> 01:51:18.610]  Does that sound right to you?
[01:51:18.890 --> 01:51:21.932]  Arm your American body at InfidelBodyArmor.com.
[01:51:22.232 --> 01:51:23.172]  Infidel Body Armor.
[01:51:23.732 --> 01:51:24.853]  Just won't quit.
[01:51:25.507 --> 01:51:27.609]  Hi, Ted Anderson with Midas Resources.
[01:51:27.849 --> 01:51:32.392]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[01:51:32.552 --> 01:51:34.133]  Get our 10 Reasons book free.
[01:51:34.314 --> 01:51:34.614]  Call 800-686-2237.
[01:51:34.634 --> 01:51:34.814]  That's 800-686-2237.
[01:51:40.919 --> 01:51:41.719]  This is Dan Pilla.
[01:51:41.739 --> 01:51:43.220]  Do you owe the IRS money you can't pay?
[01:51:43.520 --> 01:51:44.800]  Are tax debts crippling you?
[01:51:45.161 --> 01:51:47.501]  I've defended people from the IRS for over 30 years.
[01:51:48.002 --> 01:51:49.842]  I've helped thousands and I can help you too.
[01:51:50.282 --> 01:51:54.324]  I wrote the book on IRS settlement and I'm telling you, there's no such thing as a hopeless case.
[01:51:54.784 --> 01:51:58.505]  Call 800-34-NO-TAX to finally get free of IRS debt.
[01:51:58.745 --> 01:52:02.186]  With the IRS's new programs, there's never been a better time to solve your problem.
[01:52:02.507 --> 01:52:02.807]  Call 800-34-NO-TAX.
[01:52:02.827 --> 01:52:04.567]  That's 800-34-NO-TAX or my website, danpilla.com.
[01:52:10.020 --> 01:52:13.483]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[01:52:14.223 --> 01:52:14.744]  It's true.
