[00:00:00.649 --> 00:00:05.070]  This is truly an Emergency Saturday Broadcast.
[01:14:17.512 --> 01:14:19.794]  That's our enemy, is them starting a civil war.
[01:14:19.794 --> 01:14:22.958]  Because our fight is not between Americans and Americans.
[01:14:22.958 --> 01:14:33.189]  It's globalists and out-of-control corporations that have come in and bought off the media, bought off big tech, and bought off government, that are now engaged in a combine to overthrow our republic and our separation of powers.
[01:14:33.189 --> 01:14:39.395]  So instead of the legislative, the executive, the judicial all fighting with each other, and the people fighting with each other, it's time for us to unify.
[01:14:40.453 --> 01:14:48.129]  Along with the independent press, so those five bodies, to then kick out the globalist corporate influence and get these corporations back on the short leash.
[01:14:48.766 --> 01:14:50.567]  Something's going on.
[01:14:50.567 --> 01:14:53.269]  When you talk globalism, you're looking at it from the top down.
[01:14:53.269 --> 01:14:55.490]  I'm just a people's lawyer fighting one case at a time.
[01:14:55.490 --> 01:14:57.951]  But I do know what happened with CNN yesterday.
[01:14:57.951 --> 01:15:14.760]  We were sitting in a small conference room here and a CNN reporter contacted us and basically said, you know, do you want to make a comment about Mr. Jones' hosting of Stuart Rhodes and was his tolerance and encouragement of that violent rhetoric?
[01:15:14.760 --> 01:15:16.261]  And I said you did not answer it.
[01:15:16.261 --> 01:15:17.222]  We answered it together.
[01:15:17.702 --> 01:15:20.143]  Yeah, we did answer it, and it was a playful answer.
[01:15:20.143 --> 01:15:44.632]  You know, I mean, CNN has a lot of nerve to come with its self-righteous, unctuous gore, and say to Mr. Jones, because you were involved in hosting someone who questioned the official narrative you're a terrorist, when CNN would post pictures of burning cities under the Chiron, mostly peaceful protests, as though the flames were a barbecue, rather than people's hard-earned property and livelihood being exposed and ruined.
[01:15:45.652 --> 01:15:47.595]  And by the way, we're going to put that email on screen.
[01:15:47.595 --> 01:15:48.356]  We have that email.
[01:15:48.356 --> 01:15:52.282]  We're going to put that email on screen for you now, where this is the writer.
[01:15:52.282 --> 01:15:53.403]  This is the article.
[01:15:53.403 --> 01:15:54.765]  They ask you a question.
[01:15:54.765 --> 01:15:56.828]  We answer it about Kamala Harris.
[01:15:58.033 --> 01:16:01.636]  And so you'll see in the email that, you know, they asked for a comment.
[01:16:01.636 --> 01:16:18.987]  So our comment was, look, you know, how about, what are you going to say about, why don't you direct a question to Kamala Harris about why she thought bailing out people who burned cities and looted businesses were entitled to her support with bond relief and how that was consistent with the Democratic Party platform.
[01:16:18.987 --> 01:16:20.609]  Violence comes in many forms.
[01:16:20.609 --> 01:16:22.530]  There can be state-sponsored violence.
[01:16:22.910 --> 01:16:22.990]  And
[01:16:38.960 --> 01:16:46.968]  And refusing to police those cities for fear that that would inspire more violence is condemnation of the violence.
[01:16:46.968 --> 01:16:57.117]  I was stunned when I saw Hawk Newsom on Fox News, I believe this was about a year ago, saying that unless the Black Lives Matter movement got what it wanted, there would be more violence.
[01:16:57.117 --> 01:17:00.920]  Then he was quick to say, I'm not saying there will be, but I'm saying there might be.
[01:17:00.920 --> 01:17:02.622]  At least it will burn and loot and everything.
[01:17:02.762 --> 01:17:14.311]  Well, and I defended his right to say that, because that was not classic incitement, but it was puzzling that there was no consequences for him.
[01:17:14.311 --> 01:17:22.237]  You, Mr. Jones, and others have said far less, but yet the threat of a federal prosecution hangs in the air.
[01:17:22.237 --> 01:17:26.340]  Here's what I wanted to say earlier, and what you say is incredibly important.
[01:17:26.340 --> 01:17:28.702]  We're going to talk about it more if we talk to Professor Darren Beattie.
[01:17:30.874 --> 01:17:33.835]  But banning L.A.N.
[01:17:33.835 --> 01:17:43.999]  off of DirecTV a week after Biden calls for it, MyPillow losing its banking, and I've heard the recording of the bankers saying, well, the FBI, we can't have the FBI here.
[01:17:43.999 --> 01:17:48.440]  This is real Gestapo stuff, and it's incredibly dangerous, and that's ahead of the midterms.
[01:17:48.440 --> 01:17:53.842]  They want to shut down all the independent press so that nobody's on air to challenge what's coming.
[01:17:53.842 --> 01:17:55.763]  And the message is, if you, Jones,
[01:17:56.343 --> 01:17:58.965]  Keep challenging us, we're just going to indict you as a terrorist.
[01:17:58.965 --> 01:18:02.088]  And my answer is, you people are crazy.
[01:18:02.088 --> 01:18:09.795]  And so I'm just going to dial my rhetoric back as much as I can, point out we should all come together, but I'm still going to oppose what you're doing because what you're doing is wrong.
[01:18:09.795 --> 01:18:16.902]  And you guys have gone crazy collectively, just like the Nazis or other corrupt groups that all convince each other you're on the right and you're going to do this.
[01:18:16.902 --> 01:18:20.305]  And you can historically see how dangerous all of this is everywhere.
[01:18:20.305 --> 01:18:21.065]  Let's go to a clip
[01:18:22.086 --> 01:18:34.311]  Of Dr. Beatty, who was an advisor to President Trump and one of the speechwriters who heads up Revolver News, who's been really the tip of the spear with Tucker Carlson, exposing January 6th and federal involvement.
[01:18:34.311 --> 01:18:38.873]  He's got a lot to say about Stuart Rhodes and this new indictment and a lot of connections and a lot of sources.
[01:18:38.873 --> 01:18:42.615]  So we'll talk to him in just a moment via the telephone, but first, here's what he said last night on Tim Pool.
[01:18:43.817 --> 01:18:50.162]  Ironically, except for, so just two more really important points about Rhodes in particular in this charge.
[01:18:50.162 --> 01:18:51.423]  One is the timing.
[01:18:51.423 --> 01:18:57.188]  Okay, part of the timing was the whole, you know, Fed's erection narrative was at its absolute apex.
[01:18:57.188 --> 01:19:10.479]  I think more important than that, though, is just like a week before Rhodes was charged, an attorney for another Oath Keeper subpoenaed Rhodes and was getting him to testify
[01:19:11.969 --> 01:19:14.970]  In fact, it happened in the Michigan case.
[01:19:14.970 --> 01:19:19.092]  One of the big informants in that case was named Steve Robeson.
[01:19:19.092 --> 01:19:19.692]  Once he was outed,
[01:19:34.358 --> 01:19:40.821]  The government immediately slapped him with an unrelated gun charge that clears him off the table.
[01:19:40.821 --> 01:19:45.382]  So that's one aspect that I think is really important in relation to the timing.
[01:19:45.382 --> 01:19:57.347]  Another thing is this, is if I were the feds and I wanted to cover up the perfect crime, I would do precisely what they just did with the seditious conspiracy charge for the following reasons.
[01:19:57.347 --> 01:19:58.868]  Think of what the charge achieves.
[01:20:00.208 --> 01:20:00.368]  I think?
[01:20:16.531 --> 01:20:29.155]  On the other hand, it assuages and satisfies all of these left-wing people who have been furious that he hasn't been charged for a year because, in their minds, the government is protecting him because the government's a bunch of Trump-loving Nazis.
[01:20:29.155 --> 01:20:30.696]  So it assuages them.
[01:20:30.696 --> 01:20:32.616]  But thirdly, there's a problem.
[01:20:32.616 --> 01:20:40.039]  If they hit Rhodes with a serious charge and Rhodes isn't fed, then Rhodes has leverage over them and can say, I'm gonna go rogue if you guys betray me.
[01:20:40.959 --> 01:20:47.725]  But I think they have the perfect cover story for that, too, because they could go to Rhodes and say, look, we're going to hit you with a seditious conspiracy charge.
[01:20:47.725 --> 01:20:55.472]  It's going to sound serious, but the public story is you are going to cooperate and tell us what you know about Alex Jones.
[01:20:55.472 --> 01:20:57.634]  Tell us what you know about Roger Stone.
[01:20:57.634 --> 01:21:02.538]  Just smear a bunch of dirt on Trump's inner circle, which is what the media wants.
[01:21:04.923 --> 01:21:08.605]  Inside you, like me, a fire is burning.
[01:21:08.605 --> 01:21:09.606]  Something needs to change.
[01:21:09.606 --> 01:21:13.688]  I just want to reach out and give a recommendation to Reset Wars.
[01:21:13.688 --> 01:21:14.949]  It's really powerful.
[01:21:14.949 --> 01:21:20.612]  Reset Wars was absolutely amazing and eye-opening and revolutionary.
[01:21:20.612 --> 01:21:25.094]  If you want to change your life for the better, I highly recommend this.
[01:21:25.094 --> 01:21:27.576]  Alex, thank you very much for putting the course together.
[01:21:27.576 --> 01:21:29.797]  I found it to be awesome.
[01:21:29.797 --> 01:21:30.677]  It was worth it to me.
[01:21:31.878 --> 01:21:37.028]  Have taken ancient wisdom and ancient knowledge and crystallized it with scientific
[01:21:37.867 --> 01:21:39.368]  This isn't about Alex Jones.
[01:21:39.368 --> 01:21:51.717]  So what you're about to see is a lengthy, powerful, well-documented spectrum of information and experiences and understanding that the power structure is censoring and is deathly afraid of.
[01:21:51.717 --> 01:21:54.839]  To think the way we were intended to think by God.
[01:21:54.839 --> 01:21:56.680]  That's what this series is about.
[01:21:56.680 --> 01:22:02.925]  Reset Worse has been a great tool during this time of uncertainty and it has rejuvenated my hope.
[01:22:03.579 --> 01:22:07.263]  It's been helping me a lot with a lot that's going on in my life.
[01:22:07.263 --> 01:22:12.487]  Everybody needs to purchase this product and watch it and then share the information far and wide.
[01:22:12.487 --> 01:22:14.329]  There is an awakening.
[01:22:14.329 --> 01:22:17.852]  Join in to help yourself and others to wake up.
[01:22:18.713 --> 01:22:26.135]  Reset Wars has been a great tool in both recapping what I've come to already know and also learn new material.
[01:22:26.135 --> 01:22:27.215]  I'm not disappointed.
[01:22:27.215 --> 01:22:29.656]  I plan on sharing it with as many people as possible.
[01:22:29.656 --> 01:22:33.277]  I hear you coming more and more with that and I feel it more and more.
[01:22:33.277 --> 01:22:34.377]  It's moving me.
[01:22:34.377 --> 01:22:41.239]  We need to have courage and focus in order to accomplish that mission and I felt like I got a lot of that from Reset Wars as well.
[01:22:41.479 --> 01:22:45.604]  The confidence and hope gained from Reset Wars is priceless.
[01:22:45.604 --> 01:22:46.946]  This isn't magic.
[01:22:46.946 --> 01:22:54.635]  This is the real code of the universe, or what Max Planck 120 plus years ago called the Matrix.
[01:22:54.635 --> 01:22:58.400]  Start your journey to true freedom now at ResetWars.com.
[01:23:00.819 --> 01:23:10.541]  Well, I hope that Dr. Darren J. Beattie is incorrect, because I sure as hell wasn't involved in the attack on the Capitol, and just feel like I've been totally set up.
[01:23:10.541 --> 01:23:11.842]  But he's here with us.
[01:23:11.842 --> 01:23:18.603]  He's a former professor of political science at Duke University, who went on to serve in the White House as a speechwriter and policy advisor to Trump.
[01:23:18.603 --> 01:23:27.345]  He's now the founder of Revolver News, revolver.news, at Darren J. Beattie on Twitter, I guess, still for now, but mark down revolver.news.
[01:23:27.345 --> 01:23:28.546]  Doc, thanks for joining us.
[01:23:28.546 --> 01:23:29.626]  I know you just got off a plane.
[01:23:30.086 --> 01:23:30.587]  Thank you.
[01:23:43.328 --> 01:23:46.749]  Well, you captured a lot of it in that in that clip.
[01:23:46.749 --> 01:23:53.152]  And I would only emphasize that this is, you know, I think the most elegant solution.
[01:23:53.152 --> 01:24:01.996]  If I were advising the Feds, if I were a strategist for the Feds, I would suggest precisely the solution that I described.
[01:24:01.996 --> 01:24:11.000]  Because what it really does is it gives a nice headline to shut up all the people, including Revolver News, suggesting that Rhodes is likely a Fed.
[01:24:12.242 --> 01:24:14.843]  They'll say, oh, he was charged with a distant conspiracy.
[01:24:14.843 --> 01:24:16.023]  He's not a fed.
[01:24:16.023 --> 01:24:23.005]  It'll shut up the people on the left, and there's a large constituency on the left that was just as puzzled as anyone.
[01:24:23.005 --> 01:24:30.887]  Why is it almost a year, and they're not touching Rhodes, when in their minds Rhodes is this big, bad militiaman?
[01:24:31.681 --> 01:24:36.203]  They say, oh, well, it must be the Nazi sympathizers in the government.
[01:24:36.203 --> 01:24:37.843]  So it shuts them up.
[01:24:37.843 --> 01:24:43.185]  And also, the liability here would be, if Rose is a fed, that he would go rogue on them.
[01:24:43.185 --> 01:24:45.026]  And as you know, that happens sometimes.
[01:24:45.026 --> 01:24:47.007]  There are a lot of precedents for that.
[01:24:47.007 --> 01:24:47.687]  Oh, yeah.
[01:24:47.687 --> 01:24:49.288]  Tim McVeigh.
[01:24:49.288 --> 01:24:49.628]  Right.
[01:24:49.628 --> 01:24:52.229]  Well, Carol Howe is a case.
[01:24:52.229 --> 01:24:53.649]  Oh, she's a better example.
[01:24:53.649 --> 01:24:55.590]  Elohim City and Southern Primary Law Center, yeah.
[01:24:56.411 --> 01:24:58.031]  Exactly.
[01:24:58.031 --> 01:25:07.154]  We've seen these various permutations before, and one option is that the informants or the agency can go rogue.
[01:25:07.154 --> 01:25:18.017]  In order to quell that possibility, whoever his handler might have been could have proposed to him, look, I know it's going to be scary, it's a serious charge, but
[01:25:18.686 --> 01:25:19.187]  You're going to
[01:25:38.720 --> 01:25:39.201]  I don't know.
[01:25:59.144 --> 01:26:03.586]  The arrest only intensifies many of the questions that we ask.
[01:26:03.586 --> 01:26:11.309]  Well, let's expand on that because you talk about this has been done by the feds a lot, where they will do a charge on their informants and then drop them later or lower them down.
[01:26:11.309 --> 01:26:12.149]  Exactly.
[01:26:12.149 --> 01:26:15.991]  We saw the jail guards that basically were MIA.
[01:26:15.991 --> 01:26:23.474]  When Epstein got killed, I predicted they would drop their charges as soon as the other lady got convicted.
[01:26:24.154 --> 01:26:25.895]  And of course that happened.
[01:26:25.895 --> 01:26:27.375]  And so we've seen this over and over again.
[01:26:27.375 --> 01:26:30.036]  But I'll just go ahead and just get this out in the open.
[01:26:30.036 --> 01:26:32.356]  Because people say, don't talk about this, God, they'll twist it.
[01:26:32.356 --> 01:26:38.538]  But my own security, by around January 6th, was like, we don't like Stuart Rhodes.
[01:26:38.538 --> 01:26:40.579]  That guy's creepy as hell.
[01:26:40.579 --> 01:26:44.200]  And then even after January 6th, they're like, I wouldn't have that guy on the air.
[01:26:44.200 --> 01:26:49.581]  They thought he was probably a Fed and trying to set us up, just from all the weirdness we saw and what happened after.
[01:26:49.581 --> 01:26:52.362]  But I just couldn't believe, and I've told you this privately, Professor.
[01:26:52.842 --> 01:26:53.242]  Doctor.
[01:26:53.242 --> 01:26:54.583]  Right.
[01:26:54.583 --> 01:27:02.327]  Six months ago on the phone, but I told Tucker Carlson this off the air, and everybody, I just don't want to accuse somebody before we know, but I know this.
[01:27:02.327 --> 01:27:07.009]  I know this.
[01:27:07.009 --> 01:27:15.954]  They clearly are betting everything on this sedition rollout, and because Ted Cruz, and because Tom Cotton,
[01:27:17.082 --> 01:27:34.356]  And because everybody were bringing up Ray Epps and your articles and Tucker Carlson and the rest of it, I was even saying in the office the day it happened that morning, I was on air hours before the news broke, saying it's imminent, it's imminent, they're going to bust a bunch of people and say it's terrorism because they had to do this and then boom, it happened.
[01:27:34.356 --> 01:27:36.918]  Can you speak to that?
[01:27:36.918 --> 01:27:37.298]  Yes.
[01:27:37.298 --> 01:27:45.585]  Again, I think the timing is very suspicious, certainly in light of the Ray Epps and the broader sort of FBI involvement.
[01:27:46.487 --> 01:27:51.338]  Um, question, you know, becoming getting such national attention.
[01:27:51.338 --> 01:27:53.964]  I think as far as the timing goes, I think it.
[01:27:54.884 --> 01:28:03.369]  Probably much more relevant, the subpoena issue and the issue of removing Rhodes from testifying in the various trials.
[01:28:03.369 --> 01:28:10.534]  As you point out, there are many, many parallels to that throughout the entire history of the government using informants.
[01:28:10.534 --> 01:28:21.501]  And there are also several questions proposed in the original Revolver.News investigative reports that make no sense in light of the recent seditious conspiracy charge.
[01:28:22.325 --> 01:28:31.315]  One of those things is that Rhodes, up to this point, up to just days ago, had not even been searched.
[01:28:31.315 --> 01:28:41.207]  The full extent of any search that he was subjected to was they took a single cell phone from him four months after January 6th.
[01:28:41.974 --> 01:28:55.963]  So here's the guy who's getting all of this press as the big bad boogeyman leader of the most prosecuted and dangerous militia group that they're all making a fuss about because of this stupid, like, stack that went in the Capitol.
[01:28:55.963 --> 01:29:00.506]  And they don't think, oh, here's a guy that might destroy evidence.
[01:29:00.506 --> 01:29:05.449]  We're going to give him four months to destroy evidence and then take a single cell phone from him.
[01:29:05.449 --> 01:29:09.132]  And then after that, they don't search anything of his.
[01:29:09.750 --> 01:29:22.035]  For eight months, and they're building, so they're allegedly building this ultimately serious seditious conspiracy charge, and they bother to take a single cell phone four months after January 6th.
[01:29:22.035 --> 01:29:30.699]  Compare that to the case of Thomas Caldwell, who is a 60-something disabled that he spent
[01:29:31.865 --> 01:29:33.986]  60 plus days in solitary confinement.
[01:29:33.986 --> 01:29:34.887]  Thank God he's out.
[01:29:34.887 --> 01:29:36.908]  He was finally released on bond.
[01:29:36.908 --> 01:29:39.869]  The government actually tried to deny him bond.
[01:29:39.869 --> 01:29:46.732]  And if you look at the government's argument for why he should have been denied bond, it's littered with references to Rhodes.
[01:29:46.732 --> 01:29:53.896]  And in fact, the charging documents in relation to Caldwell, he was charged with conspiracy to obstruct an official proceeding.
[01:29:53.896 --> 01:30:00.739]  The entire conspiracy in the government's case rests on Stuart Rhodes' statements and actions.
[01:30:01.622 --> 01:30:13.271]  Which is a suspicious thing in its own right, given that Thomas Caldwell, this 60-year-old guy... He's almost 70, former naval commander, because somebody, an Oath Keeper, sent him a text calling him commander.
[01:30:13.271 --> 01:30:15.833]  I'm just expanding on that, Doc, because that's so crazy.
[01:30:15.833 --> 01:30:17.154]  They know he didn't have a boat.
[01:30:17.154 --> 01:30:19.756]  They know he wasn't trying to attack.
[01:30:19.756 --> 01:30:21.037]  Now they've charged him again!
[01:30:21.037 --> 01:30:22.739]  That's crazy!
[01:30:22.739 --> 01:30:23.139]  Right.
[01:30:23.139 --> 01:30:24.500]  No, but that's right.
[01:30:24.500 --> 01:30:29.544]  It is crazy and it's outrageous, but it's specifically important in relation to
[01:30:30.336 --> 01:30:36.659]  So you don't think he could be a useful idiot they were just manipulating who thought he would start a revolution?
[01:30:57.148 --> 01:31:00.309]  If he were a useful idiot, why didn't they search him?
[01:31:00.309 --> 01:31:13.213]  Thomas Caldwell, who was hit with a conspiracy to obstruct charge very early on, he had the feds swarm his house and take every bit of electronics that he could have had mid-January.
[01:31:13.965 --> 01:31:20.287]  And yet they base their whole conspiracy charge against him on the statements and actions of Stuart Rhodes.
[01:31:20.287 --> 01:31:27.529]  And yet they wait until May to take a single cell phone from Rhodes, and then wait until now to hit him with a charge?
[01:31:27.529 --> 01:31:31.370]  If they're serious about building a serious charge, it makes zero sense.
[01:31:31.550 --> 01:31:33.411]  No, I understand.
[01:31:33.411 --> 01:31:44.919]  Dr. Darren J. Beatty is here with us, but what I'm asking you is, don't you think this came out, because they admit they impaneled the grand jury last week and got the indictment right as all the re-up stuff was breaking.
[01:31:44.919 --> 01:31:49.362]  I mean, I knew big stuff had to come once that began.
[01:31:49.362 --> 01:31:50.563]  Well, yeah.
[01:31:50.563 --> 01:31:53.385]  They needed to clear him off the table, as I pointed out.
[01:31:53.385 --> 01:31:57.508]  But it doesn't make sense, this idea of a serious charge.
[01:31:59.514 --> 01:32:05.699]  There were two very easy charges they could have given him very early on if they were building a more serious one.
[01:32:05.699 --> 01:32:14.446]  One is the same charge that they hit Caldwell, that they charged Caldwell with on the basis of Rhodes' statements and actions, and that's conspiracy to obstruct.
[01:32:14.446 --> 01:32:24.194]  And the other one that they could have got him for was a trespassing charge, which is a ridiculous charge, but they've done it to other people if they wanted to take more time to do it.
[01:32:24.194 --> 01:32:28.198]  They did it to Owen Schreier, who's on video bullhorning, saying, don't attack the building.
[01:32:28.852 --> 01:32:29.332]  Exactly.
[01:32:29.332 --> 01:32:35.814]  They've done it to Rowan Troyer, they've done it to Mark Ibrahim, they've done it to a number of people, and it's a stupid charge.
[01:32:35.814 --> 01:32:43.495]  But it goes to show, if they wanted him, they could have gotten him from day one, just the way that they got other people on the same charges.
[01:32:43.495 --> 01:32:44.096]  And they didn't.
[01:32:44.096 --> 01:32:53.938]  So the fact that the government ignored Rhodes to the point that they didn't bother to really search him in any meaningful sense, a single phone compared to the full-scale
[01:32:54.654 --> 01:33:00.777]  Let me just raise this then, because you intrigue me with what you said on Tim Pool.
[01:33:00.777 --> 01:33:05.260]  Clearly, CNN, hundreds of publications are now saying, get Jones.
[01:33:05.260 --> 01:33:06.520]  This proves he's in charge.
[01:33:06.520 --> 01:33:07.241]  He's the next one.
[01:33:08.680 --> 01:33:14.745]  And we see that coordination with your theory that Rhodes will make something up or something along those lines.
[01:33:14.745 --> 01:33:17.327]  Some people are like, well you better be honest with Rhodes, he'll make something up.
[01:33:17.327 --> 01:33:17.987]  Make it up!
[01:33:17.987 --> 01:33:19.448]  I'm not involved in this.
[01:33:19.448 --> 01:33:25.393]  I am pissed if this indictment is real and he was hoping to hijack our thing and cause a civil war.
[01:33:25.393 --> 01:33:29.075]  I mean I could be in prison or dead or we could have the country burning right now.
[01:33:29.075 --> 01:33:32.638]  Well you know what Alex, this ridiculous conspiracy theory
[01:33:33.098 --> 01:33:39.263]  That you had an involvement, or Roger Stone had an involvement in this ridiculous conspiracy theory.
[01:33:39.263 --> 01:33:47.069]  This very theory is actually propounded by the chair of the January 6th Committee, Benny Thompson.
[01:33:47.069 --> 01:33:49.711]  In his personal capacity, he did a lawsuit.
[01:33:49.711 --> 01:33:57.898]  And he did a lawsuit against Oath Keepers, Proud Boys, Donald Trump.
[01:33:57.898 --> 01:34:00.500]  And in this lawsuit, his theory of the case
[01:34:01.013 --> 01:34:10.296]  Was that there was this kind of bizarre coordination between Rhodes and various members of Trump's inner circle, including Roger Stone and others.
[01:34:10.296 --> 01:34:27.843]  So this theory has already been propounded by the chair of the January 6th committee, which is interesting because, as Revolver pointed out, if Stuart Rhodes played a key role in the theory of the case embraced by the chair of the committee,
[01:34:28.627 --> 01:34:39.116]  Why did it take the committee until November to bother to subpoena Rhodes at all, only after Revolver published a report pointing out how bizarre that was?
[01:34:39.116 --> 01:34:39.836]  Absolutely.
[01:34:39.836 --> 01:34:42.798]  And for those who don't know, they finally responded about Ray Epps.
[01:34:42.798 --> 01:34:45.521]  Oh, they secretly met with him, but none of that's on record.
[01:34:45.521 --> 01:34:46.021]  Right.
[01:34:46.021 --> 01:34:46.802]  Oh, yeah.
[01:34:46.802 --> 01:34:48.323]  That's another ridiculous thing.
[01:34:48.323 --> 01:34:54.628]  So we're supposed to believe the Epps thing is debunked, too, because the January 6th committee says he made a statement.
[01:34:54.628 --> 01:34:56.229]  They don't give us the statement.
[01:34:56.229 --> 01:34:57.010]  They don't tell us
[01:34:57.737 --> 01:35:02.219]  Whether the statement was made under oath or what the circumstances were, nothing.
[01:35:02.219 --> 01:35:10.163]  All they say is, don't worry guys, Ray Epps told us that he's not a member of any law enforcement organization.
[01:35:10.163 --> 01:35:15.925]  Which, by the way, opened the door to DOD and there are a lot of government agencies that are not technically law enforcement.
[01:35:15.925 --> 01:35:17.586]  Or Southern Poverty Law Center.
[01:35:17.586 --> 01:35:19.447]  They use that as a go-between.
[01:35:19.447 --> 01:35:20.827]  Sure, exactly.
[01:35:20.827 --> 01:35:22.048]  So it's really...
[01:35:23.398 --> 01:35:28.621]  The Ray Epps quote-unquote debunking is even more ridiculous than the than the Rhodes one.
[01:35:28.621 --> 01:35:38.466]  And so it's clear that the regime is desperate, exceedingly desperate, to control... He's like a carnival barker for three days saying attack the Capitol.
[01:35:38.466 --> 01:35:38.846]  Right.
[01:35:38.846 --> 01:35:39.887]  And then he doesn't get arrested.
[01:35:41.713 --> 01:35:42.213]  Right.
[01:35:42.213 --> 01:35:45.756]  No, I mean, that also makes zero sense.
[01:35:45.756 --> 01:35:50.579]  And just to offer a specific example, they're saying, oh, Epps didn't go into the Capitol.
[01:35:50.579 --> 01:35:52.921]  Well, Thomas Caldwell didn't go into the Capitol.
[01:35:52.921 --> 01:35:54.562]  This gentleman I mentioned earlier.
[01:35:54.562 --> 01:35:57.525]  Dura Rhodes, for that matter, didn't go into the Capitol.
[01:35:57.525 --> 01:36:00.206]  A lot of people are charged he didn't go into the Capitol.
[01:36:00.206 --> 01:36:07.572]  In the case of Ray Epps, who is the only person I think caught on camera just saying we need to go into the Capitol.
[01:36:08.311 --> 01:36:20.298]  There was an individual called George Tanios who, months and months ago, was charged with a conspiracy to—I think it was a conspiracy to murder an officer.
[01:36:20.298 --> 01:36:24.880]  It may have been a conspiracy for serious assault, but it was a very serious charge.
[01:36:24.880 --> 01:36:34.545]  And the government based its entire charge off the fact that his friend wanted to grab bear spray from him, and he told his friend, no, no, not yet.
[01:36:36.155 --> 01:36:46.584]  On the basis of that yet, at the end of No No Not Yet, he was charged with conspiracy to assault or maybe even murder, I forget which.
[01:36:46.584 --> 01:36:54.771]  But Ray Epps, who's caught on camera, among other things, telling an individual, another suspicious individual, by the way, who was in charge, he tells him,
[01:36:55.626 --> 01:36:56.387]  Put this away.
[01:36:56.387 --> 01:36:58.868]  When we go in, leave this here.
[01:36:58.868 --> 01:37:01.110]  When we go in, leave this here.
[01:37:01.110 --> 01:37:04.732]  You don't want to get shot when we go in.
[01:37:04.732 --> 01:37:08.575]  And so the parallels there are pretty astonishing.
[01:37:25.526 --> 01:37:27.928]  Hey, Dr. Beatty, it's Norm Pettis.
[01:37:27.928 --> 01:37:28.528]  Nice to meet you.
[01:37:28.528 --> 01:37:30.310]  Hi, great to meet you.
[01:37:30.310 --> 01:37:31.771]  I'm just a lawyer from the ground up.
[01:37:31.771 --> 01:37:33.532]  You're looking at it from the top down.
[01:37:33.532 --> 01:37:34.253]  I've got some questions.
[01:37:34.253 --> 01:37:40.217]  What's your take, then, with respect to... you're drawing a blank on the name.
[01:37:40.217 --> 01:37:43.240]  I'm having a senior moment right now.
[01:37:43.240 --> 01:37:48.804]  Are you saying that Rhodes was a plant by the government and if so, for how long?
[01:37:52.399 --> 01:37:56.162]  To answer that question is to go into speculative territory.
[01:37:56.162 --> 01:38:15.679]  I still think that the most compelling answer to the questions that I raised just now in this interview and that are raised more extensively in Revolver's investigative work on Rhodes, that the most parsimonious and likely explanation for that is that Rhodes had some relationship
[01:38:16.351 --> 01:38:19.573]  With some federal agency or some cut out for a federal agency.
[01:38:19.573 --> 01:38:20.594]  That makes sense.
[01:38:20.594 --> 01:38:26.017]  But here's where I had trouble following you, and this isn't a cross-examination, it's not a trick question.
[01:38:26.017 --> 01:38:35.983]  He didn't need to be charged effectively to be silenced because Mr. Jones hasn't been charged and he's going to take the 5th on the 24th of January before the Congressional Committee.
[01:38:35.983 --> 01:38:40.025]  So the charges are surplus in terms of adequate on the 5th.
[01:38:42.086 --> 01:38:52.133]  Having said that, I also agree that your points about, you know, given the centrality of the role they're now asserting against him, it makes no sense that it took four months to get his phone.
[01:38:52.133 --> 01:38:56.916]  But, you know, did they really need to charge him in order to silence him?
[01:38:56.916 --> 01:39:00.399]  Because a prudent lawyer wouldn't let him testify in any case.
[01:39:00.399 --> 01:39:06.123]  Well, the thing is this, is that a prudent lawyer, that's a good remark, because
[01:39:07.301 --> 01:39:07.441]  It is.
[01:39:07.441 --> 01:39:08.342]  Why would he do that?
[01:39:08.342 --> 01:39:09.342]  That shows a familiarity.
[01:39:27.816 --> 01:39:34.058]  Well, he clearly was not concerned that they were really going to get him.
[01:39:34.058 --> 01:39:36.218]  And I think that's still... Okay, got that.
[01:39:36.218 --> 01:39:38.079]  So he's playing the card that he's got.
[01:39:38.079 --> 01:39:40.700]  He's playing the get out of jail card in his pocket.
[01:39:40.700 --> 01:39:48.382]  I've heard his lawyer say on the air that he has incontrovertible documentary proof that Rhodes is innocent.
[01:39:48.382 --> 01:39:49.842]  Do you have any idea what that is?
[01:39:49.842 --> 01:39:51.443]  What that incontrovertible proof is?
[01:39:52.259 --> 01:39:54.420]  I mean, I would love to see it.
[01:39:54.420 --> 01:39:56.401]  Look, I hope it's true.
[01:39:56.401 --> 01:39:57.601]  Here's the deal.
[01:39:57.601 --> 01:39:59.842]  I've read this indictment now three times.
[01:39:59.842 --> 01:40:02.663]  By the way, let me just finish the answer on this.
[01:40:02.663 --> 01:40:03.784]  Yes, sir.
[01:40:03.784 --> 01:40:09.866]  In a legal sense, you can always, you know, I think, Tess, I mean, you're the lawyer, but correct me if I'm wrong.
[01:40:09.866 --> 01:40:12.588]  He was subpoenaed.
[01:40:12.588 --> 01:40:20.591]  A defense lawyer for Kelly Megg subpoenaed him and apparently got him to agree to testify as a witness.
[01:40:21.474 --> 01:40:27.321]  And it was shortly after, a week after that, that he was hit with a charge.
