[00:00.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[1:45:38.160 --> 1:45:42.160]  and it is now in stock for whatever your need is at infowarstore.com.
[1:45:42.160 --> 1:45:49.160]  You'll also find instructional videos and more information at infowarstore.com or thebiopros.com.
[1:45:49.160 --> 1:45:55.160]  Made in America, powered by God's great creation, it is amazing and it funds the info war.
[1:45:59.160 --> 1:46:04.160]  Sold out for more than a year and a half because of supply chain breakdowns,
[1:46:04.160 --> 1:46:08.160]  our best-selling product, Superblue, is finally back in stock.
[1:46:08.160 --> 1:46:12.160]  The original available at infowarstore.com.
[1:46:12.160 --> 1:46:16.160]  It only came in three weeks ago and already half of our stock has sold out,
[1:46:16.160 --> 1:46:20.160]  so thank you all for the support, but Superblue has a lot of fans.
[1:46:20.160 --> 1:46:23.160]  And you can get it for 40% off by itself,
[1:46:23.160 --> 1:46:27.160]  but when you get it in the trifecta with our activated charcoal toothpaste,
[1:46:27.160 --> 1:46:30.160]  infused with essential oils so great for your mouth and gums,
[1:46:30.160 --> 1:46:36.160]  you can get it for 50% off with super coral whitening toothpaste as well.
[1:46:36.160 --> 1:46:43.160]  So get the trifecta for 50% off together or 40% off individually at infowarstore.com.
[1:46:43.160 --> 1:46:46.160]  You'll have great health with your gums and your mouth and your teeth,
[1:46:46.160 --> 1:46:50.160]  and you know you're funding the tip of the spear in the fight against the globalist.
[1:46:50.160 --> 1:47:09.160]  Superblue being sold out for more than a year and a half, finally back available at infowarstore.com.
[1:47:23.160 --> 1:47:32.160]  Alright ladies and gentlemen, we are in a very interesting situation here at info wars where
[1:47:32.160 --> 1:47:37.160]  we've been marked for destruction, we've been marked for death,
[1:47:37.160 --> 1:47:41.160]  the total censorship didn't wipe us out, so now they're trying to wipe us out with lawfare,
[1:47:41.160 --> 1:47:50.160]  and in a way it's a battle of futility except that just being on air is a victory every day.
[1:47:50.160 --> 1:47:58.160]  But at a certain point, and you look at how much it costs, the cost of just being on air every day,
[1:47:58.160 --> 1:48:03.160]  and it's honestly, it's overwhelming folks, it's overwhelming.
[1:48:03.160 --> 1:48:09.160]  And it's really a miracle that we're still able to operate be on air,
[1:48:09.160 --> 1:48:12.160]  and we have not had to let go of a single crew member.
[1:48:12.160 --> 1:48:15.160]  That is a miracle, we've not had to scale down our live transmissions,
[1:48:15.160 --> 1:48:21.160]  we've not had to scale down banned out video where we host dozens of other hosts and creators
[1:48:21.160 --> 1:48:30.160]  and artists and reporters and musicians, and that's a miracle,
[1:48:30.160 --> 1:48:32.160]  and that's thanks to your support at infowarstore.com.
[1:48:32.160 --> 1:48:36.160]  I mean that's it, if it wasn't for you, we wouldn't be here.
[1:48:36.160 --> 1:48:45.160]  But it's almost like, again, if the victory wasn't us just being on air,
[1:48:45.160 --> 1:48:49.160]  Alex probably would have shut this place down a long time ago,
[1:48:49.160 --> 1:48:56.160]  just because of how much it costs to run it and then just the labor to run it as well,
[1:48:56.160 --> 1:49:00.160]  dealing with all the attacks against us by the fascistic communists every day.
[1:49:00.160 --> 1:49:05.160]  You see us in court all the time, I'm in court all the time, Alex in court all the time.
[1:49:05.160 --> 1:49:08.160]  Plus they're censored everywhere.
[1:49:08.160 --> 1:49:13.160]  So at a certain point you're just kind of just like, well, I mean, do I keep going
[1:49:13.160 --> 1:49:18.160]  or do I just let Darth Vader strike me down for the world to see?
[1:49:18.160 --> 1:49:21.160]  But we're going to keep going as long as he keeps supporting us, and you have.
[1:49:21.160 --> 1:49:24.160]  And so we're still here, we've still got the whole entire great crew,
[1:49:24.160 --> 1:49:27.160]  we're still live 10 hours a day minimum.
[1:49:27.160 --> 1:49:34.160]  And the two big things that have really funded us in going into this fall
[1:49:34.160 --> 1:49:38.160]  knowing we can still be on air this fall for the midterms.
[1:49:38.160 --> 1:49:47.160]  And that's the new book, The Great Reset and the War for the World by Alex Jones.
[1:49:47.160 --> 1:49:51.160]  Here's a copy right here on my desk.
[1:49:51.160 --> 1:49:53.160]  Just folks, this thing reads like a textbook.
[1:49:53.160 --> 1:49:57.160]  I'm telling you, if you want just the blueprint, if you just want the knowledge, the information,
[1:49:57.160 --> 1:49:58.160]  this is it.
[1:49:58.160 --> 1:50:00.160]  Chapter one, what is the Great Reset?
[1:50:00.160 --> 1:50:03.160]  Chapter two, developing the system of control.
[1:50:03.160 --> 1:50:06.160]  It just goes on and on.
[1:50:06.160 --> 1:50:12.160]  And it reads like a textbook, folks.
[1:50:12.160 --> 1:50:26.160]  And then if you go to the back, you'll see bibliography here that just sources all of everything that's in the book.
[1:50:26.160 --> 1:50:32.160]  I mean, the bibliography is almost as long as the book itself.
[1:50:32.160 --> 1:50:34.160]  Just amazing.
[1:50:34.160 --> 1:50:41.160]  Get your copy right now at infowarstore.com or on Amazon.
[1:50:41.160 --> 1:50:44.160]  If you get it on our websites, all of that goes directly to us.
[1:50:44.160 --> 1:50:49.160]  If you get it to Amazon, they take their cut, but the book stays on top of the top seller charts.
[1:50:49.160 --> 1:50:51.160]  So it has an advantage there.
[1:50:51.160 --> 1:50:53.160]  The Great Reset and the War for the World by Alex Jones.
[1:50:53.160 --> 1:50:54.160]  Get your book.
[1:50:54.160 --> 1:50:55.160]  That keeps us on air.
[1:50:55.160 --> 1:50:56.160]  Give it away as gifts.
[1:50:56.160 --> 1:51:00.160]  And the new coin, these are always great fundraisers.
[1:51:00.160 --> 1:51:03.160]  There's a big markup on this, but it's a piece of history.
[1:51:03.160 --> 1:51:04.160]  It's a pure silver coin.
[1:51:04.160 --> 1:51:06.160]  It has collector's value.
[1:51:06.160 --> 1:51:13.160]  So the new, only 10,000 in mint, Teddy Roosevelt Man in the arena coin, also available at infowarstore.com.
[1:51:13.160 --> 1:51:20.160]  When you click that at infowarstore.com, that will directly link you to 1776coin.com where you can make your purchase.
[1:51:20.160 --> 1:51:26.160]  These two items are the key fundraisers right now to keep us on the air.
[1:51:26.160 --> 1:51:28.160]  And folks, I'm just going to be honest with you here.
[1:51:28.160 --> 1:51:34.160]  I think Alex is at the point where if the fund stopped coming in, he's just going to shut it down and he's not even going to have any qualms about it.
[1:51:34.160 --> 1:51:39.160]  Because of just all the torment and all the torture and all the toil and all the labor that goes in.
[1:51:39.160 --> 1:51:41.160]  And it's a labor of love.
[1:51:41.160 --> 1:51:45.160]  But it's just like, it would almost be a relief for him at this point.
[1:51:45.160 --> 1:51:50.160]  But as long as you keep supporting us financially and we are able to stay on air, we're going to do it.
[1:51:50.160 --> 1:51:57.160]  So continue to shop at infowarstore.com and we will continue to have the victory of just being on air.
[1:51:57.160 --> 1:52:03.160]  It's like a bonus that we're probably the best news organization out there, but just being on air is the victory.
[1:52:03.160 --> 1:52:08.160]  All right, Josh Howley is doing a great job as a congressman.
[1:52:08.160 --> 1:52:17.160]  And here he is on in the capital yesterday, schooling a national archivist of Biden that is a complete disaster.
[1:52:17.160 --> 1:52:19.160]  Here it is.
[1:52:19.160 --> 1:52:27.160]  Republicans tend to exhibit anti-intellectual qualities. Democrats, on the other hand, coalesce on the intellectual tale of the continuum.
[1:52:27.160 --> 1:52:32.160]  So is the point that Republicans are stupid and Democrats are intellectual?
[1:52:32.160 --> 1:52:35.160]  Thank you, Senator, for that question. Absolutely not.
[1:52:35.160 --> 1:52:45.160]  The point of the article is that the presidents that I featured in it have a rhetorical connection with the American people.
[1:52:45.160 --> 1:52:52.160]  A rhetorical connection that you say is anti-intellectual and you feature every two term Republican president.
[1:52:52.160 --> 1:52:54.160]  Go back to Dwight Eisenhower.
[1:52:54.160 --> 1:53:07.160]  Yes, Senator, I think it's a piece on rhetoric and it is really looking at how these presidents have been successful rhetorically in their arguments.
[1:53:07.160 --> 1:53:15.160]  It's a piece on rhetoric, but you attribute part of the anti-intellectualism of the Republican party to, in your words, the rise of the religious right.
[1:53:15.160 --> 1:53:18.160]  Tell me about that, because those voters are stupid.
[1:53:18.160 --> 1:53:21.160]  Thank you, Senator, for that question. Absolutely not.
[1:53:21.160 --> 1:53:27.160]  And if I am confirmed as archivist of the United States, I look forward to welcoming all Americans to the National Archives.
[1:53:27.160 --> 1:53:31.160]  So do you think that people who voted for Donald Trump are intellectual?
[1:53:31.160 --> 1:53:37.160]  The truth is that Democrats are the dumb ones. I've proved that with hundreds of hours of interviews interviewing liberals out on the streets.
[1:53:37.160 --> 1:53:42.160]  But notice how this is another ghoul. Why do all of Biden's appointees look like damn ghouls?
[1:53:42.160 --> 1:53:47.160]  The anti-intellectual rhetoric is to appeal to them because what? What's your theory?
[1:53:47.160 --> 1:53:49.160]  Thank you, Senator, for that question.
[1:53:49.160 --> 1:53:55.160]  As I said, presidents are able to speak in common sense, plain terms, to Americans that they understand.
[1:53:55.160 --> 1:54:02.160]  So you characterize President Reagan as having, quote, less than impressive intellectual capacities.
[1:54:02.160 --> 1:54:10.160]  You said President Eisenhower and Bush were decidedly intellectual. You said Reagan engaged in intellectual posturing.
[1:54:10.160 --> 1:54:15.160]  Let's just start with the first one. Less than impressive intellectual capacities. So in other words, it's dumb.
[1:54:15.160 --> 1:54:20.160]  Thank you, Senator. Absolutely not. That was a perception, and it was cited.
[1:54:20.160 --> 1:54:25.160]  I'm sorry. It's a perception by home, by you. You wrote about it.
[1:54:25.160 --> 1:54:35.160]  No, Senator. That was, and as I said, in the article, that is a perception. But actually in the article, because...
[1:54:35.160 --> 1:54:40.160]  You say Reagan's less than impressive intellectual capacities have been widely discussed.
[1:54:40.160 --> 1:54:46.160]  That's presented as a factual statement. You don't even cite for it. This is on page 298.
[1:54:46.160 --> 1:54:54.160]  I have your article. Don't dissymbol in front of me. So Reagan's less than impressive intellectual capacities have been widely discussed.
[1:54:54.160 --> 1:54:57.160]  You're not saying that he had less than... That's not your view?
[1:54:57.160 --> 1:54:59.160]  Thank you, Senator. It is not my view.
[1:54:59.160 --> 1:55:00.160]  Why did you write it?
[1:55:00.160 --> 1:55:06.160]  Thank you, Senator. That is not my view. My view was focused on his rhetorical capabilities.
[1:55:06.160 --> 1:55:12.160]  That's not what your sentence says. Listen, you wrote an article saying basically that Republican voters are stupid,
[1:55:12.160 --> 1:55:16.160]  that Republican presidents deliberately appeal to anti-intellectualism.
[1:55:16.160 --> 1:55:23.160]  You roll it all up in this thing called Republican populism, yet you're trying to present yourself here as a nonpartisan.
[1:55:23.160 --> 1:55:27.160]  In fact, you're an extreme partisan, and your record shows that.
[1:55:27.160 --> 1:55:33.160]  You're someone who has denigrated Republican presidents every two-term Republican president, I think.
[1:55:33.160 --> 1:55:42.160]  I hope I'm not leaving anybody out. Since the Second World War and their voters in this lengthy article, I just don't understand.
[1:55:42.160 --> 1:55:44.160]  If you wrote it, why won't you stand behind it?
[1:55:44.160 --> 1:55:53.160]  Thank you, Senator. I will stand by my long experience over 15 years of nonpartisan service.
[1:55:53.160 --> 1:56:01.160]  This is not just a theoretical set of questions, because as you know, we have seen what happens when you have political activists
[1:56:01.160 --> 1:56:07.160]  in the position that you are up for confirmation for, and we are living through that as a nation right now.
[1:56:07.160 --> 1:56:16.160]  We are living through the weaponization, the political weaponization of the National Archives, the political weaponization of the Department of Justice,
[1:56:16.160 --> 1:56:24.160]  the political weaponization of the FBI, such that half of the people of this country cannot trust those institutions.
[1:56:24.160 --> 1:56:32.160]  Even with a president who calls half the voters of this country semi-fascists, who have said that they are a threat to democracy,
[1:56:32.160 --> 1:56:40.160]  this is an elected American president who makes these outrageous, outrageous statements.
[1:56:40.160 --> 1:56:47.160]  So in that environment, frankly, to have you up for confirmation for this position, which has become very politically charged,
[1:56:47.160 --> 1:56:53.160]  in a way I lament it should not have been, but unfortunately, the past archivists have done what they've done.
[1:56:53.160 --> 1:56:56.160]  The FBI has done what it has done. DOJ has done what they have done.
[1:56:56.160 --> 1:57:02.160]  And here you are talking about the anti-intellectualism and, frankly, stupidity of American voters.
[1:57:02.160 --> 1:57:07.160]  I mean, if that isn't plain to type, I don't know what that world is. I mean, it's basically a self-parody.
[1:57:07.160 --> 1:57:16.160]  How can you assure me, or anybody watching this hearing, the millions of Americans, 75 million Americans who voted for Republican in the last election,
[1:57:16.160 --> 1:57:22.160]  how can you assure them that you will be truly nonpartisan, given what you have said over a period of years?
[1:57:22.160 --> 1:57:30.160]  Thank you, Senator. I stand by my record of nonpartisan service at the Congressional Research Service, the Library of Congress,
[1:57:30.160 --> 1:57:35.160]  and at the White House Historical Association, and I invite anybody to talk to people that I work with.
[1:57:35.160 --> 1:57:41.160]  So the question is, with great people like Tucker Carlson and Josh Howley on the rise, once they destroy Info Wars and all of us here,
[1:57:41.160 --> 1:57:46.160]  how is America going to respond when they go after Howley and Carlson? Because they're coming next.
[1:57:46.160 --> 1:57:56.160]  Info Wars work has never been having a bigger effect than it's having right now, and today is do or die time.
[1:57:56.160 --> 1:58:02.160]  If Info Wars gets the funding into the midterms in the next year, we're going to stay on air and be more effective than ever.
[1:58:02.160 --> 1:58:09.160]  But if we don't, I respect your decision, and I'm ready to basically implode and shut down our main operations.
[1:58:09.160 --> 1:58:17.160]  I've done my work, I've put everything into it, I believe it all in the field, but I believe at a gut level, you're going to come through,
[1:58:17.160 --> 1:58:20.160]  plus you're going to get great products that your family already need.
[1:58:20.160 --> 1:58:24.160]  So don't procrastinate. Show Info Wars, you want us to stay on the air.
[1:58:24.160 --> 1:58:28.160]  Go to infowarstore.com, where we've got three great products back in stock.
[1:58:28.160 --> 1:58:32.160]  Vitamin C and zinc, highest quality, super strong, back in stock.
[1:58:32.160 --> 1:58:36.160]  Vitamin D3 and calcium, and of course, DNA Force Plus.
[1:58:36.160 --> 1:58:42.160]  All these products are 50% off together in a combo pack or 40% off individually.
[1:58:42.160 --> 1:58:46.160]  So the great products you already need for your immune system, and we need the money to stay on air.
[1:58:46.160 --> 1:58:48.160]  So please take action now. Thank you.
[1:58:48.160 --> 1:58:58.160]  It's the fourth coin that we've released the last year, and I believe the most powerful, the man in the arena coin, Teddy Roosevelt.
[1:58:58.160 --> 1:59:06.160]  The citizen of a republic, the man in the arena. There's only 10,000 of this coin and it exists in the world.
[1:59:06.160 --> 1:59:11.160]  It will never be made again. It's not just an amazing historic coin.
[1:59:11.160 --> 1:59:17.160]  It funds the information war against the globalist. This is something you want to hand down to your grandchildren.
[1:59:17.160 --> 1:59:24.160]  This is something you want to own. And as a fundraiser, it is funding the information war against the globalist.
[1:59:24.160 --> 1:59:30.160]  Ladies and gentlemen, 10,000 coins are available. They'll sell out very quickly. Please be part of history.
[1:59:30.160 --> 1:59:39.160]  And thank you all for your support. You can go to 1776coin.com, or you can go to patreoncollectibles.com and secure this coin.
[1:59:39.160 --> 1:59:44.160]  There's only 10,000 of this coin in existence, and it funds the info war.
[1:59:44.160 --> 1:59:55.160]  Man in the arena coin, Teddy Roosevelt, 1776coin.com.
[2:00:40.160 --> 2:00:43.160]  There's a through line of hate.
[2:00:43.160 --> 2:00:57.160]  From massacres of indigenous people, to the original sin of slavery, the terror of the Klan, to anti-immigration, violence against the Irish, Italians, Chinese, Mexicans.
[2:00:57.160 --> 2:01:01.160]  So many others laced through our history.
[2:01:01.160 --> 2:01:09.160]  There's a through line of violence against religious groups, anti-Semitic, anti-Catholic, anti-Mormon, anti-Muslim, anti-Hindu, anti-Seek.
[2:01:09.160 --> 2:01:13.160]  And that's through line of hate never fully goes away.
[2:01:13.160 --> 2:01:17.160]  But the root crosses are really the globalists like Klaus Schwab.
[2:01:17.160 --> 2:01:26.160]  They're grooming a younger generation of globalist talent. They're focused on cultivating this next generation, and they've proven that they're quite good at this.
[2:01:26.160 --> 2:01:29.160]  This is a quote from Schwab in 2017.
[2:01:29.160 --> 2:01:38.160]  I have to say that when I mention now names like Miss Angela Merkel, even Vladimir Putin and so on, they've all been young global leaders at the WEF.
[2:01:38.160 --> 2:01:44.160]  But what we're very proud of now is the young generation like Prime Minister Justin Trudeau.
[2:01:44.160 --> 2:01:50.160]  We penetrate the cabinet, but we see he's complimenting himself for doing what?
[2:01:50.160 --> 2:01:55.160]  Infiltrating the Canadian government, grooming the prime minister, and then infiltrating his cabinet.
[2:01:55.160 --> 2:02:00.160]  So again, where does that leave the daily beast in their theory that this is some sort of a conspiracy?
[2:02:00.160 --> 2:02:08.160]  This is all a rebrand or a relaunch of the New World Order, which was again called a conspiracy.
[2:02:08.160 --> 2:02:17.160]  And it was to create a totalitarian world government, perhaps something akin to what we've seen from the UN, from the EU, or the WHO.
[2:02:17.160 --> 2:02:19.160]  They've been in the news a little bit lately.
[2:02:19.160 --> 2:02:24.160]  Unelected, unaccountable to the people, but they tell you what to do with your lives.
[2:02:24.160 --> 2:02:31.160]  So what the great reset architects believe is that modern democracy and a free market capitalism,
[2:02:31.160 --> 2:02:36.160]  not kind of capitalism we have today, we'll talk about that a little bit, but the free market capitalism has failed.
[2:02:36.160 --> 2:02:42.160]  And the only way to fix it is by marrying corporate interests and the increasingly powerful state.
[2:02:42.160 --> 2:02:49.160]  This will create corporatist super states or maybe one day a super state that will see a new world government take shape.
[2:02:49.160 --> 2:02:57.160]  It's already happening, though it might not necessarily take the form of a government. It's a functional dictatorship via corporations.
[2:02:57.160 --> 2:02:59.160]  That's what they're doing and it's already happening.
[2:02:59.160 --> 2:03:03.160]  And his corporate controllers, like Bill Gates.
[2:03:03.160 --> 2:03:08.160]  This guy's unelected and he's got way too much influence in global healthcare.
[2:03:08.160 --> 2:03:17.160]  He's a college dropout. He's not even a coder. Did you know that? He doesn't write code.
[2:03:17.160 --> 2:03:21.160]  He's just a monopolist. That's what he's a criminal and a monopolist.
[2:03:21.160 --> 2:03:27.160]  And he went to Jeffrey Epstein's Island, which makes a lot of people say he's a child draper.
[2:03:27.160 --> 2:03:31.160]  He told Trump don't set up a commission on vaccines to study vaccines.
[2:03:31.160 --> 2:03:37.160]  That would be a dead end. That would be a bad thing. Why? What are they going to find out?
[2:03:37.160 --> 2:03:41.160]  They're going to find out that vaccines are safe and effective, right? Wouldn't that be good?
[2:03:41.160 --> 2:03:47.160]  And the King of England who is involved in all this eugenics and depopulation, King Charles III.
[2:03:47.160 --> 2:03:58.160]  At the moment we've so degraded natural systems, ecosystems, biodiversity, that it's becoming increasingly impossible for nature to sustain us.
[2:03:58.160 --> 2:04:07.160]  At the moment it's all take-take. Now we've reached a situation where we really need four planets like Earth to survive or to provide enough for everybody.
[2:04:07.160 --> 2:04:12.160]  But really at the end of the day, it's the devil. It's at the root.
[2:04:12.160 --> 2:04:24.160]  The root cause, ladies and gentlemen, is not King Charles, not Bill Gates, not Claus Schwab, not the donkey, but it's evil.
[2:04:24.160 --> 2:04:32.160]  Call it what you want. You can say what it is. You can play games all day, but this is a fight between good versus evil.
[2:04:32.160 --> 2:04:40.160]  And everything the New Order does is destructive to their own interest. They go out of their way to kill, steal, and destroy because they like it.
[2:04:40.160 --> 2:04:50.160]  Because they hate God's creation. They hate human destiny. They are fundamentally spiritually jealous of the Tree of Life and they want the Tree of Death.
[2:04:50.160 --> 2:05:12.160]  The rage for more than a decade have been concentrated green powders with wheatgrass and so many other ingredients that are known to make us healthy, to make us vibrant, and to defend our immune systems.
[2:05:12.160 --> 2:05:23.160]  Now, over a year and a half ago, we came out with a product that was top sourced, top the line as good as it's going to get, but then the supply chain broke down and it was sold out for more than a year.
[2:05:23.160 --> 2:05:32.160]  Finally, green fiber capsules, this big old bottle jam-packed, is back in stock for a limited time at infowarstore.com, 30% off.
[2:05:32.160 --> 2:05:43.160]  This limited time left time to go into all the great things it does or what it has inside, but go to infowarstore.com and look up green fiber capsules for yourself and see how amazing it is.
[2:05:43.160 --> 2:05:52.160]  And what's just as amazing is it funds the info war and keeps us on air. We're all under globalist attack. They don't want you to have these essential nutrients that are in this product.
[2:05:52.160 --> 2:06:03.160]  Get yours today at 25% off at infowarstore.com. Now back in stock.
[2:06:03.160 --> 2:06:12.160]  Good afternoon, ladies and gentlemen, Royce White here live from Minneapolis and I am your guest host for the hour. I cannot say how privileged I am.
[2:06:12.160 --> 2:06:29.160]  There's a lot to talk about. A lot to talk about this hour and we're going to get into it. But first and foremost, I want to send a special thank you to my good friend Alex Jones and everything he's going through today and has been going through for the past few months.
[2:06:29.160 --> 2:06:53.160]  It is a privilege. It's, it's an honor to be able to host this legendary, this legendary platform during a historic time where the establishment has decided anybody who disagrees with them, anybody who wants to tell the truth, anybody who has the courage to be an American citizen or be a child of God is
[2:06:53.160 --> 2:07:11.160]  your son or non grata and in line for execution, extermination, cancellation, censorship, you name it. So special thank you to Alex Jones for allowing me to host this guest hour. We wish you luck in the tyrannical kangaroo courts there in Connecticut today.
[2:07:11.160 --> 2:07:33.160]  I was, you know, I was roped into Alex's story more recently during the big three that culminated here at the end of the summer. I was interviewed by Derspiegel, I think it is Derspiegel is the New World Order Outpost publication there in Germany.
[2:07:33.160 --> 2:08:02.160]  And I was asked about Alex Jones, as well as in a story from mother jump from mother Jones publication. And I was my relation with with Alex was discussed there. And it's interesting because in both cases, I guess is odd for me as somebody who comes from the outside who was kind of a loner kind of a nomad and just tried to find people objectively who I thought
[2:08:02.160 --> 2:08:23.160]  had a genuine and honest outlook on the world that we live in today. And Alex Jones has always come across as somebody who was genuine, who was authentic, who was insightful, who was brilliant, who at times was wild and entertaining but was always somebody you wanted to keep your
[2:08:23.160 --> 2:08:43.160]  attention on and listen to his take on on things. And I didn't I didn't necessarily understand how the rest of the world perceived Alex Jones. And I'm not not to say that the mainstream establishment media's narrative around Alex Jones or even around the way people perceive Alex Jones
[2:08:43.160 --> 2:08:59.160]  because we know we live in a time full of of technocratic echo chambers that that are, you know, built and shaped by algorithms, intended to make you believe that that a narrative or a sentiment is towards a person that maybe isn't.
[2:08:59.160 --> 2:09:23.160]  I have heard from a number of people personally, who really believe the establishment narrative around Alex. And that's troublesome. And it's troublesome because Alice couldn't be more spot on around the overall narrative or archetype or
[2:09:23.160 --> 2:09:34.160]  a 30,000 foot view of what it is we deal with. And more more recently, I was accused of something that I want to talk about here in this first segment, but we're going to get into a lot more.
[2:09:34.160 --> 2:09:48.160]  But let's just go straight down the middle here. Okay. For a moment, globalism. What is it? What is globalism? I mean, it's a word that if you're in the knowing, sounds perfectly familiar.
[2:09:48.160 --> 2:10:06.160]  There's nothing, you know, there's nothing ambiguous about it. There's nothing vague about it. There's nothing manipulative about using the term we all understand it to be an attempt to say, economically attack citizenship by by destroying
[2:10:06.160 --> 2:10:24.160]  others in pursuit of a global governance and that that seems to be obvious in terms of the intent of the establishment, they show us every day how eager they are to have a global governance and how willing they are to give up American citizenship for all of us
[2:10:24.160 --> 2:10:45.160]  on behalf of all of us and throw away our constitution to achieve that. But the most troubling, troubling accusation that I see out there is one that suggests anybody who says the term globalism is using it as a dog whistle for anti-Semitism.
[2:10:45.160 --> 2:11:03.160]  And this offends me. It offends me because it's almost like we'll use the race narrative as long as we can, until black people start getting wiser or, you know, catching on to the scam.
[2:11:03.160 --> 2:11:19.160]  And then because we can't call black people racist, we'll just divert or, you know, default to anti-Semitism. And, you know, it's a set of Alex, it's a set of me, it's a set of Steve Bannon, it was a set of Breitbart.
[2:11:19.160 --> 2:11:48.160]  He said, any conservatives or right-wingers are, you know, said to be anti-Semitic if we say globalism. And I just reject it in its premise. But I also want to try and properly frame what globalism is on the record here on Info Wars for those who may be coming to take an accounting of what we believe anti-Semitism, I mean, globalism is.
[2:11:48.160 --> 2:12:07.160]  And the globalism business model is and always has been three very distinct businesses. The slave trade, the drug trade, and piracy. That is in effect what globalism's business model is.
[2:12:07.160 --> 2:12:21.160]  It always has been. It started with empires. Then it was the monarchy. Then it was the Third Reich. And now today, it is international cooperation, governance, the United Nations.
[2:12:21.160 --> 2:12:49.160]  And I wanted to really try and delve into the history a little bit so far as I see it, in my opinion, of how this all unfolded. World War II was the turning point. I mean, there's no doubt that World War II was a significant marker in the narrative of international politics.
[2:12:49.160 --> 2:13:02.160]  And essentially, nationalism as a concept juxtaposed to globalism is by default considered on the road to fascist Nazi Germany.
[2:13:02.160 --> 2:13:29.160]  And it's a failure of history, an intentionally manifested, manufactured lack of intellectual depth and historical basis to believe that nationalism by default is fascistic or on its way to Nazism.
[2:13:29.160 --> 2:13:45.160]  And when you really think about Nazi Germany, and I said this the other day in my open letter to everyone, but you know, an open letter to the walking dead that you can read on my substack.
[2:13:45.160 --> 2:13:50.160]  I said that, you know, Hitler was the ultimate beta male. No, sorry.
[2:13:50.160 --> 2:14:02.160]  Hitler was globalist, and Satan is the ultimate beta male. But in effect, Hitler is a globalist. He was a globalist, right?
[2:14:02.160 --> 2:14:15.160]  I mean, he wanted to expand the Third Reich as far as he possibly could and create a global influence over the scope of politics at the world scale.
[2:14:15.160 --> 2:14:33.160]  And by any means necessary. And even more interesting is if you really understand the history, like Alex speaks so eloquently about of Nazi Germany, the current crown, the throne is not of England, even.
[2:14:33.160 --> 2:14:41.160]  I mean, the throne and the bloodline as it stands today can be traced back to Germans.
[2:14:41.160 --> 2:14:48.160]  And so there were other empires before that the Roman Empire as well was that was an example of globalism.
[2:14:48.160 --> 2:15:00.160]  Maybe you could say was the center quantum of globalism, but it's so odd to see such a very simple detail overlooked, sometimes intentionally.
[2:15:00.160 --> 2:15:06.160]  Definitely when it comes to the mainstream's narrative around Nazi Germany, globalism versus nationalism.
[2:15:06.160 --> 2:15:12.160]  But but your everyday person and this is what we face today. And this is what we're going to talk about for this hour.
[2:15:12.160 --> 2:15:32.160]  Is is the the onus being on us, the American citizens to take ourselves seriously enough to understand these things to understand the scope of history to be able to refer to the factual details in conversation about these these very great issues.
[2:15:32.160 --> 2:15:41.160]  But but also the ministry right to take these truths to take these details and spread them spread them out and spread out.
[2:15:41.160 --> 2:15:47.160]  So we're going to be talking about that all our again. I'm happy to be here hosting this legendary platform.
[2:15:47.160 --> 2:15:56.160]  We are wishing Alex Jones the best of luck today in the kangaroo courts in Connecticut, understanding we may all be next. Stay over after the break.
[2:15:56.160 --> 2:16:07.160]  Ultimate fish oil is back in stock at infowarstore.com. What does ultimate mean? That's just our name for the best, the highest grade.
[2:16:07.160 --> 2:16:23.160]  What this concentrated and show the oil pure Arctic krill oil and high quality wild caught salmon oil does for your brain, your heart, your cardiovascular system and for your entire body's functions is insane.
[2:16:23.160 --> 2:16:33.160]  Regular low grade fish oil in all the studies does outstanding things. This is the highest grade and it's not been pasteurized. It's not been boiled.
[2:16:33.160 --> 2:16:47.160]  So it has its original effects intact. Ladies and gentlemen, everybody should visit infowarstore.com today and get ultimate fish oil finally back in stock for 15% off for our regular fans or big supporters.
[2:16:47.160 --> 2:16:53.160]  You're going to love it. You already know how great it is. But for folks that have been on the fence, experience ultimate fish oil for yourself.
[2:16:53.160 --> 2:16:56.160]  Try taking some before bedtime and see what happens with your dreams.
[2:16:56.160 --> 2:17:08.160]  Several years ago, I approached one of the top companies in the U.S. that supplies the highest quality signature reducing Faraday cages, the Pentagon and other U.S. government agencies.
[2:17:08.160 --> 2:17:27.160]  And now they have produced specifically for us this made America high end line at a very affordable price, whether it's small pouches that protect your cell phone or big pouches that protect laptops and iPads or big bags that promote whatever electronics you want to put in like desktop computers.
[2:17:27.160 --> 2:17:40.160]  It is all exclusively available at infowarstore.com under the Redux name. Redux is info wars, taking the highest quality products and bringing them directly to you at infowarstore.com.
[2:17:40.160 --> 2:17:50.160]  In this insane world, you are crazy if you don't protect your signature, your identity from identity theft, hackers, criminals, corporations, governments.
[2:17:50.160 --> 2:17:57.160]  This is one of the hottest items out there today that's exclusively available at infowarstore.com.
[2:18:22.160 --> 2:18:28.160]  We told you energy and food prices would explode and now they're up more than 40% of the U.S. alone. Some areas of the world are up over 100%.
[2:18:28.160 --> 2:18:35.160]  The only way you beat inflation and protect yourself and your family is with high quality, affordable food ready to ship right now at preparetoday.com.
