[00:00:00.069 --> 00:00:01.751]  This is InfoWars, right?
[01:28:43.261 --> 01:28:44.963]  Alright, Laura, thank you so much.
[01:28:44.963 --> 01:28:46.745]  Thank you.
[01:28:46.745 --> 01:28:47.806]  Closing comments or yay?
[01:28:47.806 --> 01:28:49.168]  I want to move on to Ali and folks.
[01:28:49.168 --> 01:28:50.869]  Laura, thank you very much for calling in.
[01:28:50.869 --> 01:28:51.450]  Talk later.
[01:28:51.450 --> 01:28:51.931]  Thanks a lot.
[01:28:51.931 --> 01:28:53.673]  Alright, so good.
[01:28:53.673 --> 01:28:55.094]  That's good.
[01:28:55.094 --> 01:28:55.895]  Great, Nick, you're up.
[01:28:56.636 --> 01:28:57.916]  Nick, I'll see you in Florida.
[01:28:57.916 --> 01:29:00.737]  You want to say something before we go to Ali, Alexander, and Owen?
[01:29:00.737 --> 01:29:04.678]  Yeah, I want to jump in and say that I agree.
[01:29:04.678 --> 01:29:07.179]  I think, though, that it's not so much about the Bill of Rights.
[01:29:07.179 --> 01:29:09.240]  I think it's really more about Christianity.
[01:29:09.240 --> 01:29:12.381]  I think that what America needs is a Christian party.
[01:29:12.381 --> 01:29:13.101]  Oh, I agree.
[01:29:13.101 --> 01:29:14.982]  Politically, it's about our freedoms.
[01:29:14.982 --> 01:29:15.582]  But you're right.
[01:29:15.582 --> 01:29:16.282]  Christ is first.
[01:29:16.562 --> 01:29:23.504]  Right, and it gets to the nature of Judaism, which is the fact that Jews do not believe that Christ was the Son of God.
[01:29:23.504 --> 01:29:26.585]  And in fact, they're the only group that hate Jesus.
[01:29:26.585 --> 01:29:28.965]  Muslims see Jesus as a prophet.
[01:29:28.965 --> 01:29:32.246]  Buddhists, Hindus see Jesus as a spiritual figure.
[01:29:32.246 --> 01:29:35.767]  Jews write in their Talmud that Christ is burning in hell.
[01:29:35.767 --> 01:29:36.927]  They don't like the cross.
[01:29:36.927 --> 01:29:39.148]  Well, I think that's because he was kind of taking over the thing.
[01:29:39.148 --> 01:29:42.649]  So at the end of the day, we worship a Jew, or we say he's not really a Jew.
[01:29:43.504 --> 01:29:50.072]  It's not the same thing, though, because the kind of Judaism that we have now is not of the Old Testament, it's of the rabbinical oral tradition.
[01:29:50.072 --> 01:29:54.577]  So these people are worshipping... They're not following the Old Testament, they're following the Zohar and the Talmud and all that.
[01:29:54.577 --> 01:29:55.698]  That's right, exactly.
[01:29:55.698 --> 01:29:58.502]  So, I mean, people should read that for themselves.
[01:29:58.502 --> 01:29:59.563]  What about Holly Selassie?
[01:29:59.563 --> 01:30:02.747]  Because this is what happened to Kyrie Irving, and it made me really mad, because
[01:30:02.967 --> 01:30:06.211]  When I was a kid growing up reading comic books and stuff, I could read really early.
[01:30:06.211 --> 01:30:08.273]  When I was like 5, I could read like a 10-year-old.
[01:30:08.273 --> 01:30:10.255]  When I was 10, I could read like a college student.
[01:30:10.255 --> 01:30:14.039]  And so I put down comic books when I was about 8, because my mom had all these history books.
[01:30:14.039 --> 01:30:16.923]  Some of them were picture history books, but I started reading those.
[01:30:16.923 --> 01:30:20.166]  And it's like a fact that Solomon married a bunch of black women.
[01:30:20.166 --> 01:30:22.369]  It's a fact that Ethiopia was Jewish.
[01:30:22.369 --> 01:30:24.311]  It's a fact that North Africa was Jewish.
[01:30:24.771 --> 01:30:39.183]  It's a fact that that went on and that Kyrie Irving puts out a video explaining that a bunch of North African blacks are intermarried and part Jewish and Israel lets a bunch of blacks in because they can prove that their lineage, their names are Jewish names.
[01:30:39.183 --> 01:30:40.504]  So how is it anti-Semitic?
[01:30:41.164 --> 01:30:54.730]  And how does the ADL say it's anti-Semitic for black people who are related directly to King Solomon and King David, the line of Judah, which Haile Selassie was the leader of Ethiopia, that's where this whole movement comes from, to act like they don't know this.
[01:30:54.730 --> 01:30:57.812]  I'm not blaming Jews for this, I'm blaming the leftist ADL.
[01:30:57.812 --> 01:31:03.214]  To deny black Jews their heritage is a historic fraud.
[01:31:03.214 --> 01:31:04.555]  It's a damn historic fact!
[01:31:04.555 --> 01:31:05.715]  It's on Wikipedia!
[01:31:05.715 --> 01:31:06.556]  It's not even debated!
[01:31:07.492 --> 01:31:10.054]  It's true, but it's not just the leftists, it's the right-wing ones, too.
[01:31:10.054 --> 01:31:18.822]  You know, because in Israel, Yehusha showed me a clip the other day where they are racist towards the Sudanese or Ethiopian black Jews that immigrate into Israel.
[01:31:18.822 --> 01:31:20.284]  They kick them out, there's quotas.
[01:31:20.284 --> 01:31:22.506]  Well, I mean, Israel's even mean to the Hasidic Jews now.
[01:31:22.506 --> 01:31:23.246]  I mean, that's what I'm saying.
[01:31:23.246 --> 01:31:23.847]  They're waging war.
[01:31:24.227 --> 01:31:28.568]  Right, so, and I agree with you, and what they've done to Kyrie Irving is just disgusting.
[01:31:28.568 --> 01:31:31.149]  Hey, that is a link, a beautiful person, wonderful guy.
[01:31:31.149 --> 01:31:35.250]  He'll tell you, he goes, yeah, what runs Israel is evil and so is your groups.
[01:31:35.250 --> 01:31:40.511]  Ben Shapiro just mad that Kyrie won't sign his basketball.
[01:31:40.511 --> 01:31:42.332]  Back to you, Nick.
[01:31:42.332 --> 01:31:43.672]  So what about that issue?
[01:31:43.672 --> 01:31:47.373]  I'm sure you know about Hailem Selassie and Kyrie Irving.
[01:31:47.373 --> 01:31:48.153]  Your take on Kyrie?
[01:31:49.460 --> 01:31:50.941]  That's my brother.
[01:31:50.941 --> 01:32:05.816]  And I love the fact that just like now, it felt like you were in this battle by yourself, but now you got two warriors alongside of you, like gargoyles at the top of the buildings in New York, ready to fight for Christ.
[01:32:05.816 --> 01:32:13.303]  And when Kyrie put up that information, they always want to write me off and say, yay, it's just so crazy, so crazy, so crazy.
[01:32:14.003 --> 01:32:15.284]  They don't want independence.
[01:32:43.240 --> 01:32:44.342]  I agree.
[01:32:44.342 --> 01:32:47.586]  And Kyrie fought for something.
[01:32:47.586 --> 01:32:49.669]  And then also, you know, for me...
[01:32:50.949 --> 01:32:52.690]  Well, Kyrie, I love Kyrie.
[01:32:52.690 --> 01:32:54.830]  He did what his job was.
[01:32:54.830 --> 01:32:57.491]  They had the Hebrew Israelites in front of the game.
[01:32:57.491 --> 01:33:00.492]  And now the high schools, I always think about the high schools.
[01:33:00.492 --> 01:33:04.313]  I always think about the future, the grammar schools, the high schools.
[01:33:04.313 --> 01:33:06.573]  These are the people that are going to change our lives.
[01:33:06.573 --> 01:33:09.374]  So the high schools are asking questions.
[01:33:09.374 --> 01:33:12.995]  People are running around saying, oh, yay, it's racist.
[01:33:12.995 --> 01:33:15.936]  What is the term racism was created?
[01:33:16.716 --> 01:33:20.739]  And I think the construct of racism was created.
[01:33:20.739 --> 01:33:21.980]  The communist Russians.
[01:33:21.980 --> 01:33:22.680]  Yeah!
[01:33:22.680 --> 01:33:28.984]  And it's like the whole woke culture, the idea of the white man did this, the Jewish guy did this.
[01:33:28.984 --> 01:33:30.665]  Now I'm saying specifically the bankers.
[01:33:30.665 --> 01:33:33.107]  I think my misstep in the tweet
[01:33:33.747 --> 01:33:53.617]  Was to pinpoint a people as a point as opposed to pinpointing the devil and the fact that the devil used to have that but more than that It was my disobedience to God that forced me into the whale stomach as I am right now But it's only my obedience to God that's gonna bring me out of the whale stomach
[01:33:53.677 --> 01:33:54.277]  Well, let's elaborate.
[01:33:54.277 --> 01:33:55.698]  You're not walking back what you said.
[01:33:55.698 --> 01:33:58.099]  You are clarifying it, which is key.
[01:33:58.099 --> 01:34:00.560]  It's evil in the hearts of men and women that's the problem.
[01:34:00.560 --> 01:34:01.821]  And so you're not walking it back.
[01:34:01.821 --> 01:34:02.521]  You're clarifying.
[01:34:02.521 --> 01:34:03.021]  This is Biggs.
[01:34:03.021 --> 01:34:03.901]  Let's clarify.
[01:34:03.901 --> 01:34:05.842]  Satan?
[01:34:05.842 --> 01:34:07.823]  The angel.
[01:34:07.823 --> 01:34:10.104]  God's one of his favorite angels.
[01:34:10.104 --> 01:34:11.685]  One of the most powerful angels.
[01:34:11.685 --> 01:34:12.485]  The most powerful.
[01:34:12.485 --> 01:34:13.306]  Yeah.
[01:34:13.306 --> 01:34:13.606]  Satan.
[01:34:13.606 --> 01:34:14.226]  That's what I like.
[01:34:14.226 --> 01:34:15.987]  The most powerful angel.
[01:34:15.987 --> 01:34:16.687]  Satan.
[01:34:16.687 --> 01:34:19.088]  And he brought angels with him when he left heaven, right?
[01:34:19.088 --> 01:34:20.989]  How many angels did Satan bring with him?
[01:34:20.989 --> 01:34:21.729]  33% of them.
[01:34:21.729 --> 01:34:23.190]  So he brought billions of angels with him.
[01:34:23.570 --> 01:34:31.213]  So angels, Satan has 33% of God's warriors with him, working for Satan.
[01:34:31.213 --> 01:34:34.073]  But God runs the world.
[01:34:34.073 --> 01:34:41.256]  And it's Satan that gets inside of the Zionists and makes them do evil things.
[01:34:41.256 --> 01:34:43.917]  These are stories, because I'm a baby Christian, right?
[01:34:43.917 --> 01:34:44.577]  But I heard that
[01:34:45.552 --> 01:34:47.555]  You know, God loves me so much.
[01:34:47.555 --> 01:34:49.197]  He loves me so much, right?
[01:34:49.197 --> 01:34:52.141]  Then, I go to Drink Champs, and I'm drinking.
[01:34:52.141 --> 01:34:54.064]  And the Bible says, King, don't drink.
[01:34:54.064 --> 01:34:54.384]  Right?
[01:34:54.384 --> 01:35:00.553]  I know it's not, Milo, I know I'm not saying it in correct, perfect English, but the Bible says, King, don't drink.
[01:35:01.253 --> 01:35:10.461]  And I'm drinking, and I'm smoking, and I'm using my ego, because I'm tired of, I'm tired of these like, fed, uh... They're like, I'm lit!
[01:35:10.461 --> 01:35:11.021]  I'm lit!
[01:35:11.021 --> 01:35:16.285]  Let me say, I'm tired of these fed celebrities trying to pick on me, thinking that they gangster.
[01:35:16.285 --> 01:35:18.247]  We're not in high school, Meek Mills.
[01:35:18.247 --> 01:35:20.189]  We're not in high school, Puff Daddy.
[01:35:20.189 --> 01:35:23.872]  And everyone thinks that they're so much more gangster, like they got me in some way.
[01:35:24.512 --> 01:35:27.775]  Ain't none of y'all more gangster than God, and God got me.
[01:35:27.775 --> 01:35:28.916]  You know what I'm saying?
[01:35:28.916 --> 01:35:32.099]  And I'm saying that... Oh no, everybody posing acting tough is nothing to me.
[01:35:32.099 --> 01:35:35.822]  You talk about rebel black sheep, I mean, you're definitely it, buddy.
[01:35:35.822 --> 01:35:42.388]  Yeah, y'all not tough to me, but I'm drinking, and then I start saying stuff that doesn't please God, right?
[01:35:42.388 --> 01:35:46.691]  It wasn't the Zionists, it wasn't the banks, it's God sent me back, but the fact that
[01:35:47.472 --> 01:35:55.258]  The fact that I still had 400 million and Forbes couldn't get around it, it showed God loves me, but he just had to set me back a little.
[01:35:55.258 --> 01:35:56.659]  Well, it's a Jobian proverb.
[01:35:56.659 --> 01:35:58.160]  You're going through a Jobian trial.
[01:35:58.160 --> 01:36:01.443]  Yeah, because since I lost my wife, right?
[01:36:01.443 --> 01:36:13.432]  Since I lost my family and I was no longer the priest right in the middle of that home and I didn't have the say-so over the content that my kids watch and what they wore and where they went to school and how we went to church and what they ate.
[01:36:13.992 --> 01:36:16.934]  I was frustrated and I let the devil come and get me.
[01:36:16.934 --> 01:36:18.696]  I let the devil pull me in.
[01:36:18.696 --> 01:36:24.200]  Next thing you know, I'm at New Year's Eve parties having threesomes.
[01:36:24.200 --> 01:36:27.062]  God was so mad at me.
[01:36:27.062 --> 01:36:29.284]  He said, I empowered you.
[01:36:29.284 --> 01:36:31.406]  I gave you every skill set.
[01:36:31.846 --> 01:36:35.889]  You're like Moses, you saved Caesar's life in battle, twice!
[01:36:35.889 --> 01:36:41.192]  You know, you might stutter, you might not be the best communicator, but you're a leader, yeah?
[01:36:41.192 --> 01:36:43.874]  And you're down there, you're not representing me.
[01:36:43.874 --> 01:36:47.456]  You're drinking, you're having sex, and you know what?
[01:36:47.456 --> 01:36:50.798]  And God, He waited on me, He let me go, you know?
[01:36:51.518 --> 01:37:01.868]  Eight months into the year, but it wasn't till I bragged about serving Satan with the actions that God said, I got to set you back now and set you straight.
[01:37:01.868 --> 01:37:04.351]  And then so we're moving my school.
[01:37:04.351 --> 01:37:06.213]  We're moving the Donda theology.
[01:37:07.080 --> 01:37:17.195]  Engineering University into a church and we were there talking with the pastor and then a homeless gentleman came in and was talking to us and I said, is this a plant?
[01:37:17.195 --> 01:37:22.183]  I don't know, but this is the greatest theologist that I've met and I had him come to a Bible study.
[01:37:23.223 --> 01:37:26.065]  We were working on the Walk to the House.
[01:37:26.065 --> 01:37:27.706]  I don't like to call it a campaign.
[01:37:27.706 --> 01:37:28.886]  We're working to the Walk to the House.
[01:37:28.886 --> 01:37:29.467]  Hold on.
[01:37:29.467 --> 01:37:30.727]  This is a hard break at the end of the hour.
[01:37:30.727 --> 01:37:32.008]  Stations, rejoin us.
[01:37:32.008 --> 01:37:32.688]  I skipped the other break.
[01:37:32.688 --> 01:37:33.329]  We've got to have this.
[01:37:33.329 --> 01:37:34.329]  We're back in two minutes.
[01:37:34.329 --> 01:37:35.750]  We've got to do this hard break.
[01:37:35.750 --> 01:37:38.412]  And I ask, do you want to put a website out where people can actually hear what you have to say?
[01:37:38.412 --> 01:37:41.013]  I want you to remind me what I'm saying so I can give this explanation.
[01:37:41.013 --> 01:37:41.373]  No, no.
[01:37:41.373 --> 01:37:43.514]  You told me on the phone the story.
[01:37:43.514 --> 01:37:44.695]  I need to tell the people though.
[01:37:44.935 --> 01:37:45.455]  No, you will.
[01:37:45.455 --> 01:37:46.576]  I'm going to remember.
[01:37:46.576 --> 01:37:48.358]  It's the amazing homeless guy comes in.
[01:37:48.358 --> 01:37:48.558]  Yeah.
[01:37:48.558 --> 01:37:50.039]  And he gives you this incredible word.
[01:37:50.039 --> 01:37:51.180]  I don't care about the website.
[01:37:51.180 --> 01:37:53.262]  I care about Jesus Christ and people knowing that.
[01:37:53.262 --> 01:37:55.524]  I get it, but they also got to know where to actually find what you're actually saying.
[01:37:55.524 --> 01:37:58.266]  No, the only place to find it is in the Bible.
[01:37:58.266 --> 01:38:00.708]  My website is the Bible.
[01:38:00.708 --> 01:38:02.009]  Nick, where do people find what you're doing?
[01:38:02.449 --> 01:38:05.492]  Cozy.tv slash Nick and the Bible.
[01:38:05.492 --> 01:38:05.993]  All right.
[01:38:05.993 --> 01:38:06.533]  All right.
[01:38:06.533 --> 01:38:07.314]  I'm just trying to like.
[01:38:07.314 --> 01:38:07.975]  All right.
[01:38:07.975 --> 01:38:09.336]  Hey, it's all about free speech.
[01:38:09.336 --> 01:38:09.997]  We'll be right back.
[01:38:09.997 --> 01:38:12.079]  Hour number three with Ye and so many more.
[01:38:12.079 --> 01:38:18.525]  And we've got Owen Schroyer and Ali Alexander loaded, ready to go in the other studio, 10 feet through that wall.
[01:38:18.525 --> 01:38:19.826]  So they're coming up.
[01:38:19.826 --> 01:38:23.370]  Hour number three of the most banned broadcast in the world.
[01:38:23.370 --> 01:38:24.091]  Straight ahead.
[01:38:33.254 --> 01:38:35.517]  Thanksgiving 2022 is here.
[01:38:35.517 --> 01:38:38.179]  We've got the biggest sale of the year going right now.
[01:38:38.179 --> 01:38:43.966]  Now, the good news is I'm going to extend this sale up to 60% off right through Christmas.
[01:38:43.966 --> 01:38:48.471]  The bad news is by Christmas, almost every product in the store will be sold out.
[01:38:48.471 --> 01:38:50.573]  We won't get more for months and months and months.
[01:38:50.573 --> 01:38:54.738]  So now is the time to take action to support the InfoWar and get the biggest sales of the year.
[01:38:55.018 --> 01:39:00.945]  We've already sold out of X2 and X3 and Bio-True Selenium and our Wake Up America award-winning coffee.
[01:39:00.945 --> 01:39:05.110]  And now, DNA Force Plus, Vitamin Refusion, Body's Ultimate Turmeric Formula.
[01:39:06.124 --> 01:39:11.946]  So many other great products like Ultimate Krill Oil, Ultimate Fish Oil, Vazo Beats, Secret 12.
[01:39:11.946 --> 01:39:16.287]  They are all going to sell out in the next few weeks or in the next month.
[01:39:16.287 --> 01:39:18.847]  Again, more stuff is going to sell out today.
[01:39:18.847 --> 01:39:23.209]  So every hour you wait, more stuff will be sold out at infowarestore.com.
[01:39:23.209 --> 01:39:29.930]  Promo code 1776 and you get an additional 10% off your already giant savings at infowarestore.com.
[01:39:29.930 --> 01:39:31.231]  Thank you so much for your support.
[01:39:31.231 --> 01:39:31.631]  God bless.
[01:39:33.467 --> 01:39:42.433]  All you have to do is check out what I'm saying, and that's why they run the fake headline against myself and Tucker Carlson everywhere, every day.
[01:39:42.433 --> 01:39:44.955]  Jones admits he's an actor.
[01:39:44.955 --> 01:39:48.618]  Or Tucker Carlson says nobody would take me seriously.
[01:39:48.618 --> 01:39:49.679]  Where do we say that?
[01:39:49.679 --> 01:39:50.439]  We never said that.
[01:39:50.439 --> 01:39:52.741]  They just say we said that.
[01:39:54.013 --> 01:39:55.074]  But where's the clip?
[01:39:55.074 --> 01:39:56.194]  Where's the article?
[01:39:56.194 --> 01:39:56.935]  Where do we say that?
[01:39:56.935 --> 01:39:58.576]  It doesn't exist.
[01:39:58.576 --> 01:40:02.978]  Alex Jones is playing a character and is a performance artist.
[01:40:02.978 --> 01:40:05.940]  Jones is playing a character on his radio show.
[01:40:05.940 --> 01:40:10.582]  The radio rants of Alex Jones are just an act.
[01:40:10.582 --> 01:40:12.703]  He's actually a performance artist.
[01:40:12.703 --> 01:40:14.344]  He's a performance artist.
[01:40:14.344 --> 01:40:15.505]  Alex Jones is a fake.
[01:40:16.172 --> 01:40:19.813]  They're lying to you because they think you're stupid.
[01:40:19.813 --> 01:40:25.194]  And it's all based on the custody battle with my ex-wife five years ago.
[01:40:25.194 --> 01:40:32.456]  And she was trying to put into evidence me dressed up more than a decade before, like the Joker, being sarcastic, saying, take your Prozac, kids.
[01:40:32.456 --> 01:40:34.136]  Take your illegal drugs, too.
[01:40:34.136 --> 01:40:34.836]  You'll die.
[01:40:34.836 --> 01:40:35.776]  It's fun.
[01:40:35.776 --> 01:40:37.457]  So people wouldn't take drugs.
[01:40:38.557 --> 01:40:39.798]  And they wanted to enter that in evidence.
[01:40:39.798 --> 01:40:42.580]  They look, he's insane, telling kids to use drugs.
[01:40:42.580 --> 01:40:48.844]  And my lawyer went, when Jack Nicholson plays the part of the Joker, no one thinks that's really Jack Nicholson.
[01:40:48.844 --> 01:40:51.586]  So yeah, when I've been Cobra Commander.
[01:40:51.586 --> 01:40:53.007]  Hail Cobra!
[01:40:53.007 --> 01:40:53.928]  Or Optimus Prime.
[01:40:53.928 --> 01:40:56.189]  Autobots, let's roll!
[01:40:56.189 --> 01:40:59.251]  Or the Joker, because I can do imitations of them all really good.
[01:40:59.251 --> 01:41:00.152]  Or Darth Vader.
[01:41:00.152 --> 01:41:03.254]  Don't act so surprised, globalist.
[01:41:03.254 --> 01:41:06.336]  You didn't think you could silence the American people, did you?
[01:41:07.796 --> 01:41:09.377]  Do I really think I'm Darth Vader?
[01:41:09.377 --> 01:41:09.657]  No.
[01:41:09.657 --> 01:41:13.198]  Do I think I'm Optimus Prime, Cobra Commander, The Joker?
[01:41:13.198 --> 01:41:13.678]  No.
[01:41:13.678 --> 01:41:21.542]  And clearly, no reasonable person would think when I'm doing satire that what I'm saying is what I really think.
[01:41:21.542 --> 01:41:23.322]  No one believes the Babylon Bee.
[01:41:23.322 --> 01:41:26.304]  It's not trying to lie to you, it's being sarcastic.
[01:41:26.304 --> 01:41:28.464]  Buy the Vaccinate Me Elmo doll today.
[01:41:28.464 --> 01:41:30.205]  It's required by the CDC.
[01:41:30.205 --> 01:41:31.506]  But they play those games.
[01:41:32.586 --> 01:41:35.227]  And that's why I don't joke around as much as I used to.
[01:41:35.227 --> 01:41:44.029]  Even though I tell people, OK, this is a joke, this isn't serious, they clip it out and they say, no, this is what he really believes.
[01:41:44.029 --> 01:41:46.369]  Every day when I leave work, I do this.
[01:41:46.369 --> 01:41:47.889]  That man's a threat to this country.
[01:41:47.889 --> 01:41:50.190]  And they go, look, he admitted in court he's an actor.
[01:41:50.190 --> 01:41:53.051]  Well, yeah, I was an actor in Scanner Darkly.
[01:41:53.051 --> 01:41:54.691]  I was an actor in Waking Life.
[01:41:54.691 --> 01:41:57.452]  I was an actor when I was Cobra Commander.
[01:41:59.652 --> 01:42:08.139]  But it doesn't mean that Alex Jones, the talk show host, up here reading news articles to you isn't a real thing and isn't something I'm actually saying.
[01:42:08.139 --> 01:42:09.560]  And you know that!
[01:42:09.560 --> 01:42:10.721]  You're insulted right now.
[01:42:10.721 --> 01:42:12.282]  I'm even explaining that to you.
[01:42:12.282 --> 01:42:17.246]  And so am I. But that's who these people are.
[01:42:17.246 --> 01:42:21.610]  You don't know the power of the dark side.
[01:42:21.610 --> 01:42:22.691]  Am I really Darth Vader?
[01:42:24.019 --> 01:42:25.860]  I think Alex Jones seems really talented.
[01:42:25.860 --> 01:42:27.001]  He's smart.
[01:42:27.001 --> 01:42:28.362]  He's funny as hell.
[01:42:28.362 --> 01:42:29.403]  He's truly funny.
[01:42:29.403 --> 01:42:30.624]  I'm kind of retarded.
[01:42:39.031 --> 01:42:53.419]  Now that I've done those imitations, those little jokes, do you now not listen to what I say about other things when I show you a powerful news article by Dr. Joseph Mercola on InfoWars.com that has all the cited information?
[01:42:53.419 --> 01:42:56.581]  The latest tragedy, sudden adult death syndrome?
[01:42:56.581 --> 01:42:58.842]  No, that's a real thing!
[01:42:58.842 --> 01:43:01.944]  That's something happening in the real world!
[01:43:01.944 --> 01:43:03.525]  And that's what we're breaking down here today.
[01:43:04.825 --> 01:43:08.826]  I am Alex Jones and I am the guy on this show every day.
[01:43:08.826 --> 01:43:21.549]  I am an American and that's what I promote is freedom and justice and liberty and they can't stand it.
[01:43:21.549 --> 01:43:22.830]  The answer to 1984 is 1776.
[01:43:35.913 --> 01:43:40.155]  InfoWars has been banned.
[01:43:40.155 --> 01:43:44.077]  Arrested.
[01:43:44.077 --> 01:43:46.859]  Attacked and threatened.
[01:43:46.859 --> 01:43:50.180]  Because we are effective.
[01:43:50.180 --> 01:43:52.001]  The Great Awakening is here.
[01:43:52.001 --> 01:43:54.303]  Go to Banned.Video.
[01:43:54.303 --> 01:43:58.405]  Download the videos and share.
[01:43:58.405 --> 01:44:02.087]  Support the Information War at InfoWarsStore.com
[01:44:05.729 --> 01:44:07.890]  And never give up the fight.
[01:44:07.890 --> 01:44:22.938]  InfoWars.com Well, Ye's got his mask.
[01:44:22.938 --> 01:44:25.339]  He's a superhero.
[01:44:25.339 --> 01:44:27.520]  I represent the bad guys.
[01:44:27.520 --> 01:44:28.981]  David Icke's little reptoids.
[01:44:30.071 --> 01:44:33.573]  So, now your enemy's in here hosting the show with you, Yay.
[01:44:33.573 --> 01:44:37.676]  We got Nick Fuentes, one of my best buddies who works for us, does a really good job.
[01:44:37.676 --> 01:44:38.657]  He's over there with us.
[01:44:38.657 --> 01:44:40.858]  Oh, now he's turning to Alex Jones.
[01:44:40.858 --> 01:44:42.960]  So what are we gonna do here, Yay?
[01:44:42.960 --> 01:44:44.421]  The Balenciaga situation.
[01:44:44.421 --> 01:44:50.265]  You made a great point during a break earlier about how they just need a new devil, but that's a devil to distract us from the fact that we become the devil.
[01:44:50.265 --> 01:44:52.406]  That's kind of what you said, can you repeat that?
[01:44:52.406 --> 01:44:53.167]  Yeah, I just saw...
[01:44:54.269 --> 01:45:06.719]  People making videos about it and I said, it just seems like it's just more noise and mayhem and cold red and things to get people outraged.
[01:45:06.719 --> 01:45:16.807]  As I said before, every form of pornography is only 10 years away from pedophilia.
[01:45:16.807 --> 01:45:19.629]  Anybody that's watching pornography, if you're watching a woman,
[01:45:20.129 --> 01:45:21.390]  We're good to go.
[01:45:35.802 --> 01:45:44.265]  of experiencing pedophilia, but sex is a legal drug that's pushed to destroy humanity.
[01:45:44.265 --> 01:45:53.168]  If you drive down the street in California, they will be pushing strip clubs, they're pushing alcohol, they're pushing sex.
[01:45:53.168 --> 01:45:57.229]  So for people to have this moral code about
[01:45:58.132 --> 01:46:02.955]  Pedophilia, but no moral code about strip clubs, pornography, and the sex industry.
[01:46:02.955 --> 01:46:04.396]  It's not what the Bible says.
[01:46:04.396 --> 01:46:07.018]  The Bible says that all of that is wrong.
[01:46:07.018 --> 01:46:10.200]  So Jesus said so, or Jesus said no.
[01:46:10.200 --> 01:46:11.561]  That's when we just need to follow.
[01:46:11.561 --> 01:46:12.281]  Let me ask you this.
[01:46:12.281 --> 01:46:13.642]  What about world population?
[01:46:13.642 --> 01:46:15.724]  The globalists say there's too many people.
[01:46:15.724 --> 01:46:16.684]  They want to sterilize us.
[01:46:16.684 --> 01:46:17.845]  They want to promote transgenderism.
[01:46:17.845 --> 01:46:19.626]  They want to depopulate us.
[01:46:19.626 --> 01:46:21.367]  Do you think that that's accurate?
[01:46:21.367 --> 01:46:23.949]  Or, I mean, what do you think of the New World Order and its overall agenda?
[01:46:24.309 --> 01:46:25.010]  I believe so.
[01:46:25.010 --> 01:46:27.111]  I'm more of a gut feeling person.
[01:46:27.111 --> 01:46:30.033]  Like I said, I'm the battering ram.
[01:46:30.033 --> 01:46:34.536]  And you guys are the SWAT team to come in afterwards and then give the information.
[01:46:34.536 --> 01:46:45.142]  God has people, different kind of warriors, different heights, different mindsets, different colors.
[01:46:45.142 --> 01:46:50.526]  And our collective agenda needs to be to serve God in what we do.
[01:46:50.526 --> 01:46:52.587]  And we can't do that if we don't have a hope and freedom act.
[01:46:54.528 --> 01:46:54.948]  What'd you say?
[01:46:54.948 --> 01:46:55.268]  I'm sorry.
[01:46:55.268 --> 01:46:57.029]  We can't do that if we don't have an open free debate.
[01:46:57.029 --> 01:46:57.850]  And that's what we have.
[01:46:57.850 --> 01:46:59.111]  God brought us here.
[01:46:59.111 --> 01:47:01.432]  You created this platform, the InfoWorth.
[01:47:01.432 --> 01:47:11.958]  I heard about the legend of Alex Jones from this lady named Tracy Romulus, Tracy Gwynne, who is faking like a Christian is really
[01:47:13.203 --> 01:47:14.023]  You know what?
[01:47:14.023 --> 01:47:18.706]  Much love to Tracy Romulus and Tracy Gwynne, because this is the type of person I will sue.
[01:47:18.706 --> 01:47:22.688]  I'm just gonna say, I prefer that person not be next to my children.
[01:47:22.688 --> 01:47:26.009]  So, much love, and Jesus, God bless your family.
[01:47:26.009 --> 01:47:29.891]  I would prefer that that person be not next to my children.
[01:47:29.891 --> 01:47:31.432]  Next person, next subject.
[01:47:31.432 --> 01:47:36.994]  Balenciaga, though, you were gonna, I mean, just overall, what are you, because obviously you work with a lot of fashion brands, and now all this stuff's come out.
[01:47:36.994 --> 01:47:39.576]  It's almost like they did this on purpose as a PR stunt.
[01:47:40.450 --> 01:47:41.190]  I think so.
[01:47:41.190 --> 01:47:49.414]  You know, I'm friends with the head designer, and I believe that it was a setup.
[01:47:49.414 --> 01:47:51.095]  I think it was a hit job.
[01:47:51.095 --> 01:47:59.159]  And now, all of a sudden, everyone is so outraged and focused on Balenciaga, but then we're still aborting our kids.
[01:47:59.159 --> 01:48:00.940]  We're still fornicating.
[01:48:00.940 --> 01:48:04.241]  We're still killing each other.
[01:48:04.241 --> 01:48:07.163]  We're still listening to music that promotes that.
[01:48:07.163 --> 01:48:09.564]  But, oh, we don't wear Balenciaga now.
[01:48:10.924 --> 01:48:12.145]  Shut the hell up!
[01:48:12.145 --> 01:48:12.746]  You know what I'm saying?
[01:48:12.746 --> 01:48:14.948]  At the end of the day, what are you doing?
[01:48:14.948 --> 01:48:16.229]  You're throwing stones.
[01:48:16.229 --> 01:48:18.911]  Oh my God, but you know our moral code.
[01:48:18.911 --> 01:48:21.533]  We just, we just cheated on our wives.
[01:48:21.533 --> 01:48:23.574]  We just, we just fornicated.
[01:48:23.574 --> 01:48:25.276]  We just had threesomes.
