[00:00:00.000 --> 00:00:03.480]  [SIRENS]
[01:04:52.958 --> 01:04:57.958]  This is the heart of human empowerment.
[01:04:57.958 --> 01:05:03.237]   This is the next great quest of humanity to break free from the new world order.
[01:05:03.237 --> 01:05:05.557]  It's not like I just told you this in the last two years.
[01:05:05.557 --> 01:05:08.157]  And it's not just like we were dead on the last two years.
[01:05:08.157 --> 01:05:14.677]   We told you 20 years ago and 10 years ago, Intel that no one else could understand.
[01:05:14.677 --> 01:05:17.438]  Why, I don't know, but it has been my mission.
[01:05:17.438 --> 01:05:21.817]   And I've been given a directive and I can see the path and I knew what would happen.
[01:05:21.817 --> 01:05:26.478]   And I knew that we would trigger together the great awakening and that all these greater leaders
[01:05:26.478 --> 01:05:29.758]  would come out of what I did and what you did together.
[01:05:29.758 --> 01:05:31.418]  And now it's happening.
[01:05:31.418 --> 01:05:41.418]  [BLANK_AUDIO]
[01:05:32.799 --> 01:05:33.699]  It's incredible!
[01:05:33.979 --> 01:05:35.160]  The Holy Spirit's real!
[01:05:35.480 --> 01:05:36.340]  God is real!
[01:05:36.400 --> 01:05:39.321]  But the devil's real as well, so you better get right with God.
[01:05:39.722 --> 01:05:40.442]  Here's these reports.
[01:05:40.462 --> 01:05:45.184]  We'll go right back to your calls after Ezra Levant of Rebel News.
[01:05:46.904 --> 01:05:59.649]  The small fringe minority of people who are on their way to Ottawa or who are holding unacceptable views that they're expressing.
[01:06:01.513 --> 01:06:19.193]  Do not represent the views of Canadians who have been there for each other, who know that following the science and stepping up to protect each other is the best way to continue to ensure our freedoms, our rights, our values as a country.
[01:06:19.814 --> 01:06:20.335]  Next question.
[01:06:20.845 --> 01:06:24.428]  This pandemic has provided an opportunity for a reset.
[01:06:24.808 --> 01:06:35.755]  This is our chance to accelerate our pre-pandemic efforts to reimagine economic systems that actually address global challenges like extreme poverty, inequality, and climate change.
[01:06:36.336 --> 01:06:46.083]  Building back better means getting support to the most vulnerable while maintaining our momentum on reaching the 2030 Agenda for Sustainable Development and the SDGs.
[01:06:46.783 --> 01:06:49.583]  Canada is here to listen and to help.
[01:06:49.583 --> 01:06:52.162]  (upbeat music)
[01:06:52.162 --> 01:07:09.982]   Men and women of the Australian Defence Force, both serving and retired,
[01:07:09.982 --> 01:07:13.802]   volunteers or National Service men and women, veterans all,
[01:07:13.802 --> 01:07:17.002]  We are at a point in history without precedent.
[01:07:17.124 --> 01:07:17.944]  A war for the world.
[01:07:17.964 --> 01:07:26.310]  Now many of you know that truly malevolent forces have been attacking and undermining our nation for longer than most of us have lived.
[01:07:27.351 --> 01:07:33.856]  They, our adversaries, have executed their monstrous plans against innocent men, women and children.
[01:07:34.804 --> 01:07:39.628]  They fight with a pre-biblical barbarity, without decency and without constraint.
[01:07:40.248 --> 01:07:42.590]  They fight without courage and without compassion.
[01:07:43.431 --> 01:07:47.053]  Their war against the people is undeclared total war.
[01:07:48.294 --> 01:07:53.919]  It has been a traitor's war, a dirty war, a coward's war.
[01:07:53.939 --> 01:08:01.985]  We know only too well that unless we halt and then reverse this unrelenting attack on every aspect of our lives, we will lose everything we love.
[01:08:02.691 --> 01:08:08.364]  And enter a period of civilizational darkness more depraved than any period in human history.
[01:08:09.265 --> 01:08:10.608]  We must act.
[01:08:11.510 --> 01:08:13.034]  However, this is not a call to arms.
[01:08:13.769 --> 01:08:20.190]  Our soulless adversaries and their mindless enablers would like nothing better than for a shot to be fired.
[01:08:20.690 --> 01:08:32.772]  Because to do so would legitimise, in the minds of many snambuliant Australians, further unconstitutional and unlawful constraints on our rights, to our lives, our liberty and our property.
[01:08:33.693 --> 01:08:35.313]  We will not give them that excuse.
[01:08:36.213 --> 01:08:39.514]  We know we never fight on ground of the enemy's choosing.
[01:08:40.354 --> 01:08:40.974]  We must fight.
[01:08:41.676 --> 01:08:43.658]  But in doing so, we must win the people.
[01:08:44.940 --> 01:08:50.486]  At every opportunity, we must stand with the people, unarmed but in uniform.
[01:08:51.607 --> 01:08:52.027]  Our weapon?
[01:08:52.908 --> 01:08:53.669]  Pure courage.
[01:08:54.890 --> 01:08:58.935]  We took an oath to serve our nation, and what is our nation if not the people?
[01:08:59.620 --> 01:09:12.964]  By our presence in uniform alongside and with the people, we are sending a powerful, unambiguous and galvanizing message that in this war for the world, we the people are united and invincible.
[01:09:13.624 --> 01:09:23.027]  We must demonstrate the pure courage born of love of family and love of country that beats in the heart of every soldier, sailor and airman.
[01:09:24.167 --> 01:09:26.248]  Because what is courage but love in action?
[01:09:27.228 --> 01:09:33.197]   And if you love someone or something enough, You will do what must be done, regardless of the cost to you.
[01:09:34.358 --> 01:09:35.778]  Perhaps we will lose our property.
[01:09:36.358 --> 01:09:37.259]  If so, what of it?
[01:09:37.739 --> 01:09:38.819]  We can always acquire more.
[01:09:39.559 --> 01:09:40.860]  Perhaps we will lose our liberty.
[01:09:41.580 --> 01:09:42.901]  If so, what of it?
[01:09:43.481 --> 01:09:45.281]  We can eventually be set free.
[01:09:46.922 --> 01:09:48.203]  Perhaps we will lose our lives.
[01:09:49.723 --> 01:09:51.204]  If so, what of it?
[01:09:51.624 --> 01:09:53.384]  There are destinies much worse than death.
[01:09:54.425 --> 01:09:57.986]  These sentiments are too much for most to understand, much less accept.
[01:09:58.934 --> 01:10:03.415]  And that is all the more reason for us, for you, to stand with the people.
[01:10:04.515 --> 01:10:07.956]  Now you might be challenged to explain why you chose such a course of action.
[01:10:09.056 --> 01:10:10.016]  The answer is simple.
[01:10:10.976 --> 01:10:17.838]  You will be doing what military law, civilian law, and just plain common decency require and demand.
[01:10:18.798 --> 01:10:28.440]  You are disobeying the unlawful commands given by the admirals, generals, and air marshals of the Australian Defence Force to participate in the genocide of the Australian people.
[01:10:29.298 --> 01:10:31.320]  They are guilty, and you will be innocent.
[01:10:32.601 --> 01:10:40.367]  The oath to serve your country as a soldier did not include a contract for the normal luxuries and comforts enjoyed within our society.
[01:10:41.108 --> 01:10:46.553]  On the contrary, it implied hardship, loyalty, and devotion to duty, regardless of rank.
[01:10:47.654 --> 01:11:01.948]   Ladies and gentlemen of the Australian Defence Force, it is time for you to serve not the admirals, not the generals, and not the air marshals, but to endure hardship, Show loyalty and do your duty for your country and your people.
[01:11:02.729 --> 01:11:11.154]  And remember that in the words of GK Chesterton, we fight not because we hate what is in front of us, but because we love what is behind us.
[01:11:12.775 --> 01:11:15.036]  I'm Ricardo Bose, National Leader of Australia One.
[01:11:17.443 --> 01:11:24.571]  Sleepless nights seem to be a lot more common these days, with everything that's going on both at home and the world at large.
[01:11:25.131 --> 01:11:32.919]  If you are having trouble getting to that deep sleep we could all use more of, our new sleep support formula, Down and Out, is just the thing.
[01:11:33.680 --> 01:11:40.067]  It's our new, faster-absorbing liquid formula that is specifically designed to help you get the shut-eye you deserve.
[01:11:40.440 --> 01:11:45.699]   Formulated to improve upon our best-selling product, Knockout, with Down 'n Out, now the
[01:11:45.699 --> 01:11:51.060]   herbs and melatonin packed inside are extracted directly into the glycerin solution.
[01:11:51.060 --> 01:11:56.000]   So the ingredients are already dissolved into the formula before you even take it.
[01:11:56.000 --> 01:12:00.860]   One of the other sleep support herbs included is the passion flower, which was traditionally
[01:12:00.860 --> 01:12:03.740]  used by Native Americans like the Cherokees.
[01:12:03.534 --> 01:12:06.534]  who used it for its relaxing qualities.
[01:12:06.534 --> 01:12:12.694]   Be sure to take this product when you are completely ready for sleep because you will be down and out.
[01:12:12.694 --> 01:12:16.293]  Selling out now at Infowarsstore.com.
[01:12:16.293 --> 01:12:24.093]   Well, ConvoyReports.com is the site with the best teams on the ground in Canada.
[01:12:24.093 --> 01:12:32.854]   Ezra Levant is, I would say, the most important journalist in Canada, period, ever.
[01:12:32.854 --> 01:12:43.685]   and And has done James O'Keefe level work, but also just a lot of important reporting, been persecuted, been shut down, been attacked, was on national TV, until they took his license away a few years ago because he was too successful.
[01:12:43.705 --> 01:12:45.087]  Just like they're doing to OAN.
[01:12:46.171 --> 01:12:49.610]   And he joins us in the capital of Canada, the beautiful city of Ottawa.
[01:12:49.610 --> 01:12:50.970]  I've been there several times.
[01:12:50.970 --> 01:12:51.930]  It's a gorgeous place.
[01:12:51.930 --> 01:12:53.930]  I would live there if it was a free country.
[01:12:53.930 --> 01:12:58.451]   And boy, does he have a lot to report on the size, what's happening?
[01:12:58.451 --> 01:12:59.971]  My concern, I want to get his take.
[01:12:59.971 --> 01:13:03.050]  They might pull a January six kind of provocateur attacks.
[01:13:03.050 --> 01:13:04.610]  What do you think about that?
[01:13:04.610 --> 01:13:07.171]  Ezra, amazing to have you here with us.
[01:13:07.171 --> 01:13:08.850]  Thank you so much for joining us.
[01:13:08.850 --> 01:13:17.891]   You know, it's hard to get an accurate of how many people are here.
[01:13:18.126 --> 01:13:20.748]  Because the authorities have blocked the road.
[01:13:21.349 --> 01:13:23.511]  They literally shut down one of the highways.
[01:13:23.551 --> 01:13:25.032]  They've blocked a key bridge.
[01:13:25.753 --> 01:13:35.462]  They're turning off the highway traffic webcams so people cannot actually see the amount of cars and trucks on the road.
[01:13:36.902 --> 01:13:47.405]  The province of Nova Scotia issued a bizarre and unconstitutional order banning people from waving at the convoy from the side of the highway.
[01:13:47.465 --> 01:13:49.046]  Clearly unconstitutional.
[01:13:49.606 --> 01:13:51.707]  Not even pretending to be about public health.
[01:13:53.407 --> 01:13:57.548]  Justin Trudeau, the Prime Minister, does not have COVID.
[01:13:57.568 --> 01:13:59.349]  It's a negative test.
[01:13:59.409 --> 01:14:00.209]  He's triple vaxxed.
[01:14:00.249 --> 01:14:03.210]  But he said I have to hide for five days.
[01:14:04.116 --> 01:14:06.018]  Because I met someone who had COVID.
[01:14:06.058 --> 01:14:07.900]  He came up with an excuse to run away.
[01:14:08.701 --> 01:14:16.009]  After he ran away, the Sergeant-at-Arms in Parliament warned all Members of Parliament to escape from the violence.
[01:14:16.974 --> 01:14:17.934]  I've been here all day.
[01:14:17.954 --> 01:14:19.855]  I've seen thousands of people.
[01:14:20.195 --> 01:14:29.097]  I have not seen a single act of violence, or a threat of violence, or even anything more than mild profanity directed at the political class.
[01:14:29.618 --> 01:14:34.059]  The only violence I can see is that perpetrated by the lockdowns.
[01:14:34.519 --> 01:14:35.999]  And I think that's Trudeau's trick.
[01:14:37.200 --> 01:14:39.840]  I think he's projecting what he does onto the people.
[01:14:40.401 --> 01:14:45.062]  He called this mighty protest, he called it a fringe movement.
[01:14:45.703 --> 01:14:51.406]  He literally gave a press conference where he said people here have quote, unacceptable views.
[01:14:52.366 --> 01:14:56.508]  So, people here are standing in defiance, but in that Canadian way.
[01:14:57.048 --> 01:14:58.028]  In a friendly way.
[01:14:58.569 --> 01:15:01.330]  Not in a violent, uprising kind of way.
[01:15:01.890 --> 01:15:07.012]  And I think that's frustrating, Crudo, because he really does want that Reichstag fire moment.
[01:15:07.493 --> 01:15:12.335]  He really does want that January 6th false flag.
[01:15:13.535 --> 01:15:20.688]   And I've been keeping my eye out For the Canadian version of those FBI agent provocateurs.
[01:15:21.368 --> 01:15:24.369]  And so far, I haven't seen any of it.
[01:15:24.709 --> 01:15:29.831]  I think this is a pretty great group of Canadians, but Trudeau needs to demonize them.
[01:15:30.640 --> 01:15:33.243]  He's calling them racist and sexist, obviously.
[01:15:33.263 --> 01:15:37.328]  He's calling them violent, but they haven't shown a speck of violence.
[01:15:37.949 --> 01:15:41.813]  Very interesting and very multi-racial and very multi-ethnic.
[01:15:42.334 --> 01:15:46.939]  And that's important in Canada because Trudeau likes to call everyone he doesn't like a racist.
[01:15:46.959 --> 01:15:49.402]  So that's what it's looking like on the streets of Ottawa today, Alex.
[01:15:50.572 --> 01:15:53.536]  Well, Ezra, I am just saying, I'm not gushing.
[01:15:53.676 --> 01:15:55.498]  I am gushing, but I'm not gushing for no reason.
[01:15:56.019 --> 01:15:57.000]  I just admire you.
[01:15:57.020 --> 01:15:58.202]  I admire Canadians.
[01:15:58.362 --> 01:16:03.488]  I admire how you're standing up and all the hell you've been through and what a great job you're doing.
[01:16:04.850 --> 01:16:06.833]  Canadians are calling saying, thank you for caring about us.
[01:16:07.153 --> 01:16:08.374]  This is a globalist attack.
[01:16:08.414 --> 01:16:09.294]  This is a Great Reset.
[01:16:09.494 --> 01:16:11.175]  We're all being attacked by the same enemy.
[01:16:11.515 --> 01:16:19.739]  And any piece of the world that Klaus Schwab and these literal neo-Nazis can take control of is, I'm one step closer to a gulag.
[01:16:20.019 --> 01:16:20.779]  So I want to explain.
[01:16:21.559 --> 01:16:27.542]  Solidarity isn't some pat on the head here with Australia or Germany or the UK or Canada.
[01:16:27.802 --> 01:16:28.943]  We're all in this together.
[01:16:28.963 --> 01:16:29.683]  Can you speak to that?
[01:16:31.216 --> 01:16:39.102]  Yeah, well I saw a video just the other day of Claude Schwab of the World Economic Forum boasting that Justin Trudeau and half his cabinet are acolytes.
[01:16:39.602 --> 01:16:41.043]  In fact, it's even worse than that.
[01:16:41.544 --> 01:16:52.552]  Alex, you might find this hard to believe, but our former Deputy Prime Minister, our current Finance Minister, her name is Chrystia Freeland, she's literally on the board of the World Economic Forum.
[01:16:53.052 --> 01:16:57.215]  So, Canada is deeply embedded in that kind of group thing.
[01:16:58.010 --> 01:17:03.254]  Um, the problem in Canada isn't just that Trudeau has that point of view.
[01:17:03.935 --> 01:17:07.758]  It's that all the opposition parties have the same point of view.
[01:17:07.778 --> 01:17:15.364]  There is, at least in America, you have your Ron DeSantis, you have, you know, Texas, South Dakota, you have some red states.
[01:17:16.125 --> 01:17:34.176]   In Canada, every federal party with seats in Parliament, every provincial party, and every opposition party So this is a great example of what the globalists do when they have full control.
[01:17:34.216 --> 01:17:40.599]  And as you know, you mentioned it, Trudeau does video saying he takes Klaus Schwab's orders and that this is all part of a UN takeover.
[01:17:40.659 --> 01:17:45.382]  I mean, this is UN governance trying to bankrupt people for a universal income.
[01:17:45.402 --> 01:17:48.543]  Do you want to explain that to international audiences, what this is really about?
[01:17:50.104 --> 01:18:09.147]   Well, I mean, Trudeau is a huge fan I don't know who came up with it first, Trudeau or Joe Biden or someone else, but it's sort of weird to hear the same refrain, whether it's in the United Kingdom, Canada or the U.S.
[01:18:09.187 --> 01:18:10.047]  I don't quite get it.
[01:18:11.909 --> 01:18:25.715]   In Canada, what's so strange is that as the vaccination numbers allegedly hit 90 percent, I'm not sure if I believe that, Instead of getting more lenient, the politicians are becoming stricter.
[01:18:26.235 --> 01:18:29.096]  Quebec reintroduced the nighttime curfew again.
[01:18:29.116 --> 01:18:37.400]  They recently just lifted it, but I'm in a province right now that does not allow people to go into restaurants, in fact, they're not.
[01:18:38.020 --> 01:18:45.143]  Schools did not reconvene in person in Ontario, the province I'm in, until last week.
[01:18:46.323 --> 01:18:50.082]   So what's so bizarre is They're getting stricter and harsher.
[01:18:50.102 --> 01:18:52.204]  They're not getting more lenient.
[01:18:52.564 --> 01:18:55.306]  They're bringing in fines in the province of Quebec.
[01:18:55.607 --> 01:18:56.868]  They're bringing in fines.
[01:18:57.368 --> 01:19:01.452]  And we know that's always the plan is to get more power, get control.
[01:19:02.373 --> 01:19:04.114]  What finally triggered the truckers?
[01:19:04.234 --> 01:19:10.400]  What finally got this movement going as every major highway into the capital of Canada jam-packed 20, 30, 50 miles back?
[01:19:12.101 --> 01:19:21.585]  You know what, I flip it around.
[01:19:22.045 --> 01:19:24.726]  I don't think that someone triggered the truckers.
[01:19:25.347 --> 01:19:27.727]  I think the truckers unleashed the country.
[01:19:28.148 --> 01:19:29.348]  Here's what I mean by that.
[01:19:29.848 --> 01:19:41.193]  It started off as a trucker's thing, because truckers are being forced to get the jab, which is bizarre, because truckers are the most isolated job other than, I guess, the lighthouse keeper, Alex.
[01:19:41.929 --> 01:19:46.353]  But the truckers sparked everyone else's imagination.
[01:19:46.693 --> 01:19:48.935]  Because truckers are of every ethnic background.
[01:19:49.355 --> 01:19:50.356]  Truckers work hard.
[01:19:50.376 --> 01:19:51.097]  They're individuals.
[01:19:51.457 --> 01:19:53.659]  Everyone knows it makes no sense to pick on truckers.
[01:19:54.139 --> 01:20:00.624]  Truckers were the heroes who kept us fed and clothed and gave us medicines in the early days of the pandemic.
[01:20:01.185 --> 01:20:05.328]  And so to pick on the truckers at this late stage is so bizarre.
[01:20:06.289 --> 01:20:10.693]  So you're saying Canadians got pissed by the picking on the truckers with forced injections?
[01:20:12.242 --> 01:20:20.808]  Not just that, but when people saw the convoys physically, they got excited because it was a physical manifestation of peaceful resistance.
[01:20:21.428 --> 01:20:23.950]  And people could go and do something about it.
[01:20:23.970 --> 01:20:25.771]  They could go to the highway and cheer.
[01:20:26.191 --> 01:20:28.993]  They could join and drive along in their own car or truck.
[01:20:29.594 --> 01:20:33.877]  And it was a large physical proof that people were no longer alone.
[01:20:34.537 --> 01:20:39.380]  And the truckers filled the void left by these so-called conservative politicians.
[01:20:39.760 --> 01:20:41.181]  You have a phrase down there, rhinos?
[01:20:42.443 --> 01:20:43.944]  Republicans in name only.
[01:20:43.964 --> 01:20:46.625]  We have conservatives in name only.
[01:20:46.645 --> 01:20:47.766]  That's what we call them up here.
[01:20:48.306 --> 01:20:49.987]  Or we call them Red Tories.
[01:20:51.208 --> 01:20:52.608]  They haven't filled the void.
[01:20:53.089 --> 01:20:59.912]  No judges, no politicians, no media, no one in the establishment has stood for the people.
[01:21:00.232 --> 01:21:02.934]  And all of a sudden this big physical convoy did.
[01:21:03.610 --> 01:21:09.956]  And what was so exciting is people said, I can join that, I can greet that, and I can film it with my own cell phone.
[01:21:10.496 --> 01:21:13.339]  And so they didn't have to rely on the media party anymore.
[01:21:14.219 --> 01:21:16.461]  And so the truckers inspired the country.
[01:21:16.541 --> 01:21:17.202]  One last point.
[01:21:17.742 --> 01:21:22.327]  The truckers set up a crowd fund to pay for their gas and meals and stuff like that.
[01:21:22.667 --> 01:21:26.030]  It quickly rose to seven, eight million bucks, something like that.
[01:21:26.410 --> 01:21:28.412]  And all the leftists tried to have it shut down.
[01:21:28.991 --> 01:21:41.049]  But even, and in the end the money was released, but even if it had been shut down Alex, the fact that they raised 8 million bucks in like three days shows how desperate Canadians are for someone to fight back for them.
[01:21:41.070 --> 01:21:42.852]  It's amazing.
[01:21:43.666 --> 01:21:48.187]  Well, I want to say this, Ezra, and I don't say this because you want this, but I want to tell you something.
[01:21:48.307 --> 01:21:49.787]  You know, I know you know a lot of people.
[01:21:49.887 --> 01:21:51.167]  I don't care about Hollywood people.
[01:21:51.567 --> 01:21:52.728]  I don't care about billionaires.
[01:21:52.748 --> 01:21:57.829]  I get excited talking to you because I know how much hardcore fighting you've done for me and my family.
[01:21:57.849 --> 01:22:03.009]  And I want to salute you and all those other people out there because this is historical.
[01:22:03.049 --> 01:22:04.230]  This is the front line.
[01:22:04.550 --> 01:22:07.190]  And as you said, the more we submit, it gets worse.
[01:22:07.550 --> 01:22:08.590]  We've got to resist.
[01:22:09.171 --> 01:22:11.071]  I'm hearing folks are going to stay there three weeks.
[01:22:11.911 --> 01:22:14.494]  I'm hearing that millions are now descending on it.
[01:22:15.194 --> 01:22:17.216]  There's already 400, 500,000 there.
[01:22:17.236 --> 01:22:17.877]  They're now admitting.
[01:22:18.277 --> 01:22:19.679]  Where do you see this going?
[01:22:20.039 --> 01:22:21.720]  And again, we already alluded to this.
[01:22:22.061 --> 01:22:26.345]  How does the deep state, world government, corporate, fascist, neo-Nazi movement?
[01:22:26.685 --> 01:22:28.126]  I don't use Nazi like the left does.
[01:22:28.166 --> 01:22:28.927]  I use it because it's real.
[01:22:28.947 --> 01:22:30.448]  Klaus Schwab and all them are Nazis, folks.
[01:22:31.069 --> 01:22:31.970]  The Queen of England, all of it.
[01:22:33.191 --> 01:22:36.193]   How do people How do you expect them to strike back?
[01:22:36.213 --> 01:22:42.096]  Because this is beautiful, and the system, you know, has got their wheels turning on how to make you guys look bad.
[01:22:43.657 --> 01:22:46.238]  Well, I think they've already announced their plan.
[01:22:46.298 --> 01:22:48.959]  It's basically to call people here violent.
[01:22:49.680 --> 01:22:56.103]  I haven't seen the false flag moment like Ray Epps yet, but I think that's their plan.
[01:22:56.643 --> 01:23:01.206]  And Justin Trudeau has talked about bringing in a new internet censorship package.
[01:23:01.746 --> 01:23:03.847]  I think he will use this as an excuse for that.
[01:23:04.534 --> 01:23:08.218]  I think they're going to try and criminalize political dissent the same way.
[01:23:08.238 --> 01:23:13.203]  And by the way, Canada and Justin Trudeau's team works very closely with the U.S.
[01:23:13.563 --> 01:23:14.064]  Democrat.
[01:23:14.564 --> 01:23:29.989]   So the same idea of domestic violent extremists replacing the Islamic terror threat with a domestic threat of, in your country, They're moving from Islamic or Chinese communist threat to people that don't want lockdowns.
[01:23:30.009 --> 01:23:31.109]  That's exactly so.
[01:23:31.490 --> 01:23:33.932]  Canada is a beta test for America, is what you're saying.
[01:23:35.333 --> 01:23:39.396]  Yeah, I mean, I think they cross-pollinate bad ideas.
[01:23:40.037 --> 01:23:47.042]  And I think Canada, because we don't have our First Amendment, we're probably going to go first and I think we're going to be worse.
[01:23:47.402 --> 01:23:49.604]  I think they're going to really restrict the Internet.
[01:23:49.624 --> 01:23:50.605]  They've already announced that.
[01:23:51.084 --> 01:24:00.089]  I think they're going to try and... I mean, for example, the Public Safety Minister of our country has literally demanded that Twitter take down one of my tweets.
[01:24:00.550 --> 01:24:05.893]  Like, he wrote a public letter saying, take down the tweet, even though it didn't violate Twitter's rules.
[01:24:06.333 --> 01:24:09.635]  So, they are so far gone down the censorship road here.
[01:24:10.015 --> 01:24:23.623]   I'm scared about them criminalizing and deeming as terrorists these truckers, and it's going to be a real battle, because the media party agrees with that political narrative. They are going to
[01:24:23.623 --> 01:24:25.432]  work for Trudeau in every possible way.
[01:24:25.432 --> 01:24:32.873]   Is the grassroots citizen journalism of 100,000 people with their own cell phone cameras,
[01:24:32.873 --> 01:24:38.393]   is that strong enough to be a counterweight to the Meany Party narrative? We're about to find out,
[01:24:38.393 --> 01:24:44.073]   Alex. I agree. And if people realize that individually they're powerful and that crowd
[01:24:44.073 --> 01:24:48.314]   of a million people sends out videos, no matter if they get censored, it will break the back of
[01:24:48.314 --> 01:24:51.323]  the globalists. But do they realize how powerful they are?
[01:24:51.323 --> 01:24:54.393]  Because when you look at this, I...
[01:24:54.546 --> 01:24:59.368]  I mean, I went to Google this morning, I got up at 5am, and it was two, three day old news.
[01:24:59.588 --> 01:25:00.289]  Nothing was new.
[01:25:00.609 --> 01:25:04.570]  I went to DuckDuckGo, found all this new stuff, went to Twitter, searched it, found incredible stuff.
[01:25:04.871 --> 01:25:09.573]  So they're literally just panicking, they're just blocking any new news of what's happening coming out.
[01:25:11.073 --> 01:25:13.514]  Yeah, you know what, I'm really glad that you're interested in this.
[01:25:13.714 --> 01:25:17.596]  Alex, like I said, the Canadian media is in lockstep with Trudeau.
[01:25:18.567 --> 01:25:27.300]  Ironically, there has been more and more fair coverage of these trucker protests from outside Canada than from within Canada.
[01:25:27.561 --> 01:25:29.023]  That's how bad our media is.
[01:25:29.083 --> 01:25:30.005]  I don't know if you know this.
[01:25:30.495 --> 01:25:36.978]  But literally 99% of Canadian journalists take a government subsidy from Justin Trudeau.
[01:25:37.058 --> 01:25:39.098]  So how can you possibly be an independent journalist?
[01:25:39.118 --> 01:25:39.579]  Explain that to people.
[01:25:39.819 --> 01:25:45.081]  Explain that because they don't know what a couple years ago they passed a law to pay money to quote loyal journalists.
[01:25:45.381 --> 01:25:46.581]  Talk about state run.
[01:25:46.942 --> 01:25:58.166]  I mean, this reminds me of eight years ago in the Arab Spring with Anderson Cooper saying the Muslim Brotherhood was liberating people as they burned down thousands of churches in Egypt.
[01:25:58.226 --> 01:25:59.087]  I mean, this is insane.
[01:25:59.127 --> 01:26:00.047]  Explain that to people.
[01:26:01.317 --> 01:26:07.664]  Yeah, well, I mean, Justin Trudeau has always been the boss of the CBC, that's the state broadcaster.
[01:26:08.065 --> 01:26:13.251]  So they obviously, I'm just walking into the sun for you, so they obviously do what he says.
[01:26:16.801 --> 01:26:24.171]  A couple years ago, Trudeau announced a $600 million bailout for dying newspapers, and they all signed up.
[01:26:24.671 --> 01:26:30.679]  The thing is, if you take that kind of money from Justin Trudeau, well, you know, whoever pays the piper calls the tune.
[01:26:32.001 --> 01:26:37.103]   And so it's amazing to me how easy and cheap it was for Trudeau.
[01:26:37.103 --> 01:26:41.184]   He bought the CDC, but he's renting the newspaper journalists,
[01:26:41.184 --> 01:26:42.904]  and that's sort of incredible.
[01:26:42.904 --> 01:26:44.344]  And I think that's a real problem.
[01:26:44.344 --> 01:26:46.384]  It's why people don't trust the media.
[01:26:46.384 --> 01:26:49.663]  Like, at least CNN can claim to be a private company.
[01:26:49.663 --> 01:26:53.984]   But here, you have all the journalists literally on the payroll.
[01:26:54.036 --> 01:26:55.677]  I just stepped in out of the cold.
[01:26:55.717 --> 01:26:56.497]  There's about minus 22.
[01:26:56.897 --> 01:27:00.139]  Forgive me, it's a little chilly out there.
[01:27:00.159 --> 01:27:01.500]  Listen, Ezra, you're amazing.
[01:27:01.540 --> 01:27:03.962]  I hope you can join us tomorrow, 4 to 6 p.m.
[01:27:04.002 --> 01:27:04.442]  Central.
[01:27:04.822 --> 01:27:05.823]  You are so incredible.
[01:27:05.843 --> 01:27:09.385]  I mean, I know you've got the Trucker site for folks to find that.
[01:27:09.425 --> 01:27:10.546]  How do we find everything?
[01:27:11.026 --> 01:27:13.307]  Rebel Media, the very cutting edge of Liberty.
[01:27:14.828 --> 01:27:15.669]  Thanks very much, Alex.
[01:27:15.709 --> 01:27:17.090]  Go to ConvoyReports.com.
[01:27:18.028 --> 01:27:22.747]   ConvoyReports.com. We put all our videos there and you can stay up to date that way.
[01:27:22.747 --> 01:27:26.908]   Thanks very much for shining a light on this for our American friends out there. I appreciate it.
[01:27:26.908 --> 01:27:29.387]  We appreciate it. I know you've got to go in 60 seconds.
[01:27:29.387 --> 01:27:33.578]   Any other key points Ezra Levant, the head of Rebel Media, wants to add to the millions that
[01:27:33.578 --> 01:27:34.347]  are watching?
[01:27:34.347 --> 01:27:39.067]  Well, I would just say there's more of you than you think.
[01:27:39.067 --> 01:27:45.407]   In Canada, I think the number one effect of this convoy was letting other people know that
[01:27:45.407 --> 01:27:51.307]   they're not alone, that other people or skeptics other people don't accept it as well.
[01:27:49.804 --> 01:27:52.266]  So never think that you're the only one thinking the way you do.
[01:27:52.666 --> 01:27:55.828]  In Canada, we've proved that hundreds of thousands share our views too, Alex.
[01:27:56.289 --> 01:28:04.194]  Well, Ezra, you are amazing and we love you and we salute you and thank you for fighting for my family and our future and I'm fighting for your family.
[01:28:04.214 --> 01:28:05.335]  We're in this together and God bless you.
[01:28:06.587 --> 01:28:07.528]  Right on you too, my friend.
[01:28:07.368 --> 01:28:08.368]  things.
[01:28:08.368 --> 01:28:13.047]   With all the craziness going on in the world, with the globalists plotting their next big
[01:28:13.047 --> 01:28:18.528]   lockdown or the next phase of the Great Reset being a staged cyber attack, with the deep
[01:28:18.528 --> 01:28:24.847]   state pushing a civil war, not just here, but in Europe, and war with Russia, with the
[01:28:24.847 --> 01:28:30.648]   massive inflation and all the other garbage that's taking place, like supply chain breakdowns,
[01:28:30.648 --> 01:28:36.488]   you need to get prepared now with high quality storable food that is ready to ship.
[01:28:36.880 --> 01:28:45.104]  And it's been four years since My Patriot Supply at preparewithalex.com has offered their storable food at 25% off.
[01:28:45.404 --> 01:28:46.624]  Four years!
[01:28:46.904 --> 01:29:01.123]   But right now, it's 25% off until February 13th, 2022.
[01:28:51.795 --> 01:29:01.123]  A little over two weeks from the time I'm cutting this to get 25% off at preparewithalex.com on the entire catalog of My Patriot Supply.
[01:29:01.584 --> 01:29:02.024]  Act now.
[01:29:02.324 --> 01:29:03.265]  Get prepared now.
