[00:00:00.883 --> 00:00:02.420]  Tomorrow's news, today.
[00:46:56.897 --> 00:46:58.599]  If we do expose them, we can beat them easily.
[00:47:00.942 --> 00:47:05.564]  Leading a frontal assault on the lies of the New World Order.
[00:47:05.564 --> 00:47:15.987]  It's Alex Jones.
[00:47:15.987 --> 00:47:18.508]  My 17 year old daughter this morning
[00:47:28.820 --> 00:47:34.282]  Said to me that her high school history teacher was asking her about me.
[00:47:34.282 --> 00:47:37.263]  And was asking if I was for real.
[00:47:37.263 --> 00:47:38.203]  And she had the perfect answer.
[00:47:38.203 --> 00:47:39.523]  She said, yeah, that's my dad.
[00:47:39.523 --> 00:47:41.284]  100%.
[00:47:41.284 --> 00:47:44.685]  But what you see on air is just turned up.
[00:47:44.685 --> 00:47:45.205]  So smart.
[00:47:45.205 --> 00:47:45.945]  I love her so much.
[00:47:45.945 --> 00:47:48.886]  She's so amazing.
[00:47:48.886 --> 00:47:56.589]  And then she asked me, she said, but he told me that globalism was just people that care about the globe.
[00:47:56.589 --> 00:47:57.209]  Not a bad thing.
[00:47:59.821 --> 00:48:01.082]  Yeah, they really care about the glove.
[00:48:01.082 --> 00:48:07.084]  The most rich, powerful, ruthless people on earth, on record say they want to depopulate us.
[00:48:07.084 --> 00:48:15.508]  But the left, and that's what almost all these teachers are, they think by pretending they're with the power structure, they're somehow winning.
[00:48:15.508 --> 00:48:17.789]  It's called being delusional.
[00:48:17.789 --> 00:48:19.290]  It's called being a useful idiot.
[00:48:19.290 --> 00:48:23.952]  And so all these people, because they're put in positions of authority, keep following the system.
[00:48:28.837 --> 00:48:30.618]  That's a perfect meme for radio listeners.
[00:48:30.618 --> 00:48:34.058]  It says, globalism shows the children standing around the earth holding hands.
[00:48:34.058 --> 00:48:37.499]  What we were told it is all happy rainbows.
[00:48:37.499 --> 00:48:44.201]  And then what it really is, is a bunch of powerful elites deciding how to enslave and dumb down humanity.
[00:48:44.201 --> 00:48:50.863]  They see the planet as their property and see you as dumb and ignorant and this way needs to be swept away.
[00:48:50.863 --> 00:48:53.984]  And you know a lot of the public does fulfill that prophecy.
[00:48:56.308 --> 00:49:00.371]  But a lot of people don't, and so you don't have a right to play God, and it's wrong.
[00:49:00.371 --> 00:49:08.496]  That all our checks and balances are being swept away right now.
[00:49:08.496 --> 00:49:14.440]  And everybody that plays along, they're part of the power structure, lying to themselves, and God's watching.
[00:49:14.440 --> 00:49:16.061]  So let me read you this first article.
[00:49:16.061 --> 00:49:18.723]  This will take a while to get through.
[00:49:18.723 --> 00:49:22.325]  And then coming up in the third segment of the next hour, we've got something really special for you.
[00:49:24.798 --> 00:49:26.480]  I'll just start telling you.
[00:49:26.480 --> 00:49:32.405]  I told you that now I make myself, at least for part of the day, not have the cell phone with me.
[00:49:32.405 --> 00:49:35.768]  Because I'm constantly reading articles and taking calls and I get a lot done with it.
[00:49:35.768 --> 00:49:39.532]  I'm not playing online games and screwing around, but it still dominates my life.
[00:49:42.014 --> 00:49:46.755]  This morning I went out to take care of some errands before, not name dropping, he's just a great guy.
[00:49:46.755 --> 00:49:48.315]  Jesse James dropped by and picked me up.
[00:49:48.315 --> 00:49:49.735]  We went to his church.
[00:49:49.735 --> 00:49:51.016]  I go with him sometimes too.
[00:49:51.016 --> 00:49:52.716]  I heard a great sermon there.
[00:49:52.716 --> 00:49:56.837]  I think it was like a 10.30 sermon or 11 o'clock sermon.
[00:49:56.837 --> 00:50:00.997]  But before that I went to the store and I was getting gas and I didn't bring the cell phone with me.
[00:50:00.997 --> 00:50:07.539]  And I saw a woman in a brand new Mustang and I'm sitting there in my car while my truck's gassing up.
[00:50:07.539 --> 00:50:10.079]  And I watched this woman pull up, white lady,
[00:50:11.397 --> 00:50:12.317]  And a blonde lady.
[00:50:12.317 --> 00:50:13.258]  I'm not making fun of blondes.
[00:50:13.258 --> 00:50:13.958]  My mom's blonde.
[00:50:13.958 --> 00:50:14.558]  She's really smart.
[00:50:14.558 --> 00:50:18.019]  But, you know, I guess some women just think I'm blonde so I don't have to worry about anything or whatever.
[00:50:18.019 --> 00:50:20.500]  This was a dumb blonde.
[00:50:20.500 --> 00:50:23.361]  And she gets out of the car.
[00:50:23.361 --> 00:50:24.402]  And I'm thinking, there's something weird.
[00:50:24.402 --> 00:50:26.082]  Why is she walking back and forth confused?
[00:50:26.082 --> 00:50:27.543]  And I go, that car's got new tags.
[00:50:27.543 --> 00:50:31.064]  And I'm thinking in my mind, why is this picture not right?
[00:50:31.064 --> 00:50:38.146]  Because, you know, before your brain clicks, I'm sitting there drinking coffee, like 8.30 in the morning.
[00:50:38.146 --> 00:50:40.127]  And I go, oh my God, that's a brand new Tesla.
[00:50:42.285 --> 00:50:43.426]  And I go, I'm going to get my phone.
[00:50:43.426 --> 00:50:46.727]  And I reach for it in the cup holder and it's not there.
[00:50:46.727 --> 00:50:49.208]  But Alex Jones doesn't get mad, he overcomes.
[00:50:49.208 --> 00:50:52.349]  I sit there and watch her go around for about a minute, can't do it.
[00:50:52.349 --> 00:50:54.070]  I see other people laughing at her.
[00:50:54.070 --> 00:50:55.731]  And then she just gets in her car and leaves.
[00:50:55.731 --> 00:50:59.052]  And I'm driving home and I say, don't forget when you get home to get on the desktop.
[00:50:59.052 --> 00:51:00.953]  That's better for your brain than always being on the phone.
[00:51:00.953 --> 00:51:07.996]  I get on the desktop and I type in, woman tries to gas up Tesla.
[00:51:10.219 --> 00:51:11.659]  Dozens of results.
[00:51:11.659 --> 00:51:13.040]  Here's one of the ones.
[00:51:13.040 --> 00:51:14.100]  And of course, it's women.
[00:51:14.100 --> 00:51:15.741]  Now, the woman looked just like this today.
[00:51:15.741 --> 00:51:17.561]  I'm not mocking blonde ladies.
[00:51:17.561 --> 00:51:18.222]  It was funny.
[00:51:18.222 --> 00:51:19.982]  It was a blonde lady, but it wasn't a Tesla.
[00:51:19.982 --> 00:51:23.463]  It was a, excuse me, a Mustang.
[00:51:23.463 --> 00:51:24.464]  My brain conflates these.
[00:51:24.464 --> 00:51:26.404]  I've already watched a bunch of Tesla videos.
[00:51:26.404 --> 00:51:29.185]  I'm sitting there looking, going, oh, that's one of the new Mustangs.
[00:51:29.185 --> 00:51:30.325]  Oh, that's electric.
[00:51:30.325 --> 00:51:31.406]  And then it kind of clicked.
[00:51:31.406 --> 00:51:32.466]  Why is she doing that?
[00:51:32.466 --> 00:51:33.706]  And then these are videos of Teslas.
[00:51:36.058 --> 00:51:41.160]  So much data, I just mixed it all together in my head, but I witnessed this for myself.
[00:51:41.160 --> 00:51:42.681]  Here's a dude.
[00:51:42.681 --> 00:51:45.362]  He's got his trendy, liberal, Patagonian thing on.
[00:51:45.362 --> 00:51:48.424]  He looks like he's Asian.
[00:51:48.424 --> 00:51:51.725]  Only singling him out because we were already saying it's a white lady acting stupid.
[00:51:51.725 --> 00:51:53.566]  There's dumb people in every group.
[00:51:53.566 --> 00:51:57.528]  He's got a brand new Tesla.
[00:51:57.528 --> 00:52:01.210]  And he doesn't understand that it doesn't take gasoline, bro.
[00:52:04.206 --> 00:52:05.587]  Do they even know what unleaded is?
[00:52:05.587 --> 00:52:08.431]  Do they even know what diesel is?
[00:52:08.431 --> 00:52:11.093]  Do they know what natural gas is?
[00:52:11.093 --> 00:52:13.136]  And that's why I've told people that own these cars.
[00:52:14.403 --> 00:52:33.287]  I told him, I said, you know, I can show you equations and make reports that an electric car to make it takes about three times the carbon of a gas car, and then for electricity, most of it's still generated by fossil fuel, and you lose on average about half of the power down a power line on the average transfer line.
[00:52:33.287 --> 00:52:34.528]  It's about half.
[00:52:34.528 --> 00:52:36.688]  They have international power associations and U.S.
[00:52:36.688 --> 00:52:37.648]  power associations.
[00:52:37.648 --> 00:52:39.389]  You need to look the actuaries up and the numbers.
[00:52:40.831 --> 00:52:44.654]  And you're sitting there telling them, hey, you know an electric car uses more carbon, right?
[00:52:44.654 --> 00:52:45.755]  Which is fine with me.
[00:52:45.755 --> 00:52:46.615]  I mean, I think that's great.
[00:52:46.615 --> 00:52:47.256]  We need more carbon.
[00:52:47.256 --> 00:52:49.757]  We're a carbon-based life form.
[00:52:49.757 --> 00:52:50.658]  We've been carbon poor.
[00:52:50.658 --> 00:52:54.041]  This is great that we're taking ancient carbon up from the ground and putting it back in the atmosphere.
[00:52:54.041 --> 00:52:56.602]  We're getting a healthier planet like it was in ancient times.
[00:52:56.602 --> 00:53:00.545]  Even mainline paleontologists will tell you.
[00:53:00.545 --> 00:53:03.387]  So I told you I was going to get to this next hour and I just did it.
[00:53:03.387 --> 00:53:06.810]  But I'm actually going to show you the videos and then something it ties in with.
[00:53:08.504 --> 00:53:18.553]  So imagine if I saw a woman trying to gas up a new electric Mustang and then I instantly typed that in and instantly found it.
[00:53:18.553 --> 00:53:20.295]  Imagine how widespread this is.
[00:53:20.295 --> 00:53:28.022]  And I started thinking about all the hundreds of videos of people trying to put gasoline in plastic bags.
[00:53:28.022 --> 00:53:29.123]  And it's almost always women.
[00:53:30.452 --> 00:53:50.053]  Because nobody taught them about cars or about gas, and they hear, hey, a hurricane's coming, and every time a hurricane or storm's coming, the gas stations just fill up with women with plastic bags they get inside, and then they put the gas in, and then wonder why the gas eats through it and spills, and they just don't know!
[00:53:50.053 --> 00:53:50.914]  And you know what?
[00:53:50.914 --> 00:53:52.496]  Klaus Schwab is probably right.
[00:53:53.550 --> 00:54:04.600]  That lady probably needs to be taken out by the FBI, who's our lords and saviors, into a field and shot in the back of the head and put in a pit.
[00:54:04.600 --> 00:54:05.440]  I'm being sarcastic.
[00:54:05.440 --> 00:54:07.622]  No, I don't really want that.
[00:54:07.622 --> 00:54:10.245]  They'll edit that out and put it on the news, but that's their fault for lying.
[00:54:10.245 --> 00:54:11.786]  No, we need to help that woman.
[00:54:11.786 --> 00:54:13.127]  We need to inform that woman.
[00:54:13.127 --> 00:54:16.330]  How alone was she through her life?
[00:54:16.330 --> 00:54:17.451]  No one told her?
[00:54:17.451 --> 00:54:18.272]  Nobody talked to her?
[00:54:18.272 --> 00:54:19.393]  There's hundreds of these videos!
[00:54:21.343 --> 00:54:22.924]  She doesn't know how to screw in a light bulb.
[00:54:22.924 --> 00:54:25.166]  She doesn't even know where electricity comes from.
[00:54:25.166 --> 00:54:31.231]  So when the globalists say, you'll own nothing, you'll have nothing, you'll like it, they know she's so weak-minded, she'll hear that and believe it.
[00:54:31.231 --> 00:54:33.713]  When they come and imagine if she had kids.
[00:54:33.713 --> 00:54:35.234]  They say, hey, we're taking your kids from you.
[00:54:35.234 --> 00:54:37.076]  That probably would be a way to help her.
[00:54:37.076 --> 00:54:39.578]  Because see, they've already dumbed her down so much.
[00:54:39.578 --> 00:54:43.421]  They've already turned her into this thing.
[00:54:43.421 --> 00:54:48.284]  She just knows how to stand behind a counter and make hamburgers all day.
[00:54:49.255 --> 00:54:52.736]  And I'm not putting her down for that, but that's all she knows.
[00:54:52.736 --> 00:54:56.557]  She's got plastic grocery bags putting gallons of gasoline in it.
[00:54:56.557 --> 00:54:58.718]  What did they do to her?
[00:54:58.718 --> 00:55:03.799]  She wasn't taught basic skills, and I've explained this a thousand times.
[00:55:03.799 --> 00:55:15.343]  My dad's dad was a farmer and a rancher, and he knew how to run electricity, he knew how to butcher a cow fast, he knew how to fix tractors, he knew how to do it all.
[00:55:16.658 --> 00:55:21.440]  And he knew how to skin a buck and run a trot line and kick your ass if he needed to.
[00:55:21.440 --> 00:55:30.945]  That man, compared to my dad and compared to me, was like a Greek god compared to my dad and me.
[00:55:30.945 --> 00:55:34.567]  And we're not bad examples of the male.
[00:55:34.567 --> 00:55:38.728]  Imagine, like, I'm a towering specimen compared to most of these people now.
[00:55:38.728 --> 00:55:39.969]  They have degenerated.
[00:55:39.969 --> 00:55:41.550]  They have completely fallen apart.
[00:55:41.550 --> 00:55:42.810]  They have no idea of the future.
[00:55:42.810 --> 00:55:45.832]  And then the globalists are like, hey, we need to just kill all these people.
[00:55:46.974 --> 00:55:50.297]  Now look at this woman.
[00:55:50.297 --> 00:55:52.959]  Spraying gasoline on top of the car.
[00:55:52.959 --> 00:55:54.140]  This is not a joke.
[00:55:54.140 --> 00:55:55.081]  It's not a game.
[00:55:55.081 --> 00:55:57.563]  She thinks that's how you clean your car.
[00:55:57.563 --> 00:55:58.984]  And she's got her mask on.
[00:55:58.984 --> 00:56:02.147]  Of course, she's safe from COVID-19.
[00:56:02.147 --> 00:56:05.050]  Because Fauci told her the news must be the authority.
[00:56:05.050 --> 00:56:06.371]  She has no man in her life.
[00:56:06.371 --> 00:56:07.692]  Nobody raised her properly.
[00:56:07.692 --> 00:56:09.033]  She was raised by television.
[00:56:09.033 --> 00:56:13.317]  And now she thinks she's at a car wash with gasoline, putting it on the car.
[00:56:13.317 --> 00:56:14.438]  These are real videos.
[00:56:17.102 --> 00:56:20.744]  We're not going to take her out in the field and shoot her, like the Nazis would do.
[00:56:20.744 --> 00:56:23.565]  We've got to, though, understand these are the folks that are voting.
[00:56:23.565 --> 00:56:31.829]  These are the people that when they say you're a white supremacist, if you don't want your five-year-old to be taught white people are inherently bad, they don't know the history of this.
[00:56:31.829 --> 00:56:33.190]  They don't know how evil that is.
[00:56:33.190 --> 00:56:34.811]  They don't know that messes kids up.
[00:56:34.811 --> 00:56:41.294]  They take on, like a robot, whatever they're told.
[00:56:41.294 --> 00:56:45.136]  And they are completely and totally mindless.
[00:56:45.916 --> 00:56:47.317]  So we'll talk about that next hour.
[00:56:47.317 --> 00:56:48.518]  I didn't get into the poll yet.
[00:56:48.518 --> 00:56:56.303]  Because these are the people that are putting gasoline on the windshield of their car to clean the mildew off.
[00:56:56.303 --> 00:57:01.087]  These are the people that are putting gasoline in plastic bags and putting it in their trunk.
[00:57:01.087 --> 00:57:04.069]  These are the people that don't know what planet they're on.
[00:57:04.069 --> 00:57:06.111]  And they want you locked up in prison.
[00:57:06.111 --> 00:57:07.532]  They believe they're locked up.
[00:57:07.532 --> 00:57:08.752]  They believe they're wearing masks.
[00:57:08.752 --> 00:57:12.075]  They believe they're getting sick, not from the shots, but from you not taking them.
[00:57:14.062 --> 00:57:18.723]  I saw a lady today driving into work later in the afternoon.
[00:57:18.723 --> 00:57:22.804]  I pulled into a store and she was in an army uniform and I said, how are you doing?
[00:57:22.804 --> 00:57:24.565]  She said, I'm doing fine, how are you doing?
[00:57:24.565 --> 00:57:25.585]  She said, I know you, you're Alex Jones.
[00:57:25.585 --> 00:57:26.906]  This is a black lady.
[00:57:26.906 --> 00:57:28.146]  I said, hey, did you take the shot?
[00:57:28.146 --> 00:57:29.206]  She goes, yeah.
[00:57:29.206 --> 00:57:30.267]  Sickest I've been in my life.
[00:57:30.267 --> 00:57:31.147]  Brain fog, horrible.
[00:57:31.147 --> 00:57:32.987]  You're absolutely right, they made me take it.
[00:57:32.987 --> 00:57:34.808]  Have a good day.
[00:57:34.808 --> 00:57:38.169]  She was in the reserves or whatever.
[00:57:38.169 --> 00:57:38.809]  So there you go.
[00:57:38.809 --> 00:57:42.190]  We'll be right back with our number two straight ahead.
[00:57:49.761 --> 00:57:51.062]  Let's go ahead and take another call.
[00:57:51.062 --> 00:57:53.103]  Let's talk to Malcolm in Tennessee.
[00:57:53.103 --> 00:57:53.504]  Welcome.
[00:57:53.504 --> 00:57:54.244]  Hello, Alex?
[00:57:54.244 --> 00:57:54.784]  Yes, Malcolm.
[00:57:54.784 --> 00:57:59.107]  All right, I'm gonna make this quick and real short where the other Patriots can get on the line.
[00:57:59.107 --> 00:58:03.690]  Uh, Alex, I have to promote one thing from one of your co-hosts, Owen Schroer.
[00:58:03.690 --> 00:58:06.692]  Super male vitality and brain force plus.
[00:58:06.692 --> 00:58:09.334]  Mix those two together, you're an unstoppable tank.
[00:58:09.574 --> 00:58:11.374]  Supermill Vitality really, really works.
[00:58:11.374 --> 00:58:23.037]  It's cold-pressed herbs and natural compounds that have never been heated up, and so it has a dramatic effect compared to powdered versions that also work quite well, but just aren't as strong.
[00:58:23.037 --> 00:58:24.877]  This is like a very fine wine.
[00:58:24.877 --> 00:58:27.017]  In fact, each batch is different.
[00:58:27.017 --> 00:58:29.458]  Sometimes it's super strong, sometimes it's just okay.
[00:58:29.458 --> 00:58:32.739]  People are like, why are you selling something and admitting sometimes the batch isn't as strong?
[00:58:32.739 --> 00:58:33.659]  That's just how it is.
[00:58:33.659 --> 00:58:34.319]  It's how it works.
[00:58:35.319 --> 00:58:36.860]  So, it's always good.
[00:58:36.860 --> 00:58:39.062]  It's just sometimes it's like super strong.
[00:58:39.062 --> 00:58:42.864]  But yeah, if you want the Rolls Royce at a decent price, then this is it.
[00:58:49.446 --> 00:58:52.087]  UN-run contact tracers aren't coming.
[00:58:52.087 --> 00:58:52.987]  They're here.
[00:58:52.987 --> 00:58:57.309]  All over the world, from Australia to the United States, from Canada to Germany.
[00:58:57.309 --> 00:59:07.712]  These tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[00:59:07.712 --> 00:59:15.875]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[00:59:16.195 --> 00:59:18.016]  This is nothing less than martial law.
[00:59:18.016 --> 00:59:25.821]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[00:59:25.821 --> 00:59:29.164]  government military grade at InfoWarsTore.com.
[00:59:29.164 --> 00:59:31.405]  We have the entire line of silent pocket
[00:59:31.505 --> 00:59:34.946]  Ready to ship to you when you visit InfoWarsStore.com.
[00:59:34.946 --> 00:59:42.068]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[00:59:42.068 --> 00:59:44.688]  It's all there at InfoWarsStore.com.
[00:59:44.688 --> 00:59:53.251]  So protect your privacy today and support the InfoWar at InfoWarsStore.com.
[00:59:53.251 --> 00:59:57.152]  If you are receiving this transmission, you are the resistance.
[01:00:16.407 --> 01:00:20.247]  Live from Austin, Texas, it's Alex Jones.
[01:00:29.758 --> 01:00:40.187]  The FDA has allowed nanoparticles into the food supply under the generally recognized as safe provision, because they claim that they are no more dangerous than their larger counterparts.
[01:00:40.187 --> 01:00:44.671]  Titanium is generally safe, therefore nanochem must be safe.
[01:00:44.671 --> 01:00:51.918]  But they also admit that known materials can exhibit new or altered physiochemical properties at nanoscale dimensions.
[01:00:52.558 --> 01:00:57.660]  Including unknown safety hazards that they will continue to monitor for.
[01:00:57.660 --> 01:01:05.603]  In other words, the human trials for consumable nanotechnology is currently happening in the public without their knowledge.
[01:01:05.603 --> 01:01:11.145]  Nanoparticles can be absorbed into our immune defense system and into our bloodstream.
[01:01:11.145 --> 01:01:18.388]  And just like the FDA admits, materials at the nanoscale can cause unknown changes in a person's biological system.
[01:01:19.170 --> 01:01:26.276]  Animal studies have proven that nanoparticles are changing the way our bodies absorb certain minerals, such as iron.
[01:01:26.276 --> 01:01:39.907]  FDA chemist Timothy Duncan wrote that nanotechnology in the food supply is being held back because the food supply industry is afraid of public backlash, and argues that nanotechnology will somehow make food healthier.
[01:01:41.124 --> 01:01:49.251]  The FDA is far more concerned with pushing more of these experimental nanoparticles into the food supply than they are with safety.
[01:01:49.251 --> 01:01:53.675]  Like they said about giving the dangerous experimental vaccines to your kids.
[01:01:53.675 --> 01:01:57.618]  We're never going to learn about how safe the vaccine is until we start giving it.
[01:01:58.931 --> 01:02:07.333]  At least 20 products are adding laboratory-made nanoparticles into the ingredients, and they are getting ready to coat bananas in new nanotech.
[01:02:07.333 --> 01:02:15.054]  But companies are not required to disclose nano-sized ingredients, so we don't know how prevalent it is.
[01:02:15.054 --> 01:02:25.856]  Along with being a proponent of population reduction, forced vaccinations, and genetically modified foods, Bill Gates is also the biggest private farm owner in America.
[01:02:26.809 --> 01:02:34.550]  Does anyone doubt for a second that Bill Gates is allowing this dangerous nanotech the FDA is pushing for into America's food supply?
[01:02:35.805 --> 01:02:53.841]  In related news, 10 out of the 19 states in which Bill Gates owns farmland, along with at least another 10, have recently made it legal to dispose of human bodies into the municipal water supply, allowing human remains to be added into biosolid sourced fertilizer.
[01:02:53.841 --> 01:02:59.767]  It's called alkaline hydrolysis and is referred to in pop culture as being very, very green.
[01:03:00.707 --> 01:03:10.492]  Spiritual leaders have strongly objected to alkaline hydrolysis because they say it is disrespectful to the human body, the vessel of a divine soul.
[01:03:10.492 --> 01:03:12.933]  And it's understandable why they say this.
[01:03:12.933 --> 01:03:20.917]  In alkaline hydrolysis, the human body is liquefied with lye and poured down the sewer to mix in with the community's excrement.
[01:03:21.997 --> 01:03:32.802]  And if that weren't bad enough, this bio-sludge is then collected from municipal water treatment plants and used as so-called fertilizer on factory farms.
[01:03:32.802 --> 01:03:38.745]  The official excuse is that it saves the government money for expensive toxic waste disposal.
[01:03:38.745 --> 01:03:49.950]  Meanwhile, we are all being sold food that has been grown with a toxic bio-sludge made up of human remains and excrement, which is then loaded with new and strange nanotechnology.
[01:03:51.471 --> 01:03:55.634]  Interestingly, the dystopian movie Soylent Green took place in 2022.
[01:03:55.634 --> 01:04:00.097]  They're making our food out of people.
[01:04:00.097 --> 01:04:02.759]  Next thing, they'll be breeding us like cattle.
[01:04:02.759 --> 01:04:04.420]  For food.
[01:04:04.420 --> 01:04:05.641]  You gotta tell them.
[01:04:05.641 --> 01:04:07.102]  You gotta tell them.
[01:04:07.102 --> 01:04:07.823]  Promise, Tiger.
[01:04:07.823 --> 01:04:08.583]  I promise.
[01:04:08.583 --> 01:04:09.324]  I'll tell the exchange.
[01:04:09.324 --> 01:04:12.026]  You tell everybody.
[01:04:12.026 --> 01:04:13.527]  Listen to me, Hatcher!
[01:04:13.527 --> 01:04:15.148]  You gotta tell them!
[01:04:15.148 --> 01:04:18.050]  Soylent Green is people!
[01:04:18.050 --> 01:04:20.312]  Reporting for InfoWars, this is Greg Reese.
[01:04:22.369 --> 01:04:27.213]  Silent Green with Charlton Heston, set in the year 2222 from the early 1970s.
[01:04:27.213 --> 01:04:32.597]  I think it came out the year I was born, yeah.
[01:04:32.597 --> 01:04:34.338]  1974.
[01:04:34.338 --> 01:04:36.160]  All came true!
[01:04:36.160 --> 01:04:39.142]  And the whole system is based now on feeding on each other.
[01:04:39.142 --> 01:04:47.248]  But they've got to collapse the old system that was working just fine, so that we believe that this is the new way for us to survive, is to basically be cannibals.
[01:04:47.248 --> 01:04:48.109]  You're here, folks.
[01:04:48.109 --> 01:04:48.449]  I'm here.
[01:04:48.449 --> 01:04:49.130]  We're in the middle of it.
[01:04:49.130 --> 01:04:50.431]  It only gets worse from this point on.
[01:04:51.434 --> 01:04:52.557]  But there's a way to defeat it.
[01:04:52.557 --> 01:04:53.619]  We'll talk about it when we come back.
[01:04:53.619 --> 01:04:53.959]  Stay with us.
[01:05:01.960 --> 01:05:03.381]  Keep us on air.
[01:05:03.381 --> 01:05:05.922]  We'll continue to bring you the banned guests.
[01:05:05.922 --> 01:05:09.784]  We'll continue to bring the information that no one else will touch.
[01:05:09.784 --> 01:05:10.544]  Keep us on air.
[01:05:10.544 --> 01:05:11.825]  Go to InfoWarsStore.com.
[01:05:11.825 --> 01:05:25.372]  The new supplements that we have, the latest in the InfoWars Life Supplement line, the Vitamin D3 with Calcium Gummies, the Vitamin C with Zinc and the Whole Food Multivitamins, or if you buy the Combo Pack with all three at InfoWarsStore.com.
[01:05:25.372 --> 01:05:27.833]  And you know, I'm telling you, the Vitamin D Gummies,
[01:05:28.888 --> 01:05:30.629]  This is a great thing for your kids.
[01:05:30.629 --> 01:05:31.330]  They're going to love it.
[01:05:31.330 --> 01:05:33.031]  They're going to love the taste of the gummies.
[01:05:33.031 --> 01:05:34.432]  It's healthy.
[01:05:34.432 --> 01:05:35.953]  So that's just a great thing for kids.
[01:05:35.953 --> 01:05:37.514]  I mean, we could just do marketing campaigns.
[01:05:37.514 --> 01:05:39.695]  I think for kids, that'd be great.
[01:05:39.695 --> 01:05:40.616]  Calcium, good for them.
[01:05:40.616 --> 01:05:41.096]  The vitamin D.
[01:05:42.392 --> 01:05:45.413]  So that's at InfoWarsStore.com.
[01:05:45.413 --> 01:05:48.054]  And again, it's your support there that keeps us on the air.
[01:05:48.054 --> 01:05:56.278]  So the supplements, the shirts, the air filters, the water filters, the emergency food supplies, the emergency supplies at InfoWarsStore.com.
[01:05:56.278 --> 01:05:57.898]  Your support there keeps us on the air.
[01:05:57.898 --> 01:05:59.479]  We cannot thank you enough.
[01:06:14.804 --> 01:06:16.665]  The Alex Jones Show.
[01:06:16.665 --> 01:06:24.568]  Because there is a war on for your mind.
[01:06:24.568 --> 01:06:27.870]  Alright, thank you so much for being with us this evening.
[01:06:27.870 --> 01:06:29.791]  Any show could be our last.
[01:06:29.791 --> 01:06:36.273]  The censorship isn't just on the internet now, it's in satellites, it's in banking, it's in software, basically everybody.
[01:06:36.273 --> 01:06:43.637]  From OAN to Michael and Del's programs are being blocked and taken off the air, off satellite feeds, and they're moving against us as well.
[01:06:44.497 --> 01:06:51.419]  They don't intend to let the giant landslide of conservatives and nationalists that's about to happen in 296 days.
[01:06:51.419 --> 01:06:55.660]  They plan to try to trigger some type of bizarre civil war.
[01:06:55.660 --> 01:07:05.062]  And they're casting yours truly in hundreds of publications a day sometimes, but usually a week, as a ringleader that wants violence.
[01:07:05.062 --> 01:07:10.684]  And they'll take things out of context like, we're going to fight and take them on and never give up and we're going to win.
[01:07:12.014 --> 01:07:14.756]  Which is like, at a football game, rah, rah, we're gonna fight, we're gonna win.
[01:07:14.756 --> 01:07:17.477]  I'm always like, don't be violent, I'm saying have energy.
[01:07:17.477 --> 01:07:18.818]  Fight hard for your children.
[01:07:18.818 --> 01:07:20.699]  Fight hard for freedom.
[01:07:20.699 --> 01:07:25.763]  When you play a poker game, fight hard.
[01:07:25.763 --> 01:07:35.769]  It's the left saying, go burn stuff down and do all that, but you see, they don't care because they're losing control and their whole globalist, anti-God, satanic project is falling apart.
[01:07:36.704 --> 01:07:50.737]  And so all the things they had planned to roll out later, the pedophile story time, and the Satan time, and the, oh, outlaw parents, USA Today, and, oh, pedophilia's good, USA Today, and New York Times, pedophilia's good.
[01:07:50.737 --> 01:07:53.660]  It's failing, so they're just, fire everything!
[01:07:53.660 --> 01:07:57.744]  Fire all your guns at once, and explode into space!
[01:07:57.744 --> 01:07:59.746]  Quote Steppenwolf, but in an evil way.
[01:08:01.027 --> 01:08:10.270]  Steppenwolf, they're talking about riding out there on those motorcycles, the open plains, freedom, wind in their hair, commuting with nature, riding that big old steel horse.
[01:08:12.193 --> 01:08:16.876]  The left isn't riding out there with their hair blowing, they're wearing masks and hiding inside.
[01:08:16.876 --> 01:08:20.159]  They're not firing all their guns at once and exploding into space.
[01:08:20.159 --> 01:08:23.121]  No, no, they're saying, we need to have a commune system.
[01:08:23.121 --> 01:08:37.131]  We need to have everybody where they live in small 200 foot apartments and are programmed and your children are given to others because then we have to have a community that finally works because communalism doesn't work, it's falling apart because we didn't do enough of it.
[01:08:37.131 --> 01:08:39.313]  Communism didn't work because we never did it right.
[01:08:41.374 --> 01:08:51.097]  But now with big tech, now you can live the utopia of a 200 square foot apartment lined with TV screens blinking messages at you, constantly programming you.
[01:08:51.097 --> 01:08:59.619]  But Mark Zuckerberg will live on a 10,000 acre palatial ranch in Hawaii.
[01:08:59.619 --> 01:09:02.940]  Oh yes, Rupert Murdoch will live on a 100,000 acre ranch.
[01:09:02.940 --> 01:09:05.721]  Ted Turner will live on a million acres.
[01:09:05.721 --> 01:09:08.421]  Larry Page will live on his own giant 20,000 acre private island.
[01:09:11.442 --> 01:09:15.964]  And he can fly anywhere he wants, and he doesn't follow COVID rules because he's the elite and you're not.
[01:09:15.964 --> 01:09:16.984]  Because why?
[01:09:16.984 --> 01:09:18.824]  They're liberal!
