[00:00:00.049 --> 00:00:01.670]  Breaking bombshell!
[01:34:26.954 --> 01:34:30.994]   engineered winter weather events that we have, we know the snow is extremely toxic
[01:34:31.199 --> 01:34:32.820]  It also contains surfactants.
[01:34:32.920 --> 01:34:34.941]  Surfactants are what make soap, soap.
[01:34:35.462 --> 01:34:37.703]  This is like soap-soaked snow, Alex.
[01:34:37.823 --> 01:34:41.065]  So we have people who thought they knew how to drive in the snow, they can't drive in this.
[01:34:41.445 --> 01:34:45.968]  We have a frozen material on the surface that behaves very different than any naturally nucleated frozen surface.
[01:34:46.508 --> 01:34:55.170]  We have, for example, images that are highly sensationalized of ice and slush, for example, in Boston Harbor in recent years with seawater that was 40 degrees.
[01:34:55.750 --> 01:34:57.990]  Seawater doesn't freeze till 28.4 degrees.
[01:34:58.030 --> 01:35:02.251]  How do you have ice and slush on seawater that's 40 degrees with chemical ice and cleaning elements?
[01:35:02.731 --> 01:35:11.353]  Your listeners can search, for example, Lake Michigan ice balls, and they'll see 75-pound perfectly spherical boulders covering beaches in Lake Michigan.
[01:35:11.393 --> 01:35:13.053]  This is also a result of chemical ice.
[01:35:13.073 --> 01:35:15.054]  Oh, that just happened two weeks ago in Chicago.
[01:35:15.074 --> 01:35:16.014]  They've never seen that before.
[01:35:17.509 --> 01:35:17.949]  There you go.
[01:35:18.669 --> 01:35:19.710]  That's exactly what it's from.
[01:35:20.250 --> 01:35:24.271]  And again, the more damage they do with these programs, and this is key, Alex, there you go.
[01:35:24.291 --> 01:35:25.212]  Thank you for that image.
[01:35:25.932 --> 01:35:27.792]  This is very key with climate engineering.
[01:35:27.812 --> 01:35:34.095]  And again, as you correctly stated, yes, there are many human activities that need to cease because it's very destructive to the planet.
[01:35:34.115 --> 01:35:34.935]  We're not denying that.
[01:35:35.455 --> 01:35:45.679]  But we're saying, as you're correctly saying, that the single most destructive factor is climate engineering operations because it is prohibiting the planet from responding to the damage done.
[01:35:45.779 --> 01:35:48.150]   In the case of the forests, Around the globe.
[01:35:48.190 --> 01:35:49.932]  They're cutting off precipitation from the forest.
[01:35:49.952 --> 01:35:52.916]  The rain that does fall is toxic, so it doesn't rejuvenate the trees.
[01:35:53.217 --> 01:35:54.498]  It further finishes them off.
[01:35:55.039 --> 01:35:57.923]  We have a destroying of the ozone layer, which fries the trees from the top down.
[01:35:59.054 --> 01:36:03.357]  Again, from every conceivable direction, climate engineering is pounding the nails into our collective conscience.
[01:36:03.377 --> 01:36:04.757]  And by the way, nobody can deny that.
[01:36:04.777 --> 01:36:08.840]  Again, I can see it in Austin, and they claim, oh, it's a beetle, oh, it's a mold.
[01:36:08.920 --> 01:36:09.140]  No.
[01:36:09.520 --> 01:36:17.605]  We've got a big family ranch in East Texas, and whether it's a pine tree or an oak tree, first the top burns off over a few years and dies, and then it just collapses.
[01:36:17.945 --> 01:36:20.426]  I mean, the trees are frying in front of us.
[01:36:22.127 --> 01:36:23.188]  You're exactly right.
[01:36:23.268 --> 01:36:26.150]  Now, this is where the equation becomes even more complex.
[01:36:27.157 --> 01:36:30.960]  The wildfires are serving the geoengineering agenda.
[01:36:31.020 --> 01:36:37.284]  In fact, I encourage your listeners to search that video, which YouTube and Google is trying to suppress.
[01:36:37.725 --> 01:36:43.225]   If they search wildfires serve geoengineering agenda, one of our most important reports,
[01:36:43.225 --> 01:36:49.285]   the climate engineers are utilizing incinerating forests to help load the atmosphere with particulate matter
[01:36:49.285 --> 01:36:54.664]   to help assist their solar radiation management operations just like an artificial form of volcano.
[01:36:54.664 --> 01:36:57.685]  So again, the level of their desperation is mind-numbing.
[01:36:57.685 --> 01:37:01.725]   Well sure, that's just like they go and hit a cloud bank to make it a horrible storm.
[01:37:01.725 --> 01:37:06.744]   They use that potash, which is the classic nuclei agent to then accelerate what they're doing.
[01:37:06.744 --> 01:37:09.305]  Coldfly Ash.
[01:37:09.433 --> 01:37:13.654]  The constituents of coal fly ash have been found in atmospheric testing as well.
[01:37:14.234 --> 01:37:17.035]  And again, that accomplishes two things for those in power.
[01:37:17.095 --> 01:37:20.716]  Alex, you know that they try to accomplish as many things as they can with every move they make.
[01:37:21.136 --> 01:37:29.199]  Disposing of a toxic waste and utilizing something to block out the sun at the same time, making all of us cognitively sicker as well.
[01:37:29.659 --> 01:37:30.139]  There you go.
[01:37:30.159 --> 01:37:32.900]  Now, that image that you're showing right now, that is very key.
[01:37:33.280 --> 01:37:38.257]   The high-pressure dome, which I mentioned earlier, ...called the Ridiculous and Resilient Rage parked over the U.S.
[01:37:38.297 --> 01:37:41.498]  West, completely blocking our precipitation, which is happening right now.
[01:37:41.538 --> 01:37:45.259]  They're drying out our forests again in the West, right now, preparing for another summer of incinerations.
[01:37:45.699 --> 01:37:49.600]  They push that moisture up and around us because of the clockwise rotation of the high-pressure dome.
[01:37:50.100 --> 01:37:55.341]  They chemically nucleate it the whole way, and they drop it down in portions of the East Coast to create another engineered winter weather mess.
[01:37:55.901 --> 01:38:00.283]  If your listeners search, geoengineering is creating freeze-fry extremes.
[01:38:00.323 --> 01:38:01.723]  They will find a full report on that.
[01:38:02.757 --> 01:38:04.938]  By the way, you're not like the fake U.N.
[01:38:04.958 --> 01:38:08.619]  that when a dust storm hits a country, oh look, it's humans, we didn't pay U.N.
[01:38:08.659 --> 01:38:09.059]  taxes.
[01:38:09.639 --> 01:38:36.169]   You were saying 20 years ago, 16, 17, 18 years ago, you were saying get ready for polar vortex, get ready for this to happen, and that they were going to be steering these, and now the Chinese admit, as you just said earlier, it's on Sky Television, but they admit it, they're steering that winter vortex down to merge with the It's not my opinion.
[01:38:38.190 --> 01:38:41.772]  It's verifiable science fact.
[01:38:41.812 --> 01:39:01.930]   So, in many instances, they are, yes, by steering upper-level wind currents there, in a sense, robbing what cool air there is in the Arctic, pushing it south, Think about this Alex, since 2012 the most anomalously, that image you put up right now is so appropriate, the most anomalously less warm region in the entire world since 2012
[01:39:03.459 --> 01:39:04.540]  Is the eastern half of the U.S.
[01:39:04.560 --> 01:39:05.080]  lower 48?
[01:39:05.401 --> 01:39:05.601]  Why?
[01:39:05.661 --> 01:39:07.722]  Because that's the most populated portion of the U.S.
[01:39:07.762 --> 01:39:11.885]  and that's how they can keep the confusion and division going in regard to the true state of damage to the climate.
[01:39:12.326 --> 01:39:15.508]  And as far as how long the damage has been going on, it's something that's really key Alex.
[01:39:15.768 --> 01:39:24.535]   A climate feedback loop, a positive feedback, and positive doesn't mean good in this case, The Bermuda Triangle, Alex, you know the ships have been sinking there for how many decades?
[01:39:24.995 --> 01:39:25.996]  And aircraft going down.
[01:39:26.096 --> 01:39:33.403]  We know that's from methane hydrate deposits on the seafloor that are thawing and releasing, migrating through the water column, then into the atmosphere.
[01:39:33.443 --> 01:39:37.186]  Methane's 120 times more potent than CO2 as a greenhouse gas.
[01:39:37.386 --> 01:39:47.956]  And they're blaming it on the cows and cow flatulence and not talking about what they're doing, what geoengineering is doing, by altering upper-level wind currents, thus altering ocean currents, thus pushing warm ocean water where it shouldn't be.
[01:39:48.416 --> 01:39:49.838]  Siberian methane craters.
[01:39:49.878 --> 01:39:51.557]  Then it floats into the atmosphere.
[01:39:51.557 --> 01:39:54.878]   Again, from every conceivable direction, climate engineering is pounding the nails into our
[01:39:54.878 --> 01:39:55.878]  collective coffins.
[01:39:55.878 --> 01:40:01.557]   And the whole Bermuda Triangle thing is methane hydrate and clathrate releases from fine deposits
[01:40:01.557 --> 01:40:02.557]  on the sea floor.
[01:40:02.557 --> 01:40:04.018]  Now it's happening in the Arctic.
[01:40:04.018 --> 01:40:09.557]   If you can pull up Siberian methane craters, that would be an incredible energy show.
[01:40:09.557 --> 01:40:10.557]  Siberian methane craters.
[01:40:10.557 --> 01:40:11.557]  Tell us about those.
[01:40:11.557 --> 01:40:14.438]  Siberian methane craters.
[01:40:14.856 --> 01:40:16.738]  The images have to be seen to be believed.
[01:40:16.978 --> 01:40:20.682]  Is that some of those big explosions that they thought was meteorites and now we know it's methane exploding?
[01:40:22.185 --> 01:40:22.845]  Exactly.
[01:40:23.206 --> 01:40:31.510]  Methane is thawing and exploding into the atmosphere, and climate engineering is making it worse, not better, by altering, again, upper-level wind currents, thus altering ocean currents.
[01:40:31.550 --> 01:40:33.571]  We have warm water pumping into the Arctic now.
[01:40:34.011 --> 01:40:34.491]  There you go.
[01:40:34.511 --> 01:40:39.054]  And that should be frightening, unimaginably frightening to anybody, everybody.
[01:40:39.474 --> 01:40:41.435]  This methane is exploding into the atmosphere.
[01:40:41.895 --> 01:40:45.757]  Again, methane over a 10-year time horizon, 120 times more potent than CO2.
[01:40:47.058 --> 01:40:51.180]  Climate engineering furthering this process, not mitigating it.
[01:40:52.108 --> 01:40:52.348]  Absolutely.
[01:40:52.168 --> 01:40:56.408]   not curbing it, but actually further fueling the methane release process.
[01:40:56.408 --> 01:41:01.687]   So again, climate change interference with the Earth's attempt to find a new equilibrium
[01:41:01.687 --> 01:41:04.607]  is actually pushing us over the edge of the abyss, Alex.
[01:41:04.607 --> 01:41:05.607]  Absolutely.
[01:41:05.607 --> 01:41:09.088]  They are terraforming to destroy the planet.
[01:41:09.178 --> 01:41:10.199]  Dane Whittington's our guest.
[01:41:10.239 --> 01:41:12.880]  Final segment with him, straight ahead, geoengineeringwatch.org.
[01:41:12.980 --> 01:41:18.945]  And I want people to understand, it's not just collapsed the borders and the currency and our families, it's collapsed the animals.
[01:41:19.025 --> 01:41:20.066]  It's collapsed the plankton.
[01:41:20.086 --> 01:41:22.127]  It's collapsed the soil biome.
[01:41:22.327 --> 01:41:24.649]  Everything is under attack at every level.
[01:41:25.049 --> 01:41:26.410]  And that's why I say it's got to be aliens.
[01:41:26.490 --> 01:41:28.131]  I don't speculate about flying saucers.
[01:41:28.412 --> 01:41:31.714]  I'm just saying, why would our own elite be trying to kill everything?
[01:41:33.329 --> 01:41:35.710]  And I mean, I guess, why did Jeffrey Dahmer kidnap people and do that?
[01:41:35.730 --> 01:41:36.611]  I guess they're just psychos.
[01:41:36.631 --> 01:41:38.692]  So I'm trying to ascribe some higher power to it.
[01:41:39.272 --> 01:41:42.433]  Whatever it is, these people are out of control.
[01:41:42.794 --> 01:41:50.977]  And whether it's Beto or AOC or Leonardo DiCaprio making movies about don't look up, don't look up at the chemtrails, we're being killed.
[01:41:51.057 --> 01:41:52.058]  We're being shot down.
[01:41:52.098 --> 01:41:53.238]  The earth is being raped.
[01:41:53.978 --> 01:41:55.539]  The insects, the plants are dying.
[01:41:55.579 --> 01:41:56.480]  It's all collapsing.
[01:41:56.500 --> 01:41:59.541]  And you don't hear a damn thing out of the environmentalist of what's actually causing it.
[01:42:00.450 --> 01:42:02.131]  Spraying poison in the air everywhere!
[01:42:02.491 --> 01:42:04.252]  They're erasing the ozone layer!
[01:42:04.692 --> 01:42:05.372]  It's incredible!
[01:42:05.633 --> 01:42:06.653]  We'll be right back, stay with us.
[01:42:07.854 --> 01:42:10.035]  The social engineers are mad scientists.
[01:42:11.235 --> 01:42:19.739]  And when we begin to research how the world really works and address them eye to eye, we will start to fix the problems on this planet.
[01:42:20.619 --> 01:42:27.983]  But they've got us entertained to death by Hollywood and the system, and people have no idea that they're in the grip of something very, very destructive.
[01:42:29.565 --> 01:42:31.948]  Dane Whittington's here with geoengineeringwatch.org.
[01:42:32.048 --> 01:42:33.690]  In closing, I want to thank you for coming on.
[01:42:34.170 --> 01:42:35.812]  Let's not wait years until you come back on.
[01:42:35.832 --> 01:42:43.081]  Let's do a commercial-free podcast soon, and you can send us a bunch of clips and articles, maybe do a kind of PowerPoint presentation for everybody.
[01:42:43.861 --> 01:42:50.189]  But just in closing, in the four or five minutes we have left, what else do you want to impart to the viewers and listeners right now about what we're facing?
[01:42:52.654 --> 01:43:02.730]  I mentioned, as you mentioned, graphite, graphene oxide earlier, Alex, and we have science study that pushes that as an isoclinic element that may and likely is part of the mix right now.
[01:43:02.811 --> 01:43:05.395]  Graphene oxide is also a biological carrier.
[01:43:06.397 --> 01:43:21.081]  Why wouldn't those in power, if they feel they're losing control of an area, they certainly are, why wouldn't they at any point of their choosing, if they're not doing so already, use such a biological carrier to, again, infect the populations below, which is what the world's second most recognized geoengineer said he did for the U.S.
[01:43:21.101 --> 01:43:22.562]  Department of Defense, as I stated earlier.
[01:43:23.142 --> 01:43:32.946]   So, when we have people being infected with COVID in very isolated regions that apparently had no contact with the outside, Why wouldn't we suspect this type of application as well?
[01:43:33.306 --> 01:43:45.374]  And in regard to, again, the various aspects of climate engineering, much broader than what people, most people understand, I encourage your listeners to search the engineering winter section on the home page of GeoengineeringWatch.org.
[01:43:45.435 --> 01:43:49.998]  Full section, patents and lab tests shown about chemical ice nucleating elements.
[01:43:50.018 --> 01:43:51.619]  We have the engineering wildfire section.
[01:43:51.679 --> 01:43:52.919]  We have the engineering drought section.
[01:43:53.400 --> 01:44:04.733]   And in regard to certain aspects of climate engineering and the food and controlling populations by controlling the food, as you correctly stated earlier, When we have satellite imagery of climate engineering operations off the U.S.
[01:44:04.773 --> 01:44:09.963]  West Coast in the Eastern Pacific, and we can see them breaking up and cutting off the flow of precipitation to the U.S.
[01:44:10.003 --> 01:44:18.657]   West, Whatever anyone wants to speculate as agendas or objectives, the fact that climate engineering is cutting off precipitation to the west is inarguable at that point.
[01:44:19.018 --> 01:44:28.002]  We can see these operations on satellite imagery and again when we have a federal gag order, illegal federal gag order on the nation's weathermen, how can that not be a massive glaring red flag?
[01:44:28.422 --> 01:44:38.126]  And for those that want to help, your listeners, again, we must reach a critical mass of awareness and if we can expose these operations in our skies, Alex, I would argue there'd be a shockwave around the globe as well.
[01:44:37.966 --> 01:44:41.885]   is we have populations taking to the streets with their proverbial pitchforks and torches
[01:44:41.885 --> 01:44:43.805]  to find everyone responsible.
[01:44:43.805 --> 01:44:45.246]  A picture's worth a thousand words.
[01:44:45.246 --> 01:44:50.645]   At geogenewalsh.org, we have printed, high-quality materials we sell for less than our cost
[01:44:50.645 --> 01:44:52.286]  to try to get them into circulation.
[01:44:52.286 --> 01:44:54.726]   That's how we wake up those around us and ask them to do the same.
[01:44:54.726 --> 01:44:56.926]  That's how we reach a critical mass of awareness.
[01:44:56.926 --> 01:45:00.766]   Absolutely, and you know, I found one of the successful ways
[01:45:00.766 --> 01:45:05.726]   is not just getting the grassroots active and to say no, but a lot of people in the power structure right now
[01:45:05.726 --> 01:45:10.176]   that thought we were full of it are now realizing this is real, but they were compartmentalized,
[01:45:10.176 --> 01:45:17.321]   but they're still high And as they become decompartmentalized and realize that this can destroy their own future as well, I think that gives us a better shot.
[01:45:17.461 --> 01:45:30.825]  I just don't see the breakout point when, take the Fuggy, which were in writings a thousand years ago by, you know, different leaders there in what is India today.
[01:45:31.813 --> 01:45:44.377]  And even by the 1800s, people didn't want to admit it existed, that there was a group of hundreds of thousands, you know, and probably total, but in some regions, 10,000 plus, a cult of people that would rob and secretly, you know, kill people.
[01:45:44.817 --> 01:45:49.839]  And of course, that was in their own writings, their own documents that came out later, but people couldn't believe that existed.
[01:45:49.859 --> 01:45:55.240]  Kind of like, until the 1950s, the FBI said Lacosa Nostra didn't exist.
[01:45:55.280 --> 01:45:57.241]  It was too scary to imagine organized crime.
[01:45:57.281 --> 01:45:58.561]  That just couldn't exist.
[01:45:58.582 --> 01:45:59.842]  That's how naive people were.
[01:46:00.482 --> 01:46:12.637]  And so now we have the scientific elite and the globalist UN corporate combine that's bigger than Russia or China or America that really wants to play God and their mad scientist and see us as their guinea pigs.
[01:46:12.977 --> 01:46:17.523]  We have to identify and realize this transhumanist cult is humanity's enemy.
[01:46:18.123 --> 01:46:19.245]  And that's just a fact.
[01:46:20.825 --> 01:46:21.986]  You're exactly right again.
[01:46:22.466 --> 01:46:29.429]  As you stated that those behind the curtain, those that didn't realize these operations were going on now are.
[01:46:29.489 --> 01:46:32.651]  And that's why in the dimming we have again testimony from two U.S.
[01:46:32.711 --> 01:46:36.053]  Air Force generals, former Canadian Minister of Defense, former U.S.
[01:46:36.093 --> 01:46:38.114]  Presidential Cabinet member, former government scientist.
[01:46:38.454 --> 01:46:40.915]  These people are realizing what they are not being told.
[01:46:41.315 --> 01:46:43.516]  And that's the point we need to reach quickly.
[01:46:43.576 --> 01:46:48.298]  And again, as you stated with the globalists and those behind the curtain, that most don't want to admit to.
[01:46:48.378 --> 01:46:57.902]  And we look at what Zygmunt Brzezinski stated, and I know you know this quote, Alex, because you're the biggest voice of all in the world that's been trying to... He said, it's easier to kill a million people now than to control them.
[01:46:59.222 --> 01:46:59.482]  Yes.
[01:46:59.742 --> 01:47:00.163]  Thank you.
[01:47:00.403 --> 01:47:01.123]  I knew you would know.
[01:47:01.423 --> 01:47:01.823]  Thank you.
[01:47:02.043 --> 01:47:02.844]  And that's where we're at.
[01:47:02.884 --> 01:47:04.324]  Well, I wasn't saying that to impress the viewers.
[01:47:04.364 --> 01:47:06.505]  Just these are the real things anybody that's awake knows.
[01:47:06.845 --> 01:47:07.686]  We want to show listeners.
[01:47:07.706 --> 01:47:09.086]  We're not just making this up, folks.
[01:47:09.346 --> 01:47:10.707]  There's video of him saying that.
[01:47:12.674 --> 01:47:13.194]  Exactly.
[01:47:13.534 --> 01:47:17.116]  Easier to kill a million people with today's technology than it is to control them.
[01:47:17.576 --> 01:47:22.978]  Those in power know they can't support their populations any longer, much because of the paradigm they helped to create.
[01:47:23.518 --> 01:47:33.822]  And now they are most certainly curtailing food supplies, using weather as a weapon to wreak havoc on populations around the globe, and very likely for biological dispersions as well.
[01:47:33.842 --> 01:47:35.683]  The evidence all stacks up to that conclusion.
[01:47:36.143 --> 01:47:41.822]   And they believe via survival of the fittest or social Darwinism that they must play the role
[01:47:41.822 --> 01:47:46.023]   of the apex predator to call and control us and that they're guardians of the earth.
[01:47:46.023 --> 01:47:49.742]  It's very sick, megalomaniacal thinking.
[01:47:49.742 --> 01:47:52.862]   And they're just self-appointed scum and they thought we wouldn't know
[01:47:52.862 --> 01:47:56.262]   about Bill Gates' programs or we wouldn't know about Klaus Schwab, but we do.
[01:47:56.262 --> 01:48:00.082]   We forced them out in the open showing they are not the uber-menschen they claim.
[01:48:00.082 --> 01:48:04.622]   But we are aiding and abetting these psychos if we don't confront them and politically and culturally
[01:48:04.622 --> 01:48:06.703]  and economically, peacefully stop them.
[01:48:06.703 --> 01:48:10.502]   All right, geoengineeringwatch.org, Dane Whittington, thank you for coming on
[01:48:10.502 --> 01:48:13.082]  and let's do a special podcast in the next few weeks.
[01:48:13.082 --> 01:48:15.082]  You name the time, my friend, thank you.
[01:48:15.082 --> 01:48:16.983]  Thank you, Alex.
[01:48:16.983 --> 01:48:17.822]  Wow.
[01:48:17.822 --> 01:48:21.181]   Find all his films and materials at geoengineeringwatch.org.
[01:48:21.181 --> 01:48:22.023]  All right.
[01:48:22.023 --> 01:48:32.023]  [BLANK_AUDIO]
[01:48:23.387 --> 01:48:28.288]  We got some really big news next segment about the denial of health care to people that don't take these poison shots.
[01:48:28.528 --> 01:48:29.989]  And it's the same thing.
[01:48:30.089 --> 01:48:31.929]  Oh, we're going to hurt you if you don't take it.
[01:48:31.969 --> 01:48:33.209]  We're going to hurt you if you do take it.
[01:48:33.530 --> 01:48:40.651]  I'm going to break some of that news and some big updates on a host of censorship fronts as they try to shut us down and try to shut down the human awakening.
[01:48:41.552 --> 01:48:46.693]  Separately, ladies and gentlemen, X3 has been sold out for four months.
[01:48:47.757 --> 01:48:50.919]  It is triiodine, the only brand out there that has triiodine.
[01:48:51.279 --> 01:48:53.220]  It has deep earth crystal iodine.
[01:48:54.421 --> 01:49:00.044]  And it has the other types of healthy bound iodine that some people are able to absorb.
[01:49:00.164 --> 01:49:02.585]  Some people can't absorb pure atomic iodine.
[01:49:02.885 --> 01:49:11.270]  Potassium iodine and sodium iodine in pharmaceutical level grade, along with true nascent deep earth crystal iodine.
[01:49:11.350 --> 01:49:12.651]  It's all three types.
[01:49:13.011 --> 01:49:14.452]  And people ask me, what's better, X2 or X3?
[01:49:16.024 --> 01:49:18.246]  Do you like a Gillette razor with four razors or three razors?
[01:49:19.347 --> 01:49:20.248]  It's all up to you.
[01:49:20.768 --> 01:49:22.890]  Different physiologies, different systems like different ones.
[01:49:23.751 --> 01:49:35.821]  I will tell you, this is not as strong as X2, but again, it's got the three types together and the way the scientists and doctors explained it is you don't want to have all three together at a high dose rate.
[01:49:36.081 --> 01:49:44.408]  I mean, this is still 733% of your daily allowance of iodine, which they brought down really, really low because they don't want you to have it.
[01:49:45.478 --> 01:49:46.539]  So we're very, very proud of it.
[01:49:46.699 --> 01:49:48.659]  I take X3 a couple days a week.
[01:49:48.700 --> 01:49:49.920]  I take X2 a couple days a week.
[01:49:49.960 --> 01:49:51.141]  It's all apples and oranges.
[01:49:52.221 --> 01:49:54.562]  And this is what scientists and researchers said.
[01:49:54.622 --> 01:49:56.143]  I said, how do we make X2 better?
[01:49:57.119 --> 01:49:58.880]  They said, you really can.
[01:49:58.940 --> 01:50:04.382]  Most people just, their bodies are the best with pure deep-earth crystal iodine that literally nobody else goes out and gets.
[01:50:04.442 --> 01:50:05.502]  And they said, well, what could we make better?
[01:50:05.522 --> 01:50:12.625]  Well, you could add some of the other types of iodine to it, because some people can't absorb regular or deep-earth crystal iodine, and it helps them absorb it if they have the other types.
[01:50:13.125 --> 01:50:14.406]  And so that's what X3 is.
[01:50:14.466 --> 01:50:14.926]  It's amazing.
[01:50:14.966 --> 01:50:15.626]  I think you should have it.
[01:50:15.826 --> 01:50:18.287]  It's for your immune system, your body, and it funds the InfoWar.
[01:50:18.667 --> 01:50:19.748]  InfoWarStore.com.
[01:50:19.788 --> 01:50:22.409]  It's back in stock at 50% off.
[01:50:22.628 --> 01:50:34.547]  Stay with us.
[01:50:35.056 --> 01:50:38.479]  And that means our big New Year's special is about to end.
[01:50:38.919 --> 01:50:50.907]  The highest quality, whole food based, multi-vitamin and our best-selling vitamin C with zinc and rose hips formula that absolutely turbo charges your immune system.
[01:50:51.287 --> 01:50:57.149]  Are both on sale for just a few more days for 40% off at InfoWarsTore.com.
[01:50:57.449 --> 01:51:02.871]  There's a lot of other great products as well where the sale is about to end on this coming Monday.
[01:51:03.251 --> 01:51:13.914]  So that means as of the time I cut this on Thursday evening, you've just got three days to save 40% off on high quality products at InfoWarsTore.com.
[01:51:14.334 --> 01:51:20.056]  Like our vitamin C, zinc, rose hips formula that is again amazing for your immune system and so much more.
[01:51:20.556 --> 01:51:27.302]  And, of course, our whole food multivitamin, meaning it comes from organic sources and is, again, the highest quality for your body.
[01:51:27.523 --> 01:51:29.905]  It's all available at mfulworthstore.com right now.
[01:51:31.209 --> 01:51:32.570]  Man, I'm sitting here now.
[01:51:33.290 --> 01:51:34.631]  It's not a trickle of articles.
[01:51:34.811 --> 01:51:36.272]  It's hundreds a day.
[01:51:36.333 --> 01:51:37.253]  It's just everywhere.
[01:51:37.273 --> 01:51:48.061]  I open up my phone, open up a computer browser, whether it's Yahoo, whether it's Apple, whether it's Drudge, whatever it is, it's, yeah, this little kid's getting denied kidney transplants because his parents wouldn't take the shot.
[01:51:48.441 --> 01:51:49.942]  Yeah, all these cops are getting fired.
[01:51:49.962 --> 01:51:50.722]  They wouldn't take it.
[01:51:51.083 --> 01:51:54.025]  Yeah, this lady was on an organ transplant for a liver.
[01:51:54.465 --> 01:51:56.586]  She'd been on it four years, but, you know, she isn't going to get it.
[01:51:56.606 --> 01:51:59.809]  Well, this guy was on a heart transplant list, but he won't take the shot.
[01:51:59.829 --> 01:52:00.309]  He's denied.
[01:52:02.236 --> 01:52:04.318]  Just brutal tyranny, brutal abuse.
[01:52:05.859 --> 01:52:08.501]  Boy refused heart surgery due to un-vaxxed parents.
[01:52:09.281 --> 01:52:11.563]  That's an RT article up on Infowars.com.
[01:52:12.123 --> 01:52:21.190]  A three-year-old boy in Cyprus, that's in the Mediterranean, has been flown to Greece for emergency surgery after doctors in Germany refused to treat the child because his parents were not vaccinated.
[01:52:22.511 --> 01:52:23.992]  It's terrorism, ladies and gentlemen.
[01:52:25.987 --> 01:52:40.411]  And so when we see the censorship and the shutdown and the debanking and the harassment of medical doctors and scientists and researchers, this is one of the last stages before roundups and arrest and total takeover.
[01:52:42.391 --> 01:52:49.873]  And to go through these hard times we're in right now, we have to connect to God and transcend and realize how the globalists are trying to program us.
[01:52:50.554 --> 01:52:55.335]  Now, we promoted and shot over six months and then put out in December reset wars.
[01:52:56.707 --> 01:53:06.332]  And man, the enemy came after us at the financial level, the company level, the private level, the spiritual level, everything when this came out.
[01:53:06.372 --> 01:53:07.353]  This scared them so much.
[01:53:07.993 --> 01:53:14.857]  And despite the fact it's not even a political seven-hour course on mind wars, spirit wars, they took away the banking.
[01:53:15.477 --> 01:53:16.237]  Nobody knew about that.
[01:53:16.257 --> 01:53:17.038]  We're announcing it now.
[01:53:18.382 --> 01:53:21.243]  Then they took away the video hosting, but we scrambled and got it back up.
[01:53:21.463 --> 01:53:22.763]  They came after this.
[01:53:22.823 --> 01:53:30.885]  They are so scared of this information that if people actually watch it and research it and use it, it will empower you.
[01:53:31.925 --> 01:53:42.548]  You'll get more out of this than anything else because you can know this bad stuff all day long, but if you don't have the spiritual connection to God to renew you every day, when you're under attack, you will be debased and destroyed.
[01:53:43.544 --> 01:53:45.948]  So, I want to thank everybody that did sign up for the course.
[01:53:46.188 --> 01:53:48.211]  I've gotten people on the street have told me they love it.
[01:53:48.531 --> 01:53:49.253]  Tons of emails.
[01:53:49.333 --> 01:53:50.154]  Families loved it.
[01:53:51.696 --> 01:53:53.338]  Incredible reviews have come in.
[01:53:53.379 --> 01:53:53.919]  Just flood us.
[01:53:53.939 --> 01:53:55.482]  I want to thank all the reviewers so much.
[01:53:56.252 --> 01:54:03.234]  And because of this, because we're trying to build an infrastructure and do a bunch of other courses and do a bunch of things with the money that's coming in.
[01:54:03.415 --> 01:54:08.956]  So you're like founding a university, and the most important first course is mind wars, spirit wars, but you're building an infrastructure.
[01:54:09.877 --> 01:54:10.917]  You're building something special.
[01:54:10.937 --> 01:54:12.478]  We can't show our hand with this.
[01:54:13.338 --> 01:54:15.299]  And so we put a decent price for a course.
[01:54:15.319 --> 01:54:19.060]  A lot of courses are way more than this, but we put kind of a middle-of-the-road price on it.
[01:54:19.760 --> 01:54:21.781]  And then they censored it.
[01:54:22.938 --> 01:54:48.318]  And so despite the fact the course is done extremely well, because we know the cost might have been prohibited for some people, or prohibitive, we've decided because they censored it and did a bunch of dirty tricks behind the scenes, and I've got screenshots of it all right here, that we're going to do it 50% off, ladies and gentlemen, for Reset Wars at ResetWars.com for the next 72 hours starting right now.
[01:54:49.204 --> 01:54:53.385]  Take advantage of this unprecedented censorship sale as Facebook and Vimeo.
[01:54:53.765 --> 01:54:55.265]  Oh yeah, Facebook's banned even promoting it.
[01:54:55.806 --> 01:55:00.327]  Reset Wars is so dangerous to the controlling elite, they're trying to take it down from every platform.
[01:55:00.867 --> 01:55:03.447]  So you don't learn the powerful information contained within it.
[01:55:03.788 --> 01:55:06.108]  Which is so powerful, I wish I could fully absorb it.
[01:55:06.128 --> 01:55:07.588]  That's why I watched it again last weekend.
[01:55:08.069 --> 01:55:12.570]  I want to make sure that everyone gets this course before they totally try to shut me down.
[01:55:12.590 --> 01:55:14.030]  And that's not a PR thing.
[01:55:14.250 --> 01:55:14.910]  This is real.
[01:55:16.111 --> 01:55:17.091]  Reset Wars is now 50% off.
[01:55:19.422 --> 01:55:22.782]   because we have been banned and we're not gonna let them have their victory.
[01:55:22.782 --> 01:55:26.662]   Get it now at resetwars.com before you might not be able to get it.
[01:55:26.662 --> 01:55:29.742]   I mean, and get it and show it to your friends and family as well.
[01:55:29.742 --> 01:55:34.261]   So Jake Ducey, he's a bestselling author, researcher, he helped me put together Reset Wars,
