[00:00:00.000 --> 00:00:01.000]  [Gun cocks]
[00:47:42.363 --> 00:47:47.269]  Because as that woman says, Donna the Democrat, the Republicans are the party of the KKK!
[00:47:48.550 --> 00:48:07.939]  Well, clearly Donna has not done her research, because if she had, she would know that it was actually the KKK that formed the Democrat Party, and it was actually the first Republicans in Congress were black Americans, freed slaves, who formed the Republican Party against the likes of the KKK Democrats.
[00:48:08.519 --> 00:48:11.141]  But see, Donna doesn't know about that history.
[00:48:11.501 --> 00:48:18.905]  Donna doesn't know about the history of Joe Biden and Richard Byrd and the KKK because she's in a trance from the liberal media.
[00:48:19.965 --> 00:48:21.486]  And so this is the challenge, folks.
[00:48:21.967 --> 00:48:23.728]  We have to get these people out of the trance.
[00:48:24.804 --> 00:48:27.626]  Even if we can just save 1% of them, it'll be worth it.
[00:48:27.666 --> 00:48:29.388]  But we have to get these people out of the trance.
[00:48:30.008 --> 00:48:32.150]  And we have to do something about our voting system.
[00:48:32.450 --> 00:48:34.552]  We have to do something about the rigged voting system.
[00:48:34.592 --> 00:48:37.594]  We have to go back to just straight-up paper ballots.
[00:48:37.654 --> 00:48:38.735]  No more mail-in ballots.
[00:48:39.315 --> 00:48:40.416]  Straight-up paper ballots.
[00:48:40.697 --> 00:48:43.519]  Vote the day of the election is the only way to solve this problem.
[00:48:44.810 --> 00:48:49.091]  But if Democrats want to continue to do these shenanigans, boy, the Republicans better catch up.
[00:48:49.351 --> 00:48:52.512]  Republicans better plan rallies on every college campus.
[00:48:53.252 --> 00:48:55.233]  And every Trump rally, they should have a voting booth.
[00:48:55.333 --> 00:48:55.953]  I'm not even kidding you.
[00:48:55.973 --> 00:48:56.854]  That's what Democrats do.
[00:48:57.214 --> 00:49:02.335]  They should have huge Trump rallies with 50,000 people and then just have people early vote right there at the rally.
[00:49:02.755 --> 00:49:03.836]  That's what the Democrats do.
[00:49:04.076 --> 00:49:05.076]  Why not us?
[00:49:05.076 --> 00:49:19.514]   Alpha Eops is now with us in the great state of Florida, now potentially the reddest state
[00:49:19.514 --> 00:49:20.715]  in the Union.
[00:49:21.437 --> 00:49:34.947]   And you can either attribute that to the great leadership of Ron DeSantis, cleaning up the voter rolls, having fair elections, maybe attribute that to the Latino vote, I'm not sure, but Alfie Oaks joins us now.
[00:49:36.208 --> 00:49:37.749]  Big victories for Florida.
[00:49:37.849 --> 00:49:44.274]  I'm even proud of Texas, to be honest with you, as well, despite the negativity that we saw from the midterms.
[00:49:44.354 --> 00:49:46.276]  Obviously, nobody can trust our elections anymore.
[00:49:46.916 --> 00:49:50.019]  They just keep counting until a Democrat wins in half of these states.
[00:49:50.419 --> 00:49:51.380]  But Florida did well.
[00:49:51.500 --> 00:49:52.340]  Texas did well.
[00:49:52.541 --> 00:49:55.183]  I'm sure you're proud of Florida, just as I am proud of Texas here.
[00:49:56.175 --> 00:49:58.478]  Well, I'm incredibly proud of Florida.
[00:49:58.939 --> 00:50:08.992]  The reason Florida did well is we really stopped a lot of the election crimes that were occurring here, and there was still quite a bit in Florida, but not as you've seen with double-digit leaves, not enough to overcome.
[00:50:09.853 --> 00:50:24.366]   Here in Collier County, The liberal newspaper here, believe it or not, even in the most red area of Cuyahoga County here, we have a liberal Gannett newspaper, and they came out and said that now Cuyahoga County is a dangerous place because of all the Alpioaks candidates.
[00:50:24.386 --> 00:50:25.326]  We went 11 for 11.
[00:50:26.167 --> 00:50:29.970]  We got all America First people on our school boards.
[00:50:30.230 --> 00:50:32.632]  We got America First people running our Cuyahoga County Commission now.
[00:50:32.672 --> 00:50:40.679]  We have the majority in all of those, and I made it my passion because I told them back, you know, two years ago, like, you have a chance here to keep your jobs.
[00:50:40.999 --> 00:50:43.441]  And we followed through on what we said we were going to do.
[00:50:43.501 --> 00:50:49.105]  But Florida was great, and that's because of the steps that Ron DeSantis took to clean up election fraud.
[00:50:49.386 --> 00:50:58.813]  This insanity that we're watching happen all over the country right now, it's not surprising to me, because most of these states, they didn't do anything to change.
[00:50:58.893 --> 00:51:03.056]  So why are people surprised that we're seeing exactly what we saw back in 2020?
[00:51:04.557 --> 00:51:10.463]  You know, it's the same states, the same actors, the same plays, and some people seem to be shocked about it.
[00:51:10.523 --> 00:51:10.924]  But how?
[00:51:11.004 --> 00:51:12.325]  We didn't fix anything.
[00:51:13.406 --> 00:51:24.897]  You know, one of the things that really, you know, I've had hundreds of people call me today, one of the things that really disgusts me is how so many people within our party are making a big deal about, well, Trump and DeSantis.
[00:51:25.278 --> 00:51:33.203]   Listen, the enemy, there's one enemy, the globalist cabal, That has set up all this fraud, all this election fraud that's happened all over our country, is the only enemy.
[00:51:33.543 --> 00:51:38.505]  And of course they would love to have us all bickering about something as ridiculous as that.
[00:51:38.725 --> 00:51:46.548]  The truth is, if we don't fix this, Donald Trump can never get elected ever, DeSantis could never get elected, Jesus couldn't get elected.
[00:51:47.408 --> 00:51:49.849]  It's not going to happen if we don't fix it.
[00:51:50.109 --> 00:52:06.636]   The good news is, is I do think that people are paying attention more, I think that there's You know, there's some really good things happening in Arizona that's going to give us a better legal basis to fight in the Supreme Court on, I believe it's November the 18th.
[00:52:07.176 --> 00:52:14.599]  There's likely to be a case that they're going to be taking that's really going to expose a lot of this machine corruption.
[00:52:15.059 --> 00:52:17.100]  And so I'm optimistic.
[00:52:17.140 --> 00:52:17.901]  I'm never giving up.
[00:52:17.941 --> 00:52:19.361]  We've got to continue the fight.
[00:52:19.601 --> 00:52:28.205]   But we've got to, you know, the main thing that I'm begging people to do is Right now, we have to, like, loudly let everyone know who the enemy is.
[00:52:28.265 --> 00:52:39.969]  The enemy is most of the Republican Party, unfortunately, and the Democrat Party, but we know all the bad actors, and we've got to start calling them out for enemies against our great United States here.
[00:52:40.569 --> 00:52:57.736]   Well, and I don't want to go down this trail right now, because I want to talk about what you're doing locally that's so important, but You know, part of this gaslighting of the whole January 6th deal is that they want to scare Americans into not talking about rigged elections.
[00:52:57.776 --> 00:53:08.078]  They want to make Americans so scared and afraid of executing their free speech, executing the First Amendment right, that you're either going to be disappeared, go to jail, be raided by the FBI at 2 a.m.
[00:53:08.098 --> 00:53:08.598]  in the morning.
[00:53:08.898 --> 00:53:11.699]  They want to put that fear into the hearts and minds of Americans.
[00:53:11.719 --> 00:53:13.759]  This is the liberal media and the Democrat Party.
[00:53:14.119 --> 00:53:24.304]  That if you dare question their rule, if you dare question their supremacy over you, that you're going to end up on a terror list or be just arrested in the middle of the night with no rights.
[00:53:24.785 --> 00:53:28.486]  And so I understand why people are going to be afraid to talk about the rigged elections.
[00:53:28.747 --> 00:53:31.388]  Believe me, nobody wants to get arrested by the Democrat Party.
[00:53:31.428 --> 00:53:33.109]  Nobody wants to get put into the D.C.
[00:53:33.149 --> 00:53:35.170]  gulag like a lot of these January 6th defendants.
[00:53:35.710 --> 00:53:36.851]  But I mean, this is where we're at.
[00:53:36.871 --> 00:53:38.872]  But Alfie, you've done a lot locally.
[00:53:39.747 --> 00:53:44.132]  To get these people, good people, on school boards and local government.
[00:53:44.493 --> 00:53:49.038]  You know, this is something we probably don't talk about here at InfoWars enough, but that's okay, we have a national audience.
[00:53:49.319 --> 00:53:59.271]  But talk about the importance of local government, what you've done to help take control with good patriots of the local government, and how others can reapply this across the country.
[00:54:00.585 --> 00:54:05.470]  I always say if there could be a seat at the table in every county, we could change the whole country.
[00:54:05.850 --> 00:54:17.541]  But we use this as a platform to get the truth out because there is more people that love this country, that are paying attention, but a lot of times they don't have the proper guidance to know who the right candidates are.
[00:54:17.581 --> 00:54:21.344]  Because oftentimes the candidates that spend the most money win.
[00:54:21.545 --> 00:54:25.327]   And believe me, the campaigns that we fought here, there was There's blatant lies.
[00:54:25.387 --> 00:54:32.949]  I mean, you can't even believe that, you know, the lies that come out in these mailers and it's totally legal to just, you know, make total fabrications.
[00:54:33.229 --> 00:54:50.594]  So, it's so hard for the voter to really know who the right person is unless you really have an intimate relationship with them or unless you have a place like Seat at the Table where we bring the candidates in, we vet them, we, you know, we dig in and we let our, you know, our base know, you know, who to get behind.
[00:54:51.614 --> 00:54:55.296]  And it worked better than I could have ever imagined.
[00:54:56.556 --> 00:54:58.557]  I did personally get involved.
[00:54:58.617 --> 00:55:02.319]  I put in hundreds of thousands of dollars of my own money because it was that important to me.
[00:55:02.639 --> 00:55:14.245]   But General Flynn always says that we have to solve this problem starting Local, what we do locally here has a national impact and eventually it will because we're changing now.
[00:55:14.505 --> 00:55:16.546]  We're getting all the CRT out of our schools.
[00:55:16.566 --> 00:55:18.087]  They're not ever going to mask us again.
[00:55:18.427 --> 00:55:23.970]  We're bringing the right curriculum back into the schools because we got the right people running it.
[00:55:24.771 --> 00:55:51.903]   So now I kind of look at the place we're at right now is it seems that with every election cycle the awakening gets a little I don't want to use bigger, but it gets a little more momentum, it gets a little more leverage, and we're not really seeing it represented because the globalists and the liberals control the media, the globalists and liberals pretty much control the results of our elections, so we don't really get fair representation.
[00:55:52.243 --> 00:56:09.296]   But it feels to me every election cycle, specifically since 2016, I mean maybe you could even go back to Obama's second term when liberals started abandoning the Democrat Party then, realizing all of Obama's fraud and failed promises, But to me, with every election cycle now, the awakening ramps up.
[00:56:10.057 --> 00:56:11.098]  It ramps up a little bit.
[00:56:11.158 --> 00:56:12.419]  After Trump, it ramped up.
[00:56:12.839 --> 00:56:14.381]  After 2020, it ramped up.
[00:56:14.741 --> 00:56:19.986]  And now after this, America's watching more so than even 2020, and they're saying, so what is this game we play?
[00:56:20.247 --> 00:56:27.254]  What is this game we play in California, in Colorado, in Arizona, in Nevada, where we just keep counting votes until the Democrats are ahead, and then we stop?
[00:56:27.594 --> 00:56:28.474]  What is this game we're playing?
[00:56:28.514 --> 00:56:29.795]  I mean, everybody's seeing this.
[00:56:30.315 --> 00:56:31.295]  Everybody's seeing this.
[00:56:31.715 --> 00:56:34.376]  So do you see another level of the awakening now?
[00:56:34.596 --> 00:56:37.177]  Another move of more momentum for the populist movement?
[00:56:38.618 --> 00:56:45.000]  There is a level of awakening and people are pissed off right now because we're watching it, you know, it's stolen at every angle.
[00:56:45.020 --> 00:56:48.161]  And it's done, like you said earlier, it's done through the mail-in voting.
[00:56:48.781 --> 00:56:52.682]  Many people, you know, I've never even been on a platform this big where I've discussed it.
[00:56:52.702 --> 00:56:54.603]  I worked intensely with the Lindell team.
[00:56:54.963 --> 00:57:01.123]   digging into the 2020 server and there is something called Albert, shamefully named
[00:57:01.123 --> 00:57:06.402]   after Albert Einstein, I'm not sure if you're aware of it, but it's a piece of malware,
[00:57:06.402 --> 00:57:10.003]   it's a hardware device that's malware that's hooked up to almost all the supervisor of
[00:57:10.003 --> 00:57:13.043]  elections in the whole country.
[00:57:13.043 --> 00:57:16.963]   And through that is the vehicle they use to go in there and basically go into the voter
[00:57:16.963 --> 00:57:19.923]   rolls and take, and I could go into more detail but I know we're limiting on time.
[00:57:20.125 --> 00:57:21.786]  But what happened is they're going in the middle of the night.
[00:57:21.806 --> 00:57:28.171]  They're taking the inactive voters and moving them up to the active voter within six months before the election.
[00:57:28.271 --> 00:57:29.412]  And they just keep ramping up.
[00:57:29.812 --> 00:57:31.474]  And then all those mail-ins go out.
[00:57:31.634 --> 00:57:35.016]  And that's how a lot of this fraud is occurring.
[00:57:35.056 --> 00:57:37.078]  And it's happening all over the entire country.
[00:57:37.198 --> 00:57:42.722]  And, you know, I've went to our local Supervisors of Elections, and we're holding them accountable.
[00:57:42.802 --> 00:57:50.567]   Now we have the—our commission is going to We're going to make them get rid of Albert here locally.
[00:57:50.627 --> 00:57:56.570]  We don't want that trash hooked up to our system here because unfortunately, I don't trust Homeland Security.
[00:57:56.830 --> 00:58:02.553]  Homeland Security came up with this in 2006 and they started with a handful of counties back then.
[00:58:02.593 --> 00:58:04.834]  Guess what counties were some of the first ones to use it?
[00:58:04.854 --> 00:58:17.766]   The three counties in Delaware where Joe Biden, you know, Back in 2008, I was working on a campaign with Christina O'Donnell running against them, and back with her running against Chris Coons in 2010 in Delaware.
[00:58:17.786 --> 00:58:19.067]  I have stores in Delaware as well.
[00:58:19.288 --> 00:58:23.332]  And to continue this on the other side, come back on the other side of this break, because what you're saying is so key.
[00:58:24.394 --> 00:58:29.796]  I don't want to talk about how cleaning up the voter rolls is so important, but, I mean, folks, we've seen it.
[00:58:30.296 --> 00:58:33.477]  The mail-in ballots, the counting ballots till the Democrat is ahead.
[00:58:33.497 --> 00:58:34.637]  I mean, this is ridiculous.
[00:58:34.737 --> 00:58:38.398]  Anybody that thinks this is above board, you're just lying to yourself.
[00:58:38.538 --> 00:58:39.698]  And you're lying to everybody else.
[00:58:43.119 --> 00:58:50.241]  You know, before I get into the news again here with Alfie, it sounds like there's a concert raging behind you at the store.
[00:58:50.341 --> 00:58:51.602]  Is the band live right now?
[00:58:52.572 --> 00:58:54.354]  Always, we have live music here every night.
[00:58:54.434 --> 00:58:59.979]  I'm right, right, it's right out, you know, not too far outside the office here, but we're, we're always jamming at Seed the Table.
[00:59:00.019 --> 00:59:02.322]  There's about 500 cars in the parking lot right now.
[00:59:03.042 --> 00:59:05.465]  You know, we, we were like this the whole way through the pandemic.
[00:59:05.505 --> 00:59:06.526]  We never, we never stopped.
[00:59:06.546 --> 00:59:08.408]  I mean, it's just, it's so ridiculous to me.
[00:59:08.448 --> 00:59:13.852]   They, they lie about you, they lie about your political activity, and it's just like, how can people not I love what we're doing.
[00:59:13.872 --> 00:59:14.993]  You're having a great time.
[00:59:15.053 --> 00:59:15.873]  Live music.
[00:59:15.913 --> 00:59:16.913]  The drinks are flowing.
[00:59:16.933 --> 00:59:17.614]  The smiles.
[00:59:17.674 --> 00:59:18.214]  The cheers.
[00:59:18.274 --> 00:59:18.894]  The families.
[00:59:18.934 --> 00:59:19.374]  The fun.
[00:59:19.394 --> 00:59:19.854]  And they come in.
[00:59:20.134 --> 00:59:21.915]  They went, we don't like Alfie Uggs.
[00:59:21.935 --> 00:59:23.135]  We don't like him.
[00:59:23.495 --> 00:59:25.236]  Why do liberals hate fun so much?
[00:59:25.336 --> 00:59:26.236]  Alfie, I don't get it.
[00:59:26.676 --> 00:59:27.837]  They hate fun and freedom.
[00:59:28.874 --> 00:59:30.255]  They hate all that's good in the world.
[00:59:30.335 --> 00:59:30.855]  It really is.
[00:59:31.375 --> 00:59:33.377]  It's amazing to see.
[00:59:33.937 --> 00:59:40.841]  You know, they were losing their minds during the COVID insanity when we just obviously, you know, no one was wearing masks.
[00:59:40.861 --> 00:59:43.282]  We were hugging each other, partying, enjoying ourselves.
[00:59:43.342 --> 00:59:45.284]  And it really made them crazy.
[00:59:45.964 --> 00:59:49.086]  But we continue, you know, we're going to continue on that.
[00:59:50.247 --> 00:59:51.447]  Back to what we were talking about.
[00:59:51.467 --> 00:59:55.410]  The main message I want to get across to everyone is get involved locally.
[00:59:55.430 --> 00:59:57.051]  Go to your supervised elections.
[00:59:57.351 --> 00:59:58.632]  Talk to them about the Albert.
[00:59:59.612 --> 01:00:02.514]  This is a device that was created by Homeland Security.
[01:00:03.535 --> 01:00:07.477]  We already know the Patriot Act, that they took away more of our freedoms than anything.
[01:00:08.278 --> 01:00:11.660]  This Albert system is no good.
[01:00:12.080 --> 01:00:12.700]  We don't need it.
[01:00:16.027 --> 01:00:21.729]  Two days after the election, we had the biggest, obviously, you know, we won everywhere in Collier County and Florida massively.
[01:00:21.990 --> 01:00:29.833]  So I had a press conference here and I had a gentleman from the newspaper come out and I was telling him, I still want to get rid of all the electronic voting machines.
[01:00:30.053 --> 01:00:37.914]   And I'm telling you now, two days after we had the biggest victory ever, because I don't want you to think that I'm you know, crying over a loss.
[01:00:37.914 --> 01:00:39.335]  It's not, we just had a victory.
[01:00:39.335 --> 01:00:43.315]   But I still don't trust those machines at all because I know what's going on there.
[01:00:43.315 --> 01:00:47.673]   So, and he said, well, you know, he said, we don't use, I told him that we need to,
[01:00:47.673 --> 01:00:53.634]   we had, he's basically saying that we have to use these up-to-date machines because, you know,
[01:00:53.634 --> 01:00:58.634]   he said, we don't use phones that are rotary dial phones anymore, we have these cell phones.
[01:00:58.634 --> 01:01:02.273]   And I'm like, well, hell yeah, but I guess, you know, back then when I had a rotary phone,
[01:01:02.273 --> 01:01:07.315]   I felt a hell of a lot more secure on my phone call than I do when I do with this smart phone.
[01:01:07.315 --> 01:01:09.474]  And with this election, it's all about security.
[01:01:09.474 --> 01:01:12.595]   And like you mentioned, we can do it over in other countries in Europe.
[01:01:12.595 --> 01:01:15.794]  They do hand counting, it's done that that day.
[01:01:15.794 --> 01:01:17.474]  You know, Florida, we did a great job.
[01:01:17.474 --> 01:01:20.994]   We got a lot of the supervisor elections off the Albert machine.
[01:01:20.994 --> 01:01:24.875]   And that's why we had results that were more true to the people that are actually voting.
[01:01:24.781 --> 01:01:30.904]  Well, and I think, too, if you're the Republicans, that you really have two options at this point, because this is going back to what you said in the last segment.
[01:01:30.944 --> 01:01:37.927]  Folks, you have to understand, with the Democrats running Philadelphia, Atlanta, Phoenix, Detroit, and Las Vegas, they own those states.
[01:01:38.227 --> 01:01:38.767]  Forget about it.
[01:01:38.847 --> 01:01:39.227]  It's over.
[01:01:39.387 --> 01:01:39.847]  It doesn't matter.
[01:01:40.128 --> 01:01:43.769]  Like you said, you could have Jesus Christ for your presidential candidate as a Republican.
[01:01:43.829 --> 01:01:50.532]  He's never going to get in if the Democrats own Pennsylvania, Georgia, Arizona, Michigan, and Nevada.
[01:01:50.652 --> 01:01:51.212]  You're done.
[01:01:51.292 --> 01:01:53.993]  There is no mathematical way for you to win it.
[01:01:54.373 --> 01:01:57.974]  So to me, the Republicans have two options moving forward, and we'll see how real they want to get.
[01:01:58.014 --> 01:01:59.274]  I mean, that's what we're about to find out.
[01:01:59.594 --> 01:02:11.017]  If we have a real movement in the Republican Party, or if Mitch McConnell is going to squish us into non-existence and dictate policy from his high tower down, which I think is coming to an end, quite frankly.
[01:02:11.257 --> 01:02:12.257]  But to me, there's two options.
[01:02:13.318 --> 01:02:21.837]   You either do Same-day voting, in-person voting, paper ballots, or the Republicans have to start using the Democrat tactics.
[01:02:22.158 --> 01:02:32.842]  They have to do mail-in voting, and they have to do early voting, and they have to have these rallies, which this, to me, actually, Alfie, I think this would be the ultimate end to all the early voting.
[01:02:33.462 --> 01:02:47.471]  If Republicans started having rallies, let's say Trump, starts having rallies where they get 20, 30, 50,000 people to show up, and then they say, okay, we've got a place for you to register to vote right over there, and then you can go vote right over there!
[01:02:47.811 --> 01:02:53.474]  And you can pile 50,000 votes into a single early voting location in a single day.
[01:02:53.814 --> 01:02:54.935]  So I mean, to me, that's the option.
[01:02:54.955 --> 01:03:01.059]  Either Republicans have to play by the games the Democrats are putting out on the field, or they have to clean up the system entirely.
[01:03:01.359 --> 01:03:04.041]   If they don't take one of those two routes, Forget about it, Alfie.
[01:03:05.022 --> 01:03:07.504]  Yeah, no, I mean, we got to start fighting fire with fire.
[01:03:07.584 --> 01:03:14.210]  And this is going to, we're going to even further, we're going to find out who are the good, who the people that will really stand for this country and who won't.
[01:03:14.290 --> 01:03:22.998]  And sadly, the majority of them, 535 won't, but there's, you know, even during the revolution, it only took 3% of the people that made it happen.
[01:03:23.258 --> 01:03:25.460]  97% of the people were standing back to see what's going to happen.
[01:03:25.500 --> 01:03:34.471]   So I feel optimistic that we're going to get there, but it's, it's going to be a, You know, a little tougher road because they're just stealing everything out in front of us right now like we expected.
[01:03:34.811 --> 01:03:43.324]  But we do have some great lawsuits coming and some great things that I believe headed our way for us to overcome this.
[01:03:43.948 --> 01:03:46.230]  Yeah, and there's so much information right now, too.
[01:03:47.071 --> 01:03:52.355]  And we'll get into DeSantis rejecting the DOJ in Florida, monitoring the polls.
[01:03:52.415 --> 01:03:53.796]  Yeah, monitoring my ass.
[01:03:54.216 --> 01:03:55.357]  Alfie Oaks, great stuff.
[01:03:55.397 --> 01:03:56.918]  Get back to the party over there.
[01:03:57.138 --> 01:03:59.220]  Go enjoy the party you guys are having in Florida.
[01:03:59.260 --> 01:04:00.301]  Big results for Florida.
[01:04:00.821 --> 01:04:05.125]  Big day for Alfie Oaks and Farm Seed to Table out there in Naples.
[01:04:05.605 --> 01:04:06.566]  Thanks for joining us, Alfie.
[01:04:07.226 --> 01:04:08.487]  Grab me all and keep the faith, man.
[01:04:08.787 --> 01:04:09.787]  Of course, of course.
[01:04:09.887 --> 01:04:11.668]  All right, there goes the great Alfie Oaks.
[01:04:12.208 --> 01:04:22.192]  See, folks, I'm telling you, look, people are kind of confused because normally InfoWars is kind of the more dark commentary in these times and maybe even a little bit of downtrodden just because of the reality we present.
[01:04:23.012 --> 01:04:23.973]  I'm not feeling that way.
[01:04:24.073 --> 01:04:28.594]  And yes, I'm riding high on Texas, knocking Beto out yet again.
[01:04:28.675 --> 01:04:29.795]  Yeah, that feels good.
[01:04:29.855 --> 01:04:33.436]  And I'm riding high watching The Awakening despite the theft and everything.
[01:04:34.357 --> 01:04:34.737]  It's just...
[01:04:36.104 --> 01:04:48.906]   We've known this was coming and now we really are going to have a chance to see if the American people want to take the country back and we're really going to get a chance to see Just how much the media hates you.
[01:04:49.026 --> 01:04:50.887]  Just how much the Democrat Party hates you.
[01:04:51.007 --> 01:04:53.588]  Just how much the Republican establishment hates you.
[01:04:54.349 --> 01:04:55.729]  And it's all going to be out on the table.
[01:04:55.769 --> 01:04:57.770]  There's going to be no misnomers.
[01:04:57.790 --> 01:04:59.531]  There's going to be no confusion.
[01:04:59.711 --> 01:05:00.852]  It's all there, folks.
[01:05:00.912 --> 01:05:02.533]  It's all going to be laid right out for you.
[01:05:03.533 --> 01:05:04.213]  Like a buffet.
[01:05:04.734 --> 01:05:06.415]  And the American people are going to have to make the choice.
[01:05:06.915 --> 01:05:07.535]  But I don't think it's 3%.
[01:05:09.336 --> 01:05:19.067]   I think we have at least Honestly, I'd say at least 10%, maybe even 20% of the American people know exactly what's going on in this country, and are sick and damn tired of it.
[01:05:20.388 --> 01:05:28.011]  So, that's why the big push to steal this election, that's why the big push for the Democrats to steal the Senate, and folks, if they steal the House, I mean, come on.
[01:05:29.224 --> 01:05:30.124]  But of course they will!
[01:05:30.184 --> 01:05:30.824]  Why wouldn't they?
[01:05:30.864 --> 01:05:31.985]  Who's stopping them?
[01:05:32.545 --> 01:05:35.226]  They're going for full totalitarian control.
[01:05:35.266 --> 01:05:36.086]  Haven't you figured it out?
[01:05:36.406 --> 01:05:38.087]  The Democrats are totalitarians.
[01:05:38.427 --> 01:05:46.669]  But man, I gotta say, you look at Alfie Oaks and you have admiration for everything that he's doing, plus running such a successful business, and you say, wow!
[01:05:47.249 --> 01:05:48.450]  How does a guy have the energy?
[01:05:48.490 --> 01:05:49.790]  How does a guy have the stamina?
[01:05:50.110 --> 01:06:21.625]   Even me, as somebody that feels like a young guy, I admire that, but I can tell you the way that I keep a high energy level is the supplements from InfoWarsTore.com, and whether that's taking the Brain Force Ultra or the Brain Force Plus right before I go on air for total mental energy and total mental focus, that's 50% off at InfoWarsTore.com, 60% off Brain Force Plus, or just starting every day with Vitamin Mineral Fusion, knowing I'm getting more than 100% of my daily value with a lot of those vitamins and minerals like Vitamin A,
[01:06:23.780 --> 01:06:25.001]  I mean, I've got a canister right here.
[01:06:25.881 --> 01:06:35.225]  You get over 100% of your daily value of vitamin A, vitamin C, vitamin D, vitamin E. It's just, it goes down.
[01:06:35.265 --> 01:06:41.948]  Vitamin B6, vitamin B12, biotin, that's great for your hair, your nails, so much others.
[01:06:43.349 --> 01:06:44.990]  I mean, so it's just, it's all in here, folks.
[01:06:45.070 --> 01:06:47.391]  The glycine is so good for you, the L-arginine.
[01:06:48.325 --> 01:06:50.673]  The L-glutamine, the NAC.
[01:06:50.694 --> 01:06:52.159]  I mean, it's just incredible.
[01:06:52.179 --> 01:06:53.443]  It's just incredible what we've done here.
[01:06:54.534 --> 01:07:00.576]  With Vitamin Mineral Fusion, it's on sale 50% off at InfoWarsStore.com.
[01:07:00.696 --> 01:07:01.476]  All right, here's the deal.
[01:07:01.736 --> 01:07:05.818]  I've got an hour and a half left with you tonight before Mike Adams takes back over.
[01:07:05.978 --> 01:07:10.559]  I am going to start digging into the news and pile driving through the headlines.
[01:07:10.879 --> 01:07:18.502]  But folks, remember, if you like what we do here at InfoWars, you like our guests, you like our news coverage, this is the ship you built by shopping at InfoWarsStore.com.
[01:07:18.702 --> 01:07:20.963]  So keep it in orbit by continuing to shop there.
[01:07:24.369 --> 01:07:30.478]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:07:30.939 --> 01:07:33.622]  And now, your host, Owen Troyer.
[01:07:35.626 --> 01:07:41.369]  God is really giving us Americans like a fifth, sixth, seventh shot here.
[01:07:41.489 --> 01:07:44.131]  I mean, folks, the Democrats are stealing everything.
[01:07:44.611 --> 01:07:45.892]  They're stealing your elections.
[01:07:45.932 --> 01:07:47.053]  They're stealing your money.
[01:07:47.133 --> 01:07:48.434]  They're stealing your future.
[01:07:49.314 --> 01:07:56.618]  It's right there as blatant as a gigantic bolt of lightning striking the tree in your backyard.
[01:07:58.480 --> 01:07:59.420]  It's shaking the house.
[01:07:59.560 --> 01:08:00.521]  It's rocking the house.
[01:08:00.661 --> 01:08:02.102]  It's blowing the power circuits.
[01:08:02.822 --> 01:08:03.943]  It's that obvious now.
[01:08:05.342 --> 01:08:09.888]  So, we the people have a choice to let them steal this country or not.
[01:08:12.552 --> 01:08:15.134]  And we will see how the fight goes from here.
[01:08:15.294 --> 01:08:18.837]  Of course, whoa, be careful now with the Democrats.
[01:08:18.877 --> 01:08:25.683]  Don't even say anything that might be interpreted as violence because they're going to come arrest you and disappear you, especially when you're Owen Schroer.
[01:08:26.164 --> 01:08:28.706]  So, no, we're not calling for any violence.
[01:08:28.746 --> 01:08:36.813]  We're going to peacefully and politically dismantle your system of propaganda and control over the country, no matter how bad it gets.
[01:08:38.817 --> 01:08:43.979]  But that's how bad it is getting now, where they just keep counting votes until Lauren Boebert is out of office.
[01:08:44.959 --> 01:08:48.400]  The election's been over, Lauren Boebert won, and they're saying, no wait, we've got more votes!
[01:08:48.580 --> 01:08:49.220]  More votes to count!
[01:08:49.240 --> 01:08:49.880]  More votes to count!
[01:08:50.101 --> 01:08:51.901]  Until the Democrats are ahead, then they're all in!
[01:08:53.262 --> 01:08:54.762]  Same thing happening in Maryland.
[01:08:54.962 --> 01:08:56.443]  Same thing happening in California.
[01:08:56.663 --> 01:08:57.943]  Same thing happening in New York.
[01:08:58.263 --> 01:09:05.405]  And then you're going to wake up a week after the election, and the Democrats are going to have the presidency, the Senate, and the House.
[01:09:06.546 --> 01:09:07.086]  You watch!
[01:09:08.146 --> 01:09:09.567]  Of course they were going to steal it.
[01:09:10.767 --> 01:09:12.008]  They steal everything.
[01:09:12.849 --> 01:09:13.969]  They steal your money.
[01:09:14.029 --> 01:09:15.230]  They steal your elections.
[01:09:15.270 --> 01:09:16.310]  They steal your future.
[01:09:16.470 --> 01:09:18.331]  Hell, they steal your kids and chop them up!
[01:09:21.073 --> 01:09:22.874]  Of course they were going to steal it.
[01:09:24.495 --> 01:09:25.195]  So there you go.
[01:09:27.676 --> 01:10:04.529]   By the way, and it's just like, I mean folks, it's just, as far as all the news is concerned, you know, the docket is 30,000 news stories high, where I can barely even get to half of them, or even dig into half of them, where you had the Department of Justice sent out to monitor all these different voting locations, and on my last review, it just so happened, all the polling locations that the Department of Justice sent monitors to, all went Democrat, including Maricopa County.
[01:10:06.308 --> 01:10:07.549]  I'm sure there's nothing to see there.
[01:10:07.649 --> 01:10:19.132]  And by the way, to those out there thinking, well, you know, Nevada wasn't so bad, even though Laxalt didn't win and they stole it from him, we still got the Republican Governor Lombardo.
[01:10:21.413 --> 01:10:24.134]  Are you missing the picture here?
