[00:00:03.578 --> 00:00:04.138]  Will you fight?
[00:48:07.521 --> 00:48:08.882]  They wouldn't show their picture, Alex.
[00:48:09.243 --> 00:48:11.606]  We had to search for it and put it up on michaelsavage.com.
[00:48:12.286 --> 00:48:17.933]  Why did the media not show that Dorner's first victims were a black man and a Chinese black woman?
[00:48:18.253 --> 00:48:20.215]  Because then it wouldn't have fit their agenda.
[00:48:20.275 --> 00:48:22.238]  They wanted to make it about racial division.
[00:48:22.398 --> 00:48:22.958]  That's right.
[00:48:23.379 --> 00:48:26.563]  The rats, the cilantirates, the worms!
[00:48:27.204 --> 00:48:29.948]  The worms in the media are trying to destroy us.
[00:48:29.968 --> 00:48:31.170]  They've destroyed this country.
[00:48:31.651 --> 00:48:37.061]  The very same worms that Obama's now saying, I don't need you anymore, are now crying that he doesn't need them anymore.
[00:48:37.301 --> 00:48:39.746]  But it's those worms, never forget, who destroyed this country.
[00:48:40.515 --> 00:48:45.960]  So what is the endgame then if he's even raising taxes on the payroll of the poorest people?
[00:48:46.581 --> 00:48:51.866]  I guess drive them into pure bankruptcy to get on welfare and make them totally dependent, wreck the country.
[00:48:52.186 --> 00:48:54.288]  But you're saying you don't think that's the total plan.
[00:48:54.548 --> 00:48:55.749]  Well, that's what they're doing.
[00:48:56.150 --> 00:48:57.271]  No, that's not the plan.
[00:48:57.311 --> 00:48:59.293]  I think people think that mistakenly.
[00:48:59.913 --> 00:49:02.276]  Let's look at who doesn't pay taxes in America.
[00:49:02.716 --> 00:49:04.178]  Let's look at General Electric.
[00:49:04.218 --> 00:49:06.841]  I keep using that as a prime example for a couple of reasons.
[00:49:07.402 --> 00:49:10.645]  GE had reportedly an income of five some billion dollars U.S.
[00:49:10.746 --> 00:49:11.046]  income.
[00:49:11.366 --> 00:49:14.430]  They pay zero taxes because of the rigged system.
[00:49:14.930 --> 00:49:16.611]  Who is the president of General Electric?
[00:49:16.931 --> 00:49:17.691]  Jeffrey Immelt.
[00:49:18.011 --> 00:49:19.491]  What else does General Electric own?
[00:49:19.651 --> 00:49:20.952]  NBC and MSNBC.
[00:49:21.312 --> 00:49:34.355]  Why else would they take a street slime, an uneducated dolt, a street slime, rabble-rousing, uneducated rat like Al Sharpton and give him a million dollars a year or more to be on MSNBC?
[00:49:34.736 --> 00:49:36.036]  Because he keeps the mobs.
[00:49:36.676 --> 00:49:41.342]  The rent the mobs that he used for years, away from Jeffrey Immelt's General Electric headquarters.
[00:49:41.703 --> 00:49:43.785]  Isn't it cheaper to pay a rat like him a million dollars a year?
[00:49:43.805 --> 00:49:50.714]  That's right, and then Obama made the head of GE, the head of the Economic Council, where they selectively can keep their coal power plants open.
[00:49:50.734 --> 00:49:53.117]  They get a waiver, but everybody else gets shut down.
[00:49:53.417 --> 00:49:55.019]  It's classic mafia tactics.
[00:49:55.720 --> 00:50:06.891]  Well, Alex, listen, if GE paid their fair share, and Google paid their fair share, and all the other corporations who are tied into the Obama administration, and now let's go to another one, Alex, that no one talks about.
[00:50:07.351 --> 00:50:09.874]  Why are Indian gambling casinos tax-free?
[00:50:10.294 --> 00:50:11.676]  Why don't they pay their fair share?
[00:50:12.056 --> 00:50:23.305]  You're an insider and support the mafia, you're tax exempt, and then they say people making 200-something thousand dollars a year are rich dirty rats who aren't paying enough federal taxes at 40%.
[00:50:23.625 --> 00:50:31.431]  You add all the rest of it, it's like that golfer pays 65% and bitched about it, and California said how dare you, you should pay more!
[00:50:31.831 --> 00:50:36.435]  If GE and the other tax evading corporations pay their fair share,
[00:50:37.055 --> 00:50:41.838]  If Indian gambling casinos paid their fair share, this budget would be balanced.
[00:50:42.279 --> 00:50:45.081]  But nobody will talk about the sacred cows, will they?
[00:50:45.361 --> 00:50:46.862]  Because they are the government!
[00:50:47.522 --> 00:50:50.024]  In other words, they're not separate from the government, they are the government!
[00:50:50.444 --> 00:50:52.165]  Who do you think put this guy in the White House?
[00:50:52.185 --> 00:50:53.306]  So how do we stop him?
[00:50:53.706 --> 00:50:54.567]  How do we stop him?
[00:50:55.498 --> 00:50:57.460]  I don't have an answer other than talking about it.
[00:50:57.621 --> 00:50:59.183]  Free speech has tremendous power.
[00:50:59.623 --> 00:51:03.928]  It's the proverbial pebble in the calm pond, Alex.
[00:51:04.449 --> 00:51:11.017]  If we keep throwing these pebbles into the pond and the rivulets go out to the edges, eventually people will wake up.
[00:51:11.457 --> 00:51:12.919]  Eventually they will act up.
[00:51:13.140 --> 00:51:14.882]  There is no other answer that I have, Alex.
[00:51:15.470 --> 00:51:16.211]  I agree with you.
[00:51:16.951 --> 00:51:19.092]  If we roll over, we're in deep trouble.
[00:51:19.132 --> 00:51:30.079]  And the problem is the same insider financial interests that are crony monopolists who want tyranny and an organized command and control economy, they are funding both parties.
[00:51:30.119 --> 00:51:32.661]  And now you see the mainline Republican Party
[00:51:33.041 --> 00:51:38.005]  Demonizing the more hardcore Tea Party that are our listeners who are actually just Americans.
[00:51:38.706 --> 00:51:49.034]  What do you think about the establishment Republicans claiming that Obama is a mandate for socialism and that Republicans should have open borders, abortion, tyranny, everything else?
[00:51:49.074 --> 00:51:52.277]  What do you say to that attempted capitulation?
[00:51:52.357 --> 00:51:53.098]  I say it's a hoax.
[00:51:53.973 --> 00:52:01.545]  Well, it's either you want socialism on a fast track with Obama, or socialism on a local train with the Republicans.
[00:52:01.565 --> 00:52:02.146]  They're no different.
[00:52:02.166 --> 00:52:05.791]  I call them the Democans for 20 years in radio, or the Republicans.
[00:52:05.851 --> 00:52:06.452]  What's the difference?
[00:52:06.492 --> 00:52:07.594]  We have a one-party system.
[00:52:07.614 --> 00:52:08.375]  It's an oligarchy.
[00:52:08.395 --> 00:52:09.237]  We all understand that.
[00:52:09.657 --> 00:52:11.139]  So the Republican Party is irrelevant.
[00:52:11.159 --> 00:52:12.641]  It's become a totally irrelevant party.
[00:52:12.661 --> 00:52:14.042]  There are some great people in it.
[00:52:14.082 --> 00:52:15.985]  Ted Cruz, I happen to be a big fan of Ted Cruz.
[00:52:16.345 --> 00:52:17.226]  Will he come on the show?
[00:52:17.346 --> 00:52:17.967]  Absolutely not.
[00:52:18.347 --> 00:52:20.330]  Did Rubio ever want to come on my show?
[00:52:20.450 --> 00:52:21.111]  Absolutely not.
[00:52:21.171 --> 00:52:24.855]  So they're all establishment types, I understand that, but I don't hold it against them.
[00:52:24.855 --> 00:52:26.516]  Well, here's an example of style then.
[00:52:26.616 --> 00:52:27.996]  Okay, let me just throw this at you.
[00:52:28.497 --> 00:52:29.117]  I was mad.
[00:52:29.217 --> 00:52:29.837]  I was angry.
[00:52:29.937 --> 00:52:30.817]  I was in a bad mood.
[00:52:30.838 --> 00:52:32.418]  He was playing factoid games.
[00:52:32.758 --> 00:52:33.939]  I blew up at Piers Morgan.
[00:52:33.959 --> 00:52:34.739]  It was huge news.
[00:52:35.019 --> 00:52:36.000]  He's scared to have me back.
[00:52:36.280 --> 00:52:41.162]  They claimed I defeated gun owners, but the truth is it scared them, and I met with Morgan later.
[00:52:41.202 --> 00:52:43.603]  I saw him in Houston, and he said, oh, we don't want you back on.
[00:52:43.643 --> 00:52:49.705]  We don't want to make you too prominent when my audience and your audience dwarfs his by a factor of, you know, 10, 15, 20 times.
[00:52:50.126 --> 00:52:53.247]  But the issue is we actually, I actually kicked their butt.
[00:52:53.687 --> 00:52:56.692]  Because I actually said, get out of your coma, wake up.
[00:52:56.992 --> 00:52:59.916]  They say it's discrediting to get angry and aggressive.
[00:53:00.157 --> 00:53:02.120]  The truth is, that's one of the only hopes we've got.
[00:53:02.140 --> 00:53:02.760]  Do you agree with that?
[00:53:02.781 --> 00:53:03.782]  A thousand percent.
[00:53:03.822 --> 00:53:04.623]  Get in their face.
[00:53:04.663 --> 00:53:06.626]  They're a bunch of cowards, every last one of them.
[00:53:06.967 --> 00:53:08.329]  They're terrified of real men.
[00:53:08.949 --> 00:53:12.170]  If you can, spit in their face and tell them I said so.
[00:53:12.671 --> 00:53:15.151]  You have no idea what contempt I have for these people.
[00:53:15.472 --> 00:53:17.332]  The media is destroying America.
[00:53:17.752 --> 00:53:21.934]  And guys like Piers Morgan are the epitome of everything wrong with the media.
[00:53:22.254 --> 00:53:24.135]  The fact is, Alex, you did a great job.
[00:53:24.275 --> 00:53:25.315]  I admire you for it.
[00:53:25.815 --> 00:53:26.816]  And you should keep doing it.
[00:53:27.196 --> 00:53:28.896]  I, myself, don't go on any shows.
[00:53:29.017 --> 00:53:29.737]  I haven't for years.
[00:53:29.797 --> 00:53:31.337]  I learned my lesson a long time ago.
[00:53:31.718 --> 00:53:32.438]  They're snakes.
[00:53:33.138 --> 00:53:34.278]  They're the lowest form of vipers.
[00:53:34.318 --> 00:53:41.460]  Well, they'll tell you it's live and then do a taped show while they're taping you, while the show's already on, but they'll tape it in a segment and then edit it.
[00:53:41.480 --> 00:53:43.821]  They're incredibly deceptive and expanding on that.
[00:53:44.241 --> 00:53:46.922]  I didn't bring that up to inject myself into the story for listeners.
[00:53:47.342 --> 00:53:53.883]  I brought it up to say I believe and I've seen being aggressive with the truth is the only dog we've got in the fight.
[00:53:53.903 --> 00:53:55.184]  Look, you did a great job.
[00:53:55.464 --> 00:53:56.684]  Someone's got to fight back.
[00:53:56.744 --> 00:53:59.085]  If more in Congress did what you did, we'd be in better shape.
[00:53:59.125 --> 00:54:00.425]  Why don't you run for office since
[00:54:01.186 --> 00:54:03.608]  I have declared it's time for war, a time for war.
[00:54:03.989 --> 00:54:05.651]  Why don't you go to war and run for Congress?
[00:54:06.712 --> 00:54:07.573]  I'll put it back to you.
[00:54:07.613 --> 00:54:08.834]  Why don't you run for Congress, Michael?
[00:54:09.235 --> 00:54:11.597]  I thought about it for many years and I'll give you one answer.
[00:54:11.717 --> 00:54:13.199]  I don't have the personality for it.
[00:54:13.840 --> 00:54:15.622]  I can't, I can't mince words.
[00:54:16.357 --> 00:54:20.639]  I don't have the patience to sit politely with my hands folded and say, mm-hmm, mm-hmm, mm-hmm.
[00:54:21.520 --> 00:54:22.900]  I don't want to do any fundraising.
[00:54:23.761 --> 00:54:25.682]  Moreover, I really don't want to pander for votes.
[00:54:25.702 --> 00:54:26.562]  I agree.
[00:54:26.702 --> 00:54:27.422]  I absolutely agree.
[00:54:27.442 --> 00:54:36.367]  I got involved in some campaign stuff and the begging for money and the questionnaires and just all the weirdness and the sycophants that worship the political class.
[00:54:36.407 --> 00:54:37.007]  Totally sick.
[00:54:37.267 --> 00:54:38.568]  Now, you've talked a lot about this.
[00:54:38.828 --> 00:54:39.808]  The two billion bullets.
[00:54:39.848 --> 00:54:41.169]  I want to specifically get into that.
[00:54:41.469 --> 00:54:42.650]  The domestic drones.
[00:54:43.010 --> 00:54:44.371]  The Homeland Security training.
[00:54:45.491 --> 00:54:52.596]  I mean, that has captured the public's attention that the military-industrial complex is being converted over as a system to control us.
[00:54:53.036 --> 00:54:55.758]  I think that's something they're really scared of, us covering that.
[00:54:57.159 --> 00:54:58.680]  Well, it's obvious what they're doing.
[00:54:58.700 --> 00:55:00.601]  They're drying up the supply of ammunition.
[00:55:00.661 --> 00:55:04.742]  If they couldn't control the guns, what they're doing is controlling the ammo supply.
[00:55:04.782 --> 00:55:05.563]  That's very obvious.
[00:55:05.623 --> 00:55:10.165]  I had an expert on the Michael Savage Show last week who called in from WMAL in Washington.
[00:55:10.185 --> 00:55:13.566]  He said he's a manufacturer of weapons and bullets.
[00:55:14.046 --> 00:55:15.687]  And he said that's exactly what they're doing.
[00:55:16.107 --> 00:55:20.249]  Not only, you don't know this Alex, but not only did they buy all of the available ammo,
[00:55:20.729 --> 00:55:20.889]  I agree.
[00:55:20.929 --> 00:55:21.189]  I agree.
[00:55:39.216 --> 00:55:47.263]  So they can't get you on the Second Amendment, so they cleverly said, okay, so we can't take the guns away from the cracker, let's take the bullets away from the cracker.
[00:55:47.603 --> 00:55:49.084]  That's what they're doing here, Alex.
[00:55:49.625 --> 00:55:53.648]  And that's exactly what needs to be exposed to the general public.
[00:55:54.168 --> 00:56:09.861]  You said this about three years ago, and after you said it, there was a Financial Times of London article, official Democratic Party fundraiser letter to the millionaires, that said, don't worry, he's going to get re-elected, and there's going to be big events that help Obama take over.
[00:56:10.301 --> 00:56:14.225]  There's going to be crises, and we're going to blame it on the right-wing radio.
[00:56:14.665 --> 00:56:17.708]  Now, you said that before they even came out and said it, and I've been saying that.
[00:56:17.988 --> 00:56:21.150]  What about the false flag Reichstag event, Michael Savage?
[00:56:21.310 --> 00:56:25.013]  I see that as basically all the cornered rats have left.
[00:56:25.354 --> 00:56:27.515]  Stage stuff or let stuff happen and blame it on us.
[00:56:28.336 --> 00:56:34.881]  Well, there are people who are saying that these recent shootings, from Sandy Hook onward, were staged by the government in some way.
[00:56:34.961 --> 00:56:36.923]  I can't accept that as a reality.
[00:56:36.943 --> 00:56:41.927]  I don't know how they could brainwash that idiot Lonza to go kill innocent school children.
[00:56:42.187 --> 00:56:42.808]  Sir, answer him.
[00:56:43.328 --> 00:56:44.329]  Go right down the list.
[00:56:44.769 --> 00:56:45.449]  Right to Dorner.
[00:56:45.790 --> 00:56:48.511]  Are they all government brainwashed lunatics?
[00:56:49.012 --> 00:56:50.172]  I mean, I don't know if you believe that.
[00:56:50.252 --> 00:56:51.133]  I personally don't.
[00:56:51.493 --> 00:56:57.637]  But it's interesting to me, as an epidemiologist, that they all seem to come within a short period of time, isn't it?
[00:56:57.897 --> 00:57:05.342]  I mean, they've all occurred in a very short period of time, just as the gun grabbers have raised their rhetoric about taking away our Second Amendment rights.
[00:57:05.762 --> 00:57:08.363]  So yeah, I mean, it's easy to say it's fits, but is it true?
[00:57:08.403 --> 00:57:08.764]  I don't know.
[00:57:09.465 --> 00:57:19.634]  Well a lot of it is they just, I mean look at the Batman shooter in Aurora where he gets DARPA funding and is protected and the psychiatrist is top Air Force assigned to him.
[00:57:19.954 --> 00:57:26.600]  I mean even the police in LA said Sirhan Sirhan wasn't the shooter of RFK and you know about amnesia drugs Dr. Savage.
[00:57:27.841 --> 00:57:29.422]  I really don't know that side of it.
[00:57:29.442 --> 00:57:34.467]  You're so much more deeply involved in this whole side of things than I am Alex.
[00:57:35.214 --> 00:57:40.598]  I don't think we need to even go there to understand that the enemy of our freedoms exists.
[00:57:40.838 --> 00:57:41.318]  It's real.
[00:57:41.499 --> 00:57:42.119]  It has names.
[00:57:42.199 --> 00:57:45.561]  Regardless, they're using the crisis to take our liberties, like Rahm Emanuel said.
[00:57:45.882 --> 00:57:46.542]  Well, that's right.
[00:57:46.642 --> 00:57:49.004]  But why would they let a crisis go to waste?
[00:57:53.562 --> 00:58:00.425]  It's no secret that pathogens such as bacteria, viruses, moles and fungus can inflict severe damage in the human body.
[00:58:00.565 --> 00:58:05.007]  Fortunately, a new and vastly improved silver solution has been developed.
[00:58:05.207 --> 00:58:15.812]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[00:58:16.012 --> 00:58:21.274]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[00:58:21.474 --> 00:58:29.578]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[00:58:29.918 --> 00:58:38.702]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[00:58:38.803 --> 00:58:42.344]  Find out how Supernatural Silver could change your life.
[00:58:42.464 --> 00:58:46.907]  Go to SupernaturalSilver.com and use the promo code HEALTHY for 20% off.
[00:58:47.967 --> 00:58:50.488]  That's supernaturalsilver.com.
[00:58:50.728 --> 00:58:52.008]  And like us on Facebook.
[00:58:53.249 --> 00:58:56.310]  You prepare by purchasing gold, food, and firearms.
[00:58:56.650 --> 00:59:02.132]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:59:02.712 --> 00:59:05.913]  When you're sleeping or away from home, who's watching out for intruders?
[00:59:06.593 --> 00:59:07.854]  Check out SimpliSafe.
[00:59:08.174 --> 00:59:12.055]  It's a new do-it-yourself home security system that is completely wireless.
[00:59:12.635 --> 00:59:14.676]  Go to GetSimpliSafe.com.
[00:59:15.356 --> 00:59:17.738]  SimpliSafe is independent and off the grid.
[00:59:18.078 --> 00:59:21.881]  It runs on battery power, so even if the grid goes down, you're protected.
[00:59:22.441 --> 00:59:28.606]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:59:29.106 --> 00:59:30.628]  Get SimpliSafe.com
[00:59:31.428 --> 00:59:35.651]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[00:59:36.091 --> 00:59:38.293]  So there's no need to let a stranger into your home.
[00:59:38.813 --> 00:59:42.396]  If you move or need to relocate, you can take the system with you wherever you go.
[00:59:42.896 --> 00:59:49.341]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:59:49.921 --> 00:59:52.083]  Again, that's GetSimplySafe.com.
[00:59:53.894 --> 00:59:56.796]  Coast to Coast, direct from Austin.
[00:59:57.456 --> 01:00:00.798]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.479 --> 01:00:04.401]  You are obsolete, Mr. Wordsworth.
[01:00:04.861 --> 01:00:05.321]  A lie!
[01:00:05.781 --> 01:00:07.482]  No man is obsolete!
[01:00:07.763 --> 01:00:09.624]  You have no function, Mr. Wordsworth.
[01:00:09.664 --> 01:00:12.546]  You're an anachronism, like a ghost from another time!
[01:00:12.886 --> 01:00:18.009]  I am nothing more than a reminder to you that you cannot destroy truth by burning pages!
[01:00:18.349 --> 01:00:21.091]  You're a bug, Mr. Wordsworth, a crawling insect!
[01:00:21.771 --> 01:00:25.574]  An ugly, misformed little creature who has no purpose here, no meaning!
[01:00:26.195 --> 01:00:27.276]  I am a human being!
[01:00:27.696 --> 01:00:30.158]  Words, Mr. Wordsworth!
[01:00:30.739 --> 01:00:33.020]  That have no substance and no dimension!
[01:00:33.421 --> 01:00:34.902]  Like air, like the wind!
[01:00:35.442 --> 01:00:36.143]  I don't care!
[01:00:36.583 --> 01:00:37.604]  I tell you, I don't care!
[01:00:37.624 --> 01:00:38.985]  I'm a human being!
[01:00:39.185 --> 01:00:39.686]  I exist!
[01:00:40.754 --> 01:00:46.419]  If I speak one thought aloud, that thought lives, even after I'm shoveled into my grave!
[01:00:46.879 --> 01:00:49.601]  Delusions, Mr. Wordsworth!
[01:00:50.042 --> 01:00:57.468]  Delusions that you inject into your veins to make you think you have a strength, when you have no strength at all!
[01:00:57.728 --> 01:01:03.073]  You have nothing but spindly limbs and a dream, and the state has no use for your kind!
[01:01:04.764 --> 01:01:08.290]  Resistance to tyrants is obedience to God.
[01:01:08.871 --> 01:01:10.614]  It's Alex Jones.
[01:01:25.771 --> 01:01:30.354]  Again, thank you for joining us on this worldwide Sunday edition, the third day of March 2013.
[01:01:30.934 --> 01:01:35.056]  Hard to believe we're already into 2013.
[01:01:35.597 --> 01:01:40.499]  And the broadcast is exploding in the face of the bizarre tyranny we're seeing.
[01:01:40.539 --> 01:01:41.520]  But that's not enough.
[01:01:41.780 --> 01:01:43.801]  I don't want to just have a popular radio show, folks.
[01:01:44.041 --> 01:01:45.242]  This isn't a game or an act.
[01:01:45.282 --> 01:01:47.483]  Howard Stern last week was asking me, is this an act?
[01:01:47.543 --> 01:01:48.924]  No, I really am passionate.
[01:01:49.204 --> 01:01:50.265]  I really am upset.
[01:01:50.865 --> 01:02:01.227]  Over secret testing on the public that's been declassified, where this government for 80 years has killed tens of thousands of Americans, military, black, white, old, young, foster children in secret tests.
[01:02:01.668 --> 01:02:02.588]  That gets to me.
[01:02:02.668 --> 01:02:03.508]  That upsets me.
[01:02:03.548 --> 01:02:04.988]  That makes me want to get justice.
[01:02:05.408 --> 01:02:08.869]  Not just so the evil are punished, but so that the good are protected.
[01:02:09.169 --> 01:02:09.769]  Let me tell you something.
[01:02:10.610 --> 01:02:11.390]  Nationwide,
[01:02:12.409 --> 01:02:19.476]  As you just heard in that obsolete man, you know, back from the 60s, socialist, communist, fascist systems say you are obsolete.
[01:02:19.937 --> 01:02:24.702]  And we're now being told by the globalists we're obsolete because of computers and robots and all the rest of this.
[01:02:25.162 --> 01:02:26.864]  And I don't want to just punish the guilty.
[01:02:27.124 --> 01:02:31.929]  I want to protect the innocent and move forward into a better world in the future.
[01:02:31.949 --> 01:02:33.491]  And that's what I'm talking about here today.
[01:02:34.682 --> 01:02:40.504]  And I'm going to be covering this more next week and I know Mike Adams is going to be sitting in one day and so is Aaron Dykes.
[01:02:40.524 --> 01:02:45.386]  I'm going to take some time off with the family but I'm going to be shooting some videos about this as well all over the country and all over the world.
[01:02:45.767 --> 01:02:47.447]  They are moving with forced inoculations.
[01:02:47.807 --> 01:02:50.949]  For decades they said it was the law and lied about it and ran hoaxes about it.
[01:02:51.429 --> 01:02:55.811]  Now they're actually trying to pass laws where they can get your kid to sign a form and they can give consent.
[01:02:56.491 --> 01:02:57.352]  Well, that was the case.
[01:02:57.512 --> 01:02:59.715]  Again, children could sign contracts to buy cars.
[01:02:59.755 --> 01:03:01.557]  Children could have sex with adults.
[01:03:01.618 --> 01:03:03.680]  Children could go buy firearms.
[01:03:03.981 --> 01:03:05.402]  Ten-year-olds could join the military.
[01:03:07.305 --> 01:03:09.387]  Every culture doesn't give children consent.
[01:03:09.407 --> 01:03:14.914]  This is so over-the-top, so in-the-face, and as the state trying to take over children.
[01:03:15.675 --> 01:03:17.937]  They passed this last year in California.
[01:03:18.057 --> 01:03:18.918]  It's passed in other states.
[01:03:18.938 --> 01:03:20.519]  They're trying to pass it in Texas now.
[01:03:20.819 --> 01:03:22.360]  Check your state because it's in a bunch of them.
[01:03:22.781 --> 01:03:34.630]  SB64 is to make anybody that works around children, public schools, YMCA, toddlers, take all these deadly vaccines that don't even protect you and actually spread the disease in many cases.
[01:03:35.071 --> 01:03:37.312]  And now they're pushing pregnant women to take tetanus shots.
[01:03:37.372 --> 01:03:38.994]  It's known to cause them to have miscarriages.
[01:03:39.514 --> 01:03:44.639]  And then there's SB 63, the really big one, where child may consent to the child's own immunization.
[01:03:45.019 --> 01:03:55.488]  Of the child, in Part D, a health care provider or facility may rely on the written statement of the child containing the grounds of which the child has the capacity to consent to the child's immunization under this section.
[01:03:56.029 --> 01:03:57.090]  Unbelievable!
[01:03:57.430 --> 01:03:59.852]  I mean, this is beyond outrageous.
[01:04:00.072 --> 01:04:10.878]  But the globalists are bum-rushing us on a thousand fronts with all this tyranny till we just give up and go into learned helplessness or some baloney Stockholm Syndrome where we love our abusers.
[01:04:11.118 --> 01:04:12.399]  Well, I don't love our abusers!
[01:04:12.759 --> 01:04:13.880]  I want to win the future.
[01:04:14.300 --> 01:04:16.502]  I want the good guys to stand up and take action.
[01:04:16.843 --> 01:04:18.504]  And that's what this broadcast is all about.
[01:04:18.544 --> 01:04:23.088]  We'll be right back after this quick break with Ted Nugent on fire.
[01:04:23.228 --> 01:04:23.789]  Stay with us.
[01:04:24.009 --> 01:04:33.257]  Tell your friends and family to tune in right now, no matter how you listen across the United States and worldwide, because if you're listening to my voice, you are the resistance.
[01:04:42.592 --> 01:04:51.320]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[01:04:51.340 --> 01:04:53.061]  Thomas Jefferson
[01:05:02.898 --> 01:05:04.199]  Your freedoms are on the line.
[01:05:04.439 --> 01:05:06.061]  The Second Amendment is in danger.
[01:05:06.261 --> 01:05:08.342]  How soon before your freedoms are taken away?
[01:05:08.583 --> 01:05:10.124]  What can you not live without?
[01:05:10.304 --> 01:05:11.745]  What is your greatest dependency?
[01:05:12.025 --> 01:05:12.726]  Is it your guns?
[01:05:13.006 --> 01:05:13.627]  Is it your home?
[01:05:13.967 --> 01:05:15.068]  No, it's food.
[01:05:15.388 --> 01:05:17.250]  It all boils down to the food supply.
[01:05:17.490 --> 01:05:20.772]  Tyrannical governments control people by controlling their food supply.
[01:05:20.993 --> 01:05:22.074]  Don't be dependent.
[01:05:22.234 --> 01:05:22.654]  Be self-sufficient.
[01:05:24.138 --> 01:05:24.538]  We're good to go.
[01:05:54.025 --> 01:06:01.370]  Call 800-409-5633 or efoodsdirect.com slash Alex and get your free Patriot Pack today.
[01:06:03.931 --> 01:06:09.495]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:06:09.955 --> 01:06:12.517]  You're listening to the Alex Jones Show!
[01:06:26.698 --> 01:06:35.981]  Ladies and gentlemen, I am extremely excited to have the one, the only Ted Nugent joining us in a powerhouse interview.
[01:06:36.101 --> 01:06:44.324]  And the reason I know it's going to be a powerhouse, I had a chance to have him call into the Sunday weekend show, listening right here in Central Texas as he was driving.
[01:06:45.064 --> 01:06:49.946]  And then I had a chance to talk to him off-air about some of the other topics he wanted to come on air and talk about.
[01:06:50.006 --> 01:06:52.328]  So a lot of this is going to be news-breaking.
[01:06:52.388 --> 01:07:01.412]  His new tour, the Black Power Tour, is celebrating the fathers of rock and roll, incredible black Americans, and they're demonizing that in the media.
[01:07:02.112 --> 01:07:10.698]  I mean, there's nothing that Ted Nugent can't do right, because he's pro-liberty, and the Marxist Decepticons are out there trying to divide and conquer this country.
[01:07:10.938 --> 01:07:11.999]  We're going to talk about that.
[01:07:12.339 --> 01:07:14.301]  We're going to talk about how he's been persecuted by the feds.
[01:07:14.321 --> 01:07:18.023]  We're going to talk about how he's got one of the most popular ammo lines in the country.
[01:07:18.303 --> 01:07:21.385]  We're going to talk, most importantly, about taking America back.
[01:07:21.405 --> 01:07:23.767]  We've got him for the full hour.
[01:07:23.847 --> 01:07:24.868]  You want Ted Nugent?
[01:07:25.208 --> 01:07:27.450]  I had to do some serious begging, but we've got him.
[01:07:27.730 --> 01:07:29.151]  Uncle Ted, great to have you back with us.
[01:07:30.285 --> 01:07:30.866]  I feel welcome.
[01:07:31.146 --> 01:07:37.914]  Even when I'm not here, I feel that I'm represented accurately by you on behalf of a working hard, playing hard, logic America.
[01:07:37.954 --> 01:07:38.315]  Thank you.
[01:07:38.495 --> 01:07:39.616]  Wow, where should we start?
[01:07:39.656 --> 01:07:41.358]  You heard some of the topics I threw out.
[01:07:41.659 --> 01:07:42.279]  Where should we begin?
[01:07:42.299 --> 01:07:46.725]  Let's talk about your big rock and roll tour coming up and the media trying to lie to people.
[01:07:47.324 --> 01:07:51.427]  Well, you know, for the last, I think this is my 55th year touring or something like that.
[01:07:51.487 --> 01:07:53.808]  I started back in Detroit in the 1950s.
[01:07:54.489 --> 01:07:56.190]  My band won the Battle of the Bands.
[01:07:56.230 --> 01:08:01.954]  We actually opened up for the Supremes and the Bulb Rumbles at the brand new Cobo Hall back in 1962 or 63.
[01:08:02.014 --> 01:08:02.294]  Wow.
[01:08:02.334 --> 01:08:06.317]  And I, you know, I just don't have any white musical influences.
[01:08:06.337 --> 01:08:09.779]  I thought Pat Boone was weird and I thought Little Richard was God, you know what I mean?
[01:08:09.799 --> 01:08:11.100]  Ha ha, me too, yeah.
[01:08:13.565 --> 01:08:17.767]  The ultimate love songs yesterday, Free For All and Dog Eat Dog and Stranglehold.
[01:08:17.787 --> 01:08:20.349]  I mean, my music has a life of its own.
[01:08:20.489 --> 01:08:28.053]  Really, after 50 years of touring, the audiences still are so intense and passionate and high energy.
[01:08:28.653 --> 01:08:33.234]  And let's morph into when I discovered the culture war.
[01:08:33.294 --> 01:08:43.117]  You know, this tour is called Ted Nugent Black Power 2013, because I'm bringing forth the celebration that there really is a black thing.
[01:08:43.617 --> 01:08:49.679]  And the black thing that inspired me from the very beginning was James Brown's work ethic.
[01:08:50.019 --> 01:08:51.899]  Little Richard's work ethic.
[01:08:53.080 --> 01:08:56.381]  Chuck Berry and Bo Diddley's, their work ethic.
[01:08:56.441 --> 01:08:57.601]  You can't become
