[00:00:25.461 --> 00:00:28.422]  You've got one!
[00:46:35.663 --> 00:46:45.211]  Hysteria, mass hysteria, created and put out there and fostered by the same people that are trying to take the rights away.
[00:46:45.711 --> 00:47:03.285]  So when you're talking about an incident going down, we have to look not only at the incident, but what's going on behind the incident and what bill are they trying to pass, what particular law that they're trying to sign in, and then what rights are at stake that they're taking and continue to take from the American people.
[00:47:03.545 --> 00:47:25.870]  Well, you know something, I think a lot of people have called me and asked me about sovereignty, and the way I understand it, I only kind of answer that question as it relates to the whole 30 to 60 million of us becoming a sovereign country with the inside of America, unless some African government is going to cough up some land.
[00:47:26.530 --> 00:47:28.090]  You understand what I'm saying?
[00:47:28.810 --> 00:47:30.711]  You as an individual becoming sovereign,
[00:47:31.895 --> 00:47:39.477]  And fighting these people downtown and filing some paperwork with the same people that got you in this situation in the first place?
[00:47:39.857 --> 00:47:41.177]  It's f***ing ridiculous.
[00:47:42.698 --> 00:47:49.900]  Ask the Native American how many times he filed some paperwork downtown with the treaties that he signed with these people.
[00:47:50.340 --> 00:47:51.160]  It ain't gonna happen.
[00:47:51.440 --> 00:47:54.601]  If they were already living on land that they owned, right?
[00:47:56.261 --> 00:47:56.862]  Then what happened?
[00:47:56.902 --> 00:47:58.002]  I thought they were already sovereign.
[00:47:58.965 --> 00:48:10.410]  I'm talking about the treaties that the Native Americans, all of the 200 tribes, the treaties that they signed with this government.
[00:48:11.231 --> 00:48:12.151]  Were they respected?
[00:48:14.012 --> 00:48:14.812]  Of course not.
[00:48:14.952 --> 00:48:18.534]  Okay, then what makes you think yours is going to be respected downtown?
[00:48:19.194 --> 00:48:26.237]  Obama's not setting aside a certain particular set-aside for black people in reference to Obamacare.
[00:48:26.557 --> 00:48:27.698]  It's going to affect all of us.
[00:48:28.683 --> 00:48:37.947]  And some of the same ones with the lip service are the same ones that claim themselves to be good, red-blooded Americans.
[00:48:38.768 --> 00:48:40.868]  And this particular, this thing is sad.
[00:48:40.969 --> 00:48:52.714]  So what I did for you, specifically for you, is I pulled up all of the things that Barack Obama promised that he never kept.
[00:48:53.789 --> 00:48:55.853]  And this is not a document coming from Professor Griff.
[00:48:56.615 --> 00:48:58.679]  We'll talk about who it comes from in a minute.
[00:49:00.182 --> 00:49:03.469]  Did Barack H. Obama deliver on his promises?
[00:49:04.281 --> 00:49:09.043]  Broken promise number one, sunlight before signing, which we talked about earlier.
[00:49:09.543 --> 00:49:20.868]  When Obama campaigned for the Democratic presidential nomination in Manchester, New Hampshire on June 22nd, 2007, he announced his sunlight before signing promise.
[00:49:21.648 --> 00:49:25.890]  When there is a bill that ends up on my desk as the president,
[00:49:27.711 --> 00:49:34.916]  You, the public, will have five days to look online and find out what's in it before I sign it, he said.
[00:49:36.337 --> 00:49:41.821]  Now, let's look into some of the bills that he has passed.
[00:49:44.363 --> 00:49:48.264]  Did you, as red-blooded Americans, get to look at NDAA?
[00:49:48.944 --> 00:49:49.665]  Come on, man.
[00:49:50.685 --> 00:49:55.326]  I'm laughing inside while I'm saying this because you sound like a f****** hypocritical f****** idiot.
[00:49:55.647 --> 00:49:57.547]  You want to come at Professor Griff.
[00:49:58.848 --> 00:50:01.668]  You want to blast Alex Jones and other people.
[00:50:02.229 --> 00:50:05.970]  You want to confront the Infowarriors and the Infomaniacs.
[00:50:06.210 --> 00:50:09.231]  But we know what we're talking about because we have documented proof.
[00:50:09.531 --> 00:50:12.292]  That's the first promise that he broke.
[00:50:13.260 --> 00:50:16.562]  So you talk to me about stop and frisk and what that madness is about.
[00:50:17.502 --> 00:50:20.104]  Talk to me about Homeland Security.
[00:50:20.164 --> 00:50:23.826]  Talk to me about the TSA and what's going to go down at all of the airports.
[00:50:24.606 --> 00:50:25.147]  Talk to me!
[00:50:28.689 --> 00:50:28.989]  Anyway...
[00:50:30.342 --> 00:50:37.766]  Too often bills are rushed through Congress and to the President before the public has the opportunity to review them.
[00:50:38.927 --> 00:50:50.833]  As President, Obama will not sign any non-emergency bill without giving the American public an opportunity to review and comment on the White House website for five days.
[00:50:51.873 --> 00:50:54.415]  What f***ing five days did I get to look at NDAA?
[00:50:57.588 --> 00:50:58.328]  Come on, talk to me.
[00:50:58.509 --> 00:50:59.769]  I don't hear nobody talking.
[00:51:01.310 --> 00:51:03.292]  But anyway, broken promise number two.
[00:51:03.952 --> 00:51:05.673]  Capital gain tax elimination.
[00:51:07.554 --> 00:51:16.440]  According to the comprehensive tax plan released during his campaign, Obama promised to eliminate capital gains taxes for small businesses.
[00:51:16.960 --> 00:51:20.782]  I have a small business, which is taxed to the hilt.
[00:51:21.683 --> 00:51:22.864]  You have small businesses.
[00:51:23.851 --> 00:51:34.254]  That we can barely keep simply because multinational corporations are giving set-asides and tax-free this and tax-free that and loopholes in the way out.
[00:51:34.734 --> 00:51:36.234]  Not you, the small business man!
[00:51:38.155 --> 00:51:49.518]  So when we talk about gun control and controlling guns and then we mention Walmart and Walmart is brought into the conversations, all of a sudden we have to talk about these set-asides.
[00:51:50.615 --> 00:51:53.496]  And someone that's there on the hill representing Walmart.
[00:51:54.096 --> 00:51:58.097]  Who is on the hill talking and speaking for you, the small business man and woman?
[00:51:58.718 --> 00:51:59.138]  Nobody.
[00:52:00.018 --> 00:52:01.278]  Broken promise number three.
[00:52:02.059 --> 00:52:03.899]  New American Job Tax Credit.
[00:52:05.480 --> 00:52:07.080]  Come on, need I talk about that?
[00:52:08.060 --> 00:52:13.262]  I can't afford to be taxed $3,000 a year as a small businessman.
[00:52:13.862 --> 00:52:16.003]  I'm the one that need to set aside in the loopholes.
[00:52:16.623 --> 00:52:18.744]  I'm the one that needs someone on the hill
[00:52:19.927 --> 00:52:22.271]  Um, speaking in reference, in my behalf.
[00:52:23.293 --> 00:52:24.095]  You understand what I'm saying?
[00:52:27.165 --> 00:52:29.847]  If a company that currently has 10 U.S.
[00:52:29.908 --> 00:52:40.057]  employees increases its domestic full-time employment to 20 employees, this company would get a $3,000 tax credit.
[00:52:40.577 --> 00:52:42.619]  Well, I can't afford 20 employees.
[00:52:43.219 --> 00:52:48.104]  Obama's promise was never included in the stimulus package.
[00:52:48.584 --> 00:52:49.785]  Broken promise number four.
[00:52:50.626 --> 00:52:53.990]  Hiatus on 401k penalties.
[00:52:54.571 --> 00:53:04.163]  Many unemployed and financially strapped Americans have considered early withdrawals on 401k and retirement accounts to survive the current recession.
[00:53:04.864 --> 00:53:06.446]  You see how you're being squeezed?
[00:53:07.776 --> 00:53:20.940]  You're being rung the f*** out and hung to dry because you're having to tap in to the savings that you've saved all your life and the hard work that you've put in working from sunup to sundown.
[00:53:21.520 --> 00:53:23.241]  Can't see morning, can't see evening.
[00:53:24.041 --> 00:53:25.261]  You go to work, it's dark.
[00:53:25.701 --> 00:53:27.442]  You come home from work, it's dark.
[00:53:28.868 --> 00:53:30.669]  You're working to the bone, man.
[00:53:31.629 --> 00:53:38.453]  To now having to tap into your 401k and your retirement and your savings just to survive the recession?
[00:53:39.213 --> 00:53:39.793]  Come on, man.
[00:53:41.354 --> 00:53:42.795]  All of the broken promises, man.
[00:53:45.156 --> 00:53:52.960]  I don't wanna... Listen, I don't wanna go out on a date with America and you promising something at the end of the night that you know I'm not gonna get.
[00:53:54.460 --> 00:53:56.441]  Stroking my ego and stroking a few other things.
[00:53:56.481 --> 00:53:57.162]  Are you following me?
[00:53:58.041 --> 00:54:02.204]  If you're not going to come across, if you're not going to come through, then don't make me the promise!
[00:54:03.345 --> 00:54:14.593]  And he's promised a whole lot of things to black America, and I'm telling you man, go take these damn cameras to the hood and interview the average black person on the street about Barack Obama.
[00:54:16.115 --> 00:54:19.797]  And they'll say Barack Obama's made a whole bunch of promises that he's not going to keep.
[00:54:19.817 --> 00:54:20.598]  You got some of that.
[00:54:20.658 --> 00:54:24.581]  Yesterday when we was in the car, I was getting unscrupulous phone calls from men and women.
[00:54:26.118 --> 00:54:30.581]  And they said they don't buy into the Barack Obama hype.
[00:54:30.662 --> 00:54:32.903]  Don't believe the hype anyway.
[00:54:33.444 --> 00:54:34.785]  Broken promise number five.
[00:54:36.506 --> 00:54:37.847]  No jobs for the lobbyists.
[00:54:39.889 --> 00:54:51.818]  All these people that get together and create these lobbies and they go and they put their monies and their resources and their energy behind a particular candidate and a particular bill.
[00:54:52.518 --> 00:54:54.180]  These people have invested interests
[00:54:55.658 --> 00:54:57.259]  Why are they the ones getting the jobs?
[00:54:57.799 --> 00:54:58.820]  You don't have the job!
[00:55:00.481 --> 00:55:09.067]  The little piece of job that you gotta string together, two or three part-time jobs that you have to work to string together a meager existence in America.
[00:55:10.068 --> 00:55:10.848]  Please!
[00:55:12.389 --> 00:55:12.789]  Please!
[00:55:12.970 --> 00:55:14.691]  Where's Barack Obama taking us?
[00:55:15.871 --> 00:55:16.512]  Straight to hell!
[00:55:18.564 --> 00:55:28.028]  And you're gonna be, on the way to hell, you're gonna be hungry going there because you don't have enough money in reference to your paycheck to put together enough money to feed your family.
[00:55:28.568 --> 00:55:33.090]  Let me tell you something, there's more black people in America than there are some countries.
[00:55:33.130 --> 00:55:36.752]  So what's wrong with us being sovereign?
[00:55:37.812 --> 00:55:41.994]  See, we have to take the responsibility of carving out our own destiny.
[00:55:43.175 --> 00:55:46.236]  Then and only then, I think, will this government respect us.
[00:55:46.903 --> 00:55:49.526]  Do you remember the Occupy Movement?
[00:55:51.107 --> 00:56:09.467]  We was preparing food and coming up with a way to put together certain monies so certain businesses can, without naming them, would donate food so we could put together Infowarriors to go out and Infomaniacs to go out to take the food to the Occupy Movement.
[00:56:10.658 --> 00:56:17.060]  Even though I'm not really 1,000% behind that, you're holding up a placard and you're speaking and yelling at empty buildings?
[00:56:17.160 --> 00:56:18.261]  Okay, fine.
[00:56:18.301 --> 00:56:20.762]  But if that's your way of protest, do your thing.
[00:56:21.302 --> 00:56:36.548]  But did I give my efforts behind it to help orchestrate some people to come and take money and get monies and food from businesses that do support you in private, but they can't, you know, do it in public, to feed you?
[00:56:36.628 --> 00:56:37.428]  Yeah, of course I did.
[00:56:39.017 --> 00:56:44.880]  I may not be the one on the front line in reference to occupying a certain city, but nonetheless, I applaud your effort.
[00:56:46.061 --> 00:56:46.982]  But my point is this.
[00:56:47.762 --> 00:56:49.663]  Some of the occupiers were out there hungry.
[00:56:52.485 --> 00:56:53.425]  They don't have jobs!
[00:56:54.846 --> 00:56:59.028]  Hell, occupying 24-7 or 8-hour shift, they didn't get paid for that.
[00:57:00.229 --> 00:57:02.370]  We need to understand this is very, very real.
[00:57:03.851 --> 00:57:04.832]  Earmark reform.
[00:57:05.532 --> 00:57:06.973]  Hell, we could talk about that all day.
[00:57:08.390 --> 00:57:13.451]  Broken promise number seven, bring troops home in 16 months.
[00:57:15.291 --> 00:57:16.012]  What month is this?
[00:57:19.232 --> 00:57:22.233]  And they're just now talking about bringing them home.
[00:57:22.953 --> 00:57:35.816]  Although we're hearing the little rumbling of bags being packed in Afghanistan, nonetheless, you know, the average Latino brother, Native American, the average black brother, the poor white,
[00:57:36.866 --> 00:57:37.906]  I don't see them coming on.
[00:57:38.747 --> 00:57:39.487]  No time soon.
[00:57:41.088 --> 00:57:41.888]  No time soon.
[00:57:44.469 --> 00:57:58.695]  However, in February, February 27, Obama declared, let me say this as plainly as I can, by August 31, 2010, our combat mission in Iraq will end.
[00:58:02.656 --> 00:58:02.996]  Thank you.
[00:58:03.136 --> 00:58:03.536]  Precisely.
[00:58:03.716 --> 00:58:04.797]  See, silence is golden.
[00:58:06.673 --> 00:58:07.454]  You understand what I'm saying?
[00:58:07.474 --> 00:58:16.608]  Uh, as we close, broken promise number nine, $4,000 college credit.
[00:58:18.972 --> 00:58:19.553]  Who got that?
[00:58:21.104 --> 00:58:31.228]  Tay Tay, RiRi, Man Man, and Tuan and them, that's struggling, begging for money for their parents every month, quarterly.
[00:58:31.969 --> 00:58:34.470]  They never got that.
[00:58:34.490 --> 00:58:41.113]  $4,000 on a debit card that will run out at the end of $4,000 to a college student is like heaven.
[00:58:42.613 --> 00:58:44.214]  You mean to tell me I get a chance to eat today?
[00:58:45.768 --> 00:58:47.530]  A college student would be in heaven, man.
[00:58:48.330 --> 00:58:51.794]  Obama pledged to make college affordable for all Americans.
[00:58:53.355 --> 00:58:55.797]  Isn't that what Muammar Gaddafi did?
[00:58:56.658 --> 00:58:58.039]  Free education, free healthcare.
[00:58:58.880 --> 00:59:01.002]  We don't even get that under the Obama administration.
[00:59:01.542 --> 00:59:08.569]  But you murder and assassinate Muammar Gaddafi, who provided that for every citizen in Libya.
[00:59:11.341 --> 00:59:11.981]  I don't know.
[00:59:26.286 --> 00:59:26.526]  We're good
[00:59:43.946 --> 00:59:53.331]  For most students, recipients of the credit, will be required to conduct 100 hours of community service.
[00:59:53.531 --> 00:59:54.412]  Is that a deal?
[00:59:54.432 --> 00:59:56.753]  Or is that a shakedown?
[00:59:57.753 --> 01:00:10.160]  So as long as you put in 100 hours of community service, and you're a citizen, and we can check you off on the list, and you meet the requirements,
[01:00:12.148 --> 01:00:15.410]  Then and only then will you get the $4,000 credit.
[01:00:16.471 --> 01:00:19.032]  Broken Promise, uh, number 10.
[01:00:19.412 --> 01:00:20.213]  Transparency.
[01:00:21.314 --> 01:00:22.895]  Can I close my iPad on that one?
[01:00:24.215 --> 01:00:26.096]  Government is not transparent, man.
[01:00:26.717 --> 01:00:31.160]  There's so many wicked things going on in the government that, hell, we can't even tell you.
[01:00:31.820 --> 01:00:33.381]  And this is the damn documentary film.
[01:00:37.847 --> 01:00:49.096]  So I have in front of me a document by Wayne Madsen, and it talks about the manufacturing of a president, the CIA's insertion of Barack H. Obama Jr.
[01:00:49.136 --> 01:00:49.897]  into the White House.
[01:00:51.298 --> 01:00:59.944]  From that particular document, I started looking behind this particular document at all the president's men.
[01:01:02.046 --> 01:01:02.767]  I looked into the
[01:01:04.755 --> 01:01:05.555]  Birth Certificate.
[01:01:06.236 --> 01:01:08.016]  I looked into Barack Obama Senior.
[01:01:08.117 --> 01:01:15.460]  I looked into his involvement with being maneuvered and controlled by the CIA.
[01:01:16.360 --> 01:01:19.462]  We looked into his mom, the bloodline, the lineage.
[01:01:20.142 --> 01:01:21.243]  We could talk about all of that.
[01:01:21.923 --> 01:01:24.224]  But we want to talk about all of the President's men.
[01:01:25.184 --> 01:01:33.008]  And I want to talk about three men that I mentioned in my book, The Psychological Covert War on Hip-Hop, The Illuminati's Takeover of Hip-Hop.
[01:01:34.335 --> 01:01:39.057]  In the 10th chapter, I talked about Carmen, who was invited to the White House.
[01:01:40.238 --> 01:01:44.981]  I talked about Ludacris, who wrote a song for Barack Obama, who was invited to the White House.
[01:01:45.781 --> 01:01:51.904]  I talked about Jay-Z, who signed off on gay marriage and endorsed it, who was invited to the White House.
[01:01:52.885 --> 01:02:00.469]  I talked about Will.i.am, who wrote a song, Yes We Can, who was invited to the White House.
[01:02:00.729 --> 01:02:03.150]  And we all know Yes We Can backwards is Thank You Satan.
[01:02:04.543 --> 01:02:08.527]  Um, we could talk about a few other people that was invited to the White House.
[01:02:09.047 --> 01:02:12.951]  But why is hip-hop in bed with Barack Obama?
[01:02:13.612 --> 01:02:15.574]  Who is in bed with the global elite?
[01:02:15.834 --> 01:02:17.676]  Who is in bed with the banksters?
[01:02:18.056 --> 01:02:19.758]  Who is in bed with the neocons?
[01:02:20.979 --> 01:02:22.820]  We have to understand this particular dynamic.
[01:02:22.861 --> 01:02:24.282]  So, it runs deep.
[01:02:25.203 --> 01:02:27.345]  It affects art and culture, entertainment.
[01:02:28.993 --> 01:02:41.922]  Although you just think it's an opportunity to be in the White House because it looks good on your f***ing discography, you don't even understand what you're doing and who you're aligning yourself with and what agenda that you're carrying out unknowingly!
[01:02:43.182 --> 01:02:47.325]  So we talk about the Illuminati takeover of hip-hop and we talk about Jay-Z.
[01:02:48.026 --> 01:02:50.507]  And a lot of people say, well, Jay-Z is the Illuminati.
[01:02:50.527 --> 01:02:51.308]  Well, no, he's not.
[01:02:51.908 --> 01:02:57.152]  He's carrying out the Luciferian demonic agenda of the Illuminati.
[01:02:58.547 --> 01:03:04.971]  And then we say, well, what's Barack Obama's affiliation and association with the Illuminists and the Illuminati?
[01:03:07.173 --> 01:03:08.294]  You have to understand something.
[01:03:08.494 --> 01:03:09.975]  These same people make control.
[01:03:10.555 --> 01:03:13.077]  AOL, Yahoo, Google.
[01:03:14.298 --> 01:03:19.942]  So, we have to look beyond and past a Google search.
[01:03:21.650 --> 01:03:22.651]  We have to cross-reference.
[01:03:22.671 --> 01:03:23.831]  We have to connect the dots.
[01:03:24.612 --> 01:03:29.475]  We have to go out on the streets and get and have conversations with the average person.
[01:03:29.995 --> 01:03:33.437]  So let's look at all of the president's men.
[01:03:33.818 --> 01:03:37.060]  Those are just a few of them dealing with arts, culture and entertainment.
[01:03:37.600 --> 01:03:38.661]  Dealing with the Illuminati.
[01:03:38.681 --> 01:03:39.701]  Let's look at a few other ones.
[01:03:43.063 --> 01:03:43.924]  Adolfo Nicolas.
[01:03:46.561 --> 01:03:56.105]  Who is the 30th Superior General, Society of Jesus, which they affectionately call him the Black Pope.
[01:03:56.725 --> 01:03:59.746]  No, not the Black Pope, but the Black Pope.
[01:04:00.427 --> 01:04:02.767]  Not the one that they come to the Vatican and kiss the ring.
[01:04:03.988 --> 01:04:06.389]  The one that's really running things, the Black Pope.
[01:04:07.069 --> 01:04:08.730]  Not the one that they parade in front of you.
[01:04:10.606 --> 01:04:11.646]  We're talking about the black people.
[01:04:11.766 --> 01:04:12.727]  Go do your research.
[01:04:13.467 --> 01:04:17.788]  George Soros, a member of the Council on Foreign Relations, a member of the Carlisle Group.
[01:04:18.488 --> 01:04:19.708]  Multi-billionaire.
[01:04:21.549 --> 01:04:23.189]  Major stockholder in Halliburton.
[01:04:23.629 --> 01:04:26.350]  Hungarian ancestry.
[01:04:26.690 --> 01:04:31.131]  Socialist, communist, financial backer of Barack H. Obama.
[01:04:31.592 --> 01:04:32.672]  Friend of Rupert Murdoch.
[01:04:35.011 --> 01:04:42.298]  We need to understand these particular people and who they are and what role do they play in installing a president into the White House.
[01:04:42.719 --> 01:04:49.606]  Rupert Murdoch, a member of Council on Foreign Relations, a member of the Knights of St.
[01:04:49.666 --> 01:04:55.031]  Gregory, an international media mogul, owner of Fox News, a friend of George Soros.
[01:04:55.962 --> 01:04:56.422]  Occult?
[01:04:56.923 --> 01:04:57.543]  Listen now.
[01:04:58.263 --> 01:04:58.904]  Here's the line.
[01:04:58.964 --> 01:05:01.385]  I don't want this to get past you or by you.
[01:05:02.026 --> 01:05:05.648]  An occult protector of Barack Hussein Obama.
[01:05:09.610 --> 01:05:10.470]  You didn't hear what I said.
[01:05:11.271 --> 01:05:12.932]  The term occult is not that bad.
[01:05:14.092 --> 01:05:15.553]  Occult simply means hidden.
[01:05:16.434 --> 01:05:20.656]  But when it comes to these people, they speak a language far beyond your comprehension.
[01:05:21.657 --> 01:05:23.778]  Because they talk in terms of black and white magic.
[01:05:24.875 --> 01:05:25.095]  I think?
[01:05:40.879 --> 01:05:44.982]  For 8 years you barely understood anything George Bush Jr.
[01:05:45.022 --> 01:05:46.623]  said because he stumbled through his words.
[01:05:47.264 --> 01:05:53.809]  But the phrases and the phraseology and the way he pronounced certain words, putting certain phrases along with other phrases.
[01:05:54.449 --> 01:05:56.511]  It's called double-speak.
[01:05:57.972 --> 01:05:59.253]  The term is called double-speak.
[01:05:59.553 --> 01:06:05.858]  And you can do the research, dig up Stephen Jacobson, Mind Control in America.
[01:06:08.092 --> 01:06:09.853]  Backwards masking and double speak.
[01:06:10.493 --> 01:06:11.473]  George Bush Jr.
[01:06:11.513 --> 01:06:12.413]  was good at this.
[01:06:13.714 --> 01:06:19.355]  So you could be listening to a speech and you could scratch your head at the end of 30 minutes or 90 minutes.
[01:06:19.635 --> 01:06:20.956]  You say, what the hell did he talk about?
[01:06:21.676 --> 01:06:25.957]  But he got his message over to the people that he was speaking to because he wasn't speaking to you.
[01:06:28.418 --> 01:06:29.858]  Joseph R. Biden.
[01:06:30.018 --> 01:06:31.619]  Who the f*** is this character?
[01:06:32.979 --> 01:06:35.380]  And where did they drag this character out of the woodworks?
[01:06:36.806 --> 01:06:37.486]  From Delaware.
[01:06:37.506 --> 01:06:38.967]  We don't even go to f***ing Delaware.
[01:06:39.887 --> 01:06:40.748]  Stop f***ing lying.
[01:06:40.788 --> 01:06:41.788]  You don't go to Delaware.
[01:06:43.189 --> 01:06:45.550]  You go right past Delaware on your way to Philly.
[01:06:45.970 --> 01:06:46.590]  Right or wrong?
[01:06:47.431 --> 01:06:50.112]  There's nothing to stop in Delaware about or for.
[01:06:51.652 --> 01:06:53.493]  The credit card companies are there in Delaware.
[01:06:53.513 --> 01:06:54.033]  Right or wrong?
[01:06:55.534 --> 01:06:58.415]  DuPont and some of the other multinational corporations.
[01:06:58.435 --> 01:06:59.636]  You don't even stop in Delaware.
[01:07:00.476 --> 01:07:02.217]  You don't know one f***ing thing in Delaware.
[01:07:03.459 --> 01:07:06.963]  So they dragged this character out of Dello, I don't even, I never heard of this character!
[01:07:08.764 --> 01:07:10.246]  But Joseph R. Biden.
[01:07:11.147 --> 01:07:12.008]  A papal knight.
[01:07:13.069 --> 01:07:13.609]  Jesuit.
[01:07:14.090 --> 01:07:14.610]  Temporal.
[01:07:15.151 --> 01:07:16.692]  These f***ing words I can't even pronounce.
[01:07:17.713 --> 01:07:20.656]  Because he belongs to this elite club.
[01:07:22.598 --> 01:07:26.162]  This elite club that are controlled by the Jesuits.
[01:07:27.386 --> 01:07:35.673]  And we need to understand that this is one of the ones that are sitting next to Barack Obama to make sure Barack Obama carries out the agenda.
[01:07:37.134 --> 01:07:39.436]  The damn, uh, Vice President?
[01:07:40.577 --> 01:07:41.658]  The Vice President of what?
[01:07:42.839 --> 01:07:44.920]  The presidency is a corporation, man.
[01:07:45.321 --> 01:07:51.666]  And we need to understand that Barack Obama sits as the president of a corporation, which are controlled by corporations.
[01:07:52.947 --> 01:07:56.370]  Joe Biden just sits as vice president of that same corporation.
[01:07:57.625 --> 01:07:59.427]  Promoter of the Council on Foreign Relations.
[01:08:00.087 --> 01:08:07.614]  His honorary degrees of the Jesuit, from the Jesuit University of Scranton in Scranton, Pennsylvania.
[01:08:07.634 --> 01:08:09.896]  That's another ungodly place.
[01:08:09.916 --> 01:08:10.777]  You been to Scranton?
[01:08:13.379 --> 01:08:13.739]  Thank you.
[01:08:13.839 --> 01:08:14.660]  Precisely my point.
[01:08:15.441 --> 01:08:16.201]  Precisely my point.
[01:08:16.221 --> 01:08:19.664]  You have no clue who the f*** even lives in Scranton.
[01:08:20.065 --> 01:08:21.166]  What the f*** do they do there?
[01:08:22.807 --> 01:08:23.147]  Anyway.
[01:08:24.368 --> 01:08:24.549]  Now,
[01:08:25.649 --> 01:08:28.810]  This may resonate with hip-hop artists, and I don't know if you can see this.
[01:08:29.411 --> 01:08:31.952]  Are they big pimping, or are they just popping collars?
[01:08:35.874 --> 01:08:37.895]  So we need to understand these particular dynamics.
[01:08:38.195 --> 01:08:42.957]  And who are these people that Barack Obama has to go and kiss the ring, and answer to?
[01:08:45.196 --> 01:09:00.279]  So when he talks about issues that affect the American people, I don't care if it's preparedness, I don't care if it's stocking up food, Barack Obama is controlled, bought and paid for.
[01:09:01.239 --> 01:09:06.500]  So when you talk about gun control, the question here is, is it about guns or is it about control?
[01:09:08.940 --> 01:09:09.980]  We need to understand that.
[01:09:11.220 --> 01:09:13.801]  So, those are some of the President's men.
[01:09:16.495 --> 01:09:36.331]  Now, if we could just kind of have a fireside chat about some other things, we can kind of dive into some of these things that Barack Obama has to say and do to keep the agenda and the machine fueled, well-oiled.
[01:09:37.267 --> 01:09:39.708]  And we need to understand that because we already talked about the media.
[01:09:40.269 --> 01:09:41.629]  We talked about the corporations.
[01:09:42.049 --> 01:09:43.790]  We talked about all the president's men.
[01:09:44.131 --> 01:09:56.297]  We talked about Barack Obama's agenda and his influence dealing with hip-hop artists to deal with arts and culture because I'm telling you the masses of the people that have voted for Barack Obama
[01:09:58.774 --> 01:10:09.078]  Was groomed well via MTV, BET, and some of the multinational corporations that influence entertainment, arts, and culture.
[01:10:09.859 --> 01:10:23.204]  And don't you ever damn think that MTV, VH1, and all of the other alphabet boys are not in cahoots and in bed with Barack Obama and those that control the media that carry out the agenda.
[01:10:23.604 --> 01:10:25.345]  That's how they carry out the agenda!
[01:10:26.223 --> 01:10:30.104]  From unsuspecting masses of the people who carry out the agenda unknowingly.
[01:10:31.304 --> 01:10:33.405]  We need to understand that.
[01:10:33.425 --> 01:10:37.786]  I know half a dozen people right now languishing in prison behind this sovereignty stuff.
[01:10:39.407 --> 01:10:48.369]  A friend of mine told me yesterday while we was walking, he said there's probably some dudes up in prison with a whole bunch of time on their hands figuring out this paperwork.
[01:10:48.789 --> 01:10:53.750]  How do we climb out of this proverbial bag that we're in?
[01:10:54.771 --> 01:10:55.211]  Together.
[01:10:56.189 --> 01:11:05.470]  One mind, one spirit, one voice, one agenda, and if everyone is saying the exact same thing, they have no other choice.
[01:11:07.125 --> 01:11:10.707]  Alex Jones is saying the same thing Professor Griffin Public Enemy is saying.
[01:11:12.108 --> 01:11:13.589]  You guys are saying the same thing.
[01:11:13.990 --> 01:11:15.250]  Rappers are saying the same thing.
[01:11:15.651 --> 01:11:20.994]  Politicians who are not afraid, who stand up and speak for what they truly believe in.
[01:11:21.755 --> 01:11:28.199]  If you truly believe in the Second Amendment, then they have no other choice but to say, you know something, we have to sit and listen.
[01:11:29.140 --> 01:11:33.943]  And then we have to have someone in those offices, in the political arenas,
[01:11:35.486 --> 01:11:37.968]  That could actually speak for the masses of the people.
[01:11:38.328 --> 01:11:40.990]  Both black and white and every color in between.
[01:11:41.930 --> 01:11:42.631]  Do we have that?
[01:11:43.371 --> 01:11:50.156]  No, they sell out cowards that are there as politicians up on the hill and in the White House.
[01:11:51.076 --> 01:11:53.778]  That they won't utter a word to speak for the masses of the people.
[01:11:54.538 --> 01:11:57.260]  So then I ask the question to you, what the f**k is democracy about?
[01:11:58.201 --> 01:11:59.662]  I pose the question on the internet.
[01:12:03.384 --> 01:12:04.265]  Does democracy work?
[01:12:05.612 --> 01:12:07.873]  And if it does, show me on what part of the planet it works.
[01:12:08.854 --> 01:12:11.755]  If democracy works, then why does America kill elitists?
[01:12:13.977 --> 01:12:16.658]  So the whole idea of this war on terrorism is spreading democracy.
[01:12:17.058 --> 01:12:17.719]  Get the f*** out of here.
[01:12:18.079 --> 01:12:19.720]  People in Libya don't want democracy?
[01:12:22.161 --> 01:12:27.744]  Unless the media, multi-ethnic destruction in America, forces it on the people.
[01:12:28.685 --> 01:12:34.128]  They want to convince you to believe that you believe that you want democracy in Libya.
[01:12:43.359 --> 01:13:00.532]  We're gonna put it out there and just make it very transparent, very clear, very plain, not to insult your intelligence, very elementary.
[01:13:02.473 --> 01:13:05.836]  And if you have a problem with the black on my face, then just
[01:13:06.784 --> 01:13:12.746]  Mute, uh, put a cover over the screen and just turn the volume up so you can hear what I'm saying.
[01:13:12.766 --> 01:13:15.947]  I don't have a problem with it, so I'm sure you shouldn't.
[01:13:16.887 --> 01:13:18.328]  Truth is truth regardless.
[01:13:18.908 --> 01:13:19.568]  Are you following me?
[01:13:20.188 --> 01:13:27.630]  Can you imagine all of us in this room get caught in the spider web and I'm the only one that the spider chooses to eat?
[01:13:29.611 --> 01:13:31.311]  No, we all in this **** together.
[01:13:31.952 --> 01:13:32.692]  You understand what I'm saying?
[01:13:34.457 --> 01:13:44.601]  One of Wesley Snipes movies, I forget which one it was, one of the characters said, you know, CMB, the Cash Money Brothers, we all we got.
[01:13:45.361 --> 01:13:46.782]  Y'all better get used to the idea.
