[00:00:00.009 --> 00:00:00.909]  Not safe here.
[01:49:25.987 --> 01:49:29.709]  Which then are going to poop out a cheese.
[01:49:30.630 --> 01:49:31.450]  You think I'm joking.
[01:49:31.470 --> 01:49:32.691]  I can pull up the BBC article.
[01:49:32.951 --> 01:49:36.774]  Pull up protein to be, corpses to be turned into recycled protein.
[01:49:37.474 --> 01:49:38.775]  And you're going to eat corpses.
[01:49:38.975 --> 01:49:39.315]  It's better.
[01:49:39.495 --> 01:49:42.477]  Japan government is funding poop that's turned into steaks.
[01:49:43.357 --> 01:49:45.039]  Oh yeah, oh this is going to be great.
[01:49:45.079 --> 01:49:46.359]  Don't worry, you're going to enjoy it.
[01:49:47.260 --> 01:49:50.082]  This crowd, when they run out of that Soylent Green, this crowd's going to blow.
[01:49:50.202 --> 01:49:52.103]  Don't worry, there'll be plenty of Soylent Green.
[01:49:53.966 --> 01:49:54.627]  Let's go ahead.
[01:49:54.667 --> 01:49:55.487]  I shouldn't laugh about it.
[01:49:55.527 --> 01:49:56.107]  She's so sick.
[01:49:56.287 --> 01:49:57.308]  Let's go to Clint Eastwood though.
[01:49:57.328 --> 01:50:02.771]  He says if DC doesn't give a bleep He said if he said if DC doesn't give a bleep.
[01:50:02.851 --> 01:50:04.652]  Well, then well, then why?
[01:50:05.292 --> 01:50:07.653]  Why should any of the rest of us that's the plan?
[01:50:07.933 --> 01:50:09.454]  Here's Clint Eastwood the extremist.
[01:50:10.214 --> 01:50:23.221]  They were just dismissed and that was the end of it and that That's kind of it's almost like they don't give a damn and so if they don't give a damn why do they expect anybody else to and obviously they'll
[01:50:27.424 --> 01:50:28.448]  People get complacent.
[01:50:29.378 --> 01:50:30.779]  And then things really go bad.
[01:50:30.939 --> 01:50:31.400]  That's right.
[01:50:31.600 --> 01:50:33.882]  That was an example, though, of a Democrat and a Republican.
[01:50:33.902 --> 01:50:34.202]  That's good.
[01:50:34.282 --> 01:50:34.823]  Absolutely.
[01:50:34.843 --> 01:50:36.424]  That's how things go to hell in a handbasket.
[01:50:36.644 --> 01:50:40.027]  And the Globalist, it's in the 112-point IMF World Bank plan that got leaked.
[01:50:40.968 --> 01:50:42.450]  Joseph Stiglitz says he didn't do it.
[01:50:42.850 --> 01:50:43.330]  Wink, wink.
[01:50:44.311 --> 01:50:45.973]  And it talks about how they destroy your country.
[01:50:46.213 --> 01:50:48.595]  And I've been screaming, since then, this is their plan.
[01:50:48.635 --> 01:50:52.418]  Put it in my book, The Sentimentality, the transcript, the documents, all of it.
[01:50:52.639 --> 01:50:53.920]  And they're going to do this here.
[01:50:54.220 --> 01:50:55.141]  This is their plan.
[01:50:55.461 --> 01:50:56.041]  You understand?
[01:50:56.242 --> 01:50:57.563]  Now, do we want to be part of this?
[01:50:58.023 --> 01:50:59.144]  I don't think so.
[01:50:59.184 --> 01:51:00.124]  Your call's coming up.
[01:51:01.766 --> 01:51:03.447]  Attention, gardeners and patriots.
[01:51:03.547 --> 01:51:12.774]  Drought conditions in our nation's heartland and massive Federal Reserve debt monetizing are creating the perfect conditions for dramatically higher food prices in the months ahead.
[01:51:12.834 --> 01:51:19.498]  That means there has never been a better time to secure an ongoing source of nutritionally dense food for you and your family.
[01:51:19.538 --> 01:51:24.382]  The Survival Seed Bank contains the perfect mix of germination-tested non-hybrid seeds.
[01:51:24.542 --> 01:51:30.585]  You get enough seeds to plant a full acre crisis garden that can produce an endless supply of garden fresh food.
[01:51:30.725 --> 01:51:33.707]  These seeds have not been genetically modified in any way.
[01:51:33.787 --> 01:51:39.730]  And the best part, right now every Survival Seed Bank comes with an additional $300 in free seeds.
[01:51:39.870 --> 01:51:42.611]  It's the biggest seed giveaway in Seed Bank history.
[01:51:42.651 --> 01:51:47.013]  This is the original best-selling Survival Seed Bank seen on TV nationwide.
[01:51:47.133 --> 01:51:51.636]  Don't miss this amazing Survival Seed Giveaway at SurvivalSeedBank.com.
[01:51:52.276 --> 01:51:57.059]  Remember, in a real economic crisis, non-hybrid seeds are the ultimate barter item.
[01:51:57.159 --> 01:51:59.441]  Go to SurvivalSeedBank.com today.
[01:51:59.561 --> 01:52:01.522]  That's SurvivalSeedBank.com.
[01:52:01.742 --> 01:52:03.703]  It's time for a home security quiz.
[01:52:04.024 --> 01:52:04.564]  Answer this.
[01:52:04.964 --> 01:52:17.212]  What effective home security device is smaller than a coffee cup, fakes out burglars into thinking someone is home at your house while you're away, plugs into any wall outlet, is recommended by many police departments, and sells for less than $35?
[01:52:18.473 --> 01:52:20.173]  Yes, it's fake TV.
[01:52:20.634 --> 01:52:22.734]  This year about one in every 50 U.S.
[01:52:22.774 --> 01:52:26.555]  homes will have a break-in, with burglars usually picking the easy target.
[01:52:26.855 --> 01:52:29.196]  A dark house that looks like no one is home.
[01:52:29.436 --> 01:52:37.258]  Fake TV is a small electronic security device that makes it look like someone is home watching TV by simulating the light from a real TV.
[01:52:37.478 --> 01:52:40.219]  It's like a lamp on a timer, but far more convincing.
[01:52:40.439 --> 01:52:40.879]  And for only $34.95,
[01:52:42.219 --> 01:52:47.344]  Fake TV could be the difference between coming home to a secure house or one that's been ransacked.
[01:52:47.524 --> 01:52:50.167]  Go to faketv.com or call 1-877-5-FAKE-TV.
[01:52:50.187 --> 01:52:51.548]  That's 877-532-5388 or go to faketv.com.
[01:52:51.728 --> 01:52:53.430]  Fake TV, the burglar deterrent.
[01:53:01.698 --> 01:53:05.221]  Digestive health is the key to wellness and elimination of toxins.
[01:53:05.562 --> 01:53:06.282]  That bears repeating.
[01:53:06.583 --> 01:53:10.126]  Digestive health is the key to wellness and elimination of toxins.
[01:53:10.486 --> 01:53:14.750]  And Pro-EM1 Daily Probiotic Cleanse is the key to digestive health.
[01:53:15.051 --> 01:53:20.516]  Pro-EM1 is a powerful liquid probiotic, strong enough to cleanse, gentle enough to use every day.
[01:53:20.896 --> 01:53:23.097]  Pro-EM1 is dairy, wheat, and soy free.
[01:53:23.357 --> 01:53:25.618]  Contains all natural and certified organic ingredients.
[01:53:25.858 --> 01:53:27.759]  Contains no preservatives or animal products.
[01:53:27.999 --> 01:53:29.960]  Supports a healthy digestive and immune system.
[01:53:30.100 --> 01:53:30.841]  Supports weight loss.
[01:53:31.121 --> 01:53:32.621]  Improves absorption of food nutrients.
[01:53:32.922 --> 01:53:34.322]  Aids in controlling yeast infections.
[01:53:34.582 --> 01:53:35.823]  Is never freeze-dried.
[01:53:36.143 --> 01:53:40.025]  And uses three groups of live, viable, beneficial microbes to cleanse and remove toxins.
[01:53:40.365 --> 01:53:43.808]  Order Pro-EM1 Daily Probiotic Cleanse at Terragonics.com.
[01:53:44.148 --> 01:53:47.770]  Spelled T-E-R-A-G-A-N-I-X dot com.
[01:53:48.051 --> 01:53:49.191]  Terragonics dot com.
[01:53:49.592 --> 01:53:50.412]  Or call toll free 866-369-3678.
[01:53:50.432 --> 01:53:50.873]  That's 866-369-3678.
[01:53:50.893 --> 01:53:51.973]  Pro-EM1, the raw probiotic.
[01:54:26.687 --> 01:54:29.759]  Cross my finger, hope to die, stick a needle in my eye.
[01:54:31.104 --> 01:54:31.967]  I will get to the...
[01:54:34.122 --> 01:54:37.164]  Asteroid news at the start of the next hour.
[01:54:37.184 --> 01:54:37.704]  I will get to that.
[01:54:37.724 --> 01:54:38.965]  I'm going to go to your calls as well.
[01:54:39.505 --> 01:54:43.627]  And I've got to get into the Second Amendment and economy news, but I already started getting into the economy news.
[01:54:44.708 --> 01:54:48.469]  And DHS purchased 21.6 million bullets, more rounds of ammunition.
[01:54:48.509 --> 01:54:50.270]  That's up almost 1.7 billion.
[01:54:50.951 --> 01:54:54.393]  TheMightyDrudgeReport.com had that as one of the featured stories yesterday.
[01:54:54.433 --> 01:54:56.834]  Always appreciate helping get that news out, Drudge.
[01:54:57.454 --> 01:54:59.275]  Right now, let's go to your phone calls.
[01:54:59.315 --> 01:54:59.995]  Thank you for holding.
[01:55:00.095 --> 01:55:01.616]  John in Georgia.
[01:55:02.016 --> 01:55:02.797]  You were on the air, sir.
[01:55:04.468 --> 01:55:04.908]  Yes, sir.
[01:55:04.948 --> 01:55:09.849]  Mr. Jones, I listened to a dissertation not too long ago.
[01:55:10.349 --> 01:55:20.612]  I can't remember what channel it was on, but they were talking about an internal banking document from 1862 called the Hazard Circular.
[01:55:21.532 --> 01:55:25.193]  In it, they discussed the value of man and their livelihood.
[01:55:25.413 --> 01:55:32.155]  They discussed chattel slavery versus debt slavery and how much they profited
[01:55:33.197 --> 01:55:38.339]  Off of chattel slavery, which is ownership, versus debt slavery.
[01:55:38.659 --> 01:55:40.439]  And they found out... No, I'm familiar with that.
[01:55:40.459 --> 01:55:41.460]  It's a famous document.
[01:55:41.480 --> 01:55:46.682]  Yeah, and they found that it's better for someone to think they're free than be a debt slave because you get it over and over again.
[01:55:48.042 --> 01:55:51.303]  And it woke me up because I'm a debt slave, pretty much.
[01:55:51.943 --> 01:55:56.725]  And I was wondering if you had time sometime, could you post an article or discuss that?
[01:55:57.284 --> 01:55:59.806]  Yes, I'd forgotten about that particular circular.
[01:55:59.826 --> 01:56:00.666]  There's a bunch of those.
[01:56:00.687 --> 01:56:07.531]  There's like one in 1898 where, and this was published in the Banking Association letter.
[01:56:08.252 --> 01:56:11.034]  It was like internal newspapers just for the Banking Association.
[01:56:12.195 --> 01:56:14.477]  I forget the exact, like the National Banking Association.
[01:56:14.517 --> 01:56:14.837]  It was like
[01:56:15.177 --> 01:56:16.258]  Americans are too smart.
[01:56:16.278 --> 01:56:17.278]  They're getting uppity.
[01:56:17.679 --> 01:56:19.020]  We're going to take over education.
[01:56:19.040 --> 01:56:20.040]  We're going to buy up the newspapers.
[01:56:20.060 --> 01:56:20.821]  We're going to dumb them down.
[01:56:20.841 --> 01:56:22.442]  There's even a book written on that.
[01:56:22.782 --> 01:56:24.903]  It's just amazing stuff because it's the same thing.
[01:56:24.943 --> 01:56:26.304]  The elites communicate with each other.
[01:56:26.525 --> 01:56:27.485]  They've got a lot of minions.
[01:56:27.505 --> 01:56:29.366]  They've got to get, you know, the game plan out.
[01:56:29.426 --> 01:56:30.547]  You can get their playbook.
[01:56:31.368 --> 01:56:34.450]  It's just that it's not widely published and that's what CFR does.
[01:56:34.990 --> 01:56:37.472]  You know, they just, I mean, it's like Brookings Institute.
[01:56:38.736 --> 01:56:39.217]  Or others.
[01:56:39.777 --> 01:56:46.502]  There's a Brookings Institute, it's as elite as it gets, and they put a big paper out admitting our government staging the terror attacks and running Al Qaeda.
[01:56:46.522 --> 01:56:49.684]  I mean, there's a link to it at Infowars.com.
[01:56:50.885 --> 01:56:58.030]  They have a senior retired CIA commander, ran whole operations admitting it, but just saying, you guys need to know, this is what's happening.
[01:56:58.757 --> 01:57:01.918]  And it's not because they're even saying, get rid of it, it's bad, let's stop.
[01:57:02.358 --> 01:57:03.938]  They always couch it slightly like that.
[01:57:04.238 --> 01:57:05.858]  It's, oh yeah, this is all real.
[01:57:06.138 --> 01:57:09.379]  I mean, they've got to explain that to Brookings Institute people?
[01:57:09.479 --> 01:57:12.099]  I mean, you guys, you guys don't know that?
[01:57:12.179 --> 01:57:13.560]  You run major companies and stuff?
[01:57:13.600 --> 01:57:14.460]  I mean, you know, come on.
[01:57:15.180 --> 01:57:15.520]  Come on.
[01:57:15.580 --> 01:57:16.360]  This is ridiculous.
[01:57:16.600 --> 01:57:18.900]  But I'll get into the MO of the shooter next hour.
[01:57:18.940 --> 01:57:21.081]  That is so important to understand everything.
[01:57:21.921 --> 01:57:23.301]  But yes, I'm glad you brought that up.
[01:57:23.341 --> 01:57:26.102]  In fact, I wrote it so bad I can't even read my own writing.
[01:57:26.362 --> 01:57:27.402]  What was the name of that circular?
[01:57:28.462 --> 01:57:29.644]  We're good to go.
[01:57:38.206 --> 01:57:40.828]  And, uh, to me it's tied- I feel like it's tied together.
[01:58:08.146 --> 01:58:09.487]  Indentured servitude is different than that.
[01:58:09.627 --> 01:58:11.209]  The point is there's a lot of different variants.
[01:58:11.990 --> 01:58:15.093]  But yes, they figured out that just get everybody's debt slaves.
[01:58:15.113 --> 01:58:15.853]  You're absolutely right.
[01:58:15.953 --> 01:58:18.336]  I will pull up the hazard circular.
[01:58:18.376 --> 01:58:19.377]  I think that's online.
[01:58:20.217 --> 01:58:20.958]  We'll look into that.
[01:58:21.358 --> 01:58:22.119]  God bless you, sir.
[01:58:22.259 --> 01:58:23.480]  Great taking calls like that.
[01:58:23.821 --> 01:58:25.602]  Dr. Jones from
[01:58:27.981 --> 01:58:29.743]  North Carolina, you're up next.
[01:58:30.263 --> 01:58:32.626]  And then we're gonna go to Catherine, Julie, and many others.
[01:58:32.666 --> 01:58:34.948]  Toll-free number to join us, 800-259-9231.
[01:58:34.968 --> 01:58:38.973]  The next hour is only minutes away.
[01:58:42.136 --> 01:58:44.018]  You are listening to GCN.
[01:58:45.680 --> 01:58:47.822]  Visit GCNlive.com today.
[01:58:51.756 --> 01:58:55.798]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[01:58:55.858 --> 01:58:56.979]  Don't be one of them!
[01:58:57.099 --> 01:59:02.641]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[01:59:02.801 --> 01:59:12.406]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[01:59:12.606 --> 01:59:19.269]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:59:19.389 --> 01:59:23.492]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:59:23.732 --> 01:59:32.698]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[01:59:32.838 --> 01:59:36.280]  The Science Digest Journal says, silver is our mightiest germ fighter.
[01:59:36.500 --> 01:59:40.163]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:59:40.323 --> 01:59:44.846]  Go to supernaturalsilver.com today and use the promo code silver2012 for 20% off.
[01:59:46.707 --> 01:59:50.250]  That's supernaturalsilver.com and like us on Facebook.
[01:59:54.634 --> 01:59:56.576]  Waging war on corruption.
[01:59:57.036 --> 01:59:59.779]  Alex Jones on the GCM Radio Network.
[02:00:06.363 --> 02:00:10.545]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:11.205 --> 02:00:12.005]  You want answers?
[02:00:12.785 --> 02:00:14.686]  Well, so does he.
[02:00:14.706 --> 02:00:17.987]  He's Alex Jones on the GCN Radio Network.
[02:00:18.527 --> 02:00:22.569]  And now, live from Austin, Texas, Alex Jones.
[02:00:23.675 --> 02:00:27.197]  Alright, let's continue with your calls, and I'm getting into this near-Earth asteroid.
[02:00:27.217 --> 02:00:29.879]  One of the closest on recorded record.
[02:00:29.899 --> 02:00:31.480]  I mean, it's coming mooey close.
[02:00:31.500 --> 02:00:34.782]  And real threats that face society, and a lot more.
[02:00:35.002 --> 02:00:38.144]  Not because we're scared of the threats, we want to do something about the threats.
[02:00:38.725 --> 02:00:41.307]  But right now, let's talk to Dr. Jones in North Carolina.
[02:00:41.347 --> 02:00:42.547]  Thanks for holding and being patient.
[02:00:43.068 --> 02:00:43.668]  You're on the air.
[02:00:44.809 --> 02:00:45.329]  Good afternoon.
[02:00:45.449 --> 02:00:47.991]  Very quickly, I got in touch with a friend.
[02:00:48.607 --> 02:00:52.069]  And they got me in touch with a family, a young man, 24 years old.
[02:00:52.449 --> 02:00:54.911]  His name is Andrew Stevens.
[02:00:55.111 --> 02:00:55.831]  He's in the Navy.
[02:00:56.192 --> 02:01:01.995]  He was charged with felony attempt, I think even perhaps murder, but definitely felony child abuse.
[02:01:02.515 --> 02:01:03.256]  Classic case.
[02:01:03.756 --> 02:01:10.440]  The child was three months old, all of a sudden became nauseous, became dazed in and out of consciousness.
[02:01:10.840 --> 02:01:14.923]  It turns out, of course, the child was damaged from vaccines, the two-month vaccines.
[02:01:15.290 --> 02:01:19.031]  Here's a family, the wife is in the National Guard.
[02:01:19.491 --> 02:01:20.991]  I know, I see this all the time.
[02:01:21.051 --> 02:01:22.452]  They get a double goody.
[02:01:22.472 --> 02:01:29.893]  Because now the doctors tell you, you may get sick and vomit and have convulsions, but then they arrest you as well because they can't say they did it.
[02:01:29.993 --> 02:01:31.413]  That's how the eugenics works.
[02:01:32.474 --> 02:01:33.094]  Tell me his name.
[02:01:34.414 --> 02:01:36.014]  The young man's name is Andrew Stevens.
[02:01:36.074 --> 02:01:37.755]  He's in jail right now in Newport News.
[02:01:38.962 --> 02:01:47.824]  His attorney, a public defender, has an engineering background, and has defended seven times people charged with shaking baby syndrome.
[02:01:48.084 --> 02:01:59.006]  Oh, I know, because it didn't exist until the vaccine, so their cover story was, all these babies, it's not that they got the shots today, you know, they either died a few months or 18 months, and they got the shots.
[02:01:59.546 --> 02:02:05.607]  But see, their problem is that they're so deadly now, you have the convulsion there, or in the car, and there's no witnesses, so the cops are like,
[02:02:07.054 --> 02:02:08.735]  You know, the cops are just order takers.
[02:02:09.075 --> 02:02:12.857]  And they're told, when they get back to the hospital, the hospital goes, the parent did it.
[02:02:12.877 --> 02:02:18.280]  Because there's inflammation on the brain, the autoimmune response, and then they send you to jail.
[02:02:18.480 --> 02:02:20.781]  I mean, you already brain damaged their kid for fun!
[02:02:20.801 --> 02:02:22.082]  You want to put them in jail?
[02:02:22.102 --> 02:02:23.283]  They're like, yeah, black ops!
[02:02:23.903 --> 02:02:29.048]  So, yeah, no, I mean, too bad the public's finding out you won't get to kill more kids.
[02:02:30.169 --> 02:02:31.690]  Loving little government.
[02:02:32.711 --> 02:02:37.516]  So, Andrew Stevens, public defender, where is he located?
[02:02:37.536 --> 02:02:38.997]  Newport News.
[02:02:39.338 --> 02:02:45.724]  In this case, the baby's alive, but the key was the bleeding started right about the neurosurgeon said
[02:02:46.582 --> 02:02:47.063]  We're good to go.
[02:03:00.629 --> 02:03:02.831]  And then all of a sudden they say it causes damage.
[02:03:03.131 --> 02:03:07.093]  The D-Tap shot causes scurvy, which causes the bleeding.
[02:03:07.173 --> 02:03:11.196]  Moreover, the mother, when she was pregnant, she took a T-Dap shot.
[02:03:11.516 --> 02:03:12.817]  She also took the flu shot.
[02:03:12.877 --> 02:03:15.119]  So again, people have to understand out there.
[02:03:15.139 --> 02:03:17.580]  Your friends, your family, your... Listen, listen, listen.
[02:03:17.620 --> 02:03:19.061]  They started four years ago.
[02:03:19.362 --> 02:03:20.302]  You can pull this up.
[02:03:20.803 --> 02:03:23.684]  Doctors now say it's normal to have a convulsion, your child.
[02:03:24.085 --> 02:03:26.747]  Your child's gonna need to shove a wooden spoon in their mouth.
[02:03:27.007 --> 02:03:30.329]  They're gonna flop around trying to bite their tongue off, and they may not talk for a few days.
[02:03:31.089 --> 02:03:35.271]  Now, hopefully you don't figure out we did it so I can put you in jail, Honeycakes.
[02:03:36.391 --> 02:03:39.573]  The government is so corrupt, ladies and gentlemen.
[02:03:40.273 --> 02:03:45.835]  So, in fact, I just got a confirmed story from one of my crew that would blow you away.
[02:03:45.855 --> 02:03:48.416]  I haven't been authorized to tell the story yet because I didn't even ask if I could.
[02:03:50.973 --> 02:03:51.754]  It doesn't even matter.
[02:03:52.334 --> 02:03:53.275]  Look, we're in trouble.
[02:03:53.776 --> 02:04:01.063]  You got a class of people that think they're Marie Antoinette, who think they're God, and they're lined up to have an orgy.
[02:04:01.703 --> 02:04:06.067]  A political orgy of stealing and grabbing and weirdness.
[02:04:06.127 --> 02:04:07.429]  And they feel powerful together.
[02:04:07.709 --> 02:04:09.451]  They're arming up against us.
[02:04:09.751 --> 02:04:10.291]  They're nuts.
[02:04:10.431 --> 02:04:10.912]  They're nuts.
[02:04:11.452 --> 02:04:13.594]  And you've still got a lot of good people that work in the system.
[02:04:14.475 --> 02:04:17.717]  But they're being spurred on by the corporate interests that want this tyranny.
[02:04:18.817 --> 02:04:20.598]  And I'm glad you called in about this, gentlemen.
[02:04:20.818 --> 02:04:21.999]  Sounds like you're trying to help them.
[02:04:22.019 --> 02:04:25.441]  Do you have an email so folks can rally to you to try to help these folks?
[02:04:26.321 --> 02:04:29.142]  No, the only contact I have is a public defender of Newport News.
[02:04:29.463 --> 02:04:33.445]  The key is people have to realize it's going to happen to your friends, your family.
[02:04:33.485 --> 02:04:38.747]  If you don't tell them, do not take the vaccine, you're going to wake up and say, my brother's perfectly fine.
[02:04:38.987 --> 02:04:40.128]  He didn't abuse a child.
[02:04:40.528 --> 02:04:42.209]  And the jury is going to think, hey,
[02:04:42.629 --> 02:04:45.211]  No babies ever get... Well, they love putting somebody in prison.
[02:04:45.231 --> 02:04:46.252]  They're sycophants.
[02:04:46.592 --> 02:04:49.034]  It's good people and sycophants in this country.
[02:04:49.895 --> 02:04:51.856]  You've got to tell people, okay, go ahead and take the shot.
[02:04:52.397 --> 02:04:55.159]  But when Billy doesn't talk again, they're going to put you in jail, okay?
[02:04:55.579 --> 02:04:57.361]  Now just, okay, they want to kill your kid.
[02:04:57.641 --> 02:04:58.221]  We'll be right back.
[02:04:58.262 --> 02:04:58.662]  Stay with us.
[02:05:05.845 --> 02:05:06.766]  Tyranny is here.
[02:05:07.106 --> 02:05:10.627]  The grim future foretold in 1984 has become reality.
[02:05:10.647 --> 02:05:13.289]  It really says that the state is God.
[02:05:13.429 --> 02:05:18.712]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:05:19.132 --> 02:05:25.375]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[02:05:25.795 --> 02:05:31.358]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:05:31.778 --> 02:05:35.440]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[02:05:35.960 --> 02:05:39.943]  Prepare to enter the secretive world of emergency dictatorship.
[02:05:40.244 --> 02:05:45.728]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[02:05:46.188 --> 02:05:49.170]  It's only the beginning of the New World Order's hellish plan.
[02:05:49.751 --> 02:05:51.172]  The police state isn't coming.
[02:05:51.712 --> 02:05:52.193]  It's here.
[02:05:52.853 --> 02:05:59.639]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[02:06:01.658 --> 02:06:03.279]  Introducing Pro-1.
[02:06:03.539 --> 02:06:07.062]  All of your filtration in one system, portable, on-the-go.
[02:06:07.202 --> 02:06:11.605]  No more do you have two or three filters to just reduce sodium fluoride.
[02:06:11.725 --> 02:06:17.729]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[02:06:17.849 --> 02:06:28.636]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[02:06:28.856 --> 02:06:31.478]  It is the only one that does it and out of the gate.
[02:06:31.678 --> 02:06:35.120]  We have it discounted at 10% off with promo code WATER.
[02:06:35.320 --> 02:06:52.329]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilic acid, not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[02:06:52.649 --> 02:06:57.951]  Get your ProPure with the new Pro1 filters today at InfoWarsTore.com calling 888-253-3139.
[02:07:03.473 --> 02:07:11.159]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[02:07:11.599 --> 02:07:15.222]  Alex and his staff have used these pure soap products for years.
[02:07:15.662 --> 02:07:22.467]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[02:07:22.968 --> 02:07:25.790]  See them on the web at 5starsoap.com.
[02:07:25.990 --> 02:07:30.494]  Or call 800-340-7091 for a free catalog.
[02:07:30.834 --> 02:07:36.499]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[02:07:36.760 --> 02:07:41.884]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[02:07:42.184 --> 02:07:43.806]  This is an amazing deal.
[02:07:44.166 --> 02:07:48.770]  You can save thousands of dollars and you will love the way real soap makes you feel.
[02:07:49.391 --> 02:07:51.873]  See them on the web at 5starsoap.com.
[02:07:52.433 --> 02:07:57.039]  Or call 800-340-7091 for a free catalog.
[02:08:04.327 --> 02:08:12.076]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[02:08:24.199 --> 02:08:44.379]  We're about to cover the field, the waterfront, when it comes to key news and information on the economy, on civilization ending threats to humanity, on huge attacks on the Second Amendment, California introducing legislation to make all semi-auto firearms be turned into the government, and it's just a minor footnote in the news.
[02:08:44.980 --> 02:08:47.462]  That's all up at PrisonPlanet.com and InfoWars.com.
[02:08:48.363 --> 02:08:56.169]  Again, we are a radio transmission, simulcasting video and a full production at InfoWarsNews.com or PrisonPlanet.tv.
[02:08:58.306 --> 02:09:04.749]  And I want to spend a few minutes, I've already talked about it some, but I really want to give you my take on Los Angeles gunmen motivated by racism.
[02:09:05.369 --> 02:09:11.472]  They're now saying in a London Telegraph and ABC News that there were racist police, that's why he has to go out and shoot white officers.
[02:09:12.973 --> 02:09:14.314]  People are saying, well, could it be staged?
[02:09:15.314 --> 02:09:20.817]  They're not going to stage something where somebody's out killing people and then saying he loves Obama and Biden.
[02:09:21.317 --> 02:09:24.239]  If somebody faked these manifestos,
[02:09:25.319 --> 02:09:32.323]  They have super advanced knowledge that I don't really think very many people have of the mindset of the Minion Enforcer class.
[02:09:33.143 --> 02:09:36.165]  Okay, this person deserves a Nobel Prize in Literature if it's fake.
[02:09:36.405 --> 02:09:36.985]  And it could be.
[02:09:37.766 --> 02:09:38.206]  It could be.
[02:09:39.127 --> 02:09:40.167]  I mean, you never know.
[02:09:40.187 --> 02:09:45.110]  They may have killed this guy and this is some psyop, but it just doesn't... There's dozens of little points that say it's not.
[02:09:46.984 --> 02:09:48.284]  And we're going to be talking about that.
[02:09:48.644 --> 02:09:55.846]  And what does the government think if there's a civil war and the cops aren't out on motorcycles and they're hiding out with one guy?
[02:09:55.866 --> 02:10:00.627]  I mean, you know, in the real world, the guy was to kill cops is going to kill cops.
[02:10:01.047 --> 02:10:02.267]  You just have police ready.
[02:10:03.528 --> 02:10:07.368]  And when somebody gets killed, you vector in on that and get the guy.
[02:10:10.029 --> 02:10:13.190]  And he's all, your tabletop exercises won't help you and all this stuff.
[02:10:13.210 --> 02:10:14.410]  I mean, he's playing soldier.
[02:10:15.748 --> 02:10:22.718]  He was trained to be a soldier and then to be a cop and then that didn't work out so now he's targeting you.
[02:10:22.778 --> 02:10:25.923]  That's why you don't want police who play soldier against the citizens.
[02:10:26.323 --> 02:10:29.368]  Soldiers go and burn down cities and kill the enemy.
[02:10:32.615 --> 02:10:37.119]  Soldiers don't become your police or peace officers to negotiate the peace.
[02:10:37.339 --> 02:10:41.883]  See, it's never between like a, to use a cheesy analogy, a Jedi and a Sith.
[02:10:42.544 --> 02:10:45.827]  A Jedi is there to negotiate things and try to calm things down.
[02:10:46.067 --> 02:10:49.450]  Here, don't let this little one bother you.
[02:10:49.690 --> 02:10:50.931]  Let me get you something.
[02:10:52.112 --> 02:10:54.074]  I have the death sentence on 12 systems.
[02:10:56.394 --> 02:10:59.837]  I mean, you're trying to not get in a conversation.
[02:10:59.857 --> 02:11:05.841]  You're trying to de-escalate things, not prove you are Conan the Barbarian rolled into Audie Murphy.
[02:11:06.161 --> 02:11:16.049]  See, you act like Audie Murphy when there's ten times your number of Germans coming down with a column of trucks and tanks, and then you climb up on a burning tank, see, and you fight other men who are coming to kill you.
[02:11:16.289 --> 02:11:17.550]  You know they're coming to kill you!
[02:11:18.277 --> 02:11:19.878]  You know it's a stand-up fight.
[02:11:19.998 --> 02:11:21.039]  That's another army.
[02:11:21.679 --> 02:11:22.659]  Go be a soldier.
