[00:00:00.149 --> 00:00:02.172]  You're listening to GCN.
[01:49:25.593 --> 01:49:31.256]  Let's build a... And by the way, we've got to do this soon, because you were going to be on last week, but we had breaking news.
[01:49:31.757 --> 01:49:35.439]  Google has delisted us off Google News, years ago.
[01:49:35.839 --> 01:49:43.504]  Now they're putting out fake reports on Drudge and InfoWars, and even CNET News had to admit, it's Google software, we're not even running.
[01:49:43.824 --> 01:49:44.825]  Google is lying.
[01:49:45.165 --> 01:49:48.127]  This is exactly what they're calling for, what Paul Watson was saying.
[01:49:48.587 --> 01:49:57.054]  Their minutes at Bilderberg, they're planning to try to bring in a blacklist, like the D notices they have in England, to block our sites off the web.
[01:49:57.674 --> 01:50:00.076]  So, can we talk about that and the filter bubble?
[01:50:00.136 --> 01:50:01.277]  Because they go hand in hand.
[01:50:01.737 --> 01:50:11.144]  So, most people don't realize that there's this thing called a filter bubble, which is, you know, you think that Google is just going to give you the truth about everything all the time, because we view them, like I said earlier, like mom, right?
[01:50:11.204 --> 01:50:12.926]  You go to your mom, hey, why is the sky blue?
[01:50:12.946 --> 01:50:15.187]  And she'll do her best to give you the answer.
[01:50:15.648 --> 01:50:18.050]  You go to Google, though, and you say, why is the sky blue?
[01:50:18.750 --> 01:50:25.136]  And they take a look at your past history and say, well, let's see, what kind of answer do we think you're looking for?
[01:50:25.156 --> 01:50:38.507]  And if we think that you're looking for, and the reason this filter bubble is so important, they give you the answers that they think you are seeking based on your previous searches, based on their understanding of the little tiny bubble of demographics that they put you in.
[01:50:39.027 --> 01:50:44.632]  And the problem that this creates, Alex, is that when you and I go online and we look up, for example, Monsanto, right?
[01:50:44.932 --> 01:50:46.233]  Or Monsanto GMO.
[01:50:47.154 --> 01:50:51.675]  If we go on to Google and do that, you and I are both going to get a whole list of things telling you how terrible it is.
[01:50:51.715 --> 01:50:59.397]  They admitted social engineering to put us in our own bubble, and then phase two is they start twisting what's in that bubble as well.
[01:50:59.857 --> 01:51:02.358]  This is literally digital prisons.
[01:51:02.738 --> 01:51:04.858]  Google, folks, is the beast system.
[01:51:05.179 --> 01:51:06.779]  Google is evil incarnate.
[01:51:07.660 --> 01:51:08.921]  Great news, pure water lovers.
[01:51:09.361 --> 01:51:13.963]  Big Berkey Water Filters dot com has a special discount offer for all GCN listeners.
[01:51:14.243 --> 01:51:16.765]  You can't do better than a Big Berkey for economy.
[01:51:16.905 --> 01:51:22.247]  For only 1.7 cents a gallon, a single set of filters can last for 5 to 10 years.
[01:51:22.467 --> 01:51:27.630]  There's none better than a Big Berkey for emergency preparedness as a backup water source.
[01:51:27.930 --> 01:51:38.913]  And you just can't beat a Big Berkey to remove dangerous chlorine, all types of fluoride, pathogenic bacteria, cysts, parasites, and unhealthy byproducts from municipal water.
[01:51:39.073 --> 01:51:43.714]  Berkey water filter systems are even powerful enough to purify stagnant pond water.
[01:51:43.914 --> 01:51:50.036]  For the gold standard in water filters, get a Big Berkey at BigBerkeyWaterFilters.com.
[01:51:50.296 --> 01:51:54.717]  And all GCN listeners get 5% off all ceramic filter systems.
[01:51:55.017 --> 01:51:58.461]  For details, call 1-877-99-BERKEY.
[01:51:58.761 --> 01:52:02.486]  That's 877-99-BERKEY.
[01:52:02.786 --> 01:52:04.108]  Big Berkey Water Filters.
[01:52:04.348 --> 01:52:05.890]  For the love of clean water.
[01:52:06.711 --> 01:52:08.633]  In the last two years alone, the U.S.
[01:52:08.653 --> 01:52:10.435]  has seen huge losses to our food supply.
[01:52:10.775 --> 01:52:16.260]  In 2011, storms and floods raged across the U.S., costing us $20 billion in lost crops alone.
[01:52:17.021 --> 01:52:20.224]  In 2012, we saw the largest drought in the country in more than 50 years.
[01:52:20.484 --> 01:52:24.207]  You may think out of sight, out of mind, and so you don't think you will be affected.
[01:52:24.368 --> 01:52:25.549]  The fact is, you are.
[01:52:25.749 --> 01:52:26.529]  We all are.
[01:52:26.790 --> 01:52:29.112]  Food shortages drive prices up for everyone.
[01:52:29.392 --> 01:52:37.675]  You might not be able to control Mother Nature, but you can control your food prices by freezing the cost and availability of your food supply with eFoods Direct.
[01:52:37.875 --> 01:52:39.095]  Be prepared before you need it.
[01:52:39.275 --> 01:52:42.436]  With nutrient-dense food you can store for up to 25 years.
[01:52:42.736 --> 01:52:44.957]  You can hope for the best, but hope won't feed you.
[01:52:45.097 --> 01:52:49.478]  Do what I've done and get your own supply of the best storable foods out there from eFoods Direct.
[01:52:49.618 --> 01:52:55.480]  Call 800-409-5633 or visit them on the web at eFoodsDirect.com forward slash Alex.
[01:52:55.740 --> 01:52:57.141]  And check out their spring specials.
[01:52:57.381 --> 01:53:03.623]  Again, that number is 800-409-5633 or on the web at efoodsdirect.com forward slash Alex.
[01:53:03.863 --> 01:53:05.743]  You can bet your life on eFoods Direct.
[01:53:06.124 --> 01:53:08.064]  What's more amazing than a Swiss Army knife?
[01:53:08.464 --> 01:53:09.865]  A survival business card.
[01:53:10.045 --> 01:53:12.926]  It's 11 functions rolled into one pocket-sized tool.
[01:53:13.306 --> 01:53:16.528]  Including a sharp knife, a saw, a bottle opener, a can opener, too.
[01:53:16.888 --> 01:53:17.909]  It even has a wrench.
[01:53:18.229 --> 01:53:20.270]  It lays flat, fits right in your wallet.
[01:53:20.510 --> 01:53:22.792]  A survival multi-tool for your wallet.
[01:53:22.872 --> 01:53:24.232]  Leather-like sheath included.
[01:53:24.613 --> 01:53:26.734]  Designed to be practical and built to last.
[01:53:26.794 --> 01:53:27.534]  Yours free!
[01:53:27.674 --> 01:53:28.515]  That's right, free.
[01:53:28.835 --> 01:53:32.957]  Claim yours right now while supplies last at FreeSurvivalTool.com.
[01:53:32.997 --> 01:53:35.159]  Again, that's FreeSurvivalTool.com.
[01:53:35.879 --> 01:53:39.820]  Bills in front of Congress right now could take away your right to keep and bear arms.
[01:53:40.140 --> 01:53:45.841]  If Obama has his way, all guns will be either banned, restricted or confiscated, possibly by executive order.
[01:53:46.321 --> 01:53:48.541]  The best way to keep your guns is to hide them.
[01:53:48.701 --> 01:53:51.182]  What Obama can't find, Obama can't take away.
[01:53:51.342 --> 01:53:53.502]  You can protect your guns from any threat.
[01:53:53.742 --> 01:53:58.003]  Download our special report, How to Hide Your Guns, at GoHideYourGuns.com.
[01:53:58.163 --> 01:54:00.703]  Learn how to hide your guns while keeping them readily available.
[01:54:00.803 --> 01:54:02.944]  Get the report now before they make us take it down.
[01:54:03.224 --> 01:54:04.804]  On the web at GoHideYourGuns.com.
[01:54:19.318 --> 01:54:23.240]  You know what Hank Hill says about Google, don't you?
[01:54:25.081 --> 01:54:26.982]  That Google is just plain evil.
[01:54:27.002 --> 01:54:31.385]  I don't do a very good... a very good Hank Hill.
[01:54:31.405 --> 01:54:32.906]  We were just talking about Hank Hill during the break.
[01:54:34.407 --> 01:54:35.948]  I'll be gone, like I said.
[01:54:37.989 --> 01:54:39.750]  You know, I try to joke around about this stuff.
[01:54:39.790 --> 01:54:41.031]  This is ultra creepy.
[01:54:41.071 --> 01:54:42.552]  They plan to dominate the future.
[01:54:42.892 --> 01:54:44.393]  This is the future of warfare.
[01:54:44.713 --> 01:54:46.554]  They are robbing you of your privacy.
[01:54:46.954 --> 01:54:48.335]  And they think it's all a big joke.
[01:54:49.993 --> 01:54:52.395]  And it is a nightmare fight we're talking about.
[01:54:52.455 --> 01:54:54.616]  Katherine Albrecht is our guest in this segment and the next.
[01:54:55.056 --> 01:55:08.504]  And Richard Belzer is going to be joining us, because he was on during the Boston bombing when it happened, when we said, OK, if there's drills, if there's stand downs, if the patsies are connected to the FBI and CIA, you know it's a staged event.
[01:55:09.204 --> 01:55:10.385]  And then all of that happened.
[01:55:11.085 --> 01:55:12.526]  And now we know it was a staged event.
[01:55:13.246 --> 01:55:16.708]  And just like I told you, the IRS is persecuting people before this came out.
[01:55:17.329 --> 01:55:19.330]  I know a bunch of people being persecuted.
[01:55:20.822 --> 01:55:21.983]  I've had a little bit of it.
[01:55:23.044 --> 01:55:29.168]  I've talked to people inside the IRS, their biggest IRS center in the country's here in Austin, like two miles from where I sit.
[01:55:30.869 --> 01:55:35.812]  And again, Google makes the IRS look like angels because they are something from 1913.
[01:55:37.819 --> 01:55:42.721]  And it is just incredible how they've now come out and go, the IRS is watching your bank account without warrants.
[01:55:43.141 --> 01:55:46.082]  Oh, the Defense Department is watching everything you do in real time.
[01:55:46.423 --> 01:55:50.584]  And they're building all sorts of NSA bases everywhere with Google built next door.
[01:55:50.704 --> 01:55:52.045]  Google is their front.
[01:55:52.405 --> 01:55:54.606]  Google is so they're not under government oversight.
[01:55:55.026 --> 01:56:06.938]  Google was set up, Catherine Albrecht getting into how they try to put us into these reservations, and how important it is to break out of that, to use other search engines like startpage.com, it's quick.
[01:56:07.278 --> 01:56:10.621]  But whatever you do, just get away from the big guys.
[01:56:10.982 --> 01:56:12.083]  Get away from them now.
[01:56:12.443 --> 01:56:14.305]  What else do we do to fight these people?
[01:56:14.793 --> 01:56:24.655]  Well, I think first we have to understand it because when I was talking about this Monsanto example, and if I could just finish the example, it might clarify some things for some listeners who may not understand how this works.
[01:56:25.616 --> 01:56:35.218]  If you and my, let's say my father-in-law, both log on to Google.com and you both type in Monsanto GMO food.
[01:56:36.061 --> 01:56:51.747]  You're going to get page after page after page of links to like RT.com and you know, all these, environmentalworkinggroup.com, all these different groups that are going to tell you about how bad the genetic modification is, right?
[01:56:52.427 --> 01:56:53.247]  You've seen them, I've seen them.
[01:56:53.267 --> 01:56:55.828]  Because it knows you're already awake, so it lets you see that.
[01:56:55.908 --> 01:56:57.229]  Daddy ain't going to get any of that.
[01:56:57.509 --> 01:56:57.949]  That's right.
[01:56:58.069 --> 01:57:08.411]  Now, when my father-in-law logs on, he's going to get a bunch of investment links that say, hey, Monsanto's stock is up due to their GMO advancement in Africa.
[01:57:08.851 --> 01:57:16.413]  Or they might get a link that says, GMO crops are breaking new ground and improving health worldwide.
[01:57:16.813 --> 01:57:21.674]  Or GMO crops are praised by Ambassador So-and-So of, you know...
[01:57:21.954 --> 01:57:25.415]  Your Supreme Court rules in favor of Monsanto today.
[01:57:25.575 --> 01:57:41.379]  Yes, and so what this does, though, is it creates this notion for us, and this is really important to understand this, for those of us who are awake, it creates the impression that everybody else sees and knows what we know, but they just don't care.
[01:57:42.563 --> 01:57:46.526]  And so, we then say, well, don't you guys care about what Monsanto's doing?
[01:57:46.546 --> 01:57:49.109]  And they look at you and they're like, yeah, they're doing GMO stuff.
[01:57:49.149 --> 01:57:50.390]  And you're like, but don't you care?
[01:57:50.410 --> 01:57:52.211]  And they say, no, it's great.
[01:57:52.832 --> 01:57:59.938]  And so, because the information they're being fed is information about how great it is, oh yeah, they've introduced vitamin B into the rice.
[01:58:00.538 --> 01:58:05.179]  We do that on YouTube now, run by Google, and every ad company we use, Google ends up buying.
[01:58:05.199 --> 01:58:07.760]  They're creating this oligopoly, and you're absolutely right.
[01:58:07.780 --> 01:58:09.500]  That's why you've got to send links to people.
[01:58:09.740 --> 01:58:11.741]  You've got to show it to them on your smartphone.
[01:58:12.061 --> 01:58:12.641]  That's right.
[01:58:13.241 --> 01:58:15.022]  You've got to be active, folks.
[01:58:15.342 --> 01:58:17.442]  Don't just fight in the technocracy.
[01:58:17.983 --> 01:58:18.943]  Fight physically.
[01:58:19.463 --> 01:58:20.924]  Because they're ghettoizing us.
[01:58:21.104 --> 01:58:29.871]  And so, if they ghettoize you, and the people that you're trying to reach are seeing a completely different picture of reality, then you are not going to be able to reach them.
[01:58:29.891 --> 01:58:31.012]  You're not going to be able to talk to them.
[01:58:31.332 --> 01:58:34.934]  And the last thing in the world you've got to say to somebody is, oh, just Google it.
[01:58:35.575 --> 01:58:37.116]  Because they're not going to see you.
[01:58:37.256 --> 01:58:40.338]  Now explain how the Romans used ghettos and others.
[01:58:40.358 --> 01:58:44.201]  The ghettoization of Google, the Nazi command base.
[01:58:44.221 --> 01:58:44.682]  Stay with us.
[01:58:47.267 --> 01:58:49.148]  You are listening to GCN.
[01:58:50.790 --> 01:58:53.091]  Visit GCNlive.com today.
[01:58:57.534 --> 01:59:03.379]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[01:59:04.289 --> 01:59:10.192]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[01:59:11.053 --> 01:59:21.118]  Our most popular silver-based products are the 32-ounce Nano-Silver solutions, our 2-ounce Nano-Silver nasal applicators, as well as our all-natural silver soaps.
[01:59:21.998 --> 01:59:25.300]  Just released is our 100% natural silver gel.
[01:59:26.140 --> 01:59:32.324]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[01:59:33.064 --> 01:59:43.487]  But rather we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[01:59:44.307 --> 01:59:52.030]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[01:59:53.070 --> 01:59:55.991]  That's www.silverlungs.com
[01:59:59.730 --> 02:00:01.651]  Waging war on corruption.
[02:00:02.131 --> 02:00:04.993]  Alex Jones on the GCN Radio Network.
[02:00:11.477 --> 02:00:12.137]  Big Brother.
[02:00:12.797 --> 02:00:13.838]  Mainstream media.
[02:00:14.558 --> 02:00:15.739]  Government cover-ups.
[02:00:16.319 --> 02:00:17.140]  You want answers?
[02:00:17.900 --> 02:00:18.821]  Well, so does he.
[02:00:18.841 --> 02:00:23.123]  He's Alex Jones on the GCN Radio Network.
[02:00:23.643 --> 02:00:27.706]  And now, live from Austin, Texas, Alex Jones.
[02:00:29.853 --> 02:00:33.135]  Alright, Catherine Albrecht's been on with us, and she's only scratching the surface.
[02:00:33.235 --> 02:00:40.678]  I mean, she's a doctor, Harvard, studying science, technology, consumer affairs, and it is a revolution against humanity.
[02:00:40.738 --> 02:00:43.539]  Technology is an incredibly empowering thing.
[02:00:44.279 --> 02:00:44.800]  Like a gun.
[02:00:45.700 --> 02:00:47.641]  Can be used to hunt, protect yourself, whatever.
[02:00:47.921 --> 02:00:50.402]  But in the hands of bad guys, it's super bad.
[02:00:50.942 --> 02:00:52.302]  Well, this makes guns look tame.
[02:00:52.502 --> 02:00:57.764]  This makes bioweapons look tame, because they're able to track humans, study humans and control us.
[02:00:58.104 --> 02:01:11.349]  The globalists see themselves as a breakaway society, and they're creating these internet ghettos the last year, where they're killing the viral spread of liberty messages by only serving you your own YouTube videos.
[02:01:12.810 --> 02:01:16.575]  I mean, I can tell my wife did a few searches on the computer in our bedroom on tap dancing.
[02:01:16.615 --> 02:01:19.238]  She likes to dance tango, tap dancing.
[02:01:19.318 --> 02:01:20.039]  She does it all.
[02:01:20.760 --> 02:01:25.566]  And now, you know, I'm on there and it's tap dancing stuff everywhere instead of just anti-New World Order stuff.
[02:01:26.363 --> 02:01:34.915]  Now, I do such wide searches that mine isn't as bad, but I go to families' houses, or I go to other people's computers, and you can see also what they're into.
[02:01:35.536 --> 02:01:38.980]  And again, that is trying to keep... This is an ancient tactic.
[02:01:39.441 --> 02:01:41.864]  Catherine Albrecht, in closing, explain this to people.
[02:01:41.884 --> 02:01:42.926]  CatherineAlbrecht.com.
[02:01:43.419 --> 02:01:50.724]  Yes, so it's critical that people understand this because they're using the tools that we think open up our vistas to really close them.
[02:01:51.264 --> 02:02:00.730]  And you've mentioned Startpage, which is the private search engine that I helped to develop that lets you get to Google results without actually being tracked and monitored by Google.
[02:02:01.090 --> 02:02:12.038]  And it breaks you out of the filter bubble because when you go to start page, let's say you search for Monsanto, we give you just the generic Monsanto results because they don't have your tracking cookies and your history.
[02:02:12.058 --> 02:02:12.919]  They don't even know who you are.
[02:02:12.979 --> 02:02:15.120]  So they have to just serve you the generic results.
[02:02:15.160 --> 02:02:28.070]  So sometimes it's interesting just experimentally to go and see what does Google consider to be the generic results on topic X. And remember, even if you turn Google off and say don't have cookies, they break that on record.
[02:02:28.110 --> 02:02:29.931]  And I mean, this is a criminal group.
[02:02:30.393 --> 02:02:31.574]  Yeah, no, it's wild.
[02:02:31.674 --> 02:02:32.755]  And this is what they do.
[02:02:32.795 --> 02:02:36.318]  They figure out ways to get more information than you know that they're getting.
[02:02:36.338 --> 02:02:37.699]  I mean, that's what they're brilliant at.
[02:02:37.999 --> 02:02:49.409]  But the other thing, I want to remind people, and we don't talk about it very often when I come on the show, but ixquick, which is I-X-Q-U-I-C-K, ixquick.com, returns search results from everybody but Google.
[02:02:49.889 --> 02:02:58.056]  And the reason I really like ixquick is that there's times when you know that you're not getting the result you should be getting, or you're not being told something you should be getting told.
[02:02:58.576 --> 02:03:02.079]  And if you look on Google, you don't find it, because they know your history.
[02:03:02.519 --> 02:03:07.523]  You go to Startpage, you don't find it, potentially, because Startpage is giving you Google results, which we get from Google.
[02:03:07.543 --> 02:03:11.026]  We just strip out the privacy stuff, but we're giving you a straight feed from them.
[02:03:11.787 --> 02:03:16.991]  And then, if you're not finding it still, go to Ixquick, and I have found an incredible result.
[02:03:17.031 --> 02:03:20.694]  When I go to Ixquick.com and I search for something that I'm just not finding,
[02:03:20.814 --> 02:03:24.736]  All of a sudden I get all these links and results, like the whole first page is different!
[02:03:25.116 --> 02:03:27.077]  And I'm like, where has all this stuff been all my life?
[02:03:27.117 --> 02:03:28.238]  Like, where was this hiding?
[02:03:28.738 --> 02:03:33.540]  So, I would encourage people to, first of all, pull the Google needle out of your arm.
[02:03:33.600 --> 02:03:36.302]  Switch to Startpage as your homepage if you like the Google results.
[02:03:36.802 --> 02:03:40.144]  And then when you really want to go deeper, go to Ixquick or Makeit, your homepage.
[02:03:40.184 --> 02:03:40.744]  They're both great.
[02:03:41.696 --> 02:03:47.940]  The other thing I want to tell people is we have StartMail is now in internal beta testing.
[02:03:47.960 --> 02:03:49.841]  We're about to get you your free account, Alex.
[02:03:49.901 --> 02:03:50.481]  I can't wait.
[02:03:50.521 --> 02:03:52.683]  I'm so excited because it's fully encrypted.
[02:03:52.743 --> 02:03:53.803]  We're talking off the chart.
[02:03:53.923 --> 02:03:57.585]  Nobody, even us, can read anything that you write through StartMail.
[02:03:57.605 --> 02:03:59.967]  So all these people out here who are like, well, thanks, Catherine.
[02:04:00.287 --> 02:04:04.029]  You just told me my Yahoo account's going to get read and my Gmail's getting read.
[02:04:04.089 --> 02:04:06.491]  So what the heck are you going to propose as a solution?
[02:04:06.851 --> 02:04:07.671]  We're building it.
[02:04:07.851 --> 02:04:08.292]  It's built.
[02:04:08.832 --> 02:04:10.053]  It's startmail.com.
[02:04:10.353 --> 02:04:15.217]  There's a place on there where people, Alex Jones listeners, can go and sign up as beta testers on there.
[02:04:15.717 --> 02:04:17.118]  And it's done.
[02:04:17.258 --> 02:04:17.879]  It's made.
[02:04:17.979 --> 02:04:18.499]  It's here.
[02:04:18.659 --> 02:04:19.520]  I'm so excited.
[02:04:19.700 --> 02:04:21.281]  I've been testing it out, kicking the tires.
[02:04:21.341 --> 02:04:21.902]  I love it.
[02:04:22.342 --> 02:04:29.848]  And we're talking about a user vault that is so well encrypted, as I said, even we cannot read the email of people who send email on our system.
[02:04:30.268 --> 02:04:38.094]  And that's the kind of thing we need to see, not just in search engines like Startpage and XQuick and Startmail, but we need to see it in everything.
[02:04:38.314 --> 02:04:38.914]  Absolutely.
[02:04:39.014 --> 02:04:41.755]  Google is trying to shut down the real alternative media.
[02:04:42.116 --> 02:04:45.637]  We have to have an exodus away from all their systems as much as we can.
[02:04:45.657 --> 02:04:48.258]  They're like half the web now, so it's hard.
[02:04:48.638 --> 02:04:51.079]  So that we build alternatives to them.
[02:04:51.299 --> 02:04:52.340]  They are forcing us.
[02:04:53.420 --> 02:04:55.061]  Necessity is the mother of invention.
[02:04:55.361 --> 02:04:58.082]  Catherine Albrecht, we'll talk to you again very, very soon.
[02:04:58.122 --> 02:04:58.783]  Thank you so much.
[02:04:59.003 --> 02:04:59.683]  Thank you, Alex.
[02:04:59.743 --> 02:05:00.303]  Always a pleasure.
[02:05:00.503 --> 02:05:01.404]  Always a pleasure having you.
[02:05:01.844 --> 02:05:06.306]  All right, we got Richard Belzer coming up, and I'm going to recap the top stories and hit some breaking news.
[02:05:06.886 --> 02:05:08.807]  In the last two years alone, the U.S.
[02:05:08.827 --> 02:05:10.787]  has seen huge losses to our food supply.
[02:05:10.987 --> 02:05:16.489]  In 2011, storms and floods raged across the U.S., costing us $20 billion in lost crops alone.
[02:05:16.689 --> 02:05:20.471]  In 2012, we saw the largest drought in the country in more than 50 years.
[02:05:20.751 --> 02:05:24.512]  You may think out of sight, out of mind, and so you don't think you will be affected.
[02:05:24.672 --> 02:05:25.873]  The fact is, you are.
[02:05:26.073 --> 02:05:26.833]  We all are.
[02:05:27.073 --> 02:05:29.414]  Food shortages drive prices up for everyone.
[02:05:29.714 --> 02:05:38.081]  You might not be able to control Mother Nature, but you can control your food prices by freezing the cost and availability of your food supply with eFoods Direct.
[02:05:38.281 --> 02:05:39.502]  Be prepared before you need it.
[02:05:39.662 --> 02:05:42.845]  With nutrient-dense food you can store for up to 25 years.
[02:05:43.145 --> 02:05:45.407]  You can hope for the best, but hope won't feed you.
[02:05:45.547 --> 02:05:49.950]  Do what I've done and get your own supply of the best storable foods out there from eFoods Direct.
[02:05:50.090 --> 02:05:55.995]  Call 800-409-5633 or visit them on the web at efoodsdirect.com forward slash Alex.
[02:05:56.235 --> 02:05:57.656]  And check out their spring specials.
[02:05:57.896 --> 02:06:04.160]  Again, that number is 800-409-5633 or on the web at efoodsdirect.com forward slash Alex.
[02:06:04.400 --> 02:06:06.281]  You can bet your life on eFoods Direct.
[02:06:07.321 --> 02:06:18.645]  With health threats on the rise, such as West Nile virus, MRSA, CRE, and now the new bird flu recently discovered in China, there has never been a more crucial time to support your immune system.
[02:06:18.945 --> 02:06:31.849]  Supernatural Silver is a revolutionary new silver solution that is clinically shown to be several hundred times more effective than colloidal or ionic silver, and is powerful enough to help protect you and your family.
[02:06:32.170 --> 02:06:36.171]  Supernatural Silver is scientifically supported, highly effective,
[02:06:36.391 --> 02:06:39.733]  And perfect for everyday use inside the body as well as out.
[02:06:39.873 --> 02:06:44.035]  The Science Digest Journal says, Silver is our mightiest germ fighter.
[02:06:44.316 --> 02:06:48.338]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[02:06:48.698 --> 02:06:54.762]  Supernatural Silver is the number one choice of thousands for improved health and immune system support.
[02:06:54.902 --> 02:07:02.446]  To find out how Supernatural Silver can change your life, go to SupernaturalSilver.com and use the promo code SPRINGBECK.
[02:07:02.566 --> 02:07:02.886]  We're good.
[02:07:18.257 --> 02:07:29.422]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American made products.
[02:07:29.702 --> 02:07:35.905]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[02:07:36.365 --> 02:07:39.367]  You're getting soap products twice as good as what you're using now.
[02:07:39.907 --> 02:07:44.330]  This is an amazing deal and you will love the way real soap makes your skin feel.
[02:07:44.570 --> 02:07:51.635]  Call 1-800-340-7091 or visit www.5starsoap.com.
[02:07:51.955 --> 02:07:56.038]  Alex and his staff have used these earth-friendly pure soaps for years.
[02:07:56.578 --> 02:08:01.441]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[02:08:18.214 --> 02:08:21.136]  It began with the forging of the Great Rings.
[02:08:22.357 --> 02:08:27.561]  Three were given to the Elves, immortal, wisest and fairest of all beings.
[02:08:29.803 --> 02:08:35.367]  Seven to the Dwarf Lords, great miners and craftsmen of the Mountain Halls.
[02:08:37.408 --> 02:08:38.029]  And nine.
[02:08:38.789 --> 02:08:44.834]  Nine rings were gifted to the race of men who, above all else, desire power.
[02:08:46.991 --> 02:08:51.257]  For within these rings was bound the strength and will to govern each race.
[02:08:53.741 --> 02:08:56.144]  But they were all of them deceived.
[02:08:57.145 --> 02:08:58.748]  For another ring was made.
[02:09:00.157 --> 02:09:10.228]  In the land of Mordor, in the fires of Mount Doom, the Dark Lord Sauron forged in secret a master ring to control all others.
[02:09:11.069 --> 02:09:17.676]  And into this ring he poured his cruelty, his malice, and his will to dominate all life.
[02:09:20.539 --> 02:09:21.200]  One ring.
[02:09:34.179 --> 02:09:35.840]  The Alex Jones Show.
[02:09:36.301 --> 02:09:39.003]  Because there is a war on for your life.
[02:09:40.404 --> 02:09:44.828]  The ever-watchful eyes of Google are upon you.
[02:09:47.471 --> 02:09:48.411]  Ever-watchful.
[02:09:49.252 --> 02:09:49.933]  Ever-waiting.
[02:09:51.761 --> 02:09:57.345]  Ever-staring, a lidless eye wreathed in flame.
[02:09:58.346 --> 02:10:07.672]  It knows all your medical conditions, your history, where you eat, what size and color underwear your wife wears, what type of sex you're into.
[02:10:08.393 --> 02:10:12.055]  But you can trust the Bilderberg grid that created Google and runs it.
[02:10:12.696 --> 02:10:15.338]  You can trust them all to have your data.
[02:10:16.138 --> 02:10:22.402]  You can trust your child to be raised by the smartphone built in Chinese slave grids.
[02:10:23.222 --> 02:10:30.486]  You can trust the New World Order to put you in a technotronic ghetto and destroy your mind.
[02:10:31.107 --> 02:10:35.850]  And you can trust Bill Gates to take all the vaccines he has for you and your family.
[02:10:36.690 --> 02:10:46.299]  You can trust Monsanto with Bill Gates on the board, with the great food they produce that kills the rodents that are fed it, and the honeybees that eat it.
[02:10:46.919 --> 02:10:52.965]  You can trust the New World Order, because it's come to bring you life and prosperity.
[02:10:53.585 --> 02:10:58.947]  So drink deep from the sodium hydrofluorosilicic acid that comes out of your tap water.
[02:10:59.287 --> 02:11:08.190]  Don't read the Harvard study about it lowering your IQ and fertility and seven-fold increase in bone cancer and kidney cancer.
[02:11:08.630 --> 02:11:16.113]  Drink deeply from the delicious water of life given to you by your loving world government.
[02:11:17.475 --> 02:11:30.699]  And when you say a prayer at night, thank Google and thank the IRS for spying on you and using the data to persecute American scum that promote the Constitution.
[02:11:31.299 --> 02:11:38.901]  And thank the government god that it's training that homeschoolers are terrorists and drills nationwide.
[02:11:39.681 --> 02:11:44.923]  Kneel before the great all-seeing eyes of Google, ever watching.
[02:11:46.301 --> 02:11:47.861]  Ever chronicling.
[02:11:48.782 --> 02:11:50.022]  Ever tracking.
[02:11:53.183 --> 02:11:59.944]  And I think you should go out to known criminal groups and give them your credit card numbers and everything else, and tell them when you're going to be home and when you're not.
[02:12:00.364 --> 02:12:01.765]  We should just publish all that.
[02:12:01.785 --> 02:12:05.605]  Look at how common criminals use Facebook to rob people.
[02:12:05.845 --> 02:12:07.906]  When you go, look at all our new Christmas stuff!
[02:12:08.206 --> 02:12:10.847]  And today, woohoo, we're going to Cancun!
[02:12:11.067 --> 02:12:12.387]  We're going to be gone for a week!
[02:12:13.359 --> 02:12:19.143]  And then they find out off the data on the photos where you live that do location pinning.
[02:12:19.884 --> 02:12:22.326]  It's meant for Big Brother, but other criminals can use it.
[02:12:22.606 --> 02:12:25.188]  And then they rob your house!
[02:12:25.488 --> 02:12:26.969]  Yeah!
[02:12:27.369 --> 02:12:29.531]  What do you got to hide, baby?
[02:12:29.551 --> 02:12:40.399]  The last time he was on with us, time before last, we were talking about spy grids, and all of a sudden, into the view came Christopher Walken.
[02:12:41.246 --> 02:12:43.349]  No, I'm not joking, ladies and gentlemen.
[02:12:43.890 --> 02:12:53.002]  Sauntering into view came Christopher Walken, like an angel, flapping down from heaven to give us red wine and chicken recipes.
[02:12:54.284 --> 02:12:58.727]  And he was there, and he pointed out he has no computers in his house, no cell phones, no nothing.
[02:12:59.007 --> 02:13:01.968]  And I realize the only way in the future to do that is to have that.
[02:13:02.168 --> 02:13:11.093]  But you won't even be able to buy a washing machine in the future that doesn't have spy tech hooked into the smart meter, listening and watching and tracking everything you do.
[02:13:12.074 --> 02:13:14.635]  The government loves you and your children.
