[00:00:06.659 --> 00:00:07.920]  They fled from tyranny.
[00:44:53.399 --> 00:44:57.502]  And that set up for what we have today, which really is the high-tech explosion.
[00:44:58.683 --> 00:44:59.663]  People say, what do you mean?
[00:44:59.683 --> 00:45:00.524]  What's wrong with high tech?
[00:45:00.544 --> 00:45:01.485]  What's wrong with the computers?
[00:45:02.265 --> 00:45:04.327]  Digital things, software, robotics.
[00:45:05.388 --> 00:45:10.712]  There's nothing wrong with them exactly, but they are setting up a police state all around us.
[00:45:12.153 --> 00:45:15.155]  It's not something that we're going to see outside of us.
[00:45:15.615 --> 00:45:16.356]  We are stuck
[00:45:16.636 --> 00:45:17.417]  Inside of it.
[00:45:17.737 --> 00:45:19.218]  We're like in a box right now.
[00:45:19.238 --> 00:45:20.039]  We're in a vice.
[00:45:21.019 --> 00:45:24.462]  And in every case, there's a high-tech revolution going on.
[00:45:24.882 --> 00:45:28.845]  And the elite are spending billions of dollars to put us in this vice.
[00:45:29.225 --> 00:45:31.967]  We need to know what's going on, what's happening for the future.
[00:45:33.148 --> 00:45:37.732]  The next 10 or 20 years, if we stay around that long.
[00:45:38.873 --> 00:45:43.276]  But there are things that are happening that people really need to understand.
[00:45:43.296 --> 00:45:45.678]  And I want to give you credit.
[00:45:46.318 --> 00:45:47.921]  For being the first on these issues.
[00:45:47.941 --> 00:45:49.663]  You know, I was telling you that I was at a newsstand.
[00:45:51.105 --> 00:45:52.126]  Actually at the supermarket.
[00:45:52.807 --> 00:45:54.310]  And there was your first issue.
[00:45:54.330 --> 00:45:56.433]  I didn't know you were going to put out a magazine.
[00:45:56.613 --> 00:45:58.856]  There was your first issue of InfoWars Magazine.
[00:45:59.076 --> 00:46:00.118]  I said, hey Wanda, look at this.
[00:46:00.899 --> 00:46:01.700]  They're on the cover.
[00:46:02.481 --> 00:46:04.443]  Well, it was about robotics.
[00:46:04.924 --> 00:46:07.487]  About how the military was using drones and other robots.
[00:46:07.827 --> 00:46:09.309]  Inside was a great article.
[00:46:09.789 --> 00:46:12.092]  I want to give people a quote from you about that.
[00:46:12.412 --> 00:46:16.557]  Because at that very moment, I was working on my new book, Robot Alchemy.
[00:46:17.158 --> 00:46:17.818]  And I said, wow!
[00:46:18.499 --> 00:46:19.580]  This fits perfectly.
[00:46:19.640 --> 00:46:32.095]  In fact, we'll show folks a document cam shot, a first look at the cover of one of the big coffee table-sized books that you've put out so many bestsellers of, like Codex Magicka, Robot, Robot Alchemy.
[00:46:32.115 --> 00:46:32.736]  Please continue.
[00:46:33.316 --> 00:46:36.460]  Well, you know, if we look at these three great revolutions,
[00:46:37.341 --> 00:46:43.345]  You know, Mikhail Gorbachev said everything in Russia, you know, from 1917 on, came from the French Revolution.
[00:46:43.625 --> 00:46:45.406]  But what do you have in the French Revolution?
[00:46:45.426 --> 00:46:46.367]  Illuminati Jacobins.
[00:46:46.487 --> 00:46:47.627]  Yeah, exactly.
[00:46:47.647 --> 00:46:49.368]  Illuminati Jacobins, that's right.
[00:46:50.229 --> 00:46:53.411]  You have Lord Rothschild and his beginnings at that time.
[00:46:54.311 --> 00:46:57.473]  You have the terror that began.
[00:46:57.493 --> 00:46:58.594]  The guillotine.
[00:46:58.634 --> 00:47:02.196]  That's how they got most of the big palaces in France and still own the Rothschild wine.
[00:47:02.676 --> 00:47:04.137]  Literally just stolen.
[00:47:05.118 --> 00:47:06.098]  I mean, amazing.
[00:47:07.039 --> 00:47:08.281]  You know, of course you mentioned technology.
[00:47:08.301 --> 00:47:10.064]  I want to go back and take your time, Dex.
[00:47:10.084 --> 00:47:10.665]  We've got an hour.
[00:47:10.705 --> 00:47:15.113]  I'm going to let you roll here and only interrupt half as much, but just to back up what you're saying here.
[00:47:17.076 --> 00:47:19.357]  People say, well, you're a troglodyte, you're anti-technology.
[00:47:19.397 --> 00:47:21.718]  No, you wrote the first big best-seller on robotics.
[00:47:22.138 --> 00:47:30.281]  You've written technology books and, you know, the literal, what is it, the best-selling textbook on military armed service courses.
[00:47:30.321 --> 00:47:31.782]  I mean, such an incredible bio.
[00:47:32.082 --> 00:47:33.442]  You're a pro-technology guy.
[00:47:33.822 --> 00:47:39.084]  It's that they're building Trojan horses into it all to spy, to control.
[00:47:39.465 --> 00:47:42.766]  They're taking it and twisting it, and I guess that's why you call it alchemy.
[00:47:42.786 --> 00:47:43.146]  So we'll get
[00:47:43.166 --> 00:47:44.127]  It's witchcraft, basically.
[00:48:13.606 --> 00:48:14.286]  Start at the beginning.
[00:48:14.787 --> 00:48:18.848]  Well, at the same time, America was having all of its ferment of our American Revolution.
[00:48:19.068 --> 00:48:24.991]  Thank God we had people, we had Thomas Jefferson and others, who were not of a dictatorial mind.
[00:48:25.251 --> 00:48:29.433]  So our revolution went a different direction than the French's, than the France's did.
[00:48:29.873 --> 00:48:32.254]  But the Frenchmen really had a problem.
[00:48:33.194 --> 00:48:35.035]  First of all, they had this king and queen.
[00:48:35.415 --> 00:48:39.457]  They needed an overthrow, you know, King Louis and Marie Antoinette.
[00:48:40.417 --> 00:48:41.478]  And they did.
[00:48:41.818 --> 00:48:43.179]  They stormed the Bastille.
[00:48:43.479 --> 00:48:44.160]  Who did this?
[00:48:44.400 --> 00:48:46.661]  What got them so aroused?
[00:48:47.181 --> 00:48:49.963]  We had an amazing conspiracy.
[00:48:50.403 --> 00:48:51.544]  That's exactly what it was.
[00:48:51.944 --> 00:48:55.987]  We had Adam Weishaupt, who founded the Order of the Illuminati in 1776.
[00:48:58.648 --> 00:49:03.353]  Uh, and uh, then we had of course Rothschild who funded the whole shebang.
[00:49:03.373 --> 00:49:05.775]  Uh, but it was the first great revolution.
[00:49:05.815 --> 00:49:10.299]  They, they, they said we're going to, to promote democracy, equality.
[00:49:10.359 --> 00:49:11.881]  And by the way, they got the records of it.
[00:49:11.901 --> 00:49:12.962]  That's how we know all this.
[00:49:13.122 --> 00:49:13.382]  Oh yeah.
[00:49:13.442 --> 00:49:15.784]  When the rider got struck down with all the command orders.
[00:49:15.824 --> 00:49:16.285]  This is... Oh yeah.
[00:49:16.485 --> 00:49:25.474]  I have a copy, in fact, one of only ten in the world, of the first book by Adam Weishaupt, when he set it all out, exactly what he intended to do.
[00:49:25.955 --> 00:49:27.917]  Adam Weishaupt was a professor, a genius.
[00:49:27.957 --> 00:49:29.939]  I wish you would have brought that, we've got to have you back.
[00:49:29.959 --> 00:49:30.719]  Well, maybe I will.
[00:49:31.640 --> 00:49:34.763]  But he was a genius of a man, but he was called a devil man.
[00:49:35.524 --> 00:49:36.845]  He was a Jesuit.
[00:49:36.905 --> 00:49:38.306]  He was a Jewish man.
[00:49:38.806 --> 00:49:39.667]  He was a Mason.
[00:49:39.687 --> 00:49:40.227]  He was everything.
[00:49:40.367 --> 00:49:40.988]  He was everything.
[00:49:41.228 --> 00:49:44.910]  And he founded the Order of the Illuminati, which you can read about.
[00:49:45.351 --> 00:49:50.854]  Now, he founded this, and the idea spread throughout Europe, but especially in France.
[00:49:52.075 --> 00:49:54.677]  You know, a lot of people say, well, they just killed the nobility.
[00:49:54.717 --> 00:49:57.579]  They set up the guillotine.
[00:49:58.219 --> 00:49:59.960]  All they wanted was to kill the nobility.
[00:49:59.980 --> 00:50:03.243]  They replaced one evil with one even ten times worse, but go through it.
[00:50:03.283 --> 00:50:03.723]  Absolutely.
[00:50:03.963 --> 00:50:04.784]  Christianity.
[00:50:05.644 --> 00:50:15.536]  Well, the Illuminati goal is, just as you have stated on your program, over and over and over again.
[00:50:16.036 --> 00:50:17.498]  Basically, they want to kill us.
[00:50:18.519 --> 00:50:20.241]  Listen... You tell them out there, Tess.
[00:50:20.301 --> 00:50:24.606]  Well, you know, the problem is, is that there are too many of us.
[00:50:26.087 --> 00:50:27.889]  And they want to rule.
[00:50:28.369 --> 00:50:31.271]  How do they rule with 7 billion people on this planet?
[00:50:31.672 --> 00:50:34.674]  The way they do it is to kill about 6.5 billion.
[00:50:34.975 --> 00:50:36.456]  That sounds so fantastic!
[00:50:37.477 --> 00:50:38.838]  And how are they going to do this?
[00:50:39.518 --> 00:50:43.782]  They have devised... We're going to take you through three revolutions, basically.
[00:50:44.222 --> 00:50:46.884]  The French Revolution, which is the setup for the whole thing.
[00:50:47.205 --> 00:50:52.029]  The communist explosion of the revolution, which happened in the 20th century.
[00:50:52.409 --> 00:50:59.155]  And now that we're in the 21st century, 2013, now we have the high-tech revolution.
[00:50:59.855 --> 00:51:01.237]  It seems to be good, Alex.
[00:51:01.677 --> 00:51:03.238]  I mean, they've got everything for us.
[00:51:03.278 --> 00:51:05.640]  I was just reading an article here about drones.
[00:51:06.021 --> 00:51:07.202]  Anything you want to show, put them right here.
[00:51:07.242 --> 00:51:07.682]  We'll show people.
[00:51:07.702 --> 00:51:07.882]  Yeah.
[00:51:08.082 --> 00:51:09.323]  Did you know that they're going to have 75,000 to 80,000 jobs?
[00:51:12.666 --> 00:51:13.786]  I mean, this is a good thing.
[00:51:13.826 --> 00:51:17.748]  They're engineering the economy where the only jobs are in the tyranny.
[00:51:18.028 --> 00:51:19.088]  That's how you engineer.
[00:51:19.148 --> 00:51:19.428]  Exactly.
[00:51:20.289 --> 00:51:33.473]  The majority of the new, since 9-11, that staged event, and of course you know this from viewers who may not, the majority of scholarships in technology aren't engineering for computers or whatever, it's for the surveillance grid.
[00:51:33.693 --> 00:51:35.834]  So they're designing it where that's the only choice you've got.
[00:51:35.874 --> 00:51:36.134]  Sorry.
[00:51:36.594 --> 00:51:40.336]  Well, there are many billions of dollars being spent for this by DARPA.
[00:51:41.256 --> 00:51:43.338]  Uh, and, and drones is only a small part of it.
[00:51:43.939 --> 00:51:46.401]  Uh, they're developing intelligent robots, for example.
[00:51:46.982 --> 00:51:51.406]  And, and people say, well, you know, robots, they're, they're clunky, metallic, uh, things.
[00:51:51.426 --> 00:51:58.172]  You know, I've seen all the movies, all the science fiction, and, and you'll see all of these, uh, in my book, uh, Robot Alchemy.
[00:51:58.192 --> 00:52:02.596]  Uh, you know, remember, uh, Anne Francis and the, the robot Robbie?
[00:52:02.816 --> 00:52:03.076]  Yes.
[00:52:03.236 --> 00:52:04.057]  And Forbidden Planet.
[00:52:04.417 --> 00:52:04.778]  Danger.
[00:52:04.978 --> 00:52:06.099]  Yeah, yeah, exactly.
[00:52:06.299 --> 00:52:09.622]  Then we had Gort in the day the Earth stood still, 1951.
[00:52:11.664 --> 00:52:14.767]  He was, you know, after Patricia Neal and all of those things.
[00:52:15.047 --> 00:52:16.849]  We had good robots, we had bad robots.
[00:52:16.869 --> 00:52:18.530]  We had the Star Wars robots.
[00:52:18.790 --> 00:52:21.273]  But then we had the Blade Runner guys.
[00:52:21.493 --> 00:52:24.335]  He came out and killed his own creator.
[00:52:24.355 --> 00:52:24.936]  The Replicant.
[00:52:25.156 --> 00:52:25.596]  Exactly.
[00:52:26.357 --> 00:52:31.558]  Well, in about 20 years from now, people listening to me understand this.
[00:52:31.918 --> 00:52:34.439]  In about 20 years from now, we're going to reach singularity.
[00:52:34.679 --> 00:52:35.979]  What does singularity mean?
[00:52:36.599 --> 00:52:45.902]  The roboticists say, we're talking about the doctors and so forth and various professors at the universities, they say that in about 20 to 25 years, we're going to reach singularity.
[00:52:46.302 --> 00:52:46.882]  That means
[00:52:47.731 --> 00:52:53.935]  That robots, their artificial intelligence has been gaining, gaining, gaining on the humans.
[00:52:54.416 --> 00:52:55.817]  We laugh at the robots now.
[00:52:56.677 --> 00:52:59.279]  Well, Big Blue beat a human, what was it, ten years ago?
[00:52:59.419 --> 00:53:00.440]  Yeah, well, that's right.
[00:53:00.880 --> 00:53:01.521]  Or Deep Blue.
[00:53:02.982 --> 00:53:06.344]  But now we have robots that don't look like robots.
[00:53:07.205 --> 00:53:09.586]  We have, for example, the Eater robot.
[00:53:09.766 --> 00:53:10.727]  The Eater robot.
[00:53:10.747 --> 00:53:11.267]  What does it do?
[00:53:12.088 --> 00:53:17.850]  Well, it's a military robot, but it literally survives by eating human beings.
[00:53:17.950 --> 00:53:18.470]  That's right.
[00:53:19.051 --> 00:53:24.252]  They can grind up human beings, take the bodies on the battlefield, and feed them into Eater.
[00:53:26.133 --> 00:53:27.674]  It goes by biomass.
[00:53:27.794 --> 00:53:29.334]  That's how it runs itself.
[00:53:29.795 --> 00:53:30.855]  This is an example.
[00:53:30.875 --> 00:53:35.717]  I want to show people some of the robots that the military is now creating.
[00:53:36.237 --> 00:53:38.518]  Now, we know about the drones.
[00:53:40.102 --> 00:53:42.603]  They're not a few hundred, not even a few thousand.
[00:53:42.803 --> 00:53:45.144]  There are going to be hundreds of thousands of drones.
[00:53:45.584 --> 00:53:49.025]  The Pentagon already has something like 30,000 predators alone.
[00:53:49.685 --> 00:53:52.786]  Yeah, and the thing is, they're not like you think.
[00:53:53.386 --> 00:53:58.708]  You know, you think you're going to see this big thing in the sky and you'll be able to avoid it or whatever.
[00:53:59.108 --> 00:54:02.189]  No, they come, some of them are like flies.
[00:54:03.149 --> 00:54:06.011]  And you know, you're being, you know, bothered by this little guy.
[00:54:06.031 --> 00:54:07.431]  And it injects you with a bio-weapon.
[00:54:07.652 --> 00:54:08.172]  Absolutely.
[00:54:08.672 --> 00:54:17.117]  You'll see the picture that we've got here, where you see the robotic fly has a small injector, and he can inject you.
[00:54:17.657 --> 00:54:22.420]  So you're sitting on your back porch reading a magazine or whatever, and suddenly you're dead.
[00:54:22.460 --> 00:54:24.341]  People want to know why, they don't understand.
[00:54:25.121 --> 00:54:34.008]  The Air Force came out a few weeks ago with this new film showing the drone flies over and drops hundreds of little ones that land by your house and spy on you, but that's the high-tech ones.
[00:54:34.128 --> 00:54:34.369]  Yeah.
[00:54:34.449 --> 00:54:35.490]  Those are ones that can move.
[00:54:35.530 --> 00:54:42.735]  They already have the smart meter on the side of your house, dialing into all your wireless, spying on you, and the White House director...
[00:54:43.576 --> 00:54:50.487]  White House CIA director came out a few months ago before he got disgraced and said, we're spying on you via your washing machine.
[00:54:50.507 --> 00:54:50.868]  Remember that?
[00:54:51.229 --> 00:54:51.930]  Yeah, yeah, he did.
[00:54:51.970 --> 00:54:54.293]  You know, the refrigerator is spying on you.
[00:54:54.454 --> 00:54:55.515]  You know, I stole your thunder.
[00:54:55.555 --> 00:54:57.318]  You were going to quote what you saw in the magazine.
[00:54:58.459 --> 00:54:59.459]  The end of humanity.
[00:54:59.819 --> 00:55:09.062]  Well, your magazine had this article, and I believe the article that you wrote was called, Rise of the Robots, The End of Humanity.
[00:55:09.082 --> 00:55:09.322]  Yes.
[00:55:09.482 --> 00:55:12.323]  That sounded like science fiction, but I knew that it wasn't.
[00:55:12.363 --> 00:55:13.183]  I read the article.
[00:55:13.983 --> 00:55:14.483]  It was amazing.
[00:55:14.543 --> 00:55:17.104]  I want to quote you, one of the things you said in that article.
[00:55:18.004 --> 00:55:19.265]  You said this, Alex.
[00:55:19.285 --> 00:55:37.579]  You said, in the coming decades, humanity will face a new kind of enslavement, a scientifically designed tyranny, through which the elite will use robots to subjugate the rest of humanity and eliminate any pockets of non-cooperative resistance.
[00:55:38.840 --> 00:55:40.181]  That's from your article, October 2012.
[00:55:40.781 --> 00:55:42.643]  I thought about that a long time.
[00:55:42.683 --> 00:55:43.864]  I was working on this book.
[00:55:44.404 --> 00:55:46.346]  I was working on these kinds of robots.
[00:55:47.969 --> 00:55:48.869]  That we're going to see.
[00:55:48.909 --> 00:55:51.111]  Now, robots are an amazing thing.
[00:55:51.751 --> 00:55:53.472]  Frankly, you know, I love robots.
[00:55:53.552 --> 00:55:57.375]  I wrote the three cardinal books on them.
[00:55:57.395 --> 00:55:59.456]  I was the first to write the personal robot book, 1985.
[00:55:59.997 --> 00:56:04.840]  It was selected by the Electronic Book Club, the Computer Book Club.
[00:56:05.300 --> 00:56:06.561]  I wrote the great robot book.
[00:56:06.601 --> 00:56:09.023]  I even wrote a book on careers with robots.
[00:56:09.503 --> 00:56:10.983]  You are a leading futurist.
[00:56:11.504 --> 00:56:13.644]  Or were in a previous incarnation.
[00:56:13.784 --> 00:56:16.065]  Absolutely, in a previous incarnation, exactly.
[00:56:16.525 --> 00:56:26.868]  Well, you know, I've had a hiatus here of about 25 years, but I kept that interest in robotics and computers and all those things on the side.
[00:56:27.148 --> 00:56:29.349]  And I've been watching how things have been developing.
[00:56:30.369 --> 00:56:32.770]  You remember that Dwight Eisenhower, as president,
[00:56:33.650 --> 00:56:37.054]  In his farewell address, he warned of the military-industrial complex.
[00:56:37.074 --> 00:56:37.414]  Oh, yeah.
[00:56:37.914 --> 00:56:40.037]  Now, what is the military-industrial complex?
[00:56:40.397 --> 00:56:42.919]  It's exactly what we're up against now.
[00:56:43.840 --> 00:56:46.663]  Well, warn him, Tex, because I want you to take over the show.
[00:56:46.783 --> 00:56:47.544]  Tell people out there.
[00:56:47.564 --> 00:56:48.085]  You present.
[00:56:48.125 --> 00:56:48.885]  Tell them what's happening.
[00:56:49.306 --> 00:56:56.313]  Well, first of all, what you have to understand is robots are incredible creatures.
[00:56:57.288 --> 00:57:00.429]  Right now, they're putting artificial intelligence in robots.
[00:57:01.489 --> 00:57:02.870]  That is amazing.
[00:57:03.310 --> 00:57:07.151]  Now, they can't do everything that, you know, we would like them to do.
[00:57:07.171 --> 00:57:14.373]  I mean, a man has written a book, a very intelligent book, by the way, Levi, has written a book about sex with robots.
[00:57:15.473 --> 00:57:17.894]  They're going to be driverless cars.
[00:57:18.214 --> 00:57:19.874]  They're going to be your kitchen helpers.
[00:57:20.194 --> 00:57:23.195]  You're going to come home at the end of the day and they're going to just wait on you.
[00:57:23.515 --> 00:57:25.136]  Google cars are already like in eight states.
[00:57:25.856 --> 00:57:30.361]  Yes, and in every way we're being watched, surveyed.
[00:57:30.862 --> 00:57:32.143]  But now back to the robots.
[00:57:33.365 --> 00:57:39.512]  If you have these robots, the question is, what happens when the robots
[00:57:40.595 --> 00:57:44.498]  Can out-think, out-smart, out-do human beings.
[00:57:44.718 --> 00:57:45.939]  He said, well that won't ever happen.
[00:57:46.199 --> 00:57:47.060]  Oh yes, it will happen.
[00:57:47.660 --> 00:57:49.182]  All the robots... Well, it's game over.
[00:57:49.222 --> 00:57:50.823]  They already said they're not going to have a military.
[00:57:51.163 --> 00:57:56.988]  It's all going to be robots, ground, sea and air, submarines, tiny ones, that will totally control us.
[00:57:57.808 --> 00:58:04.551]  And we're paying to build it now, and the elite program it, so even if the troops say no to killing people, the robots are going to say yes.
[00:58:04.931 --> 00:58:10.073]  And they say, like Bill Joy, as you know, in Wired Magazine said 12 years ago, he said that we're just going to kill everybody.
[00:58:10.334 --> 00:58:13.835]  And they publish this stuff telling us, and it's, you know, people think it's funny.
[00:58:14.035 --> 00:58:16.736]  Yeah, you mentioned Bill Joy in Wired Magazine there.
[00:58:16.756 --> 00:58:21.719]  He was the head of Sun Microcomputers, a major computer server company.
[00:58:21.979 --> 00:58:24.200]  Well, a guy like that, a billionaire,
[00:58:25.100 --> 00:58:30.683]  Says, you know, I didn't give enough thought to computers, to robotic instruments.
[00:58:31.423 --> 00:58:34.264]  I didn't think about intelligent machines, where they would go.
[00:58:35.205 --> 00:58:38.786]  But he says, basically... Well, let's just look at what he said.
[00:58:38.826 --> 00:58:41.768]  He said, they don't need you.
[00:58:43.180 --> 00:58:44.041]  They don't need you.
[00:58:44.281 --> 00:58:45.422]  It's like the Stepford Wives.
[00:58:45.782 --> 00:58:49.084]  Once they've got the robotic creatures built, they don't need the wives.
[00:58:49.104 --> 00:58:50.545]  They're going to kill them and get rid of them.
[00:58:51.005 --> 00:58:51.566]  That's the point.
[00:58:51.846 --> 00:58:52.806]  They don't need all these.
[00:58:52.826 --> 00:58:53.827]  They don't need these workers.
[00:58:53.847 --> 00:58:54.808]  There's no empathy.
[00:58:54.868 --> 00:58:55.989]  There's no ancestors.
[00:58:56.009 --> 00:58:56.909]  There's no soul.
[00:58:57.289 --> 00:58:58.850]  They are a perfect puppet to be.
[00:58:58.870 --> 00:59:03.714]  That's why our cover is this fake human with an Illuminati pyramid jacked into it.
[00:59:04.074 --> 00:59:05.975]  This is the devil trying to play God.
[00:59:06.476 --> 00:59:06.996]  Absolutely.
[00:59:07.336 --> 00:59:10.338]  I keep going and then I want to bring up the genetic side because there's two arms.
[00:59:10.698 --> 00:59:19.704]  They see the right arm of their takeover that they will achieve immortality in the words of Ray Kurzweil and others, other high priest, via the merger with a cybernetic interface.
[00:59:20.125 --> 00:59:24.207]  But separately they're also looking for the immortal cell lines.
[00:59:24.227 --> 00:59:24.648]  That's right.
[00:59:25.248 --> 00:59:25.609]  Yeah, absolutely.
[00:59:40.145 --> 00:59:40.646]  We're good to go.
[00:59:58.846 --> 01:00:00.467]  Well, not just a back door.
[01:00:00.487 --> 01:00:01.467]  I think he's going to have a front door.
[01:00:01.487 --> 01:00:04.488]  You know, whatever they want you to do, you will do.
[01:00:05.328 --> 01:00:09.410]  And you'll dial out of the real world more and more, you know, their false projections.
[01:00:09.430 --> 01:00:10.030]  Absolutely.
[01:00:10.130 --> 01:00:11.090]  Absolutely.
[01:00:11.810 --> 01:00:13.331]  You know, I see it this way.
[01:00:13.351 --> 01:00:15.912]  Imagine a biochip in your brain.
[01:00:16.832 --> 01:00:18.513]  And you've got all this great knowledge.
[01:00:18.573 --> 01:00:23.116]  And they're going to make it so horrible, the world's going to be so hellish, we're going to want to go into the Matrix.
[01:00:23.577 --> 01:00:24.237]  Oh yes, absolutely.
[01:00:24.277 --> 01:00:29.381]  I'm sorry, and the Great Deceiver runs that, and the Beast will be seen everywhere as a talking image.
[01:00:29.401 --> 01:00:30.842]  I mean, the Bible's all coming true.
[01:00:30.862 --> 01:00:31.302]  I'm sorry.
[01:00:31.482 --> 01:00:32.343]  No, no, you're right.
[01:00:32.443 --> 01:00:33.123]  That's Revelation 13.
[01:00:33.183 --> 01:00:35.305]  The image of the Beast.
[01:00:35.385 --> 01:00:36.426]  He'll walk, he'll talk.
[01:00:36.546 --> 01:00:37.006]  Worldwide.
[01:00:37.706 --> 01:00:40.428]  You know, he will fill it, and it will serve him worldwide.
[01:00:40.629 --> 01:00:40.929]  That's right.
[01:00:40.949 --> 01:00:41.909]  His spirit will be in it.
[01:00:41.949 --> 01:00:42.490]  It's a robot.
[01:00:42.910 --> 01:00:46.753]  Yeah, Bill Clinton, you know, gave a speech in Ireland a few years ago.
[01:00:47.353 --> 01:00:48.554]  And he said, do you know what?
[01:00:48.834 --> 01:00:52.317]  Now this is very prescient of good old Bill there.
[01:00:52.837 --> 01:00:55.639]  But President Clinton said, do you know what?
[01:00:55.659 --> 01:00:56.500]  He asked the audience.
[01:00:57.280 --> 01:01:01.804]  He said, we've reached the point now where there can be virtual reality everything.
[01:01:02.224 --> 01:01:04.626]  There can even be a virtual reality president.
[01:01:05.046 --> 01:01:08.228]  You think you're looking at the real man, but you're not.
[01:01:08.749 --> 01:01:10.670]  It's a virtual reality president.
[01:01:10.930 --> 01:01:19.577]  He signs documents, he goes to various public functions, cuts ribbons and all that, but it's a virtual reality president.
[01:01:19.617 --> 01:01:20.457]  That's what he says.
[01:01:20.497 --> 01:01:21.678]  We're at that stage now.
[01:01:21.698 --> 01:01:26.782]  And that's why they're wrapping everything in the TVs, the glitz, the false reality to force you into it.
[01:01:27.262 --> 01:01:30.784]  Yes, you see, everyone will want to have a chip put in them.
[01:01:31.484 --> 01:01:33.285]  Everyone will want to be superhuman.
[01:01:33.745 --> 01:01:34.686]  This is the transhuman.
[01:01:34.706 --> 01:01:35.306]  This is the process.
[01:01:35.326 --> 01:01:44.610]  Well, of course, they say, well, of course, I see your notes, Jimmy, you quote, you're the expert in the book, but talk about how they plan to force this, because Kurzweil says you'll be like a bug.
[01:01:45.311 --> 01:01:48.052]  You'll got to have this just to even be on the same plane as us.
[01:01:48.372 --> 01:01:52.814]  So they always sell this takeover as the trendiness or to live longer.
[01:01:53.234 --> 01:01:53.514]  Oh, yes.
[01:01:55.379 --> 01:01:59.902]  You know, they're going to get to the point where they say, we can download you into a robot.
[01:02:00.363 --> 01:02:02.164]  We can make you live forever.
[01:02:02.484 --> 01:02:03.745]  You can be immortal.
[01:02:04.406 --> 01:02:07.768]  Now, again, we're probably 30 to 40 years from that.
[01:02:08.168 --> 01:02:13.432]  But we're going to have four less than that immediately in the next 10 to 15 years.
[01:02:13.892 --> 01:02:17.155]  People are already living, most of them, in these fantasy video games.
[01:02:17.435 --> 01:02:17.855]  Absolutely.
[01:02:18.176 --> 01:02:19.597]  And that's what drones are.
[01:02:19.717 --> 01:02:21.378]  Human intelligence is in it, controlling it.
[01:02:22.563 --> 01:02:30.471]  Yeah, you know, there's games where you sit in your living room and you send out your avatar, you know, into the world.
[01:02:30.731 --> 01:02:32.333]  He goes to Paris, he goes to Rome.
[01:02:32.573 --> 01:02:39.561]  You're sitting at home, you're a couch potato, you're doing nothing but that your avatar is going out into the world for you, alright?
[01:02:39.941 --> 01:02:41.703]  But here's the problem.
[01:02:42.771 --> 01:02:50.396]  Once they have everybody on all these chips, you mentioned the backdoor situation, then comes the hideous truth.
[01:02:51.137 --> 01:02:53.238]  They can make you do whatever they want.
[01:02:53.818 --> 01:02:56.380]  There's no requirement.
[01:02:56.700 --> 01:02:58.061]  You will willingly do it.
[01:02:58.321 --> 01:02:59.922]  Your brain will tell you to do it.
[01:03:00.343 --> 01:03:06.567]  Now, if you somehow rebel, if you're one of those, somehow the chip doesn't work... Here comes the drone.
[01:03:06.627 --> 01:03:08.448]  Well, here comes the drone, yeah.
[01:03:08.588 --> 01:03:11.150]  But even beyond that, imagine a horror machine.
[01:03:12.452 --> 01:03:18.054]  You're sitting in your living room and somehow they give you the image that you're being waterboarded.
[01:03:18.094 --> 01:03:18.555]  No, that's it.
[01:03:18.655 --> 01:03:20.235]  It's a pain induction chamber.
[01:03:20.295 --> 01:03:20.535]  It is.
[01:03:20.976 --> 01:03:26.918]  And it's not just once or twice, but they will waterboard you forever and ever.
[01:03:26.998 --> 01:03:28.479]  They will put you in artificial hell.
[01:03:28.599 --> 01:03:34.061]  It could be an artificial hell until you subscribe to their doctrines, their beliefs.
[01:03:34.341 --> 01:03:36.141]  And by the way, they say they're going to do all that.
[01:03:36.181 --> 01:03:36.901]  That's what's incredible.
[01:03:37.282 --> 01:03:44.463]  They write their own demonic poetry, you know, and come out and admit they're torturing even children in front of their parents because they're the bad guys, and now they flip it.
[01:03:45.543 --> 01:03:51.684]  Just digressing for a moment, I'm sure you've seen they've now fully flipped from Al-Qaeda's the threat to Al-Qaeda's our friend, and Karzai says the U.S.
[01:03:51.724 --> 01:03:53.184]  runs Al-Qaeda, but that's the globalists.
[01:03:53.744 --> 01:03:56.105]  And then they say the new Al-Qaeda, I have the L.A.
[01:03:56.145 --> 01:04:00.866]  Times, is Christian white patriots, and they said our belligerence, this is the L.A.
[01:04:00.906 --> 01:04:03.086]  Times, they say, these are quotes, our belligerence
[01:04:03.806 --> 01:04:07.070]  ...will be crushed, and that they're sending the federal task forces.
[01:04:07.130 --> 01:04:14.540]  I mean, these are like weird little Che Guevara, Joseph Stalin wannabes, because I see it bragging how they're gonna get us.
[01:04:15.001 --> 01:04:18.525]  I mean, this is... and these aren't people that think of their life as...
[01:04:19.406 --> 01:04:25.910]  As being somebody from what they create or who they know, they get that through the state machine they're going to be given power.
[01:04:26.130 --> 01:04:33.755]  It's the same spirit and these transhumanists, not the low-level fools but the real ones, they are into the power that they're going to be controlling the master grid.
[01:04:34.075 --> 01:04:34.695]  Absolutely.
[01:04:36.872 --> 01:04:37.772]  I mean, just look at this right here.
[01:04:37.812 --> 01:04:44.816]  It says they are increasingly frightening numbers of cells of angry men in the United States preparing for combat.
[01:04:44.836 --> 01:04:46.977]  We can give a document, Cam, with the U.S.
