[00:00:03.123 --> 00:00:05.145]  You're listening to GCN.
[03:22:23.687 --> 03:22:25.429]  Boston bombing culprits identified.
[03:22:25.789 --> 03:22:27.691]  Images of suspicious men with backpacks.
[03:22:27.751 --> 03:22:28.691]  This is way beyond that.
[03:22:28.711 --> 03:22:29.892]  I've got to get Watson on the horn.
[03:22:30.273 --> 03:22:33.235]  I mean, this is just, this is a full implosion of their whole op.
[03:22:34.356 --> 03:22:38.260]  Navy SEAL spotted at Boston Marathon wearing suspicious backpacks.
[03:22:39.341 --> 03:22:42.183]  Town of Lexington pulls permit for pro-Second Amendment rally.
[03:22:43.124 --> 03:22:44.825]  Using Boston bombing as a pretext.
[03:22:45.859 --> 03:22:46.699]  Mission accomplished.
[03:22:47.079 --> 03:22:49.860]  Americans now willing to submit to cavity searches in public.
[03:22:51.001 --> 03:22:52.341]  That's actually in the news.
[03:22:52.802 --> 03:22:55.182]  The new American handshake will be to have a government bureaucrat.
[03:22:55.983 --> 03:22:56.543]  You know the rest.
[03:22:56.903 --> 03:22:57.843]  Follow-up attack.
[03:22:57.923 --> 03:23:01.125]  Ryerson sent a senator who ended gun control filibuster.
[03:23:01.485 --> 03:23:05.006]  CNN links alleged pressure cooker bomb to extreme right-wing individuals.
[03:23:05.306 --> 03:23:06.647]  Yeah, how about the ATF, huh?
[03:23:08.327 --> 03:23:10.710]  Foxpool's hoax episode of Family Guy.
[03:23:11.350 --> 03:23:13.513]  Boston runners were warned, you're going to die.
[03:23:13.573 --> 03:23:16.556]  I mean, this is all the info at Infowars.com.
[03:23:16.596 --> 03:23:17.737]  And look at papers, please.
[03:23:18.117 --> 03:23:20.880]  Imagine dumb... Look at these young MPs.
[03:23:21.300 --> 03:23:22.161]  Look like they're 20.
[03:23:22.201 --> 03:23:24.664]  This guy has the satisfaction that he's the boss.
[03:23:25.224 --> 03:23:27.066]  And people have to show their papers to him.
[03:23:27.086 --> 03:23:29.709]  I mean, this is just totally sick.
[03:23:31.485 --> 03:23:32.566]  Hey, hey, MPs!
[03:23:32.806 --> 03:23:33.547]  Little boys!
[03:23:33.927 --> 03:23:37.891]  Why don't you go look at all the troops running around with black backpacks right before this happened?
[03:23:38.912 --> 03:23:41.535]  I mean, I tell you, MPs, I'm walking down the street, want to check what I'm doing?
[03:23:41.555 --> 03:23:42.476]  I'm done with you people.
[03:23:43.136 --> 03:23:43.437]  Okay?
[03:23:43.497 --> 03:23:45.018]  I'm done with you and your stuff.
[03:23:46.400 --> 03:23:48.121]  Take all your shots, little MP boys.
[03:23:48.482 --> 03:23:49.222]  You're gonna die.
[03:23:49.262 --> 03:23:51.104]  Your master's gonna kill you deader than a hammer.
[03:23:51.464 --> 03:23:53.907]  Let's go ahead and talk to Steven in Florida.
[03:23:54.267 --> 03:23:55.769]  You're on the air worldwide.
[03:23:56.971 --> 03:23:57.972]  Yeah, good afternoon Alex.
[03:23:58.192 --> 03:23:59.052]  Uh, several things.
[03:23:59.133 --> 03:24:00.473]  First of all, I'm a runner.
[03:24:00.634 --> 03:24:07.058]  I've run several marathons, so this thing really hit close to home for me and it really sends a chill up my spine.
[03:24:07.238 --> 03:24:08.519]  Uh, just three quick points.
[03:24:08.639 --> 03:24:13.723]  First of all, April 15th, relating to Boston, what is it known as?
[03:24:13.743 --> 03:24:14.623]  Patriots Day.
[03:24:14.643 --> 03:24:15.184]  Patriots Day.
[03:24:15.864 --> 03:24:21.588]  Which is also the federal government's designation for September 11th since the so-called attack.
[03:24:22.049 --> 03:24:23.330]  You think that's coincidence?
[03:24:26.091 --> 03:24:26.692]  Second thing,
[03:24:27.879 --> 03:24:39.482]  I don't know if you're aware of this, but on the next day after the Boston Marathon incident, Obama signed 23 executive orders on gun safety.
[03:24:40.512 --> 03:24:47.799]  So, as far as I know, that's the most executive orders any president signed in one day, and they're all related to the gun grab.
[03:24:48.279 --> 03:24:51.542]  And while no one's paying attention, because why?
[03:24:51.562 --> 03:24:54.325]  This whole thing with the Boston Marathon.
[03:24:54.965 --> 03:25:00.711]  The other thing I want to say, I'm going to make a prediction, and this is just gut and my heart hurts.
[03:25:00.771 --> 03:25:04.374]  I hope I'm wrong about this, but I have a feeling that
[03:25:05.151 --> 03:25:09.874]  They've been doing separate incidents on different days, okay, these false flags.
[03:25:10.134 --> 03:25:13.497]  I think they're getting ready to really pull the trigger.
[03:25:14.184 --> 03:25:18.648]  With multiple incidents simultaneously nationwide.
[03:25:18.868 --> 03:25:22.351]  By the way, they're evacuating the Boston courthouse.
[03:25:22.631 --> 03:25:29.497]  They've told police for four years every department will be IED'd by gun-owning veterans.
[03:25:30.017 --> 03:25:31.038]  So they're preparing that.
[03:25:31.078 --> 03:25:32.419]  People are like, how did you know this would happen?
[03:25:32.679 --> 03:25:36.802]  They're like training for war with veterans and libertarians and conservatives.
[03:25:37.803 --> 03:25:38.604]  And they're gonna do it.
[03:25:38.624 --> 03:25:41.368]  They're gonna blow stuff up and blame us and come after us, okay?
[03:25:41.388 --> 03:25:42.710]  I mean, this is it.
[03:25:43.130 --> 03:25:43.711]  This is it.
[03:25:43.811 --> 03:25:44.492]  This is it.
[03:25:44.632 --> 03:25:45.613]  This is it.
[03:25:45.834 --> 03:25:46.815]  This is it.
[03:25:47.095 --> 03:25:48.597]  These people are out of control.
[03:25:50.016 --> 03:25:51.437]  And I am totally sick of it.
[03:25:51.597 --> 03:25:53.078]  And the video and the audio is up.
[03:25:53.878 --> 03:25:55.939]  It's at the very beginning at Infowars.com.
[03:25:56.999 --> 03:25:58.340]  Boston Police Radio.
[03:25:58.640 --> 03:26:00.381]  Additional explosive devices found.
[03:26:00.821 --> 03:26:02.262]  It's on there, which they later deny.
[03:26:02.302 --> 03:26:03.182]  They deny the drills.
[03:26:03.522 --> 03:26:04.223]  It's all there.
[03:26:04.643 --> 03:26:05.623]  This is all breaking.
[03:26:06.204 --> 03:26:08.605]  And let's punch up Infowars.com for people.
[03:26:08.645 --> 03:26:09.825]  This man wants your guns.
[03:26:10.246 --> 03:26:11.306]  Boston Police Radio.
[03:26:11.346 --> 03:26:14.648]  Additional explosives and devices found.
[03:26:15.408 --> 03:26:16.869]  Boston bombing culprits.
[03:26:17.549 --> 03:26:23.271]  Uh, identified, uh, and Navy SEAL spotted at Boston Marathon wearing suspicious backpacks.
[03:26:23.611 --> 03:26:29.633]  Town of Lexington pulls permit for pro-Second Amendment rally using Boston, uh, bombing as pretext.
[03:26:29.673 --> 03:26:32.794]  I mean, this is just aw- Folks, no one else is reporting this.
[03:26:33.054 --> 03:26:37.775]  The media's freaking out, going, hey, uh, you know, they have him arrested, press conference at five.
[03:26:38.195 --> 03:26:43.997]  Actually, uh, no, uh, never mind, uh, and then they show the very video, I told you I knew they were watching, then they start airing the video.
[03:26:44.697 --> 03:26:46.718]  I mean, they are watching us right now.
[03:26:48.226 --> 03:26:50.488]  We're silly and ignorant, but we got guts and guts is enough.
[03:26:51.269 --> 03:26:51.850]  Thank you, Steven.
[03:26:51.890 --> 03:26:53.111]  Let's go to Joe in Michigan.
[03:26:53.131 --> 03:26:54.372]  Joe, what is your take on this?
[03:26:54.392 --> 03:27:01.741]  I have an interesting facet to this, which is, you know, I kind of view this as a war against masculinity.
[03:27:03.643 --> 03:27:05.325]  Of course, that's what the New World Order is all about.
[03:27:06.124 --> 03:27:06.765]  Well, exactly.
[03:27:06.785 --> 03:27:08.566]  The estrogen mimickers and everything else.
[03:27:08.626 --> 03:27:12.949]  But, you know, that's why I think they're going to come after veterans.
[03:27:12.969 --> 03:27:18.534]  They're going to say it's a white Al-Qaeda kind of thing just to continue to demonize men.
[03:27:18.954 --> 03:27:19.695]  Well, notice this.
[03:27:19.995 --> 03:27:23.217]  They have security at the Capitol order congressmen to leave.
[03:27:23.518 --> 03:27:27.020]  Security officers order staff media to clear Boston Courthouse.
[03:27:27.261 --> 03:27:29.823]  See, their training is that police, security, they order.
[03:27:30.083 --> 03:27:30.903]  They're in charge.
[03:27:30.964 --> 03:27:35.167]  It's a dictatorship of the security force that's run by foreign banks.
[03:27:35.427 --> 03:27:36.307]  This is the takeover.
[03:27:36.347 --> 03:27:36.707]  Go ahead.
[03:27:37.608 --> 03:27:38.188]  Well, exactly.
[03:27:38.208 --> 03:27:42.929]  They're saying that our culture fetishizes weapons.
[03:27:43.230 --> 03:27:45.630]  What about fetishizing all the men in uniforms?
[03:27:46.311 --> 03:27:51.152]  How about fetishizing not being a slave and knowing the government shouldn't be the only ones with guns?
[03:27:51.592 --> 03:28:02.276]  How about fetishizing liberty and wealth and power and family and property and success and information and not being a gibbering, metrosexual dumbass?
[03:28:03.814 --> 03:28:04.414]  Yeah, exactly.
[03:28:04.654 --> 03:28:10.556]  They want us to just be these dumbed-down, effeminate males with no opinions.
[03:28:10.656 --> 03:28:13.937]  Well, that's who they've got working for them, and they're hell-bent on a fight.
[03:28:14.357 --> 03:28:15.377]  They want to frame us first.
[03:28:15.397 --> 03:28:16.298]  They'll get their fight, though.
[03:28:16.318 --> 03:28:16.698]  Don't worry.
[03:28:18.118 --> 03:28:19.639]  Well, thank you very much for letting me talk, Alex.
[03:28:19.719 --> 03:28:20.319]  Anything else, sir?
[03:28:21.323 --> 03:28:21.983]  That's all I got.
[03:28:22.003 --> 03:28:23.744]  Alright, let's jam in one more before I go to break.
[03:28:24.465 --> 03:28:27.646]  Alright, let's go ahead and talk to who's up next here.
[03:28:28.366 --> 03:28:29.687]  Steve in Pennsylvania.
[03:28:29.707 --> 03:28:33.589]  You're on the air worldwide during the launch of the Globalist Offensive.
[03:28:33.629 --> 03:28:34.069]  Go ahead.
[03:28:35.090 --> 03:28:35.910]  Hey Alex, how are you?
[03:28:36.630 --> 03:28:37.851]  Man, I am just, this is it.
[03:28:37.911 --> 03:28:38.571]  This is the big one.
[03:28:38.611 --> 03:28:39.692]  This is the beginning of all of it.
[03:28:40.632 --> 03:28:48.796]  You know, I called in before, probably about a month ago or so, about the whole Sandy Hook thing and now, you know, this whole thing that's going on.
[03:28:51.283 --> 03:28:59.850]  I looked into that Sandy Hook thing deeper, and I found that the Iroquois Gas Company bought, in 2009, bought out the city of Sandy Hook.
[03:29:00.731 --> 03:29:02.933]  And so did State Connecticut, and so did Newtown.
[03:29:03.553 --> 03:29:09.519]  So, what I found out in my deep searching was that nobody has lived in Sandy Hook for the past three years.
[03:29:09.599 --> 03:29:10.319]  If you go on the U.S.
[03:29:10.359 --> 03:29:15.644]  Census Interactive Map, select places on the Interactive Map, and then
[03:29:16.599 --> 03:29:28.605]  Zoom into Newtown, and you'll see Newtown on the west side of I-84 light up, but on the right side of I-84, east side, you will not see a population light up at all.
[03:29:28.625 --> 03:29:30.786]  Sir, anything is possible at this point.
[03:29:31.166 --> 03:29:43.712]  They put out a family guy where they blow up the marathon and run over people with cars at the finish line of the very marathon, and then they came out and said, not that we edited it, they put the two clips together of the same episode, they said it doesn't exist.
[03:29:44.890 --> 03:29:47.291]  So yes, they're going for everything.
[03:29:47.311 --> 03:29:50.771]  And I can't believe Dan Bodondi, God bless him, got into the press conferences.
[03:29:51.332 --> 03:29:52.192]  I haven't even gotten to that.
[03:29:52.232 --> 03:29:53.872]  The good audio is out now of that.
[03:29:53.952 --> 03:29:55.713]  It is unbelievable.
[03:29:56.373 --> 03:29:57.293]  Unbelievable.
[03:29:57.433 --> 03:29:58.273]  Pachenik coming up.
[03:29:58.873 --> 03:29:59.774]  We're on the march.
[03:30:00.274 --> 03:30:01.874]  The Empire's on the run.
[03:30:02.814 --> 03:30:05.495]  Alex Jones and the GCN Radio Network.
[03:30:09.907 --> 03:30:11.088]  Hello, I'm Alex Jones.
[03:30:11.349 --> 03:30:21.780]  Myself, my family, the Infowars.com team want to relay to you and your families that we are intensifying our efforts against the globalists on every front.
[03:30:22.000 --> 03:30:28.927]  Infowars.com is leading the fight against the technocrats, but we can't do that without your help.
[03:30:29.228 --> 03:30:30.309]  By getting the films,
[03:30:30.529 --> 03:30:33.592]  Bumper stickers and t-shirts at InfoWars.com.
[03:30:33.752 --> 03:30:40.037]  You will wake up people in your area and support our operation as we move to the next level.
[03:30:40.477 --> 03:30:43.760]  We need your help to spread the word like never before.
[03:30:43.980 --> 03:30:49.605]  They wish to hide themselves during this tectonic battle between the forces of freedom and darkness.
[03:30:50.125 --> 03:30:59.553]  You are the response to the globalist technocrats and their program of global eugenics dehumanization and ultimate extermination.
[03:30:59.993 --> 03:31:01.174]  The war is here.
[03:31:01.494 --> 03:31:02.895]  It's an info war.
[03:31:03.395 --> 03:31:09.178]  The spirit of 1776 versus the mindset of 1984.
[03:31:09.678 --> 03:31:11.860]  What's safer and cheaper than prescription drugs?
[03:31:12.340 --> 03:31:13.140]  Glad you asked.
[03:31:13.600 --> 03:31:15.662]  The answer is renovation teas.
[03:31:15.962 --> 03:31:19.884]  Herbal remedies are much safer and much cheaper than prescription drugs.
[03:31:20.164 --> 03:31:24.226]  Tastes great and most importantly herbal teas are effective and non-addictive.
[03:31:24.446 --> 03:31:27.308]  Renovation tea is especially unique and here's why.
[03:31:27.668 --> 03:31:30.969]  We spent years researching herbs and their beneficial properties.
[03:31:31.449 --> 03:31:35.771]  Renovation Teas uses only 100% organic, fair trade herbs.
[03:31:36.111 --> 03:31:44.694]  Our teas are blended towards specific ailments and health conditions, such as diabetes, blood pressure, anxiety, libido, detox, and much more.
[03:31:45.134 --> 03:31:48.795]  All Renovation Tees are formulated and hand-filled in Arkansas.
[03:31:49.015 --> 03:31:52.216]  Take care of yourself naturally, the way Mother Nature intended.
[03:31:52.556 --> 03:31:56.937]  Order Renovation Tees at RenovationTee.com or call 870-784-3121.
[03:31:56.997 --> 03:31:57.297]  That's 870-784-3121.
[03:31:57.337 --> 03:31:58.217]  Renovation Tees.
[03:31:58.237 --> 03:31:59.997]  Renovate your health, one bag at a time.
[03:32:11.508 --> 03:32:13.189]  Are you still a traditional smoker?
[03:32:13.590 --> 03:32:18.293]  Now experience a new lifestyle and try vaping with e-cigarettes by Lecig.
[03:32:18.713 --> 03:32:22.396]  Imagine no ashes, stains, nasty smell, or coughing and hacking.
[03:32:22.596 --> 03:32:33.324]  With Lecig e-cigarettes revolutionary microelectronic technology, rechargeable battery, and unique replaceable cartridge, you'll get all the benefits and satisfaction of smoking without the hazards.
[03:32:33.485 --> 03:32:38.088]  Choose your taste from a wide variety of our new American-made Vapriate e-liquids at
[03:32:38.248 --> 03:32:50.692]  Visit lasig.com and Lasig smokes the competition by serving thousands of worldwide customers with real people customer service, fast, free same day shipping and a 30 day warranty and satisfaction guarantee.
[03:32:50.892 --> 03:32:53.473]  So are you ready for a new vaping lifestyle?
[03:32:53.673 --> 03:32:54.234]  Then call 870-518-4307.
[03:32:54.294 --> 03:32:54.474]  That's 870-518-4307.
[03:33:01.016 --> 03:33:02.721]  Or visit LeCig.com.
[03:33:02.842 --> 03:33:05.469]  Spelled L-E-C-I-G.com.
[03:33:05.690 --> 03:33:08.638]  LeCig e-cigarettes for today's modern smoker.
[03:33:29.747 --> 03:33:34.268]  Ladies and gentlemen, this is the craziest day of my life.
[03:33:36.769 --> 03:33:39.970]  I've looked at hundreds of photos and videos now during the breaks.
[03:33:40.390 --> 03:33:42.251]  They're all up at Infowars.com.
[03:33:43.191 --> 03:33:46.432]  We, uh, Rob Dew, his brother-in-law's in Army Intelligence.
[03:33:46.472 --> 03:33:47.613]  They go on vacation together.
[03:33:47.633 --> 03:33:49.333]  He wins marathons all over the country.
[03:33:49.373 --> 03:33:50.353]  He's part of the Army team.
[03:33:50.994 --> 03:33:54.315]  About a mile from the finish, they pulled him out and said, uh, you're dehydrated.
[03:33:54.335 --> 03:33:55.255]  You've got to go to the hospital.
[03:33:57.367 --> 03:33:58.268]  And took him away.
[03:33:58.648 --> 03:33:59.928]  They've not released a hundred people.
[03:34:00.649 --> 03:34:06.072]  Then it started coming out with coaches and people in the news going, and their names are up at InfoWars.com.
[03:34:06.372 --> 03:34:13.276]  Yeah, there was like guys everywhere and they said it's a drill, don't worry, and people were getting concerned about, you know, the backpacks everywhere.
[03:34:15.037 --> 03:34:24.522]  And 4chan, the hacker site, had just kind of grabbed with their vacuum cleaner, we're going to talk to Pachinik here in a moment, I'm briefing him on this right now, and all of you,
[03:34:25.997 --> 03:34:34.903]  They posted thousands of photos and stuff, so we started looking at it and going and checking ourselves from, because you can do Google searches off an image, and finding it on the Twitter accounts, finding the YouTubes.
[03:34:35.263 --> 03:34:36.584]  These were in newscasts and stuff.
[03:34:36.624 --> 03:34:37.505]  No one had noticed this.
[03:34:37.985 --> 03:34:39.286]  So we didn't just believe this today.
[03:34:39.326 --> 03:34:46.250]  We went and vacuum-cleanered it, and we did some spot-checking, put an image or video in, scan it, and then find out where it came from.
[03:34:47.371 --> 03:34:50.493]  You've got what looked like redneck serial killer, Nerdu Wells,
[03:34:52.256 --> 03:34:54.318]  Who look like they've got IQs below room temperature.
[03:34:54.338 --> 03:34:55.379]  70 IQs, 75.
[03:34:56.079 --> 03:34:56.820]  The standard deal.
[03:34:57.140 --> 03:35:00.343]  With backpacks that match the shattered backpacks with the exact stripes.
[03:35:00.744 --> 03:35:04.627]  Then you've got guys in what Chris Kyle always wore.
[03:35:04.907 --> 03:35:07.069]  That's what Navy SEALs always wear when they're not in uniform.
[03:35:07.309 --> 03:35:09.531]  The tan boots, the tan pants, the black shirt, the black jacket.
[03:35:09.711 --> 03:35:10.292]  With big black...
[03:35:11.613 --> 03:35:15.438]  Uh, bags and they were all over the place the last mile and a half.
[03:35:15.858 --> 03:35:18.381]  And the best I can tell is we had police scanner on this.
[03:35:18.842 --> 03:35:20.384]  There were so many black backpacks.
[03:35:20.744 --> 03:35:21.545]  They did that.
[03:35:21.645 --> 03:35:22.967]  And of course, they probably weren't even involved.
[03:35:22.987 --> 03:35:27.012]  They were compartmentalized so that no one could stop it because there were so many black backpacks.
[03:35:27.452 --> 03:35:30.935]  Because they were afraid of uncompartmentalized police and sweeps stopping it.
[03:35:31.195 --> 03:35:32.216]  Now, there was a drill.
[03:35:32.377 --> 03:35:38.222]  Our reporter, Dan Bodondi, who lives in Rhode Island, he got into the first two press conferences and said, what about a false flag?
[03:35:38.242 --> 03:35:38.883]  What about the drill?
[03:35:39.143 --> 03:35:43.046]  And the governor and everybody went from smiling to jerking like they were scared.
[03:35:43.547 --> 03:35:45.629]  You know, in basic criminology, they'd just been caught.
[03:35:45.929 --> 03:35:48.752]  A brain scan would show them recognizing that information.
[03:35:49.272 --> 03:35:53.996]  And that's how they can do that pre-crime stuff now or show somebody's already done something because they've already had the image.
[03:35:54.256 --> 03:35:55.097]  They all get freaked out.
[03:35:55.137 --> 03:35:56.538]  They shut down two press conferences.
[03:35:56.558 --> 03:35:58.460]  They're just totally freaked out.
[03:35:59.721 --> 03:36:16.576]  We have video and the photos and it's pouring in of Navy SEALs or what looks like Navy SEALs with the Navy SEAL hats, the Navy SEAL skull, the particular SEAL team of Kyle with the blood on the top of it, SEAL Team 3 type stuff, all of this.
[03:36:17.998 --> 03:36:22.682]  And we've got it all right there in front of everybody, all around where the bombing went off.
[03:36:22.722 --> 03:36:23.183]  Here it is.
[03:36:24.003 --> 03:36:26.466]  Security officers order staff media to clear Boston Courthouse.
[03:36:26.486 --> 03:36:26.846]  Yeah, maybe.
[03:36:27.566 --> 03:36:31.150]  And then after I announce this, they say, oh, we're going to break the news.
[03:36:31.710 --> 03:36:34.072]  They now have video from a local shopping mall.
[03:36:34.092 --> 03:36:36.915]  And I go, that's the video we have confirming our photos.
[03:36:37.255 --> 03:36:39.217]  And I predicted that would be the video they would show.
[03:36:39.317 --> 03:36:41.899]  Two hours later, they're showing it on Fox and CNN.
[03:36:42.119 --> 03:36:43.981]  And I went further to predict.
[03:36:44.381 --> 03:36:48.405]  If we have the handlers around the patsies, they're not going to be able to burn the patsies yet.
[03:36:49.346 --> 03:36:52.049]  Because like Oklahoma City, they can't just grab up all the video cameras.
[03:36:53.237 --> 03:36:54.378]  Because this is all digital.
[03:36:54.418 --> 03:37:10.666]  This isn't VHS tape, like the 17 VHS tapes they confiscated, or 17 locations that FBI has gone public saying they saw, showed McVeigh with six other men, and I've interviewed people inside the building, as well as police officers that responded, and who were death-threatened by the FBI if they spoke out.
[03:37:10.726 --> 03:37:12.987]  They and their families would be killed, or him and his wife.
[03:37:13.267 --> 03:37:15.689]  That's Don Browning, the head of the K-9 unit.
[03:37:16.189 --> 03:37:20.211]  So, again, I'm giving you thousands of data points here that are too much to go over.
[03:37:20.551 --> 03:37:21.712]  The point is, this reeks
[03:37:22.372 --> 03:37:28.798]  This reeks of a drill used to cover up setting up Patsy's where they gave him real explosives like 7-7.
[03:37:29.299 --> 03:37:32.602]  And Dr. Steve Pachinik ran psychological warfare operations.
[03:37:32.622 --> 03:37:33.943]  He ran the Camp David operation.
[03:37:33.963 --> 03:37:35.164]  He helped found Delta Force.
[03:37:35.565 --> 03:37:36.726]  Most of you know who he is.
[03:37:36.766 --> 03:37:39.148]  He's helped overthrow governments using PSYOPs.
[03:37:39.629 --> 03:37:41.130]  Everything's moving right now.
[03:37:41.230 --> 03:37:42.432]  He's been warning of a PSYOP.
[03:37:42.792 --> 03:37:44.393]  I don't even know his view yet on this.
[03:37:45.114 --> 03:37:46.195]  I don't even know his view yet.
[03:37:46.215 --> 03:37:48.015]  We're going to find out his view.
[03:37:48.135 --> 03:37:50.957]  But, bare minimum, we have witnesses saying there were drills.
[03:37:51.317 --> 03:37:53.078]  And then the media says, no, there were no drills.
[03:37:53.298 --> 03:37:54.638]  The government says there were no drills.
[03:37:55.018 --> 03:37:58.800]  And we have Navy SEAL types everywhere with black backpacks now.
[03:37:59.040 --> 03:38:00.641]  The videos and photos are pouring in.
[03:38:00.661 --> 03:38:01.501]  They were everywhere.
[03:38:01.841 --> 03:38:02.762]  There was a drill.
[03:38:03.142 --> 03:38:03.962]  That's confirmed.
[03:38:03.982 --> 03:38:05.123]  Boston Globe admitted that.
[03:38:06.087 --> 03:38:08.229]  And they always use a drill to cover up an op.
[03:38:08.490 --> 03:38:14.075]  Now a real expert on this is Dr. Steve Pachenik, co-wrote books with Tom Clancy, stevepachenik.com.
[03:38:14.355 --> 03:38:23.244]  Doc, I got two hours sleep last night, I've done like 20 hours of broadcasting in the last day, so I'm a little bit out of it right now, but I'm seeing all this happen.
[03:38:24.266 --> 03:38:31.894]  This is unprecedented, and then I'm predicting on air, now they'll say they didn't have the arrest, because we blew their operation, then they withdraw the arrest.
[03:38:32.174 --> 03:38:38.580]  This is un- they are in- the reporters, who are all CIA and Israeli intelligence, like Wolf Brunser, are melting down.
[03:38:38.640 --> 03:38:40.983]  They look like their lives are over.
[03:38:41.283 --> 03:38:42.023]  This is freaking me out!
[03:38:42.243 --> 03:38:45.185]  I'm watching them during the breaks, doctor, and you're a psychiatrist.
[03:38:45.225 --> 03:38:46.105]  They are freaked out!
[03:38:46.325 --> 03:38:48.386]  What has just happened from the intel I gave you?
[03:38:48.406 --> 03:38:49.927]  Because believe me, I don't BS.
[03:38:50.087 --> 03:38:51.507]  I do not bullcrap.
[03:38:51.728 --> 03:38:53.748]  What I'm telling you is the data stream I'm getting.
[03:38:54.389 --> 03:38:56.209]  This is off the chart.
[03:38:56.249 --> 03:38:56.970]  What do you say to that?
[03:38:58.030 --> 03:39:04.213]  Well, as always, Alex, you and I come to the same conclusion, ironically, for two different points.
[03:39:04.313 --> 03:39:06.614]  One of the reasons why I called you yesterday
[03:39:07.339 --> 03:39:12.583]  I didn't see any of the point, you know, I didn't have any advantage you had on the video, but this is what I wrote.
[03:39:13.084 --> 03:39:16.606]  And it's not, it's not different from what you said.
[03:39:16.666 --> 03:39:17.547]  I didn't even know this!
[03:39:17.627 --> 03:39:18.488]  I didn't even know this!
[03:39:18.548 --> 03:39:19.188]  I didn't even know!
[03:39:20.149 --> 03:39:21.470]  No, Alex doesn't know this.
[03:39:21.550 --> 03:39:22.431]  This is what I wrote.
[03:39:22.511 --> 03:39:27.094]  The unintended consequences of the Boston Massacre, the specific indictment.
[03:39:27.715 --> 03:39:31.198]  What happened of Bush and Obama and the U.S.
[03:39:31.258 --> 03:39:33.159]  military for the tortures of 9-11 prisoners.
[03:39:34.830 --> 03:39:42.918]  Were reported on the same day as the Boston Massacre at the level just below, but nobody read it.
[03:39:42.998 --> 03:39:48.824]  It was in the New York Times, a far more serious indictment accusing Bush Jr.
[03:39:49.224 --> 03:39:56.852]  and Obama of war crimes equivalent to that of the Nazi war crimes and the Japanese internments during World War II.
[03:39:56.972 --> 03:39:57.953]  And I predicted
[03:39:58.733 --> 03:40:15.351]  My end, psychologically, that there would be a false flag to cover this, and lo and behold, you and I came to the same conclusion, and I wrote a blog to that effect, and I didn't know any points of your determinants, and you didn't know any of my points, so we've come to the same conclusion, but from my point of end,
[03:40:15.911 --> 03:40:29.055]  This is far more serious because not only is this a false flag, but at the same time on the front page of the New York Times, it was reported right below the Boston Marathon that Obama and Bush Jr.
[03:40:29.095 --> 03:40:41.179]  were indicted by a bipartisan review committee for 9-11 tortures and... And by the way, I was driving home last night at 4 20 a.m.
[03:40:41.419 --> 03:40:42.680]  from doing Coast to Coast a.m.
[03:40:44.076 --> 03:40:54.680]  And I heard Fox News report a bipartisan commission founds universal collusion between intelligence, army, and the Pentagon to torture and cover it up.
[03:40:55.380 --> 03:40:58.902]  And that this is a crime and good people in government are finally saying no.
[03:40:59.422 --> 03:41:02.063]  And I didn't even remember, we just showed the news article.
[03:41:03.183 --> 03:41:04.084]  Is that why they did?
[03:41:04.684 --> 03:41:05.305]  Knowing this was coming out?
[03:41:05.345 --> 03:41:12.911]  That's exactly why they did it, because this indictment basically puts both Obama and Bush Jr.
[03:41:13.031 --> 03:41:17.155]  in prison on an Orenburg trial and makes them totally illegitimate.
[03:41:17.555 --> 03:41:24.922]  In the world of counter-terrorism, they would be so-called neutralized, arrested and put in prison and jailed.
[03:41:25.202 --> 03:41:27.024]  No question about it, they said it.
[03:41:27.444 --> 03:41:28.385]  Let me stop you.
[03:41:28.465 --> 03:41:33.971]  What does it signify to have a bipartisan commission finally admit that Nazi-type stuff went on?
[03:41:34.552 --> 03:41:35.993]  See, man, this is incredible.
[03:41:36.054 --> 03:41:36.534]  I get so...
[03:41:37.731 --> 03:41:40.193]  You know, out of control, analyzing the attack itself.
[03:41:40.213 --> 03:41:42.134]  I understand, but you and I work together.
[03:41:42.715 --> 03:41:48.339]  I came from this from a totally psychiatric and also intelligence point of view, saying, wait a minute.
[03:41:48.899 --> 03:41:53.022]  Why is this massacre occurring at the same time on a lower fold?
[03:41:53.042 --> 03:41:54.564]  You saw the article.
[03:41:54.724 --> 03:42:01.529]  It was both Asa Hutchinson, a Republican in the Bush administration, and James Jones, a Democrat in Congress.
[03:42:02.230 --> 03:42:05.273]  Yeah, there's your article.
[03:42:05.313 --> 03:42:05.994]  There's your article.
[03:42:06.014 --> 03:42:06.834]  So let me ask you this.
[03:42:07.295 --> 03:42:20.109]  This to me shows a counter coup in the government to have bipartisan say this is wrong, that a large part of the establishment, as I've been told, is actually freaked out by this tyranny and realizes there's no stability if this continues.
[03:42:20.947 --> 03:42:21.367]  Correct.
[03:42:21.527 --> 03:42:39.222]  This is exactly right, Alex, and that's what we've been saying all along, that the major part of what was called the elite, or people are intimidated and frightened, what's happened is Obama has literally continued the suppression, the repression, and the Patriots Act.
[03:42:39.862 --> 03:42:42.565]  And it comes out they illegally conspired
[03:42:55.478 --> 03:42:59.240]  To cover up and torture people, including children, in front of their parents.
[03:42:59.541 --> 03:43:02.082]  And then there's a Boston massacre when they knew it was coming out.
[03:43:02.343 --> 03:43:04.544]  Let me ask you this, though, because you haven't seen the photos and videos.
[03:43:04.564 --> 03:43:05.605]  They're up at InfoWars.com.
