[00:00:00.089 --> 00:00:01.309]  Network.
[01:45:23.072 --> 01:45:24.253]  I think I'm going to dig it up here.
[01:45:24.293 --> 01:45:24.934]  I'm trying to find it.
[01:45:25.492 --> 01:45:27.173]  No, and you're absolutely correct, Alex.
[01:45:27.534 --> 01:45:28.635]  It's exactly what's going on.
[01:45:28.995 --> 01:45:42.726]  The Chinese are demanding that Obama take control of the guns because as they move in and steal the resources of America, sorry, buy them, buy them out in satisfaction of the debt, which Obama knows full well he cannot pay.
[01:45:43.166 --> 01:45:47.410]  When you know you're not going to be able to pay your credit card, why don't you run it up as far as you can?
[01:45:47.450 --> 01:45:48.611]  As long as they're saying yes.
[01:45:49.841 --> 01:45:51.983]  Get as much goodies as you possibly can.
[01:45:52.223 --> 01:45:53.664]  That's the mindset of Obama.
[01:45:53.924 --> 01:45:57.306]  He knows full well he will never have to actually pay the debt.
[01:45:57.707 --> 01:46:01.749]  All he has to do is say, hey, we've already shut down the oil industry.
[01:46:01.970 --> 01:46:03.050]  They're not drilling.
[01:46:03.090 --> 01:46:04.391]  We'll give you permission to drill.
[01:46:04.651 --> 01:46:07.133]  We've already destroyed the coal industry in America.
[01:46:07.473 --> 01:46:08.954]  So, come, take the coal.
[01:46:09.134 --> 01:46:09.775]  You can use it.
[01:46:09.835 --> 01:46:11.476]  It's a better coal than you have in China.
[01:46:12.276 --> 01:46:12.837]  They need it.
[01:46:13.017 --> 01:46:14.618]  They need the resources of America.
[01:46:14.938 --> 01:46:17.300]  And that's what they are demanding from Obama.
[01:46:17.861 --> 01:46:19.222]  And let's be clear about this.
[01:46:20.003 --> 01:46:27.628]  China has been maneuvered to be the biggest owner of our debt by the Federal Reserve, who set this up when they could have just monetized and paid the debt that way.
[01:46:27.969 --> 01:46:35.194]  Instead, they had the Chinese communists come in, who kill, you know, millions of their dissidents on record, because they're the model of globalism.
[01:46:35.234 --> 01:46:36.335]  We're told by the CFR.
[01:46:36.635 --> 01:46:37.576]  China is the model.
[01:46:37.736 --> 01:46:38.737]  Not the Chinese people.
[01:46:39.077 --> 01:46:40.138]  The authoritarianism.
[01:46:40.178 --> 01:46:46.843]  They use the slave wages, the apple factories with the suicide nets, so no one can compete in the West.
[01:46:47.663 --> 01:46:50.066]  To consolidate power in globalist hands.
[01:46:50.566 --> 01:46:55.091]  And then the Chinese People's Daily and their biggest TV station, we did a news article linked to it.
[01:46:55.812 --> 01:47:00.217]  Paul Watson was aware of it because his wife is Chinese and she first alerted it.
[01:47:00.317 --> 01:47:03.080]  Paul went and found the actual English version of it.
[01:47:03.340 --> 01:47:06.123]  And they say, I've read this on air, listeners can go pull it up.
[01:47:06.764 --> 01:47:12.885]  In fact, guys, the headline is something like, Chinese state-run media tells Obama to take the guns.
[01:47:13.366 --> 01:47:14.566]  Pull up the infowars for me, guys.
[01:47:14.586 --> 01:47:14.866]  Good job.
[01:47:14.886 --> 01:47:16.046]  I want to show viewers.
[01:47:16.106 --> 01:47:17.046]  Radio listeners, pull it up.
[01:47:17.467 --> 01:47:20.687]  And they say, quote, wage war against the gun owners.
[01:47:20.727 --> 01:47:21.788]  Do whatever it takes.
[01:47:21.868 --> 01:47:22.348]  It's key.
[01:47:22.848 --> 01:47:24.688]  We are, you know, we've given you money.
[01:47:24.708 --> 01:47:27.249]  And again, they're going to be giving the national parks.
[01:47:27.289 --> 01:47:28.149]  The land is collateral.
[01:47:28.189 --> 01:47:28.969]  That's all official.
[01:47:29.329 --> 01:47:34.671]  The Chinese communists were being conquered, and they're saying, hey, we own your people now.
[01:47:34.931 --> 01:47:35.911]  You take their guns.
[01:47:36.751 --> 01:47:37.672]  And now the U.N.
[01:47:37.712 --> 01:47:38.452]  treaty's coming up.
[01:47:38.712 --> 01:47:40.173]  This is the master plan.
[01:47:40.233 --> 01:47:40.973]  It's so evil.
[01:47:41.333 --> 01:47:47.015]  Yeah, you know, it's funny, but I was told, when I checked with my friends, I said, have you ever heard of this guy Alex Jones?
[01:47:47.075 --> 01:47:51.317]  And one of my American friends said, well, you know, he's a bit of a conspiracy theory nut.
[01:47:51.877 --> 01:47:58.540]  And, you know, now I've come on, I've listened to what you've had to say, and I'm sitting here going, wow, this guy's not a nut.
[01:47:59.180 --> 01:48:00.201]  You have the information.
[01:48:00.261 --> 01:48:03.842]  I don't know where you're getting it, but I'm telling you, you are right on the money.
[01:48:04.202 --> 01:48:05.543]  And keep in mind something.
[01:48:05.883 --> 01:48:11.966]  Yamamoto was right when he said, you don't want to invade America because behind every blade of grass there'll be a gun.
[01:48:12.386 --> 01:48:17.688]  And you know the Chinese know full well that's exactly the situation with America right now.
[01:48:17.968 --> 01:48:18.808]  Obama knows.
[01:48:18.868 --> 01:48:20.089]  He's got his marching orders.
[01:48:20.389 --> 01:48:21.750]  He's been told to take your guns.
[01:48:21.770 --> 01:48:27.032]  He's been told to have your people crushed so that the Chinese can do what they want.
[01:48:28.032 --> 01:48:38.216]  You're right, and we did find that People's Daily, one of the articles, where it says innocent blood demands gun control, and then it talks about waging war against American gun owners.
[01:48:38.236 --> 01:48:38.957]  But here's the article.
[01:48:39.257 --> 01:48:40.117]  Piers Pressure.
[01:48:40.557 --> 01:48:43.139]  Believe it or not, Morgan is a great spokesman for gun control.
[01:48:43.559 --> 01:48:46.740]  And the article goes on to say he is globalization 2.0.
[01:48:47.160 --> 01:48:50.882]  You know, teaching us to basically go under global government.
[01:48:51.862 --> 01:48:54.043]  And it will only survive if we submit to this.
[01:48:54.504 --> 01:48:57.245]  I mean, this is amazing what they've done to us.
[01:48:58.388 --> 01:48:59.009]  Oh, absolutely.
[01:48:59.029 --> 01:49:01.191]  You've been manipulated every which way but loose.
[01:49:01.731 --> 01:49:04.134]  They know full well that the... Here's the other thing.
[01:49:04.174 --> 01:49:14.143]  The United Nations and the World Bank, in collusion with Obama, suppose he turns around and says to them, or to the world community, you know what?
[01:49:14.263 --> 01:49:15.524]  We cannot meet the debt.
[01:49:15.765 --> 01:49:16.846]  Could you help us out here?
[01:49:16.906 --> 01:49:21.330]  Could you help us broker a fair solution?
[01:49:22.395 --> 01:49:22.595]  Yes.
[01:49:42.646 --> 01:49:47.652]  And that's why they've got to have Obama as the head of the UN Security Council violating Article 1, Section 9, Clause 8.
[01:49:47.972 --> 01:49:56.081]  That's why they admit in this Daily Beast article by Peter Beinart, who really shows he's a globalist, they've got to get us used to this.
[01:49:56.382 --> 01:49:59.045]  They've got to get us ready to go under world government.
[01:49:59.365 --> 01:50:01.768]  It's so incredibly sick.
[01:50:02.148 --> 01:50:03.889]  That they've maneuvered us to this point.
[01:50:03.949 --> 01:50:05.751]  And by the way, they found it in the People's Daily.
[01:50:05.791 --> 01:50:06.871]  Punch it back up for me, guys.
[01:50:07.131 --> 01:50:12.155]  They found where it said, Obama needs to engage in a protracted war.
[01:50:12.175 --> 01:50:12.875]  You guys just had it.
[01:50:12.895 --> 01:50:15.717]  You had it right on the spot with the war part.
[01:50:15.757 --> 01:50:16.918]  That's what I wanted to read on air.
[01:50:17.258 --> 01:50:18.139]  TV viewers saw it.
[01:50:18.159 --> 01:50:18.479]  There it is.
[01:50:18.879 --> 01:50:20.080]  Action speaks louder than words.
[01:50:20.120 --> 01:50:28.386]  If Obama wants to take practical measures to control guns, he has to make preparation for a protracted war and considerable political cost.
[01:50:28.726 --> 01:50:31.208]  Then they go on to say the Chinese government's ready to help.
[01:50:31.549 --> 01:50:32.390]  What do you make of that?
[01:50:32.430 --> 01:50:34.091]  I mean, that is just in our face.
[01:50:34.431 --> 01:50:34.632]  Yeah.
[01:50:34.872 --> 01:50:39.056]  Well, keep in mind, yeah, it's an incremental thing.
[01:50:39.396 --> 01:50:40.457]  And that's what this guy is.
[01:50:40.517 --> 01:50:42.219]  Obama's all about incrementalism.
[01:50:42.619 --> 01:50:44.221]  What's he done to the American public?
[01:50:44.701 --> 01:50:50.286]  If you ever, would you ever countenance for one minute, any man putting their hands on your wife?
[01:50:50.907 --> 01:50:51.568]  Would you ever?
[01:50:51.988 --> 01:50:52.388]  Wouldn't you?
[01:50:54.292 --> 01:50:55.473]  But now you do, TSA.
[01:50:55.553 --> 01:50:57.354]  Every time you go into the airport.
[01:50:57.514 --> 01:50:58.214]  Every time.
[01:50:58.374 --> 01:50:58.775]  Stay there.
[01:50:58.795 --> 01:50:59.455]  We're gonna come back.
[01:50:59.495 --> 01:51:00.055]  We're gonna come back.
[01:51:00.095 --> 01:51:01.476]  You know what's going on.
[01:51:01.816 --> 01:51:12.983]  Looking back on 2012, we ask ourselves, how did we ever survive from natural disasters like Hurricane Sandy and the devastating summer drought to the family hardships brought on by a disastrous economy?
[01:51:13.303 --> 01:51:15.705]  Our hearts go out to those that have lost everything.
[01:51:16.005 --> 01:51:22.369]  At eFoods Direct, we hear from customers every day that are fortunate enough to weather life's storm by having a supply of food on hand.
[01:51:22.609 --> 01:51:32.615]  After Hurricane Sandy, Danny from New York City wrote, almost all of the grocery stores are closed, but I managed to get my eFoods just in time to be able to help my sister and niece.
[01:51:33.035 --> 01:51:36.816]  It is better to be prepared ten years too early than one day too late.
[01:51:37.016 --> 01:51:38.916]  I can warn you, but I can't feed you.
[01:51:39.076 --> 01:51:41.256]  Heed the warnings and do what Alex has done.
[01:51:41.376 --> 01:51:48.778]  Call 800-409-5633 today or go to efoodsdirect.com slash Alex and build your food supply.
[01:51:48.998 --> 01:51:52.779]  It's the best tasting non-GMO long-term storable food on the planet.
[01:51:52.919 --> 01:51:55.239]  Call 800-409-5633 or efoodsdirect.com slash Alex.
[01:51:55.259 --> 01:51:56.859]  You can bet your life on eFoodsDirect.
[01:52:02.895 --> 01:52:04.375]  Hey there, Frank Bates here.
[01:52:05.136 --> 01:52:09.737]  Have you heard about the weird device that could wipe out 280 million Americans?
[01:52:10.217 --> 01:52:11.598]  This is really scary stuff.
[01:52:12.018 --> 01:52:16.719]  Defense experts warn that this odd device poses the gravest threat we've ever known.
[01:52:17.280 --> 01:52:24.462]  In fact, just a few weeks ago, former Speaker of the House Newt Gingrich wrote an op-ed piece for the Washington Post warning about this deadly threat.
[01:52:25.322 --> 01:52:27.543]  I can't believe that more people aren't talking about this.
[01:52:28.103 --> 01:52:31.264]  It may be because the liberals in the government are trying to cover it up.
[01:52:31.885 --> 01:52:40.008]  That's why my friend just created a free video at WeirdDevice.com that exposes this threat and blows the doors off the conspiracy.
[01:52:40.448 --> 01:52:50.592]  Go watch the shocking video at WeirdDevice.com right now to discover exactly what it is, plus discover the number one way you and your family can survive this deadly attack.
[01:52:51.332 --> 01:52:56.155]  I'm not sure how long this video will be online, so go to WeirdDevice.com before it's gone forever.
[01:52:56.655 --> 01:52:58.757]  Again, that's WeirdDevice.com.
[01:53:00.978 --> 01:53:01.538]  Food storage?
[01:53:01.738 --> 01:53:01.999]  Check.
[01:53:02.299 --> 01:53:03.019]  Survival tools?
[01:53:03.279 --> 01:53:03.559]  Check.
[01:53:03.880 --> 01:53:04.860]  Weapons and water filters?
[01:53:05.140 --> 01:53:05.461]  Check.
[01:53:05.841 --> 01:53:11.724]  But what about a permanent source of cooking power that can run forever without buying fuel or paying for maintenance?
[01:53:12.005 --> 01:53:16.027]  Introducing Afterburner Stoves, home of the original patented rocket stove that
[01:53:16.067 --> 01:53:17.968]  The Kelly Kettle and the Solo Stove.
[01:53:18.148 --> 01:53:26.591]  Afterburner Stoves has what you need and now offers all GCN listeners our complete preparedness package with the means to cook meals and sanitize water.
[01:53:26.731 --> 01:53:31.073]  Whether you dig in or bug out, cook almost any meal with just a handful of sticks.
[01:53:31.233 --> 01:53:37.315]  We already have the lowest online prices guaranteed, but if you enter coupon code GCN at checkout,
[01:53:37.455 --> 01:53:44.102]  We'll knock off an additional 15% and send you our amazing 6-hour solar rechargeable light bulb absolutely free.
[01:53:44.382 --> 01:53:45.002]  All for only $249.
[01:53:45.103 --> 01:53:46.864]  Visit AfterBurnerStoves.com or call 866-716-5214.
[01:53:46.884 --> 01:53:46.944]  866-716-5214.
[01:53:47.044 --> 01:53:48.125]  AfterBurnerStoves.com.
[01:53:48.145 --> 01:53:51.068]  Cook hot meals with just a handful of sticks!
[01:54:04.451 --> 01:54:12.820]  Well, this is the end of our interview here in about six minutes with Jim Garrow, but I want to get him back on for a full hour next week or as soon as he can.
[01:54:12.840 --> 01:54:24.972]  He saved over 45,000 young newborn baby Chinese girls that would have been killed, and he joins us right now.
[01:54:25.473 --> 01:54:26.794]  Here's the Daily Beast, okay?
[01:54:27.682 --> 01:54:38.352]  And there are literally dozens of similar articles by Peter Beinart, and this is, of course, Newsweek's biggest publication online.
[01:54:38.912 --> 01:54:42.035]  And they say, we gotta get Americans used to globalism, you gotta go read it.
[01:54:43.366 --> 01:54:47.391]  And that we're preparing everybody and that America's power is in decline.
[01:54:47.431 --> 01:54:52.236]  Globalization means that other nations will influence and judge us and we must basically do what they say.
[01:54:52.256 --> 01:54:57.242]  And they go on to say Chinese officials are lecturing us and that's good.
[01:54:57.282 --> 01:54:57.923]  That's a quote.
[01:55:00.085 --> 01:55:01.867]  Mexican billionaires are lecturing us.
[01:55:01.928 --> 01:55:02.528]  That's good.
[01:55:02.748 --> 01:55:03.629]  You gotta go read this.
[01:55:04.844 --> 01:55:07.485]  And then it goes on to say Al Jazeera's purchased current TV.
[01:55:07.525 --> 01:55:08.025]  That's good.
[01:55:08.085 --> 01:55:09.746]  It's good for us to go under foreign control.
[01:55:10.426 --> 01:55:13.627]  And then he says somewhere Alex Jones is readying his flamethrower.
[01:55:14.027 --> 01:55:14.467]  Let him.
[01:55:15.808 --> 01:55:21.569]  Because in the next round of the culture war, we will likely not just pit black and brown versus white.
[01:55:21.589 --> 01:55:24.590]  That's why they get on the news and say, gun owning is racist.
[01:55:24.610 --> 01:55:25.591]  We're going to get the whites.
[01:55:26.131 --> 01:55:28.352]  That's why Rangel's saying whites are the enemy.
[01:55:28.652 --> 01:55:30.052]  You know, southerners are the enemy.
[01:55:30.092 --> 01:55:30.872]  Gun owners are the enemy.
[01:55:31.092 --> 01:55:32.473]  You're like, that's really crazy.
[01:55:33.544 --> 01:55:38.865]  You know, political correctness teaches everybody to be nice, which is... but then, again, this is all a plan!
[01:55:39.745 --> 01:55:41.285]  And secular versus religious.
[01:55:41.786 --> 01:55:48.387]  It will pit those Americans who can't accept the increased... Let's just go to our guest.
[01:55:48.467 --> 01:55:51.307]  It says Alex is readying his flamethrower, letting.
[01:55:51.567 --> 01:55:53.068]  They basically just said they're going to smash us.
[01:55:53.988 --> 01:55:59.829]  I'm seeing this everywhere, and I've seen this in the Weatherman FBI trials, where some of them admitted to being in these meetings.
[01:56:00.666 --> 01:56:03.848]  Where they said, we're gonna kill the Libertarians and Conservatives.
[01:56:03.868 --> 01:56:05.448]  They said, we're gonna put them in re-education camps.
[01:56:05.648 --> 01:56:07.349]  We're gonna bring the Chinese in to do this.
[01:56:07.789 --> 01:56:09.150]  I mean, this is insanity!
[01:56:09.870 --> 01:56:15.093]  But they're really, it looks like, going to try it with the Civil War as the cover, kicked off by taking the guns.
[01:56:15.193 --> 01:56:19.435]  I just read that, where they say, Alex Jones is our enemy, don't worry, we're gonna get him.
[01:56:19.815 --> 01:56:22.116]  I mean, Piers Morgan has said he wants to shoot me.
[01:56:22.416 --> 01:56:23.457]  What do you make of these people?
[01:56:24.332 --> 01:56:28.076]  Well, you know, the Founding Fathers knew exactly what was going to come down the pipe.
[01:56:28.677 --> 01:56:45.235]  If ever people lost sight of why the Constitution was built the way it was, why the Republic was framed the way it was, and what you're doing, you are actually, you know, again, I'm back to this thing of where is this nutcase Alex Jones coming from?
[01:56:45.575 --> 01:56:46.216]  Well, you're not.
[01:56:46.296 --> 01:56:47.217]  You're on the money.
[01:56:47.858 --> 01:56:58.329]  And you are providing the protection that the Fifth Estate, that the people in the media should be providing the people of the United States by exposing the very things that you're talking about.
[01:56:58.790 --> 01:57:01.313]  There's a huge, and I'm going to say it because there's the word,
[01:57:01.693 --> 01:57:05.454]  There's conspiracy, there's complicity all over the United States.
[01:57:05.814 --> 01:57:08.455]  And you know, your poor military people are sitting there.
[01:57:08.855 --> 01:57:11.736]  They know, they are aware, they know the manipulation.
[01:57:11.796 --> 01:57:17.137]  They know the expectations that they will be called upon to move against the American people.
[01:57:17.457 --> 01:57:18.898]  These people are heart sick.
[01:57:19.505 --> 01:57:25.713]  They're heart sick of the portent of having to turn their guns against their own people.
[01:57:25.793 --> 01:57:28.737]  And so they're walking out in droves, Alex.
[01:57:28.797 --> 01:57:33.523]  Which is part of the plan because they already have the collaborators lined up ready to take over.
[01:57:34.107 --> 01:57:34.467]  That's right.
[01:57:34.547 --> 01:57:38.269]  And by the way, one of the first people to die... Well, they should say yes they will.
[01:57:38.529 --> 01:57:42.811]  They should say yes they will in this situation and infiltrate the New World Order.
[01:57:43.511 --> 01:57:46.812]  I mean, that's completely biblical, just like the spies visiting the city.
[01:57:47.833 --> 01:57:49.013]  I mean, that's got to be done.
[01:57:49.033 --> 01:57:53.775]  I say, just say, yeah, I'll fire on them, and then sit there and warn everybody behind the scenes.
[01:57:53.835 --> 01:57:55.516]  And I think that's the answer here.
[01:57:56.462 --> 01:57:58.484]  Well, it would be great if they were left to that.
[01:57:58.664 --> 01:58:03.529]  If they weren't put in positions where they have to actually say no all over the place.
[01:58:03.990 --> 01:58:05.591]  And remember, these people are crafty.
[01:58:05.611 --> 01:58:06.272]  Look at Obama.
[01:58:06.312 --> 01:58:13.559]  Has anyone ever made Obama stand up in public where he was actually questioned about everything in his past?
[01:58:13.699 --> 01:58:15.041]  No, everything's always staged.
[01:58:15.121 --> 01:58:18.244]  I mean, he's got three different names, everything's sealed.
[01:58:18.264 --> 01:58:20.206]  Yeah, what's with this?
[01:58:21.323 --> 01:58:28.309]  What happened to a legal system that, you know, pulls back the onion and everyone has justice applied to them equally?
[01:58:28.369 --> 01:58:31.452]  Well, Obama, golly gee, what's going on with him?
[01:58:31.572 --> 01:58:32.133]  Amazing.
[01:58:32.173 --> 01:58:35.415]  James Garrow, we've got to have you back up again soon.
[01:58:35.496 --> 01:58:36.456]  Thank you so much, sir.
[01:58:36.877 --> 01:58:37.477]  Thank you, Alex.
[01:58:37.798 --> 01:58:39.219]  PinkPagodaGirls.com.
[01:58:42.201 --> 01:58:44.043]  You are listening to GCN.
[01:58:45.705 --> 01:58:47.626]  Visit GCNlive.com today.
[01:58:51.661 --> 01:58:54.403]  Alex Jones here with a message to fellow freedom lovers.
[01:58:54.683 --> 01:58:59.486]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:58:59.686 --> 01:59:06.871]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:59:06.991 --> 01:59:12.415]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:59:12.636 --> 01:59:16.379]  These are items that I did research on, that I personally use.
[01:59:16.659 --> 01:59:21.183]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:59:21.383 --> 01:59:26.607]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:59:26.847 --> 01:59:29.928]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:59:30.088 --> 01:59:32.329]  When Disaster Strikes by Matthew Stein.
[01:59:32.589 --> 01:59:37.171]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:59:37.331 --> 01:59:39.812]  Hand crank shortwave AM FM radios.
[01:59:40.232 --> 01:59:47.275]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[01:59:47.435 --> 01:59:48.476]  We're getting prepared.
[01:59:48.716 --> 01:59:49.136]  Are you?
[01:59:49.376 --> 01:59:50.477]  InfoWarshop.com
[01:59:54.574 --> 01:59:56.498]  Waging war on corruption.
[01:59:56.979 --> 01:59:59.764]  Alex Jones on the GCM Radio Network.
[02:00:06.325 --> 02:00:10.529]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:11.169 --> 02:00:11.990]  You want answers?
[02:00:12.751 --> 02:00:13.651]  Well, so does he.
[02:00:14.292 --> 02:00:17.895]  He's Alex Jones on the GCN Radio Network.
[02:00:18.496 --> 02:00:22.579]  And now, live from Austin, Texas, Alex Jones.
[02:00:32.321 --> 02:00:36.123]  That was such an amazing interview with Jim Garrow.
[02:00:38.224 --> 02:00:44.928]  And we've done some research on him the last 48 hours and were able to connect dots and I was able to talk to him off air and get his response.
[02:00:45.728 --> 02:00:51.852]  And I believe with about 97% certainty, actually I'm completely certain.
[02:00:53.308 --> 02:01:09.542]  That the individual that told him that high-level military people that he recruited and gotten in, Special Forces, that the person that they're talking about is the man that's in the film Behold a Pale Horse, available by the way at infowarestore.com if you want to get it there and support us.
[02:01:11.564 --> 02:01:16.228]  That we're talking about retired former head of Special Forces General William Boykin.
[02:01:18.675 --> 02:01:25.740]  Because of the Christian circles, and I happen to know Boykin's been involved trying to help get Chinese girls out of China so they're not aborted.
[02:01:27.361 --> 02:01:28.982]  After birth, they kill them up to a couple years.
[02:01:29.302 --> 02:01:30.262]  Parents hide them and stuff.
[02:01:32.044 --> 02:01:34.545]  And it kind of freaked him out out there when I went on tour and said, is it Boykin?
[02:01:34.565 --> 02:01:37.827]  And the guy's like, I'm not going to sit there and do this question and answer.
[02:01:37.987 --> 02:01:40.509]  Boy, you really are smart.
[02:01:40.609 --> 02:01:41.189]  How do you know?
[02:01:42.390 --> 02:01:43.531]  So the point is, is that
[02:01:44.923 --> 02:01:52.007]  Well, there's not many people that even have the courage to, and of course it's on record that he runs in the circles of Boykin and they know each other.
[02:01:53.308 --> 02:01:55.669]  And obviously Boykin knows the government knows that.
[02:01:55.689 --> 02:02:03.734]  And I'm not saying he's not a really smart guy, but at the same time, you know, he went to this fella because he's like, well, you know about the internet.
[02:02:03.774 --> 02:02:05.294]  Can I, can I work through you?
[02:02:06.075 --> 02:02:08.416]  We need to get a hold of the filmmaker.
[02:02:08.496 --> 02:02:09.297]  He's been trying to get a hold of me.
[02:02:09.317 --> 02:02:10.557]  I've just been too busy to talk to him.
[02:02:10.938 --> 02:02:12.779]  I've been too busy to even call my other source.
[02:02:13.985 --> 02:02:15.406]  I'm just completely overwhelmed at this point.
[02:02:15.446 --> 02:02:17.927]  I mean, I'm going to be honest with everybody, but I already know their battle plan.
[02:02:18.648 --> 02:02:21.589]  And I just continue to get more intel and more data on them.
[02:02:21.689 --> 02:02:23.010]  And it's a bold move.
[02:02:23.830 --> 02:02:26.172]  Fortune favors the bold, and the globalists are bold.
[02:02:27.332 --> 02:02:28.093]  That's why I'm bold.
[02:02:30.054 --> 02:02:34.316]  And, you know, Pat Tillman found out they were growing drugs and doing all this evil stuff in Afghanistan.
[02:02:34.336 --> 02:02:35.176]  He was going to go public.
[02:02:35.597 --> 02:02:36.197]  So they killed him.
[02:02:37.410 --> 02:02:51.133]  And I think General Boykin, he's already gone public in Behold a Pale Horse, he's already exposed, well actually Boykin is in CNS News today saying our government is arming the Al-Qaeda and giving them weapons in Syria.
[02:02:51.833 --> 02:02:54.534]  So, that's actually in the news today.
[02:02:55.174 --> 02:03:02.976]  So, it's Boykin, 97%, and I guess we need to get a hold of Boykin.
[02:03:03.914 --> 02:03:05.115]  We know who to call to get his number.
[02:03:05.135 --> 02:03:07.037]  I don't know why I haven't tried to get Boykin on to begin with.
[02:03:07.057 --> 02:03:12.902]  And we need to just, I need to talk to him and go, look, General, it's time to just go all the way.
[02:03:13.402 --> 02:03:15.905]  Time to get your missiles launched before they blow you up on the pad.
[02:03:16.445 --> 02:03:19.327]  And I'm just telling you right now, ladies and gentlemen, that's what we got to do.
[02:03:19.908 --> 02:03:21.049]  And me, I'm in God's hands.
[02:03:21.109 --> 02:03:22.510]  I'm not worried about it.
[02:03:22.550 --> 02:03:26.594]  He said the military living legend is scared.
[02:03:28.240 --> 02:03:33.382]  And I guess when you're an old man and been in all that combat earlier, it's not even scared.
[02:03:33.462 --> 02:03:34.862]  It's sad, freaked out.
[02:03:34.882 --> 02:03:36.443]  It's like, wow, it's really happening.
[02:03:36.803 --> 02:03:41.444]  They're really getting the military ready to come confiscate guns, have a civil war, and bring in the Chinese Communist.
[02:03:41.464 --> 02:03:46.005]  Let me tell you, a lot of mainline conservatives are all talk, folks.
[02:03:46.025 --> 02:03:48.746]  They'll get out and salute the Reds if they came in here.
[02:03:48.786 --> 02:03:49.607]  I'm telling you right now.
[02:03:49.627 --> 02:03:51.707]  I mean, they'd line up.
[02:03:51.767 --> 02:03:54.308]  I mean, look, all the TV shows, Bad Mouth George Washington.
[02:03:55.700 --> 02:04:01.426]  I mean, if they had a public hanging in Austin, for me, people would get out there and salute while they hung my butt.
[02:04:02.287 --> 02:04:03.248]  I guarantee it.
[02:04:03.309 --> 02:04:05.831]  Most people are cowards and they love evil.
[02:04:07.153 --> 02:04:08.955]  But I got news for the New World Order.
[02:04:09.636 --> 02:04:12.158]  There's a good 15% of people aren't going to back down.
[02:04:12.979 --> 02:04:13.900]  And they're men and women.
[02:04:14.861 --> 02:04:16.003]  And so, good luck.
[02:04:17.059 --> 02:04:19.119]  With that big highway they just got completed.
[02:04:19.620 --> 02:04:25.061]  Almost all of it from the southern Pacific side of Mexico right up into Texas.
[02:04:25.681 --> 02:04:29.942]  And they've built it right up into San Antonio and right up to the extension around town.
[02:04:30.322 --> 02:04:32.382]  And we stopped it just north of here.
[02:04:32.902 --> 02:04:34.243]  Fighting it as hard as we could.
[02:04:34.263 --> 02:04:38.943]  That globalist taxation control grid to run the Chinese troops up.
[02:04:38.963 --> 02:04:41.184]  We killed it dead just north of Austin.
[02:04:42.108 --> 02:04:43.929]  And here we are, fighting as hard as we can.
[02:04:44.450 --> 02:04:47.932]  And most people cannot believe how serious this is.
[02:04:48.353 --> 02:04:49.414]  How real this is.
[02:04:49.854 --> 02:04:51.015]  But you're gonna find out.
[02:04:52.056 --> 02:04:56.119]  We're trying to stop them, but if we don't stop them, boy, just remember you were warned.
[02:05:01.741 --> 02:05:05.763]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[02:05:05.843 --> 02:05:06.963]  Don't be one of them!
[02:05:07.063 --> 02:05:12.605]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[02:05:12.765 --> 02:05:22.389]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[02:05:22.569 --> 02:05:29.232]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[02:05:29.352 --> 02:05:33.475]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[02:05:33.715 --> 02:05:42.681]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[02:05:42.801 --> 02:05:46.243]  The Science Digest Journal says, silver is our mightiest germ fighter.
[02:05:46.463 --> 02:05:50.126]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[02:05:50.306 --> 02:05:54.849]  Go to supernaturalsilver.com today and use the promo code silver2012 for 20% off.
[02:05:56.691 --> 02:06:00.149]  That's SupernaturalSilver.com and like us on Facebook.
[02:06:01.980 --> 02:06:06.563]  The New Year is a great time to take charge of your health and wellness.
[02:06:07.083 --> 02:06:11.146]  Get serious and make a stand with Supernatural Silver.
[02:06:11.606 --> 02:06:19.291]  This is a breakthrough in silver technology that is several hundred times more effective than colloidal or ionic silver.
[02:06:19.851 --> 02:06:28.697]  Supernatural Silver can be taken orally every day to help fight bacteria, viruses, infections, yeast and molds.
[02:06:29.637 --> 02:06:36.266]  Natural silver is also exceptional for wound care and is highly effective for water purification.
[02:06:36.887 --> 02:06:46.339]  It is the number one choice for thousands of people for immune system support and it is also a perfect choice for your emergency preparedness.
