[00:00:02.304 --> 00:00:04.326]  You're listening to GCN.
[01:40:00.324 --> 01:40:06.807]  Because there was an overturn of a law recently that made it legal, once again, to outsource labor to prison.
[01:40:07.487 --> 01:40:21.094]  And not only are judges throwing kids into prison on spurious claims to feed the prison-industrial complex, but now they're putting people in prison because that's now become a cheap source of labor.
[01:40:21.234 --> 01:40:26.917]  Now, this is a complete repudiation of laws against slave labor, so slavery is legal in America.
[01:40:26.957 --> 01:40:30.459]  Anyone who thinks that slavery was outlawed is wrong.
[01:40:30.519 --> 01:40:32.480]  Slavery is completely legal in America.
[01:40:33.775 --> 01:40:34.776]  I totally agree!
[01:40:34.896 --> 01:41:02.578]  In fact, when you see them passing a law where even many wooden pipes, it says some wooden pipes are okay, but if you read the definition of hookahs and things, it's not, where a felony to have a pipe, and then you see stuff where they tell the kid, take your NRA shirt off, but the school didn't have a code against, you know, non-profane lettering, so they charge him with the gun on his shirt being a terroristic threat, and then they tell kids at commencements that they can't
[01:41:03.659 --> 01:41:07.882]  Thank God, when that's their free speech, whether you believe in God or not.
[01:41:08.242 --> 01:41:24.115]  I mean, I just see cases every day of how wildly authoritarian things are, and how the law is designed to let violent offenders go, but keep the non-violent people actually in the prisons working for 25 cents an hour.
[01:41:24.495 --> 01:41:30.060]  That's how they legalize slavery, is they just pass a bunch of laws now where 0.5, that's half a beer.
[01:41:33.023 --> 01:41:35.806]  You know, you're going to get a felony now and go to jail.
[01:41:36.146 --> 01:41:37.928]  They want all of us in the system.
[01:41:39.010 --> 01:41:43.115]  Right, well the country with the biggest prison population in the world is the United States.
[01:41:43.195 --> 01:41:48.782]  Bigger than China, bigger than any country in the world is the United States because it's such a hugely profitable country.
[01:41:49.525 --> 01:41:50.326]  Profitable business.
[01:41:50.726 --> 01:41:55.070]  And the thing about the Second Amendment or gun rights is that it's a hot button issue.
[01:41:55.110 --> 01:42:02.577]  So a lot of people will be out there defending their Second Amendment rights, but sacrifice their first, third, fourth, fifth, sixth Amendment rights.
[01:42:03.157 --> 01:42:05.099]  So it's very unbalanced.
[01:42:06.360 --> 01:42:13.927]  In the gun, the pro-gun debate is unbalanced in that people are willing to defend their Second Amendment right, but sacrifice their First Amendment, right?
[01:42:13.947 --> 01:42:15.368]  Or their Third or Fourth Amendment, right?
[01:42:15.408 --> 01:42:23.936]  So there's a bit of a confusion, I think, in the overall pushback against this NSA prism-style Gulag state.
[01:42:23.996 --> 01:42:30.402]  Remember, the prison Gulag state needs a prism to make it work, and now we know, thanks to Edward Snowden, that there is.
[01:42:31.302 --> 01:42:54.674]  You know, you should change the name of Prism Planet to Prism Planet because now we all live in this NSA prism dome of perpetual surveillance and I thought the interview with Edward Snowden today was pretty interesting in that he touched on a lot of very interesting points and I am in the camp that gives him 100% credibility along with Glenn Greenwald.
[01:42:55.354 --> 01:43:03.897]  So, there is at least a few people out there who have managed to blow the whistle, come forward, and give the administration some hot flashes.
[01:43:09.781 --> 01:43:13.382]  We see Cheney and Neocons come out and say, arrest this guy.
[01:43:13.862 --> 01:43:15.783]  He's a traitor, he must work for the Chinese.
[01:43:16.163 --> 01:43:30.728]  These are the guys that transferred our missile secrets, our reactor secrets, our technology, our jobs, bipartisanly, the Democrats are involved as well, to Communist China because they could get fat cat state guaranteed deals with them.
[01:43:30.808 --> 01:43:31.949]  Now they're busy selling off
[01:43:32.509 --> 01:43:40.571]  I was watching this morning CNBC, like I said, and they were just, even the hosts were like, my God, they're buying up the entire infrastructure because America sold out.
[01:43:41.051 --> 01:43:46.532]  MIT has come out and admitted that the jobs are never coming back because we sold out the infrastructure.
[01:43:46.892 --> 01:43:49.253]  The elite here will no longer be the elite.
[01:43:49.593 --> 01:43:54.214]  They were so greedy, they even destroyed their own command base, Max Keiser.
[01:43:54.254 --> 01:43:58.755]  And so my point is, it's so rich how this military-industrial complex
[01:43:59.375 --> 01:44:08.764]  Talks about how it's taking our rights to protect us, when everybody knows they run Al-Qaeda, they run the Chi-Coms, everything bad, they run it.
[01:44:10.005 --> 01:44:18.733]  Well, you make a good point there, that the Chinese of the world are pointing to foreign powers and saying we need to protect ourselves against
[01:44:20.852 --> 01:44:27.354]  Well, at the same time, he's cutting deals with the exact same foreign powers to buy huge pieces of America's infrastructure.
[01:44:28.254 --> 01:44:36.295]  China, in particular, is buying up big pieces of American industry, as are other countries around the world.
[01:44:36.395 --> 01:44:41.436]  And the reason why they're cutting deals now is because of the huge debt that America has.
[01:44:41.877 --> 01:44:46.818]  They realize that the only way they can settle this debt is to sell off these big pieces of the infrastructure.
[01:44:47.278 --> 01:44:48.058]  And you saw this in
[01:44:49.458 --> 01:44:49.939]  In Greece.
[01:44:50.179 --> 01:44:59.866]  Greece was a country that before Goldman Sachs and, I'm sorry, John Paulson and Papandreou, the Prime Minister got involved, it was a $400 billion economy.
[01:45:00.566 --> 01:45:03.809]  It was determined that it wasn't that big of an economy.
[01:45:03.849 --> 01:45:08.893]  It was, after all, maybe only two times the size of IBM or two times the size of Berkshire Hathaway.
[01:45:09.233 --> 01:45:13.276]  And you could effectively do a leveraged buyout of Greece, and that's exactly what they did.
[01:45:13.616 --> 01:45:15.838]  They went in there, they fluttered it with lots of bad debt.
[01:45:16.398 --> 01:45:18.239]  They transferred that debt to the government.
[01:45:18.259 --> 01:45:21.701]  The government then transferred that debt to the people through austerity.
[01:45:22.161 --> 01:45:25.663]  The economy has collapsed, and now they're selling off the assets.
[01:45:25.744 --> 01:45:36.830]  A few weeks ago, for the first time, one of the Greek islands was sold to a cutter, one of the top guys in Qatar, the emir of Qatar, and that opened the floodgates for these
[01:45:40.454 --> 01:45:48.743]  Just like Detroit created taxes that ran everybody out, set up this corrupt bureaucracy, and now they're fully collapsing.
[01:45:49.203 --> 01:45:53.087]  That is the model, but I think this is so out of control they may not get away with it.
[01:45:53.328 --> 01:45:56.030]  Let me show TV viewers and radio listeners a couple articles here.
[01:45:56.711 --> 01:45:57.572]  The New York Times.
[01:45:58.473 --> 01:46:06.817]  Police officers arrested a protester in Istanbul on Sunday, the same day Prime Minister rallied supporters.
[01:46:06.857 --> 01:46:15.941]  So he was allowed to have people come out and rally for him, but people that just rallied to keep the only park in the city, the only green space open where they play soccer...
[01:46:16.821 --> 01:46:19.982]  It shows the police, it looks like breaking the guy's arm.
[01:46:20.262 --> 01:46:22.123]  You can see they've twisted it back so far.
[01:46:22.143 --> 01:46:23.824]  No way that didn't break.
[01:46:24.324 --> 01:46:25.944]  And stomping him in the head.
[01:46:26.425 --> 01:46:29.186]  And the New York Times goes with police arrest.
[01:46:29.306 --> 01:46:31.767]  See, they just, everything is propaganda.
[01:46:31.987 --> 01:46:32.987]  Let's go to the next article.
[01:46:33.287 --> 01:46:35.328]  For many, no penalty for crimes.
[01:46:35.988 --> 01:46:39.750]  Drunk driving, shoplifting, breaking in homes.
[01:46:40.310 --> 01:46:45.452]  The police, it says they made the decision to not arrest for petty crimes.
[01:46:46.272 --> 01:46:49.213]  Meanwhile, the code is illegal aliens, folks.
[01:46:49.273 --> 01:46:50.614]  It's illegal aliens they don't arrest.
[01:46:51.394 --> 01:47:00.998]  And again, though, citizens get pulled over with no seatbelt, you go to jail in Austin, and they throw the book at you because we're seen as milk cows, Max Keiser.
[01:47:01.018 --> 01:47:08.981]  Yeah, well, I think it's important for people to understand that when you talk about the New York Times, you're talking about a captured
[01:47:09.983 --> 01:47:11.405]  Journalistic Enterprise.
[01:47:11.465 --> 01:47:14.829]  They are not giving you unbiased truth.
[01:47:15.811 --> 01:47:19.435]  This is an institution that's gone horribly wrong.
[01:47:20.236 --> 01:47:23.461]  So has all of the big media outlets in the U.S.
[01:47:23.541 --> 01:47:24.302]  I mean your show
[01:47:25.183 --> 01:47:28.846]  Is delivering great information with the Texas Twister.
[01:47:29.146 --> 01:47:47.919]  You know, this is what the most people don't understand in the foreign press that in America now the media landscape is so horrid and so decrepit and so immoral that the only way you can get through the prison of lies is through this, you know, grenade approach, which
[01:47:48.679 --> 01:47:54.921]  If you get past the first couple of shockwaves, you end up getting lots and lots of really great information.
[01:47:55.001 --> 01:47:56.121]  So we want to thank you for that.
[01:47:56.201 --> 01:48:01.962]  And again, I will repeat that wherever I go in the world, people always say, oh yeah, I heard you on Alex Jones.
[01:48:02.323 --> 01:48:05.343]  Not that they heard me on the BBC or they heard me on this other outlet.
[01:48:05.363 --> 01:48:06.664]  They say, oh, I heard you on Alex Jones.
[01:48:06.704 --> 01:48:10.085]  So you've got this huge global audience with people waking up to this.
[01:48:10.545 --> 01:48:14.226]  And it's sad, though, that the country that's the most to lose is the United States.
[01:48:14.266 --> 01:48:15.286]  The people of the United States.
[01:48:15.846 --> 01:48:20.487]  They were holding all the cards and now they've given it all back to people like Dick Cheney.
[01:48:20.847 --> 01:48:26.128]  And Dick Cheney, if there's a trader in the mix, it's not Edward Snowden, it's Dick Cheney.
[01:48:26.148 --> 01:48:34.170]  Look at Dick Cheney's track record and selling America's freedom down the rattle for what, a few extra dollars?
[01:48:34.490 --> 01:48:35.570]  What was his incentive?
[01:48:35.650 --> 01:48:36.550]  Is he that shallow?
[01:48:36.630 --> 01:48:39.531]  Is he that callous that he would just blow America?
[01:48:39.651 --> 01:48:43.092]  Well, that's even what the big Pentagon war planners say is they're getting weight.
[01:48:43.493 --> 01:48:51.596]  The military industrial complex and the banks, they have one thing, profit, but it's even destroying America's empire in the future, so they're even getting weight.
[01:48:51.636 --> 01:48:56.818]  We're going to lose the golden goose because Dick Cheney and Bill Clinton and others slaughtered it.
[01:48:57.538 --> 01:48:58.198]  It's incredible.
[01:48:58.218 --> 01:49:01.199]  We're going to go to break and come back with Max Keiser.
[01:49:01.539 --> 01:49:05.320]  And I'm going to find out if we can hold Max a little bit in the next hour to take your economic phone calls.
[01:49:05.660 --> 01:49:08.380]  And then I'll open the phones up just for general calls after Max leaves us.
[01:49:08.400 --> 01:49:10.121]  But he may have to leave in 10 minutes.
[01:49:10.141 --> 01:49:14.001]  So we'll see if this is the final segment when we come back with Max Keiser.
[01:49:14.021 --> 01:49:15.102]  I'll ask him during the break.
[01:49:15.162 --> 01:49:16.842]  But I just want callers to understand something.
[01:49:17.982 --> 01:49:22.043]  We have a normalcy bias in this country to basically put up with anything.
[01:49:23.543 --> 01:49:26.864]  We've gotten to where we're in a position where we'll put up with almost anything.
[01:49:27.973 --> 01:49:33.996]  And it's time for, just across the board, to stop complying and to realize we're in deep trouble.
[01:49:34.896 --> 01:49:41.599]  I mean, I fundamentally think about my children every day and try to figure out ways to fix this country so they have a future.
[01:49:43.060 --> 01:49:46.501]  And then get angry that it's a global government and that I can't leave.
[01:49:47.422 --> 01:49:48.302]  I mean, we're cornered.
[01:49:48.682 --> 01:49:49.703]  We've got to get out of here.
[01:49:50.919 --> 01:49:53.303]  The only way to beat this is to bring down the New World Order.
[01:49:53.583 --> 01:49:59.052]  They're bringing down free societies to collapse it into their controlled paradigm because they're in control.
[01:49:59.853 --> 01:50:00.594]  They can do that.
[01:50:05.109 --> 01:50:05.830]  It is madness.
[01:50:05.850 --> 01:50:07.471]  We're going to go to break and come back with Max Keiser.
[01:50:07.671 --> 01:50:10.233]  Just briefly, the trailer will be out tomorrow.
[01:50:10.833 --> 01:50:11.994]  You can pre-order it now.
[01:50:12.054 --> 01:50:13.915]  It's only available at Infowars.com.
[01:50:14.036 --> 01:50:14.396]  I'm in it.
[01:50:14.936 --> 01:50:18.018]  It's state of mind, the psychology of control.
[01:50:18.118 --> 01:50:21.721]  It's about the past, the present, and the future of mind control.
[01:50:21.821 --> 01:50:23.082]  It's very well done.
[01:50:23.703 --> 01:50:26.384]  The same makers of the people that put out...
[01:50:27.867 --> 01:50:29.288]  Oklahoma City, a noble lie.
[01:50:29.848 --> 01:50:35.191]  The film is available in Blu-ray and DVD right now, and it's got everybody in it.
[01:50:35.211 --> 01:50:41.134]  A bunch of doctors and scientists and G. Edward Griffin and Colonel Schaefer and myself and so many others.
[01:50:41.215 --> 01:50:47.878]  So, state of mind, the psychology of control, and for the first 5,000 people that ordered it, that sounds like a lot.
[01:50:47.918 --> 01:50:48.298]  It's not.
[01:50:48.719 --> 01:50:53.321]  You will get free the film exposing the private fellow reserve, The American Dream.
[01:50:53.441 --> 01:50:54.402]  I have 5,000 of these.
[01:50:54.422 --> 01:50:55.903]  When they're gone, that's it.
[01:50:56.463 --> 01:51:01.634]  We never offer a new film with something free out of the gates, but I'm doing this now because state of mind is so important.
[01:51:02.175 --> 01:51:02.776]  Order it today.
[01:51:02.797 --> 01:51:05.342]  InfowarsStore.com.
[01:51:05.442 --> 01:51:06.765]  InfowarsStore.com.
[01:51:09.432 --> 01:51:12.874]  So, a natural disaster strikes and out goes your power.
[01:51:13.214 --> 01:51:16.657]  You risk losing stored food in electric freezers and refrigerators.
[01:51:16.857 --> 01:51:17.517]  Your options?
[01:51:17.857 --> 01:51:28.804]  Lose all that expensive food and medication, fire up a noisy gasoline-powered generator, or switch now to a propane or natural gas-powered refrigerator from Ben's Discount Supply.
[01:51:29.084 --> 01:51:33.367]  Ben'sDiscountSupply.com has a complete line of propane-powered refrigerators.
[01:51:33.547 --> 01:51:43.057]  Freezers in sizes ranging from a small camper cooler size up to a whopping 21 cubic foot refrigerator freezer or a 22 cubic foot deep freezer.
[01:51:43.297 --> 01:51:45.079]  In stock and ready to ship anywhere.
[01:51:45.340 --> 01:51:51.826]  Ben's Discount Supply dot com also stocks a full line of solar powered appliances to get you completely off the grid.
[01:51:51.947 --> 01:51:54.049]  Check out Ben's Discount Supply dot com.
[01:51:54.269 --> 01:51:54.690]  Or call 800-771-7702.
[01:51:54.710 --> 01:51:54.910]  That's 800-771-7702.
[01:51:54.950 --> 01:51:57.453]  Or click BensDiscountSupply.com for camping home or bug out location.
[01:51:57.573 --> 01:51:58.514]  Bank on BensDiscountSupply.com.
[01:52:09.206 --> 01:52:09.906]  Attention Preppers!
[01:52:09.986 --> 01:52:11.127]  Think you've got everything?
[01:52:11.167 --> 01:52:11.827]  Think again!
[01:52:11.867 --> 01:52:13.207]  You need Rescue Tape!
[01:52:13.407 --> 01:52:16.188]  The ultimate emergency repair tape used by the U.S.
[01:52:16.268 --> 01:52:19.309]  Army on trucks and tanks as part of their Battle Damage Repair Kit.
[01:52:19.469 --> 01:52:21.830]  Rescue Tape is 20 times stronger than duct tape.
[01:52:21.890 --> 01:52:29.352]  Rescue Tape repairs leaky pipes and hoses up to 500 degrees, waterproofs electrical connections, and even works right over oily, dirty surfaces.
[01:52:29.532 --> 01:52:33.934]  Rescue Tape belongs in every Prepper's Survival Kit, Bug Out Bag, and Emergency Kit.
[01:52:33.954 --> 01:52:36.054]  Get rescued, or just get stuck.
[01:52:36.134 --> 01:52:37.955]  Learn more at RescueTape.com.
[01:52:38.775 --> 01:52:43.538]  If you want to approach companies with your invention, the first step is to secure your patent rights.
[01:52:43.918 --> 01:52:50.502]  We are Russ Weinzimmer and Associates, a national law firm dedicated to helping you get strong protection for your invention.
[01:52:50.762 --> 01:52:52.983]  Already selling a product based on your invention?
[01:52:53.244 --> 01:52:55.445]  There may still be time to lock in your rights.
[01:52:55.785 --> 01:53:02.149]  Just call us at 800-621-3654 for your confidential, free consultation.
[01:53:02.489 --> 01:53:04.590]  Or visit strategicpatentlaw.com.
[01:53:04.911 --> 01:53:06.612]  That's strategicpatentlaw.com.
[01:53:08.345 --> 01:53:10.246]  In the last two years alone, the U.S.
[01:53:10.266 --> 01:53:12.208]  has seen huge losses to our food supply.
[01:53:12.428 --> 01:53:18.653]  In 2011, storms and floods raged across the U.S., costing us $20 billion in lost crops alone.
[01:53:18.673 --> 01:53:21.855]  In 2012, we saw the largest drought in the country in more than 50 years.
[01:53:22.135 --> 01:53:25.858]  You may think out of sight, out of mind, and so you don't think you will be affected.
[01:53:26.018 --> 01:53:27.199]  The fact is, you are.
[01:53:27.399 --> 01:53:28.179]  We all are.
[01:53:28.420 --> 01:53:30.761]  Food shortages drive prices up for everyone.
[01:53:31.062 --> 01:53:32.983]  You might not be able to control Mother Nature,
[01:53:33.203 --> 01:53:39.328]  But you can control your food prices by freezing the cost and availability of your food supply with eFoodsDirect.
[01:53:39.528 --> 01:53:40.749]  Be prepared before you need it.
[01:53:40.929 --> 01:53:44.091]  With nutrient-dense food you can store for up to 25 years.
[01:53:44.371 --> 01:53:46.613]  You can hope for the best, but hope won't feed you.
[01:53:46.753 --> 01:53:51.136]  Do what I've done and get your own supply of the best storable foods out there from eFoodsDirect.
[01:53:51.277 --> 01:53:57.141]  Call 800-409-5633 or visit them on the web at eFoodsDirect.com forward slash Alex.
[01:53:57.381 --> 01:53:58.804]  And check out their spring specials.
[01:53:59.024 --> 01:54:05.276]  Again, that number is 800-409-5633 or on the web at efoodsdirect.com forward slash Alex.
[01:54:05.516 --> 01:54:07.360]  You can bet your life on eFoodsDirect.
[01:54:26.488 --> 01:54:27.710]  Alex Jones here, back live.
[01:54:27.750 --> 01:54:34.300]  Max Keiser has agreed to stay 20-30 minutes with us into the next hour to take your calls on the economy and on world events.
[01:54:34.821 --> 01:54:37.024]  You want to talk to Max, have a question or comment for himself?
[01:54:38.291 --> 01:54:39.592]  Yours truly, Alex Jones.
[01:54:39.792 --> 01:54:47.758]  The toll-free number to join us is 800-259-9231.
[01:54:47.778 --> 01:54:47.818]  800-259-9231.
[01:54:48.899 --> 01:54:50.740]  And we'll get you up and on the air.
[01:54:51.601 --> 01:54:55.043]  Here are some of the headlines up on InfoWars.com.
[01:54:55.483 --> 01:55:01.087]  Ron Paul is saying, Obama's Syria policy looks a lot like Bush's Iraq policy.
[01:55:02.328 --> 01:55:06.270]  Max Keiser, the collapse of the current Manchester regime is upon us.
[01:55:06.310 --> 01:55:07.191]  He breaks that down.
[01:55:07.611 --> 01:55:10.432]  Journalist says TSA shamed my teenage daughter.
[01:55:10.913 --> 01:55:16.296]  Russian tycoon predicts immortality within 25 years.
[01:55:16.316 --> 01:55:19.237]  14-year-old faces year in jail over pro-gun t-shirt.
[01:55:19.657 --> 01:55:23.199]  They say the image of the rifle is a terroristic threat, a thought crime.
[01:55:23.720 --> 01:55:27.902]  The next NSA snooping shoot a drop, pre-crime.
[01:55:28.702 --> 01:55:31.444]  And it just goes on and on from there.
[01:55:31.664 --> 01:55:38.168]  Oh, and the French government's coming out and saying, look, we met with Britain two years ago about launching this current war.
[01:55:38.468 --> 01:55:40.749]  That's because the war started two years ago against Syria.
[01:55:41.590 --> 01:55:45.692]  Max, you were telling me you've got some breaking news dealing with McDonald's.
[01:55:45.732 --> 01:55:46.353]  Tell us about it.
[01:55:47.954 --> 01:55:53.836]  McDonald's is now being sued by one of their workers because they cut a deal with J.P.
[01:55:53.876 --> 01:55:58.038]  Morgan where their payroll goes directly into a J.P.
[01:55:58.078 --> 01:56:00.358]  Morgan account and J.P.
[01:56:00.398 --> 01:56:04.980]  Morgan then charges people $1.50 to use the ATM.
[01:56:05.380 --> 01:56:10.582]  Then they charge them $1 to just see what their balance is for a balance inquiry.
[01:56:11.222 --> 01:56:14.103]  They charge them $0.75 for online bill payment.
[01:56:15.588 --> 01:56:16.749]  Yeah, $15 for a lost car.
[01:56:16.769 --> 01:56:17.089]  Yeah, exactly.
[01:56:17.109 --> 01:56:17.429]  That is.
[01:56:17.449 --> 01:56:23.573]  In other words, getting back to what we were saying before, wages are never going to go up.
[01:56:35.478 --> 01:56:39.342]  They can raise the minimum wage to $8 or $9 or $10, but J.P.
[01:56:39.362 --> 01:56:46.230]  Morgan will just raise their fees by $1 an hour or $2 an hour, and they'll just put that money directly into J.P.
[01:56:46.250 --> 01:56:46.930]  Morgan's pocket.
[01:56:46.970 --> 01:56:49.913]  That's what we've seen now post-crash of 2008.
[01:56:50.274 --> 01:56:51.615]  And that was my next point.
[01:56:51.675 --> 01:56:52.676]  You said this years ago.
[01:56:52.737 --> 01:56:53.557]  It's now on record.
[01:56:54.449 --> 01:57:02.613]  The NSA is there to give private companies intelligence on how to game the economy, the stock market, LIBOR, all of it.
[01:57:02.833 --> 01:57:08.295]  And that came out last week, that indeed, NSA is using this data to corner markets.
[01:57:08.615 --> 01:57:09.876]  I mean, it's incredible!
[01:57:10.176 --> 01:57:13.798]  They are waging war against real economies.
[01:57:15.158 --> 01:57:18.039]  Well, there's a scandal of high frequency trading.
[01:57:18.760 --> 01:57:23.882]  The traders who use this high frequency trading, they're trading a billion times per second.
[01:57:24.684 --> 01:57:25.526]  We're good to go.
[01:57:32.023 --> 01:57:42.772]  That the regulators are releasing prices at a fraction of a second before they do release to the public to give insiders insider information.
[01:57:43.553 --> 01:57:47.797]  Then that came out about the same time that the NSA Prism story broke.
[01:57:47.837 --> 01:57:48.878]  So that confirms now.
[01:57:48.958 --> 01:57:53.482]  And also for Congress, Congressional aides and others in Washington, insider trading is legal.
[01:57:53.502 --> 01:57:54.903]  It has not been outlawed.
[01:57:55.861 --> 01:58:08.833]  Here you have an NSA with unlimited computer power and 360-degree spy presence with a high-frequency trader on Wall Street that's totally captured by all the regulators who are trading on inside information.
[01:58:10.685 --> 01:58:13.369]  That's why the economy is the way it is.
[01:58:13.429 --> 01:58:25.486]  That's why people can't make enough to get ahead of inflation while simultaneously the top 5,000 people are billionaires that are increasing at 30 or 40 percent a year.
[01:58:25.506 --> 01:58:26.788]  That's how you do it.
[01:58:27.168 --> 01:58:30.230]  Stay there, Max Keiser, because here's the rest of the story.
[01:58:30.250 --> 01:58:31.770]  We're going to get your take on this when we come back.
[01:58:32.471 --> 01:58:47.738]  The globalists are then funding socialism and fake grassroots communism to then scapegoat the giant poor mass off against what's left of the middle class to usher in total social control and government engineering out of the crisis.
[01:58:49.519 --> 01:58:51.300]  You are listening to GCN.
[01:58:53.001 --> 01:58:54.221]  Visit GCNlive.com today.
[01:58:59.349 --> 01:59:02.412]  You prepare by purchasing gold, food, and firearms.
[01:59:02.772 --> 01:59:08.218]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[01:59:08.819 --> 01:59:12.022]  When you're sleeping or away from home, who's watching out for intruders?
[01:59:12.702 --> 01:59:13.984]  Check out SimpliSafe.
[01:59:14.284 --> 01:59:18.168]  It's a new do-it-yourself home security system that is completely wireless.
[01:59:18.748 --> 01:59:20.791]  Go to GetSimpliSafe.com.
[01:59:21.451 --> 01:59:23.833]  SimpliSafe is independent and off the grid.
[01:59:24.193 --> 01:59:27.975]  It runs on battery power, so even if the grid goes down, you're protected.
[01:59:28.536 --> 01:59:34.699]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[01:59:35.200 --> 01:59:36.721]  Get SimpliSafe.com
[01:59:37.521 --> 01:59:41.743]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[01:59:42.204 --> 01:59:44.385]  So there's no need to let a stranger into your home.
[01:59:44.905 --> 01:59:48.487]  If you move or need to relocate, you can take the system with you wherever you go.
[01:59:48.987 --> 01:59:55.450]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[01:59:56.011 --> 01:59:58.172]  Again, that's GetSimplySafe.com
[02:00:01.897 --> 02:00:03.838]  Waging war on corruption.
[02:00:04.298 --> 02:00:07.139]  Alex Jones on the GCN Radio Network.
[02:00:13.701 --> 02:00:14.361]  Big Brother.
[02:00:15.021 --> 02:00:16.061]  Mainstream media.
[02:00:16.782 --> 02:00:17.962]  Government cover-ups.
[02:00:18.542 --> 02:00:19.363]  You want answers?
[02:00:20.123 --> 02:00:21.063]  Well, so does he.
[02:00:21.663 --> 02:00:25.364]  He's Alex Jones on the GCN Radio Network.
[02:00:25.865 --> 02:00:29.926]  And now, live from Austin, Texas, Alex Jones.
[02:00:33.849 --> 02:00:36.670]  Ladies and gentlemen, we are now into hour number three.
[02:00:36.750 --> 02:00:38.731]  Taking your phone calls for the next half hour.
[02:00:39.151 --> 02:00:47.054]  Then I'm going to get into the rest of the news I've not yet covered and take your phone calls.
[02:00:47.734 --> 02:00:48.154]  Look at this.
[02:00:48.294 --> 02:00:53.096]  Sesame Street says P is for prison and that's okay.
[02:00:53.756 --> 02:00:54.377]  Everything.
[02:00:54.777 --> 02:01:03.360]  They show police stomping some guy and breaking his arm on the cover of the New York Times and say, police arrest a protester.
[02:01:04.676 --> 02:01:08.318]  It's like they just are preparing us for total enslavement.
[02:01:09.338 --> 02:01:14.681]  And all the kleptocratic class in the media and the government corporations think it's going to protect them.
[02:01:14.701 --> 02:01:17.702]  I'll get Max Keiser's take on that and more coming up.
[02:01:17.742 --> 02:01:20.463]  But right now, let's go to calls as promised for Max Keiser.
[02:01:21.624 --> 02:01:23.145]  Mike in Oregon, you're on the air.
[02:01:23.205 --> 02:01:23.565]  Go ahead.
[02:01:24.844 --> 02:01:26.004]  Hey guys, how's it going?
[02:01:26.044 --> 02:01:28.405]  I just want to thank you a lot for getting me on the show.
[02:01:28.505 --> 02:01:29.105]  Thank you, brother.
[02:01:29.165 --> 02:01:30.826]  Yeah, no problem.
[02:01:31.086 --> 02:01:35.407]  Hey, Max, I'm a guy who's making about, you know, $12,000, $13,000 a year.
[02:01:36.067 --> 02:01:39.288]  What can I do as a small investor to give my money more purchase power?
[02:01:39.308 --> 02:01:44.950]  Should I invest into prison, prison places or defense contractors?
[02:01:45.410 --> 02:01:48.651]  I want to see what take I can get from you on which way to go.
[02:01:50.172 --> 02:01:54.513]  Well, that's a good question because the way the economy is set up,
[02:01:55.154 --> 02:01:58.216]  It forces people to pick sides like this.
[02:01:59.057 --> 02:02:00.397]  And it's just like Nazi Germany.
[02:02:00.638 --> 02:02:10.784]  People knew that people were being sent to the gas oven, but they were benefiting from the gold that was being extracted from the teeth and the clothes that were being stolen and the wealth that was being stolen.
[02:02:11.284 --> 02:02:16.808]  It isn't sad that in America people have to make this choice, that they don't get paid adequately.
[02:02:17.328 --> 02:02:22.149]  So with the money they do get paid, should they invest in Monsanto, the agricultural terrorist?
[02:02:22.389 --> 02:02:27.070]  Should they invest in Corrections Corps of America, the prison gulag industrial complex?
[02:02:27.431 --> 02:02:29.831]  Should they invest in Microsoft, the copyright terrorist?
[02:02:29.931 --> 02:02:37.253]  It's sad, but I hear what you're saying and I can't say it's a bad idea because ultimately you have to think of your family's survival.
[02:02:37.313 --> 02:02:41.594]  So if it means putting a few extra dollars to work, I mean, I just,
[02:02:42.394 --> 02:02:53.363]  You know, if Al-Qaeda could go public on the New York Stock Exchange and give people in America the same way to make money in Al-Qaeda that Obama does, that Cheney does, that Donald Rumsfeld does, I think that would be a lot fairer.
[02:02:54.724 --> 02:02:55.084]  That's right.
[02:02:55.104 --> 02:02:58.687]  Well, Al-Qaeda's only for them to do insider trading to start wars and stuff.
[02:02:58.727 --> 02:03:00.068]  That's right.
[02:03:00.088 --> 02:03:03.691]  Why can't they do Al-Qaeda an offering on the New York Stock Exchange?
[02:03:03.711 --> 02:03:05.072]  You know, the symbol could be AQ.
[02:03:05.272 --> 02:03:05.813]  Well, wait a minute.
[02:03:05.853 --> 02:03:06.353]  They did.
[02:03:06.433 --> 02:03:07.574]  They did seven years ago.
[02:03:07.634 --> 02:03:09.996]  They came out with a trading thing on terrorism.
[02:03:11.246 --> 02:03:16.287]  Yeah, the policy analysis market based on my technology, and John Poindexter introduced it.
[02:03:16.307 --> 02:03:19.388]  They quickly shut it down, but they do it now.
[02:03:19.588 --> 02:03:29.650]  Insiders, I'm saying, they need to make that available to the public and allow people to invest directly into Al-Qaeda, since they're now employing Al-Qaeda to kill people in Syria.
[02:03:29.710 --> 02:03:37.612]  Americans need the opportunity to make the same amount of profits on Al-Qaeda that Rumsfeld and Obama and Cheney and Biden are doing.
[02:03:37.712 --> 02:03:38.892]  I think that's only fair.
