[00:00:02.782 --> 00:00:04.806]  You're listening to GCN.
[01:49:13.759 --> 01:49:15.120]  And then we're saying, hey, stop that.
[01:49:15.140 --> 01:49:17.701]  And they go, uh-uh, we've infected everything.
[01:49:18.301 --> 01:49:20.162]  So instead of them getting in trouble, it's worse.
[01:49:20.482 --> 01:49:22.283]  They get bailed out and get more power.
[01:49:23.223 --> 01:49:25.924]  Because, well, they're the guys that did it, so let them manage it.
[01:49:26.404 --> 01:49:32.145]  And then they're using it to take advantage of us while JPMorgan and all these groups finance the police state.
[01:49:32.485 --> 01:49:35.986]  They're the ones, every time I turn around, that are lobbying to get rid of our freedoms.
[01:49:36.286 --> 01:49:41.628]  Well, of course, because if we have our system where we run the government, they could end up at Nuremberg.
[01:49:42.048 --> 01:49:47.549]  So they also have an appetite to set up an authoritarian endgame so they feel safe.
[01:49:47.669 --> 01:49:49.170]  I mean, they've got to be dealt with.
[01:49:50.131 --> 01:49:55.241]  Yeah, I mean, look, you can't ignore the idea of the NSA spying.
[01:49:55.808 --> 01:50:00.489]  With the need to maintain, to make sure that no one is protesting against the J.P.
[01:50:00.529 --> 01:50:02.330]  Morgan's takedown of our treasury.
[01:50:02.670 --> 01:50:10.032]  Don't forget, we came very close to having Larry Summers, the guy that basically body blocked any regulation of J.P.
[01:50:10.052 --> 01:50:11.752]  Morgan's derivatives activity.
[01:50:11.852 --> 01:50:13.233]  And by the way, he was on their payroll.
[01:50:14.033 --> 01:50:16.134]  Obama wanted to make him head of the Federal Reserve.
[01:50:16.154 --> 01:50:18.754]  And again, that shows the arrogance of these people.
[01:50:18.774 --> 01:50:22.295]  That was like trying to have Kissinger as the head whitewasher on the 9-11 Commission.
[01:50:22.935 --> 01:50:25.156]  Well, you know, one thing I should say that's positive
[01:50:25.953 --> 01:50:32.380]  You know, I issued these memos that the Summers have been having secret meetings illegally with the banks.
[01:50:32.460 --> 01:50:35.243]  Senator Sherrod Brown of Ohio had that in his hand.
[01:50:35.524 --> 01:50:39.468]  He was loading up for any confirmation hearing if Obama went ahead with Summers.
[01:50:39.869 --> 01:50:42.952]  We beat the Summers nomination for head of the Federal Reserve.
[01:50:43.212 --> 01:50:46.434]  Stay there, come back and do five more minutes, six minute segment, and then John McAfee's coming in.
[01:50:46.454 --> 01:50:47.414]  I want to hear your good news.
[01:50:47.754 --> 01:50:49.335]  GregPowless.com, I'm Alex Jones.
[01:50:49.675 --> 01:50:53.577]  WithinFallWars.com, you can follow us on Twitter at RealAlexJones.
[01:50:54.058 --> 01:50:56.259]  But yeah, I mean, at least they're not getting everything they want.
[01:50:56.779 --> 01:50:59.900]  And the issue here is, folks, sometimes just slowing them down is winning.
[01:51:00.761 --> 01:51:04.003]  Because if they have their way, these people are not even in control of themselves.
[01:51:04.943 --> 01:51:08.425]  I mean, they are a bunch of really arrogant, out-of-control people.
[01:51:10.114 --> 01:51:15.178]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[01:51:15.859 --> 01:51:23.425]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[01:51:24.186 --> 01:51:26.048]  These aren't ordinary seeds.
[01:51:26.508 --> 01:51:35.356]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[01:51:35.996 --> 01:51:41.098]  These survival seeds are actually more valuable than gold in a crisis.
[01:51:41.958 --> 01:51:53.943]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[01:51:54.623 --> 01:51:56.224]  First come, first served.
[01:51:56.624 --> 01:51:57.544]  Just cover shipping.
[01:51:58.164 --> 01:52:04.467]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[01:52:04.887 --> 01:52:08.188]  That's 123freeseeds.com.
[01:52:09.608 --> 01:52:13.089]  For over five years, you've been hearing about the Berkey guy.
[01:52:13.409 --> 01:52:15.229]  So you may know a few things about him.
[01:52:15.509 --> 01:52:21.750]  For example, you are well aware of the superior quality and effectiveness of Berkey water filters and accessories.
[01:52:22.190 --> 01:52:27.451]  But did you know the Berkeys have had independent lab tests done to prove just how effective they are?
[01:52:27.791 --> 01:52:28.272]  It's true!
[01:52:28.512 --> 01:52:30.332]  And he can email you the test results.
[01:52:30.672 --> 01:52:32.573]  Just visit GoBurkey.com.
[01:52:32.833 --> 01:52:37.736]  You may also know that the Berkey Guy has helped tens of thousands of people get better prepared.
[01:52:37.956 --> 01:52:39.517]  Now here's something you may not know.
[01:52:39.858 --> 01:52:46.822]  GoBurkey.com has amazing specials and deals all the time on a wide variety of survival and preparedness products.
[01:52:47.282 --> 01:52:48.282]  Isn't Wi-Fi great?
[01:52:48.302 --> 01:52:50.103]  You can browse the web anywhere.
[01:52:50.123 --> 01:52:51.323]  Coffee shops, airports, libraries.
[01:53:17.251 --> 01:53:25.336]  Using public Wi-Fi means that people can spy on you, and it's easy as... Yep, they can access your data at the touch of a button.
[01:53:25.937 --> 01:53:31.100]  Seriously, even your internet service provider can see every website you ever go to.
[01:53:31.840 --> 01:53:34.522]  Private internet access has got your back.
[01:53:35.042 --> 01:53:35.323]  How?
[01:53:35.943 --> 01:53:43.408]  Well, it's kinda nerdy, but to put it simply, spies and companies that track you don't like us one bit.
[01:53:44.148 --> 01:53:47.811]  We create an encrypted tunnel so that nobody can spy on you.
[01:53:48.231 --> 01:53:53.274]  We also provide IP cloaking which frees you from geographic restrictions when you're traveling.
[01:53:53.855 --> 01:53:58.057]  Register today and disappear online the way it was supposed to be.
[01:53:58.458 --> 01:54:04.522]  Go to privateinternetaccess.com right now because your family's privacy is worth it.
[01:54:04.922 --> 01:54:06.903]  That's privateinternetaccess.com.
[01:54:15.623 --> 01:54:18.164]  Every morning at the mine you could see him arrive.
[01:54:18.204 --> 01:54:20.524]  He stood six foot six and weighed 245.
[01:54:20.624 --> 01:54:23.585]  Kind of broad at the shoulder and narrow at the hip.
[01:54:23.665 --> 01:54:28.426]  And everybody knew you didn't give no lip to Big John.
[01:54:29.026 --> 01:54:30.746]  Big John!
[01:54:31.786 --> 01:54:34.127]  Big John!
[01:54:34.627 --> 01:54:37.008]  Big Bad John!
[01:54:37.508 --> 01:54:38.528]  Big John!
[01:54:40.683 --> 01:54:43.304]  Nobody seemed to know where John called home.
[01:54:43.344 --> 01:54:46.026]  He just drifted into town and stayed all alone.
[01:54:46.506 --> 01:54:50.488]  Didn't say much, kind of quiet and shy, but he spoke it all.
[01:54:50.508 --> 01:54:52.489]  He just said hi to Big John.
[01:54:54.371 --> 01:54:59.613]  Just setting up stuff we're going to do this afternoon that should be fun for the TV viewers.
[01:54:59.713 --> 01:55:02.815]  I'll leave it at that.
[01:55:02.875 --> 01:55:05.997]  Send a Louisiana man to the promised land, Big John.
[01:55:07.942 --> 01:55:09.845]  All right, folks, we are back live.
[01:55:09.865 --> 01:55:15.452]  A final segment with Greg Pallast and then drumroll, John McAvee.
[01:55:15.953 --> 01:55:17.275]  What an amazing individual.
[01:55:17.815 --> 01:55:24.805]  All the stuff he's done and the wild stories he told from down in the Caribbean, it all turned out to come out to be true.
[01:55:25.505 --> 01:55:26.306]  Just amazing.
[01:55:26.346 --> 01:55:29.647]  He's going to be in here with us talking about some big breaking news.
[01:55:30.108 --> 01:55:31.328]  Guys, I showed you that earlier.
[01:55:31.348 --> 01:55:36.011]  Will you print me that CNBC article about the government trying to hire him to try to fix healthcare?
[01:55:36.491 --> 01:55:37.051]  Healthcare.gov.
[01:55:37.191 --> 01:55:38.632]  I want to show that when he comes in.
[01:55:39.273 --> 01:55:44.235]  He's got some amazing points he wants to go over about other agencies spying on people, you name it, in the next hour.
[01:55:44.535 --> 01:55:45.156]  Greg Palast!
[01:55:46.287 --> 01:55:47.207]  The good news, sir.
[01:55:47.588 --> 01:55:49.108]  Recapping, you got caught off by the break.
[01:55:49.488 --> 01:55:50.389]  What is the good news?
[01:55:50.409 --> 01:55:51.589]  Because we love to hear good news.
[01:55:51.729 --> 01:55:55.551]  Well, the good news is that, you know, they can't steal all the money all the time.
[01:55:56.311 --> 01:56:00.453]  And they can't ignore the public all the time because it threatens the system.
[01:56:00.873 --> 01:56:01.954]  Now, Larry Summers,
[01:56:02.754 --> 01:56:04.655]  Who was the guy who was U.S.
[01:56:04.695 --> 01:56:16.419]  Secretary of Treasury under Clinton and then became the economic czar, which, you know, as long as I like the name economic czar proves that we're, you know, we're officially an autocracy, right?
[01:56:17.700 --> 01:56:30.085]  The economic czar, he worked for the big banks and he was the guy in government and then out who body blocked every attempt to regulate, control or even eliminate this new derivatives market junk.
[01:56:31.135 --> 01:56:31.776]  He was paid.
[01:56:32.036 --> 01:56:35.841]  He was on the payroll of Citibank and JPMorgan Chase.
[01:56:36.162 --> 01:56:41.188]  And Obama was really insisting on appointing him to head the Federal Reserve Board.
[01:56:41.764 --> 01:56:47.469]  Which would basically be, you know, it's putting the mob in charge of the banks, you know?
[01:56:47.489 --> 01:56:48.270]  I mean, it's that simple.
[01:56:48.790 --> 01:56:51.953]  Except the mob would never dream of stealing this much money at once.
[01:56:52.734 --> 01:56:55.336]  And so Summers was going to be head of the Federal Reserve Board.
[01:56:56.117 --> 01:57:04.524]  I released documents, a lot of other journalists, I released documents that he was having secret meetings which were illegal with the banks while he was Secretary of the Treasury.
[01:57:05.374 --> 01:57:16.476]  And we had a lot of senators, like Senator Sherrod Brown, who used that information, told Obama that if this guy goes to the confirmation hearing, they're going to use my material and others' material to expose this guy.
[01:57:16.496 --> 01:57:19.737]  And so we ended up with Janet Yellen instead.
[01:57:20.177 --> 01:57:28.639]  Now you may think that Yellen is just another one of them, but believe me, even the signal given to the banks that their boy would be in charge,
[01:57:29.240 --> 01:57:30.522]  Is by itself terrible.
[01:57:30.843 --> 01:57:39.779]  When you tell the mob that you're going to pick their consigliere as police chief, that's a serious bad signal that says there's no regulation, no one has control.
[01:57:40.140 --> 01:57:41.222]  So public pressure...
[01:57:42.483 --> 01:57:42.763]  I don't
[01:58:05.481 --> 01:58:09.282]  So the good news is you're seeing folks wake up not just here but around the world.
[01:58:28.687 --> 01:58:40.256]  Yeah, and of course, needless to say, you got, you know, in Brazil they said, the hell with this business, and they threw out the, they said, we're not, you can't sell derivatives to Brazil.
[01:58:40.276 --> 01:58:42.518]  So there's definite sanity starting to creep back in.
[01:58:42.558 --> 01:58:44.959]  Greg Pallas, gregpallas.com, thank you so much for the time.
[01:58:45.540 --> 01:58:46.601]  You got it, Alex, thanks.
[01:58:46.761 --> 01:58:47.161]  Thank you.
[01:58:47.181 --> 01:58:48.082]  John McAfee, coming up.
[01:58:49.923 --> 01:58:51.244]  You are listening to GCN.
[01:58:51.304 --> 01:58:54.527]  Visit GCNlive.com today.
[01:58:59.793 --> 01:59:02.555]  Protecting your home with a security system is a must.
[01:59:02.795 --> 01:59:08.820]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[01:59:09.160 --> 01:59:15.545]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[01:59:15.965 --> 01:59:17.906]  Not with SimpliSafe Home Security.
[01:59:18.247 --> 01:59:19.287]  They're the good guys.
[01:59:19.588 --> 01:59:22.309]  You can trust SimpliSafe to protect your family.
[01:59:22.670 --> 01:59:26.972]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[01:59:27.173 --> 01:59:30.455]  You'll get 24-hour protection for just $14.99 a month.
[01:59:30.715 --> 01:59:33.437]  There are no hidden fees and no contracts.
[01:59:33.637 --> 01:59:34.618]  You'll save thousands.
[01:59:34.858 --> 01:59:37.920]  Plus, you're protected by their 100% money-back guarantee.
[01:59:38.260 --> 01:59:41.322]  Protect yourself against home invasions and break-ins.
[01:59:41.702 --> 01:59:45.625]  Order your SimpliSafe system now and receive a wireless keychain remote.
[01:59:45.885 --> 01:59:47.806]  A $25 gift, free.
[01:59:48.226 --> 01:59:50.848]  So don't waste your time dealing with scum.
[01:59:51.208 --> 01:59:53.409]  Visit GetSimplySafe.com.
[01:59:53.750 --> 01:59:55.791]  GetSimplySafe.com.
[01:59:56.011 --> 01:59:57.992]  GetSimplySafe.com.
[02:00:02.315 --> 02:00:04.236]  Waging war on corruption.
[02:00:04.696 --> 02:00:07.518]  Alex Jones on the GCM Radio Network.
[02:00:14.079 --> 02:00:18.241]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:18.901 --> 02:00:19.702]  You want answers?
[02:00:20.482 --> 02:00:21.362]  Well, so does he.
[02:00:22.043 --> 02:00:25.705]  He's Alex Jones on the GCN Radio Network.
[02:00:26.225 --> 02:00:30.287]  And now, live from Austin, Texas, Alex Jones.
[02:00:39.679 --> 02:00:41.882]  Well, we're into the third hour here today.
[02:00:42.022 --> 02:00:45.246]  It's one o'clock central, standard time.
[02:00:45.266 --> 02:00:52.996]  I'm Alex Jones, your host, and John McAfee, of course, the most famous antivirus maker out there in the company.
[02:00:53.436 --> 02:00:55.459]  Still one of the top companies out there that bears his name.
[02:00:56.320 --> 02:01:03.866]  He's an inventor, a journalist, a really interesting fellow, and of course the website is whoismcoffee.com.
[02:01:04.366 --> 02:01:05.207]  And he joins us here.
[02:01:05.247 --> 02:01:12.193]  We're going to come back in the next segment and really get into all the things he wants to cover, but he was here about an hour before it came out and he said, yeah, I just talked to...
[02:01:13.069 --> 02:01:19.693]  I just talked to NBC and they're going to be talking about how the Feds tried to hire him to come try to fix health care.
[02:01:19.713 --> 02:01:23.915]  So I guess they are all hands on deck trying to hire all the tech gurus to fix stuff.
[02:01:23.935 --> 02:01:26.456]  We're going to talk about that coming up in the next segment.
[02:01:26.496 --> 02:01:28.717]  But John, it is great to meet you in person, buddy.
[02:01:29.037 --> 02:01:30.118]  Well, it's great to meet you, Alex.
[02:01:30.178 --> 02:01:33.440]  I've talked to you on the phone so many times, I felt like I knew you anyway.
[02:01:34.329 --> 02:01:35.309]  Well, it's good to have you here.
[02:01:35.329 --> 02:01:36.729]  What do you think of Austin so far?
[02:01:37.009 --> 02:01:37.650]  I like Austin.
[02:01:37.890 --> 02:01:38.530]  Very nice town.
[02:01:38.630 --> 02:01:45.031]  It's small, small enough to be enjoyable and not too crowded, and yet large enough to have coffee shops.
[02:01:45.391 --> 02:01:48.011]  Well, it used to be a lot smaller, like 100,000 people.
[02:01:48.071 --> 02:01:50.132]  Now it's over a million, but it is spread out.
[02:01:50.592 --> 02:01:50.792]  Right.
[02:01:51.112 --> 02:01:52.092]  I hear you have a water problem.
[02:01:52.692 --> 02:01:53.032]  We do.
[02:01:53.072 --> 02:01:54.012]  We're running out of water.
[02:01:54.032 --> 02:01:55.713]  Well, until it flooded last week.
[02:01:56.553 --> 02:01:58.293]  Every decade or so, there's a drought.
[02:01:58.373 --> 02:02:00.754]  Next, we're going to have the dams about to break.
[02:02:00.914 --> 02:02:01.734]  All right.
[02:02:01.774 --> 02:02:03.014]  Well, that's preferable, I think.
[02:02:03.922 --> 02:02:09.269]  I think the prettiest places in Austin would be down on the Colorado River.
[02:02:09.289 --> 02:02:09.950]  Have you seen that yet?
[02:02:10.050 --> 02:02:10.311]  I have.
[02:02:10.431 --> 02:02:11.732]  Beautiful.
[02:02:11.752 --> 02:02:15.037]  I think that's the river I'm staying on at the Four Seasons.
[02:02:15.157 --> 02:02:16.819]  I've got a beautiful view of some river.
[02:02:16.859 --> 02:02:18.361]  There were punters out this morning.
[02:02:20.091 --> 02:02:21.051]  What do you want to get into?
[02:02:21.071 --> 02:02:22.392]  I mean, obviously, we'll talk about Obamacare.
[02:02:22.432 --> 02:02:23.632]  That's the big breaking news.
[02:02:24.052 --> 02:02:26.233]  We'll get an update on Brazil, NSA.
[02:02:26.673 --> 02:02:28.633]  You say there's more than just the NSA spying on us.
[02:02:28.973 --> 02:02:29.493]  Well, obviously.
[02:02:29.533 --> 02:02:35.155]  I mean, if the NSA is spying on us, and there's just one covert branch of the government, then everybody has to be.
[02:02:35.195 --> 02:02:39.216]  It would be ridiculous to have the NSA spying on the U.S.
[02:02:39.236 --> 02:02:44.417]  population, but the CIA and the FBI and other covert arms are not doing it, or the military.
[02:02:44.877 --> 02:02:47.118]  So you know for a fact that we're being spied on by everyone.
[02:02:47.578 --> 02:02:52.700]  You know, Edward Snowden just blew the whistle on one aspect, and so we're focused on that.
[02:02:52.720 --> 02:02:56.102]  And the other branches are probably going, oh, please don't let them focus on us.
[02:02:57.462 --> 02:02:58.103]  Well, that's right.
[02:02:58.123 --> 02:03:01.524]  I mean, there's 15 big intelligence agencies, but it gets worse than that.
[02:03:02.024 --> 02:03:06.926]  Because it came out the DEA is hooked into the NSA, tracking everybody.
[02:03:06.986 --> 02:03:10.568]  I mean, so they're listening to you talk about a pot plant you've got growing in your backyard.
[02:03:11.018 --> 02:03:13.942]  Well, I don't smoke pot, but... No, no, but I'm at the public out there, sure.
[02:03:13.962 --> 02:03:14.562]  Of course, right.
[02:03:14.983 --> 02:03:18.247]  So, all the agencies cooperate to a certain extent.
[02:03:18.287 --> 02:03:25.235]  I mean, they're jealous of each other and they keep guarded secrets, but you can be guaranteed that something of interest to one agency may be of interest to another.
[02:03:25.736 --> 02:03:28.760]  And so, there's nothing that we do that isn't known now.
[02:03:29.340 --> 02:03:30.382]  I mean, that has to be the case.
[02:03:32.051 --> 02:03:37.918]  I also want to talk about your product when it comes out because, I mean, you're already one of the most famous computer-type inventors out there.
[02:03:37.939 --> 02:03:45.268]  I tell you, this will be revolutionary if it's not just an off-site proxy you go through, because we know they tap the backbone before it even gets there.
[02:03:45.308 --> 02:03:46.149]  They've bragged about that.
[02:03:46.509 --> 02:03:49.753]  If it's a device in front of your computer, I don't know why I didn't think of that.
[02:03:49.773 --> 02:03:50.775]  I guess I'm not John McAfee.
[02:03:51.417 --> 02:03:53.459]  Well, you know, it's a very simple concept.
[02:03:53.479 --> 02:03:55.741]  People think that it's going to be difficult to implement, but it's not.
[02:03:56.241 --> 02:03:57.322]  It's a very simple idea.
[02:03:57.342 --> 02:04:02.367]  It's just you step outside the box and say, OK, everyone's trying to fix the Internet.
[02:04:02.948 --> 02:04:03.688]  It's too big.
[02:04:03.728 --> 02:04:04.669]  It's been here too long.
[02:04:04.689 --> 02:04:05.570]  There are too many pieces.
[02:04:06.491 --> 02:04:08.112]  I said, well, it can't be fixed.
[02:04:08.152 --> 02:04:14.839]  Why don't we just create another Internet, sort of a sub part of the real Internet, and as it grows, perhaps that will be the new Internet.
[02:04:15.459 --> 02:04:16.200]  But it's very simple.
[02:04:16.260 --> 02:04:28.469]  The concept rests on the principle that if they do not know, if no one knows, even yourself, the ID of the person you're sending it to or receiving information from, then how can anybody watch that information?
[02:04:28.829 --> 02:04:33.413]  And if the information itself is encrypted, then even if it is intercepted, it means nothing.
[02:04:33.913 --> 02:04:39.317]  And my encryption technique has not been vetted by the NSA or they were not involved in the development of it.
[02:04:39.358 --> 02:04:44.862]  So, like every other technique is, so they can't look at it, nor can any other agency.
[02:04:45.595 --> 02:04:47.716]  Well, John McAfee's our guest in studio.
[02:04:47.736 --> 02:04:49.217]  I'm your host, Alex Jones.
[02:04:49.697 --> 02:04:52.339]  And when we come back, we're going to dive into an in-depth interview.
[02:04:52.659 --> 02:04:57.501]  I'm going to ask him about human potential, where he thinks things are going, transhumanism, Ray Kurzweil.
[02:04:57.802 --> 02:04:58.862]  I've got a bunch of my questions.
[02:04:58.882 --> 02:05:01.924]  We're going to cover his points first, as I asked him before we went live.
[02:05:01.944 --> 02:05:02.824]  What do you want to cover?
[02:05:02.844 --> 02:05:03.865]  I've got a list of four things.
[02:05:04.265 --> 02:05:07.407]  It's all coming up live, uncensored, straight ahead.
[02:05:09.301 --> 02:05:14.883]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[02:05:15.083 --> 02:05:22.305]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[02:05:22.465 --> 02:05:25.686]  Radioactive contamination is now in most of the food supply.
[02:05:25.826 --> 02:05:27.587]  There's only two ways to avoid this.
[02:05:27.847 --> 02:05:32.411]  Move south of the equator or properly protect your thyroid with nascent iodine.
[02:05:32.511 --> 02:05:35.254]  Looking to protect my family, I've done deep research.
[02:05:35.434 --> 02:05:41.199]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[02:05:41.379 --> 02:05:44.842]  It's made right here in the USA, completely non-GMO.
[02:05:45.043 --> 02:05:50.127]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[02:05:50.307 --> 02:05:53.270]  Exclusively available at Infowarslife.com.
[02:05:53.530 --> 02:05:59.392]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[02:05:59.512 --> 02:06:01.493]  Survival Shield Nascent Iodine.
[02:06:01.653 --> 02:06:07.094]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[02:06:07.174 --> 02:06:08.555]  That's InfoWarsLife.com.
[02:06:09.415 --> 02:06:13.998]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[02:06:14.138 --> 02:06:17.100]  Why do we have the highest cancer rates on the planet?
[02:06:17.240 --> 02:06:22.484]  The highest rates of diabetes, autism, and every other major disease.
[02:06:22.804 --> 02:06:24.465]  It all comes down to one thing.
[02:06:24.745 --> 02:06:26.066]  We are what we eat.
[02:06:26.386 --> 02:06:30.729]  Our food is devoid of nutrition and processed with poisons and additives.
[02:06:31.050 --> 02:06:35.032]  Our water is filled with toxic poisons and big pharma runoff.
[02:06:35.272 --> 02:06:37.534]  All of this has been engineered by design.
[02:06:37.814 --> 02:06:43.738]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[02:06:44.058 --> 02:06:46.760]  To learn more, visit InfoWarsHealth.com.
[02:06:47.020 --> 02:06:53.845]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[02:06:54.065 --> 02:06:59.889]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[02:07:00.129 --> 02:07:06.053]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[02:07:06.313 --> 02:07:08.795]  And get free shipping when you sign up for AutoShip.
[02:07:10.174 --> 02:07:15.276]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[02:07:15.636 --> 02:07:24.118]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[02:07:24.518 --> 02:07:31.821]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[02:07:32.341 --> 02:07:39.743]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[02:07:40.243 --> 02:07:43.646]  I personally store and use their high-quality products.
[02:07:44.206 --> 02:07:47.849]  It tastes great, and it's easy to store for up to 25 years.
[02:07:48.390 --> 02:07:54.995]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[02:07:55.536 --> 02:08:02.281]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[02:08:02.761 --> 02:08:06.805]  It is essential to prepare with My Patriot Supply today.
[02:08:26.929 --> 02:08:33.052]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[02:08:33.412 --> 02:08:34.933]  It's Alex Jones.
[02:08:40.796 --> 02:08:42.597]  Well, John McAfee is our guest.
[02:08:42.617 --> 02:08:44.197]  He's come to Austin to visit with us.
[02:08:44.738 --> 02:08:46.899]  And this morning he did an interview
[02:08:48.174 --> 02:09:07.651]  with CNBC and it's GOP asked for tech founder ex-fugitive McAfee to diagnose Obamacare and that fits in with the Politico article tech surge to repair Obamacare websites they're saying it's like the Manhattan Project as they panic to try to fix it now of course John McAfee is a extremely famous
[02:09:09.540 --> 02:09:14.644]  Computer programmer, engineer, worked for all sorts of big corporations, NASA, you name it.
[02:09:14.964 --> 02:09:19.468]  He developed McAfee, which is still the dominant antivirus system out there.
[02:09:19.968 --> 02:09:34.500]  He's also been better known lately for escaping out of the kleptocratic area of Belize and exposing connections to the Communist Chinese, Muslim terrorists, you name it, Ryerson plots.
[02:09:34.860 --> 02:09:38.002]  And when he broke this on our show, I said, man, that is hard to believe.
[02:09:38.943 --> 02:09:46.568]  And but I still had him on and said it may be true, but then it all later came out in the news months and months later.
[02:09:46.668 --> 02:10:00.717]  So he is definitely a blessed, charmed man to have been able to make it out of there into Guatemala and then back to the good old US of A. And we're going to talk about his view on the world and so many issues, the NSA, you name it.
[02:10:01.537 --> 02:10:04.898]  But first, sir, let's get into Obamacare.
[02:10:05.738 --> 02:10:09.059]  Wow, so you've been contacted by the government to try to come in and fix it.
[02:10:09.159 --> 02:10:11.279]  What did you tell them and why did you refuse?
[02:10:12.139 --> 02:10:15.040]  I was contacted by the House Committee on Energy and Commerce.
[02:10:15.740 --> 02:10:18.561]  They're the ones that oversee the Obamacare package.
[02:10:19.821 --> 02:10:27.183]  And if I would come out and basically oversee some of the changes and give them input on what needed to be done.
[02:10:28.593 --> 02:10:29.213]  I said, sure.
[02:10:29.393 --> 02:10:32.136]  Then they added, but we can't pay your expenses or anything.
[02:10:32.296 --> 02:10:33.197]  The government is shut down.
[02:10:33.497 --> 02:10:41.125]  I'm thinking, well, you pay $600 million to a completely inoperable agency to build this system.
[02:10:41.445 --> 02:10:43.467]  I said, OK, well, I'll pay my own way.
[02:10:45.513 --> 02:10:46.815]  And they said, OK.
[02:10:47.095 --> 02:10:54.082]  And then they came back and said, well, we can't even get the committee members all together because, again, the chaos of the shutdown.
[02:10:54.463 --> 02:10:55.504]  Can we do it on the phone?
[02:10:56.025 --> 02:10:57.626]  And at that point I go, OK, I'm out of here.
[02:10:58.567 --> 02:11:01.871]  They expect me to give them advice on the system that requires
[02:11:02.251 --> 02:11:05.613]  Showing them charts and graphs and how this thing is put together and what's wrong with it.
[02:11:05.933 --> 02:11:07.054]  And they want to do it over the phone.
[02:11:07.354 --> 02:11:08.094]  They're not serious.
[02:11:08.694 --> 02:11:10.895]  They just want to say, we contacted McAfee.
[02:11:11.236 --> 02:11:13.177]  He gave us some advice and we're going to implement it.
[02:11:13.417 --> 02:11:14.437]  Which is utter nonsense.
[02:11:14.457 --> 02:11:14.837]  They're not.
[02:11:14.897 --> 02:11:17.939]  My advice would be, throw it away and start over.
[02:11:18.559 --> 02:11:20.940]  You cannot fix the system that's there.
[02:11:20.980 --> 02:11:21.821]  It is impossible.
[02:11:22.221 --> 02:11:25.903]  The way it is architected, any good programmer will tell you, it's just not going to work.
[02:11:26.464 --> 02:11:30.215]  And they can pour money into it, another $50 million, another $100 million.
[02:11:30.555 --> 02:11:32.481]  It will never work the way that it is.
[02:11:32.722 --> 02:11:33.524]  It needs to be redone.
[02:11:35.026 --> 02:11:39.809]  A friend of mine, Mike Adams, who's a successful computer programmer, he said the same thing two and a half weeks ago.
[02:11:39.849 --> 02:11:40.710]  He said several things.
[02:11:40.750 --> 02:11:46.654]  He said, it looks like basically chimpanzees were in there, tied up to keyboards, writing this.
[02:11:46.734 --> 02:11:47.314]  It's gibberish.
[02:11:47.354 --> 02:11:48.455]  It's not even bad code.
[02:11:48.795 --> 02:11:49.956]  That came out today.
[02:11:49.976 --> 02:11:50.356]  Yes.
[02:11:50.596 --> 02:11:56.280]  And he said that the government always throws more money at something that doesn't work when you need to scrap it.
[02:11:56.520 --> 02:11:58.741]  But he said that's what all the top programmers are saying.
[02:11:59.062 --> 02:12:02.824]  That is what you, John McAfee, as a well-known top programmer, are saying.
[02:12:03.144 --> 02:12:07.868]  But clearly the Commerce Committee knows that too, so what do you think the real reason is?
[02:12:08.249 --> 02:12:17.437]  Mike and others are saying, now it's actually coming out, that it's really an NSA front, and they're just getting data for who doesn't have insurance to find them, and it's totally cold-blooded.
[02:12:18.035 --> 02:12:18.415]  Might be.
