[00:00:00.089 --> 00:00:00.889]  Come on!
[00:56:01.360 --> 00:56:02.140]  The Horse Dewormer.
[00:56:24.286 --> 00:56:25.867]  Or horses can eat wheat, we can eat wheat.
[00:56:26.227 --> 00:56:27.088]  Horses breathe oxygen.
[00:56:27.108 --> 00:56:28.889]  It's like, what are you doing breathing oxygen?
[00:56:29.130 --> 00:56:30.330]  That's what horses breathe!
[00:56:31.371 --> 00:56:35.314]  So this story is fake and is garbage.
[00:56:35.334 --> 00:56:40.478]  But let me show you just scientific information instead of just debating their garbage.
[00:56:40.918 --> 00:56:41.278]  Wow!
[00:56:41.779 --> 00:56:47.223]  CDC gives incoming refugees Nobel Prize winning Ivermectin from all over the world.
[00:56:48.362 --> 00:57:08.393]  It won the Nobel Prize, and if you go to the CDC's own website of the FDA, on the front page they say don't take ivermectin, and you type in ivermectin studies, there's dozens of them from Oxford, England, and Berlin, Germany, and Tokyo, Japan, about it working on SARS, the first one, which is the same virus, Zika, everything else.
[00:57:08.854 --> 00:57:10.194]  It's an incredible antiviral!
[00:57:10.474 --> 00:57:13.716]  Why do you think Dr. Zelenko up in New York, who has 30,000 patients,
[00:57:15.489 --> 00:57:15.969]  We're good to go.
[00:57:43.473 --> 00:57:45.594]  Out of five that are negative.
[00:57:46.615 --> 00:57:47.435]  So there you go.
[00:57:47.795 --> 00:57:50.697]  But their answer is, oh, the gunshot wounds.
[00:57:50.757 --> 00:57:52.898]  It says ambulances are backed up.
[00:57:53.158 --> 00:57:57.420]  They can't even get in because there's so many people that are deathly ill.
[00:57:58.200 --> 00:57:59.341]  This is gaslighting.
[00:57:59.701 --> 00:58:00.561]  This is fake news.
[00:58:00.601 --> 00:58:05.584]  And this is a sign of a desperate, collapsing corporate media that was already losing the world.
[00:58:05.944 --> 00:58:07.024]  Globalism was in trouble.
[00:58:07.264 --> 00:58:10.466]  The big mega banks are far worse than Bernie Madoff with their Ponzi schemes.
[00:58:10.866 --> 00:58:22.352]  And so now they want to bring in a permanent martial law, hysterical dystopia, where they block regular treatments for viruses, where they don't give you medical care, where they let you die the whole time, posing as your saviors.
[00:58:22.652 --> 00:58:26.434]  Now let's start getting into what's unfolding in real time and what the facts are.
[00:58:27.810 --> 00:58:39.606]  The White House has come out and the same thing's happening all over the world and said, let's get $65 billion to Big Pharma and to contact tracers and make all the major new jobs, millions of people in the U.S.
[00:58:40.006 --> 00:58:42.029]  be COVID enforcers and spies.
[00:58:42.890 --> 00:58:48.413]  They say remake all of America and they're saying the same thing in Canada, same thing in Europe, same thing in Australia.
[00:58:49.014 --> 00:58:56.919]  That just to hold the economy is COVID and other viruses and we just can't let one person have the flu or one person have this other thing.
[00:58:57.439 --> 00:59:00.941]  Even though the vaccines aren't vaccines and are causing the shedding.
[00:59:01.421 --> 00:59:06.945]  White House wants 65 billion for Apollo style pandemic preparedness program.
[00:59:07.585 --> 00:59:08.846]  But instead of going to the moon,
[00:59:10.336 --> 00:59:16.618]  They take over your body, they take over the hospitals and the contact tracers come to your house.
[00:59:16.638 --> 00:59:22.400]  We're going to get to what's unfolding in Australia and where this World ID system is going right now.
[00:59:23.020 --> 00:59:31.483]  Now everyone is continually asking me over and over and over again, Alex, you must work for the CIA.
[00:59:32.643 --> 00:59:35.124]  I mean, how do you know everything before it happens?
[00:59:37.261 --> 00:59:39.182]  Number one, the CIA are a bunch of liars.
[00:59:39.522 --> 00:59:41.263]  They're told what to say by the globalists.
[00:59:41.283 --> 00:59:42.944]  Most of them are compartmentalized and know nothing.
[00:59:43.244 --> 00:59:45.785]  Please don't insult me saying I work for the CIA.
[00:59:46.245 --> 00:59:50.227]  I work for myself and my family and you doing open source research.
[00:59:51.588 --> 00:59:59.492]  Do you understand that I'm going to show you the globalists saying they want to kill you and that they're going to use the fear of COVID to bring in a total collapse of civilization?
[00:59:59.532 --> 01:00:01.873]  I'm going to show you all their documents in a moment.
[01:00:03.442 --> 01:00:04.203]  This is public.
[01:00:05.105 --> 01:00:15.642]  Klaus Schwab five years ago wrote a book and went on national French television and national German television and said, we're ending the world as we know it, we're getting rid of prosperity, it's bad for the earth.
[01:00:17.517 --> 01:00:28.181]  You're going to have a global medical ID that then has a connection to a medical taxing system and a carbon taxing calorie credit where you get so many calories of carbon a day.
[01:00:28.801 --> 01:00:31.962]  And they decide how much meat you get, if you can have a car, where you can go.
[01:00:32.422 --> 01:00:37.124]  Now, this has now been announced officially in Europe and Australia and Canada.
[01:00:37.484 --> 01:00:43.686]  Trudeau announced earlier in the week on Monday that this is really about climate, we're going to have climate lockdowns, London Guardian.
[01:00:46.368 --> 01:00:55.852]  Again, that's how I know, because it was in the Rockefeller documents, and in Plandopolis documentaries, and in stuff they put out 20 years ago and 10 years ago.
[01:00:56.652 --> 01:00:58.232]  And I showed all that on Friday's show.
[01:00:58.633 --> 01:01:02.214]  If you want to go watch the archive of the show, it was in the first hour, I show you all those documents.
[01:01:04.258 --> 01:01:08.120]  Australia's a year or two ahead of us, so they're already under endless lockdown.
[01:01:08.941 --> 01:01:11.002]  They already have to have a phone to leave their house with an app.
[01:01:11.062 --> 01:01:12.382]  Five years in prison if you don't have it.
[01:01:12.722 --> 01:01:17.525]  You've got to call the cops when they randomly ping you and show them where you are, even though the phone's tracking you.
[01:01:17.985 --> 01:01:20.887]  You get to go outside one hour a day if you are injected.
[01:01:21.887 --> 01:01:23.988]  So just total dog trading, total enslavement.
[01:01:24.469 --> 01:01:25.869]  CDC, so here's America.
[01:01:26.250 --> 01:01:26.930]  We're a year behind.
[01:01:27.370 --> 01:01:30.832]  CDC, unvaccinated should not travel over Labor Day weekend.
[01:01:32.079 --> 01:01:39.201]  And that's getting you ready for when you have the app, which they're rolling out saying, sorry, you can't fly at certain times when you're not vaccinated.
[01:01:39.581 --> 01:01:41.101]  So they're just introducing the idea to you.
[01:01:41.642 --> 01:01:44.502]  They were announcing that a year ago in Australia, the exact headlines.
[01:01:44.522 --> 01:01:44.823]  Look it up.
[01:01:45.503 --> 01:01:48.724]  Australian government says unvaccinated may not be able to fly or should not fly.
[01:01:49.884 --> 01:01:51.024]  Now they can a year later.
[01:01:51.044 --> 01:01:53.705]  Okay.
[01:01:54.385 --> 01:01:55.646]  Here it is happening all around the world.
[01:01:55.766 --> 01:01:56.366]  UN directed.
[01:01:56.726 --> 01:02:00.807]  Italy may eventually make COVID vaccine shots compulsory for all.
[01:02:01.752 --> 01:02:02.733]  They're just getting used to it.
[01:02:06.715 --> 01:02:12.959]  Home Quarantines Trials to be launched in South Australia, Premier Stephen Marshall announces, which is the trial for the rest of the world.
[01:02:13.359 --> 01:02:14.079]  And what does it say?
[01:02:14.139 --> 01:02:16.761]  It's abc.net.au.
[01:02:17.582 --> 01:02:22.925]  You will all have a phone at all times, it's already being done, in the South most populous area.
[01:02:23.848 --> 01:02:24.188]  We're good to go.
[01:02:37.915 --> 01:02:40.236]  Canada's most populous province changed its mind.
[01:02:40.556 --> 01:02:42.397]  We'll adopt digital vaccine passports.
[01:02:43.218 --> 01:02:48.300]  Apple announced its first state signed up to adopt driver's license and state IDs in Apple Wallet.
[01:02:48.600 --> 01:02:51.482]  So Big Tech is becoming the government, merging with the state.
[01:02:54.583 --> 01:02:57.745]  Photos, as if you're a criminal, guilty until proven innocent.
[01:02:58.286 --> 01:03:01.968]  Italy's diocese announces vaccine passports needed to attend church.
[01:03:02.309 --> 01:03:03.209]  Talk about Margaret the Beast.
[01:03:03.670 --> 01:03:10.174]  Honolulu, restaurants, bars and other businesses start vaccine passports program by law September 13th, totally illegal.
[01:03:10.694 --> 01:03:18.480]  House of Lords member asks why Brits are forced to take PCR COVID test, which is fake of course, on returning to the UK, but illegal migrants aren't.
[01:03:18.940 --> 01:03:21.222]  And they've got to quarantine, but the illegal aliens don't.
[01:03:22.466 --> 01:03:23.827]  Because that might dissuade them from coming.
[01:03:24.367 --> 01:03:28.731]  Over 80% of culprits responsible for looting after German floods were foreign migrants.
[01:03:29.131 --> 01:03:29.812]  Total invasion.
[01:03:30.672 --> 01:03:37.978]  California nurse shortage reaches crisis level as vaccine mandate wards off traveling nurses, making the whole health system collapse.
[01:03:38.358 --> 01:03:39.319]  It's not the nurses' fault.
[01:03:39.359 --> 01:03:39.899]  They're smart.
[01:03:39.959 --> 01:03:41.120]  They see what the shots are doing.
[01:03:41.140 --> 01:03:44.283]  If they were normal shots and weren't causing as many problems, they would go with them.
[01:03:44.963 --> 01:03:47.285]  But again, and then that causes, again, the breakdown of society.
[01:03:48.390 --> 01:03:50.371]  Which the globalists want a post-industrial world.
[01:03:50.391 --> 01:03:51.812]  Remember, they're trying to wreck stuff.
[01:03:52.272 --> 01:03:54.653]  They're not trying to build a big infrastructure and then they run it.
[01:03:54.933 --> 01:03:56.414]  They want to use infrastructure to kill us.
[01:03:57.975 --> 01:03:58.515]  It's in the game.
[01:03:59.216 --> 01:04:03.518]  Protesters stormed a UK drug retailer's office over a planned COVID jab for children.
[01:04:03.918 --> 01:04:09.141]  This is people understanding how Nazi this is and realizing this is life and death.
[01:04:09.481 --> 01:04:13.183]  And the government backed off and said they won't now because of the opposition.
[01:04:13.883 --> 01:04:20.225]  Just like all these Apple employees said we have to already give Apple access to our cloud to watch and listen to us.
[01:04:20.665 --> 01:04:22.486]  Came out Berkshire Hathaway is doing the same thing.
[01:04:22.766 --> 01:04:23.586]  We don't like this.
[01:04:23.726 --> 01:04:24.287]  Exactly!
[01:04:24.627 --> 01:04:26.567]  Stop spying on us Apple employees.
[01:04:26.827 --> 01:04:34.890]  Stop helping run death camps in China and find your soul again and realize even if you're selfish people this is going to come back on you very quickly.
[01:04:35.710 --> 01:04:41.712]  If I'm not safe, if the Uyghurs aren't safe, if the Australians aren't safe, you're not safe you dumbasses!
[01:04:41.993 --> 01:04:42.733]  God Almighty!
[01:04:43.720 --> 01:04:44.541]  Find your soul!
[01:04:44.661 --> 01:04:45.883]  Find your common sense again!
[01:04:47.045 --> 01:04:52.932]  Speaking of that, find your soul, so many leftists are pissed that you can't kill a baby after six weeks in Texas.
[01:04:53.951 --> 01:04:57.233]  They got all these rationales, all these excuses, but it's about killing children.
[01:04:57.473 --> 01:04:58.374]  It's about a death cult.
[01:04:58.414 --> 01:04:59.414]  It's about their body parts.
[01:04:59.974 --> 01:05:09.220]  Well, in Massachusetts and in New York and in other states, they keep babies alive after they're born so they can wait till they get the orders in, sometimes several weeks before harvesting their organs.
[01:05:09.800 --> 01:05:10.701]  This is out of the blaze.
[01:05:10.781 --> 01:05:18.765]  Massachusetts Democrat AG rejects petition to protect infants born alive, calling it highly ambiguous and impossible for voters to understand.
[01:05:19.726 --> 01:05:19.786]  Oh.
[01:05:20.930 --> 01:05:24.672]  We're going to keep babies alive and do whatever we want with them and then kill them because you're too stupid to understand it.
[01:05:25.472 --> 01:05:27.373]  Other huge news on the COVID front.
[01:05:28.074 --> 01:05:31.195]  And people say to me, hey, this is actually broke six months ago.
[01:05:31.936 --> 01:05:32.836]  Well, what's old is new.
[01:05:32.916 --> 01:05:34.477]  Plus there's new news on it.
[01:05:35.318 --> 01:05:39.880]  Remember the October document that came out in July?
[01:05:39.960 --> 01:05:41.121]  Wow, that's really old news.
[01:05:42.121 --> 01:05:43.582]  It actually broke months before that.
[01:05:45.230 --> 01:05:47.672]  Well, it's new because it's now happened.
[01:05:48.313 --> 01:06:00.084]  The CDC's own documents in October, before anybody took these shots, predicted heart attacks, strokes, blood clots, narcolepsy, epilepsy, it's all right here.
[01:06:00.944 --> 01:06:05.329]  Go look it up for yourself and then share it, because they knew beforehand.
[01:06:05.569 --> 01:06:10.954]  So it's one thing to report this, that they knew it was gonna happen, but now it's actually happened.
[01:06:11.994 --> 01:06:21.056]  And here is the document, not just from some press conference that they were having, where they accidentally flashed this document on screen.
[01:06:21.356 --> 01:06:26.277]  It's on the CDC website, where it lists all these horrible things it can do to you.
[01:06:26.657 --> 01:06:27.637]  It takes 30 minutes to read it.
[01:06:27.977 --> 01:06:31.398]  I suggest you go read all the horrible things it can do to you.
[01:06:31.418 --> 01:06:34.259]  It can give you cancer, death, you name it.
[01:06:37.737 --> 01:06:39.619]  Incredibly important information.
[01:06:40.159 --> 01:06:42.221]  The globalists treat you like you're animals.
[01:06:43.182 --> 01:06:43.842]  You're not animals.
[01:06:44.803 --> 01:06:56.473]  The biggest problem with the general public is they have a short attention span that's been programmed into them and they kind of just take the world like it's an amusement park that they actually don't really change.
[01:06:57.453 --> 01:07:02.798]  They just respond to the stimuli and basically go along with being pre-programmed.
[01:07:03.797 --> 01:07:05.380]  You have to decide to be conscious.
[01:07:05.400 --> 01:07:06.964]  You have to decide to be engaged.
[01:07:07.705 --> 01:07:13.939]  You have to understand that the one thing that separates humans from the animal kingdom is that we're able to control our environment.
[01:07:14.724 --> 01:07:18.287]  That we're on a quest to control our environment and to control our own bodies.
[01:07:18.988 --> 01:07:24.833]  And you can see what the globalists are doing as an extension of humans trying to control their own evolution.
[01:07:25.274 --> 01:07:35.042]  But if you don't bring the public in on that, and if it's authoritarian and trying to kill off the general public, then it's Nazi-based eugenics.
[01:07:35.583 --> 01:07:36.564]  And here's a definition.
[01:07:36.924 --> 01:07:40.667]  Directed evolution, when applied to people, is
[01:07:41.568 --> 01:07:42.048]  Eugenics.
[01:07:42.849 --> 01:07:44.991]  But this isn't eugenics to make humans better.
[01:07:46.472 --> 01:07:47.513]  That's sold in general.
[01:07:47.673 --> 01:07:50.615]  Oh, we're environmentalists, humans have been bad, we've got to be better.
[01:07:51.536 --> 01:08:07.028]  When you get into the real treatises and the real white papers of John P. Holdren and Paul Ehrlich and others and the books they've written that I've read, that are by the way free online, like Ecoscience, The Population Bomb, and others, they talk about
[01:08:07.574 --> 01:08:07.694]  How
[01:08:25.575 --> 01:08:27.236]  This is the ultimate PSYOP.
[01:08:27.436 --> 01:08:32.599]  I already showed you the Council on Foreign Relations earlier saying this is really all about carbon taxes and the environment.
[01:08:32.899 --> 01:08:39.643]  We're teaching you to be locked down and to have less because you're hurting the earth and fossil fuels are killing the planet even though they're not.
[01:08:39.943 --> 01:08:42.964]  Even though these guys are suppressing clean energies that are out there.
[01:08:43.865 --> 01:08:49.268]  I show this a lot because it's a really evil story but I've seen hundreds like this just in the last year.
[01:08:49.741 --> 01:08:52.324]  Wall Street Journal looking forward to the end of humanity.
[01:08:53.065 --> 01:08:55.468]  It says COVID-19 has shown we're broken and failed.
[01:08:55.488 --> 01:08:58.772]  They're telling us our immune systems don't work, which they do.
[01:08:58.792 --> 01:08:59.653]  It's all lies.
[01:09:00.094 --> 01:09:05.761]  And that humans are a bad species that should be gotten rid of so that the Earth can take back over.
[01:09:07.247 --> 01:09:07.567]  I don't know.
[01:09:21.991 --> 01:09:24.372]  So they tell whites, you're evil, you're inherently bad.
[01:09:24.632 --> 01:09:27.073]  Like, Nazis saying black people are inherently bad.
[01:09:27.113 --> 01:09:27.834]  It's a load of crap.
[01:09:28.514 --> 01:09:29.234]  Martin Luther King Jr.
[01:09:29.274 --> 01:09:29.715]  is right.
[01:09:29.995 --> 01:09:31.856]  You judge people according to the character of the individuals.
[01:09:32.216 --> 01:09:42.781]  But here are the professors with, oh, whites are bad, we can exclude them from the gym, or from the dorm, or we can charge them more because they're inherently bad because of what color they are.
[01:09:43.281 --> 01:09:46.743]  Introducing this tribalist racism at the most
[01:09:47.623 --> 01:09:48.364]  We're good to go.
[01:10:01.041 --> 01:10:09.427]  A professor employed by Catholic University Pennsylvania said on camera that there are merits to the claim that it's ethical for white people to commit suicide.
[01:10:09.827 --> 01:10:20.034]  White people should commit suicide as an ethical act, said a quote in a slide for a presentation hosted by the university psychology professor Derek Hook.
[01:10:20.894 --> 01:10:21.315]  Okay.
[01:10:22.145 --> 01:10:23.506]  Where does he get these ideas?
[01:10:23.606 --> 01:10:42.257]  Well, Paul Ehrlich is the big globalist guru saying this since the 60s, and here's one of his acolytes who heads up the global voluntary extinction movement that the New York Times, the Wall Street Journal, the London Guardian have all endorsed and said, yes, we should get rid of all humans.
[01:10:43.177 --> 01:10:48.098]  So, the editorial boards say, humans are bad, looking forward to an end of humanity.
[01:10:48.378 --> 01:10:52.219]  I'm at the grocery store, I see books like, World Without Humans, how great it'll be!
[01:10:52.479 --> 01:10:53.279]  Big color books.
[01:10:54.680 --> 01:11:02.202]  They show little kids videos of, you know, water shipped down with the bulldozers killing the bunnies and the kids cry and hate the humans.
[01:11:02.862 --> 01:11:04.082]  That's all this is.
[01:11:04.142 --> 01:11:07.663]  But it's not so we can create a utopia without humans, which is insane.
[01:11:07.983 --> 01:11:11.144]  It's so the globalists can exterminate us and have us love it.
[01:11:12.267 --> 01:11:14.429]  The voluntary extinction movement.
[01:11:14.849 --> 01:11:27.438]  Why don't you go read about last night and the organizations out there like Extinction Rebellion that wants to shut down the western world that will then starve the third world to death.
[01:11:28.418 --> 01:11:31.661]  We have a pretty good idea of when humans will go extinct.
[01:11:32.101 --> 01:11:33.282]  The Washington Post.
[01:11:33.662 --> 01:11:34.743]  Humans, it's all over.
[01:11:34.823 --> 01:11:35.163]  Give up.
[01:11:35.944 --> 01:11:40.827]  And of course you've heard AOC and you've heard Hillary and you've heard Obama and all of them.
[01:11:42.423 --> 01:11:47.305]  Saying you can't have an air conditioner, you can't have a car, the sea is going to rise by 2017.
[01:11:48.865 --> 01:11:54.287]  But by 2015 Obama already had a giant mansion at one foot above sea level in Martha's Vineyard.
[01:11:55.087 --> 01:11:56.728]  It's all a lie.
[01:11:57.308 --> 01:12:00.869]  Climate activist calls for extinction of the human race.
[01:12:01.689 --> 01:12:02.750]  I wish I'd never been born.
[01:12:03.010 --> 01:12:05.250]  The rise of the anti-natalist.
[01:12:07.611 --> 01:12:09.652]  And it goes on and on.
[01:12:10.450 --> 01:12:13.231]  And on climate activists call for the end of humans.
[01:12:14.091 --> 01:12:15.751]  Designer baby revolution.
[01:12:16.212 --> 01:12:18.972]  Can we outlaw sexual reproduction?
[01:12:19.332 --> 01:12:21.073]  This is all mainstream news.
[01:12:21.933 --> 01:12:22.913]  And who are these people?
[01:12:23.353 --> 01:12:25.174]  Thousands of studies on the left.
[01:12:26.594 --> 01:12:27.715]  The left is the Jacobins.
[01:12:27.735 --> 01:12:29.135]  The left is the French Revolution.
[01:12:29.175 --> 01:12:31.836]  The left is a satanic movement from their roots.
[01:12:31.876 --> 01:12:32.736]  Look up the Jacobins.
[01:12:33.746 --> 01:12:35.367]  And what does it say about the left?
[01:12:35.447 --> 01:12:38.109]  Not classical liberals that want freedom and openness and goodness.
[01:12:38.349 --> 01:12:39.270]  No, they took that over.
[01:12:39.690 --> 01:12:40.611]  They're the authoritarians.
[01:12:40.631 --> 01:12:41.251]  They're the fascists.
[01:12:41.451 --> 01:12:44.053]  They're the Malthusians that want depopulation.
[01:12:44.213 --> 01:12:45.454]  Look up Sir Thomas Malthus.
[01:12:45.714 --> 01:12:47.195]  None of what I'm telling you is my opinion.
[01:12:48.356 --> 01:12:48.976]  Pew study!
[01:12:49.337 --> 01:12:52.258]  White liberals disproportionately suffer from mental illness.
[01:12:52.278 --> 01:13:06.646]  Depending on the study, 5, 6, 7, 8, 9 times more likely to be mentally ill, to commit suicide, to steal, to lie, to lie about being nice, to lie about charity, to lie about how they're good people, and to want to control you, but do no work.
[01:13:07.166 --> 01:13:07.747]  Here's another one.
[01:13:08.067 --> 01:13:11.949]  White liberals more likely to have a mental health condition.
[01:13:14.249 --> 01:13:18.210]  White liberals twice as likely to be diagnosed with psychological problems.
[01:13:19.110 --> 01:13:20.471]  This is mainline news.
[01:13:21.111 --> 01:13:24.912]  White liberals are more likely to have mental health problems because they believe they're the ruling class.
[01:13:25.332 --> 01:13:26.532]  They believe they're in control.
[01:13:27.293 --> 01:13:31.414]  They're trying to project guilt on everyone because they're not connected.
[01:13:31.914 --> 01:13:32.634]  They're screwed up.
[01:13:33.074 --> 01:13:37.555]  And that's why they're projecting their hatred of themselves onto other white people and others.
[01:13:39.216 --> 01:13:39.916]  They're chameleons.
[01:13:40.828 --> 01:13:42.950]  But in our world, chameleons aren't what survives.
[01:13:42.970 --> 01:13:48.635]  People that are out in the open, that are known quantities, that are like a rock with a lighthouse on it.
[01:13:48.675 --> 01:13:49.375]  That's what you want to be.
[01:13:49.756 --> 01:13:50.696]  Not a jellyfish.
[01:13:52.198 --> 01:13:53.239]  Let's do all these different things.
[01:13:53.899 --> 01:13:54.239]  Okay.
[01:13:55.841 --> 01:14:04.808]  We're going to take a short break and I'm going to come back with the final conclusion of this emergency Saturday transmission on what their plans are and how we can stop them.
[01:14:04.848 --> 01:14:05.209]  Stay with us.
[01:14:37.639 --> 01:14:43.902]  The Fortune 100 have established the Davos Group to be the public arm of the Bilderberg Group.
[01:14:44.843 --> 01:14:59.091]  Klaus Schwab formerly headed up the Bilderberg Group and their goal is to establish a corporate world government and then turn off the resources to create a post-industrial world that triggers a planetary population collapse.
[01:15:00.106 --> 01:15:07.673]  And out of that collapse, out of that global crisis, they openly say that they will use that to bring in a worldwide authoritarian model.
[01:15:08.193 --> 01:15:13.879]  Now that's in the Rockefeller plan, Operation Lockstep, but it's in many other plans of the globalists.
[01:15:14.419 --> 01:15:16.741]  And that is what they are initiating right now.
[01:15:17.402 --> 01:15:19.183]  So I have a two-pronged approach, personally.
[01:15:20.264 --> 01:15:25.309]  I'm trying to inform the public, inform leaders around the world about what's going on so we can oppose
[01:15:25.885 --> 01:15:28.108]  The Great Reset post-industrial operation.
[01:15:28.549 --> 01:15:33.176]  That would be the best way to stop it, would be to actually shut the program down itself.
[01:15:33.717 --> 01:15:37.743]  Or, and this is plan B, and I'm doing this simultaneously.
[01:15:38.615 --> 01:15:47.463]  Getting prepared myself for the type of long global depression we're going to be living under for decades, if not forever, if we don't turn this around.
[01:15:48.024 --> 01:15:52.608]  You see, in North Korea, they can supply their people with food and jobs, but they don't.
[01:15:52.648 --> 01:15:54.049]  They keep them starving for control.
[01:15:54.649 --> 01:15:55.831]  Same thing's done in Venezuela.
[01:15:55.851 --> 01:15:56.791]  Same thing's done in Cuba.
[01:15:57.591 --> 01:15:59.692]  This is a system of feudalism.
[01:16:00.332 --> 01:16:09.977]  Communism is nothing but a modern version of feudalism where you trade out the lords and the kings for the Politburo and the inner party of the Communist Party.
[01:16:10.437 --> 01:16:27.025]  So when you see the handover of Afghanistan by design to be a fiasco, when you see China being allowed to take over the world stage and threaten to invade Taiwan, when you see the UN organizing hundreds of millions of people who they've already impoverished with the global lockdowns to now invade our countries,
[01:16:27.469 --> 01:16:37.436]  This is part of a larger globalist strategic plan that I made a film about 14 years ago titled, Endgame, Blueprint for Global Enslavement.
[01:16:37.816 --> 01:16:43.440]  So whether you like it or not, whether I like it or not, we live in the New World Order system today.
[01:16:43.960 --> 01:16:53.547]  We live on a planet with an out-of-control globalist elite who are openly trying to impoverish us and dumb us down so we can't resist when they finally kill us.
[01:16:54.614 --> 01:16:57.715]  So the answer is get prepared and get ready.
[01:16:58.055 --> 01:17:05.817]  And one of the most basic things you can do is spread the word about this broadcast and resist the globalist program of domination and enslavement.
[01:17:06.297 --> 01:17:11.159]  And you can also personally get ready yourself with high quality storable foods.
[01:17:11.739 --> 01:17:14.019]  We have the best company out there in the United States.
[01:17:14.099 --> 01:17:15.260]  They're ready to ship to you.
[01:17:15.580 --> 01:17:20.741]  They have very high quality at very, very low cost because they are the biggest company in the United States.
[01:17:20.781 --> 01:17:22.682]  They've been a sponsor of ours for almost 14 years.
[01:17:23.561 --> 01:17:30.685]  The company's only 15 years old, but they've become the dominant company because, again, they have high-quality food at a low price.
[01:17:31.065 --> 01:17:37.909]  So I want to encourage all the viewers and all the listeners now to support the broadcast, to fund our operation, and get high-quality, storable food at the same time.
[01:17:38.209 --> 01:17:47.414]  I noticed in late August we saw orders explode without us even really promoting it, and now into early September I expect those orders to only go up because people understand
[01:17:47.722 --> 01:17:51.545]  Now, I'm about to lay out where the globalists want to take us and describe the future of their planning.
[01:18:16.718 --> 01:18:29.428]  And I'm going to tell you how I knew all this stuff 28 years ago when I first got on air and how I can, in live time, lay this out before they announce it years, months, weeks, and days before.
[01:18:30.229 --> 01:18:32.211]  And it isn't about bragging about Alex Jones.
[01:18:33.192 --> 01:18:43.960]  I want you to learn this information, this psychological, cultural technology of real politic and of real science so that we can defeat these people.
[01:18:44.081 --> 01:18:45.482]  They don't want you knowing about this.
[01:18:46.561 --> 01:18:51.164]  They want you looking at the world one-dimensional, two-dimensional, maybe third, certainly not fourth or fifth.
[01:18:53.125 --> 01:18:59.049]  And when I try to get into this area, it's so expansive, it's hard to cover it because it's so big.
[01:19:00.170 --> 01:19:05.853]  And I was just talking to the camera guy who's up here working with me on Saturday, and I said, have you heard me talk about this report?
[01:19:05.913 --> 01:19:06.934]  And I read him the headline.
[01:19:06.974 --> 01:19:08.115]  I said, yeah, many times.
[01:19:10.296 --> 01:19:11.277]  We have an archivist.
[01:19:12.437 --> 01:19:15.039]  I'm going to see if he can find this because this is going to blow people away this week.
[01:19:16.223 --> 01:19:17.184]  So I'm going to ask all of you.
[01:19:18.825 --> 01:19:25.931]  We don't have the clips where I've said this probably 50 times this year, and probably 100 times last year, and probably 100 times the year before that.
[01:19:25.991 --> 01:19:31.696]  I've been saying this for 27, 28 years on air.
[01:19:32.076 --> 01:19:33.558]  And you're going to ask, how did I do this?
[01:19:34.158 --> 01:19:35.579]  Well, I'm going to tell you how I know everything.
[01:19:35.599 --> 01:19:37.441]  I'm going to tell you right now.
[01:19:40.283 --> 01:19:44.507]  And I certainly hope you will then find out what their plans are for you here in just a moment.
[01:19:45.865 --> 01:19:47.526]  Here's the headline out of the London Independent.
[01:19:52.009 --> 01:19:57.453]  Microsoft Patents Shows Plans to Revive Dead Loved Ones.
[01:19:59.375 --> 01:19:59.875]  Did you hear that?
[01:20:01.376 --> 01:20:07.320]  Microsoft Patents Shows Plans to Revive Dead Loved Ones that they own as chatbots.
[01:20:08.761 --> 01:20:13.805]  Now when the archivist finds this, because a couple months ago I did a whole 10 minute rant on it.
[01:20:13.825 --> 01:20:15.346]  I think it was during the first hour.
[01:20:16.749 --> 01:20:17.329]  We're going to play it.
[01:20:17.849 --> 01:20:19.230]  I guess we can take this clip and put it on front.
[01:20:20.070 --> 01:20:20.910]  But today we don't have it.
[01:20:21.050 --> 01:20:21.851]  Many of you probably saw it.
[01:20:24.672 --> 01:20:26.432]  That I didn't get from a Globalist document.
[01:20:27.513 --> 01:20:31.154]  That I got from another place, I'll tell you in a moment.
[01:20:33.895 --> 01:20:35.315]  But do you understand what this means?
[01:20:35.375 --> 01:20:40.017]  They say that when you opt in to use any Google, Facebook, Twitter,
[01:20:40.973 --> 01:20:42.354]  Microsoft, they're all sharing data.
[01:20:42.694 --> 01:21:03.626]  Your voice print, what you do, where you go, what you say, your emotions, all of it can later be put into a digital avatar, a physical flesh body that's programmed as their plan, a metal avatar, a plastic avatar, a silicon avatar, or it can be a hologram avatar.
[01:21:04.577 --> 01:21:11.181]  And that they're saying, we don't just own your genetics when you go in the hospital and they take a little extra blood and put it in the database.
[01:21:11.502 --> 01:21:12.582]  Hospitals have been caught doing that.
[01:21:13.883 --> 01:21:24.130]  We own your voice, we own your words, we own what you've said, and then we'll use your likeness to then add things and basically steal your identity forever.
[01:21:24.510 --> 01:21:28.713]  So they're going to take your work and then claim, because here's the key,
[01:21:29.454 --> 01:21:29.835]  That's right.
[01:21:42.586 --> 01:21:42.966]  I don't know.
[01:22:06.934 --> 01:22:18.963]  is walking around as a helicopter or as a jet or as a woman or as a dog, whatever it wants to say it is, and really it's just, yeah, your brainwaves, how you talk, your art.
[01:22:19.603 --> 01:22:23.145]  It could fool your own family that it's you, but it's not.
