[00:00:00.000 --> 00:00:10.000]  [BLANK_AUDIO]
[01:14:56.749 --> 01:14:59.952]  And now in the dialectic, there's Dave Chappelle over here.
[01:15:00.492 --> 01:15:04.894]  You know, saying, oh, women have babies, and then over here there's drag queen story time.
[01:15:05.874 --> 01:15:08.595]  And men getting women pregnant and present and saying they're women.
[01:15:08.795 --> 01:15:09.976]  And the media saying they're women.
[01:15:10.256 --> 01:15:11.516]  That's the mind control.
[01:15:13.917 --> 01:15:17.098]  So let's go ahead and play Dave Chappelle.
[01:15:18.159 --> 01:15:22.040]  And then we'll just back to back, go right into Joe Rogan with Sanjay Gupta.
[01:15:25.402 --> 01:15:28.283]  They've canceled people that are more powerful than me.
[01:15:30.014 --> 01:15:31.215]  Cancelled JK Rowling.
[01:15:31.255 --> 01:15:34.898]  My God, JK Rowling wrote all the Harry Potter books by herself.
[01:15:37.000 --> 01:15:39.282]  She sold so many books the Bible worries about her.
[01:15:43.025 --> 01:15:49.851]  And they cancelled her because she said in an interview, and this is not exactly what she said, but effectually she said, gender was a fact.
[01:15:51.512 --> 01:15:54.935]  And then the trans community got mad as shit, they started calling her a TERF.
[01:15:55.555 --> 01:15:56.896]  I didn't even know what the fuck that was.
[01:15:58.194 --> 01:16:01.495]  But I know that trans people make up words to win arguments.
[01:16:06.316 --> 01:16:06.996]  So I looked it up.
[01:16:08.936 --> 01:16:09.877]  TERF is an acronym.
[01:16:10.777 --> 01:16:13.357]  Stands for Trans Exclusionary Radical Feminist.
[01:16:13.377 --> 01:16:14.217]  This is a real thing.
[01:16:14.257 --> 01:16:17.938]  This is a group of women that hate transgender.
[01:16:17.958 --> 01:16:22.819]  They don't hate transgender women, but they look at trans women the way we blacks might look at blackface.
[01:16:22.899 --> 01:16:23.819]  It offends them.
[01:16:23.659 --> 01:16:26.058]  I'm like, "Ugh, this bitch is doing an impression of me."
[01:16:26.058 --> 01:16:32.059]  [laughter]
[01:16:32.059 --> 01:16:34.059]  Now, I shouldn't speak on this.
[01:16:34.774 --> 01:16:35.674]  Because I am not a woman.
[01:16:36.735 --> 01:16:37.535]  Nor am I a trans.
[01:16:38.796 --> 01:16:40.796]  as we've established.
[01:16:40.796 --> 01:16:52.235]   It's not a woman. You can't speak about men dressing up like women coming into female spaces and competing against
[01:16:52.235 --> 01:16:54.796]  them in their sports.
[01:16:54.996 --> 01:16:56.177]  Everywhere else, that's asinine.
[01:16:56.418 --> 01:16:58.341]  You don't see women going up into men's sports.
[01:16:59.022 --> 01:17:00.744]  No, you see men going down into women's sports.
[01:17:01.045 --> 01:17:02.667]  And now, oh, I shouldn't be talking about this.
[01:17:02.768 --> 01:17:03.388]  I'm not a woman.
[01:17:06.036 --> 01:17:11.380]  Oh, you shouldn't be talking about crime in black neighborhoods like Chicago because you're not black.
[01:17:11.480 --> 01:17:12.400]  What the hell does that mean?
[01:17:12.440 --> 01:17:15.082]  Or you shouldn't be talking about black babies being aborted because you're not black.
[01:17:15.362 --> 01:17:26.430]  This idea that only people in certain groups can talk about that and that's their own group where they're then led by the globalists and whoever the subculture leader is, that's the divide and conquer strategy.
[01:17:30.418 --> 01:17:31.579]  But notice he goes, hey, J.K.
[01:17:31.819 --> 01:17:32.760]  Rowling, she's good.
[01:17:32.780 --> 01:17:33.761]  I mean, the Christians hate her.
[01:17:33.781 --> 01:17:35.142]  It's like, hey, liberals, remember?
[01:17:35.182 --> 01:17:37.744]  She taught your kids about hocus pocus and all this.
[01:17:38.184 --> 01:17:44.390]  But now she sees women's spaces being taken over where they, again, they go in, men with penises, and say, hey, I'm a woman.
[01:17:44.690 --> 01:17:46.091]  Do a check on my cervix.
[01:17:46.131 --> 01:17:49.394]  And the female nurse goes, sir, that's a penis.
[01:17:50.014 --> 01:17:50.314]  Fired.
[01:17:50.775 --> 01:17:51.836]  That's a cult, folks.
[01:17:53.908 --> 01:17:55.189]  And so they know what it is.
[01:17:55.249 --> 01:17:59.073]  They need you to accept vaccines that aren't vaccines that hurt you, that don't protect you.
[01:17:59.313 --> 01:18:00.735]  They need to sell you on tyranny.
[01:18:00.895 --> 01:18:02.136]  They need to sell you on oppression.
[01:18:02.296 --> 01:18:03.457]  They need to sell you on death.
[01:18:03.638 --> 01:18:06.961]  They need you to accept lies and that 2 plus 2 does not equal 4.
[01:18:07.281 --> 01:18:08.362]  So I'll give Dave Chappelle this.
[01:18:08.402 --> 01:18:10.664]  At least he's gotten up again for 2 plus 2 equals 4.
[01:18:10.865 --> 01:18:13.107]  But I'd like to see him get a lot further along.
[01:18:14.599 --> 01:18:23.463]  You know, Dave Chappelle quit for almost a decade and went to Africa and other places because he got approached by the, quote, black mafia, he said this, that is in Hollywood.
[01:18:23.823 --> 01:18:34.769]  But it's not really the black mafia led by Oprah Winfrey, it's the eugenics mafia of a few black people that are allowed to operate and have power and millions of dollars as long as they lead other black people into slavery.
[01:18:34.969 --> 01:18:46.208]   And Oprah Winfrey is the only black person who goes to the actual highest level depopulation meetings with Bill Gates, Ted Turner, George Soros and the rest of them.
[01:18:46.408 --> 01:18:47.768]  David Rockefeller, just look it up.
[01:18:48.068 --> 01:18:50.209]  Billionaires meet in secret to curb overpopulation.
[01:18:50.569 --> 01:18:50.209]  2009.
[01:18:50.689 --> 01:18:53.109]  Already knew about it before that was in the news.
[01:18:55.790 --> 01:18:56.790]  And that's who came to him.
[01:18:57.610 --> 01:18:58.931]  Oprah Winfrey and others.
[01:18:58.971 --> 01:19:04.072]  And they said, listen, you gotta join our club and do what we say or we're done with you.
[01:19:04.112 --> 01:19:06.292]  So his whole thing has been about not going along with this.
[01:19:06.633 --> 01:19:09.173]  But believe me, Dave, it ain't about black and white, buddy.
[01:19:10.413 --> 01:19:12.014]  It's about world government and your soul.
[01:19:12.921 --> 01:19:18.165]  It's about the devil and God, and you can sit there and keep pretending, and pretending that's not what it is.
[01:19:18.725 --> 01:19:21.767]  But let me tell you, you're gonna find out, and so is J.K.
[01:19:21.827 --> 01:19:25.549]  Rowling, everybody else, and I bet you my bottom dollar, J.K.
[01:19:25.409 --> 01:19:31.069]   Rowling's got so much dark energy coming at her right now from what I've heard. She's gotten on her knees to Jesus
[01:19:31.069 --> 01:19:35.139]   and pretty soon She'll go public with that because that's the only choice
[01:19:35.139 --> 01:19:44.010]   there is God or the devil Figure it out
[01:19:43.198 --> 01:19:44.498]  Sooner rather than later, be good.
[01:19:45.799 --> 01:19:47.919]  But I'd hurry up and I'd get that choice going.
[01:19:48.919 --> 01:19:54.280]  And that doesn't mean you go get some exploitive preacher in control of your life or one of these church cults.
[01:19:54.340 --> 01:19:55.921]  It means you get a relationship with God.
[01:19:56.061 --> 01:19:57.461]  That's what Jesus Christ talked about.
[01:19:57.661 --> 01:19:59.961]  You open your spirit up to God and say, I want to be good.
[01:20:00.021 --> 01:20:01.202]  I want you to cleanse me of the evil.
[01:20:01.542 --> 01:20:02.362]  I want to be strong.
[01:20:02.462 --> 01:20:03.322]  I want to help other people.
[01:20:03.582 --> 01:20:04.802]  I don't want to follow this evil.
[01:20:05.062 --> 01:20:05.583]  Help me.
[01:20:05.663 --> 01:20:07.403]  Make me better than help me be a leader.
[01:20:08.382 --> 01:20:10.163]  And God will start working in your life.
[01:20:10.603 --> 01:20:11.884]  That's the relationship you need.
[01:20:12.165 --> 01:20:13.826]  Not some damn preacher.
[01:20:14.086 --> 01:20:15.267]  Half of them are pedophiles.
[01:20:15.527 --> 01:20:18.889]  I don't care if they're Catholic or Protestant, the devil took them all over.
[01:20:19.109 --> 01:20:22.471]  And they took over the Boy Scouts, and they took over every damn institution.
[01:20:22.691 --> 01:20:29.456]  And now they're coming for your children, family by family, to make you take your children to sit on the knee of convicted pedophiles.
[01:20:29.696 --> 01:20:32.538]  This is a damn religion of destroying their innocence!
[01:20:33.118 --> 01:20:35.599]  UN-run contact tracers aren't coming.
[01:20:35.759 --> 01:20:36.319]  They're here.
[01:20:36.680 --> 01:20:50.985]  All over the world, from Australia to the United States, from Canada to Germany, these tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases, actually taking people away into the night to their facilities.
[01:20:51.386 --> 01:20:59.609]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[01:20:59.969 --> 01:21:01.509]  This is nothing less than martial law.
[01:21:01.770 --> 01:21:09.452]  And one big thing you can do to fight back is to get high-quality Faraday cages, many of which are made here in America and are Berry compliant, meaning U.S.
[01:21:09.572 --> 01:21:12.793]  government military grade, at InfowarsStore.com.
[01:21:12.933 --> 01:21:18.415]  We have the entire line of Silent Pocket ready to ship to you when you visit InfowarsStore.com.
[01:21:18.715 --> 01:21:25.777]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[01:21:25.837 --> 01:21:26.557]  It's all there.
[01:21:26.877 --> 01:21:28.278]  At InfowarStore.com.
[01:21:28.418 --> 01:21:40.845]  So protect your privacy today and support the Infowar at InfowarStore.com.
[01:21:40.865 --> 01:21:46.669]  22 months into COVID, we have all the information needed to paint a clear picture of what's going on.
[01:21:47.634 --> 01:22:05.732]  We know that Anthony Fauci, who has done all this before in the 1980s with HIV, AZT and AIDS, was illegally working with the Communist Chinese via the NIH to create a highly contagious bat coronavirus in Wuhan, China.
[01:22:06.793 --> 01:22:16.916]  We know that the PCR test was used to fraudulently create a flood of false positives to legitimize the FDA's emergency vaccine authorization.
[01:22:17.697 --> 01:22:35.863]  We know that the COVID vaccines are not vaccines, but rather highly controversial mRNA tech that failed miserably on its animal trials, a type of gene therapy that several top scientists warn will kill you if you can't keep it from spreading throughout the body.
[01:22:36.423 --> 01:22:38.304]  Which is exactly what it is doing.
[01:22:39.364 --> 01:22:45.587]  We know that no matter how deadly these experimental shots are, the companies selling them will not be held liable.
[01:22:46.147 --> 01:22:49.168]  It is all being taken care of by taxpayer dollars.
[01:22:50.598 --> 01:22:55.882]  We know that the ingredients are a big secret, and they don't want you to know what's in them.
[01:22:56.663 --> 01:22:59.205]  And we know that some are getting saline placebos.
[01:23:00.066 --> 01:23:03.788]  But now we are learning what these experimental jabs are actually doing.
[01:23:04.509 --> 01:23:15.358]  Dr. Ryan Cole, a pathologist running the biggest independent testing lab in Idaho, described how the mRNA shots are causing serious autoimmune disorders.
[01:23:15.978 --> 01:23:19.081]  The first shot stifles the production of lymphocytes.
[01:23:19.912 --> 01:23:27.158]  Which cripples the immune system, resulting in a massive increase of autoimmune diseases and cancers.
[01:23:27.858 --> 01:23:31.341]  The blood work presented by Dr. Nathan Thompson shows the same.
[01:23:31.781 --> 01:23:36.505]  And after receiving the second shot, their immune system begins to fail even more.
[01:23:37.145 --> 01:23:47.473]  According to one of the top virologists running this program, you need the booster shot because your immune system is now failing as a result of getting the previous two shots.
[01:23:48.334 --> 01:23:59.023]  The data consistently shows that these shots are causing massive cellular mutation throughout the entire body, often wherever the recipient is most vulnerable.
[01:24:00.384 --> 01:24:08.491]  We know that some of these shots are contaminated with mysterious objects that appear to grow into other objects.
[01:24:09.471 --> 01:24:10.292]  For what purpose?
[01:24:10.792 --> 01:24:11.313]  We don't know.
[01:24:12.037 --> 01:24:29.983]  But we do know that our government, along with the entire pop culture media machine, are blocking life-saving treatments while keeping them for themselves, while pushing the deadly kill shot on the public, and creating a segregated society.
[01:24:30.823 --> 01:24:35.664]  We know without a doubt that these mRNA injections are killing people.
[01:24:36.445 --> 01:24:44.147]   While some may get lucky with saline placebos, Most are having their immune system destroyed from the inside out.
[01:24:45.667 --> 01:24:49.489]  We know these things because at this point the evidence is overwhelming.
[01:24:50.369 --> 01:25:01.892]  And we know that it's the big banks calling all the shots for their Great Reset, which they claim is a transhumanist utopia, a cure to climate change.
[01:25:02.832 --> 01:25:03.433]  But who knows?
[01:25:04.273 --> 01:25:07.754]  What we all instinctively know is how to stop them.
[01:25:08.759 --> 01:25:11.238]  For Infowars.com, this is Greg Reese.
[01:25:11.238 --> 01:25:16.838]   Joe Rogan said years ago it's wrong for biological men to be in women's sports.
[01:25:16.838 --> 01:25:17.838]  Of course that's true.
[01:25:17.838 --> 01:25:21.158]  And again, oh, you're hateful to the trans people.
[01:25:21.158 --> 01:25:23.559]  What, hateful to them having rights nobody else has?
[01:25:23.559 --> 01:25:25.478]  Hateful to them controlling my speech?
[01:25:25.478 --> 01:25:28.637]   Hateful to the fact that men can rape women in prison because they say they're a damn
[01:25:28.637 --> 01:25:29.637]  woman?
[01:25:29.637 --> 01:25:36.038]  You're damn right I don't like those men raping women.
[01:25:36.038 --> 01:25:37.918]  It's all part of confusing you.
[01:25:37.891 --> 01:25:48.838]  It's all part of turning you around upside down, so that when they take your liberty and your freedom and your body and your soul, you don't know you can cry out to God at any moment to transcend these people.
[01:25:50.579 --> 01:25:54.241]  So to finish up with Dave Chappelle, and then let's talk about Rogan.
[01:25:54.781 --> 01:25:55.542]  Did a great job.
[01:25:55.562 --> 01:26:00.225]  I didn't have time to watch the whole thing, but I watched about an hour of it, dissecting Sanjay Gupta in almost three hours.
[01:26:00.245 --> 01:26:00.625]  Here it is.
[01:26:01.866 --> 01:26:05.268]  Now I shouldn't speak on this, because I am not a woman.
[01:26:06.334 --> 01:26:07.174]  Nor am I a trans.
[01:26:08.435 --> 01:26:12.316]  But as we've established, I am a feminist.
[01:26:13.436 --> 01:26:18.778]  That's correct.
[01:26:19.778 --> 01:26:27.500]  By the way, the left in the last hundred years called themselves humanist so they could act like we control humans.
[01:26:27.600 --> 01:26:29.601]  Oh, we're environmentalists, we care about the earth too.
[01:26:29.881 --> 01:26:31.401]  They're overriding the whole thing, destroying it.
[01:26:32.101 --> 01:26:33.822]  Oh, they don't like carbon that the whole earth's based on.
[01:26:35.117 --> 01:26:37.518]  And so I am a feminist because I'm a humanist.
[01:26:37.899 --> 01:26:39.480]  I believe in God who made humans.
[01:26:39.560 --> 01:26:41.261]  I love humanity and I believe in women.
[01:26:41.401 --> 01:26:41.961]  I love women.
[01:26:42.361 --> 01:26:46.063]  I'm a feminist, but a feminist doesn't mean what they say a feminist is.
[01:26:46.664 --> 01:26:58.130]  Someone that wants to control women through cults run by people like Oprah Winfrey, who has just been exploitive and just as bad as Harvey Weinstein with women.
[01:26:58.811 --> 01:27:00.332]  The women just haven't gone public yet.
[01:27:00.512 --> 01:27:05.095]   And believe me, The Huffington Post four years ago before Weinstein got indicted.
[01:27:06.637 --> 01:27:09.361]  I said they're burning people, they're branding them, they're tying them up.
[01:27:09.421 --> 01:27:10.843]  Sometimes the women disappear.
[01:27:11.684 --> 01:27:15.028]  I was told that by multiple famous movie stars who were not BSing.
[01:27:15.484 --> 01:27:18.145]  About the level of mind control and Satanism in Hollywood.
[01:27:18.565 --> 01:27:21.006]  I don't know the names of the groups, ladies and gentlemen, but I said it on air.
[01:27:21.406 --> 01:27:28.288]  And within 12 hours, the Huffington Post came out to attack me and to defend Harvey Weinstein.
[01:27:28.488 --> 01:27:33.930]  But what I said in that radio show that came out years later was the truth, according to our sources.
[01:27:36.471 --> 01:27:38.332]  And I know these cults under different names.
[01:27:38.352 --> 01:27:40.452]  They do the same stuff throughout history over and over again.
[01:27:41.633 --> 01:27:49.406]   And so, There's also that level of discernment, but finish up with Chappelle, and then we'll finish up with Rogan.
[01:27:49.426 --> 01:27:49.706]  Here it is.
[01:27:53.407 --> 01:27:54.247]  I'm Team Turf!
[01:27:56.048 --> 01:27:56.488]  I agree.
[01:27:56.508 --> 01:27:58.968]  I agree, man.
[01:27:59.929 --> 01:28:02.089]  Gender is a fact.
[01:28:02.149 --> 01:28:04.310]  You have to look at it from a woman's perspective.
[01:28:05.170 --> 01:28:05.850]  Look at it like this.
[01:28:06.370 --> 01:28:14.730]   Caitlyn Jenner, whom I've met, wonderful person, Caitlyn Jenner, was voted Woman of the Year.
[01:28:15.371 --> 01:28:17.371]  Her first year as a woman.
[01:28:17.371 --> 01:28:21.371]   Back this up, they were asking if I wanted to run in a row, now they think I don't want to.
[01:28:21.371 --> 01:28:24.371]   Go ahead and back up what he's saying here, this is really important though.
[01:28:24.371 --> 01:28:27.371]   He's explaining it to these people like they're 3 year olds, but it needs to be done.
[01:28:27.371 --> 01:28:31.371]  Women are being displaced out of their sports.
[01:28:31.879 --> 01:28:38.541]  They're being displaced out of their jobs by men posing as if they're women, saying that they control that space.
[01:28:38.821 --> 01:28:44.863]  Because the system wants to get rid of men's spaces, women's spaces, children's spaces, human spaces.
[01:28:46.644 --> 01:28:51.566]  And so yes, we're not just going to say, okay, the guy can dress like a woman and say he's a woman.
[01:28:52.756 --> 01:28:54.056]  Okay, fine, let him do what he wants.
[01:28:54.137 --> 01:28:55.017]  Okay, fine.
[01:28:55.397 --> 01:28:56.477]  Free country, free world.
[01:28:57.118 --> 01:28:59.759]  But, oh no, you are the example of a woman!
[01:29:00.479 --> 01:29:04.681]  Like saying a woman wins Man of the Year, you'd laugh at that!
[01:29:08.682 --> 01:29:10.623]  So again, this is bullying of women.
[01:29:11.003 --> 01:29:11.403]  Continue.
[01:29:15.825 --> 01:29:16.785]  I'm Team Turf!
[01:29:18.466 --> 01:29:18.766]  I agree.
[01:29:20.526 --> 01:29:21.367]  I agree, man.
[01:29:22.349 --> 01:29:24.492]  Gender is a fact.
[01:29:24.552 --> 01:29:26.696]  You have to look at it from a woman's perspective.
[01:29:27.577 --> 01:29:28.258]  Look at it like this.
[01:29:28.779 --> 01:29:37.115]   Caitlyn Jenner, whom I've met, wonderful person, Caitlyn Jenner Was voted Woman of the Year.
[01:29:37.976 --> 01:29:40.598]  Her first year as a woman.
[01:29:40.819 --> 01:29:41.519]  Ain't that something?
[01:29:41.960 --> 01:29:44.682]  Beat every bitch in Detroit, she's better than all of you.
[01:29:45.583 --> 01:29:46.544]  Gender is a fact.
[01:29:46.564 --> 01:29:47.265]  This is a fact.
[01:29:47.405 --> 01:29:54.131]  Every human being in this room, every human being on Earth, had to pass through the legs of a woman to be on Earth.
[01:29:54.531 --> 01:29:57.254]  That is a fact.
[01:29:58.356 --> 01:29:59.836]  Not in some Austin hospitals.
[01:29:59.916 --> 01:30:02.297]  It's 90% cesarean now because they get more money.
[01:30:02.377 --> 01:30:03.157]  Everything's a scam.
[01:30:03.177 --> 01:30:07.858]  Everything is about making your normal biological operations obsolete.
[01:30:08.399 --> 01:30:17.721]  You don't just think Monsanto wanted to have Terminator genes for soybeans and cotton where the farmer couldn't save their seeds and keep growing cotton for generation after generation.
[01:30:17.981 --> 01:30:18.981]  The target's us.
[01:30:19.741 --> 01:30:20.682]  And they now admit that.
[01:30:21.162 --> 01:30:24.142]  And Karl Schwab says the goal is to take over the human species.
[01:30:24.323 --> 01:30:25.923]  He says we've already captured your countries.
[01:30:27.875 --> 01:30:31.978]  And I sit there and I tell prominent people this, they don't believe me, and they pull up, they say, oh my God.
[01:30:32.639 --> 01:30:41.706]  But let me tell you, a lot of people like Leonardo DiCaprio and others, they go to Davos, they sit at the knee of Klaus Schwab, they sit there and sign on to this whole damn thing.
[01:30:41.987 --> 01:30:45.790]  And so did the heads of Google, and so did the heads of all these institutions.
[01:30:47.211 --> 01:30:57.998]   And then I sit there, And get to see the private text messages of some of these tech heads talking about me and saying, Alex Jones is always right.
[01:31:00.778 --> 01:31:01.799]  Hey, what do you think Alex Jones?
[01:31:01.819 --> 01:31:02.619]  Look, he said this, it came true.
[01:31:02.759 --> 01:31:05.000]  Oh, everyone knows Alex Jones is always right.
[01:31:05.860 --> 01:31:06.960]  And I'm not always right.
[01:31:07.480 --> 01:31:08.681]  It's usually worse than I thought.
[01:31:09.667 --> 01:31:13.609]  But I'm very rarely wrong, and I'm never wrong on purpose.
[01:31:14.309 --> 01:31:15.669]  My whole life is about telling the truth.
[01:31:15.969 --> 01:31:24.573]  I say terrible things about myself on air because it's true, because that dials my brain into not think about BS and just cut right to the reality, and I train myself to do that continually.
[01:31:26.734 --> 01:31:29.655]  These people, on the other hand, don't even know how to operate.
[01:31:29.695 --> 01:31:34.697]  I mean, you know, when I get up here and say that Henry Kissinger tried to hire me and get me to go to New York and meet with him, that's true.
[01:31:35.947 --> 01:31:37.907]  And almost no one ever refuses that meeting.
[01:31:38.228 --> 01:31:39.728]  If they do, they sure don't do it in public.
[01:31:40.688 --> 01:31:41.968]  Because you get your ass killed like that.
[01:31:42.209 --> 01:31:43.109]  I'm protected by God.
[01:31:44.569 --> 01:31:45.749]  As long as God wants me to be protected.
[01:31:46.310 --> 01:31:47.610]  I don't thumb my nose at the fates.
[01:31:50.911 --> 01:31:53.051]  And I mean, I'm sitting there in my weird world.
[01:31:53.171 --> 01:32:00.153]  I get to have a very famous person show me the text message of that head of Twitter.
[01:32:04.363 --> 01:32:06.805]  And that individual's saying, yeah, Alex Jones is always right.
[01:32:07.105 --> 01:32:08.687]  He said, man, look, he's right again.
[01:32:08.707 --> 01:32:09.848]  He goes, yeah, he always is.
[01:32:10.989 --> 01:32:11.550]  Are you joking?
[01:32:11.590 --> 01:32:13.772]  No, no.
[01:32:14.012 --> 01:32:14.792]  He's a sage.
[01:32:15.253 --> 01:32:16.834]  No, I'm not a sage, ladies and gentlemen.
[01:32:16.854 --> 01:32:19.036]  I'm not some Gandalf the Grey here.
[01:32:19.357 --> 01:32:21.398]  This is all out in the open!
[01:32:22.369 --> 01:32:23.890]  This is going down!
[01:32:24.310 --> 01:32:25.291]  This is happening!
[01:32:25.571 --> 01:32:30.434]  And I sit there and have people on the street ask me, is it real?
[01:32:30.634 --> 01:32:32.275]  Do you really mean all this stuff you say?
[01:32:32.535 --> 01:32:36.238]  Well, I mean, all you gotta do is look up 99% of what I talk about, it's all right there!
[01:32:36.258 --> 01:32:43.002]  Now you got William Shatner going, I'm sorry!
[01:32:43.022 --> 01:32:45.343]  We have to save the Earth!
[01:32:45.603 --> 01:32:46.444]  The cataclysm!
[01:32:46.784 --> 01:32:47.665]  The big event's coming!
[01:32:47.885 --> 01:32:48.305]  Oh God!
[01:32:49.185 --> 01:32:50.246]  And the anchors are like...
[01:32:52.881 --> 01:32:54.181]  Because they're in on it.
[01:32:54.582 --> 01:32:55.502]  They've been read into it.
[01:32:55.522 --> 01:32:59.423]  The average person gets told this and they just Stockholm Syndrome right into it.
[01:32:59.683 --> 01:33:11.247]  And it's so fun to be part of the elite and so fun to be part of the classified information to get a little Homeland Security text and to go to the different think tank meetings with the CIA and the NSA and all the rest of it.
[01:33:12.608 --> 01:33:17.710]  Remember Jesse Ventura won the election by a landslide in the 90s there in Minnesota.
[01:33:18.680 --> 01:33:22.643]  It was his second day at work and they said, hey, there's a group wants to meet you at the Capitol with the legislature.
[01:33:22.663 --> 01:33:23.864]  He said, OK, I'll go to the legislature.
[01:33:24.285 --> 01:33:29.949]  He goes down in the basement, the emergency center, and it's all CIA, like 20 of them around him.
[01:33:30.670 --> 01:33:32.651]  He goes, you didn't tell me this is a CIA meeting.
[01:33:32.671 --> 01:33:32.972]  I never.
[01:33:33.814 --> 01:33:43.221]  And they said, well, and it was like old ladies and black men and Asian people and white old white guys, young people who just look like janitors and look like librarians and stuff.
[01:33:43.241 --> 01:33:49.685]  And they were all there to just say, well, we're studying how you got in and just want to know how much you want to basically work with us.
[01:33:49.745 --> 01:33:51.126]  And we want to know what you're going to do.
[01:33:51.186 --> 01:33:52.907]  And we want you to run things past us.
[01:33:53.448 --> 01:33:55.369]  And Ventura, to his credit, he's got a lot of problems.
[01:33:55.389 --> 01:33:55.950]  He's pigheaded.
[01:33:56.290 --> 01:34:00.693]  He got up and walked out of there and was not compromised then because they didn't think he'd win.
[01:34:00.873 --> 01:34:01.994]  There was such a big landslide.
[01:34:02.014 --> 01:34:03.495]  He got in and then and then.
[01:34:04.115 --> 01:34:09.016]  They went after him for fake corruption stuff and basically he just got sick of it after a few years and didn't run again.
[01:34:10.296 --> 01:34:11.157]  But he's a real guy.
[01:34:11.317 --> 01:34:12.057]  Doesn't mean he's perfect.
[01:34:12.077 --> 01:34:13.077]  Doesn't mean he has all the answers.
[01:34:13.257 --> 01:34:17.238]  But like Trump, he really thought he was running the state and thought he was doing a good job.
[01:34:19.018 --> 01:34:20.298]  And they don't want that.
[01:34:20.439 --> 01:34:22.259]  They don't want to have anything to do with that.
[01:34:22.279 --> 01:34:27.180]  But I mean, that's another real story of Jesse Ventura goes down to the basement and there's 20 CIA people.
[01:34:30.143 --> 01:34:33.444]  Some of which he'd known in his life and didn't know they were in the CIA.
[01:34:33.944 --> 01:34:34.524]  Just a cult.
[01:34:34.724 --> 01:34:35.645]  Just a secret society.
[01:34:35.905 --> 01:34:36.245]  Crap.
[01:34:38.726 --> 01:34:40.386]  And you know, oh, but forget the Jesse Ventura story.
[01:34:40.406 --> 01:34:41.286]  That's on record that happened.
[01:34:41.487 --> 01:34:46.568]  My dad, I've told this story, didn't know this until Endgame was about to come out 15 years ago.
[01:34:46.808 --> 01:34:48.589]  You've heard the story a thousand times, I won't tell it.
[01:34:48.909 --> 01:34:50.449]  But that's a real story.
[01:34:51.269 --> 01:34:52.510]  That really happened to my dad.
[01:34:53.820 --> 01:35:03.147]  I already knew about a lot of the pieces of it and saw the things in my grandma's chest of awards he got and documents and test scores and science fairs.
[01:35:03.588 --> 01:35:08.872]  Oh, my dad at 15 sent off to work at cancer research facilities in Houston and sent off to be trained here.
[01:35:09.733 --> 01:35:12.675]  He thought he was going to join NASA, and it wasn't NASA.
[01:35:12.935 --> 01:35:21.022]  And finally, when he got to UT, when he was out of high school, because he was going to UT during the summers, Plan 2 program and sent around the country, they brought him to dinner.
[01:35:22.755 --> 01:35:24.576]  At the head of the body department's house!
[01:35:28.277 --> 01:35:31.078]  And said, David, Hitler was bad.
[01:35:32.159 --> 01:35:33.619]  You know, I'm Jewish, David.
[01:35:33.659 --> 01:35:35.540]  That was Professor Speer at UT.
[01:35:35.880 --> 01:35:36.960]  My dad said, yeah, go ahead, name names.
[01:35:38.021 --> 01:35:40.341]  And he said, you know, eugenics is real, though.
[01:35:40.362 --> 01:35:41.902]  We have to make the human race better.
[01:35:41.922 --> 01:35:44.563]  And we're not going to go after one group.
[01:35:44.743 --> 01:35:47.144]  We're just going to go after everybody that's dumb.
[01:35:48.789 --> 01:35:51.890]  And my dad did not get recruited by that and said no to it.
[01:35:52.670 --> 01:36:01.814]  But that was after years, four or five years of grooming him just to go have that meeting with the guy that was running the UT Eugenics Project, the cult leader.
[01:36:03.394 --> 01:36:07.736]  And my dad had been able to see the secret nuclear reactor that nobody knew was there under UT.
[01:36:08.056 --> 01:36:14.318]  And then my dad got to see CD-ROMs and all this stuff that nobody even knew existed and all sorts of other stuff.
[01:36:15.114 --> 01:36:26.037]  And imagine, and I've had other professors and scientists on the go, oh yeah, you know, they were making human animal mice, and they asked me if I wanted to be part of that, and if I liked it, they'd let me know about more secret stuff.
[01:36:26.518 --> 01:36:29.438]  It's a seduction of being in the in crowd.
[01:36:32.399 --> 01:36:35.480]  And my mother, again, was at my office, watched Endgame.
[01:36:36.140 --> 01:36:37.641]  She said, David, this isn't true.
[01:36:38.780 --> 01:36:39.541]  This is horrible.
[01:36:39.861 --> 01:36:41.142]  He goes, no Carol, it's all true.
[01:36:41.182 --> 01:36:48.287]  And for 20 minutes, as we drove to my oldest daughter's ballet recital, he spilt his guts.
[01:36:50.388 --> 01:36:51.589]  And it was a weight off his shoulders.
[01:36:53.030 --> 01:36:58.354]  And his mother got really disappointed, my grandmother, when he did not want to continue on with NASA.
[01:36:58.754 --> 01:37:00.616]  And obviously it wasn't NASA.
[01:37:02.415 --> 01:37:07.320]  And that's what Star Trek was in the 60s at the same time that my dad was going to that program.
[01:37:07.620 --> 01:37:09.141]  All the smart kids wanted to be in NASA.
[01:37:09.502 --> 01:37:10.543]  Oh, we're going to take you.
[01:37:10.923 --> 01:37:12.224]  Oh, you're going to be part of NASA.
