[00:00:00.000 --> 00:00:01.000]  [BEEP]
[02:12:05.022 --> 02:12:06.423]  I mean, this is the mastermind, yeah?
[02:12:07.253 --> 02:12:07.834]  You got it.
[02:12:08.114 --> 02:12:31.077]   So the big story, and this is layer upon layer, the DoD and the NIH gave money to Dr. Charles Lieber at Harvard to work for essentially two decades to develop this exotic nanowire technology that can interface with human biology The technology includes mesh systems that actually latch onto nerve system cells.
[02:12:31.117 --> 02:12:44.263]  It can penetrate cell membranes of cell walls, and it can actually deliver payloads of genetic material, or it can kill cells with a thermal murder, you could say, just cooking cells to death.
[02:12:44.604 --> 02:12:47.565]  And it can also deliver payloads of other nanowires.
[02:12:47.985 --> 02:13:03.554]   And the big kicker here, and this is where people like David Icke actually turn out to be correct on this point, the big kicker is that these payloads Can be activated through external electromagnetic fields, which can be transmitted by 5G cell towers.
[02:13:03.594 --> 02:13:05.375]  It's not a conspiracy theory.
[02:13:05.815 --> 02:13:07.236]  It's a conspiracy fact.
[02:13:07.296 --> 02:13:09.997]  And by the way, when you sent me this last night, I didn't know he'd been convicted.
[02:13:10.017 --> 02:13:10.818]  I've been following it.
[02:13:11.178 --> 02:13:11.939]  They're just broken.
[02:13:12.419 --> 02:13:22.225]  But I went and read Mainline News that he's a nanotech, graphite, cell wire, top global expert, dealing with how to use electromagnetics to interface with humans.
[02:13:22.625 --> 02:13:23.786]  I mean, this is incredible.
[02:13:24.807 --> 02:13:31.371]  There's another chapter of this that we will get into here today that's just mind-blowing because of what the U.S.
[02:13:31.611 --> 02:13:39.736]  Army has just announced with its universal vaccine using ferritin nanoparticle technology, Alex.
[02:13:39.796 --> 02:13:46.601]   This is, I believe, an extension of Dr. Charles Lieber's work into nanoparticles and interfacing With human neurology.
[02:13:46.901 --> 02:13:55.807]  But I went through, I could hardly sleep last night, I went through his patents, I went through his research, I went through some other research that talks about activating these systems.
[02:13:56.267 --> 02:13:59.829]  And Charles Lieber is a super genius.
[02:14:00.249 --> 02:14:10.956]  And his father, it turns out, his father worked in rocketry and telemetry, satellite tracking systems and radar systems for the DOD.
[02:14:11.417 --> 02:14:19.760]   If you go look into his father, Robert L. Lieber, He was even awarded the David Sarnoff Achievement Award in Engineering in 1962.
[02:14:20.860 --> 02:14:29.902]  This is a family of genius-level scientists, and they were working on exotic technology that was cutting-edge military tech.
[02:14:30.382 --> 02:14:37.904]  So Lieber, of course, then sold this to China, or transferred it to China, got caught, got prosecuted, and now...
[02:14:38.684 --> 02:14:54.681]  We have to deal with the fact that this technology's nanowire systems can be impregnated into people through both COVID swabs and COVID needle injections or potentially so-called vaccines.
[02:14:54.721 --> 02:14:56.403]  I'm not saying every vaccine contains this.
[02:14:56.883 --> 02:15:08.233]  But it can be miniaturized and put into vaccine needles because these are carbon nanotubes at the nanoscale that can carry payloads and they can be delivered into needles.
[02:15:08.553 --> 02:15:12.597]  So Alex, that's kind of the overview of this story right now.
[02:15:12.617 --> 02:15:13.638]  There's a lot to get into.
[02:15:13.658 --> 02:15:14.719]  Well, there is.
[02:15:14.759 --> 02:15:17.061]  We'll lay it all out with Mike Adams coming up after this break.
[02:15:17.081 --> 02:15:20.363]  But the bigger question is, why'd they bust him, Mike?
[02:15:20.383 --> 02:15:21.705]  We got 40 seconds to break, but why?
[02:15:23.397 --> 02:15:27.280]  Well, we are hoping there are some elements of White Hats that are still operating.
[02:15:27.760 --> 02:15:30.761]  And that's why, because this is the keystone right here.
[02:15:31.202 --> 02:15:33.143]  Charles Lieber is, I believe, the keystone.
[02:15:33.563 --> 02:15:46.010]  And as as he has fallen, it's going to unravel this astonishing attack on humanity that goes through the military, goes through history, goes to the 1918 Spanish flu and the flu vaccines given at the U.S.
[02:15:46.530 --> 02:15:47.531]  Army military base.
[02:15:47.551 --> 02:15:50.072]  I think it was in Kansas that set off that pandemic.
[02:15:50.092 --> 02:15:51.993]  We'll get into all that later on in the show here.
[02:15:52.213 --> 02:15:56.959]  Alright, Mike Adams of NaturalNews.com, Alex Jones of FreeWorldNews.tv.
[02:15:57.019 --> 02:15:58.481]  That's the URL that isn't censored.
[02:15:58.782 --> 02:16:00.224]  FreeWorldNews.tv.
[02:16:01.025 --> 02:16:04.970]  I have come to you countless times over the last 28 years and asked for your support.
[02:16:05.330 --> 02:16:06.352]  And you have come through.
[02:16:06.732 --> 02:16:07.653]  And you know who you are.
[02:16:08.274 --> 02:16:12.275]  And all that work is building towards the crescendo of 2022.
[02:16:13.336 --> 02:16:21.118]  I can say without a shadow of a doubt, intellectually, spiritually, and at a gut level, that all hell has already broken loose, and it's about to get 10 times worse.
[02:16:21.718 --> 02:16:24.239]  But this is the time that tries men and women's souls.
[02:16:24.499 --> 02:16:27.340]  And this is the time when we're going to all see who we really are.
[02:16:27.760 --> 02:16:37.465]   So now, More than ever, please spread the word about InfoWars.com and the articles, the videos, and please keep us on the air while you get great products at the same time at InfoWarsStore.com.
[02:16:37.845 --> 02:16:54.254]   We have got the best supplements, the best films, the best books, the most informative information, all at one place, thousands of items at InfoWarsStore.com, and it's a win-win because you don't just get great products, you keep the tip of the spear, InfoWars, on air, you keep I'm going to show you one of my favorite sculptures in Austin.
[02:16:54.354 --> 02:16:55.835]  It's just out here in the middle of nowhere.
[02:16:55.855 --> 02:16:56.976]  A beautiful, natural statue.
[02:16:56.855 --> 02:17:03.015]   info workstore dot com and I'll see you in 2022. I'm going to show you one of my favorite sculptures
[02:17:03.015 --> 02:17:09.495]   in Austin that's just out here in the middle of nowhere a beautiful natural statue about to show
[02:17:09.495 --> 02:17:22.694]  it to you.
[02:17:23.255 --> 02:17:37.175]   So ready to see the sculpture.
[02:17:37.335 --> 02:17:37.776]  Here it is.
[02:17:39.478 --> 02:17:43.484]  Now notice I said it's natural, but it's that Barton Creek Bridge.
[02:17:44.506 --> 02:17:48.292]  And they made it really blend in, built 30-something years ago, blend in with the hills.
[02:17:49.173 --> 02:17:50.415]  And you see the architecture under it.
[02:17:50.455 --> 02:17:51.336]  It's just a work of art.
[02:17:52.216 --> 02:18:04.404]  And that's the difference between architecture that goes with the flow of nature and with the flow of God's design versus globalist, stilted, jilted, ugly brooding buildings, ugly art, things that don't make sense, things that are misshaped.
[02:18:05.165 --> 02:18:12.530]  It's been declassified that the CIA, starting in the 60s, did that on purpose to train people to accept ugliness so that they could basically have their rights taken away.
[02:18:12.990 --> 02:18:17.713]  Because what you see and what you're in then reflects on you and puts you in that mind frame.
[02:18:18.113 --> 02:18:20.215]  So this is a really nice, pretty simple bridge.
[02:18:20.235 --> 02:18:21.335]  Wait till you see the bottom of it.
[02:18:22.416 --> 02:18:24.779]  Very, very monolithic, but at the same time very, very pleasing.
[02:18:25.300 --> 02:18:28.664]  And then it fits into nature, doesn't overpower it.
[02:18:29.224 --> 02:18:32.828]  And remember, the globalists claim they're the guardians of nature and everything they do is for nature and for the Earth.
[02:18:33.249 --> 02:18:37.914]  But they're the ones genetically rewriting it and actually poisoning the very genetic code of the planet.
[02:18:38.034 --> 02:18:38.955]  They're not just going after humans.
[02:18:38.775 --> 02:18:40.775]  These people are playing God across the board.
[02:18:40.775 --> 02:19:00.396]   The ancient mystery schools love to use as one of their symbols the two towers or the two pillars holding up the
[02:19:00.396 --> 02:19:01.775]  multiverse.
[02:19:02.674 --> 02:19:07.057]  Because to them it's sacred, the point between two dimensions.
[02:19:07.077 --> 02:19:13.162]  Because the human soul is not just between two dimensions, but exists in all dimensions.
[02:19:13.803 --> 02:19:20.428]  These are more of the secrets that the control-free cult of the New World Order does not want you to know.
[02:19:21.523 --> 02:19:25.807]  I am inviting you to break the trance they have of control over your mind and soul.
[02:19:26.208 --> 02:19:33.775]  I am inviting you to join me on this most epic of quests as we break the bonds of slavery and transcend the New World Order.
[02:19:34.095 --> 02:19:34.616]  Rise up.
[02:19:35.297 --> 02:19:36.298]  Stand up to them.
[02:19:37.198 --> 02:19:39.381]  Achieve what God designed you to achieve.
[02:19:39.981 --> 02:19:41.543]  Realize who you really are.
[02:19:43.186 --> 02:19:45.588]  The journey starts at ResetWars.com.
[02:19:46.388 --> 02:19:50.331]  Reset Wars is now live at ResetWars.com.
[02:19:50.610 --> 02:19:52.610]  You can watch it right now.
[02:19:52.610 --> 02:19:59.610]  [Music]
[02:19:59.610 --> 02:20:09.610]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:20:09.610 --> 02:20:17.610]  [Music]
[02:20:17.610 --> 02:20:20.809]  The answer to 1984 is...
[02:20:20.876 --> 02:20:35.309]  So I'm going to be not careful about this, but let's just say judicious because I don't know.
[02:20:35.329 --> 02:20:50.759]   It was less than a year ago, back when all this broke in January, I guess 11 months ago, 11 and a half months ago, that through a precarious connection, I was connected To Dr. Lieberman, and I saw this break, and I talked about it.
[02:20:52.559 --> 02:20:56.280]  And then I got some contacts saying, you better stay away from this.
[02:20:56.980 --> 02:20:58.260]  And I've had those threats before.
[02:20:59.000 --> 02:21:03.701]  And the reason I talk about it on air was I didn't know what that meant, or what's this Lieberman thing?
[02:21:04.681 --> 02:21:09.502]  So the power structure is very afraid of this story.
[02:21:10.222 --> 02:21:11.922]  And then Mike Adams, you mentioned the Pentagon.
[02:21:13.423 --> 02:21:14.883]  They've announced this Omnivax.
[02:21:16.004 --> 02:21:18.006]  That it's going to fix the common cold.
[02:21:18.066 --> 02:21:19.867]  But no one can ever make a vaccine that did that.
[02:21:21.289 --> 02:21:22.650]  But that it's not really a vaccine.
[02:21:22.670 --> 02:21:27.975]  So this is a huge moment in human history.
[02:21:28.295 --> 02:21:29.336]  Please continue, Mike Adams.
[02:21:30.418 --> 02:21:32.098]  Well, I'm glad you mentioned what you just said there.
[02:21:32.439 --> 02:21:38.400]  And, you know, I've been getting major red flags about the danger of this story as well.
[02:21:39.361 --> 02:21:44.682]  And I did not cover this until Dr. Lieber was found guilty.
[02:21:45.462 --> 02:21:48.443]  And that happened yesterday on the winter solstice, by the way.
[02:21:49.043 --> 02:21:55.945]  So as of yesterday, we can now rather openly talk about this is a DOJ prosecution.
[02:21:56.585 --> 02:21:57.946]  The facts of the case are clear.
[02:21:59.727 --> 02:22:15.138]  Dr. Lieber signed a contract to get $50,000 a month from China via the Thousand Talents Program, which is one of the ways that China infiltrates universities and scientists and research programs across the United States.
[02:22:15.398 --> 02:22:24.505]  The communists have infiltrated, as you well know, elements of the Pentagon, the media, big tech, universities, science establishment, and so on.
[02:22:25.396 --> 02:22:31.661]  But I think now, now that he's been found guilty, this is no longer in the realm of just speculation.
[02:22:32.402 --> 02:22:34.403]  He's been found guilty on all six charges.
[02:22:35.044 --> 02:22:42.790]  Now, I do want to say for the record that this man, Dr. Charles Lieber, is a brilliant scientist.
[02:22:43.250 --> 02:22:45.072]  His father was a brilliant scientist.
[02:22:45.472 --> 02:22:49.656]  And his father appears to have worked for the interests of the United States.
[02:22:50.456 --> 02:22:57.101]  And also Dr. Charles Lieber was getting grant money from the DOD and the NIH and they believed he was working for the United States.
[02:22:58.246 --> 02:23:13.356]  Trying to allow America to stay up to speed on the bioengineering and Neuralink style interface systems that are part of China's aggressive weapons development, which includes, what China's building is Borg systems.
[02:23:13.756 --> 02:23:23.182]  So they're doing genetically engineered humans and human-ape hybrids combined with control electronic interface systems that use these nanowires.
[02:23:23.742 --> 02:23:25.083]  So China is way ahead.
[02:23:25.103 --> 02:23:26.184]  So basically humanoid drones.
[02:23:27.262 --> 02:23:28.523]  Absolutely, yeah.
[02:23:29.123 --> 02:23:39.767]  Borgs, like hulking Borg soldiers that are remotely controlled by the Chinese generals and other leaders in the field, who basically like they're playing a video game.
[02:23:39.787 --> 02:23:51.712]   They say, this platoon, you go there and attack these people, and they actually control their brains, their hormones, their neurology, and their genetically engineered You know, freaks of human nature, in a sense.
[02:23:51.752 --> 02:23:55.453]  And this is some weird Frankenstein science that China's involved with.
[02:23:55.933 --> 02:24:05.455]  So what the DOD was trying to do, in my assessment, is get America up to speed on the technology, but America would not go that route.
[02:24:05.616 --> 02:24:15.298]  You know, even the Pentagon, as evil as some of the leaders are, inside the Pentagon, they are not doing, they're not trying to build, you know, ape-human hybrid super soldiers.
[02:24:15.318 --> 02:24:17.799]  Instead, they're going with... And, by the way, to new viewers, this is made up.
[02:24:18.479 --> 02:24:24.266]  China, 25 years ago, was selling cows that are part human that create human milk.
[02:24:24.707 --> 02:24:26.049]  That was on their TV show.
[02:24:26.149 --> 02:24:28.552]  So, folks, we're in the future.
[02:24:28.592 --> 02:24:29.673]  This is way advanced.
[02:24:30.074 --> 02:24:31.876]  The Chinese do anything and everything.
[02:24:33.223 --> 02:24:34.385]  Yeah, yeah, absolutely.
[02:24:34.785 --> 02:24:43.016]  So, for whatever reason, Dr. Charles Lieber decided to take money from China and, in effect, then work with Chinese agents.
[02:24:43.036 --> 02:24:45.659]  Well, he admitted to bringing back suitcases of cash.
[02:24:46.120 --> 02:24:48.703]  Because there was already a globalist deal with China to sell us out.
[02:24:49.104 --> 02:24:49.845]  Why was he doing that?
[02:24:49.965 --> 02:24:51.387]  I mean, we don't know.
[02:24:52.449 --> 02:25:01.052]  No, we don't know, but I suspect that China was propping him up, giving him a lot of recognition that he wasn't getting at Harvard.
[02:25:01.392 --> 02:25:13.697]  I mean, he's a brilliant man, socially isolated, coming up with next-level technology in the world, and he wasn't being recognized to the extent that probably he thought he deserved.
[02:25:13.717 --> 02:25:17.058]  But it seems like Chapel Hill and Obama made the deal to transfer it.
[02:25:17.538 --> 02:25:19.180]  They controlled the Chinese at a certain level.
[02:25:19.200 --> 02:25:27.029]  It's almost like they set him up as the transfer, you know, like the Americans that got caught transferring atomic weapons to the Russians.
[02:25:27.529 --> 02:25:29.672]  I mean, it kind of seems like a repeat of that.
[02:25:31.145 --> 02:25:42.188]  Yeah, you're exactly right, because I think what they're doing now that he's been found guilty, I think they're going to ease off on his sentencing and say, now you're going to work for us exclusively.
[02:25:42.528 --> 02:25:43.888]  So, see, when you're the U.S.
[02:25:43.908 --> 02:25:51.910]  military, you can't just throw a brilliant, genius, scientific mind like Dr. Charles Lieber behind bars and let him rot.
[02:25:52.330 --> 02:25:53.750]  For 10 or 20 or 30 years?
[02:25:53.830 --> 02:25:54.191]  No, no.
[02:25:54.931 --> 02:25:59.512]  You take that brilliant person and you say, now you're working for us as part of your sentence.
[02:25:59.912 --> 02:26:01.693]  And I think that's what's going to happen next.
[02:26:01.753 --> 02:26:02.973]  That's my speculation.
[02:26:03.273 --> 02:26:04.353]  But I think that's what they'll do.
[02:26:04.713 --> 02:26:08.254]  So once again, Dr. Lieber will be working for the Pentagon and the DOD.
[02:26:08.274 --> 02:26:17.657]  But the question is, how deeply has the Pentagon now been infiltrated to destroy the United States military with vaccines?
[02:26:18.437 --> 02:26:21.600]  I was about to say, there's no doubt if you want to destroy the U.S.
[02:26:21.620 --> 02:26:23.682]  military, they're doing a perfect job.
[02:26:24.895 --> 02:26:30.741]  Well exactly, and this brings us to the new, this just hit the air here yesterday and today.
[02:26:31.121 --> 02:26:40.550]  DefenseOne.com did an exclusive interview with Walter Reed, a scientist, that Walter Reed knew Spike Ferritin Nanoparticle.
[02:26:40.570 --> 02:26:44.574]  This is being touted as a universal COVID-19 vaccine.
[02:26:45.035 --> 02:26:48.258]  And they say it's going to work against everything now and in the future.
[02:26:48.818 --> 02:26:55.920]  Well, a ferritin nanoparticle, this is a synthetic nanoparticle that mimics elements of human blood.
[02:26:56.461 --> 02:27:00.942]  So, ferritin is a human blood protein that carries iron.
[02:27:01.502 --> 02:27:04.683]  Hence, the name of it, ferro, meaning iron.
[02:27:05.303 --> 02:27:13.126]  So, this is an extension, I believe, of Dr. Lieber's research and technology that was done under the DoD.
[02:27:13.186 --> 02:27:15.267]  Absolutely, he was a pioneer of this.
[02:27:15.307 --> 02:27:15.987]  This is crazy.
[02:27:16.627 --> 02:27:19.128]  So I guess they want him shut down when this all rolls out.
[02:27:19.148 --> 02:27:20.989]  Yeah, you got it.
[02:27:21.189 --> 02:27:21.529]  You got it.
[02:27:21.549 --> 02:27:24.510]  But see, they want to use his research, but then not have him able to speak.
[02:27:25.130 --> 02:27:31.513]  And now, and this is, I'm going to call this, this is a conspiracy that is coming true.
[02:27:32.193 --> 02:27:42.920]   But I believe that just like in 1918, the Spanish flu was actually set off By the military giving vaccines to people in, what city was it in, Kansas?
[02:27:42.960 --> 02:27:44.681]  Yeah, Fort Riley, Kansas.
[02:27:44.901 --> 02:27:46.142]  So a military base in Kansas.
[02:27:46.563 --> 02:27:49.665]  They're going to do the same thing with this universal vaccine.
[02:27:49.685 --> 02:27:53.648]  This is actually, in my opinion, it's a universal death shot.
[02:27:54.449 --> 02:27:56.652]  That's going to be given to the soldiers.
[02:27:56.672 --> 02:27:57.553]  And by the way, I totally agree.
[02:27:57.573 --> 02:28:06.646]  For those that don't know, it'll create a Marix-like event when you give someone a general super injection that stops all coronaviruses or all cold viruses.
[02:28:07.006 --> 02:28:09.569]  It's going to cause just mutations, all hell on earth.
[02:28:09.890 --> 02:28:11.913]  It'll create some super virus that is immune.
[02:28:13.331 --> 02:28:14.111]  You're exactly right.
[02:28:14.312 --> 02:28:18.353]  And I've been critical of Trump lately, and you have as well.
[02:28:18.833 --> 02:28:27.337]  Never forget, folks, Trump said Operation Warp Speed is going to use the military to distribute and deploy the vaccine efficiently and quickly.
[02:28:27.917 --> 02:28:29.558]  And I think that's exactly what's coming.
[02:28:29.718 --> 02:28:32.640]  Well, let's talk about Trump, because, again, I want to throw the baby out with the bathwater.
[02:28:32.680 --> 02:28:33.500]  I don't hate Trump.
[02:28:33.920 --> 02:28:35.799]  But he's like he's saying Biden's great.
[02:28:35.799 --> 02:28:37.200]  Biden's saying he's great.
[02:28:37.200 --> 02:28:38.319]  Why is he doing this?
[02:28:38.319 --> 02:28:39.679]  I mean, do they have something on him?
[02:28:39.679 --> 02:28:40.520]  What's going on?
[02:28:40.520 --> 02:28:42.920]  We'll talk to Mike Adams of Natural News dot com.
[02:28:42.920 --> 02:28:43.679]  We come back.
[02:28:43.679 --> 02:28:45.679]  This is an incredibly powerful hour.
[02:28:45.679 --> 02:28:49.399]   Please share the live links right now from Free World News TV,
[02:28:49.399 --> 02:28:51.638]  Infowars dot com and Newsworth dot com.
[02:28:51.638 --> 02:28:52.439]  Because I know this.
[02:28:52.439 --> 02:28:54.279]  We're powered by God and the Holy Spirit.
[02:28:54.279 --> 02:28:55.879]  We're powered by you supporting us.
[02:28:55.879 --> 02:28:56.799]  And we're not backing down.
[02:28:56.799 --> 02:28:57.360]  We'll be right back.
[02:29:00.799 --> 02:29:08.318]   The year 2021 has been unprecedented in the anti-human endeavors
[02:29:08.318 --> 02:29:13.039]   that powerful globalist corporations have been engaged in against humanity.
[02:29:13.665 --> 02:29:15.345]  It has been hellish.
[02:29:16.066 --> 02:29:18.766]  More than 25 million extra people starved to death.
[02:29:18.786 --> 02:29:23.548]  The UN even admits, not from COVID, but from the lockdowns of COVID.
[02:29:24.551 --> 02:29:31.354]  We've seen tens of millions of refugees from this organized Great Reset Collapse flood Western Europe and North America.
[02:29:32.014 --> 02:29:41.279]  We witnessed the dollar devalued by roughly 50% of its value in just the last 12 months alone.
[02:29:42.439 --> 02:29:50.000]   We are witnessing the designed, controlled, cloward and piven, Collapse of our Republic.
[02:29:50.081 --> 02:29:51.741]  This is modern warfare.
[02:29:52.461 --> 02:29:59.084]  And that said, the year 2022 is going to make 2021 look very, very tame in comparison.
[02:29:59.684 --> 02:30:04.626]  Remember, at the end of 2020, we launched the website, 79 Days of Hell.
[02:30:08.919 --> 02:30:25.929]  And that's because we knew that there'd be a coup against President Trump being re-elected via massive election fraud, and that for 79 days there would be the beginning of the preparation for a controlled civil war in the future.
[02:30:26.709 --> 02:30:29.771]  And right here, I have a large file.
[02:30:31.400 --> 02:30:41.502]  ...of the admissions by the Pentagon, now captured by the offshore banks, and by the CIA and others about how they are triggering a civil war in America to finish off the Republic.
[02:30:42.983 --> 02:30:44.203]  Now, why are they doing that?
[02:30:44.283 --> 02:30:47.104]  Well, because they know politically they've lost our hearts and minds.
[02:30:47.124 --> 02:30:49.024]  They know politically we've rejected Hollywood.
[02:30:49.324 --> 02:30:52.545]  They know politically we've rejected the left and their globalist ideology.
[02:30:53.085 --> 02:31:01.720]   So instead of going with their slow and easy wins the race approach, they're now trying to overturn the tables at the last minute and grab victory From the Jaws of Defeat.
[02:31:02.881 --> 02:31:05.241]  And that's why this broadcast is so incredibly important.
[02:31:05.281 --> 02:31:11.523]  Because, unfortunately, almost no one else out there has gotten up to the level of our understanding.
[02:31:12.483 --> 02:31:15.884]  And certainly no one at the level of prominence that InfoWars is.
[02:31:16.424 --> 02:31:17.324]  And so that's why.
[02:31:17.965 --> 02:31:19.665]  It's been critical to support us in the past.
[02:31:19.725 --> 02:31:20.205]  You've done that.
[02:31:20.225 --> 02:31:24.246]  And I thank you for my future and your future and our collective futures together.
[02:31:24.807 --> 02:31:25.967]  But I'm telling you now.
[02:31:26.988 --> 02:31:37.810]  But the information we're covering daily at Infowars.com forward slash show and on radio stations and TV stations across this country is the antidote to the globalist disease.
[02:31:38.310 --> 02:31:41.751]  And if it gets out and continues to get out, it's game over for the globalist.
[02:31:42.411 --> 02:31:48.772]  Now there's been a long learning curve for a lot of people who aren't part of the new world order, but who have been on the sidelines.
[02:31:49.252 --> 02:31:51.573]  And that's common people and that's ultra-rich people as well.
[02:31:52.093 --> 02:31:53.113]  And I know a lot of them.
[02:31:53.693 --> 02:31:59.140]  And they've gone from thinking I was eccentric and sometimes right, sometimes wrong, to really understanding that.
[02:32:00.160 --> 02:32:03.442]  I'm dead on 98% of the time and really know what I'm talking about.
[02:32:03.782 --> 02:32:12.327]  And so now more than ever, InfoWars has entered that critical juncture where the most important work we collectively together have ever done is happening now.
[02:32:13.068 --> 02:32:24.494]  So please get the articles, the videos, dealing with the globalist plan to trigger an open civil war or the third phase of the civil war, as the CIA already admits it, that they've put us into the first two phases.
[02:32:25.635 --> 02:32:39.686]  And realize that if legislators and congressmen and governors and others awaken to this, and if we awaken to it, the New World Order will not be able to get away with the operation they're planning to launch in the next 315 days or so.
[02:32:40.427 --> 02:32:43.229]  We are only 320 days or so out from the election.
[02:32:43.550 --> 02:32:44.971]  They will pull all this garbage.
[02:32:45.231 --> 02:32:47.273]  Before then, we're already in the middle of it.
[02:32:47.853 --> 02:32:56.920]  And please continue to financially support InfoWars while getting amazing products at the same time like Vitamin Refusion, DNA Force Plus and more at InfoWarsStore.com.
[02:32:57.000 --> 02:32:59.000]  Thank you so much, God bless and good luck.
[02:32:59.000 --> 02:33:01.000]  Thank you so much.
[02:33:02.000 --> 02:33:09.000]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:33:09.000 --> 02:33:29.000]  You are listening to an InfoWars.com Frontline Report.
[02:33:29.957 --> 02:33:33.841]  If you are receiving this transmission, you are the resistance.
[02:33:34.001 --> 02:33:43.934]   So, humans tune into the show I try to navigate what's happening in the universe and the world.
[02:33:44.214 --> 02:33:45.074]  That's why I'm here.
[02:33:45.434 --> 02:33:46.334]  I don't have all the answers.
[02:33:46.474 --> 02:33:48.795]  I'm really trying to find the truth.
[02:33:48.815 --> 02:33:57.097]  And so we can have big, large discussions about the wide spectrum of what's going on, but we know this.
[02:33:58.297 --> 02:34:06.459]  There is a global group of people that want full control of you and want to isolate you and want to make you sick and want to kill you.
[02:34:07.299 --> 02:34:08.300]  They want to depopulate you.
[02:34:08.340 --> 02:34:09.160]  That's the main mission.
[02:34:11.175 --> 02:34:14.476]  But before they kill you, they want to take control of your mind.
[02:34:15.396 --> 02:34:22.739]  They want to bind your will to them and then cut you off from the third dimension and your potential.
[02:34:24.920 --> 02:34:33.042]  And so I don't know what's going on with this top Harvard professor, the head of their biology department, all his nanotech and everything, but that's what they're trying to do.
[02:34:33.102 --> 02:34:42.417]   They're trying to wire us up and put things in us that they can control with 5G in their own patents, in Bill Gates's own Admissions.
[02:34:43.118 --> 02:34:45.119]  So you asked me what's exactly going on.
[02:34:45.200 --> 02:34:46.260]  I'll give you the answer right now.
[02:34:47.982 --> 02:34:52.265]  You can talk about the whole satanic system, its plan, but what's going on with humans?
[02:34:52.985 --> 02:34:53.646]  They're being bought.
[02:34:53.686 --> 02:34:54.426]  They're being paid.
[02:34:54.446 --> 02:34:56.728]  They're being brought into the system.
[02:34:57.649 --> 02:35:01.251]  They just want to be successful because they don't get the full picture of what's going on.
[02:35:03.633 --> 02:35:05.735]  And so that's what I'm really trying to be able to think about is.
[02:35:06.753 --> 02:35:10.678]  It is your heart and your soul and mind that has the value, not all the crap.
[02:35:11.138 --> 02:35:16.345]  If you've got your heart and soul and mind together, you'll have all the trinkets and things you can create anything you want.
[02:35:16.405 --> 02:35:17.906]  We're amazing entities.
[02:35:19.709 --> 02:35:20.449]  But I know this.
[02:35:22.128 --> 02:35:28.252]  They're going after this professor because he was working in the areas that they're rolling out against us.
[02:35:28.812 --> 02:35:33.635]  And so we should then look at every angle of this to understand what's going on.
[02:35:34.055 --> 02:35:35.656]  Mike Adams, that's my view on this.
[02:35:35.696 --> 02:35:37.678]  People are asking me, what's the answer?
[02:35:38.038 --> 02:35:39.359]  It's the Atlantean moment.
[02:35:39.419 --> 02:35:46.723]  Did Atlantis exist 3,000 plus years ago, like, or 6,000 years ago, like Plato said?
[02:35:46.743 --> 02:35:47.624]  I don't know.
[02:35:48.857 --> 02:35:52.581]  But are we building a point where our technology is so powerful we destroy ourselves?
[02:35:53.081 --> 02:35:53.401]  Yes.
[02:35:53.902 --> 02:35:55.363]  So did Atlantis exist before?
[02:35:55.784 --> 02:35:58.006]  Was John on the Isle of Patmos right before?
[02:35:58.466 --> 02:35:59.407]  About Revelation?
[02:35:59.768 --> 02:36:04.132]  Well, they certainly were psychic or connected to God or whatever you want to call it.
[02:36:04.412 --> 02:36:06.014]  They saw what was coming in the future.
[02:36:06.574 --> 02:36:08.816]  And they claimed it had happened before in the past.
[02:36:09.416 --> 02:36:11.137]  So, where are we right now?
[02:36:11.417 --> 02:36:16.341]  All I know is, is that there is a moment when our technology becomes God-like.
[02:36:16.481 --> 02:36:29.950]  We're not God, but we have God-like technology, and there's a race by corporations and governments to achieve that, and I don't see the FBI busting this head of the Harvard Biology Department as a way to stop him being a Chinese agent.
[02:36:30.210 --> 02:36:34.213]  I think it was more of a jealousy thing of, you're not going to share our secrets with them.
[02:36:34.493 --> 02:36:35.493]  What does Mike Adams think?
[02:36:35.514 --> 02:36:36.054]  Please continue.
[02:36:36.815 --> 02:36:50.287]  Well, you're right about the transhumanism quest that's underway, and it is an anti-God, anti-human quest to transcend this world, and for people to become gods or think that they will become gods themselves.
[02:36:50.327 --> 02:36:55.432]  Of course, it's all deception, it's all rooted in Satanism, and technology is the deception.
[02:36:55.492 --> 02:37:03.579]   It's the siren song of power, that if you just embed this technology into your system, Then you will become like gods.
[02:37:03.619 --> 02:37:07.582]  Now, think about Mark Zuckerberg's metaverse system right now.
[02:37:07.962 --> 02:37:13.306]  You have to wear a set of VR goggles or augmented reality goggles.
[02:37:13.767 --> 02:37:26.497]  In the future, not too distant, with this nanowire interface technology, they'll be able to inject you with nanowire mesh systems that will latch on to your optic nerve.
[02:37:26.756 --> 02:37:30.756]   and will latch on to your auditory processing neurology and so on.
[02:37:30.756 --> 02:37:33.756]  You won't even need goggles, Alex.
[02:37:33.756 --> 02:37:40.416]   Everything that you look at will be augmented reality, and at that point, Zuckerberg and whoever controls that
[02:37:40.416 --> 02:37:44.486]   system will have absolute control over your perceptions, your
[02:37:44.486 --> 02:37:47.756]   reality, your moods, your hormones, your reactions.
[02:37:47.756 --> 02:37:51.756]   They will be able to literally read your inner verbalized thoughts
[02:37:51.756 --> 02:37:54.756]  and make a transcript of the words that you are thinking.
