[00:00:00.229 --> 00:00:02.331]  It's Sunday, August 1st.
[00:48:55.094 --> 00:48:56.654]  I can feel your strength.
[00:48:57.194 --> 00:48:58.595]  I can feel your will.
[00:48:59.535 --> 00:49:01.996]  We are alive in an incredible time.
[00:49:03.155 --> 00:49:04.896]  It's Sunday, August 1st.
[00:49:05.316 --> 00:49:07.217]  The year is 2021.
[00:49:08.437 --> 00:49:15.180]  And we begin our main battle, our great stand against depopulation and world government.
[00:49:15.720 --> 00:49:18.021]  This is not a radio broadcast or TV show.
[00:49:18.382 --> 00:49:21.363]  This is an emergency transmission.
[00:49:23.551 --> 00:49:33.473]  All right, ladies and gentlemen, I'm really thankful that Mike Adams would come on today on short notice, but I was sitting there this morning, I'd already done like five hours of research, and I just couldn't believe what was happening.
[00:49:33.833 --> 00:49:35.594]  So much good stuff, so much bad stuff.
[00:49:36.834 --> 00:49:40.995]  I mean, we're talking about three university heads I've got clips of.
[00:49:41.855 --> 00:49:49.496]  Baylor Medical School, two other top heads coming out and saying the shots are deadly, don't do it, it's a disaster.
[00:49:50.397 --> 00:49:51.937]  All these other top scientists.
[00:49:53.039 --> 00:50:14.856]  I probably watched four hours today of six, seven hours of research of just clips of medical doctors and scientists and I tracked down their curriculum vitae and they'd be who they said they were and it matched with the research and the documents and the CDC saying 74% of the new COVID cases are in people that are vaccinated and they're worse and most of the deaths are in them.
[00:50:15.176 --> 00:50:20.581]  And then the same thing in Israel, the same thing in Singapore, the same thing in Gibraltar, the same thing.
[00:50:21.789 --> 00:50:23.031]  The same thing in Iceland.
[00:50:23.051 --> 00:50:37.309]  And I'm looking at all this, and then I'm looking at the patents that we talked about over a year ago when Mike Adams was on with us, where at Chapel Hill, North Carolina, Fauci and Bill Gates, the patents on gain-of-function for the coronavirus and all of it.
[00:50:38.630 --> 00:50:39.532]  It's just mind-blowing.
[00:50:40.580 --> 00:50:41.300]  And then the U.N.
[00:50:41.361 --> 00:50:42.641]  saying it's the Great Reset.
[00:50:42.701 --> 00:50:44.642]  So, Mike joins us for the hour.
[00:50:44.683 --> 00:50:48.605]  I'll host some into the next hour with Harrison Smith, who's doing Sunday live tonight.
[00:50:48.885 --> 00:50:53.308]  That's a great show, because we cut it to six minutes of ads an hour just for the radio and TV stations.
[00:50:53.568 --> 00:50:58.591]  We took our network ads out, and I'm working on a system where we pull half our ads out as well for the rest of the shows.
[00:50:58.631 --> 00:51:01.973]  But people that are used to podcasts ask, why do you have 40 minutes of ads an hour?
[00:51:02.233 --> 00:51:03.594]  Well, that's how TV and radio work.
[00:51:03.654 --> 00:51:06.836]  We are on TV and the radio, so we're not just internet podcasts.
[00:51:07.276 --> 00:51:08.537]  And thank God we weren't just that.
[00:51:08.757 --> 00:51:18.445]  Not put down podcast, they're revolutionary and great, and I've been spearheading that before it was called podcast, but we didn't have our old vestigial media, the old TV and radio.
[00:51:18.465 --> 00:51:24.749]  We'd been off the air during the de-platforming, so it gave us a toehold to grow back, so that's been a blessing.
[00:51:25.650 --> 00:51:27.411]  So, here are some of the headlines.
[00:51:27.452 --> 00:51:36.759]  We're going to Mike Adams to tackle this from wherever he wants, but as a father and as a man, being assaulted like this, I have a lot of
[00:51:38.439 --> 00:51:41.401]  Physiological issues now, not being violent.
[00:51:42.141 --> 00:51:45.163]  And we've got to be smart, I don't want violence, I don't want to turn the enemy into martyrs.
[00:51:45.803 --> 00:51:54.808]  I'm just saying, they're assaulting us, and now they're coming with the contact tracers, and now they want to say, don't let us have food, take our property, take our children, all over the news.
[00:51:55.728 --> 00:51:57.089]  That's war, that's siege.
[00:51:57.189 --> 00:52:00.531]  So, how do we fight back, but not getting caught up in violence?
[00:52:00.771 --> 00:52:02.112]  We'll talk about that with Mike Adams as well.
[00:52:03.272 --> 00:52:04.213]  But here are some of the headlines.
[00:52:04.273 --> 00:52:08.216]  CDC released a study showing three-fourths of Delta cases aren't among the vaccinated.
[00:52:08.236 --> 00:52:09.577]  It says masks are the answer.
[00:52:11.299 --> 00:52:12.360]  That's out of Massachusetts.
[00:52:12.380 --> 00:52:13.340]  Here it is out of Finland.
[00:52:13.400 --> 00:52:14.141]  Similar numbers.
[00:52:14.201 --> 00:52:16.163]  Almost all the deaths, the vaccinated.
[00:52:17.184 --> 00:52:18.044]  Here's another out of Israel.
[00:52:18.104 --> 00:52:19.285]  Six million people in the study.
[00:52:19.626 --> 00:52:22.067]  Again, almost 80 percent, the unvaccinated.
[00:52:22.884 --> 00:52:26.046]  I mean, are the vaccinated, the unvaccinated not getting sick?
[00:52:26.726 --> 00:52:30.708]  Them suppressing all these miracle drugs, all these different corticotypic steroids.
[00:52:31.029 --> 00:52:33.310]  They don't want you to know about that because they want you to die from anything.
[00:52:35.311 --> 00:52:42.875]  FDA accidentally reveals list of COVID vaccine side effects including heart attacks, autoimmune disease, and death.
[00:52:42.935 --> 00:52:43.696]  Just incredible.
[00:52:44.659 --> 00:52:56.291]  And the big story, and I got so much more we'll get to with Mike Adams, is SAGE, that's the government agency in the UK, says next COVID variant could kill one in three people.
[00:52:57.812 --> 00:53:00.755]  The next COVID variant could kill one in up to three people.
[00:53:01.801 --> 00:53:10.604]  Sage warns doomsday scenario is realistic possibility and UK's vaccine rollout may even speed up mutant strains emergence, says the government agency.
[00:53:10.644 --> 00:53:12.664]  I'm reading from their press release picked up by the Daily Mail.
[00:53:13.125 --> 00:53:20.107]  A doomsday new COVID variant that could kill up to one in three people is a realistic possibility, close quote, according to government top scientists.
[00:53:20.127 --> 00:53:22.127]  Now, Mike Adams is like me.
[00:53:22.507 --> 00:53:27.229]  He's so busy covering tomorrow's news today at naturalnews.com that
[00:53:28.894 --> 00:53:32.395]  I called him today and I said, can you pull up all the times you were on my show last year and this year?
[00:53:32.415 --> 00:53:37.617]  Because I first heard from you, now it's all over the news, about antibody-dependent enhancement.
[00:53:38.317 --> 00:53:50.282]  I said, can you get those clips where you first said, they're going to say it fails, they're going to say it's antibody-resistant, but they're going to blame that on the unvaccinated, and he said that on the show over a year ago.
[00:53:50.942 --> 00:53:53.183]  Well, now they're doing exactly what Mike said.
[00:53:53.203 --> 00:53:56.644]  He didn't get that from a document, he extrapolated that out with the brain God gave him.
[00:53:57.364 --> 00:53:58.585]  So screw your AI, folks.
[00:53:58.605 --> 00:54:00.186]  We got something better than you got, New World Order.
[00:54:00.727 --> 00:54:01.387]  So it goes on.
[00:54:02.248 --> 00:54:03.669]  Mike said, I'll try to have my crew find it.
[00:54:03.709 --> 00:54:08.133]  But everybody heard Mike a year ago say that here and predict it all.
[00:54:08.633 --> 00:54:12.076]  And yeah, predictions are king because you're already awake.
[00:54:12.156 --> 00:54:12.716]  You listened.
[00:54:12.776 --> 00:54:13.216]  You heard it.
[00:54:13.257 --> 00:54:14.117]  You did your own research.
[00:54:14.477 --> 00:54:26.227]  When we're able to get the predictions I made and Chris Sky made and Mike Adams made and Wolfgang Wudarg, Dr. Wudarg and Dr. Yidan and all these guys, that's what wakes sheeple up.
[00:54:27.208 --> 00:54:27.528]  Okay?
[00:54:27.689 --> 00:54:29.811]  When they see it, that's what finally gets them to wake up.
[00:54:30.492 --> 00:54:41.363]  So we'll talk more about this, and them admitting that, looking at the evidence, they believe it created Doomsday Variant, and that it is the inoculator that are creating the new variants, including this new strain.
[00:54:41.723 --> 00:54:45.827]  Now, again, I don't believe much of what these folks say, but I anecdotally go off this.
[00:54:45.847 --> 00:54:47.029]  We'll go to Mike Adams for the rest of the hour.
[00:54:48.897 --> 00:54:51.138]  A year ago, when they said all the hospitals were full, they weren't.
[00:54:51.178 --> 00:54:52.099]  We sent people to them.
[00:54:52.379 --> 00:54:53.179]  Folks went and showed it.
[00:54:53.820 --> 00:54:56.681]  This year, I've got friends and family that work in hospitals.
[00:54:56.741 --> 00:54:58.082]  I've got crew that work in hospitals.
[00:54:58.442 --> 00:55:00.203]  One of the staff here's wife works at one.
[00:55:00.504 --> 00:55:01.944]  It's full of people that can't breathe.
[00:55:02.245 --> 00:55:03.325]  It's full of people dying.
[00:55:03.605 --> 00:55:04.006]  And guess what?
[00:55:04.046 --> 00:55:06.007]  They're all inoculated, just like the numbers show.
[00:55:06.807 --> 00:55:08.909]  So it's just what Mike Adams and I and others said.
[00:55:09.189 --> 00:55:13.033]  The shot will make you sick, then they'll blame the un-inoculated for it.
[00:55:13.474 --> 00:55:14.134]  They've done it.
[00:55:14.294 --> 00:55:15.375]  We're now here.
[00:55:15.696 --> 00:55:18.759]  We'll cover what's currently happening and what's coming next and how to stop it.
[00:55:19.059 --> 00:55:20.460]  MikeAdamsNaturalNews.com.
[00:55:20.480 --> 00:55:22.683]  Thanks for holding while I did that seven-minute rant.
[00:55:22.703 --> 00:55:23.543]  We're three minutes to break.
[00:55:23.563 --> 00:55:23.944]  Take over.
[00:55:25.399 --> 00:55:31.862]  All right, well, let's begin with Dr. Robert Malone, who appeared with Steve Bannon in War Room earlier this week.
[00:55:32.222 --> 00:55:36.784]  And Dr. Malone, of course, is a very much pro-vaccine scientist.
[00:55:37.284 --> 00:55:45.748]  And he warned on that broadcast that we're now beginning to see the early signs of antibody-dependent enhancement happening.
[00:55:46.168 --> 00:55:47.768]  So, Alex, it's happening now.
[00:55:48.149 --> 00:55:53.771]  We're starting to see the opening wave, just the opening little pieces of what's going to be a massive wave
[00:55:54.549 --> 00:56:21.997]  Over the next 12 months, as the people who got vaccinated in February and March and April, they're going to start losing any ability to fight off the virus and the Delta variant towards sort of November, December, January, combined with vitamin D deficiency and the antibody-dependent enhancement is likely to begin kicking in with devastating consequences at that time.
[00:56:22.037 --> 00:56:23.457]  And I'll say here right now today,
[00:56:24.572 --> 00:56:25.994]  Events have already been put into place.
[00:56:26.595 --> 00:56:35.144]  We're going to see millions of people dead in the next 12 to 36 months because of these vaccines and it cannot be stopped.
[00:56:35.765 --> 00:56:45.636]  Many people today are walking dead because of these vaccines and the reason they've done this and the reason that they've admitted now over the last week that these vaccines don't work
[00:56:46.227 --> 00:56:51.048]  And that they're causing the spread of these so-called Delta strains.
[00:56:51.088 --> 00:56:55.809]  The reason they're doing this is because they want an uprising in America.
[00:56:55.909 --> 00:56:56.669]  This is bait.
[00:56:57.109 --> 00:57:04.110]  They want an uprising even among those who were vaccinated and then are now angry and coming to their senses and saying, what, we were lied to?
[00:57:04.451 --> 00:57:11.972]  They want a massive uprising because they need a justification for a military-style martial law crackdown
[00:57:12.492 --> 00:57:29.703]  In order to cover their tracks because their entire globalist system is about to implode and many of them are going to go to prison or be tried under Nuremberg 2.0 and they're now going to crash and destroy everything in sight but they need military control over the population during that time.
[00:57:30.183 --> 00:57:31.924]  So the lockdowns are just going to be the beginning.
[00:57:32.044 --> 00:57:34.746]  They want people to have resistance against the lockdowns.
[00:57:35.266 --> 00:57:39.170]  They want a mass uprising and then they can take the guns.
[00:57:39.631 --> 00:57:41.933]  Then they can go door-to-door with forced inoculations.
[00:57:41.973 --> 00:57:52.044]  Then they can take the new homeless who are losing their apartments and so on because of the, you know, the CDC rule about rent now ending.
[00:57:52.814 --> 00:57:55.318]  They're going to be taken to COVID concentration camps.
[00:57:55.718 --> 00:58:00.344]  So all of that is what's coming up over the next couple of months in America.
[00:58:00.384 --> 00:58:02.928]  It's going to look like and feel like an absolute war zone.
[00:58:03.208 --> 00:58:06.332]  They are carrying out war against we, the people.
[00:58:06.573 --> 00:58:07.273]  It has begun.
[00:58:07.814 --> 00:58:11.257]  And by the way, what you say is very astute because I've been watching a lot of Klaus Schwab speeches.
[00:58:11.777 --> 00:58:18.983]  He just said like last month, soon the anger over lockdown will bring you to the collapse and then the new great reset will be here with us.
[00:58:19.344 --> 00:58:22.206]  They admit they're destabilizing everything right now.
[00:58:22.546 --> 00:58:28.011]  We've got the chief UK scientist over the whole inoculation program admitting it didn't work.
[00:58:28.071 --> 00:58:28.972]  I played that a month ago.
[00:58:34.960 --> 00:58:38.925]  Alright, Alex Jones here, back live with Mike Adams at HealthRangerNaturalNews.com.
[00:58:38.965 --> 00:58:48.677]  He's been writing for 20 years, bestselling books and over 300 websites, and of course has his own chemical, biological, radiological testing lab here in Central Texas.
[00:58:49.098 --> 00:58:49.698]  Good friend of mine.
[00:58:50.139 --> 00:58:52.142]  And I was ranting, I got most of the segment.
[00:58:52.162 --> 00:58:53.483]  I want him to just start over here.
[00:58:54.204 --> 00:58:59.027]  And walk through all this, because people say, well, I don't care why the globalists are launching this.
[00:58:59.327 --> 00:59:00.328]  We just know they're criminals.
[00:59:00.388 --> 00:59:00.788]  Arrest them.
[00:59:01.188 --> 00:59:04.430]  But if you don't know why they're doing it, you won't know what their next step's going to be.
[00:59:04.790 --> 00:59:09.633]  They wouldn't launch something this violent, this evil, this out of control, that's so easy to predict.
[00:59:10.113 --> 00:59:14.436]  I mean, I'm completely shook up that it's all happening just as we said it would, which shows
[00:59:15.456 --> 00:59:16.317]  From their own documents.
[00:59:16.337 --> 00:59:17.257]  They're committed to this.
[00:59:18.118 --> 00:59:19.798]  So what's their next big move?
[00:59:19.878 --> 00:59:20.719]  How do we stop it?
[00:59:20.759 --> 00:59:21.800]  How do we bring him to justice?
[00:59:22.540 --> 00:59:24.061]  I don't want to just overall scare people.
[00:59:24.101 --> 00:59:25.421]  There's a lot of people waking up.
[00:59:25.842 --> 00:59:28.203]  I think less people took the shots worldwide than they wanted.
[00:59:28.643 --> 00:59:33.506]  There's so many good doctors and scientists that are rebelling against them and rebelling against big tech.
[00:59:33.866 --> 00:59:36.088]  There's been a big backlash against the censorship.
[00:59:36.128 --> 00:59:38.249]  So even Bill Maher's come out against him.
[00:59:38.729 --> 00:59:40.551]  You've got Tucker Carlson doing a great job.
[00:59:41.351 --> 00:59:43.733]  So lay out the battlefield here.
[00:59:44.073 --> 00:59:49.476]  Wherever you want to go with this are the huge announcements that the people that have had the shots are making folks sick.
[00:59:49.677 --> 00:59:51.878]  Well, they were going to try to say that we were making them sick.
[00:59:52.138 --> 01:00:00.604]  I mean, it really seems like their own medical system is rebelling against big tech New World Order that's been masquerading as the medical system.
[01:00:00.944 --> 01:00:03.746]  And now there's kind of a civil war in the medical system.
[01:00:03.766 --> 01:00:04.186]  Mike Adams.
[01:00:05.767 --> 01:00:06.187]  There is.
[01:00:06.887 --> 01:00:12.249]  Most of the most prominent outspoken doctors right now who are warning about what's happening with these vaccines.
[01:00:12.369 --> 01:00:18.691]  You know, you talk about Dr. Bosch, Dr. Hoffie, Dr. David Martin, Dr. Peter McCullough, and so on.
[01:00:19.571 --> 01:00:21.892]  These are all pro-vaccine doctors.
[01:00:22.352 --> 01:00:24.053]  You know, Dr. Robert Malone, the inventor of mRNA.
[01:00:25.447 --> 01:00:39.958]  And Dr. Bosch has worked in the vaccine industry for many, many years, and he has an epidemiological warning about what happens when you have the natural evolutionary pressures of vaccine-resistant variants being incubated in the bodies of those who were vaccinated.
[01:00:40.459 --> 01:00:49.686]  So basically, the people who've been vaccinated are walking incubation vessels for deadly bioweapons that are being spread.
[01:00:49.706 --> 01:00:51.267]  It's all happening on purpose.
[01:00:52.280 --> 01:00:56.383]  The so-called vaccines are really gene therapy injections, which are highly illegal.
[01:00:56.423 --> 01:01:00.346]  Humans are now petri dishes or farms for this colonizing creature.
[01:01:01.466 --> 01:01:01.887]  That's right.
[01:01:02.027 --> 01:01:02.407]  That's right.
[01:01:02.627 --> 01:01:13.134]  But the real shocker here is, have you noticed over the last week that all of the so-called woke corporations have now demanded mandatory vaccines among their own workers?
[01:01:13.174 --> 01:01:19.899]  So we're talking Facebook, Google, Twitter, Disney, Walmart, even the Washington Post and many other corporations like that.
[01:01:20.559 --> 01:01:28.221]  They know that they are ordering the vaccine slaughter of their own people, their own employees.
[01:01:28.621 --> 01:01:29.782]  And you ask, why?
[01:01:29.922 --> 01:01:30.662]  Why would they do that?
[01:01:30.702 --> 01:01:36.604]  Well, at Google in particular, and by the way, Zach Voorhees has been a guest on your show explaining all of this.
[01:01:37.384 --> 01:01:48.007]  At Google, the humans have been teaching Google's machine learning systems and AI systems for the last five years how to no longer need humans in the loop.
[01:01:48.547 --> 01:01:53.974]  When it comes to moderation, these corporations... They don't want to have humans around that know how to counter the AI and later have the knowledge.
[01:01:54.414 --> 01:02:00.462]  The enemy that lowers the... the traitor that lowers the drawbridge always gets executed by the army that takes over.
[01:02:01.684 --> 01:02:06.726]  And yes, why would the Washington Post mass murder its own so-called journalists and propagandists?
[01:02:06.986 --> 01:02:10.187]  Because they don't need humans to write the propaganda any longer.
[01:02:10.227 --> 01:02:15.408]  They have machine learning systems and AI systems that can be simply given orders.
[01:02:15.468 --> 01:02:19.750]  Here, write these stories and they can write the stories without any humans in the loop.
[01:02:19.930 --> 01:02:24.251]  But more importantly, the bigger picture here, and I'm not trying to scare people, but
[01:02:25.399 --> 01:02:30.162]  They don't plan for there to be a United States of America remaining by the year 2025.
[01:02:30.222 --> 01:02:33.023]  They don't plan to have elections next year.
[01:02:33.664 --> 01:02:51.114]  They plan to create so much of a chaotic emergency, such a collapse, that they can then justify and exert totalitarian control over absolutely everything, including the internet kill switch, taking down independent websites but leaving up only the approved websites,
[01:02:51.534 --> 01:02:56.379]  They do plan to go door-to-door with vaccine strike force teams, as Jen Psaki mentioned.
[01:02:56.700 --> 01:03:01.085]  They do plan military martial law if they can get away with it.
[01:03:01.125 --> 01:03:05.690]  Now, there's going to be pushback by states like Texas, like Florida, like South Dakota, and so on.
[01:03:06.010 --> 01:03:06.731]  A lot of pushback.
[01:03:07.231 --> 01:03:19.378]  But in the states where they can get away with it, they're going to have military martial law, gun confiscations, and forced medical kidnapping, taking people away to COVID concentration camps, where many of them will never be seen from.
[01:03:19.418 --> 01:03:21.740]  You said that over a year ago, now they're openly saying it.
[01:03:22.120 --> 01:03:25.102]  So now this isn't speculation, this is officially their plan.
[01:03:26.414 --> 01:03:40.813]  This is absolutely their plan and understand that the globalists are now acting as if they have knowledge of a global level mass extinction type of event or threat, probably one that they are going to unleash.
[01:03:41.534 --> 01:03:54.749]  And they want to make sure that there are billions fewer human beings around when that happens because they can't control billions of people once people realize they've been lied to and they've been poisoned and they're being killed.
[01:03:56.591 --> 01:03:58.232]  You're absolutely right.
[01:04:14.201 --> 01:04:15.463]  Yeah, my apologies.
[01:04:15.523 --> 01:04:24.012]  I do tend to just leap ahead because you and I have a knowledge base and your listeners have a knowledge base of so much that the average American is just clueless about.
[01:04:24.072 --> 01:04:25.654]  So I do tend to leap ahead.
[01:04:25.694 --> 01:04:31.021]  But look, let's just say as a thought experiment that a giant asteroid were going to hit the planet.
[01:04:31.081 --> 01:04:32.843]  I'm not saying that's going to happen, but let's just say
[01:04:33.403 --> 01:04:35.845]  That were going to happen in 500 days, let's say.
[01:04:36.225 --> 01:04:37.426]  And the globalists knew about it.
[01:04:37.546 --> 01:04:38.787]  Would they tell the people?
[01:04:39.367 --> 01:04:39.567]  No.
[01:04:40.028 --> 01:04:41.028]  They would never tell you.
[01:04:41.428 --> 01:04:46.032]  You wouldn't know until you see it in the sky, a giant flaming mountain, like in the book of Revelation, you know.
[01:04:46.432 --> 01:04:59.821]  The reason they wouldn't tell you is because the globalists need the infrastructure to function so they can continue to stockpile food and parts and fuel and all the things that they need on their private islands and underground cities and caves and everything.
[01:05:03.503 --> 01:05:03.883]  Exactly.
[01:05:04.663 --> 01:05:05.083]  You got it.
[01:05:05.143 --> 01:05:22.147]  Now, if they told the people, hey, there's a giant mountain falling out of the sky in 500 days, and again, I'm not, that's not my prediction, that's just a thought experiment, but if they told people that, everybody would stop working, everybody would go home and decide, you know, how do I want to spend my last 500 days on this planet, probably with your family or something, right?
[01:05:22.167 --> 01:05:22.587]  Well, that's it, Mike.
[01:05:22.607 --> 01:05:23.207]  Let's stop for a minute.
[01:05:23.247 --> 01:05:27.448]  You're not, you're, you're an engineer, so you're looking at math, like you're wargaming.
[01:05:27.488 --> 01:05:29.769]  The way they're behaving is like, this is already going to happen.
[01:05:29.809 --> 01:05:30.189]  Exactly.
[01:05:31.385 --> 01:05:33.648]  Yes, we can infer from their behavior.
[01:05:34.008 --> 01:05:35.450]  Why are they going to the private islands?
[01:05:35.570 --> 01:05:37.472]  Why are they building the underground tunnels, even in Texas?
[01:05:37.492 --> 01:05:39.595]  Why would they risk releasing something that would kill so many people?
[01:05:39.855 --> 01:05:42.018]  As I've said, because there's got to be something bigger coming.
[01:05:42.944 --> 01:05:53.549]  And Alex, why do they not care that they are absolutely destroying the reputation of the CDC, the FDA, the vaccine industry, the WHO, and the Biden regime itself?
[01:05:53.989 --> 01:05:57.731]  Answer, because none of those things exist in their plan in a few years.
[01:05:57.771 --> 01:06:01.572]  Exactly, they don't care about universities, they don't care about banks, they don't care about the FBI.
[01:06:01.792 --> 01:06:02.693]  That exact logic... That's right.
[01:06:02.933 --> 01:06:03.093]  Yeah.
[01:06:04.434 --> 01:06:12.922]  Yeah, exactly, and they don't care about how much money they print because they know they're going to collapse the dollar anyway, and anybody who's dumb enough to be holding dollars is going to lose everything anyway.
[01:06:12.942 --> 01:06:18.848]  It all just comes down to what you have that's outside the monetary system, and in many cases, real physical things.
[01:06:18.988 --> 01:06:19.889]  Let me use another analogy.
[01:06:20.089 --> 01:06:21.130]  They made a deal with aliens.
[01:06:21.150 --> 01:06:23.652]  They're going to blow the planet up in two years, whatever it is.
[01:06:23.992 --> 01:06:25.774]  They built them a spaceship and they're leaving.
[01:06:26.194 --> 01:06:27.255]  And then they've just got a deal.
[01:06:27.315 --> 01:06:32.079]  They get the spaceship and they help kill us quietly and, you know, make sure nobody wakes up and challenges it.
[01:06:32.259 --> 01:06:33.700]  And I'm not saying that's what's happening.
[01:06:33.920 --> 01:06:35.081]  What Mike is saying is true.
[01:06:35.421 --> 01:06:40.325]  They're acting like everybody's dead and it's all over unless they basically call us off.
[01:06:40.585 --> 01:06:41.246]  We'll be right back.
[01:06:41.326 --> 01:06:43.688]  I mean, folks, I'm telling you, Mike Adams is on fire today.
[01:06:43.988 --> 01:06:44.608]  Naturalnews.com.
[01:06:44.749 --> 01:06:46.290]  I'm going to come back and just have him say more.
[01:06:46.610 --> 01:06:50.732]  I'm going to stick a sock in my mouth and just shut up because I want to hear his wargaming on what he thinks.
[01:06:51.132 --> 01:06:57.756]  And then I've got all these doctor videos, these new ones, the dean of the major medical school coming out against the shots, everything.
[01:06:58.236 --> 01:07:00.837]  Next hour, bless me with Harrison Smith.
[01:07:01.237 --> 01:07:03.458]  Freeworldnews.tv is the link you can share.
[01:07:03.518 --> 01:07:04.659]  The other ones get blocked everywhere.
[01:07:04.999 --> 01:07:07.380]  Freeworldnews.tv.
[01:07:08.041 --> 01:07:14.364]  And I'm not trying to scare you folks, but if you play chess here and extrapolate this out, what Mike Adams is saying is the only answer.
[01:07:17.706 --> 01:07:20.869]  Welcome back.
[01:07:21.089 --> 01:07:24.072]  Look, I'm not trying to toot my horn here and say I'm super smart.
[01:07:24.092 --> 01:07:25.553]  I'm smart, smarter than most people.
[01:07:26.294 --> 01:07:27.655]  People have different types of smarts.
[01:07:29.457 --> 01:07:37.924]  But so many scientists I know are great people, but they go on one problem, one problem alone, and they say, I don't care why the globalists are trying to depopulate us.
[01:07:38.345 --> 01:07:39.946]  I don't care why they put this in the vaccines.
[01:07:39.986 --> 01:07:40.507]  They knew it.
[01:07:40.547 --> 01:07:40.947]  They did it.
[01:07:40.987 --> 01:07:41.648]  They need to go to jail.
[01:07:42.208 --> 01:07:43.048]  And I totally agree.
[01:07:43.529 --> 01:07:48.951]  But Mike Adams is the type of guy that I'm like, in ways, that I'm obsessed with.
[01:07:48.991 --> 01:07:50.232]  Why is the enemy doing this?
[01:07:50.872 --> 01:07:56.315]  Because when they're highly sophisticated and control the planet, they've got a way they think they're gonna get out of it.
[01:07:56.655 --> 01:07:58.316]  And they've got something else big coming.
[01:07:58.716 --> 01:08:02.518]  And they're doing stuff so reckless, so violent, so insane, so premeditated,
[01:08:04.979 --> 01:08:07.040]  That you know they've got a big reason for it.
[01:08:07.100 --> 01:08:10.461]  These years, 2020, they said they'd launch Agenda 2030.
[01:08:10.921 --> 01:08:14.943]  They say, basically, no more virus, that's what we are, by 2030.
[01:08:15.503 --> 01:08:26.306]  So, whatever they've made a deal with, it's easy, militarily, historically, to look at this behavior and see how anti-human it is and say, they've made a deal with an off-world power.
[01:08:26.927 --> 01:08:28.247]  I'm not into that kind of stuff.
[01:08:28.687 --> 01:08:30.788]  I can simply add 2 plus 2 equals whatever.
[01:08:31.488 --> 01:08:36.132]  So whatever reason it is, whatever's going on, this is bad.
[01:08:36.312 --> 01:08:38.914]  And now everything we said came true.
[01:08:39.635 --> 01:08:40.716]  We're not pleased about that.
[01:08:41.376 --> 01:08:42.677]  That means they're going for broke.
[01:08:42.877 --> 01:08:44.038]  So Mike, I'm intrigued by this.
[01:08:44.058 --> 01:08:45.219]  I'm going to try to shut up.
[01:08:45.620 --> 01:08:47.461]  Continue getting into this and their behavior.
[01:08:47.501 --> 01:08:49.102]  And is there any way to short-circus it?
[01:08:50.103 --> 01:08:54.765]  Clearly, when there's hundreds of millions dying, which is already starting to happen, they're all going to go to prison.
[01:08:54.806 --> 01:09:01.469]  They're all going to get destroyed, unless they know something even bigger is coming that is going to eclipse what they've already currently done.
[01:09:01.529 --> 01:09:02.710]  Or maybe it's a nuclear war.
[01:09:03.010 --> 01:09:04.390]  Maybe it's an EMP strike.
[01:09:04.631 --> 01:09:10.634]  I mean, there's so many wildcards, but whatever it is, it's bad, and on a magnitude much bigger than this.
[01:09:10.654 --> 01:09:11.034]  Do you agree?
[01:09:12.425 --> 01:09:17.630]  Yes, the most likely scenario, and I've war-gamed two primary scenarios of what I think is going to happen.
[01:09:17.650 --> 01:09:18.872]  I'll share both of them with you here.
[01:09:18.892 --> 01:09:30.103]  The first one is what I was talking about last break, where they're going to engineer a planned financial collapse, freezing of the entire global banking system, all transactions frozen.
[01:09:30.983 --> 01:09:33.444]  And then, of course, the dollar collapsing.
[01:09:33.584 --> 01:09:40.428]  And then this will unleash a humanitarian crisis, which will justify Biden calling for U.N.
[01:09:40.488 --> 01:09:45.110]  troops to come into the United States, actually communist Chinese troops under the U.N.
[01:09:45.210 --> 01:09:48.311]  banner on, quote, humanitarian missions.
[01:09:48.712 --> 01:09:50.192]  So that's that scenario one.
[01:09:50.452 --> 01:09:55.555]  And in that scenario, it's just going to be door to door executions, COVID concentration camps, mass murder.
[01:09:55.995 --> 01:09:58.356]  And that's even for those who survive the vaccine.
[01:09:58.616 --> 01:09:59.857]  You're still going to be targeted for murder.
[01:10:00.398 --> 01:10:09.934]  The second scenario, and remember this is a very dynamic situation, this could also play out, is that they are gearing up to
[01:10:11.368 --> 01:10:16.909]  Flip the script and say, oh my God, these are Trump's vaccines that are killing everybody.
[01:10:17.349 --> 01:10:19.190]  Trump pushed Operation Warp Speed.
[01:10:19.770 --> 01:10:22.270]  Trump pushed the pharmaceutical companies.
[01:10:22.330 --> 01:10:23.191]  He twisted their arms.
[01:10:23.251 --> 01:10:24.131]  He gave them incentives.
[01:10:24.471 --> 01:10:27.271]  He pushed the FDA and the CDC for emergency authorization.
[01:10:27.912 --> 01:10:33.833]  And they're going to say, Trump's a mass killer from the vaccines, but the rest of science is good.
[01:10:33.933 --> 01:10:38.794]  And that's while the Democrats, when he was launching it, laid those Easter eggs of saying, don't trust him.
[01:10:40.149 --> 01:10:57.755]  Exactly, but remember, in this scenario, which this is maybe a 20% chance of happening, the other scenario is the 80%, but in this scenario, they are trying to then save science and save the medical journals and save the vaccine industry and save the CDC by turning against Trump and putting all the blame on Trump.
[01:10:58.235 --> 01:11:03.738]  Remember that Biden really had nothing to do with the pushing of the development of these vaccines.
[01:11:03.758 --> 01:11:07.921]  And I'm not saying that Trump is at all ill-intentioned on this.
