[00:00:00.049 --> 00:00:00.390]  All right.
[00:49:11.919 --> 00:49:13.340]  I mean, here's the thing.
[00:49:14.260 --> 00:49:15.661]  I've come to the realization of this.
[00:49:17.307 --> 00:49:23.053]  Instead of power making me be megalomaniacal, power has made me upset and depressed.
[00:49:24.494 --> 00:49:28.679]  But I've really come to the realization, as the Bible tells us, with great knowledge comes great sorrow.
[00:49:30.441 --> 00:49:37.408]  That InfoWars, and what we do, and our guests, and our worldview is the most accurate thing on the planet.
[00:49:38.553 --> 00:49:48.922]  And we really do have the keys to a future destiny that is one trillion percent better than what the globalists had planned for everybody.
[00:49:49.322 --> 00:49:50.923]  And so that's really what it comes down to here.
[00:49:52.965 --> 00:49:56.608]  I'm selling iced tea in the frickin' Sahara Desert.
[00:49:58.330 --> 00:49:59.070]  By the way, it's free.
[00:50:02.353 --> 00:50:04.034]  If I'm gonna be free, you're gonna be free.
[00:50:05.523 --> 00:50:14.347]  You know, I did a lot of research the last few days, like I always do, and I'm sitting here, ready to take you over the mountain, and lay out what they're about to do.
[00:50:19.650 --> 00:50:25.352]  But I gotta tell you something.
[00:50:25.372 --> 00:50:26.893]  None of this other stuff matters.
[00:50:27.133 --> 00:50:34.777]  All the little side issues, or the NBA, or the NFL, or Brad Pitt, none of that means anything to The Globalist.
[00:50:35.609 --> 00:50:41.371]  They care about your will and where your intention is focused and what you believe in and your destiny.
[00:50:41.391 --> 00:50:42.631]  And they want you to be hopeless.
[00:50:43.051 --> 00:50:44.152]  They want you to be alone.
[00:50:44.472 --> 00:50:47.413]  They want you to think you're cut off from God and you're not.
[00:50:48.313 --> 00:50:50.714]  And I really don't want to see you destroyed.
[00:50:51.774 --> 00:50:57.676]  But you can be convinced to join with this thing because you have free will.
[00:50:58.116 --> 00:51:03.998]  But just because you don't have the money or the power in their system, never feel like you're a loser.
[00:51:06.226 --> 00:51:08.428]  You're a winner, because you have a connection to God.
[00:51:08.908 --> 00:51:32.808]  And I think at the end of the day, that's really the main statement I want to make to you, is I've been around some of the richest people in the United States, and I've been around some of the biggest Hollywood names in the United States, because they tried to seduce me into it, and it didn't matter how good the food was, how beautiful the women was, it didn't matter how cool the jet ride was,
[00:51:34.215 --> 00:51:37.699]  Man, I felt cold and alone and separate from God.
[00:51:38.560 --> 00:51:43.886]  And my spirit was telling me, get out of here, get out of here, get out of here.
[00:51:44.327 --> 00:51:49.253]  But I can go to some fishing village in Italy, or some farm in South Texas,
[00:51:50.714 --> 00:51:59.716]  Or I can go to some old black lady's house, or I can go to some old white woman's house, or I can go to some young... As long as they got God, and I feel totally fulfilled.
[00:52:00.217 --> 00:52:05.918]  And so it's the spirit that fulfills, not commercialism, not the system, not all of this.
[00:52:06.078 --> 00:52:06.738]  You gotta understand.
[00:52:08.939 --> 00:52:17.541]  And when you look at 16 Minutes that's attacking me tonight, and you look at all these people, and you look at them, and when you look at them, they're plastic.
[00:52:17.601 --> 00:52:18.842]  They're like mannequins.
[00:52:19.202 --> 00:52:20.122]  They're not even real.
[00:52:23.919 --> 00:52:32.105]  And you gotta feel sorry for them, that they're cut off from God, but you gotta just move on, and you gotta try to find the people.
[00:52:32.185 --> 00:52:35.068]  And they could be old, they could be young.
[00:52:35.868 --> 00:52:38.650]  They could be black, they could be Hispanic, Asian, white.
[00:52:39.231 --> 00:52:43.074]  They could be gay, they could be straight, they could be anything.
[00:52:43.454 --> 00:52:49.339]  But if their spirit wants to resist this evil and this takeover, then they're good people we should support.
[00:52:50.984 --> 00:52:53.047]  But at this point, we've reached the universe.
[00:52:53.087 --> 00:52:54.649]  At this point, we've reached in time.
[00:52:56.071 --> 00:53:01.939]  If you're begging people to listen to you, and they're laughing at you, and they think it's funny, plant the seed and move on.
[00:53:02.460 --> 00:53:07.707]  Because we need to be looking for the people that actually want the truth and want to understand what's happening.
[00:53:09.482 --> 00:53:22.330]  Because we're reaching the endgame here, where things are gonna progressively get so bad that people double down, quadruple down, and just keep doubling down on, it's gotta get better.
[00:53:22.790 --> 00:53:27.093]  Oh, the lockdown, the Great Depression, it was caused because you didn't wear a mask.
[00:53:27.933 --> 00:53:36.519]  Oh, the hundreds of millions starving to death, it was caused because you wouldn't take the vaccine, when it's the very group running it all that wants to kill the third world.
[00:53:37.119 --> 00:53:42.621]  The very group running it all that says they want to do this, and they've just got the third world where they want them.
[00:53:44.082 --> 00:53:52.226]  They want you to think, oh, we're just wiping out those Latin Americans and those blacks, those Africans, and we're just blocking, we're wiping out those poor people over there.
[00:53:52.546 --> 00:53:53.806]  Don't worry, you're not part of that.
[00:53:54.166 --> 00:53:56.127]  You're especially who he wants.
[00:53:57.248 --> 00:54:06.332]  With a hyper-competitive satanic kingpin like Bill Gates, he hates everybody, including himself.
[00:54:07.304 --> 00:54:11.067]  He wants to homicidally murder every person he comes across.
[00:54:12.508 --> 00:54:23.656]  You can watch his actions, his moves, what he says, what he does, and then you can dial into his spirit and it's a homicidal demon that just loves depression and death.
[00:54:23.956 --> 00:54:26.018]  He talks about global depression, starvation.
[00:54:26.298 --> 00:54:29.280]  He starts smiling and wiggling in his seat.
[00:54:35.805 --> 00:54:36.626]  Because he's a demon.
[00:54:38.450 --> 00:54:39.771]  So, get this through your head.
[00:54:40.672 --> 00:54:46.295]  You have an energetic soul, 100% it's all been proven, the enemy knows this, none of them are atheists.
[00:54:47.136 --> 00:54:55.822]  They know your soul's super ancient, super incredible, some older than others, and they want to manipulate that because you've got extreme power.
[00:54:57.083 --> 00:55:04.228]  And if they can get you captured under their control, they can use you as a power source for things they're doing.
[00:55:07.628 --> 00:55:15.953]  And so you need to break with them and say, you don't have my fear, you don't have my envy, you don't have my pain, you have nothing!
[00:55:16.373 --> 00:55:19.274]  All I have is love, and they can't pick up that power.
[00:55:21.396 --> 00:55:26.999]  And so when you expose their fraud at a restaurant, with a stupid mask, or a business, wherever, you do it through love.
[00:55:27.299 --> 00:55:29.140]  And I keep speaking to myself because I get angry at Matt.
[00:55:31.368 --> 00:55:38.436]  And you stand against them and you realize no weapon formed against us will prosper as long as we take action.
[00:55:39.818 --> 00:55:42.060]  But these really are the cosmic collaborators.
[00:55:42.161 --> 00:55:43.302]  These are the bad people.
[00:55:44.824 --> 00:55:47.226]  These are the folks that are absolutely hell-bent.
[00:55:48.061 --> 00:56:04.996]  On destruction and pain and dishonor and annihilating individual free will and creation, the spark of Genesis that God gave us, little G, little God, in our circumference of our soul, is the potentiality of the universe.
[00:56:05.376 --> 00:56:10.701]  A man and a woman coming together is even more powerful and it can build to the future.
[00:56:11.826 --> 00:56:18.132]  And so the enemy hates the sacred right of the woman and the man and the child and what they build.
[00:56:18.673 --> 00:56:20.254]  They hate the sacred right!
[00:56:21.272 --> 00:56:46.159]  of us in our ancestry and our current state and our grand future that isn't about our personal ego but is about building greater universes through God's will and sharing God's consciousness upon the universe and being a focal point of God's will and a focal point of God's consciousness that must be tested and must be strong and must be ready to take on that power.
[00:56:47.605 --> 00:56:51.132]  You must reject the power of Satan, which is a lie.
[00:56:51.593 --> 00:56:55.139]  You must accept the power of Christ, and you must rebuke it.
[00:56:56.411 --> 00:57:01.615]  In the name of Christ, and through that flows the entire future of our species.
[00:57:02.376 --> 00:57:04.197]  We thank God for all that is good.
[00:57:04.237 --> 00:57:05.618]  We thank God for consciousness.
[00:57:05.998 --> 00:57:07.319]  We thank God for the future.
[00:57:07.900 --> 00:57:11.963]  And we thank God for every moment of breath and everything God has given us.
[00:57:12.063 --> 00:57:19.789]  And we are transcendent, committing ourselves through free will to Christ's energy and his Father's control for eternity.
[00:57:20.069 --> 00:57:23.792]  We are with you in infinity, and we love you, God, and we praise you.
[00:57:24.192 --> 00:57:25.453]  And Satan has been broken.
[00:57:26.374 --> 00:57:28.176]  By your son's great sacrifice.
[00:57:29.598 --> 00:57:33.183]  As you know, God wouldn't put us through this if God didn't go through it himself.
[00:57:33.824 --> 00:57:34.464]  And God is real.
[00:57:34.484 --> 00:57:41.033]  All right, I'll cover the latest COVID lockdown, New World Order takeover, the pathetic operations of Satan when we start the second hour.
[00:57:41.313 --> 00:57:41.714]  Stay with us.
[00:57:43.891 --> 00:57:49.675]  I was born and raised in Dallas, Texas, and I thought that allergies were something that hypochondriacs had.
[00:57:49.875 --> 00:57:57.079]  But my friends didn't want to go out and ride their bikes, or didn't want to go play football or baseball, so they had allergies, and their eyes were red, their noses were running.
[00:57:57.620 --> 00:57:58.480]  I thought they were wimps.
[00:57:58.540 --> 00:57:59.681]  I thought it was something that was made up.
[00:57:59.901 --> 00:58:06.266]  Well, then I moved to Austin, Texas, which is one of the worst places in the United States for allergies and seasonal discomfort.
[00:58:06.806 --> 00:58:21.176]  And immediately, within a year or so, started getting runny noses, my eyes burning, especially during December, January, and February, when the mountain juniper, that's its real name, it's called cedar around here, releases its pollen.
[00:58:21.456 --> 00:58:28.982]  The males release their pollen, and there's big, giant, orange-yellow clouds that just blow around in the high wind, and if you get hit in the face by it,
[00:58:29.742 --> 00:58:31.363]  It just burns, it makes you sneeze.
[00:58:32.123 --> 00:58:38.367]  Even people that don't have classic allergies have a response to it because the pollen's like a sharp crystal.
[00:58:38.847 --> 00:58:41.569]  Now that's just what's growing in different parts of the United States.
[00:58:41.929 --> 00:58:44.791]  It actually comes from the Middle East, originally from Syria.
[00:58:45.412 --> 00:58:47.735]  But, European settlers brought it here.
[00:58:48.075 --> 00:58:55.506]  But all over the U.S., all over the world, there are different plants that we've developed allergies to, especially because of all the GMO we ingest.
[00:58:55.766 --> 00:58:58.750]  That then raises our allergy levels, all the major studies show.
[00:58:59.171 --> 00:58:59.732]  Well, guess what?
[00:59:00.192 --> 00:59:00.893]  Mother Nature
[00:59:01.494 --> 00:59:03.655]  Has been given by God a counter to this.
[00:59:04.015 --> 00:59:15.262]  The French discovered that if they ate certain quail eggs, if the quail were fed certain diets, that it would give them a major, major boost against this and would alleviate a lot of seasonal discomfort.
[00:59:15.602 --> 00:59:18.484]  Well, it's been sold out for eight months because of the COVID lockdown.
[00:59:18.524 --> 00:59:20.205]  We couldn't get more because France was shut down.
[00:59:20.225 --> 00:59:24.587]  Now, Pollen Block is back in stock, discounted at m4wartstore.com.
[00:59:24.927 --> 00:59:27.549]  And I was so glad when it came back in right in time for
[00:59:28.169 --> 00:59:32.032]  Cedar season because it alleviated a lot of my seasonal discomfort massively.
[00:59:32.052 --> 00:59:33.653]  I think it'll help you and your family.
[00:59:33.673 --> 00:59:35.375]  It's got 94% reviews.
[00:59:35.615 --> 00:59:36.716]  TheInfoWorksStore.com.
[00:59:36.896 --> 00:59:37.556]  Get yours today.
[00:59:37.576 --> 00:59:51.026]  If you are receiving this transmission, you are the resistance.
[01:00:04.687 --> 01:00:13.509]  How fitting that illegitimate President-elect Joe Biden attempts to roll into the Oval Office as Congress robs the taxpayers of America.
[01:00:13.669 --> 01:00:18.830]  As Roosevelt said, I think the American people can take whatever we tell them if we tell them straight from the shoulder.
[01:00:19.570 --> 01:00:29.512]  If it were any other President-elect, the media would be in a feeding frenzy to get to the bottom of the monumental criminality the Biden family unleashed on the Ukraine.
[01:00:29.732 --> 01:00:31.612]  Instead, they're covering it all up.
[01:00:31.792 --> 01:00:36.716]  President Trump has said publicly, Joe Biden and his son are stone-cold corrupt.
[01:00:37.156 --> 01:00:39.178]  And chances are he's watching this interview.
[01:00:39.659 --> 01:00:40.559]  Anything you want to say to him?
[01:00:40.980 --> 01:00:44.222]  Yeah, Mr. President, release your tax returns.
[01:00:44.362 --> 01:00:45.563]  Let's see how straight you are.
[01:00:45.583 --> 01:00:46.144]  Okay, old buddy?
[01:00:46.504 --> 01:00:48.506]  It's amazing that it has gone this far.
[01:00:48.786 --> 01:00:58.355]  We are actually witnessing the possibility of an incoming president that faces a class A felony for fleecing a foreign government while he was vice president.
[01:00:58.495 --> 01:01:10.966]  The now month-old Ukrainian press conference laid out the facts, accusing the Bidens of high treason against the Ukrainian government as the Biden syndicate colluded with the corrupt Ukrainian president Viktor Yanukovych.
[01:01:11.306 --> 01:01:14.708]  Through his minister, Burisma founder Mykola Zlochevsky.
[01:01:14.948 --> 01:01:19.750]  According to the Ukrainian prosecutor's evidence, the Bidens were involved in embezzling U.S.
[01:01:19.830 --> 01:01:33.757]  dollars intended for technical assistance to Ukraine, funneling millions out of Ukraine's coal and gas industry, and the withdrawal of millions of dollars laundered through corrupt banks that were transferred to the Biden family.
[01:01:33.977 --> 01:01:44.743]  Evidence of the withdrawal through financial holds of millions of dollars stolen from the Ukrainian people with their subsequent transfer to the accounts of the company belonging to the Biden family.
[01:01:45.123 --> 01:01:53.028]  At one of the first press conferences about a year ago, we showed bank transactions for hundreds of thousands of dollars to the family of former U.S.
[01:01:53.068 --> 01:01:56.770]  Vice President Joe Biden, namely to his son Robert Hunter Biden.
[01:01:57.250 --> 01:02:01.913]  The latter was a member of the board of directors of the infamous gas production company Burisma.
[01:02:02.423 --> 01:02:07.146]  Burisma belongs to the fugitive Yanukovych-era minister, Mykola Zlochevsky.
[01:02:07.347 --> 01:02:19.115]  The inclusion of Biden in the Burisma leadership and payment for his services is nothing more than a political cover that protected Zlochevsky from the Ukrainian law, namely from the criminal code.
[01:02:19.575 --> 01:02:25.900]  Two anonymous witnesses detailed the transactions that they were intricately involved in.
[01:02:26.360 --> 01:02:29.121]  Yes, I confirm what was said in the conversation today.
[01:02:29.181 --> 01:02:34.423]  The company was operating from about 2009 to legalize and optimize clients' funds.
[01:02:34.663 --> 01:02:39.305]  In this situation, we are talking about McCullough's Lochevsky and Burisma Holdings Limited.
[01:02:39.545 --> 01:02:41.326]  Transactions were made in his favor.
[01:02:41.386 --> 01:02:47.729]  The transfer of funds to Burisma Holdings Limited came from the two companies mentioned above, and Burisma paid its bills.
[01:02:47.929 --> 01:02:53.031]  In this situation, it paid to the Rosemont Seneca Bohai LLC account with Morgan Stanley.
[01:02:53.231 --> 01:02:56.934]  And what can you say about Rosemont Seneca Bohai LLC?
[01:02:57.314 --> 01:02:59.395]  The company was owned by Hunter Biden.
[01:03:00.016 --> 01:03:08.842]  In the period from November 2014 to October 2015, the witnesses noticed strange reoccurring payments that at the direction of Zlochevsky's assistant,
[01:03:09.082 --> 01:03:21.205]  ...were sent from the account of Burisma Holdings Limited, which was open for the personal needs of Mikola Zlochevsky in the Latvian private bank AS, to the account of the American company Rosemont Seneca Bohai LLC.
[01:03:21.345 --> 01:03:27.346]  The witnesses drew attention to these payments since about 20 times the same uneven amount was reoccurring, 83,333.33.
[01:03:27.386 --> 01:03:29.467]  This is a payment for the political cover that Biden provided to Zlochevsky.
[01:03:35.188 --> 01:03:39.911]  This is only part of the payments for a short period, confirmed with documents by the witnesses.
[01:03:40.131 --> 01:03:49.616]  And it was also confirmed by the reports of the Financial Intelligence Units of Latvia, Cyprus, and Ukraine, which are posted on the NABU Leaks website.
[01:03:49.736 --> 01:03:54.739]  And how much was paid to security officials, tax officials, lobbyists, and how much was stolen?
[01:03:54.899 --> 01:03:57.541]  I think the amount is tens of millions of dollars.
[01:03:58.001 --> 01:04:14.434]  Add to the Ukrainian government findings all of the puzzle pieces supposedly being investigated by the deep state immunity keystone cops over at the FBI regarding Hunter Biden's laptops documenting the telltale signs of a money laundering operation.
[01:04:14.714 --> 01:04:27.824]  As the American conservative wrote, the laptop shows Hunter through a number of front companies accepted money from Chinese and Ukrainian entities and moved that money to the US where it was parceled out to other entities.
[01:04:27.824 --> 01:04:29.565]  All right, this is a very important report.
[01:04:29.585 --> 01:04:32.748]  There's about a minute or more left on it.
[01:04:32.928 --> 01:04:34.789]  Biden's Ukrainian felony.
[01:04:35.410 --> 01:04:36.771]  That's at Band.Video.
[01:04:36.791 --> 01:04:39.593]  So I hope that folks get that out there.
[01:04:39.613 --> 01:04:41.754]  Yeah, it's got 68,000 views in the last day.
[01:04:42.235 --> 01:04:42.715]  That's great.
[01:04:42.775 --> 01:04:44.637]  The enemy hates that, but he's got a million views.
[01:04:45.317 --> 01:04:46.718]  So it's at Band.Video.
[01:04:46.838 --> 01:04:47.919]  Band.Video.
[01:04:48.420 --> 01:04:52.743]  We'll be right back in 60 seconds with the forced inoculations and emergency FEMA camps.
[01:04:54.275 --> 01:05:00.362]  The populist movement that elected President Trump four years ago re-elected him by an even bigger landslide.
[01:05:00.823 --> 01:05:03.926]  Rejecting and repudiating and discrediting the globalists.
[01:05:04.487 --> 01:05:06.449]  That's why they had to overturn the chessboard.
[01:05:06.729 --> 01:05:09.813]  That's why they had to engage in naked election fraud in front of everyone.
[01:05:10.273 --> 01:05:10.994]  And as long as we
[01:05:11.895 --> 01:05:13.456]  Never accept the fraudulent results.
[01:05:13.796 --> 01:05:29.005]  As long as we don't let them gaslight us into submission, as long as we point out this is a foreign, globalist takeover of our country, and that all the depression and all of the collapse that's coming is because of the New World Order, this will end up fully destroying them in the future if we don't submit.
[01:05:29.445 --> 01:05:36.729]  If we submit, they'll normalize the communism, they'll normalize putting us into a depression, they'll normalize breaking up our families, taking our guns.
[01:05:37.269 --> 01:05:40.411]  We can't let that happen, and InfoWars is more important than ever.
[01:05:40.971 --> 01:05:43.712]  So please, Paul Reveres, I salute you for your past actions.
[01:05:44.012 --> 01:05:48.052]  Keep spreading Vandop video and InfoWars.com and come to the big D.C.
[01:05:48.092 --> 01:05:50.673]  marches on the 5th and 6th of January.
[01:05:50.853 --> 01:05:51.593]  I'll see you there.
[01:05:51.693 --> 01:05:52.173]  God bless.
[01:06:11.337 --> 01:06:14.738]  It's January 3rd on this Sunday live transmission.
[01:06:15.219 --> 01:06:17.019]  The year is 2021.
[01:06:22.122 --> 01:06:25.223]  I'll be back live tomorrow, Lord willing, 11 a.m.
[01:06:25.263 --> 01:06:32.286]  to 3 p.m., right after American Journal, The Call-In Show, weekday mornings, 8 a.m.
[01:06:32.326 --> 01:06:39.269]  Then, of course, I'm in Troy, the War Room, and then I'm gonna get on a jet airplane and fly to Washington, D.C.
[01:06:40.931 --> 01:06:41.511]  The fireworks.
[01:06:42.792 --> 01:06:54.297]  I suggest you go, I suggest you be there on the 5th at Freedom Plaza where I'm speaking and on the 6th where I'll also be speaking there before the President on the elliptic there south of the White House.
[01:06:55.778 --> 01:06:58.859]  And we already covered that in the first hour but let's go ahead and get into this right now.
[01:07:00.920 --> 01:07:05.582]  There comes a point in a military attack where you have to breach the surface.
[01:07:07.518 --> 01:07:11.840]  Back during World War II, submarines weren't very good with torpedoes, but they had deck guns.
[01:07:13.200 --> 01:07:17.802]  And so there's a point where the submarine surfaces to start firing at the ship it wants to hit.
[01:07:17.822 --> 01:07:23.884]  Normally it wants to shoot off the ship's rudder so it can capture the ship, that's even better.
[01:07:24.584 --> 01:07:27.225]  And America has had its rudder basically shot off.
[01:07:28.245 --> 01:07:32.747]  That's the demoralization, that's the attacking the country, that's the teaching us to hate ourselves.
[01:07:38.083 --> 01:07:54.992]  But I remember 10 months ago getting a Montreal, Canada document where they were planning martial law, emergency COVID centers, lockdowns, secret arrests, contact tracers, and people said, oh, is that a real law?
[01:07:55.572 --> 01:08:00.175]  Well, I just search engine what was in the document and found it in public documents.
[01:08:00.215 --> 01:08:00.635]  It was real.
[01:08:01.633 --> 01:08:08.599]  But people couldn't believe, oh, they're not gonna come arrest me and claim a computer says I have COVID, even though it's 96% false positive.
[01:08:08.619 --> 01:08:11.401]  They're not gonna take me to a secret medical facility.
[01:08:11.701 --> 01:08:16.165]  That's like in some John Carpenter science fiction horror movie.
[01:08:18.607 --> 01:08:29.316]  And now in Europe, in Australia, in the UK, in Canada, and in the United States, they have passed laws, are in the process of passing laws,
[01:08:30.677 --> 01:08:37.681]  To have contact tracers, who are run by the Bill and Melinda Gates Foundation and or the Clinton Foundation, look it up!
[01:08:37.841 --> 01:08:54.389]  I mean, I showed the videos months ago, six months ago, ten months ago we first broke this, saying, oh it's a new thing for our democratic people to do, folks that got college degrees, they're gonna go to your house, you're gonna be COVID tested, if you don't do what we tell you, you're gonna go to a facility.
[01:08:56.190 --> 01:09:00.332]  So Bill Clinton's always been a rapist, but this is the next level of the rape.
[01:09:02.401 --> 01:09:03.903]  So here's the headline for the show today.
[01:09:04.243 --> 01:09:05.105]  Sunday Live!
[01:09:05.205 --> 01:09:09.510]  Dems prepare to activate COVID camps if Biden captures White House.
[01:09:14.717 --> 01:09:18.802]  And then we've got all the reports and all the admissions of it.
[01:09:19.898 --> 01:09:21.779]  In mainstream news, but let's look at some more headlines.
[01:09:22.419 --> 01:09:25.561]  Bill Gates, bars and restaurants should be shut down for six months.
[01:09:26.101 --> 01:09:28.622]  It's always another month, another two months, another six months.
[01:09:29.102 --> 01:09:31.623]  And now he says it may continue into 2022.
[01:09:32.184 --> 01:09:34.365]  Oh, he said it would end in late 2021.
[01:09:34.865 --> 01:09:37.566]  Oh, now he says it's the next year.
[01:09:37.986 --> 01:09:39.367]  Oh, it's always another year.
[01:09:39.927 --> 01:09:43.429]  And the actual UN documents, they say you'll never shake hands.
[01:09:44.409 --> 01:09:45.830]  You'll never stop wearing a mask.
[01:09:46.130 --> 01:09:50.894]  You'll be genetically tested daily by computers with whatever the new virus is.
[01:09:51.214 --> 01:09:55.137]  So you're just totally captured on the horns of this hysteria.
[01:09:56.077 --> 01:10:01.741]  Even though all the studies show more bacteria, more viruses is good for your overall immune system.
[01:10:01.982 --> 01:10:03.543]  They're telling you be scared of yourself.
[01:10:03.843 --> 01:10:04.523]  Humans are bad.
[01:10:04.543 --> 01:10:05.224]  Get rid of humans.
[01:10:05.464 --> 01:10:06.004]  Wear a mask.
[01:10:06.024 --> 01:10:06.425]  You're dirty.
[01:10:06.445 --> 01:10:09.227]  Because he's famous for wanting to depopulate the Earth.
[01:10:09.867 --> 01:10:10.808]  Oh, what's Bill Gates want?
[01:10:11.108 --> 01:10:12.329]  Oh, to depopulate the Earth?
[01:10:12.949 --> 01:10:14.370]  Oh, but he's running this response.
[01:10:14.430 --> 01:10:15.551]  Yeah, he's my doctor.
[01:10:15.851 --> 01:10:16.752]  I didn't ask for him.
[01:10:16.952 --> 01:10:18.693]  He's not a doctor, but that's just the way it is.
[01:10:21.595 --> 01:10:22.616]  Here's the RT article.
[01:10:22.696 --> 01:10:23.737]  It's in the New York Post.
[01:10:23.797 --> 01:10:24.457]  It's in Reuters.
[01:10:24.517 --> 01:10:25.138]  It's in AP.
[01:10:25.638 --> 01:10:26.559]  COVID camps!
[01:10:28.220 --> 01:10:29.461]  They put a question mark on it.
[01:10:29.521 --> 01:10:30.681]  Well, there's no question mark.
[01:10:31.904 --> 01:10:40.007]  Cue up that footage we played yesterday of him arresting people for having more than five people in Canada at a New Year's party.
[01:10:40.287 --> 01:10:40.728]  Pull that up.
[01:10:42.188 --> 01:10:47.230]  COVID camps put disease carriers in detention centers proposes New York law.
[01:10:49.931 --> 01:10:50.972]  Alarming number of U.S.
[01:10:50.992 --> 01:10:55.593]  health care workers are refusing COVID-19 vaccine depending on the poll 50 to 81 percent.
[01:10:57.910 --> 01:10:58.490]  There's the footage.
[01:10:58.970 --> 01:11:00.871]  Oh, you've got more than five people here.
[01:11:00.911 --> 01:11:01.551]  We're arresting you.
[01:11:01.571 --> 01:11:03.772]  The cops then slam his head in the concrete.
[01:11:03.792 --> 01:11:04.612]  He bleeds everywhere.
[01:11:06.113 --> 01:11:09.154]  And the cops look like lunatic demons that escaped from hell.
[01:11:11.254 --> 01:11:17.876]  California reports 45,000 new coronavirus cases as surge continues into the new year.
[01:11:18.196 --> 01:11:20.057]  They've locked down for 10 months.
[01:11:20.497 --> 01:11:23.298]  They've bankrupted the local businesses, but box stores are open.
[01:11:24.599 --> 01:11:35.102]  But magically, they're the worst hit in the country because the public submitting there, it's not about death, it's about, oh, the COVID numbers.
[01:11:35.162 --> 01:11:43.884]  The inventor of the PCR test said, it's 90 plus percent fake if you do it normally, but they turn it up where everyone is guilty.
[01:11:44.224 --> 01:11:51.606]  So the cops show up with the Clinton Global Initiative, and they're like, hi, we heard your neighbor said you were coughing.
[01:11:52.338 --> 01:11:56.340]  Or you were at a store next to somebody according to an app that said you were exposed.
[01:11:56.860 --> 01:11:57.520]  We need to talk to you.
[01:11:57.640 --> 01:11:58.580]  Oh, no, I don't want to talk to you.
[01:11:58.881 --> 01:11:59.261]  Boom!
[01:11:59.281 --> 01:12:04.963]  They bust down your door, they grab you, they snake a robot up your nose, and it says you're guilty.
[01:12:05.083 --> 01:12:13.906]  And now you're in an antifa-run facility with a modern guillotine, a ventilator, and you're going to die.
[01:12:13.926 --> 01:12:15.007]  Just like...
[01:12:16.072 --> 01:12:18.014]  The Republican congressman that got elected.
[01:12:18.034 --> 01:12:19.436]  He came in with sniffles.
[01:12:20.116 --> 01:12:21.658]  They intubated him and killed him.
[01:12:21.778 --> 01:12:22.199]  Good.
[01:12:22.679 --> 01:12:24.481]  Oh, it was beautiful.
[01:12:27.444 --> 01:12:28.005]  They even admit now.
[01:12:28.065 --> 01:12:28.866]  Well, he was intubated.
[01:12:28.886 --> 01:12:29.967]  He had a heart attack while we did it.
[01:12:30.928 --> 01:12:31.769]  Shram, don't worry.
[01:12:31.789 --> 01:12:32.109]  We love you.
[01:12:32.129 --> 01:12:32.450]  We're liberal.
[01:12:33.097 --> 01:12:34.198]  We run death camps in China.
[01:12:34.739 --> 01:12:35.560]  Apple runs death camps.
[01:12:35.620 --> 01:12:36.021]  It's liberal.
[01:12:36.502 --> 01:12:37.122]  Tim Cook's gay.
[01:12:37.363 --> 01:12:37.843]  It's okay.
[01:12:38.424 --> 01:12:39.365]  California report.
[01:12:39.405 --> 01:12:42.269]  More than 45,000 new coronavirus cases.
[01:12:42.289 --> 01:12:43.731]  The surge continues in a new year.
[01:12:44.873 --> 01:12:47.156]  Look at this.
[01:12:48.117 --> 01:12:54.022]  These former nurses were asked to leave retirement and return to the front lines because the hospitals are so full.
[01:12:54.322 --> 01:13:03.870]  And then you go show in California, and Texas, and New York, and London, and in Deutschland, and Berlin, and they're empty, empty, empty.
[01:13:05.552 --> 01:13:07.533]  But they're returning to the front lines.
[01:13:07.613 --> 01:13:08.895]  It's like World War II.
[01:13:10.236 --> 01:13:10.616]  Well, it is.
[01:13:10.656 --> 01:13:11.497]  The Nazis are killing us.
[01:13:12.927 --> 01:13:17.430]  But wait, large numbers of healthcare workers are refusing the COVID-19 vaccine.
[01:13:17.510 --> 01:13:24.295]  I was talking to one of my security guys today, he's a nice guy, and he knows a bunch of EMS workers.
[01:13:24.315 --> 01:13:25.676]  He was showing me their comments to him.
[01:13:26.697 --> 01:13:30.940]  And they're told, take the vaccine, you get like a $700 or $1,000 bonus when you do it.
[01:13:31.461 --> 01:13:35.043]  And they get it, and they're all getting COVID two to five days later.
[01:13:35.504 --> 01:13:37.765]  And I told them, I said, wait till the second round.
[01:13:38.686 --> 01:13:40.007]  Oh, they're gonna hurt you bad.
[01:13:41.271 --> 01:13:44.152]  Because they're giving you an autoimmune response to a normal cold virus.
[01:13:44.453 --> 01:13:46.354]  You'll have no immune system after this.
[01:13:46.974 --> 01:13:47.834]  You're like, why would they do that?
[01:13:47.854 --> 01:13:49.675]  Because it's a Chodcom Global Stakeholder.
[01:13:51.076 --> 01:13:52.216]  Why would Hitler bomb London?
[01:13:52.376 --> 01:13:53.757]  How would the Soviets take over countries?
[01:13:53.997 --> 01:13:55.818]  Because you're under attack!
[01:13:56.378 --> 01:13:57.539]  Because they think you're weak!
[01:13:59.860 --> 01:14:03.502]  Large numbers of healthcare workers and frontline workers are refusing COVID-19 vaccine.
[01:14:07.110 --> 01:14:12.713]  Physician in Mexico admitted to intensive care unit for receiving Pfizer vaccine.
[01:14:14.394 --> 01:14:16.736]  Guess who Professor Lockdown got his ideas from?
[01:14:17.136 --> 01:14:18.637]  Communist Chinese trained.
