[00:00:27.609 --> 00:00:28.750]  It's Sunday Live.
[00:46:11.222 --> 00:46:12.123]  It's all just fiction.
[00:46:13.723 --> 00:46:30.617]  It's true, and we now know it definitively because he stupidly left his MetaTag initials on the documents, that Andrew Weissman, the epically corrupt former federal prosecutor, leaked my indictment to CNN, and he arranged for them to be there.
[00:46:30.877 --> 00:46:32.758]  I can prove that, if necessary.
[00:46:32.938 --> 00:46:34.980]  Or I should say, when necessary.
[00:46:35.260 --> 00:46:41.145]  How ironic, Alex, that the New York Bar Association has suspended Rudy Giuliani's law license
[00:46:41.745 --> 00:46:53.497]  Not because he broke the law and has been convicted, not because he's violated the canon of ethics or any of the rules of the New York Bar, but because he expressed his First Amendment right to express the fact that he didn't think the election was on.
[00:46:53.517 --> 00:46:56.820]  They say in it, to back you up, they say he questioned the election.
[00:46:56.880 --> 00:46:57.681]  That's not allowed.
[00:46:58.752 --> 00:46:59.693]  Well, but here's the point.
[00:46:59.753 --> 00:47:15.412]  It's the same New York Bar Association that declined to prosecute Andrew Weissman when he locked the 30-year-old CFO of Enron in a coffin-sized metal box and left him there in the hot sun in order to get him to testify the way he wanted him to.
[00:47:15.793 --> 00:47:18.196]  The New York Bar Association is a political body.
[00:47:18.860 --> 00:47:20.801]  It's a criminal enterprise, if you ask me.
[00:47:21.081 --> 00:47:25.483]  And this is a disgraceful, disgraceful act against a great American.
[00:47:25.743 --> 00:47:30.985]  Rudy Giuliani has done nothing wrong, but here's why he's being tortured and why he's being excoriated.
[00:47:31.525 --> 00:47:33.826]  He knows what's in the Hunter Biden emails.
[00:47:34.406 --> 00:47:42.312]  If you saw this incredible story by Miranda Devine, who by the way I think may be the single best investigative journalist working in America today.
[00:47:42.632 --> 00:47:44.874]  Her bullshit detector is the best out there.
[00:47:45.334 --> 00:47:47.796]  She is the single best columnist at the New York Post.
[00:47:48.156 --> 00:47:52.599]  And she tells an extraordinary story of Hunter Biden going to the Chateau Marmont.
[00:47:53.000 --> 00:47:57.283]  That's a watering hole for the entertainment elite in Hollywood.
[00:47:57.723 --> 00:48:00.890]  He hires a Russian hooker from a local escort service.
[00:48:01.291 --> 00:48:05.760]  He plays with her all night, but then when he puts in his credit card to pay her, it's declined.
[00:48:06.281 --> 00:48:07.584]  He puts it in a second time.
[00:48:07.984 --> 00:48:08.646]  It's declined.
[00:48:09.255 --> 00:48:13.338]  He then whoops out another credit card that belongs to Joe Biden.
[00:48:13.698 --> 00:48:14.899]  And it goes through.
[00:48:15.360 --> 00:48:17.741]  What he didn't know is the first two charges went through as well.
[00:48:18.082 --> 00:48:21.044]  So he ended up paying $25,000 for a Russian hooker.
[00:48:21.524 --> 00:48:23.126]  And who shows up to bail him out?
[00:48:23.486 --> 00:48:24.907]  Why, it's the Secret Service.
[00:48:25.107 --> 00:48:27.749]  Of course, they deny that they had any involvement.
[00:48:27.809 --> 00:48:28.630]  Hold on, Roger.
[00:48:28.710 --> 00:48:30.171]  I got Mike Lindell coming on.
[00:48:30.191 --> 00:48:30.911]  We're getting him on.
[00:48:32.653 --> 00:48:33.474]  60 second break.
[00:48:33.494 --> 00:48:37.780]  I want you to recap this investigative journalist at the New York Post for like two minutes.
[00:48:37.840 --> 00:48:38.801]  Just get to the rest of this.
[00:48:39.141 --> 00:48:40.263]  We come back in 60 seconds.
[00:48:40.283 --> 00:48:42.346]  This is too important to end it right now.
[00:48:42.406 --> 00:48:43.046]  Roger Stone.
[00:48:43.187 --> 00:48:46.351]  And we'll tell the viewers and listeners how to find Roger Stone's website.
[00:48:46.611 --> 00:48:48.193]  Mike Lindell's coming up as well.
[00:48:48.453 --> 00:48:49.094]  Back in 60 seconds.
[00:48:58.971 --> 00:49:03.956]  If you don't run your subconscious mind yourself, someone else will.
[00:49:04.316 --> 00:49:05.777]  You are the resistance.
[00:49:06.178 --> 00:49:07.659]  It's Alex Jones.
[00:49:36.382 --> 00:49:40.286]  Ladies and gentlemen, Mike Lindell is going to be joining us here in about three minutes.
[00:49:41.104 --> 00:49:43.966]  Who's been valiantly fighting, exposing election fraud.
[00:49:44.547 --> 00:49:47.128]  Massive proof already coming out in Arizona and many other states.
[00:49:47.228 --> 00:49:48.309]  It's just overwhelming.
[00:49:48.850 --> 00:49:51.812]  But the mainstream media gaslighting is saying none of that exists.
[00:49:51.852 --> 00:49:54.674]  In fact, questioning it should be illegal, they're saying.
[00:49:55.094 --> 00:49:56.415]  We're getting Mike Lindell on right now.
[00:49:56.435 --> 00:49:57.216]  We'll be talking to him.
[00:49:57.956 --> 00:50:06.182]  He's got major developments and breaking news as he continues to barnstorm the country, rallying Americans to stand up for voting rights integrity.
[00:50:06.202 --> 00:50:07.804]  We just narrowly defeated the Democrats.
[00:50:08.825 --> 00:50:13.191]  Federalizing elections and putting in all their illegal actions to steal further elections.
[00:50:13.231 --> 00:50:15.975]  This is just a down-the-wire fight for this country.
[00:50:16.436 --> 00:50:19.741]  But Roger Stone, who joined us in the last hour, dropped a bombshell at the end.
[00:50:19.761 --> 00:50:23.286]  And yes, I've seen the big investigative journalist at the New York Post.
[00:50:23.306 --> 00:50:24.167]  I'm familiar with her work.
[00:50:24.588 --> 00:50:29.493]  I know Giuliani's being persecuted, had his law license stripped because he exposed the laptop.
[00:50:29.933 --> 00:50:32.116]  And Roger, you were starting to get into that.
[00:50:32.276 --> 00:50:43.587]  Recap just briefly what happened and where this is going, because here they are, say they're about to try to indict the Trump Organization, unheard of, no evidence, when we have Hunter being a Chinese spy and his father.
[00:50:43.627 --> 00:50:44.308]  It's just incredible.
[00:50:45.543 --> 00:50:48.544]  Well, first of all, let me commend your next guest, Mike Lindell.
[00:50:48.584 --> 00:50:53.006]  He is a great patriot and a man who has the courage to put his money where his mouth is.
[00:50:53.447 --> 00:51:00.650]  He's extraordinarily selfless, and he's done an incredible job of exposing the single greatest fraud in American history.
[00:51:00.950 --> 00:51:01.750]  A true patriot.
[00:51:02.531 --> 00:51:07.113]  Alex, it's very, very clear that there's a two-tiered justice system.
[00:51:07.651 --> 00:51:09.532]  Hunter Biden can drop the N-word.
[00:51:09.912 --> 00:51:12.893]  Didn't see Al Sharpton complaining about that or Jesse Jackson.
[00:51:13.453 --> 00:51:15.094]  He can take in millions of dollars.
[00:51:15.474 --> 00:51:21.816]  He still owes a substantial portfolio in a communist Chinese-backed investment fund.
[00:51:22.236 --> 00:51:27.178]  Joe Biden told us in the debate that none of his children would have any foreign investments while he was president.
[00:51:27.438 --> 00:51:31.240]  But this $200 million stake is still in the Chinese company.
[00:51:32.120 --> 00:51:34.221]  He's clearly had sex with underage women.
[00:51:34.461 --> 00:51:36.882]  We have seen the videos with our own eyes.
[00:51:37.992 --> 00:51:42.697]  He is raked in millions from Ukraine, from China, even U.S.
[00:51:42.737 --> 00:51:50.807]  companies, but he hasn't been charged in a civil suit over taxes by the IRS, although we're told there's an open investigation.
[00:51:51.968 --> 00:51:55.252]  There's no ends to which they will go to cover for this guy.
[00:51:55.952 --> 00:51:59.756]  Why is he not being subjected to the same laws that other people are?
[00:52:00.036 --> 00:52:01.117]  Myself specifically.
[00:52:01.518 --> 00:52:16.812]  The government is harassing me over interest in penalties and back taxes when I paid them over a half million dollars in taxes over the last four years on a monthly basis and would have continued to pay had they not destroyed me financially in the Mueller investigation.
[00:52:16.892 --> 00:52:24.595]  And that was my next question.
[00:52:24.635 --> 00:52:33.598]  People don't know what it's like to be attacked, and when you stand up like a Mike Lindell or a Roger Stone or a Donald Trump, you get indicted, you get attacked, you get sued, you get demonized.
[00:52:33.898 --> 00:52:39.700]  How does everybody get a Roger Stone did nothing wrong t-shirt to help spread the word and fund your operation?
[00:52:40.626 --> 00:52:47.709]  Well, first of all, if you want to help pay for my wife's cancer treatments and her care, you can go to StoneFamilyFund.com.
[00:52:47.769 --> 00:52:50.030]  StoneFamilyFund.com.
[00:52:50.410 --> 00:52:53.091]  I particularly want to thank Mike Adams of the Health Ranger.
[00:52:53.171 --> 00:53:03.775]  The Health Ranger, it's not that he's given me medical advice, he hasn't, but he has given me, donated a number of products that, based on my own research, I know are very effective in the fighting of cancer.
[00:53:04.115 --> 00:53:10.258]  So God bless you, Mike, and God bless all the people who are helping my wife in this extraordinarily valiant battle.
[00:53:10.578 --> 00:53:17.164]  If you want to get your Roger Stone did nothing wrong t-shirt, you need to go to thestonecoldtruth.com in the store.
[00:53:17.624 --> 00:53:20.006]  Actually, I think it's under construction at this moment.
[00:53:20.046 --> 00:53:22.508]  We'll be back with a new payment processor.
[00:53:22.548 --> 00:53:23.269]  You know that story.
[00:53:23.369 --> 00:53:24.270]  I know what you've been through.
[00:53:24.310 --> 00:53:25.351]  That's why I want to support you.
[00:53:25.391 --> 00:53:32.276]  And we just really appreciate you and President Trump and Mike Lindell and others, because I'm one of the few people that actually knows what it's like to stand up against them.
[00:53:32.316 --> 00:53:33.758]  And I know we've been persecuted.
[00:53:33.798 --> 00:53:36.680]  So we're going to hang together, hang separate, as Benjamin Franklin said.
[00:53:36.740 --> 00:53:37.581]  Thank you so much, Roger.
[00:53:38.564 --> 00:53:42.252]  Great to be here, and I'm going to hang on and watch Mike Lindell, a great patriot.
[00:53:42.613 --> 00:53:43.174]  Absolutely.
[00:53:43.435 --> 00:53:43.575]  Now.
[00:53:44.497 --> 00:53:45.378]  There goes Roger Stone.
[00:53:46.258 --> 00:53:53.023]  Mike Lindell has been charging around the country, exposing the incredible fraud of this election.
[00:53:53.403 --> 00:54:03.350]  The amount of evidence has come out of Arizona and Pennsylvania and Georgia, and now the Georgia governor and others are having to admit that there was fraud, and the Democrats are getting scared.
[00:54:03.370 --> 00:54:09.774]  They're all over the news, but also Mitt Romney, another Democrat with an R in front of his name, is saying, oh, this is terrible, this is bad.
[00:54:10.074 --> 00:54:13.937]  When they pledged to challenge the election no matter what happened, because they knew Trump
[00:54:14.737 --> 00:54:15.878]  Was winning by massive numbers.
[00:54:16.198 --> 00:54:19.781]  So Mike Lindell's been the tip of the spear out there, traveling all over the country.
[00:54:19.801 --> 00:54:22.023]  He's got his ear to the ground, the latest information.
[00:54:22.323 --> 00:54:23.784]  He joins us for the Balance of the Hour.
[00:54:24.104 --> 00:54:26.446]  Mike Lindell, of course, founder of MyPillow as well.
[00:54:26.726 --> 00:54:27.807]  Thank you so much for coming on.
[00:54:29.408 --> 00:54:30.569]  Oh, thanks for having me on.
[00:54:30.589 --> 00:54:34.232]  Yeah, I'm praying for Roger's wife there.
[00:54:34.672 --> 00:54:35.613]  She's going to be great.
[00:54:35.733 --> 00:54:42.959]  And I'm just praying that she gets the right care and gets through this and that he gets through all of
[00:54:43.772 --> 00:55:01.008]  You got through we're all getting through all the attacks on us as patriots and I'll tell you right now I just was in DC this week for the Dominion lawsuit to get him to drop it against myself and my pillow Sidney Powell and
[00:55:02.179 --> 00:55:02.339]  I don't
[00:55:21.812 --> 00:55:27.094]  My symposium, my cyber symposium coming up and they're going, but Mike, you're getting sued today.
[00:55:27.134 --> 00:55:30.156]  And are there, you know, how's this case going to come out and all this?
[00:55:30.616 --> 00:55:31.316]  I said, you know what?
[00:55:31.416 --> 00:55:34.237]  I'm here to talk to you guys because it's the only time you talk to me.
[00:55:34.698 --> 00:55:36.018]  And even Fox showed up.
[00:55:36.578 --> 00:55:37.859]  Fox actually showed up.
[00:55:37.959 --> 00:55:39.980]  Of course, they didn't, they didn't say anything.
[00:55:40.020 --> 00:55:43.021]  I didn't do anything as usual, but they did show up.
[00:55:43.101 --> 00:55:44.502]  I've been really getting on their case.
[00:55:44.522 --> 00:55:46.723]  They don't show up for the rally last night.
[00:55:47.123 --> 00:55:49.704]  Horrible, horrible network right now that, uh,
[00:55:51.321 --> 00:56:00.691]  It's one thing to say bad things out there, the fake news, but then to not say nothing when they're needed the most is horrific.
[00:56:00.711 --> 00:56:03.854]  You're the man in the arena, like Teddy Roosevelt talked about.
[00:56:04.214 --> 00:56:08.579]  I see you at midnight on shows, at 7am I see you working.
[00:56:09.219 --> 00:56:12.381]  I mean, but you seem energized and they're like, oh yeah, you're being sued.
[00:56:12.641 --> 00:56:14.042]  I'm sure you're willing to die for your country.
[00:56:14.122 --> 00:56:14.523]  I am too.
[00:56:14.783 --> 00:56:19.886]  They act like because some globalist organization has come after you or somebody sued you that that means you're bad.
[00:56:20.186 --> 00:56:27.871]  No, that means the system is coming after you and America, the polls show the vast majority of America believes the election was stolen.
[00:56:28.111 --> 00:56:30.933]  So you're on the right side of history and their gaslighting isn't working.
[00:56:30.953 --> 00:56:35.496]  So Mike, anywhere you want to begin on what you're doing, where it's going, what we can do.
[00:56:37.148 --> 00:56:39.089]  Well, I want to say this.
[00:56:39.489 --> 00:56:43.670]  You're right, it's becoming more and more every day.
[00:56:43.710 --> 00:56:55.815]  I think it's up to like 80% of Republicans, almost 30% of Democrats believe that this election was taken from us and that it was an attack by China, the CCP, using the Democrat Party.
[00:56:56.275 --> 00:57:04.398]  Now I have spent, here's what I told the media this week, I've spent five months now since that piece of evidence that came on January 9th.
[00:57:05.345 --> 00:57:06.585]  Telling him I have this.
[00:57:06.705 --> 00:57:08.226]  I have this for everyone.
[00:57:08.266 --> 00:57:09.286]  Now that part's done.
[00:57:09.326 --> 00:57:12.507]  I call that, you know, the first part of this marketing is done.
[00:57:12.847 --> 00:57:21.790]  And I think all the left wing garbage media from the Daily Beast to the to the Business Insider, CNN, all of them, they kept me in the news.
[00:57:21.850 --> 00:57:26.132]  So at least I was able to say they go, Mike, you lost four more retailers today.
[00:57:26.172 --> 00:57:28.172]  I go, did you hear about Dominion?
[00:57:28.212 --> 00:57:30.693]  Did you hear about China attacking our country?
[00:57:31.093 --> 00:57:32.193]  So we go on and on.
[00:57:32.254 --> 00:57:33.554]  I was able to get the word out.
[00:57:33.934 --> 00:57:36.737]  I think everybody knows out there that I have something.
[00:57:37.738 --> 00:57:39.579]  I want to say this.
[00:57:39.900 --> 00:57:43.022]  When I got to the case in D.C.
[00:57:43.062 --> 00:57:45.184]  this week, here's why it's so important.
[00:57:45.625 --> 00:57:49.108]  If that judge, there's two things I want to tell you about here that are very important.
[00:57:49.528 --> 00:57:50.709]  This is very important.
[00:57:50.910 --> 00:57:54.553]  We are going to get this election pulled down and Donald Trump will be in power this fall.
[00:57:54.841 --> 00:57:56.702]  I'll tell you how that's going to happen in a minute.
[00:57:57.082 --> 00:57:58.142]  But I will tell you this.
[00:57:58.582 --> 00:58:07.266]  This judge that has to make a decision on these cases, whether they can move forward or not, is so important and here's why.
[00:58:07.726 --> 00:58:10.627]  If he says they can move forward, then you know what?
[00:58:11.067 --> 00:58:23.173]  From this day on, anybody that says anything wrong, like I badmouth Suckerfuck from Facebook every day, I badmouth Jack Dorsey from Twitter, are they going to all come and sue me now?
[00:58:23.833 --> 00:58:27.415]  Because, you know, where's our right of free speech?
[00:58:28.035 --> 00:58:30.357]  Michael and Bill, we got long segments coming up.
[00:58:30.437 --> 00:58:31.178]  I got gone a little late.
[00:58:31.198 --> 00:58:31.738]  I apologize.
[00:58:31.758 --> 00:58:32.779]  I want you to have it before we come back.
[00:58:32.799 --> 00:58:33.720]  You're absolutely right.
[00:58:33.760 --> 00:58:37.523]  The left's trying to criminalize free speech in America with lawfare.
[00:58:37.864 --> 00:58:39.085]  What you're doing is God's work.
[00:58:39.105 --> 00:58:39.845]  You're in the right.
[00:58:39.985 --> 00:58:42.748]  I believe you're 100% right from my own research.
[00:58:42.808 --> 00:58:44.249]  And so we all need to support you.
[00:58:44.409 --> 00:58:45.010]  We'll be right back.
[00:58:54.176 --> 00:58:55.077]  Welcome back, folks.
[00:58:55.198 --> 00:58:59.242]  Mike Lindell is with us for the next three segments on this Sunday evening.
[00:58:59.262 --> 00:59:04.229]  I really appreciate you all for joining us this evening.
[00:59:05.270 --> 00:59:06.231]  He is embattled.
[00:59:06.371 --> 00:59:07.693]  He is being attacked.
[00:59:07.713 --> 00:59:10.676]  That's what you'd expect to happen to somebody exposing
[00:59:11.357 --> 00:59:15.520]  An attempted takeover of this country, and we see it on every front now.
[00:59:15.580 --> 00:59:18.902]  I have the National Strategy for Countering Domestic Terrorism right here.
[00:59:19.383 --> 00:59:23.485]  Next segment I'm going to show you where it says questioning the election is terrorism.
[00:59:23.926 --> 00:59:25.467]  Well, I thought that was my First Amendment right.
[00:59:25.527 --> 00:59:28.649]  So, Mr. Lindell, that's founder of MyPillow.
[00:59:28.969 --> 00:59:33.933]  That's where we were, MyPillow.com, FrankSpeech.com, LindellRecoveryNetwork.org.
[00:59:33.953 --> 00:59:39.797]  We'll talk more about that before you leave us, but please continue, sir, with what you were getting into about this battle for free speech.
[00:59:42.021 --> 00:59:55.708]  Well, that's, you know, that's one part that this, uh, this battle we're under and we got to, we got to pray this judge makes the right decision because otherwise going forward, it's going to be horrific where you're going to get, people are going to afraid to be a talk about it.
[00:59:55.729 --> 00:59:56.229]  It'll be like 1984.
[00:59:56.869 --> 01:00:01.412]  You're not going to be able to talk about anything because you're going to be afraid of being sued.
[01:00:01.832 --> 01:00:07.035]  And that's exactly what you said, Alex, with the lawfare that Dominion used and Smartmatic.
[01:00:08.188 --> 01:00:10.369]  They used it, you know, and they used it on Fox.
[01:00:10.389 --> 01:00:12.190]  Their first lawsuit was November 9th.
[01:00:12.230 --> 01:00:16.913]  They've got over 200 lawsuits and threatening letters, but then they use it on Fox.
[01:00:17.093 --> 01:00:18.173]  You've got to wonder there.
[01:00:18.193 --> 01:00:25.397]  I love picking on Fox right now because it's just shameful that they won't even, they didn't even show up at the President's rally.
[01:00:25.657 --> 01:00:27.358]  They won't let me come on for interviews.
[01:00:27.378 --> 01:00:29.539]  They won't talk about what we have.
[01:00:29.599 --> 01:00:34.762]  And now I'm going to tell you what we do have and the plan to bring down this election.
[01:00:35.442 --> 01:00:36.463]  Since January 9th,
[01:00:37.640 --> 01:00:39.840]  I got evidence that day that was different.
[01:00:39.880 --> 01:00:47.762]  It was the only thing that explained the massive millions and millions and millions of ballots that were different.
[01:00:47.802 --> 01:00:49.902]  I mean, that didn't make sense.
[01:00:50.542 --> 01:00:55.203]  I said, even this was my own investigation going, it doesn't make sense.
[01:00:55.283 --> 01:00:56.423]  The numbers don't add up.
[01:00:56.743 --> 01:00:58.544]  But I mean, graphs don't go straight up.
[01:00:58.604 --> 01:01:00.604]  You don't have a round curve that's normal.
[01:01:00.684 --> 01:01:06.085]  And then all of a sudden it pops straight up and defeats Trump right when they close the counting areas.
[01:01:07.501 --> 01:01:08.182]  That's right.
[01:01:08.242 --> 01:01:10.665]  And that was their reaction to it, too, by the way.
[01:01:10.685 --> 01:01:13.369]  There was these algorithms that went through every state.
[01:01:13.429 --> 01:01:14.770]  But here's what we have.
[01:01:14.991 --> 01:01:19.757]  And what I have, I have what's called packet capture.
[01:01:20.385 --> 01:01:22.465]  And I want everybody to write that down.
[01:01:22.665 --> 01:01:25.186]  I even told, Jim Acosta called me from CNN.
[01:01:25.206 --> 01:01:26.866]  I go, Jim, it's over.
[01:01:27.306 --> 01:01:30.507]  I have all the packet captures for the whole election.
[01:01:31.147 --> 01:01:33.868]  And I said, go look it up and see what that means.
[01:01:34.528 --> 01:01:38.529]  And what it means is, these are non-subjective.
[01:01:38.549 --> 01:01:40.809]  These are things that go through the internet.
[01:01:41.329 --> 01:01:45.050]  If you capture them, they're like taking pictures of what actually happened.
[01:01:45.450 --> 01:01:49.634]  But pictures you can't change, you can't alter in any way, shape, or form.
[01:01:50.034 --> 01:01:53.377]  I was with a gal yesterday, and she's a cyber expert.
[01:01:53.417 --> 01:01:57.080]  I said, what if I told you I had all the packet captures for the whole election?
[01:01:57.780 --> 01:01:59.262]  And her mouth dropped.
[01:01:59.302 --> 01:02:03.405]  She goes, and she told this other people in the group, she says, it'd be over.
[01:02:03.825 --> 01:02:05.567]  Whatever that shows, it's over.
[01:02:05.627 --> 01:02:06.768]  You know everything about it.
[01:02:07.108 --> 01:02:08.249]  So here's what we're going to do.
[01:02:08.789 --> 01:02:10.591]  It's called a cyber symposium.
[01:02:11.055 --> 01:02:12.457]  I'm going to lay out the plan now.
[01:02:12.517 --> 01:02:16.161]  This is a two-month plan and Donald Trump will be back in office.
[01:02:16.221 --> 01:02:16.962]  Here's what it is.
[01:02:18.224 --> 01:02:24.532]  On July 4th, I'm hoping July 4th, I want to announce the venue and I'm going to announce the dates in August.
[01:02:25.012 --> 01:02:26.634]  It's going to be a three-day event.
[01:02:27.155 --> 01:02:28.617]  It's a cyber symposium.
[01:02:29.406 --> 01:02:29.626]  I don't
[01:02:46.128 --> 01:02:48.271]  CISSP credentials.
[01:02:48.631 --> 01:02:54.778]  They also have to be high up where they know that they're experts in cyber forensic.
[01:02:55.199 --> 01:02:56.460]  Now there'll be hundreds of them.
[01:02:56.480 --> 01:02:59.383]  I have five different countries that have also called me.
[01:02:59.704 --> 01:03:01.586]  They also want their cyber guys there.
[01:03:01.986 --> 01:03:05.070]  So now you have this big event, this big place.
[01:03:05.489 --> 01:03:06.650]  You have all the cyber guys.
[01:03:07.131 --> 01:03:09.133]  Then we're inviting all the media.
[01:03:09.393 --> 01:03:11.095]  Maybe even Fox will show up.
[01:03:11.396 --> 01:03:12.237]  What a concept.
[01:03:12.917 --> 01:03:15.660]  But regardless, all the independent media needs to come.
[01:03:15.680 --> 01:03:16.962]  I think Trump needs to come.
[01:03:16.982 --> 01:03:19.465]  Congressman Dozer needs to come.
[01:03:19.485 --> 01:03:21.287]  All these champions need to be there.
[01:03:22.523 --> 01:03:23.063]  Right, right.
[01:03:23.443 --> 01:03:26.944]  So you've got all the media, and there's other countries of media.
[01:03:26.984 --> 01:03:27.884]  I talked to them too.
[01:03:27.924 --> 01:03:28.484]  They're all coming.
[01:03:28.804 --> 01:03:30.264]  Then you've got the next ring.
[01:03:30.785 --> 01:03:36.986]  The next ring is we want every senator, congressman, attorney general, secretary of state.
[01:03:37.766 --> 01:03:39.306]  We want governors there.
[01:03:39.666 --> 01:03:42.027]  We want the lead fact checkers for Facebook.
[01:03:42.367 --> 01:03:44.267]  Crooked Alan Duke, we want him there.
[01:03:44.567 --> 01:03:45.947]  We want Bill Barr there.
[01:03:46.067 --> 01:03:48.548]  Anyone that's ever doubted this, I've had one doubt.
[01:03:49.148 --> 01:03:50.068]  I want them all there.
[01:03:50.369 --> 01:03:52.489]  This place will hold 5,000 people.
[01:03:53.030 --> 01:03:54.310]  It's a three-day event.
[01:03:54.630 --> 01:03:56.291]  We're going to pass out the packets.
[01:03:56.331 --> 01:03:57.011]  Here you go.
[01:03:57.532 --> 01:04:02.634]  And every single person, by the time they leave, even within an hour, they're going to go, wow.
[01:04:03.214 --> 01:04:04.214]  Do you know the date yet?
[01:04:04.254 --> 01:04:04.955]  Because I'm coming.
[01:04:04.975 --> 01:04:07.256]  What's the date?
[01:04:07.296 --> 01:04:08.516]  No, this is what I said.
[01:04:08.556 --> 01:04:10.177]  We're going to announce right around the 4th.
[01:04:11.617 --> 01:04:15.339]  On the dates, it's probably going to be right around the 10th, 11th, and 12th of August.
[01:04:15.819 --> 01:04:26.523]  I will have that date, and then what we need everybody to do... Sure, thanks for giving me a general ear, because I was going to go for a week with my kids to the beach in early August, so I just want to know, because I'm going to plan my vacation around this.
[01:04:26.543 --> 01:04:27.143]  This is important.
[01:04:28.294 --> 01:04:33.795]  Yeah, this will be the biggest, I want it to be the biggest beauty event in history.
[01:04:34.096 --> 01:04:35.556]  Right up there with Elvis Presley.
[01:04:35.576 --> 01:04:36.556]  Hello from Hawaii.
[01:04:36.596 --> 01:04:39.517]  Everyone goes into the independent media and puts it out at will no matter what.
[01:04:39.537 --> 01:04:40.677]  And I just want to expand on something.
[01:04:41.177 --> 01:04:42.878]  Everything you said months ago is coming out.
[01:04:43.218 --> 01:04:45.198]  In Arizona, everybody forgets what's come out there.
[01:04:45.458 --> 01:04:47.459]  That they erased all the computer tapes.
[01:04:47.919 --> 01:04:48.059]  Right.
[01:04:48.099 --> 01:04:48.260]  Right.
[01:04:48.280 --> 01:04:48.380]  Right.
[01:05:07.028 --> 01:05:07.268]  Right.
[01:05:07.408 --> 01:05:07.628]  Right.
[01:05:07.688 --> 01:05:09.790]  Well, this and here's what you need to know.
[01:05:10.270 --> 01:05:11.511]  Everybody needs to know this.
[01:05:11.851 --> 01:05:12.252]  We're up.
[01:05:12.312 --> 01:05:15.574]  What I have for the pack, the packet captures.
[01:05:15.974 --> 01:05:17.575]  I don't even need all them on it.
[01:05:17.875 --> 01:05:19.296]  We don't need all that stuff.
[01:05:19.577 --> 01:05:21.818]  But that validates that you're exactly right.
[01:05:22.098 --> 01:05:25.701]  You can get if you that's why Arizona doesn't want to give up the router.
[01:05:26.161 --> 01:05:27.443]  The routers are very important.
[01:05:27.463 --> 01:05:28.364]  They show who did it.
[01:05:28.384 --> 01:05:29.265]  They show everything.
[01:05:29.465 --> 01:05:30.526]  But we already know that.
[01:05:30.846 --> 01:05:31.547]  We already know.
[01:05:31.587 --> 01:05:33.329]  We have it for the whole election.
[01:05:33.690 --> 01:05:36.653]  We have it for every vote in the election.
[01:05:36.753 --> 01:05:37.414]  Every flip.
[01:05:37.594 --> 01:05:38.034]  Everything.
[01:05:38.095 --> 01:05:39.276]  So we've had this.
[01:05:39.616 --> 01:05:46.424]  Now it's just a matter, when we do this cyber symposium, the whole world has to do it because it's non-subjective evidence.
[01:05:46.804 --> 01:05:54.067]  Then right after we do this, we're going to have a plan for everybody to reach out to their Senators, their Congressmen, and get everybody there.
[01:05:54.507 --> 01:06:00.309]  Now, right after we do this symposium, we already have the lawsuit ready for the Supreme Court.
[01:06:00.909 --> 01:06:02.810]  And it's called a quo warranto.
[01:06:03.510 --> 01:06:06.492]  We're going to drop it on them, drop it in the Supreme Court.
[01:06:06.832 --> 01:06:08.953]  Now everyone says, Mike, they won't even look at it.
[01:06:09.254 --> 01:06:17.118]  With the pressure of the whole world seeing that this was an attack by China, they're going to accept it so fast it's going to grow your hair.
[01:06:17.138 --> 01:06:17.819]  Mike, let me say something.
[01:06:17.839 --> 01:06:19.140]  We've got a live segment coming up.
[01:06:19.180 --> 01:06:19.540]  Stay there.
[01:06:20.480 --> 01:06:26.142]  The system gaslights and makes fun of you and makes fun of Trump and me and everybody that we dare question this when the evidence is overwhelming.
[01:06:26.422 --> 01:06:30.224]  If we don't challenge it, it'll never stop, regardless of what happens.
[01:06:30.244 --> 01:06:32.465]  And I think you've got a good chance of changing this, but it doesn't matter.
[01:06:32.745 --> 01:06:34.626]  If you didn't take action, we'd have no chance.
[01:06:35.006 --> 01:06:38.907]  Definitely your work has helped precipitate them beating H.R.
[01:06:39.207 --> 01:06:42.148]  1 that would have federalized elections under the Democrats' control.
[01:06:42.449 --> 01:06:43.509]  So regardless, we've got to
[01:06:43.669 --> 01:06:44.329]  I agree it should happen.
[01:06:44.349 --> 01:06:50.132]  I'm simply saying we only lose by not taking action and I admire you so much because you've been the man in the arena.
[01:06:50.152 --> 01:06:50.952]  We gotta go to break.
[01:06:50.972 --> 01:06:51.712]  Long segment coming up.
[01:07:05.598 --> 01:07:08.100]  You're going to have the floor again to lay it all out.
[01:07:08.140 --> 01:07:10.101]  Mike Lindell of MyPillow.com.
[01:07:10.361 --> 01:07:13.303]  And I know they persecuted him and tried to bankrupt him and come after him.
[01:07:13.344 --> 01:07:16.165]  And there's been a big flood of support at first, but then that ebbs.
[01:07:16.426 --> 01:07:17.546]  Go to MyPillow.com.
[01:07:17.566 --> 01:07:18.627]  I already own some of the great pillows.
[01:07:18.927 --> 01:07:21.369]  I bought a whole bunch when I saw him doing the right thing.
[01:07:21.389 --> 01:07:27.574]  Everybody should go to MyPillow.com and support him because he is pouring everything he's got to fight for America, for all of our futures.
[01:07:27.614 --> 01:07:28.654]  We salute Mike Lindell.
