[00:00:00.000 --> 00:00:01.000]  [clicking]
[00:46:39.030 --> 00:46:42.915]  You can disprove all of it, and it's all written and paid for by Big Pharma.
[00:46:42.935 --> 00:46:51.205]  John Oliver's on the payroll, and so are the rest of them, with Colbert, with men in drag, dancing around with injector needles.
[00:46:51.846 --> 00:46:52.206]  Here it is.
[00:46:53.114 --> 00:47:03.021]  For many older Vietnamese Americans, there is such a vacuum of credible news channels that broadcast in Vietnamese, that many turn to YouTube for their news, with certain channels on in their houses 24-7.
[00:47:03.481 --> 00:47:09.766]  One popular host based here in the United States is Nguy Vu, who brands himself King Radio.
[00:47:09.806 --> 00:47:13.848]  He's basically a Vietnamese Alex Jones, as you can see... You know, what's in the slate?
[00:47:13.888 --> 00:47:14.849]  Just hit pause again.
[00:47:14.869 --> 00:47:17.851]  Maybe we should just play the whole four minutes.
[00:47:18.051 --> 00:47:18.872]  There's even more, but...
[00:47:19.895 --> 00:47:20.636]  We're going to go to break.
[00:47:20.736 --> 00:47:25.040]  I'm going to come back and finish up on John Oliver because, because this, this is important.
[00:47:25.340 --> 00:47:25.620]  Okay.
[00:47:26.922 --> 00:47:29.024]  I mean, look at this kook.
[00:47:29.144 --> 00:47:30.765]  Look at this Vietnamese person.
[00:47:30.785 --> 00:47:34.028]  He's saying, how is he allowed to have millions of viewers?
[00:47:34.509 --> 00:47:35.990]  He's out there challenging me.
[00:47:36.030 --> 00:47:39.393]  He's talking to these communities and they're listening to him.
[00:47:40.404 --> 00:47:45.908]  Let me just take a few clips of him out of context now and then say he's a liar, when everything he says is the truth.
[00:47:45.948 --> 00:47:46.469]  But you heard him.
[00:47:47.069 --> 00:47:47.830]  Oh my God.
[00:47:48.831 --> 00:47:51.953]  He's got Viagra ads, because he's not against Big Pharma overall.
[00:47:51.973 --> 00:47:52.954]  They've got some good products.
[00:47:53.514 --> 00:47:56.697]  Oh, and they've got skin cream that he's gone out and developed with his family.
[00:47:56.857 --> 00:47:59.319]  That just means you go private label it someplace, and then you make money.
[00:47:59.679 --> 00:48:02.922]  You go get a good quality skin cream, private label it, sell it to your people.
[00:48:03.502 --> 00:48:05.244]  They love it, they buy more of it, because it's good.
[00:48:05.724 --> 00:48:10.669]  Oh my God, that models not what Walmart and not what Amazon and not what the New World Order wants, folks.
[00:48:10.769 --> 00:48:11.630]  No, no, no.
[00:48:11.650 --> 00:48:13.472]  Especially Walmart and Target.
[00:48:13.572 --> 00:48:13.892]  No!
[00:48:14.393 --> 00:48:20.579]  You don't have these non-essential people selling to each other and doing business together because we can't then starve them to death.
[00:48:21.400 --> 00:48:22.481]  Bad, Vietnamese!
[00:48:22.621 --> 00:48:23.042]  Bad!
[00:48:23.102 --> 00:48:24.563]  You need to learn to be a good communist.
[00:48:25.144 --> 00:48:25.684]  We'll be right back.
[00:48:25.504 --> 00:48:32.504]  Stay with us.
[00:48:32.504 --> 00:48:35.664]  Waging war on corruption.
[00:48:36.246 --> 00:48:41.469]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:48:41.489 --> 00:48:47.632]  All right, I got so much news to cover on this live Sunday evening transmission.
[00:48:47.652 --> 00:48:50.033]  Owen Schroeder's coming up 6 p.m.
[00:48:50.074 --> 00:48:50.934]  with Sunday Live.
[00:48:51.855 --> 00:48:52.995]  It is the Alex Jones Show.
[00:48:53.075 --> 00:48:59.199]  So let me just get back to John Oliver attacking us in his entire program.
[00:48:59.219 --> 00:49:00.800]  I mean, I've only played you a small part of it.
[00:49:01.835 --> 00:49:09.846]  And he shows real people that are disinfo, and then other people that are telling the truth, and then says, oh, these people are like Alex Jones.
[00:49:09.866 --> 00:49:12.649]  If you just joined us, he says, look at this Hispanic woman.
[00:49:13.270 --> 00:49:18.457]  She listened to a Spanish-speaking doctor that said that there are cures for COVID.
[00:49:20.171 --> 00:49:22.613]  And she's never heard of Fauci or never watched him.
[00:49:23.033 --> 00:49:24.894]  We can't allow these people to be on air.
[00:49:24.934 --> 00:49:25.775]  We've got to censor them.
[00:49:25.795 --> 00:49:27.096]  We've got to shut them down.
[00:49:27.136 --> 00:49:34.381]  He goes on in the piece to say, you know, Facebook only spends less than 20% of its time censoring other languages than English.
[00:49:34.401 --> 00:49:36.663]  That's what he calls for in the full 30-minute show.
[00:49:37.223 --> 00:49:40.866]  It's posted on Infowars.com or you just go to YouTube, you can look.
[00:49:42.079 --> 00:49:43.200]  Last week with John Oliver.
[00:49:43.660 --> 00:49:51.124]  You know, you don't get tomorrow's news today, you get regurgitated last week's propaganda splatted out at you, vomited on you again from him.
[00:49:52.705 --> 00:50:02.250]  And then again, he attacks anybody that's questioning the system and saying there are things that can counter viruses.
[00:50:02.270 --> 00:50:04.672]  That's why there's Pfizer's coming out with a pill that counters it.
[00:50:04.712 --> 00:50:05.512]  Everybody knows that.
[00:50:05.772 --> 00:50:08.514]  Everybody knows there's all sorts of things that are antiviral.
[00:50:08.914 --> 00:50:14.778]  Everybody knows there's all sorts of berry juices and all sorts of other things that are, you know, elderberry.
[00:50:14.838 --> 00:50:17.600]  I mean, you go to Whole Foods, that's Jeff Bezos.
[00:50:17.780 --> 00:50:22.963]  But when he's selling it all and saying, we've got the COVID aisle, counter COVID here, he's allowed to.
[00:50:23.604 --> 00:50:25.945]  He's allowed to have vitamin D and silver and everything else.
[00:50:26.125 --> 00:50:26.686]  But you can't.
[00:50:27.286 --> 00:50:28.207]  You can't promote that.
[00:50:28.267 --> 00:50:29.727]  You can't say that it will arrest you.
[00:50:30.928 --> 00:50:34.451]  You know, oh, let the liberal elitists go to Whole Foods.
[00:50:34.931 --> 00:50:36.652]  They are allowed.
[00:50:38.083 --> 00:50:40.484]  To go and get some access to therapeutics that are natural.
[00:50:40.804 --> 00:50:41.785]  You're not allowed to.
[00:50:42.325 --> 00:50:43.786]  You low-down slaves.
[00:50:44.106 --> 00:50:44.926]  You Hispanics.
[00:50:45.307 --> 00:50:46.007]  You Asians.
[00:50:46.027 --> 00:50:47.068]  That's what you're saying on this.
[00:50:47.588 --> 00:50:54.211]  Oh, let's look at what the Dyspora community, you know, communities that had to run away from tyranny, like the communists from Vietnam.
[00:50:54.711 --> 00:50:57.073]  Oh, let's look at what these ignorant people are saying.
[00:50:58.933 --> 00:51:00.534]  And John was like, oh, can you believe it?
[00:51:00.574 --> 00:51:03.756]  This woman's listening to a doctor that told her there are cures for COVID.
[00:51:06.471 --> 00:51:07.131]  I had COVID.
[00:51:07.171 --> 00:51:08.031]  Rob Dew had COVID.
[00:51:08.071 --> 00:51:09.052]  My parents had COVID.
[00:51:10.212 --> 00:51:11.372]  Most of the office here had COVID.
[00:51:11.392 --> 00:51:12.313]  They didn't have it last year.
[00:51:12.373 --> 00:51:13.313]  That was the fake rollout.
[00:51:13.333 --> 00:51:14.393]  The real rollout was this year.
[00:51:14.713 --> 00:51:17.074]  And before I ever even got sick, months before, I said, this is real.
[00:51:17.374 --> 00:51:18.454]  The hospitals are getting full.
[00:51:18.694 --> 00:51:19.654]  It's mainly the vaccinated.
[00:51:19.674 --> 00:51:21.655]  They're shedding on people and making them sick.
[00:51:22.095 --> 00:51:25.156]  And it's caused the mutations, which the mainline scientists confirm.
[00:51:26.132 --> 00:51:28.754]  And you see, I had the cure for COVID.
[00:51:28.854 --> 00:51:33.716]  It's called my white blood cells, my T lymphocytes, and my killer T's.
[00:51:34.057 --> 00:51:35.517]  And I know what a killer T is.
[00:51:35.838 --> 00:51:37.198]  I know what a T lymphocyte is.
[00:51:37.599 --> 00:51:38.979]  I know what they are.
[00:51:40.540 --> 00:51:41.521]  And they hope you don't learn.
[00:51:41.561 --> 00:51:43.202]  See, Magic Johnson learned what they are.
[00:51:43.262 --> 00:51:44.002]  He's alive.
[00:51:45.303 --> 00:51:46.464]  Freddie Mercury didn't learn.
[00:51:46.504 --> 00:51:50.966]  Nobody told him, hey, AZT from Fauci is just like Rendezivir.
[00:51:51.286 --> 00:51:51.987]  It'll kill you.
[00:51:53.456 --> 00:51:56.417]  Just like they shipped it into Africa and killed millions with AZT.
[00:51:56.517 --> 00:52:02.520]  Oh, the UN's got drugs for you that'll kill you.
[00:52:03.701 --> 00:52:04.341]  And that all came out.
[00:52:04.361 --> 00:52:05.562]  Well, Magic Johnson got the memo.
[00:52:05.602 --> 00:52:07.703]  Hey, don't take AZT anymore.
[00:52:07.743 --> 00:52:09.263]  He's like, well, I don't have HIV anymore.
[00:52:10.124 --> 00:52:10.764]  See how that works?
[00:52:12.722 --> 00:52:16.625]  That was Fauci who did all of that, that the left just worships here today.
[00:52:16.725 --> 00:52:18.366]  Killed all those millions of people.
[00:52:19.007 --> 00:52:19.467]  On record!
[00:52:19.667 --> 00:52:22.289]  Huge protests around the world back in the 80s about it.
[00:52:22.549 --> 00:52:27.073]  And he's back again because he delivers with depopulation.
[00:52:28.494 --> 00:52:33.494]  and HIV was just a beta test for what they're now doing.
[00:52:33.494 --> 00:52:36.634]  And so I found the cure.
[00:52:36.634 --> 00:52:41.134]   It's called my immunity, 27 times better in the mainline studies.
[00:52:41.134 --> 00:52:46.814]   There's over 200 studies out now that natural immunity is 27 times better or more
[00:52:46.814 --> 00:52:49.294]  than the COVID shot, which doesn't even protect you.
[00:52:49.294 --> 00:52:57.974]   But John Oliver just gasped with air and just says, "This crazy woman,
[00:52:57.974 --> 00:53:00.974]  Jesus, that wasn't a foul cheat!
[00:53:01.018 --> 00:53:02.239]  What's her problem?
[00:53:02.259 --> 00:53:07.660]  I mean, she's listening to a doctor that told her that there's cures.
[00:53:09.621 --> 00:53:19.765]  Oh, there's another big New England Medical Journal report out just last week that 80 plus percent, just like all the other studies, of people that died of COVID were deficient in vitamin D.
[00:53:20.998 --> 00:53:30.423]  But he's done shows saying vitamin D doesn't help you because he works for the murdering big pharma companies that have paid them to read off a teleprompter the same message.
[00:53:30.703 --> 00:53:39.948]  And now even CNBC and ABC and all of them take money from Pfizer and Moderna to write articles saying it's safe and effective, paid for by them, lying to you.
[00:53:40.228 --> 00:53:41.309]  That's illegal!
[00:53:43.473 --> 00:53:45.494]  But they've launched a war against us.
[00:53:45.554 --> 00:53:46.955]  This is a depopulation attack.
[00:53:47.255 --> 00:53:54.238]  This is a system to where now people are gonna wake up and not take the shot, and the corporations are gonna fire them, and society's gonna collapse even faster.
[00:53:57.779 --> 00:54:00.961]  So let's finish up with the John Oliver thing, and I'm gonna settle down and move on to the really big news.
[00:54:01.001 --> 00:54:05.963]  I haven't even scratched the surface yet, but just think of this man and the evil he's involved in.
[00:54:06.003 --> 00:54:07.544]  He better hope there's not a God.
[00:54:07.804 --> 00:54:09.885]  He better hope there's not karma in the universe.
[00:54:10.862 --> 00:54:14.245]  Because there's a special place for people like this.
[00:54:14.686 --> 00:54:23.353]  Here he is, deceiving people, wrapping it, a candy wrapper of comedy, with the cyanide lies of medical tyranny.
[00:54:23.394 --> 00:54:23.814]  Here it is.
[00:54:24.074 --> 00:54:26.697]  Trying to keep hope from people, trying to keep real treatments.
[00:54:27.197 --> 00:54:28.498]  My father almost died.
[00:54:28.538 --> 00:54:30.040]  He didn't tell me he had COVID for a week and a half.
[00:54:30.460 --> 00:54:32.041]  I go over there, my mother was super sick.
[00:54:32.773 --> 00:54:34.214]  My dad couldn't even talk, couldn't get out of bed.
[00:54:34.614 --> 00:54:50.122]  Within six hours of being on hydroxychloroquine, being on rindesivir, not being on rindesivir, being on hydroxychloroquine, being on ivermectin, being on budesedine, and oral steroids, he was up walking around, his oxygen up at 90%.
[00:54:50.263 --> 00:54:55.866]  By the next day, his oxygen was at 96, 97%, and he was almost better except for brain fog for a week.
[00:54:55.886 --> 00:54:56.986]  90% better.
[00:54:57.006 --> 00:55:02.853]   Plus, And there's studies and facts, but he doesn't want you to know that.
[00:55:03.573 --> 00:55:06.115]  They don't want you to know about Oxford studies on mudecinine or any of it.
[00:55:06.315 --> 00:55:10.518]  They just want to tell you there's no hope except this shot that actually hurts you and destroys you.
[00:55:10.639 --> 00:55:14.281]  Think of the wickedness for simple money to do things like that.
[00:55:15.522 --> 00:55:16.043]  Unbelievable.
[00:55:16.303 --> 00:55:17.064]  This is Nuremberg 2.
[00:55:17.104 --> 00:55:18.405]  This is war crimes.
[00:55:18.645 --> 00:55:22.508]  And everybody that's been part of it is no better than Joseph Goebbels, the Nazi propaganda minister.
[00:55:23.578 --> 00:55:30.051]  And I tell you now, John Oliver and criminals like him will pay, one way or another, for the crimes they've committed against humanity.
[00:55:30.967 --> 00:55:42.395]  And I'm honored to stand against him, and I'm honored to be demonized, and I'm honored whatever they do to me, I'm committed 100% absolutely to this fight, because we know it's real, it's out in the open, and they're killing us.
[00:55:42.696 --> 00:55:44.197]  And it's an honor to stand against it.
[00:55:44.397 --> 00:55:45.297]  It's not heroic.
[00:55:45.658 --> 00:55:46.638]  It's called survival.
[00:55:47.499 --> 00:55:49.360]  All of you have to realize the truth of this.
[00:55:49.440 --> 00:55:51.242]  I know it's scary, but it's real.
[00:55:51.302 --> 00:55:52.162]  It's all confirmed now.
[00:55:52.743 --> 00:55:54.384]  Let's go back to this monster.
[00:55:54.824 --> 00:55:55.205]  Here he is.
[00:55:55.785 --> 00:56:06.688]  For many older Vietnamese Americans, there is such a vacuum of credible news channels that broadcast in Vietnamese, that many turn to YouTube for their news, with certain channels on in their houses 24-7.
[00:56:07.608 --> 00:56:12.409]  One popular host based here in the United States is Nguy Vu, who brands himself King Radio.
[00:56:12.449 --> 00:56:16.570]  He's basically a Vietnamese Alex Jones, as you can see in rants like these.
[00:56:18.075 --> 00:56:20.036]  China completely has control of Biden.
[00:56:20.156 --> 00:56:23.717]  The whole situation with Hunter Biden's laptop and the trove of data it contains?
[00:56:25.378 --> 00:56:27.738]  I think Xi Jinping has got his hands on all of it.
[00:56:27.958 --> 00:56:32.840]  George Soros was part of the financial plot to overthrow the Trump administration.
[00:56:35.987 --> 00:56:38.108]  Why are we still being forced to wear masks?
[00:56:38.469 --> 00:56:41.271]  Masks are killing people.
[00:56:41.831 --> 00:56:49.977]  If you're in a state that gives you the right to not wear a mask, and then you enter someone's house but they try to make you wear one, tell them fuck you!
[00:56:51.127 --> 00:56:54.688]  I mean, you can see where the Alex Jones comparisons come from.
[00:56:55.168 --> 00:57:04.550]  Both have voices that sound like bones going through a wood chipper, both have an inability to control the volume of said voices, and both have sets clearly inspired by a Windows 95 screensaver.
[00:57:05.210 --> 00:57:13.952]  Also, they both seem to have the same business model, with King Radio selling its audience Viagra, medications, and beauty creams that he claims are made by his cousin.
[00:57:14.312 --> 00:57:16.755]  Which should be a huge red flag.
[00:57:17.235 --> 00:57:19.638]  Unless his cousin is named Steve Clinique.
[00:57:20.138 --> 00:57:22.741]  I do not want any creams from that individual.
[00:57:23.442 --> 00:57:34.694]  But again, while Alex Jones has been removed from YouTube for spreading misinformation, King Radio is still going strong on the platform, despite the fact you just heard him say masks are killing people.
[00:57:35.014 --> 00:57:38.836]  Which clearly violates YouTube's ban on claims that wearing a mask is dangerous.
[00:57:38.896 --> 00:57:47.422]  And what I guess this means is Alex Jones could probably find his way back onto YouTube if he could just complete a Rosetta Stone course in Vietnamese.
[00:57:48.402 --> 00:57:54.506]  A key problem right now is that many communities don't have the same fact-checking resources that English-speaking ones do.
[00:57:54.986 --> 00:57:58.488]  If someone sends you an Alex Jones... I'm not going to play any more of it, but let's just counter that.
[00:57:58.729 --> 00:58:03.592]   The whole 30-minute show, I watched it today, time I'll never get back, Look at this person.
[00:58:03.632 --> 00:58:04.352]  Look at that person.
[00:58:04.412 --> 00:58:05.373]  They're Alex Jones.
[00:58:05.413 --> 00:58:05.893]  Ban them.
[00:58:06.213 --> 00:58:07.334]  See, we're all Alex Jones now.
[00:58:07.354 --> 00:58:08.275]  I told you that four years ago.
[00:58:08.295 --> 00:58:12.598]  I said, they set the model with me, they set the precedent, and then they call it the Alex Jones case.
[00:58:12.838 --> 00:58:18.442]  They were on MSNBC last week saying, oh, with the Sandy Hook stuff and the judgment, we'll now not have trials.
[00:58:18.462 --> 00:58:21.764]  We'll just say they're guilty with judges and we'll shut down Fox News.
[00:58:22.744 --> 00:58:23.145]  You see?
[00:58:23.405 --> 00:58:24.405]  This is for everybody.
[00:58:24.886 --> 00:58:26.167]  People better figure that out.
[00:58:26.427 --> 00:58:28.427]  This is an evil takeover.
[00:58:29.427 --> 00:58:31.427]  [Music]
[00:58:31.427 --> 00:58:58.427]  [Music]
[00:58:58.427 --> 00:59:00.427]  Alright folks.
[00:59:00.787 --> 00:59:08.413]  I've probably done 10 hours of preparation yesterday and today for this broadcast, and I've not even scratched one stack of what I had to hit.
[00:59:08.953 --> 00:59:11.896]  This is not here, again, for rhetoric.
[00:59:11.956 --> 00:59:13.937]  It's not here as a prop.
[00:59:14.017 --> 00:59:19.282]  Karl Rove said that he used to have a stack of note cards in debate class at college to intimidate people.
[00:59:20.004 --> 00:59:21.405]  Oh, look at all the note cards I've got.
[00:59:22.025 --> 00:59:22.606]  What a fraud.
[00:59:22.626 --> 00:59:23.106]  What a phony.
[00:59:23.466 --> 00:59:25.307]  This is all real news and information.
[00:59:25.447 --> 00:59:28.249]  Every damn stack is a total nightmare of evil.
[00:59:29.330 --> 00:59:30.751]  All, by the way, being admitted.
[00:59:31.211 --> 00:59:35.734]  The Pentagon admits they're lying to you on purpose to deceive you because you're the enemy.
[00:59:36.114 --> 00:59:38.155]  The Pentagon is run by the globalists.
[00:59:38.455 --> 00:59:44.379]  And so it's attacking its own troops and getting rid of them and saying that they're sex offenders and criminals if they don't take the shots.
[00:59:44.599 --> 00:59:45.620]  That's in the news today.
[00:59:46.460 --> 00:59:55.403]  Maybe to separate unvaccinated officers under same category used for drug offenders and sexual deviants in France, in Australia, and now in Germany.
[00:59:55.663 --> 00:59:58.304]  Can't go in a grocery store if you don't scan your passport.
[00:59:59.485 --> 01:00:03.807]  Vaccine passport, which now the UN announced two weeks ago.
[01:00:03.907 --> 01:00:11.409]  And then this week, the Davos Group, run by the Bilderberg Group head, Klaus Schwab, said, this is for your carbon passport now.
[01:00:12.470 --> 01:00:15.371]  And now we're going to tax you with the vaccine passport for carbon.
[01:00:16.707 --> 01:00:17.407]  I mean, it's here!
[01:00:17.808 --> 01:00:18.168]  It's here!
[01:00:18.208 --> 01:00:19.209]  I'm gonna play that next segment.
[01:00:19.249 --> 01:00:25.172]  But let's... You know, I said I'd air this at the start of the show.
[01:00:25.192 --> 01:00:25.913]  I never got to it.
[01:00:25.933 --> 01:00:27.313]  So let's just start with this.
[01:00:27.333 --> 01:00:28.514]  Because this is the biggest news.
[01:00:28.794 --> 01:00:29.655]  All the news is huge.
[01:00:30.996 --> 01:00:34.878]  But the big new piece of news is what I missed.
[01:00:35.278 --> 01:00:40.301]  And I was again, I was watching Christy Lee doing the War Room on Friday.
[01:00:41.102 --> 01:00:42.883]  By the way, she's who's hosting Sunday Live tonight.
[01:00:42.923 --> 01:00:43.223]  I didn't know.
[01:00:43.283 --> 01:00:44.124]  Owen's taking a few days off.
[01:00:44.144 --> 01:00:44.644]  Well deserved.
[01:00:46.278 --> 01:00:48.019]  And she had Dr. Mercola on.
[01:00:49.239 --> 01:00:50.380]  Mercola, Mocola on.
[01:00:50.400 --> 01:00:51.100]  Did a great job.
[01:00:51.920 --> 01:00:56.422]  And then she was playing a clip of a nurse saying, we don't get to keep our job.
[01:00:56.482 --> 01:00:57.263]  I've been fired.
[01:00:57.603 --> 01:01:06.807]  And as FEMA was coming in to replace us, and the National Guard, they said to FEMA, hey, you know, so you had to take the shot?
[01:01:06.847 --> 01:01:07.767]  They said, no, we don't have to.
[01:01:07.787 --> 01:01:09.068]  It's up to us.
[01:01:10.458 --> 01:01:17.380]  So I went and looked, and I've got all the articles right here, it's on the CDC site, that oh, there is no law, you don't have to take it.
[01:01:17.400 --> 01:01:20.981]  Of course there's no law for you either, it's just corporations fire you.
[01:01:21.401 --> 01:01:43.666]   So the government itself is kicking out all the private businesses, coming in and taking over hospitals, and the hospitals are doing this because they're getting a hundred plus billion dollars of the 500 billion plus that was pumped in for the COVID emergency member in the first big emergency package over a year and a half ago.
[01:01:44.267 --> 01:01:51.689]  And so now they've instituted that emergency saying we don't have enough medical workers.
[01:01:53.090 --> 01:01:56.091]  Not because the hospitals are full of the quote COVID patients.
[01:01:56.411 --> 01:01:57.352]  That's how they got that money.
[01:01:57.372 --> 01:02:00.233]  Remember stay in your house for 15 days to flatten the curve.
[01:02:00.753 --> 01:02:12.052]   Now here we are 20 months later and It's all about money, it's all about power, and it's all about FEMA slowly taking over the country.
[01:02:12.072 --> 01:02:17.635]  Remember when the CDC said, for the last year and a half, we're in control of all housing, all rents are forgiven?
[01:02:17.855 --> 01:02:19.796]  That's to bankrupt local renters and economies.
[01:02:19.856 --> 01:02:22.057]  Again, all of this is to shut things down.
[01:02:22.357 --> 01:02:29.681]  And so now they're getting rid of all these nurses, all these doctors, hundreds of thousands of them, and they're bringing in federal scabs that don't have to do it!
[01:02:30.001 --> 01:02:34.043]  And it's not even a news item, and it's on the CDC's side admitting it.
[01:02:35.307 --> 01:02:36.468]  And where's Rand Paul?
[01:02:36.728 --> 01:02:37.849]  Where's Josh Hawley?
[01:02:38.049 --> 01:02:39.330]  Where's Tom Cotton?
[01:02:40.090 --> 01:02:41.371]  Where's Senator Cruz?
[01:02:41.471 --> 01:02:42.092]  Nowhere!
[01:02:42.732 --> 01:02:45.494]  They're on TV warning about the dangers of socialism.
[01:02:46.817 --> 01:02:49.499]  Well, this is socialism at the grassroots, but it's fascism on top.
[01:02:50.139 --> 01:03:04.629]  I mean, we are so far gone, and the thousands of backed-up ships, and them not letting it in, and then Buddha Judge, and the Treasury Secretary, Deputy Secretary also comes out and says, oh, we're doing this to teach you a lesson.
[01:03:04.869 --> 01:03:07.231]  Take your shots and we'll let you have Christmas.
[01:03:07.351 --> 01:03:11.054]  I mean, why don't you put a frickin' gun to our head, you crazy man?
[01:03:11.534 --> 01:03:12.315]  I got that clip!
[01:03:12.995 --> 01:03:19.080]  I mean, we are here, and no wonder they're on national TV everywhere saying, get Jones off the air.
[01:03:19.240 --> 01:03:22.082]  No wonder they're saying, oh, Jones doesn't get a jury trial.
[01:03:22.122 --> 01:03:24.044]  We're just shutting him down, a judge says.
[01:03:24.344 --> 01:03:27.306]  Because, my God, it's Armageddon!
[01:03:27.326 --> 01:03:30.669]  ADE is kicking in.
[01:03:30.789 --> 01:03:32.831]  Massive deaths all over the world of the vaccinated.
[01:03:32.951 --> 01:03:36.654]  They're going, man, these people are all dying from a new super cold, oh yeah!
[01:03:36.994 --> 01:03:38.475]  I mean, wow, they're really doing it.
[01:03:39.016 --> 01:03:40.337]  And the public's in a damn trance.
[01:03:44.195 --> 01:03:45.876]  People are like, Jones, how are you taking all the attacks?
[01:03:46.056 --> 01:03:47.177]  How am I taking all the attacks?
[01:03:47.337 --> 01:03:48.337]  They're killing everybody!
[01:03:48.498 --> 01:03:49.538]  They're shutting everything down!
[01:03:49.698 --> 01:03:55.282]  They're firing the nurses and doctors by the hundreds of thousands and bringing in unvaccinated FEMA for federalization!
[01:03:55.502 --> 01:03:58.163]  So now the military and FEMA are in charge of the medical system.
[01:03:58.303 --> 01:03:59.284]  And it'll never go back.
[01:03:59.544 --> 01:04:00.344]  It'll never change.
[01:04:00.525 --> 01:04:01.245]  It'll never reverse.
[01:04:01.465 --> 01:04:05.227]  And Congress passed it 20 months ago because the hospitals were going to be full.
[01:04:05.467 --> 01:04:06.348]  And see how they set it up?
[01:04:06.488 --> 01:04:09.490]  They got it all prepared, all rolled out, all done.
[01:04:11.513 --> 01:04:12.734]  Let's just go to part of the report.
[01:04:12.974 --> 01:04:14.135]  I don't have time to get to the whole thing.
[01:04:14.155 --> 01:04:18.537]  It's a three and a half minute report from the start of last night's emergency broadcast, but here it is.
[01:04:19.298 --> 01:04:23.941]  Is FEMA requiring you guys to be vaccinated, all the nurses and doctors from FEMA?
[01:04:24.301 --> 01:04:25.762]  She goes, oh, no, no, no, it's a choice.
[01:04:27.603 --> 01:04:29.084]  I said, I'm sorry, I'm confused.
[01:04:30.645 --> 01:04:56.583]   I said, you're going to do the same job in the same building With the same patients treating the same illness as the doctors and the nurses who just were employed at this hospital and left because they were being required by their employer to be vaccinated.
[01:04:57.188 --> 01:05:00.391]  Infowars is almost always way ahead of the curve.
[01:05:00.411 --> 01:05:02.192]  We are truly next year's news today.
[01:05:02.212 --> 01:05:05.235]  And we haven't dropped the ball on this one either.
[01:05:05.395 --> 01:05:08.017]  We're amongst the very first to be reporting it.
[01:05:08.778 --> 01:05:18.366]  But the fact that this information has been going on for months and that we are just now discovering it shows just how diabolical this globalist takeover is.
[01:05:19.352 --> 01:05:45.068]  We know, even USA Today admits it, that $53,000 extra is given to every hospital or medical group that intubates the patient, incentivizing them to send people home when they're first sick, to not give them antibiotics, not give them steroids, not give them ivermectin or hydroxychloroquine, so they become deathly ill, they come back, they put them on a ventilator, and then 92% of the time they end up dying.
[01:05:45.888 --> 01:05:48.370]  That's the CDC's, the federal government's, own numbers.
[01:05:48.951 --> 01:05:52.454]  You've seen all the incentives to not give care and basically kill people.
[01:05:53.735 --> 01:06:01.642]  Well, why do you think they've been locking up all the hospitals and all of the nursing homes and bringing COVID patients in to get people sick and make them die, but not letting families in?
[01:06:02.182 --> 01:06:05.405]  Because this is all a eugenics depopulation operation.
[01:06:05.885 --> 01:06:10.849]  Well, now one of the last big pieces of the puzzle just fell into place.
[01:06:11.890 --> 01:06:16.833]  And our own Christy Lee interviewed some of the witnesses yesterday who've experienced it personally.
[01:06:17.393 --> 01:06:20.115]  And I looked up the federal guidelines and lo and behold, it's there.
[01:06:20.996 --> 01:06:26.119]  There is not even a regulation or a law making federal employees take the vaccines.
[01:06:26.719 --> 01:06:27.820]  It's all a giant hoax.
[01:06:27.840 --> 01:06:29.701]  There's not a law for the general public as well.
[01:06:30.321 --> 01:06:48.275]   And so when FEMA workers are coming in to take over the hospitals, not because they're overwhelmed with COVID, But because hundreds of thousands of nurses have quit over the illegal mandate, they are telling the nurses and doctors they're replacing that they didn't take the shot, and it's their option, their choice.
[01:06:49.216 --> 01:06:51.498]  That is absolutely incredible.
[01:06:51.558 --> 01:06:55.342]  It's right there in the fine print, in the paperwork, on the CDC website.
[01:06:55.762 --> 01:06:56.583]  So think about that.
[01:06:56.643 --> 01:07:03.229]  They use the hospital groups, the corporations, to fire everybody outside of law, claiming they're following a federal law.
[01:07:03.889 --> 01:07:11.160]  And then the hospital groups get the billions of dollars of emergency funding when they say that the hospitals are overwhelmed because of COVID patients.
[01:07:11.360 --> 01:07:13.360]  They put that law in place last year.
[01:07:13.360 --> 01:07:15.360]   Over $100 billion dollars is sitting there waiting to be spent.
[01:07:15.360 --> 01:07:31.360]  [Music]
[01:07:31.360 --> 01:07:34.360]  Ladies and gentlemen, we are living in incredible times.
[01:07:34.304 --> 01:08:01.354]   A global corporate government, using medical tyranny, is assaulting the planet with a depopulation operation that doesn't just kill you through the shots, it also kills you through the collapse of the economy and the starvation of the third world, which is then organized as the third world collapses with who's left to then flood the western world with what they call Replacement.
[01:08:02.235 --> 01:08:02.855]  Migration.
[01:08:03.875 --> 01:08:11.418]  Now, I got a bunch of clubs I want to get to that are very, very important to understand all of this.
[01:08:11.598 --> 01:08:17.300]  And there's no way that I'm going to be able to get to all of this in the 26 minutes we have left.
[01:08:17.821 --> 01:08:24.203]  And that's why we have Sunday Live, which only has six minutes of ads an hour, by the way, just the local ads for local radio and TV stations.
[01:08:24.223 --> 01:08:25.083]  We've dropped all ours.
[01:08:25.123 --> 01:08:26.984]  The show is free to air, meaning anybody can pick it up.
[01:08:27.324 --> 01:08:28.024]  Everybody can pick it up.
[01:08:28.044 --> 01:08:28.905]  We just want you to get it out.
