[00:00:16.070 --> 00:00:20.175]  Infowars, the most banned network in the world.
[00:51:09.153 --> 00:51:10.513]  It was just part of my DNA.
[00:51:11.174 --> 00:51:18.696]  And I know my Heavenly Father is proud of me too because I obeyed Him to follow Him and do what He was asking me to do.
[00:51:19.076 --> 00:51:26.218]  If He wouldn't have told me, if He would have said don't go, I wouldn't have gone because I was a bigger purpose than
[00:51:27.549 --> 00:51:27.929]  And as I
[00:51:45.362 --> 00:51:59.787]  Those kind of things, then we don't, we're living in a godless society, and that's not what our country is founded on, and I believe God wants to make our country, I know Josh said before, glorious, and I've got a new maggot slogan, it's Make America God.
[00:52:00.467 --> 00:52:12.330]  Yeah, so, obviously terrible what she's facing, and I want to show you this next clip as well of her in the car, because I'm going to make a point about this type of injustice, right?
[00:52:12.611 --> 00:52:13.231]  We believe
[00:52:14.437 --> 00:52:15.617]  I believe I'm not alone here.
[00:52:17.158 --> 00:52:22.979]  America should not be a place where you need a pardon for a prayer.
[00:52:24.779 --> 00:52:25.540]  Pretty straightforward.
[00:52:26.160 --> 00:52:28.040]  You should never need a pardon for a prayer in America.
[00:52:28.060 --> 00:52:29.861]  I understand she entered the Capitol and prayed.
[00:52:30.221 --> 00:52:37.862]  But when you see this type of injustice, it evokes a maddening sense of retribution amidst good people.
[00:52:38.723 --> 00:52:39.803]  Let's go ahead and see the other clip.
[00:52:47.034 --> 00:52:47.154]  So.
[00:53:16.095 --> 00:53:19.797]  When your country treats you like a terrorist, you're more likely to become a terrorist.
[00:53:20.518 --> 00:53:22.499]  When they treat you like a criminal, you're more likely to commit a crime.
[00:53:22.519 --> 00:53:28.503]  When they treat you like an insurrectionist, you're more likely to become an insurrectionist because it's unjust that they're treating you like that to begin with.
[00:53:29.440 --> 00:53:42.543]  And this type of thing is happening thousands and thousands of times over, in thousands of different ways every single day, and we're seeing it go viral on the internet, not just the new FreeSpeechX platform, but on the TikToks and the Instagrams, even the controlled platforms.
[00:53:42.583 --> 00:53:44.304]  People are waking up like, what the heck is going on?
[00:53:44.644 --> 00:53:46.745]  Why is this lady facing prison time?
[00:53:46.765 --> 00:53:49.585]  Because she walked into the Capitol during a protest to say a prayer.
[00:53:50.005 --> 00:53:51.326]  She's not breaking windows.
[00:53:52.549 --> 00:53:54.250]  Wrestling with cops, doing anything wrong.
[00:53:54.270 --> 00:53:57.711]  She was just there to stand up against a perceived injustice.
[00:53:57.751 --> 00:54:01.913]  It's irrelevant whether or not she was right in her protest, because you have the right to protest in this country.
[00:54:02.213 --> 00:54:05.074]  And then she's being shut down as a terrorist.
[00:54:05.094 --> 00:54:06.275]  And there's more examples of this.
[00:54:06.335 --> 00:54:08.116]  Clip 10, FBI whistleblower.
[00:54:08.856 --> 00:54:13.218]  The FBI taught agents that pro-lifers were more dangerous than Islamic terrorists.
[00:54:14.301 --> 00:54:22.669]  We were shown a video that was produced by the Southern Poverty Law Center that ranked people who oppose abortion pro-life activists as a greater threat than Islamists.
[00:54:22.689 --> 00:54:34.101]  The FBI trained counterterrorism personnel with Southern Poverty Law Center, SPLC, materials claiming conservatives were more of a threat than Islamic terrorists, according to former FBI agent turned whistleblower Steve Friend.
[00:54:34.121 --> 00:54:34.942]  Let's watch a little bit of that.
[00:54:36.331 --> 00:54:41.617]  Yet, when it comes to Christians, oh well, they're Christian, we're really going to have to watch them.
[00:54:41.657 --> 00:54:45.020]  We can legitimize in our mind investigating them.
[00:54:47.022 --> 00:55:00.494]  At the FBI Academy we were shown a video that was produced by the Southern Poverty Law Center in which they ranked people who oppose abortion, pro-life activists, as a greater threat than Islamists.
[00:55:01.414 --> 00:55:04.975]  That's the training that went on for me, and that was in 2014, so 10 years ago.
[00:55:05.015 --> 00:55:09.336]  I don't know if they still show that, but that was what we were shown.
[00:55:09.656 --> 00:55:16.398]  And I think that it's also worth noting that, back to the words, I said Christian Nationalists, the term doesn't matter.
[00:55:16.418 --> 00:55:24.200]  The FBI reinterprets what terms mean all the time to push a political agenda, which is why we'll take something like January 6th.
[00:55:25.200 --> 00:55:29.463]  Where they departed from the rules on that, which is what I was a whistleblower about.
[00:55:29.543 --> 00:55:35.067]  Where that's one case investigated with however many subjects committed or alleged to have committed a crime.
[00:55:35.467 --> 00:55:38.590]  The FBI opened a separate case for every single person.
[00:55:40.111 --> 00:55:42.572]  So now we've turned one case into thousands of cases.
[00:55:43.173 --> 00:55:43.273]  Wow.
[00:55:43.593 --> 00:55:47.536]  And then, instead of investigating them on paper from Washington, D.C.
[00:55:47.616 --> 00:55:48.837]  There's a task force in D.C.
[00:55:48.897 --> 00:55:50.098]  that's doing the investigating.
[00:55:51.107 --> 00:55:52.909]  They assigned them to the field, though.
[00:55:53.410 --> 00:56:01.618]  So, in Daytona, where I was, it now looks like there's a domestic terrorist in Daytona Beach, when it's someone who walked through the Capitol.
[00:56:02.059 --> 00:56:10.348]  Another manipulation, though, is most of those cases are riot investigations, according to the way that they are categorized by the FBI.
[00:56:11.616 --> 00:56:13.558]  Rioting is a criminal violation.
[00:56:13.718 --> 00:56:16.280]  It's not a counter-terrorism matter.
[00:56:17.001 --> 00:56:18.482]  But the FBI is saying that they are.
[00:56:19.042 --> 00:56:23.026]  They're calling them that so they can call them terrorist cases.
[00:56:23.867 --> 00:56:32.053]  So again, we're seeing that it doesn't matter what the term is, they will do whatever they have to and interpret the words in any way they can to call things domestic terrorism.
[00:56:32.934 --> 00:56:40.620]  The demand for domestic terrorism vastly outstrips the supply that we have in this country, which theoretically should be a good thing.
[00:56:41.240 --> 00:56:47.205]  So they want to define you as a domestic terrorist because then all the laws and implications change with the rights that you have.
[00:56:47.605 --> 00:56:48.566]  They go after you.
[00:56:49.781 --> 00:56:52.322]  Whatever they want, you're suddenly an enemy of the state.
[00:56:52.843 --> 00:57:00.626]  And when they do that to people like this unfortunate grandma that we just covered, everybody knows that it's wrong, even if they disagree.
[00:57:00.666 --> 00:57:08.870]  I mean, people look at that woman crying in their car, and only the coldest, most corrupted, evil people would say, well, she shouldn't have gone into Capitol.
[00:57:08.910 --> 00:57:10.131]  That is just asinine.
[00:57:10.171 --> 00:57:18.195]  If it was somebody that went into Capitol to pray and protest against Trump, I'd disagree and think that was silly, but I wouldn't advocate this person be put away for years.
[00:57:19.670 --> 00:57:21.811]  We got more great news to cover over the next hour or so.
[00:57:21.851 --> 00:57:23.431]  We're going to be taking calls in about 30 minutes.
[00:57:23.471 --> 00:57:26.432]  Make sure in the meantime you visit InfoWarsStore.com.
[00:57:26.473 --> 00:57:28.933]  I highly recommend checking out Survival Shield X3.
[00:57:28.973 --> 00:57:29.894]  I did a bunch of research.
[00:57:30.254 --> 00:57:34.035]  The benefits of iodine are absolutely incredible.
[00:57:34.595 --> 00:57:39.317]  It helps your body detox from the toxins that are in our food and water, and it also keeps us on the air.
[00:57:39.337 --> 00:57:40.118]  This is a critical time.
[00:57:40.138 --> 00:57:44.859]  It's more important now than ever that InfoWars stay on the air as we come up to this election.
[00:57:44.899 --> 00:57:46.620]  Go to InfoWarsStore.com right now.
[00:57:53.297 --> 00:57:58.120]  InfoWars is listener supported and we appreciate your donations.
[00:57:58.761 --> 00:58:01.543]  But buy a product and support your health too.
[00:58:03.944 --> 00:58:09.808]  The curcuminoids in turmeric is one of nature's most powerful and beneficial medicines.
[00:58:10.429 --> 00:58:14.892]  Raw turmeric root contains about 5% of this incredible medicine.
[00:58:16.012 --> 00:58:19.835]  But our bodies has been formulated to contain over 95%.
[00:58:22.136 --> 00:58:27.539]  This makes bodies one of the most powerful natural antioxidants in the world.
[00:58:29.540 --> 00:58:36.824]  Combined with other natural herbs, bodies will help improve mobility, flexibility, and immunity.
[00:58:38.565 --> 00:58:39.446]  Get some today.
[00:58:40.347 --> 00:58:41.647]  Now 40% off.
[00:58:42.748 --> 00:58:46.950]  Support your health and support the InfoWar at InfoWarStore.com.
[00:58:48.595 --> 00:58:49.536]  Hello Americans!
[00:58:50.316 --> 00:58:51.978]  I want to share with you a story.
[00:58:52.578 --> 00:58:58.783]  A story about inflammation, the silent menace that lurks within our bodies, affecting our health and well-being.
[00:58:59.904 --> 00:59:05.728]  Inflammation, the root cause of countless ailments, quietly wreaking havoc over time.
[00:59:06.769 --> 00:59:14.415]  Long-term exposure to inflammation has been linked to a myriad of health issues, from heart disease to arthritis, even cognitive decline.
[00:59:15.461 --> 00:59:23.087]  But fear not, for there's a beacon of hope found in the wisdom of nature, a remedy that has stood the test of time, turmeric.
[00:59:23.827 --> 00:59:28.130]  And now I present to you Baudis from InfoWarStore.com.
[00:59:29.452 --> 00:59:37.118]  A powerful blend crafted with precision boasting 95% curcuminoids extracted from turmeric.
[00:59:37.278 --> 00:59:39.239]  It's good for your heart, your brain, everything.
[00:59:39.360 --> 00:59:42.202]  It is 40% off, back in stock.
[00:59:42.322 --> 00:59:44.363]  Bobby's Ultimate Turmeric Formula.
[00:59:44.904 --> 00:59:47.626]  Infowarsstore.com.
[00:59:50.888 --> 00:59:56.793]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:14.146 --> 01:00:19.711]  Some are saying that directed energy weapons are being deployed to spark the largest fire in Texas history.
[01:00:20.111 --> 01:00:21.793]  And we know that these weapons exist.
[01:00:22.093 --> 01:00:27.497]  This newly released footage shows the Dragonfire laser directed energy weapon system in action.
[01:00:27.838 --> 01:00:31.020]  And it could be in the hands of military personnel in five years time.
[01:00:31.421 --> 01:00:35.544]  It destroys targets with an intense beam of light and has pinpoint accuracy.
[01:00:35.904 --> 01:00:39.748]  It's able to hit something the size of a one pound coin from a kilometer away.
[01:00:40.228 --> 01:00:47.034]  The fires we have seen in recent years, including the fires in Texas, are very different from what we have seen in the past.
[01:00:47.535 --> 01:00:53.781]  They often selectively spare the trees while burning the infrastructure into a powdery ash footprint.
[01:00:55.575 --> 01:01:00.016]  Witness and observed some extraordinary damage in our state.
[01:01:00.856 --> 01:01:12.679]  Could be caused by hurricanes or tornadoes and frequently when you see the aftermath of that damage, there's a some semblance of a structure that is still there.
[01:01:14.739 --> 01:01:20.540]  When you look at the damages that have occurred here, it's just gone.
[01:01:21.861 --> 01:01:22.761]  Completely gone.
[01:01:23.846 --> 01:01:26.987]  Nothing left but ashes on the ground.
[01:01:28.087 --> 01:01:37.630]  After the Maui fires, many people believed that a blue roof was able to deflect these directed energy weapons and spare the home from destruction.
[01:01:38.230 --> 01:01:41.191]  And Joe Biden recently alluded to this twice.
[01:01:41.591 --> 01:01:50.334]  If you fly over these areas that are burned to the ground, you'll see in the midst of 20 homes that are just totally destroyed, one home sitting there because it had the right roof on it.
[01:01:57.553 --> 01:01:58.054]  It moves.
[01:01:58.294 --> 01:02:00.740]  It didn't move.
[01:02:00.800 --> 01:02:01.862]  It's the right material.
[01:02:01.942 --> 01:02:02.223]  Yeah.
[01:02:02.343 --> 01:02:03.305]  So we gotta change that.
[01:02:04.890 --> 01:02:08.813]  Joe Biden is clearly not a reliable source of accurate information.
[01:02:09.093 --> 01:02:11.855]  But why would a roof save a house from burning?
[01:02:12.315 --> 01:02:23.063]  And while there is plenty of circumstantial evidence that suggests directed energy weapons are being used to start these recent fires, arsonists have been arrested starting them the old-fashioned way.
[01:02:23.563 --> 01:02:24.804]  And there is a clear motive.
[01:02:25.304 --> 01:02:31.929]  The United Nations, who have been orchestrating the open border policy of America and several other countries,
[01:02:32.449 --> 01:02:37.475]  Have openly announced plans to clear the lands of people and move them into smart cities.
[01:02:38.296 --> 01:02:45.885]  Starting with Agenda 21, a map which shows designated off-limits to human areas, lined up with the 2008 California fires.
[01:02:48.328 --> 01:02:52.730]  Nine years ago, planning was announced for smart cities to be built on Maui.
[01:02:53.311 --> 01:03:01.555]  But the most coveted property was owned by natives, whose families have lived there for generations prior to Hawaii being annexed by the U.S.
[01:03:02.435 --> 01:03:07.258]  In August of 2023, Maui was devastated by highly suspicious fires.
[01:03:07.798 --> 01:03:11.380]  Roads were blocked off to keep residents from escaping, and the U.S.
[01:03:11.420 --> 01:03:13.901]  government gave survivors a mere $700 per household.
[01:03:16.002 --> 01:03:27.815]  A conference in April of 2023 met in Viña del Mar, Chile, to provide the municipality with support in the transfer of knowledge about the theory and solutions of smart cities.
[01:03:28.536 --> 01:03:31.960]  A year later, Viña del Mar was ravaged by fires.
[01:03:32.501 --> 01:03:36.565]  It was blamed on climate change, but local officials claimed arson.
[01:03:38.146 --> 01:03:48.109]  And in 2022, Amarillo, Texas was reported to be the number one area under the radar for the Texas housing market under the United Nations' Vision 2045.
[01:03:49.529 --> 01:03:55.030]  On February 26th of this year, the biggest fire of Texas broke out in this same area.
[01:03:55.850 --> 01:04:03.692]  Vision 2045 is the latest iteration of the United Nations' plan to seize control of 90% of the land and limit people to 15-minute cities.
[01:04:07.637 --> 01:04:11.079]  We'd like to think that change happens in manageable ways.
[01:04:11.500 --> 01:04:12.641]  It doesn't happen like that.
[01:04:13.041 --> 01:04:21.707]  It happens in punctuated equilibria where we have periods of stability and then periods of massive, radical, disruptive and transformative change.
[01:04:21.767 --> 01:04:24.269]  And that is where we are right now.
[01:04:24.789 --> 01:04:27.631]  This is the decisive decade in the history of humanity.
[01:04:27.872 --> 01:04:31.634]  We who are here now have a responsibility that no future generations will have.
[01:04:33.916 --> 01:04:36.418]  Reporting for InfoWars, this is Greg Rees.
[01:04:51.132 --> 01:04:55.750]  If you are receiving this transmission, you are the Resistance.
[01:05:01.323 --> 01:05:08.429]  Sleepless nights seem to be a lot more common these days, with everything that's going on both at home and the world at large.
[01:05:08.990 --> 01:05:16.776]  If you're having trouble getting to that deep sleep we could all use more of, our new sleep support formula, Down and Out, is just the thing.
[01:05:17.557 --> 01:05:23.923]  It's our new, faster-absorbing liquid formula that is specifically designed to help you get the shut-eye you deserve.
[01:05:24.517 --> 01:05:24.877]  I think so.
[01:05:43.743 --> 01:05:50.189]  Which was traditionally used by Native Americans like the Cherokees who used it for its relaxing qualities.
[01:05:50.409 --> 01:05:56.274]  Be sure to take this product when you are completely ready for sleep because you will be down and out.
[01:05:56.575 --> 01:06:06.964]  Selling out now at InfoWarsStore.com Rallying patriots worldwide in defense of human liberty.
[01:06:07.504 --> 01:06:08.986]  It's Alex Jones.
[01:06:12.620 --> 01:06:14.621]  Welcome back to the Alex Jones Show, folks.
[01:06:14.661 --> 01:06:16.262]  I am Chase Geiser, your host this evening.
[01:06:16.322 --> 01:06:17.503]  Alex will be back at the end of the week.
[01:06:17.543 --> 01:06:24.086]  He is taking a much-deserved vacation, and he has been communicating with the crew this entire time and working closely.
[01:06:24.106 --> 01:06:27.849]  It seems like it's hard for him to get away from work, but I'm glad that he's able to get some time away with family.
[01:06:28.789 --> 01:06:30.150]  He will be back tomorrow.
[01:06:30.170 --> 01:06:32.552]  We're going to be doing some coverage of the eclipse.
[01:06:32.572 --> 01:06:45.742]  I'm not sure if the weather is going to be overcast or not, but we're going to have some cameras coming from several different locations around Austin, Texas, and I will be at Zilker Park as far as I know now, with some of the crew interviewing people, getting responses for the eclipse.
[01:06:45.762 --> 01:06:52.707]  The eclipse is going to be at about 1.30 tomorrow, as I understand it, so we'll be covering it between 1 and 2 central time.
[01:06:53.048 --> 01:06:54.329]  So tune in for that, and we will be
[01:06:55.029 --> 01:07:00.512]  At several different locations, as I said, to make sure that we can try to get the best images to you of this eclipse.
[01:07:01.333 --> 01:07:02.414]  Apparently, it's going to be amazing.
[01:07:02.794 --> 01:07:06.196]  I've never seen an eclipse that I thought was just mind-blowing before.
[01:07:06.836 --> 01:07:14.481]  I think the last time I spent time actually looking at one was probably in elementary school or something like that, so I'm excited as an adult to have this experience and look at it.
[01:07:14.961 --> 01:07:20.045]  Matt Baker was kind enough to call and tell me a little bit about the eclipse and how beautiful they really are.
[01:07:21.044 --> 01:07:31.052]  If you see the total eclipse and have the experience and are able to see the corona, so we're going to take his advice and do everything that we can to get the best, best imagery for you guys as possible.
[01:07:31.332 --> 01:07:32.953]  If you're not in the strip, it's crazy.
[01:07:32.993 --> 01:07:42.921]  I saw a map this week of Airbnb bookings and there's just an insane amount of bookings along the stretch that's going to have the total eclipse in the United States.
[01:07:43.982 --> 01:07:44.402]  Very exciting.
[01:07:46.104 --> 01:07:47.386]  Let's get into this next story here.
[01:07:47.666 --> 01:07:50.911]  NATO Chief, Ukraine may have to compromise with Russia.
[01:07:52.864 --> 01:07:59.169]  So, it is up to the West to make sure that Kiev reaches an acceptable result, says Jens Stoltenberg.
[01:07:59.670 --> 01:08:08.237]  Ukraine may ultimately have to agree to come to some kind of compromise with Russia to end the conflict, NATO Secretary General Jens Stoltenberg has said.
[01:08:08.257 --> 01:08:20.248]  In an interview with the BBC published on Saturday, the NATO chief reiterated that the West must support Ukraine in the long term, even if we believe and hope that the war will end in the near future.
[01:08:21.178 --> 01:08:29.061]  He added that Western countries should invest in Kiev's defense capabilities to make it more resilient in the event of future hostilities.
[01:08:29.101 --> 01:08:35.284]  At the same time, he signaled that it was up to Ukraine to choose when and under what conditions to seek peace with Russia.
[01:08:35.304 --> 01:08:41.386]  At the end of the day, it has to be Ukraine that decides what kind of compromises they're willing to do, Stoltenberg said.
[01:08:44.454 --> 01:08:51.138]  This week, Blinken came out and explicitly stated that Ukraine will be a member of NATO.
[01:08:51.839 --> 01:09:05.448]  And we know that if this happens in the context of attacks from Russia on Ukraine, then those attacks would legally in the international community be classified as attacks on the United States itself and other members of NATO.
[01:09:06.576 --> 01:09:15.929]  This, then, justifies legally an explicit military response against Russia among all membo...membo...members of NATO, NATO members.
[01:09:17.952 --> 01:09:19.493]  So it seems like a major escalation.
[01:09:19.533 --> 01:09:31.442]  Now it's possible that this effort is being done so that Ukraine will have a better negotiating position in light of a surrender or a ceasefire or something of that nature.
[01:09:31.462 --> 01:09:32.763]  I don't know if they would call it a surrender.
[01:09:32.803 --> 01:09:35.906]  They'd probably try to save a face for Ukraine in this.
[01:09:36.446 --> 01:09:43.652]  But it seems to me just as likely, especially since we have conflicts popping up all over the place, that this is being used as an excuse to usher in
[01:09:44.878 --> 01:09:48.201]  Military action, NATO military action against Russia.
[01:09:48.221 --> 01:09:56.107]  And I saw a clip this week, I don't know if you guys saw the clip or if we have it, of NATO troops being spotted on a farmer's land in Moldova.
[01:09:56.948 --> 01:09:59.530]  And this farmer is yelling at them, get off my property, get off my property.
[01:09:59.550 --> 01:10:00.771]  They sounded like Americans to me.
[01:10:01.530 --> 01:10:05.071]  They responded and they said, we're here to help, we're here to help, and this guy knows better.
[01:10:05.091 --> 01:10:07.191]  He's like, look, you guys aren't here to help.
[01:10:07.851 --> 01:10:12.052]  Even if you think you're here to help, it's not very helpful that NATO is on my land.
[01:10:12.753 --> 01:10:18.714]  Because that can only mean that there's going to be increased escalation, conflict in the region.
[01:10:20.454 --> 01:10:22.395]  There's no way that this is going to be helpful.
[01:10:24.133 --> 01:10:25.214]  If NATO is involved.
[01:10:25.614 --> 01:10:26.995]  And Russia doesn't give up.
[01:10:27.135 --> 01:10:27.975]  They don't care.
[01:10:28.276 --> 01:10:37.842]  All the way back to Napoleon, through World War II, through every military conflict that they've ever had, even when their whole entire government collapses, Russia still finds a way to stay Russia.
[01:10:38.530 --> 01:10:45.293]  I mean, what other example throughout history has there been the entire collapse of a government and that government, that country still remains?
[01:10:45.313 --> 01:10:51.896]  I know that the territories were redrawn after the collapse of the USSR or the Soviet Union, but Russia still managed to stay Russia.
[01:10:51.916 --> 01:10:53.336]  I was talking to my wife about Russia.
[01:10:53.376 --> 01:11:06.442]  One of the things that's the most amazing thing about Russia to me, the reason I respect Russians so much, is because while Russians seem to have failed to figure out how to really thrive,
[01:11:07.421 --> 01:11:12.304]  They are by far the most impressive people that I've ever seen figure out how to survive.
[01:11:13.665 --> 01:11:28.294]  They have survived Ivan the Terrible, they survived the collapse of the USSR in the midst of the Cold War, they survived both World War I and World War II, they survived the communist takeover and the eradication of the czar system that they had before.
[01:11:28.334 --> 01:11:34.418]  I mean, these people, despite all odds, being in a terribly unforgiving climate,
[01:11:35.879 --> 01:11:40.021]  Through terribly unforgiving times, you simply can't kill them.
[01:11:40.441 --> 01:11:41.962]  They will survive, no matter what.
[01:11:42.002 --> 01:11:51.586]  So if we think that we're going to have some sort of a victory over Russia in World War III, we should probably think again, because though they seem to struggle to thrive, they will survive.
[01:11:52.246 --> 01:11:55.427]  The opposite example would be like Rome, for example.
[01:11:55.727 --> 01:11:59.529]  Rome couldn't figure out how to survive, but at its peak, man, it was really thriving.
[01:12:00.657 --> 01:12:07.200]  It's yet to be said for the United States of America, but it seems that we may be failing to survive, but at our peak, man did we thrive.
[01:12:07.400 --> 01:12:10.502]  Did we accomplish some of the most impressive things that have ever been accomplished.
[01:12:11.442 --> 01:12:13.984]  From the Industrial Revolution all the way to the tech boom.
[01:12:14.384 --> 01:12:16.665]  From the invention of the internet, from landing on the moon.
[01:12:18.968 --> 01:12:24.491]  It's just the proof that capitalism and free markets are the most efficient form of an economy.
[01:12:24.731 --> 01:12:33.515]  The proof that trusting people with the responsibility of freedom amounts to less injustice than a top-down regulation.
[01:12:33.935 --> 01:12:42.359]  As this great experiment, we have proven objectively to the world that freedom is safer than safety is without freedom.
[01:12:43.567 --> 01:12:44.747]  It's an amazing accomplishment.
[01:12:44.787 --> 01:12:54.571]  I don't know if we're going to figure out how to survive or not, because it seems like though our Constitution was capable of saying which rights should be protected, it failed to protect itself.
[01:12:55.432 --> 01:13:02.394]  It seems that our Constitution now has somehow just become another piece of paper, so it doesn't enforce itself.
[01:13:02.454 --> 01:13:08.997]  It requires good men with consensus on culture and values to enforce its principles.
[01:13:10.697 --> 01:13:20.270]  But it did prove that the principles within it, when they were actually manifest and being enforced and used to the best of our ability, were the most effective and just.
[01:13:20.510 --> 01:13:24.636]  The best at bringing the weakest and poorest among us up from poverty.
[01:13:25.657 --> 01:13:26.278]  Thank you.
[01:13:44.787 --> 01:13:46.189]  That's one of my criticisms of anarchy.
[01:13:46.229 --> 01:14:00.668]  One of my big beefs with anarchy is like, okay, so if you establish a system of anarchy where there is no government and there's just total freedom, then what system or party is in place to enforce the state of anarchy?
[01:14:01.249 --> 01:14:02.309]  That's the issue with anarchy.
[01:14:03.090 --> 01:14:08.411]  There is no government to enforce anarchy, and if there was a government to enforce anarchy, then it wouldn't be anarchy because it would have a government.
[01:14:08.591 --> 01:14:12.252]  That's the major problem with anarchy as a political philosophy.
[01:14:12.573 --> 01:14:13.273]  It's impossible.
[01:14:13.313 --> 01:14:18.955]  And if you think about the history of mankind as a whole, the species itself, that is the default setup.
[01:14:18.995 --> 01:14:25.737]  The default setup is you're born into nature, and there is no establishment, there's no system, there's no culture.
[01:14:25.797 --> 01:14:29.478]  If you're going back hundreds of thousands of years, or however many thousands of years, go back, for people.
[01:14:31.418 --> 01:14:40.944]  There was no system, but every single civilization, every society, every race, every religion, every culture, manifest and created a system to run itself under.
[01:14:40.984 --> 01:14:52.211]  Whether it was a despotism, whether it was a communism, whether it was a capitalism, or a kingdom, whatever, dictatorship, senate, all these different systems all spontaneously manifest.
[01:14:53.223 --> 01:14:53.483]  Do you want
[01:15:12.702 --> 01:15:25.461]  Working and conspiring together for resources and all of a sudden you have this tribal thing and there's just different miniature governments and the strongest will survive until the weakest are dominated or conquered and then you wind up with a government again.
[01:15:25.481 --> 01:15:27.644]  It's just not a sustainable government.
[01:15:29.778 --> 01:15:37.060]  And so, what we have to figure out here, in the United States of America, is not what freedoms we should have.
[01:15:37.100 --> 01:15:38.300]  We already know the answer to that.
[01:15:38.320 --> 01:15:40.860]  The answer to that was given to us in the Constitution.
[01:15:41.261 --> 01:15:53.023]  Because our founders were thoughtful enough to actually consider the principles from the Second Treaties of Government by John Locke and others, and understand that here are a list of the ones we know are absolutely important.
[01:15:53.043 --> 01:15:55.624]  Things like freedom of speech, freedom of the press, the right to bear arms.
[01:15:56.824 --> 01:16:00.325]  Right to privacy, so you can't be searched and seized without warrant.
[01:16:01.185 --> 01:16:01.565]  And others.
[01:16:01.845 --> 01:16:03.605]  They were able to make a non-comprehensive list.
[01:16:03.685 --> 01:16:05.306]  A list that they knew was non-comprehensive.
[01:16:05.326 --> 01:16:05.646]  They looked.
[01:16:05.666 --> 01:16:06.746]  This is not an exhaustive list.
[01:16:06.766 --> 01:16:11.807]  There are other rights that aren't listed here, but these are the ones that we know for sure need to be protected with this Bill of Rights or with these amendments.
[01:16:12.507 --> 01:16:14.827]  We know the answer to what freedoms need to be protected.
[01:16:14.847 --> 01:16:24.429]  What we have not figured out as a species, as a culture specifically here in America, is how we can ensure a system
[01:16:25.728 --> 01:16:25.888]  That's
[01:16:48.370 --> 01:16:48.790]  I don't know.
[01:17:10.871 --> 01:17:17.954]  We went from a nation that had things like slavery closer and closer to a nation that wouldn't have things like slavery.
[01:17:17.974 --> 01:17:24.916]  We went from a nation that didn't allow people of different races or genders to vote to a nation that did.
[01:17:25.456 --> 01:17:31.678]  It's like our freedoms got better and better until some pivotal moment where they started to get worse again.
[01:17:31.718 --> 01:17:35.780]  And I really attribute it to the advent of the creation of the Federal Reserve.
[01:17:36.360 --> 01:17:39.301]  As soon as we had the centralized fractional reserve banking,
[01:17:41.001 --> 01:17:44.602]  And especially when we went off the gold standard, that's when everything seemed to fall apart.
[01:17:45.222 --> 01:17:46.283]  What was it, 1913 or 1917?
[01:17:46.363 --> 01:17:47.703]  I always mix them up.
[01:17:47.743 --> 01:17:51.564]  I think it was 1913 that we established the Federal Reserve, a little over 100 years ago, 110 years ago.
[01:17:52.545 --> 01:18:02.768]  Same time we established the income tax, which many of you may not know was thought to be unconstitutional before we amended the Constitution to allow the income tax.
[01:18:05.169 --> 01:18:07.109]  We established this income tax that was originally 1%.
[01:18:07.670 --> 01:18:08.710]  You can go back and look at
[01:18:09.790 --> 01:18:10.191]  We're good to go.
[01:18:24.767 --> 01:18:30.670]  And the centralized banking, it doesn't seem to me a coincidence that within a few years we have a World War.
[01:18:31.290 --> 01:18:40.694]  World War I. And that after World War I, within a decade we have, a little over a decade, we have the stock market collapse of 29, which of course is the Great Depression.
[01:18:41.394 --> 01:18:48.318]  And that within 10 years of the stock market crash of 29, we've got the breakout of World War II, and just a few years after that, the U.S.
[01:18:48.358 --> 01:18:48.958]  involved in that.
[01:18:50.069 --> 01:19:01.561]  After the breakout of World War II, we have the establishment of NATO, this globalist entity, which immediately corresponds to the advent of the Cold War, which was an unnecessary escalation of conflict.
[01:19:02.492 --> 01:19:11.137]  And because of this escalation, we overspent our money so we went off the gold standard because everybody was calling us on why that was our money that we were overspending and printing money that we didn't have gold to back.
[01:19:11.477 --> 01:19:12.498]  So we go off the gold standard.
[01:19:12.518 --> 01:19:17.200]  And then we go off the gold standard, all of a sudden we're installing the Shah in Iran in 1979.
[01:19:17.901 --> 01:19:24.845]  And then all of a sudden we're involved in all these bizarre conflicts that don't really make any sense in the Middle East because all oil needs to be sold using U.S.
[01:19:25.165 --> 01:19:28.767]  dollars, otherwise our currency will collapse because it's not backed by anything of value.
[01:19:30.865 --> 01:19:48.295]  So we get involved in Afghanistan and Iraq, and then these terrorist activities happen because of this, and we use those as an excuse to enact the Patriot Act, where the government can spy on our people, and then the Patriot Act is used to spy on the Trump campaign under the Obama administration, funded by the Clinton Foundation, we know, with the Russian collusion hoax.
[01:19:49.793 --> 01:20:10.361]  And so all because of this Federal Reserve, it created this domino effect that amounted to the total tyranny of our people, the total globalization of our politics, and the total complete corruption of our government by the intelligence community because it became a national security imperative that our money, which is a lie, be propped up by war after war after war.
[01:20:10.601 --> 01:20:16.123]  That's why you countlessly see examples of our politicians shilling for the Israels or the Taiwans or the
[01:20:16.263 --> 01:20:16.983]  Thanks for watching!
[01:20:36.109 --> 01:20:41.693]  That their sovereignty, their national sovereignty, is dependent on a new global reserve currency.
