[00:00:00.029 --> 00:00:00.950]  Here's the progression.
[00:43:06.382 --> 00:43:13.661]  So in seven torpedoes, 34 kilograms of silver is used.
[00:43:14.117 --> 00:43:23.164]  Some of these big ICBMs that need silver in them have 11,000 ounces of silver per missile, per missile or torpedo.
[00:43:23.585 --> 00:43:35.414]  So if you look at the price being suppressed by the government, if the largest user of silver in the world is the defense industry, are they going to want those prices to be high or low?
[00:43:36.075 --> 00:43:39.036]  They're going to want them to be low, because they have to buy it.
[00:43:39.056 --> 00:43:40.317]  So it's so strategic.
[00:43:41.017 --> 00:43:45.419]  Very strategic, and it's been suppressed for a long time because of that.
[00:43:45.499 --> 00:43:48.600]  But here's where we're at the end of the road on this.
[00:43:49.321 --> 00:43:51.181]  Silver is a depleting asset.
[00:43:51.662 --> 00:43:53.142]  There's not much left.
[00:43:53.542 --> 00:43:58.324]  You know, COMEX available inventories are down 70% over the last 18 months.
[00:43:58.765 --> 00:44:00.005]  We're in a war economy.
[00:44:00.305 --> 00:44:01.786]  You need silver for all this stuff.
[00:44:02.506 --> 00:44:05.108]  If it runs out, then what?
[00:44:05.548 --> 00:44:07.990]  Do we just not actually produce missiles or anything?
[00:44:08.050 --> 00:44:08.270]  No!
[00:44:08.770 --> 00:44:25.701]  You jack up the prices because if there's no supply, the people that own, like you and me, or hedge funds, or countries, like what China is now doing, encouraging every single one of their citizens to buy silver instead of gold, they know that... Well, we should have started that.
[00:44:25.721 --> 00:44:26.361]  That's in the news.
[00:44:26.441 --> 00:44:28.182]  China tells citizens to buy silver.
[00:44:28.462 --> 00:44:29.063]  What is that about?
[00:44:30.228 --> 00:44:45.076]  So this goes back to the day before, actually it was the last time I was on the show, it was the day that Iran was firing those stupid drones at Israel.
[00:44:45.756 --> 00:44:52.680]  So the day before that, the Western banks had shorted 1.2 billion ounces of silver.
[00:44:53.460 --> 00:44:54.541]  1.2 billion.
[00:44:55.181 --> 00:45:00.863]  So there's only 800 million ounces of silver mined in the entire world in a whole year.
[00:45:00.883 --> 00:45:02.384]  So they shorted way more than exists.
[00:45:02.444 --> 00:45:07.426]  Yeah, they shorted 50% more than the global mining production of silver in one afternoon.
[00:45:07.806 --> 00:45:08.846]  So what did China do?
[00:45:08.886 --> 00:45:09.707]  China says, hmm.
[00:45:10.467 --> 00:45:12.508]  We want to be the world's reserve currency.
[00:45:12.568 --> 00:45:13.889]  We want to destroy the West.
[00:45:13.949 --> 00:45:15.971]  We want to destroy the Western banking system.
[00:45:16.371 --> 00:45:26.477]  So in one fell swoop, when they shot off those drones, which literally Alex, everybody knew that those stupid low flying, slow flying drones with lights on them were going to be shot out of the sky.
[00:45:27.238 --> 00:45:32.501]  So, but it created fear because after that, and I was, we were watching it on TV and watching these things go.
[00:45:32.601 --> 00:45:38.298]   And you know, the narrative after that was, okay, We're going to attack Israeli and U.S.
[00:45:38.338 --> 00:45:39.418]  targets all over the world.
[00:45:39.438 --> 00:45:40.859]  80 mile an hour paper airplanes.
[00:45:40.900 --> 00:45:41.100]  Yeah.
[00:45:41.580 --> 00:45:42.741]  It's fear, fear, fear.
[00:45:42.761 --> 00:45:44.762]  It was just instilled in the hearts and minds of people.
[00:45:44.782 --> 00:45:52.268]  So if you want to destroy a civilization, A, you create fear, and B, you destroy their banks and people's access to money.
[00:45:52.708 --> 00:45:58.148]   So I think what China's doing is they are planning on winning this battle against America
[00:45:58.148 --> 00:46:04.307]   without ever firing a bullet because if they can entice every one of their citizens to
[00:46:04.307 --> 00:46:07.467]   buy just one ounce of silver, there's over a billion people there.
[00:46:07.467 --> 00:46:08.467]  That'll stop the shorters.
[00:46:08.467 --> 00:46:13.708]   Yeah, but they don't even have to do that much because in 2024, India has already committed
[00:46:13.708 --> 00:46:16.108]  to 66% of the global supply.
[00:46:16.108 --> 00:46:20.268]   Sure, so there's already a run on silver and China's calling the bluff of the naked shorters.
[00:46:20.268 --> 00:46:21.268]  Yeah, so.
[00:46:21.466 --> 00:46:22.826]  Explain that to people that don't do that.
[00:46:23.267 --> 00:46:27.649]  So a naked short means you sell something that you don't have.
[00:46:28.149 --> 00:46:30.431]  I mean, we can't do that, but central banks can.
[00:46:30.511 --> 00:46:33.212]  So they're selling naked shorts.
[00:46:33.292 --> 00:46:34.973]  So look at this.
[00:46:37.254 --> 00:46:39.996]  Commitment of Traders Silver Report from May 10th.
[00:46:40.176 --> 00:46:42.817]  That was just yesterday or something like that.
[00:46:44.654 --> 00:46:53.502]  This report shows how many short positions commercially and basically from speculators there is.
[00:46:54.023 --> 00:47:04.372]  So you add all of this up, the number of short positions by the commercial criminal banksters is 568.2 million ounces of silver that are short.
[00:47:08.456 --> 00:47:42.067]   So clearly naked shorts and I would say as early as next week and any time after that These shorts could be killed, and what China wants to do is they could win an economic battle against America, dethrone our dollar by killing the Western banking system, and they do that by enticing their citizens to buy silver, the rest of the world to buy silver, because when you have all those short positions, you're expecting the price to go down for the reasons we talked about, needed for defense and everything else.
[00:47:42.367 --> 00:47:45.489]  Sure, so obviously, how do the globalists come in and try to block that now?
[00:47:47.475 --> 00:47:51.179]  Well, I don't know if they can actually do that right now.
[00:47:51.239 --> 00:47:52.681]  I mean... Wait a minute, is there some mechanism?
[00:47:53.321 --> 00:47:55.564]  When a naked short gets called by a government, what do they do?
[00:47:56.465 --> 00:47:59.408]  Well, when it's called, they have to pay up.
[00:48:00.349 --> 00:48:01.671]  So China knows this.
[00:48:02.171 --> 00:48:06.956]  And so, I think what's going to happen... So you could default, or you could print money.
[00:48:07.725 --> 00:48:08.665]  They try to bail it out.
[00:48:08.745 --> 00:48:09.706]  I mean, those are the two things.
[00:48:10.166 --> 00:48:14.948]  If you default, there's political ramifications of that, because who owns our treasuries?
[00:48:15.808 --> 00:48:18.890]  Like, China still has almost a trillion dollars worth of them.
[00:48:18.950 --> 00:48:26.553]  So that's just like stealing money out of their wallets, and they're going to get ticked, and that starts to create geopolitical conflict, and even intensifying the war.
[00:48:27.053 --> 00:48:28.914]  But the media will call it a sanction.
[00:48:29.234 --> 00:48:31.695]  So they have to now steal the Chinese money, they'll call it a sanction or something.
[00:48:31.735 --> 00:48:32.936]  Yeah, they would call it a sanction.
[00:48:33.016 --> 00:48:45.406]  I mean, just like when Biden froze Russia's assets after the Russia-Ukraine war started, I mean, they couldn't access them and they said, oh, we have to do that because we have to stop this evil Russia from invading Ukraine.
[00:48:46.046 --> 00:48:47.968]  And so they froze their assets.
[00:48:47.988 --> 00:48:51.771]  So you could try to freeze assets by putting sanctions on them.
[00:48:52.211 --> 00:48:56.435]  You could actually default, which would have major geopolitical ramifications.
[00:48:57.373 --> 00:49:04.238]  Or you could just print money, which there's probably going to be the result as they just try to inflate their way out of it.
[00:49:04.578 --> 00:49:07.980]  How do you square up Keely Unlimited with interest rate hikes coming?
[00:49:08.881 --> 00:49:24.491]  So we're now seeing that battle with the Fed and that the federal presidents of all the different regional Federal Reserve banks have now deviated from what Jerome Powell has been talking about of we got to lower interest rates.
[00:49:24.511 --> 00:49:25.052]  We're going to lower it.
[00:49:25.092 --> 00:49:26.032]  We've won this battle again.
[00:49:26.192 --> 00:49:26.873]  You've got the floor.
[00:49:27.813 --> 00:49:30.414]  I've been asked that today.
[00:49:30.434 --> 00:49:37.836]  Yeah, you've got all these regional banks that aren't the real Federal Reserve, but you have the local control fighting with the real Federal Reserve of New York.
[00:49:38.716 --> 00:49:40.057]  Folks, we're not in Kansas anymore.
[00:49:40.077 --> 00:49:42.338]  I don't know how to explain how bonkers this is.
[00:49:42.398 --> 00:49:46.739]  I'm not an economist like you, but studying this for 30 years on air, this is unprecedented.
[00:49:47.079 --> 00:49:52.183]  Well, so, when you've got the Federal Reserve Presidents, they're the ones that are voting.
[00:49:52.724 --> 00:49:56.367]  It's not just Jerome Powell, the Chairman of the Fed, that has one singular vote.
[00:49:56.427 --> 00:49:56.587]  No.
[00:49:56.948 --> 00:50:00.190]  The Board of Governors actually votes for policy.
[00:50:00.831 --> 00:50:11.821]  So, the narrative is changing from, hey, we're going to have 7 to 8 rate reductions, to 5 to 6, to 2 to 3, to maybe just 1 right before the election so we can show that we're winning.
[00:50:12.421 --> 00:50:23.267]  However, you've got now the Federal Reserve Presidents, which are trying to save face, saying that we are smart economists here, we can't actually have a rate reduction at all.
[00:50:23.707 --> 00:50:27.549]  In fact, we're probably going to have to have a rate increase.
[00:50:29.190 --> 00:50:31.031]  Why would you have to have a rate increase?
[00:50:31.691 --> 00:50:34.512]  You increase rates to slow down inflation.
[00:50:34.893 --> 00:50:36.593]  So this is the problem that we're seeing.
[00:50:36.894 --> 00:50:43.396]  I think that the Fed knows that there is a major financial battle starting to be waged here.
[00:50:43.937 --> 00:50:46.638]  It's an attack from China against the U.S.
[00:50:46.718 --> 00:50:51.960]  banks to dethrone their dominance, to actually get them to run out of money.
[00:50:52.460 --> 00:51:08.190]   And you could actually start to win an economic battle if you cause them to be undercapitalized Pay off all these short positions, and there's 568 million plus ounces of silver in short right now.
[00:51:08.991 --> 00:51:10.111]  In a short position!
[00:51:10.632 --> 00:51:20.299]  So, that's why I think as early as next week, some of these shorts would have to be unraveled, and I think what that's going to do to the price of silver, it's going to go up and up and up, and what did China just do?
[00:51:20.959 --> 00:51:23.863]  They just squeezed the U.S.
[00:51:23.923 --> 00:51:25.926]  banking system out of silver.
[00:51:25.946 --> 00:51:29.270]  But we go back to what the Fed is going to have to try to do.
[00:51:29.791 --> 00:51:31.212]  Are they going to bail out the banks?
[00:51:31.373 --> 00:51:38.602]  Well, they already said they didn't want to because they already legislated bail-ins and they want the depositors to bail out their own banks.
[00:51:39.503 --> 00:51:41.825]  So that's what a bail-in is versus a bail-out.
[00:51:41.885 --> 00:51:44.567]  A bail-out means the federal government's going to bail everybody out.
[00:51:44.667 --> 00:51:47.930]  A bail-in means you bail out your own financial institution.
[00:51:48.670 --> 00:51:58.118]  But I think it gets so bad, Alex, that when we look at what's coming next, they're going to be forced to print their way out of everything.
[00:51:59.119 --> 00:52:08.124]  Everything, because it's like this culmination of a perfect economic storm where banks are running out of money, politically things are in upheaval.
[00:52:08.784 --> 00:52:09.925]  Biden is lying.
[00:52:09.965 --> 00:52:17.629]  Like we talked about on the last show, Biden says inflation was 9% when I took office, and so technically it's lower now I'm winning.
[00:52:17.669 --> 00:52:19.189]  It's like, dude, you're lying.
[00:52:19.790 --> 00:52:20.250]  You're lying.
[00:52:20.670 --> 00:52:23.191]  Inflation when Trump left was officially at 1.4%.
[00:52:24.332 --> 00:52:25.573]  I think that's understated too.
[00:52:28.334 --> 00:52:42.539]  If it was at 1.4 and now they have these bogus numbers that they are, nobody believes for a second, Alex, that Biden is telling the truth on inflation when eggs have tripled or quadrupled in price.
[00:52:42.979 --> 00:52:48.140]  He just said Wednesday that inflation was higher under Trump, but it's 9 plus percent under him.
[00:52:48.160 --> 00:52:49.861]  It was 1.5 when it was under Trump.
[00:52:50.181 --> 00:52:52.802]  I mean, he's literally saying whales fly in the sky.
[00:52:53.803 --> 00:52:57.586]  Yeah, I mean, nobody that actually goes to the grocery store believes any of that nonsense.
[00:52:57.726 --> 00:53:00.168]  All right, I want to take a break, because this is so important, what you mentioned.
[00:53:00.228 --> 00:53:02.130]  I'm glad you reminded me, because I had the clip 30 months ago.
[00:53:02.650 --> 00:53:10.657]  Here is last year, the FDIC board meeting, where they're saying, we're going to have to have bailouts, but we can't tell the public.
[00:53:10.677 --> 00:53:14.420]  Maybe we shouldn't be talking about this on video, because it's all public records.
[00:53:14.620 --> 00:53:16.422]  This is actually a federal agency, like the Federal Reserve.
[00:53:17.022 --> 00:53:17.943]  We'll play this clip.
[00:53:19.104 --> 00:53:21.105]  We're going to play a John Bowne report, so we can both take a break.
[00:53:21.997 --> 00:53:24.318]  And then we're going to come back and talk about this with Dr. Kirk Elliott.
[00:53:24.338 --> 00:53:25.858]  But folks, I want to explain something.
[00:53:26.258 --> 00:53:27.959]  This guy's been on air for an hour and a half.
[00:53:28.699 --> 00:53:30.460]  He's not even plugged his company and told you to go there.
[00:53:31.080 --> 00:53:33.801]  This guy has one of the biggest gold and silver companies in the world.
[00:53:34.541 --> 00:53:35.842]  He has five-star ratings.
[00:53:35.922 --> 00:53:39.763]  I don't know why the hell, when I didn't have a sponsor for 10 years, I didn't go get him.
[00:53:40.443 --> 00:53:42.564]  But I was literally trying to get him on as a guest.
[00:53:42.744 --> 00:53:44.865]  And I was like, well, why aren't we trying to talk to you?
[00:53:45.485 --> 00:53:48.949]  You need to go to KEPM.com forward slash gold.
[00:53:49.069 --> 00:53:49.750]  Is it perfect?
[00:53:49.790 --> 00:53:50.631]  No, only God's perfect.
[00:53:51.131 --> 00:53:54.535]  But I only promote what I feel good about.
[00:53:54.635 --> 00:53:56.056]  And I've been on there 30 years, folks.
[00:53:56.436 --> 00:53:58.599]  You know, 98% of what we say happens, okay?
[00:53:58.879 --> 00:54:01.341]  I make mistakes, but there's no perfect thing.
[00:54:01.402 --> 00:54:04.124]  But I feel good telling you to get gold and silver.
[00:54:04.525 --> 00:54:06.126]  I wish I had money to be getting it myself.
[00:54:08.038 --> 00:54:10.478]  I've told my family in the last six months has been a sponsor.
[00:54:10.558 --> 00:54:10.818]  Go.
[00:54:10.898 --> 00:54:11.779]  They've been doing it.
[00:54:12.419 --> 00:54:15.779]  You need to go to KEPM.com, Forged by Gold.
[00:54:16.379 --> 00:54:17.120]  They're really busy.
[00:54:17.140 --> 00:54:19.080]  They'll give you a call six hours a day, whatever.
[00:54:19.680 --> 00:54:20.740]  He's trying to get more crew in.
[00:54:20.760 --> 00:54:22.420]  This is exploding, obviously.
[00:54:23.501 --> 00:54:24.901]  You need to get gold and silver.
[00:54:25.001 --> 00:54:27.801]  You need to get it now, in my view.
[00:54:28.702 --> 00:54:30.402]  That doesn't mean a huge part.
[00:54:30.422 --> 00:54:33.242]  Whatever your portfolio is, just you need to start sticking your toe in it.
[00:54:34.062 --> 00:54:35.463]  And people that are smart are going all the way in.
[00:54:38.140 --> 00:54:42.603]  My firm belief, and who knows, they may do some giant naked short and drive it down 20%.
[00:54:43.323 --> 00:54:46.005]  It'll go bloop, I believe 100% back over that.
[00:54:46.325 --> 00:54:48.466]  I mean, we are in an inflationary spiral.
[00:54:49.387 --> 00:54:55.831]  My whole gut, my whole intellect says get into it, but then I can't ever do it because the companies are a bunch of frickin' sharks like everything else.
[00:54:55.891 --> 00:54:56.692]  This guy's not.
[00:54:57.472 --> 00:54:58.092]  Go to him.
[00:54:58.232 --> 00:54:59.053]  I love this guy.
[00:54:59.133 --> 00:55:06.776]  Go to KEPM.com forward slash gold or you can call 720-605-3900.
[00:55:07.276 --> 00:55:08.356]  Do a consultation.
[00:55:08.736 --> 00:55:09.537]  Tell him your needs.
[00:55:09.697 --> 00:55:12.358]  Talk to him and at least stick your toe in today.
[00:55:12.418 --> 00:55:13.238]  Don't screw around.
[00:55:13.698 --> 00:55:14.158]  Don't wait.
[00:55:14.218 --> 00:55:14.899]  That's my opinion.
[00:55:14.919 --> 00:55:15.799]  I'm not telling you what to do.
[00:55:15.879 --> 00:55:20.021]  But I, on my children, feel this is one of the best moves you can do.
[00:55:20.401 --> 00:55:22.702]  You should also, if you don't have a gun, get a gun.
[00:55:22.882 --> 00:55:23.822]  Get a gun safety course.
[00:55:24.242 --> 00:55:25.022]  Learn how to use it.
[00:55:25.343 --> 00:55:26.143]  Get a water filtration.
[00:55:26.223 --> 00:55:27.283]  Get some extra storable food.
[00:55:27.663 --> 00:55:36.927]  More importantly than getting gold or silver from Dr. Kirk Elliott, you better get on your knees to the founder of the creator of the universe and say, I can't handle this.
[00:55:37.107 --> 00:55:37.748]  I need you.
[00:55:38.068 --> 00:55:39.128]  You're a god of free will.
[00:55:39.328 --> 00:55:39.888]  I love you.
[00:55:40.249 --> 00:55:41.889]  Please come into me and tell me what to do.
[00:55:42.248 --> 00:55:46.488]  That gold doesn't even, it's not even 1% of a trillion.
[00:55:46.488 --> 00:55:49.348]   Good neighbors, loving your husband or wife, that's all great.
[00:55:49.348 --> 00:55:52.087]  God is the whole thing.
[00:55:52.087 --> 00:55:54.948]  It was like a giant ocean.
[00:55:54.948 --> 00:55:56.888]  It's like one drop is getting the gold.
[00:55:56.888 --> 00:55:58.488]  One drop is having guns.
[00:55:58.488 --> 00:55:59.767]  One drop is having a garden.
[00:55:59.767 --> 00:56:03.967]   It's still important, but if you don't have God, you don't have any of it.
[00:56:03.967 --> 00:56:09.927]   So I'm gonna tell you, get God first, get guns, get some food, get some water filtration,
[00:56:09.927 --> 00:56:13.488]   get ready and get gold and silver and get it from trusted people now
[00:56:13.488 --> 00:56:17.408]  at KEPM.com/gold or the phone number on the screen.
[00:56:18.347 --> 00:56:21.188]  I'll never steer you wrong, folks, but I make mistakes every once in a while.
[00:56:21.448 --> 00:56:23.469]  I don't think you think I'm making a mistake here.
[00:56:23.770 --> 00:56:25.170]  You know in your gut, you can see it.
[00:56:25.371 --> 00:56:26.351]  You need gold and silver now.
[00:56:26.591 --> 00:56:27.112]  Go there now.
[00:56:27.252 --> 00:56:29.833]  And they finance this operation, which is wrecking the enemy.
[00:56:30.013 --> 00:56:30.633]  We'll be right back.
[00:56:30.874 --> 00:56:34.536]  Here is the clip of the incredible statement.
[00:56:35.596 --> 00:56:43.779]  It's a little bit conflicted, right?
[00:56:43.839 --> 00:56:52.283]  I mean, it's important that people understand they can be bailed in, but you don't want a huge run on the institution, but they're going to be.
[00:56:52.683 --> 00:57:16.115]   And it could be an early warning signal to the FDIC and the primary regulators when these things happen, and there may be some other Prices, this is similar to what Jay was saying, in the market that you can tell whether people understand who's going to be protected, who isn't going to be protected.
[00:57:16.135 --> 00:57:18.477]  Because they own this fucking place.
[00:57:18.737 --> 00:57:21.639]  It's a big club and you ain't in it.
[00:57:22.940 --> 00:57:25.701]  You and I are not in the big club.
[00:57:25.721 --> 00:57:29.063]  I completely agree with that.
[00:57:29.424 --> 00:57:31.325]  I almost think you'd scare the public.
[00:57:32.236 --> 00:57:34.578]  If you put this out, like, why are they telling me this?
[00:57:34.978 --> 00:57:36.659]  Should I be concerned about my bank?
[00:57:38.040 --> 00:57:41.643]  Like, my insurance company doesn't tell me what they're doing with my assets.
[00:57:41.823 --> 00:57:44.004]  They just assume they're going to pay my claim.
[00:57:45.165 --> 00:57:45.365]  Right?
[00:57:46.366 --> 00:57:55.833]  I think you've got to think of the unintended consequences of taking a public that has more full faith and confidence in the banking system than maybe people in this room do.
[00:57:58.354 --> 00:58:00.475]  We want them to have full faith and confidence in the banking system.
[00:58:00.535 --> 00:58:02.175]  They know the FDIC insurance is there.
[00:58:02.195 --> 00:58:02.955]  They know it works.
[00:58:03.115 --> 00:58:03.775]  They put their money in.
[00:58:03.795 --> 00:58:05.856]  They're going to get their money out.
[00:58:05.916 --> 00:58:10.817]  So there's a select crowd of people that are on the institutional side.
[00:58:10.837 --> 00:58:14.338]  And if they want to understand this, they're going to find a way to understand this.
[00:58:14.418 --> 00:58:16.218]  There's a bunch of law firms represented in this room.
[00:58:16.238 --> 00:58:19.919]  There's a bunch of people that will charge them by the hour a lot of money to explain this all to them.
[00:58:20.439 --> 00:58:21.700]  And it's fine.
[00:58:21.920 --> 00:58:22.680]  I don't have a problem with that.
[00:58:23.629 --> 00:58:24.730]  And they all have huge staffs.
[00:58:25.250 --> 00:58:31.835]  But I would be careful about the unintended consequences of starting to blast too much of this out in the general public.
[00:58:35.397 --> 00:58:40.060]  I would, in fact, make sure that there is, we immediately surge to the border.
[00:58:40.441 --> 00:58:42.082]  All those people are seeking asylum.
[00:58:42.342 --> 00:58:43.303]  They deserve to be heard.
[00:58:43.323 --> 00:58:45.124]  They deserve to be heard.
[00:58:45.424 --> 00:58:47.525]  Biden gets rid of the border three and a half years ago.
[00:58:47.545 --> 00:58:49.487]  20 million people are here.
[00:58:49.547 --> 00:58:50.828]  That's the real number, 22 million.
[00:58:51.708 --> 00:58:54.029]  They're slaves of the globalists, a new permanent underclass.
[00:58:54.689 --> 00:58:56.550]  He tells them immediately to surge the border if he wins.
[00:58:56.590 --> 00:58:57.090]  They get here.
[00:58:57.511 --> 00:58:58.731]  He says, oh, the border's not broken.
[00:58:58.751 --> 00:58:59.791]  He says, oh, it is broken.
[00:58:59.811 --> 00:59:00.992]  Pass amnesty.
[00:59:01.452 --> 00:59:05.154]  And then yesterday he comes out and says, oh, we can't have it illegal to come here.
[00:59:05.174 --> 00:59:05.854]  It's moral.
[00:59:05.894 --> 00:59:06.874]  This is totally open.
[00:59:07.074 --> 00:59:11.056]  You imagine a kid two years old saying, mom, don't take me across Rio Grande.
[00:59:11.076 --> 00:59:11.916]  It's against the law.
[00:59:12.397 --> 00:59:13.057]  Give me a break.
[00:59:13.709 --> 00:59:15.130]  These have been model citizens.
[00:59:15.650 --> 00:59:22.295]  Imagine telling a kid it's illegal to come across the border, which it is, which he's made legal by Fiat, and they're model citizens.
[00:59:22.335 --> 00:59:24.596]  They're citizens the minute they get here.
[00:59:24.917 --> 00:59:31.821]  Do you think there are people that are coming over that have the intent to do our neighbors, our friends, our family members harm?
[00:59:32.442 --> 00:59:34.103]  Absolutely.
[00:59:34.703 --> 00:59:52.645]   These huge give up groups that we're getting, you know, the media is only reporting what They can report on rape, which is, statistically speaking, a small percentage of the actual bad guys that we're catching.
[00:59:52.945 --> 00:59:54.787]  No one is coming to protect you.
[00:59:55.467 --> 00:59:59.531]  Even at the local law enforcement level, we do not control the border.
[01:00:00.111 --> 01:00:01.792]  The cartel controls the border.
[01:00:02.753 --> 01:00:08.378]  Everything that we do is a reaction to things that they have planned.
[01:00:10.150 --> 01:00:16.833]  Usually we're chasing around pawns while the kings and queens are doing whatever they want.
[01:00:17.133 --> 01:00:22.255]  Think about the magnitude of what he just said, the lawlessness of it.
[01:00:22.596 --> 01:00:29.979]  They're going to grab your junk, they're going to search your family, they're going to put you through a body scanner at the airport, but the border is wide open.
[01:00:30.299 --> 01:00:31.760]  Absolutely insane.
[01:00:32.240 --> 01:00:34.481]  They stole the election three and a half years ago.
[01:00:35.581 --> 01:00:36.842]  They're planning to steal it again.
[01:00:38.584 --> 01:00:42.106]  Does the investigation confirm that there are missing ballot images?
[01:00:45.048 --> 01:00:46.309]  Yes.
[01:00:46.369 --> 01:00:46.709]  Yes.
[01:00:46.789 --> 01:00:53.714]  Do you know why 380,761 ballot images from Election Day machine count are not available?
[01:00:54.975 --> 01:00:55.855]  Those are for the recount.
[01:00:56.155 --> 01:00:58.155]  Those are from the recount.
[01:00:58.155 --> 01:01:08.914]   We have no ballot images for 380,761 ballots from Election Day, correct?
[01:01:08.914 --> 01:01:13.075]   What was subpoenaed was the ballot images for the recount because that's what this case
[01:01:13.075 --> 01:01:14.994]  was about, not the Election Day.
[01:01:15.784 --> 01:01:20.951]  Does Fulton County know why there are not 380,761 ballot images from Election Day?
[01:01:25.612 --> 01:01:41.743]  According to news sources, a Wisconsin government employee has been fired from her government job for helping to rig the 2020 presidential election in Joe Biden's favor.
[01:01:42.583 --> 01:01:48.867]  We have a documented email from one of her co-workers by the name of Ryan Chu.
[01:01:49.067 --> 01:01:52.810]  He wrote on November 4th at 4.07 a.m.
[01:01:53.490 --> 01:01:56.432]  Damn Claire, you have a flair for drama.
[01:01:56.852 --> 01:02:01.275]  Delivering just the margin needed at 3 a.m.
[01:02:01.996 --> 01:02:06.519]  I bet you had those votes counted at midnight and just wanted to keep the world waiting.
[01:02:07.699 --> 01:02:25.411]  Now, if you're interested in learning more about hosting a migrant family, all you gotta do is take out your phone, dial 2-1-1.
[01:02:25.511 --> 01:02:26.492]  It's as easy as that.
[01:02:26.512 --> 01:02:27.833]  You're gonna be asked a few questions.
[01:02:28.333 --> 01:02:33.437]  Things along the lines of how long are you able to host somebody, what kind of space are you available to provide.
[01:02:37.479 --> 01:02:51.967]  But this is the last gasp all over the world 83% was the number I saw last week in regional local national elections from Australia to El Salvador to you name it Europe Patriots are getting elected.
[01:02:52.007 --> 01:03:02.773]  That's why the system is so scared Myself and Dr. Kirk Elliott are not here telling you what's coming.
[01:03:02.893 --> 01:03:07.677]   It's already going down Yeah, right with God first, folks.
[01:03:08.057 --> 01:03:26.481]  And take the border piece we just played, part of it, the computer glitched out, and put the whole thing, the whole thing's in VanDawgVideo and InfoWars.com and RealAlexJones on X. Congress, the Democrats, voted to not stop illegals from voting or apportioning them for the Electoral College.
[01:03:27.101 --> 01:03:33.262]  And if they bring in, you know, 20-something millions since Biden's in, that in the new census will be counted as new blue districts.
[01:03:34.071 --> 01:03:38.496]  So, and the border is not controlled by the cartels.
[01:03:38.976 --> 01:03:40.278]  They're working with the CIA.
[01:03:40.978 --> 01:03:43.461]  It came out decades ago that the CIA was controlling the cartels.
[01:03:43.501 --> 01:03:46.004]  When they got out of line, they'd go kill them or use another cartel.
[01:03:46.524 --> 01:03:55.294]  So to try to explain to people how big a deal this is, there's really not words for me to describe to you.
[01:03:57.182 --> 01:04:00.103]  And you don't need me to tell you how big a deal this is, but here's the bottom line.
[01:04:00.624 --> 01:04:01.604]  We're in a war.
[01:04:01.644 --> 01:04:08.447]  There's a war against civilization, a war against your wealth, a war against your health, a war against your spirit, a war against your future.
[01:04:08.927 --> 01:04:10.448]  Recognize the war is here.
[01:04:10.488 --> 01:04:12.149]  And I know people tune in here because you get that.
[01:04:12.429 --> 01:04:13.429]  Well, you've got to tell the people.
[01:04:13.950 --> 01:04:16.311]  Because as things get more intense, they're ready to hear the truth now.
[01:04:16.691 --> 01:04:20.033]  Senator Kirk Elliott, just watching that border clip and the other key points you've got.
[01:04:23.945 --> 01:04:28.187]  There's an obvious battle economically between the BRICS nations and us.
[01:04:28.807 --> 01:04:30.448]  They want to be the world's reserve currency.
[01:04:30.588 --> 01:04:38.152]  So in Russia, this again I got from silverwars.org.
[01:04:38.252 --> 01:04:41.293]  So this is a great piece that they wrote.
[01:04:41.833 --> 01:04:45.355]  There's an economist in Russia named Sergei Glazyev.
[01:04:45.975 --> 01:04:55.702]   So he proposed pegging the price of one gram of gold To one barrel of oil as a way to undermine the dominance of the US dollar in global trade.
[01:04:55.762 --> 01:04:56.622]  Introduce a gold currency!
[01:04:57.863 --> 01:04:59.024]  Exactly, that's what they want to do.
[01:04:59.144 --> 01:04:59.505]  Checkmate!
[01:04:59.825 --> 01:05:05.990]  So, Credit Suisse analyst Zoltan Pozar analyzed the potential implications of this proposal.
[01:05:06.871 --> 01:05:11.615]  So, when I think about this, it's like, oh my word, Alex, this is brilliant!
[01:05:12.115 --> 01:05:21.023]   Because, A, they got rid of the petrodollar, and now they're going to peg the One gram of gold to a barrel of oil.
[01:05:21.643 --> 01:05:24.224]  So what has happened in the United States?
[01:05:24.284 --> 01:05:30.407]  Well, over the last few years, Biden has eliminated the Strategic Oil Reserve.
[01:05:30.447 --> 01:05:31.527]  Like, it's depleted.
[01:05:31.867 --> 01:05:32.387]  It's gone.
[01:05:32.788 --> 01:05:37.729]  So they now have to replenish the Strategic Oil Reserve in America.
[01:05:38.670 --> 01:05:47.687]   If they have to use any Russian oil to actually do that, It's going to be pegged to gold instead of the US dollar.
[01:05:47.727 --> 01:05:58.474]  This is going to dethrone potentially because you realize that the implications of this, the BRICS plus plus plus nations are literally about 70% of the world's population.
[01:05:58.534 --> 01:06:00.076]  It's not just a country.
[01:06:00.896 --> 01:06:05.337]  This is big deal that they're going to peg oil to gold.
[01:06:05.757 --> 01:06:10.639]  Now, if they really wanted to stick it to the West, what could they do?
[01:06:11.199 --> 01:06:12.079]  Change the peg.
[01:06:12.559 --> 01:06:18.421]  So instead of one gram of gold for one barrel of oil, what if they say one gram equals two barrels of oil?
[01:06:19.201 --> 01:06:20.863]  Well, what does that do to the price of gold?
