[00:00:01.433 --> 00:00:02.435]  Oh, no!
[02:10:10.556 --> 02:10:12.517]  She saw people doctoring data.
[02:10:12.857 --> 02:10:18.080]  She saw people falsifying certifications and reports based on the data that she saw doctored.
[02:10:18.473 --> 02:10:20.774]  She saw adverse events not being reported.
[02:10:21.154 --> 02:10:23.556]  She saw individuals not getting informed consent.
[02:10:23.956 --> 02:10:27.838]  She saw people participating in the trial who weren't supposed to be participating in the trial.
[02:10:28.598 --> 02:10:32.680]  It was the biggest disaster and debacle of a clinical trial she'd ever seen.
[02:10:33.241 --> 02:10:34.942]  And when she blew the whistle, they fired her.
[02:10:35.622 --> 02:10:36.602]  So she brought suit.
[02:10:37.823 --> 02:10:38.864]  Under the Keatam laws.
[02:10:39.224 --> 02:10:44.026]  Now, the Justice Department told her, you gotta keep this secret, you gotta keep this quiet.
[02:10:44.406 --> 02:10:47.408]  Under the federal rules, it has to be what's called sealed.
[02:10:47.972 --> 02:10:48.752]  Don't worry.
[02:10:49.232 --> 02:10:51.673]  The Justice Department told her, we're investigating.
[02:10:52.093 --> 02:10:53.554]  We're going to get Pfizer.
[02:10:53.574 --> 02:10:54.514]  We're going to stop this.
[02:10:55.515 --> 02:10:57.895]  More than a year later, nothing happened.
[02:10:58.576 --> 02:10:59.496]  She got suspicious.
[02:11:00.096 --> 02:11:03.297]  She decided to change counsel to a new law firm.
[02:11:03.337 --> 02:11:12.660]  It turned out her prior law firm that was supposed to be on her side was secretly so pro-vaccine they hated Bobby Kennedy over the issue.
[02:11:13.200 --> 02:11:14.701]  So they were compromised.
[02:11:15.390 --> 02:11:18.152]  And they wanted to maintain good relationships with the government.
[02:11:18.172 --> 02:11:20.233]  They didn't want to upset or offend anybody.
[02:11:20.773 --> 02:11:29.978]  They saw Key Tam actions as ways to shake down companies to enrich themselves rather than empower the American people or get relief or remedy from true fraud.
[02:11:29.998 --> 02:11:31.859]  Because this is a unique fraud.
[02:11:32.340 --> 02:11:37.142]  This COVID vaccine fraud isn't just about a financial fraud.
[02:11:37.743 --> 02:11:40.344]  It's about a fraud on the health of the American people.
[02:11:40.968 --> 02:11:47.210]  It's about a fraud that caused deaths and disabilities to millions of people all around the world.
[02:11:48.171 --> 02:11:54.493]  So it's a fraud of the greatest public health consequence in the history of such public health fraud.
[02:11:55.233 --> 02:11:56.674]  So this is way beyond money.
[02:11:57.412 --> 02:12:14.320]  This is about exposing Pfizer and protecting the American people and getting some sort of fund available to get relief and remedy at least at some level for those that have been discriminated against, those who have been disabled, those who have died, and their family members from this vaccine.
[02:12:15.894 --> 02:12:30.778]  So she brought suit on those grounds because if you research and review the contract that the Trump Defense Department signed with Pfizer, Pfizer promised they would deliver a certain kind of what's called a deliverable.
[02:12:31.238 --> 02:12:41.181]  In the contracts world, that's often what am I required to give to you as my contractual obligation as a condition of receiving the benefit from you.
[02:12:41.741 --> 02:12:44.642]  So there's the receivable and there's the deliverable.
[02:12:45.102 --> 02:12:48.223]  The receivable was billions of dollars of cash.
[02:12:48.764 --> 02:12:54.026]  The receivable was immunity under the PrEP Act from anybody being able to sue.
[02:12:54.846 --> 02:13:01.508]  The deliverable had four components to it and really a fifth.
[02:13:01.548 --> 02:13:07.351]  The components were Pfizer promised contractually that what their deliverable would be.
[02:13:07.971 --> 02:13:10.992]  This is repeated more than a half dozen times.
[02:13:11.548 --> 02:13:12.448]  In Trump's contract.
[02:13:12.648 --> 02:13:15.209]  You might even call it a beautiful contract.
[02:13:15.449 --> 02:13:17.849]  You might call it one of the best contracts ever written.
[02:13:18.569 --> 02:13:19.150]  And what was it?
[02:13:19.850 --> 02:13:34.653]  It was that Pfizer would deliver a safe, effective vaccine for the prevention of COVID-19, and they would do so at speed and scale.
[02:13:35.593 --> 02:13:36.413]  That's the promise.
[02:13:36.813 --> 02:13:37.753]  That's the deliverable.
[02:13:38.714 --> 02:13:40.634]  All they delivered was speed and scale.
[02:13:41.693 --> 02:13:43.434]  They didn't even deliver a vaccine!
[02:13:44.715 --> 02:13:54.683]  For as long as the word has existed, until the FDA tried to go in and secretly change it, the word vaccine has always meant the same thing.
[02:13:55.863 --> 02:14:07.252]  It means something that immunizes or inoculates against disease that prevents both infection and transmission.
[02:14:08.357 --> 02:14:15.561]  And indeed, in the contract, it made clear that the government was not buying a therapeutic.
[02:14:16.522 --> 02:14:28.068]  A therapeutic is something that helps treat a disease, that helps mitigate or minimize the adverse consequences of a disease.
[02:14:29.129 --> 02:14:30.990]  Then you have what's called a diagnostic.
[02:14:31.530 --> 02:14:36.393]  That's a test designed to be able to diagnose
[02:14:37.242 --> 02:14:38.982]  Whether and what disease is present.
[02:14:39.863 --> 02:14:43.764]  Specifically, the contract said we're not asking for a diagnostic.
[02:14:44.284 --> 02:14:47.365]  We're not asking or paying for a therapeutic.
[02:14:48.125 --> 02:14:54.226]  We're asking and paying specifically for a preventative vaccine.
[02:14:55.287 --> 02:14:56.907]  So they promised safety.
[02:14:57.566 --> 02:15:22.003]  They promised efficacy, the efficacy being measured by the reduction in the amount of COVID-19 and COVID coronavirus viruses that would spread related to it, of whatever variant, that it would be a vaccine that would inoculate and immunize and that specifically it would deliver prevention of COVID-19 infection or transmission.
[02:15:23.323 --> 02:15:23.844]  Instead,
[02:15:24.585 --> 02:15:26.406]  It didn't prevent infection.
[02:15:26.806 --> 02:15:28.326]  It didn't prevent transmission.
[02:15:28.786 --> 02:15:30.307]  Pfizer itself has now admitted it.
[02:15:31.827 --> 02:15:32.788]  It wasn't a vaccine.
[02:15:33.288 --> 02:15:34.608]  It was in fact a therapeutic.
[02:15:35.328 --> 02:15:38.149]  It didn't inoculate or immunize against anything.
[02:15:39.230 --> 02:15:46.872]  The only immunity was the immunity for Pfizer from legal accountability for their bad actions by private citizens.
[02:15:48.653 --> 02:15:49.513]  It wasn't effective.
[02:15:50.407 --> 02:15:53.669]  It didn't reduce the amount of COVID-19 out there.
[02:15:53.710 --> 02:15:57.152]  In fact, arguably, it increased the risk of variants and the spread of variants.
[02:15:57.812 --> 02:16:17.807]  This was a point many high-ranking scientists made at the time, that you don't introduce a vaccine in the middle of a pandemic without substantial risk that it actually makes the pandemic worse due to the ability of the virus in order to survive the vaccine, actually creating more dangerous and virulent variants.
[02:16:19.392 --> 02:16:24.975]  So, in fact, it didn't reduce variants at all, increased variants, and didn't decrease the rate of COVID.
[02:16:25.015 --> 02:16:31.418]  In fact, more and more studies are showing that, in fact, it increased the risk of someone getting infected.
[02:16:31.759 --> 02:16:33.179]  Didn't decrease it, increased it.
[02:16:33.780 --> 02:16:35.421]  Increased the risk of transmission.
[02:16:35.841 --> 02:16:36.661]  Didn't decrease it.
[02:16:37.322 --> 02:16:41.104]  Last but not least, it by golly was nothing like safety.
[02:16:41.844 --> 02:16:43.745]  If you took all the adverse events
[02:16:44.326 --> 02:17:00.416]  Reported in the Vaccine Adverse Event Reporting Database, the VAERS database, that FDA is required to keep by Congress as a quid pro quo for giving Big Pharma immunity from suit related to vaccine.
[02:17:00.976 --> 02:17:09.081]  If you took all the injuries from all the vaccines reported in that combined, it is dwarfed
[02:17:09.679 --> 02:17:20.503]  By just the number of injuries reported in just that database from just this so-called vaccine, the COVID-19 vaccine.
[02:17:20.784 --> 02:17:21.684]  And it gets worse.
[02:17:22.064 --> 02:17:25.425]  You go to a skeptical ethicist.
[02:17:25.866 --> 02:17:30.888]  You go to a range of people out there in the independent research community.
[02:17:31.328 --> 02:17:36.350]  You can watch Dr. Pierre Khoury's interview yesterday with Tucker Carlson.
[02:17:37.530 --> 02:17:38.671]  What you find is
[02:17:39.677 --> 02:17:48.645]  There's other, you can talk to Edward Dowd who's been here available on InfoWars, Brett Weinstein who's been interviewed here on InfoWars, a range of other people.
[02:17:49.226 --> 02:17:52.789]  There's ways you can identify what's really happening.
[02:17:53.309 --> 02:17:55.471]  Now one is talk to ordinary people.
[02:17:55.911 --> 02:17:59.815]  Do you know somebody discriminated against, disabled or dead because of the vaccine?
[02:18:00.395 --> 02:18:03.378]  And that's, in my view, is that probably is going to reach half of the country.
[02:18:03.880 --> 02:18:10.701]  People like Richard Barris at People's Pundit Daily is going to be surveying and polling that precise topic.
[02:18:11.762 --> 02:18:14.922]  Second, you look at what's actually happening by ordinary people.
[02:18:15.362 --> 02:18:23.044]  If people think this vaccine is safe and they think the virus is scary, they're going to keep taking all the booster shots.
[02:18:23.744 --> 02:18:26.225]  They're going to have their kids taking all the booster shots.
[02:18:26.945 --> 02:18:27.425]  They're not.
[02:18:27.965 --> 02:18:31.606]  Over 90% of the world is rejecting the new booster shot.
[02:18:32.190 --> 02:18:41.595]  That means their experience tells them this does not fit a safety risk profile worth endangering their own well-being.
[02:18:42.156 --> 02:18:45.858]  They see more danger, more risk in taking it, than reward.
[02:18:46.458 --> 02:18:47.198]  But that's not all.
[02:18:47.999 --> 02:18:50.360]  Edward Dowd tracks insurance data.
[02:18:50.921 --> 02:18:53.782]  Also tracks lost employment time data.
[02:18:54.503 --> 02:18:57.764]  Others, like Ethical Skeptic, like Skeptical Ethicist and others,
[02:18:59.369 --> 02:19:01.490]  Are tracking expense data?
[02:19:01.950 --> 02:19:10.473]  Has there been an increase in the amount of money going out for cancer treatment, for heart treatment, for stroke treatment?
[02:19:11.214 --> 02:19:15.095]  In addition, a range of people are tracking what's called excess death data.
[02:19:15.575 --> 02:19:16.996]  What is excess death data?
[02:19:18.194 --> 02:19:23.577]  You take a standardized norm over a period of time and you stratify it by age.
[02:19:23.757 --> 02:19:29.301]  So you accommodate for changes in the age profile of any population at any given time.
[02:19:30.241 --> 02:19:37.326]  And that creates a baseline of the normal amount of deaths that occur within any age group within any time period.
[02:19:38.947 --> 02:19:45.511]  Excess death, a term that became popularized during COVID, during the pandemic, peak pandemic in 2020,
[02:19:46.810 --> 02:19:57.479]  Is when there are more deaths than would be expected given traditional averages of death rates amongst a particular population by age over time.
[02:19:58.860 --> 02:20:15.233]  What we're finding is excess deaths are skyrocketing amongst a range of groups across multiple countries and the strongest correlation they have is when the COVID vaccine was introduced at mass scale.
[02:20:16.072 --> 02:20:20.936]  They're also finding, when they dig in, increases in the cancer rate.
[02:20:21.516 --> 02:20:25.680]  They're discovering dramatic increases in the mortality of the cancer.
[02:20:26.501 --> 02:20:29.883]  And remember, our excess mortality should have gone down.
[02:20:30.904 --> 02:20:31.264]  Why?
[02:20:32.485 --> 02:20:39.671]  Well, if you look at who COVID really killed, COVID really killed people who are at the end of life with multiple comorbidities.
[02:20:40.512 --> 02:20:43.975]  So they were people that were right on the edge of the cliff.
[02:20:45.007 --> 02:20:46.307]  Of passing away.
[02:20:47.108 --> 02:20:58.771]  COVID came along, whether it was COVID or the policies in response to COVID, that's a different debate for another day, but either way pandemic time period pushed a lot of those people off the cliff.
[02:20:59.631 --> 02:21:03.833]  Well that means the most vulnerable population is no longer there in 2021-2022.
[02:21:03.853 --> 02:21:08.014]  So we should have seen excess deaths actually be below average
[02:21:12.754 --> 02:21:18.916]  Given that vulnerable population had now been removed from that underlying group.
[02:21:19.876 --> 02:21:22.237]  And yet instead, excess deaths went up.
[02:21:23.057 --> 02:21:27.638]  And especially it went up amongst people it never should have been going up amongst.
[02:21:28.399 --> 02:21:29.039]  Young people.
[02:21:29.479 --> 02:21:30.019]  Young men.
[02:21:30.779 --> 02:21:34.880]  Then you look at the unemployment and workers' comp.
[02:21:35.381 --> 02:21:39.242]  You look at people taking time off from work for injury.
[02:21:40.774 --> 02:21:43.476]  And that was spiking across the board in a wide range of data.
[02:21:44.397 --> 02:21:52.083]  So the disability data, the temporary, I got to take time off data because I've got an illness or an injury that's more extended than normal.
[02:21:52.724 --> 02:21:57.688]  Again, spiking in all the key data reports that Edward Dowd and others have followed.
[02:21:58.249 --> 02:22:00.691]  And it directly correlates to the vaccine.
[02:22:01.831 --> 02:22:05.895]  So and then we're getting, of course, all of the data from cancer payments.
[02:22:06.315 --> 02:22:09.578]  Here's the way you can track the data, even when the government's trying to hide it.
[02:22:10.445 --> 02:22:19.190]  Is you can backdoor it by looking at people who, for example, insurance companies who reimburse for certain costs for certain kinds of medical expense.
[02:22:19.790 --> 02:22:20.591]  And what do we see?
[02:22:21.011 --> 02:22:28.535]  We see that spiking in a range of categories directly corresponding to the timing of the introduction of the vaccine.
[02:22:29.841 --> 02:22:42.831]  And so this is what is underlying the data and information that in fact Brooke Jackson, if the government would have paid attention to her, the government could have stopped before this ever happened in the first place.
[02:22:43.512 --> 02:22:51.558]  The Justice Department under President Trump, who found out about Brooke Jackson's report, hid that information from President Trump.
[02:22:52.481 --> 02:23:03.905]  Pfizer as well hid the fact that they had not only hid this information from President Trump, they hid the fact they even had a vaccine until after election day deliberately to hurt President Trump.
[02:23:04.505 --> 02:23:14.249]  So when President Trump is still vouching for the vaccine, he is vouching for a Pfizer company that lied to him and betrayed him and has repeatedly undermined him.
[02:23:15.037 --> 02:23:25.086]  So the best decision for Trump to make would be to embrace the Brooke Jackson case and to oppose the action that is currently taking place by the Biden administration.
[02:23:25.847 --> 02:23:42.261]  Because after Brooke Jackson brought her case to the Justice Department, they hid it from the world for over a year so nobody could know about her report at the key time period that this vaccine was being approved, authorized, reimbursed, and expanded.
[02:23:43.058 --> 02:23:44.298]  You can find Brooke Jackson.
[02:23:44.318 --> 02:23:46.819]  I am brookejackson.com.
[02:23:47.699 --> 02:23:55.161]  And what you find when you dig into that data and information that she presided, that she presented, you could predict and foresee everything that was going to happen.
[02:23:55.621 --> 02:23:59.162]  For example, Brooke Jackson raised the issues with her supervisors.
[02:23:59.562 --> 02:24:05.063]  Her supervisors went up the chain of command and they came back and said, you know what, we can't fix this.
[02:24:05.503 --> 02:24:09.004]  And the reason we can't fix this is because it's everywhere.
[02:24:09.778 --> 02:24:11.519]  We're in a rush to produce something.
[02:24:11.900 --> 02:24:13.220]  Just doctor the data.
[02:24:13.621 --> 02:24:15.962]  Just fake and falsify everything you need.
[02:24:16.423 --> 02:24:21.226]  We're just here to get this done and line our pockets while we still can.
[02:24:22.547 --> 02:24:24.168]  That's what Pfizer did.
[02:24:24.428 --> 02:24:30.192]  Remember Pfizer makes the Sonola drug cartel look like a street-level drug dealer.
[02:24:30.673 --> 02:24:36.697]  Nobody has killed and cost more lives as a drug dealer than Pfizer has.
[02:24:37.361 --> 02:24:43.525]  That nobody, there's no drug cartel in the world that could compare to the harm caused by Pfizer.
[02:24:44.465 --> 02:24:51.130]  And so in this context, but the real reason the Justice Department was hiding the case wasn't to investigate it.
[02:24:51.910 --> 02:24:53.271]  It was to hide it from Trump.
[02:24:53.791 --> 02:24:55.492]  It was to hide it from the American people.
[02:24:57.033 --> 02:25:06.279]  So once she figures that out, she gets independent counsel, we intervene, we disclose it to the world, help save millions of lives by the information getting out there.
[02:25:07.145 --> 02:25:10.148]  And now the advisors come in, wants to dismiss the case.
[02:25:10.609 --> 02:25:11.390]  We're opposing it.
[02:25:11.470 --> 02:25:13.171]  The judge has scheduled a hearing.
[02:25:13.732 --> 02:25:18.257]  And on the eve of that hearing, what does the Biden Justice Department do?
[02:25:18.877 --> 02:25:22.081]  They have now moved to intervene to dismiss the case.
[02:25:22.717 --> 02:25:31.861]  They are demanding the court not allow any discovery to happen about what Pfizer knew and when they knew it about the dangers of this vaccine.
[02:25:32.161 --> 02:25:36.163]  What the FDA knew and when they knew it about the dangers of this vaccine.
[02:25:36.483 --> 02:25:42.485]  What the Biden administration knew and when they knew it when they were mandating and forcing this vaccine on people.
[02:25:44.066 --> 02:25:46.567]  As well as spending billions of dollars to their political allies.
[02:25:47.563 --> 02:25:53.267]  They're demanding the judge not allow any bench trial, any jury trial, any trial of any kind.
[02:25:53.948 --> 02:26:01.173]  They're demanding the American people be scammed and ripped off and defrauded again while these harms continue to accumulate.
[02:26:02.054 --> 02:26:04.956]  That is how corrupt the Biden administration is.
[02:26:06.437 --> 02:26:07.718]  We will see whether the court
[02:26:08.280 --> 02:26:27.725]  We'll go along with this corrupt demand of the Justice Department to hide this fraud continually from the American people, to fail to protect the American people financially or personally from the harm caused by this dangerous, ineffective drug that wasn't a vaccine and didn't prevent COVID-19.
[02:26:27.745 --> 02:26:35.988]  Pfizer lied about everything except speed and scale, and the only thing Pfizer delivered at speed and scale was fraud, disability, and death.
[02:26:37.008 --> 02:26:37.368]  Indeed,
[02:26:38.106 --> 02:26:39.066]  Pfizer lied.
[02:26:39.686 --> 02:26:40.507]  People died.
[02:26:41.127 --> 02:26:44.428]  And the question is yet to be determined, will there be consequence?
[02:26:45.188 --> 02:26:54.111]  But the option for President Trump is to publicly speak out against what President Biden is doing, saying this case should go to trial.
[02:26:54.571 --> 02:26:58.892]  This case should be joined by the government to have a full, meaningful investigation.
[02:26:59.573 --> 02:27:02.133]  He can even say, I drafted a beautiful contract.
[02:27:02.453 --> 02:27:04.514]  Some say maybe one of the best ever contracts.
[02:27:05.023 --> 02:27:09.126]  They required a safe, effective vaccine for the prevention of COVID-19.
[02:27:09.987 --> 02:27:14.391]  And the claim is that Pfizer lied to me, and lied to the American people.
[02:27:14.571 --> 02:27:15.832]  Well, I want to know what's true.
[02:27:16.392 --> 02:27:18.934]  So, I find that Brooke Jackson's case should go forward.
[02:27:19.355 --> 02:27:20.936]  Trump should say, I support Brooke Jackson.
[02:27:21.516 --> 02:27:28.282]  And this would give him an exit ramp from the vaccine politics he himself has entrapped himself in.
[02:27:29.042 --> 02:27:30.784]  Because if he doesn't do so,
[02:27:31.500 --> 02:27:59.635]  If he continues to embrace a dangerous drug and continue to align himself with an adversarial company that set out to have him defeated in 2020, if he continues to side with a drug that has disabled, killed, and discriminated against millions and millions of people around the world, or caused such disability to occur, then he endangers his presidency.
[02:28:00.345 --> 02:28:02.747]  He endangers his election to the presidency.
[02:28:03.688 --> 02:28:29.567]  Indeed, the only hurdle to Trump winning in 2024 now, especially as the lawfare gets set aside by the courts, especially as he is going to be on the ballot, as the Supreme Court has already ruled, especially as he's already won the nomination, as has already been determined from Super Tuesday and Little Super Tuesday, the only way Trump loses this election against a disastrous debacle known as his fraudulency, the second Joe Biden,
[02:28:30.544 --> 02:28:38.291]  Is if he continues to embrace a dangerous drug that caused so much harm and was a deep state plot against President Trump.
[02:28:38.872 --> 02:28:46.859]  So what Trump can do is embrace that aspect of the Kennedy campaign that challenges the safety and efficacy of this vaccine.
[02:28:47.340 --> 02:28:49.282]  Take on an adversary in Pfizer.
[02:28:49.622 --> 02:28:51.183]  Stand up for the American people.
[02:28:51.684 --> 02:28:55.487]  And in so doing, guarantee his re-election and make sure it has consequences.
[02:29:04.102 --> 02:29:05.063]  Please support us.
[02:29:05.143 --> 02:29:05.624]  Get a book.
[02:29:05.684 --> 02:29:06.204]  Get a film.
[02:29:06.244 --> 02:29:07.425]  Get a Team Humanity t-shirt.
[02:29:07.906 --> 02:29:08.787]  Get Nitric Boost.
[02:29:08.827 --> 02:29:11.850]  Get it all at InfoWarStore.com.
[02:29:12.510 --> 02:29:15.053]  InfoWarStore.com.
[02:29:15.173 --> 02:29:16.374]  Get TurboForce.
[02:29:16.494 --> 02:29:18.196]  Get Next Level Foundational Energy.
[02:29:18.256 --> 02:29:20.178]  They're all incredible products.
[02:29:21.598 --> 02:29:24.720]  Next Level Foundational Energy is about to sell out, but it's not a stimulant.
[02:29:24.780 --> 02:29:26.141]  No, it's the energy of the cells.
[02:29:26.201 --> 02:29:27.082]  Different level energy.
[02:29:27.382 --> 02:29:28.243]  That's why it's Next Level.
[02:29:28.603 --> 02:29:30.484]  That's why TurboForce is today our clean energy.
[02:29:30.524 --> 02:29:33.346]  It is a bunch of stimulants that are natural and good, with a good letdown.
[02:29:34.087 --> 02:29:34.507]  Amazing.
[02:29:34.867 --> 02:29:35.748]  TurboForce.
[02:29:35.768 --> 02:29:36.829]  Next Level Foundational Energy.
[02:29:37.609 --> 02:29:38.470]  You clean out your blood.
[02:29:38.670 --> 02:29:40.691]  Everybody should be on now.
[02:29:42.292 --> 02:29:43.073]  NitricBoost.
[02:29:43.473 --> 02:29:46.015]  InfoWarStore.com.
[02:29:46.135 --> 02:29:46.836]  NitricBoost.
[02:29:47.536 --> 02:29:48.477]  We're funded by the people.
[02:29:48.597 --> 02:29:49.277]  Thanks for your support.
[02:29:49.297 --> 02:29:50.058]  I'll be right back.
[02:29:59.280 --> 02:30:02.421]  I talk a lot about the great successes InfoWars has had.
[02:30:02.441 --> 02:30:04.021]  I don't think anybody can deny it.
[02:30:04.721 --> 02:30:07.782]  And it is because of listeners and viewers supporting us.
[02:30:08.662 --> 02:30:12.603]  When we talk about the crew at InfoWars, people behind the scenes, the researchers, the writers,
[02:30:14.045 --> 02:30:16.750]  They really have been the MVPs in this fight.
[02:30:17.592 --> 02:30:25.386]  And when you look at Harrison Smith and Owen Schroer and the hard work they engage in every day, five, six, seven days a week, it's really just incredible.
[02:30:26.408 --> 02:30:29.289]  So for myself and the whole InfoWars crew, I thank you for your past support.
[02:30:30.049 --> 02:30:35.030]  I want to encourage you now to realize that InfoWars cannot stay on air if you do not support us.
[02:30:35.831 --> 02:30:38.271]  I know you spread the word, I know you pray for us, and that's wonderful.
[02:30:38.291 --> 02:30:38.832]  Keep doing it.
[02:30:38.872 --> 02:30:45.493]  But most viewers and listeners, never go to InfoWarsStore.com, and you never buy great products that enrich and empower your life.
[02:30:45.914 --> 02:30:47.094]  All at the same time, keep us on air.
[02:30:47.814 --> 02:30:51.477]  I know that less than 1% of our listeners actually go buy products at m4store.com.
[02:30:52.117 --> 02:30:56.720]  If just 1% more of you took action and went to m4store.com, our funding problems will be over.
[02:30:57.061 --> 02:30:57.901]  Please take action now.
[02:30:58.141 --> 02:31:01.684]  The enemies of humanity have been very good at dividing and conquering us.
[02:31:02.064 --> 02:31:09.049]  But if we simply start thinking about things according to the definition of, is it pro-human or is it anti-human, we start to win.
[02:31:09.249 --> 02:31:11.251]  And that's why I had the idea for Team Humanity.
[02:31:11.431 --> 02:31:12.492]  I brought it up to Elon Musk.
[02:31:12.532 --> 02:31:13.272]  He loved the idea.
[02:31:13.553 --> 02:31:17.075]  What would you call the debate and discussions about a pro-human future?
[02:31:17.115 --> 02:31:17.976]  Just Team Humanity?
[02:31:18.056 --> 02:31:18.937]  Yeah, Team Humanity.
[02:31:19.097 --> 02:31:19.537]  Absolutely.
[02:31:19.858 --> 02:31:21.239]  And so, we have the t-shirt.
[02:31:21.319 --> 02:31:24.742]  Team Humanity with a nuclear family, standing against the globalists.
[02:31:24.982 --> 02:31:32.408]  This shirt is a great conversation starter, but it also is a fundraiser to give informers on the air so we can promote and support Team Humanity.
[02:31:32.688 --> 02:31:44.416]  I want to thank you all for your past support, but I want to encourage you all now to understand that this is a revolution against the globalists, and it is so critical now to signal the fact that you are part of Team Humanity.
[02:31:44.697 --> 02:31:46.018]  We're told humans are the problem.
[02:31:46.038 --> 02:31:47.038]  We're told we're killing the Earth.
[02:31:47.298 --> 02:31:51.561]  We're told all this garbage, so we hate ourselves and stand down and roll over and die.
[02:31:51.882 --> 02:31:52.582]  We're not going to do that.
[02:31:52.842 --> 02:31:57.466]  Get your Team Humanity shirts now at InfoWarsTore.com, and I thank you all for your support.
[02:31:58.402 --> 02:32:02.703]  The InfoWars Live Silver Bullet Colloidal Silver has finally returned!
[02:32:02.924 --> 02:32:10.926]  To celebrate this powerful product's long-awaited homecoming, we're slashing $10 off the asking price, passing the savings on to you!
[02:32:11.286 --> 02:32:16.248]  Silver Bullet is the answer to Alex's extensive search for a powerful colloidal silver
[02:32:16.288 --> 02:32:23.231]  This is a super product that utilizes high-quality processes that has applications for both preparedness and regular use.
[02:32:23.552 --> 02:32:34.477]  Concentrated to 30 parts per million in a pure base of deionized water, this survival silver is the perfect fit for you and your family's routine and emergency supply.
[02:32:34.777 --> 02:32:40.320]  Falloidal silver is an amazing natural product that can assist your body's many healing processes.
[02:32:40.600 --> 02:32:48.683]  Do a deep dive, research the possibilities of colloidal silver yourself, and don't miss out on this limited time offer of $10 off.
[02:32:48.843 --> 02:32:52.704]  Try InfoWars Life Silver Bullet Colloidal Silver today.
[02:32:52.904 --> 02:32:57.246]  Available right now at InfoWarsStore.com.
[02:32:59.887 --> 02:33:05.789]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[02:33:28.482 --> 02:33:30.522]  Welcome back to the Alex Jones Show.
[02:33:30.843 --> 02:33:33.003]  Fourth hour, guest hosting, Robert Barnes.
[02:33:34.016 --> 02:33:41.300]  So we're going to have up in just a minute an emergency report from the man himself, Alex Jones.
[02:33:42.440 --> 02:33:53.286]  On the eve of that report, that for those who have been inquiring about Amos Miller, the Amish farmer, his case is going to decide the future of food freedom in America.
[02:33:53.826 --> 02:34:01.790]  The government is claiming the authority to take the farmer's property, his own farm, go into his own fridge and freezer,
[02:34:02.435 --> 02:34:09.797]  Steal and take and detain and order destroyed his own food for his own family and his own animals.
[02:34:10.438 --> 02:34:24.002]  And they're claiming that you are not allowed to have food in your own fridge or your own freezer, even if you're the one who produced that food as a farmer, unless and until the government gives you advance permission to make that food.
[02:34:24.642 --> 02:34:26.743]  That is what the Amos Miller case is about.
[02:34:27.346 --> 02:34:40.461]  It's not just about the ability of people to get fresh, organic food made the traditional Amish way that has a proven track record of extraordinary health benefits and safety, which is the case with Amos Miller.
[02:34:40.782 --> 02:34:46.228]  You can go to AmosMillerOrganicFarm.com and see the range of his products that are out there.
[02:34:46.781 --> 02:35:04.069]  But this is about prohibiting and controlling and monopolizing all of food supply so they can electronically track it and surveil it, so they can stick COVID vaccines in it, so they can stick other vaccines in it, and thus control our own bodies and ultimately ourselves.
[02:35:04.540 --> 02:35:06.621]  So that's what the Amos Miller case is all about.
[02:35:07.041 --> 02:35:16.125]  You can continue to get updated information about that case at VivaBarnesLaw.Locals.com.
[02:35:16.505 --> 02:35:20.187]  That's VivaBarnesLaw.Locals.com.
[02:35:20.931 --> 02:35:32.074]  Remember, just as important as Amos Miller's food is to the supply of organic, healthy, important food to benefit our bodies, InfoWars is the same for our mind.
[02:35:32.615 --> 02:35:49.660]  And you can go to InfoWarsStore.com and find a product that makes you healthier, wealthier, and wiser, and makes the country a safer and better place by having accurate, honest, transparent information that exposes the government and big corporations for who and what they often are.
[02:35:50.140 --> 02:35:52.701]  By going to Infowarsstore.com today.
[02:35:53.441 --> 02:35:57.502]  One last component about the risk of World War III.
[02:35:58.382 --> 02:35:59.643]  Do we face a risk of it?
[02:36:00.103 --> 02:36:04.604]  Well, we have a warning sign from maybe an unusual and unexpected place.
[02:36:05.304 --> 02:36:05.804]  Hollywood.
[02:36:06.804 --> 02:36:16.367]  The recent Oscar winner, Oppenheimer, has buried within it a warning about the current politics of the parties in power.
[02:36:17.586 --> 02:36:28.791]  And that is that a real reason why Oppenheimer was targeted was Oppenheimer was targeted because the deep state after World War II wanted to launch nuclear war.
[02:36:29.612 --> 02:36:37.255]  Oppenheimer didn't want his developments, his designs, his inventions to lead to the extermination of humanity.
[02:36:37.896 --> 02:36:45.239]  So continue to stay alert so these dangerous people don't get that perilous power in their hands now or in the future.
[02:36:45.885 --> 02:36:50.827]  Now we have available the emergency news break from Alex Jones.
[02:36:52.348 --> 02:36:54.089]  It's Thursday, March 14th, 2024.
[02:36:54.809 --> 02:36:58.690]  You're watching the live edition of the Alex Jones Show.
[02:36:59.131 --> 02:37:04.493]  Robert Barnes is going to be coming back here in just a few minutes and then in the next hour we're going to
[02:37:05.759 --> 02:37:11.661]  Hosting the great Drew Hernandez breaking down the border and other major cultural and world events.
[02:37:11.721 --> 02:37:18.803]  But I wanted to go through a news blitz here because all of this incredible information ties together.
[02:37:19.443 --> 02:37:24.544]  We have one stack here, the globalist plan to eliminate all farms, no more food, no more humans.
[02:37:24.584 --> 02:37:26.405]  This is really happening.
[02:37:26.725 --> 02:37:28.605]  They're cutting off the major food supply.
