[00:00:59.-200 --> 00:00:15.280]  [MUSIC PLAYING]
[00:41:45.978 --> 00:41:50.542]  And I just prefer to be in a place without it, if I can.
[00:41:50.622 --> 00:41:51.443]  Most of the time I can't.
[00:41:51.463 --> 00:41:54.526]  I hear I'm talking to you on some ISDN line, whatever that is.
[00:41:55.326 --> 00:41:55.907]  You know what I mean?
[00:41:55.927 --> 00:42:00.990]  But I think getting a respite from that is important because it restores perspective.
[00:42:01.490 --> 00:42:10.276]  And if you have the chance to, you know, use a candle instead of an electric light or use an outhouse instead of a flush toilet once in a while, I think it's good for you.
[00:42:10.496 --> 00:42:10.997]  I do think that.
[00:42:14.580 --> 00:42:19.205]  I don't believe in mail bombs.
[00:42:19.225 --> 00:42:20.186]  I don't believe in hurting people.
[00:42:20.206 --> 00:42:22.568]  I think Ted Kaczynski was insane obviously for doing that.
[00:42:23.089 --> 00:42:29.604]   But Ted Kaczynski's analysis of technology, even if you don't buy it completely, and I don't buy it completely, But it's worth hearing.
[00:42:29.744 --> 00:42:30.465]  It's worth thinking about.
[00:42:30.505 --> 00:42:40.507]  There should be some counterbalance to the propaganda from Google and the power company that we'd all be nothing without, you know, electricity and microchips.
[00:42:40.527 --> 00:42:42.208]  Like, that's not true, actually.
[00:42:42.228 --> 00:42:42.988]  That's a lie.
[00:42:43.428 --> 00:42:44.688]  And we should say it out loud.
[00:42:44.708 --> 00:42:45.269]  It's a lie.
[00:42:45.429 --> 00:42:57.352]  And I also think, honestly, that technology can be, while life-saving, you know, if my child had a medical problem, I would hope he went to a doctor, you know, who had access to electricity and machines and all that.
[00:42:57.372 --> 00:42:57.612]  It's great.
[00:42:58.192 --> 00:43:02.174]  But it can also be, this is just a fact, a vector for evil.
[00:43:02.194 --> 00:43:03.834]  Okay, that's just true.
[00:43:04.034 --> 00:43:05.415]  And somebody needs to say that.
[00:43:06.055 --> 00:43:11.117]  And I don't know why that's considered crazy or, you know, I don't know, radical to say that.
[00:43:11.157 --> 00:43:12.858]  I'm an incredibly moderate person.
[00:43:12.958 --> 00:43:14.839]  I'm a moderate person by my temperament.
[00:43:14.939 --> 00:43:16.600]  I don't like radicalism at all.
[00:43:17.460 --> 00:43:19.301]  It's clear that we're way out of balance is what you're saying.
[00:43:20.291 --> 00:43:21.252]  Way out of balance.
[00:43:21.412 --> 00:43:22.293]  Way out of balance.
[00:43:22.733 --> 00:43:25.035]  And I feel that way about so many things.
[00:43:25.195 --> 00:43:32.461]  I think people who, you know, you want to build a business, you have to take debt in order to expand the business.
[00:43:32.681 --> 00:43:33.301]  I get that.
[00:43:33.942 --> 00:43:48.433]   But the idea that we're sending credit cards to college students and hooking them on Debt at 28% interest and nobody knows the names of the credit card executives who are getting rich from the suffering of hundreds of millions of Americans is shocking to me.
[00:43:48.753 --> 00:43:51.656]  Instead, we all hate Alex Jones because he's got naughty opinions.
[00:43:51.796 --> 00:43:52.056]  Really?
[00:43:52.456 --> 00:44:01.163]  What about the head of Citibank, who is hooking our entire country on credit cards and sending people into lifetime debt slavery?
[00:44:01.804 --> 00:44:02.725]  Oh, shut up!
[00:44:03.085 --> 00:44:03.966]  No, you shut up.
[00:44:04.466 --> 00:44:05.066]  You shut up.
[00:44:05.086 --> 00:44:06.287]  You're hooking people on debt.
[00:44:06.327 --> 00:44:06.808]  You're evil.
[00:44:07.292 --> 00:44:09.292]  And I think, why does no one say that?
[00:44:09.292 --> 00:44:11.292]  Hey, it's Tucker Carlson.
[00:44:11.292 --> 00:44:17.292]  The one thing we know for certain is the United States is going to be one intense place this fall, moving into this presidential election.
[00:44:17.292 --> 00:44:23.292]  So we thought, what better time to hit the road and see the country, and we're going to this fall.
[00:44:23.292 --> 00:44:30.292]  We are pleased, in fact thrilled, to announce Tucker Carlson Live, which is what it sounds like, a nationwide tour.
[00:44:30.292 --> 00:44:32.292]  And at every show, we'll be joined by a friend, a special guest.
[00:44:32.292 --> 00:44:38.292]  Megyn Kelly, Glenn Beck, Tulsi Gabbard, Praveek Ramaswamy, Russell Brand, and many others.
[00:44:38.239 --> 00:44:41.882]  We're going to be live on stage responding to everything that is happening in real time.
[00:44:41.942 --> 00:44:45.665]  It's going to be fun as hell and interesting.
[00:44:45.685 --> 00:44:48.127]  You can get tickets at tuckercarlson.com.
[00:44:48.167 --> 00:44:49.288]  They are certain to sell out.
[00:44:49.728 --> 00:44:51.910]  We encourage you to get one, and we'll see you there.
[00:44:55.076 --> 00:44:59.155]  And for breaking news and updates, be sure and follow me at RealAlexJones, you're on X.
[00:45:00.115 --> 00:45:08.436]   Like we should have at least one person saying that maybe everyone else is on the side of of finance which is to say money lending but maybe we should have one person who's like yeah
[00:45:08.436 --> 00:45:15.876]   I'm not sure it's a good idea to be in debt to someone else because then that person controls you and you're no longer free like duh you know what I mean?
[00:45:15.970 --> 00:45:17.411]  We are totally out of balance.
[00:45:17.431 --> 00:45:19.112]  Tucker, you're 100% on target.
[00:45:19.132 --> 00:45:23.074]  I mean, when I'm immersed in cities and computers and work, I'm not happy.
[00:45:23.474 --> 00:45:29.137]  And when I'm in nature, I am in heaven, particularly in the desert or the woods somewhere where cell phones don't work.
[00:45:29.237 --> 00:45:31.478]  I just suddenly feel so calm, so good.
[00:45:31.498 --> 00:45:32.018]  It's amazing.
[00:45:32.038 --> 00:45:37.721]  So in the time we have left here, this is an incredible interview, I literally wrote 60 plus questions and I've gotten about 10 of them.
[00:45:39.041 --> 00:45:46.543]  But let's shift gears back into one of the few questions I asked your crew for, because we don't like pre-programming these interviews, but I said, what's something Tucker wants to talk about?
[00:45:47.383 --> 00:45:49.044]  Saving civilization, saving humanity.
[00:45:49.064 --> 00:45:58.907]  We've already kind of talked a lot about that, but specifically, let's speak to how do we stop World War III, and then the election, the lawfare, everything backfiring on the establishment.
[00:45:58.987 --> 00:46:01.167]   My concern is What are they going to pull?
[00:46:01.187 --> 00:46:03.588]  Well, right on time, the bird flu, they're trying to relaunch that.
[00:46:04.309 --> 00:46:07.790]  Right on time, they're saying terrorists are about to attack if they open the borders up.
[00:46:08.170 --> 00:46:11.792]  Right on time, they're trying to accelerate the war with Russia.
[00:46:12.272 --> 00:46:15.533]  I mean, clearly, they're going to pull some October surprise.
[00:46:16.213 --> 00:46:17.034]  What do you think that is?
[00:46:19.054 --> 00:46:19.995]  I don't know what it is.
[00:46:20.075 --> 00:46:26.157]  I mean, my instinct for two years has been that the war in Ukraine, the U.S.
[00:46:26.277 --> 00:46:34.880]   war against Russia, Will change world history and certainly change American history and will have an effect on this election.
[00:46:34.980 --> 00:46:36.921]  I really think that's the biggest thing happening right now.
[00:46:36.941 --> 00:46:41.444]  There are a lot of big things happening but that's the only one with the potential to kill us all in the next three months.
[00:46:42.065 --> 00:46:51.031]  So I do think that will play a role in this election because of course wartime gives government wartime powers and those are very different from peacetime powers.
[00:46:51.151 --> 00:47:02.786]   Abraham Lincoln who I think was a good man in a lot of ways but became of course a dictator In the middle of civil war and suspended habeas corpus and detained people without charging them and etc, etc.
[00:47:02.806 --> 00:47:14.517]  So even I think, you know, even decent men tend to become Winston Churchill, put the entire opposition party in prison with their wives for the duration of the Second World War.
[00:47:15.197 --> 00:47:17.419]  I don't think Churchill was the most evil man in history.
[00:47:17.459 --> 00:47:18.720]  I think that's an evil thing to do.
[00:47:19.420 --> 00:47:24.804]  And so even good people can become fascist during wartime, and almost always do.
[00:47:25.364 --> 00:47:27.585]  So that's something to remember, I think.
[00:47:28.626 --> 00:47:37.172]  As to what we can do about it, well, we can do what we're doing, which is to try and tell the truth without fear, as clearly as we can, as thoughtfully as we can, as non-hysterically, as persuasively as we can.
[00:47:38.055 --> 00:47:43.919]  But I think the main thing that we can do is recognize our inability to really do anything, because we're not in charge, actually.
[00:47:44.399 --> 00:47:51.824]  And so what you can do is become a better person, a more virtuous person, and say your freakin' prayers.
[00:47:52.304 --> 00:47:53.084]  I really believe that.
[00:47:53.224 --> 00:47:53.705]  I think that.
[00:47:54.145 --> 00:47:56.647]  Because at a certain point, like, countries get what they want.
[00:47:57.347 --> 00:48:11.329]   And if, you know, all of a sudden you wake up in a country where, you know, a lot of people are convinced it's more virtuous to abort a child than to have a child, People are convinced that, like, war with Russia is somehow really important because Neville Chamberlain bad or whatever.
[00:48:12.170 --> 00:48:13.451]  You know, it's hard to stop that.
[00:48:13.751 --> 00:48:14.011]  It is.
[00:48:14.071 --> 00:48:15.032]  It's hard to stop that.
[00:48:15.192 --> 00:48:19.855]  And so you really need to appeal to a higher power because your power is limited.
[00:48:20.356 --> 00:48:21.857]  Like, I tell myself this all the time.
[00:48:21.897 --> 00:48:23.058]  Like, something will happen.
[00:48:23.078 --> 00:48:23.878]  I'll get completely outraged.
[00:48:23.938 --> 00:48:24.939]  I got to talk about this!
[00:48:24.999 --> 00:48:27.781]  And then part of me says, you know, but don't don't fool yourself.
[00:48:27.861 --> 00:48:34.947]   Like, talking about things Is not in the end, you know, the same as like commanding an army or being God.
[00:48:35.147 --> 00:48:36.829]  Like you can't, your power is limited.
[00:48:37.469 --> 00:48:40.952]  And so I think it's important to appeal to a higher power.
[00:48:41.072 --> 00:48:48.659]  If this is a spiritual war, and clearly it is, just on, I mean, I have a lot of thoughts on this, but I've just tried to contain it to like the logical unpacking of it.
[00:48:48.699 --> 00:48:51.181]  I don't see what else it could be other than a spiritual war.
[00:48:51.221 --> 00:48:54.924]  Well, Tucker, I think you're being very, I think you're being very healthy.
[00:48:55.902 --> 00:48:58.204]  Being humble, but you are doing something about it.
[00:48:58.224 --> 00:48:59.065]  That's why they want to stop you.
[00:48:59.085 --> 00:49:03.869]  I think we have to understand that individually, you know, we can reach out to others, but I get your point.
[00:49:04.029 --> 00:49:05.430]  So looking at this...
[00:49:06.465 --> 00:49:07.525]  We saw January 6th.
[00:49:07.565 --> 00:49:10.907]  You've really been the tip of the spear exposing that it was a provocative event.
[00:49:10.947 --> 00:49:11.947]  It's come out in Congress now.
[00:49:12.007 --> 00:49:12.728]  It's all been confirmed.
[00:49:12.848 --> 00:49:18.310]  January 6th, Puppet Committee has destroyed all their evidence because it showed the truth that they were engineering it.
[00:49:18.330 --> 00:49:21.051]  The new Pelosi video admitting they basically had to stand down.
[00:49:21.071 --> 00:49:22.252]  They wouldn't let the National Guard out.
[00:49:22.672 --> 00:49:25.613]  We walked, I was there, we walked into a trap on that.
[00:49:25.913 --> 00:49:43.651]   We saw Pelosi then With the military parades that she was there inspecting and the barbed wire and all these really fascistic totalitarian things we saw and now they're all over the news as you know saying they're training militias, right-wingers, terrorists, they're going to attack.
[00:49:44.252 --> 00:49:56.320]  They're pre-programming that, and just like with the fake Governor Whitmer kidnapping, I don't believe, I know, because they've done this before and they're telegraphing it, they're planning to try to trigger civil unrest if they build a civil war.
[00:49:56.560 --> 00:49:59.302]  They've got the movies out, they've got it all pre-programmed.
[00:49:59.322 --> 00:50:00.583]  That's another one of my big concerns.
[00:50:00.603 --> 00:50:01.324]  What's your view on that?
[00:50:02.841 --> 00:50:04.382]  Well, that's so obviously true.
[00:50:04.402 --> 00:50:11.205]  I mean, you know, one of the many binaries, I think, in life is male-female, masculine-feminine.
[00:50:11.225 --> 00:50:14.947]  And there are two ways of fighting and communicating.
[00:50:15.087 --> 00:50:15.808]  And they're very different.
[00:50:15.828 --> 00:50:17.769]  In fact, they're poles.
[00:50:17.809 --> 00:50:18.969]  They're the opposite of one another.
[00:50:19.109 --> 00:50:20.470]  One is direct.
[00:50:20.930 --> 00:50:22.331]  That's, of course, the masculine form.
[00:50:22.431 --> 00:50:23.772]  And the other is indirect.
[00:50:24.612 --> 00:50:25.533]  And that's the female form.
[00:50:25.693 --> 00:50:27.854]  And the Democratic Party is, of course, a female party.
[00:50:28.714 --> 00:50:30.055]  And that's how they fight.
[00:50:30.375 --> 00:50:36.270]   They fight by You know, they hit you in the face and scream, stop punching me!
[00:50:36.551 --> 00:50:37.392]  Stop punching me!
[00:50:38.695 --> 00:50:40.077]  That's exactly what they do.
[00:50:40.619 --> 00:50:42.121]  A man fights, he says, what'd you do?
[00:50:42.141 --> 00:50:43.564]  I'm going to kick your ass and then does it.
[00:50:44.560 --> 00:50:44.960]  Of course.
[00:50:45.220 --> 00:50:49.103]  And so, January 6th was sort of in keeping with the way they approached the world.
[00:50:49.143 --> 00:50:51.644]  It was a passive-aggressive action.
[00:50:52.345 --> 00:50:58.668]  It was, set this up, make it seem like the other guys are attacking, and then crush them.
[00:50:59.969 --> 00:51:01.690]  And so, of course, they don't change.
[00:51:01.730 --> 00:51:02.711]  That's who they are.
[00:51:02.791 --> 00:51:05.292]  They're feline, not canine.
[00:51:06.073 --> 00:51:09.114]  And they will do something very much like that, of course.
[00:51:09.715 --> 00:51:17.687]   But I don't think that that should deter people from Saying what they think is true and being bold in doing that.
[00:51:18.087 --> 00:51:28.960]  And so, for example, Trump is being sentenced on July 11th, so a week before the Republican convention, and they may remand him, they may send him right to jail.
[00:51:29.020 --> 00:51:30.201]  How should he respond to that?
[00:51:30.241 --> 00:51:31.342]  I mean, there are two ways to respond.
[00:51:31.623 --> 00:52:01.003]   One, Is by, you know, doing what they say, doing a press conference from jail, they're persecuting me the other way, and I can't recommend the better way, but there is another way, which is to say, no, this is completely illegitimate, I'm not going to jail, this is a fake crime, you never would have indicted me for it if I hadn't been challenging your power, if I wasn't running for president, I wouldn't be sentenced to jail right now, that's just a fact, everyone knows that's true, this whole process is a sham, I don't believe in your system, my ancestors created this system, and you've taken it over somehow,
[00:52:01.423 --> 00:52:03.465]  And perverted it into something unrecognizable.
[00:52:03.705 --> 00:52:04.506]  And I'm not playing along.
[00:52:05.086 --> 00:52:05.707]  I'm not playing along.
[00:52:05.867 --> 00:52:07.749]  I'm not actually going to jail, so why don't you make me?
[00:52:08.730 --> 00:52:10.351]  And, you know, that is a way to approach it.
[00:52:10.852 --> 00:52:12.473]  And I would say that's the more direct way.
[00:52:13.734 --> 00:52:15.215]  Like, why play along with this stuff?
[00:52:15.255 --> 00:52:16.056]  What are you going to do about it?
[00:52:16.256 --> 00:52:22.462]  But in order to take that posture, you have to be ready to, you know, to get hurt.
[00:52:23.340 --> 00:52:23.640]  You do.
[00:52:24.081 --> 00:52:30.705]  But I would argue that you have to be ready to get hurt whenever you tell the truth, you know, physically or in some other way.
[00:52:31.386 --> 00:52:33.187]  You know, you have to, you know, there's a risk involved.
[00:52:33.207 --> 00:52:36.109]  That's why everyone went and took the vax because, like, they don't want to take the vax.
[00:52:36.189 --> 00:52:38.971]  Many people didn't, but they're like, it's not worth dealing with the consequences.
[00:52:39.252 --> 00:52:39.992]  So let me stop you.
[00:52:40.012 --> 00:52:40.653]  Let me stop you.
[00:52:40.993 --> 00:52:41.914]  This is, this is incredible.
[00:52:42.514 --> 00:52:43.895]  And I've been, you're right.
[00:52:43.915 --> 00:52:44.776]  I've been thinking about this.
[00:52:45.834 --> 00:52:50.977]  I've tried to be Gandhi-esque and have said, you know, never be violent in any way, offensively.
[00:52:51.398 --> 00:53:09.849]  But there comes a point with civil disobedience where these are kangaroo courts, it's all been proven, and this is the other political party that's tried to take him off the ballot and been caught at every level rigging these cases, and it's all blown up their face, where Trump then finally says, no, I'm staying here at Mar-a-Lago, this is a fraud, I'm not going.
[00:53:10.309 --> 00:53:13.732]  The problem is then the deep state stages terror attacks, blames Trump supporters for it.
[00:53:14.572 --> 00:53:16.554]  And so Trump currently saying, I don't mind going to jail.
[00:53:16.574 --> 00:53:18.235]  He's going to put himself in jail in Rikers Island.
[00:53:18.576 --> 00:53:20.277]  My concern is they might poison or kill him.
[00:53:20.317 --> 00:53:21.458]  They're that desperate.
[00:53:21.498 --> 00:53:22.759]  So speak to that.
[00:53:22.859 --> 00:53:28.464]  And then clearly he has secret service because presidents are under threat and political assassination goes on all the time.
[00:53:28.504 --> 00:53:31.506]  They just pumped a month ago, five bullets in the Slovakian.
[00:53:32.267 --> 00:53:42.987]   President FICO and they're trying to kill the other leaders, I mean, this is what happens at the start of a major world war, so it's very paradoxical, so can you quantify, I don't
[00:53:42.987 --> 00:53:51.867]   think you're calling for either in a way, but you're just basically putting on the table what the options are of what's happening.
[00:53:52.504 --> 00:53:54.345]  I mean, I have no idea what the right answer is.
[00:53:54.485 --> 00:53:56.965]  I'm, thank God, not facing a decision like that.
[00:53:57.705 --> 00:53:58.225]  Trump is.
[00:53:58.465 --> 00:54:01.466]  And I think he'll probably, if he's remanded to jail, he'll probably go to jail.
[00:54:01.586 --> 00:54:05.447]  I'm only saying, at a certain point, it's important to acknowledge reality.
[00:54:05.467 --> 00:54:06.487]  And here's the reality.
[00:54:06.807 --> 00:54:07.687]  This is not justice.
[00:54:07.707 --> 00:54:08.887]  This is not a justice system.
[00:54:09.007 --> 00:54:16.309]  This is a husk of a system built by other people hundreds of years ago that has been taken over by new people who perverted its original intent.
[00:54:17.009 --> 00:54:18.190]  It's not real, it's fake.
[00:54:18.230 --> 00:54:19.351]  It's like Harvard University.
[00:54:19.571 --> 00:54:22.573]  Harvard University was the place where the smartest people in the country went.
[00:54:23.134 --> 00:54:32.941]  Now it's a place where you go based on your sex and your race, and the standards have been dropped dramatically, and the rest of us pretend that this zombie institution is the institution that we remember.
[00:54:33.641 --> 00:54:34.142]  And it's not.
[00:54:34.302 --> 00:54:35.343]  And it's just important to say that.
[00:54:35.383 --> 00:54:50.818]  I mean, in Zimbabwe, at the height of Mugabe's reign of terror against whites, he used the British, effectively Anglo justice system in place in Zimbabwe to crush the people whose ancestors built it.
[00:54:51.639 --> 00:54:52.740]  It wasn't a real system.
[00:54:52.780 --> 00:55:01.243]  It had bore no resemblance whatsoever to the system that had been in place before Mugabe got there, except, you know, the outward, you know, affectations are all the same.
[00:55:01.283 --> 00:55:02.703]  The judges still wore wigs.
[00:55:02.763 --> 00:55:06.085]  They still, you know, called the court to order with a gavel.
[00:55:06.605 --> 00:55:08.526]  But at its heart, it was a completely different thing.
[00:55:08.546 --> 00:55:11.869]   And You know, you could argue about whether it's a better thing or a worse thing.
[00:55:11.909 --> 00:55:13.110]  I'm just noting the obvious.
[00:55:13.130 --> 00:55:14.412]  But that brings us to lawfare.
[00:55:14.752 --> 00:55:16.514]  And I think it's important to say that.
[00:55:16.815 --> 00:55:17.055]  It is.
[00:55:17.335 --> 00:55:18.376]  That brings us to lawfare.
[00:55:18.917 --> 00:55:19.918]  I mean, I've experienced it.
[00:55:19.938 --> 00:55:20.639]  It's not about me.
[00:55:20.779 --> 00:55:23.242]  I knew I was a beta test where I'm found guilty by two judges.
[00:55:23.863 --> 00:55:28.628]  Then they have show trials produced by HBO with the judges putting on makeup with scripts.
[00:55:29.309 --> 00:55:34.589]   And so I was there in a movie production, and to me it wasn't about, oh, I feel sorry for myself.
[00:55:34.589 --> 00:55:38.109]  I was like, holy crap, we're in a lot of trouble.
[00:55:38.109 --> 00:55:42.469]   And then now we've seen it with Trump and everybody else and Steve Bannon and Navarro.
[00:55:42.469 --> 00:55:47.589]   I mean, imagine if they're able to steal the election again, what they're going to do,
[00:55:47.589 --> 00:55:52.849]   because they've said on MSNBC, as you know, and everywhere, oh, we're gonna not just go after Trump, all his supporters.
[00:55:52.849 --> 00:55:56.869]   And then Biden put out in 2021, his national security directive,
[00:55:56.869 --> 00:56:00.269]   the main threat's white supremacy, that basically is almost non-existent
[00:56:00.269 --> 00:56:01.649]  when it comes to violence.
[00:56:01.649 --> 00:56:05.629]   And then he went on, as you know, to say, what is the definition of white supremacy?
[00:56:05.629 --> 00:56:11.789]   Questioning an election, questioning lockdowns, questioning open borders, questioning forced inoculations.
[00:56:11.789 --> 00:56:13.189]  So what do you...
[00:56:12.796 --> 00:56:20.616]   imagine they're going to do if they're able to steal it again? What do you see unfolding there and what will they do if they retain power in this
[00:56:20.616 --> 00:56:32.176]   societal coup? Well what won't they do? I mean they're trying to put the front-runner in the presidential race in prison for the rest of his life
[00:56:32.176 --> 00:56:38.748]   for things that are not crimes. So that just I mean that it answers its own Like, they will do anything.
[00:56:38.768 --> 00:56:42.490]  And I would expect that to continue.
[00:56:42.550 --> 00:56:46.753]  I mean, I do think the formality of these elections is really irksome to them.
[00:56:47.153 --> 00:56:54.998]  They hate the whole idea that people they despise would have a role in choosing the government or have any power whatsoever or be disobedient in any way.
[00:56:55.358 --> 00:56:56.499]  So they hate elections.
[00:56:56.619 --> 00:56:59.281]  The defenders of democracy hate above all democracy, of course.
[00:56:59.941 --> 00:57:03.622]  And so I think they will go very, very far in eliminating it.
[00:57:03.862 --> 00:57:04.603]  I do think that.
[00:57:04.983 --> 00:57:11.365]  And that's why I think that this election is potentially the last one, you know, real election.
[00:57:11.425 --> 00:57:12.906]  I think to the extent it's even real.
[00:57:13.386 --> 00:57:17.767]  As to what we can do, I mean, look, I'll just tell you what I've resolved to do, which I'm not going to hurt anybody.
[00:57:17.907 --> 00:57:21.068]  I don't believe in hurting other people except in self-defense, and I really mean that.
[00:57:21.108 --> 00:57:23.309]  That's a religious precept for me, and I'm not going to change.
[00:57:23.649 --> 00:57:24.110]  Period.
[00:57:24.670 --> 00:57:28.031]  So I'm not staging any kind of violent revolution against anybody, and I'm not going to.
[00:57:28.471 --> 00:57:31.653]  And I wouldn't recommend anyone else do it either, but that's what I've decided.
[00:57:32.093 --> 00:57:33.794]  But I'm going to tell the truth no matter what.
[00:57:34.394 --> 00:57:34.795]  Period.
[00:57:34.815 --> 00:57:41.098]  I'm going to say it as loudly as I possibly can, recognizing the whole time that the consequences could be very severe.
[00:57:41.118 --> 00:57:43.419]  I mean, I know for a fact they could be.
[00:57:43.700 --> 00:57:44.960]  I've already dealt with this a little bit.
[00:57:46.361 --> 00:57:49.344]  And I mean, actual consequences, but that's just what it is.
[00:57:49.364 --> 00:57:51.846]  Like, what did you expect life was going to be about?
[00:57:52.106 --> 00:57:53.527]  Just ordering shit from Amazon?
[00:57:53.567 --> 00:57:55.869]  Like, this is what it is, actually.
[00:57:55.909 --> 00:57:57.310]  This is what it's always been.
[00:57:57.911 --> 00:58:12.258]   And we just grew up, I'll speak for myself, I grew up in a world so insulated from reality, In 1985, America was just so rich, effectively unchallenged internationally, so stable domestically, that you never really had to face human nature.
[00:58:12.318 --> 00:58:17.759]  Well, now we do have to face human nature, and human nature is, you know, both good and bad, and there's certainly ugly parts of it.
[00:58:17.919 --> 00:58:22.340]  I mean, as, you know, as in Jeremiah, it says, who knows the depravity of the human heart?
[00:58:22.420 --> 00:58:27.042]  Like, it's like, they're capable, people are capable of anything, at their worst.
[00:58:27.742 --> 00:58:28.663]  And so just know that.
[00:58:28.843 --> 00:58:29.303]  It's alright.
[00:58:29.363 --> 00:58:30.024]  Just know that.
[00:58:30.264 --> 00:58:32.086]  And stop being so shocked by it.
[00:58:32.186 --> 00:58:34.648]  Like, would they kill people to take control of the world?
[00:58:34.708 --> 00:58:35.328]  Are you joking?
[00:58:35.669 --> 00:58:35.909]  Yeah.
[00:58:36.089 --> 00:58:36.549]  Who wouldn't?
[00:58:37.230 --> 00:58:37.490]  Absolutely.
[00:58:37.510 --> 00:58:39.372]  People have always killed people to take control of the world.
[00:58:39.412 --> 00:58:39.612]  Right.
[00:58:39.652 --> 00:58:41.614]  So like, you really do need to get out.
[00:58:41.714 --> 00:58:44.316]  I think it's easier for young people to get this because they didn't grow up.
[00:58:44.836 --> 00:58:48.677]  in this country with the expectation that, you know, everything will always be great.
[00:58:48.677 --> 00:58:51.076]  I mean, that's the country that I grew up in, I think you did as well.
[00:58:51.076 --> 00:58:51.876]  Normalcy bias.
[00:58:51.876 --> 00:58:53.076]  You couldn't even imagine.
[00:58:53.076 --> 00:58:54.277]  Yeah, exactly.
[00:58:54.277 --> 00:58:55.876]  That's a nice way to put it.
[00:58:55.876 --> 00:58:57.476]  So just, like, know that.
[00:58:57.476 --> 00:59:06.516]   And if you're going to participate in it, speaking for myself in a nonviolent way, know that telling the truth and you're a living example of this is enough to get you killed.
[00:59:06.711 --> 00:59:10.432]  Telling the truth is that offensive to the people in charge because they're not just liars.
[00:59:10.932 --> 00:59:12.012]  Their currency is lies.
[00:59:12.252 --> 00:59:13.013]  They're about lies.
[00:59:13.053 --> 00:59:14.153]  The whole thing is a lie.
[00:59:15.134 --> 00:59:17.034]  And truth is the most offensive thing to them.
[00:59:17.194 --> 00:59:18.075]  So yeah, could you get killed?
[00:59:18.115 --> 00:59:18.995]  Absolutely you could get killed.
[00:59:19.495 --> 00:59:21.616]  But maybe stop whining about it and do the right thing.
[00:59:21.636 --> 00:59:22.956]  I was about to say the alternative.
[00:59:23.016 --> 00:59:28.538]  I would much rather be... I would much rather be killed telling the truth than I would, like, die of ALS or something.
[00:59:28.578 --> 00:59:29.958]  Like, we're all gonna die in the end.
[00:59:30.019 --> 00:59:31.159]  I don't... I don't want to.
[00:59:31.259 --> 00:59:32.759]  I don't... I'm not on a suicide trip.
[00:59:32.799 --> 00:59:33.480]  I love my life.
[00:59:33.940 --> 00:59:36.701]  And I love my children and my wife and my friends and my dogs and the whole thing.
[00:59:36.921 --> 00:59:40.342]  But, you are gonna die, so you might as well be brave.
[00:59:40.622 --> 00:59:41.622]  That's how I feel about it.
[00:59:41.622 --> 00:59:49.462]   And when you have that attitude, you have a vibrant, powerful civilization, but when you're always cowering to whoever's bullying you, then the worst bullies ascend to power.
[00:59:49.462 --> 00:59:58.622]   There was a famous interview with the newspaper, Thomas Jefferson, it's where the quote comes from of all the evil men and tyrants need to flourish as good men do nothing, the newspaper
[00:59:58.622 --> 01:00:01.302]  interviewer said, "Well, what's the level that tyrants will go?"
[01:00:01.324 --> 01:00:04.765]  And he said, whatever level you accept, because there's always one worse that will replace them.
[01:00:05.225 --> 01:00:07.285]  Tucker, we've been going for an hour.
[01:00:07.365 --> 01:00:09.086]  You've agreed to do about 25, 30 more minutes.
[01:00:09.666 --> 01:00:13.146]  Do you want to take a quick little break here and come back or just keep going?
[01:00:13.166 --> 01:00:14.687]  No, I'm totally good.
[01:00:15.087 --> 01:00:20.568]  I would just say, you know, part of it is like, I don't think I'll ever figure out in my lifetime until I'm dead.
[01:00:21.437 --> 01:00:30.641]  Um, what went on, you know, over the past 10 years, it's too confusing, you know, and I don't think any person can fully understand the moment he's living in.
[01:00:31.441 --> 01:00:36.564]  But it does seem pretty clear to me that generational affluence has made America a lot weaker.
[01:00:36.724 --> 01:00:37.584]  I'm not for poverty.
[01:00:38.104 --> 01:00:41.326]  I'm not, you know, saying it's a good thing to not have enough to eat.
[01:00:41.366 --> 01:00:41.646]  I'm not.
[01:00:41.826 --> 01:00:43.847]  But meritocracy has been murdered.
[01:00:45.353 --> 01:00:51.756]  Well, meritocracy is long gone, but generational affluence is bad for families and it's bad for countries.
[01:00:51.796 --> 01:00:57.839]  And I think one of the things we're seeing now is that people just feel like, just make the pain stop.
[01:00:58.660 --> 01:01:00.601]  I don't, I'm super, super comfortable.
[01:01:00.781 --> 01:01:02.042]  I don't want to be uncomfortable.
[01:01:02.182 --> 01:01:02.722]  And I get that.
[01:01:02.742 --> 01:01:03.683]  I feel the same way, by the way.
[01:01:03.703 --> 01:01:04.643]  I'm not judging anyone.
[01:01:05.023 --> 01:01:05.944]  I just want to be comfortable.
[01:01:06.004 --> 01:01:06.304]  I get it.
[01:01:06.966 --> 01:01:09.167]  But that's not sort of an option right now, actually.
[01:01:10.308 --> 01:01:12.629]  Being comfortable is not, you know, on the menu.
[01:01:13.129 --> 01:01:14.210]  You're going to be uncomfortable.
[01:01:14.230 --> 01:01:14.950]  Stagnant.
[01:01:16.191 --> 01:01:20.573]  Yeah, and it's better to choose dignity, I think.
[01:01:20.753 --> 01:01:22.074]  It's better to be dignified about it.
[01:01:22.094 --> 01:01:22.794]  And what does that mean?
[01:01:22.834 --> 01:01:25.676]  Specifically, it means saying what you think is true, because you're not a slave.
