[00:00:20.168 --> 00:00:22.730]  May 31st, 2019.
[02:03:44.049 --> 02:03:49.153]  It's a unifying agenda, it's an American-rooted agenda, it's a Constitution-based agenda.
[02:03:49.693 --> 02:04:00.641]  King was very much about unifying people, unifying people in the name of a conservative tradition, in general, by appealing to our constitutional history, and by particularly saying, and very patriotic,
[02:04:01.041 --> 02:04:05.923]  That because I'm an American, because I'm a man, I should have the same rights as all men and as all Americans.
[02:04:06.403 --> 02:04:09.525]  It was not a reparations-based appeal.
[02:04:09.605 --> 02:04:11.326]  It was not a victim-based appeal.
[02:04:11.766 --> 02:04:13.827]  It was not a poor-me-pity-me appeal.
[02:04:14.187 --> 02:04:16.468]  It was not a give-me-special-rights appeal.
[02:04:16.868 --> 02:04:19.589]  It was a give-me-equal-rights appeal.
[02:04:19.889 --> 02:04:22.911]  Because it rooted in Americanism and rooted in constitutionalism.
[02:04:23.431 --> 02:04:37.863]  You can't achieve these sort of shame dinners where you're combining, basically, specialty diversity training with a censorship, confessional, inquisitorial model of let's tell everybody about how horrible a person you are.
[02:04:37.903 --> 02:04:39.364]  This is Fifty Shades of Grey.
[02:04:39.604 --> 02:04:40.865]  This is come get beat up.
[02:04:41.146 --> 02:04:41.406]  Exactly.
[02:04:41.426 --> 02:04:42.326]  You're Fifty Shades of White.
[02:04:42.367 --> 02:04:43.467]  Confess how terrible you are.
[02:04:43.788 --> 02:04:50.093]  And in that world, Martin Luther King can't exist because Martin Luther King presents a counter narrative that says we're all great if we're Americans.
[02:04:50.413 --> 02:04:51.534]  What's that term you use?
[02:04:51.574 --> 02:04:52.034]  Any means?
[02:04:54.016 --> 02:04:58.879]  They will use any means possible for any purpose possible to achieve their destruction of their agenda.
[02:04:59.120 --> 02:05:03.103]  If that means the propagation of their agenda means destruction of individuals, they do it.
[02:05:03.343 --> 02:05:16.673]  This is next level, breaking ground, history book level, science fiction dystopia, tyranny on steroids.
[02:05:33.965 --> 02:05:35.106]  Bing bing, bong bong.
[02:05:48.140 --> 02:05:50.381]  Just take the red pill, people!
[02:05:54.842 --> 02:05:57.003]  InfoWars.
[02:05:57.043 --> 02:06:01.845]  The most banned network in the world.
[02:06:14.329 --> 02:06:17.073]  Live, raw, and unfiltered.
[02:06:17.934 --> 02:06:19.597]  It's the Alex Jones Show.
[02:06:33.621 --> 02:06:41.407]  Alright, I want to give the number out and I want to take your calls for constitutional lawyer, civil rights lawyer, Robert Bonds on Alex Jones.
[02:06:42.207 --> 02:06:58.820]  But specifically on what's happening with the attempt with all these fake investigations against Trump, what you think ought to happen listeners, Trump going on the offense, what's that going to look like, how will the deep state strike back, all the left is race baiting, maybe Jared Kushner goes to Bilderberg?
[02:06:59.600 --> 02:07:00.761]  I think Judge Treebots fruits.
[02:07:00.781 --> 02:07:03.342]  I mean, Trump goes to these other globalist confabs.
[02:07:03.582 --> 02:07:04.423]  We're taking these over.
[02:07:04.843 --> 02:07:06.844]  We were just exposing Bilderberg and it was going on.
[02:07:07.225 --> 02:07:08.445]  World government's out in the open now.
[02:07:08.705 --> 02:07:11.087]  But give me your take on all of that.
[02:07:11.107 --> 02:07:11.667]  877-789-ALEX.
[02:07:11.687 --> 02:07:11.727]  877-789-2539.
[02:07:19.039 --> 02:07:23.482]  Just address your question to Robert Barnes.
[02:07:23.502 --> 02:07:28.726]  877-789-2539 on this live Global Friday edition.
[02:07:29.227 --> 02:07:31.868]  By the way, I'll be back Sunday, 4 to 6 p.m.
[02:07:32.489 --> 02:07:34.210]  Maybe you can host me?
[02:07:34.410 --> 02:07:34.610]  Sure.
[02:07:34.851 --> 02:07:35.911]  Everybody loves you, Bob.
[02:07:35.931 --> 02:07:36.252]  You're great.
[02:07:36.272 --> 02:07:38.673]  You'll be with us for two hours on Sunday as well.
[02:07:39.054 --> 02:07:40.875]  Got The War Room coming up 3 o'clock today.
[02:07:41.255 --> 02:07:44.077]  Nick Begich hosts the fourth hour as well.
[02:07:44.097 --> 02:07:45.258]  But I want to take your calls.
[02:07:45.759 --> 02:07:47.260]  There's so much news, though.
[02:07:48.618 --> 02:08:01.621]  And we're just getting into Martin Luther King, we're getting into Joe Biden here, but like you were saying during the break, they've collectively only tuned into media like MSNBC and CNN that defends the system.
[02:08:02.461 --> 02:08:04.101]  And so they're in true echo chambers.
[02:08:04.201 --> 02:08:05.722]  I go and see what my enemies are saying.
[02:08:05.802 --> 02:08:09.182]  I go and see, I don't even really care what people that are supporting me say.
[02:08:09.402 --> 02:08:11.463]  They're great, I love you, you're like oxygen.
[02:08:12.910 --> 02:08:14.071]  But I don't want an echo chamber.
[02:08:14.271 --> 02:08:17.853]  I'm trying to see what they're saying about me so I know what's going on or what they're up to.
[02:08:18.393 --> 02:08:21.836]  But I look at these establishment people, they are in their own bubble.
[02:08:22.376 --> 02:08:24.837]  Pelosi's a stammering idiot for five years at least.
[02:08:25.578 --> 02:08:26.979]  AOC's a complete moron.
[02:08:27.819 --> 02:08:31.722]  Now they say in any videos criticizing Pelosi, gotta be taken down.
[02:08:32.122 --> 02:08:36.505]  Biden can't keep his hands off other men's wives, children.
[02:08:38.066 --> 02:08:39.187]  Then he tries to spin it.
[02:08:39.247 --> 02:08:40.448]  Now there's a new video out.
[02:08:40.669 --> 02:08:43.171]  We'll play this compilation and then we'll play the new video.
[02:08:43.711 --> 02:08:45.453]  For radio listeners, we'll kind of go through it.
[02:08:45.473 --> 02:08:47.255]  But you've all seen the footage.
[02:08:47.315 --> 02:08:49.337]  But this is compulsive.
[02:08:49.437 --> 02:08:50.538]  This is neurotic.
[02:08:51.339 --> 02:08:54.902]  I dated a really nice lady that was a paralegal.
[02:08:54.922 --> 02:08:58.926]  She later became a lawyer when I was growing up in Dallas.
[02:08:58.946 --> 02:09:00.228]  And I knew her when I was in college.
[02:09:00.248 --> 02:09:01.168]  She was a few years older than me.
[02:09:02.256 --> 02:09:11.441]  And she would just tell me the joke about her boss, who had all these letters and was this big lawyer and made all this money, but occasionally he would eat boogers in front of you.
[02:09:11.901 --> 02:09:14.463]  He would just pull a booger out, he couldn't help it, he'd eat it.
[02:09:15.123 --> 02:09:16.384]  He'd kind of sneak it, but he ate it.
[02:09:17.965 --> 02:09:22.347]  And she would make jokes about it, and one time I watched dinner with him and he ate the booger in front of his wife.
[02:09:22.387 --> 02:09:22.947]  He ate a booger.
[02:09:23.768 --> 02:09:25.248]  Now, I'm not being funny here.
[02:09:25.989 --> 02:09:29.571]  That's a little level of psychosis and insanity.
[02:09:30.171 --> 02:09:31.372]  Imagine you're Joe Biden,
[02:09:32.662 --> 02:09:36.204]  And people walk up, they're like, they're grabbing little kids, rubbing, smelling them.
[02:09:36.344 --> 02:09:40.065]  I mean, if it was your uncle and you're doing it to the daughter, that's a little, you know, creepy.
[02:09:40.526 --> 02:09:41.886]  Yeah, there's footage of other people eating boogers.
[02:09:41.946 --> 02:09:42.867]  It's some kind of elitist thing.
[02:09:43.567 --> 02:09:44.627]  George W. does it too.
[02:09:44.767 --> 02:09:46.148]  I quit doing it when I was about three.
[02:09:46.168 --> 02:09:50.250]  I have a rare memory of being about three and like, I ate a booger that's got like sand in it.
[02:09:50.270 --> 02:09:51.270]  Like, God, that tastes bad.
[02:09:51.310 --> 02:09:52.131]  I'm gonna stop eating those.
[02:09:52.751 --> 02:09:54.834]  But seriously, I've eaten boogers.
[02:09:54.894 --> 02:09:55.574]  I just admitted it.
[02:09:55.635 --> 02:09:56.355]  It's a tell-all.
[02:09:56.636 --> 02:10:00.801]  Maybe I should go to this group that initiates white women to say they're racist and bad.
[02:10:00.821 --> 02:10:02.843]  I should go and admit I've eaten boogers at age 3.
[02:10:05.458 --> 02:10:07.859]  Bob, I'm taking you to the next level here.
[02:10:08.639 --> 02:10:11.700]  But seriously, Pelosi, Biden, we're going to play these clips.
[02:10:12.700 --> 02:10:13.540]  What do you make of this?
[02:10:13.981 --> 02:10:18.742]  So with Biden, it's a compulsive behavior, and it's quasi-pedophilia behavior.
[02:10:19.142 --> 02:10:23.884]  I mean, if you look at where he's moving his hands on little girls' bodies, I'm sorry, that's not normal.
[02:10:24.004 --> 02:10:28.245]  That's not like... It's what you do to your wife if you think she's in the mood to get her in bed.
[02:10:28.265 --> 02:10:28.705]  Exactly.
[02:10:29.385 --> 02:10:31.986]  It's very sexualized, very sexualized behavior.
[02:10:32.006 --> 02:10:34.567]  This is not normal behavior by any stretch of the imagination.
[02:10:34.847 --> 02:10:36.668]  People said, oh, it's just like your weird uncle.
[02:10:36.688 --> 02:10:40.190]  And I was like, well, if your creepy uncle has been convicted of pedophilia, maybe.
[02:10:40.550 --> 02:10:42.572]  I mean, that's the kind of behavior that it is.
[02:10:42.712 --> 02:10:51.577]  And the fact that he can't stop doing it, even though it's been a become high profile, and the fact that he does it repeatedly when he knows the cameras are on him, gives you a sense of how compulsive it is.
[02:10:52.057 --> 02:11:01.041]  I mean, it's like he cannot control himself, cannot stop himself, cannot prevent himself from doing the behavior that all of us should be deeply disturbed and unsettled by.
[02:11:01.341 --> 02:11:02.141]  This is not normal.
[02:11:02.181 --> 02:11:05.063]  This is another attempt to normalize bad behavior.
[02:11:05.523 --> 02:11:15.427]  The media's attempt to brush over this, the media's attempt to excuse it, the media's attempt to justify it is like Vox and Salon trying to say, well, pedophiles are normal and they just have maybe a little mental issue.
[02:11:15.747 --> 02:11:19.769]  No, they're perverts who present an imminent threat of danger to young children.
[02:11:20.149 --> 02:11:27.853]  And Biden's behavior is obsessive and it's compulsive in a way that is dangerous for a public politician who's been in the public eye to continue to do this.
[02:11:27.873 --> 02:11:29.274]  We're not even showing the bad footage.
[02:11:29.314 --> 02:11:31.115]  It was during the break you saw when we were running.
[02:11:31.135 --> 02:11:32.135]  It was really powerful.
[02:11:32.475 --> 02:11:34.536]  And there's a new video we can show in a minute.
[02:11:34.556 --> 02:11:37.518]  We'll play the audio where he tells the young girl, man, you're really pretty.
[02:11:38.018 --> 02:11:38.479]  Oh, exactly.
[02:11:38.499 --> 02:11:47.549]  Now, I mean, again, if I had an uncle or a cousin with one of my daughters rubbing him like that, saying, you really are pretty, I'd say, hey, uh, do I need to break your neck?
[02:11:47.670 --> 02:11:48.451]  Are you a pervert or something?
[02:11:48.471 --> 02:11:51.514]  I mean, obviously, well, actually, people turn a blind eye to this.
[02:11:51.594 --> 02:11:56.660]  I had, well, I have family friends, and about 10 years ago, I'm at this party.
[02:11:57.614 --> 02:12:04.702]  And this guy was married to my friend's sister and the dude was hitting on the 14 year old girl right in front of me.
[02:12:05.643 --> 02:12:10.128]  And I said to my friend, I said, you know, he's hitting on this little girl.
[02:12:11.513 --> 02:12:12.774]  This was his uncle's daughter or whatever.
[02:12:12.794 --> 02:12:14.295]  And he said, oh no, it's fine.
[02:12:14.335 --> 02:12:17.097]  Later it turned out he had sex with her, all this stuff, about a month later.
[02:12:17.837 --> 02:12:19.538]  But it's just, it's crazy.
[02:12:19.718 --> 02:12:20.079]  Oh, exactly.
[02:12:20.099 --> 02:12:21.820]  I mean, when I've seen that behavior, I've cussed it out.
[02:12:21.840 --> 02:12:27.644]  When I've been at weddings or other events where you have somebody that's there that you don't want and that you, it's not part of your family or anything else.
[02:12:28.104 --> 02:12:30.125]  Uh, this behavior is just completely unacceptable behavior.
[02:12:30.205 --> 02:12:31.046]  Called out the behavior.
[02:12:31.486 --> 02:12:33.327]  It's incredibly obvious.
[02:12:33.847 --> 02:12:37.710]  This is not trying to make a kid comfortable.
[02:12:37.730 --> 02:12:41.472]  It's not even Michael Jackson behavior.
[02:12:41.492 --> 02:12:45.694]  Michael Jackson wanted to be a 12-year-old kid hanging out with someone.
[02:12:46.054 --> 02:12:49.356]  This is deliberately touchy-handsy.
[02:12:49.376 --> 02:12:52.938]  He does this control thing where he holds them and rubs their cheeks.
[02:12:53.018 --> 02:12:54.319]  I've got three daughters.
[02:12:54.379 --> 02:12:55.560]  I've never sat there and held them.
[02:12:56.320 --> 02:13:02.021]  I tried rubbing him and just like... Well it sort of reminds me of the Quentin Tarantino Pulp Fiction dialogue.
[02:13:02.041 --> 02:13:04.782]  That's completely sexual the way he just rubbed her cheeks.
[02:13:04.862 --> 02:13:05.462]  Completely.
[02:13:05.482 --> 02:13:12.924]  Like they're describing in the Quentin Tarantino's movie Pulp Fiction about why you wouldn't necessarily give a foot massage to somebody else's wife because of certain things.
[02:13:13.224 --> 02:13:14.484]  The things he's doing is even more intimate.
[02:13:14.504 --> 02:13:16.705]  There's certain things that are just as intimate as...
[02:13:18.015 --> 02:13:19.557]  Just look at the... Going down on your wife.
[02:13:19.637 --> 02:13:24.182]  I mean, seriously, when, I mean, like, your wife better be in the right mood when you do that under the cheap thing.
[02:13:24.522 --> 02:13:26.784]  I mean, this is, like, seriously... Correct.
[02:13:26.825 --> 02:13:28.666]  This is, like, very intimate.
[02:13:28.687 --> 02:13:29.547]  Because it's invasive.
[02:13:29.668 --> 02:13:30.609]  It can be invasive.
[02:13:30.729 --> 02:13:35.714]  It's because it's so intimate that if it's not welcome or not wanted, you better know.
[02:13:35.754 --> 02:13:37.156]  And all of these things... Yeah, so let's be clear.
[02:13:37.496 --> 02:13:39.038]  Your wife you've had sex with 500 times...
[02:13:40.620 --> 02:13:41.421]  Thousand times.
[02:13:41.701 --> 02:13:45.225]  If you don't do it just right at the right time, the way he's doing this, they would reject it.
[02:13:45.265 --> 02:13:46.266]  This is very sexual.
[02:13:46.666 --> 02:13:47.047]  Exactly.
[02:13:47.087 --> 02:13:48.488]  Because otherwise it's invasive.
[02:13:48.708 --> 02:13:50.590]  Because that's the nature of true intimacy.
[02:13:50.650 --> 02:13:53.293]  It's invasive if it's not approved, if it's not consensual.
[02:13:53.673 --> 02:13:57.698]  And the way to look at it is, if you look at this behavior, is this something you would do with your wife or your girlfriend?
[02:13:57.978 --> 02:13:59.840]  And the kids are always trying to get away.
[02:14:00.320 --> 02:14:05.065]  It's like Drag Queen Story Time, where they're convicted pedophiles, and they don't even tell the parents.
[02:14:05.105 --> 02:14:09.149]  They bring the kids in and set them on these guys laps, and the kids are fighting to get away.
[02:14:09.169 --> 02:14:11.010]  Look at that, grabbing them by the arm.
[02:14:11.130 --> 02:14:13.072]  Not only that, it's almost disproportionately girls.
[02:14:13.433 --> 02:14:15.815]  Like the original excuse was... Oh, there's any video boys?
[02:14:15.995 --> 02:14:16.836]  There's almost none.
[02:14:17.156 --> 02:14:20.239]  And that gives you a sign like, I mean like, here... Oh, look at that there.
[02:14:20.399 --> 02:14:21.820]  Notice he doesn't do that to the boy.
[02:14:22.441 --> 02:14:23.662]  So he knows of this difference.
[02:14:23.702 --> 02:14:24.842]  He knows of this distinction.
[02:14:25.263 --> 02:14:30.507]  So this is not just the hair sniffing routine with everybody's wife.
[02:14:30.867 --> 02:14:34.110]  You know, to be honest with you, that I would find, you know, irritating.
[02:14:34.750 --> 02:14:46.539]  But I wouldn't find... If I was good buddies with somebody and they kissed my wife on the cheek or patted her on the ass, I'd still be like, OK, he's just familiar and he kind of... Somebody you don't know would be like, hey, dude, what are you doing?
[02:14:46.559 --> 02:14:50.042]  But if they did that to my daughter when she was that age, it would be a different reaction.
[02:14:50.162 --> 02:14:53.005]  Well sure, but he does that to like full-grown women.
[02:14:53.025 --> 02:14:55.668]  He'll grab them and set them on his lap and dudes get pissed.
[02:14:55.708 --> 02:14:56.810]  Yeah, there he is rubbing a breast.
[02:14:56.930 --> 02:14:59.833]  Yeah, I mean, I'm sorry, there's nothing about that that's normal.
[02:14:59.873 --> 02:15:00.874]  He never does that to any boy.
[02:15:01.315 --> 02:15:03.197]  So this isn't some like weird thing he grew up with.
[02:15:03.217 --> 02:15:04.598]  So this is an out-of-control pervert.
[02:15:04.879 --> 02:15:05.139]  Correct.
[02:15:05.299 --> 02:15:10.520]  That's so compulsive in his behavior, that even when he knows he's being filmed... And what is the putting the head to him, and like the smelling him?
[02:15:11.220 --> 02:15:15.201]  That for him is his... he loves hair, and he's very intimate about the way he does it.
[02:15:15.681 --> 02:15:16.901]  And that's why he's soft.
[02:15:16.961 --> 02:15:17.961]  I mean, notice the soft touch.
[02:15:17.981 --> 02:15:22.442]  I mean, these are not the kind of touches... And the other thing is, he gets real excited while he's doing it.
[02:15:22.662 --> 02:15:25.983]  You don't see... like, and contrast it to the coverage of Trump with his daughter.
[02:15:26.343 --> 02:15:30.383]  Like, if Trump just pats his daughter on the back, they say, oh, that's somehow weird or perverted.
[02:15:30.803 --> 02:15:32.244]  This is what's weird and perverted.
[02:15:32.264 --> 02:15:33.384]  I was about 14 years old.
[02:15:35.609 --> 02:15:39.110]  And one of my dad's cousins was over and she was good-looking, hot blonde.
[02:15:39.130 --> 02:15:40.230]  She's probably like 30 years old.
[02:15:41.211 --> 02:15:43.331]  And man, her husband was there and I thought we went out shooting and everything.
[02:15:43.351 --> 02:15:43.852]  He's a lawyer.
[02:15:44.192 --> 02:15:44.912]  I've been out there with her.
[02:15:44.952 --> 02:15:45.452]  We're friends.
[02:15:45.472 --> 02:15:48.473]  But man, I slapped her on the ass and it was sexual.
[02:15:49.013 --> 02:15:50.774]  And he kind of looked at me and said, hey, you better watch it.
[02:15:50.854 --> 02:15:51.574]  And she laughed.
[02:15:51.594 --> 02:15:55.095]  But he was like, and I'm a 14-year-old slapping a full-grown woman on the ass.
[02:15:55.135 --> 02:15:59.136]  And he was kind of like, hey, Junior, you better watch it because it was sexual and I couldn't help it.
[02:15:59.657 --> 02:16:00.297]  It's unbelievable.
[02:16:00.317 --> 02:16:00.857]  We'll be right back.
[02:16:04.312 --> 02:16:20.160]  Remember just four or five years ago, they would have articles in the New York Times, the Washington Post, saying that globalists didn't exist, and that no one wanted global government.
[02:16:20.220 --> 02:16:31.506]  Well, as soon as Hillary lost, they came out and said, okay, global government's real, globalists are real, but they're the good guys, and everyone against globalism
[02:16:32.657 --> 02:16:36.701]  is a white supremacist.
[02:16:36.781 --> 02:16:38.422]  Wow!
[02:16:38.462 --> 02:16:40.604]  You know where globalism came from?
[02:16:43.787 --> 02:16:45.048]  It came from the Nazis.
[02:16:48.010 --> 02:16:50.392]  They wanted a system to counter the British Empire.
[02:16:51.433 --> 02:16:55.497]  That was the global power at that time.
[02:16:55.777 --> 02:16:59.260]  The old saying was, the sun never set on the British Empire.
[02:17:00.649 --> 02:17:02.290]  And Hitler gave speeches.
[02:17:02.690 --> 02:17:03.750]  Hitler wrote articles.
[02:17:03.971 --> 02:17:05.371]  It was all over the news at the time.
[02:17:06.712 --> 02:17:15.396]  That he wanted a European Union that would then dominate the globe in a form of globalism.
[02:17:16.156 --> 02:17:18.737]  So the term globalism actually comes from the Nazis.
[02:17:19.238 --> 02:17:21.479]  The modern Olympics symbols does.
[02:17:21.539 --> 02:17:24.440]  The VW, the highways, NASA.
[02:17:24.760 --> 02:17:28.202]  I mean, they definitely innovated some stuff in their power graph.
[02:17:30.134 --> 02:17:32.715]  And I'm not saying this is a German or Nazi conspiracy.
[02:17:32.755 --> 02:17:34.496]  Hell, I'm half German myself.
[02:17:34.616 --> 02:17:35.436]  Germans are great people.
[02:17:36.216 --> 02:17:42.198]  But when harnessed by evil, good people can be like horses drawing the devil's carriage.
[02:17:43.559 --> 02:17:53.062]  And so ideas of the Nazis and ideas of the British Empire competed with each other, and big corporations picked up those ideas, and that's modern globalism.
[02:17:54.443 --> 02:18:01.528]  So InfoWars is seen as the most pure strain of Americana by the globalists.
[02:18:02.348 --> 02:18:12.054]  I've talked to top people in Hollywood, in entertainment, and in media, and in government, and they've said, Jones, you're seen as Americana.
[02:18:12.815 --> 02:18:23.702]  But they say, as beautiful as Americana is, and I'm not saying I'm beautiful, but Americana's beautiful, it stands in the way of the larger ideas for the planet and a one world government system.
[02:18:25.182 --> 02:18:32.045]  Well, humans are revolting against that one world government system, and are saying they don't want to be under its hegemonic control.
[02:18:32.745 --> 02:18:37.106]  Their great truth that they're so sure is, for us, isn't for us.
[02:18:37.827 --> 02:18:42.128]  In different countries and parts of the world, we don't want to be under their control.
[02:18:42.168 --> 02:18:44.089]  We don't want to carry out their vision.
[02:18:44.649 --> 02:18:46.710]  We want to live our own lives.
[02:18:47.010 --> 02:18:51.652]  And that's what Infowars represents, and that's why they've set up a system to demonize us.
[02:18:52.847 --> 02:18:54.367]  They've set up a system to lie about us.
[02:18:55.108 --> 02:18:58.589]  They've set up a system to create this strawman of who we are.
[02:18:59.129 --> 02:19:06.351]  Because they understand that people don't do things for money or power at the end of the day.
[02:19:07.191 --> 02:19:08.952]  They do it because of narratives.
[02:19:09.372 --> 02:19:10.552]  They do it because of culture.
[02:19:10.852 --> 02:19:13.833]  They do it because of ethos and what they stand for.
[02:19:16.594 --> 02:19:20.695]  Oh, some people may sell out for money, but people that really count do it for ideology.
[02:19:21.857 --> 02:19:26.302]  And the system knows that I'm trying to reboot, that you're trying to reboot.
[02:19:27.564 --> 02:19:30.387]  A system that competes with the British Empire.
[02:19:30.648 --> 02:19:33.391]  The British Empire called it the American system 200 years ago.
[02:19:33.651 --> 02:19:37.175]  They said our system of empire will fail in competition with this.
[02:19:38.017 --> 02:19:38.938]  Hitler said the same thing.
[02:19:40.134 --> 02:19:42.995]  The truth is, our system was the best and the greatest because it empowered individuals.
[02:19:43.776 --> 02:19:48.038]  And now it's fighting the very same systems of tyranny today.
[02:19:48.658 --> 02:19:50.079]  Join us at Infowars.com.
[02:19:50.439 --> 02:19:51.560]  Join the human community.
[02:19:52.180 --> 02:19:54.321]  And spread the word against the censorship.
[02:19:54.381 --> 02:19:57.022]  And know, we will prevail as we've done in the past.
[02:19:57.483 --> 02:20:01.625]  Americanism, not globalism, will be our credo!
[02:20:06.364 --> 02:20:08.976]  You're listening to The Alex Jones Show.
[02:20:37.151 --> 02:20:37.772]  You found it.
[02:20:39.534 --> 02:20:43.819]  The program, the Clintons, and the Chadcombs once shut down.
[02:20:43.839 --> 02:20:45.621]  Thanks to you standing with us.
[02:20:45.661 --> 02:20:46.201]  We're still here.
[02:20:46.221 --> 02:20:46.521]  Thank you.
[02:20:46.582 --> 02:20:47.543]  I'm Alex Jones, your host.
[02:20:48.143 --> 02:20:49.465]  Your phone calls are coming up next segment.
[02:20:50.626 --> 02:20:51.227]  You're in the break.
[02:20:52.366 --> 02:20:57.351]  I was back in the coffee room where somebody bought donuts and I just inhaled two of them.
[02:20:58.152 --> 02:20:58.632]  Stop it!
[02:20:59.793 --> 02:21:01.915]  Even though I appreciate it.
[02:21:02.956 --> 02:21:15.008]  I was back to get a cup of coffee and ate two donuts and I was watching Fox News on Perino's show and they had a new CBS interview with Bob Barr and
[02:21:16.397 --> 02:21:24.745]  The Attorney General, and he's like, trying to overthrow a president, lying about it, setting him up, trying to say that you're going to overthrow an election.
[02:21:24.825 --> 02:21:25.826]  That's the tyranny here.
[02:21:26.406 --> 02:21:28.068]  We shouldn't be talking about impeaching Trump.
[02:21:28.088 --> 02:21:28.788]  There's no evidence.
[02:21:29.529 --> 02:21:31.271]  He said this whole system is in danger.
[02:21:31.711 --> 02:21:32.452]  It's out of control.
[02:21:32.512 --> 02:21:33.493]  Our DVR crashed.
[02:21:33.553 --> 02:21:35.855]  Maybe we'll have it later, but I'm sure the clip's everywhere.
[02:21:35.875 --> 02:21:37.917]  I would just pull up Bob Barr on CBS.
[02:21:38.217 --> 02:21:38.898]  It's all over the place.
[02:21:40.796 --> 02:21:42.237]  Talk about Bob Barr a little bit.
[02:21:43.017 --> 02:21:50.442]  I know you've studied him and others, and I've talked to some people that I know that are patriots in the Pentagon and in a three-letter agency who are actually good people who have a history of being whistleblowers.
[02:21:50.942 --> 02:21:53.704]  Some on air from the CIA, some that haven't been on air.
[02:21:54.124 --> 02:21:59.267]  They said, no, Barr's actually been good for a long time at trying to stabilize things and actually going after corruption.
[02:21:59.907 --> 02:22:01.969]  Now, maybe that's not entirely true.
[02:22:01.989 --> 02:22:03.450]  I think the jury's still out.
[02:22:04.318 --> 02:22:12.586]  But regardless, what the left's done is so dangerous, even to the power structure, that at some level it's got to be dialed back just from their perspective.
[02:22:12.887 --> 02:22:13.848]  But here's the Hill article.
[02:22:14.288 --> 02:22:22.376]  Professor who correctly predicted nine presidential elections says Trump will win in 2020 unless Democrats impeach.
[02:22:23.382 --> 02:22:33.812]  An American University professor who correctly predicted the last nine presidential elections says President Trump will win the 2020 election unless Congressional Democrats grow a spine, which he's pushing him to do.
[02:22:34.613 --> 02:22:42.220]  Alan Lichtman, a political historian, said Democrats only have a shot at the White House if they begin impeachment proceedings against Trump.
[02:22:43.066 --> 02:22:43.886]  You think that's true?
[02:22:44.646 --> 02:22:45.827]  And where do you think this goes?
[02:22:46.547 --> 02:22:47.507]  I think Lippman's wrong.
[02:22:47.547 --> 02:22:49.147]  I mean, I think Lippman wants it to be that way.
[02:22:49.467 --> 02:22:52.488]  What it is, Lippman has a subjective component and an objective component.
[02:22:52.508 --> 02:22:58.969]  Because I've studied all of these because I've been the, you know, one of the prime successes at betting presidential politics now going on 20 years.
[02:22:59.089 --> 02:23:01.750]  Well, they say you're the guy that does the biggest bets on presidential elections.
[02:23:01.770 --> 02:23:02.070]  Correct.
[02:23:02.090 --> 02:23:04.891]  I'm the most successful American political bettor according to the UK Times.
[02:23:04.911 --> 02:23:05.711]  So our headline should be...
[02:23:06.593 --> 02:23:08.715]  Top political better calls 2020.
[02:23:09.436 --> 02:23:09.717]  Correct.
[02:23:09.797 --> 02:23:11.378]  And the 2020 is Trump's going to win.
[02:23:11.759 --> 02:23:14.562]  Like I predicted last year, I said that Trump was trading at 2 to 1.
[02:23:15.142 --> 02:23:19.067]  I said it's a good time to buy him because he'll be at least 1 to 1 by the time 2019 rolls around.
[02:23:19.287 --> 02:23:19.868]  And he already is.
[02:23:20.248 --> 02:23:21.429]  So right now he is the favorite.
[02:23:21.449 --> 02:23:22.430]  He's the even money favorite.
[02:23:22.651 --> 02:23:24.513]  Truth is, he's in my view a 95% favorite.
[02:23:25.954 --> 02:23:40.431]  So historically, when someone has his economic numbers, when someone has his security around the world, when you have a good economy and a safe country, both of which he has helped create by his policies... And his energy and his gravitas up against 20-something crip keepers?
[02:23:40.471 --> 02:23:40.811]  Exactly.
[02:23:40.851 --> 02:23:45.035]  Not only that, the second measurement is if the Republican Party was meaningfully split.
[02:23:45.096 --> 02:23:48.319]  So if his base had turned on him, then he would be in trouble.
[02:23:48.599 --> 02:23:50.221]  His base is completely aligned with him.
[02:23:50.261 --> 02:23:53.564]  He continues to advocate for the positions that got him elected.
[02:23:53.905 --> 02:23:57.949]  Did so yesterday by imposing tariffs on Mexico as long as immigration remains a problem.
[02:23:58.229 --> 02:24:03.315]  And Mexico within 24 hours was calling for a conference to discuss how they could meet the President's objectives.
[02:24:03.675 --> 02:24:07.097]  So you have North Korea wanting to reignite peace talks.
[02:24:07.417 --> 02:24:12.941]  So you have China at the table to discuss meaningful trade reform that will protect American jobs.
[02:24:13.241 --> 02:24:16.303]  So he's done things that other presidents have promised but failed to deliver on.
[02:24:16.703 --> 02:24:18.964]  And so people just don't have a sense.
[02:24:19.044 --> 02:24:21.406]  They know the power structure is pissed.
[02:24:21.826 --> 02:24:23.027]  A lot of things have gotten better.
[02:24:23.587 --> 02:24:26.649]  Trump clearly is trying and that's really all people are looking for.
[02:24:26.869 --> 02:24:27.369]  Absolutely.
[02:24:27.409 --> 02:24:35.936]  And so, historically, when the incumbent presidential party is not meaningfully divided, the incumbent has won every single election in American political history.
[02:24:36.256 --> 02:24:54.990]  The third thing that happens, so you have the economy good, you have the country safe, you have the party base happy, excited, want Trump to keep going, and the third part is the party in opposition tends to look at their field and say, not look for who would make the best president, they look at their field and say, who's the most politician of the bunch?
[02:24:55.470 --> 02:24:57.531]  So that's how you get Bob Dole in 1996.
