[00:00:20.814 --> 00:00:22.716]  Awesome!
[02:05:25.911 --> 02:05:29.936]  I've begged for your support before and thanks for keeping us afloat, but this is the real SOS.
[02:05:30.036 --> 02:05:36.124]  If you don't buy a bunch of products and spread the word and keep fighting, InfoWars will be shut down, not just crippled.
[02:05:36.945 --> 02:05:37.786]  And so we've reached that point.
[02:05:38.587 --> 02:05:40.407]  It'll make the enemy happy, but, you know, whatever.
[02:05:40.467 --> 02:05:42.208]  We have withstood so many of their attacks.
[02:05:42.568 --> 02:05:44.648]  We've gone through so much because of your support.
[02:05:45.148 --> 02:05:46.169]  You have been there.
[02:05:46.509 --> 02:05:51.250]  But let me tell you, they are pissed they haven't been successful, and they're giving us their full assault.
[02:05:51.310 --> 02:05:56.911]  So we need your prayers, your financial support, and your word of mouth now at Infowars.com.
[02:05:57.451 --> 02:05:58.091]  It's your fight.
[02:05:58.411 --> 02:06:02.732]  Decide whether or not you want Infowars to continue, because we could be shut down.
[02:06:08.197 --> 02:06:12.081]  The answer to 1984 is 1776.
[02:06:12.201 --> 02:06:20.089]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:06:38.590 --> 02:06:47.556]  Joel Skousen is our guest, World Affairs Brief, and not just looking at the US or Trump, but looking at other leaders, the nationalists, the populist movement.
[02:06:48.056 --> 02:06:51.058]  Globalism is in trouble on some fronts, but they still have the power.
[02:06:52.259 --> 02:06:59.324]  How do you think globalism's dealing with the fact that their systems, the EU's in trouble, everywhere their system's in trouble?
[02:06:59.344 --> 02:07:01.225]  How do you think they'll deal with that, Joel?
[02:07:02.826 --> 02:07:04.287]  Well, we're seeing how they deal with it.
[02:07:04.327 --> 02:07:08.170]  They use their corrupt politicians to feign
[02:07:09.233 --> 02:07:10.874]  I mean, you look at the Brexit thing.
[02:07:10.894 --> 02:07:14.135]  Theresa May comes out and claims that I'm going to implement the Brexit.
[02:07:14.215 --> 02:07:15.675]  I'm going to be faithful to the Brexit.
[02:07:15.715 --> 02:07:17.576]  I mean, she's just lying to her teeth.
[02:07:18.156 --> 02:07:21.277]  And I fear strongly that Boris Johnson is doing the same thing.
[02:07:21.857 --> 02:07:23.658]  He's been on both sides of the issue.
[02:07:23.918 --> 02:07:26.198]  He's talking about being strong on Brexit.
[02:07:26.218 --> 02:07:29.800]  But I think it's another betrayal if Boris Johnson gets in.
[02:07:31.260 --> 02:07:31.981]  Take Faraj.
[02:07:32.041 --> 02:07:33.182]  Faraj is for real.
[02:07:33.723 --> 02:07:42.351]  Mainline News admits there have been four police-confirmed attempted assassinations, cutting brakes, taking the lug nuts off tires, off wheels.
[02:07:42.912 --> 02:07:44.413]  The airplane crash is suspicious.
[02:07:44.834 --> 02:07:49.458]  I mean, and he was told, we're going to kill you if you keep running for office, but now he's doing it again.
[02:07:49.819 --> 02:07:50.920]  I think Faraj is for real.
[02:07:52.031 --> 02:07:52.951]  Yeah, I do too.
[02:07:53.051 --> 02:07:54.472]  He's a powerful voice.
[02:07:54.552 --> 02:07:57.052]  Nobody can debate Nigel Farage.
[02:07:57.092 --> 02:07:58.453]  He just devastates them.
[02:07:58.473 --> 02:08:01.493]  He's got a steel trap mind that just won't stop.
[02:08:02.774 --> 02:08:06.515]  And that's why they won't allow him to, you know, get into real office on that.
[02:08:06.555 --> 02:08:10.756]  His Brexit party was really taking the wind out of the sails.
[02:08:10.796 --> 02:08:17.037]  And that's why, in fact, Boris Johnson even joined the Brexit party because he saw that as the wave of the future that he had to jump onto.
[02:08:17.057 --> 02:08:20.258]  And then he quickly jumped ship, went back to the Conservative Party when he got
[02:08:21.319 --> 02:08:24.189]  You know, put in as front-runner for the Prime Minister.
[02:08:24.270 --> 02:08:26.337]  Oh yeah, Boris Johnson's an obvious leftist.
[02:08:28.123 --> 02:08:39.451]  But, you know, it's the Deep State, which is tied in directly to Deep State in Germany and France, pulled out this honey trap for the members of the Freedom Party in Austria to destroy that coalition.
[02:08:39.471 --> 02:08:44.395]  I mean, these people have a tremendous amount of power, and we've seen a great deal of it come forward.
[02:08:44.975 --> 02:08:47.737]  Because of Donald Trump, they have to manipulate.
[02:08:47.757 --> 02:08:56.643]  We get to see them do this because of the Freedom Party and the French Le Pen, you know, the French National Party.
[02:08:59.238 --> 02:09:06.015]  They do their magic because they have real power and I don't think we need to, we mustn't underestimate the power of the deep state.
[02:09:06.638 --> 02:09:09.839]  They are ensconced in deeply within the CIA, the FBI.
[02:09:09.980 --> 02:09:10.560]  No, I agree.
[02:09:10.620 --> 02:09:11.840]  And so let me ask you this question.
[02:09:12.141 --> 02:09:21.265]  I think putting Trump in, putting the new Brazilian leader in, having the EU lose a lot of elections only enraged the establishment to move their timetable up that had been behind.
[02:09:21.605 --> 02:09:23.346]  Now, I think that means more people will wake up.
[02:09:23.486 --> 02:09:26.467]  I think that means more cracks in their system, more mistakes.
[02:09:26.487 --> 02:09:30.749]  But we shouldn't lie to ourselves that it's sleepy time and that everything's OK.
[02:09:30.889 --> 02:09:32.630]  I think the battle has just been joined.
[02:09:34.289 --> 02:09:44.156]  Well, clearly they're worried about the strength of you or they wouldn't be attacking you as they have with this planting trial pornography within your server so they can take you down on that.
[02:09:44.637 --> 02:09:50.861]  You know, destroying your financial base on YouTube, all of those things are directly affronts to free speech in this nation.
[02:09:51.442 --> 02:09:54.564]  And of course that's being shut down with political correctness as we see it.
[02:09:54.984 --> 02:10:00.088]  We're going to be like Canada pretty soon when you have ministers and pastors arrested for preaching against homosexuality.
[02:10:00.909 --> 02:10:03.691]  But the point I'm saying here is that
[02:10:04.720 --> 02:10:04.940]  I am.
[02:10:05.180 --> 02:10:10.482]  My greatest fear is that Donald Trump's going to be in for another four years and they're going to continue to manipulate him.
[02:10:10.943 --> 02:10:16.185]  And we're going to be left without a cause because it will too late four years from now.
[02:10:16.245 --> 02:10:20.186]  So we need to either get to Donald Trump and help straighten him out.
[02:10:21.567 --> 02:10:26.209]  I don't know, you know, how we we get around all of this.
[02:10:26.309 --> 02:10:28.750]  Well, Joe, let me tell you, and I'll be honest with you.
[02:10:28.790 --> 02:10:29.490]  I'll be honest with you.
[02:10:30.629 --> 02:10:32.251]  We're still able to get him reports.
[02:10:32.391 --> 02:10:33.953]  We're still able to get him information.
[02:10:34.413 --> 02:10:36.175]  But that's why they want us off the air.
[02:10:36.616 --> 02:10:41.301]  And I don't want to say I've pulled back because of that, but it's like sticking your hand in a light socket.
[02:10:42.122 --> 02:10:45.426]  I just almost get overwhelmed by that.
[02:10:45.546 --> 02:10:48.049]  And how should I be putting briefings together?
[02:10:48.089 --> 02:10:49.271]  Maybe you should fly to Austin.
[02:10:49.691 --> 02:10:51.234]  You should shoot a few Bravies for the President.
[02:10:51.654 --> 02:10:55.660]  I should shoot a few really professional five-minute ones that show documents, that show evidence.
[02:10:56.101 --> 02:10:56.702]  You know how Trump is.
[02:10:56.762 --> 02:10:57.703]  It's got to be compelling.
[02:10:58.004 --> 02:10:59.907]  He's got to see stuff he already knows is real.
[02:11:00.167 --> 02:11:03.552]  And then we can sell him, you know, on ideas.
[02:11:03.592 --> 02:11:04.814]  Now the problem is, like you said,
[02:11:05.735 --> 02:11:08.656]  A month or so later, the next person that sells him, he'll go off that.
[02:11:08.736 --> 02:11:17.239]  It's really true that he's smart, and he knows what's going on, he has a good memory, but he's a salesman, but you can sell Donald Trump.
[02:11:17.299 --> 02:11:20.721]  People think he's hard to control, and I'm not saying I ever controlled the President.
[02:11:21.161 --> 02:11:23.862]  Anything I ever told him, he went and looked at and actually went with.
[02:11:24.202 --> 02:11:25.343]  That's why they're so horrified.
[02:11:25.543 --> 02:11:29.044]  And by the way, I'm not bragging about that, Joel, but I'm able to sell the President.
[02:11:30.720 --> 02:11:31.500]  Here's the problem.
[02:11:32.041 --> 02:11:34.482]  Donald Trump can't remember any of the detailed arguments.
[02:11:34.522 --> 02:11:36.223]  He can remember the big picture.
[02:11:36.243 --> 02:11:44.527]  He can come out and say things that are dearest to him for defending the right thing, but he can't remember any of the arguments.
[02:11:44.547 --> 02:11:49.469]  So he can't defend himself when he gets up against these very sophisticated globalist briefers.
[02:11:50.190 --> 02:11:52.731]  He just doesn't have the ability to do that.
[02:11:52.811 --> 02:11:56.293]  So he needs a few real advisors sitting at his side that know the full picture.
[02:11:57.011 --> 02:11:57.351]  That's right.
[02:11:57.811 --> 02:12:02.573]  I'm not bragging, Joel, but imagine what would happen if you were there as an advisor sitting next to him.
[02:12:02.874 --> 02:12:05.675]  Like, that's why they want to get rid of Stephen Miller.
[02:12:05.735 --> 02:12:08.736]  He's not that old or knows about all of it, but he's smart.
[02:12:08.956 --> 02:12:11.817]  They want him out of there because he's advising Trump on the border.
[02:12:11.837 --> 02:12:14.258]  Yeah, that's exactly right.
[02:12:14.418 --> 02:12:20.821]  So they know that they can manipulate Donald Trump as long as he doesn't have someone sitting by their side who can counter their arguments.
[02:12:20.881 --> 02:12:22.462]  And I'll tell you, there would be hell to pay
[02:12:23.135 --> 02:12:38.865]  If they were to put someone like me in the White House, you know, they would plaster everything I've said about 9-11 or any conspiracy things without giving me a chance to defend myself, so that they could discredit you and embarrass Donald Trump, and then he'd have to remove you.
[02:12:39.445 --> 02:12:42.907]  They've got tremendous power because they control the media and the courts.
[02:12:43.487 --> 02:12:47.430]  They stop Donald Trump from every executive order that he tries to put through correctly.
[02:12:48.044 --> 02:12:50.366]  By threatening him with court action.
[02:12:50.386 --> 02:12:51.327]  Let me ask you this then.
[02:12:51.387 --> 02:12:53.229]  Do you think they're going to try to destroy him?
[02:12:53.669 --> 02:12:56.332]  Or do they think they can co-opt him now because he's wildly popular?
[02:12:58.454 --> 02:13:01.917]  I am fearful now that they're going to let him have another four years.
[02:13:01.977 --> 02:13:05.981]  And the only reason I say that, I've been asking in the World Affairs Brief for months now.
[02:13:06.581 --> 02:13:08.983]  Why are the Democrats shooting themselves in the foot?
[02:13:09.404 --> 02:13:09.884]  With 27 candidates?
[02:13:11.638 --> 02:13:14.619]  You know, why do they keep promoting socialism?
[02:13:15.159 --> 02:13:17.440]  Even the blue collar people are going to buy this stuff.
[02:13:17.880 --> 02:13:23.462]  They know that getting rid of automobiles and airplanes in even 30 years is going to destroy their jobs.
[02:13:23.482 --> 02:13:24.562]  They're not going to vote for this.
[02:13:25.502 --> 02:13:33.105]  And on this black slave reparations, I mean, they're so embarrassed about that they can't even commit to it openly without losing the election.
[02:13:33.165 --> 02:13:36.486]  So, I mean, they've got a death wish, it seems, unless
[02:13:37.367 --> 02:13:51.039]  They have concocted and say, look, you know, if we can control Donald Trump, we can perhaps bury the anti-globalist movement by him giving them the rhetoric and us turning them around and make sure that he never implements any of this.
[02:13:51.079 --> 02:13:52.580]  That's been the history of the three years.
[02:13:52.600 --> 02:13:54.081]  And that's what he does on censorship.
[02:13:54.121 --> 02:13:55.082]  He gives us a tweet.
[02:13:55.582 --> 02:13:56.643]  He tells us we're good.
[02:13:56.683 --> 02:13:58.184]  We get a phone call from the White House.
[02:13:58.625 --> 02:14:00.366]  But then the censorship just continues on.
[02:14:00.667 --> 02:14:03.329]  So it's kind of like giving us morphine when we're at hospice.
[02:14:04.494 --> 02:14:06.356]  Yeah, exactly, Alice.
[02:14:06.696 --> 02:14:12.061]  This is what I fear, is that Donald Trump is going to act as a placeholder, not knowingly.
[02:14:12.321 --> 02:14:13.902]  Donald Trump is not a controlled entertainer.
[02:14:13.942 --> 02:14:17.125]  Nobody can control Donald Trump, but he can be manipulated at the moment.
[02:14:17.745 --> 02:14:30.236]  And if he sits as a place sitter within the conservative and dominates the leadership for the next four years and does nothing in terms of getting the change that we need to stop this, it's going to be all over by 2024.
[02:14:32.978 --> 02:14:42.160]  I totally agree with you, and we just need people that are close to the President to do what's right, like Stephen Miller and Tucker Carlson and others.
[02:14:42.240 --> 02:14:46.842]  And all of us, that means on the campaign trail, folks, that means in emails, calls the White House.
[02:14:46.902 --> 02:14:54.784]  Trump still, like he used to do in his buildings, because his dad taught him this, picks up the phone for like 30 minutes sometimes, an hour a night, while he eats cheeseburgers.
[02:14:55.484 --> 02:14:56.825]  And it's absolutely true.
[02:14:56.905 --> 02:15:03.107]  I'm bad too, but he eats like cheeseburgers, candy, ice cream up to like 2 a.m., and he answers the phone and reads newspapers.
[02:15:03.147 --> 02:15:06.388]  The guy's obviously an idiot savant when it comes to research and things.
[02:15:06.668 --> 02:15:15.592]  He's a dynamo at 73, but I'm telling you, it's a fight about getting info to him and then him being seconded on what he already thinks.
[02:15:15.632 --> 02:15:18.413]  But as Joel said, Trump even admits, I'm a very shallow person.
[02:15:18.453 --> 02:15:19.313]  I go with a gestalt.
[02:15:19.613 --> 02:15:20.353]  I go with my gut.
[02:15:20.613 --> 02:15:21.974]  Hey, Alex, what he says makes sense.
[02:15:22.014 --> 02:15:23.114]  What Tucker says makes sense.
[02:15:23.715 --> 02:15:23.935]  And then...
[02:15:24.875 --> 02:15:27.557]  You know, one minute I'm going to attack Iran, next minute, oh no I'm not.
[02:15:27.577 --> 02:15:34.983]  It's actually quite frightening when you really pull back and realize that Trump is something special.
[02:15:35.363 --> 02:15:37.445]  Joe Skousen, worldaffairsbrief.com.
[02:15:37.665 --> 02:15:40.027]  He's not Hillary, that's a great thing, but think if Hillary got in.
[02:15:40.307 --> 02:15:41.247]  We'd have opposition.
[02:15:41.768 --> 02:15:42.829]  We'd have people saying no.
[02:15:43.209 --> 02:15:44.170]  With Trump, we'd go to sleep.
[02:15:45.051 --> 02:15:45.631]  It's really true.
[02:15:45.832 --> 02:15:47.994]  Love Donald Trump, but Phil Skousen is dead right.
[02:15:49.416 --> 02:15:50.678]  One man can't save us.
[02:15:50.698 --> 02:15:52.540]  The one man is Jesus Christ that can do that.
[02:15:52.901 --> 02:15:54.142]  He's not a man, he's the Son of God.
[02:15:54.423 --> 02:15:55.604]  Phil Skousen, thank you so much.
[02:15:55.644 --> 02:15:56.285]  We appreciate you.
[02:15:57.006 --> 02:15:57.807]  My pleasure, Alex.
[02:15:58.268 --> 02:15:59.810]  We'll be back with huge news.
[02:15:59.830 --> 02:16:00.170]  Stay with us.
[02:16:07.213 --> 02:16:12.599]  I'm here in my parents' kitchen because my house flooded with torrential rains this week.
[02:16:13.380 --> 02:16:16.123]  So the flooded part of the house, they're having to fix that, so I've been staying over here.
[02:16:17.404 --> 02:16:24.012]  And I looked in my parents' cupboard and found that they were stocked up on some of the Enforced Life products.
[02:16:24.032 --> 02:16:24.812]  And I thought, wait a minute.
[02:16:25.453 --> 02:16:31.457]  I've been thinking about coming over to their house, because their kitchen is nicer than mine, and shooting a video about how amazing these products are.
[02:16:31.958 --> 02:16:35.060]  So I called Drew, one of our great camera people over at InfoWars this morning.
[02:16:35.080 --> 02:16:40.844]  I said, hey, why don't you meet me over here, and I'm going to shoot a video I've been meaning to do for probably a year.
[02:16:40.864 --> 02:16:42.185]  So I'm like, I've got everything right here.
[02:16:43.502 --> 02:16:45.023]  It's time to show you what I personally do.
[02:16:45.504 --> 02:16:46.605]  Now, I want to be clear.
[02:16:47.465 --> 02:16:56.794]  When I remember to take the supplements religiously, I lose weight, I'm healthy, my skin gets great, I have better stamina, libido, energy.
[02:16:57.454 --> 02:16:58.475]  I've never been a supplements guy.
[02:16:58.495 --> 02:17:02.799]  A lot of my big sponsors were supplement people, and I thought, well, why don't I try these then?
[02:17:03.139 --> 02:17:04.160]  And it turned out they were really good.
[02:17:04.820 --> 02:17:07.723]  So we came out, as you know, six years ago with our own line of supplements.
[02:17:07.743 --> 02:17:09.104]  We've been expanding it ever since.
[02:17:09.124 --> 02:17:10.505]  And what we do is,
[02:17:11.386 --> 02:17:18.111]  Set out to already find what's the highest rated, already find what's the cleanest, what's the best, and then make it better, and then cut the price.
[02:17:18.611 --> 02:17:20.272]  And that's what we've done with these products.
[02:17:20.532 --> 02:17:30.479]  And that's why InfoWars live products are so highly rated by third party sites, that's why they're so popular with you, and it's also great because it funds our political operations, trying to stop the technotronic, technocracy takeover.
[02:17:33.278 --> 02:17:36.601]  I always start taking the supplements and then I forget to take them.
[02:17:36.841 --> 02:17:46.210]  I either run out or I just get busy and then all of a sudden I'm not taking DNA Force, all of a sudden I'm not taking X2, I'm not taking Secret 12.
[02:17:46.870 --> 02:17:58.721]  That's why it's important for everybody out there that already knows they got great results with these high quality products and InfoWars Life or other supplements you've been taking to remember how good they were for you and your family and to get back into it.
[02:17:59.261 --> 02:18:06.644]  So today I just wanted to encourage everybody that's gotten great results with these products to just remember that because I need that reminder as well.
[02:18:07.184 --> 02:18:13.426]  One of the biggest things is I tend to go to the warehouse and get some of the products out for myself and then those run out and I forget.
[02:18:14.006 --> 02:18:15.947]  So now what I do, what my parents do, my
[02:18:16.847 --> 02:18:31.833]  And other people I know is they just put it on auto ship at Infowarslive.com, get an additional 10% off, and then you don't forget each month or every two months, however much you want to have it shipped to you, to get the product, support the show, and of course, also get 10% off.
[02:18:32.354 --> 02:18:39.817]  Now, some of the things I do is I don't really like soft drinks, because they got so much sugar in them, and I already have a problem with sweets sometimes.
[02:18:39.857 --> 02:18:42.278]  So, I really like soft drinks, what I'm proud to say is.
[02:18:43.138 --> 02:18:44.398]  I don't like the effects they have on me.
[02:18:44.999 --> 02:18:51.501]  So what I do is take something like a Perrier, lime or non-flavored, and I put it into a nice glass.
[02:18:53.402 --> 02:18:56.923]  And then I take the Ultra 12,
[02:18:58.854 --> 02:19:03.617]  And put in a whole dropper, and then I stir it up, and the flavor is incredible.
[02:19:04.097 --> 02:19:18.987]  So again, take your favorite sparkling water that doesn't have any calories in it, either flavored or unflavored, it all goes great with the flavor of natural vitamin B12 that has a sweet taste without any sugar or additives.
[02:19:19.027 --> 02:19:24.951]  You've got to experience Ultra 12 for yourself, you've got to experience X2 as well, and of course, X3.
[02:19:25.051 --> 02:19:26.772]  That's triiodine.
[02:19:27.472 --> 02:19:28.773]  Different strokes for different folks.
[02:19:29.173 --> 02:19:34.377]  Bottom line, these are all incredible products that have changed my life and changed so many other people's lives.
[02:19:34.797 --> 02:19:42.663]  As I've said over and over again, it then funds an organization dedicated to exposing the globalists and their operations.
[02:19:42.703 --> 02:19:44.164]  That's why I thank you all for your support.
[02:19:44.184 --> 02:19:46.886]  I want to encourage you, if you haven't tried these products, to try them.
[02:19:46.906 --> 02:19:48.908]  And if you have tried them and, again, forgot,
[02:19:49.668 --> 02:19:51.389]  You're listening to the Alex Jones Show!
[02:20:20.606 --> 02:20:21.080]  We're good.
[02:20:36.443 --> 02:20:38.765]  I did tons of preparation last night.
[02:20:39.325 --> 02:20:40.546]  Tons of preparation this morning.
[02:20:41.587 --> 02:20:44.209]  The Iran situation has just dominated the whole broadcast.
[02:20:44.869 --> 02:20:48.032]  And I'm gonna end up hosting the fourth hour with Matt Bracken, former Navy SEAL.
[02:20:48.832 --> 02:20:51.754]  Great mind about the situation unfolding.
[02:20:51.774 --> 02:20:53.496]  He'll probably have some different views, and that's fine.
[02:20:54.704 --> 02:20:59.630]  We're not a NXIVM cult, or like conservative radio, or liberal media.
[02:20:59.710 --> 02:21:10.883]  It's like a talking point comes out from Hillary, or a talking point comes out from George W. Bush, and then everyone just basically repeats that talking point over and over and over again.
[02:21:11.063 --> 02:21:12.325]  That's not what we're doing here.
[02:21:14.036 --> 02:21:19.858]  You know, I've got a clip from Blaze TV where they defend me and say, no, they subpoenaed his emails.
[02:21:20.198 --> 02:21:22.679]  Somebody sent hidden child porn.
[02:21:23.079 --> 02:21:25.120]  That happens to anybody that gets millions of emails.
[02:21:29.002 --> 02:21:34.604]  But then they go on in the video to make a bunch of statements about us that aren't true.
[02:21:35.924 --> 02:21:38.145]  So it's like these backhanded defenses.
[02:21:39.526 --> 02:21:42.547]  Ladies and gentlemen, they're coming after everybody.
[02:21:43.677 --> 02:21:44.297]  It's true blue.
[02:21:45.758 --> 02:22:05.547]  And again, I have thought long and hard about this for six months while we've been losing money from all the attacks, from all the censorship, from all the platforming, from everything, trying to keep our crew here, trying to actually expand for 2020 so we can have a big effect and catch all that critical footage on tape.
[02:22:07.568 --> 02:22:11.170]  And I've never been deceptive with our audience.
[02:22:12.412 --> 02:22:18.414]  Except I have, from time to time, withheld information that I don't think is good for the cause.
[02:22:20.614 --> 02:22:27.977]  Because, you know, it's not good for the cause that they've had an effect on slowing us down to a standstill and even having us start to contract.
[02:22:29.037 --> 02:22:32.438]  But see, there's something worse than the enemy knowing they're having an effect.
[02:22:33.418 --> 02:22:34.599]  Us being shut down, right?
[02:22:36.539 --> 02:22:38.880]  So, you notice all these years,
[02:22:40.111 --> 02:22:42.512]  Just running around during the break, my hair's all sticking up what's left of it.
[02:22:46.034 --> 02:22:48.636]  Over all these years, we've done such incredible things together.
[02:22:49.776 --> 02:22:50.757]  And we've changed the world.
[02:22:52.698 --> 02:23:00.742]  And I'll be damned, no taking the Lord's name in vain there, I mean that, before I'm going to ever give up.
[02:23:01.763 --> 02:23:02.904]  And the truth is, I know.
[02:23:03.803 --> 02:23:13.488]  That if you ever see me really get arrested, really get set up, or if I ever got my head blown off, God forbid, I don't want that to happen, that we'd see support way greater than we even need.
[02:23:15.890 --> 02:23:17.270]  But I don't want to get to that point.
[02:23:17.691 --> 02:23:23.534]  You know, I've told you that I've got intelligence agencies, criminals that have hijacked our government working against me.
[02:23:24.414 --> 02:23:28.076]  Now listen, you don't just think it's the child porn stuff, do you?
[02:23:30.838 --> 02:23:30.898]  No.
[02:23:32.691 --> 02:23:34.512]  By the way, I'm not a victim, I'm a target.
[02:23:34.772 --> 02:23:37.673]  Tommy Robinson said that a year ago when they tortured him in prison for three months.
[02:23:38.273 --> 02:23:42.015]  He lost, like, 12 stones or whatever.
[02:23:42.075 --> 02:23:42.275]  How much?
[02:23:42.295 --> 02:23:43.295]  It was like 30-something pounds.
[02:23:45.536 --> 02:23:52.859]  They put him in the Islamic area by the mosque, inside the area, and they would crap and defecate and throw feces at him through the bars, and the guards laughed at him.
[02:23:56.601 --> 02:23:59.362]  I remember when I saw Tommy on Fox News on Tucker Carlson first.
[02:24:02.796 --> 02:24:06.378]  Tommy looked like those guys you'd seen have been captured by the North Vietnamese for five years.
[02:24:06.398 --> 02:24:08.179]  They had that crazy look and they're all freaked out.
[02:24:08.659 --> 02:24:13.602]  It took Tommy, who's tough, months to get over what happened to him.
[02:24:13.622 --> 02:24:15.482]  They left the lights on 24 hours a day.
[02:24:15.523 --> 02:24:16.983]  They'd bang on the door continually.
[02:24:17.544 --> 02:24:22.026]  They'd shove feces and piss through the bars at him and laugh at him.
[02:24:25.688 --> 02:24:26.868]  And he was in solitary confinement.
[02:24:26.908 --> 02:24:29.890]  They let him out for three months and they were putting stuff in his food.
[02:24:31.544 --> 02:24:32.945]  He said it on air, but I talked to him privately.
[02:24:33.625 --> 02:24:35.506]  He ate some of the food that wasn't in a tin.
[02:24:35.526 --> 02:24:43.992]  Because once a day, he'd get a small tin of tuna fish and a little small package of crackers.
[02:24:44.032 --> 02:24:46.993]  That's all he'd eat because everything else had poison in it.
[02:24:48.154 --> 02:24:52.136]  Because he ate some once, he got so hungry, he had food poisoning and almost died.
[02:24:52.156 --> 02:24:59.481]  And let me tell you, when you're in a cage and people are poisoning you, and Muslims are defecating on the floor and throwing turds at you,
[02:25:01.044 --> 02:25:02.485]  Look how skinny he was when he came out of there.
[02:25:03.905 --> 02:25:06.186]  That's when you realize your government is evil.
[02:25:07.526 --> 02:25:16.769]  All you do is stand up for what's right and kidnap little girls and he identified the guy that killed a little girl and cut her up and put soulder flesh on beef kebabs.
[02:25:17.750 --> 02:25:21.031]  Turned out that guy got indicted for that and it was true.
[02:25:22.688 --> 02:25:29.754]  When Tommy first said, yeah, I talked to the locals, they cut that little girl up and fed her kebabs, the New Year's like, oh, our little Muslims wouldn't do that.
[02:25:29.794 --> 02:25:31.795]  They wouldn't cut up a little girl into kebabs.
[02:25:32.135 --> 02:25:33.196]  You bet they did!
[02:25:36.699 --> 02:25:38.120]  So I don't think of myself as a victim.
[02:25:39.081 --> 02:25:43.464]  And I haven't been in a jail cell for three months with people using it as a toilet.
[02:25:45.426 --> 02:25:48.809]  Tommy told me privately, he talked about it on air a little bit, but he said privately, there would be
[02:25:50.538 --> 02:25:53.321]  Four inches of human feces and urine by the end of the day.
[02:25:54.322 --> 02:25:58.446]  And every couple days they'd come in and give him a sweeper and say, clean that up.
[02:25:58.706 --> 02:26:00.728]  And he'd shove it out in the hall and put it in a bucket.
[02:26:00.968 --> 02:26:02.409]  That was his time outside the jail cell.
[02:26:03.010 --> 02:26:08.375]  With Muslims just putting their butts up against the bars and just crapping through the food hole on him.
[02:26:08.855 --> 02:26:10.117]  And laughing and giggling.
[02:26:10.437 --> 02:26:11.898]  That's the new world order, folks.
[02:26:12.299 --> 02:26:13.360]  That's what they do to patriots.
[02:26:15.703 --> 02:26:20.627]  Is they go and they piss all over you and they crap all over you and the media loves it!
[02:26:24.451 --> 02:26:26.212]  Well guess what I get to put up with now?
[02:26:27.794 --> 02:26:32.638]  The Wall Street Journal, the New York Times and the AP saying I sent child porn to children.
[02:26:32.658 --> 02:26:37.182]  It's all a damn lie.
[02:26:37.202 --> 02:26:38.923]  9.6 million emails since Sandy Hook happened.
[02:26:40.044 --> 02:26:41.406]  Judge ordered them all turned over.
[02:26:41.426 --> 02:26:42.226]  I went back
[02:26:43.371 --> 02:26:44.172]  Seven, eight times.
[02:26:44.532 --> 02:26:46.353]  To the cost of hundreds of thousands of dollars.
[02:26:47.454 --> 02:26:50.235]  And said, I cannot give you all my people's emails.
[02:26:50.716 --> 02:26:51.436]  She said, fine.
[02:26:52.297 --> 02:26:53.477]  Twenty-something search terms.
[02:26:53.597 --> 02:26:55.118]  All the names of people involved.
[02:26:55.859 --> 02:26:57.440]  And they got 57,000 emails.
[02:26:57.500 --> 02:27:02.503]  And they had hidden, encoded child porn on there that I never opened.
[02:27:02.523 --> 02:27:10.468]  I know you've already heard this, but imagine... The news then runs with that, they'll do anything.
[02:27:13.012 --> 02:27:13.732]  But enough about that.
[02:27:14.473 --> 02:27:18.234]  I'll be here next hour when Trump gives his press conference, are we going to a war with Iran?
[02:27:18.254 --> 02:27:21.775]  And I'm not here telling you how bad these guys are to scare you.
[02:27:22.916 --> 02:27:26.857]  You know, the globalists always used to say, I was told, oh, Jones just scares people for us.
[02:27:27.237 --> 02:27:31.419]  No, I believe that you'd get motivated and angry about this because you're like me.
[02:27:31.939 --> 02:27:32.379]  I'm like you.
[02:27:33.666 --> 02:27:34.706]  We're like our ancestors.
[02:27:35.006 --> 02:27:37.947]  So I tell you, sometimes they'll come and they'll say, do you want the bad news?
[02:27:38.067 --> 02:27:39.347]  I've told every one of my crew members.
[02:27:39.407 --> 02:27:43.048]  I said, listen, there's one thing will get you fired quicker than anything around here.
[02:27:44.968 --> 02:27:45.228]  One thing.
[02:27:46.369 --> 02:27:49.029]  And that's if you don't tell me bad news, I want to know it.
[02:27:49.169 --> 02:27:51.230]  I want to meet it head on.
[02:27:51.970 --> 02:27:53.070]  And I think you're just like me.
[02:27:53.570 --> 02:27:57.631]  So when I sit here and come to you every day and report to you all this stuff that's going on.
[02:27:58.587 --> 02:28:04.892]  I don't need to report on the great baby that was born, the great life somebody had, or some new invention, or how great humanity is.
[02:28:04.952 --> 02:28:05.492]  We know that.
[02:28:05.893 --> 02:28:07.794]  I'm going to tell you what the enemy's doing.
[02:28:08.875 --> 02:28:16.281]  I'm going to tell you the bad things they're doing because I believe in you, and I believe you're going to change it.
[02:28:18.010 --> 02:28:20.891]  I believe in you, and I believe you're going to fight back against it.
[02:28:21.612 --> 02:28:23.152]  I believe we're going to stop this Iran war.
[02:28:23.512 --> 02:28:25.213]  I believe we're going to turn our economy back.
[02:28:25.573 --> 02:28:27.034]  I believe we're going to find Jesus again.
