[00:00:22.668 --> 00:00:23.349]  Hello, hello.
[02:04:50.261 --> 02:04:54.163]  This is Infowars.com, and we'll be back after this.
[02:05:05.194 --> 02:05:08.915]  It's never been easy to figure out the essentials of a new supplement routine.
[02:05:09.156 --> 02:05:15.738]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[02:05:15.998 --> 02:05:22.540]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[02:05:22.721 --> 02:05:29.063]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[02:05:29.443 --> 02:05:38.586]  Just take the wake up and work or rest and recover packs each day for quick, easy to use and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge.
[02:05:38.806 --> 02:05:41.087]  Stacks of bottles and complicated routine.
[02:05:41.207 --> 02:05:44.588]  Featuring eight different formulas for a total take on your health and wellness.
[02:05:44.948 --> 02:05:48.269]  You can find what you like and get even more powerful versions in the store.
[02:05:48.669 --> 02:05:54.571]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[02:06:12.005 --> 02:06:15.866]  The answer to 1984 is 1776.
[02:06:17.546 --> 02:06:20.287]  You're listening to the Alex Jones Show.
[02:06:20.907 --> 02:06:24.108]  And now, your host, Will Johnson.
[02:06:25.609 --> 02:06:29.310]  All right.
[02:06:31.650 --> 02:06:33.671]  You know, the production crews there are awesome.
[02:06:34.619 --> 02:06:35.239]  They're awesome.
[02:06:35.299 --> 02:06:36.860]  I love the tunes they bring in.
[02:06:37.300 --> 02:06:38.641]  They're so awesome.
[02:06:40.002 --> 02:06:42.003]  I mean, how does it function without them?
[02:06:42.223 --> 02:06:42.583]  It doesn't.
[02:06:43.763 --> 02:06:46.925]  All right, we're back and we have Mr. Barnes with us still.
[02:06:46.945 --> 02:06:48.586]  It's a great honor and pleasure.
[02:06:48.606 --> 02:06:51.207]  Mr. Barnes, let me ask you this.
[02:06:51.227 --> 02:06:55.149]  You know, do you think Google
[02:06:58.234 --> 02:07:03.861]  We'll say enough is enough and, you know, kind of maybe loosen up a little bit.
[02:07:04.722 --> 02:07:08.406]  And before we went to the break, I was asking you about
[02:07:10.253 --> 02:07:15.197]  Conservatives versus liberals, which one, you know, are liberals happy?
[02:07:15.257 --> 02:07:16.799]  Which ones attack more?
[02:07:16.819 --> 02:07:19.941]  Because there's some liberals that say that, you know, Google has censored them.
[02:07:20.542 --> 02:07:27.548]  And the only time I've ever seen that is when they said that they started, you know, OK, well, I agree with President Trump here.
[02:07:27.568 --> 02:07:28.529]  I agree with him there.
[02:07:28.829 --> 02:07:31.672]  And then all of a sudden, they start getting this censorship.
[02:07:31.712 --> 02:07:33.893]  I think, is it Tim Pool?
[02:07:34.622 --> 02:07:35.122]  Is that his name?
[02:07:35.162 --> 02:07:35.602]  Tim Pool?
[02:07:36.263 --> 02:07:38.364]  He, you know, because he says he was a liberal.
[02:07:39.224 --> 02:07:40.945]  I think he still claims that he's a liberal.
[02:07:41.485 --> 02:07:45.027]  But he came out and he said, you know, I was watching him on Joe Rogan and he said, I'm a liberal.
[02:07:45.047 --> 02:07:45.547]  And I'm like, what?
[02:07:45.567 --> 02:07:47.148]  But I love everything he was saying.
[02:07:47.568 --> 02:07:52.531]  And he said, he said, but what Google is doing, what Twitter is doing, he said, I'm terrified.
[02:07:53.251 --> 02:08:08.842]  There's someone right there that is absolutely thinking for himself, and then I think he started experiencing the censorship as well, because I've seen some of his YouTube videos, and I actually come to think about it, he used to show up on my feed all the time, but now he doesn't even show up any longer.
[02:08:08.863 --> 02:08:11.124]  You know, I have to go look for him.
[02:08:11.144 --> 02:08:13.366]  It's just, it's really crazy.
[02:08:14.421 --> 02:08:15.182]  I mean, it's extraordinary.
[02:08:15.222 --> 02:08:17.625]  So, it has happened to people on the left.
[02:08:18.406 --> 02:08:23.693]  Particularly people on the anti-war left, on the anti-establishment left, and the anti-big tech left.
[02:08:24.204 --> 02:08:36.111]  So one of the things that's happening, for which Alex Jones is always the best template, so that when you do the comparison between the Google search and the Bing or DuckDuckGo search for Alex Jones, you get multiple levels of information.
[02:08:36.432 --> 02:08:41.515]  The first level of information is that clearly Google is manipulating its algorithm to create a false result.
[02:08:41.575 --> 02:08:46.358]  Because most people, when they search Google, they think they're getting what other people have searched for.
[02:08:46.838 --> 02:08:54.744]  That's their trust and confidence in the Google algorithm, is that it will honestly and accurately reflect broader public interest and opinion.
[02:08:55.264 --> 02:08:57.005]  Not that it's being manipulated or meddled.
[02:08:57.105 --> 02:09:04.971]  Google doesn't put on the front page, by the way, the search results will be based on what Google thinks you should see, not based on what the world actually is interested in seeing.
[02:09:06.212 --> 02:09:12.556]  But you go further and deeper into it, and you'll see exactly how they're doing the manipulation and what they're doing in the manipulation.
[02:09:13.016 --> 02:09:24.682]  So, for example, clearly they're discriminating and have changed the manipulation so that Alex Jones only triggers certain kind of information, and they filter out any positive information and filter in any negative information.
[02:09:25.122 --> 02:09:29.965]  But part of the way they're doing that is by elevating certain publications as gatekeepers over others.
[02:09:30.705 --> 02:09:32.066]  Facebook is doing this big time.
[02:09:32.586 --> 02:09:42.391]  And so what happens is anybody who's sort of on an anti-establishment press, anti-war press, things of that nature, they're also getting screened out of the gatekeeper role.
[02:09:43.300 --> 02:09:50.530]  So like Mitt Press, Caitlin Johnstone, certain anti-war publications, Counterpunch.
[02:09:50.930 --> 02:10:01.584]  These are publications that may be culturally to the left, but on certain issues of war and establishment and elite power are actually more on the Trumpist side of the equation, the Alex Jones side of the equation.
[02:10:02.057 --> 02:10:09.059]  So, for example, in certain contexts, when you do certain searches, you won't find certain left-leaning sources.
[02:10:09.259 --> 02:10:14.500]  The best example of this most recently was their open and overt discrimination against Tulsi Gabbard.
[02:10:14.961 --> 02:10:23.443]  So Tulsi Gabbard has a lot of left-wing views on a wide range of issues, but not on war and not on certain establishment politics involving the deep state.
[02:10:23.943 --> 02:10:29.506]  And so what happened is, the first debate, people are like, wow, this is a totally interesting, unique person.
[02:10:29.946 --> 02:10:39.431]  And so she was trying to appeal to the anti-war part of the Democratic base, which used to be much bigger, but the political establishment within the Democratic Party is now very pro-war, pro-deep state.
[02:10:39.910 --> 02:10:58.167]  And so Google, what they did is they right away turned off the spigot so that like her advertising was driven based on if there was suddenly a big surge in popular support, she would be able to tap into that for donations, tap into that for support by having her campaign ads run at the top of when you look.
[02:10:58.727 --> 02:11:05.850]  But what happened is Google turned it off at exactly the moment there was a sudden surge of interest in her during the debate.
[02:11:05.890 --> 02:11:08.771]  That's why she sued them for $50 million.
[02:11:09.291 --> 02:11:11.072]  Because that's how much they cost her.
[02:11:11.992 --> 02:11:21.516]  They might have done fatal damage, but for the fact that she was able to replicate her performance in the second debate, and most importantly, she brought suit before that second debate.
[02:11:21.836 --> 02:11:26.978]  So all of a sudden, Google realized they were being exposed, and they're like, well, we don't want to be obvious what we're doing.
[02:11:27.258 --> 02:11:36.442]  So after the second debate, which he surged again, in fact, Owen and I were doing the pre-debate activities, and we were predicting certain things, and almost every prediction came true.
[02:11:36.762 --> 02:11:37.862]  Who was going to win the George poll?
[02:11:38.062 --> 02:11:39.383]  Who was going to win the Google search?
[02:11:39.603 --> 02:11:41.424]  Who was going to go up in the political betting markets?
[02:11:41.644 --> 02:11:43.905]  Who was going to go up in the Democratic political opinion polls?
[02:11:44.325 --> 02:11:49.347]  All of it, and one of the big ones was that Tulsi Gabbard would do well on all four fronts, and she in fact did.
[02:11:49.927 --> 02:12:06.480]  So, in fact, the people who are watching InfoWars and had a little bet, there's the UK fans and other fans, there's online various methods, had any sort of bet on the predicted and the rest, had bets on following what we were recommending and advising, they made between a 35% and 50% profit overnight.
[02:12:06.800 --> 02:12:11.563]  So, you don't just have to go to the InfoWarsStore.com in order to get great deals.
[02:12:11.724 --> 02:12:14.786]  And those InfoWars stocks, not only are you supporting the freedom,
[02:12:15.186 --> 02:12:20.273]  And supporting the revolution, and you're supporting the revolution of information, and you're supporting the democratization of the press.
[02:12:20.313 --> 02:12:26.181]  You're reinstating the original organic principles and purposes of the spirit of the press.
[02:12:27.854 --> 02:12:34.698]  Free speech, support free elections, support free religion, but at the same time, you're getting above average products at below average prices.
[02:12:35.018 --> 02:12:39.741]  I mean, you're not putting more money in InfoWars' pocket, you're putting more money into your own pocket.
[02:12:40.001 --> 02:12:53.949]  And the way you do so is by getting products you need, by bidding products you like, by getting products you want, but at cheaper prices and better value than the competition because of the way InfoWars is structured and being a direct merchandiser.
[02:12:56.044 --> 02:13:03.468]  So there's multiple ways to make the Infowars experience more than just a learning experience, but make it a self-profiting experience.
[02:13:03.488 --> 02:13:04.368]  Yeah, exactly.
[02:13:04.709 --> 02:13:07.210]  Let me ask you this.
[02:13:07.450 --> 02:13:09.251]  Who do you think Google is rooting for?
[02:13:09.471 --> 02:13:22.058]  Because for them to do Tafsa Gilbert that way, because she was trending on Twitter, she was trending everywhere, and that would have been a prime time for her to run ads, to run advertisements, you know, getting donations like you said.
[02:13:23.123 --> 02:13:26.584]  Because they did that to her and she's running on the Democrat ticket.
[02:13:26.704 --> 02:13:30.185]  Who do you think that they want to be on top of the ticket?
[02:13:30.305 --> 02:13:34.286]  I don't imagine that it's Joe Biden because he's an old white man.
[02:13:34.786 --> 02:13:36.106]  They don't want white people.
[02:13:36.186 --> 02:13:37.467]  They hate white people.
[02:13:37.747 --> 02:13:38.507]  Let them tell it.
[02:13:38.807 --> 02:13:40.527]  So who is it do you think that they want?
[02:13:42.028 --> 02:13:46.809]  They are satisfied with any of the Democratic nominees except Tulsi Gabbard.
[02:13:47.316 --> 02:13:49.597]  So all the others are just fine.
[02:13:49.998 --> 02:13:57.562]  All the others serve and suit their purposes across the board in terms of, in their perception, having a chance to beat Donald Trump.
[02:13:58.383 --> 02:14:05.006]  Also, and even though people like Elizabeth Warren is talking about breaking up big tech, they really don't take her seriously in that capacity.
[02:14:05.387 --> 02:14:07.288]  Warren is someone who talks a lot, does little.
[02:14:08.308 --> 02:14:21.857]  And so the, so Gabbard is the only one that really scares them because she raises issues and topics that challenge the deep state's establishment power related to the military-industrial complex and permanent war, and in fact buttresses Trump.
[02:14:21.877 --> 02:14:26.259]  It's not a coincidence, like the deep state in particular, and that's the important thing about Google.
[02:14:26.680 --> 02:14:28.981]  Google's in bed with China and deep state operators.
[02:14:29.361 --> 02:14:40.606]  So it's not so much that they're partisan, it's that they see particular threats to deep state right now from the right, from the independent right, from the Alex Jones part of the right, and from the Tulsi Gabbard part of the left.
[02:14:40.986 --> 02:14:42.706]  So that's who they're going to suppress and censor.
[02:14:42.987 --> 02:14:51.390]  So it has a partisan coloration currently, but not necessarily, because it's about whatever advances deep state politics, deep state policies,
[02:14:52.250 --> 02:14:56.372]  And the rising power of China, who Google has gotten to bed with.
[02:14:56.693 --> 02:14:58.534]  So that's sort of their overarching theme.
[02:14:58.554 --> 02:15:03.616]  And that's where you can see Tim Poole, I think, has a big YouTube network.
[02:15:03.856 --> 02:15:07.358]  They're trying to suppress and censor him as much as Steven Crowder.
[02:15:07.758 --> 02:15:12.821]  And it's because both of them have anti-establishment populist politics and policies on a wide range of topics.
[02:15:13.221 --> 02:15:18.724]  Even though they are on different sides of the ideological spectrum in general, and different sides of the partisan spectrum in general.
[02:15:18.944 --> 02:15:20.304]  Yeah, exactly, exactly.
[02:15:20.705 --> 02:15:23.726]  So, we're getting ready to come up to a hard break, but yeah, you're absolutely right.
[02:15:24.046 --> 02:15:34.711]  You know, the reason why I stopped getting Tim Poole's feed, or his videos popping up on my YouTube channel, I just went and looked at it, they unsubscribed me!
[02:15:35.967 --> 02:15:37.548]  They unsubscribed me from Tim Pool.
[02:15:38.368 --> 02:15:39.968]  I mean, I just literally look at it.
[02:15:40.008 --> 02:15:41.549]  They unsubscribed me from Tim Pool.
[02:15:41.589 --> 02:15:42.809]  So how many other people?
[02:15:43.129 --> 02:15:44.830]  And they've done me that way with Mark Dice.
[02:15:44.890 --> 02:15:47.211]  I had to go back in and subscribe to Mark Dice.
[02:15:47.831 --> 02:15:49.912]  They constantly do it because they don't want us seeing it.
[02:15:49.932 --> 02:15:52.752]  And now I'm getting all this stuff from China to show up on my feed.
[02:15:53.053 --> 02:15:54.333]  What in the world is that about?
[02:15:55.193 --> 02:15:56.734]  I can't even, I can't even read it.
[02:15:57.994 --> 02:15:59.075]  Infowars.com.
[02:15:59.175 --> 02:16:00.055]  We'll be back after this.
[02:16:02.622 --> 02:16:05.404]  President Trump was sworn in in January of 2017.
[02:16:05.464 --> 02:16:12.669]  The average farm journal and poll had him at about 50% with farmers.
[02:16:13.349 --> 02:16:27.999]  Fast forward to August 2019, two and a half years later, and he's at 79% in the farm journal survey, which is the most respected, and other farm journals show him as high as 90%.
[02:16:29.580 --> 02:16:35.743]  No president since these journals have existed has had numbers this high.
[02:16:36.264 --> 02:16:38.025]  Now why am I so excited about that?
[02:16:38.125 --> 02:16:39.205]  Why am I so proud of that?
[02:16:41.967 --> 02:16:43.788]  Farmers got assaulted by the Democrats.
[02:16:45.207 --> 02:16:51.811]  Trump came in and was reasonable about it and said, hey, foreign countries have internal tariffs.
[02:16:51.951 --> 02:16:52.732]  I'll get rid of those.
[02:16:53.212 --> 02:16:57.274]  We don't need all these subsidies, but we'll actually let you compete directly into those markets.
[02:16:58.095 --> 02:17:02.277]  And when China put massive tariffs on U.S.
[02:17:02.317 --> 02:17:05.559]  farmers, their support for Trump only went up.
[02:17:06.000 --> 02:17:11.183]  And then, when China banned a week ago all U.S.
[02:17:11.203 --> 02:17:11.583]  produce
[02:17:13.803 --> 02:17:14.683]  Trump's numbers went up.
[02:17:15.464 --> 02:17:19.345]  Now, I talk about this all the time, but this is the key to everything.
[02:17:20.186 --> 02:17:31.250]  When Americans and free people know they're being dominated and assaulted and bullied, and they know that it's artificial and that it's from outside, they will rally and come together every time.
[02:17:32.591 --> 02:17:36.473]  You know, I harp on this constantly, that these globalists, the Democrats, are bullies.
[02:17:37.580 --> 02:17:53.918]  And they think that if they attack us, and lie about us, and call us Nazis, and physically come after us, and dox our homes, and tell us the American flag sucks, and that America's bad, that somehow we'll become demoralized, and kneel to them, bow to them.
[02:17:55.339 --> 02:17:56.120]  That's not what's happening.
[02:17:57.201 --> 02:18:00.645]  Americans were asleep before, because they thought everything was fine.
[02:18:01.894 --> 02:18:04.075]  Now Americans know that the country's in peril.
[02:18:04.435 --> 02:18:06.417]  And they know that Trump at Infowars is fighting.
[02:18:07.417 --> 02:18:09.318]  And so now they're ready for a war.
[02:18:09.878 --> 02:18:10.899]  They're ready for a battle.
[02:18:11.820 --> 02:18:18.603]  And so when the Chi-Coms come in and say, we're going to put tariffs on your goods, they say, oh, we support Trump more.
[02:18:20.044 --> 02:18:28.269]  And then when they say, we're banning all your food, we're going to all cost each one of your families a large piece of their paycheck, because China imports a lot of food from us they can't produce.
[02:18:29.286 --> 02:18:30.427]  They said, that's fine, you go ahead and do that.
[02:18:30.928 --> 02:18:33.131]  Because you've been screwing our industry over forever.
[02:18:33.391 --> 02:18:38.196]  And the farmers get what the Rust Belt and the factories and the workers have gone through.
[02:18:38.216 --> 02:18:39.158]  And they're standing up.
[02:18:39.178 --> 02:18:44.904]  Because farmers have a long history in this country of standing up to tyranny because they understand how the system operates.
[02:18:44.924 --> 02:18:47.547]  And Thomas Jefferson said it'll be the yeoman farmers
[02:18:48.248 --> 02:18:58.155]  That will end up being the heart of this country, and when the country's in crisis, it'll be the farmers, who are close to the ground, and close to the earth, and close to reality, who are going to be the ones to save the nation.
[02:18:58.555 --> 02:19:10.964]  So I'm so proud of America's farmers, for a race, color, and creed, who are the heartland of this nation, and who understand that, hey, you try to intimidate me, you try to bully me, because our president stood up for our industry?
[02:19:11.624 --> 02:19:17.729]  We're ready to take it on the chin in this fight because we understand it's for a greater good.
[02:19:18.169 --> 02:19:25.895]  America had surrendered for 50 years to globalism and de-industrialization and 30 years selling our jobs out to China.
[02:19:26.235 --> 02:19:27.957]  And that surrender is open.
[02:19:28.737 --> 02:19:29.718]  But I'll say this to farmers.
[02:19:30.479 --> 02:19:31.419]  You think you're under attack?
[02:19:31.900 --> 02:19:33.201]  Infowars is under attack as well.
[02:19:33.241 --> 02:19:35.783]  And I notice that it's farming families that really support us.
[02:19:35.803 --> 02:19:36.864]  You're our strongest group.
[02:19:36.884 --> 02:19:39.306]  You understand that we're in the same position you're in.
[02:19:39.606 --> 02:19:40.627]  You think you've been sanctioned?
[02:19:41.387 --> 02:19:43.069]  They have unleashed hell on us, but you know what?
[02:19:43.369 --> 02:19:55.699]  We're still here because of you, so please, whether it's coffee, or toothpaste, or fish oil, or turmeric, we got great products at great prices at Infowarslife.com and Infowarsstore.com, and your financial support is what keeps us here as well.
[02:19:56.219 --> 02:19:57.720]  So, the globalists have sanctioned us.
[02:19:58.521 --> 02:20:01.984]  That's okay, because the farmers of America are standing with us, and we stand with you.
[02:20:06.307 --> 02:20:08.949]  You're listening to the Alex Jones Show.
[02:20:33.284 --> 02:20:33.824]  Welcome back.
[02:20:33.844 --> 02:20:35.726]  Infowars.com.
[02:20:36.407 --> 02:20:41.833]  For our last show, we're talking with Mr. Burns.
[02:20:42.754 --> 02:20:44.435]  Beautiful, awesome information.
[02:20:45.256 --> 02:20:55.526]  Like I said in the beginning, it's amazing that someone's walking around with so much knowledge and so much information, and just on point about everything he's been talking about.
[02:20:56.671 --> 02:21:00.993]  I guess one thing I would like to know is what do the American people do?
[02:21:01.133 --> 02:21:01.873]  What can we do?
[02:21:01.973 --> 02:21:03.474]  I mean, so think about it.
[02:21:04.134 --> 02:21:12.297]  Us as the American citizens, we're the ones that's being affected by the tech companies, and a lot of us, we depend on President Trump to fix it.
[02:21:12.937 --> 02:21:17.239]  And I've had conversation with people in the past, and they said, well, you know, President Trump
[02:21:18.288 --> 02:21:19.469]  He hasn't done anything.
[02:21:20.109 --> 02:21:30.258]  And on the surface, just looking at it, it doesn't look like he's done anything to stop these tech companies, these socialist tech companies, from censoring conservatives.
[02:21:30.678 --> 02:21:35.222]  Because I can put a video on YouTube right now, and they will suppress it.
[02:21:35.262 --> 02:21:36.242]  They demonetize it.
[02:21:36.262 --> 02:21:38.184]  I timed it like a week ago.
[02:21:40.387 --> 02:21:45.688]  I put a video on YouTube, and about 14 minutes later, it was already demonetized.
[02:21:46.249 --> 02:21:53.970]  It didn't have anything, no violence in it, no nudity, no cursing, no bullying.
[02:21:54.791 --> 02:22:07.654]  Zero went against their community standards, except for the community standards that's hidden to the rest of us, which is, if you're pro-American, if you're pro-Trump, then that goes against their community standards.
[02:22:08.479 --> 02:22:10.900]  So, Mr. Barnes, so what can we do?
[02:22:10.920 --> 02:22:13.560]  I mean, because not all of us have the funding.
[02:22:14.120 --> 02:22:17.141]  None of us can, you know, just say, you know what, let's go sue Google.
[02:22:17.301 --> 02:22:19.202]  Everyone's saying we should sue them, sue them.
[02:22:19.222 --> 02:22:26.123]  I mean, you can't do that when you're not billionaires or you don't have the money or you don't have the pool, like Tassie Gilbert in this case.
[02:22:27.224 --> 02:22:28.244]  We don't, we can't do it.
[02:22:28.604 --> 02:22:36.126]  Is it possible to get like conservative lawyers throughout the country to possibly come together
[02:22:37.088 --> 02:22:37.849]  And do something.
[02:22:38.329 --> 02:22:44.015]  Because every time President Trump does something to protect the American people, they find a liberal leftist lawyer to stop the President!
[02:22:44.395 --> 02:22:53.965]  So how come we can't get a group, a team of conservative lawyers and not charge everyone out the leg, wazoo, to help us keep our freedoms?
[02:22:54.325 --> 02:22:55.326]  Is that even possible?
[02:22:55.727 --> 02:22:56.788]  Or has that even been brought up?
[02:22:58.161 --> 02:22:59.662]  Oh, actually, Debbie, you mentioned it.
[02:22:59.702 --> 02:23:15.135]  We've created an organization called the Free America Law Center, which people can find at FreeAmericaLawCenter.com, which is basically a membership driven, mass support driven organization to achieve exactly what you're talking about.
[02:23:15.535 --> 02:23:26.965]  I brought together a range of conservative lawyers and legal law firms that are legal support organizations that are willing to work at a discounted rate, willing to work in some cases at a free rate,
[02:23:27.745 --> 02:23:33.930]  In terms of their own legal time, willing to advance costs in certain consequences, certain circumstances.
[02:23:34.470 --> 02:23:45.379]  And the net effect of all of that is a free America law center can help equalize access to the law by democratizing our legal system by having mass support of an organization.
[02:23:45.679 --> 02:23:52.084]  So basically the way it's supported is people are monthly members and the monthly membership amount is $17.76 a month.
[02:23:54.265 --> 02:24:05.975]  And it's set at a low rate so that it's affordable and accessible for the biggest group of people to support it because that will make it self-supporting and self-sustaining in the same way that InfoWars is.
[02:24:06.555 --> 02:24:09.878]  And so, in addition, anybody who's a member gets additional benefits.
[02:24:10.198 --> 02:24:15.402]  They get exclusive Q&A podcasts with legal experts and lawyers across the country.
[02:24:15.762 --> 02:24:17.784]  I've donated a lot of my time to the organization.
[02:24:18.104 --> 02:24:21.387]  I've donated a lot of my capital to the organization to help it take off.
[02:24:21.887 --> 02:24:26.089]  We'll be one of the lead counsel for the organization for the cases we're going to bring against Big Tech.
[02:24:26.770 --> 02:24:40.437]  On top of that, people get free digital books on their Bill of Rights so that they have a it's a digital Bill of Rights book series so that people are self-educated so that they're self-armored because the best mechanism of using your legal remedies is to know your legal remedies.
[02:24:40.857 --> 02:24:43.058]  And so we've created that to have an additional benefit.
[02:24:43.338 --> 02:24:50.582]  So simply for the cost of a book, they get a monthly book that they're getting each month is the sole, the whole cost of the subscription.
[02:24:50.962 --> 02:24:51.784]  But it goes beyond that.
[02:24:51.844 --> 02:24:59.959]  So there's going to be videos, there's going to be exclusive events, there's going to be newsletters that are exclusive to them, there's going to be daily information podcasts exclusive to them.
[02:25:00.240 --> 02:25:03.606]  So the goal is to let's create an organization that provides real value to people.
[02:25:04.105 --> 02:25:12.847]  Well, at the same time, providing necessary bridge to the legal remedies that exist in the system, but that are currently inaccessible or unaffordable to the mass of the population.
[02:25:13.267 --> 02:25:29.570]  So the goal will be to use Free American Law Center to bring class action suits against Google, class action suits against YouTube, class action suits against Twitter, class action suits against Facebook, and using every novel creative legal theory that's out there to basically to the traditionally the left.
[02:25:29.830 --> 02:25:30.070]  Yeah, yeah.
[02:25:52.498 --> 02:25:55.021]  I'm glad you brought them up because I was getting ready to talk about them.
[02:25:55.181 --> 02:26:07.156]  I know the Southern Poverty Law Center right now has a lawsuit against a group of people out of Arizona and they call themselves the Arizona Patriots and AZ.
[02:26:07.776 --> 02:26:08.657]  And what it is,
[02:26:09.710 --> 02:26:16.796]  They were going out just doing, you know, journalism, freelancing, reporting on what's taking place.
[02:26:16.816 --> 02:26:23.181]  They actually recorded some illegals getting off the bus and going into a church, and they were recording them.
[02:26:23.241 --> 02:26:28.385]  They had the permission to record them.
[02:26:28.505 --> 02:26:34.890]  It was on a public area, but now the Southern Poverty Law Center is going after them
[02:26:35.891 --> 02:26:37.632]  Because they reported the truth.
[02:26:38.212 --> 02:26:46.217]  So, and that's fearful to a lot of people, because anyone who has a mobile device, a phone, you are a reporter.
[02:26:46.737 --> 02:26:48.258]  You are a freelance reporter.
[02:26:48.758 --> 02:26:51.740]  You go out there and you see something take place, everyone's doing it now.
[02:26:52.260 --> 02:26:54.862]  First thing they do, they turn on their camera, record it.
[02:26:55.182 --> 02:26:58.424]  We just had an episode in, what was it, Disney?
[02:26:59.244 --> 02:27:00.985]  What was it, Disney World or Disneyland?
[02:27:01.105 --> 02:27:07.889]  One of them, where a group of people, and they happen to be black, they all act completely stupid, but what did everybody do that was there?
[02:27:08.089 --> 02:27:10.911]  They pulled out their phone camera, they started recording it.
[02:27:11.451 --> 02:27:15.453]  Everyone is a reporter, a freelance reporter, if you have a phone right now.
[02:27:15.953 --> 02:27:22.477]  But how, so how is it that they can be sued, or tried to be sued because they're reporting on the truth?
[02:27:22.797 --> 02:27:25.659]  I mean, what kind of society are we living in?
[02:27:26.838 --> 02:27:29.601]  It's very much selective, weaponized lawfare.
[02:27:30.002 --> 02:27:35.107]  And so, for example, those Arizona Patriots may become clients of the Free America Law Center.
[02:27:35.167 --> 02:27:39.952]  It's one of the clients that they're looking at taking, and part of the organization that's looking at it.
[02:27:40.593 --> 02:27:42.415]  Basically, it'll depend on public support.
[02:27:42.555 --> 02:27:45.358]  The more public support that exists, the more cases it can take on.
[02:27:46.018 --> 02:27:46.719]  We're good to go.
[02:28:04.412 --> 02:28:20.088]  And what it is, is they're using the legal system, not only to interfere with and impair our elected processes by undermining the president with leftist judges, but they're also doing it in the same way by using the legal system and the threat of the legal system to intimidate and terrorize their political and ideological adversaries.
[02:28:20.469 --> 02:28:22.351]  So they can just bankrupt them just by suing them.
[02:28:22.651 --> 02:28:26.615]  Now of course, as always, the template, the tip of the spear for all of this is Alex Jones.
[02:28:26.975 --> 02:28:33.939]  That's why Alex, he's being targeted across the board in the widest range of lawfare in the history of the independent press in this country.
[02:28:34.179 --> 02:28:38.522]  And that's why it's critical and essential that he prevail in the courts of law and public opinion.
[02:28:38.542 --> 02:28:45.365]  You're absolutely right, and it's crucial that everyone, the American people, support InfoWarsStore.com.
[02:28:45.786 --> 02:28:49.628]  You showing your support, saying that you want to keep your freedom, saying that you want
[02:28:50.288 --> 02:28:51.148]  Our sovereignty.
[02:28:51.529 --> 02:28:52.849]  They want to take it all away.
[02:28:52.869 --> 02:28:53.610]  They don't care.
[02:28:53.630 --> 02:28:55.610]  InfoWarsTore.com.
[02:28:55.911 --> 02:28:58.352]  Go there today to help fight this tyranny.
[02:28:58.652 --> 02:29:07.095]  We'll be back after this.
[02:29:07.456 --> 02:29:13.978]  We're going to move to the east, to the Horn of Africa and Somalia, the most dangerous, backward, evil country in the world.
[02:29:13.998 --> 02:29:16.059]  And you know why Somalia is so bad?
[02:29:17.520 --> 02:29:19.521]  Because African countries all around it
[02:29:21.266 --> 02:29:34.896]  have driven the Arab slavers in the last thousand years, the Muslim slavers, into the Horn of Africa, where it was the center of the slave trade of Africans all over the world.
[02:29:35.056 --> 02:29:38.559]  Once the Roman Empire fell, white slaves were the main slave group.
[02:29:38.679 --> 02:29:43.803]  Africans that were rich had white slaves, just because that's who was trained and where they got slaves was Gaul.
[02:29:43.923 --> 02:29:44.984]  That's France today.
[02:29:45.224 --> 02:29:47.846]  Germania, which is Austria and Germany.
[02:29:48.186 --> 02:29:52.948]  The British and others, who they called Gaelic, out of, what's the UK today?
[02:29:53.168 --> 02:29:54.789]  Old Albion, England.
[02:29:55.009 --> 02:30:05.373]  But after the fall of the Roman Empire, the Western Empire, then the fall of the Eastern Empire, Constantinople, when the Islamists took it, civilization collapsed in Western Europe.
[02:30:05.433 --> 02:30:08.174]  And there wasn't any good slaves being brought in anymore.
[02:30:08.334 --> 02:30:11.195]  And so the Muslims started enslaving
[02:30:12.621 --> 02:30:13.381]  Africans.
[02:30:13.902 --> 02:30:15.662]  Over a thousand years ago.
[02:30:15.902 --> 02:30:18.803]  And that's why Ilhan Omar doesn't look African.
[02:30:18.863 --> 02:30:20.904]  She's an elite Somali.
[02:30:21.084 --> 02:30:23.825]  The upper-class Somalis are light-skinned.
[02:30:23.965 --> 02:30:27.386]  They are Muslims and they are slave traffickers.
[02:30:27.666 --> 02:30:31.788]  They sell black slaves today to four countries that still allow slavery.
[02:30:31.948 --> 02:30:35.209]  It's still customary in several Arab countries to have black house slaves.
[02:30:35.429 --> 02:30:36.409]  That's the truth, folks.
[02:30:36.429 --> 02:30:37.530]  They don't want you to know.
[02:30:37.950 --> 02:30:40.111]  I bet you a lot of money she comes from slavers.
[02:30:40.491 --> 02:30:47.693]  And you're literally looking at someone that comes from the hub of a thousand years of black slavery.
[02:30:47.913 --> 02:30:52.214]  Ilhan Omar, guaranteed in her lineage, is pure slaver.
[02:30:52.374 --> 02:30:57.295]  They ship slaves out of Somalia all the way to Indonesia.
