[00:00:00.666 --> 00:00:02.488]  Will you fight?
[00:48:20.483 --> 00:48:23.985]  The rats, the solenterates, the worms!
[00:48:24.665 --> 00:48:27.428]  The worms in the media are trying to destroy us.
[00:48:27.428 --> 00:48:29.110]  They've destroyed this country.
[00:48:29.110 --> 00:48:34.757]  The very same worms that Obama's now saying, I don't need you anymore, are now crying that he doesn't need them anymore.
[00:48:34.757 --> 00:48:37.200]  But it's those worms, never forget, who destroyed this country.
[00:48:37.975 --> 00:48:44.040]  So what is the endgame then if he's even raising taxes on the payroll of the poorest people?
[00:48:44.040 --> 00:48:48.543]  I guess drive them into pure bankruptcy to get on welfare and make them totally dependent.
[00:48:48.543 --> 00:48:49.644]  Wreck the country.
[00:48:49.644 --> 00:48:52.006]  But you're saying you don't think that's the total plan.
[00:48:52.006 --> 00:48:53.607]  Well, that's what they're doing.
[00:48:53.607 --> 00:48:54.768]  No, that's not the plan.
[00:48:54.768 --> 00:48:56.750]  I think people think that mistakenly.
[00:48:57.370 --> 00:49:00.173]  Let's look at who doesn't pay taxes in America.
[00:49:00.173 --> 00:49:01.675]  Let's look at General Electric.
[00:49:01.675 --> 00:49:04.858]  I keep using that as a prime example for a couple of reasons.
[00:49:04.858 --> 00:49:08.201]  GE had reportedly an income of five some billion dollars U.S.
[00:49:08.201 --> 00:49:08.822]  income.
[00:49:08.822 --> 00:49:11.885]  They pay zero taxes because of the rigged system.
[00:49:12.405 --> 00:49:14.387]  Who is the president of General Electric?
[00:49:14.387 --> 00:49:15.469]  Jeffrey Immelt.
[00:49:15.469 --> 00:49:17.110]  What else does General Electric own?
[00:49:17.110 --> 00:49:18.792]  NBC and MSNBC.
[00:49:18.792 --> 00:49:32.206]  Why else would they take a street slime, an uneducated dope, a street slime, rabble-rousing, uneducated rat like Al Sharpton and give him a million dollars a year or more to be on MSNBC?
[00:49:32.206 --> 00:49:33.508]  Because he keeps the mobs.
[00:49:34.148 --> 00:49:48.197]  That's right, and then Obama made the head of GE, the head of the Economic Council, where they selectively can keep their coal power plants open.
[00:49:48.197 --> 00:49:50.859]  They get a waiver, but everybody else gets shut down.
[00:49:50.859 --> 00:49:52.460]  It's classic mafia tactics.
[00:49:53.600 --> 00:50:04.806]  Alex, listen, if GE paid their fair share, and Google paid their fair share, and all the other corporations who are tied into the Obama administration, and now let's go to another one, Alex, that no one talks about.
[00:50:04.806 --> 00:50:07.747]  Why are Indian gambling casinos tax-free?
[00:50:07.747 --> 00:50:09.188]  Why don't they pay their fair share?
[00:50:09.188 --> 00:50:11.629]  No, if you're an insider and support the mafia,
[00:50:11.929 --> 00:50:13.770]  If GE and the other tax evading corporations pay their fair share,
[00:50:34.535 --> 00:50:35.336]  So how do we stop him?
[00:50:35.336 --> 00:50:35.836]  How do we stop him?
[00:50:52.955 --> 00:50:55.078]  I don't have an answer other than talking about it.
[00:50:55.078 --> 00:50:57.100]  Free speech has tremendous power.
[00:50:57.100 --> 00:51:01.926]  It's the proverbial pebble in the calm pond, Alex.
[00:51:01.926 --> 00:51:08.914]  If we keep throwing these pebbles into the pond and the rivulets go out to the edges, eventually people will wake up.
[00:51:08.914 --> 00:51:10.617]  Eventually they will act up.
[00:51:10.617 --> 00:51:12.339]  There is no other answer that I have, Alex.
[00:51:12.924 --> 00:51:14.425]  I agree with you.
[00:51:14.425 --> 00:51:16.606]  If we roll over, we're in deep trouble.
[00:51:16.606 --> 00:51:25.890]  And the problem is the same insider financial interests that are crony monopolists who want tyranny and an organized command and control economy.
[00:51:25.890 --> 00:51:27.591]  They are funding both parties.
[00:51:27.591 --> 00:51:30.132]  And now you see the mainline Republican Party
[00:51:30.512 --> 00:51:36.176]  Demonizing the more hardcore Tea Party that are our listeners who are actually just Americans.
[00:51:36.176 --> 00:51:46.544]  What do you think about the establishment Republicans claiming that Obama is a mandate for socialism and that Republicans should have open borders, abortion, tyranny, everything else?
[00:51:46.544 --> 00:51:49.826]  What do you say to that attempted capitulation?
[00:51:49.826 --> 00:51:50.567]  I say it's a hoax.
[00:51:51.451 --> 00:51:59.042]  Well, it's either you want socialism on a fast track with Obama, or socialism on a local train with the Republicans.
[00:51:59.042 --> 00:51:59.643]  They're no different.
[00:51:59.643 --> 00:52:02.387]  I call them the Democans for 20 years of radio.
[00:52:02.387 --> 00:52:03.329]  Or the Republicans.
[00:52:03.329 --> 00:52:03.950]  What's the difference?
[00:52:03.950 --> 00:52:05.091]  We have a one-party system.
[00:52:05.091 --> 00:52:05.872]  It's an oligarchy.
[00:52:05.872 --> 00:52:06.714]  We all understand that.
[00:52:07.134 --> 00:52:08.634]  So the Republican Party is irrelevant.
[00:52:08.634 --> 00:52:10.375]  It's become a totally irrelevant party.
[00:52:10.375 --> 00:52:11.555]  There are some great people in it.
[00:52:11.555 --> 00:52:11.995]  Ted Cruz.
[00:52:11.995 --> 00:52:13.816]  I happen to be a big fan of Ted Cruz.
[00:52:13.816 --> 00:52:14.816]  Will he come on the show?
[00:52:14.816 --> 00:52:15.817]  Absolutely not.
[00:52:15.817 --> 00:52:17.917]  Did Rubio ever want to come on my show?
[00:52:17.917 --> 00:52:18.637]  Absolutely not.
[00:52:18.637 --> 00:52:20.318]  So, they're all establishment types.
[00:52:20.318 --> 00:52:21.298]  I understand that.
[00:52:21.298 --> 00:52:22.359]  But I don't hold it against them.
[00:52:22.359 --> 00:52:23.919]  Well, here's an example of style then.
[00:52:24.119 --> 00:52:25.980]  Okay, let me just throw this at you.
[00:52:25.980 --> 00:52:26.580]  I was mad.
[00:52:26.580 --> 00:52:27.401]  I was angry.
[00:52:27.401 --> 00:52:28.321]  I was in a bad mood.
[00:52:28.321 --> 00:52:30.242]  He was playing factoid games.
[00:52:30.242 --> 00:52:31.443]  I blew up at Piers Morgan.
[00:52:31.443 --> 00:52:32.483]  It was huge news.
[00:52:32.483 --> 00:52:33.744]  He's scared to have me back.
[00:52:33.744 --> 00:52:38.686]  They claimed I defeated gun owners, but the truth is it scared them, and I met with Morgan later.
[00:52:38.686 --> 00:52:41.107]  I saw him in Houston, and he said, oh, we don't want you back on.
[00:52:41.107 --> 00:52:42.428]  We don't want to make you too prominent.
[00:52:42.628 --> 00:52:47.592]  When my audience and your audience dwarfs his by a factor of, you know, 10, 15, 20 times.
[00:52:47.592 --> 00:52:54.498]  But the issue is, we actually, I actually kicked their butt because I actually said, get out of your coma, wake up.
[00:52:54.498 --> 00:52:57.640]  They say it's discrediting to get angry and aggressive.
[00:52:57.640 --> 00:52:59.622]  The truth is, that's one of the only hopes we've got.
[00:52:59.622 --> 00:53:00.262]  Do you agree with that?
[00:53:00.262 --> 00:53:01.303]  A thousand percent.
[00:53:01.303 --> 00:53:02.144]  Get in their face.
[00:53:02.144 --> 00:53:04.446]  They're a bunch of cowards, every last one of them.
[00:53:04.446 --> 00:53:05.807]  They're terrified of real men.
[00:53:06.427 --> 00:53:10.149]  If you can, spit in their face and tell them I said so.
[00:53:10.149 --> 00:53:12.950]  You have no idea what contempt I have for these people.
[00:53:12.950 --> 00:53:15.231]  The media is destroying America.
[00:53:15.231 --> 00:53:19.733]  And guys like Piers Morgan are the epitome of everything wrong with the media.
[00:53:19.733 --> 00:53:21.754]  The fact is, Alex, you did a great job.
[00:53:21.754 --> 00:53:23.295]  I admire you for it.
[00:53:23.295 --> 00:53:24.675]  And you should keep doing it.
[00:53:24.675 --> 00:53:26.496]  I, myself, don't go on any shows.
[00:53:26.496 --> 00:53:27.297]  I haven't for years.
[00:53:27.297 --> 00:53:29.197]  I learned my lesson a long time ago.
[00:53:29.197 --> 00:53:29.918]  They're snakes.
[00:53:30.618 --> 00:53:32.139]  They're the lowest form of vipers.
[00:53:51.852 --> 00:53:52.953]  You did a great job.
[00:53:52.953 --> 00:53:54.234]  Someone's got to fight back.
[00:53:54.234 --> 00:53:56.596]  If more in Congress did what you did, we'd be in better shape.
[00:53:56.596 --> 00:53:57.697]  Why don't you run for office?
[00:53:57.697 --> 00:54:04.202]  Since I have declared it's time for war, a time for war, why don't you go to war and run for Congress?
[00:54:04.202 --> 00:54:05.103]  I'll put it back to you.
[00:54:05.103 --> 00:54:06.724]  Why don't you run for Congress, Michael?
[00:54:06.724 --> 00:54:09.207]  I thought about it for many years, and I'll give you one answer.
[00:54:09.207 --> 00:54:11.328]  I don't have the personality for it.
[00:54:11.328 --> 00:54:13.110]  I can't mince words.
[00:54:13.849 --> 00:54:19.010]  I don't have the patience to sit politely with my hands folded and say, mm-hmm, mm-hmm, mm-hmm.
[00:54:19.010 --> 00:54:21.250]  I don't want to do any fundraising.
[00:54:21.250 --> 00:54:23.651]  Moreover, I really don't want to pander for votes.
[00:54:23.651 --> 00:54:24.171]  I agree.
[00:54:24.171 --> 00:54:24.931]  I absolutely agree.
[00:54:24.931 --> 00:54:33.892]  I got involved in some campaign stuff and the begging for money and the questionnaires and just all the weirdness and the sycophants that worship the political class.
[00:54:33.892 --> 00:54:34.733]  Totally sick.
[00:54:34.733 --> 00:54:36.313]  Now, you've talked a lot about this.
[00:54:36.313 --> 00:54:37.333]  The two billion bullets.
[00:54:37.333 --> 00:54:38.953]  I want to specifically get into that.
[00:54:38.953 --> 00:54:40.474]  The domestic drones.
[00:54:40.474 --> 00:54:41.774]  The Homeland Security training.
[00:54:42.975 --> 00:54:50.523]  I mean, that has captured the public's attention that the military-industrial complex is being converted over as a system to control us.
[00:54:50.523 --> 00:54:53.247]  I think that's something they're really scared of, us covering that.
[00:54:54.651 --> 00:54:56.193]  Well, it's obvious what they're doing.
[00:54:56.193 --> 00:54:58.155]  They're drying up the supply of ammunition.
[00:54:58.155 --> 00:55:02.279]  If they couldn't control the guns, what they're doing is controlling the ammo supply.
[00:55:02.279 --> 00:55:03.119]  That's very obvious.
[00:55:03.119 --> 00:55:07.684]  I had an expert on the Michael Savage Show last week who called in from WMAL in Washington.
[00:55:07.684 --> 00:55:11.548]  He said he's a manufacturer of weapons and bullets.
[00:55:11.548 --> 00:55:13.610]  And he said that's exactly what they're doing.
[00:55:13.610 --> 00:55:17.754]  Not only, you don't know this Alex, but not only did they buy all of the available ammo,
[00:55:18.294 --> 00:55:18.514]  I agree.
[00:55:18.514 --> 00:55:18.714]  I agree.
[00:55:36.708 --> 00:55:45.111]  So they can't get you on the Second Amendment, so they cleverly said, okay, so we can't take the guns away from the cracker, let's take the bullets away from the cracker.
[00:55:45.111 --> 00:55:47.112]  That's what they're doing here, Alex.
[00:55:47.112 --> 00:55:51.133]  And that's exactly what needs to be exposed to the general public.
[00:55:51.673 --> 00:56:07.311]  You said this about three years ago, and after you said it, there was a Financial Times of London article, official Democratic Party fundraiser letter to the millionaires, that said, don't worry, he's going to get re-elected and there's going to be big events that help Obama take over.
[00:56:07.791 --> 00:56:12.156]  There's going to be crises, and we're going to blame it on the right-wing radio.
[00:56:12.156 --> 00:56:15.499]  Now, you said that before they even came out and said it, and I've been saying that.
[00:56:15.499 --> 00:56:18.823]  What about the false flag Reichstag event, Michael Savage?
[00:56:18.823 --> 00:56:22.867]  I see that as basically all the cornered rats have left.
[00:56:22.867 --> 00:56:25.010]  Stage stuff or let stuff happen and blame it on us.
[00:56:25.819 --> 00:56:32.468]  Well, there are people who are saying that these recent shootings, from Sandy Hook onward, were staged by the government in some way.
[00:56:32.468 --> 00:56:34.431]  I can't accept that as a reality.
[00:56:34.431 --> 00:56:39.377]  I don't know how they could brainwash that idiot Lonza to go kill innocent school children.
[00:56:40.839 --> 00:56:42.280]  Go right down the list.
[00:56:42.280 --> 00:56:43.280]  Right to Dorner.
[00:56:43.280 --> 00:56:46.501]  Are they all government brainwashed lunatics?
[00:56:46.501 --> 00:56:47.762]  I mean, I don't know if you believe that.
[00:56:47.762 --> 00:56:49.002]  I personally don't.
[00:56:49.002 --> 00:56:55.405]  But it's interesting to me, as an epidemiologist, that they all seem to come within a short period of time, isn't it?
[00:56:55.405 --> 00:57:03.268]  I mean, they've all occurred in a very short period of time, just as the gun grabbers have raised their rhetoric about taking away our Second Amendment rights.
[00:57:03.268 --> 00:57:05.909]  So yeah, I mean, it's easy to say it's fits, but is it true?
[00:57:05.909 --> 00:57:06.269]  I don't know.
[00:57:06.974 --> 00:57:17.463]  Well, a lot of it is, I mean, look at the Batman shooter in Aurora, where he gets DARPA funding and is protected, and the psychiatrist is top Air Force assigned to him.
[00:57:17.463 --> 00:57:25.330]  I mean, even the police in LA said Sirhan Sirhan wasn't the shooter of RFK, and you know about amnesia drugs, Dr. Savage.
[00:57:25.330 --> 00:57:26.951]  I really don't know that side of it.
[00:57:26.951 --> 00:57:31.976]  You're so much more deeply involved in this whole side of things than I am, Alex.
[00:57:32.722 --> 00:57:38.346]  I don't think we need to even go there to understand that the enemy of our freedoms exists.
[00:57:38.346 --> 00:57:38.987]  It's real.
[00:57:38.987 --> 00:57:39.707]  It has names.
[00:57:39.707 --> 00:57:43.390]  Regardless, they're using the crisis to take our liberties, like Rahm Emanuel said.
[00:57:43.390 --> 00:57:44.150]  Well, that's right.
[00:57:44.150 --> 00:57:46.512]  But why would they let a crisis go to waste?
[00:57:51.056 --> 00:57:58.079]  It's no secret that pathogens such as bacteria, viruses, moles, and fungus can inflict severe damage in the human body.
[00:57:58.079 --> 00:58:02.721]  Fortunately, a new and vastly improved silver solution has been developed.
[00:58:02.721 --> 00:58:13.526]  Supernatural Silver is a revolutionary broad-spectrum antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[00:58:13.526 --> 00:58:18.768]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[00:58:18.988 --> 00:58:27.432]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[00:58:27.432 --> 00:58:36.297]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[00:58:36.297 --> 00:58:39.979]  Find out how Supernatural Silver could change your life.
[00:58:39.979 --> 00:58:43.941]  Go to SupernaturalSilver.com and use the promo code HEALTHY
[00:58:44.181 --> 00:58:49.510]  For 20% off, that's SupernaturalSilver.com and like us on Facebook.
[00:58:50.768 --> 00:58:54.170]  You prepare by purchasing gold, food, and firearms.
[00:58:54.170 --> 00:59:00.212]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:59:00.212 --> 00:59:04.094]  When you're sleeping or away from home, who's watching out for intruders?
[00:59:04.094 --> 00:59:05.695]  Check out SimpliSafe.
[00:59:05.695 --> 00:59:10.157]  It's a new do-it-yourself home security system that is completely wireless.
[00:59:10.157 --> 00:59:12.858]  Go to GetSimpliSafe.com.
[00:59:12.858 --> 00:59:15.599]  SimpliSafe is independent and off the grid.
[00:59:15.599 --> 00:59:19.361]  It runs on battery power, so even if the grid goes down, you're protected.
[00:59:19.941 --> 00:59:26.606]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:59:26.606 --> 00:59:28.947]  GetSimplySafe.com.
[00:59:28.947 --> 00:59:36.332]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[00:59:36.332 --> 00:59:40.415]  If you move or need to relocate, you can take the system with you wherever you go.
[00:59:40.415 --> 00:59:47.419]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:59:47.419 --> 00:59:49.581]  Again, that's GetSimplySafe.com.
[00:59:51.382 --> 00:59:54.963]  Coast to Coast, direct from Austin.
[00:59:54.963 --> 01:00:00.685]  You're listening to the Alex Jones Broadcasting Network.
[01:00:00.685 --> 01:00:03.086]  You are obsolete, Mr. Wordsworth.
[01:00:03.086 --> 01:00:03.987]  A lie!
[01:00:03.987 --> 01:00:05.988]  No man is obsolete!
[01:00:05.988 --> 01:00:07.868]  You have no function, Mr. Wordsworth.
[01:00:07.868 --> 01:00:11.090]  You're an anachronism, like a ghost from another time!
[01:00:11.090 --> 01:00:16.552]  I am nothing more than a reminder to you that you cannot destroy truth by burning pages!
[01:00:16.552 --> 01:00:19.313]  You're a bug, Mr. Wordsworth, a crawling insect.
[01:00:19.993 --> 01:00:24.395]  Ugly, misformed little creature who has no purpose here, no meaning!
[01:00:24.395 --> 01:00:25.915]  I am a human being!
[01:00:25.915 --> 01:00:33.637]  Words, Mr. Wordsworth, that have no substance and no dimension, like air, like the wind!
[01:00:33.637 --> 01:00:34.778]  I don't care!
[01:00:34.778 --> 01:00:36.358]  I tell you, I don't care!
[01:00:36.358 --> 01:00:37.399]  I'm a human being!
[01:00:37.399 --> 01:00:37.899]  I exist!
[01:00:38.979 --> 01:00:45.103]  If I speak one thought aloud, that thought lives, even after I'm shoveled into my grave!
[01:00:45.103 --> 01:00:48.265]  Delusions, Mr. Wordsworth!
[01:00:48.265 --> 01:00:55.950]  Delusions that you inject into your veins to make you think you have a strength, when you have no strength at all!
[01:00:55.950 --> 01:01:01.293]  You have nothing but spindly limbs and a dream, and the state has no use for your pride!
[01:01:02.990 --> 01:01:07.095]  Resistance to tyrants is obedience to God.
[01:01:07.095 --> 01:01:08.817]  It's Alex Jones.
[01:01:23.996 --> 01:01:29.159]  Again, thank you for joining us on this worldwide Sunday edition, the third day of March 2013.
[01:01:29.159 --> 01:01:32.101]  Hard to believe we're already into 2013.
[01:01:32.101 --> 01:01:38.765]  And the broadcast is exploding in the face of the bizarre tyranny we're seeing.
[01:01:38.765 --> 01:01:40.006]  But that's not enough.
[01:01:40.006 --> 01:01:42.267]  I don't want to just have a popular radio show, folks.
[01:01:42.267 --> 01:01:43.508]  This isn't a game or an act.
[01:01:43.508 --> 01:01:45.769]  Howard Stern last week was asking me, is this an act?
[01:01:45.769 --> 01:01:47.430]  No, I really am passionate.
[01:01:47.430 --> 01:01:48.491]  I really am upset.
[01:01:49.091 --> 01:01:59.879]  Over secret testing on the public that's been declassified where this government for 80 years has killed tens of thousands of Americans, military, black, white, old, young, foster children in secret tests.
[01:01:59.879 --> 01:02:00.900]  That gets to me.
[01:02:00.900 --> 01:02:01.781]  That upsets me.
[01:02:01.781 --> 01:02:03.642]  That makes me want to get justice.
[01:02:03.642 --> 01:02:07.405]  Not just so the evil are punished, but so that the good are protected.
[01:02:07.405 --> 01:02:08.846]  Let me tell you something.
[01:02:08.846 --> 01:02:09.626]  Nationwide,
[01:02:10.635 --> 01:02:18.157]  As you just heard in that obsolete man, you know, back from the 60s, socialist, communist, fascist systems say you are obsolete.
[01:02:18.157 --> 01:02:23.379]  And we're now being told by the globalists we're obsolete because of computers and robots and all the rest of this.
[01:02:23.379 --> 01:02:25.320]  And I don't want to just punish the guilty.
[01:02:25.320 --> 01:02:30.161]  I want to protect the innocent and move forward into a better world in the future.
[01:02:30.161 --> 01:02:31.702]  And that's what I'm talking about here today.
[01:02:32.904 --> 01:02:38.667]  And I'm going to be covering this more next week and I know Mike Adams is going to be sitting in one day and so is Aaron Dykes.
[01:02:38.667 --> 01:02:43.990]  I'm going to take some time off with the family but I'm going to be shooting some videos about this as well all over the country and all over the world.
[01:02:43.990 --> 01:02:46.051]  They are moving with forced inoculations.
[01:02:46.051 --> 01:02:49.653]  For decades they said it was the law and lied about it and ran hoaxes about it.
[01:02:49.653 --> 01:02:54.036]  Now they're actually trying to pass laws where they can get your kid to sign a form and they can give consent.
[01:02:54.716 --> 01:02:55.736]  Well, that was the case.
[01:02:55.736 --> 01:02:57.997]  Again, children could sign contracts to buy cars.
[01:02:57.997 --> 01:02:59.838]  Children could have sex with adults.
[01:02:59.838 --> 01:03:02.219]  Children could go buy firearms.
[01:03:02.219 --> 01:03:05.520]  Ten-year-olds could join the military.
[01:03:05.520 --> 01:03:08.121]  Every culture doesn't give children consent.
[01:03:08.121 --> 01:03:13.924]  This is so over-the-top, so in-the-face, and it's the state trying to take over children.
[01:03:13.924 --> 01:03:16.304]  They passed this last year in California.
[01:03:16.304 --> 01:03:17.185]  It's passed in other states.
[01:03:17.185 --> 01:03:19.066]  They're trying to pass it in Texas now.
[01:03:19.066 --> 01:03:21.006]  Check your state, because it's in a bunch of them.
[01:03:21.006 --> 01:03:21.166]  SB-64.
[01:03:23.187 --> 01:03:33.275]  Uh, is to make all, anybody that works around children, public schools, YMCA, toddlers, take all these deadly vaccines that don't even protect you and actually spread the disease in many cases.
[01:03:33.275 --> 01:03:35.597]  And now they're pushing pregnant women to take tetanus shots.
[01:03:35.597 --> 01:03:37.739]  It's known to cause them to have miscarriages.
[01:03:37.739 --> 01:03:43.944]  And then there's SB 63, the really big one, where child may consent to the child's own immunization of the child.
[01:03:43.944 --> 01:03:48.488]  In Part D, a health care provider or facility may rely on the written statement of the child
[01:03:49.028 --> 01:03:54.271]  Containing the grounds of which the child has the capacity to consent to the child's immunization under this section.
[01:03:54.271 --> 01:03:55.671]  Unbelievable.
[01:03:55.671 --> 01:03:58.313]  I mean, this is beyond outrageous.
[01:03:58.313 --> 01:04:03.095]  But the globalists are bum-rushing us on a thousand fronts with all this tyranny.
[01:04:03.095 --> 01:04:09.338]  Do we just give up and go into learned helplessness or some baloney Stockholm Syndrome where we love our abusers?
[01:04:09.338 --> 01:04:10.639]  Well, I don't love our abusers.
[01:04:10.979 --> 01:04:12.521]  I want to win the future.
[01:04:12.521 --> 01:04:15.084]  I want the good guys to stand up and take action.
[01:04:15.084 --> 01:04:16.766]  And that's what this broadcast is all about.
[01:04:16.766 --> 01:04:21.471]  We'll be right back after this quick break with Ted Nugent on fire.
[01:04:21.471 --> 01:04:22.252]  Stay with us.
[01:04:22.252 --> 01:04:31.483]  Tell your friends and family to tune in right now, no matter how you listen across the United States and worldwide, because if you're listening to my voice, you are the resistance.
[01:04:40.837 --> 01:04:50.361]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[01:04:50.361 --> 01:04:51.342]  Thomas Jefferson
[01:05:01.127 --> 01:05:02.689]  Your freedoms are on the line.
[01:05:02.689 --> 01:05:04.490]  The Second Amendment is in danger.
[01:05:04.490 --> 01:05:06.832]  How soon before your freedoms are taken away?
[01:05:06.832 --> 01:05:08.554]  What can you not live without?
[01:05:08.554 --> 01:05:10.256]  What is your greatest dependency?
[01:05:10.256 --> 01:05:11.257]  Is it your guns?
[01:05:11.257 --> 01:05:12.198]  Is it your home?
[01:05:12.198 --> 01:05:13.619]  No, it's food.
[01:05:13.619 --> 01:05:15.741]  It all boils down to the food supply.
[01:05:15.741 --> 01:05:19.244]  Tyrannical governments control people by controlling their food supply.
[01:05:19.244 --> 01:05:20.485]  Don't be dependent.
[01:05:20.485 --> 01:05:21.567]  Be self-sufficient.
[01:05:21.567 --> 01:05:23.228]  Don't wait for the government to feed you.
[01:05:23.228 --> 01:05:23.889]  Feed yourself.
[01:05:24.329 --> 01:05:26.550]  I can warn you, but I can't feed you.
[01:05:26.550 --> 01:05:30.112]  Do like Alex has done and get a supply of food from eFoodsDirect.
[01:05:30.112 --> 01:05:32.853]  It's the best long-term storable food on the planet.
[01:05:32.853 --> 01:05:35.214]  Get the popular Mega Patriot Pack free.
[01:05:35.214 --> 01:05:38.836]  A 24-day supply of food plus stove, cook pot, and fuel.
[01:05:38.836 --> 01:05:47.820]  Call 800-409-5633 or go to eFoodsDirect.com slash Alex and get up to 20 Mega Patriot Packs free with purchase.
[01:05:47.820 --> 01:05:52.282]  Build your food supply, be in control, be self-sufficient, and be a patriot.
[01:05:52.282 --> 01:05:52.562]  Call 800-409-5633.
[01:05:54.003 --> 01:05:54.623]  We're good to go.
[01:06:24.924 --> 01:06:34.354]  Ladies and gentlemen, I am extremely excited to have the one, the only Ted Nugent joining us in a powerhouse interview.
[01:06:34.354 --> 01:06:42.582]  And the reason I know it's going to be a powerhouse, I had a chance to have him call into the Sunday weekend show, listening right here in Central Texas as he was driving.
[01:06:43.303 --> 01:06:48.247]  And then I had a chance to talk to him off air about some of the other topics he wanted to come on air and talk about.
[01:06:48.247 --> 01:06:50.629]  So a lot of this is going to be news breaking.
[01:06:50.629 --> 01:06:59.677]  His new tour, the Black Power Tour, is celebrating the fathers of rock and roll, incredible black Americans, and they're demonizing that in the media.
[01:07:00.357 --> 01:07:09.201]  I mean, there's nothing that Ted Nugent can't do right because he's pro-liberty and the Marxist Decepticons are out there trying to divide and conquer this country.
[01:07:09.201 --> 01:07:10.582]  We're going to talk about that.
[01:07:10.582 --> 01:07:13.043]  We're going to talk about how he's been persecuted by the Feds.
[01:07:13.043 --> 01:07:16.565]  We're going to talk about how he's got one of the most popular ammo lines in the country.
[01:07:16.565 --> 01:07:19.646]  We're going to talk, most importantly, about taking America back.
[01:07:19.646 --> 01:07:22.087]  We've got him for the full hour.
[01:07:22.087 --> 01:07:23.488]  You want Ted Nugent?
[01:07:23.488 --> 01:07:25.969]  I had to do some serious begging, but we've got him.
[01:07:25.969 --> 01:07:27.470]  Uncle Ted, great to have you back with us.
[01:07:28.424 --> 01:07:29.405]  I feel welcome.
[01:07:29.405 --> 01:07:35.930]  Even when I'm not here, I feel that I'm represented accurately by you on behalf of a working hard, playing hard, logical marathon.
[01:07:36.744 --> 01:07:37.885]  Wow, where should we start?
[01:07:37.885 --> 01:07:39.686]  You heard some of the topics I threw out.
[01:07:39.686 --> 01:07:40.567]  Where should we begin?
[01:07:40.567 --> 01:07:45.450]  Let's talk about your big rock and roll tour coming up and the media trying to lie to people.
[01:07:45.450 --> 01:07:45.570]  Wow.
[01:08:06.684 --> 01:08:07.045]  Me too, yeah.
[01:08:11.860 --> 01:08:16.041]  The ultimate love song yesterday, free-for-all and dog-eat-dog and stranglehold.
[01:08:16.041 --> 01:08:19.542]  I mean, my music has a life of its own, really.
[01:08:19.542 --> 01:08:26.924]  After 50 years of touring, the audiences still are so intense and passionate and high-energy.
[01:08:26.924 --> 01:08:31.565]  And let's morph into when I discovered the Culture War.
[01:08:31.565 --> 01:08:37.667]  You know, this tour is called Ted Nugent Black Power 2013, because I'm bringing forth
[01:08:38.167 --> 01:08:38.768]  We're good to go.
[01:08:56.403 --> 01:08:57.044]  I think so.
[01:09:16.664 --> 01:09:20.706]  The beatniks turned into the drooling, puking, idiot hippies.
[01:09:20.706 --> 01:09:27.651]  And I was always attacked in the media, even in the beginning when I was just a teenager, because I was a hunter.
[01:09:27.651 --> 01:09:32.794]  Because I ate venison, and I carried a gun, and I believed in self-defense.
[01:09:32.794 --> 01:09:40.538]  And this new curse of leftism, this Mao Zedong ugliness was metastasizing across America.
[01:09:40.538 --> 01:09:42.800]  So at first, Alex, when I did these interviews,
[01:09:43.280 --> 01:09:50.946]  And they would attack me because I spent the weekend at the shooting range with my dad or I spent the weekend with my family up north deer hunting.
[01:09:50.946 --> 01:09:58.932]  I like squinted and furrowed my brow and went, wait a minute, you're condemning what is obviously perfect
[01:10:01.374 --> 01:10:06.737]  So you woke up early on just because you were being yourself and being demonized.
[01:10:06.737 --> 01:10:16.323]  It's so incredibly simple that this country was founded on the Second Amendment, but they try to act like it's so incredibly alien.
[01:10:16.323 --> 01:10:20.966]  I'm tired of calling them liberals or even leftists, even though that's as they're known.
[01:10:20.966 --> 01:10:22.947]  These are, as you said, Maoist.
[01:10:22.947 --> 01:10:28.330]  These are hardcore authoritarian pigs who know they're authoritarian pigs.
[01:10:28.550 --> 01:10:30.971]  They're not environmentalist wackos.
[01:10:30.971 --> 01:10:32.611]  They're not ignorant.
[01:10:32.611 --> 01:10:33.431]  They're not stupid.
[01:10:33.431 --> 01:10:37.232]  They're criminals that want to run our lives and make us their slaves.
[01:10:37.232 --> 01:10:38.193]  I couldn't have said it better.
[01:10:38.193 --> 01:10:39.373]  They really are criminals.
[01:10:39.373 --> 01:10:57.198]  I don't care if it's Hillary Clinton refusing to provide security on the anniversary of 9-11 in some of the most dangerous areas in the world, and then getting upset because we asked her why, or that the Attorney General is running guns to Mexican drug gangs and trying to blame mom-and-pop gun shops for the
