[00:00:03.522 --> 00:00:04.145]  So,
[00:50:38.022 --> 00:50:38.982]  People say, solutions?
[00:50:39.463 --> 00:50:40.223]  What's the solution?
[00:50:40.243 --> 00:50:41.623]  Oh my goodness.
[00:50:41.683 --> 00:50:44.684]  I said it earlier, but it was couched in warm fuzzies.
[00:50:45.265 --> 00:50:45.925]  The solution?
[00:50:47.100 --> 00:50:52.505]  Is to go up against the reauthorization of the Elementary and Secondary Education Act.
[00:50:52.725 --> 00:50:53.305]  Strike it.
[00:50:54.526 --> 00:50:56.188]  Get rid of everything in the U.S.
[00:50:56.208 --> 00:50:59.490]  Department of Education except minor little things.
[00:50:59.530 --> 00:51:07.977]  We want to keep a little bit of it because the Department of Ed, we still can go to Congress and keep an eye on what they're doing.
[00:51:08.778 --> 00:51:13.302]  If we get rid of the Department of Ed now, I always wanted to get rid of it, but we didn't do that.
[00:51:13.842 --> 00:51:15.143]  But if we get rid of it now,
[00:51:16.124 --> 00:51:22.951]  What I can see is there, the change agents are talking about moving education back to the local level.
[00:51:23.752 --> 00:51:25.193]  And you know, moving the money back.
[00:51:25.273 --> 00:51:26.394]  Oh, it sounds so good, doesn't it?
[00:51:26.955 --> 00:51:27.496]  Watch out.
[00:51:27.956 --> 00:51:28.517]  You know why?
[00:51:29.017 --> 00:51:31.259]  Look, where are the corporations?
[00:51:32.240 --> 00:51:33.662]  They're not in Washington, are they?
[00:51:34.537 --> 00:51:36.278]  They're at the local level, right?
[00:51:36.619 --> 00:51:45.725]  So they're going to move everything back so the corporations will have everything that they need, including our tax money that we pay, to train their workers.
[00:51:45.785 --> 00:51:47.927]  That's something nobody ever mentioned, did they?
[00:51:48.287 --> 00:51:55.172]  Since when does the American taxpayer have to pay for the training of the corporation's workers?
[00:51:56.013 --> 00:51:56.473]  Absolutely.
[00:51:58.514 --> 00:52:02.275]  And that's the measurement of their success whenever they talk about education.
[00:52:02.335 --> 00:52:09.557]  It's like, you know, when you watch the debates, you know, whether it's Republicans or Democrats, the presidents are out there saying, we need a trained workforce.
[00:52:10.657 --> 00:52:11.697]  Well, since when?
[00:52:11.877 --> 00:52:15.018]  You know, why not just get good academics?
[00:52:15.438 --> 00:52:24.661]  I must say, I had an email from an educator and he said that, you know, I've been around a long time, he said, the average, he teaches university level, the average
[00:52:26.684 --> 00:52:35.575]  College graduate in 2013 doesn't have the education of a fourth grader, you know, back 40, 50 years ago.
[00:52:35.735 --> 00:52:36.256]  Absolutely.
[00:52:36.596 --> 00:52:41.682]  Well, Charlotte, we're out of time for today, but I really appreciate you coming on.
[00:52:41.742 --> 00:52:43.324]  It's been a fascinating conversation.
[00:52:44.025 --> 00:52:46.787]  And I hope people will take a look at those resources that are coming up.
[00:52:46.947 --> 00:53:06.142]  Again, that's the booklet that is just coming back into print, Back to Basics Reform, or OBE, Scenarion International Curriculum, The Deliberate Dumbing Down of America, and the trailer that's now on YouTube for Global Road to Roaring Through Education that's going to be released sometime in the fall, perhaps in September, according to that.
[00:53:06.282 --> 00:53:06.442]  Yeah.
[00:53:06.662 --> 00:53:07.623]  Okay, great.
[00:53:08.083 --> 00:53:09.344]  Thank you very much for joining us.
[00:53:09.644 --> 00:53:10.425]  Thank you very much.
[00:53:10.705 --> 00:53:11.065]  Thank you.
[00:53:11.085 --> 00:53:11.266]  Bye-bye.
[00:53:11.286 --> 00:53:11.606]  Good evening.
[00:53:13.052 --> 00:53:19.565]  Well, I think to sum it up in Charlotte's title, and that is the deliberate dumbing down of America, we want to think that
[00:53:20.720 --> 00:53:25.403]  Schools are failing because they're just not, don't have enough funding or the techniques aren't quite right.
[00:53:25.743 --> 00:53:26.964]  But it was by design.
[00:53:27.364 --> 00:53:30.826]  It was deliberate that America was dumbed down in this education system.
[00:53:30.926 --> 00:53:32.427]  It's about social control.
[00:53:32.867 --> 00:53:34.829]  It's about government taking over control.
[00:53:35.349 --> 00:53:37.010]  They want people dumbed down.
[00:53:37.110 --> 00:53:43.514]  Everything in the media, from the time you turn on your television set, from the time you're a child, you're being trained.
[00:53:43.994 --> 00:53:45.115]  You're not being educated.
[00:53:45.175 --> 00:53:47.097]  And that training is still going on today.
[00:53:47.798 --> 00:53:50.641]  And that's the difference between the information we try to present here.
[00:53:50.681 --> 00:53:51.782]  We're trying to educate you.
[00:53:51.822 --> 00:53:53.123]  We're trying to pull pieces together.
[00:53:53.143 --> 00:53:54.845]  We're trying to go back into history.
[00:53:55.225 --> 00:54:04.794]  We're trying to pull together documents and facts that people aren't talking about to get you to critically think, to get you to educate yourself about what's happened, what's going on, what the purpose is.
[00:54:04.834 --> 00:54:06.216]  We're not trying to train you.
[00:54:30.225 --> 00:54:34.755]  Now you can watch the InfoWars Nightly News streaming live as it happens for free.
[00:54:35.256 --> 00:54:38.482]  Check it out at InfoWars.com forward slash show.
[00:54:51.735 --> 00:54:54.036]  Because there's a war on for your mind.
[00:54:54.576 --> 00:55:00.057]  That has been our motto here at InfoWars for my 18 years of battle against the globalists.
[00:55:00.597 --> 00:55:07.359]  And now we see the open announcements of global private corporate tyranny over our governments.
[00:55:07.739 --> 00:55:09.160]  That's what the New World Order is.
[00:55:09.220 --> 00:55:17.282]  It's an unaccountable private combine of organized crime engaged in corporate takeovers of nation states and the
[00:55:18.562 --> 00:55:23.887]  Conscious attempt to abolish basic rights and fundamental liberties.
[00:55:24.467 --> 00:55:28.571]  InfoWars.com is not just leading the charge against this here in the U.S.
[00:55:28.611 --> 00:55:29.372]  or North America.
[00:55:29.812 --> 00:55:32.214]  We are leading the charge worldwide.
[00:55:32.675 --> 00:55:42.444]  And that's because our listeners, our viewers, our supporters, fellow freedom lovers like you across the planet resonate with our message of liberty and telling it like it is.
[00:55:43.044 --> 00:55:55.788]  And that's why for the last two years especially, I have thrown everything I've got, my time, my energy, our backup capital, everything into really trying to awaken the sleeping giant that is humanity.
[00:55:56.208 --> 00:55:59.909]  And that's why the July issue that just came in a few days ago is so important.
[00:55:59.929 --> 00:56:05.091]  We've already sold about half the stock we have of it at cost in groups of 10 up to 100 in bulk.
[00:56:06.627 --> 00:56:18.257]  It covers the entire NSA spy grid, how it ties in worldwide, how it's not about stopping terrorists, but about suppressing and dominating and controlling the free press and political opposition.
[00:56:18.717 --> 00:56:24.001]  And in this magazine, we don't just have three free bumper stickers like I did a few months ago.
[00:56:24.342 --> 00:56:27.885]  We have 10 bumper stickers, four full-size ones.
[00:56:28.385 --> 00:56:35.110]  With amazing messages guaranteed to get people thinking like America has been occupied by globalist forces.
[00:56:35.390 --> 00:56:36.451]  InfoWars.com.
[00:56:36.711 --> 00:56:39.293]  Listen to Alex Jones at InfoWars.com.
[00:56:39.673 --> 00:56:40.774]  InfoWars.com.
[00:56:41.055 --> 00:56:42.135]  Forbidden information.
[00:56:42.476 --> 00:56:43.496]  Listen to Alex Jones.
[00:56:43.837 --> 00:56:44.917]  InfoWars.com.
[00:56:45.298 --> 00:56:50.442]  And then on top of it, six medium-sized bumper stickers with the message as well.
[00:56:50.742 --> 00:56:57.367]  These are key to post in legal and lawful areas on your book bag, your computer, your car, or to give friends and family.
[00:56:58.351 --> 00:57:01.934]  I have printed 500,000 of these bumper stickers.
[00:57:02.394 --> 00:57:05.636]  Only half of this month's run of magazines has them.
[00:57:06.077 --> 00:57:11.921]  So when you purchase them in bulk, or you're a 12-month subscriber, you will get the special issue.
[00:57:12.041 --> 00:57:16.324]  And I can't afford to do this every month, so it's going to be quite a while until we do this again.
[00:57:16.684 --> 00:57:18.205]  Please take advantage of this.
[00:57:18.545 --> 00:57:24.830]  Buy them in bulk, and give them to your friends and family, and encourage them to get these bumper stickers out, because with 500,000 stickers,
[00:57:26.591 --> 00:57:27.011]  We're good to go.
[00:57:41.883 --> 00:57:43.363]  So I want to thank you all for your support.
[00:57:43.383 --> 00:57:49.925]  I want to encourage everybody to go to InfoWarsStore.com and to get a 12-month subscription or to give a gift subscription.
[00:57:49.966 --> 00:57:53.146]  Imagine 12 of these coming to your friends or family's door to wake them up.
[00:57:53.527 --> 00:57:57.628]  Or to give a gift subscription to the local police department or your local congressman or woman.
[00:57:58.268 --> 00:58:00.329]  This is how we're going to affect change.
[00:58:00.449 --> 00:58:03.070]  Voting with our dollars and voting with our time.
[00:58:03.390 --> 00:58:12.593]  Again, visit InfoWarsTore.com today to subscribe, to get the magazine in bulk, or to give a gift subscription, or to give yourself a subscription to wake up friends and family.
[00:58:13.113 --> 00:58:13.934]  I am all in.
[00:58:14.414 --> 00:58:20.956]  I am committed 110% to not mince words and to not back off and to boldly confront the globalists.
[00:58:21.116 --> 00:58:26.558]  So I want to thank all of you that have supported us in the past, and I want to encourage all of you out there who may be on the fence
[00:58:27.238 --> 00:58:35.464]  You had better be scared of not taking action and letting this monstrous system come to fruition.
[00:58:35.864 --> 00:58:37.866]  Now is the time to commit.
[00:58:38.346 --> 00:58:41.348]  Now is the time to say which side of history you're on.
[00:58:41.668 --> 00:58:42.929]  Now is the time.
[00:58:43.325 --> 00:58:46.768]  To stand against the globalist and the New World Order.
[00:58:47.289 --> 00:58:57.478]  And regardless of whether you get this July issue, this July 4th resistance to tyrants issue, spread the word about liberty, resist corruption in your area.
[00:58:58.018 --> 00:59:00.861]  Millions of us doing little things can move mountains together.
[00:59:01.381 --> 00:59:05.545]  I'm Alex Jones signing off for InfoWars.com and the InfoWars team.
