[00:00:05.826 --> 00:00:07.046]  They fled from tyranny.
[00:48:43.133 --> 00:48:52.098]  Either he was a foreign exchange student, which means he's not an American citizen, which raises up that whole question, or he is an American citizen, which means he lied
[00:48:52.778 --> 00:48:55.960]  And cheated and got his way in as a foreign exchange student.
[00:48:56.721 --> 00:49:02.985]  Either way, I think we've got a problem there, and nobody seems willing or able to look into it.
[00:49:03.005 --> 00:49:11.250]  Yeah, and you were talking about last night, the speech we went to in Bastrop, and you were saying if they want background checks for everybody, let's start with Barack Obama.
[00:49:11.290 --> 00:49:14.652]  Hey man, he wants background checks if you want to buy a gun.
[00:49:14.732 --> 00:49:16.433]  I said, okay, well we'll start with him.
[00:49:16.453 --> 00:49:18.414]  Alright, well Jim, we're about out of time.
[00:49:18.434 --> 00:49:19.515]  Do you have any closing thoughts?
[00:49:22.140 --> 00:49:40.226]  I think people need to understand that we're looking here and I'm just confirming what Alex and a lot of others are saying, which is this is a plan that's unfolding and the plan is to virtually destroy the sovereignty and freedom of the United States.
[00:49:41.587 --> 00:49:46.408]  It's really an incredible situation because we are told that we were attacked on September the 11th, 2001
[00:49:48.422 --> 00:49:50.043]  That's technically true.
[00:49:50.143 --> 00:49:52.365]  Unfortunately, I think you'll agree with me.
[00:50:04.814 --> 00:50:15.803]  It doesn't, when you peel away all of the pronouncements and all the flack and fluff, you find out it does not actually point to Middle Eastern terrorists, does it?
[00:50:15.843 --> 00:50:17.424]  Oh yeah, it's definitely terrorists.
[00:50:17.484 --> 00:50:20.106]  I'm just not saying it's the people they told us it was.
[00:50:20.126 --> 00:50:23.389]  Oh, it's terrorists, but it's not those Arab Muslim terrorists.
[00:50:23.609 --> 00:50:24.950]  It's somebody else.
[00:50:25.690 --> 00:50:32.456]  And I don't think this is outside the realm of study and criticism and debate.
[00:50:32.996 --> 00:50:43.642]  Because I can distinctly recall on the afternoon or evening of September the 11th, President Bush said, essentially, I may be paraphrasing, but I'm close.
[00:50:43.722 --> 00:50:50.066]  He said, we must not rest until we find out who's responsible for this and see that they're punished.
[00:50:50.927 --> 00:50:54.589]  So I'm just trying to do what my president said to do.
[00:50:54.789 --> 00:50:55.590]  Mission accomplished.
[00:50:55.610 --> 00:50:57.190]  We saw him standing in front of the big banner.
[00:50:57.210 --> 00:50:58.851]  Mission accomplished and whatnot.
[00:50:59.252 --> 00:51:00.753]  Jim Morris, thank you for your time, sir.
[00:51:00.893 --> 00:51:01.253]  Thank you.
[00:51:02.717 --> 00:51:03.778]  And that's it for our show.
[00:51:03.818 --> 00:51:07.863]  Definitely want to thank our guest, Mr. Jim Mars, and all the great reporters who were in this edition.
[00:51:08.283 --> 00:51:13.209]  So if you want to support this broadcast, go to PrisonPlanet.tv, get yourself a 15-day free trial.
[00:51:13.509 --> 00:51:14.750]  You can see it all right there.
[00:51:14.810 --> 00:51:19.155]  The Nightly News, the Alex Jones Radio Show, the movies, the rants, it's all right there.
[00:51:19.536 --> 00:51:22.419]  So I'm Jakari Jackson, and thank you for watching, and we'll see you next time.
