[00:00:06.449 --> 00:00:07.134]  Let's go.
[00:51:47.409 --> 00:52:05.715]  So we need to continue to contact the committee members of that committee, and it's also very, very important that we all contact our state representative and tell them about why this is a bad deal and why you don't want to be tracked by the state, that they should have to ask consent before they put anything in, they should not take your info and put it in, and you have to go track it down and try and get out here.
[00:52:05.956 --> 00:52:06.896]  That's not acceptable.
[00:52:07.296 --> 00:52:16.346]  Let them know about this because if it gets out of committee and it could happen quickly at the end of the session, we need them to be ready with information having heard from their constituents.
[00:52:16.386 --> 00:52:18.628]  We can't wait until then.
[00:52:18.768 --> 00:52:25.135]  So on that one, your content on House Bill 772 with the vaccine tracking system forcing everybody in, adults and kids.
[00:52:25.655 --> 00:52:32.502]  Let your representative know, absolutely vote no, and also the House Public Health Committee members to vote no.
[00:52:32.862 --> 00:52:35.224]  Now, I know this is a lot of information.
[00:52:35.385 --> 00:52:40.489]  Fortunately, we have all of this detailed on the NVIC Advocacy website.
[00:52:40.930 --> 00:52:46.535]  You can go to NVICAdvocacy.org and look up the bills for Texas on the Texas state page.
[00:52:46.555 --> 00:52:47.797]  It's also on the home page.
[00:52:48.357 --> 00:52:52.679]  And it tells you the exact phone numbers of the legislators to contact.
[00:52:53.000 --> 00:52:56.381]  If you're logged in and registered to the advocacy portal, we even go one step further.
[00:52:56.662 --> 00:53:04.126]  We look up for you who your state representative and state senator are and display it just over to the right of the page that has the alert on what to do.
[00:53:04.606 --> 00:53:10.869]  And so you will see the phone number, web contact info for your state rep and state senator and we look it up for you.
[00:53:11.089 --> 00:53:11.950]  Makes it easy.
[00:53:12.470 --> 00:53:14.171]  This is not just a Texas issue.
[00:53:17.328 --> 00:53:18.689]  We have all over the country.
[00:53:18.729 --> 00:53:22.572]  When you go on NVIC.org and scroll down, you will see all the states.
[00:53:22.853 --> 00:53:23.954]  There are horrible bills.
[00:53:24.014 --> 00:53:25.735]  There are bills to remove exemptions.
[00:53:25.795 --> 00:53:28.938]  There are bills to force new vaccines on kids.
[00:53:29.238 --> 00:53:31.660]  There are bills to force vaccinations on...
[00:53:32.381 --> 00:53:33.281]  All kinds of people.
[00:53:33.522 --> 00:53:41.965]  And so it is really important that we all realize that we do have a role in protecting our rights and we can make a difference.
[00:53:42.045 --> 00:53:47.667]  Sometimes it just takes two or three phone calls to a legislator to get them to wake up and say, hey, wait a minute.
[00:53:47.967 --> 00:53:49.788]  This isn't the bill that I was told it was.
[00:53:49.928 --> 00:53:51.229]  It actually does something else.
[00:53:51.929 --> 00:53:56.232]  And it's up to us to watch and to let them know to keep these people honest.
[00:53:56.672 --> 00:54:00.054]  It's that old expression that you used to hear, garbage in, garbage out.
[00:54:00.374 --> 00:54:10.160]  If the only stuff that these legislators are hearing are from the paid lobbyists who are protecting and promoting the rights of people who derive their income from vaccinations, then
[00:54:10.600 --> 00:54:12.981]  We can't expect anything but this garbage to come out.
[00:54:13.061 --> 00:54:25.147]  But if we take the time to educate them as to what these bills really do and how they impact real everyday people that are concerned about their family's health and safety, then a lot of times they will step up and take notice.
[00:54:25.447 --> 00:54:26.988]  And that's what we have behind us.
[00:54:27.008 --> 00:54:27.648]  We have the truth.
[00:54:27.668 --> 00:54:28.689]  We have the information.
[00:54:29.049 --> 00:54:35.852]  And so we're counting on all the people out there to pick up the phone, write an email, let people know about this.
[00:54:36.172 --> 00:54:39.294]  We have a feature on the NVIC Advocacy webpage
[00:54:39.614 --> 00:54:42.436]  That allows you to share information about the site with a friend.
[00:54:42.576 --> 00:54:44.797]  It sends them a brief introductory email.
[00:54:44.857 --> 00:54:51.722]  It's private, it's confidential, and it just goes to your friend and it tells them about all the things we track and do so that they can be informed.
[00:54:51.822 --> 00:55:02.089]  We just need a lot more people stepping up and if we all work on this together, we can stop this attack and this erosion of our rights to be able to keep our families safe.
[00:55:02.731 --> 00:55:09.337]  I totally agree, and I think we need to launch investigations into these people who keep writing these bills, and see where their money's coming from.
[00:55:09.657 --> 00:55:15.863]  Because I guarantee you, it's not coming from NVIC.org.
[00:55:15.923 --> 00:55:19.826]  It's coming from the vaccine companies, and I think that's what you'll find with these snakes.
[00:55:20.227 --> 00:55:22.329]  They do this and they pretend it's for our safety.
[00:55:22.349 --> 00:55:23.430]  That's what really gets me.
[00:55:23.810 --> 00:55:25.051]  That they tell you they're helping you.
[00:55:25.071 --> 00:55:25.652]  They're here to help.
[00:55:26.392 --> 00:55:32.718]  And I think it was Ronald Reagan said, the scariest word should be, I'm from the government, I'm here to help.
[00:55:33.158 --> 00:55:36.421]  And I'm not even a big Reagan fan, but those are words to live by.
[00:55:36.721 --> 00:55:38.543]  Dawn, that's all we have time we have for today.
[00:55:38.563 --> 00:55:44.888]  We're going to send people to your site, hopefully we can get some people activated and get more people out there educated on this issue, because it is very important.
[00:55:44.908 --> 00:55:50.073]  Your children's health is the most important thing, and the most important gift you can give to them is good health.
[00:55:50.768 --> 00:55:52.450]  And now they're after the adults as well.
[00:55:52.550 --> 00:55:55.133]  So, you know, you can see if you don't have kids, you can't sit back.
[00:55:55.193 --> 00:55:58.416]  They're coming after you to get you more shots as well.
[00:55:58.516 --> 00:55:59.738]  So there you go.
[00:55:59.758 --> 00:56:00.398]  There you go.
[00:56:00.418 --> 00:56:02.300]  Appreciate you coming on and we'll talk to you soon.
[00:56:02.821 --> 00:56:03.081]  Thanks.
[00:56:03.121 --> 00:56:03.441]  Bye bye.
[00:56:03.582 --> 00:56:03.762]  Bye.
[00:56:06.215 --> 00:56:06.835]  And there she goes.
[00:56:06.875 --> 00:56:13.640]  And I encourage you to get involved in this issue because vaccines are one of the biggest issues that we talk about here on this show.
[00:56:14.540 --> 00:56:18.583]  And from my own personal experience, I want to tell you this.
[00:56:19.344 --> 00:56:27.809]  Anytime a doctor, pediatrician, healthcare worker tries to push a vaccine onto you or your kids, ask them for the insert that comes with the vaccine.
[00:56:28.409 --> 00:56:32.112]  At first, they'll try to give you a piece of paper that says, these are safe and effective.
[00:56:32.742 --> 00:56:34.623]  And it's a one sheet, eight and a half by eleven.
[00:56:34.663 --> 00:56:35.183]  Say, no, no, no.
[00:56:35.203 --> 00:56:36.744]  I want the insert that comes with the box.
[00:56:37.664 --> 00:56:40.565]  And when you open it up, it's like instructions you get with anything that you buy.
[00:56:40.585 --> 00:56:41.766]  A little instruction booklet.
[00:56:42.106 --> 00:56:44.147]  Well, you pull it out and it's long and you can unfold it.
[00:56:44.167 --> 00:56:45.127]  It's about this big.
[00:56:46.007 --> 00:56:51.650]  And you're going to find there the words on every vaccine that I've ever looked at has these exact words.
[00:56:52.070 --> 00:56:56.412]  Has not been tested for cancerous or mutagenic potential.
[00:56:58.452 --> 00:56:59.433]  That's all I need to see.
[00:57:01.192 --> 00:57:05.214]  If they haven't tested the vaccine to see if it causes cancer, I don't want it in my body.
[00:57:05.994 --> 00:57:07.155]  I don't want it in my kid's body.
[00:57:08.435 --> 00:57:09.696]  So just a little bit to think about.
[00:57:10.656 --> 00:57:12.097]  Love hearing your stories, your comments.
[00:57:12.317 --> 00:57:16.199]  Please email me, robd at infowars.com.
[00:57:16.279 --> 00:57:19.300]  Anything you got, I do read almost all the emails I get.
[00:57:19.380 --> 00:57:21.221]  I try to answer the ones I can.
[00:57:22.253 --> 00:57:23.635]  Pretty busy here at the InfoWar.
[00:57:23.995 --> 00:57:26.158]  Hope you like the new news bulletins that we've been putting out.
[00:57:26.198 --> 00:57:31.624]  These are just quick little pieces of news that you can send out to your friends and family out there on any issue you want.
[00:57:31.984 --> 00:57:35.208]  We're going to start doing those at least five or six a week.
[00:57:35.288 --> 00:57:36.870]  We'll be coming out from the different reporters.
[00:57:37.390 --> 00:57:38.712]  Hope you like what you see here.
[00:57:38.812 --> 00:57:41.956]  We're going to be expanding and growing and we do need your help.
[00:57:42.898 --> 00:57:46.919]  Please consider getting a membership to PrisonPlanet.tv.
[00:57:47.459 --> 00:57:57.341]  It's a monthly subscription fee, $5.95 a month, but it allows you to share your password and user code with up to 10 other people at the same time.
[00:57:57.401 --> 00:58:00.842]  You could have 11 people on there at once using your username and passcode.
[00:58:01.082 --> 00:58:10.565]  It's a great way to spread the information, a great way to get the word out, and it supports us here at the InfoWar and lets us do the job that we do, bringing you the information that we're bringing you.
[00:58:10.605 --> 00:58:11.705]  And we're hiring more people.
[00:58:12.085 --> 00:58:13.247]  We're building more studios.
[00:58:13.527 --> 00:58:15.711]  We're taking it to the next level, so we do need your help.
[00:58:16.192 --> 00:58:18.776]  Please consider becoming a member of PrisonPlanet.tv.
[00:58:19.076 --> 00:58:20.539]  And with that, that's our show for today.
[00:58:20.899 --> 00:58:24.024]  I'm your host, Rob Dew, and we will see you here tomorrow at 7 p.m.
[00:58:24.044 --> 00:58:26.128]  Central for the InfoWars Nightly News.
