[00:00:01.849 --> 00:00:06.913]  From the front lines of the Information War, it's Alex Jones.
[00:50:30.674 --> 00:50:33.835]  And the media will not cover it nationally.
[00:50:34.195 --> 00:50:41.979]  And we see these countless local news videos of gunmen coming in trying to shoot people for no reason at shops and concealed carry folks that know how to use them.
[00:50:42.899 --> 00:50:43.600]  Take them out.
[00:50:44.220 --> 00:50:52.807]  And I see the gun grabbers rushing in to try to ban guns right now because they know the gun culture and the self-defense culture is taking over society.
[00:50:52.967 --> 00:50:54.508]  All the top rated TV shows.
[00:50:54.928 --> 00:50:56.610]  Women out buying guns.
[00:50:57.070 --> 00:51:00.653]  Liberal women's magazines, you know, show women with guns now.
[00:51:02.054 --> 00:51:06.557]  Not because they want guns, the liberal owners, but because they realize women have woken up.
[00:51:06.897 --> 00:51:07.978]  They're losing.
[00:51:08.278 --> 00:51:11.401]  That's why they're launching this offensive against the Second Amendment.
[00:51:11.681 --> 00:51:13.022]  Would you like to elaborate on that statement?
[00:51:13.042 --> 00:51:13.842]  Do you agree or disagree?
[00:51:14.163 --> 00:51:21.887]  I agree with you, but I do think that they see an opportunity here because of the Connecticut shooting.
[00:51:22.288 --> 00:51:29.892]  You know, it's so hard for any of us to imagine all those little children being just executed like that.
[00:51:33.534 --> 00:51:34.894]  And they put the guilt onto us!
[00:51:35.194 --> 00:51:49.159]  Have you ever seen such demonization of gun owners where they say we're Klan, we're Nazis, we helped kill those children when it was a gun-free zone and the media advertising crazies go to schools and kill people.
[00:51:49.399 --> 00:51:51.560]  If anybody has blood on their hands, it's them!
[00:51:52.000 --> 00:51:52.841]  Isn't that the truth?
[00:51:53.161 --> 00:51:57.466]  That's something that I've advocated for for years, is for teachers to be able to carry.
[00:51:57.486 --> 00:52:01.030]  And of course, here in Texas, individual schools can make that decision.
[00:52:01.331 --> 00:52:03.713]  My school does not allow the teachers to carry.
[00:52:04.094 --> 00:52:06.476]  But I can tell you that I know a few that carry anyway.
[00:52:06.717 --> 00:52:08.719]  They just keep their mouth shut and do it, thank God.
[00:52:09.139 --> 00:52:13.164]  You know, the bad guys, I don't know why people don't get this.
[00:52:13.604 --> 00:52:16.685]  Bad guys like that want a high body bag count.
[00:52:16.845 --> 00:52:22.347]  They're gonna go where they think they can shoot as many people as possible without anybody shooting back at them.
[00:52:22.847 --> 00:52:24.888]  Nobody knows these cowards like you.
[00:52:24.908 --> 00:52:27.629]  No doubt your father saved your life.
[00:52:28.269 --> 00:52:38.152]  Nobody knows these evil people like you, Susanna Hupp, a survivor of the Luby's Massacre here with us, and really, you know, the grandmother of the Concealed Carry movement.
[00:52:38.532 --> 00:52:42.754]  No doubt, not to use the term grandmother like she's old, but she's the person that really started it.
[00:52:43.895 --> 00:52:45.677]  Thank God and save countless lives.
[00:52:46.117 --> 00:52:50.182]  Why do these cowards always commit suicide as soon as the cops show up?
[00:52:50.463 --> 00:52:55.749]  I mean it just shows they really are ghoulish demons that they all act exactly the same.
[00:52:56.232 --> 00:52:58.173]  You know, I'm trying to teach my children.
[00:52:58.233 --> 00:53:15.441]  I have two boys, 16 and 14, and I think society in general tries to teach people that these bad guys are just misunderstood or they've had a hard life or, you know, all the various and sundry excuses that you can come up with for them.
[00:53:15.621 --> 00:53:21.204]  I mean, I've actually literally had people ask me, why didn't you try to talk the guy down?
[00:53:21.224 --> 00:53:21.964]  Like, really?
[00:53:21.984 --> 00:53:24.405]  I mean, I can't even argue with that.
[00:53:25.447 --> 00:53:28.289]  Yeah, just shot your dad in the chest and then you're going to go talk to him.
[00:53:28.789 --> 00:53:31.171]  Let me go talk to this guy about his childhood.
[00:53:31.771 --> 00:53:40.836]  What I'm trying to teach my children is that, you know, there certainly are criminals, I would say the vast majority of criminals in the world, that were created.
[00:53:41.137 --> 00:53:43.398]  You know, they did have bad childhoods and whatnot.
[00:53:44.318 --> 00:53:45.579]  But there's also evil.
[00:53:46.380 --> 00:53:48.341]  I honestly believe there is
[00:53:49.105 --> 00:53:52.647]  Absolute evil that exists in the world.
[00:53:52.747 --> 00:53:53.707]  That's my next point.
[00:53:53.747 --> 00:54:05.613]  Have you noticed that with Son of Sam, Ramirez the Night Stalker, Harrison Kleibold, Lanza, and the guy that just shot the firefighters, they were all admitted devil worshippers.
[00:54:06.054 --> 00:54:07.594]  Shouldn't we be profiling them?
[00:54:07.614 --> 00:54:11.336]  I did not know that, but I'm not even slightly surprised.
[00:54:12.097 --> 00:54:14.518]  Okay, maybe mildly surprised, but not shocked.
[00:54:15.714 --> 00:54:16.394]  That's incredible.
[00:54:16.735 --> 00:54:24.780]  The evil exists and I believe that you must do your best to stand between evil and innocent people.
[00:54:25.476 --> 00:54:30.380]  And it doesn't mean, again, I want to make this clear because, you know, I'll tell you what one of my biggest fears is, Alex.
[00:54:31.180 --> 00:54:40.467]  One of my biggest fears is that I'm going to be in some position that I get shot and killed by a bad guy and I'm not able to get a round off for some reason.
[00:54:40.687 --> 00:54:45.371]  And I'm so afraid that the other side is going to say, see, her gun didn't help her.
[00:54:45.571 --> 00:54:49.594]  And I've said it a million times, it's not a guarantee.
[00:54:49.874 --> 00:54:51.876]  It changes the odds.
[00:54:52.216 --> 00:54:57.025]  It means you're not a helpless prey animal to be fed upon by devil worshippers and psychopaths.
[00:54:57.492 --> 00:54:59.292]  At least I'm not going to be an easy target.
[00:54:59.612 --> 00:55:00.633]  I'm going to do my best.
[00:55:01.133 --> 00:55:02.953]  I'm going to do my best to bloody him.
[00:55:03.253 --> 00:55:07.554]  You know, they might take me out, but I'm going to do my best to put him in the hospital at the very least.
[00:55:07.634 --> 00:55:09.574]  Everybody's going to know who the bad guy is.
[00:55:09.894 --> 00:55:19.096]  You know, in the time we have here, because I know you've got to go Shane, maybe you can do five more minutes with us after the break to talk about your book, which I need to carry at the InfoWars online bookstore because I know it's so important.
[00:55:19.536 --> 00:55:23.897]  We all need to reach out to the dumbed down people that really think turning their guns in is going to protect them.
[00:55:25.037 --> 00:55:32.524]  Looking at Dianne Feinstein, have you seen the testimony in Congress where she admits she has a concealed carry but doesn't want you to be able?
[00:55:33.164 --> 00:55:37.588]  I have seen written quotes from it, but I have not actually seen it, no.
[00:55:38.048 --> 00:55:43.793]  It's amazing though, I mean how can they all have bodyguards and she can be worth a hundred billion bucks, but then we're not supposed to have guns.
[00:55:44.673 --> 00:55:53.480]  I remember being on CNN or one of those shows when Rosie O'Donnell, there had been some incident with one of her adopted children.
[00:55:54.101 --> 00:55:55.562]  A bodyguard protected the child.
[00:55:56.198 --> 00:56:09.745]  You know, and I went on the air and said, she must be horribly, horribly, uh, um, feel awfully silly at the moment because she's telling all of us to disarm and most of us don't have her kind of money that we can hire personal bodyguards for our kids.
[00:56:10.085 --> 00:56:11.606]  And she must be terribly embarrassed.
[00:56:11.946 --> 00:56:14.988]  But I feel that way pretty much about fine fine and most of them.
[00:56:15.088 --> 00:56:16.648]  It's just an elitist attitude.
[00:56:16.688 --> 00:56:19.350]  It's okay for me, but it's not for you because I don't trust you.
[00:56:19.870 --> 00:56:28.015]  Well, if you notice, I've even got Christian Science Monitor admitting, I have an article, that our government's trying to restrict free speech online and going the way of China.
[00:56:28.896 --> 00:56:35.840]  I've got an article, after you leave us, we're going to go over, where top Georgetown professors saying, yeah, go ahead and kill old people, death panels.
[00:56:36.641 --> 00:56:38.322]  I mean, they're not just going after the Second Amendment.
[00:56:38.342 --> 00:56:43.665]  Do you see it as a big canary in the coal mine that they are this open and brazen right now?
[00:56:43.685 --> 00:56:45.646]  Here's what I really think, Alex.
[00:56:47.466 --> 00:56:49.168]  I don't think Obama is the problem.
[00:56:49.588 --> 00:56:51.450]  I don't think Feinstein is the problem.
[00:56:52.471 --> 00:56:56.635]  I honestly believe that our public education system is the problem.
[00:56:57.415 --> 00:57:03.521]  Because those are the people that are growing up to run for office, that think socialism and Marxism is a good thing.
[00:57:04.302 --> 00:57:08.666]  They're the ones that grow up and vote for the Obamas and the Feinsteins.
[00:57:09.358 --> 00:57:20.822]  So I truly believe, you know, you and I tend to attack this, and a lot of partisans tend to attack this at the top, you know, when we have to get so-and-so out of office or into office.
[00:57:21.502 --> 00:57:25.043]  And I really hope that the problem is down in the political system.
[00:57:27.679 --> 00:57:30.041]  Alright folks, that's all we've got time for with Susannah Hupp.
[00:57:30.061 --> 00:57:33.464]  We're going to go to break and start the second hour with special reports.
[00:57:34.085 --> 00:57:36.147]  Larry Pratt of Gun Owners of America.
[00:57:36.688 --> 00:57:42.153]  And, yes ladies and gentlemen, we discovered her, we found her identity, the Obama phone lady.
[00:57:42.793 --> 00:57:44.595]  Obama got us a phone, he's going to do more.
[00:57:45.095 --> 00:57:47.358]  That's right, I had her in studio last week.
[00:57:47.698 --> 00:57:48.679]  That's coming up as well.
[00:57:51.405 --> 00:57:54.147]  Alex Jones here with a message to fellow freedom lovers.
[00:57:54.428 --> 00:57:59.252]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:57:59.452 --> 00:58:06.618]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:58:06.758 --> 00:58:12.163]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:58:12.383 --> 00:58:16.127]  These are items that I did research on, that I personally use.
[00:58:16.427 --> 00:58:20.951]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:58:21.151 --> 00:58:26.356]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:58:26.616 --> 00:58:29.678]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:58:29.838 --> 00:58:32.100]  When Disaster Strikes by Matthew Stein.
[00:58:32.340 --> 00:58:36.923]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:58:37.083 --> 00:58:39.564]  Hand-cranked shortwave AM FM radios.
[00:58:39.985 --> 00:58:47.029]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:58:47.209 --> 00:58:48.250]  We're getting prepared.
[00:58:48.470 --> 00:58:48.891]  Are you?
[00:58:49.131 --> 00:58:49.911]  Infowarshop.com
[00:58:51.292 --> 00:58:55.174]  Looking back on 2012, we ask ourselves, how did we ever survive?
[00:58:55.274 --> 00:59:02.498]  From natural disasters like Hurricane Sandy and the devastating summer drought, to the family hardships brought on by a disastrous economy.
[00:59:02.798 --> 00:59:05.180]  Our hearts go out to those that have lost everything.
[00:59:05.500 --> 00:59:11.843]  At eFoods Direct, we hear from customers every day that are fortunate enough to weather life's storm by having a supply of food on hand.
[00:59:12.083 --> 00:59:13.224]  After Hurricane Sandy,
[00:59:13.504 --> 00:59:22.154]  Danny from New York City wrote, Almost all of the grocery stores are closed, but I managed to get my e-foods just in time to be able to help my sister and niece.
[00:59:22.535 --> 00:59:26.299]  It is better to be prepared ten years too early than one day too late.
[00:59:26.500 --> 00:59:28.422]  I can warn you, but I can't feed you.
[00:59:28.582 --> 00:59:30.745]  Heed the warnings and do what Alex has done.
[00:59:30.885 --> 00:59:31.145]  Call 800-409-5662.
[00:59:32.947 --> 00:59:35.649]  You're listening to the Alex Jones Broadcasting Network.
[01:00:03.667 --> 01:00:09.951]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:00:11.812 --> 01:00:15.655]  Our reporters went out on the streets of Austin to get people's take on the attempted gun ban.
[01:00:24.180 --> 01:00:30.544]  I'm here to not only talk about voting no on some of the legislation that is loosening up
[01:00:31.383 --> 01:00:37.607]  Registration and re-registration of gun owners, but more importantly to ban assault weapons.
[01:00:38.047 --> 01:00:43.230]  An assault weapon is a weapon full automatic.
[01:00:43.890 --> 01:00:47.753]  It's allowed only the military and police.
[01:00:48.233 --> 01:00:54.837]  It's only for the military and police and for a special trust where you can get, where you can buy a class-free weapon.
[01:00:55.097 --> 01:01:01.982]  I don't think that taking away a person's right to bear arms is the answer, but I do believe that there should be restrictions.
[01:01:02.242 --> 01:01:09.047]  I have a clean record, so technically I could go to a gun show and purchase as many guns as I want to, have them in my house.
[01:01:09.147 --> 01:01:10.388]  I have a four-year-old daughter.
[01:01:11.089 --> 01:01:12.530]  Why should I have an assault rifle?
[01:01:12.730 --> 01:01:13.370]  A gun show?
[01:01:13.450 --> 01:01:14.131]  A shooting range?
[01:01:14.151 --> 01:01:15.652]  You never see mass shootings there.
[01:01:16.012 --> 01:01:18.994]  There's all kinds of ammo and guns and people walking all around them.
[01:01:19.074 --> 01:01:21.316]  Yeah, I don't support the assault weapon ban.
[01:01:21.823 --> 01:01:32.026]  What I do believe is a good alternative would be, like my colleague here mentioned, is stronger restrictions when it comes to evaluating the people's mental health.
[01:01:32.326 --> 01:01:33.806]  Psychiatrist exam or something.
[01:01:34.006 --> 01:01:38.707]  Now what about in China where a gentleman, I believe it was around the same time, slashed 20 children with a knife?
[01:01:39.007 --> 01:01:40.728]  What do you say to people who may bring that up?
[01:01:41.508 --> 01:01:49.570]  Well, I can tell you that I'm a citizen of America and in America we're a civilized people and a civilized people
[01:01:50.043 --> 01:01:54.246]  We need to set our own rules in place to govern our country.
[01:01:54.506 --> 01:01:58.508]  What do you say to people who say, well, maybe Sandy Hook guy had a gun, but this guy had a knife?
[01:01:59.529 --> 01:02:01.250]  A person with a knife is a lot easier to subdue.
[01:02:01.270 --> 01:02:04.612]  What do you think about gun-free zones at schools?
[01:02:05.373 --> 01:02:07.394]  Free massacre zone!
[01:02:07.970 --> 01:02:14.074]  Say the principal had a gun in her office, would she have had time to even pull it out, take off the safety and use it?
[01:02:14.914 --> 01:02:17.416]  And to that extent, so I don't think that's a good argument.
[01:02:17.476 --> 01:02:19.897]  How long did they have to wait until someone got there to stop this guy?
[01:02:20.218 --> 01:02:26.522]  Because no one in this quote-unquote safe school zone or no gun zone was there to defend the children.
[01:02:27.342 --> 01:02:32.245]  Obama's kids, they go to a school with 11 guards.
[01:02:32.685 --> 01:02:36.648]  Now besides assault weapons, are you for any other type of legislation such as
[01:02:37.250 --> 01:02:40.213]  Yes, but I think the core of it is to get rid of the weapons.
[01:02:40.253 --> 01:02:42.475]  You know, it's just another incremental step.
[01:02:42.495 --> 01:02:44.056]  I mean, okay, is it ten rounds today?
[01:02:44.176 --> 01:02:45.157]  Is it five rounds next week?
[01:02:45.237 --> 01:02:46.618]  One of the alternatives I really, really would push for
[01:02:56.826 --> 01:02:59.227]  Would be raising the price on bullets.
[01:02:59.687 --> 01:03:01.929]  Raising the price on bullets, raising the taxes on bullets.
[01:03:01.949 --> 01:03:06.951]  Okay, you realize that a deer rifle or an AR-15 are basically the same thing, just one looks spookier than the other?
[01:03:07.131 --> 01:03:11.033]  Well, it should be a weapon that shoots one bullet at a time.
[01:03:11.073 --> 01:03:14.675]  The federal government recently just spent, you know, just purchased 1.6 billion.
[01:03:14.755 --> 01:03:17.136]  I believe it was in the past calendar year.
[01:03:17.596 --> 01:03:21.478]  Well, if it's the federal government purchasing it, then it's probably going to go to our law enforcement.
[01:03:21.838 --> 01:03:24.520]  And I think that's something that our law enforcement people need.
[01:03:25.328 --> 01:03:31.474]  Not too long ago, the Empire State Building, where the police opened fire on one guy and hit eight or nine other people who were not their intended target.
[01:03:31.975 --> 01:03:33.736]  So, what do you say to that?
[01:03:35.758 --> 01:03:38.161]  Well, I mean, we can have no comment on that.
[01:03:38.861 --> 01:03:41.704]  Don't you want to defend yourself against tyranny?
[01:03:42.205 --> 01:03:42.545]  Yes, sir, I do.
[01:03:42.565 --> 01:03:45.608]  Somebody that wants you put down like this, wants to make you a slave?
[01:03:46.148 --> 01:03:48.611]  Isn't that the freedom of the Second Amendment?
[01:03:49.025 --> 01:03:52.749]  No, as far as the Second Amendment, it has the right to a well-regulated militia.
[01:03:52.769 --> 01:03:56.033]  Do you think a well-regulated militia could use something like assault weapons?
[01:03:57.035 --> 01:03:59.077]  And the Second Amendment is the right to bear arms.
[01:03:59.357 --> 01:04:02.561]  And it also has for a well-regulated militia.
[01:04:02.681 --> 01:04:03.702]  That's also in there as well, miss.
[01:04:03.762 --> 01:04:09.149]  Well, it's our military is our militia, not our common everyday citizens.
[01:04:09.687 --> 01:04:16.831]  Now sir, there are people out there that say, why do you need a semi-automatic rifle such as the one allegedly used in the Sandy Hook shooting?
[01:04:17.031 --> 01:04:19.793]  Well, just once again, it's not about my need.
[01:04:20.554 --> 01:04:21.554]  It's about my right.
[01:04:22.255 --> 01:04:25.537]  Miss, if I can ask you a question talking about the blood of children on our hands.
[01:04:26.197 --> 01:04:34.282]  The Obama administration, and it went back to Bush as well, had something called Operation Fast and Furious where they gave fully automatic weapons to Mexican drug cartels.
[01:04:34.522 --> 01:04:36.203]  Now they said it was a sting operation.
[01:04:36.567 --> 01:04:40.592]  But it was used to kill a border patrol agent, policeman, as well as other children.
[01:04:40.613 --> 01:04:42.575]  Do you think anybody should be held accountable for that?
[01:04:42.595 --> 01:04:44.838]  Okay, I'm not going to comment on that.
[01:04:44.958 --> 01:04:47.642]  When seconds count, police are only minutes away.
[01:04:48.323 --> 01:04:50.286]  And I carry a 9-11 because the police was two-headed.
[01:05:02.190 --> 01:05:08.018]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[01:05:08.931 --> 01:05:14.835]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[01:05:15.696 --> 01:05:25.763]  Our most popular silver-based products are the 32-ounce Nano-Silver solutions, our 2-ounce Nano-Silver nasal applicators, as well as our all-natural silver soaps.
[01:05:26.644 --> 01:05:29.947]  Just released is our 100% natural silver gel.
[01:05:30.787 --> 01:05:36.972]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[01:05:37.692 --> 01:05:48.122]  But rather we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[01:05:48.962 --> 01:05:56.669]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[01:05:57.730 --> 01:06:00.653]  That's www.silverlungs.com
[01:06:03.052 --> 01:06:07.994]  From the front lines of the Information War, it's Alex Jones!
[01:06:20.376 --> 01:06:25.817]  Ladies and gentlemen, it is now the top story at InfoWars.com and DrugsReport.com.
[01:06:26.478 --> 01:06:30.719]  With the video, we played it earlier, White House threatens executive orders on guns.
[01:06:30.779 --> 01:06:31.839]  I told you that was coming.
[01:06:31.879 --> 01:06:35.060]  Larry Pratt, Executive Director of Gun Owners of America, told you that.
[01:06:35.080 --> 01:06:43.282]  There have been a lot of tweets sent out calling for my death, calling for Larry Pratt's death, calling for Wayne LaPierre's death at NRA.
[01:06:44.850 --> 01:06:46.191]  They say we killed the children.
[01:06:46.231 --> 01:06:47.112]  They say it's our fault.
[01:06:47.492 --> 01:06:51.335]  I guess we killed the people that died or been injured in that big ferry crash.
[01:06:51.355 --> 01:06:52.776]  We've got to ban ferries now.
[01:06:53.377 --> 01:06:54.117]  Bad things happen.
[01:06:54.137 --> 01:06:56.899]  There's 7.5 billion people in the world or close to it.
[01:06:57.080 --> 01:06:58.020]  315 million here.
[01:06:58.281 --> 01:07:06.027]  They wave the bloody shirt of 20 poor dead children we pray for and their families and then tell us we did it when they're the ones that made them victim of disarmament zones.
[01:07:06.767 --> 01:07:09.690]  And I told you, they're going to use an executive order.
[01:07:09.730 --> 01:07:14.794]  The ATF last year started telling gun shops what to do outside law, and they told him, hey, don't argue.
[01:07:15.214 --> 01:07:16.836]  When he's reelected, we'll do whatever we want.
[01:07:16.956 --> 01:07:22.400]  I talked to multiple gun show people in Tennessee, in Arizona, in California, and Austin.
[01:07:22.741 --> 01:07:25.944]  We broke that they were being given memos, and they said, well, there's no law.
[01:07:26.564 --> 01:07:27.505]  This law didn't pass.
[01:07:27.525 --> 01:07:29.587]  They said, well, you do what we say, or we're going to shut you down.
[01:07:30.067 --> 01:07:32.269]  We found an eye that wasn't dotted, literally.
[01:07:34.918 --> 01:07:38.520]  And now when you go in to do your background, it's all put in a computer.
[01:07:38.620 --> 01:07:40.441]  When you call the feds, it's all computerized.
[01:07:40.461 --> 01:07:41.201]  You're already registered.
[01:07:41.421 --> 01:07:44.022]  They're now saying they're going to physically take the semi-autos.
[01:07:45.023 --> 01:07:48.985]  Like Dianne Feinstein said, Mr. and Mrs. America, get ready to turn your guns in.
[01:07:49.025 --> 01:07:49.485]  That's a quote.
[01:07:49.765 --> 01:07:51.486]  And then Piers Morgan says, I don't want your guns.
[01:07:51.526 --> 01:07:52.667]  I just want you to turn all these in.
[01:07:53.267 --> 01:07:54.408]  And then I get angry at him.
[01:07:55.308 --> 01:07:58.590]  And then he says, I'm dangerous and shouldn't have guns when I have no criminal record.
[01:07:58.830 --> 01:08:00.991]  And then the next night, last night,
[01:08:02.386 --> 01:08:05.328]  And the man we're about to talk to is scheduled to be on air tonight, Larry Pratt.
[01:08:05.908 --> 01:08:12.793]  Piers Morgan doesn't have a big audience, but when it's a gun debate, it goes in all the other news and tens of millions, probably a hundred million.
[01:08:13.133 --> 01:08:17.516]  I mean, this is the biggest story in the last two days is what I did with Piers Morgan.
[01:08:17.596 --> 01:08:19.297]  And that wasn't my full plan.
[01:08:19.317 --> 01:08:19.877]  It was part of it.
[01:08:19.917 --> 01:08:22.119]  If he pulled bull, I was going to get in his face.
[01:08:22.839 --> 01:08:24.540]  Because all he ever does is bully people.
[01:08:24.580 --> 01:08:26.001]  So I gave him his own medicine back.
[01:08:26.602 --> 01:08:30.044]  And put him on notice because I realized what Ron Paul said last hour.
[01:08:30.665 --> 01:08:32.406]  He said, the line in the sand is the guns.
[01:08:33.007 --> 01:08:36.789]  There will be a revolution, he agreed with me, if they come to take the guns.
[01:08:37.270 --> 01:08:38.130]  It will happen.
[01:08:38.331 --> 01:08:39.812]  Folks, I don't want this to happen.
[01:08:40.312 --> 01:08:42.093]  I'm not planning to physically resist.
[01:08:42.294 --> 01:08:43.514]  I'm a media person.
[01:08:43.554 --> 01:08:44.275]  I'm a general.
[01:08:44.935 --> 01:08:45.256]  Okay?
[01:08:45.716 --> 01:08:48.178]  They're going to use this to purge and persecute gun owners.
[01:08:48.258 --> 01:08:51.901]  And it is going to be an unmitigated nightmare for police and military.
[01:08:52.856 --> 01:08:54.180]  Even if he's trying to carry it out.
[01:08:54.501 --> 01:08:55.925]  I mean, it's a death sentence.
[01:08:56.912 --> 01:08:58.112]  And that's the Globalist's plan.
[01:08:58.132 --> 01:09:03.173]  They've been preparing for this, and police are like, you're right, if this happens it's going to be horrible, but they wouldn't dare.
[01:09:03.233 --> 01:09:03.954]  Yes, they will!
[01:09:04.594 --> 01:09:08.995]  And they're getting it ready for another executive order with the next mass shooting you know will happen with all their hyping.
[01:09:09.435 --> 01:09:14.036]  And now we have them saying, Larry, I called you this morning to get you on when you were driving into work.
[01:09:14.076 --> 01:09:23.158]  Have you had a chance to see the CNN clip now where the host and his two guests talk about shooting me and agree it's okay as long as they wear a uniform?
[01:09:23.818 --> 01:09:26.600]  Alec, I haven't had a chance to even look at a clock.
[01:09:26.620 --> 01:09:28.501]  I've been so non-stop.
[01:09:28.781 --> 01:09:31.963]  But I'll tell you what, you were just discussing this executive order.
[01:09:32.684 --> 01:09:39.408]  That is something that I believe I might have even talked about on your show, because you've been nice enough to have me on so many times.
[01:09:39.928 --> 01:09:45.231]  But sometime well into last year, it occurred to me, these guys don't have the votes in Congress.
[01:09:45.752 --> 01:09:50.755]  And after the election, it was clear, they didn't have the votes in Congress for the next Congress either.
[01:09:51.610 --> 01:10:03.704]  But Obama has shown by what he's done in other areas such as immigration, he'll just bloody well do what he wants and issue an executive order against the law, against the Constitution.
[01:10:04.125 --> 01:10:06.127]  Hey, when you're socializing the country,
[01:10:07.381 --> 01:10:10.002]  Well, you know, what's a few broken laws here and there?
[01:10:10.402 --> 01:10:14.964]  They were only put on the books by a bunch of dead people that aren't here anymore.
[01:10:15.004 --> 01:10:18.086]  It's our country now, and I won it because I got elected.
[01:10:18.446 --> 01:10:26.369]  And so I think he believes he might have been elected king, although even the British king has far less power than what he's presuming.
[01:10:26.869 --> 01:10:30.071]  But I saw what they would do.
[01:10:30.591 --> 01:10:34.553]  If you assume the guy is lawless, then you don't have to be a prophet, and I'm not a
[01:10:35.655 --> 01:10:40.918]  But I could see that that would be, for him, the course of least resistance.
[01:10:40.998 --> 01:10:43.639]  That's where his water would flow, if you will.
[01:10:44.179 --> 01:10:44.760]  And he's doing it!
[01:10:46.160 --> 01:10:50.643]  Well, I had Ron Paul on, and you just heard me basically paraphrase what he said.
[01:10:50.683 --> 01:10:53.364]  He agreed that they want a civil war.
[01:10:53.404 --> 01:10:54.444]  They know what they're doing.
[01:10:54.825 --> 01:11:01.188]  If they think they're going to get 160 million gun owners to turn their guns in, there will be a percentage that's not going to go along with it.
[01:11:02.366 --> 01:11:16.633]  Well, it's very, very, very critical that if anything bad comes down, that it be very clear that it was the government initiating violence.
[01:11:17.253 --> 01:11:19.354]  Remember Lexington and Concord?
[01:11:19.794 --> 01:11:31.560]  That day's battle was started by the British because, I think his name was Preston or Prescott, the captain on Lexington Green said, hold your fire until, until
[01:11:32.382 --> 01:11:32.763]  I think so.
[01:11:49.862 --> 01:12:13.012]  That we hold our fire, that we even be willing to perhaps be the first one down, because we are in a war of ideas, a monster culture clash, and it's absolutely essential that we be perceived as the law-abiding ones, as the lawful ones.
[01:12:13.573 --> 01:12:18.795]  We need to make it understandable that there are two kinds of rebels.
[01:12:19.395 --> 01:12:26.600]  There's the rebel who goes out in the mountains on his own and is out there, kind of like Robin Hood, shooting people.
[01:12:27.121 --> 01:12:29.342]  And then there's the rebel that comes with a badge.
[01:12:31.124 --> 01:12:36.147]  If either one of them are acting outside the law, that makes them a rebel.
[01:12:36.848 --> 01:12:42.052]  And I know the statists of our time can't get it through their head that they could be the rebels.
[01:12:42.754 --> 01:12:48.996]  But the Constitution was put up to strictly limit what the federal government can do.
[01:12:49.376 --> 01:12:51.096]  Well, that's profound what you said.
[01:12:51.376 --> 01:12:57.818]  When Lenin took over and then Stalin, they were rebels and they even call us counter-revolutionaries.
[01:12:58.198 --> 01:13:02.439]  That's what Bill Ayers and Obama in his training, they know they're the rebels.
[01:13:02.499 --> 01:13:03.439]  That's why they operate.
[01:13:03.539 --> 01:13:03.699]  Right.
[01:13:17.984 --> 01:13:20.625]  So we need to remember the Battle of Lexington.
[01:13:20.645 --> 01:13:31.330]  It ultimately went very poorly for the British that day, because our guys insisted that the moral high ground be theirs.
[01:13:32.030 --> 01:13:40.494]  And that may take a lot more courage than would be needed to go and hide behind a rock and shoot, which they did later in the day.
[01:13:41.221 --> 01:13:49.764]  But to stand there at first, naked against the British ball that was coming down at him out of those muskets, that was real courage.
[01:13:50.284 --> 01:13:52.345]  But they knew why they were there.
[01:13:52.985 --> 01:13:57.607]  In fact, their preacher had preached on that the Sunday before.
[01:13:57.987 --> 01:14:02.909]  And he was there with them because he believed as much as they did what he'd been preaching about.
[01:14:03.029 --> 01:14:03.949]  I believe he died.
[01:14:05.270 --> 01:14:10.015]  I don't remember that, but that's entirely possible because it was not a fun day for either side.
[01:14:10.656 --> 01:14:16.142]  The British ultimately lost about a quarter to a third of their entire regiment that they sent out.
[01:14:16.202 --> 01:14:19.005]  Some 800 guys, not that many made it back.
[01:14:20.686 --> 01:14:21.768]  And more importantly,
[01:14:22.368 --> 01:14:30.157]  We were able to get to London ahead of the British couriers and point out what had happened and who had fired first.
[01:14:30.637 --> 01:14:37.424]  And that it was this oppressive government that we'd been hollering about for four and six years in formal petitions.
[01:14:38.145 --> 01:14:41.529]  Petitions of right, bills of right, all those kinds of things were gone.
[01:14:42.492 --> 01:14:49.914]  Over to the British mainland, being published in their newspapers, and then it finally came to that.
[01:14:50.414 --> 01:14:56.156]  And so I think we have to remember that history, the history that's not being taught in our government schools.
[01:14:56.976 --> 01:15:02.298]  But our forefathers did it right, and God willing, we'll do it right.
