[00:00:05.738 --> 00:00:06.938]  They fled from tyranny.
[00:55:01.983 --> 00:55:10.805]  You know we've written scores of articles about homeland security the last four years shifting from saying Al Qaeda is the terror threat and the reason for the domestic takeover
[00:55:11.545 --> 00:55:14.947]  to gun owners, conservatives, libertarians, returning veterans.
[00:55:15.648 --> 00:55:19.010]  And we noticed in training manuals and videos that started leaking two years ago.
[00:55:19.390 --> 00:55:21.792]  You can see these articles up at InfoWars.com.
[00:55:21.812 --> 00:55:22.913]  We'll put a few of them on screen.
[00:55:24.147 --> 00:55:26.509]  That everyone who's a terrorist is white.
[00:55:27.169 --> 00:55:27.649]  Everyone.
[00:55:27.990 --> 00:55:30.852]  I'm talking to more than 15 videos, is a minority.
[00:55:31.172 --> 00:55:33.754]  The minorities report the evil whites who are the terrorists.
[00:55:34.334 --> 00:55:42.660]  And the Southern Poverty Law Center, the ADL and others, they've come out and basically said that inherently gun owning is racist.
[00:55:42.700 --> 00:55:48.664]  You've seen Fox reporters and sports reporters say the NRA is the new Ku Klux Klan.
[00:55:49.464 --> 00:55:55.708]  Asinine stuff that has no basis in reality, simply as a political mechanism to demonize people.
[00:55:56.549 --> 00:56:16.241]  Then last week, the Southern Poverty Law Center came out and put out a report, and then they listed two reports, listing myself as the chief enemy and potential terrorist, saying that right-wing and anti-New World Order groups, and they went on to say world government doesn't exist, I'm going to show you that in a moment,
[00:56:17.645 --> 00:56:24.910]  That we believe tyranny is taking place, and so that we are set to blow things up and be terrorists.
[00:56:25.470 --> 00:56:30.654]  Now obviously, if you know Oklahoma City, you know other operations, those are staged, provocateur events.
[00:56:31.074 --> 00:56:33.416]  Whoever blows stuff up looks terrible in the media.
[00:56:33.856 --> 00:56:37.038]  Who stands to gain from carrying out staged terror attacks?
[00:56:37.318 --> 00:56:38.679]  Who has a history of doing it?
[00:56:39.199 --> 00:56:47.245]  The foreign megabanks of the New World Order that are announcing world government and taking over right now, and who have signed us on to their derivatives.
[00:56:48.426 --> 00:56:58.964]  And so, they don't want Hispanics and blacks and Asians and others to feel like they have a stake in the Second Amendment and private property rights and sovereignty that made us so great and wealthy.
[00:57:00.199 --> 00:57:07.483]  They want to bind them using racial triggers to be anti-gun and anti-white, and that's what MSNBC pushes.
[00:57:08.024 --> 00:57:13.967]  You know, Al Sharpton on there says we've got to overcome the whites and the southerners to get the guns.
[00:57:14.467 --> 00:57:15.428]  Rangel says that.
[00:57:15.728 --> 00:57:17.309]  This is incredibly racist.
[00:57:17.629 --> 00:57:19.891]  By their definitions, it's Ku Klux Klan level.
[00:57:20.311 --> 00:57:23.213]  But they're black or they're Hispanic, so it's okay.
[00:57:23.893 --> 00:57:26.915]  So this is the over-the-top type stuff we're seeing.
[00:57:28.154 --> 00:57:34.264]  Now, behind the scenes, they've been telling the police and military this for the last four years, and we've shown the manuals, the MIAC, the Homeland Security.
[00:57:35.446 --> 00:57:40.635]  The training videos the last two years for Homeland Security have shifted to this, where they say the terrorists are the white people.
[00:57:40.996 --> 00:57:41.777]  We've covered that here.
[00:57:42.526 --> 00:57:48.068]  And now it's in hundreds of newspapers today as a major push.
[00:57:48.108 --> 00:57:52.909]  You know that's a major push when the same talking point is all over the news the same day.
[00:57:53.209 --> 00:57:57.691]  So I want to direct everyone, and I'm going to show you a document cam shot of this, to the Los Angeles Times.
[00:57:58.111 --> 00:58:01.692]  Peril from patriots.
[00:58:02.757 --> 00:58:07.700]  And the people have signs here saying only criminals and government want an unarmed public.
[00:58:08.341 --> 00:58:18.888]  And it goes on to say that demonstrators rally outside New York against new gun laws, which would actually have banned many guns, and they actually did.
[00:58:18.928 --> 00:58:21.330]  They're arresting people for over seven round max.
[00:58:21.830 --> 00:58:26.893]  Now they go on in the article to say there is no gun control, no one's coming for your guns,
[00:58:27.927 --> 00:58:32.771]  And they say that it's outlandish, one-world government conspiracy theories.
[00:58:34.052 --> 00:58:37.375]  And it says, what can be done to reverse the tide of belligerent ignorance?
[00:58:37.475 --> 00:58:37.995]  Not much.
[00:58:39.236 --> 00:58:42.038]  And they go on to say, all we can do is go after the terrorist.
[00:58:42.358 --> 00:58:43.219]  We've done nothing.
[00:58:43.579 --> 00:58:45.061]  It's clear they're getting ready to frame us.
[00:58:45.421 --> 00:58:47.142]  They won't say who even wrote this piece.
[00:58:47.182 --> 00:58:48.463]  Probably the Southern Property Law Center.
[00:58:49.324 --> 00:58:50.365]  It doesn't even say who wrote it.
[00:58:51.773 --> 00:58:55.456]  And it quotes the Southern Poverty Law Center that is a Justice Department organ.
[00:58:55.957 --> 00:59:00.100]  They're a spokesman so they can say things that government can't.
[00:59:00.780 --> 00:59:03.463]  They're a mouthpiece, a shill, a surrogate.
[00:59:04.463 --> 00:59:04.924]  On record.
[00:59:06.625 --> 00:59:07.466]  And it goes on.
[00:59:07.826 --> 00:59:08.567]  Now here's the key.
[00:59:08.587 --> 00:59:10.428]  I'm only reading part of this because of time.
[00:59:11.849 --> 00:59:13.531]  It says, listen to this.
[00:59:15.728 --> 00:59:23.015]  There are increasingly frightening numbers, cells, meaning terrorists, of angry men in the United States preparing to combat with the U.S.
[00:59:23.035 --> 00:59:23.355]  government.
[00:59:23.675 --> 00:59:28.139]  They are usually heavily armed, blinded by an intractable hatred.
[00:59:28.199 --> 00:59:30.141]  No, our eyes are wide open.
[00:59:30.301 --> 00:59:31.102]  Yours are wide shut.
[00:59:31.622 --> 00:59:33.164]  Often motivated by religious zeal.
[00:59:33.504 --> 00:59:34.485]  They are not jihadists.
[00:59:34.525 --> 00:59:39.910]  They are white, right-wing Americans, nearly all with an obsessive attachment to guns.
[00:59:41.581 --> 00:59:46.324]  Who may represent a greater danger to our lives of American civilians than international terrorists.
[00:59:46.985 --> 00:59:52.689]  So see, this is the main lining of all of this.
[00:59:54.730 --> 00:59:56.812]  And they're basically saying prepare for war.
[00:59:56.892 --> 01:00:03.316]  Now, they're also coming out saying there aren't 2,700 armored vehicles that they just ordered, on top of 10,000 last year.
[01:00:03.616 --> 01:00:04.677]  There aren't 2 billion rounds.
[01:00:04.697 --> 01:00:05.978]  They actually say that's a lie.
[01:00:06.498 --> 01:00:08.260]  Even though it's in Forbes and AP, it's true.
[01:00:09.252 --> 01:00:13.338]  And hundreds of other papers are saying, see this is military, when they're just denying everything.
[01:00:13.919 --> 01:00:15.061]  That's a military tactic.
[01:00:15.261 --> 01:00:18.787]  We're going to premiere Battle for the Republic here on the news in just a moment.
[01:00:20.776 --> 01:00:22.377]  You have to understand, this is just a snapshot.
[01:00:23.037 --> 01:00:24.598]  Now, let me move to this next article.
[01:00:24.638 --> 01:00:26.339]  This is Kurt Nemo's breakdown of this.
[01:00:26.519 --> 01:00:26.699]  L.A.
[01:00:26.739 --> 01:00:29.581]  Times announces white men are the terrorists.
[01:00:29.701 --> 01:00:33.323]  Very important that you get this article from Infowars.com.
[01:00:33.664 --> 01:00:37.586]  And it also breaks down the fact that we predicted this many, many, many, many times.
[01:00:38.306 --> 01:00:40.448]  As we showed you on screen from Infowars.com.
[01:00:40.848 --> 01:00:42.569]  Now, here's what Aaron Dykes covered earlier.
[01:00:43.029 --> 01:00:44.650]  This is all over the country they're doing this.
[01:00:45.651 --> 01:00:49.393]  Where heterosexual college students are told something's wrong with them.
[01:00:50.503 --> 01:00:52.464]  See, it's not about unity and equality.
[01:00:52.604 --> 01:00:59.188]  It's about groups that government has as their clients declaring all of us the political food.
[01:01:00.048 --> 01:01:04.851]  Because in an authoritarian system, you've got to have somebody that's the bad guy to roll out the draconian attacks.
[01:01:05.271 --> 01:01:08.433]  In Germany, it was the Jews, Seventh-day Adventists, people like that.
[01:01:09.752 --> 01:01:14.553]  With the Communists, it was anybody that had two pennies to rub together or a pot to piss in.
[01:01:16.234 --> 01:01:19.754]  In China, it was anybody that had any money.
[01:01:20.354 --> 01:01:22.995]  Now they're saying whites are the terrorists.
[01:01:23.015 --> 01:01:27.256]  Now, of course, there's tens of millions of blacks, Hispanics, you name it, that love liberty, love guns.
[01:01:27.936 --> 01:01:30.617]  All the black sheriffs you've seen out there defending the same thing.
[01:01:30.857 --> 01:01:31.577]  They don't want that.
[01:01:31.597 --> 01:01:35.698]  They don't want people going, hey, we're unified by a culture of liberty and freedom.
[01:01:36.974 --> 01:01:39.814]  They are scared to death of that, and they're using a communist model.
[01:01:39.995 --> 01:01:46.676]  They're not really communists, but they're using the communist playbook that they've used in countries and regions to play groups off against each other.
[01:01:47.056 --> 01:01:54.717]  The communists would come in and get a bunch of minorities that together were the majority to ally with the state and go after the group they wanted to persecute.
[01:01:55.117 --> 01:01:58.478]  The UN did that in Rwanda, having one group go after the minority Christians.
[01:01:59.618 --> 01:02:00.818]  The Tutsis with the Hutus.
[01:02:01.398 --> 01:02:03.139]  This is the divide and conquer game.
[01:02:03.439 --> 01:02:04.579]  The globalists hate everybody.
[01:02:04.819 --> 01:02:05.659]  They're eugenicists.
[01:02:07.003 --> 01:02:10.246]  And they're trying to cause a revolution and a civil war.
[01:02:10.446 --> 01:02:13.788]  And if they don't succeed, the globalists are all in Europe and offshore.
[01:02:14.289 --> 01:02:16.871]  The imploding economy, they'll still come in and buy it up for cheap.
[01:02:17.251 --> 01:02:23.756]  But if they succeed, they can use the Army manuals and training for gun confiscation, re-education centers.
[01:02:24.697 --> 01:02:28.600]  If you're a new viewer, type in, Army manuals, civilian inmate labor camp.
[01:02:28.760 --> 01:02:29.041]  Boom.
[01:02:29.261 --> 01:02:29.921]  Army.mil.
[01:02:30.562 --> 01:02:32.243]  Army manual on gun confiscation.
[01:02:32.383 --> 01:02:33.044]  Army.mil.
[01:02:33.164 --> 01:02:33.925]  It'll be the first link.
[01:02:35.266 --> 01:02:37.168]  Military trains to take on militias.
[01:02:37.428 --> 01:02:38.989]  Military trains to take on Tea Party.
[01:02:39.250 --> 01:02:40.671]  Tea Party to merge with Al-Qaeda.
[01:02:40.911 --> 01:02:42.953]  They have all these made-for-TV shows about this.
[01:02:43.353 --> 01:02:46.276]  Like Founding Fathers, where, oh, that Patriot says they're pro-gun?
[01:02:46.296 --> 01:02:48.518]  You know, that guy named Jones or Johnson?
[01:02:48.578 --> 01:02:49.699]  They're really Al-Qaeda.
[01:02:49.980 --> 01:02:51.401]  So they're also pushing that.
[01:02:52.542 --> 01:02:53.863]  It's not racist to own guns.
[01:02:53.883 --> 01:02:55.905]  It has no basis in reality to say that.
[01:02:56.526 --> 01:02:57.006]  They don't care.
[01:02:57.046 --> 01:02:57.487]  They push it.
[01:02:58.933 --> 01:03:01.254]  There's no Tea Party people with Al-Qaeda.
[01:03:01.334 --> 01:03:03.935]  It's our government running Al-Qaeda in Libya and Syria.
[01:03:04.315 --> 01:03:07.816]  The President of Afghanistan has come out and said that recently.
[01:03:08.416 --> 01:03:09.457]  But they're saying we're with them.
[01:03:10.377 --> 01:03:13.098]  You see, because we're the people that know what's going on.
[01:03:13.578 --> 01:03:15.379]  And I'm talking to the new viewers out there.
[01:03:16.343 --> 01:03:22.384]  Who will read the spam bots on YouTube, you know, after this airs on the Nightly News, who are just regurgitating.
[01:03:22.924 --> 01:03:33.646]  It's admitted they have government corporate bots that just spam, oh, this is entertainment, oh, this isn't real, oh, Alex is racist, or Alex isn't racist enough, or Alex is anti-white.
[01:03:34.446 --> 01:03:38.187]  And it's come out in the news, 70 plus percent of Obama's Twitters are fake.
[01:03:38.607 --> 01:03:40.987]  It's come out in the news, it's all fake, folks.
[01:03:41.848 --> 01:03:43.468]  And the Republicans won't save you either.
[01:03:45.353 --> 01:03:47.435]  That's the point, is they give you nowhere to run.
[01:03:47.835 --> 01:03:52.999]  And now as you say, well, I'll get storable food, I'll get guns, because the government's buying food and buying weapons and tanks.
[01:03:53.740 --> 01:03:57.263]  Any fool would know you better get ready and get prepared.
[01:03:59.884 --> 01:04:09.492]  So now in Wisconsin, the VISTA program encourages volunteers to overcome white privilege by wearing a white armband to show that it's basically bad and evil to be white.
[01:04:09.932 --> 01:04:13.035]  I mean, folks, this is pure authoritarianism.
[01:04:13.255 --> 01:04:23.644]  And saying to whites under peer pressure, you will submit to a communist socialist agenda on the grassroots with fascism extracting it to offshore combines that are tax-exempt, like GE and others.
[01:04:24.164 --> 01:04:26.506]  GE made $108 billion last year, paid no taxes.
[01:04:26.667 --> 01:04:26.987]  Look it up.
[01:04:28.780 --> 01:04:34.629]  But they lobby to have middle class taxes raised, telling the poor, somebody making $125,000 a year is rich.
[01:04:34.869 --> 01:04:36.051]  They don't want a middle class.
[01:04:36.552 --> 01:04:40.918]  So they oversimplify the middle class as white, as terrorist, as the devil.
[01:04:41.789 --> 01:04:54.154]  I mean, you're seeing history happen here, and this is the most wild, fake government game plan I've ever seen, but it's targeting a TV-watching dumbed-down, out-of-reality culture.
[01:04:54.674 --> 01:04:58.996]  I had a guest on from the Veritas Project today who's lived in New Jersey his whole life, and he talked about it.
[01:04:59.056 --> 01:05:01.877]  Most New Jerseyans see a cop with a gun, they feel good.
[01:05:02.257 --> 01:05:05.359]  They see a gun in a citizen's hand, or they freak out in fear.
[01:05:05.979 --> 01:05:07.381]  And so it is a civil war.
[01:05:07.401 --> 01:05:13.469]  I'm going to show a document cam shot of this, where some states get liberty and get basic freedom, like Texas.
[01:05:14.570 --> 01:05:15.031]  And others.
[01:05:15.552 --> 01:05:20.097]  But others, like New York, have absolutely no connection to reality.
[01:05:21.181 --> 01:05:25.142]  Or there's a minority of people who are black, white, hispanic, you name it, that get liberty.
[01:05:25.382 --> 01:05:28.783]  But it doesn't matter, because if you say you're pro-gun, you're shouted down as a racist.
[01:05:29.063 --> 01:05:30.203]  They're like, what does that have to do with race?
[01:05:30.663 --> 01:05:32.923]  It is pure psychological warfare.
[01:05:33.243 --> 01:05:34.624]  Why the tyrants want your guns.
[01:05:34.944 --> 01:05:39.385]  And the new March issue, Civil War II, inside the mind of the establishment.
[01:05:39.605 --> 01:05:42.045]  That's why the March issue is so important.
[01:05:42.105 --> 01:05:44.906]  It goes over their entire plan
[01:05:46.192 --> 01:05:48.914]  To create a new civil war and make it a race war.
[01:05:49.174 --> 01:05:50.635]  And that's what government's doing.
[01:05:51.275 --> 01:05:54.797]  Now, these exhibits I'm showing you are just from the last few days.
[01:05:55.098 --> 01:05:57.799]  Let me show you this in conclusion before we premiere.
[01:05:58.400 --> 01:06:00.501]  And again, I say premiere because this has been lost.
[01:06:00.561 --> 01:06:04.924]  It's been in the back of a film as an extra for six and a half years.
[01:06:05.364 --> 01:06:07.365]  Endgame that came out in, what, 2006?
[01:06:07.785 --> 01:06:10.027]  And it's never aired on the nightly news or the radio show.
[01:06:10.047 --> 01:06:12.108]  And it's very important.
[01:06:12.468 --> 01:06:13.389]  Battle for the Republic.
[01:06:15.236 --> 01:06:16.097]  Look at this article.
[01:06:16.417 --> 01:06:18.639]  City billboard urges Hispanics to revolt.
[01:06:20.060 --> 01:06:23.342]  Imagine if cities put up billboards calling for Anglos to rise up.
[01:06:25.884 --> 01:06:29.487]  And it's on Highway 183 near North Lamar Boulevard in Austin, Texas.
[01:06:29.968 --> 01:06:33.070]  It shows Mexico, and we'll show you a blow-up of that right now.
[01:06:33.691 --> 01:06:35.032]  It shows Mexico in the heart.
[01:06:35.512 --> 01:06:36.933]  It's the Texas-Mexico border.
[01:06:37.814 --> 01:06:42.718]  And it's people with flags rising up and it says, my people, rise up my people.
[01:06:44.551 --> 01:06:48.713]  And we've got great Spanish speakers here in this office who are Mexican-Americans.
[01:06:48.733 --> 01:06:49.914]  They want to just be called Americans.
[01:06:49.934 --> 01:06:51.494]  They want the Bill of Rights Constitution.
[01:06:52.295 --> 01:06:56.157]  And they said, well, in this context in Spanish, that means basically, rise up, riot.
[01:06:56.177 --> 01:06:57.817]  Well, I mean, ariba means rise up, my people.
[01:07:00.796 --> 01:07:09.842]  This is just incredible, and we've got the larger res photos up at Infowars.com, and it's paid for through a city-sponsored, paid-for taxpayer art group.
[01:07:10.002 --> 01:07:27.734]  And when you see, from six and a half years ago, from the extra of my film, Endgame, Battle for the Republic, one of the extras, notice that I've got radio stations, TV station billboards, saying La Infasora, The Invasion, La Reconquista, The Reconquering, showing white people with their heads cut off.
[01:07:28.114 --> 01:07:30.236]  This is how it's advertised, and white guys,
[01:07:31.441 --> 01:07:33.003]  In one case, he owns the big chain.
[01:07:33.263 --> 01:07:34.784]  That's what he runs to get the viewers.
[01:07:35.044 --> 01:07:36.145]  We're going to get the gringo.
[01:07:36.185 --> 01:07:36.886]  We're taking over.
[01:07:36.906 --> 01:07:37.446]  Ah ha ha.
[01:07:38.247 --> 01:07:40.108]  The New World Order is getting us all.
[01:07:40.949 --> 01:07:42.210]  And this is how they set it up.
[01:07:42.290 --> 01:07:43.971]  Tribal politics is powerful.
[01:07:44.411 --> 01:07:53.218]  But while they got their gun control in, while they got their socialism in, while they got their indoctrination in, they spoke to the higher angels, you know, the better angels of whites.
[01:07:53.579 --> 01:07:54.880]  It was whites that ended slavery.
[01:07:55.280 --> 01:07:56.221]  It was going on all over the world.
[01:07:56.821 --> 01:07:57.962]  It was Christians that ended it.
[01:07:58.262 --> 01:08:07.349]  But they only talk about America and its history to demonize it, to create a guilt, not to create liberty, but to sell the entire tyranny agenda.
[01:08:08.690 --> 01:08:10.391]  This is what the globalists are doing.
[01:08:10.671 --> 01:08:11.672]  This is their plan.
[01:08:12.072 --> 01:08:13.093]  This is their program.
[01:08:13.133 --> 01:08:16.936]  And I'm begging you to understand that just like a prison,
[01:08:18.424 --> 01:08:23.606]  Where they segregate people in the white gangs, the Hispanic gangs, the black gangs, and the Asian gangs that's on the west or east coast.
[01:08:23.846 --> 01:08:24.746]  They're the big Asian gangs.
[01:08:25.347 --> 01:08:26.567]  And that's how they want it.
[01:08:26.907 --> 01:08:28.388]  And that's how they want society.
[01:08:28.668 --> 01:08:30.849]  Because you're thinking about all the racial groups fighting with each other.
[01:08:31.149 --> 01:08:33.090]  What about the globalists that want to be the referees?
[01:08:33.430 --> 01:08:34.190]  What about the globalists?
[01:08:34.210 --> 01:08:35.331]  What about the prison guards?
[01:08:35.371 --> 01:08:35.971]  The prison?
[01:08:36.451 --> 01:08:37.752]  That's what America is becoming.
[01:08:37.812 --> 01:08:38.632]  A prison country.
[01:08:38.692 --> 01:08:39.832]  A prison planet.
[01:08:40.493 --> 01:08:42.994]  So I give you the short film
[01:08:43.954 --> 01:08:55.678]  It's got some incredibly graphic footage on it of police beating whites who dared protest against illegals calling for amnesty and the illegals celebrating.
[01:08:56.258 --> 01:09:06.702]  And it's going to be the government with the illegals who are going to come for the guns and everything else and they are going to shell it in a race-based system
[01:09:08.067 --> 01:09:10.908]  And they'll end up enslaving everybody in the final equation.
[01:09:11.168 --> 01:09:12.448]  And it's going to cause a civil war.
[01:09:12.548 --> 01:09:13.328]  And that is the plan.
[01:09:13.928 --> 01:09:15.289]  And I've talked to a lot of other experts.
[01:09:15.389 --> 01:09:16.529]  I'm probably the leading expert on this.
[01:09:16.549 --> 01:09:17.729]  I've been predicting it for a decade.
[01:09:18.069 --> 01:09:18.409]  It's here.
[01:09:19.089 --> 01:09:20.290]  And this is the plan.
[01:09:20.810 --> 01:09:21.730]  So you've been warned.
[01:09:21.810 --> 01:09:22.430]  This is real.
[01:09:22.550 --> 01:09:24.430]  And the system's getting ready to stage terror attacks.
[01:09:24.791 --> 01:09:27.931]  They've got the TV shows about how white terrorists are going to blow up everything.
[01:09:28.411 --> 01:09:29.852]  And then now they're saying it's really going to happen.
[01:09:29.872 --> 01:09:32.792]  They've got it all primed for the TV heads to really think it's real.
[01:09:33.032 --> 01:09:35.493]  And then say, see, gun owners did Sandy Hook.
[01:09:35.513 --> 01:09:36.213]  You're all guilty.
[01:09:38.038 --> 01:09:38.558]  O.C.
[01:09:38.838 --> 01:09:41.539]  White's blew up, you know, the new attack that's coming.
[01:09:42.359 --> 01:09:45.420]  And remember, I told you about 9-11 before it happened, a lot more.
[01:09:45.440 --> 01:09:47.801]  I'm the expert on government-sponsored terror.
[01:09:48.321 --> 01:09:50.182]  I want to encourage you to become an expert on it.
[01:09:50.962 --> 01:09:55.704]  Operation Ajax, Operation Gladio, Gulf of Tonkin, Operation Northwoods.
[01:09:56.004 --> 01:09:56.884]  Write these terms down.
[01:09:58.066 --> 01:10:03.087]  Don't believe me, folks, because this is all happening, and they're going to carry it out if they think they can get away with it.
[01:10:03.447 --> 01:10:08.048]  Okay, we'll go ahead now and play Battle for the Republic.
[01:10:08.148 --> 01:10:13.730]  Please, TV viewers, PrisonPlanet.TV viewers, get this out to everyone you know.
[01:10:13.910 --> 01:10:20.851]  If you are a subscriber to InfoWarsNightlyNews on PrisonPlanet.TV, it's 11 memberships for $5.95 a month, that's less than 55 cents per person.
[01:10:21.211 --> 01:10:23.452]  Go get a membership if you're watching this later on YouTube.
[01:10:23.892 --> 01:10:25.853]  Or share your membership with people.
[01:10:25.873 --> 01:10:27.393]  11 people can log in simultaneously.
[01:10:27.833 --> 01:10:29.357]  BecomeAPrisonPlanet.tv member.
[01:10:29.677 --> 01:10:31.742]  Help get this information out if you believe in it.
[01:10:32.143 --> 01:10:35.671]  Alright, let's go ahead and go to Battle for the Republic.
[01:10:50.493 --> 01:11:04.569]  Estalin then told us about the Bilderberg Group's concern that the American people are awakening to their attempt to use the third world populations as a battering ram to accelerate North American integration and the end of the United States.
[01:11:09.725 --> 01:11:14.308]  One of the things that happened last year, there was a lot of talk about the Patriot Movement in America.
[01:11:14.328 --> 01:11:17.029]  They're very worried about the Patriot Movement in America in 2005.
[01:11:17.089 --> 01:11:19.651]  That's one of the subjects they were discussing.
[01:11:20.131 --> 01:11:29.836]  We saw last year how a very small but very determined population base could put an end, literally stop dead in their tracks, all the illegal immigrants coming through.
[01:11:29.856 --> 01:11:32.678]  They did not make the Bill of Rights very, very happy.
[01:11:33.846 --> 01:11:36.987]  America is being sacrificed on the altar of globalism.
[01:11:37.727 --> 01:11:41.489]  The United States must fall before the New World Order can rise.
[01:11:42.169 --> 01:11:45.390]  Univision is going to be broadcast internationally!
[01:11:45.410 --> 01:11:48.972]  You're going to be seeing it live!
[01:11:49.112 --> 01:11:53.633]  From Adelaide to the beautiful people who accompany us in Mexico.
[01:11:53.653 --> 01:11:59.575]  And if you want to send greetings to Univision, you know, there's a channel here on Univision.
[01:11:59.736 --> 01:12:00.316]  Univision!
[01:12:00.636 --> 01:12:01.376]  Univision!
[01:12:01.676 --> 01:12:03.337]  Univision!
[01:12:04.377 --> 01:12:07.138]  You know, this used to be Mexico.
[01:12:07.198 --> 01:12:07.979]  You know what I mean?
[01:12:08.539 --> 01:12:12.001]  And the people that were here before, they're just not going to get up and leave.
[01:12:12.161 --> 01:12:12.641]  Mexico!
[01:12:12.701 --> 01:12:13.762]  Mexico!
[01:12:13.822 --> 01:12:14.842]  Mexico!
[01:12:15.483 --> 01:12:16.283]  Mexico!
[01:12:16.463 --> 01:12:17.144]  Arriba Mexico!
[01:12:17.184 --> 01:12:18.044]  Viva!
[01:12:19.005 --> 01:12:19.625]  Viva!
[01:12:21.226 --> 01:12:21.906]  Viva!
[01:12:22.667 --> 01:12:26.869]  The globalists are using a divide and conquer strategy to balkanize the United States.
[01:12:30.216 --> 01:12:35.021]  You know, they cause all this exploitation across the globe, and they wonder why people come to America.
[01:12:35.501 --> 01:12:35.801]  You know?
[01:12:35.821 --> 01:12:40.966]  So is your argument that NAFTA and CAFTA are designed to increase legal immigration?
[01:12:42.427 --> 01:12:46.371]  It's not designed... Well, you know what?
[01:12:46.391 --> 01:12:47.312]  You might have a point there.
[01:12:54.164 --> 01:12:57.669]  While the controlled corporate media teaches Americans that pro-U.S.
[01:12:57.749 --> 01:13:08.785]  nationalism is backwards and xenophobic, the very same media is busy teaching Mexicans that ultra-extreme race-based nationalism is good and part of their culture.
[01:13:11.348 --> 01:13:24.392]  The federal government, tax-free foundations, and the Fortune 500 have pumped more than 800 billion dollars into a long-term strategic plan to export Latin American revolution into the United States.
[01:13:26.113 --> 01:13:39.937]  The elite are rolling out the red carpet to the third world because the United States must be divided before it can be absorbed into the North American Union, itself to form the first piece of the Pan-American Union.
[01:13:41.721 --> 01:13:48.045]  The New World Order's social engineering has done a masterful job at exploiting historical divisions between the U.S.
[01:13:48.086 --> 01:13:48.706]  and Mexico.
[01:13:48.726 --> 01:13:56.371]  24 hours a day, 7 days a week, Spanish-speaking media drills it into their audiences' heads.
[01:13:57.132 --> 01:14:08.520]  That the Southwest, from California to Texas, once belonged to Mexico, and that the United States stole it in 1848 with the signing of the Treaty of Guadalupe Hidalgo.
[01:14:09.873 --> 01:14:26.019]  Every child in Mexico is taught from birth and officially in school that the United States is the archenemy of Mexico and that it is their job to travel to the United States to take part in a reconquering or la reconquista of the United States.
[01:14:48.814 --> 01:14:56.017]  It is a historical fact that Mexico was born out of hardcore corruption and is still one of the most oppressive nations on earth.
[01:14:57.788 --> 01:15:02.171]  Mexico has the greatest concentration of wealth per capita in the world.
[01:15:02.971 --> 01:15:09.276]  But Mexico's tiny elite rules over one of the poorest and most oppressed populations on Earth.
[01:15:11.217 --> 01:15:18.482]  The corrupt elite of Mexico tell their enslaved population that all of their problems are caused by the United States.
[01:15:19.202 --> 01:15:26.367]  Mexico also uses the United States as a steam valve against internal revolution by exporting their angry masses to the North.
[01:15:29.443 --> 01:15:32.824]  The Mexican people did not gain freedom with independence from Spain.
[01:15:33.465 --> 01:15:44.049]  From 1822 to 1836, Mexico was ruled by more than ten dictators, calling themselves everything from the Emperor of Mexico to the King of the Americas.
[01:15:45.450 --> 01:15:49.451]  In one year alone, Mexico had six different masters.
[01:15:50.712 --> 01:15:57.775]  Completely bankrupt, Mexico could not maintain the few tiny forts and missions that guarded their northern realm.
[01:15:59.386 --> 01:16:02.990]  States were in continual rebellion across the collapsing empire.
[01:16:04.191 --> 01:16:18.624]  After Texans gained independence by defeating Santa Ana, things quieted down until April 24, 1846, when a Mexican cavalry force of 2,000 launched a sneak attack, wiping out a 63-man U.S.
[01:16:18.704 --> 01:16:20.346]  force patrolling the border.
[01:16:24.182 --> 01:16:27.145]  Mexican troops continued their assault deeper into U.S.
[01:16:27.185 --> 01:16:30.628]  territory for several months until they were turned back by U.S.
[01:16:30.668 --> 01:16:38.234]  forces, which then launched a lengthy campaign ending with the capture of Mexico City on September 15, 1847.
[01:16:39.956 --> 01:16:42.058]  The historical truth is incontrovertible.
[01:16:42.398 --> 01:16:44.560]  The West was won by the United States.
[01:16:46.647 --> 01:16:54.515]  England, Russia, Mexico, France all laid claim to the West at one time or another, but none could hold it.
[01:16:56.497 --> 01:16:59.581]  Even the native tribes warred with each other for the land.
[01:17:01.260 --> 01:17:10.187]  In the 21st century, the architects of the New World Order are using cheap slave goods and oceans of third world migrants to overrun the United States.
[01:17:10.748 --> 01:17:25.220]  The irony is staggering when you realize that the same oligarchs that have wrecked the third world are now framing the United States for their crimes and using the rightfully enraged mob as a weapon of conquest.
[01:17:27.751 --> 01:17:36.395]  The Guest Worker Amnesty Plan being pushed is nothing more than a North American Union standardized ID card that erases all three nations' sovereignties.
[01:17:37.556 --> 01:17:43.299]  Spanish-speaking TV, radio, and print is literally on fire with talk of revolution.
[01:17:44.349 --> 01:17:49.013]  With many stations bearing the name La Infasora, or The Invader.
[01:17:49.573 --> 01:17:56.199]  More than 600 billboards were purchased in Los Angeles alone, proclaiming that LA is now part of Mexico.
[01:17:56.819 --> 01:17:59.201]  If you really think about it, it's perfect for the elite.
[01:17:59.922 --> 01:18:06.947]  Americans who don't speak Spanish are unaware of what's going on, so the corporate control revolution can build in semi-secrecy.
[01:18:07.948 --> 01:18:22.827]  Most of the media outlets spewing the slogan Viva la Raza, which translated means long live the race, are owned by New York and London based companies that are cold-bloodedly pushing the breakup of the United States.
