[00:00:00.009 --> 00:00:01.755]  Just direct from Austin.
[01:27:10.009 --> 01:27:11.911]  That makes the laws automatically invalid.
[01:27:11.931 --> 01:27:14.653]  And they keep changing the rules all the time with no input from Congress.
[01:27:14.673 --> 01:27:18.096]  This is a government by fiat, this is fascistic in its essence.
[01:27:18.636 --> 01:27:25.082]  The second thing is that over 1,300 organizations have been granted exemptions from Obamacare, including
[01:27:25.422 --> 01:27:31.687]  All of the unions and the public sector unions who were behind it to begin with, they're all now begging to be let out of this little hamster cage from hell.
[01:27:32.608 --> 01:27:48.842]  And so the reality is that in the Constitution very clearly spells out you must have equal treatment under the law the moment you pass a law, amend it afterwards with no input from Congress, and then you exempt 1,300 of your closest friends and closest friends' organizations from the application of the law.
[01:27:49.202 --> 01:27:49.743]  Invalid!
[01:27:50.063 --> 01:27:50.743]  Game over!
[01:27:50.803 --> 01:27:52.684]  No need for further debate or discussion.
[01:27:53.064 --> 01:27:55.785]  But, of course, the media doesn't tell anyone this basic stuff.
[01:27:56.425 --> 01:27:57.106]  Exactly!
[01:27:57.246 --> 01:28:05.709]  And, you know, for me, I know why Oprah Winfrey and MSNBC push racism all day, because in my life and in growing up, what I see, it really is getting a lot better.
[01:28:05.729 --> 01:28:08.390]  I mean, everybody's just coming together, basically.
[01:28:08.410 --> 01:28:10.890]  That's what I see in Austin, Texas and all over the country.
[01:28:11.231 --> 01:28:12.171]  I see it all over the world.
[01:28:13.131 --> 01:28:23.560]  But they've got to keep it going because the real discrimination is that all these special interest groups, coupled with government, are exempt and basically have diplomatic immunity from everything they're foisting on us.
[01:28:23.880 --> 01:28:25.001]  It's a unified system.
[01:28:25.321 --> 01:28:26.922]  That's the real discrimination.
[01:28:27.363 --> 01:28:35.109]  And the real global civil rights movement is about not letting government and corporations be exempt from laws they pass or lobby for.
[01:28:37.108 --> 01:28:41.932]  Yeah, I mean, white Western culture is really pretty good at fighting authority.
[01:28:42.252 --> 01:28:51.459]  You know, all the way from the ancient Greeks, who were the first to come up with democracy and philosophy, all the way through the Romans, who tried their very best to limit the power of the state.
[01:28:51.479 --> 01:28:55.642]  Of course, it broke through the bonds of what they called the Constitution at the time, just as the American government does.
[01:28:56.282 --> 01:29:05.229]  All the way through all the struggles that went on to limit aristocratic power, the ending of the aristocracy throughout most of Europe, the fencing in England during the Glorious Revolution,
[01:29:05.849 --> 01:29:12.754]  We've been pretty good, and I say we very loosely here, but sort of white Western culture has been pretty good at trying to fight centralized and coercive authority.
[01:29:13.235 --> 01:29:22.682]  White Western culture has been, was not just at the forefront, but was the sole cultural force that worked and spent blood and treasure worldwide to end the worldwide practice of slavery.
[01:29:23.122 --> 01:29:29.567]  Now, we've stumbled and we've created all kinds of messes, but we are, as a culture, really quite good at trying to fight centralized coercive power.
[01:29:30.028 --> 01:29:31.109]  And then, of course, even though
[01:29:32.069 --> 01:29:35.811]  Our ancestors, for want of a better phrase, worked really hard to end the worldwide practice of slavery.
[01:29:36.231 --> 01:29:40.894]  Generally, only white racism is ever talked about, which, historically, is not exactly accurate.
[01:29:40.914 --> 01:29:42.294]  That's where I want to go next!
[01:29:42.314 --> 01:29:43.755]  You can look at lots of other groups first.
[01:29:43.975 --> 01:29:46.377]  Yeah, I want you to come back and give me the floor on Mandela and that.
[01:29:46.577 --> 01:29:49.518]  Because I've studied history, and I know slavery was worldwide.
[01:29:50.119 --> 01:29:55.401]  But then in the history books, we're taught slavery is a white invention, and that whites inherently are the devil.
[01:29:56.082 --> 01:29:56.782]  And why is that?
[01:29:56.822 --> 01:29:58.143]  Well, because it's the Western culture.
[01:29:58.959 --> 01:30:01.946]  We're on the march, the empire's on the run.
[01:30:02.889 --> 01:30:05.575]  Alex Jones and the GCN Radio Network.
[01:30:09.597 --> 01:30:10.457]  The facts are in.
[01:30:10.618 --> 01:30:11.758]  The studies are legion.
[01:30:12.038 --> 01:30:19.402]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:30:19.542 --> 01:30:23.024]  So why are the social engineers adding it to the water?
[01:30:23.364 --> 01:30:23.764]  Simple.
[01:30:23.944 --> 01:30:28.366]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:30:28.666 --> 01:30:34.089]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[01:30:34.369 --> 01:30:39.734]  I am extremely excited to announce the exclusive InfoWars Live Fluoride Shield Formulation.
[01:30:39.914 --> 01:30:50.383]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:30:50.683 --> 01:30:54.947]  Let's take a stand against the Globalist by blocking their poisons with Fluoride Shield.
[01:30:55.267 --> 01:30:57.109]  I use Fluoride Shield every day.
[01:30:57.429 --> 01:31:02.734]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[01:31:02.994 --> 01:31:07.238]  Let's start cleansing our bodies now and support the Info War at the same time.
[01:31:07.398 --> 01:31:08.679]  That's InfoWarsLife.com.
[01:31:09.540 --> 01:31:15.143]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[01:31:15.344 --> 01:31:22.568]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[01:31:22.728 --> 01:31:25.890]  Radioactive contamination is now in most of the food supply.
[01:31:26.070 --> 01:31:27.851]  There's only two ways to avoid this.
[01:31:28.111 --> 01:31:32.673]  Move south of the equator or properly protect your thyroid with nascent iodine.
[01:31:32.753 --> 01:31:35.514]  Looking to protect my family, I've done deep research.
[01:31:35.675 --> 01:31:41.457]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[01:31:41.637 --> 01:31:45.099]  It's made right here in the USA, completely non-GMO.
[01:31:45.299 --> 01:31:50.361]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[01:31:50.542 --> 01:31:53.523]  Exclusively available at Infowarslife.com.
[01:31:53.763 --> 01:31:59.647]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[01:31:59.747 --> 01:32:01.769]  Survival Shield Nascent Iodine.
[01:32:01.909 --> 01:32:06.732]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[01:32:06.792 --> 01:32:08.814]  That's InfoWarsLife.com.
[01:32:09.654 --> 01:32:11.294]  Introducing Pro-1.
[01:32:11.535 --> 01:32:15.055]  All of your filtration in one system, portable, on-the-go.
[01:32:15.195 --> 01:32:19.597]  No more do you have two or three filters to just reduce sodium fluoride.
[01:32:19.737 --> 01:32:25.718]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:32:25.838 --> 01:32:36.621]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:32:36.821 --> 01:32:43.125]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:32:43.325 --> 01:33:00.317]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:33:00.637 --> 01:33:05.020]  Get your Pro-Pure with the new Pro-1 filter today at InfoWarsTore.com.
[01:33:05.260 --> 01:33:06.481]  Or by calling 888-253-3139.
[01:33:06.561 --> 01:33:07.422]  You want answers?
[01:33:07.442 --> 01:33:08.382]  Well, so does he.
[01:33:08.442 --> 01:33:19.891]  Live from the Infowars.com studios, it's Alex Jones.
[01:33:44.232 --> 01:33:45.533]  I'm your host, Alex Jones.
[01:33:45.633 --> 01:33:50.735]  If I'm not new as our guests, your calls are coming up here in about five, six minutes from now.
[01:33:50.815 --> 01:33:51.996]  I'll be back, Lord willing.
[01:33:53.016 --> 01:33:54.697]  Good luck willing as well.
[01:33:54.817 --> 01:33:57.238]  I'll be back this Sunday 4 to 6 p.m.
[01:33:57.298 --> 01:34:00.160]  Central Live with the Sunday transmission.
[01:34:00.180 --> 01:34:02.261]  Don't forget InfoWars Nightly News.
[01:34:02.941 --> 01:34:05.642]  And that makes a great Christmas gift and it supports the broadcast.
[01:34:05.662 --> 01:34:10.724]  We're launching the whole news division over there the last two years and we really are up in our game.
[01:34:10.744 --> 01:34:12.505]  The new studio is about to be up and ready.
[01:34:12.905 --> 01:34:15.746]  Got cable systems and stuff we're going to be on early next year.
[01:34:16.727 --> 01:34:22.269]  We need folks to use prisonplanet.tv and fullwarsnews.com for what it was designed for.
[01:34:22.849 --> 01:34:27.291]  Eleven people can use your membership username passcode.
[01:34:27.311 --> 01:34:29.812]  Just make sure it's not the same username passcode to your bank account, you know.
[01:34:30.192 --> 01:34:32.033]  Create an original username passcode.
[01:34:32.973 --> 01:34:37.194]  And you could probably give 20 friends and family an e-card saying, here's your gift!
[01:34:37.594 --> 01:34:52.698]  It's a subscription, live news, taped news, broadcast, 18 years of data on there, been up 11 years, the site itself, the nightly news, the daytime show, which is free to everybody on InfoWars.com, but it's in a higher quality there.
[01:34:53.518 --> 01:34:55.439]  The nightly news is a subscription for folks.
[01:34:56.039 --> 01:34:59.640]  All the films, all my documentaries, so many other documentaries.
[01:35:00.080 --> 01:35:01.661]  PrisonPlanet.tv.
[01:35:02.081 --> 01:35:08.843]  And if you are a member already, you can get five months off the yearly rate when you sign up in the month of December.
[01:35:09.143 --> 01:35:10.983]  That special, of course, is going to end in the new year.
[01:35:11.424 --> 01:35:16.425]  Five plus months, it comes out to like 5.3 months free when you pay for 6.7 months if you want to get technical.
[01:35:16.765 --> 01:35:22.787]  You can do that special for $39.95 a year instead of $54.95 because there's already a couple month discount.
[01:35:22.947 --> 01:35:23.788]  When you sign up for a year.
[01:35:23.828 --> 01:35:44.301]  Well, it's even more that we add on then so it comes out to 5.3 months free versus if you just get it months a month at $5.95 or get a monthly membership for $5.95 and then 11 friends and family can simultaneously log in at say 7 o'clock at night and watch Infowars Nightly News.
[01:35:44.701 --> 01:35:49.465]  So again, ladies and gentlemen, you are supporting and voting with your dollars.
[01:35:50.481 --> 01:35:53.365]  The very tip of the spear of true, non-state-run media.
[01:35:53.686 --> 01:36:02.278]  And the White House-run media matters, who brags they're White House-run, who write the talking points for CNN and MSNBC, they are declaring war now on the alternative media.
[01:36:02.578 --> 01:36:06.364]  They realize the dinosaur media, you know, Fox News, God love them, is, you know...
[01:36:07.305 --> 01:36:12.507]  Mainly targeting people that are geriatric and are phasing out of this plane of consciousness.
[01:36:13.227 --> 01:36:15.668]  And so what they're really targeting is the Internet.
[01:36:16.108 --> 01:36:22.111]  What they're targeting is InfoWars and Drudge and WorldNetDaily and anybody else who isn't a total communist.
[01:36:23.071 --> 01:36:25.612]  So very, very, very, very important.
[01:36:25.992 --> 01:36:27.873]  That story's up on InfoWars.com.
[01:36:27.913 --> 01:36:29.794]  Now, Stefan, I want to get into
[01:36:30.854 --> 01:36:34.536]  The media wars, I think the genie's out of the bottle no matter what they try.
[01:36:34.616 --> 01:36:35.376]  They're not going to succeed.
[01:36:35.396 --> 01:36:42.280]  But we have CISPA and SOPA and all these other partnerships and attempts to censor the press using fake copyright.
[01:36:42.300 --> 01:36:46.202]  I want your take on the media wars that are coming, where you think that's going.
[01:36:46.722 --> 01:36:48.243]  But first, Mandela.
[01:36:48.803 --> 01:36:58.951]  I've studied a lot about South Africa, and it seems to me they traded one evil out for another, and I saw your video you did on it last week and thought it was spot on, and you were starting to allude to it.
[01:36:58.971 --> 01:37:07.338]  Now, if you really study history, everyone basically had a caste system or what you call slavery, from India to China to Japan.
[01:37:07.358 --> 01:37:11.821]  If a samurai had a new sword, wanted to test it out, they'd go chop a villager up.
[01:37:11.841 --> 01:37:12.762]  That was their divine right.
[01:37:13.062 --> 01:37:16.505]  Wanted to have sex with you, you had to roll over and let them, and they were kind of a
[01:37:17.045 --> 01:37:18.145]  I'm not knocking Japanese culture.
[01:37:37.514 --> 01:37:40.416]  Which they picked up from the Arabs, not demonizing Arabs, it's just a fact.
[01:37:40.716 --> 01:37:43.899]  The Arabs are still running slavery in North Africa, but that's trendy and cool.
[01:37:44.480 --> 01:37:45.981]  We're told it's a different type of slavery.
[01:37:46.321 --> 01:37:53.387]  All I hear all day is I'm bad, Western culture's bad, and Western culture is dying, and the Western elite are helping kill it.
[01:37:53.507 --> 01:37:54.408]  Why are they doing that?
[01:37:54.448 --> 01:37:55.089]  You've got the floor.
[01:37:57.139 --> 01:37:58.681]  Well, there's a small topic to deal with.
[01:37:58.962 --> 01:38:10.337]  Well, I mean, very briefly, of course, as you know, whites did not go to Africa and go into the country and capture, you know, the peaceful slaves or peaceful blacks and drag them off in slavery.
[01:38:11.058 --> 01:38:12.039]  Whites couldn't survive it.
[01:38:12.039 --> 01:38:12.239]  I don't
[01:38:33.803 --> 01:38:42.292]  I read the British reports from 300 years ago where on average a third of the ship would die of the white sailors just going to pick up slaves.
[01:38:42.553 --> 01:38:45.416]  And that was why the first multicultural pirate ships were created.
[01:38:45.736 --> 01:38:47.057]  It wasn't that they wanted to even revolt.
[01:38:47.137 --> 01:38:50.061]  It was a death sentence if you came back on a second mission.
[01:38:51.260 --> 01:38:51.560]  Go ahead.
[01:38:51.680 --> 01:38:56.142]  Well, and the whites who were sailing the ships were themselves slaves.
[01:38:56.182 --> 01:38:57.682]  They were press ganged into this.
[01:38:57.742 --> 01:39:02.684]  I mean, it was the government power, which is evil all over the world, pretty much, which needs to be fought.
[01:39:03.444 --> 01:39:18.810]  So what happened, of course, was with a sort of an awakening consciousness, which came out of the Renaissance and the Enlightenment, egalitarianism, the spirit of man, the universality of ethics and so on, which was, of course, in the Declaration of Independence and was supposed to be a more foundational part of the U.S.
[01:39:18.850 --> 01:39:19.390]  Constitution.
[01:39:19.790 --> 01:39:24.272]  They started to say, well, maybe owning other human beings like livestock is not really that great an idea.
[01:39:24.672 --> 01:39:33.115]  And the Royal Navy sailed around the seas, not in terms of conquest, there certainly was that element to it, but they were out there trying to catch slavers and trying to end the practice of slavery.
[01:39:33.135 --> 01:39:36.356]  The British government bribed many Arabic governments to have them stop.
[01:39:36.496 --> 01:39:36.936]  That's
[01:39:53.426 --> 01:39:54.087]  Cover of night!
[01:39:54.347 --> 01:39:55.908]  They had to steal on the ships to do this.
[01:39:55.928 --> 01:39:59.650]  This is how committed they were to ending this moral abomination called slavery.
[01:40:00.110 --> 01:40:07.295]  And this is nowhere taught, it is nowhere understood, because I think fundamentally white guilt is a very profitable resource for people to tweak.
[01:40:07.535 --> 01:40:15.580]  You know, you make a white person feel guilty, they'll be like, oh, here's some benefits, here's affirmative action, here's taxes, here's whatever you want, just stop making me feel guilty.
[01:40:15.660 --> 01:40:18.161]  And then that hamstrings the people that are getting the handouts.
[01:40:18.221 --> 01:40:21.123]  And then that hamstrings the people that are becoming dependent.
[01:40:22.515 --> 01:40:22.715]  Right.
[01:40:23.396 --> 01:40:27.121]  Yeah, and of course in Africa now, South Africa in particular, I mean, it's monstrous.
[01:40:27.201 --> 01:40:32.969]  Apartheid, of course, was immoral and racist and so on, but we do have to look to some degree at the relative ethics of the time.
[01:40:33.510 --> 01:40:37.175]  All of the other blacks in Africa were dying to get into South Africa.
[01:40:37.435 --> 01:40:37.955]  Yeah, I think so.
[01:40:54.941 --> 01:40:56.002]  Of the world at the moment.
[01:40:56.042 --> 01:40:58.064]  It is a disintegrating country.
[01:40:58.364 --> 01:41:03.729]  And I think it's partly because they didn't really go back and learn the lessons of the American Revolution.
[01:41:04.229 --> 01:41:07.412]  And you had a bunch of communists, of which Nelson Mandela was first and foremost.
[01:41:07.452 --> 01:41:10.094]  He wrote a treatise in his youth called How to Be a Good Communist.
[01:41:10.114 --> 01:41:12.276]  Did not explicitly reject these views.
[01:41:12.296 --> 01:41:17.701]  And so the virus of socialism landed in Africa in the same way that it landed after the Raj ended in 1949 in India.
[01:41:19.502 --> 01:41:32.180]  You get all these socialists who go out there and try and set up this central planning communist socialist dystopia and then things go to heck in a handbasket and nobody sits there and says, well it's because people aren't free to trade and own property and government's interfering with everything.
[01:41:32.240 --> 01:41:36.566]  It's the same lesson that we learned brutally for hundreds of years and we've forgotten to teach other people.
[01:41:36.986 --> 01:41:49.349]  Well, George Orwell valiantly joined the Communists because he'd been a member of the British Imperial Police, Eric Blair was his real name, until he went and fought in the Abraham Lincoln Brigades and got shot in the throat in the Spanish Civil War against Hitler's forces.
[01:41:49.889 --> 01:42:00.592]  And then he wrote about in his books, I read them, how the Communist leaders were actually just like bank robber criminal rapists who were using all the well-meaning Communists to set up and just take over.
[01:42:01.212 --> 01:42:05.959]  And that they couldn't beat the Nazis because the communists were just so criminal, they couldn't even organize.
[01:42:05.999 --> 01:42:09.624]  The Nazis were actually ideologues who believed what they were doing.
[01:42:10.024 --> 01:42:10.906]  And it's just incredible.
[01:42:12.887 --> 01:42:30.254]  There is this belief that we have, you know, ordinary criminals like pickpockets and so on, and then we have organized criminals like the Mafia and so on, and then above those people, like this archway above society, is this glowing godhood of statism that protects us from all these Nazi little people.
[01:42:30.274 --> 01:42:36.837]  I think that the historically accurate, if not currently accurate view, is that the incompetent criminals are out there picking your pockets.
[01:42:37.157 --> 01:42:40.158]  The more competent criminals are organizing into mobs.
[01:42:40.418 --> 01:42:43.879]  But the most competent criminals run for office and end up in charge of the state.
[01:42:44.100 --> 01:42:45.860]  They are the best of the best.
[01:42:46.200 --> 01:42:50.422]  They're not there to protect you from criminals because they're kind of pursuing the same methodology, but better.
[01:42:51.563 --> 01:42:54.324]  And that's what Zbigniew Brzezinski has said in three of his books.
[01:42:54.384 --> 01:42:59.526]  He admits that they run every criminal operation to control it for our own good though, Stefan.
[01:42:59.826 --> 01:43:04.348]  We've got to be thankful they laundered the drug money and run the little kids and, you know, do everything.
[01:43:04.388 --> 01:43:07.409]  We've got to be thankful they made drugs illegal to make larger profits.
[01:43:07.829 --> 01:43:08.630]  See how they helped us?
[01:43:10.382 --> 01:43:12.283]  Well, of course, you hear this argument all the time.
[01:43:12.323 --> 01:43:15.904]  Without the government and the police, who on earth would protect your property, Alex?
[01:43:16.465 --> 01:43:20.466]  First of all, if you're allowed to own your own weaponry, your property is pretty safe to begin with.
[01:43:20.866 --> 01:43:31.851]  And secondly, how can I claim that somebody is there to protect my property when they take over 50% of it at source, and not even counting unfunded liabilities, debts, and deficits, when they take about 50% of my money?
[01:43:31.871 --> 01:43:32.171]  That's right.
[01:43:32.191 --> 01:43:33.992]  How can they be said to be protecting my money?
[01:43:34.432 --> 01:43:34.753]  That's right.
[01:43:34.773 --> 01:43:36.615]  The average cop can be a really good person.
[01:43:36.655 --> 01:43:39.217]  On average, I've actually found them to be, you know, a lot of our servants.
[01:43:39.538 --> 01:43:40.078]  But it doesn't matter.
[01:43:40.439 --> 01:43:52.192]  The big state is there to support, as you've said, and protect the farm animals from rogue wolves and coyotes that might try to come snack on a pig or a goat or a sheep or a chicken or, you know, stop a weasel.
[01:43:52.432 --> 01:43:57.398]  The larger weasel is guarding the hen house from other weasels that aren't in his employ.
[01:43:57.719 --> 01:44:07.331]  The system is there to protect their racket over us, and now they're getting greedy and have created an Agenda 21 cosmology nomenclature
[01:44:07.611 --> 01:44:20.683]  Where they fantasize that social engineering is looting us to reduce us down to the level of beggars to save the earth, while they themselves are the ones with government mismanagement allowing the degradation of the environment.
[01:44:20.743 --> 01:44:21.403]  It's incredible!
[01:44:21.844 --> 01:44:26.008]  I mean, the fruits of these people is literally liquid death.
[01:44:27.938 --> 01:44:40.224]  Well, you know, one of the great tragedies of history, Alex, is that a truly free market doesn't have much use for sophists and sociopaths and all of the predatory wordsmiths of the upper classes.
[01:44:40.744 --> 01:44:42.665]  And so when there's a free market, you know what you have to do.
[01:44:42.705 --> 01:44:44.606]  You do this with your show, I do this with my show.
[01:44:44.866 --> 01:44:48.167]  We go out and we try to produce value to people on a voluntary basis.
[01:44:48.228 --> 01:44:49.988]  If they don't like us, they can just switch us off.
[01:44:50.048 --> 01:44:51.849]  If they find us offensive, they can turn us off.
[01:44:52.469 --> 01:44:55.311]  But we still have to go out there and provide truth on a voluntary basis.
[01:44:55.791 --> 01:45:00.674]  But if you're a politician, everyone's going to listen to you because you're in charge of all the weaponry in the known universe and beyond.
[01:45:01.295 --> 01:45:10.581]  So when you have a truly free market, all of the verbally adept, sociopathic, busybodies who want to tell everyone else what to do can't really do it because they can try and boss you around.
[01:45:10.601 --> 01:45:12.182]  You're like, click, turn them off, don't care.
[01:45:12.743 --> 01:45:15.785]  And so these kinds of people can't really adapt to the free market.
[01:45:15.845 --> 01:45:20.348]  They want to retain the power, the political power to push everyone around.
[01:45:20.648 --> 01:45:21.529]  And, you know, the
[01:45:21.829 --> 01:45:29.431]  Endless interfering busybodies of the human race would have precious little to do without the state and that's one of the reasons why they like the state.
[01:45:29.491 --> 01:45:35.713]  It gives them this massive platform to move us all around like the little pawns, like the little ants, like the livestock that they think we are.
[01:45:36.514 --> 01:45:39.175]  The tragedy is they can only do it with our fundamental consent.
[01:45:39.275 --> 01:45:40.035]  That's right and
[01:45:40.715 --> 01:45:49.900]  It literally becomes an ether in which unnatural people that no one would want to associate with can now attain power and success in sort of the natural, virtuous way.
[01:45:50.340 --> 01:45:59.245]  Whoever is the most hardworking, the most loving, the most creative, the most beautiful, the most honorable becomes the example of society, that others emulate that.
[01:45:59.625 --> 01:46:02.908]  And you go to Alpha Centauri, and to the next level of human development.
[01:46:03.128 --> 01:46:13.976]  But if you go with who has the most weapons, the most thugs, the most intimidation, the best BS, you build systems of BS, to where the public then mimics that, civilization collapses.
[01:46:14.316 --> 01:46:18.380]  And then it restarts over with virtue again, then we become decadent and corrupt.
[01:46:18.400 --> 01:46:23.844]  The problem is, we can't go through that cycle again, because they're going to destroy the planet with the weaponry this time.
[01:46:24.044 --> 01:46:24.985]  They must be stopped.
[01:46:26.499 --> 01:46:27.280]  Well, I agree with that.
[01:46:27.520 --> 01:46:36.325]  And there is this awful thing that is fundamental where people say, well, Barack Obama or Sarkozy or Putin or whoever it is, they should be in charge.
[01:46:36.365 --> 01:46:38.147]  They should be telling everyone what to do.
[01:46:38.247 --> 01:46:40.028]  They know the way things should be.
[01:46:40.148 --> 01:46:46.552]  And I would love to see a world, Alex, where these guys had the power of, say, an advice column.
[01:46:46.912 --> 01:46:50.995]  You know, where you could write into these guys and say, Barack Obama, how should I deal with my health care?
[01:46:51.015 --> 01:46:54.798]  And he'd say, well, I, as a constitutional law professor, I believe that you should do X, Y, or whatever, right?
[01:46:55.672 --> 01:46:58.054]  I'd love to just see them have the power of an advice column.
[01:46:58.194 --> 01:46:59.314]  Or, you know, they'd have a hotline.
[01:46:59.334 --> 01:47:02.936]  You'd call them up and say, Barack, I don't really know what to do with 50% of my income.
[01:47:02.956 --> 01:47:03.737]  What do you think I should do?
[01:47:03.777 --> 01:47:05.978]  He'd say, well, you should spend it on this, this, this, and this.
[01:47:06.419 --> 01:47:07.339]  That's what I want.
[01:47:07.399 --> 01:47:12.662]  They don't have the power to compel our obedience, but they actually have to win us over with reason and evidence.
[01:47:12.742 --> 01:47:14.223]  Wouldn't that be a beautiful world?
[01:47:15.404 --> 01:47:15.844]  Exactly.
[01:47:15.864 --> 01:47:20.467]  Instead, they blow stuff up, or let people blow stuff up, and then fear monger until we give up all of our rights.
[01:47:20.487 --> 01:47:21.908]  Let me ask you this before we go to phone calls.
[01:47:22.248 --> 01:47:24.890]  Where do you, Stefan Molyneux, where do you think
[01:47:26.249 --> 01:47:28.991]  This battle in your gut, just as you're stalled, is going.
[01:47:29.311 --> 01:47:30.732]  Is Liberty losing or winning?
[01:47:31.653 --> 01:47:34.795]  And will the Globals blow stuff up?
[01:47:34.835 --> 01:47:40.339]  You are going to get flecks of foam on your webcam, because this is a topic I actually feel quite passionate about.
[01:47:40.359 --> 01:47:43.521]  So I will give you my very, very brief answer to that.
[01:47:44.001 --> 01:47:45.682]  There is no momentum in history.
[01:47:45.922 --> 01:47:49.024]  There is no great movement of history that pushes around.
[01:47:49.084 --> 01:47:51.286]  We are not pinballs in the endless bumper.
[01:47:51.346 --> 01:47:54.208]  Sorry, for your younger audience, you'll have to ask your parents what that means.
[01:47:54.508 --> 01:47:58.371]  We're not pinballs bumping around the bumpers of some giant cosmic pinball machine.
[01:47:59.012 --> 01:48:04.997]  Where the world goes is where committed, passionate, knowledgeable communicators make it go.
[01:48:05.297 --> 01:48:10.862]  It's where you make it go, it's where I make it go, it's where your listeners make it go in their conversations, in their lives.
[01:48:10.962 --> 01:48:11.803]  Where does history go?
[01:48:11.923 --> 01:48:13.424]  Where is the momentum of human history?
[01:48:13.764 --> 01:48:18.108]  In the willpower of committed individuals and in no other place.
[01:48:18.569 --> 01:48:19.589]  Now, it's true that if
[01:48:20.330 --> 01:48:23.586]  Committed people of intelligence and integrity and willpower do nothing?
[01:48:23.847 --> 01:48:24.249]  Then yes!
[01:48:25.123 --> 01:48:26.604]  The worst tends to overcome the better.
[01:48:26.764 --> 01:48:29.386]  Like if you sit on your couch, you get fatter, not leaner.
[01:48:29.986 --> 01:48:32.687]  And if we do nothing, then yes, evil wins.
[01:48:32.767 --> 01:48:41.232]  But all we have to do is get off our butts and make the world uncomfortable for the compromise, which provokes them into thinking like you sharpen a sword against a spinning sand wheel.
[01:48:41.773 --> 01:48:43.414]  Then we just go and make the world uncomfortable.
[01:48:43.454 --> 01:48:44.874]  We push the world where we want it to go.
[01:48:44.934 --> 01:48:49.457]  We make the world go where we want it to go because we have the better arguments, we have the greater evidence.
[01:48:49.777 --> 01:48:52.419]  And the accumulated evidence of history is completely on our side.
[01:48:52.919 --> 01:48:53.339]  I agree.
[01:48:53.419 --> 01:48:54.860]  And the statists all say this.
[01:48:55.580 --> 01:49:02.043]  Cass Sunstein says, we'll infiltrate the alternative media, discredit it by acting, you know, bad, putting out racism, disinfo.
[01:49:02.483 --> 01:49:04.604]  And they say we've got to just keep pushing, pushing, pushing.
[01:49:04.984 --> 01:49:07.865]  They even admit in their own papers, oh, they all want freedom.
[01:49:07.885 --> 01:49:10.647]  The average person wants to be a libertarian or beyond.
[01:49:10.967 --> 01:49:12.708]  But we've got to act like they're all alone.
[01:49:12.748 --> 01:49:15.849]  We've got to just just dominate them, whip them, break their will.
[01:49:16.329 --> 01:49:19.611]  And so the crazy thing is they write all these books like we're not reading them.
[01:49:19.952 --> 01:49:21.853]  I think their arrogance is going to undo them.
[01:49:22.093 --> 01:49:25.416]  So we have to make them uncomfortable everywhere, just like they do us.
[01:49:25.476 --> 01:49:26.216]  And that's what I do.
[01:49:26.436 --> 01:49:28.178]  And it's not a tiring thing, folks.
[01:49:28.658 --> 01:49:32.201]  Once you start doing this, it's like, finally breathing.
[01:49:32.341 --> 01:49:33.962]  Oh, I was supposed to do this.
[01:49:34.282 --> 01:49:37.985]  This is the animating contest of liberty that Jefferson talked about.
[01:49:39.989 --> 01:49:49.354]  Yes, and don't you remember when you were a kid and you did something bad or did something wrong, which basically meant you disagreed with the authority and ease of the powers that be in your school or wherever?
[01:49:49.794 --> 01:49:50.455]  What would they say to you?
[01:49:50.475 --> 01:49:55.577]  They'd say, Alex Jones, young Alex Jones, this is going to go on your permanent record.
[01:49:55.638 --> 01:49:59.139]  And those words were like, oh my goodness, it's going to be tattooed on my forehead and so on.
[01:49:59.159 --> 01:50:06.223]  And now, of course, we all have a genuine permanent record called everything we ever do on the Internet or in a bank machine or using a credit card through the NSA.
[01:50:06.784 --> 01:50:07.484]  And what has it done?
[01:50:07.824 --> 01:50:09.365]  It has done fundamentally nothing to us.
[01:50:09.505 --> 01:50:13.448]  Other than give us more ammunition to push back against this encroaching tyranny.
[01:50:13.788 --> 01:50:14.308]  Exactly.
[01:50:14.368 --> 01:50:15.109]  Call their bluff.
