[00:00:10.350 --> 00:00:11.792]  We are on the march.
[00:47:30.468 --> 00:47:31.608]  A crawling insect!
[00:47:31.989 --> 00:47:36.031]  An ugly, misformed little creature who has no purpose here, no meaning!
[00:47:36.611 --> 00:47:37.772]  I am a human being.
[00:47:38.133 --> 00:47:45.379]  Words, Mr. Wordsworth, that have no substance and no dimension, like air, like the wind.
[00:47:45.900 --> 00:47:46.601]  I don't care.
[00:47:47.041 --> 00:47:48.042]  I tell you, I don't care.
[00:47:48.062 --> 00:47:49.423]  I'm a human being.
[00:47:49.643 --> 00:47:50.184]  I exist.
[00:47:50.284 --> 00:47:54.388]  And if I speak one thought aloud, that thought lives.
[00:47:55.137 --> 00:47:57.038]  Even after I'm shoveled into my grave!
[00:47:57.338 --> 00:48:00.060]  Delusions, Mr. Wordsworth!
[00:48:00.480 --> 00:48:07.905]  Delusions that you inject into your veins to make you think you have a strength when you have no strength at all!
[00:48:08.185 --> 00:48:13.568]  You have nothing but spindly limbs and a dream, and mistake has no use for your kind!
[00:48:15.249 --> 00:48:18.751]  Resistance to tyrants is obedience to God.
[00:48:19.332 --> 00:48:21.053]  It's Alex Jones.
[00:48:25.985 --> 00:48:36.030]  236 years ago, the British newspapers, nothing against the great British people, I myself have got a lot of blood from the aisles over there.
[00:48:37.771 --> 00:48:44.954]  They declared that the colonists were terrorists, that they were thieves, thugs, highwaymen, that they would be dealt with.
[00:48:46.515 --> 00:48:48.756]  And of course, they ended up founding this republic.
[00:48:50.188 --> 00:48:57.090]  On the Bill of Rights and Constitution and the ideas of English common law that had been developed by their predecessors.
[00:48:57.630 --> 00:49:02.631]  They honored the good Englishmen and women who had stood for Magna Carta in 1215.
[00:49:03.511 --> 00:49:12.013]  So we salute the real Britannic roots today, not the fact that the globalists use England as one of their main command bases.
[00:49:14.034 --> 00:49:18.995]  Now, continuing, ladies and gentlemen, we're going to go to your phone calls coming up here in just a few minutes.
[00:49:20.606 --> 00:49:21.327]  I want to make it clear.
[00:49:24.008 --> 00:49:28.452]  Governments throughout history and also private groups stage events to blame their political enemies.
[00:49:28.732 --> 00:49:29.252]  That's a fact.
[00:49:29.773 --> 00:49:31.414]  False flags are a part of history.
[00:49:31.654 --> 00:49:32.335]  They're very common.
[00:49:34.836 --> 00:49:42.262]  But when you see the establishment state-run media come out less than 24 hours after this tragic event,
[00:49:43.544 --> 00:49:47.167]  That's been blown way out of proportion compared to disasters a thousand times bigger.
[00:49:47.927 --> 00:50:01.758]  When you see all the scripting, and you see all the tell-tale signs, and when you see political enemies, Republicans, conservatives, constitutionalists, veterans, libertarians, but number one, Alex Jones and Glenn Beck.
[00:50:02.238 --> 00:50:04.080]  And look folks, I'm not in competition with Glenn Beck.
[00:50:05.250 --> 00:50:06.511]  Even though his show is very similar to mine.
[00:50:06.531 --> 00:50:08.452]  I agree with 95% of what's on his show.
[00:50:08.852 --> 00:50:10.353]  I don't want them to go after Glenn Beck.
[00:50:10.653 --> 00:50:14.915]  If they try to blame him for things he has nothing to do with, I'm going to defend him.
[00:50:15.355 --> 00:50:17.897]  I am absolutely non-violent offensively.
[00:50:18.337 --> 00:50:19.558]  Do not start anything.
[00:50:19.998 --> 00:50:21.339]  Do not go shoot anybody.
[00:50:21.639 --> 00:50:23.360]  Don't shoot cops at a checkpoint.
[00:50:23.820 --> 00:50:25.341]  Don't shoot FBI agents.
[00:50:25.701 --> 00:50:27.222]  Don't shoot ATF agents.
[00:50:27.662 --> 00:50:29.203]  Do not go out looking for trouble.
[00:50:29.463 --> 00:50:31.044]  If somebody comes up shooting at you,
[00:50:32.537 --> 00:50:41.163]  Like Sheriff John Brown in the famous song talking about, I shot the sheriff, but I didn't shoot the deputy.
[00:50:41.203 --> 00:50:44.226]  Here came John Brown coming down the road to shoot me, so I shot first.
[00:50:44.806 --> 00:50:45.767]  That's a different issue.
[00:50:46.688 --> 00:50:49.089]  But we're not trying to cause a civil war here.
[00:50:49.129 --> 00:50:49.870]  The globalists are.
[00:50:50.130 --> 00:50:52.332]  We don't want a fight with the police and the military.
[00:50:53.072 --> 00:51:01.779]  We have more in common with them times a hundred than we do the offshore globalists that are manipulating this, and the police and military are smart enough
[00:51:03.188 --> 00:51:07.789]  Being on the inside to understand that and realize there's a manipulation happening here.
[00:51:08.089 --> 00:51:11.790]  So they chose Los Angeles for something like that, and that's my gut.
[00:51:13.310 --> 00:51:14.390]  That's my inclination.
[00:51:14.530 --> 00:51:21.592]  I now remember three weeks ago with a drill at LAX, the mass shooting, saying, oh my gosh, when they do stuff like this, look out, it's LA.
[00:51:21.612 --> 00:51:23.953]  If they're gonna stage something, it'd be a place like LA.
[00:51:24.093 --> 00:51:25.253]  I remember saying it.
[00:51:25.633 --> 00:51:26.273]  You remember?
[00:51:26.553 --> 00:51:30.614]  Go to all the YouTube videos, the PrisonPlanet.tv's, find it, post it.
[00:51:32.857 --> 00:51:43.841]  And then I said this week multiple times, look for a staged attack at a checkpoint or a police station or a TSA line, because I just see all the pre-programming.
[00:51:44.842 --> 00:51:45.702]  It's like, how do you know?
[00:51:46.022 --> 00:51:48.543]  You always forget fall's coming around until you see Christmas stuff.
[00:51:48.863 --> 00:51:50.384]  You go to the mall, there's Christmas music.
[00:51:50.944 --> 00:51:52.585]  It's the same thing with the PR rollout.
[00:51:54.585 --> 00:51:55.426]  It's just everywhere.
[00:51:55.446 --> 00:51:58.207]  The libertarians are going to come to the airport and shoot everybody.
[00:51:58.832 --> 00:52:03.896]  Never happened before, and I'm like, wow, they're in all these movies and dramas and sitcoms.
[00:52:04.356 --> 00:52:06.057]  It's the anti-New World Order people.
[00:52:06.077 --> 00:52:07.238]  They're going to kill everybody.
[00:52:07.999 --> 00:52:17.446]  Get ready for it to be staged, or this could be a mentally ill person that sees the countless cop shows and TV shows, Hawaii Five-0, every show I see.
[00:52:18.334 --> 00:52:32.824]  Every show my crew tells me about, we play clips, is the libertarian liberty lover shoots up the TSA, murders the children, on and on and on, the demonization, when it's not happening in the real world, so they don't even have to stage it sometimes.
[00:52:33.525 --> 00:52:36.847]  Copycats will see that and it puts the idea in their mind.
[00:52:38.288 --> 00:52:44.873]  You know New York, Chicago, LA police famously every time somebody gets up on a skyscraper and jumps off, they know for two days to post police there.
[00:52:45.782 --> 00:52:46.663]  Or to put up fences.
[00:52:47.423 --> 00:52:54.468]  Because somebody sees one person jump off the Empire States Building, suddenly it's on the news, people that are suicidal go, I was going to blow my head off today.
[00:52:54.488 --> 00:52:56.790]  Let me go to the Empire States Building to do that.
[00:52:57.050 --> 00:52:58.591]  Now it's all plexiglassed in, you can't.
[00:52:59.412 --> 00:53:01.113]  This is mob psychology.
[00:53:01.674 --> 00:53:07.258]  And they show you images of running people at LAX and all the fear and, oh my gosh, I better do what they say!
[00:53:07.598 --> 00:53:09.940]  It's the Libertarians, they're coming to kill me!
[00:53:11.949 --> 00:53:16.291]  It's a psy-op, even if this guy was unstable and went and did this.
[00:53:16.531 --> 00:53:17.631]  Regardless, people have died.
[00:53:17.671 --> 00:53:18.152]  It's terrible.
[00:53:18.572 --> 00:53:20.372]  But why is it being pushed so much?
[00:53:20.433 --> 00:53:21.113]  See what I'm saying?
[00:53:23.214 --> 00:53:31.697]  Meanwhile, one week after they passed Obamacare, three and a half years ago, Newsweek had the cover of the case for killing Granny, showing an old woman being unplugged.
[00:53:32.457 --> 00:53:34.318]  Bill Gates came out and said the death panels are real.
[00:53:34.358 --> 00:53:35.859]  Kill a grandma, hire ten teachers.
[00:53:37.479 --> 00:53:38.440]  The death panels were in there.
[00:53:39.909 --> 00:53:40.750]  The bioethics boards.
[00:53:41.611 --> 00:53:42.792]  We knew what this was going to do.
[00:53:43.433 --> 00:53:46.637]  Rahm Emanuel's brother had written white papers, Ezekiel Emanuel.
[00:53:47.017 --> 00:53:50.241]  His brother was the chief of staff at the time, now Chicago mayor, Chicago Don.
[00:53:52.483 --> 00:53:54.726]  And he came out
[00:53:55.976 --> 00:53:58.997]  And admitted all this, and that they would control us through the health care.
[00:53:59.257 --> 00:54:06.219]  Well now he's come out and admitted, okay, you are going to have no more private market where you go out and buy what you want, no more market.
[00:54:06.859 --> 00:54:08.339]  That's because the insurance companies want it.
[00:54:08.639 --> 00:54:10.780]  And what he's saying is true, but their plan was to destroy it.
[00:54:11.260 --> 00:54:17.141]  The insurance companies will still get all the money as foreign banks, that's what they are, but you won't have a choice.
[00:54:17.762 --> 00:54:22.343]  That's why it doubled this year, that's why it's set to triple next year and quadruple by 2020.
[00:54:23.888 --> 00:54:25.468]  Middle of 2014, the numbers vary.
[00:54:25.488 --> 00:54:30.349]  In fact, it's worse than I even prognosticated trying to read the riders.
[00:54:30.549 --> 00:54:32.230]  It's a bunch of special interest in there.
[00:54:32.810 --> 00:54:33.530]  Get whatever they want.
[00:54:33.750 --> 00:54:36.450]  Big insurance companies, shut down little ones, shut down competition.
[00:54:36.791 --> 00:54:41.992]  Shut down what type of tests and health care people can get, but you still gotta buy expensive health care that's double the price.
[00:54:43.212 --> 00:54:43.852]  On and on and on.
[00:54:43.932 --> 00:54:46.272]  I mean, it is a wreck Medicare, Medicaid.
[00:54:47.213 --> 00:54:48.733]  Let the government give you less care.
[00:54:50.540 --> 00:54:52.904]  This is the greatest screw job in history.
[00:54:53.545 --> 00:54:57.972]  And everything we said about it was accurate with our guests and experts to a point.
[00:54:58.453 --> 00:54:59.234]  But I was wrong.
[00:55:00.015 --> 00:55:00.836]  Obamacare
[00:55:02.557 --> 00:55:07.259]  I was right up to a point of how bad I thought it would get from the legislation, trying to read it and understand it.
[00:55:08.079 --> 00:55:10.580]  But I couldn't believe that they're this arrogant and think you're this dumb.
[00:55:11.081 --> 00:55:16.463]  It was light years beyond, beyond what I thought.
[00:55:16.583 --> 00:55:18.023]  So I was wrong here.
[00:55:18.724 --> 00:55:20.244]  This was much worse than I even thought.
[00:55:20.985 --> 00:55:22.445]  Obama was much worse than I thought.
[00:55:23.486 --> 00:55:25.546]  And I knew he'd be bad, but I mean, this is unbelievable.
[00:55:25.847 --> 00:55:28.468]  So let's go to a video clip of him on Fox News Sunday.
[00:55:28.488 --> 00:55:31.189]  This is today.
[00:55:32.452 --> 00:55:33.092]  Admitting.
[00:55:33.553 --> 00:55:38.295]  But spinning it like, oh the insurance companies are the ones, they did it, not us.
[00:55:38.355 --> 00:55:39.276]  Which is true though.
[00:55:40.076 --> 00:55:41.817]  But still gets Obama out of the trouble.
[00:55:42.037 --> 00:55:43.338]  Not all the insurance companies.
[00:55:44.098 --> 00:55:47.180]  I have family that works in major healthcare management.
[00:55:48.120 --> 00:55:48.420]  Okay.
[00:55:49.041 --> 00:55:52.904]  They're all getting out of it, not because they don't want to not make money or because they're bad.
[00:55:52.944 --> 00:55:55.626]  It's because it's written where little operators can't operate.
[00:55:56.967 --> 00:55:59.049]  It's written to shut down competition, folks.
[00:55:59.349 --> 00:56:01.451]  Just like Obama shut down our coal-powered plants.
[00:56:02.072 --> 00:56:03.733]  And you're seeing the evidence of that now.
[00:56:04.053 --> 00:56:11.099]  So let's go to this clip of the architect, one of the main architects of Obamacare, now admitting what we told you was going to happen.
[00:56:11.380 --> 00:56:12.741]  You're not going to have a health market.
[00:56:12.921 --> 00:56:16.063]  You're just going to have to buy whatever the insurance companies say.
[00:56:16.724 --> 00:56:18.065]  Because they bought off the government.
[00:56:18.685 --> 00:56:20.727]  Here it is.
[00:56:20.787 --> 00:56:24.109]  People who knew the law as it was being written knew the president wasn't telling the truth.
[00:56:24.189 --> 00:56:27.231]  The grandfather provision written into the law itself was too narrow.
[00:56:27.511 --> 00:56:31.933]  And frankly, they wrote a regulation intentionally trying to get people out of the individual market.
[00:56:32.214 --> 00:56:36.576]  They want the people to go into the exchanges because there's a lot of people in the individual market.
[00:56:36.776 --> 00:56:41.119]  The whole point of the exchanges is to close down the individual insurance market over time.
[00:56:41.139 --> 00:56:44.201]  They wanted to move millions of people into the exchanges.
[00:56:44.321 --> 00:56:45.182]  It was intentional.
[00:56:45.862 --> 00:56:48.924]  Insurance companies don't like the individual market as it's constructed.
[00:56:48.984 --> 00:56:49.905]  They see the future.
[00:56:50.205 --> 00:56:51.867]  That individual market is going away.
[00:56:51.907 --> 00:56:53.108]  They don't want to invest in it.
[00:56:53.148 --> 00:56:55.630]  But that's not what the president said.
[00:56:55.650 --> 00:56:56.090]  Let me finish.
[00:56:57.051 --> 00:57:00.533]  Ladies and gentlemen, that was Rahm Emanuel's brother who helped write the bill.
[00:57:01.374 --> 00:57:04.136]  The eugenicist doctor that says reduced population, death panels.
[00:57:04.476 --> 00:57:05.157]  We have clips of him.
[00:57:05.457 --> 00:57:06.458]  We played it three years ago.
[00:57:06.478 --> 00:57:07.218]  I'm trying to stop this.
[00:57:07.579 --> 00:57:10.501]  You didn't listen to us, or at least the rest of the public didn't.
[00:57:11.562 --> 00:57:12.342]  And did you hear it?
[00:57:12.663 --> 00:57:14.944]  The insurance companies see the future.
[00:57:15.945 --> 00:57:17.206]  It's going away.
[00:57:17.606 --> 00:57:29.652]  It was meant to wreck it and give us what England has, everything else, where it's not free, you pay 30% of your paycheck for it, and then when my crew members that live in England go to get health care, they can't get it with their national health care card.
[00:57:30.253 --> 00:57:33.614]  You can have rot throat, strip throat, you don't get health care.
[00:57:33.634 --> 00:57:34.375]  Just go home and die.
[00:57:35.345 --> 00:57:36.487]  Okay, this is it.
[00:57:37.048 --> 00:57:38.410]  See how funny it is to them?
[00:57:38.771 --> 00:57:41.135]  They see the future, wrecking the free market.
[00:57:41.175 --> 00:57:44.480]  But get this, you will still pay to foreign banks.
[00:57:44.901 --> 00:57:46.644]  Private interest will get your money.
[00:57:47.005 --> 00:57:48.708]  We'll be right back, second hour coming up.
[00:57:51.078 --> 00:57:56.660]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:57:56.860 --> 00:58:04.082]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:58:04.242 --> 00:58:07.423]  Radioactive contamination is now in most of the food supply.
[00:58:07.603 --> 00:58:09.384]  There's only two ways to avoid this.
[00:58:09.644 --> 00:58:14.208]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:58:14.288 --> 00:58:17.050]  Looking to protect my family, I've done deep research.
[00:58:17.210 --> 00:58:22.994]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:58:23.174 --> 00:58:26.636]  It's made right here in the USA, completely non-GMO.
[00:58:26.836 --> 00:58:31.880]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[00:58:32.080 --> 00:58:35.062]  Exclusively available at Infowarslife.com.
[00:58:35.302 --> 00:58:41.164]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:58:41.284 --> 00:58:43.285]  Survival Shield Nascent Iodine.
[00:58:43.445 --> 00:58:48.866]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[00:58:48.966 --> 00:58:50.327]  That's InfoWarsLife.com.
[00:58:51.247 --> 00:58:53.970]  Alex Jones here with a message to fellow freedom lovers.
[00:58:54.250 --> 00:58:59.094]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:58:59.274 --> 00:59:06.441]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:59:06.581 --> 00:59:11.986]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:59:12.226 --> 00:59:15.830]  These are items that I did research on, that I personally use.
[00:59:16.250 --> 00:59:20.775]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:59:20.975 --> 00:59:26.200]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:59:26.420 --> 00:59:29.502]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:59:29.662 --> 00:59:31.924]  When Disaster Strikes by Matthew Stein.
[00:59:32.164 --> 00:59:36.748]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:59:36.928 --> 00:59:39.390]  Hand crank shortwave AM FM radios.
[00:59:39.810 --> 00:59:46.855]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:59:47.015 --> 00:59:48.056]  We're getting prepared.
[00:59:48.296 --> 00:59:48.716]  Are you?
[00:59:48.957 --> 00:59:49.757]  Infowarshop.com
[00:59:52.150 --> 00:59:53.311]  Coast to Coast.
[00:59:53.691 --> 00:59:55.011]  Direct from Austin.
[00:59:55.732 --> 00:59:59.833]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.635 --> 01:00:08.657]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:09.278 --> 01:00:12.299]  It's Alex Jones and the GCN Radio Network.
[01:00:13.279 --> 01:00:18.622]  The ruling class of this world is completely dishonorable, deceptive, and manipulative.
[01:00:19.619 --> 01:00:24.062]  And they've set up huge social engineering programs of control.
[01:00:25.963 --> 01:00:29.606]  That's really my bottom line, why I'm so upset about what these globalists are up to.
[01:00:30.206 --> 01:00:40.193]  I'm gonna go to some of your phone calls, then I'll get into the NSA news, the rest of the Obamacare news, Obama out bragging that he is, quote, really, I'm really good at killing people.
[01:00:40.913 --> 01:00:44.896]  We're gonna look at Panetta says US may have to use military force against Iran.
[01:00:45.816 --> 01:00:48.979]  How a war game brought the world to the brink of nuclear disaster.
[01:00:50.414 --> 01:00:54.136]  Cars controlled by your mind, actually the car controlling you.
[01:00:54.156 --> 01:00:58.498]  It says if it decides if you're sleepy, it just stops the car and calls the police on you.
[01:00:58.859 --> 01:01:03.081]  We're going to be talking about this control grid, the technocracy already going into place.
[01:01:04.441 --> 01:01:06.202]  That's all coming up in this hour.
[01:01:06.683 --> 01:01:14.647]  Right now we've got Scott, Scott, Ryan, Frank, Chris, Jerry, Caleb, Alan, Damien, Tyler, James,
[01:01:16.070 --> 01:01:17.291]  Lakey and many others.
[01:01:17.771 --> 01:01:20.573]  Scott in Indiana, thanks for holding your on-the-air worldwide.
[01:01:20.593 --> 01:01:27.897]  Hey Alex, first of all, I'm 14 and you've opened up eyes in February of this year.
[01:01:28.698 --> 01:01:30.459]  Well, I'm sad to hear you're 14, sir.
[01:01:30.499 --> 01:01:34.701]  The globalists would like it if you drank more fluoride and ate more GMO and weren't here.
[01:01:34.761 --> 01:01:38.724]  This is David Rockefeller and other people's planet.
[01:01:39.244 --> 01:01:42.186]  Like Ted Turner, how dare you be on the earth breathing their air, sir?
[01:01:43.774 --> 01:01:55.897]  Well, my second point is, I helped a man named Amin Nasir get on Gigi Erneta's Infowars Nightly News interview, and his next goal is to get on your show, and I didn't know if I wanted to interview him or not.
[01:01:56.337 --> 01:01:57.517]  You know, I saw that report.
[01:01:57.577 --> 01:01:59.037]  It was a very interesting report.
[01:01:59.077 --> 01:02:00.058]  People liked it.
[01:02:00.078 --> 01:02:00.738]  It was popular.
[01:02:00.758 --> 01:02:06.459]  Maybe I should try to get him on, but what is your take on the shooting?
[01:02:07.338 --> 01:02:09.599]  Where their drills now become reality.
[01:02:09.659 --> 01:02:14.602]  No libertarian or conservative ever went to an airport and shot anybody, but magically it's now happened.
[01:02:14.662 --> 01:02:16.783]  I just, boy, jeepers creepers.
[01:02:16.943 --> 01:02:19.444]  I guess I'm not supposed to question anything.
[01:02:19.464 --> 01:02:24.567]  It just looked like that two months ago to my grandpa.
[01:02:25.147 --> 01:02:28.749]  And I knew they were going to blame it on hatred sooner or later.
[01:02:30.470 --> 01:02:33.992]  Well, yeah, I mean, if you don't like somebody grabbing your wife's breast, you must be a terrorist.
[01:02:34.892 --> 01:02:35.513]  Yeah, I know.
[01:02:36.892 --> 01:02:42.156]  Well, in a nutshell, tell folks about that report by that Iranian filmmaker that you were mentioning.
[01:02:42.176 --> 01:02:43.357]  I mean, give people a synopsis.
[01:02:44.198 --> 01:02:44.538]  Okay.
[01:02:44.919 --> 01:02:46.420]  I hope you get them on your show.
[01:02:47.581 --> 01:02:48.101]  No, no, I hear you.
[01:02:48.142 --> 01:02:48.982]  I appreciate your call, bro.
[01:02:49.002 --> 01:02:49.943]  I was saying, talk about the film.
[01:02:49.963 --> 01:02:50.503]  Thank you, Scott.
[01:02:50.764 --> 01:02:51.705]  Let's talk to another Scott.
[01:02:51.765 --> 01:02:52.545]  Scott in Michigan.
[01:02:52.906 --> 01:02:54.207]  You're on the air worldwide, sir.
[01:02:55.492 --> 01:02:56.733]  Hello, Alex.
[01:02:56.913 --> 01:02:59.095]  I got some information on the LAX shooting.
[01:02:59.155 --> 01:03:07.161]  My sister-in-law and brother were at the airport 30 minutes after the incident, and supposedly she saw someone on the ground bleeding.
[01:03:07.662 --> 01:03:13.667]  And if you're a human, bleeding from a gunshot 30 minutes after the event, you're an actor with fake blood.
[01:03:14.087 --> 01:03:15.028]  I was a fireman.
[01:03:15.168 --> 01:03:18.891]  I know that the first thing you do is you get the wounded to the hospital.
[01:03:18.911 --> 01:03:19.471]  Well, that's right.
[01:03:19.511 --> 01:03:24.796]  You go into shock, you go into shock, and you die of a serious wound, and within minutes,
[01:03:25.456 --> 01:03:27.799]  Uh, you've got somebody tourniquet and you've got a stretcher.
[01:03:28.139 --> 01:03:29.861]  That is, and you know, that's in the news!
[01:03:30.341 --> 01:03:34.045]  That like 45 minutes later, people still saw folks bleeding.
[01:03:34.325 --> 01:03:40.772]  If you only got six wounded, with all these police and stuff, they'd be on gurneys, what, in 15-20 minutes at an airport?
[01:03:41.618 --> 01:03:43.619]  At the most, it'd be 5-10 minutes.
[01:03:43.699 --> 01:03:44.720]  I was a fireman.
[01:03:44.760 --> 01:03:49.082]  That's the first thing you do is you stabilize the victims and you get them to the hospital.
[01:03:49.122 --> 01:03:54.584]  You don't leave them there for 30 minutes unless Godzilla himself is standing outside the building.
[01:03:54.824 --> 01:03:57.086]  And even then, you'd still try to get them to the hospital.
[01:03:58.306 --> 01:04:00.507]  Well, sir, the government is doing a good job.
[01:04:00.527 --> 01:04:03.749]  And if you question them, that's hate-mongering and racist and...
[01:04:04.540 --> 01:04:07.521]  Doesn't matter if they're all announcing world government, calling it a new world order.
[01:04:07.921 --> 01:04:13.484]  The media says that I made up this term, and that I made the shooter, the alleged shooter, do this.
[01:04:14.764 --> 01:04:17.766]  I'm just getting used to learning that it's my fault, everything happens.
[01:04:17.846 --> 01:04:19.506]  I'm kind of like Godzilla, actually.
[01:04:20.227 --> 01:04:22.628]  I'm just causing all these horrible things to happen.
[01:04:22.648 --> 01:04:24.128]  Of course, it's not really true.
[01:04:24.148 --> 01:04:26.369]  I have a good idea who's making it happen.
[01:04:26.950 --> 01:04:29.811]  As we go out to break, sir, Scott, what do you think's going on here?
[01:04:30.823 --> 01:04:34.225]  I'm thinking at least it had to be at least partially staged.
[01:04:34.405 --> 01:04:46.433]  They're going to use this to try to increase the arms of the TSA and try to get them guns so that somebody that was working flipping burgers at McDonald's yesterday can be standing there with a gun with their hands in your pants.
[01:04:46.814 --> 01:04:48.134]  That's exactly who they want.
[01:04:48.175 --> 01:04:53.818]  They want to take their welfare army, cut them off welfare, make them brigade level, every town, goon force.
[01:04:54.339 --> 01:04:54.899]  That's what they do.
[01:04:55.079 --> 01:04:56.000]  That's the commie plan.
[01:04:56.200 --> 01:04:56.680]  Well said.
[01:04:56.820 --> 01:04:57.481]  You're on target.
[01:04:57.781 --> 01:04:59.122]  We'll be right back with the HUMET.
[01:04:59.935 --> 01:05:04.521]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[01:05:04.661 --> 01:05:07.645]  Why do we have the highest cancer rates on the planet?
[01:05:07.785 --> 01:05:13.011]  The highest rates of diabetes, autism, and every other major disease.
[01:05:13.352 --> 01:05:14.954]  It all comes down to one thing.
[01:05:15.274 --> 01:05:16.594]  We are what we eat.
[01:05:16.915 --> 01:05:21.236]  Our food is devoid of nutrition and processed with poisons and additives.
[01:05:21.576 --> 01:05:25.577]  Our water is filled with toxic poisons and big pharma runoff.
[01:05:25.797 --> 01:05:28.118]  All of this has been engineered by design.
[01:05:28.358 --> 01:05:34.260]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:05:34.580 --> 01:05:37.302]  To learn more, visit InfoWarsHealth.com.
[01:05:37.542 --> 01:05:44.468]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[01:05:44.608 --> 01:05:50.432]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[01:05:50.672 --> 01:05:56.597]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[01:05:56.837 --> 01:05:59.319]  And get free shipping when you sign up for AutoShip.
[01:06:10.861 --> 01:06:13.763]  Hitler took the guns.
[01:06:13.823 --> 01:06:15.284]  Stalin took the guns.
[01:06:15.364 --> 01:06:18.626]  Mao took the guns.
[01:06:18.646 --> 01:06:20.367]  Fidel Castro took the guns.
[01:06:20.468 --> 01:06:21.989]  Hugo Chavez took the guns.
[01:06:37.019 --> 01:06:40.366]  1776 will commence again if you try to take our firearms!
[01:06:42.471 --> 01:06:45.478]  The Republic will rise again when you attempt to take our guns.
[01:06:59.082 --> 01:06:59.963]  The answer to 1984 is 1776.
[01:07:00.003 --> 01:07:02.427]  You're listening to The Alex Jones Show.
[01:07:09.676 --> 01:07:13.099]  I'm nobody special, except I'm red-blooded just like you.
[01:07:13.639 --> 01:07:14.880]  I'm like my forebears.
[01:07:15.240 --> 01:07:16.061]  I'm not a coward.
[01:07:16.101 --> 01:07:16.982]  I'm not a slug.
[01:07:17.002 --> 01:07:24.348]  And I can see a bunch of con artists, globalists, trying to take over my world and make myself and my family their slaves and their property.
[01:07:24.968 --> 01:07:30.793]  I can see it coming a trillion miles away, but it's in our face, stomping our guts out, ladies and gentlemen.
[01:07:31.133 --> 01:07:33.175]  Are we going to stand up and do something about this?
[01:07:34.889 --> 01:07:44.613]  Are we going to become aware of this, or just keep denying it, denying it, denying it, when it becomes more and more obvious in our face?
[01:07:45.273 --> 01:07:54.396]  Go into your phone calls, but this piece up on InfoWars.com, PrisonBlinded.com, it's going viral right now via DrudgeReport.com.
[01:07:54.756 --> 01:07:59.458]  Gateway Pundit this morning, architect of Obamacare,
[01:08:00.720 --> 01:08:10.932]  Ezekiel Emanuel, Dr. Ezekiel Emanuel, is debating one of the people on Fox Sunday, Fox News Sunday, and he says, hey, the insurance companies see the future.
[01:08:11.332 --> 01:08:13.475]  They know there's no more individual health care.
[01:08:13.515 --> 01:08:14.256]  You don't have a choice.
[01:08:14.616 --> 01:08:15.317]  This is the future.
[01:08:15.517 --> 01:08:16.619]  And yeah, we could read the bill.
[01:08:17.779 --> 01:08:23.103]  Government involvement is what took the best healthcare system in the last 30 years and wrecked it and made it the most expensive.
[01:08:23.503 --> 01:08:37.552]  And now you're going to come in and it's already doubled in a year, and it's going to triple, quadruple, and they're going to wreck the healthcare mandate and bring in eugenics and social engineering, and instead admit it in Obamacare what you eat off your credit cards is tracked to decide what you pay.
[01:08:37.652 --> 01:08:41.755]  I mean, we're collectivized with all these other people now telling us what to do in our lives.
[01:08:42.095 --> 01:08:43.756]  This is the opposite of freedom!
[01:08:44.117 --> 01:08:45.678]  This is what wrecks countries!
[01:08:45.998 --> 01:08:47.619]  But it's what gives these control freaks
[01:08:49.460 --> 01:08:53.201]  It is a nightmare in England.
[01:08:53.521 --> 01:08:54.681]  A nightmare in Canada.
[01:08:55.922 --> 01:08:57.102]  And they lied to us.
[01:08:57.162 --> 01:09:03.104]  Obama, we ought to cue that up after this clip and play it before we go back to calls, where he said, I'm not going to get rid of your health care.
[01:09:03.244 --> 01:09:04.245]  Nobody's taking it.
[01:09:04.545 --> 01:09:05.745]  That's a conspiracy theory.
[01:09:06.245 --> 01:09:08.506]  It's 3 million people now, conservatively.
