[00:00:00.029 --> 00:00:00.590]  It's Alex Jones!
[00:47:53.001 --> 00:47:57.205]  Talk show hosts, station managers, station owners heard it and thought, this is crazy.
[00:47:57.245 --> 00:47:58.886]  Now they're all, we want your show, we want your show.
[00:47:59.127 --> 00:47:59.827]  It's all happening.
[00:48:00.588 --> 00:48:09.616]  And that's what we've really got on The Globalist, is that patriots, liberty lovers, not just myself, but millions of others, have talked about what was coming, what was happening.
[00:48:09.636 --> 00:48:10.497]  Now it's happening.
[00:48:11.018 --> 00:48:12.259]  Our credibility is going up.
[00:48:13.151 --> 00:48:14.912]  We told you exactly what Obamacare would do.
[00:48:15.553 --> 00:48:17.274]  Now it's happening, our credibility goes up.
[00:48:17.895 --> 00:48:21.138]  That's the good thing about telling the truth when it's unpopular.
[00:48:21.838 --> 00:48:24.620]  Once the tyranny comes in, it will wake people up.
[00:48:24.660 --> 00:48:35.829]  And speaking of folks obsessed with sports, while all this serious stuff's happening, Chris Jordan printed off 1 Corinthians 13, which I think really says it well, verse 8.
[00:48:38.014 --> 00:48:43.698]  11.
[00:48:38.495 --> 00:48:43.698]  When I was a child, I talked like a child, I thought like a child, I reasoned like a child.
[00:48:44.538 --> 00:48:47.600]  When I became a man, I put the ways of childhood behind me.
[00:48:48.301 --> 00:48:51.363]  For now we see only a reflection as in a mirror.
[00:48:52.463 --> 00:48:54.765]  Then we shall see the face to face.
[00:48:55.525 --> 00:49:00.649]  Now I know in part that I shall know fully, even as I am fully known.
[00:49:01.647 --> 00:49:02.808]  It's very, very deep, folks.
[00:49:02.828 --> 00:49:05.289]  I'm going to read that again, because I bumbled over it.
[00:49:19.252 --> 00:49:21.174]  Then we shall see face to face.
[00:49:21.934 --> 00:49:28.139]  So it's saying, like you're a child and you're a man, then you die and see God, then you really know.
[00:49:28.859 --> 00:49:31.081]  It's the next level, is what that's saying.
[00:49:32.462 --> 00:49:33.483]  Now I know in part.
[00:49:35.888 --> 00:49:39.050]  Then I shall know fully, even as I am fully known.
[00:49:39.791 --> 00:49:40.471]  And that's the thing.
[00:49:40.531 --> 00:49:50.298]  My flesh, folks, that lusts after beautiful women and wants to get in fights with people when they get in my face and is hateful towards my enemies, my flesh is strong.
[00:49:50.358 --> 00:49:51.198]  It's also cowardly.
[00:49:51.218 --> 00:49:52.999]  It's like, don't report this nuke stuff.
[00:49:53.019 --> 00:49:55.001]  Don't report this Navy SEAL murder stuff.
[00:49:55.241 --> 00:49:56.162]  Don't report this stuff.
[00:49:56.182 --> 00:49:57.102]  They'll kill you.
[00:49:57.462 --> 00:49:58.303]  Enjoy yourself.
[00:49:58.343 --> 00:49:59.064]  Go have fun.
[00:49:59.084 --> 00:49:59.904]  Go to the Caribbean.
[00:50:00.144 --> 00:50:00.945]  Go to Tahiti.
[00:50:02.196 --> 00:50:07.600]  And I'm like, yeah, yeah, but my spirit says you're going to go all the way and you're not going to back off one inch.
[00:50:07.881 --> 00:50:08.681]  Full force.
[00:50:09.722 --> 00:50:11.804]  And I guess other people don't have a strong spirit.
[00:50:12.364 --> 00:50:13.245]  I feel sad for them.
[00:50:13.585 --> 00:50:17.909]  Because my spirit drives everything, overdrives all the animal, everything.
[00:50:18.769 --> 00:50:19.550]  It's in charge.
[00:50:21.071 --> 00:50:22.953]  My spirit's in charge, not my flesh.
[00:50:23.313 --> 00:50:26.676]  It's there, but a little devil on my shoulder, my flesh,
[00:50:27.987 --> 00:50:31.550]  Telling me what I should do, telling me I deserve this, I deserve that, all whatever.
[00:50:31.750 --> 00:50:33.111]  The public's scum, they're dumb.
[00:50:33.411 --> 00:50:35.072]  They don't deserve you to even tell them the truth.
[00:50:35.112 --> 00:50:36.493]  Just join the dark side.
[00:50:36.533 --> 00:50:37.173]  It's gonna be great.
[00:50:37.214 --> 00:50:37.774]  It'll work out.
[00:50:37.814 --> 00:50:38.414]  It'll be okay.
[00:50:38.775 --> 00:50:42.077]  But then I think about what the dark side does to innocent people, innocent children.
[00:50:42.477 --> 00:50:43.818]  I'll never sign on to that.
[00:50:43.958 --> 00:50:45.179]  I'll never join that.
[00:50:45.599 --> 00:50:46.600]  I'll never be part of that.
[00:50:46.920 --> 00:50:49.682]  Even though, folks, I get the dark side.
[00:50:49.742 --> 00:50:50.343]  I understand it.
[00:50:50.383 --> 00:50:51.203]  I can swim in it.
[00:50:51.544 --> 00:50:52.024]  I know it.
[00:50:52.304 --> 00:50:53.065]  I have discernment.
[00:50:53.425 --> 00:50:54.706]  I have knowledge of good and evil.
[00:50:56.417 --> 00:50:57.477]  Of course I'm corrupted!
[00:50:57.677 --> 00:50:59.778]  Just to even have the knowledge of evil!
[00:51:00.058 --> 00:51:01.579]  And to understand that I'm evil!
[00:51:02.319 --> 00:51:03.119]  I am evil!
[00:51:03.559 --> 00:51:04.319]  I am man!
[00:51:04.399 --> 00:51:05.320]  Yes, I am!
[00:51:05.340 --> 00:51:06.660]  To quote Metallica.
[00:51:08.661 --> 00:51:10.301]  But it doesn't mean I want to join it!
[00:51:10.621 --> 00:51:12.382]  Doesn't mean my spirit wants to go with it!
[00:51:12.642 --> 00:51:14.362]  Doesn't mean my heart is with it!
[00:51:14.582 --> 00:51:14.882]  Uh-uh!
[00:51:14.922 --> 00:51:18.864]  My heart says, and my spirit says, I don't care what you do to me!
[00:51:19.364 --> 00:51:20.704]  I'm never joining you!
[00:51:20.724 --> 00:51:21.904]  It's not even a choice with me!
[00:51:22.244 --> 00:51:23.105]  It's automatic!
[00:51:23.205 --> 00:51:23.725]  It's complete!
[00:51:27.208 --> 00:51:28.528]  One foot in hell, one in heaven.
[00:51:28.548 --> 00:51:29.669]  That's how we all are, folks.
[00:51:29.709 --> 00:51:32.010]  We're all trapped in purgatory.
[00:51:32.250 --> 00:51:33.390]  That's what this planet is.
[00:51:37.471 --> 00:51:38.892]  This is the test, right now.
[00:51:39.932 --> 00:51:40.833]  Between heaven and hell.
[00:51:41.913 --> 00:51:42.933]  It's heaven, it's hell.
[00:51:43.633 --> 00:51:44.214]  It's real.
[00:51:45.554 --> 00:51:47.195]  Better decide which side you're on, folks.
[00:51:47.475 --> 00:51:50.736]  Because if you're lukewarm, you know where you're going.
[00:51:51.556 --> 00:51:53.957]  You're neither hot nor cold, I spit you out of my mouth.
[00:51:54.813 --> 00:51:56.555]  If you just joined us, I don't mean to be preaching.
[00:51:56.575 --> 00:51:57.676]  I need to get to all this news.
[00:51:57.696 --> 00:51:58.677]  There's so much to cover.
[00:52:03.181 --> 00:52:07.726]  Go to the EBT clip from the news first and we'll break it down.
[00:52:09.597 --> 00:52:17.484]  A glitch today involving food stamp debit-style cards is being blamed on a computer system failure and not the government shutdown.
[00:52:17.904 --> 00:52:25.571]  A spokeswoman for Xerox confirmed the problem and said it was affecting people in 17 states where it runs the debit-style card system.
[00:52:25.931 --> 00:52:32.097]  The problem forced many shoppers to abandon groceries at the checkout counter because their cards wouldn't work.
[00:52:32.357 --> 00:52:35.300]  There's no word on exactly when this problem will be fixed.
[00:52:37.216 --> 00:52:48.218]  Yeah, Xerox runs things like the tollways, they outsource to India, just like JP Morgan does, the customer service for welfare.
[00:52:48.238 --> 00:52:50.719]  We're going to have welfare, but it'll have some jobs administering it.
[00:52:50.999 --> 00:52:52.679]  But no, can't do that because it's all about profit.
[00:52:52.719 --> 00:52:53.559]  It's all about control.
[00:52:53.779 --> 00:52:55.220]  It's all about controlled economies.
[00:52:56.860 --> 00:52:58.400]  A, it's worse than 17 states.
[00:52:58.480 --> 00:53:02.281]  B, on Twitter and Facebook, we've got the photos, big articles out tomorrow.
[00:53:03.430 --> 00:53:07.273]  At Infowars.com, there was systems out all over the country.
[00:53:08.134 --> 00:53:08.794]  Federal system.
[00:53:11.296 --> 00:53:15.319]  And it's kind of like the glitches that people have seen in their bank accounts, and there's suddenly zero money there.
[00:53:15.339 --> 00:53:16.961]  There's all sorts of chicanery going on.
[00:53:18.723 --> 00:53:19.964]  And is this how you're supposed to live?
[00:53:19.984 --> 00:53:23.985]  You're born, you get a card, you go to a Walmart or wherever.
[00:53:24.005 --> 00:53:26.526]  Walmart, I think, says 20% of their business is EBT cards.
[00:53:27.267 --> 00:53:36.830]  And then other people's money buys you food, and you go back and watch television all day, where you hear Obama say, I'm gonna give you free health care, when you already had free health care.
[00:53:37.331 --> 00:53:41.452]  The free health care system gets rid of your health care, brings in eugenics care.
[00:53:42.133 --> 00:53:43.853]  But why should I even talk to Obama supporters?
[00:53:43.893 --> 00:53:45.734]  I know we're listening out there on AM and FM stations.
[00:53:45.954 --> 00:53:47.415]  They don't know what eugenics is.
[00:53:48.820 --> 00:53:52.284]  They have grown up with welfare and all that.
[00:53:52.324 --> 00:53:53.346]  And I feel sorry for them.
[00:53:53.686 --> 00:53:59.093]  I want them to go out and start a business and have the ideas and believe in themselves and be empowered.
[00:53:59.774 --> 00:54:04.600]  But all they think is I'm racist or I'm evil or I'm whatever.
[00:54:04.941 --> 00:54:06.623]  They have no idea what slaves they are.
[00:54:08.220 --> 00:54:09.301]  That's very, very frustrating.
[00:54:09.701 --> 00:54:12.964]  Meanwhile, again, here's the article up on InfoWars.com by Mike Adams.
[00:54:13.285 --> 00:54:20.071]  Food stamp recipients panic as federal EBT system crashes, government IT systems rapidly unraveling.
[00:54:20.211 --> 00:54:25.576]  And Mike Adams, as a programmer, goes over all that's happening with the system.
[00:54:26.826 --> 00:54:37.688]  Meanwhile, under Obamacare, under Common Core that teaches 2 plus 2 equals 4, Adan Salazar writing for Infowars.com, high school assessment students decide who lives and dies under limited health care.
[00:54:37.928 --> 00:54:39.489]  They did this in Europe 30 years ago.
[00:54:39.529 --> 00:54:40.169]  They actually teach them.
[00:54:40.449 --> 00:54:50.451]  The kids decide, well you're old, because they tell you, there's only so much money and it's a socialized system, so somebody's got to die for you to get your health care, and they decide to kill grandma just like
[00:54:50.931 --> 00:54:52.572]  Newsweek said the case for killing Granny.
[00:54:52.592 --> 00:54:54.394]  Of course, there are no death panels, though.
[00:54:54.674 --> 00:55:00.138]  They just federally teach kids 2 plus 2 equals 5, and dodgeball's racist, and SB... I'm not kidding, SB banned.
[00:55:01.720 --> 00:55:05.843]  My wife had family point-blank tell her Christianity is racist.
[00:55:07.284 --> 00:55:08.805]  You mean like there's racist... No, no, no.
[00:55:08.845 --> 00:55:13.769]  Just being Christian is... If you don't like how something tastes at a restaurant, you just say it's racist.
[00:55:13.869 --> 00:55:15.871]  It's like a... It's like a... I don't need to be intellectual.
[00:55:15.891 --> 00:55:16.872]  I just say racism.
[00:55:18.713 --> 00:55:19.694]  I think it's racist.
[00:55:21.172 --> 00:55:23.553]  Continuing, here's CBS reporting on it.
[00:55:23.874 --> 00:55:28.756]  Computer glitch blame for nationwide EBT system shutdown on Saturday.
[00:55:29.097 --> 00:55:31.818]  As CBS gets it right, it was nationwide, it wasn't 17 states.
[00:55:32.819 --> 00:55:35.960]  Here's another one, AP Xerox, access restored for food stamps.
[00:55:35.980 --> 00:55:40.003]  So, we live by the EBT card.
[00:55:40.563 --> 00:55:45.086]  And reportedly the fights broke out, freakouts, people were panicking.
[00:55:46.658 --> 00:55:49.059]  In just a day of not having their EBT card.
[00:55:49.079 --> 00:55:50.580]  Remember, 101 million people.
[00:55:51.180 --> 00:55:53.442]  I have the headline right here.
[00:55:53.462 --> 00:55:55.643]  101 million people now are on partial EBT.
[00:55:56.944 --> 00:55:59.885]  49 million are on total EBT.
[00:55:59.925 --> 00:56:01.566]  In fact, here are the headlines.
[00:56:02.186 --> 00:56:03.687]  101 million get food aid from federal government.
[00:56:04.127 --> 00:56:06.008]  Count number full-time private sector workers.
[00:56:06.289 --> 00:56:07.369]  You mean the racist terrorists?
[00:56:08.250 --> 00:56:12.612]  And continuing, my friends, doesn't matter.
[00:56:12.932 --> 00:56:15.974]  The Republicans, and I had Ron Paul, former congressman on Friday,
[00:56:16.991 --> 00:56:18.432]  And I said, you know, Mitch McConnell's right.
[00:56:18.472 --> 00:56:22.876]  This Obamacare is so bad, and such a rip-off, and written to defraud people.
[00:56:23.416 --> 00:56:24.757]  We fought it, we tried to stop it.
[00:56:25.197 --> 00:56:26.198]  Let them have it now.
[00:56:26.739 --> 00:56:29.461]  Do whatever Obama wants with the already passed bill.
[00:56:30.121 --> 00:56:36.346]  So, it was weird within a few hours, I told people to call Congress, I'm sure it was others as well, but everybody got it at that point.
[00:56:36.366 --> 00:56:37.407]  It says it's a total fraud.
[00:56:37.667 --> 00:56:42.151]  Don't let them blame it on libertarians and people and constitutionalists within hours.
[00:56:44.039 --> 00:56:47.882]  Boehner went to Obama and said, here's everything you want for two months.
[00:56:49.043 --> 00:56:56.309]  And Obama said, no, for the security of the dollar, which actually hurts the dollar, I'm going to not do this.
[00:56:57.409 --> 00:57:01.610]  And now he's saying, I want immigration, I want open borders, and I want your guns, basically.
[00:57:01.990 --> 00:57:10.692]  Now, he'll hold everything hostage and all the welfare checks, and threaten to burn down America with his army of 101 million welfare people, if we don't turn everything over to him.
[00:57:10.732 --> 00:57:11.492]  That's the threat.
[00:57:11.793 --> 00:57:12.753]  That's the false flag.
[00:57:12.773 --> 00:57:16.034]  Here it is, Obama rejects latest House GOP offer.
[00:57:16.334 --> 00:57:18.454]  They said, everything you want, it's yours.
[00:57:19.054 --> 00:57:20.115]  And he said, no.
[00:57:20.735 --> 00:57:21.815]  People say, well, why?
[00:57:22.255 --> 00:57:25.436]  Because he knows his constituents, literally.
[00:57:26.601 --> 00:57:27.942]  Cannot tie their shoelaces.
[00:57:29.022 --> 00:57:31.244]  Literally want to be raped by tyranny.
[00:57:31.784 --> 00:57:35.786]  Literally are begging to be lined up and shot by the New World Order.
[00:57:36.446 --> 00:57:37.847]  We'll be right back with a second hour.
[00:57:37.887 --> 00:57:39.028]  Tell your friends and family to tune in.
[00:57:41.482 --> 00:57:45.485]  When an emergency happens, you'll be left to fend for yourself and your family.
[00:57:45.785 --> 00:57:51.370]  An outbreak of contagious disease can happen anywhere, and the threat of bioterrorism is always at hand.
[00:57:51.670 --> 00:57:57.074]  Because we're faced with more diseases than ever before, we need a better solution than ever before.
[00:57:57.474 --> 00:58:00.997]  Fortunately, there's a simple, effective way to protect yourself.
[00:58:01.397 --> 00:58:08.120]  Supernatural Silver offers a safe and effective means of fighting pathogens and can help defeat the root of these problems.
[00:58:08.580 --> 00:58:18.184]  Supernatural Silver is effective against more than 500 different disease-causing pathogens without encouraging drug resistance and without side effects.
[00:58:18.724 --> 00:58:24.589]  Supernatural Silver is the number one choice of thousands of people for immune system support.
[00:58:24.930 --> 00:58:30.254]  Go to SupernaturalSilver.com and give you and your loved ones a fighting chance.
[00:58:30.695 --> 00:58:32.897]  That's SupernaturalSilver.com.
[00:58:33.357 --> 00:58:36.640]  Use the promo code OCTOBER2013 for 20% off your entire order and like us on Facebook.
[00:58:41.701 --> 00:58:44.483]  Protecting your home with a security system is a must.
[00:58:44.703 --> 00:58:50.747]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:58:51.087 --> 00:58:57.471]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:58:57.871 --> 00:58:59.833]  Not with SimpliSafe Home Security.
[00:59:00.173 --> 00:59:01.214]  They're the good guys.
[00:59:01.514 --> 00:59:04.216]  You can trust SimpliSafe to protect your family.
[00:59:04.576 --> 00:59:08.880]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:59:09.100 --> 00:59:12.382]  You'll get 24-hour protection for just $14.99 a month.
[00:59:12.642 --> 00:59:15.365]  There are no hidden fees and no contracts.
[00:59:15.565 --> 00:59:16.525]  You'll save thousands.
[00:59:16.786 --> 00:59:19.848]  Plus, you're protected by their 100% money-back guarantee.
[00:59:20.188 --> 00:59:23.251]  Protect yourself against home invasions and break-ins.
[00:59:23.611 --> 00:59:27.554]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:59:27.794 --> 00:59:29.735]  A $25 gift, free.
[00:59:30.135 --> 00:59:32.775]  So don't waste your time dealing with scum.
[00:59:33.135 --> 00:59:35.336]  Visit GetSimplySafe.com.
[00:59:35.676 --> 00:59:37.717]  GetSimplySafe.com.
[00:59:37.937 --> 00:59:39.917]  GetSimplySafe.com.
[00:59:42.438 --> 00:59:43.598]  Coast to Coast.
[00:59:43.978 --> 00:59:45.359]  Direct from Austin.
[00:59:45.999 --> 00:59:49.240]  You're listening to the Alex Jones Broadcasting Network.
[00:59:53.194 --> 00:59:59.220]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:59:59.821 --> 01:00:02.864]  It's Alex Jones and the GCN Radio Network.
[01:00:04.045 --> 01:00:08.270]  All right, I'm not taking calls tonight because I've got so much news I haven't even gotten to yet.
[01:00:08.930 --> 01:00:12.754]  When we come back in the next segment, it's a longer segment so I can cover it all.
[01:00:12.774 --> 01:00:16.238]  I'll get into the missing notes and the latest developments on that front.
[01:00:18.396 --> 01:00:24.699]  And then I will get more into the government shutdown and Obamacare and what's happening on that front.
[01:00:26.860 --> 01:00:31.882]  And then I will get into world's top bankers, one of dire consequences of U.S.
[01:00:31.902 --> 01:00:32.463]  defaults.
[01:00:34.263 --> 01:00:35.844]  And I've got some technology news.
[01:00:35.884 --> 01:00:39.686]  Special Ops Uniform will transform commandos into Iron Man.
[01:00:39.706 --> 01:00:43.548]  That's been a plan for 50 years, but now it's actually coming true.
[01:00:44.735 --> 01:00:47.498]  We're going to look at that and more coming up.
[01:00:47.538 --> 01:00:56.887]  But first off, when we return after this break, I'm going to get into the missing Nuke story.
[01:00:57.047 --> 01:01:04.375]  And again, just because a lot of listeners I don't think can conceptualize this, especially new listeners,
[01:01:05.495 --> 01:01:07.555]  Because I don't really conceptualize it.
[01:01:07.575 --> 01:01:08.696]  I mean, I'm going to be honest with you.
[01:01:09.196 --> 01:01:11.716]  We have a high-level source that says, man, it was a big freak-out.
[01:01:11.996 --> 01:01:13.356]  There were nukes transferred.
[01:01:13.376 --> 01:01:14.997]  They weren't supposed to be here.
[01:01:15.437 --> 01:01:16.497]  There wasn't paperwork.
[01:01:16.697 --> 01:01:20.758]  The police wouldn't let them leave because they already had previous orders.
[01:01:20.838 --> 01:01:21.978]  It was a big freak-out.
[01:01:22.658 --> 01:01:23.918]  They're going to South Carolina.
[01:01:24.538 --> 01:01:29.659]  And then hours later, Lindsey Graham comes out and says, South Carolina will be nuked if we don't attack Syria.
[01:01:29.679 --> 01:01:30.599]  I mean, it just goes on and on.
[01:01:30.899 --> 01:01:32.480]  Then the two top nuke generals get fired.
[01:01:32.500 --> 01:01:33.920]  And now other generals have been fired.
[01:01:37.475 --> 01:01:38.576]  I don't even know what to say anymore.
[01:01:38.796 --> 01:01:39.957]  I mean, I just don't know what to say anymore.
[01:01:40.798 --> 01:01:41.779]  It's bad, okay?
[01:01:42.820 --> 01:01:58.794]  I mean, do you think I was happy when all the Navy SEAL families started going public saying that 23 of them had been murdered on SEAL Team 6 because it was really, you know, some of them didn't look alike at that compound, it was all fake?
[01:01:59.815 --> 01:02:03.559]  Do you think I was happy when my Navy SEAL source of two
[01:02:05.273 --> 01:02:07.154]  One was the father, one was the actual Navy SEAL.
[01:02:07.915 --> 01:02:09.596]  Do you think I was happy that that was true?
[01:02:11.758 --> 01:02:12.978]  No, I was distraught.
[01:02:15.380 --> 01:02:17.802]  That's the issue, is that it gets worse and worse.
[01:02:17.822 --> 01:02:26.768]  I mean, even Alex Jones, to talk about myself, she's only in a third person, doesn't believe it's this bad.
[01:02:28.089 --> 01:02:33.073]  Because I can intellectually get it and war game it and look at worst case, best case,
[01:02:34.548 --> 01:02:47.594]  media and scenarios but then when I realized that it's it's it's beyond my worst case I go wait a minute that's historical Hitler, Stalin, Mao, Pol Pot all these other people that Genghis Khan
[01:02:48.988 --> 01:02:54.673]  Caligula, Aztec leaders, Mayan leaders, Chin leaders.
[01:02:54.753 --> 01:02:55.834]  I mean, it's just the same story.
[01:02:55.874 --> 01:02:57.736]  Crazy people going nuts on a power trip.
[01:02:58.156 --> 01:02:59.918]  And I'm like, oh my God, oh my God.
[01:03:00.459 --> 01:03:12.790]  And then I have this weird battle that goes on constantly of sell everything, keep doing the radio show, shut the whole news division down, run to Northern Europe or Switzerland.
[01:03:19.500 --> 01:03:26.624]  But then my spirit says, no, you're going to stay here and go right through the whole deal, and you know you're never leaving, and you know you're going to just see it through to the end.
[01:03:27.965 --> 01:03:29.165]  We shall go on to the end.
[01:03:31.126 --> 01:03:33.948]  Whatever the case may be, we shall defend our island.
[01:03:35.188 --> 01:03:36.149]  We shall never surrender.
[01:03:36.989 --> 01:03:38.150]  Hey, honey, I'm on the air.
[01:03:38.190 --> 01:03:38.730]  How you doing?
[01:03:41.172 --> 01:03:41.852]  I'm on the air.
[01:03:41.892 --> 01:03:43.773]  You want me to call you back when I get a long break coming up?
[01:03:46.755 --> 01:03:47.075]  Yeah.
[01:03:49.346 --> 01:03:52.208]  You wanna say, oh you pocket called me, you butt dialed me, you wanna say hi to folks?
[01:03:52.528 --> 01:03:54.510]  Say hello world, I'll hold the phone up, say hi!
[01:03:54.530 --> 01:03:58.373]  Is that going through, say hi!
[01:03:58.393 --> 01:04:02.716]  No, no, no, have the kids yell, have the kids all yell hi in the car!
[01:04:05.458 --> 01:04:05.738]  You there?
[01:04:08.060 --> 01:04:08.580]  She hung up.
[01:04:09.781 --> 01:04:16.166]  It even transmits, I could hear when she hung up, it went, like the little, like an end of the microwave connection, I heard a, in the,
[01:04:17.756 --> 01:04:19.517]  I mean, she always calls me when I'm on the air.
[01:04:20.097 --> 01:04:25.641]  Which is fine, but I mean... She said... What's going on?
[01:04:27.102 --> 01:04:29.263]  Oh, now she's calling into this studio phone.
[01:04:29.283 --> 01:04:30.484]  Like, why'd you do that on the air?
[01:04:33.206 --> 01:04:33.766]  Oh, boy.
[01:04:34.506 --> 01:04:35.127]  Oh, man.
[01:04:39.790 --> 01:04:42.491]  We're gonna come right back, ladies and gentlemen, after this quick break.
[01:04:42.912 --> 01:04:43.392]  And, uh...
[01:04:45.796 --> 01:04:48.358]  We will continue to cover the news straight ahead.
[01:04:48.839 --> 01:04:49.800]  Get to the missing nooks.
[01:05:03.513 --> 01:05:06.756]  Radioactive contamination is now in most of the food supply.
[01:05:06.876 --> 01:05:08.677]  There's only two ways to avoid this.
[01:05:08.918 --> 01:05:13.482]  Move south of the equator or properly protect your thyroid with nascent iodine.
[01:05:13.562 --> 01:05:16.344]  Looking to protect my family, I've done deep research.
[01:05:16.484 --> 01:05:22.249]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[01:05:22.429 --> 01:05:25.912]  It's made right here in the USA, completely non-GMO.
[01:05:26.112 --> 01:05:31.157]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[01:05:31.357 --> 01:05:34.400]  Exclusively available at Infowarslife.com.
[01:05:34.580 --> 01:05:40.446]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[01:05:40.566 --> 01:05:42.548]  Survival Shield Nascent Iodine.
[01:05:42.728 --> 01:05:48.153]  Secure your super high quality Nascent Iodine today at Infowarslife.com.
[01:05:48.233 --> 01:05:49.614]  That's Infowarslife.com.
[01:05:57.901 --> 01:06:08.127]  In the councils of government, we must guard against the acquisition of unwarranted influence, whether sought or unsought, by the military-industrial complex.
[01:06:08.788 --> 01:06:14.171]  In Dallas, Texas, three shots were fired at President Kennedy's motorcade in downtown Dallas.
[01:06:14.692 --> 01:06:19.955]  The first reports say that President Kennedy has been seriously wounded by this shooting.
[01:06:20.755 --> 01:06:22.256]  It is a big idea.
[01:06:23.297 --> 01:06:24.278]  A new world order.
[01:06:27.938 --> 01:06:31.042]  It was almost as if it were a planned enclosure.
[01:06:31.102 --> 01:06:32.484]  It just pancaked.
[01:06:34.887 --> 01:06:38.711]  Either you were with us, or you were with the terrorists.
[01:06:51.874 --> 01:06:57.493]  But I also believe that a lot of gun owners would agree that AK-47s belong in the hands of soldiers, not in the hands of criminals.
[01:07:02.037 --> 01:07:02.878]  Guns will be taken.
[01:07:02.918 --> 01:07:04.219]  No one will be able to be all.
[01:07:04.279 --> 01:07:05.640]  We're going to take all of them.
[01:07:05.680 --> 01:07:10.444]  For many of the police and guard troops, it is an uncomfortable job to do this in an American city.
[01:07:10.504 --> 01:07:11.965]  Global governance at last.
[01:07:12.065 --> 01:07:13.026]  Is it one world?
[01:07:13.066 --> 01:07:14.687]  The central bank is in charge.
[01:07:14.727 --> 01:07:18.230]  But aren't we all just living and dying for what the central banks do?
[01:07:18.330 --> 01:07:24.015]  As for me, give me liberty or give me death!
[01:07:24.615 --> 01:07:29.319]  Live from the InfoWars.com studios, it's Alex Jones.
[01:07:32.765 --> 01:07:37.090]  Ladies and gentlemen, thank you for joining us in the second hour of the Sunday Worldwide Broadcast.
[01:07:37.110 --> 01:07:42.297]  We'll get more into World War II vets, Korean War vets, Vietnam vets, Desert Storm vets.
[01:07:43.632 --> 01:07:54.254]  Vets from the recent conflicts, all by the tens of thousands, storming the barricaded national monuments for the military, the World War II Memorial and others, tearing down the barricades.
[01:07:54.714 --> 01:08:00.356]  Then riot police showed up and they tried to protest in the White House, began attacking old men, putting people in wheelchairs.
[01:08:00.396 --> 01:08:04.237]  The videos are all up on InfoWars.com and PrisonPlanet.com.
[01:08:04.397 --> 01:08:09.878]  And the old men successfully battled and defeated the police, who looked like UN toilet attendants.
[01:08:11.518 --> 01:08:14.700]  They hire their buddies now, so if you're not a chicken-neck communist, they don't hire you.
[01:08:15.661 --> 01:08:18.142]  Especially in the District of Criminals, D.C.
[01:08:18.842 --> 01:08:19.643]  That's all coming up.
[01:08:19.703 --> 01:08:36.031]  But first off, back on September 3rd of this year, a high-level source at Dyess Air Force Base in West Texas, home of the Global Air Force Aircraft Nuclear Strike Command,
[01:08:37.301 --> 01:08:40.984]  One of the main shack bases in the entire United States, if not the main base.
[01:08:43.046 --> 01:08:54.677]  We got the intel that there was a military transfer of nuclear warheads in four trucks
[01:08:56.158 --> 01:08:57.099]  Without paperwork.
[01:08:57.579 --> 01:09:03.003]  And that the base police, that are civilian police, said, well this is against the law, there's not supposed to be nukes here.
[01:09:03.643 --> 01:09:04.924]  What is going on with these trucks?
[01:09:05.044 --> 01:09:05.565]  What is leaving?
[01:09:05.585 --> 01:09:06.385]  We're supposed to inspect.
[01:09:06.705 --> 01:09:08.046]  Base commander came out and said, no.
[01:09:08.387 --> 01:09:13.150]  They asked the truck drivers, who weren't even part of the regular federal contractors that do it.
[01:09:13.230 --> 01:09:15.632]  They said, look, we're just told we're going to South Carolina.
[01:09:15.992 --> 01:09:17.773]  The police said, fine, we'll follow the order.
[01:09:18.154 --> 01:09:18.594]  Let this go.
[01:09:18.634 --> 01:09:19.995]  You're to say where it's going.
[01:09:20.415 --> 01:09:22.817]  And my source was privy to all this going on.
[01:09:24.298 --> 01:09:25.779]  And I said, I don't know what this means.
[01:09:25.859 --> 01:09:26.600]  We got a report.
[01:09:26.660 --> 01:09:27.400]  It's a good source.
[01:09:28.141 --> 01:09:28.641]  This went on.
[01:09:29.882 --> 01:09:41.069]  Same source reported weeks before in the whole Syria deal that the B-2 bombers had flown out of there to go to Diego Garcia out in the off the coast of Africa, south of the Persian Gulf.
[01:09:41.389 --> 01:09:42.670]  Weeks later, that was confirmed.
[01:09:45.822 --> 01:10:01.768]  Now, I think the best way to get to this new story of missing nuclear weapons and why it's so important, is I think we should play from 2007, CNN and CBS News, also a Pentagon video press release, about how big a deal this was last time it happened, so you understand why it's a big deal.
[01:10:02.388 --> 01:10:04.068]  This was six missing cruise missiles.
[01:10:04.389 --> 01:10:05.089]  Let's go to the CNN.
[01:10:06.032 --> 01:10:07.572]  Let's tell people what we do know.
