[00:00:00.880 --> 00:00:01.382]  You got it.
[00:51:05.969 --> 00:51:09.673]  Which again, the stock market's really not at $13,000 or whatever it is.
[00:51:10.554 --> 00:51:14.718]  The dollar's been devalued just in the last five years by about 35%.
[00:51:17.017 --> 00:51:19.700]  It's been devalued 99% since 1913.
[00:51:20.520 --> 00:51:22.983]  But most of that's happened in the last 15 years.
[00:51:23.804 --> 00:51:25.685]  So 30-plus percent just since 2008.
[00:51:25.746 --> 00:51:26.766]  What is that?
[00:51:26.807 --> 00:51:27.647]  Four or five years ago.
[00:51:27.948 --> 00:51:29.029]  Look up the numbers for yourself.
[00:51:30.150 --> 00:51:31.271]  These are dead-on numbers.
[00:51:33.213 --> 00:51:36.216]  And the economy is shutting down by design.
[00:51:38.402 --> 00:51:41.204]  And the Affordable Care Act is destroying the economy.
[00:51:41.925 --> 00:51:56.137]  It was written by the insurance companies, so the big corporations and the small ones, you have to buy this insurance now that's, by the way, just doubled in price and is going to go up even more, because it's written by megabanks that own the insurance companies who can make you pay whatever they want.
[00:51:56.157 --> 00:51:58.939]  By the way, my dad is in health care management.
[00:52:00.400 --> 00:52:01.601]  He said, my gosh, you're right.
[00:52:01.621 --> 00:52:03.503]  He goes, I'm involved and all this.
[00:52:03.523 --> 00:52:04.384]  He's involved at the state level.
[00:52:05.939 --> 00:52:07.239]  And he said, it's incredible, son.
[00:52:07.279 --> 00:52:09.020]  He goes, it's a huge tax on poor people.
[00:52:10.080 --> 00:52:12.700]  He goes, they're shutting down all the inexpensive clinics.
[00:52:13.420 --> 00:52:14.801]  He goes, it's bankrupting people.
[00:52:14.881 --> 00:52:16.161]  It's destroying everything.
[00:52:16.461 --> 00:52:17.881]  It's designed to force doctors out.
[00:52:17.941 --> 00:52:19.161]  You can't even comply with this.
[00:52:19.221 --> 00:52:19.921]  It's unbelievable.
[00:52:22.342 --> 00:52:25.782]  My own dad's like, you know, I didn't think you were right that they wanted to destroy things.
[00:52:26.163 --> 00:52:29.763]  I knew they were greedy and didn't care, but they really want to destroy health care.
[00:52:30.103 --> 00:52:30.543]  Yeah.
[00:52:31.263 --> 00:52:32.964]  And then fully socialize it.
[00:52:33.064 --> 00:52:34.344]  That's the plan.
[00:52:36.445 --> 00:52:38.927]  Before I go to this clip, I want to read to you.
[00:52:38.967 --> 00:52:44.833]  It's after Obama win, billionaire says to businesses, don't stop hiring.
[00:52:46.835 --> 00:52:55.703]  John Paul DeGioia appeared on Fox Business today to offer encouraging words to business owners who are angry, upset, worried by Barack Obama's re-election.
[00:52:56.684 --> 00:53:01.849]  I was just going through news and ran across this story from weeks ago.
[00:53:03.089 --> 00:53:17.538]  And it goes on about how he's worth $4 billion, was homeless, but thought, hey, people might want something that isn't toxic chemicals to wash their hair, was able to launch the idea, launch Patron, you know, tequila, all this stuff, and how he makes billions of dollars a year and all this stuff.
[00:53:18.138 --> 00:53:24.202]  And how he said, I don't mind paying more taxes, but he goes, the government mismanages things and is a bunch of cronies.
[00:53:24.702 --> 00:53:28.365]  And then he says, here at the end of the transcript, he says,
[00:53:29.824 --> 00:53:35.446]  DeGioia wasn't particularly concerned about the United States barreling down the tunnel towards European socialism either.
[00:53:36.087 --> 00:53:38.948]  He can't be that stupid, he said of Obama's next four years in office.
[00:53:39.268 --> 00:53:42.729]  I think he's going to reach across the aisle, and he's going to come to Jesus.
[00:53:44.470 --> 00:53:45.511]  Oh, he came to Jesus.
[00:53:45.591 --> 00:53:47.051]  It's not the one, though, you're talking about.
[00:53:48.312 --> 00:53:49.352]  John Paul DeGioia.
[00:53:50.373 --> 00:53:51.433]  See, you're self-made.
[00:53:51.473 --> 00:53:55.895]  You're not an insider that makes their money off fake derivatives taxpayer-backed.
[00:53:57.765 --> 00:53:58.886]  And see, that's the difference.
[00:53:59.186 --> 00:54:04.530]  And then they use the corruption of the out-of-control globalists to demonize anyone with wealth.
[00:54:06.491 --> 00:54:13.136]  They're now teaching in the media and the culture that if somebody's making $200,000 a year, they're a rich pig who stole it and is a piece of garbage.
[00:54:13.416 --> 00:54:15.758]  Let me explain something to working class folks out there.
[00:54:16.238 --> 00:54:19.521]  The middle class has shrunk by about half the last 30 years in this country.
[00:54:20.942 --> 00:54:26.726]  Okay, the middle class are the people that build businesses, hire people, and spend money at your business.
[00:54:26.806 --> 00:54:27.567]  Okay, let me explain something.
[00:54:28.147 --> 00:54:31.450]  If you get rid of the rich people, we might as well be Guatemala or Nigeria.
[00:54:31.470 --> 00:54:32.390]  Let me get that through your head.
[00:54:33.191 --> 00:54:36.133]  Who gives you a chance to have a job and move up in the world?
[00:54:37.874 --> 00:54:42.277]  Free market, independent, new wealth, middle class, rich, ultra rich.
[00:54:43.979 --> 00:54:46.741]  The problem is, the mega super rich
[00:54:48.109 --> 00:54:55.771]  In their own writings are diametrically opposed to anyone outside their clique, and they want to go back to the old system.
[00:54:57.751 --> 00:55:02.012]  And they've signed us on to $1.5 quadrillion worldwide of derivatives debt.
[00:55:02.252 --> 00:55:02.832]  They created it.
[00:55:02.852 --> 00:55:05.052]  It's already been triaged, already been written off.
[00:55:05.293 --> 00:55:06.233]  They've just signed us on to it.
[00:55:06.253 --> 00:55:07.033]  You're like, well, why?
[00:55:07.573 --> 00:55:13.754]  To say, too big to fail, so they can dictate all policy and say they're above the law, as Alan Greenspan just said.
[00:55:14.254 --> 00:55:15.615]  I played a clip of him on Laird NewsHour.
[00:55:15.995 --> 00:55:16.695]  He's above the law.
[00:55:17.395 --> 00:55:18.256]  Ben Bernanke's above the law.
[00:55:18.516 --> 00:55:19.377]  Who made them above the law?
[00:55:19.397 --> 00:55:25.623]  Well, they got us to accept their... I mean, don't you think Madoff, if he could have gotten the world to accept 1.5 quadrillion, would have done it?
[00:55:25.823 --> 00:55:28.225]  Then the world buys the 1.5 quadrillion.
[00:55:28.625 --> 00:55:31.608]  They don't want to be told the 1.5 quadrillion isn't any good.
[00:55:32.008 --> 00:55:34.731]  And so, the con artist says, okay, I gotta do everything I say.
[00:55:35.391 --> 00:55:37.053]  And that's what's so amazing about this.
[00:55:37.113 --> 00:55:37.694]  You remember...
[00:55:38.792 --> 00:55:51.644]  Starting about 12 years ago on the internet, everybody started getting these Nigerian emails saying, I am Prince Wabubi, or whatever the name was, in Nigeria, and if you will send me $5,000, I will give you $1,000,000 waiting on this account.
[00:55:51.904 --> 00:55:53.946]  And people thought their ship would come in and they would do it.
[00:55:54.827 --> 00:55:59.231]  Now at first it hit millions of people, then it hit hundreds of thousands, then only dozens.
[00:56:00.948 --> 00:56:02.050]  But it's the same deal.
[00:56:02.490 --> 00:56:05.935]  But you didn't go out and do a deal with the fake Nigerian prince.
[00:56:06.275 --> 00:56:13.025]  They signed you on and are now holding you hostage saying if you don't put more money into this, everything's going to go belly up.
[00:56:14.400 --> 00:56:27.544]  And see, a lot of people would go do the Nigerian deal, pay the $5,000, not get the million, and then Prince Wabubi's representative would say, I will allow you to talk to Prince Wabubi on the phone, but you've got to put $10,000 in and then you will get the money.
[00:56:27.944 --> 00:56:35.346]  And many people would shell out five or six times up to $100,000 to get the money from Prince Wabubi.
[00:56:37.338 --> 00:56:37.978]  It's the same thing.
[00:56:38.379 --> 00:56:52.108]  All the yuppies, everybody thinks that, okay, the mainstream media, CNN, MSNBC, they have given us CNBC, they've given us outs that if we will just do A, B, C, and D, we'll come out of this.
[00:56:52.209 --> 00:57:01.395]  But everything they do, it's like the cartoon where the mouse is running in the mouse hole in the wall so the cat paints its mouth up like a restaurant or like a hole in the wall so the mouse runs into it.
[00:57:01.695 --> 00:57:05.098]  They've got every avenue you're going to run to just is more power to them.
[00:57:06.092 --> 00:57:08.053]  You have to wake up to this fact.
[00:57:08.073 --> 00:57:10.435]  We're gonna come back and play the clip.
[00:57:10.455 --> 00:57:13.416]  Stuart Rhodes is coming up, but I'll get to the Greenspan clip and finish up on this.
[00:57:13.857 --> 00:57:16.098]  The reason I'm harping on this is not to be negative.
[00:57:16.999 --> 00:57:20.741]  The reason I'm harping on this is so that you understand.
[00:57:22.150 --> 00:57:24.031]  That there's a way to fix this very quickly.
[00:57:24.051 --> 00:57:25.812]  The world isn't broken.
[00:57:26.533 --> 00:57:31.376]  There's problems that are real, but 90% of it is globalist orchestrating this.
[00:57:31.936 --> 00:57:39.081]  And that it's so easy to defeat them if we simply remove this scum and are honest about the real financial system of the world.
[00:57:39.341 --> 00:57:40.161]  Hour 2 coming up.
[00:57:40.221 --> 00:57:40.982]  It's so important.
[00:57:41.182 --> 00:57:42.063]  Call your friends and family.
[00:57:42.103 --> 00:57:43.043]  Tell them to tune in right now.
[00:57:43.303 --> 00:57:46.706]  The news websites are InfoWars.com, video streaming at PrisonPlanet.tv.
[00:57:51.423 --> 00:57:57.268]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[00:57:58.180 --> 00:58:04.083]  At Silverlungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[00:58:04.924 --> 00:58:15.009]  Our most popular silver-based products are the 32-ounce Nano Silver Solutions, our 2-ounce Nano Silver Nasal Applicators, as well as our all-natural silver soaps.
[00:58:15.889 --> 00:58:19.191]  Just released is our 100% natural silver gel.
[00:58:20.031 --> 00:58:26.215]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[00:58:26.955 --> 00:58:37.364]  But rather we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera to quickly penetrate and nourish the skin while delivering the silver more effectively.
[00:58:38.204 --> 00:58:45.791]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[00:58:46.943 --> 00:58:49.946]  That's www.silverlungs.com.
[00:58:50.446 --> 00:58:52.068]  Introducing ProOne.
[00:58:52.328 --> 00:58:55.851]  All of your filtration in one system, portable, on the go.
[00:58:55.971 --> 00:59:00.376]  No more do you have two or three filters to just reduce sodium fluoride.
[00:59:00.516 --> 00:59:02.858]  You have a system that cuts out the sodium fluoride.
[00:59:03.078 --> 00:59:06.503]  And up to 95% of hydrofluorosilicic acid.
[00:59:06.623 --> 00:59:17.417]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:59:17.637 --> 00:59:20.301]  It is the only one that does it and out of the gates!
[00:59:20.461 --> 00:59:23.902]  We have it discounted at 10% off with promo code WATER.
[00:59:24.103 --> 00:59:41.089]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:59:41.410 --> 00:59:46.732]  Get your Pro-Pure with the new Pro-1 filters today at InfoWarsTore.com or by calling 888-253-3139.
[00:59:51.658 --> 00:59:54.521]  Coast to coast, direct from Austin.
[00:59:55.242 --> 00:59:58.546]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.270 --> 01:00:08.297]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.897 --> 01:00:11.881]  It's Alex Jones and the GCN Radio Network.
[01:00:18.922 --> 01:00:20.183]  We are now in hour number two.
[01:00:20.283 --> 01:00:30.929]  Stuart Rhodes from Montana will be joining us coming up in the next segment to get into the anti-gun attacks and the whole police state move that is now openly expanding.
[01:00:30.949 --> 01:00:36.613]  The media trying to spin their giant arms buildup, enough bullets for 30 plus years.
[01:00:37.213 --> 01:00:38.174]  That is all coming up.
[01:00:38.214 --> 01:00:39.675]  But I've been mentioning this Greenspan clip.
[01:00:39.715 --> 01:00:39.835]  It's
[01:00:41.621 --> 01:00:43.723]  Almost 10 minutes long, but here's just a few minutes of it.
[01:00:43.743 --> 01:00:55.032]  I mean, he's saying, you know, the economy doesn't matter, only the stock market, which is inflated by dollars that are devalued.
[01:00:55.952 --> 01:00:57.453]  And he just says a whole bunch of stuff.
[01:00:57.473 --> 01:01:00.015]  So let's play part of this clip right now.
[01:01:00.075 --> 01:01:00.416]  Here it is.
[01:01:01.220 --> 01:01:01.860]  Right, right.
[01:01:02.140 --> 01:01:02.660]  Hit pause.
[01:01:26.135 --> 01:01:32.957]  Again folks, this is the guy that said watch out about irrational exuberance right after he was the one that got rid of the Glass-Steagall Act.
[01:01:33.797 --> 01:01:46.181]  This is the guy who helped engineer with Clinton, and the Republicans were involved as well, bipartisan, allowing the globalists to create all these derivatives, and then instead of letting them all go under, sign us onto it!
[01:01:47.697 --> 01:01:50.159]  And then this bastard sits there.
[01:01:50.299 --> 01:01:51.660]  I mean, he's a bastard, man.
[01:01:52.861 --> 01:01:53.982]  Bastards are nice people.
[01:01:54.263 --> 01:01:55.504]  That's not even a strong enough warrant.
[01:01:55.564 --> 01:01:56.765]  Cockroaches have a job.
[01:01:57.185 --> 01:02:10.936]  This demon, this Emperor Palpatine, who helped engineer what we're going into to destroy our wealth on record, and then assign us onto it, lecturing us about how we've gotten rid of all the low-hanging fruit.
[01:02:11.197 --> 01:02:13.719]  You've done everything you can to hold this economy under.
[01:02:15.011 --> 01:02:17.412]  You've done everything you can, New World Order!
[01:02:18.192 --> 01:02:20.493]  Putting poison in our food and water to dumb us down.
[01:02:20.953 --> 01:02:22.214]  Shutting down our economy.
[01:02:22.494 --> 01:02:24.115]  De-industrializing our country.
[01:02:24.455 --> 01:02:25.815]  Shipping the jobs overseas.
[01:02:30.817 --> 01:02:32.318]  Oh, we're back up on Drudge Report right now?
[01:02:34.919 --> 01:02:35.439]  Oh, man.
[01:02:36.179 --> 01:02:37.440]  I'm glad Drudge is carrying that.
[01:02:37.660 --> 01:02:39.300]  Let me guess, I couldn't hardly read it.
[01:02:39.360 --> 01:02:41.401]  Is he showing the government saying there's no bullets?
[01:02:41.981 --> 01:02:42.782]  Or that I'm a weirdo?
[01:02:44.091 --> 01:02:48.595]  I mean, just go back to DrudgeReport.com so I can see.
[01:02:49.315 --> 01:02:50.156]  What's the link above it?
[01:02:50.196 --> 01:02:50.857]  What's his reason?
[01:02:51.237 --> 01:02:51.597]  Oh, yeah.
[01:02:53.879 --> 01:02:55.961]  Gun dealers report shortages of ammunition.
[01:02:56.001 --> 01:02:56.241]  Yeah.
[01:02:56.841 --> 01:03:01.225]  We were trying to buy more .223 to do a gun shoot and shoot Tracer.
[01:03:01.245 --> 01:03:02.086]  You just can't get it.
[01:03:02.126 --> 01:03:03.147]  Can't get it online.
[01:03:03.687 --> 01:03:04.107]  I couldn't.
[01:03:04.267 --> 01:03:05.268]  It's just driving me insane.
[01:03:05.809 --> 01:03:07.110]  Barrett .50 cals were $5,000 a year ago.
[01:03:09.892 --> 01:03:10.673]  They're like $15,000 right now.
[01:03:17.560 --> 01:03:21.041]  By the way, they jumped $3,000 if I said that last week, so I better shut up.
[01:03:21.781 --> 01:03:24.962]  The point is, is that, well, people know there's a rush on these.
[01:03:25.802 --> 01:03:27.302]  In fact, I meant to cover that bullet stuff.
[01:03:27.322 --> 01:03:29.143]  Will you print me the new article about the bullet shortages?
[01:03:29.163 --> 01:03:30.883]  In fact, I was going to cover that with Stuart Rhodes.
[01:03:30.923 --> 01:03:32.543]  That's a perfect, perfect reason.
[01:03:32.663 --> 01:03:36.484]  I mean, if it's on Drudge, it better remind me to get to covering that.
[01:03:36.804 --> 01:03:38.284]  In fact, where's my stack?
[01:03:38.324 --> 01:03:38.705]  Oh, here it is.
[01:03:39.025 --> 01:03:40.405]  Here's my stack of bullet news.
[01:03:42.625 --> 01:03:44.987]  Something's got to be a national story now for me to remember to cover it.
[01:03:45.287 --> 01:03:46.348]  I do all this preparation.
[01:03:46.388 --> 01:03:47.389]  You guys watch me every day.
[01:03:47.670 --> 01:03:49.651]  Like 20 stacks and then cover like three stacks.
[01:03:50.172 --> 01:03:50.813]  We're going to come back.
[01:03:50.853 --> 01:03:53.195]  I'll hit some of the news headlines, which you know what that means.
[01:03:53.835 --> 01:03:56.458]  And then we'll get to Stuart Rhodes and the rest of it.
[01:03:56.578 --> 01:04:01.142]  And I've got CNN and a new demonization campaign that really illustrates how pathetic they are.
[01:04:01.582 --> 01:04:02.864]  But let's go out to break with Greenspan.
[01:04:02.904 --> 01:04:03.965]  Let's go back to Turdstan.
[01:04:03.985 --> 01:04:04.265]  Here it is.
[01:04:04.545 --> 01:04:12.514]  The budget deficit down is going to require some very unpopular actions.
[01:04:12.874 --> 01:04:15.017]  Massive new taxes, cutting the welfare.
[01:04:15.057 --> 01:04:16.939]  Think of it, all the foreign bankers, right?
[01:04:16.959 --> 01:04:20.243]  This new generation is now only beginning to retire.
[01:04:21.692 --> 01:04:22.012]  Yep.
[01:04:22.032 --> 01:04:28.838]  Which the Globalist said 30 years ago they planned!
[01:04:29.399 --> 01:04:33.802]  See, they talked to us like we're 5 years old and don't know this was all planned.
[01:04:33.883 --> 01:04:34.323]  Absolutely.
[01:04:34.343 --> 01:04:36.405]  Tell you what, back it up to the beginning of that.
[01:04:36.445 --> 01:04:38.146]  Don't want to play this clip.
[01:04:38.166 --> 01:04:40.508]  Yeah, yeah, back it up to, uh...
[01:04:41.489 --> 01:04:43.290]  505 in the clip.
[01:04:43.330 --> 01:04:45.111]  I'm going to play that whole clip.
[01:04:45.151 --> 01:04:49.213]  Because the whole interview, when that guy comes out, he's telling you what's about to happen.
[01:04:49.593 --> 01:04:51.194]  And he's like, oh, we're in deep trouble.
[01:04:51.474 --> 01:04:52.574]  There's nothing we can do.
[01:04:52.874 --> 01:04:53.955]  We're an old country.
[01:04:54.435 --> 01:04:55.255]  Blah, blah, blah.
[01:04:55.335 --> 01:04:55.656]  Yeah.
[01:04:55.916 --> 01:04:58.337]  And you've helped screw us everywhere you could, globalist.
[01:04:58.817 --> 01:04:59.959]  Move to China is what you've done.
[01:05:13.695 --> 01:05:22.357]  A revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[01:05:22.557 --> 01:05:36.140]  Supernatural Silver is unique and superior to colloidal and ionic silvers, using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[01:05:36.480 --> 01:05:45.267]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[01:05:45.347 --> 01:05:48.890]  Find out how Supernatural Silver could change your life.
[01:05:49.010 --> 01:05:54.394]  Go to SupernaturalSilver.com and use the promo code HEALTHY for 20% off.
[01:05:54.534 --> 01:05:57.056]  That's SupernaturalSilver.com.
[01:05:57.296 --> 01:05:58.557]  And like us on Facebook.
[01:06:05.506 --> 01:06:07.107]  Hitler took the guns.
[01:06:07.127 --> 01:06:11.010]  Stalin took the guns.
[01:06:11.050 --> 01:06:14.272]  Mao took the guns.
[01:06:14.352 --> 01:06:18.795]  Fidel Castro took the guns.
[01:06:18.935 --> 01:06:20.516]  Hugo Chavez took the guns.
[01:06:36.519 --> 01:06:39.882]  1776 will commence again if you try to take our firearms!
[01:06:41.963 --> 01:06:44.985]  The Republic will rise again when you attempt to take our guns.
[01:06:46.026 --> 01:06:50.069]  I am sworn upon the altar of God.
[01:06:50.149 --> 01:06:53.872]  Eternal hostility against every form of tyranny.
[01:06:58.581 --> 01:07:00.183]  The answer to 1984 is 1776.
[01:07:00.503 --> 01:07:06.809]  You're listening to the Alex Jones Show.
[01:07:14.977 --> 01:07:16.679]  Welcome back, ladies and gentlemen.
[01:07:16.719 --> 01:07:17.880]  It is Sunday.
[01:07:18.500 --> 01:07:20.462]  It is, of course, my friends,
[01:07:21.897 --> 01:07:27.341]  A worldwide broadcast, and I want to thank you all for joining us on this 17th day of February 2013.
[01:07:27.481 --> 01:07:32.324]  Now, I was going to cover this already today.
[01:07:33.565 --> 01:07:40.951]  Fox News has the headline, carrying the Associated Press, Why is the Department of Homeland Security buying so many bullets?
[01:07:42.252 --> 01:07:46.895]  And it says, Online rumors about big government munitions purchases are true.
[01:07:47.635 --> 01:07:48.096]  Sort of.
[01:07:50.003 --> 01:07:58.607]  And it goes on to say, Homeland Security Department is buying and has bought 1.6 billion rounds of ammo, roughly the equivalent of five bullets for every person in the United States.
[01:07:59.447 --> 01:08:04.430]  Published federal notices about the ammo buy have agitated conspiracy theorists since the fall.
[01:08:05.350 --> 01:08:20.135]  They're buying thousands of armored vehicles, 1.6 billion bullets, more than 14, 15 times any amount of bullets they've ever bought in a single year, urban warfare drills, TSA checkpoints in the town where I live, and I'm a conspiracy theorist.
[01:08:20.475 --> 01:08:25.896]  I started seeing YouTube videos a few years ago where people would complain to the TSA groping them and videotape it.
[01:08:26.416 --> 01:08:28.337]  They'd go, I don't like you touching my genitals.
[01:08:28.497 --> 01:08:30.978]  I don't like the... They'd go, oh, you're a conspiracy theorist.
[01:08:31.818 --> 01:08:37.926]  So if you go into a hamburger place and say, I want a strawberry shake, they go, oh, you're a conspiracy theorist.
[01:08:37.966 --> 01:08:38.827]  You go, well, what do you mean?
[01:08:39.087 --> 01:08:40.028]  Well, you have a view.
[01:08:41.263 --> 01:08:42.484]  It's chocolate or vanilla.
[01:08:43.084 --> 01:08:44.005]  Do you see what I'm saying?
[01:08:44.425 --> 01:09:01.514]  Now, simply going, man, why are they dressing in black uniforms and running checkpoints and buying 1.6 million bullets in armored vehicles and why were there urban warfare drills in our town and, you know, why are they running checkpoints on the highways and why are they putting people on no-fly lists and, you know, why are they saying in 14, 15 states now?
[01:09:06.417 --> 01:09:07.478]  Again, that number 14.
[01:09:07.958 --> 01:09:18.365]  They are California, Missouri, Washington State, New York, you name it, introducing bills to allow, ban semi-autos and make you turn them in.
[01:09:18.405 --> 01:09:19.866]  We wrote articles about that on Friday.
[01:09:20.386 --> 01:09:22.868]  We'll show something on screen for radio listeners.
[01:09:22.908 --> 01:09:28.992]  If you're not a radio listener, just type into the search engine, Missouri moves to ban all semi-autos.
[01:09:29.072 --> 01:09:31.534]  Washington State moves to ban all semi-autos.
[01:09:32.094 --> 01:09:38.177]  I've got a clip of a police chief in California at a press conference saying, quote, a gun is not a defensive weapon, you shouldn't be able to have one.
[01:09:38.657 --> 01:09:44.199]  I mean, this is the type of bonkers stuff that's going on, and their response is it isn't happening.
[01:09:44.419 --> 01:09:46.460]  Guys, will you punch up Drudge Report for TV viewers?
[01:09:46.480 --> 01:09:47.441]  I want to show people something.
[01:09:48.041 --> 01:09:51.422]  Here's Drudge Report, relinking right now to Infowars.com, but right above it.
[01:09:52.143 --> 01:09:55.064]  Gun dealers report shortages of ammunition.
[01:09:56.451 --> 01:09:58.473]  Now, do you remember the last few years?
[01:09:58.934 --> 01:10:01.077]  Oh, nobody wants your guns.
[01:10:01.137 --> 01:10:02.638]  You're a conspiracy theorist.
[01:10:04.741 --> 01:10:05.862]  Nobody wants your guns.
[01:10:05.982 --> 01:10:06.423]  Nobody!
[01:10:06.543 --> 01:10:06.904]  Nobody!
[01:10:07.797 --> 01:10:10.338]  And we're like, but Obama, as a state senator, said ban them all.
[01:10:10.358 --> 01:10:10.738]  The U.N.
[01:10:10.758 --> 01:10:11.679]  Treaty says ban them.
[01:10:12.639 --> 01:10:14.860]  Dashiell wanted to ban them.
[01:10:15.340 --> 01:10:19.642]  The current vice president, when he was a senator, introduced the first legislation to physically turn them in.
[01:10:20.083 --> 01:10:24.905]  Why, here's a clip of Dianne Feinstein saying, we will make you turn in your guns if we can get the votes.
[01:10:24.925 --> 01:10:26.305]  I mean, that's a clip.
[01:10:26.365 --> 01:10:28.006]  I've played it probably 15 times.
[01:10:28.026 --> 01:10:28.907]  I'll play it again if you want.
[01:10:29.527 --> 01:10:30.968]  Feinstein, Mr. and Mrs. America, turn them in.
[01:10:35.168 --> 01:10:36.529]  And they go, no, you didn't hear that.
[01:10:37.329 --> 01:10:40.831]  Look, you guys don't control reality anymore, is the message here.
[01:10:42.592 --> 01:10:44.594]  You don't control reality anymore.
[01:10:45.594 --> 01:10:46.775]  We know you want our guns.
[01:10:46.835 --> 01:10:48.096]  Every city you're in control of.
[01:10:48.136 --> 01:10:48.976]  You've taken them all.
[01:10:49.136 --> 01:10:50.557]  New York, Chicago, you name it.
[01:10:51.718 --> 01:10:52.778]  Stop playing games.
[01:10:52.798 --> 01:10:57.001]  You've taken them from 40-something countries the last few decades.
[01:10:58.547 --> 01:11:01.771]  So stop, yeah there it is, Missouri Democrats call for gun confiscation.
[01:11:02.092 --> 01:11:03.894]  The denial is over, government is coming for your guns.
[01:11:03.914 --> 01:11:15.088]  Then it's got the House Bill 545 and it says how you'll turn them in, how they'll, I mean, you know, and there's all, there's like at least 14 states that have got gun confiscation in them.
[01:11:15.894 --> 01:11:17.956]  It's not even making the news hardly, so what's crazy?
[01:11:17.976 --> 01:11:33.610]  I want to bring Stuart Rhodes, Yale graduate with honors, a constitutional lawyer, worked for Congressman Ron Paul on the Hill, also Army paratrooper, retired from the Army when he got injured, great patriot, founder of Oath Keepers.
[01:11:34.170 --> 01:11:34.671]  He joined us.
[01:11:34.691 --> 01:11:38.134]  We're about to go to break in about four minutes, but you've heard my breakdown here.
[01:11:38.174 --> 01:11:40.295]  I wanted to get you on about
[01:11:41.224 --> 01:11:47.930]  More than a dozen states introducing legislation where all semi-auto is turned in, from a .22 up to a handgun.
[01:11:49.351 --> 01:11:56.877]  And now the urban warfare drills everywhere unannounced with police, with role players saying, I'm an American, I need food.
[01:11:57.358 --> 01:11:58.719]  So there's no doubt what this is for.
[01:11:58.759 --> 01:12:00.401]  The Army manuals say it's for citizens.
[01:12:01.181 --> 01:12:09.628]  Stuart, I mean, and then meanwhile they have AP run in hundreds of publications saying, I'm crazy and discredited.
[01:12:09.708 --> 01:12:12.530]  Yeah, they're getting the bullets, but I shouldn't be upset.
[01:12:13.130 --> 01:12:16.153]  I mean, I don't think their propaganda is working anymore, Stuart.
[01:12:16.173 --> 01:12:21.877]  The military, the police I talk to, who the system is, you know, wants to follow orders, is more awake than the general public.
[01:12:22.177 --> 01:12:25.200]  What is your basic analysis of what I've just broken down, Stuart Rhodes?
[01:12:26.479 --> 01:12:40.729]  Well yes, it's becoming very obvious to almost anybody with eyes, and so I'm actually in Reno right now at a huge gun show here in Reno, and everybody I talk to is more than aware of what's going on, and they see the big picture.
[01:12:41.210 --> 01:12:46.474]  And that's why there was lines around the block to get in, and massive lines to buy ammunition.
[01:12:46.594 --> 01:12:48.275]  They're buying up everything they possibly can.
[01:12:48.775 --> 01:12:54.780]  And they're not just buying it because they think it might be banned, they're buying it because they think they might have to use it pretty soon.
[01:12:55.420 --> 01:13:04.609]  And so they, almost every gunner I spoke to is very concerned that this is for all the marbles and we're heading for a civil war.
[01:13:05.453 --> 01:13:23.932]  And they're looking not just at the gun control legislation coming across at federal and state levels, but also, as you said, the pattern of DHS arming up and gearing up, you know, buying 7,000 assault rifles for them, and they say it's for self-defense, but while saying they're not useful for self-defense for us.
[01:13:24.393 --> 01:13:27.796]  And so they see this, they see the hypocrisy, and frankly this
[01:13:28.777 --> 01:13:31.598]  This is an overstep on the part of the elite.
[01:13:31.798 --> 01:13:33.559]  They are really just kind of going from broke.
[01:13:33.599 --> 01:13:39.080]  Either they don't care what we think or they underestimate the awareness of the average American.
[01:13:39.560 --> 01:13:41.281]  And so I think it's, you know, frankly it's a gift.
[01:13:41.721 --> 01:13:43.742]  It's waking up more Americans than ever before.
[01:13:43.762 --> 01:13:48.963]  And I was just in Albany for the big New York rally there of gun owners.
[01:13:48.983 --> 01:13:53.505]  About 3,000 gun owners got together and they all chanted, we will not comply.
[01:13:53.945 --> 01:13:59.231]  Thank you for reminding me why I got you on while we called you three days ago to get you on Sunday.
[01:13:59.672 --> 01:14:01.113]  There is a rebellion.
[01:14:01.214 --> 01:14:02.475]  Guys, get the Albany video.
[01:14:02.495 --> 01:14:03.256]  It's five minutes long.
[01:14:03.276 --> 01:14:03.396]  Ready?
[01:14:03.416 --> 01:14:04.057]  I'm going to play that.
