[00:00:03.652 --> 00:00:05.702]  You're listening to GCN.
[01:26:29.270 --> 01:26:33.393]  So I guess you support Obama crippling the raids on cannabis dispensaries, right?
[01:26:33.593 --> 01:26:35.175]  Because you're not a racist, right, Kevin?
[01:26:36.896 --> 01:26:37.457]  Uh, that's correct.
[01:26:40.285 --> 01:26:41.105]  How's it going Alex?
[01:26:41.125 --> 01:26:42.226]  I'm from Hollywood baby.
[01:26:42.246 --> 01:26:42.786]  I don't talk like this.
[01:26:42.806 --> 01:26:43.286]  I'm from Tennessee.
[01:26:43.767 --> 01:26:45.107]  I don't talk like this from Tennessee.
[01:27:01.845 --> 01:27:04.047]  I would marry anybody who could beat me.
[01:27:04.307 --> 01:27:09.730]  Why don't we take a 400 pound kid and then put him in the ring with some girls, let them wrestle him in the high school.
[01:27:09.750 --> 01:27:10.611]  I think that's a good idea.
[01:27:10.631 --> 01:27:13.512]  Because we want to be tolerant here.
[01:27:13.532 --> 01:27:16.574]  We can put a wig on him and a dress.
[01:27:17.335 --> 01:27:18.836]  How about the boxing club?
[01:27:18.896 --> 01:27:22.738]  We can let the boys beat the girls up because they're really girls too, Kevin.
[01:27:23.752 --> 01:27:26.513]  Now come on Alex, I live in West Hollywood now, don't go crazy.
[01:27:26.733 --> 01:27:29.333]  Kevin, there you go, so you agree with it, there you go.
[01:27:30.154 --> 01:27:34.395]  What about putting a wig on Mike Tyson and letting him get in the women's boxing league?
[01:27:35.695 --> 01:27:37.235]  Uh, if I could bet on it, sure.
[01:27:39.496 --> 01:27:42.336]  So, that might actually be the way he could come back.
[01:27:42.716 --> 01:27:43.417]  Yeah, yeah.
[01:27:43.997 --> 01:27:46.317]  Exhibition fights, Mike Tyson versus women.
[01:27:47.518 --> 01:27:49.358]  You'd have to muzzle him though, because he might bite him.
[01:27:49.538 --> 01:27:52.859]  But that's okay, women get the same rights as Evander Holyfield now.
[01:27:53.982 --> 01:27:55.387]  Why don't we put them both in wigs?
[01:27:56.329 --> 01:27:57.553]  Say they're both transgender.
[01:28:00.462 --> 01:28:00.964]  Oh, man.
[01:28:02.318 --> 01:28:02.858]  That's funny.
[01:28:02.878 --> 01:28:04.600]  Is that what American Drug Wars are really about?
[01:28:07.822 --> 01:28:09.042]  You always throw me for a loop.
[01:28:09.062 --> 01:28:11.564]  I'm always ready to come on here, and I'm never ready.
[01:28:11.704 --> 01:28:12.184]  It's funny.
[01:28:12.525 --> 01:28:13.265]  It's funny, man.
[01:28:13.926 --> 01:28:20.110]  So you are endorsing Mike Tyson entering the heavyweight women's league as a transgender athlete?
[01:28:20.590 --> 01:28:23.812]  I hadn't thought about it until now, but yeah, I'll endorse that, sure.
[01:28:24.813 --> 01:28:25.994]  I think I endorse it as well.
[01:28:26.014 --> 01:28:29.196]  Next I'm going to be a guest on MSNBC.
[01:28:29.216 --> 01:28:30.797]  They'll go, now you're talking, Alex.
[01:28:31.673 --> 01:28:32.214]  Bring me in?
[01:28:32.394 --> 01:28:36.837]  I could... I've always been curious by those women bodybuilders.
[01:28:36.958 --> 01:28:41.522]  I don't know, it's kind of creepy and yet it's kind of erotic.
[01:28:41.602 --> 01:28:41.982]  I don't know.
[01:28:42.843 --> 01:28:46.186]  Well, Kevin, let's not get into your sexual fantasies here on air, okay?
[01:28:46.486 --> 01:28:48.628]  You're a major filmmaker, we're here to talk about that.
[01:28:49.008 --> 01:28:53.472]  The point is, is that those women are obviously taking a bunch of male hormones.
[01:28:54.273 --> 01:28:54.533]  Right.
[01:28:54.693 --> 01:28:56.234]  So they are men, basically.
[01:28:57.055 --> 01:28:57.996]  Yeah, that's pretty creepy.
[01:28:59.790 --> 01:29:02.853]  Did you know when the women take enough of those hormones, they actually grow an appendage?
[01:29:04.954 --> 01:29:07.937]  Okay, so I'm not allowed to talk about it, but you can talk about it.
[01:29:08.518 --> 01:29:10.079]  I did not know about this appendage, Alex.
[01:29:10.119 --> 01:29:11.060]  Tell me about the appendage.
[01:29:11.440 --> 01:29:12.221]  I'm not going to do it.
[01:29:12.521 --> 01:29:14.463]  No, I'm just giving medical facts here on air, buddy.
[01:29:14.483 --> 01:29:16.965]  All right, let's reset, go to break.
[01:29:17.605 --> 01:29:19.527]  Me and Kevin are old friends.
[01:29:20.107 --> 01:29:21.349]  This is not good here on air.
[01:29:22.881 --> 01:29:30.905]  Hey, we're going to come back and get serious about the film, because this really is serious how they're trying to block the non-THC attributes of hemp.
[01:29:31.385 --> 01:29:32.746]  Stuff that doesn't even get you high, folks.
[01:29:33.126 --> 01:29:34.286]  You can smoke 50 pounds of it.
[01:29:34.667 --> 01:29:36.127]  Blocking that is medical treatments.
[01:29:36.147 --> 01:29:36.908]  We're going to talk about that.
[01:29:36.928 --> 01:29:39.609]  You can't even grow it in America, but everywhere else in the world.
[01:29:39.849 --> 01:29:47.293]  We're going to talk to the cannabis hemp expert, though he himself abstains from it, Kevin Booth.
[01:29:47.313 --> 01:29:48.693]  All right, let's just reset and get serious.
[01:29:48.993 --> 01:29:49.073]  OK.
[01:29:49.093 --> 01:29:51.855]  Because, you know, like with Gary Webb, the hit teams are on the way.
[01:29:52.827 --> 01:29:54.829]  A little bit of gallows humor here straight ahead.
[01:29:54.849 --> 01:29:57.492]  I'm Bill Hicks, your host.
[01:29:57.512 --> 01:29:58.052]  We'll be right back.
[01:29:59.614 --> 01:30:00.495]  We're on the march.
[01:30:00.995 --> 01:30:02.597]  The Empire's on the run.
[01:30:02.617 --> 01:30:06.221]  Alex Jones and the GCN Radio Network.
[01:30:10.345 --> 01:30:11.986]  Introducing Pro-1.
[01:30:12.246 --> 01:30:15.748]  All of your filtration in one system, portable, on the go.
[01:30:15.888 --> 01:30:20.290]  No more do you have two or three filters to just reduce sodium fluoride.
[01:30:20.450 --> 01:30:26.413]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:30:26.533 --> 01:30:36.578]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one
[01:30:36.718 --> 01:30:37.259]  We're good to go!
[01:30:59.842 --> 01:31:06.626]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[01:31:21.773 --> 01:31:32.945]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[01:31:33.225 --> 01:31:39.452]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[01:31:39.892 --> 01:31:42.835]  You're getting soap products twice as good as what you're using now.
[01:31:43.416 --> 01:31:47.839]  This is an amazing deal and you will love the way real soap makes your skin feel.
[01:31:48.079 --> 01:31:55.144]  Call 1-800-340-7091 or visit www.5starsoap.com.
[01:31:55.464 --> 01:31:59.546]  Alex and his staff have used these earth friendly pure soaps for years.
[01:32:00.087 --> 01:32:04.950]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:32:10.077 --> 01:32:13.341]  Every three seconds, someone becomes a victim of identity theft.
[01:32:13.641 --> 01:32:17.745]  We also hear news stories every day about the NSA spying on U.S.
[01:32:17.786 --> 01:32:18.266]  citizens.
[01:32:18.566 --> 01:32:22.751]  It is now more important than ever to protect yourself and your information on the web.
[01:32:22.971 --> 01:32:29.959]  PrivateInternetAccess.com is a virtual private network service that can encrypt your internet connection while hiding your IP address.
[01:32:30.259 --> 01:32:35.441]  Their service also provides firewall protection in order to prevent data mining and unwanted exposure.
[01:32:35.721 --> 01:32:38.061]  They keep no records of your web browsing history.
[01:32:38.281 --> 01:32:44.343]  PrivateInternetAccess.com is an American company that understands you need to protect your inalienable rights.
[01:32:44.663 --> 01:32:47.704]  Private Internet Access does not even log any of your traffic.
[01:32:48.004 --> 01:32:48.464]  Period.
[01:32:48.704 --> 01:32:50.825]  Privacy is their number one policy.
[01:32:51.165 --> 01:32:57.707]  You can use their service anywhere with an internet connection and with one account you can protect up to five devices at the same time.
[01:32:58.067 --> 01:33:03.731]  Go to privateinternetaccess.com right now in order to secure the privacy of you and your loved ones.
[01:33:03.971 --> 01:33:06.592]  Don't wait and allow you and your family to become victims.
[01:33:06.833 --> 01:33:09.354]  Visit privateinternetaccess.com today.
[01:33:18.032 --> 01:33:19.534]  In the beginning, there was light.
[01:33:19.674 --> 01:33:20.796]  And it was very bright.
[01:33:20.896 --> 01:33:22.418]  It warmed the whole planet.
[01:33:22.518 --> 01:33:25.402]  And there were thousands of billions and billions of people born.
[01:33:25.482 --> 01:33:27.365]  And all of them lived and flourished.
[01:33:27.505 --> 01:33:32.491]  And a lot of them had to leave the inner city to find sanctuary in the outlying areas known as the suburbs.
[01:33:33.132 --> 01:33:39.175]  One such boy who grew up in this area was a very bright boy, but suffered from an addiction, a terrible affliction.
[01:33:39.675 --> 01:33:51.321]  And the only way he could find a balance to his harmonious inner yin and yang, dark and light, positive, negative polarities, was an ancient Chinese method known as karate, or ninja warriorship.
[01:33:51.421 --> 01:33:55.242]  And his name was, uh, hmm, what was his... Clance!
[01:33:56.143 --> 01:33:58.484]  Clance, your mush is runny and cold to the touch.
[01:33:58.524 --> 01:33:59.184]  Now come on!
[01:33:59.344 --> 01:34:00.465]  Bear right there, Bob!
[01:34:02.862 --> 01:34:04.843]  Ninja Bachelor Party, 1991.
[01:34:06.564 --> 01:34:07.604]  Bill Hicks and Kevin Booth.
[01:34:07.824 --> 01:34:08.704]  Let's play some more of it.
[01:34:09.005 --> 01:34:10.085]  Where he sits around with his parents.
[01:34:10.125 --> 01:34:10.985]  It's not his new film.
[01:34:12.086 --> 01:34:13.066]  Here they are having breakfast.
[01:34:13.506 --> 01:34:14.987]  I knew Kevin's parents, they were great folks.
[01:34:15.307 --> 01:34:15.627]  Morning, Dad.
[01:34:15.707 --> 01:34:16.328]  Morning, Mom.
[01:34:16.348 --> 01:34:17.968]  Clarence, what's that bandage on your hand?
[01:34:17.988 --> 01:34:19.149]  What'd you do to your hand, baby?
[01:34:19.369 --> 01:34:21.210]  Um, I think I just slept on it wrong.
[01:34:21.230 --> 01:34:24.171]  Oh, that's a bunch of flueys up there, patching that karate.
[01:34:24.451 --> 01:34:29.953]  Well, uh, speaking of karate, I have real high hopes upon becoming a ninja warrior.
[01:34:29.973 --> 01:34:31.334]  Sweet lamb.
[01:34:32.290 --> 01:34:32.871]  No, really.
[01:34:32.911 --> 01:34:35.114]  I think it would be a fine career for him.
[01:34:35.194 --> 01:34:40.281]  I wish I was never born to hear the words that are spewing out of my son's mouth at this breakfast table this morning.
[01:34:41.603 --> 01:34:42.023]  Good one.
[01:34:42.244 --> 01:34:44.927]  First of all, son, there is no market for being a ninja.
[01:34:44.947 --> 01:34:45.808]  Look at the index.
[01:34:45.848 --> 01:34:46.970]  They're down .10 and 20% this year.
[01:34:46.990 --> 01:34:48.152]  Down 2% from last year.
[01:34:49.974 --> 01:34:50.554]  How's it going, Buzz?
[01:34:50.574 --> 01:34:52.696]  You tell him the truth and you tell him loud and clear.
[01:34:52.876 --> 01:34:56.338]  First of all, son, I am so disappointed in you and I'm hurting, hurting bad.
[01:34:56.398 --> 01:34:58.519]  If my ilk could bleed, they would bleed blood!
[01:34:58.719 --> 01:35:01.681]  And I'll be there to swab them up and blame you, my son.
[01:35:01.701 --> 01:35:07.585]  Blood would spout out of my ears like a plasma sprinkler and I would water the earth with my own dissatisfaction.
[01:35:08.645 --> 01:35:09.986]  That is not his new film.
[01:35:10.046 --> 01:35:16.329]  His last big film aired all over the big cable channels in his award-winning American Drug War One that I consulted on.
[01:35:16.389 --> 01:35:17.690]  I did not consult on this one.
[01:35:17.730 --> 01:35:18.470]  I think it's even better.
[01:35:18.831 --> 01:35:25.294]  The Wall Street Journal called the film a game-changing moment for both the film and entertainment industry, as well as the cannabis industry.
[01:35:25.574 --> 01:35:32.437]  And folks, I'm a serious person, but when I get with old friends and start joking around with comedians, I tend to
[01:35:33.738 --> 01:35:34.859]  Shift into another mode.
[01:35:34.879 --> 01:35:38.741]  And by the way, this is a very serious film, American Drug War 2.
[01:35:39.162 --> 01:35:47.688]  That's something Kevin made with Bill Hicks, back before Bill Hicks was even known as a comedian, obviously an icon of comedy today.
[01:35:48.468 --> 01:36:01.477]  But I was shifting gears out of that into American Drug War 2, Cannabis Destiny, and I just saw the guys in there watching a clip from Ninja, Ninja, Ninja, Ninja Bachelor Party, while we're talking about Andy Kaufman.
[01:36:01.917 --> 01:36:04.185]  I'm not only Bill Hicks, folks, I'm actually Andy Kaufman as well.
[01:36:05.237 --> 01:36:06.958]  And we are back live.
[01:36:07.198 --> 01:36:09.199]  Folks, if you're a new listener and you're going, what are you talking about?
[01:36:10.040 --> 01:36:11.901]  It's an online thing, the I'm Bill Hicks.
[01:36:12.021 --> 01:36:17.944]  And it's comical to us, but also painful to the Hicks family, so we shouldn't joke about it.
[01:36:18.024 --> 01:36:19.865]  But very, very interesting.
[01:36:20.445 --> 01:36:26.148]  Kevin, we need to get serious and get into the new film, which I think I'm psychologically avoiding because it is so hardcore.
[01:36:26.768 --> 01:36:30.610]  And the persecution of people that even use marijuana that doesn't have THC medicinally.
[01:36:30.650 --> 01:36:33.852]  But what is the new wrinkle in the I'm Bill Hicks saga?
[01:36:35.112 --> 01:36:43.379]  Okay, well this guy took our last interview and he claims that we're doing damage control now for him discovering that you're really Bill Hicks.
[01:36:44.180 --> 01:36:49.705]  And he took our last interview and he plays parts of it backwards and so it's like a back masking thing.
[01:36:50.385 --> 01:36:56.689]  And so when you play our last interview backwards, we're really like admitting all these secret truths about who we really are.
[01:36:57.309 --> 01:37:09.797]  And it's funny too, it's ironic because maybe he is a Bill Hicks fan obviously, because Bill actually had a joke about backmasking and the joke was about if you play New Kids on the Block backwards it actually sounds good.
[01:37:10.438 --> 01:37:12.379]  And I actually did a lot of backmasking.
[01:37:12.799 --> 01:37:37.583]  Just because I was into Jimmy Page and Led Zeppelin and I was reading a book called Hammer of the Gods when I was producing Marblehead Johnson and Relentless album and so I was always I always put little little like back masking moments in little places and little secret hidden things so it's funny that he did that it's kind of ironic he's obviously a Bill Hicks fan if he's out there doing this but I've actually also discovered something new which would be ultimately ironic and that was
[01:37:38.183 --> 01:37:52.578]  Who was born only days after Bill died who would be, in fact if anybody can guess this during the duration of the show, who was born just a matter of days after Bill died who would be the actual ironic thing if Bill was to have been reincarnated as somebody?
[01:37:53.644 --> 01:38:02.195]  Okay, they can send their answers to Real Alex Jones on our Twitter and guys bring in at the end of the hour the answers and I'll go over that.
[01:38:02.476 --> 01:38:03.978]  Alright Kevin, let's get serious here.
[01:38:04.959 --> 01:38:10.406]  In a nutshell, tell people why American Drug War II is so powerful and quite frankly,
[01:38:11.207 --> 01:38:11.987]  Hard to watch.
[01:38:12.347 --> 01:38:14.308]  I mean, because it makes me mad, it makes me angry.
[01:38:14.368 --> 01:38:16.889]  I know it's all true because I've researched the stuff that's in it.
[01:38:16.909 --> 01:38:22.590]  You know, the CPS, all of it, denying the medical treatment, the harassment.
[01:38:22.890 --> 01:38:24.671]  I mean, this is really a powerful film.
[01:38:25.011 --> 01:38:29.472]  As the Wall Street Journal called it, it's a game-changing moment for film.
[01:38:30.592 --> 01:38:39.254]  Well, you know, the whole time they've been selling the drug war agenda on everybody, it's all been about trying to protect the children, protect the children, protect the children.
[01:38:39.294 --> 01:38:48.336]  And so I thought, like, the best place to take the sequel to the original movie would be to, how is the drug war really affecting the children?
[01:38:48.376 --> 01:38:56.158]  How is American drug policy, the so-called drug policy, really affecting American children and children all over the world?
[01:38:57.018 --> 01:39:06.068]  And, you know, what we see, just like that story that just happened recently in Round Rock, where that two-year-old girl was taken away from the parents because they smoked marijuana.
[01:39:06.348 --> 01:39:10.692]  And now the little girl was actually murdered by the foster mother.
[01:39:11.753 --> 01:39:15.757]  And it just goes on and on from people being denied to use the best medicine.
[01:39:15.838 --> 01:39:19.661]  And by the way, the foster parent dad was a two-time convicted drug dealer.
[01:39:20.492 --> 01:39:30.760]  Yeah, no, it's, you know, they do do a, you know, and my wife and I, we became foster parents not as some sort of, like, a stunt for a movie and all that, and people have accused us for that.
[01:39:30.800 --> 01:39:31.261]  That's fine.
[01:39:31.301 --> 01:39:34.183]  We actually became... No, I mean, I've known you, I've known you 18 years.
[01:39:34.203 --> 01:39:35.144]  You've been trying to have a kid.
[01:39:35.664 --> 01:39:36.365]  Yeah, exactly.
[01:39:36.385 --> 01:39:37.706]  And so we decided to become fathers.
[01:39:37.726 --> 01:39:40.108]  35,000 children... Yeah, but you shouldn't even bring up what trolls do.
[01:39:40.148 --> 01:39:44.772]  I don't want to give out your private medical info, but you and Trey have gone through hell to try to have a biological baby.
[01:39:45.092 --> 01:39:49.776]  Yeah, we went through the... That makes me very angry that people would say that, but go ahead.
[01:39:50.714 --> 01:39:52.335]  You know, it's okay.
[01:39:52.355 --> 01:39:54.155]  I mean, but, you know, it's expected.
[01:39:55.135 --> 01:40:00.957]  So we decided, there's 35,000 children here in the foster system in Los Angeles, so we decided to become foster parents.
[01:40:01.037 --> 01:40:03.638]  And, you know, we were thinking, like, you know what, we won't get a baby.
[01:40:03.658 --> 01:40:04.838]  We'll start with somebody older.
[01:40:04.898 --> 01:40:05.378]  We're older.
[01:40:05.398 --> 01:40:06.979]  We're ready to, you know, have it.
[01:40:07.039 --> 01:40:12.861]  And so our first child that came to us was an 11-year-old girl who had been taken away from her mother.
[01:40:12.881 --> 01:40:15.802]  Her mother was in prison, various charges.
[01:40:15.862 --> 01:40:17.622]  I won't go into that because we're friends with her.
[01:40:17.742 --> 01:40:18.502]  She's back with her mom.
[01:40:18.963 --> 01:40:19.923]  Good, really good person.
[01:40:20.723 --> 01:40:44.869]  And this little girl is a completely normal little girl and then all of a sudden they hand us all these prescription drugs and we find out that we have to give her Adderall in the morning and we have to give her a powerful barbiturate at night and she just came directly from a foster home where they did this to all the children and we're finding out that almost every child, in fact, finding children in the foster system that aren't put on powerful psych meds
[01:40:45.789 --> 01:40:49.050]  ADD medication is, that's hard to find.
[01:40:49.250 --> 01:40:53.471]  Almost all the children in the foster system are put on powerful pharmaceuticals.
[01:40:54.011 --> 01:41:00.372]  And the ironic part, obviously, is that a lot of these children are being removed from their parents because they did drugs, including marijuana.
[01:41:00.952 --> 01:41:01.452]  Go figure.
[01:41:01.492 --> 01:41:12.635]  I mean, I've been, I've sat there in child protective meetings with these people that I'm friends with, and you hear, like, the thinking that they're going through, where we were inside these people's house, and, oh, we saw the bong on the coffee table, child's coming with us.
[01:41:13.415 --> 01:41:14.495]  It's like, wow, okay.
[01:41:15.743 --> 01:41:24.106]  Yeah, I mean, you lose your children because you smoke marijuana that's, in every research and statistic, a lot less worse than things like alcohol.
[01:41:24.546 --> 01:41:31.549]  And then over 68% nationally of foster kids are on an average of seven psychotropic drugs.
[01:41:31.829 --> 01:41:35.830]  And medical doctors have said, we take healthy kids and they're dead two years later.
[01:41:36.130 --> 01:41:37.031]  They are killing them.
[01:41:37.952 --> 01:41:39.813]  But Kevin, it's THX 1138.
[01:41:40.114 --> 01:41:40.894]  It's Brave New World.
[01:41:41.195 --> 01:41:43.977]  They're making all the troops take drugs as well.
[01:41:44.037 --> 01:41:45.578]  They want to wreck people's minds.
[01:41:46.919 --> 01:41:52.403]  And the really sad part about it, I mean, the little girl in the movie, we were able to get her off the medication.
[01:41:52.423 --> 01:42:05.033]  We had to go through a long process because the thing is, if you just yank the medication, well, first of all, you could be playing with fire on a medical level to just stop the medication or to like mess with the cocktail that they give them, much less
[01:42:05.413 --> 01:42:10.394]  You could get in trouble and the child would just be taken away from you if you monkey with anything and they're checking on you constantly.
[01:42:10.835 --> 01:42:21.717]  But we've since the movie gotten another foster daughter who is 16 and here comes like another tricky factor that you have to deal with in all this and that she doesn't want to stop doing the drugs.
[01:42:21.757 --> 01:42:30.660]  She actually likes the drugs, you know, and so sometimes she seems like she's speeding out of her mind and she's like spun as much as like anybody I've ever hung out with that's doing speed.
[01:42:31.520 --> 01:42:33.542]  Um, and you try to, like, explain it.
[01:42:33.822 --> 01:42:34.843]  She understands the movie.
[01:42:34.863 --> 01:42:35.684]  She loves the movies.
[01:42:35.724 --> 01:42:37.526]  Watched the movie a hundred times, living with us.
[01:42:38.066 --> 01:42:42.450]  And yet, when it comes to, like, well, maybe we should back off of your medication, she's like, no, no, no, no, no.
[01:42:42.490 --> 01:42:43.211]  I love this stuff.
[01:42:43.571 --> 01:42:48.036]  You know, it's like, hey, you know, that's, uh, you know, how is this going to turn out 10 years from now?
[01:42:48.717 --> 01:43:04.712]  Well, we caught researchers up in Minnesota, caught the police, it became national news, going and finding young kids on the streets and putting them by the hundreds in just one research case on hard drugs to then have them become dealers for them.
[01:43:05.433 --> 01:43:07.234]  So the truth is, the whole system knows this.
[01:43:07.715 --> 01:43:09.656]  The government deals the drugs, they run it all.
[01:43:10.096 --> 01:43:10.897]  And they run the kids.
[01:43:10.937 --> 01:43:15.140]  They take the kids because your child broke their finger at the playground, doesn't matter, you have witnesses.
[01:43:15.640 --> 01:43:18.643]  Or you go to have a baby and they go, oh, we found marijuana in your system.
[01:43:19.063 --> 01:43:23.606]  And then they're going to take your kid and put them on deadly antipsychotics that eat their brain, and they love it.
[01:43:23.666 --> 01:43:24.947]  They know exactly what they're doing.
[01:43:25.187 --> 01:43:27.469]  You're saying the average social worker just doesn't understand it.
[01:43:27.489 --> 01:43:29.591]  Well, that's because they were probably brought up the same way.
[01:43:30.251 --> 01:43:31.832]  Yeah, I mean, that's just it.
[01:43:31.892 --> 01:43:40.537]  It's such a huge, crazy system that you can't, when you get into this system, you find, you know, a lot of people are going, how did you get away with making this movie?
[01:43:40.937 --> 01:43:44.379]  You know, I'm surrounded by all these people.
[01:43:44.459 --> 01:43:46.581]  It's like such a big, crazy, broken system.
[01:43:46.601 --> 01:43:48.422]  There's nobody really to point the finger at.
[01:43:48.442 --> 01:43:50.443]  I mean, I'm surrounded by these people.
[01:43:50.863 --> 01:43:53.785]  And I could, you know, I could do whatever I wanted.
[01:43:53.845 --> 01:43:58.768]  It's not going to stop anything, change anything, or, you know, it's just so big and broken.
[01:43:59.428 --> 01:44:01.890]  People ask how, that'd be a good time to film Big and Broken.
[01:44:02.891 --> 01:44:04.573]  People, you're like too big to fix.
[01:44:04.833 --> 01:44:06.174]  Not too big to fail, too big to fix.
[01:44:06.514 --> 01:44:08.136]  I already trademarked it.
[01:44:08.156 --> 01:44:08.556]  Okay, good.
[01:44:09.197 --> 01:44:11.799]  But I mean seriously, Kevin, that's it.
[01:44:11.839 --> 01:44:13.300]  People ask how am I still alive.
[01:44:14.021 --> 01:44:21.888]  At a certain point, stuff is so screwed up, and it's been done by design, but it's like a perpetual motion machine though.
[01:44:22.309 --> 01:44:25.792]  Once they set this thing going, it's just going to eat society.
[01:44:26.650 --> 01:44:31.574]  Yeah, I mean, you can sit there and be the whistleblower and all these people are like, yeah, good point.
[01:44:31.614 --> 01:44:44.185]  I mean, I've sat in there in meetings with these doctors and these are intelligent, you know, these are like cool, intelligent people, young, hip, you know, they're not old bureaucratic dummies.
[01:44:45.186 --> 01:44:56.872]  And, you know, look, I'm this guy, I do these lectures, and here's my films, and here's my message, and all these things, and oh, that's really interesting, and then it'll be like, okay, here's her refill for her medication, see you in two months.
[01:44:57.192 --> 01:45:00.754]  See, that's what's so invincible about this spirit of not caring.
[01:45:01.454 --> 01:45:02.415]  It's beyond evil.
[01:45:02.495 --> 01:45:06.417]  It's like, they'll even recognize what you're saying, but keep going on with it.
[01:45:06.977 --> 01:45:07.237]  Right.
[01:45:07.317 --> 01:45:10.299]  It's like when I flew back in from England, they said, do you have any drugs on you, blah, blah, blah.
[01:45:10.319 --> 01:45:11.139]  I said, no.
[01:45:11.259 --> 01:45:13.260]  And I go, and you know the government brings most of them in.
[01:45:13.840 --> 01:45:15.721]  And the guy went, yeah, I know that, so what?
[01:45:15.741 --> 01:45:19.783]  And I'm like, so it's only bad if I've got them, right?
[01:45:19.903 --> 01:45:23.324]  And then I went to the next lady, and she said, your passport's up in a year and a half.
[01:45:23.384 --> 01:45:24.145]  Why haven't you redone it?
[01:45:24.765 --> 01:45:26.266]  I said, is there anything wrong with me doing that?
[01:45:26.286 --> 01:45:28.667]  She goes, I go, you just want to act powerful, don't you?
[01:45:29.187 --> 01:45:30.968]  And she just looked at me and went, well, yeah, kind of.
[01:45:32.270 --> 01:45:33.071]  I was like, what?
[01:45:33.531 --> 01:45:36.613]  I mean, seriously, that conversation happened.
[01:45:37.654 --> 01:45:38.275]  I believe it.
[01:45:39.255 --> 01:45:40.196]  Love those airports.
[01:45:41.577 --> 01:45:43.418]  I miss going to airports with you, Alex.
[01:45:43.498 --> 01:45:45.920]  It's always a treat to go through an airport with Alex Jones.
[01:45:46.761 --> 01:45:48.982]  I guess we have flown together before.
[01:45:49.883 --> 01:45:51.084]  You ought to fly with Ventura.
[01:45:53.225 --> 01:45:54.927]  I think I flew with him like the last time he flew.
[01:45:56.823 --> 01:45:59.406]  I mean, it was literally like South Park meets Ventura.
[01:45:59.486 --> 01:46:00.667]  Women exactly like that.
[01:46:01.008 --> 01:46:02.189]  Same voice, same deal.
[01:46:02.750 --> 01:46:05.333]  Rubbing in between, you know, grabbing on him.
[01:46:05.813 --> 01:46:06.414]  And it went on and on.
[01:46:06.434 --> 01:46:07.756]  They were giggling, taking shots.
[01:46:07.816 --> 01:46:11.760]  And Ventura, you know, I mean, literally was beyond anger.
[01:46:12.601 --> 01:46:17.422]  On the flight over there, once we got to New Orleans, I mean, he was fuming.
[01:46:17.502 --> 01:46:20.563]  And he apologized three days later, because we almost got into it.
[01:46:21.003 --> 01:46:23.323]  He almost got into it with other people, and I got why he was mad.
[01:46:23.343 --> 01:46:25.024]  I mean, he was totally violated.
[01:46:25.204 --> 01:46:28.184]  But see, it's bad that he felt violated, isn't it?
[01:46:28.405 --> 01:46:29.545]  He should just give in to it.
[01:46:29.945 --> 01:46:34.686]  To women and men knowing full well who he is, rubbing all over him and laughing.
[01:46:35.307 --> 01:46:40.052]  I think the funniest story always was the Joe Rogan story, and people are going to think I'm racist maybe for saying this.
[01:46:40.812 --> 01:46:42.154]  It goes along with your theme today.
[01:46:42.234 --> 01:46:43.175]  Oh, am I telling the story?
[01:46:43.355 --> 01:46:44.396]  Absolutely, you're racist.
[01:46:44.436 --> 01:46:49.601]  But the Joe Rogan story when he was like sitting there at the airport and the guy's like talking to him about fear factor.
[01:46:49.641 --> 01:46:53.545]  Do people really eat cockroaches to meet all the fear factor questions while they're searching him?
[01:46:53.985 --> 01:46:55.587]  And then a guy with a giant turban.
[01:47:00.970 --> 01:47:02.911]  Oh yeah, exactly.
[01:47:02.951 --> 01:47:04.452]  I've seen that exact type of stuff going on.
[01:47:04.632 --> 01:47:07.813]  Well you know the Saudi Arabians don't have to get searched when they come into the U.S.
[01:47:07.833 --> 01:47:08.854]  because they complained.
[01:47:09.254 --> 01:47:16.217]  Yeah, well... And again, that's some of the real terror group is from there being funded by the government to kill Christians, but that's okay.
[01:47:17.097 --> 01:47:20.399]  I guess it pays to own olive oil.
[01:47:20.459 --> 01:47:21.679]  You know what, I think it's more than that.
[01:47:21.920 --> 01:47:24.361]  They're working with the globalists to be able to take over the West.
[01:47:24.641 --> 01:47:26.702]  It's all part of a dog and pony show.
[01:47:27.386 --> 01:47:27.746]  Yeah.
[01:47:28.567 --> 01:47:29.267]  It's crazy, man.
[01:47:48.752 --> 01:47:53.396]  And what's interesting, too, is that a lot of this top marijuana research now is actually coming out of Israel.
[01:47:53.576 --> 01:47:56.838]  It's kind of a crazy, ironic twist.
[01:47:56.858 --> 01:47:58.579]  Well, that was racist to say the word Israel.
[01:47:59.200 --> 01:47:59.760]  Oh, sorry.
[01:48:00.741 --> 01:48:02.202]  You can bleep it out on the road.
