[00:00:10.211 --> 00:00:11.751]  First, congratulations.
[01:24:45.399 --> 01:24:46.880]  It's a pandemic, meaning it's spreading.
[01:24:47.180 --> 01:24:49.641]  We can say everybody's got water in them, so that's a pandemic too.
[01:24:49.921 --> 01:24:50.361]  Exactly.
[01:24:50.681 --> 01:24:59.064]  It's a tracking synthetic virus to make you all guilty, but it doesn't really kill you unless you have vitamin and mineral deficiencies like any other coronavirus.
[01:24:59.324 --> 01:25:05.047]  But everyone is now going to have an autoimmune response to regular coronaviruses from the vaccine, so that's going to cause the mass death.
[01:25:05.267 --> 01:25:05.727]  We'll be right back.
[01:25:06.207 --> 01:25:08.089]  All right, Damon and Charles, I'm going to you right now.
[01:25:08.109 --> 01:25:10.271]  In the next segment, I'll continue with calls.
[01:25:10.291 --> 01:25:14.074]  The last broadcast I'm doing in the official Alex Jones capacity of the year.
[01:25:14.094 --> 01:25:15.335]  The War Room's coming up.
[01:25:15.415 --> 01:25:15.976]  I want Troyer.
[01:25:16.836 --> 01:25:18.858]  And then I'm gonna be back over tonight doing interviews and stuff.
[01:25:18.878 --> 01:25:25.024]  So I'm gonna shoot around midnight Eastern to go live and, you know, say, hey, we're here in 2021.
[01:25:25.264 --> 01:25:26.205]  We'll see what happens.
[01:25:26.225 --> 01:25:29.648]  We'll see if I can muster up some of the some of the crew here.
[01:25:30.909 --> 01:25:31.069]  But
[01:25:32.912 --> 01:25:36.776]  You heard that lady call in about her grandpa that works in a hospital, and he knows what's going on.
[01:25:36.816 --> 01:25:37.817]  Well, of course, everyone knows.
[01:25:38.738 --> 01:25:43.542]  And then if you say anything or do anything, they try to silence you or punish you because they're authoritarians.
[01:25:43.602 --> 01:25:45.564]  We can't take that as being intimidated.
[01:25:45.965 --> 01:25:48.567]  Things get worse not fighting the bullies politically.
[01:25:50.709 --> 01:25:51.950]  And I grew up learning about bullies.
[01:25:52.091 --> 01:25:56.495]  And at a certain point, you just got to roll your sleeves up and beat the living hell out of them.
[01:25:57.881 --> 01:25:58.601]  Or die trying.
[01:25:58.681 --> 01:26:04.362]  And that doesn't mean physically beat the hell out of them, but get in their face, sue them, get aggressive, stand up for yourself.
[01:26:05.422 --> 01:26:07.683]  They're stampeding us into this.
[01:26:07.703 --> 01:26:11.763]  Again, we're taking the calls, the order they're receiving.
[01:26:11.783 --> 01:26:12.784]  We've got like 20 phone lines.
[01:26:12.824 --> 01:26:14.604]  That's why some of you have been holding over an hour.
[01:26:14.884 --> 01:26:16.244]  Charles in Maryland, welcome.
[01:26:18.464 --> 01:26:19.425]  Yes, hi, Alex.
[01:26:19.785 --> 01:26:22.425]  It is a good day considering the circumstances.
[01:26:22.465 --> 01:26:25.466]  Very happy to get you on the line right now.
[01:26:30.012 --> 01:26:38.434]  I have been fighting all year, Alex, ever since the shutdowns, protesting them with the very few people that were out weekly in Annapolis, Maryland.
[01:26:39.074 --> 01:26:42.995]  Because I predicted what was going to happen with the field with the election there.
[01:26:43.015 --> 01:26:44.735]  Ben, I'm sure you did as well.
[01:26:45.535 --> 01:26:46.235]  And it happened.
[01:26:46.515 --> 01:26:47.195]  And here we are.
[01:26:47.655 --> 01:26:52.876]  Here we are just less than three weeks from the inauguration.
[01:26:53.856 --> 01:26:56.537]  And I wanted to let you know.
[01:26:57.942 --> 01:27:04.727]  Something very special happened to me this year, and it is a direct result of you and your show, Alex.
[01:27:05.468 --> 01:27:07.770]  I didn't know Infowars was still on the air.
[01:27:07.790 --> 01:27:13.734]  I remember watching you about three years ago and listening to you talk about everything that's unfolding and agreeing with you.
[01:27:14.195 --> 01:27:17.597]  I saw you pop up on Facebook and YouTube, and then you got censored.
[01:27:18.498 --> 01:27:22.481]  And by the grace of God, you came back to me shortly before the election.
[01:27:22.581 --> 01:27:25.103]  I pretty much had Tucker Carlson up until that point.
[01:27:27.859 --> 01:27:30.344]  You led me to Christ again.
[01:27:30.385 --> 01:27:32.850]  I became re-saved in God.
[01:27:32.870 --> 01:27:34.393]  I became saved when I was young.
[01:27:34.413 --> 01:27:34.533]  I'm 49.
[01:27:35.908 --> 01:27:39.169]  years old now, and the Holy Spirit just entered my body.
[01:27:39.229 --> 01:27:44.330]  It was amazing, and it totally changed me as a person, and I wanted to thank you for that.
[01:27:44.770 --> 01:27:45.530]  That's been an incredible experience.
[01:27:45.550 --> 01:27:50.871]  I want to thank you, brother, because I want to be with you in eternity with God, and this is an energy issue.
[01:27:50.951 --> 01:27:59.813]  It's good and there's evil, and we have to decide what energy we're going with, and it really comes down to that at the end of the day, and God is real, the devil is real, free will is real.
[01:28:00.153 --> 01:28:01.353]  That's why evil exists, and
[01:28:02.233 --> 01:28:03.074]  I'm not a Pharisee.
[01:28:03.655 --> 01:28:10.903]  I don't sit up here and say I'm perfect and I'm the best person, but my heart's with God and I want to be good and I choose God and I ask God for the strength.
[01:28:11.703 --> 01:28:12.584]  And so I'm sorry.
[01:28:12.604 --> 01:28:14.486]  I've always felt the Holy Spirit very strong.
[01:28:14.827 --> 01:28:17.430]  I go in these big churches, I pick up a fake corporate
[01:28:17.830 --> 01:28:19.491]  I can feel it more than ever.
[01:28:19.511 --> 01:28:20.552]  I can feel it right now, Alex.
[01:28:20.592 --> 01:28:21.093]  And you know,
[01:28:44.318 --> 01:28:45.739]  Couple of other things I've done this year.
[01:28:45.900 --> 01:28:50.484]  One of the ways I've been fighting is by making videos, posting them on YouTube and Facebook.
[01:28:50.504 --> 01:28:55.168]  I actually made one that was good enough to get censored on YouTube.
[01:28:55.208 --> 01:28:55.508]  Good job.
[01:28:55.669 --> 01:28:57.650]  Got an email saying, yeah, thanks.
[01:28:57.711 --> 01:29:00.133]  It was actually said it's medical misinformation.
[01:29:01.258 --> 01:29:02.940]  It's six and a half minutes.
[01:29:03.020 --> 01:29:04.261]  I worked a day on writing it.
[01:29:04.281 --> 01:29:07.123]  You can actually see my video too.
[01:29:07.183 --> 01:29:09.005]  You can have scientists saying it.
[01:29:09.065 --> 01:29:16.491]  You can have tops of hospitals saying the UN's wrong, which has all been proven correct, and Big Tech says the UN's the boss.
[01:29:16.911 --> 01:29:18.172]  See how we're inside world government?
[01:29:18.352 --> 01:29:19.393]  What was the name of the video?
[01:29:20.994 --> 01:29:28.841]  If you go to Truth Teller at Charles Mackes, that's C-H-A-R-L-E-S-M-A-C-K-E-S.
[01:29:28.981 --> 01:29:30.122]  It's on my parlor.
[01:29:30.899 --> 01:29:33.660]  And I was able to upload the video there, anybody can go.
[01:29:33.740 --> 01:29:39.102]  But you know the best way to tell folks how to find something is just tell them the name of the video, and then put parlor.com at the side of it.
[01:29:39.342 --> 01:29:40.382]  What's the name of the video?
[01:29:40.402 --> 01:29:44.023]  It doesn't have a name because I don't have a name on Parlor, I don't think.
[01:29:44.063 --> 01:29:46.104]  It might say Take America Back, I can't recall.
[01:29:46.124 --> 01:29:47.925]  Alright, well you did a great job, keep it up.
[01:29:48.085 --> 01:29:54.087]  Everybody needs to produce their own reality, and I don't mean their own false reality, your own truth, your own justice.
[01:29:54.127 --> 01:29:58.008]  You need to speak it, write it, say it, online, in the third dimension.
[01:29:58.468 --> 01:30:00.369]  Pray to God about it, talk to your neighbors about it.
[01:30:13.064 --> 01:30:14.085]  One last breath.
[01:30:14.105 --> 01:30:15.306]  Mainstream media.
[01:30:15.886 --> 01:30:16.987]  Government cover-ups.
[01:30:17.747 --> 01:30:19.208]  You want to stop tyranny?
[01:30:19.468 --> 01:30:20.649]  Well, so does he.
[01:30:21.130 --> 01:30:25.713]  Live from the Infowars.com studios, it's Alex Jones.
[01:30:28.615 --> 01:30:30.176]  Better raise your ears.
[01:30:33.278 --> 01:30:34.939]  Lock up your wife and children now!
[01:30:41.485 --> 01:30:42.726]  The horsemen are drawing near.
[01:30:45.007 --> 01:30:46.248]  Let us deeds they ride.
[01:30:46.268 --> 01:30:48.709]  And they're coming to take your life.
[01:30:50.630 --> 01:30:52.491]  Someone asked you right now, what are you going to do about it?
[01:30:52.511 --> 01:30:56.193]  You're not going to roll over, are you?
[01:30:56.213 --> 01:30:58.114]  Because that doesn't protect you.
[01:30:59.815 --> 01:31:01.416]  Choose your fate now.
[01:31:02.556 --> 01:31:03.057]  Yeah!
[01:31:04.597 --> 01:31:05.458]  Take it in your hands.
[01:31:05.678 --> 01:31:07.519]  You've been dying since the day you were born.
[01:31:07.999 --> 01:31:09.180]  You know it's all been planned.
[01:31:10.802 --> 01:31:12.183]  Stop living on your knees!
[01:31:13.984 --> 01:31:14.905]  Fight on your feet!
[01:31:17.487 --> 01:31:18.908]  You know it's all been planned.
[01:31:21.971 --> 01:31:23.592]  A sinner once, a sinner twice.
[01:31:25.553 --> 01:31:27.094]  You need no confessions now.
[01:31:27.115 --> 01:31:31.298]  You got the fight of your life now.
[01:31:35.495 --> 01:31:40.959]  Just like all those children fought for their lives when those doctors chopped them up, you're gonna have to fight now.
[01:31:42.020 --> 01:31:43.941]  You let the enemy over the wall.
[01:31:44.422 --> 01:31:47.824]  We all let our own species down.
[01:31:48.745 --> 01:31:50.206]  And now we're gonna be punished!
[01:31:53.189 --> 01:32:01.415]  And make no mistake, the Rothschilds, the Rockefellers, the Bill Gateses of the world, they will go into the fire as well.
[01:32:03.188 --> 01:32:06.809]  And their destruction will be the most painful and agonizing ever.
[01:32:07.349 --> 01:32:08.610]  They will be judged!
[01:32:09.650 --> 01:32:16.813]  Every man and every woman will be forced to kneel in front of God.
[01:32:19.353 --> 01:32:24.035]  So Bill Gates can play God all day long and
[01:32:25.128 --> 01:32:33.351]  President, pretender elect, Joe Biden can act powerful all day long, but he's a nobody.
[01:32:34.792 --> 01:32:36.132]  And he will be brought low.
[01:32:37.093 --> 01:32:38.253]  He will be broken.
[01:32:40.114 --> 01:32:44.096]  He will beg the Almighty.
[01:32:47.497 --> 01:32:49.678]  And God will tell him the door is closed.
[01:32:50.598 --> 01:32:51.659]  You are damned to hell.
[01:32:55.814 --> 01:32:56.895]  Damn to hell.
[01:32:58.436 --> 01:33:00.298]  But Joe Biden knows he's damn to hell.
[01:33:01.619 --> 01:33:03.140]  He just wants to take you with him.
[01:33:04.681 --> 01:33:17.991]  So thank your lucky stars every day that you're not Joe Biden or Bill Gates or any of these people who are prepared for their own annihilation and are just trying to drag us down with them.
[01:33:18.612 --> 01:33:19.913]  All right, let's go back to your phone calls here.
[01:33:21.434 --> 01:33:23.116]  Who's been holding the longest now?
[01:33:23.617 --> 01:33:25.720]  That would be Damon in the great state of Kentucky.
[01:33:25.740 --> 01:33:26.120]  Go ahead.
[01:33:28.123 --> 01:33:28.523]  Hugs.
[01:33:28.583 --> 01:33:29.605]  Thanks for taking my call.
[01:33:29.625 --> 01:33:30.526]  Yes, sir.
[01:33:30.566 --> 01:33:30.926]  Welcome.
[01:33:32.088 --> 01:33:33.069]  Oh, thanks, man.
[01:33:33.089 --> 01:33:35.653]  God bless you guys and your whole crew at InfoWars.
[01:33:35.693 --> 01:33:37.094]  We really appreciate what you all do.
[01:33:37.114 --> 01:33:39.598]  I get to product and support you guys doing everything I can.
[01:33:41.408 --> 01:33:48.971]  I'm the guy that jumped on stage in front of a million people at the end of the Million Mega March, November 14th, and griped out the promoters for kicking you and Roger Stone off the ticket.
[01:33:49.391 --> 01:33:52.712]  There was probably hundreds of people up there chanting, Alex Jones!
[01:33:52.892 --> 01:33:53.632]  Alex Jones!
[01:33:53.652 --> 01:33:54.813]  With me, it was really a rush.
[01:33:56.073 --> 01:34:03.636]  Well, you know, I'm glad you brought that up, because I was thinking about doing this, and I want to try to be Christ-like, even though I'm a trillion times short of that.
[01:34:05.063 --> 01:34:17.352]  That's all just the confusion of all the different groups and organizations and I've now figured out the chain of events of what happened and basically everybody was wrong in that and I acted like an ass, so did other people, but you know what?
[01:34:17.912 --> 01:34:29.141]  They're not going to probably apologize for acting like asses until I do and so I've had a chance in hindsight and because that did become quite a circus I've just now put all the pieces together so later today
[01:34:29.881 --> 01:34:32.362]  When I start the fourth hour, I'm going to talk about that.
[01:34:32.402 --> 01:34:35.864]  It's funny you happen to call in about that, but that was just a tragedy of errors.
[01:34:36.204 --> 01:34:39.326]  Because when you get a half million people out of different events, things get confused.
[01:34:40.186 --> 01:34:44.589]  And then the next time I was there, I was told, hey, go down to the Supreme Court and have an event.
[01:34:45.049 --> 01:34:45.369]  I don't know.
[01:35:00.675 --> 01:35:00.835]  I don't
[01:35:16.261 --> 01:35:22.184]  And I've been told by one group go there, and then the other group was there, and it was groups fighting with each other, and then Millie Weaver's there.
[01:35:22.464 --> 01:35:24.985]  So as soon as I show up, they go, Millie Weaver, come up here!
[01:35:25.005 --> 01:35:31.348]  And they bring Millie Weaver up, and it's all on video that I didn't even know she was there, and it's like, I'm being attacked by Alex Jones, and you know, so...
[01:35:32.168 --> 01:35:33.169]  So I'll take the high road.
[01:35:33.609 --> 01:35:36.392]  I apologize for what happened there and I apologize how that unfolded.
[01:35:37.293 --> 01:35:39.514]  And because I could see how it looked bad for folks.
[01:35:39.895 --> 01:35:44.599]  And I'll have them pull the video that actually shows where we show up and we get ran into.
[01:35:44.639 --> 01:35:45.680]  And I told my guys, stop!
[01:35:45.740 --> 01:35:47.581]  We don't want to go up there if we're not wanted.
[01:35:48.142 --> 01:35:51.465]  And then they call Millie up because, I guess, oh let's get a woman up here.
[01:35:51.505 --> 01:35:52.606]  He's assaulting a woman now.
[01:35:53.066 --> 01:35:54.327]  I don't think she was part of that.
[01:35:54.387 --> 01:35:55.728]  I don't think the guy was part of that.
[01:35:56.149 --> 01:35:58.571]  I think it was almost like demons or something were doing it.
[01:35:58.951 --> 01:36:01.212]  Because let me tell you, man, weird stuff goes on in D.C.
[01:36:01.252 --> 01:36:01.772]  at these events.
[01:36:02.393 --> 01:36:07.635]  I mean, it is just, wow, there's weird coincidences and really crazy weird stuff goes on.
[01:36:07.655 --> 01:36:10.056]  So I'll be talking about that at the start of the next hour, but go ahead.
[01:36:11.677 --> 01:36:12.597]  Well, I agree with you.
[01:36:12.837 --> 01:36:16.979]  I've been there for it and the Jericho March.
[01:36:17.539 --> 01:36:23.962]  Of course, I talked to you down in Georgia for a little bit, the first day of the Stop the Steal rally down there in Atlanta.
[01:36:25.888 --> 01:36:28.030]  It's a lot of crazy stuff going on.
[01:36:28.050 --> 01:36:43.641]  My group, DC Under Siege, that I talked to you about in front of the Lincoln Memorial the other day after the Jericho march earlier this month, we're hosting the Won't Back Down rally January 2nd in front of Mitch McConnell's local Kentucky home and hopefully on the 5th in front of his DC home.
[01:36:43.661 --> 01:36:44.922]  So you guys are all invited.
[01:36:45.682 --> 01:36:46.563]  We're done with the
[01:36:47.163 --> 01:36:48.985]  Governance outside the Constitution.
[01:36:49.025 --> 01:36:50.547]  We're done with massive spending.
[01:36:50.867 --> 01:36:56.753]  We're done with all these shutdowns from their bioweapon attacks killing us and our businesses and putting hard Americans into poverty.
[01:36:57.974 --> 01:36:59.756]  You know, hard-working Americans into poverty.
[01:36:59.936 --> 01:37:02.919]  We're, you know, we're done with the constant assault on our rights.
[01:37:03.399 --> 01:37:10.887]  We're done with the censorship and not being able to get our candidates into the political sphere because they can't compete with the purpose of special interests and foreign entities.
[01:37:11.542 --> 01:37:18.644]  And they can't overcome the fraudulent voting machines set up that keeps them from being to oust the establishment from their seats for probably the last 15 years.
[01:37:19.225 --> 01:37:25.907]  And the Obama's Lola Lerner IRS scandal that prevents them from legally declaring their candidacy that's never been addressed.
[01:37:26.587 --> 01:37:33.710]  We're sick and tired of them giving everyone around the world a leg up while they squash American citizens, so it's time for us to put some fear into McConnell.
[01:37:34.490 --> 01:37:37.871]  He sets the globalist agenda in the Senate, so
[01:37:38.981 --> 01:37:45.843]  We won't back down a rally, January 2nd, hosted by DC Under Siege in Louisville, Kentucky on Saturday, January 2nd.
[01:37:45.863 --> 01:37:48.503]  Well brother, I'll be watching for that and I appreciate your call.
[01:37:48.603 --> 01:37:49.163]  Absolutely.
[01:37:49.183 --> 01:37:58.586]  And I know you won't be like Andy out there, threatening to kill Evil Turtle, as he's called, but definitely letting him know that his wife's a Chinese Communist agent and we know that he went along with the election fraud.
[01:37:58.826 --> 01:38:00.726]  The good news is Pence is going to be there now.
[01:38:00.746 --> 01:38:01.686]  He was going to be in Israel.
[01:38:02.206 --> 01:38:03.987]  The good news is Senator
[01:38:04.987 --> 01:38:11.110]  Holly is going to try to block all this, so it's on January 5th and 6th.
[01:38:11.150 --> 01:38:13.352]  The 5th is big, the 6th is even more important.
[01:38:14.572 --> 01:38:21.456]  It's raw numbers we need, so people see millions upon millions upon millions of people.
[01:38:21.976 --> 01:38:24.417]  And they control the airspace, or I'd run a helicopter to show you.
[01:38:24.617 --> 01:38:26.478]  They only show that one square full of people.
[01:38:26.899 --> 01:38:27.739]  That's about 200,000.
[01:38:29.160 --> 01:38:32.642]  The one back right after the election,
[01:38:33.923 --> 01:38:44.791]  The first big rally, that thing had, I mean, the streets full, down five, six streets, going three plus miles to the Supreme Court, all the way to Freedom Plaza.
[01:38:44.931 --> 01:38:45.912]  It was crazy.
[01:38:47.413 --> 01:38:49.955]  I mean, the DC police estimated almost a million people.
[01:38:50.595 --> 01:38:52.096]  The media said a couple hundred thousand.
[01:38:52.617 --> 01:38:55.459]  I don't know, but it was absolutely crazy.
[01:38:55.479 --> 01:39:00.622]  All right, we're going to go to break, and I'm going to come back with, Ron's been holding the longest.
[01:39:01.513 --> 01:39:03.534]  And then we will go to everybody else.
[01:39:03.734 --> 01:39:08.937]  We're going to ring in the New Year here, taking phone calls on the Alex Jones Show.
[01:39:08.997 --> 01:39:17.061]  And I'm just, again, very, very, very, very honored to be here and very, very blessed to be here.
[01:39:17.961 --> 01:39:20.903]  And I just want to see humanity turn the corner.
[01:39:21.643 --> 01:39:22.403]  We've been decadent.
[01:39:22.423 --> 01:39:23.064]  We've been corrupt.
[01:39:23.084 --> 01:39:24.064]  We've gotten away from God.
[01:39:24.104 --> 01:39:25.525]  We're going to go through some hell now.
[01:39:26.570 --> 01:39:29.551]  But that's what gets God's people back in line.
[01:39:30.131 --> 01:39:32.331]  So every time Israel became corrupt, God put them into bondage.
[01:39:32.972 --> 01:39:34.912]  And we are going into very serious bondage.
[01:39:35.412 --> 01:39:37.773]  But this, if you think people are awake now, you wait.
[01:39:37.793 --> 01:39:41.394]  I mean, you're going to have people dying on every street you know of the COVID vaccine.
[01:39:41.474 --> 01:39:42.634]  It's already killing people everywhere.
[01:39:44.014 --> 01:39:45.195]  When they take it, it's killing people.
[01:39:45.235 --> 01:39:46.795]  It's meant to kill you in a couple years.
[01:39:47.435 --> 01:39:49.036]  It takes over every cell in your body.
[01:39:49.176 --> 01:39:49.996]  It's just unbelievable.
[01:39:51.024 --> 01:39:51.244]  Wow.
[01:39:51.464 --> 01:39:52.125]  We'll be right back.
[01:39:52.145 --> 01:39:52.565]  Stay with us.
[01:39:53.385 --> 01:39:55.167]  Imagine someday it'll be the year 2021.
[01:39:55.367 --> 01:39:57.788]  We'll be in the 21st century.
[01:39:58.849 --> 01:40:00.350]  Imagine someday it'll be the year 2021.
[01:40:00.930 --> 01:40:04.572]  The 21st year of the 21st century.
[01:40:05.633 --> 01:40:08.755]  I remember being about four years old and my mom
[01:40:09.994 --> 01:40:12.596]  Was uh, braising a, a, a rump roast.
[01:40:12.636 --> 01:40:13.817]  She made roast about once a week.
[01:40:14.297 --> 01:40:16.679]  Potatoes and carrots, you know, classic thing.
[01:40:16.699 --> 01:40:17.820]  Especially in the winter.
[01:40:18.600 --> 01:40:22.503]  I still remember going, pshhh, pshhh, you know, cooking the, cooking it before she roasted it.
[01:40:24.364 --> 01:40:29.568]  And going, Alex, think you'll be this old in the year 20, 21 in the new century or the year 2020.
[01:40:32.964 --> 01:40:33.284]  Or the year 2000.
[01:40:33.784 --> 01:40:36.085]  And she was just talking about different dates coming up.
[01:40:36.105 --> 01:40:37.906]  The year 2000, the year 2001.
[01:40:37.946 --> 01:40:44.029]  I remember her talking about, you know, it's not really the new millennium until it's 2001.
[01:40:44.089 --> 01:40:46.490]  But some say 2000.
[01:40:47.270 --> 01:40:48.411]  She was like, just imagine the year 2021.
[01:40:48.991 --> 01:40:51.292]  I still remember that.
[01:40:52.993 --> 01:40:55.494]  Like imagining back in the late 1970s.
[01:40:55.554 --> 01:40:56.674]  Oh, the year 2000, the year 2020, 2021.
[01:40:56.734 --> 01:40:57.075]  And here we are.
[01:41:04.238 --> 01:41:04.839]  And guess what?
[01:41:04.939 --> 01:41:07.363]  It's wild science fiction.
[01:41:07.423 --> 01:41:08.304]  World government.
[01:41:08.745 --> 01:41:09.687]  Lockdown of the West.
[01:41:09.747 --> 01:41:11.189]  Communist China taking over.
[01:41:12.210 --> 01:41:13.933]  Inoculations to buy and sell.
[01:41:14.434 --> 01:41:15.415]  They're preparing us for.
[01:41:15.776 --> 01:41:18.460]  And the inoculation takes over our DNA.
[01:41:19.574 --> 01:41:24.818]  And top scientists look at the vaccine and say, this will cause horrible autoimmune responses, or it'll shut your immune system off.
[01:41:25.098 --> 01:41:26.759]  And it's got jellyfish DNA in it.
[01:41:26.779 --> 01:41:30.722]  And it's got the whole cloned genomes of dead children.
[01:41:31.022 --> 01:41:34.684]  And they look at it and go, this won't protect you from COVID.
[01:41:35.225 --> 01:41:39.087]  This will attack protein that's in your body and cause an autoimmune disorder.
[01:41:40.608 --> 01:41:42.529]  And sure enough, people are sick, they're dying.
[01:41:43.150 --> 01:41:44.631]  And they just go, be tough.
[01:41:45.291 --> 01:41:47.393]  We'll never open the economy till you take it.
[01:41:48.720 --> 01:41:50.702]  And they're just normalizing, killing us.
[01:41:50.742 --> 01:41:51.823]  They had to get to this point.
[01:41:52.203 --> 01:41:53.684]  You always wonder, wonder what it would look like.
[01:41:53.784 --> 01:41:54.325]  Here it is.
[01:41:56.386 --> 01:42:01.110]  That's one reason our credibility's gone supernova is everybody knows I would harp on Bill Gates in my films.
[01:42:01.851 --> 01:42:03.992]  Going back 20 years, they go, why are you obsessed with Bill Gates?
[01:42:04.012 --> 01:42:04.973]  Because I study this stuff.
[01:42:06.274 --> 01:42:08.356]  And Bill Gates is as powerful as they get.
[01:42:08.876 --> 01:42:14.821]  Klaus Schwab headed up the United Nations Operation for Sustainability.
[01:42:14.841 --> 01:42:17.323]  When you hear sustainability, that means mass extermination, world government.
[01:42:20.103 --> 01:42:24.287]  And so, he's like the Mater D at a restaurant.
[01:42:24.387 --> 01:42:26.288]  He's in charge of it.
[01:42:27.690 --> 01:42:36.337]  So when the dinner's incredible, they have a great night, they thank the Mater D, they celebrate the Mater D. He's the chief actual scientist in command of operations.
[01:42:38.139 --> 01:42:39.180]  He's a scientist engineer.
[01:42:40.201 --> 01:42:43.884]  Gates, though, is like the owner of the restaurant.
[01:42:45.407 --> 01:42:57.913]  Because there was, again, more than 50 large robber baron foundations that had gotten together to carry out world government and eugenics, headed up by IBM, that financed Hitler and all the rest of it, the UN.
[01:42:58.894 --> 01:43:01.755]  And he is the officer in charge of that.
[01:43:01.815 --> 01:43:05.117]  He chairs the global eugenics board.
[01:43:05.137 --> 01:43:07.138]  They have awards, they give them awards.
[01:43:08.579 --> 01:43:11.100]  And he's the big daddy.
[01:43:12.759 --> 01:43:18.302]  I'm not saying he's the Antichrist, but like, let's use the Christian allegory of Lord of the Rings.
[01:43:18.902 --> 01:43:19.362]  J.R.R.
[01:43:19.382 --> 01:43:20.423]  Tolkien was a big Christian.
[01:43:20.463 --> 01:43:21.623]  He did this as an allegory.
[01:43:22.584 --> 01:43:25.665]  And so you've got Sauron that's the devil.
[01:43:26.986 --> 01:43:34.670]  Well, technically in that lore, there was another older Satan that got destroyed and then Lucifer was now Sauron.
[01:43:36.211 --> 01:43:38.112]  So he was kind of like the next wave of Satan.
[01:43:38.972 --> 01:43:40.373]  And then under him,
[01:43:41.564 --> 01:43:48.369]  He had the kings of the earth that had sold out their power unto him, and then he gave them power but bound them to him to be living dead.
[01:43:48.829 --> 01:43:50.050]  That shows spiritually who they are.
[01:43:50.550 --> 01:43:52.852]  They physically die, but the spirit in them continues on.
[01:43:53.732 --> 01:43:56.855]  And so Bill Gates is like the king of the Nazgul.
[01:43:58.856 --> 01:44:00.097]  We had to describe Bill Gates.
[01:44:00.157 --> 01:44:01.378]  He's the witch king.
[01:44:03.132 --> 01:44:05.154]  Ruler of the Nazgul, ladies and gentlemen.
[01:44:05.994 --> 01:44:08.476]  And I mean, I'm serious and I'm dead serious about this.
[01:44:08.516 --> 01:44:12.420]  He will kill you deader than a hammer if he gets away with it.
[01:44:13.560 --> 01:44:17.704]  And then you've got his little goblin minion, Fauci.
[01:44:19.565 --> 01:44:21.207]  These are very serious people.
[01:44:21.769 --> 01:44:25.570]  They're like, the Earth is overpopulated, we don't enjoy what we do, but we have to do it.
[01:44:25.871 --> 01:44:26.851]  But they love it!
[01:44:27.551 --> 01:44:28.292]  They love it!
[01:44:28.572 --> 01:44:30.572]  Hey, Fauci, how about you and Gates go first?
[01:44:30.652 --> 01:44:40.756]  I'd really respect you more, Fauci, if you walked out on TV, with a big, razor-sharp butcher knife, and you went, there's too many of us, and went... You started just jabbing it in your carotids.
[01:44:40.776 --> 01:44:43.578]  I mean, I would respect you.
[01:44:46.561 --> 01:44:56.148]  Or like a samurai have your second help you, like maybe commit seppuku, take a short sword and go into your right side of your liver and pull it right up into your soul.
[01:44:56.328 --> 01:45:01.672]  Then maybe a Bill Gates shoved a 12 gauge shotgun in his mouth and just said, there's too many people.
[01:45:02.293 --> 01:45:03.414]  Blew the top of his brains out.
[01:45:03.894 --> 01:45:05.916]  I'd say, well, yeah, I don't agree with him, but I respect him.
[01:45:07.637 --> 01:45:09.839]  But you don't expect that to happen, Fauci.
[01:45:09.879 --> 01:45:14.222]  You're not going to take ice picks and run them into your eyes, huh?
[01:45:15.243 --> 01:45:15.323]  No.
[01:45:18.220 --> 01:45:24.063]  You're going to put poison in our kids and give them debilitating disorders that sterilize them, and then weigh down society.
[01:45:24.703 --> 01:45:35.909]  Because you're not even cool enough, like Bertrand Russell, who wanted to drop neutron bombs, theoritized, on all the major cities that he populated the Earth.
[01:45:36.729 --> 01:45:40.391]  At least Bertrand Russell wanted to kill everybody in five minutes, you jerk!
[01:45:44.718 --> 01:45:53.321]  But you're going to kill us real slow and real sweet because you're Dr. Fauci, Dr. Fauci, my name is Fauci.
[01:45:54.041 --> 01:45:57.323]  Oh, don't talk about vitamins and minerals.
[01:45:57.423 --> 01:45:58.363]  Nothing will help you.
[01:45:59.503 --> 01:46:00.504]  They got under major pressure.
[01:46:00.584 --> 01:46:02.504]  Okay, maybe vitamins will help.
[01:46:06.186 --> 01:46:09.307]  So they get to a point where they got to hit us with the weapons.
[01:46:11.247 --> 01:46:12.328]  And we've now reached the point
[01:46:13.558 --> 01:46:22.901]  Well, they're hitting us with the weapons and they have to, again, normalize us getting sick, normalize us being told to shut up, normalize the liability protection.
[01:46:23.662 --> 01:46:24.342]  It's ambient.
[01:46:24.962 --> 01:46:28.763]  Imagine putting a baby in a microwave and you just put it on low at first.
[01:46:28.783 --> 01:46:29.944]  Then you kind of turn it up more.
[01:46:30.544 --> 01:46:31.604]  And see, that's what this is.
[01:46:32.625 --> 01:46:33.485]  The frog in the pot.
[01:46:34.385 --> 01:46:36.306]  Turn it up slow so it's kind of warm and comfortable.
[01:46:36.326 --> 01:46:36.886]  He doesn't get out.
[01:46:37.226 --> 01:46:38.747]  He doesn't feel incrementalism.
[01:46:39.727 --> 01:46:40.968]  Successive approximation.
[01:46:42.022 --> 01:46:42.422]  We're good to go.
[01:47:12.892 --> 01:47:14.233]  Yeah, they really love the Spanish flu.
[01:47:14.253 --> 01:47:17.455]  I went and dug it up out of the North Pole and stuff where whalers died during 1917.
