[00:00:06.159 --> 00:00:06.820]  She just died?
[00:49:50.406 --> 00:49:52.148]  I'm deeply troubled by what's going on.
[00:49:52.549 --> 00:49:56.393]  I'm looking forward to the election being over and having a result.
[00:49:56.473 --> 00:50:03.001]  I hope it's clear so that we can go back to the serious work of building a country where there are opportunities for everyone, not just some.
[00:50:06.684 --> 00:50:11.688]  The Democratic Party is openly aligned with China and other foreign corporations and powers.
[00:50:12.249 --> 00:50:19.055]  They never get in trouble for the crimes they commit, and so that's why they're acting out, is they're not getting full power like they want.
[00:50:19.995 --> 00:50:21.337]  This is the explosive combination.
[00:50:21.577 --> 00:50:23.739]  They're not getting power they want, so they get more desperate.
[00:50:24.479 --> 00:50:26.861]  And they commit more crimes and start getting in trouble.
[00:50:27.462 --> 00:50:31.866]  But they're still not held fully accountable, so they are able to escalate
[00:50:32.984 --> 00:50:51.109]  The crimes they're committing, well, they've already escalated to such a point, now they're talking about contesting the election when Trump wins, having the liberal cities and states secede, this is official, John Podesta, New York Times, and then trying to cause a race war.
[00:50:51.629 --> 00:50:53.329]  I mean, that is incredible.
[00:50:53.369 --> 00:50:57.751]  People say, well, they'll fail, but it'll be very destructive if they do fail.
[00:50:57.771 --> 00:50:59.491]  Maybe they succeed, probably will fail.
[00:50:59.751 --> 00:51:02.412]  But, I mean, am I allowed to go out and commit crimes?
[00:51:03.012 --> 00:51:11.756]  Just because I'm in the power structure, which I'm not, I'm sick of I was, do I just get to keep experimenting like a mad scientist to try to stay in power no matter how many people I hurt?
[00:51:11.996 --> 00:51:15.198]  And then I escalate each time what I'm doing?
[00:51:15.238 --> 00:51:18.960]  I mean, there's not much more ceiling here to what they can escalate to do.
[00:51:20.245 --> 00:51:20.505]  I think so.
[00:51:39.447 --> 00:51:40.128]  I think so.
[00:51:55.450 --> 00:52:01.215]  You know, I listened to you, Alex, you and I got to know one another beginning last year and I wasn't really focusing on Soros.
[00:52:01.255 --> 00:52:03.897]  And I had my doubts, but I heard a very interesting report this year.
[00:52:04.338 --> 00:52:12.745]  If you look at liberal prosecutors running for office, Soros has pumped millions of dollars into these campaigns in cities around the country.
[00:52:13.105 --> 00:52:18.150]  And these are the people who are saying, you know, let's defund the police, let's let people out on bond.
[00:52:19.791 --> 00:52:26.754]  You know, when the Democratic campaign operatives are contributing to these bond releases, and then there's the folks that are going out and committing crimes all over again.
[00:52:27.194 --> 00:52:30.656]  I think the American people, you know, and I heard your remarks about police earlier.
[00:52:31.056 --> 00:52:32.577]  I'm not in favor of a police state.
[00:52:32.797 --> 00:52:35.358]  I'm in favor of a limited government, of a night watchman state.
[00:52:35.438 --> 00:52:40.861]  But the fundamental purpose of the state is to provide us with security in our person's property and pursuit of happiness.
[00:52:41.521 --> 00:52:47.567]  When government fails to do that, then I think, you know, there's a famous line in John Locke about the appeal to heaven.
[00:52:48.007 --> 00:52:51.210]  If government fails to meet its commitment to the people, the people revolt.
[00:52:51.611 --> 00:52:57.136]  And I think that Black Lives Matter and that crowd may have declared war on the rest of us.
[00:52:57.316 --> 00:53:00.719]  If government stands down and doesn't protect us, we'll protect ourselves.
[00:53:00.779 --> 00:53:03.181]  And that's where things get truly scary in this country.
[00:53:03.201 --> 00:53:04.743]  And I don't think we're far from it right now.
[00:53:06.920 --> 00:53:20.335]  Well you're absolutely right and I just want to ask you this question in closing and then give out your website for folks if I want to get in contact with you for interviews or representation because you're also an amazing interviewer and people need to hear more from Norm Pattis.
[00:53:23.803 --> 00:53:27.304]  I was always told by really smart people that, Alex, you put too much complexity into things.
[00:53:27.364 --> 00:53:28.444]  Most of this is incompetence.
[00:53:28.884 --> 00:53:30.765]  As I've gotten older, I've learned that a lot of that's true.
[00:53:31.125 --> 00:53:37.847]  But there's still a methodology and an overarching belief system of these globalists, and that's who they are.
[00:53:37.887 --> 00:53:46.409]  It's big corporations above the law, tax-exempt, that are buying off all of our politicians and buying off our leaders, and they've gotten our leaders
[00:53:47.769 --> 00:53:47.909]  Yes.
[00:54:07.337 --> 00:54:20.541]  Millions of dead to fight for these basic freedoms that were recognized as the model of justice and pro-human expansion, and then we're just throwing it away, and then instantly we're getting death, destruction, and collapse.
[00:54:21.361 --> 00:54:26.463]  As soon as we throw it away, it's like taking a coat off in the middle of Antarctica in the middle of winter.
[00:54:26.843 --> 00:54:29.024]  I mean, it's like jumping into a fire.
[00:54:29.044 --> 00:54:30.124]  You catch on fire.
[00:54:30.404 --> 00:54:31.245]  It's ridiculous.
[00:54:31.325 --> 00:54:32.205]  Why are we doing this?
[00:54:33.704 --> 00:54:34.324]  I wish I knew.
[00:54:34.404 --> 00:54:38.226]  It's almost like we've got a death wisher that we've decided to commit cultural suicide.
[00:54:39.026 --> 00:54:48.850]  The political history of the West for the past 800 years has revolved around limited government and creating power to the people, realizing that government is created by the consent of the government.
[00:54:49.290 --> 00:54:49.510]  I think?
[00:55:07.359 --> 00:55:07.579]  I think?
[00:55:22.349 --> 00:55:22.769]  I think?
[00:55:41.590 --> 00:55:44.734]  You know, when I first started listening to you, I thought, I don't know.
[00:55:44.794 --> 00:55:45.155]  I don't know.
[00:55:45.195 --> 00:55:45.475]  I don't know.
[00:55:45.736 --> 00:55:47.678]  Along the way, I've become more convinced.
[00:55:47.979 --> 00:55:50.062]  You know, power abhors a vacuum.
[00:55:50.082 --> 00:55:53.086]  And there is enormous concentrations of wealth and power in the country.
[00:55:53.126 --> 00:55:56.711]  And these people do want to take control because they've got the means to do so.
[00:55:57.151 --> 00:55:58.952]  We have to fight back where we can.
[00:55:59.252 --> 00:56:00.152]  So I say you fight back.
[00:56:00.232 --> 00:56:01.472]  I fight back in a courtroom.
[00:56:01.752 --> 00:56:04.113]  People can fight back with their economic decisions.
[00:56:04.733 --> 00:56:14.316]  People can fight back by forming local associations and institutions of civil society that says to the globalists, hey, no, that may be how you do it in Beijing or Beijing, but this is Knoxville.
[00:56:14.356 --> 00:56:15.056]  This is Detroit.
[00:56:15.096 --> 00:56:15.837]  This is Atlanta.
[00:56:15.857 --> 00:56:16.477]  This is Austin.
[00:56:16.537 --> 00:56:17.537]  This is where I live.
[00:56:17.637 --> 00:56:20.338]  And if you're going to be a guest in my home, these are the rules.
[00:56:20.538 --> 00:56:21.378]  I think you just said it.
[00:56:21.418 --> 00:56:24.879]  We have to start realizing that the power we give over to the U.N.
[00:56:25.239 --> 00:56:27.599]  directing who can say what in America, that's now public.
[00:56:27.619 --> 00:56:29.980]  I mean, now Tucker Carlson goes, the U.N.
[00:56:30.020 --> 00:56:31.380]  directs what you can say online.
[00:56:31.660 --> 00:56:32.300]  How did that happen?
[00:56:32.540 --> 00:56:35.721]  I mean, this is a big wake-up call for people because they're not denying it now.
[00:56:35.801 --> 00:56:36.681]  This is their takeover.
[00:56:36.721 --> 00:56:37.721]  This is their bum rush.
[00:56:37.941 --> 00:56:45.103]  But if we simply don't comply, set up our own systems, and start disregarding their garbage, we have the power.
[00:56:45.143 --> 00:56:45.583]  They're done.
[00:56:45.603 --> 00:56:46.043]  Sorry, go ahead.
[00:56:46.912 --> 00:56:51.293]  No, it happens if we let it happen, and I don't know when we the people became we the sheeple.
[00:56:51.653 --> 00:56:53.974]  You know, I'm just not willing to be led to slaughter.
[00:56:54.574 --> 00:57:09.278]  I was brought up to read the Declaration of Independence and the Constitution as guaranteeing certain fundamental rights to we the people, and as one of my clients once told me when she asked me to do a school board, she said, you know, I came to this country from Italy, and I took that we the people seriously.
[00:57:09.578 --> 00:57:10.538]  I am one of those people.
[00:57:11.095 --> 00:57:13.137]  And so are you Alex, and so are your listeners.
[00:57:13.237 --> 00:57:15.860]  So I think we need to reclaim what is ours.
[00:57:16.400 --> 00:57:23.166]  Well that's right, because before 1776 with 1215 Magna Carta, we the people had to sit there and have a lord tell us what to do.
[00:57:23.487 --> 00:57:24.388]  We didn't have standing.
[00:57:24.428 --> 00:57:25.789]  We're saying, we the people!
[00:57:26.049 --> 00:57:26.990]  You understand what that means?
[00:57:27.170 --> 00:57:28.291]  I'm gonna stand up to you!
[00:57:28.632 --> 00:57:29.432]  I've got authority!
[00:57:29.532 --> 00:57:30.353]  I'm not your slave!
[00:57:30.533 --> 00:57:31.114]  You got that?
[00:57:32.295 --> 00:57:32.795]  Absolutely.
[00:57:32.936 --> 00:57:33.236]  I agree 100%.
[00:57:35.419 --> 00:57:37.280]  All right, Norm, you've got to come back on the show more often.
[00:57:37.300 --> 00:57:39.380]  We really appreciate you joining us this week.
[00:57:39.400 --> 00:57:41.341]  Give out your website for folks that want to visit it.
[00:57:42.221 --> 00:57:42.841]  All right, take care.
[00:57:43.001 --> 00:57:44.982]  Oh, it's on normpaddis.com.
[00:57:45.902 --> 00:57:49.883]  All right, thank you so much.
[00:57:49.903 --> 00:57:53.324]  Now, we've got the Sunday show coming up.
[00:57:53.464 --> 00:57:54.824]  We will have Roger Stone on that.
[00:57:56.144 --> 00:57:57.905]  We've got the second hour of this live.
[00:57:59.679 --> 00:58:00.980]  Saturday show coming up.
[00:58:01.180 --> 00:58:02.461]  It's almost 3 p.m.
[00:58:02.501 --> 00:58:03.702]  It's 2 57 central.
[00:58:03.722 --> 00:58:04.542]  You're watching us live.
[00:58:04.803 --> 00:58:09.466]  This is going to loop on the satellite radio feeds everywhere else until 4 tomorrow when I come back on.
[00:58:09.886 --> 00:58:12.728]  Then Owen Schroer now goes with election countdown.
[00:58:13.589 --> 00:58:15.570]  And that is 6 to 8 p.m.
[00:58:16.011 --> 00:58:17.972]  And we have weeknights as well.
[00:58:18.372 --> 00:58:19.313]  So so much going on.
[00:58:19.333 --> 00:58:21.755]  We're going to go to break for a few minutes with some special reports.
[00:58:22.375 --> 00:58:23.856]  Robert Barnes, constitutional lawyer.
[00:58:24.036 --> 00:58:25.037]  A lot of big connections.
[00:58:25.057 --> 00:58:26.198]  One of the smartest guys I know.
[00:58:27.625 --> 00:58:36.252]  He's going to tell us what he thinks of Ruth Bader Ginsburg and what the Democrats are going to do and how they're going to procedurally try to block this.
[00:58:36.272 --> 00:58:42.157]  So I can't wait to hear what he has to say because the election was already in super high gear.
[00:58:42.998 --> 00:58:46.300]  Now it is in total, complete crazy town.
[00:58:46.701 --> 00:58:47.902]  So I'm going to air a report.
[00:58:49.070 --> 00:58:55.714]  With Brian Roche, when I was on London Real, with Fauci suddenly saying vitamin D3 and C is needed to stop COVID.
[00:58:56.114 --> 00:58:57.615]  Well, if you have that, you can't even get it.
[00:58:58.995 --> 00:59:02.217]  They had SWAT teams raiding doctors that gave out vitamin C a few months ago.
[00:59:03.078 --> 00:59:12.142]  And then I'm going to play a clip from Howard Stern, because it's funny, with Jimmy Kimmel yesterday, or I guess it was Friday, making jokes about the fact that we sell storable food.
[00:59:12.563 --> 00:59:13.923]  So let me just go ahead and tell you this.
[00:59:14.144 --> 00:59:17.345]  There's no antifreeze and there's no mulch in our food.
[00:59:17.365 --> 00:59:18.026]  It doesn't last 300 years.
[00:59:19.046 --> 00:59:30.778]  It lasts 25 years, and a lot of it's gourmet, most of it tastes great, some of it tastes okay, but for the price you pay, it's healthy, good, clean food, the lowest price you're going to find anywhere, and it also funds our operations.
[00:59:32.219 --> 00:59:36.480]  With all the uncertainty, with all the craziness, everyone needs to be prepared.
[00:59:36.540 --> 00:59:38.741]  And one of the checkboxes is Chorrible Food.
[00:59:38.821 --> 00:59:39.581]  This is the place.
[00:59:39.942 --> 00:59:40.782]  It's the people to get.
[00:59:41.402 --> 00:59:44.283]  They never have discounts because they're already super discounted.
[00:59:44.503 --> 00:59:45.583]  Don't have a lot of profit in there.
[00:59:45.963 --> 00:59:47.844]  Especially after they share it with me to fund this operation.
[00:59:48.184 --> 00:59:49.605]  But if you go to preparewithalex.com
[00:59:51.425 --> 01:00:02.895]  There is two days and 13 seconds left, and then this special of $170 off one package, $100 off another, and $100-something off the other.
[01:00:03.195 --> 01:00:09.221]  They've got water filtration, air filtration, and they've got the food supplies, all with major discounts.
[01:00:09.281 --> 01:00:10.682]  Preparewithalex.com.
[01:00:10.922 --> 01:00:13.525]  We sell the whole catalog at infowrestore.com.
[01:00:13.985 --> 01:00:16.587]  We've got another big special going on the vitamins and the supplements there.
[01:00:17.228 --> 01:00:25.555]  They are trying to shut us down right now, and we've got a few months of operating capital, and with them trying to take our banking and stuff behind the scenes away, we need funding now.
[01:00:25.615 --> 01:00:26.676]  So I'm firing the bat signal.
[01:00:26.696 --> 01:00:29.238]  I want to thank you all for your support, your prayers, your word of mouth.
[01:00:29.519 --> 01:00:31.300]  But right now, these are products you already need.
[01:00:31.841 --> 01:00:32.541]  These are the best.
[01:00:33.222 --> 01:00:33.903]  Get them from us.
[01:00:34.103 --> 01:00:35.364]  Infowarsstore.com or 888-253-3139.
[01:00:35.624 --> 01:00:36.825]  But to get that big discount,
[01:00:40.208 --> 01:00:43.751]  PrepareWithAlex.com and you get the best deal you're going to find anywhere on verbal food.
[01:00:43.991 --> 01:00:44.652]  PrepareWithAlex.com.
[01:00:44.912 --> 01:00:54.200]  We're going to go to these two short reports, come back with Robert Barnes, and then we're going to be joined by Allie Alexander and more on this live Saturday show.
[01:00:55.421 --> 01:00:57.603]  You are the resistance.
[01:00:57.663 --> 01:00:58.404]  Don't forget that.
[01:00:58.644 --> 01:00:59.284]  So share the link.
[01:00:59.484 --> 01:00:59.985]  We'll be right back.
[01:01:01.434 --> 01:01:02.957]  What's going to happen in the next three months?
[01:01:03.037 --> 01:01:03.759]  That's the question.
[01:01:03.919 --> 01:01:05.062]  What is this second wave?
[01:01:05.102 --> 01:01:08.128]  Like you said, when the people wake up, what will they release on us?
[01:01:08.308 --> 01:01:11.915]  Or is the economic damage and the social score already happening?
[01:01:13.288 --> 01:01:16.090]  Well, a lot of it's not speculative, as you said.
[01:01:16.430 --> 01:01:18.531]  Already devastating depression in the third world.
[01:01:19.071 --> 01:01:21.332]  Major breakdown of supply chains in the West.
[01:01:21.893 --> 01:01:24.354]  Generations of wealth that has been degraded.
[01:01:25.034 --> 01:01:26.695]  And the longer we wait, the worse it gets.
[01:01:26.795 --> 01:01:28.396]  All the metrics and numbers show us that.
[01:01:28.897 --> 01:01:32.679]  And so they've already told us, they said, they're going to have real flu deaths.
[01:01:32.739 --> 01:01:38.202]  They're going to have real pneumonia deaths in the winter because people aren't getting vitamin D3.
[01:01:39.847 --> 01:01:42.770]  Even Fauci had to admit, don't have D3, you die from any virus.
[01:01:43.851 --> 01:01:50.697]  And so, they're going to have some real numbers in the fall, starting in just a month or two, for people that aren't outside.
[01:01:50.717 --> 01:01:53.099]  Why do they say black people are twice as likely to die?
[01:01:53.479 --> 01:01:55.240]  Well, black folks have a lot of melanin.
[01:01:55.281 --> 01:01:56.522]  They need way more sun.
[01:01:57.062 --> 01:01:58.563]  They're living in urban canyons.
[01:01:59.184 --> 01:02:03.528]  Black people are not supposed to be living inside dark houses and on trains all day.
[01:02:04.775 --> 01:02:05.736]  White people aren't either.
[01:02:06.617 --> 01:02:13.322]  But white people have skin that takes in more D3, produces more D3 because we get less light.
[01:02:13.382 --> 01:02:21.809]  We're designed, like some of the black liberation groups say, it's actually true with cave dwellers, and so the cave dwellers can handle not getting as much D3.
[01:02:21.849 --> 01:02:22.630]  We still get sick.
[01:02:23.070 --> 01:02:30.777]  So I want my black brothers to understand, and I do care about them, literally, you need to get D3, you need to get vitamin C, you need to get zinc, or you are going to die.
[01:02:31.457 --> 01:02:40.599]  And so, especially our brothers and sisters in nursing homes who are black, who are white, who are brown, they're not getting D3 from the sun.
[01:02:40.939 --> 01:02:42.919]  They're not getting zinc and the horrible food they feed them.
[01:02:42.939 --> 01:02:46.320]  They're not getting vitamin C. They're not feeding old folks fresh vegetables in those places.
[01:02:46.800 --> 01:02:47.760]  Look at the hospital food.
[01:02:48.260 --> 01:02:49.120]  It's meant to get rid of them.
[01:02:49.440 --> 01:02:58.382]  So our message to white brothers and black brothers and brown sisters and pink sisters and everybody else is we all got red blood and a heart and a soul that loves God.
[01:02:58.902 --> 01:03:11.228]  You better get your D3, you better get your Zinc, you better get your C. And so, I even told the crew this morning, I said, I want bottles of D3 and Zinc and E put out in kiosks everywhere.
[01:03:11.729 --> 01:03:13.690]  Because use COVID as a learning experience.
[01:03:14.010 --> 01:03:15.170]  It will kill you if you don't have it.
[01:03:15.210 --> 01:03:16.071]  So will a regular flu.
[01:03:16.531 --> 01:03:18.892]  And I said, I want to donate $20,000.
[01:03:18.972 --> 01:03:21.394]  I think I got an extra money under these attacks.
[01:03:22.014 --> 01:03:29.562]  To go and I want to visit all the major nursing homes and offer to give them free medical grade D3, C, and zinc.
[01:03:29.742 --> 01:03:32.945]  Because if you have those three things, COVID literally cannot kill you.
[01:03:33.506 --> 01:03:34.406]  And they admit that.
[01:03:34.447 --> 01:03:35.287]  They don't want that known.
[01:03:35.327 --> 01:03:41.293]  But even Fauci, who denied that, had to admit it two days ago because his own NIH website admits that.
[01:03:41.594 --> 01:03:43.395]  It's called essential for a reason.
[01:03:44.178 --> 01:03:52.786]  Yeah, and they've come up with a few of these therapeutics, like these steroid treatments and a bunch of things, and that's the last thing these big pharma companies want to talk about.
[01:03:53.667 --> 01:03:55.809]  You know who says you're lying about vacation?
[01:03:56.449 --> 01:03:56.810]  Who does?
[01:03:57.646 --> 01:03:58.487]  Alex Jones.
[01:03:59.348 --> 01:04:01.129]  And he wants to call you out on it.
[01:04:01.389 --> 01:04:02.330]  Alex Jones is here.
[01:04:02.390 --> 01:04:03.131]  Go ahead, Alex.
[01:04:03.171 --> 01:04:08.075]  Jimmy has a timeshare at Epstein Island with Gates, Fauci, Bezos, and Soros.
[01:04:08.135 --> 01:04:12.579]  And he knows Hollywood has been exposed as a black hole to another dimension and the gates to hell.
[01:04:12.839 --> 01:04:16.883]  He wants the allegory of the collapse of society to push the corona hoax.
[01:04:17.403 --> 01:04:18.084]  Is that not true?
[01:04:19.073 --> 01:04:19.473]  Jimmy?
[01:04:20.053 --> 01:04:20.794]  Are you asking me?
[01:04:21.634 --> 01:04:22.315]  All true, yeah.
[01:04:22.375 --> 01:04:23.355]  I have a timeshare.
[01:04:23.375 --> 01:04:27.897]  It's one of the few timeshares that Bill Gates is involved with.
[01:04:28.578 --> 01:04:34.400]  You support Fauci telling people, don't take vitamin D3C, take our militarized testing with Bill Gates.
[01:04:34.420 --> 01:04:35.481]  Well, to hell I will!
[01:04:35.741 --> 01:04:36.641]  I will not bow to you!
[01:04:36.862 --> 01:04:38.102]  I will not bow to Satan!
[01:04:39.923 --> 01:04:42.804]  Listen, you've made an accusation against a late night talk show host.
[01:04:42.844 --> 01:04:43.505]  I don't like that.
[01:04:44.656 --> 01:04:45.897]  Well, I will say a nice thing.
[01:04:45.957 --> 01:04:50.442]  Good luck hosting the Emmys, and good luck hosting your Bilderberg ritual sacrifice.
[01:04:50.782 --> 01:04:55.467]  Are you going to be presenting the sacrifice to the Owl God, Moloch, or the Subhumanoid Baby Feast?
[01:04:55.487 --> 01:04:56.548]  Which one are you doing this year, Jimmy?
[01:04:56.588 --> 01:04:58.130]  We're going Moloch this year.
[01:04:58.290 --> 01:04:58.850]  Moloch.
[01:04:59.171 --> 01:05:00.352]  Moloch.
[01:05:00.432 --> 01:05:01.052]  Well, listen.
[01:05:01.813 --> 01:05:05.798]  You need to stop eating baby meat and start eating powdered meat!
[01:05:05.938 --> 01:05:06.839]  Yes!
[01:05:07.119 --> 01:05:10.343]  We're talking about the Liberty Food Buckets!
[01:05:10.944 --> 01:05:11.084]  Ah!
[01:05:11.204 --> 01:05:12.005]  Powdered chicken!
[01:05:12.065 --> 01:05:12.806]  Powdered chicken!
[01:05:12.826 --> 01:05:13.707]  PrepareWithAlex.com!
[01:05:13.767 --> 01:05:14.969]  Jones Family Recipes!
[01:05:15.069 --> 01:05:16.310]  PrepareWithAlex.com!
[01:05:18.232 --> 01:05:20.093]  I'm going to start a podcast.
[01:05:48.012 --> 01:05:48.652]  Amazing.
[01:05:49.213 --> 01:05:52.354]  Reptilian Happy Hour with Ruth Bader Ginsburg from hell.
[01:05:52.914 --> 01:05:53.794]  She'll be joining us.
[01:06:02.418 --> 01:06:04.659]  In defiance of the globalists.
[01:06:05.199 --> 01:06:08.300]  In defiance of Hillary and George Soros and all the rest of them.
[01:06:09.661 --> 01:06:11.302]  We're still on air thanks to all of you.
[01:06:12.355 --> 01:06:15.257]  And I gotta tell ya, I just talked to the IT people during that break.
[01:06:16.058 --> 01:06:20.502]  We have a big denial of service attack that launched right at 2 p.m.
[01:06:21.343 --> 01:06:31.731]  They hit us with 5 million fake requests on a clip of me last night during the show dealing with all of this.
[01:06:31.751 --> 01:06:38.817]  I forget the exact headline on it, but it's the one where I break down all hell's gonna break loose now that Ruth Bader Ginsburg has
[01:06:40.365 --> 01:06:40.985]  I think so.
[01:07:04.398 --> 01:07:13.867]  On this feed and on that feed of real traffic coming in, but whoever's been hitting us for two weeks nonstop sees that and then targets those streams trying to stop it.
[01:07:13.907 --> 01:07:15.869]  So this is real time stuff.
[01:07:17.350 --> 01:07:17.790]  That's going on.
[01:07:17.831 --> 01:07:21.974]  I'm gonna go to our next amazing guest here, but I want to tell you the name of the video that they have been.
[01:07:22.014 --> 01:07:24.997]  That they've been hitting really, really hard.
[01:07:26.799 --> 01:07:28.100]  Because they are so.
[01:07:29.281 --> 01:07:29.942]  Pissed right now.
[01:07:31.647 --> 01:07:35.770]  The video being hit 5 million times every few minutes is exclusive.
[01:07:36.551 --> 01:07:40.634]  Alex Jones responds to Ruth Bader Ginsburg's death.
[01:07:42.776 --> 01:07:45.017]  And as you can see, it's not even loading because it's being hit so many times.
[01:07:47.605 --> 01:07:50.327]  We have millions of other folks hitting the other areas of the site.
[01:07:50.347 --> 01:07:52.088]  We have InfoWars.com forward slash show.
[01:07:52.588 --> 01:07:54.049]  That has different feeds on it.
[01:07:54.730 --> 01:07:59.473]  So they're trying to suppress this, but it's having the opposite Streisand effect.
[01:07:59.974 --> 01:08:05.617]  All right, for the next 30 minutes, Robert Barnes, a hard guy to get on, great constitutional lawyer, but a lot of great work for us.
[01:08:06.358 --> 01:08:09.380]  He joins us right now to get into Ruth Bader Ginsburg.
[01:08:09.440 --> 01:08:10.201]  What does this mean?
[01:08:10.861 --> 01:08:12.222]  The election's already at an 11.
[01:08:13.826 --> 01:08:15.648]  In Spinal Tap Talk, where does it go now?
[01:08:15.668 --> 01:08:15.828]  To a 50?
[01:08:16.248 --> 01:08:16.268]  A 100?
[01:08:17.189 --> 01:08:19.351]  And who are they going to nominate?
[01:08:20.031 --> 01:08:22.193]  Can Mitch McConnell get it done?
[01:08:23.414 --> 01:08:29.459]  This is just epic, epic, epic times to be alive, and I'm glad you joined us on this Saturday.
[01:08:29.499 --> 01:08:30.280]  Thank you so much, Robert.
[01:08:31.381 --> 01:08:32.061]  Hey, glad to be here.
[01:08:32.582 --> 01:08:33.543]  Well, you got the floor, brother.
[01:08:33.603 --> 01:08:34.924]  Tell us what you think's really going on.
[01:08:34.944 --> 01:08:37.146]  I know you're one of the smartest people out there when it comes to this.
[01:08:38.072 --> 01:08:41.673]  Well, I mean, there were some people that were suspicious of what Ginsburg's health really was.
[01:08:42.214 --> 01:08:45.895]  She had not been seen in public very often at all over the last 18 months.
[01:08:46.455 --> 01:08:55.278]  There were people that were suspect and were concerned about whether or not... Well, it's clear now that they withheld information about the dire nature of her health.
[01:08:55.699 --> 01:08:58.360]  She was clearly in far worse condition than they let on.
[01:08:59.040 --> 01:09:06.323]  Whether she was trying to stay alive or at least publicly be seen as being alive until after the election is an open question.
[01:09:06.363 --> 01:09:07.123]  There are some people who
[01:09:07.603 --> 01:09:11.864]  I think the timing of the disclosure of this was meant to be election influenced.
[01:09:12.364 --> 01:09:18.966]  We'll never know the full truth because they were able to keep information about her health so secret over the last several years.
[01:09:19.507 --> 01:09:36.272]  Now she herself, Ginsburg, had made the decision back in 2015 not to retire despite the fact that she was already suffering serious health consequences then because she wanted the quote-unquote first woman president to replace the one of the first women Supreme Court justices.
[01:09:36.332 --> 01:09:37.192]  She was being the second.
[01:09:38.456 --> 01:09:53.620]  And so the but the first Democratic female appointee and so we'll see if that continues in that path She she took a gamble the gamble backfired now Trump and a Republican Senate are in control of replacing her She had amazing life story.
[01:09:53.700 --> 01:10:01.642]  Her biography is a very very impressive And the president was very generous in his comments about her from a scholastic perspective
[01:10:02.503 --> 01:10:04.948]  She really did not leave much of an impression.
[01:10:05.089 --> 01:10:12.545]  I mean, she was not a really impressive legal mind from a legal legacy perspective, intellectual perspective.
[01:10:12.992 --> 01:10:17.954]  You know, she was a strong feminist, advocated from a, but mostly advocated from a traditional liberal position.
[01:10:18.494 --> 01:10:23.756]  Was not consistent, frankly, on issues of civil liberties or civil rights under the Constitution.
[01:10:23.816 --> 01:10:26.498]  Was not at all a consistent constitutionalist.
[01:10:27.438 --> 01:10:31.680]  Very civil and decent in her interpersonal interactions in the court.
[01:10:32.160 --> 01:10:34.941]  That's why Justice Scalia was close friends with her for many years.
[01:10:36.021 --> 01:10:37.262]  But at the same time,
[01:10:38.242 --> 01:10:43.145]  She didn't really leave either a lasting intellectual or ideological legacy of consequence.
[01:10:43.225 --> 01:10:49.648]  So you're saying I'm going too far by saying I hope she burns in hell?
[01:10:49.748 --> 01:10:51.849]  I would not necessarily put it that way, no.
[01:10:52.290 --> 01:10:54.211]  But I understand people who have some of those sentiments.
[01:10:54.291 --> 01:10:59.994]  I mean, she was very pro-abortion on those decisions.
[01:11:00.354 --> 01:11:06.057]  And she defended the government's intrusions and violations of civil liberties in a wide range of contexts.
[01:11:06.597 --> 01:11:19.386]  Most recently, she was, you could argue, she was a deciding vote because every justice was a deciding vote of the five who refused to enforce the Constitution against these unconstitutional lockdowns.
[01:11:19.886 --> 01:11:23.349]  It took a Trump appointee from the Western District of Pennsylvania
[01:11:23.849 --> 01:11:36.888]  To finally put law to paper and make clear that the Constitution did not allow all of these governors and mayors and other law enforcement officials to be depriving people of their core constitutional liberties under the guise of a pandemic.
[01:11:37.443 --> 01:11:40.344]  There is no emergency exception to the Constitution.
[01:11:40.764 --> 01:11:42.184]  But, according to Ginsburg, there was.
[01:11:42.745 --> 01:11:45.385]  So, she doesn't leave a lasting intellectual legacy.
[01:11:45.425 --> 01:11:50.147]  Like, there are people on the left who I disagreed with, but who I considered heavyweights intellectually.
[01:11:50.927 --> 01:11:52.868]  People, at times, like Hugo Black.
[01:11:53.268 --> 01:11:54.628]  Though I mostly agree with Hugo Black.
[01:11:54.668 --> 01:11:55.969]  People like William Douglas.
[01:11:56.809 --> 01:12:00.090]  People like, to a certain degree, Thurgood Marshall, at least in his decisions.
[01:12:00.590 --> 01:12:03.571]  Though a lot of his clerks are writing his decisions towards the end of his life.
[01:12:04.071 --> 01:12:08.072]  We wonder how much Ginsburg's decisions over the last year were hers versus her clerks.
[01:12:08.612 --> 01:12:12.194]  That's an open question, given how bad her health clearly turned out to have been.
[01:12:13.154 --> 01:12:26.498]  But I think her legacy will be one of a people publicly, at least in the legal academy, a great individual biography, a relatively mediocre intellectual legacy, regardless of what you think of her ideologically.
[01:12:27.198 --> 01:12:29.859]  And then many conservatives, many feminists will celebrate her.
[01:12:30.539 --> 01:12:45.411]  Many conservatives will see her as a key pro-abortion voice on the court that did harm to millions of people and of course millions of unborn and then also did not stand up for civil liberties when the world needed the Supreme Court to do so.
[01:12:45.852 --> 01:12:50.095]  So I think that her legacy will be a mixed legacy intellectually, a mixed one politically.
[01:12:50.976 --> 01:12:55.039]  Impressive personal biography, overcame a lot to get to the Supreme Court.
[01:12:56.186 --> 01:13:05.794]  But ideologically was on the left and was sort of a pure ideologue and not one that rose to the to the intellectual heavyweight scale of her predecessors.
