[00:00:22.862 --> 00:00:23.383]  99 days.
[00:50:31.922 --> 00:50:41.547]  United States of Conspiracy examines how three men, Alex Jones, Roger Stone, and President Trump,
[00:50:42.472 --> 00:50:51.862]  Helped to lay the foundation for the conspiracy theories to take center stage in America's national conversation.
[00:50:51.862 --> 00:51:01.633]  And on the front page of their Twitter, front page of Frontline, it's me, at the evil Austin rallies against compulsory masks.
[00:51:01.633 --> 00:51:03.575]  How horrible we are.
[00:51:06.872 --> 00:51:10.835]  Here, let's roll some footage of them a few weeks ago attacking an armored vehicle while making jokes.
[00:51:10.835 --> 00:51:11.915]  Why do you have an armored vehicle?
[00:51:11.915 --> 00:51:24.884]  Well, if we're going to go downtown and cover all this, and you're going to come up armed with clubs and hammers and guns and then try to bash the windows out, we need to be able to peacefully show how violent and evil you are.
[00:51:24.884 --> 00:51:29.847]  So the media spun this and said we attacked our own vehicle in a false flag.
[00:51:29.847 --> 00:51:32.388]  And then the media said we put fake bullet holes in the window.
[00:51:32.388 --> 00:51:33.529]  No, it was hammer holes.
[00:51:33.529 --> 00:51:34.050]  They did it.
[00:51:34.050 --> 00:51:34.410]  Antifa.
[00:51:35.908 --> 00:51:41.332]  And then they said that we burned down a homeless camp because Antifa isn't violent.
[00:51:41.332 --> 00:51:41.872]  That's right.
[00:51:41.872 --> 00:51:46.536]  We burned a homeless camp because we shot the footage of them burning the homeless camp.
[00:51:46.536 --> 00:51:49.198]  Uh-huh.
[00:51:49.198 --> 00:51:53.501]  Talk about being conspiracy theorists, ladies and gentlemen.
[00:51:53.501 --> 00:51:57.303]  This is how they operate each and every time.
[00:51:57.303 --> 00:51:59.205]  So Schiff has now joined
[00:52:00.353 --> 00:52:04.596]  Pelosi and the former Attorney General Eric Holder and all the rest of them.
[00:52:04.596 --> 00:52:09.118]  Joe Biden's saying Trump is a dictator.
[00:52:09.118 --> 00:52:13.021]  The federal police guarding courthouses are Nazis.
[00:52:13.021 --> 00:52:19.084]  Why, everybody's a Nazi now except the real Nazi collaborator, George Soros.
[00:52:19.084 --> 00:52:22.326]  Remember just six months ago they had articles going, Jones is insane.
[00:52:22.326 --> 00:52:24.167]  George Soros is a philanthropist.
[00:52:24.167 --> 00:52:26.429]  He doesn't fund Black Lives Matter or Antifa.
[00:52:26.429 --> 00:52:27.690]  Now Soros is proud of this.
[00:52:27.690 --> 00:52:29.771]  He's like, I am doubling my funding.
[00:52:31.926 --> 00:52:36.748]  Hundreds of millions of dollars a year to this.
[00:52:36.748 --> 00:52:44.330]  200 million this year so far to Black Lives Matter and Antifa that we know of.
[00:52:44.330 --> 00:52:54.134]  I'm being sued by a Soros-backed suit, and it says Jones falsely claims that Soros funded Antifa in Charlottesville.
[00:52:54.134 --> 00:52:58.275]  And it's on the damn record, in his own family name, they gave the money.
[00:53:00.723 --> 00:53:04.865]  I mean, this is next level, ladies, but they don't care.
[00:53:04.865 --> 00:53:06.185]  They don't care.
[00:53:06.185 --> 00:53:19.990]  Because they've got systems that will rout us, and they believe shut us down, as if I can't jack into our awesome, incredible supporters and listeners who are loyal to the truth and justice, who will always amplify, as long as they're alive, our message.
[00:53:19.990 --> 00:53:22.771]  And as they try to suppress our message, it only becomes stronger.
[00:53:23.735 --> 00:53:25.217]  Historically.
[00:53:25.217 --> 00:53:27.461]  The Streisand effect is active now.
[00:53:27.461 --> 00:53:28.502]  I'm going to give you some good news.
[00:53:28.502 --> 00:53:30.566]  I'm going to hit this other news.
[00:53:30.566 --> 00:53:31.948]  I took off six days.
[00:53:31.948 --> 00:53:33.089]  I went to the floor to panhandle.
[00:53:34.261 --> 00:53:38.104]  Really Southern Alabama, Southern Georgia, great people, best part of Florida.
[00:53:38.104 --> 00:53:44.329]  And I was mobbed by black people, mobbed by brown people, mobbed by white people, mobbed, mobbed, mobbed.
[00:53:44.329 --> 00:53:46.711]  Everybody in the South's getting along so good.
[00:53:46.711 --> 00:53:49.534]  Folks in the Northeast really ought to go see how it's done.
[00:53:49.534 --> 00:53:50.995]  And I was just mobbed.
[00:53:50.995 --> 00:53:56.360]  I mean, and people were just elect, I know people from Brazil I ran into, Mexico that I ran into.
[00:53:56.360 --> 00:53:58.041]  They had loving eyes.
[00:53:58.041 --> 00:54:00.543]  Everybody had loving eyes, was awake, was alive.
[00:54:00.543 --> 00:54:01.284]  I got so many hugs.
[00:54:03.326 --> 00:54:11.229]  And people are just so aware of the whole New World Order and the pedophile rings and the COVID hoax and just all of it.
[00:54:11.229 --> 00:54:16.090]  But still, many of them are nice and are complying because they don't want to ruffle feathers.
[00:54:16.090 --> 00:54:19.131]  No, we have to ruffle feathers and not submit to this tyranny.
[00:54:19.131 --> 00:54:22.292]  Ted Nugent is scheduled to come up.
[00:54:22.292 --> 00:54:24.253]  You know, folks, we are not funded
[00:54:25.848 --> 00:54:27.369]  By the Russians.
[00:54:27.369 --> 00:54:28.750]  I have no connections to the Russians.
[00:54:28.750 --> 00:54:30.631]  That's all been completely disproven.
[00:54:30.631 --> 00:54:32.753]  Roger Stone was not convicted for any connection to the Russians.
[00:54:32.753 --> 00:54:37.356]  He was convicted for trying to get Julian Assange on my show.
[00:54:37.356 --> 00:54:37.936]  Literally.
[00:54:37.936 --> 00:54:45.402]  I mean, I was here when Assange wouldn't give us the time of day and he was trying to talk to Randy Credico and I was mad at Assange calling him Hillary Clinton's butt plug.
[00:54:45.402 --> 00:54:46.702]  Remember all that?
[00:54:46.702 --> 00:54:47.143]  I was here.
[00:54:48.888 --> 00:54:58.176]  But imagine saying, I am this evil Russian, but by doing that they make me an enemy and they could use CIA money and propaganda to try to shut us down and sue us and do all this.
[00:54:58.176 --> 00:55:01.499]  And Trump's never gotten full control of the COG system.
[00:55:01.499 --> 00:55:09.586]  And maybe he'll wake up now with 99 days left because Pelosi's on TV saying, I met with COG last week and we've got a plan to forcibly remove him.
[00:55:09.586 --> 00:55:12.028]  The COG's under the President and Congress.
[00:55:12.028 --> 00:55:14.491]  What were you doing in a meeting without the President there, you monster?
[00:55:15.111 --> 00:55:22.074]  They're openly doing that, though, to look confident in front of everybody, so they'll carry out the damn coup!
[00:55:22.074 --> 00:55:29.137]  Well, the Washington Post says, front page, anyone that doesn't submit to us will serve prison time.
[00:55:29.137 --> 00:55:31.238]  Oh, with antifa jail guards?
[00:55:31.238 --> 00:55:35.840]  You know, I think I'll just go ahead and take my chances fighting.
[00:55:35.840 --> 00:55:38.321]  And that's all I'm going to say.
[00:55:38.321 --> 00:55:40.282]  I guess, oh, I said I'd read this.
[00:55:40.282 --> 00:55:44.524]  I've already lost my Alexander Solzhenitsyn quote.
[00:55:47.210 --> 00:55:48.512]  Let me just say this.
[00:55:48.512 --> 00:55:50.295]  We're funded by you.
[00:55:50.295 --> 00:55:51.997]  If you need water filtration, we've got the best.
[00:55:51.997 --> 00:55:53.099]  The best price you're going to find.
[00:55:53.099 --> 00:55:54.802]  Air filtration, best you're going to find.
[00:55:54.802 --> 00:55:58.768]  At the price, you can pay five times more, get something better, but it's a forced-age ion filter.
[00:55:58.768 --> 00:55:59.749]  Loves the pure breeze.
[00:55:59.749 --> 00:56:01.352]  Loves the pure water filters as well.
[00:56:02.441 --> 00:56:03.981]  Everybody needs to be self-sufficient.
[00:56:03.981 --> 00:56:06.822]  Storeable Food now is shipping within two to three weeks.
[00:56:06.822 --> 00:56:09.823]  I would get it during this low, if you can call it this, and get it in.
[00:56:09.823 --> 00:56:11.663]  Last 25 years, super high quality.
[00:56:11.663 --> 00:56:13.864]  We have the best at InfoWareStore.com.
[00:56:13.864 --> 00:56:15.124]  Partner with MyPatriotSupply.
[00:56:15.124 --> 00:56:17.225]  You get it quickest ordering it from us.
[00:56:17.225 --> 00:56:18.985]  I would take action now on that.
[00:56:18.985 --> 00:56:25.386]  And we have Christmas Comes in July sale that will be ending sometime this week because so many of these items are about to sell out.
[00:56:25.386 --> 00:56:26.907]  Storewide free shipping.
[00:56:26.907 --> 00:56:29.527]  Double Patriot points.
[00:56:29.527 --> 00:56:31.548]  And the sale is going to end within just a few days because
[00:56:33.123 --> 00:56:33.924]  I have to.
[00:56:33.924 --> 00:56:36.868]  The free shipping's killing us, and then also all these items are about to sell out.
[00:56:36.868 --> 00:56:39.751]  Bodies, Ultimate Turmeric Formula, selling out.
[00:56:39.751 --> 00:56:42.154]  Living Defense, 50% off, selling out.
[00:56:42.154 --> 00:56:43.876]  That's so good to get rid of little parasites.
[00:56:43.876 --> 00:56:46.639]  Vazo Beats for your whole body and your heart and the rest of it.
[00:56:46.639 --> 00:56:50.143]  Creates nitrous oxide in the body, a great concentrate of beet juice.
[00:56:50.143 --> 00:56:51.225]  Turbo Force, all at 50% off.
[00:56:52.606 --> 00:56:56.630]  Vitamin Mineral Fusion with all the vitamins and minerals and amino acids for adults and children.
[00:56:56.630 --> 00:56:57.791]  So good for your immune system.
[00:56:57.791 --> 00:56:59.972]  That's selling out.
[00:56:59.972 --> 00:57:00.153]  50% off.
[00:57:00.153 --> 00:57:01.914]  They're telling me, Alex, you've got to launch the new special.
[00:57:01.914 --> 00:57:03.495]  You've got to launch the new product.
[00:57:03.495 --> 00:57:04.677]  And I've just been too busy to do it.
[00:57:04.677 --> 00:57:06.178]  So we're just selling out of all this stuff.
[00:57:06.178 --> 00:57:08.900]  Survival Shield X2 Niacin Iodine Spray.
[00:57:08.900 --> 00:57:09.120]  50% off.
[00:57:09.120 --> 00:57:11.162]  Brain Force Plus, the great nootropic.
[00:57:11.162 --> 00:57:11.402]  50% off.
[00:57:11.402 --> 00:57:13.284]  Survival Shield X3.
[00:57:13.284 --> 00:57:13.524]  50% off.
[00:57:13.524 --> 00:57:14.785]  Lung Cleanse.
[00:57:14.785 --> 00:57:15.065]  50% off.
[00:57:15.065 --> 00:57:16.787]  Ultra 12, take it out of the tongue.
[00:57:16.787 --> 00:57:16.987]  50% off.
[00:57:16.987 --> 00:57:17.788]  DNA Force Plus.
[00:57:17.788 --> 00:57:18.348]  That's incredible.
[00:57:18.348 --> 00:57:18.789]  Got to get that.
[00:57:19.369 --> 00:57:21.631]  50% off Winter Sun with the vitamin K as well.
[00:57:21.631 --> 00:57:24.373]  Take it under the tongue with the vitamin D3.
[00:57:24.373 --> 00:57:26.154]  50% off Chill Force, 50% off.
[00:57:26.154 --> 00:57:27.655]  Super Fimo Vitality, 50% off.
[00:57:27.655 --> 00:57:29.157]  Biodry Saline, 50% off.
[00:57:29.157 --> 00:57:30.418]  Extendo-I, 50% off.
[00:57:30.418 --> 00:57:31.618]  And so much more.
[00:57:31.618 --> 00:57:33.280]  Infowarsstore.com.
[00:57:33.280 --> 00:57:37.103]  Ted Nugent, the governor said, we'll arrest you if you come to New York.
[00:57:37.103 --> 00:57:38.283]  You don't have speech.
[00:57:38.283 --> 00:57:39.104]  He's coming up.
[00:57:39.104 --> 00:57:41.186]  I mean, the commies are making their move.
[00:57:41.186 --> 00:57:42.487]  Second hour, straight ahead.
[00:57:42.487 --> 00:57:43.487]  I'm Alex Jones.
[00:57:43.487 --> 00:57:44.708]  You are the Paul Revere.
[00:57:44.708 --> 00:57:46.149]  Spread the word now.
[00:57:46.149 --> 00:57:46.590]  Do it!
[00:57:46.590 --> 00:57:47.951]  Tell folks to do it now!
[00:57:49.804 --> 00:57:54.988]  There are a lot of reasons to get an Alex Jones plastic mask at infowarestore.com.
[00:57:54.988 --> 00:57:56.609]  You can wear them out to political events.
[00:57:56.609 --> 00:57:58.170]  You can trigger lib darts.
[00:57:58.170 --> 00:58:05.455]  But one of the biggest reasons is it's a great conversation starter at any costume party or at Halloween.
[00:58:05.455 --> 00:58:11.719]  But on top of that, they admit that wearing these masks does absolutely nothing to protect you from COVID-19 or anything else.
[00:58:11.719 --> 00:58:17.283]  It's total virtue signaling to show that you're prepared for the forced inoculations and contact tracing of their openly
[00:58:17.645 --> 00:58:17.965]  I think so.
[00:58:28.860 --> 00:58:33.265]  It's just as useless as the stupid cloth mask that you're wearing.
[00:58:33.265 --> 00:58:37.089]  And the M95 mask only controls what's coming in, not what's going out.
[00:58:37.089 --> 00:58:39.171]  So they quote, spread COVID-19.
[00:58:39.171 --> 00:58:40.652]  They don't protect from it.
[00:58:40.652 --> 00:58:43.615]  So again, it's a great way to throw it back in these control freak spaces.
[00:58:43.615 --> 00:58:46.258]  You buy one for $9.95, you get four more free.
[00:58:46.258 --> 00:58:47.259]  They're at cost.
[00:58:47.259 --> 00:58:48.681]  Infowarrestore.com.
[00:58:50.919 --> 00:58:52.960]  You can't make this stuff up.
[00:58:52.960 --> 00:59:13.855]  A consortium of the UNWHO, the Bill and Melinda Gates Foundation, the National Institutes of Health, and of course the Clinton Global Initiative, headed up by Chelsea Clinton on the board, are in control of Apple and Google with a hidden app on all phones that you cannot turn off to track and trace everywhere you go.
[00:59:13.855 --> 00:59:18.738]  They claim for COVID, but of course it's really the Chinese Communist social score rollout.
[00:59:18.738 --> 00:59:19.239]  These people
[00:59:19.679 --> 00:59:23.586]  Are sick, filthy criminals and they want total control over society.
[00:59:25.951 --> 00:59:26.792]  We're good to go.
[00:59:53.300 --> 01:00:04.391]  You're listening to the Alex Jones Show.
[01:00:04.391 --> 01:00:06.313]  Folks, we are back live.
[01:00:06.313 --> 01:00:07.454]  Thank you so much for joining us.
[01:00:07.454 --> 01:00:09.677]  Ted Nugent's gonna be calling in the next five minutes or so.
[01:00:10.930 --> 01:00:17.452]  And if you just heard me mention, oh, the governor said they'll arrest Ted Nugent and this congressman if they come to New York.
[01:00:17.452 --> 01:00:21.033]  It blocks the quarantine, but Antifa can riot and attack police.
[01:00:21.033 --> 01:00:25.035]  And so they canceled a pro-police rally.
[01:00:25.035 --> 01:00:27.916]  And again, you could go there and, you know, let them come after Ted Nugent.
[01:00:27.916 --> 01:00:31.957]  The point is, is that the organizers shut it down so Ted Nugent didn't go to it.
[01:00:31.957 --> 01:00:34.018]  That's how the communists have us paralyzed.
[01:00:35.265 --> 01:00:36.025]  And that's why the L.A.
[01:00:36.025 --> 01:00:42.149]  Mayor says, oh, it's good of you to protest the police, just no one else can, you know, protest, though, anything else.
[01:00:42.149 --> 01:00:44.151]  Only communists are allowed to protest.
[01:00:44.151 --> 01:00:46.792]  And they're all just teaching you these major contradictions.
[01:00:46.792 --> 01:00:48.834]  This is done in psych warfare.
[01:00:48.834 --> 01:00:51.776]  This is done to train you to accept garbage.
[01:00:51.776 --> 01:00:53.837]  You're not supposed to like it.
[01:00:53.837 --> 01:00:58.420]  You're supposed to learn to accept it, that it's peaceful to run up to you in a car and shoot you in the head.
[01:01:01.055 --> 01:01:08.408]  Now here's a very powerful report, before we go to Ted Nugent, since we're getting, that Gregory's put together called, Everyone Will Soon Test Positive for COVID.
[01:01:08.408 --> 01:01:10.632]  And it shows all the CDC documents.
[01:01:10.632 --> 01:01:11.554]  Well, just see it for yourself.
[01:01:11.554 --> 01:01:12.957]  This is beyond critical, banned on video.
[01:01:15.467 --> 01:01:22.454]  We know that the prescribed PCR tests are not detecting the COVID-19 genome.
[01:01:22.454 --> 01:01:31.002]  According to the CDC's own literature, the tests do not rule out bacterial infection or other viruses.
[01:01:31.002 --> 01:01:38.269]  They are detecting all varieties of coronavirus, including the common cold, and counting it as COVID-19.
[01:01:39.790 --> 01:01:51.361]  And it has been pointed out for months that the geographical locations experiencing the most cases of COVID also seem to have active 5G technology.
[01:01:51.361 --> 01:02:01.211]  After a video went viral in which David Icke suggested that 5G is somehow responsible for positive cases of COVID-19, YouTube deleted it.
[01:02:01.631 --> 01:02:15.772]  And began deleting all videos on the subject, including a video we made that pointed out how on October 31st of 2019, Wuhan, China became the first major testbed of 5G technology.
[01:02:18.379 --> 01:02:28.741]  In late June, a new scientific research paper entitled, 5G Technology and Induction of Coronavirus in Skin Cells was published.
[01:02:28.741 --> 01:02:37.003]  This paper gives a scientific explanation of the relationship between 5G technology and the coronavirus.
[01:02:37.003 --> 01:02:44.925]  Unlike 4G or other radio waves, the 5G millimeter waves can penetrate the nucleus of a cell.
[01:02:45.965 --> 01:02:49.449]  The DNA then acts as an inductor.
[01:02:49.449 --> 01:02:54.695]  It reacts to the 5G waves by producing an electromagnetic field.
[01:02:54.695 --> 01:03:02.845]  Like a shadow, the shape of the electromagnetic field reflects the hexagonal and pentagonal shapes of the DNA base pairs.
[01:03:03.846 --> 01:03:08.710]  This electromagnetic field produces holes in the cellular liquid.
[01:03:08.710 --> 01:03:13.473]  Hexagonal, pentagonal voids are created in the nucleoplasm.
[01:03:13.473 --> 01:03:19.117]  And to remedy this disturbance, extra bases are created to fill the voids.
[01:03:19.117 --> 01:03:29.845]  These bases then join together to produce coronavirus-like structures within the cell, which the PCR test will read as a positive case of COVID-19.
[01:03:33.311 --> 01:03:34.652]  The exosome.
[01:03:34.652 --> 01:03:37.054]  The exosome was discovered in 1983.
[01:03:37.054 --> 01:03:43.739]  Exosomes are created naturally within the cell to clean and repair cellular damage.
[01:03:45.129 --> 01:03:50.570]  Both exosomes and COVID-19 are the same size and shape.
[01:03:50.570 --> 01:03:56.792]  They both have the same ACE2 receptor and they both contain RNA.
[01:03:56.792 --> 01:04:00.633]  Exosomes behave and appear the same as a virus.
[01:04:00.633 --> 01:04:06.054]  Some scientists even claim that the so-called virus is in fact the exosome.
[01:04:07.483 --> 01:04:19.133]  Since the discovery of the exosome, over 200 microbiologists have been murdered, committed suicide, or died in a suspicious manner.
[01:04:19.133 --> 01:04:23.877]  If you question this mystery, you are undoubtedly labeled a conspiracy theorist.
[01:04:25.307 --> 01:04:32.051]  And if you question the current unproven virus theory, you are labeled a science denier.
[01:04:32.051 --> 01:04:47.919]  The only socially acceptable solution that you are allowed to accept is an experimental vaccine that will alter your DNA, which ultimately raises the question, who owns your body?
[01:04:47.919 --> 01:04:51.922]  For InfoWars.com, this is Greg Reese.
[01:04:51.922 --> 01:04:54.023]  InfoWars, tomorrow's news today.
[01:04:55.546 --> 01:04:58.927]  Coming up, Ted Nugent.
[01:04:58.927 --> 01:05:10.852]  Another part of the Great Awakening that's taking place is people that haven't even been religious or Christian now see how evil is out in the open, how hundreds of churches have been burned in Europe and the U.S.
[01:05:10.852 --> 01:05:14.553]  Hundreds of Christian icons have been burnt and destroyed.
[01:05:14.553 --> 01:05:18.915]  Jesuses have had their heads cut off all over the country, all over the Philippines, all over Europe.
[01:05:19.315 --> 01:05:20.836]  Virgin Mary's are getting torn down.
[01:05:20.836 --> 01:05:22.858]  I mean, crosses are being torn down.
[01:05:22.858 --> 01:05:28.063]  It's absolutely out of control, but people now understand that evil was always real.
[01:05:28.063 --> 01:05:29.324]  It is spiritual.
[01:05:29.324 --> 01:05:34.449]  And it was just waiting to make its move, building beneath the surface, and now it's emerged.
[01:05:34.949 --> 01:05:37.731]  That's why when I ask listeners and viewers for your prayer, I mean it.
[01:05:37.731 --> 01:05:38.632]  I'm praying for America.
[01:05:38.632 --> 01:05:39.713]  I'm praying for you.
[01:05:39.713 --> 01:05:42.835]  And I know the power of prayer is real and God hears it.
[01:05:42.835 --> 01:05:45.838]  We need to come together and pray for an even greater awakening.
[01:05:45.838 --> 01:05:48.239]  Pray for Donald Trump to be protected.
[01:05:48.239 --> 01:05:55.785]  Pray for him to win in a landslide and pray for the people under deception of the globalists to awaken and join us in liberty and freedom.
[01:05:55.785 --> 01:05:56.486]  God bless you all.
[01:05:56.486 --> 01:05:57.667]  Please pray for him for us as well.
[01:06:00.123 --> 01:06:11.009]  Alright, I got a lot of questions for Ted Nugent at this critical time with 99 days out from the election on this Sunday, July 26.
[01:06:11.009 --> 01:06:14.851]  Check it out on the live broadcast.
[01:06:22.958 --> 01:06:26.481]  I went to him just during the one minute break and I said, what do you want to hit first?
[01:06:26.481 --> 01:06:30.225]  He said, everything in our lifetimes has been building towards what is happening now.
[01:06:31.343 --> 01:06:32.964]  This is America fighting for its life.
[01:06:32.964 --> 01:06:39.467]  Ted Nugent joins us to talk about a story that I'm reading out of law enforcement today.
[01:06:39.467 --> 01:06:40.928]  And I went and looked at the local news.
[01:06:40.928 --> 01:06:46.351]  They are proudly announcing that the governor said in New York, you're not allowed to have a pro-police rally.
[01:06:46.351 --> 01:06:48.092]  The state police help, you're fired.
[01:06:48.092 --> 01:06:50.213]  If cops come out, you're fired.
[01:06:50.213 --> 01:06:53.075]  You don't have speech, but the communists, everybody else do.
[01:06:53.675 --> 01:06:54.095]  My pleasure, Alex.
[01:06:54.095 --> 01:06:56.497]  I'm here to celebrate the good, but it's not easy to find right now.
[01:06:56.497 --> 01:06:57.558]  There's an awful lot of bad and ugly.
[01:07:24.216 --> 01:07:47.641]  I really get the unique and humbling experience to maximize the good with the best of the best hard-working American families every day of my life, but I was just returning from New York where another great family spent a fortune to get me and the good congressman Clay Higgins to a pro-law enforcement rally, a pro-law and order rally, the biggest one.
[01:07:47.641 --> 01:07:49.642]  It was purported to be the biggest pro-law
[01:07:50.402 --> 01:07:51.523]  We're good to go.
[01:08:12.535 --> 01:08:19.139]  Have destroyed the morale of the law enforcement sheepdog heroes across this country.
[01:08:19.139 --> 01:08:24.841]  Most heartbreakingly, Alex, we witnessed the great heroes of the New York Police Department.
[01:08:24.841 --> 01:08:26.382]  So we were ready to go.
[01:08:26.382 --> 01:08:28.563]  Like I said, my buddy jetted us up there.
[01:08:28.563 --> 01:08:30.164]  I had the guitar and amp.
[01:08:30.164 --> 01:08:31.325]  We had the good congressmen.
[01:08:31.325 --> 01:08:35.407]  We had great, great law enforcement heroes and their families gathering.
[01:08:35.407 --> 01:08:39.189]  And I literally was threatened by Governor Cuomo.
[01:08:41.838 --> 01:09:07.098]  And his hand-picked Marxist Health Department Nazis, that if I set foot in New York to play the national anthem and thank the law enforcement heroes, if I dare enter his communist New York area, I would be put under house arrest and quarantine for 14 days, thereby destroying the only chance
[01:09:07.665 --> 01:09:16.530]  To have a morale boost by the heroes of the NYPD, and boy are they pissed!
[01:09:16.530 --> 01:09:27.997]  And I'm just speechless at this point, that he literally says, Communists can march, you can attack the police, they beat up the police commissioner, and the news called it peaceful.
[01:09:27.997 --> 01:09:29.698]  I mean, this is crazy!
[01:09:29.698 --> 01:09:36.181]  And then now, you'll be arrested, you'll be placed on house arrest, you'll be kidnapped, if you try to come play the national anthem.
[01:09:36.181 --> 01:09:36.862]  This is next level.
[01:09:37.827 --> 01:09:51.611]  You know, we've known each other a long time, Alex, and we've seen just indescribable, bizarre levels of criminal corruption and abuse of power by every alphabet soup, you know, government bureaucracy.
[01:09:51.611 --> 01:09:54.852]  I mean, who the hell trusts the CDC?
[01:09:54.852 --> 01:09:57.313]  Do you know anybody that trusts the CDC?
[01:09:57.313 --> 01:10:03.275]  How about the James Comey, J. Edgar Hoover, Al Capone FBI punks?
[01:10:04.500 --> 01:10:12.607]  That obeyed an order to have a commando, brown shirt, Gestapo attack on Roger Stone's house.
[01:10:12.607 --> 01:10:13.027]  Really?
[01:10:13.027 --> 01:10:18.071]  You gotta bring machine guns to arrest Roger Stone?
[01:10:18.071 --> 01:10:20.173]  And here's the horror of it.
[01:10:20.173 --> 01:10:30.122]  These soulless, dickless sheep of the FBI obeyed the immoral order.
[01:10:30.757 --> 01:10:32.460]  That's what's frightening.
[01:10:32.460 --> 01:10:34.143]  Now, I know a bunch of guys in the FBI.
[01:10:34.143 --> 01:10:38.551]  In fact, I went up there to New York with some good heroes of the FBI.
[01:10:38.551 --> 01:10:40.875]  And, God, are they pissed off!
[01:10:41.539 --> 01:10:48.083]  So any alphabet soup bureaucracy in the United States government right now, whether it's the IRS... It's just like America.
[01:10:48.083 --> 01:10:48.664]  It's divided.
[01:10:48.664 --> 01:10:52.326]  It's got the America-hating globalist in it that ran the attempted coup against Trump.
[01:10:52.326 --> 01:10:53.487]  Then it's got the good guys.
[01:10:53.487 --> 01:10:58.750]  But the bad guys are getting more and more control, and we've got to route them because they're not Americans.
[01:10:58.750 --> 01:11:02.233]  The Democrats openly now say they don't want the country to exist.
[01:11:02.233 --> 01:11:05.435]  And so law enforcement and everybody else has to decide, which side are you on?
[01:11:05.435 --> 01:11:06.355]  Are you crazy?
[01:11:06.355 --> 01:11:07.556]  They want to bring the country down.
[01:11:07.556 --> 01:11:08.277]  This is insane!
[01:11:09.042 --> 01:11:16.070]  Yeah, you know, there were six bureaucrats, soulless punks, traitors, yet glaringly guilty of treason.
[01:11:16.070 --> 01:11:26.741]  Their names are Kevin Abrahams, Sila Boyne, Kerry Salagas, Deborah Muell, Ellen Burnham, and Arne Drucker.
[01:11:26.741 --> 01:11:27.582]  They signed
[01:11:28.240 --> 01:11:29.081]  A lie.
[01:11:29.081 --> 01:11:31.562]  A hate-stinking lie.
[01:11:31.562 --> 01:11:32.963]  Dig this.
[01:11:32.963 --> 01:11:38.246]  That Ted Nugent is a racist, a homophobe, and an anti-Semite.
[01:11:38.246 --> 01:11:45.811]  You know, I was wondering, Alex, maybe they should have probably talked to some of my black, gay, or Jewish friends before they made those nasty allegations.
[01:11:45.811 --> 01:11:46.792]  They know it's all lies.
[01:11:46.792 --> 01:11:48.513]  They're the ones engaged in race-baiting.
[01:11:48.513 --> 01:11:50.594]  Sure, and here's the thing.
[01:11:50.594 --> 01:11:56.958]  What worse thing can a human do to another human than to falsely accuse
[01:11:57.708 --> 01:12:05.503]  And officially make a government document lying with that level of hate, and they're doing it?
[01:12:06.016 --> 01:12:07.477]  With impunity.
[01:12:07.477 --> 01:12:18.701]  And again, you know, Alex, I gotta tell you, my buddy flew me back home and I got out my bow and arrow and my fishing rod and I spent a wonderful couple days with my dogs on my miraculous paradise here in Texas.
[01:12:18.701 --> 01:12:21.782]  So they didn't hurt Ted Nugent at all.
[01:12:21.782 --> 01:12:22.722]  I mean, are you kidding me?
[01:12:22.722 --> 01:12:24.283]  What can they possibly do to me?
[01:12:24.283 --> 01:12:25.583]  And I'll tell you what, nothing.
[01:12:25.583 --> 01:12:27.304]  But you know what they hurt?
[01:12:27.304 --> 01:12:29.325]  They hurt the spirit
[01:12:29.975 --> 01:12:35.177]  And the morale of the New York Police Department heroes and their families.
[01:12:35.177 --> 01:12:37.498]  Well that's the next thing is, they're open season.
[01:12:37.498 --> 01:12:39.718]  The left wants to brutalize the police.
[01:12:39.718 --> 01:12:42.179]  Not to get rid of them, but to take them over.
[01:12:42.179 --> 01:12:46.161]  Can you imagine the left when the Antifa is now going to have the badges and the guns?
[01:12:46.161 --> 01:12:47.141]  Because that's the goal of this.
[01:12:47.759 --> 01:13:02.327]  You know, I gotta tell you, the leader of the Democrat Party has made it perfectly clear, I mean, in between her felonies, you know, you don't need to read this, you need to sign it, that Nancy Pelosi committed a felony on TV ripping up your and my State of the Union address right there on TV.
[01:13:02.327 --> 01:13:04.648]  And she hasn't been tackled and handcuffed yet.
[01:13:04.648 --> 01:13:05.469]  Historic document, yeah.
[01:13:06.654 --> 01:13:15.179]  She leading the Democrat Party went into a tirade trying to find value and goodness in MS-13!
[01:13:15.179 --> 01:13:19.001]  She said all God's children!
[01:13:19.001 --> 01:13:20.221]  Alex!
[01:13:20.221 --> 01:13:32.527]  What planet are these Democrats and the, by the way, there's no difference between Democrats, Antifa, MS-13, the Jihadists, and the Black Lives Matter.
[01:13:32.527 --> 01:13:35.309]  They're all, they're dedicated to
[01:13:36.328 --> 01:13:40.870]  Well that's my next question for you, and we only got you one more segment here, and I appreciate the time on this Sunday.
[01:13:40.870 --> 01:13:56.797]  The Democrats are now saying, Schiff is now saying, Pelosi, all of them, that Trump's a dictator, and that when, if he challenges the election, that they say they're going to challenge it regardless, if there's like a 2000 argument, that the Pentagon's going to remove Trump, and that anyone that stands with Trump will quote be put in prison.
[01:13:56.797 --> 01:13:58.298]  That's the Washington Post headline.
[01:13:58.298 --> 01:14:00.959]  So they're now planning a hot coup against the President.
[01:14:00.959 --> 01:14:02.200]  How do you think we counter this?
