[00:00:09.645 --> 00:00:11.227]  I rarely get goosebumps.
[01:17:44.489 --> 01:17:46.831]  So I mean, they're putting a lot of money into this.
[01:17:47.011 --> 01:17:47.371]  So why?
[01:17:49.957 --> 01:17:53.178]  It just, it always just points right back to money.
[01:17:53.498 --> 01:17:55.358]  Money is the root of all evil with this.
[01:18:02.000 --> 01:18:02.400]  Continue.
[01:18:02.620 --> 01:18:02.980]  Sorry.
[01:18:03.000 --> 01:18:04.300]  Yeah, please continue.
[01:18:05.201 --> 01:18:06.081]  My mic was breaking.
[01:18:06.121 --> 01:18:07.601]  I was switching mics out while you were talking.
[01:18:07.661 --> 01:18:08.061]  Go ahead.
[01:18:09.462 --> 01:18:10.122]  I'm like, all right.
[01:18:10.422 --> 01:18:15.483]  No, you know, even just the, just the scripts in general.
[01:18:15.603 --> 01:18:19.244]  So I have had a lot of nurses messaging me from all over
[01:18:19.824 --> 01:18:29.448]  The United States Globe, they're receiving, you know, emails of scripts of what to say and how to promote this vaccine.
[01:18:30.328 --> 01:18:41.152]  And if you look around right now, ever since this rolled out, you'll notice that there's a lot more medical professionals and nurses within these hospitals coming out on social media.
[01:18:41.532 --> 01:18:47.554]  You know, I vaccinated, you have to do this too, you know, trying to create this norm.
[01:18:47.634 --> 01:18:48.875]  And it's really disappointing.
[01:18:49.841 --> 01:19:07.577]  For me, being part of this, you know, in this profession, to look around and I'm disappointed, you know, that they are pressuring the public to take a vaccine that is literally causing more harm than
[01:19:09.241 --> 01:19:09.481]  Ever.
[01:19:09.722 --> 01:19:16.750]  And that's really what they're setting the precedent for, is like a form of human sacrifice, where we know we're dying, we know it's hurting us, but under peer pressure we just do it.
[01:19:16.790 --> 01:19:26.562]  We know it doesn't protect us, we know it rewrites our genetics, we know it has all these side effects, we don't even know what the long-term effects are, it's not even a vaccine, it's an mRNA that literally takes over our DNA.
[01:19:26.942 --> 01:19:27.703]  I mean, this is next
[01:19:28.644 --> 01:19:29.724]  Of course.
[01:19:29.744 --> 01:19:31.785]  I mean, that's exactly what they want.
[01:19:31.825 --> 01:19:33.345]  So how do we get people to start saying no?
[01:19:33.365 --> 01:19:34.285]  I feel I'm looking around and it's
[01:19:57.779 --> 01:20:11.061]  I literally feel like I'm living in the Twilight Zone and I don't know how to convince people and show them the truth, you know, because it is so hard because we're so censored.
[01:20:11.261 --> 01:20:25.264]  And if that isn't a red flag for people that, you know, aren't convinced that maybe this vaccine is as awful as we say it is, you know, just the censorship should kind of have them start questioning this a little bit more.
[01:20:29.056 --> 01:20:35.982]  I could ask a million different questions here, but as a nurse, as a whistleblower, as a mother, as a patriot, what other points would you like to make to the American people?
[01:20:39.025 --> 01:20:39.926]  Gosh, there's a lot.
[01:20:40.126 --> 01:20:48.794]  Well, first of all, I do have a lot of nurses coming in on the 6th of January.
[01:20:49.154 --> 01:20:50.215]  We're going to be speaking at 9 a.m.
[01:20:52.825 --> 01:20:54.526]  In downtown Washington.
[01:20:54.967 --> 01:20:56.588]  And by the way, I'm going to be there.
[01:20:56.668 --> 01:20:58.749]  I was invited by Mr. Bigtree to be at that.
[01:20:59.150 --> 01:20:59.910]  Owen was as well.
[01:20:59.990 --> 01:21:02.012]  I look forward to being there with you at 9 a.m.
[01:21:02.352 --> 01:21:02.832]  And where is that?
[01:21:02.852 --> 01:21:03.933]  It's in front of the Capitol, correct?
[01:21:05.054 --> 01:21:09.056]  Yeah, I think it's Section 7, but I'll give you the information.
[01:21:09.076 --> 01:21:12.339]  But yeah, it's not far from the Supreme Court.
[01:21:13.508 --> 01:21:15.749]  Um, yeah, I'm so thankful.
[01:21:15.809 --> 01:21:18.190]  We have at least 10 nurses that are flying in.
[01:21:18.550 --> 01:21:19.731]  Two of them are from Canada.
[01:21:19.751 --> 01:21:22.772]  One is coming, um, hopefully from Mexico, around the U.S.
[01:21:22.892 --> 01:21:26.134]  And we're going to just, we're, we're putting it on the line.
[01:21:26.454 --> 01:21:30.376]  Um, there's one that, you know, will be fired if she came, her employer already said it.
[01:21:30.436 --> 01:21:32.277]  So the majority of us have lost our jobs.
[01:21:32.317 --> 01:21:33.257]  So we're like, you know what?
[01:21:33.337 --> 01:21:35.758]  Like, this is how we're going to save humanity and turn things around.
[01:21:35.898 --> 01:21:38.920]  Because if not us, then who, you know, we have to do this.
[01:21:39.040 --> 01:21:39.160]  It's,
[01:21:39.420 --> 01:21:46.945]  Well, we've got a rooftop area running with all the rest of the big media, and so I definitely want to get you and some of those other nurses to come up and do interviews with us after that.
[01:21:47.345 --> 01:21:50.367]  There's going to be a huge rally, obviously, that kicked off at noon.
[01:21:50.387 --> 01:21:54.229]  And I know the location, but I'm not going to announce that until the president does.
[01:21:54.909 --> 01:21:55.810]  I'm just going to leave it at that.
[01:21:55.830 --> 01:21:57.431]  That's going to be done later this afternoon.
[01:21:57.651 --> 01:21:58.912]  There's also going to be a big rally
[01:22:00.926 --> 01:22:06.371]  99% sure I'll be able to announce this later today that's going to be in that same Freedom Square on the 5th.
[01:22:06.391 --> 01:22:12.697]  Because the big votes in the Senate and the big battle that Senator Hawley is going to come out swinging for America.
[01:22:13.298 --> 01:22:16.941]  So it looks like some good stuff is about to happen on January 6th, one of the big last shots here.
[01:22:17.782 --> 01:22:20.745]  And so the 5th is so critical for everybody to get to D.C.
[01:22:21.025 --> 01:22:24.489]  by the afternoon of the 5th and regardless be there
[01:22:25.723 --> 01:22:36.028]  In Freedom Square, and again, that is also 9am over by the Capitol with you guys getting into the dangers of the COVID vaccine side effects and the rest of it.
[01:22:36.088 --> 01:22:38.250]  Do you know the name of the marching event?
[01:22:38.270 --> 01:22:41.091]  I mean, I know that Owen Schroeder was telling me that Big Tree invited us.
[01:22:41.591 --> 01:22:44.753]  I just missed the name of the event or organization.
[01:22:45.753 --> 01:22:47.014]  It is.
[01:22:47.774 --> 01:22:48.295]  I'm sorry.
[01:22:48.535 --> 01:22:52.357]  Yeah, Dell is on the same stage that we are, so it's the same.
[01:22:53.542 --> 01:22:57.047]  One, I'd have to look it up for you, but... It's okay.
[01:22:57.287 --> 01:22:59.870]  Yeah, I just heard 9 a.m.
[01:22:59.890 --> 01:23:02.594]  exposing COVID-19 nurses and folks there.
[01:23:02.614 --> 01:23:04.997]  So I figured it was the same place, same time, same speech.
[01:23:05.037 --> 01:23:06.138]  So that's the same event.
[01:23:06.158 --> 01:23:09.642]  So people just can watch InfoWars and learn as soon as it's all codified.
[01:23:09.662 --> 01:23:10.704]  These things are moving very quickly.
[01:23:11.994 --> 01:23:15.877]  You called me a little bit early today, but we're working on a website.
[01:23:15.917 --> 01:23:22.181]  It's GlobalFrontlineNurses.com, so that should be up and then we'll have more details for location and things like that.
[01:23:22.201 --> 01:23:27.024]  Well, it's like George Washington said, don't wait for orders from headquarters, go to the sound of the guns.
[01:23:27.105 --> 01:23:28.886]  And so you are like Paul Revere out there.
[01:23:29.286 --> 01:23:32.188]  And I'm so glad that you're switching your event from Florida to D.C.
[01:23:32.368 --> 01:23:34.549]  Everyone must converge on D.C.
[01:23:34.850 --> 01:23:35.770]  This is the big one.
[01:23:36.030 --> 01:23:37.992]  We need 5 million people there.
[01:23:38.012 --> 01:23:41.214]  We need events for days, not just on the 5th and 6th.
[01:23:41.314 --> 01:23:43.995]  And I can't wait to shake your hand.
[01:23:44.296 --> 01:23:45.236]  Also, your book.
[01:23:46.097 --> 01:23:46.797]  We should talk about that.
[01:23:46.817 --> 01:23:50.500]  The Undercover Epicenter Nurse with Nurse Erin Olszewski.
[01:23:50.740 --> 01:23:52.361]  How do people find that as well?
[01:23:52.421 --> 01:23:53.842]  At Nurse Erin on Twitter?
[01:23:55.623 --> 01:23:58.525]  I'm on Parler at Nurse Erin, yeah.
[01:23:59.093 --> 01:24:00.794]  Okay, on your parlor at Nurse Erin.
[01:24:00.854 --> 01:24:01.155]  All right.
[01:24:01.535 --> 01:24:02.316]  Thank you so much.
[01:24:02.696 --> 01:24:04.938]  I'm going to come back and give you five minutes.
[01:24:04.958 --> 01:24:05.958]  Give me the floor for five minutes.
[01:24:06.239 --> 01:24:12.123]  Nurse Erin Olszewski is here for another five minutes, and I'm going to give her the floor.
[01:24:13.103 --> 01:24:18.067]  Just kind of recap what's coming up, the name of the event in DC on the 6th at 9 a.m.
[01:24:18.087 --> 01:24:19.628]  in front of the Capitol, and more.
[01:24:19.668 --> 01:24:22.070]  Then I'm going to come back and break down the latest developments.
[01:24:22.430 --> 01:24:23.992]  A lot of big things are going on.
[01:24:24.032 --> 01:24:25.273]  A lot of big things are happening.
[01:24:25.813 --> 01:24:30.737]  I'm dealing right now with the big rally on the 6th, making decisions that must be made right now.
[01:24:30.757 --> 01:24:32.538]  So I'm going to let her take over for four minutes.
[01:24:32.558 --> 01:24:32.959]  Here she is.
[01:24:34.636 --> 01:24:35.076]  Thank you.
[01:24:36.137 --> 01:24:46.843]  So yeah, the website for the Freedom Rally in general to see who's all speaking at our event is freedomrally2021.com.
[01:24:48.124 --> 01:24:59.590]  And then for more specifics, I guess, once Alex caught me in the middle, so I'm not quite done with our website, but it will be globalfrontlinenurses.com.
[01:24:59.610 --> 01:25:01.151]  So you can read about the nurses,
[01:25:02.729 --> 01:25:10.212]  And, you know, donate if possible, because most of us are, have been fired from our jobs for speaking out and telling the truth.
[01:25:10.372 --> 01:25:14.834]  And, um, you know, coming there is, it's, it's a travel.
[01:25:15.054 --> 01:25:29.640]  It's a, it's, it's expensive to, to do that, but we all feel that if we don't do that and do this and speak out and tell the truth, then we're, we're, our world is, is not going to be in a good place.
[01:25:29.780 --> 01:25:30.320]  And the,
[01:25:31.223 --> 01:25:37.546]  The job of a nurse is to care for our patients and make sure that we do no harm.
[01:25:39.107 --> 01:25:42.889]  There's harm being done right now to people and it's hard.
[01:25:43.129 --> 01:25:47.711]  It's hard to look at what's happening in our world and stay quiet.
[01:25:50.453 --> 01:25:57.436]  Since I've come out, there's been a lot more nurses that have contacted me and they see it happening all over the world right now.
[01:25:59.392 --> 01:26:07.077]  What's been happening over the past year almost, you know, has kind of all brought us to where we are today.
[01:26:07.338 --> 01:26:10.400]  So we're in the biggest fight for our lives.
[01:26:10.780 --> 01:26:17.084]  And I think that this event in Washington is probably going to be one of the most important days in history.
[01:26:17.465 --> 01:26:24.589]  And to be a part of that is, I'm humbled to be a part of it and stand on the right side of history.
[01:26:25.871 --> 01:26:41.695]  I really do hope that we can open some eyes and with all these nurses coming out, we can shift the healthcare system that we have into one that's made to help people and not to hurt people.
[01:26:42.015 --> 01:26:47.756]  And hopefully, being a whistleblower, we could have more protection.
[01:26:48.196 --> 01:26:53.478]  I think that's one of the biggest things right now is people are afraid because they get fired.
[01:26:56.339 --> 01:26:57.780]  Your whole entire life changes.
[01:26:58.580 --> 01:27:00.521]  And I'm just a mom.
[01:27:01.822 --> 01:27:02.483]  I'm a mom.
[01:27:02.543 --> 01:27:03.704]  I was a nurse.
[01:27:03.804 --> 01:27:09.588]  I was happy living my life trying to do the best I can to help my patients.
[01:27:10.028 --> 01:27:15.372]  And this has now been my focus because I'm terrified of what's going to happen.
[01:27:17.034 --> 01:27:22.178]  When I'm no longer here to fight for my kids, you know, what I don't, that's why I'm here.
[01:27:22.418 --> 01:27:44.215]  You know, I don't want them to grow up in a world that is unrecognizable and that they have to fight, you know, for their lives or, you know, live in, you know, something that is just completely unrecognizable and, you know, being, um, you know, in the military and fighting overseas, I was in Iraq for a little over a year.
[01:27:44.235 --> 01:27:44.275]  Um,
[01:27:46.974 --> 01:27:48.455]  That fight's still in me, you know?
[01:27:48.555 --> 01:27:49.736]  Now my boots are on the ground here.
[01:27:49.956 --> 01:27:53.219]  So, um, against all enemies, foreign and domestic.
[01:27:53.259 --> 01:27:58.083]  So this, this right here is a domestic war and, um, I'm, I'm here to fight it.
[01:27:58.563 --> 01:28:13.356]  Um, they, I guess they, they probably didn't expect people like me and people, you know, other people that are speaking out, um, you know, we're, we're kind of throwing a wrench in, in their game plan and that's exactly what, what I intend to continue doing.
[01:28:13.376 --> 01:28:13.416]  So.
[01:28:15.398 --> 01:28:24.084]  I just am very grateful for the opportunity to use my voice, and as long as I can speak, I'm going to keep on talking and telling the truth.
[01:28:24.365 --> 01:28:27.827]  Alright, well Nurse Erin Olszewski, we love you, we appreciate you.
[01:28:27.887 --> 01:28:29.468]  You're on Parlor at Nurse Erin.
[01:28:29.508 --> 01:28:32.630]  You can also find us on Parlor at InfoWars.
[01:28:33.111 --> 01:28:35.632]  And we really look forward to seeing you guys out there.
[01:28:35.652 --> 01:28:38.394]  A lot of big rallies coming up on the 5th and 6th.
[01:28:39.355 --> 01:28:40.796]  The 5th is just as important as the 6th.
[01:28:40.816 --> 01:28:43.098]  We need a huge showing on the 5th.
[01:28:43.138 --> 01:28:44.960]  I can tell you that's directly from Trump.
[01:28:45.380 --> 01:28:46.381]  That's all I'm going to say.
[01:28:46.421 --> 01:28:48.263]  I've literally been on the phone.
[01:28:48.423 --> 01:28:50.545]  I'm just going to leave it at that so it's not a national issue.
[01:28:50.965 --> 01:28:53.927]  But this big announcement is about to be made today by Trump about the 6th.
[01:28:54.228 --> 01:28:55.289]  Thank you, Nurse Erin.
[01:28:55.709 --> 01:28:56.369]  Welcome back.
[01:28:56.550 --> 01:28:58.111]  I am your host, Alex Jones.
[01:28:58.151 --> 01:29:02.415]  And I've got big international news that I could break right now on air.
[01:29:03.553 --> 01:29:09.017]  About Trump and the rally on the 6th and all the inside baseball that is extremely important.
[01:29:09.438 --> 01:29:10.278]  It's very, very pertinent.
[01:29:11.299 --> 01:29:14.442]  But I'm not sure I'm going to scoop the president.
[01:29:15.322 --> 01:29:22.828]  But at a certain point, I kind of need to just because I want people to understand the big picture and what's really going on.
[01:29:22.848 --> 01:29:24.549]  But I'm not ready to talk about it right now.
[01:29:24.569 --> 01:29:28.873]  I'm not ready to talk about it just this second.
[01:29:33.735 --> 01:29:35.136]  I'm having to think about this a little bit.
[01:29:35.156 --> 01:29:39.238]  I'm going to think about this a little bit more, but there's a reason I have that nice nurse.
[01:29:40.079 --> 01:29:48.443]  Like, hey, you go ahead and host a segment or so, or hey, I'm not going to be at the microphone for a minute because this stuff is all moving so incredibly quick.
[01:29:49.284 --> 01:29:55.608]  And the good news is, I'll just leave it at that, Mike Pence just announced he was going to be in Israel on the 6th.
[01:29:56.929 --> 01:30:02.053]  So he could dodge overseeing the debate about challenging the election and the electors.
[01:30:02.554 --> 01:30:05.496]  He just canceled going to Israel on the 6th.
[01:30:06.497 --> 01:30:13.023]  Daily Beast reports Pence cancels his post-election Florida vacation and his trip to Israel.
[01:30:13.043 --> 01:30:15.465]  He'll now be in Washington, D.C.
[01:30:17.747 --> 01:30:19.848]  So that's just some of what we're about to be breaking down.
[01:30:19.888 --> 01:30:23.131]  VP Pence's final visit to Israel is canceled.
[01:30:23.592 --> 01:30:25.093]  Here is the report.
[01:30:27.927 --> 01:30:43.033]  So, there is a real chance, a real chance, that you're going to see a new election called for in those five states, and that's where everything's angling.
[01:30:43.753 --> 01:30:49.375]  I'll make a statement on this at the start of the next hour before the next host takes over.
[01:30:50.996 --> 01:30:52.457]  And I'm going to decide how much I'm going to say.
[01:30:53.556 --> 01:30:55.957]  The President may announce a bunch of this before I even get to it.
[01:30:56.718 --> 01:31:00.960]  But when the President makes the announcement, I want you to have the rest of the backstory on this.
[01:31:01.461 --> 01:31:03.122]  Alright, Andrew Tate's a good friend of mine.
[01:31:03.142 --> 01:31:03.882]  He's a great guy.
[01:31:05.183 --> 01:31:07.004]  He's a world champion kickboxer.
[01:31:07.024 --> 01:31:13.188]  His brother's a top boxer as well, an MMA guy, kickboxer.
[01:31:13.688 --> 01:31:16.870]  And his dad is a former world champion chess player.
[01:31:18.228 --> 01:31:23.853]  Emory Andrew Tate III is an American-British cruiserweight kickboxer, mixed martial artist, businessman, sports commentator, and vlogger.
[01:31:24.433 --> 01:31:29.157]  As a kickboxer, Tate is a three-time ISKA World Champion and Infusion Champion.
[01:31:29.718 --> 01:31:33.401]  Born in Washington, D.C., he fought out of London, England until his retirement.
[01:31:34.041 --> 01:31:40.286]  Tate made his return February 2020 at KO Master 7 in Bucharest, Romania, where he currently resides.
[01:31:41.087 --> 01:31:42.028]  CobraTate.com.
[01:31:42.388 --> 01:31:44.370]  And I wanted to get him on
[01:31:45.930 --> 01:32:00.145]  To give his view, living in the US, living in England, living in Eastern Europe, between those places, the COVID lockdown, the world government, what's happening to Trump, where he sees this going, how he would categorize this time in history, because he's a smart guy, and I respect his opinion.
[01:32:00.825 --> 01:32:02.948]  But now you've got all these other big developments happening.
[01:32:03.548 --> 01:32:04.749]  Tate, it's great to have you back with us.
[01:32:04.789 --> 01:32:05.971]  What do you want to tackle first?
[01:32:07.557 --> 01:32:08.097]  Hello, sir.
[01:32:08.157 --> 01:32:10.018]  Good to see you again, always.
[01:32:10.319 --> 01:32:10.739]  Good to see you.
[01:32:10.759 --> 01:32:12.660]  I think that absolutely everything is linked.
[01:32:13.020 --> 01:32:14.081]  Absolutely everything is linked.
[01:32:14.641 --> 01:32:24.487]  And for me, the most pertinent issue, and I know it's been widely discussed, but it absolutely has to be this scam safety coronavirus
[01:32:25.345 --> 01:32:35.130]  This big, I don't want to swear on live television, but I think you know the word I'm looking for, all in the name of safety, they're trying to dehumanize us and enslave us.
[01:32:35.551 --> 01:32:42.374]  And they're trying to remove any element of masculinity left amongst the population so that we accept all of their fallacies.
[01:32:42.834 --> 01:32:44.695]  And that's what I believe coronavirus is.
[01:32:45.376 --> 01:32:47.337]  And it's extremely upsetting for me to witness.
[01:32:47.377 --> 01:32:50.779]  And it's extremely upsetting for me to see how successful they've been.
[01:32:51.619 --> 01:32:52.880]  This is what upsets me the most.
[01:32:53.610 --> 01:32:58.159]  I can't believe how successful they've been with a 99% survival rate.
[01:32:58.560 --> 01:33:00.604]  People are walking around with their faces muzzled.
[01:33:00.965 --> 01:33:02.247]  It's absolutely insane.
[01:33:04.867 --> 01:33:05.648]  I totally agree.
[01:33:05.708 --> 01:33:10.232]  This has been a major Chicken Little meets Salem Witch Trial success.
[01:33:11.193 --> 01:33:18.799]  We know that they psychologically tested it at Stanford and other universities for decades before they rolled out their plan, and they even admit it's a plan.
[01:33:18.839 --> 01:33:24.004]  They even admit it's a great reset, which is even worse that they're so confident they're rubbing it in, Andrew.
[01:33:25.549 --> 01:33:27.771]  Yeah, because you have to understand this.
[01:33:27.851 --> 01:33:30.973]  It's always been the men of society which have resisted.
[01:33:31.434 --> 01:33:33.315]  This is our job as men is to resist.
[01:33:33.735 --> 01:33:41.822]  So when they try and demasculinize us and feminize us, it's done very, very specifically so that we will not revolt in the face of obvious tyranny.
[01:33:42.442 --> 01:33:57.259]  They tried for a very long time to turn men into women, or to demasculinize men, and then they come along with a 99% survival rate virus, and command everyone to cover their faces, quit their jobs, lose their incomes, sit at home like cowards!
[01:33:57.859 --> 01:34:00.160]  And people have absolutely and utterly complied.
[01:34:00.660 --> 01:34:03.961]  I had very little faith in the sheep people.
[01:34:04.001 --> 01:34:09.662]  But before COVID, I now understand how Nazi Germany committed all the atrocities.
[01:34:09.722 --> 01:34:11.203]  Everything starts to make sense to me now.
[01:34:11.683 --> 01:34:14.784]  There is no reason for a full grown man to be afraid of anything.
[01:34:15.084 --> 01:34:21.565]  And they are still muzzling themselves and sacrificing their financial freedom for a 99.9% survival rate.
[01:34:21.886 --> 01:34:23.286]  It's more dangerous to get in a car.
[01:34:23.946 --> 01:34:25.427]  It's absolutely insane.
[01:34:25.487 --> 01:34:28.748]  I've lost faith in the men of society to resist this.
[01:34:29.668 --> 01:34:36.371]  I do not understand why- And by the way, when you talk to him and you say, all you need is vitamin D- It's been nearly a year!
[01:34:37.325 --> 01:34:38.006]  I totally agree.
[01:34:38.086 --> 01:34:44.190]  And when you say to them, all you need is vitamin D3C, all you need is exercise, and then it's not even 99.999.
[01:34:45.811 --> 01:34:47.072]  It's basically impossible to get it.
[01:34:47.432 --> 01:34:50.394]  They don't want to hear it because they want to act like they're virtue signalers.
[01:34:50.674 --> 01:34:51.935]  It's about being posers.
[01:34:52.215 --> 01:34:53.436]  It's about going along.
[01:34:53.696 --> 01:34:57.459]  They don't get that that's what makes you a slave and makes the predators come.
[01:34:57.679 --> 01:35:02.182]  They think submitting gets them ahead, but they're all about to find out that's not the case.
[01:35:02.222 --> 01:35:06.284]  What do you expect to happen when it dawns on them that the lockdown causes a global depression?
[01:35:07.205 --> 01:35:09.787]  Absolutely.
[01:35:09.807 --> 01:35:10.607]  You're completely correct.
[01:35:10.868 --> 01:35:14.030]  And they think by being completely submissive, they're going to somehow help.
[01:35:14.470 --> 01:35:18.633]  Oh, if I'm completely submissive, then my master one day will be a little bit nice to me.
[01:35:18.933 --> 01:35:19.794]  Let me tell you something.
[01:35:20.114 --> 01:35:23.416]  This crap doesn't end until people stop accepting it.
[01:35:23.757 --> 01:35:26.979]  And the countries where people have stopped accepting this garbage
[01:35:27.419 --> 01:35:33.661]  It's ended, and in the places where people continue to comply with these ridiculous rules, the rules remain.
[01:35:34.081 --> 01:35:45.144]  Until people stand up and say, listen, I'm an adult, and I'm responsible for my safety, and I will not give all of my freedom away in the name of safety for a government which doesn't care about me anyway.
[01:35:45.464 --> 01:35:48.425]  Until people do something about this, it is never going to stop.
[01:35:48.845 --> 01:35:51.026]  We are human beings and life carries risk.
[01:35:51.386 --> 01:35:52.786]  Virus will never disappear.
[01:35:53.127 --> 01:35:54.567]  COVID is going to be here forever.
[01:35:55.087 --> 01:35:59.069]  There's going to have to become a day we take our masks off and live our lives.
[01:35:59.529 --> 01:36:00.749]  It's absolutely insane.
[01:36:01.089 --> 01:36:02.010]  This is a test.
[01:36:02.510 --> 01:36:06.151]  For a long time, they tried to feminize men and remove our fight in spirit.
[01:36:06.391 --> 01:36:09.653]  And they came along with this obvious, they did it very purposely.
[01:36:09.873 --> 01:36:12.114]  They made it very clear that the survival rate is high.
[01:36:12.394 --> 01:36:17.036]  They were made it very, very obvious that you are not, you are safe to take your mask off and go outside.
[01:36:17.396 --> 01:36:19.477]  And they want to see you comply regardless.
[01:36:19.797 --> 01:36:20.517]  This is a test.
[01:36:20.897 --> 01:36:24.059]  And until people stand up and do something about this, it's never going to stop!
[01:36:50.797 --> 01:36:51.678]  It's never going to end.
[01:36:52.298 --> 01:36:53.278]  And Andrew, you're absolutely right.
[01:36:53.339 --> 01:36:54.759]  They admit it's never going to end.
[01:36:55.079 --> 01:36:57.621]  They admit it's to destroy the economy, to vertically integrate.
[01:36:57.661 --> 01:37:00.423]  They admit big tech and the big banks have doubled their profits.
[01:37:00.703 --> 01:37:04.725]  They admit it's a cold-blooded move to make more people poor permanently to control them.
[01:37:04.745 --> 01:37:06.526]  And then they say it's for your own good.
[01:37:06.806 --> 01:37:08.847]  It's so disgusting and sick.
[01:37:09.087 --> 01:37:14.470]  And then we watch all these men, and you see two-to-one women complying, loving the servitude.
[01:37:15.051 --> 01:37:18.673]  We've already gone under something worse than radical Islamic control.
[01:37:20.237 --> 01:37:21.357]  Absolutely this is worse.
[01:37:21.897 --> 01:37:23.358]  This is absolutely insane.
[01:37:23.618 --> 01:37:27.279]  This is one of the largest mass slavery exercises in history.
[01:37:27.739 --> 01:37:29.839]  What's happening now is nearly unprecedented.
[01:37:30.139 --> 01:37:33.420]  You're going to come along to citizens and lock them in their houses?
[01:37:33.760 --> 01:37:35.120]  You demand their taxes.
[01:37:35.380 --> 01:37:36.461]  You demand they work.
[01:37:36.681 --> 01:37:38.161]  You take all their money from them anyway.
[01:37:38.181 --> 01:37:40.662]  Now you're going to lock them in their house and not allow them to leave?
[01:37:40.682 --> 01:37:42.402]  I thought, where's the freedom?
[01:37:42.942 --> 01:37:44.122]  There's zero freedom left.
[01:37:44.382 --> 01:37:47.243]  They're attempting to replace freedom with safety.
[01:37:47.503 --> 01:37:48.544]  This is what they want to do.
[01:37:48.824 --> 01:37:51.485]  Because of men like you, Alex, you're telling the truth.
[01:37:51.825 --> 01:37:54.526]  They tried to censor the truth, and it wasn't working.
[01:37:54.786 --> 01:37:56.646]  People like you and me are getting the message out.
[01:37:56.706 --> 01:37:58.727]  So they said, okay, too many people are waking up.
[01:37:58.987 --> 01:38:06.349]  So let's take all of their freedom away, and let's tell them they're not safe unless they completely comply and throw all of their freedom out the window.
[01:38:06.709 --> 01:38:08.470]  Because they don't want people thinking for themselves.
[01:38:08.590 --> 01:38:08.950]  That's right.
[01:38:09.790 --> 01:38:11.250]  Stay at home, be afraid.
[01:38:11.530 --> 01:38:12.571]  That's all they want of us.
[01:38:12.591 --> 01:38:13.071]  They want slaves.
[01:38:13.091 --> 01:38:23.593]  That's right, we gotta go to break, but the police... Bow down to Black Lives Matter burning down buildings, but then if you try to not wear a mask in San Antonio, the police brutally attack you because they've been told to go out and do it.
[01:38:23.813 --> 01:38:25.993]  It's disgusting, and they're idiots, and it's wrong.
[01:38:26.313 --> 01:38:31.174]  We have from CobraTate.com, Andrew Tate, a really fired up fella on the other side.
[01:38:31.194 --> 01:38:31.775]  We'll be right back.
[01:38:31.795 --> 01:38:32.215]  Stay with us.
[01:38:32.475 --> 01:38:33.015]  Welcome back.
[01:38:33.155 --> 01:38:36.596]  Andrew Tate of CobraTate.com is our guest.
[01:38:36.676 --> 01:38:38.416]  He is world champion kickboxer.
[01:38:39.136 --> 01:38:42.137]  He's also a successful businessman, and he's a smart guy.
[01:38:42.357 --> 01:38:43.378]  His brother's also really smart.
[01:38:43.398 --> 01:38:44.278]  Had a lot of fun with him.
[01:38:44.598 --> 01:38:47.460]  Hardly was already last Christmas around this time.
[01:38:47.480 --> 01:38:48.360]  They were actually here in Texas.
[01:38:48.380 --> 01:38:53.642]  We got dinner down at a nice steakhouse back when we weren't wearing masks and we were still quasi-free.
[01:38:54.003 --> 01:38:57.104]  This is a globalist revolution against humanity, against men.
[01:38:57.504 --> 01:38:58.104]  They admit it.
[01:38:58.685 --> 01:39:01.986]  They're letting men into women's sports, saying that they are women.
[01:39:02.566 --> 01:39:03.967]  This is a biological attack.
[01:39:04.007 --> 01:39:08.129]  They admit it is, and it's so egregious, it's so criminal, and it's really a
[01:39:09.815 --> 01:39:14.878]  Total assault, a full spectrum move by the corporations to domesticate humanity.
[01:39:14.938 --> 01:39:15.618]  That's what it is.
[01:39:16.499 --> 01:39:18.380]  The Carnegie Foundation after World War II was...
[01:39:19.724 --> 01:39:19.904]  Yes.
[01:39:50.805 --> 01:39:51.665]  Absolutely correct.
[01:39:52.045 --> 01:39:55.347]  And we have to do the best we can to simply not comply.
[01:39:55.888 --> 01:40:00.791]  Since this lockdown garbage has started, since this coronavirus has started, I've been to 13 countries.
[01:40:01.191 --> 01:40:02.512]  I refuse to put a mask on.
[01:40:02.952 --> 01:40:04.993]  If someone says I'm going to call the police, say, okay, call the police.
[01:40:05.393 --> 01:40:06.534]  And I don't want to get arrested.
[01:40:06.554 --> 01:40:07.795]  I don't want to fight with anybody.
[01:40:08.195 --> 01:40:13.378]  So if the police come and they say, you must put on a mask, I'll say, okay, I'll put it on for 10 seconds.
[01:40:13.398 --> 01:40:14.899]  And when they walk off, I'll take it off again.
[01:40:15.439 --> 01:40:21.127]  If everybody made it so difficult for them to enforce these rules that the rules had no weight, it would end overnight.
[01:40:21.607 --> 01:40:26.293]  I will not put a mask on unless you get police officers to the venue and force me.
[01:40:26.614 --> 01:40:29.617]  Then I will put it on, and the second they leave, I will take it off.
[01:40:30.158 --> 01:40:32.962]  And I will continue to do that, and if everyone did that, this shit would end.
[01:40:33.602 --> 01:40:35.243]  People are complying too easily.
[01:40:35.583 --> 01:40:38.284]  And the reason people are complying is not because they're scared of the virus.
[01:40:38.605 --> 01:40:41.566]  I say to people in their masks, do you wear a mask at home?
