[00:00:11.947 --> 00:00:13.348]  Sorry folks, park's closed.
[00:46:13.818 --> 00:46:16.580]  I recommended him to run the convention.
[00:46:16.600 --> 00:46:16.660]  Why?
[00:46:17.140 --> 00:46:21.484]  Because he's the best single national Republican convention operative.
[00:46:21.544 --> 00:46:23.185]  And he got rewarded with prison!
[00:46:23.205 --> 00:46:25.467]  I love this whole QLIS-type deal.
[00:46:25.987 --> 00:46:31.670]  Where it's all these shadowy groups connected to Brennan, and we just listen to them, because they're wearing a leather jacket with 45 on it.
[00:46:31.690 --> 00:46:33.951]  We're like, oh god, oh god, you came off the street!
[00:46:34.731 --> 00:46:38.133]  And then meanwhile, oh Alex Jones, Roger Stone, even Trump, they're all bad.
[00:46:38.313 --> 00:46:39.054]  But we're good.
[00:46:39.394 --> 00:46:40.935]  And again, I'm not even attacking the film.
[00:46:41.975 --> 00:46:42.976]  It does some good work in it.
[00:46:43.276 --> 00:46:47.038]  It's just to not see something and then learn, hey, your partner runs it all.
[00:46:47.299 --> 00:46:48.559]  Well, that's asinine, Roger.
[00:46:49.000 --> 00:46:51.401]  And you're not my partner, but I'm not distancing myself from you.
[00:46:51.601 --> 00:46:52.382]  It's just not true.
[00:46:52.562 --> 00:46:56.825]  And I'm told you told this guy when he came to your events that you hadn't worked with Manafort in forever.
[00:46:57.045 --> 00:46:58.186]  You didn't know General Jones.
[00:46:58.586 --> 00:46:59.727]  Oh, tell me about Hayden.
[00:46:59.747 --> 00:47:01.728]  You supposedly work for Hayden, too.
[00:47:02.829 --> 00:47:09.613]  I mean, Mike Hayden, first of all, I think Mike Hayden is one of the most evil villains in the deep state.
[00:47:10.345 --> 00:47:16.593]  I met the guy one time in my life because he was on the same show as I was with Bill Maher.
[00:47:17.534 --> 00:47:21.959]  And basically we had words in the green room and they weren't friendly words.
[00:47:22.981 --> 00:47:25.464]  Maybe you've read my book, The Bush Crime Family.
[00:47:25.804 --> 00:47:29.749]  I'm not down with the Bush criminals, statist criminals.
[00:47:30.123 --> 00:47:31.664]  And Hayden is among the worst of them.
[00:47:32.244 --> 00:47:42.429]  I think Hayden's company was actually involved in selecting the jurors for the larger juror pool in my recent lynching in the D.C.
[00:47:42.529 --> 00:47:42.689]  courts.
[00:47:42.709 --> 00:47:43.189]  Well, that's right.
[00:47:43.209 --> 00:47:45.050]  I mean, bottom line, we're not mad at any of these people.
[00:47:45.070 --> 00:47:46.611]  Maybe they just believe delusional stuff.
[00:47:47.812 --> 00:47:49.693]  The problem is, is that you're the big target.
[00:47:49.873 --> 00:47:52.814]  And to say you're the king of the deep space is a total joke.
[00:47:52.834 --> 00:47:53.174]  Stay right there.
[00:47:53.194 --> 00:47:54.375]  We're going to do a few more minutes on this.
[00:47:56.980 --> 00:47:58.141]  I'm Alex Jones, your host.
[00:47:58.261 --> 00:48:00.082]  Roger Stone is our guest.
[00:48:00.943 --> 00:48:04.625]  And one of the biggest stories since Friday is Millie Weaver, who's a great person.
[00:48:05.126 --> 00:48:09.028]  We've been funding and supporting her journalism with no strings attached for eight years.
[00:48:09.769 --> 00:48:13.411]  And she said she's making this film Shadowgate about some of the ways they manipulate the media.
[00:48:13.792 --> 00:48:19.756]  And I was aware of some of that particular system, though I was telling her about larger apparatuses that we were exposing, like Obama's
[00:48:20.616 --> 00:48:26.922]  Uh, act he put into law before he left office, countering Foreign Disinformation Propaganda Act that they use to call everybody Russians.
[00:48:27.422 --> 00:48:40.453]  And so then, she's trying to come on the show Friday, she gets arrested in Ohio, the police are very unprofessional, they don't even know who they're arresting, people think that's fake, they think I staged it for a film, I have not seen, I don't own, I'm not part of.
[00:48:40.813 --> 00:48:44.436]  Again, then, they go, hey, there's a guy at the door that's in it!
[00:48:45.236 --> 00:48:46.177]  Wow, at my door.
[00:48:46.798 --> 00:48:49.822]  He comes in, I go, okay, I guess if you know what's going on, I'll have you on.
[00:48:49.842 --> 00:48:52.546]  And I learned Roger Stone is the kingpin.
[00:48:53.146 --> 00:48:56.931]  So, I've never had something make me think I'm in an alternate dimension like this.
[00:48:58.254 --> 00:48:58.875]  This is done.
[00:48:59.435 --> 00:49:01.757]  Millie's a good person, a good mom, okay?
[00:49:02.038 --> 00:49:03.018]  She's got two children.
[00:49:03.059 --> 00:49:04.160]  They went, they grabbed her.
[00:49:04.220 --> 00:49:06.081]  The CPS is trying to take her kids at 10 a.m.
[00:49:06.121 --> 00:49:06.522]  tomorrow.
[00:49:06.942 --> 00:49:08.644]  They've got an arraignment at 11 a.m.
[00:49:09.004 --> 00:49:13.228]  over an argument with her mom and a broken cell phone three months ago and her mom admits that.
[00:49:13.268 --> 00:49:18.853]  So I don't know why they're grabbing them and doing this other than they may have been conned by the deep state.
[00:49:19.634 --> 00:49:21.535]  They kept trying to, like, they wouldn't release it.
[00:49:21.555 --> 00:49:23.316]  They said, you got to have this guy in your office first.
[00:49:23.676 --> 00:49:25.116]  You got to have this guy in your office first.
[00:49:25.156 --> 00:49:27.257]  As soon as he gets in, we'll show you the film.
[00:49:27.737 --> 00:49:28.898]  And then we get him in here.
[00:49:28.918 --> 00:49:29.638]  We're like, OK.
[00:49:29.678 --> 00:49:30.719]  And it's like, Roger Stone!
[00:49:30.939 --> 00:49:31.639]  Roger Stone!
[00:49:32.639 --> 00:49:35.361]  And I'm not saying the police were part of this to hype it up.
[00:49:36.161 --> 00:49:36.881]  I just don't know.
[00:49:36.901 --> 00:49:38.242]  Because maybe it's a coincidence.
[00:49:38.922 --> 00:49:40.683]  The cops on a three-month-old complaint.
[00:49:41.283 --> 00:49:52.990]  Well, I want to reiterate, I like Millie.
[00:49:53.050 --> 00:49:54.430]  I think she's an honest person.
[00:49:54.651 --> 00:49:56.151]  I'm concerned about her in prison.
[00:49:56.191 --> 00:49:56.952]  I'm praying for her.
[00:49:56.972 --> 00:49:58.032]  I hope it all works out.
[00:49:58.553 --> 00:49:59.913]  I have no animus for her.
[00:49:59.933 --> 00:50:04.536]  I think perhaps she and her husband bought into some incorrect information.
[00:50:05.156 --> 00:50:07.938]  I don't know General Jones from Adam's Cat.
[00:50:08.410 --> 00:50:09.272]  I've never met him.
[00:50:09.372 --> 00:50:10.734]  I've never done business with him.
[00:50:10.754 --> 00:50:14.701]  For all I know, he's your cousin because you have the same last name.
[00:50:14.721 --> 00:50:16.103]  There's a new conspiracy theory.
[00:50:16.985 --> 00:50:20.210]  And I've never had any stock or interest or involvement.
[00:50:20.546 --> 00:50:24.789]  In this company that, frankly, I never heard of or really focused on until today.
[00:50:25.230 --> 00:50:29.873]  And while I do know Paul Manafort, we've been partners or done business together for over 30 years.
[00:50:29.933 --> 00:50:30.774]  And explain why.
[00:50:30.834 --> 00:50:34.197]  You got up this morning, you're on Parler now, got a lot of followers, plug that.
[00:50:34.517 --> 00:50:38.180]  You should get over 100 messages saying, oh, you run the Deep State.
[00:50:38.280 --> 00:50:39.661]  It's just, it's crazy.
[00:50:40.501 --> 00:50:41.402]  I ran the Deep State.
[00:50:41.482 --> 00:50:44.905]  Why did they try to send me to a COVID-19 infested prison?
[00:50:46.281 --> 00:50:49.103]  A month ago now where I would face certain death.
[00:50:49.743 --> 00:51:01.870]  I think people understand that I'm deeply committed to Donald Trump and to his presidency and to reelecting him, which is still entirely doable while the country club Republicans run off for the high grass.
[00:51:02.683 --> 00:51:04.685]  Uh, and, uh, they're wringing their hands.
[00:51:04.705 --> 00:51:06.186]  There's nothing to be concerned about.
[00:51:06.527 --> 00:51:07.227]  He can win.
[00:51:07.348 --> 00:51:08.008]  He will win.
[00:51:08.028 --> 00:51:20.680]  Uh, certain things have to happen, but my faith is in the president, and I think I've established my credentials as an anti-globalist, anti-establishment... Your bones, your bona fides are 100%.
[00:51:22.492 --> 00:51:24.853]  So I think this is a distraction.
[00:51:25.693 --> 00:51:26.974]  But I'm worried about Millie.
[00:51:27.014 --> 00:51:27.694]  I like Millie.
[00:51:27.714 --> 00:51:28.554]  She's a good person.
[00:51:28.994 --> 00:51:29.775]  She's a patriot.
[00:51:29.855 --> 00:51:32.035]  I think she may have been misled in this case.
[00:51:32.475 --> 00:51:35.657]  But I can assure you, I know nothing whatsoever about this.
[00:51:36.357 --> 00:51:40.118]  And Michael Hayden and General Jones, these guys are deep state criminals.
[00:51:40.658 --> 00:51:40.878]  I'm no fool.
[00:51:40.898 --> 00:51:42.219]  I don't know what Trump said about me.
[00:51:42.859 --> 00:51:44.460]  Your reputation is amazing.
[00:51:44.540 --> 00:51:46.241]  I will not let you or your audience down.
[00:51:46.782 --> 00:51:47.462]  And what did he say?
[00:51:47.722 --> 00:51:49.283]  I came on because of Roger Stone.
[00:51:49.363 --> 00:51:50.384]  I trust Roger Stone.
[00:51:50.884 --> 00:51:52.065]  I know you're both doing a great job.
[00:51:52.345 --> 00:52:02.771]  We have the president's endorsement, but we're not trustworthy according to the internet operation that's run by the deep state to discredit us because they know our message is key with swing state voters.
[00:52:02.831 --> 00:52:05.073]  That's why we're targeted continually.
[00:52:05.473 --> 00:52:13.198]  As supposedly, to the point of, I'm sponsoring content that I give people total freedom on, and then I wake up and we're the bad guys in it.
[00:52:13.518 --> 00:52:17.861]  I mean, I've been totally chumped, and I'll admit it.
[00:52:17.941 --> 00:52:19.782]  I mean, I gotta really think about this.
[00:52:20.062 --> 00:52:21.343]  I want Millie to get out of jail.
[00:52:21.663 --> 00:52:32.250]  I want all this to, I want to understand, but I think whoever ran this did do all this and did get her arrested right when this operation was happening to give this full push against you, buddy.
[00:52:32.450 --> 00:52:33.511]  They really don't like you.
[00:52:34.406 --> 00:52:41.671]  Well, except for involving me, looping my name in, even inaccurately, blows this story up, you know, nine times.
[00:52:41.691 --> 00:52:45.834]  I mean, Alex, this isn't my choice, but I'm the most dangerous person in America.
[00:52:46.014 --> 00:52:47.135]  By the way, you're not.
[00:52:47.235 --> 00:52:48.836]  I mean, you're not exaggerating.
[00:52:48.856 --> 00:52:57.722]  So we got a few minutes left, and I'm gonna let you, so you gotta get that dinner, that great red Italian gravy you got going that made me salivate when I saw the man-cow video with all the veal and the garlic.
[00:52:57.742 --> 00:52:58.483]  Please don't torture me.
[00:52:58.843 --> 00:53:01.004]  But just, I gotta come out there and eat some more of it.
[00:53:01.044 --> 00:53:01.605]  But seriously.
[00:53:02.588 --> 00:53:03.869]  Let's shift gears from a distraction.
[00:53:04.210 --> 00:53:05.611]  We know you're under attack because you're over the target.
[00:53:07.152 --> 00:53:08.153]  Tell Trump what he needs to do.
[00:53:08.193 --> 00:53:09.054]  What do we need to do right now?
[00:53:10.475 --> 00:53:13.779]  Look, Kamala Harris is the best news I've ever had.
[00:53:13.799 --> 00:53:18.623]  For Democrats who say she's Trump's worst nightmare, that's wrong.
[00:53:19.023 --> 00:53:20.545]  She's a match set with Joe Biden.
[00:53:20.685 --> 00:53:22.467]  Nobody's incarcerated more poor.
[00:53:23.414 --> 00:53:26.617]  Nonviolent black people, then Kamala Harris and Joe Biden.
[00:53:26.718 --> 00:53:27.979]  Make them answer for it.
[00:53:28.379 --> 00:53:29.701]  Don't let them run away from it.
[00:53:29.761 --> 00:53:31.042]  That's their record.
[00:53:31.082 --> 00:53:32.183]  You want to defund the cops?
[00:53:32.563 --> 00:53:33.404]  She is the cop.
[00:53:33.504 --> 00:53:34.846]  She's the ultimate cop.
[00:53:36.768 --> 00:53:38.930]  The president's economy is floating back.
[00:53:38.990 --> 00:53:39.811]  Here's the irony.
[00:53:40.498 --> 00:53:48.765]  Despite COVID-19 and the pandemic, the underlying program of Donald Trump to cut taxes and cut regulation is still working.
[00:53:48.785 --> 00:53:52.389]  These last three months' job reports are out of sight.
[00:53:52.469 --> 00:53:54.751]  I mean, they're far bigger than anybody expected.
[00:53:55.031 --> 00:53:55.391]  That's right.
[00:53:55.411 --> 00:53:57.693]  Their attempt to smother the economy is failing.
[00:53:58.014 --> 00:54:01.517]  So what do you think they're going to pull out of their quiver of arrows next, or are they out of bullets?
[00:54:02.848 --> 00:54:07.272]  Look, they are capable of anything, and this is going to be a very difficult period.
[00:54:07.412 --> 00:54:14.438]  Anybody who tries to say, oh, I know what's going to happen this November is wrong, because we don't know the result.
[00:54:14.638 --> 00:54:22.525]  There's a very good chance this could be like the year 2000 when they muddled the result, where the Democrats steal it and claim that they won it.
[00:54:23.044 --> 00:54:27.267]  And where we know we want it and claim it, and then we have an epic clash.
[00:54:27.808 --> 00:54:31.151]  Hopefully that clash is nonviolent and it's in the courts.
[00:54:31.631 --> 00:54:41.219]  But there are a lot of American patriots that I know who aren't going to let their constitutional liberties just be frittered away by Joe Biden and Kamala Harris.
[00:54:41.539 --> 00:54:44.061]  We've already seen this in the mask fiasco.
[00:54:44.574 --> 00:54:54.026]  People I talk to, and I'm now traveling again, they resent being required to wear a mask because the projections have turned out not to be true.
[00:54:54.446 --> 00:55:00.414]  Had the projections been true, they're good citizens, they care about the health of their neighbors and their friends.
[00:55:01.094 --> 00:55:05.978]  But I think that we are being hoaxed, not in the sense that coronavirus is not real.
[00:55:06.139 --> 00:55:06.959]  It's very real.
[00:55:07.220 --> 00:55:08.200]  It's very dangerous.
[00:55:08.601 --> 00:55:16.968]  But I think vulnerability is far more limited than the scientists are telling us, so they can use this as a political opportunity.
[00:55:19.039 --> 00:55:23.483]  Well, Roger, what you have is a good instinct for politics, good old-fashioned truth and justice.
[00:55:23.523 --> 00:55:24.504]  That's why they hate you.
[00:55:24.984 --> 00:55:33.851]  And that's why every time we're the target because they want to discredit us with the base because they know we've got our finger on the pulse and know how to defeat the new world order.
[00:55:34.071 --> 00:55:35.873]  So, I really appreciate your time.
[00:55:36.633 --> 00:55:39.216]  You know, I've got to fly out to Florida and see you before the election ends.
[00:55:39.236 --> 00:55:40.297]  We've got to pull some stunts.
[00:55:40.717 --> 00:55:42.038]  We've got to go to Congress again.
[00:55:42.719 --> 00:55:47.603]  You know, I met you like eight years ago at a JFK event in Dallas, but I only got to know you about
[00:55:48.604 --> 00:55:57.127]  Five years ago, you're a really good friend, and the deep state really has harassed me for even associating with you, but I know you've been harassed for being associated with me.
[00:55:57.427 --> 00:56:02.488]  But I just want to say, I love knowing you, and I love knowing your wife and your son and your daughter and your grandkids and all of you.
[00:56:02.708 --> 00:56:05.549]  You're a great American brother, and I just really appreciate you.
[00:56:05.569 --> 00:56:10.210]  When I go to sleep at night as a red-blooded American, I feel good knowing Roger Stone's out there.
[00:56:11.171 --> 00:56:15.432]  Well, we just need to ask the Info Warriors to keep praying for our president.
[00:56:16.109 --> 00:56:23.660]  For his family, for our Constitution, for our country, for patriots like Alex Jones, for me and my family.
[00:56:23.680 --> 00:56:27.245]  I am living proof that prayer works.
[00:56:27.686 --> 00:56:28.607]  Living proof.
[00:56:29.008 --> 00:56:31.692]  God Almighty spared my life for some greater purpose.
[00:56:32.324 --> 00:56:32.704]  Purpose.
[00:56:33.084 --> 00:56:35.465]  And when he's ready to reveal it to me, he will.
[00:56:49.929 --> 00:56:54.851]  Because I think the fight over the future of our country and Western civilization is coming up.
[00:56:55.331 --> 00:57:00.473]  And God has a role in mind for me and for you, Alex, and for every American.
[00:57:00.513 --> 00:57:04.794]  And he'll reveal that to us when he is ready, because it is his plan.
[00:57:05.314 --> 00:57:08.875]  I know that there are liberals all over laughing at us, mocking us.
[00:57:09.055 --> 00:57:10.736]  Oh yeah, their belief in Jesus Christ.
[00:57:10.776 --> 00:57:11.496]  What a joke.
[00:57:12.016 --> 00:57:12.857]  What a head fake.
[00:57:12.917 --> 00:57:13.857]  What a ploy.
[00:57:15.017 --> 00:57:16.078]  What a con job.
[00:57:16.218 --> 00:57:17.278]  I don't care what they say.
[00:57:17.818 --> 00:57:19.459]  He knows what's in our hearts, Alex.
[00:57:19.881 --> 00:57:20.461]  He knows.
[00:57:21.342 --> 00:57:28.265]  So I do battle for the Lord and I'm ready when he reveals to me what it is he wants me to do to save this nation.
[00:57:29.086 --> 00:57:29.906]  I'm praying on it.
[00:57:30.086 --> 00:57:30.927]  I'm thinking on it.
[00:57:30.947 --> 00:57:35.489]  I don't really care what liberal elitist pukes think of it.
[00:57:35.909 --> 00:57:36.749]  I'm ready to fight.
[00:57:37.250 --> 00:57:38.911]  We will fight to the bitter end.
[00:57:38.951 --> 00:57:41.012]  Roger Stone on fire for Jesus.
[00:57:41.292 --> 00:57:41.992]  Thank you, Roger.
[00:57:42.012 --> 00:57:42.492]  Stay with us.
[00:57:42.893 --> 00:57:43.473]  Bye-bye, Roger.
[00:57:44.293 --> 00:57:44.813]  Welcome back.
[00:57:44.833 --> 00:57:46.694]  I'm your host, Alex Jones, and I want to be 100% clear.
[00:57:48.103 --> 00:57:52.796]  The fact that I was with Roger Stone earlier criticizing one of the people in the excellent film...
[00:57:55.509 --> 00:58:01.412]  That Millie Weaver has put out has nothing to do with Millie Weaver, nothing to do with somebody in the film we disagree with.
[00:58:01.792 --> 00:58:03.313]  Overall, I think the film is a great film.
[00:58:03.893 --> 00:58:13.138]  Shadowgate, and I'm sad she got arrested with her husband and her husband's brother in Ohio on what we believe are overblown fake charges.
[00:58:13.178 --> 00:58:18.781]  Her mother's come out, who was the original complainant, and said that they're basically overblown charges and she wants it dropped.
[00:58:19.571 --> 00:58:22.455]  But there is always the silver lining of any cloud.
[00:58:23.116 --> 00:58:30.445]  This has made her film, which I never saw until this already broke Friday, because it wasn't uploaded until we were already on the air, very big.
[00:58:30.465 --> 00:58:34.249]  I mean, I haven't checked it since I was getting ready for the show about two hours ago.
[00:58:35.876 --> 00:58:43.038]  An hour before we went live, but it had like almost 2 million views on YouTube and a bunch of other views and 600,000 views on Band.Video.
[00:58:43.558 --> 00:58:46.759]  And these are real groups and real organizations and real systems.
[00:58:47.139 --> 00:58:54.420]  I think the film overblows the one tool, you know, ShadowNet, that's just some project to kind of monitor an open source internet deal.
[00:58:54.760 --> 00:58:56.821]  My God, the Pentagon has its global brain.
[00:58:57.141 --> 00:58:58.441]  You've got Apple, Facebook, Twitter.
[00:58:58.461 --> 00:58:59.862]  They've got all their big AI systems.
[00:59:00.602 --> 00:59:04.123]  You've got China's big AI system, Israel's AI system.
[00:59:04.163 --> 00:59:05.223]  To me, that's the big enchilada.
[00:59:05.563 --> 00:59:10.629]  But I guess they kind of built the film around the one whistleblower or DOD guy.
[00:59:10.869 --> 00:59:18.858]  When I first heard she was being arrested and saw the video after I was already on air, I thought, well, surely it's a Julian Assange deal for what she said or what she did.
[00:59:18.898 --> 00:59:20.960]  Then I was told, no, there's another secret in the film.
[00:59:21.000 --> 00:59:22.441]  And later I watched it, there really wasn't.
[00:59:22.982 --> 00:59:25.144]  I was just shocked when, oh, the guy that
[00:59:25.845 --> 00:59:26.366]  Is in the film.
[00:59:26.406 --> 00:59:27.066]  He's at your door.
[00:59:27.086 --> 00:59:31.290]  And then he comes in and tells me Roger Stone is the kingpin of all of it.
[00:59:31.690 --> 00:59:33.712]  Because he's with General Jones, which isn't true.
[00:59:33.732 --> 00:59:34.653]  There's no proof of that.
[00:59:34.893 --> 00:59:35.974]  So I'm not putting the film down.
[00:59:36.054 --> 00:59:37.376]  Just the thing at the heart of it's there.
[00:59:37.636 --> 00:59:39.037]  So then you have her being arrested.
[00:59:39.618 --> 00:59:41.339]  This is something where I scratch my head.
[00:59:41.519 --> 00:59:43.721]  I can't figure out what's going on here.
[00:59:43.862 --> 00:59:45.143]  I feel like I'm being played.
[00:59:46.431 --> 00:59:47.252]  I don't think by Millie.
[00:59:47.813 --> 00:59:48.714]  I don't think by Tori.
[00:59:49.154 --> 00:59:53.819]  I don't think, because I've had Tori on over a year ago about election fraud stories that were great, very accurate.
[00:59:54.199 --> 00:59:55.421]  I don't know, and there she is right there.
[00:59:55.821 --> 00:59:59.625]  I don't know what's going on here, but she's got CPS trying to take her kids at 10 a.m.
[00:59:59.645 --> 01:00:01.227]  tomorrow in Portage County.
[01:00:01.247 --> 01:00:03.670]  At least we've crossed the bridge that she is arrested.
[01:00:03.690 --> 01:00:07.033]  There's an image that Tori shot when she was videoconferencing this morning.
[01:00:07.974 --> 01:00:11.598]  But I've never been involved in something this crazy where I can't figure it out.
[01:00:11.618 --> 01:00:20.627]  Because imagine, she's arrested, there's a guy at your door who's in the film, you don't even know he's going to be there, he walks in and says, your partner runs it all.
[01:00:21.522 --> 01:00:23.122]  And then I'm not supposed to respond to that.
[01:00:23.182 --> 01:00:25.243]  That is like, whoa!
[01:00:25.903 --> 01:00:28.784]  I mean, that is cuckoo for Cocoa Puffs.
[01:00:29.504 --> 01:00:35.525]  Because again, I'm just finding all these great journalists and reporters, many by name, many not by name, let them do whatever they want because I believe in them.
[01:00:35.765 --> 01:00:39.946]  So I think Millie's a great person, but I think there's a psyop at the core of this.
[01:00:40.267 --> 01:00:41.787]  So we'll talk about it.
[01:00:41.867 --> 01:00:44.107]  It's definitely a brain teaser here.
[01:00:46.528 --> 01:00:52.531]  What is your role, Tori, because I don't want to get it wrong, a consultant, you're in the film, I know you co-host shows with her a lot.
[01:00:52.911 --> 01:00:57.874]  What is your role in this and then what do you think is going on 48 hours into this fiasco right now?
[01:00:59.235 --> 01:01:01.096]  So Alex, people like me really don't exist.
[01:01:02.615 --> 01:01:08.498]  Uh, this, uh, film, this, uh, uh, information collected has been done over time.
[01:01:08.578 --> 01:01:14.761]  Patrick Bergey is something that I had them bring in later, um, to reinforce because I've been watching him.
[01:01:14.781 --> 01:01:15.341]  No, no, I agree.
[01:01:15.401 --> 01:01:16.321]  I like most of the film.
[01:01:16.341 --> 01:01:21.244]  I'm just saying, there's no proof that Roger Stone runs the global PSYOP with General Jones.
[01:01:22.364 --> 01:01:23.405]  Uh, I never said that.
[01:01:23.625 --> 01:01:26.006]  That's... No, no, I agree, but can you imagine?
[01:01:26.346 --> 01:01:28.107]  I'm here on air and the guy's telling me this?
[01:01:29.622 --> 01:01:36.128]  Well, so you have to understand that Patrick is a guy that builds networks.
[01:01:36.248 --> 01:01:40.932]  He can build a skiff in my bedroom within like five minutes.
[01:01:41.593 --> 01:01:44.635]  You know, his motorcycle can be a skiff.
[01:01:44.675 --> 01:01:47.598]  Well good, so he can show me where Roger Stone works with General Jones.
[01:01:48.685 --> 01:01:57.227]  No, he can't, because he doesn't understand the dynamic of integrated systems and sales and contracting.
[01:01:57.667 --> 01:01:58.527]  And that's okay.
[01:01:58.888 --> 01:01:59.948]  We don't all have to agree.
[01:02:00.428 --> 01:02:03.088]  And that shouldn't take away the message from this film.
[01:02:03.109 --> 01:02:04.529]  I'm not worried about Millie, but here's the deal.
[01:02:04.809 --> 01:02:13.331]  Because Roger left Manafort's firm 30 plus years ago, and so then Manafort did a contract once with somebody who let her do the contract.
[01:02:13.531 --> 01:02:16.892]  Who did a contract doesn't mean we're all under General Jones' control.
[01:02:17.092 --> 01:02:17.652]  That's all I'm saying.
[01:02:18.857 --> 01:02:24.198]  And you're 100% right, but it was General Jones that dragged them into the Mueller investigation.
[01:02:24.318 --> 01:02:25.158]  That's the point.
[01:02:26.218 --> 01:02:28.039]  Okay, so how's Millie doing right now?
[01:02:29.259 --> 01:02:32.620]  Okay, so Millie, she's flustered.
[01:02:33.260 --> 01:02:35.220]  Obviously, it's jail, so it's not nice.
[01:02:35.540 --> 01:02:40.661]  But we had some developments this morning at the county jail that were really shocking.
[01:02:40.721 --> 01:02:44.802]  The point of contact that is coordinating the lawyers, and we finally got them, lawyers,
[01:02:45.702 --> 01:02:51.864]  Um, uh, you know, was talking with Gavin and we were looking to find this CPS suit.
[01:02:52.564 --> 01:02:56.886]  Uh, I was the only one that had it, but obviously it's sealed so I'm not supposed to have this stuff.
[01:02:57.386 --> 01:03:02.067]  So the lawyers couldn't find it, but Gavin had it because they have to serve the parents.
[01:03:02.547 --> 01:03:14.011]  So he showed it on camera, showed him that, you know, this is what it says, and immediately the administrator of the jail shut it down, uh, because he was showing documents that were given to him upon entry.
[01:03:14.751 --> 01:03:21.535]  So they shut it down and disallowed Gavin to have video calls again on their authority because they felt like it.
[01:03:21.575 --> 01:03:37.944]  And all he did was show the document, which is great because the person on the other end, Matt, was able to actually take pictures of it so that way we can locate the place and where it is so that way tomorrow we can actually take the children there and, you know, have lawyers there and get that done.
[01:03:38.264 --> 01:03:42.146]  Because it's so odd that they're having that hearing before their arraignment.
[01:03:42.546 --> 01:03:47.654]  No, I totally agree with you and I talked to one of the guys you put me in contact with, he's a great guy, family friend.
[01:03:47.674 --> 01:03:53.683]  He was explaining that the deputies were heard saying, we're going to get foster parents, we're taking their kids away.
[01:03:53.703 --> 01:03:54.924]  So this is terrible news.
[01:03:56.789 --> 01:04:03.312]  Well, that's why the first thing I did on Friday was try to figure out what's going on with the kids and if they were wards of the state.
[01:04:03.392 --> 01:04:05.914]  And I was telling the attorneys, look, they're wards of the state.
[01:04:06.394 --> 01:04:08.155]  They said, no, there's no documentation.
[01:04:08.175 --> 01:04:10.296]  I said, look, you know, nothing's on the system.
[01:04:11.276 --> 01:04:12.057]  It's juvenile.
[01:04:12.097 --> 01:04:13.958]  If you don't have access, I'm telling you it's there.
[01:04:14.598 --> 01:04:16.840]  And they didn't see it until Gavin showed it.
[01:04:16.880 --> 01:04:20.543]  And the minute he started to show documents on the screen, they shut it down.
[01:04:21.804 --> 01:04:23.385]  So I agree with you.
[01:04:24.807 --> 01:04:26.228]  The charges are in the newspaper now.
[01:04:26.608 --> 01:04:27.449]  They say it's sealed.
[01:04:27.849 --> 01:04:30.611]  But the mother's like, they broke my cell phone.
[01:04:30.992 --> 01:04:31.812]  We had an argument.
[01:04:32.073 --> 01:04:32.813]  I'd come out there.
[01:04:32.913 --> 01:04:33.254]  I left.
[01:04:33.274 --> 01:04:33.874]  We had a fight.
[01:04:33.934 --> 01:04:34.875]  I went back to California.
[01:04:35.195 --> 01:04:39.399]  They shouldn't be charged with all these felonies over a broken cell phone and an argument with your mom.
[01:04:39.739 --> 01:04:41.260]  So I agree they're being messed with.
[01:04:41.300 --> 01:04:42.221]  Who's behind that then?
[01:04:42.401 --> 01:04:44.383]  Because, I mean, I can't put the pieces together, man.
[01:04:44.863 --> 01:04:46.725]  Like, like, they're making a film.
[01:04:47.085 --> 01:04:47.846]  I don't know about it.
[01:04:47.946 --> 01:04:50.008]  They don't want to release it until a guy comes to my office.
[01:04:50.668 --> 01:04:51.629]  The film gets released.
[01:04:51.709 --> 01:04:52.430]  They're arrested.
[01:04:52.450 --> 01:04:56.213]  A dude's in my office saying Roger Stone masterminds everything with no proof.
[01:04:56.473 --> 01:04:59.676]  That's the only reason I bring that in is, I want, this is bizarre.
[01:05:00.197 --> 01:05:02.379]  I mean, I can't even begin to figure this out.
[01:05:03.473 --> 01:05:04.533]  It is very bizarre.
[01:05:04.593 --> 01:05:06.074]  Here's what's even more bizarre.
[01:05:06.494 --> 01:05:12.396]  So I spoke with Gavin on the telephone today, and what he confirmed to me shocked me.
[01:05:12.916 --> 01:05:19.638]  On July 20th is the date, because he got the documents, you know Gavin's all about paperwork, was July 20th.
[01:05:19.698 --> 01:05:23.180]  July 20th, the grand jury returned an indictment.
[01:05:23.540 --> 01:05:30.602]  Now, something that people don't know is that July 20th was the original release date, but unfortunately the file was corrupt.
[01:05:33.297 --> 01:05:38.680]  And so what happened is, since it was corrupt, it had to be done again, so then it was delayed again.
[01:05:38.700 --> 01:05:56.230]  And that was fine, because Millie wanted to add more things, put a few things in there, and because their internet was... So what he's saying, you think they're under surveillance, and they think somehow the publishing of the film is the crime, and some higher group is manipulating them, like WikiLeaks, because that's what even Robert Barnes, who's a really smart lawyer I respect,
[01:05:56.730 --> 01:06:02.694]  He said, this looks like Assange, where they said it was battery, where they said it was robbery, you know, because that's the kind of thing they do.
[01:06:02.914 --> 01:06:04.975]  They'll use a local government to do it as a cover.
[01:06:05.976 --> 01:06:07.357]  Wait, Alex, it gets weirder.
