[00:00:00.289 --> 00:00:05.432]  From the front lines of the information war, it's Alex Jones.
[01:27:21.743 --> 01:27:28.366]  He has a Tumblr blog, and he seems very, very interested in young boys.
[01:27:29.386 --> 01:27:31.907]  Now, of course, I'm sure he claims it's all humor.
[01:27:32.327 --> 01:27:35.969]  It's funny to talk about raping children, according to these people.
[01:27:37.000 --> 01:27:46.702]  But he's got photos of young prepubescent boys, or I guess 13 to 14-year-old boys, where he says that it arouses him.
[01:27:46.722 --> 01:27:50.643]  He has doxed people in the past.
[01:27:50.783 --> 01:27:58.565]  A random bakery, you can see it on screen, TV viewers, radio listeners, it says someone put together a pastebin of contact info for a bakery.
[01:27:59.365 --> 01:28:03.786]  There you can see, TV viewers, the young boy, it looks like a Justin Bieber impersonator.
[01:28:04.007 --> 01:28:05.687]  This is the guy at BuzzFeed.
[01:28:07.307 --> 01:28:11.109]  This is the guy at BuzzFeed who decides whether you get to talk.
[01:28:11.149 --> 01:28:11.810]  There he is.
[01:28:12.410 --> 01:28:14.632]  Here's what this guy says, this BuzzFeed journalist.
[01:28:14.732 --> 01:28:16.313]  And again, he's going to say he's joking.
[01:28:16.713 --> 01:28:18.454]  At what age can you become a pedophile?
[01:28:18.474 --> 01:28:22.717]  Like, at what age do you switch from being a statutory rapist and start being a sexual predator?
[01:28:23.217 --> 01:28:24.137]  Oh, it's so hilarious.
[01:28:24.197 --> 01:28:25.158]  It's just a joke.
[01:28:25.178 --> 01:28:25.959]  He's a comedian.
[01:28:27.059 --> 01:28:28.740]  You remember when James Gunn did all this?
[01:28:28.760 --> 01:28:32.162]  Well, now he's got his job back, so I don't even think BuzzFeed is going to fire this guy.
[01:28:32.182 --> 01:28:34.724]  I think they know exactly who they work with and they don't care.
[01:28:35.304 --> 01:28:36.085]  But this guy,
[01:28:37.446 --> 01:28:42.209]  Who is joking about molesting children, who doxxes people.
[01:28:43.170 --> 01:28:47.052]  He's the guy who gets Zero Hedge banned from Twitter.
[01:28:47.412 --> 01:29:04.443]  They had almost a million people following their Twitter account, and now it's been terminated because BuzzFeed, the arbiter of truth, the people who brought you the PP dossier, they decided that Zero Hedge can no longer exist.
[01:29:04.563 --> 01:29:05.924]  It's a zany world.
[01:29:07.205 --> 01:29:20.499]  And I mean, I certainly hope, and I think Alex has reiterated this, but we all hope, I'm sure the viewers, I'm sure the crew, everybody out there and their dog is hoping that this thing is going to blow over, it's going to fizzle out, that we're going to have five cases in the United States, and that's going to be all she wrote.
[01:29:21.460 --> 01:29:27.266]  But on the off chance that's not what happens, it's going to be people like this little cretin at BuzzFeed
[01:29:28.362 --> 01:29:30.203]  We'll be right back on the other side of this short break.
[01:29:57.170 --> 01:29:59.271]  Welcome back to the Alex Jones Show!
[01:30:01.132 --> 01:30:08.036]  The information that the fact-checkers, that BuzzFeed, that the Chinese Communist government does not want you to receive.
[01:30:08.056 --> 01:30:13.579]  We're going to be joined very shortly by Alex Jones, but this is an article and it's already a day old.
[01:30:13.880 --> 01:30:16.441]  I mean, this stuff moves so fast, but this is still absolutely breaking.
[01:30:17.202 --> 01:30:26.327]  I guess BuzzFeed, I guess these fact-checkers, I guess the Chai Com government is now going to have to go after Senator Tom Cotton, who has discussed links
[01:30:27.352 --> 01:30:32.558]  Between the novel coronavirus to Chinese super laboratory that handles quote deadly pathogens.
[01:30:32.598 --> 01:30:36.062]  This is available at naturalnews.com.
[01:30:36.443 --> 01:30:39.666]  And this article is so critical because I mean what are they going to do?
[01:30:40.047 --> 01:30:43.571]  This is the information that you need to have to keep your family safe to understand what's going on.
[01:30:44.031 --> 01:30:45.251]  In this world.
[01:30:45.392 --> 01:30:46.952]  I mean, this is a very serious situation.
[01:30:46.992 --> 01:30:47.992]  This is bigger than SARS.
[01:30:48.032 --> 01:30:49.133]  This is bigger than swine flu.
[01:30:49.433 --> 01:30:51.974]  All of these things that the media hyped up, this is bigger than all of them.
[01:30:52.234 --> 01:30:54.335]  Senator Tom Cotton is telling the truth about him.
[01:30:54.555 --> 01:30:56.675]  So I guess, therefore, we need to take his Twitter down, too.
[01:30:56.735 --> 01:31:01.657]  I guess we need to ban him from the Internet, being that he's spreading hate facts.
[01:31:02.738 --> 01:31:03.998]  This is naturalnews.com.
[01:31:04.018 --> 01:31:09.720]  According to the Communist Chinese government, novel coronavirus is spreading because of bats, rats, and snakes.
[01:31:10.538 --> 01:31:13.699]  Senator Tom Carton of Arkansas vehemently disagrees.
[01:31:13.719 --> 01:31:28.824]  In a recent statement, Senator Carton discussed a new study published in The Lancet showing 14 of the original 40 people who developed coronavirus in Wuhan had never even stepped foot in the Huanan seafood wholesale markets where the virus is said to have originated.
[01:31:28.864 --> 01:31:33.966]  That's of course where there's the live snakes being eaten, the live bats, the live creatures.
[01:31:34.846 --> 01:31:36.287]  Disturbing imagery.
[01:31:37.112 --> 01:31:40.054]  I mean, you've got to understand these people live under communism, as we said earlier.
[01:31:40.094 --> 01:31:41.395]  They live under communism.
[01:31:41.415 --> 01:31:45.657]  They're going to eat whatever they can when there's no crops in the fields because you're not allowed to use farm equipment.
[01:31:45.677 --> 01:31:47.538]  You have to use a horse and a plow.
[01:31:48.759 --> 01:31:55.943]  As one epidemiologist said, quote, that virus went into the seafood market before it came out of the seafood market.
[01:31:55.983 --> 01:32:02.967]  Senator Cotton is quoted as saying, pointing out the fact that China is suddenly changing its story now that the truth is being revealed.
[01:32:03.927 --> 01:32:06.609]  Well, nobody can yet say with or with absolute
[01:32:07.159 --> 01:32:09.581]  Certainty where the novel coronavirus originated.
[01:32:09.601 --> 01:32:20.628]  Senator Cotton pointed out that Wuhan has, quote, China's only biosafety level four super laboratory that works with the world's most deadly pathogens to include, yes, coronavirus.
[01:32:21.508 --> 01:32:28.793]  It's also where it's the landmark city, the only one in the world where they've really rolled out 5G at its greatest potential.
[01:32:29.628 --> 01:32:38.753]  And of course, being a journalist, I had to watch the Super Bowl mostly so I could see the disturbing halftime show, which had demonic imagery like I've never seen in a halftime show before.
[01:32:38.773 --> 01:32:39.553]  I mean, it was something else.
[01:32:40.074 --> 01:32:44.376]  But the number of commercials for 5G were absolutely hilarious.
[01:32:44.716 --> 01:32:45.516]  I will just say that.
[01:32:45.556 --> 01:32:48.118]  I mean, nobody wants to talk about what's actually happening with 5G.
[01:32:48.138 --> 01:32:52.340]  They just want to say that it's safe and it's going to mean the fastest internet we've ever had.
[01:32:53.916 --> 01:32:55.116]  Because that's what we really need.
[01:32:55.497 --> 01:32:56.857]  I mean, you're not even going to notice the difference.
[01:32:56.877 --> 01:32:57.997]  That's what's so bizarre about this.
[01:32:58.037 --> 01:33:08.441]  The average internet user who watches the Alex Jones Show on Bandai Video, who watches Netflix, who checks their email, who messages people on Facebook, they're not going to notice any benefits from 5G.
[01:33:08.461 --> 01:33:15.144]  But Wuhan, China, Hubei province, is of course the first place to have this epic 5G.
[01:33:15.184 --> 01:33:15.904]  It's the future!
[01:33:16.604 --> 01:33:18.025]  Of course, Trump just thinks it's the future.
[01:33:18.045 --> 01:33:18.785]  He doesn't know the truth.
[01:33:19.485 --> 01:33:19.745]  I hope.
[01:33:21.166 --> 01:33:21.646]  This lab,
[01:33:22.338 --> 01:33:25.622]  The article goes on, is known as the Wuhan Institute of Virology.
[01:33:26.322 --> 01:33:32.309]  And it just so happens to be China's only lab that's capable of working with this level of deadly pathogen.
[01:33:32.889 --> 01:33:36.774]  Which suggests the novel coronavirus could have, perhaps somehow, escaped from it.
[01:33:36.914 --> 01:33:38.155]  Notes, Natural News.
[01:33:38.235 --> 01:33:38.756]  Mike Adams.
[01:33:39.483 --> 01:33:47.047]  Earlier this week, Senator Cotton publicly called for a ban on all travel to and from China, quote, given the latest developments and the many unknowns about the virus.
[01:33:47.067 --> 01:33:49.068]  Now, President Trump has kind of done this.
[01:33:49.489 --> 01:33:51.910]  People who have been in China are not allowed to come to the United States.
[01:33:51.970 --> 01:33:56.112]  Any American citizens who are in China are going to have to self-quarantine for 14 days.
[01:33:56.433 --> 01:33:59.955]  You do also have to wonder about the efficacy of self-quarantine.
[01:34:00.475 --> 01:34:04.437]  That's not what they're doing in the United Kingdom to people who have come from China.
[01:34:04.717 --> 01:34:05.838]  They are locking them down.
[01:34:06.832 --> 01:34:09.853]  And they did do that with a group of people who came to the United States.
[01:34:09.873 --> 01:34:10.794]  They're locking them down.
[01:34:10.834 --> 01:34:18.256]  But it seems if you're just a tourist, if you were going to China to see family or to see the Great Wall of China, you may not be locked down.
[01:34:19.797 --> 01:34:22.298]  Earlier this week, Senator Cotton publicly called for the ban.
[01:34:22.598 --> 01:34:25.139]  Quote, we ought to follow Benjamin Franklin's maxim.
[01:34:25.519 --> 01:34:31.041]  An ounce of prevention is worth a pound of cure, Senator Cotton wrote in a letter to the Trump administration.
[01:34:31.701 --> 01:34:36.163]  The senator also told Americans who are still in China to get out while they still can.
[01:34:36.969 --> 01:34:43.551]  In lieu of an actual decree from Washington, Senator Cotton is urging all Americans who are still in China to leave the country while they're still able to do so.
[01:34:45.811 --> 01:34:50.332]  And again, this is going to be called racist.
[01:34:51.513 --> 01:34:53.973]  We went over the story from the AP News here, got it in front of me.
[01:34:53.993 --> 01:34:56.754]  I mean, you're a racist if you're concerned about coronavirus.
[01:34:58.095 --> 01:35:11.558]  They talk about what these examples of racism are and it's like a college classroom in Arizona and or a lunch at the cafeteria at a college in Arizona and a Chinese student is sitting with her friends and they get up and leave.
[01:35:12.118 --> 01:35:14.719]  Well, surely that must be racism against Chinese people.
[01:35:14.759 --> 01:35:16.219]  That's the only possible solution.
[01:35:16.239 --> 01:35:17.620]  That's that's racism.
[01:35:19.260 --> 01:35:22.141]  Meanwhile, I mean, maybe I don't know, maybe it is racism.
[01:35:22.921 --> 01:35:25.005]  Maybe America is this horrible racist place.
[01:35:25.025 --> 01:35:32.136]  The Democrats keep telling me it is, but, you know, maybe if people had some information to go on, maybe if people knew...
[01:35:32.955 --> 01:35:37.818]  The facts about coronavirus that for some reason you cannot get in the mainstream news.
[01:35:37.838 --> 01:35:41.220]  You can't even get it on social media and then get redirected to the real news.
[01:35:41.520 --> 01:35:42.941]  You have to come to this show.
[01:35:42.961 --> 01:35:44.302]  You have to watch the Alex Jones Show.
[01:35:44.322 --> 01:35:45.682]  You have to seek it out.
[01:35:46.103 --> 01:35:53.087]  You have to go to newswars.com, to infowars.com, to naturalnews.com, to band.video, to National File.
[01:35:53.347 --> 01:36:00.611]  You know, the biggest antidote to these supposed racists who are running rampant on the streets of the United States is the truth.
[01:36:02.588 --> 01:36:08.471]  And the truth is, seems to be, this isn't going to be limited to Chinese people from Wuhan, China.
[01:36:09.651 --> 01:36:13.113]  There's of course, TV viewers can see Sitter Cotton's tweet.
[01:36:13.753 --> 01:36:16.215]  Message to all Americans in China, get out now!
[01:36:16.895 --> 01:36:21.637]  Contact our embassy or consulants if you need help.
[01:36:25.399 --> 01:36:27.300]  But of course, I'm sure he's just a racist.
[01:36:29.056 --> 01:36:29.336]  The U.S.
[01:36:29.356 --> 01:36:40.589]  State Department is now being reported as already confirmed that a second chartered flight back to America will soon commence to evacuate American citizens who live around the area of Wuhan, which is under a mandatory quarantine.
[01:36:41.289 --> 01:36:47.957]  Senator Cotton also contends that China is lying about the number of people infected with and dying from coronavirus.
[01:36:48.846 --> 01:36:48.926]  It's
[01:37:08.866 --> 01:37:09.947]  It's much worse.
[01:37:10.568 --> 01:37:17.415]  In Senator Cotton's view, China just needs to be dealt harsh consequences for all of its deception surrounding this global health emergency.
[01:37:17.435 --> 01:37:22.900]  But remember, I mean, the guy, this is going to be called very, very racist because it's racist to doubt what China says.
[01:37:24.882 --> 01:37:28.766]  It's racist not to just go with what the Chai Koms say, point blank.
[01:37:29.266 --> 01:37:31.689]  And this is almost like the perfect storm.
[01:37:33.152 --> 01:37:53.878]  Because these big tech companies have been running interference for China, well, since they banned Alex Jones and even before that, but it really also, it came to be so evident in 2018 when Facebook, Twitter, YouTube, all the big guys, LinkedIn, I don't know why Alex even would need a LinkedIn, they all banned Alex Jones and everybody looks at this and they say, well, why on earth would you do such a thing?
[01:37:54.158 --> 01:38:02.781]  And then you do the connections and you put it all together and you realize every single one of these countries either is essentially state-owned by China because they are present in China,
[01:38:03.703 --> 01:38:04.545]  Or they want to be.
[01:38:04.565 --> 01:38:07.411]  Facebook, of course, tried to move to China.
[01:38:07.691 --> 01:38:08.433]  Didn't work out.
[01:38:09.274 --> 01:38:10.477]  They're still trying to reach a deal.
[01:38:11.178 --> 01:38:13.162]  And so then that explains why Alex Jones is banned.
[01:38:13.202 --> 01:38:14.325]  Well, now how come...
[01:38:15.014 --> 01:38:15.714]  I mean, I'm surprised.
[01:38:16.074 --> 01:38:17.955]  It's brave of what Senator Cotton is saying here.
[01:38:18.315 --> 01:38:20.976]  It's brave of him to try to get the truth out to the American people.
[01:38:21.856 --> 01:38:24.197]  Obviously, he is looking at the real information.
[01:38:24.217 --> 01:38:29.899]  He may not be watching the Alex Jones Show, but he is reading what Alex reads, what I read, what all of the hosts here at Infowars.
[01:38:30.279 --> 01:38:31.539]  He's reading the same documents.
[01:38:31.559 --> 01:38:33.940]  He's getting the same information, and he's not sitting on it.
[01:38:34.700 --> 01:38:41.562]  But, for the average person, I mean, they're going to be shut down by social media because social media wants China to make it through this thing.
[01:38:41.842 --> 01:38:44.103]  They want China to have its reputation intact.
[01:38:45.054 --> 01:38:47.516]  And meanwhile, this is a country that lies about everything.
[01:38:47.556 --> 01:38:51.318]  I mean, it was like the first Friday that everybody was talking about coronavirus.
[01:38:51.619 --> 01:39:07.650]  The Chinese government, from its official party newspaper, released a statement saying, And now, of course, we know that wasn't true.
[01:39:07.690 --> 01:39:11.032]  In fact, the guy actually came out two days later and said it's a very big problem.
[01:39:11.653 --> 01:39:14.335]  China has millions of peaceful Muslims,
[01:39:15.191 --> 01:39:16.451]  In concentration camps.
[01:39:17.932 --> 01:39:19.432]  China is killing people left and right.
[01:39:21.053 --> 01:39:22.513]  They're saying they're going to cremate the bodies.
[01:39:22.573 --> 01:39:24.133]  Why do you need to cremate 300 people?
[01:39:24.153 --> 01:39:24.974]  It doesn't make sense.
[01:39:26.374 --> 01:39:27.855]  But of course they're lying about everything.
[01:39:28.095 --> 01:39:29.275]  Senator Cotton is totally right.
[01:39:29.655 --> 01:39:35.177]  We'll be joined by Alex Jones hopefully in this next segment as soon as we can get his signal stabilized.
[01:39:35.297 --> 01:39:36.017]  I'm Tom Papert.
[01:39:36.037 --> 01:39:36.597]  Don't go away.
[01:39:38.797 --> 01:39:39.599]  Welcome back!
[01:39:39.819 --> 01:39:41.522]  You're watching the Alex Jones Show.
[01:39:41.602 --> 01:39:44.408]  I'm Tom Papert, Editor-in-Chief, NationalFile.com.
[01:39:44.428 --> 01:39:50.038]  As soon as we get Alex's signal stabilized, he will be joining us here remotely on the Alex Jones Show.
[01:39:50.619 --> 01:39:51.280]  But, of course...
[01:39:52.199 --> 01:39:53.420]  We're hitting coronavirus hard.
[01:39:53.500 --> 01:39:56.963]  Alex is going to be on with more crucial information very, very soon.
[01:39:57.343 --> 01:40:07.612]  But let's turn and see what's happening here in the United States within, just for grins, the Democrat Party, where there is a massive conflict brewing.
[01:40:07.632 --> 01:40:08.673]  They're going to do it again.
[01:40:09.213 --> 01:40:19.302]  Everybody remembers 2016, where it became apparent pretty early on in the Democrat primaries and caucuses that it didn't matter how many
[01:40:20.051 --> 01:40:40.538]  Delegates how many votes Bernie Sanders got because the Democrat Party they have these things called superdelegates I know it's like a blast from the past what's old is new at least for the Democrat Party because they did some rules to somewhat limit the power of these superdelegates these superdelegates generally are very wealthy donors and
[01:40:41.598 --> 01:40:48.422]  Who are friends of the party infrastructure, probably, in many cases, close friends of Bill and Hillary Clinton.
[01:40:48.442 --> 01:40:52.144]  So these superdelegates, they're not tied to votes.
[01:40:53.005 --> 01:41:01.430]  Bernie could get 60% of the vote, but if the majority of superdelegates want to vote for, we'll say Biden this time around, maybe with Hillary as his VP, could happen.
[01:41:01.910 --> 01:41:06.673]  Maybe Minnie Mike Bloomberg with Hillary as the VP, could definitely happen.
[01:41:06.693 --> 01:41:09.175]  Well, and the superdelegates can make that happen.
[01:41:09.815 --> 01:41:16.238]  We're already looking at what could be a brokered convention because the DNC is trying to hurt Bernie Sanders again.
[01:41:16.258 --> 01:41:26.462]  In fact, they're trying to throw out their old superdelegate, their new superdelegate rules and revert to the old rules so the party can pick the nominee and invalidate the votes of the Democrat voters.
[01:41:27.283 --> 01:41:29.204]  And Bernie is, of course, a communist.
[01:41:29.704 --> 01:41:34.146]  I mean, he went to the Soviet Union and he comes back and he praises it vociferously.
[01:41:35.399 --> 01:41:42.241]  And over the last few years, he's been trying to ingratiate himself with the mainline Democrat Party, which he has, to be fair.
[01:41:42.281 --> 01:41:47.282]  I mean, Bernie has dragged these people further and further to socialism, or democratic socialism, as he calls it.
[01:41:47.302 --> 01:41:50.643]  By the way, that whole democratic socialism thing, that's a new invention.
[01:41:50.703 --> 01:41:53.444]  Bernie never used that term, to my knowledge, before like 2015.
[01:41:54.104 --> 01:42:03.307]  You can go find old speeches, old books, old writings, old letters that Bernie Sanders wrote where he just called himself a socialist, but he finally got some PR guy to get ahold of him.
[01:42:03.567 --> 01:42:06.649]  And they told him to put the word democratic in front of it and so it's okay.
[01:42:07.370 --> 01:42:10.432]  Now Bernie, again, he's been trying to play nice with these people.
[01:42:10.452 --> 01:42:13.935]  He's been trying to be nice to the Hillary Clinton staffed DNC.
[01:42:14.695 --> 01:42:16.556]  It's all packed with former Hillary people.
[01:42:18.298 --> 01:42:19.298]  And it's not working out.
[01:42:20.479 --> 01:42:32.288]  And even though Bernie is refusing to play rough, it certainly sounds like his more vocal supporters are, including Queen Rashida Tlaib.
[01:42:33.962 --> 01:42:35.703]  We're gonna impeach this bleeper.
[01:42:36.484 --> 01:42:37.244]  I'll just leave it at that.
[01:42:37.284 --> 01:42:37.845]  We all remember that.
[01:42:37.865 --> 01:42:38.425]  That went viral.
[01:42:38.445 --> 01:42:39.986]  That was when she was put into office.
[01:42:40.006 --> 01:42:44.229]  And then Nancy Pelosi has the audacity to say, you don't come to Congress to impeach a president.
[01:42:44.249 --> 01:42:49.032]  No, that's why squad member Rashida Tlaib was put into office.
[01:42:49.072 --> 01:42:51.054]  So even though Bernie's trying to play nice...
[01:42:51.823 --> 01:42:54.384]  There is a massive, massive divide happening.
[01:42:54.664 --> 01:42:58.246]  He's not gonna be a good sheepdog this time around, I don't think.
[01:42:58.286 --> 01:43:04.489]  Let's air the clip of Queen Rashida Tlaib expressing her distaste with Hillary Clinton.
[01:43:08.071 --> 01:43:09.672]  You all know I can't be quiet.
[01:43:09.752 --> 01:43:10.853]  No, we're gonna boo.
[01:43:11.713 --> 01:43:12.454]  That's alright.
[01:43:12.534 --> 01:43:16.536]  The haters will shut up on Monday when we win.
[01:43:18.277 --> 01:43:20.878]  And so, of course, today is the big day.
[01:43:21.863 --> 01:43:24.364]  And by the way, at nationalfile.com, we're uploading a series.
[01:43:24.384 --> 01:43:26.545]  We just got it completed here recently.
[01:43:26.565 --> 01:43:31.447]  We're going to be uploading a series of articles about what happened to Bernie in 2016.
[01:43:32.428 --> 01:43:44.453]  How a, essentially what seems to be a Hillary Clinton operative, ran to MSNBC and BuzzFeed and all the usual suspects and told them that Bernie's campaign had been infiltrated by the Kremlin!
[01:43:46.094 --> 01:43:48.835]  And that Russian and Albanian bots
[01:43:50.080 --> 01:43:55.124]  We're trying to divide the Bernie camp and turn them against the beautiful Hillary Clinton.
[01:43:55.144 --> 01:44:07.434]  So we're going to be exposing all of this as it comes down to crunch time here on Monday, where Bernie Sanders looks to be the favorite to win Iowa.
[01:44:09.075 --> 01:44:13.499]  Rashida Tlaib is booing and Hillary Clinton is waiting in the wings.
[01:44:13.919 --> 01:44:16.361]  They've stacked the DNC with all of her people.
[01:44:17.927 --> 01:44:19.068]  I think we're going to have a repeat of 2016.
[01:44:19.748 --> 01:44:23.171]  And the thing about Bernie is, I mean, I do respect, I don't respect Bernie.
[01:44:23.231 --> 01:44:24.412]  I think he is a communist.
[01:44:24.432 --> 01:44:25.233]  I think he's a dirtbag.
[01:44:25.273 --> 01:44:26.013]  I think he's a cretin.
[01:44:26.033 --> 01:44:30.537]  But Roger Stone said it right here on the Alex Jones Show back in 2016.
[01:44:30.877 --> 01:44:32.478]  And it looks like he was completely right.
[01:44:32.919 --> 01:44:39.604]  He said that if we are nice to the Bernie people, not to Bernie, to the Bernie people, a lot of them, I mean,
[01:44:40.325 --> 01:44:41.085]  They're misinformed.
[01:44:41.105 --> 01:44:42.346]  A lot of them are now Trump supporters.
[01:44:42.366 --> 01:44:44.626]  A lot of them are now at least populist if they can't support Trump.
[01:44:45.066 --> 01:44:47.787]  And you talk to these people and they think Bernie is an outsider.
[01:44:48.047 --> 01:44:49.788]  They think he is anti-establishment.
[01:44:50.048 --> 01:44:52.608]  They think he is anti-Federal Reserve.
[01:44:52.728 --> 01:44:56.209]  They think he is essentially Trump, but a leftist.
[01:44:57.130 --> 01:44:58.750]  Now, of course, we all know that's not the case.
[01:44:58.790 --> 01:45:01.711]  I mean, the guy is as he's been in Congress his entire life.
[01:45:01.751 --> 01:45:02.991]  He's never had a real job.
[01:45:03.772 --> 01:45:04.692]  He's been doing this.
[01:45:04.872 --> 01:45:08.773]  He's been with the crazy hair and the gesticulation his entire life.
[01:45:10.106 --> 01:45:10.907]  He is a dirtbag.
[01:45:10.927 --> 01:45:23.742]  In fact, we at National File, we put out a stunning report by Patrick Alley that showed Bernie Sanders might be funneling money to his wife and her friends, and that might be the whole reason he runs for president.
[01:45:24.883 --> 01:45:26.125]  He's got this ad agency.
[01:45:26.894 --> 01:45:33.015]  Where all of the advertising for his campaign goes through this ad agency that just happens to be created.
[01:45:33.335 --> 01:45:36.336]  His wife used to be on it, but now it's just his wife's close friends.
[01:45:36.356 --> 01:45:41.697]  And we're talking like millions of dollars have been funneled through this ad network, this ad company.
[01:45:43.297 --> 01:45:45.177]  So Bernie is by no means a good guy.
[01:45:45.417 --> 01:45:48.138]  But Bernie supporters, they might just be alright.
[01:45:48.898 --> 01:45:52.718]  And this is a rare moment where I'm going to celebrate Rashida Tlaib.
[01:45:53.579 --> 01:45:55.619]  Congresswoman, impeach the blinker.
[01:45:58.280 --> 01:46:13.472]  Because the bigger the wedge we can drive between Bernie Sanders, perhaps gullible, perhaps under-informed, but well-intentioned supporters, the bigger... And I don't mean the Kyle Jureks of the world who want to put you and me, viewers and listeners, in concentration camps.
[01:46:13.512 --> 01:46:14.533]  I mean the rank-and-file.
[01:46:14.573 --> 01:46:17.796]  I mean your granddad who thinks that Bernie's gonna be JFK.
[01:46:19.217 --> 01:46:24.942]  The bigger a wedge we can drive between these people and the Democrat Party, the more
[01:46:25.945 --> 01:46:33.990]  Hell it is going to be come the general election when they try to put mini Mike Bloomberg with Hillary Clinton on the ticket or Joe Biden with Hillary Clinton on the ticket.
[01:46:35.071 --> 01:46:49.380]  And when they try to force that down the voters' throats, when they get Bernie to stand up there again and put his head down and his hands in his lap and say, I endorse Hillary Clinton to be the president of the United States of America, the bigger the wedge we can drive, the better.
[01:46:50.086 --> 01:47:04.990]  So we are still going to be joined by Alex Jones, but I want to just take a minute here before we go to break and hopefully we'll have Alex on the other side to remind you that even though we've got all this antics happening here in the United States, we can't forget what's happening and is slowly making its way to our shores.
[01:47:05.671 --> 01:47:09.632]  You can get great deals on storable food at InfoWareStore.com.
[01:47:09.652 --> 01:47:13.013]  It's one of the last places where these foods are actually in stock.
[01:47:13.723 --> 01:47:19.405]  Most places are running out of stock, or you can buy it, you can give them hundreds of dollars, and then they'll say, okay, it's going to get there in six months.
[01:47:19.425 --> 01:47:26.508]  Well, MyPatriotSupply, which is InfoWareStore.com's exclusive partner, is still getting food out in seven to ten days.
[01:47:26.548 --> 01:47:30.149]  That is a very, very quick turnaround compared to six months.
[01:47:30.689 --> 01:47:32.670]  You can also get products to boost your immune system.
[01:47:32.710 --> 01:47:37.012]  It's the Winter Sun, all of these fantastic products that will help you stay safe.
[01:47:37.927 --> 01:47:39.308]  Throughout whatever may come.
[01:47:39.608 --> 01:47:42.290]  Best case scenario, you're stocking up for cold and flu season.
[01:47:42.710 --> 01:47:46.333]  Worst case scenario, you definitely want to get these products before it is too late.
[01:47:46.373 --> 01:47:48.094]  Before they're not sending them anymore.
[01:47:48.134 --> 01:47:52.297]  I mean, they're not getting new products very often in Wuhan, China.
[01:47:53.478 --> 01:47:53.939]  Don't go away.
[01:47:53.979 --> 01:47:54.659]  We'll be right back.
[01:47:54.719 --> 01:47:55.580]  I'm Tom Pappert.
[01:47:56.060 --> 01:47:57.221]  You're watching the Alex Jones Show.
[01:47:59.916 --> 01:48:02.619]  Welcome back to the Alex Jones Show!
[01:48:02.780 --> 01:48:09.708]  On the other side of this upcoming break, we will air a special report from Alex Jones himself.
[01:48:10.148 --> 01:48:11.670]  Then Gerald Cilente will take over.
[01:48:11.950 --> 01:48:15.815]  But we'd be remiss if we didn't cover what happened last night.
[01:48:16.215 --> 01:48:18.057]  Of course it was the big game.
[01:48:18.077 --> 01:48:19.459]  You know, you're not even allowed to say that.
[01:48:19.479 --> 01:48:21.882]  That's how much control the NFL has over our lives.
[01:48:21.922 --> 01:48:25.627]  In fact, you can't even say the words the big game in an advertisement.
[01:48:25.667 --> 01:48:28.170]  Say you're advertising for a bar and grill.
[01:48:28.190 --> 01:48:31.815]  You can't even call it, come see the big game at Joe Blow's Bar and Grill.
[01:48:32.015 --> 01:48:32.175]  Nope.
[01:48:32.255 --> 01:48:32.836]  You get in trouble.
[01:48:32.856 --> 01:48:33.517]  You get sued.
[01:48:33.737 --> 01:48:34.919]  You get taken off the air.
[01:48:35.279 --> 01:48:46.847]  It's amazing how much money, how much excitement is generated by how much the American psyche was, because I think it is going away, but was really taken up by good old sports ball, good old hand egg.
[01:48:46.867 --> 01:48:49.189]  But yesterday, of course, was the Super Bowl.
[01:48:49.769 --> 01:48:51.391]  It was the Kansas City Chiefs.
[01:48:52.511 --> 01:48:56.855]  According to Trump, they're based out of Kansas, so my hometown, my team, really, they are.
[01:48:58.836 --> 01:49:00.797]  Yeah, the Kansas City Chiefs versus the San Francisco 49ers.
[01:49:02.534 --> 01:49:05.375]  The Kansas City Chiefs, multiple players have said nice things about Trump.
[01:49:05.595 --> 01:49:07.455]  One on the 49ers said nice things about Trump.
[01:49:07.495 --> 01:49:08.796]  Another said he wouldn't go to the White House.
[01:49:08.816 --> 01:49:10.236]  This is the 2D version of it.
[01:49:10.636 --> 01:49:11.617]  Oh boy, the Chiefs won.
[01:49:11.657 --> 01:49:14.718]  They're slightly more pro-Trump than the other team that had Colin Kaepernick on it.
[01:49:15.378 --> 01:49:19.199]  Now, the real news is the cultural phenomenon.
[01:49:19.219 --> 01:49:26.161]  Because as Andrew Breitbart told us, as Alex Jones essentially says, culture, politics is downstream from culture.
[01:49:27.441 --> 01:49:29.222]  So Jay-Z and Beyonce,
[01:49:30.308 --> 01:49:34.089]  Remember, this is the 49ers, refused to stand for the National Anthem during the Super Bowl.
[01:49:34.590 --> 01:49:54.237]  Somebody happened to record a video of them on their smartphone as Demi Lovato was singing the National Anthem, and it shows Beyonce, Jay-Z, with their child, Blue Ivy, that poor child, refusing to stand during the National Anthem, which means, in a way, they didn't kneel, which I guess is progress after all.
[01:49:55.034 --> 01:49:58.296]  But in a way, Colin Kaepernick's legacy is continuing to build.
[01:49:58.336 --> 01:50:12.703]  Of course, last year, Betsy Ross, the flag became racist because Colin Kaepernick said it was, and then Nike replaced it with a shoe that simply had the date of Kaepernick's first protest.
[01:50:13.843 --> 01:50:16.224]  So that was the start of the Super Bowl.
