[00:00:00.289 --> 00:00:08.032]  From the front lines of the information war, it's Alex Jones.
[01:34:51.006 --> 01:34:52.166]  They're trying to escalate a war.
[01:34:52.447 --> 01:34:53.747]  They've been trying to trap Trump.
[01:34:54.147 --> 01:34:56.788]  The Mullahs shot their mouths off and said, you can do nothing, Trump.
[01:34:57.369 --> 01:34:58.989]  And did do some provocative stuff.
[01:34:59.029 --> 01:35:00.310]  So I see why Trump did it.
[01:35:00.530 --> 01:35:02.771]  But I agree with you that I think he's been duped.
[01:35:03.351 --> 01:35:04.712]  And I think it's like quicksand.
[01:35:05.373 --> 01:35:09.276]  What would you say about the big picture and where this is going and what is your message to President Trump?
[01:35:10.797 --> 01:35:22.887]  Well, I think if you support Trump, then perhaps he's in a difficult position and he needs someone to support him and strengthen his position to pull troops out of the Middle East.
[01:35:23.248 --> 01:35:30.314]  That Trump that we heard three months ago, the one that had tears in his eyes, that seemed to be way more authentic than the one we're getting
[01:35:30.814 --> 01:35:32.497]  Now, perhaps he's being pressured.
[01:35:32.537 --> 01:35:36.384]  Perhaps, you know, he's getting bad intelligence.
[01:35:38.167 --> 01:35:40.872]  When he's been making these statements, he's not enjoying the statements.
[01:35:42.199 --> 01:35:51.767]  Not as much as that I saw how much he enjoyed finally like a sense of release that he could say these things about the Middle East being a bad idea.
[01:35:51.947 --> 01:35:53.969]  Because that's the Trump that was elected as well.
[01:35:54.389 --> 01:36:00.455]  So perhaps, you know, in supporting him, you could support him in that position and against the deep state.
[01:36:00.535 --> 01:36:02.156]  That could be a way in which to support him.
[01:36:02.597 --> 01:36:05.039]  But, you know, in terms of what's going to happen next... No, that's a great point.
[01:36:05.059 --> 01:36:08.742]  Support the Trump we elected, not the one the neocons want him to be.
[01:36:09.861 --> 01:36:12.322]  Yes, strengthen his back on that position.
[01:36:12.602 --> 01:36:15.783]  Show him that his followers, that is what they want.
[01:36:15.863 --> 01:36:17.864]  That is the outcome that they want.
[01:36:18.164 --> 01:36:28.008]  And if he can see that this is what his base want, then that will give him a tool against the deep state to use that, look, these people don't want a war.
[01:36:28.308 --> 01:36:29.509]  I mean, the fact that
[01:36:29.989 --> 01:36:35.094]  He said that I don't want a war and this is not going to result in a war.
[01:36:35.354 --> 01:36:40.218]  Just shows that he understands that people don't want one, that the deep state obviously does.
[01:36:40.499 --> 01:36:43.822]  And unfortunately, I do think that there will be a retaliation by Iran.
[01:36:44.062 --> 01:36:49.467]  But the question is, is there going to be a subsequent retaliation and a subsequent retaliation after that?
[01:36:49.827 --> 01:36:51.489]  And that's going to be up to the United States.
[01:36:51.989 --> 01:36:56.934]  So when it comes to you and I, we both agree that we like a secular government.
[01:36:57.215 --> 01:36:59.297]  We want people to be free to dress as they want.
[01:37:00.178 --> 01:37:06.504]  But on the other hand, Iran isn't coming to Syria and telling Syrians how to dress.
[01:37:06.564 --> 01:37:07.365]  They've never done that.
[01:37:07.665 --> 01:37:09.067]  Hezbollah didn't do that either.
[01:37:09.127 --> 01:37:10.468]  They came and they fought Al-Qaeda.
[01:37:10.769 --> 01:37:11.890]  They protected some churches.
[01:37:12.891 --> 01:37:13.953]  Hezbollah was founded in 1985.
[01:37:14.193 --> 01:37:17.619]  The Marine-based bombing was in 1983.
[01:37:17.959 --> 01:37:21.425]  But somehow, the propaganda has made that connection between them.
[01:37:21.445 --> 01:37:24.490]  But listen, you're absolutely right.
[01:37:24.570 --> 01:37:25.411]  Let's pull back.
[01:37:25.511 --> 01:37:26.233]  Let's pull back then.
[01:37:27.955 --> 01:37:33.161]  Another big point is, they're saying we'll also target holy sites, saying that's what Iran does.
[01:37:33.261 --> 01:37:36.484]  Iran is not Al-Qaeda and ISIS, that's who targets holy sites.
[01:37:36.905 --> 01:37:42.831]  So threatening to blow up Iran's holy sites, that is like really demanding a war right there, and it's not good.
[01:37:44.253 --> 01:37:47.957]  Well, not just holy sites, but like Persian history sites.
[01:37:49.310 --> 01:37:54.754]  You know, Persian cities and ruins, 5,000-year-old ruins, those are the cultural sites.
[01:37:55.094 --> 01:37:59.698]  But Iran is currently saying, we're not going to target any civilians.
[01:37:59.738 --> 01:38:03.782]  That's what the mullah is saying, the head guy in Iran.
[01:38:04.422 --> 01:38:07.645]  And Hezbollah is saying, nobody targets civilians.
[01:38:08.085 --> 01:38:10.107]  That's just going to make things worse.
[01:38:10.547 --> 01:38:12.149]  So they're trying to control anyone that's
[01:38:13.041 --> 01:38:14.586]  If they're thinking anything crazy.
[01:38:15.067 --> 01:38:18.076]  So there's that we have to remember to...
[01:38:20.246 --> 01:38:26.689]  Show you that it's not going to go out of control and into bombing Trump Tower.
[01:38:26.949 --> 01:38:34.213]  I think that maybe that was someone was saying it as a joke, like, oh, what historical sites can there be bombed in the United States?
[01:38:34.293 --> 01:38:35.333]  Oh, maybe a Trump Tower.
[01:38:35.913 --> 01:38:39.775]  You know, but civilian targets are, as they say, not on the list.
[01:38:39.835 --> 01:38:42.396]  More likely, they're going to close the Strait of Hormuz.
[01:38:43.057 --> 01:38:44.177]  They're going to push U.S.
[01:38:44.217 --> 01:38:45.698]  soldiers out of Iraq and Syria.
[01:38:46.443 --> 01:38:50.367]  That's a much more realistic kind of retaliation that we might see.
[01:38:50.648 --> 01:38:51.449]  And the question is...
[01:38:52.401 --> 01:38:54.883]  What will the United States' response be to that?
[01:38:54.983 --> 01:38:59.146]  If it's a military against a military, is it going to keep escalating?
[01:38:59.546 --> 01:39:00.667]  And is Russia coming in?
[01:39:00.687 --> 01:39:07.471]  Because Russia's coming in now saying they're going to give S-400s to Iraq and they're meeting with Assad in Syria.
[01:39:07.851 --> 01:39:17.178]  And what I base my position on a lot is I look at what the Syrian Christians are thinking, on what Iraqi Christians are thinking, and they're not happy about this assassination.
[01:39:17.518 --> 01:39:19.659]  On the contrary, because it's damaging to them.
[01:39:19.999 --> 01:39:22.021]  I mean, threatening Iraq with sanctions
[01:39:22.501 --> 01:39:25.064]  We're asking the United States occupation to be over.
[01:39:25.084 --> 01:39:29.669]  That's going to hurt Christian communities that are still living in Saudi Arabia.
[01:39:30.029 --> 01:39:32.732]  So how is that good for the Middle East?
[01:39:32.952 --> 01:39:35.115]  All right, Syrian Girl, join us again soon.
[01:39:35.235 --> 01:39:37.537]  Always enjoy having you on at ArtisanGirl on Twitter.
[01:39:38.618 --> 01:39:40.801]  And again, thank you so much and be safe.
[01:39:41.954 --> 01:39:43.255]  Thank you so much, Alex.
[01:39:43.315 --> 01:39:44.075]  You're always great.
[01:39:44.315 --> 01:39:44.595]  Thank you.
[01:39:44.615 --> 01:39:45.095]  You're awesome.
[01:39:45.515 --> 01:39:47.656]  It's good to get different perspectives, really have an open discussion.
[01:39:48.016 --> 01:39:49.377]  Clyde Lewis is up next.
[01:39:49.417 --> 01:39:50.537]  Great syndicated talk show host.
[01:39:50.897 --> 01:39:51.638]  A great brain.
[01:39:52.018 --> 01:39:52.478]  Stay with us.
[01:39:52.498 --> 01:39:53.098]  We'll be right back.
[01:39:53.158 --> 01:39:54.579]  Infowars.com.
[01:39:56.300 --> 01:40:00.121]  We're getting syndicated talk show host Clyde Lewis on the line right now.
[01:40:02.002 --> 01:40:03.042]  Mapping the global future.
[01:40:04.803 --> 01:40:05.263]  Smart guy.
[01:40:08.134 --> 01:40:11.397]  But I want to ask him up front about Trump being set up into a trap.
[01:40:11.457 --> 01:40:17.844]  Darren McBreen came up with this analysis a few days ago, brought it to me, and I said, that should be an article, and that should be a video.
[01:40:19.165 --> 01:40:21.888]  McBreen's been here, I don't know, nine, ten years, really smart guy.
[01:40:22.569 --> 01:40:23.510]  His son works here, too.
[01:40:24.010 --> 01:40:25.672]  Does a great job as a writer, Kellan McBreen.
[01:40:26.092 --> 01:40:28.094]  Married, got kids, a whole lot of yards, good guys.
[01:40:28.475 --> 01:40:28.995]  It's a family.
[01:40:29.035 --> 01:40:30.156]  We've been around a while here.
[01:40:31.089 --> 01:40:31.610]  Got roots.
[01:40:31.930 --> 01:40:35.854]  And, uh, I looked at this and I'm like, my God, they've really opened the door up.
[01:40:35.914 --> 01:40:37.956]  I totally agree with this being a real danger.
[01:40:39.082 --> 01:40:42.884]  They can now kill Trump and blame it on Iran and get the giant war they've been wanting.
[01:40:42.904 --> 01:40:43.404]  Here it is.
[01:40:44.064 --> 01:40:44.424]  Warning.
[01:40:45.185 --> 01:40:48.726]  The stage is set for Trump's assassination.
[01:40:49.367 --> 01:40:55.029]  Could the deep state use threats from Iran to complete their coup against President Trump?
[01:40:55.089 --> 01:40:59.631]  You take on the intelligence community, they have six ways from Sunday at getting back at you.
[01:40:59.651 --> 01:41:00.852]  Government's gonna kill this guy.
[01:41:01.052 --> 01:41:07.195]  The establishment might have finally set the stage for the perfect false flag to bury the president.
[01:41:08.035 --> 01:41:08.996]  Here's the scenario.
[01:41:09.276 --> 01:41:20.067]  We all know the evil Democrats would love to orchestrate a JFK-style coup to get rid of Trump, but fear the repercussions would mean another civil war in America.
[01:41:20.267 --> 01:41:27.494]  Normally, the criminal elite would not be opposed to civil war as long as they were able to maintain order out of chaos.
[01:41:27.594 --> 01:41:31.658]  However, the assassination of Trump would not work in their favor.
[01:41:31.958 --> 01:41:41.688]  American patriots on the streets and within the military would rise up and destroy the Democratic Party and their brainwashed supporters with a vengeance.
[01:41:43.573 --> 01:41:46.918]  Enter the enemy within, the neocons.
[01:41:47.739 --> 01:41:58.453]  The recent decision to authorize a US airstrike that barbecued Iran's top general Qasem Soleimani was a bold and justified response to a
[01:41:58.473 --> 01:42:01.556]  Welcome to Iran's terrorist campaign throughout the Middle East.
[01:42:01.756 --> 01:42:14.667]  Nobody mourns the death of Soleimani, may he rot in hell, but the action could very well set the course for a much larger conflict in the Middle East and might have sealed the fate for President Trump here at home.
[01:42:14.967 --> 01:42:20.892]  Now, both sides of the establishment, left and right, have the opportunity they've been waiting for.
[01:42:20.972 --> 01:42:25.115]  The ultimate false flag attack to strike down our president.
[01:42:26.280 --> 01:42:35.189]  Because now, if Trump gets assassinated, the American people will no longer suspect the criminal cartel operating the Deep State.
[01:42:35.489 --> 01:42:41.836]  Instead, they will blame the murder on Iran, and the American media will fully support that narrative.
[01:42:42.076 --> 01:42:49.204]  This will ultimately prevent civil war and divert the people's anger away from the treasonous Democrats.
[01:42:49.804 --> 01:43:00.750]  The death of Trump would mean no indictments against Democratic leaders, Hollywood celebrities, wealthy elites like George Soros, and criminal operatives within the mainstream media.
[01:43:01.050 --> 01:43:12.556]  The establishment would regain total control of the White House, the American people would be duped into another war, and the military-industrial complex would once again be satisfied.
[01:43:13.036 --> 01:43:15.818]  Now am I saying this is absolutely going to happen?
[01:43:16.238 --> 01:43:18.661]  No, this is not a prediction.
[01:43:18.681 --> 01:43:20.283]  This is a warning.
[01:43:20.763 --> 01:43:22.285]  Trump better watch his ass.
[01:43:36.129 --> 01:43:49.594]  Obama, Hillary, globalists, deep staters, publicly were put into the State Department and other agencies to direct big tech, censoring info wars, and now all other conservatives, Christians, and nationalists.
[01:43:50.154 --> 01:43:52.635]  And Trump must act against it.
[01:43:52.755 --> 01:43:54.636]  It's not just private companies doing what they want.
[01:43:55.036 --> 01:43:57.737]  It's rogue government systems carrying this out.
[01:43:57.817 --> 01:43:59.858]  Or maybe Trump knows and is suckering us all.
[01:44:00.278 --> 01:44:02.659]  I don't think that's the case because they're undercutting him.
[01:44:02.679 --> 01:44:04.660]  These very groups are saying he's full of crap.
[01:44:06.044 --> 01:44:06.544]  It's illegal.
[01:44:07.485 --> 01:44:08.145]  It's out of control.
[01:44:09.806 --> 01:44:15.249]  Please don't forget that, yes, we've had that giant year-end sale that's our biggest sale in our history.
[01:44:15.649 --> 01:44:17.130]  We'll never have a sale that big again.
[01:44:20.212 --> 01:44:23.594]  And it's a total clearance sale, and we've sold out a lot of our best-selling items.
[01:44:23.614 --> 01:44:25.155]  A lot of other best-selling items are still there.
[01:44:25.915 --> 01:44:30.938]  And I've just been working 18 hours a day on news stories and big developments and things.
[01:44:30.978 --> 01:44:32.379]  I've got cooking I can't tell you about yet.
[01:44:34.028 --> 01:44:38.510]  And again, I'm not bragging, I just want you to know you're not just seeing what we do here on the service that's pretty amazing.
[01:44:39.450 --> 01:44:47.234]  You're not just seeing Owen, you know, in Congress and the armored vehicles and the top stories and the breaking news and game-changing over and over again.
[01:44:47.254 --> 01:44:50.375]  There's a lot of stuff behind the scenes where we don't get the credit and that's good.
[01:44:50.395 --> 01:44:57.418]  Because I already had stuff going on and worked with folks and had submarine operations before the deplatforming because we knew it was coming.
[01:44:58.243 --> 01:44:58.483]  Oh yeah.
[01:44:59.084 --> 01:45:10.870]  So, just know this, keeping us in the fight is so critical, and this sale is the best chance for you ever to try out these products if you haven't tried them and been on the fence, because you can't lose unless you don't order the products.
[01:45:11.191 --> 01:45:13.132]  Because funding our operations is a total win right there.
[01:45:13.172 --> 01:45:15.533]  Then you get them and they're good for you, and they make your life better.
[01:45:15.553 --> 01:45:15.873]  That's a 360 win.
[01:45:17.094 --> 01:45:17.695]  Ultra 12.
[01:45:17.755 --> 01:45:19.076]  Best B12 you're going to find under the tongue.
[01:45:20.057 --> 01:45:20.237]  60% off.
[01:45:20.497 --> 01:45:20.958]  Selenium.
[01:45:21.018 --> 01:45:22.619]  Biodrus Selenium for the mustard seed.
[01:45:22.640 --> 01:45:22.800]  60% off.
[01:45:23.180 --> 01:45:23.580]  Knockout.
[01:45:23.620 --> 01:45:24.661]  Great sleep aid.
[01:45:24.681 --> 01:45:24.862]  60% off.
[01:45:25.262 --> 01:45:25.963]  RainForce Plus.
[01:45:26.043 --> 01:45:26.844]  Great nootropic.
[01:45:27.184 --> 01:45:28.005]  Mental stamina.
[01:45:28.285 --> 01:45:28.805]  Clarity.
[01:45:29.206 --> 01:45:29.967]  Without the crash.
[01:45:30.387 --> 01:45:30.867]  60% off.
[01:45:31.188 --> 01:45:33.090]  SuperSilver Whitening Toothpaste.
[01:45:33.110 --> 01:45:33.290]  50% off.
[01:45:34.251 --> 01:45:38.155]  SuperSilver Tea Tree with the Cloyol Silver Iodine.
[01:45:38.175 --> 01:45:38.355]  50% off.
[01:45:38.475 --> 01:45:38.935]  Alva Power.
[01:45:39.396 --> 01:45:39.536]  60% off.
[01:45:39.796 --> 01:45:40.737]  Silver Bullet Cloyol Silver. $9.95.
[01:45:42.799 --> 01:45:43.539]  Almost sold out.
[01:45:43.639 --> 01:45:44.300]  Again, it's all there.
[01:45:44.360 --> 01:45:44.920]  VasoBeats.
[01:45:44.940 --> 01:45:45.601]  So good for your heart.
[01:45:45.661 --> 01:45:46.401]  And VascularSystems.
[01:45:46.461 --> 01:45:47.842]  InfowarStore.com.
[01:45:48.002 --> 01:45:48.162]  Or 888-253-3139.
[01:45:50.203 --> 01:45:51.584]  And it really is the final hours.
[01:45:55.242 --> 01:46:01.326]  I've just got to go look at all the inventory, look at some of the new sales, and do four or five hours of work, because I basically run the whole show up here.
[01:46:01.746 --> 01:46:02.787]  Then work with the graphics folks.
[01:46:02.807 --> 01:46:06.469]  We just haven't gotten around to it, but it helps you take advantage of this.
[01:46:06.489 --> 01:46:07.750]  So thank you all for your support.
[01:46:07.810 --> 01:46:08.590]  These are great products.
[01:46:08.950 --> 01:46:10.251]  Wake Up America Coffee, you name it.
[01:46:10.731 --> 01:46:14.694]  And we're really a mothership to support and magnify all the other great folks.
[01:46:15.054 --> 01:46:18.016]  Well, I got to go on his syndicated show last week.
[01:46:18.556 --> 01:46:30.499]  And I gotta tell you, there's a lot of smart folks we have on, but his perspective is dead on, but also from an angle that's pretty technical, when the jargon they actually use on the inside of the system.
[01:46:30.859 --> 01:46:32.299]  Clyde Lewis joins us.
[01:46:32.739 --> 01:46:37.800]  I appreciate Clyde coming on, at Clyde Lewis on Twitter, GroundZeroMedia.org.
[01:46:38.201 --> 01:46:40.581]  We got a few minutes to break, and we'll have two segments with Clyde.
[01:46:40.901 --> 01:46:43.862]  Clyde, thanks for coming on with us today from Ground Zero.
[01:46:45.243 --> 01:46:48.746]  Your two-minute summation of what's currently happening in the world, what you think's going on.
[01:46:48.766 --> 01:46:51.309]  We're at war in this country.
[01:46:51.329 --> 01:46:52.450]  That's my two-minute summation.
[01:46:52.490 --> 01:46:53.571]  I can give it to you in seconds.
[01:46:53.711 --> 01:46:54.792]  We're at war in this country.
[01:46:54.812 --> 01:47:07.325]  Not only do we see that problems are happening in Virginia where we're looking at possible militias rising up against state government localization, we're looking at what the Founding Fathers had said, and that is
[01:47:07.905 --> 01:47:13.069]  If we become too hyper-partisan, we're certainly going to fall into despotism and civil war.
[01:47:13.449 --> 01:47:29.059]  And it's evident with what's going on also with the Middle East, because there's a question as to whether or not a president that has used restraints such as Donald Trump has been using has all of a sudden decided that he wants to go after somebody in the Middle East, which makes me wonder if it's all a neo-con ploy.
[01:47:29.560 --> 01:47:30.981]  And a lot of people are questioning this.
[01:47:31.021 --> 01:47:37.425]  Even people that I don't even think would even consider themselves conspiracy theorists are actually contemplating this as to what's going on.
[01:47:38.045 --> 01:47:38.566]  Exactly.
[01:47:38.826 --> 01:47:44.993]  Last night, Owen Schroyer went down, it's on Infowars.com, we should take the excerpts and really make a featured video out of it.
[01:47:45.333 --> 01:47:52.201]  He went down to an anti-war rally and there were a bunch of, there were more Trump supporters there protesting the war than the left.
[01:47:52.561 --> 01:47:54.063]  I mean, Trump supporters are pissed.
[01:47:55.669 --> 01:48:00.871]  Yeah, well, it's because, you know, you have a president who obviously is used to restraining, more of a peace president.
[01:48:00.891 --> 01:48:03.311]  I've had a lot of people tell me, oh, he's not a peace president, but he has been.
[01:48:03.351 --> 01:48:04.912]  He hasn't wanted to go to war.
[01:48:04.952 --> 01:48:07.093]  In fact, he'd rather negotiate than go to war.
[01:48:07.873 --> 01:48:10.714]  Has all of a sudden decided, well, now I'm going to do this.
[01:48:10.754 --> 01:48:11.154]  And of course,
[01:48:11.574 --> 01:48:12.915]  He can be told what to say.
[01:48:12.935 --> 01:48:14.757]  He can get up and say whatever he wants to say.
[01:48:15.097 --> 01:48:24.105]  But I have a feeling that what happened was that the brass decided that they were going to do something and give him some choices.
[01:48:24.585 --> 01:48:27.368]  And when they gave him the choices, he chose that.
[01:48:27.830 --> 01:48:28.210]  That's right.
[01:48:28.290 --> 01:48:30.071]  Clyde Lewis, I'm glad you bring up Virginia.
[01:48:30.131 --> 01:48:32.532]  That's something that I've been blocking out of my mind.
[01:48:32.572 --> 01:48:33.272]  I'm so worried about it.
[01:48:33.292 --> 01:48:34.653]  We need to talk about civil war.
[01:48:34.673 --> 01:48:35.133]  Stay with us.
[01:48:36.094 --> 01:48:37.394]  Mapping the Global Future.
[01:48:37.974 --> 01:48:39.195]  A 2004 study of 2020.
[01:48:39.535 --> 01:48:42.076]  What the intelligence analysts predicted.
[01:48:42.556 --> 01:48:48.659]  And how the Founding Fathers warned us about hyper-partisanship could bring about despotism and civil war.
[01:48:49.259 --> 01:48:50.660]  That's what Clyde Lewis wrote.
[01:48:51.994 --> 01:49:02.399]  He's one of those few talk show hosts that when I'm sitting there on his show and he's talking for five minutes before he goes to me, because I do the same thing where I lay out my facts and then I go to the other host and hear what they have to say, I'm actually interested.
[01:49:03.380 --> 01:49:11.864]  Because he knows what he's talking about and I've done so much research but I forget a lot of it and he'll bring up a government document or legislation or a statement and I'm like, oh I forgot about that 20 years ago.
[01:49:12.444 --> 01:49:19.868]  And what I like is folks that have good memories and then can tie it in congruently to the larger global plan and who the different factors are.
[01:49:21.943 --> 01:49:32.870]  This Virginia thing is so out of control and so big that it actually makes my heart pitter-pat, which most stuff doesn't.
[01:49:33.731 --> 01:49:40.275]  You've got the Democrats in the deep state, the governor saying we keep babies alive, and then the black face is released.
[01:49:40.555 --> 01:49:46.119]  And then you've got, they're trying to shut down the gun stores and any type of self-defense training.
[01:49:46.139 --> 01:49:49.001]  They have bills introduced to shut down the shooting ranges.
[01:49:50.569 --> 01:49:53.992]  They have one specifically to shut down the NRA, the way it's tailored.
[01:49:54.072 --> 01:49:56.154]  So they're really trying to start a fight.
[01:49:57.034 --> 01:50:01.418]  And then clearly they hired all these former Obama people who had just worked for Obama and Hillary a year before.
[01:50:01.858 --> 01:50:06.002]  Four of the five white supremacist leaders in Charlottesville were like Democrats before.
[01:50:06.062 --> 01:50:07.743]  So, oh, they've now turned to Nazis.
[01:50:08.163 --> 01:50:09.244]  Completely transparent.
[01:50:10.365 --> 01:50:11.546]  We're not saying a woman didn't die.
[01:50:11.566 --> 01:50:13.287]  We're not saying there weren't crowds on both sides.
[01:50:13.848 --> 01:50:14.028]  No.
[01:50:14.809 --> 01:50:16.290]  But they're organizing a clash.
[01:50:16.410 --> 01:50:19.613]  And now, with what they're trying to do in Virginia, and the Democrats saying,
[01:50:20.353 --> 01:50:20.934]  State Reps!
[01:50:21.014 --> 01:50:22.695]  We want the military to take guns!
[01:50:22.735 --> 01:50:23.716]  We want the UN!
[01:50:23.756 --> 01:50:25.457]  The UN UNIDIR head!
[01:50:25.497 --> 01:50:27.739]  The head of the UN small arms operation!
[01:50:28.180 --> 01:50:32.363]  I played the video last week saying, no we may have to come to America and take the guns!
[01:50:32.864 --> 01:50:35.226]  And the UN putting out job applications for that!
[01:50:35.926 --> 01:50:36.607]  For America!
[01:50:36.667 --> 01:50:39.569]  That is meant to stoke a revolution!
[01:50:39.609 --> 01:50:41.091]  Because we're winning politically!
[01:50:41.111 --> 01:50:42.252]  We've got an anti-war president!
[01:50:42.272 --> 01:50:42.832]  At least we did!
[01:50:44.073 --> 01:50:45.174]  Globalism is unpopular!
[01:50:45.194 --> 01:50:48.056]  So I think what Clyde Lewis was getting at, you have the floor my friend!
[01:50:49.088 --> 01:50:50.629]  Is that they're really trying to start something.
[01:50:50.749 --> 01:50:51.729]  I'm going to be in Virginia.
[01:50:51.749 --> 01:50:52.650]  This is where I'm announcing it.
[01:50:52.950 --> 01:50:53.870]  Not just Owen Schroer.
[01:50:53.910 --> 01:50:54.931]  Not just Savannah Hernandez.
[01:50:55.051 --> 01:50:55.671]  I'm going to be there.
[01:50:55.691 --> 01:50:57.692]  I'm going to be at the Women's March in D.C.
[01:50:57.732 --> 01:51:06.237]  I'm going to be there on the 20th when the new legislature comes in, and the Commonwealth, and where they're promising, you know, gun confiscation and registration.
[01:51:06.257 --> 01:51:09.438]  And I'm going to be there preaching peace and justice and freedom.
[01:51:09.478 --> 01:51:10.579]  And even if they can get
[01:51:11.653 --> 01:51:16.798]  Some of the blue cities to raid and confiscate guns of veterans or something or even they shoot an old veteran down.
[01:51:17.298 --> 01:51:18.459]  I'm not being a coward here.
[01:51:18.519 --> 01:51:20.541]  I'm saying hold your powder like Gandhi did.
[01:51:21.282 --> 01:51:25.846]  We don't want a shooting war because they're going to try to start something and if they
[01:51:26.727 --> 01:51:30.269]  Just like when they attacked the embassy and we didn't attack back, it made Iran look bad.
[01:51:30.730 --> 01:51:39.435]  I'm not saying let them kill old veterans, but I think they're clearly going to try to start something to get a shooting war going, and I don't want to take the bait.
[01:51:39.675 --> 01:51:41.697]  So how do you walk that line, Clyde Lewis?
[01:51:42.417 --> 01:51:43.218]  Is that what you're getting at?
[01:51:44.693 --> 01:51:49.894]  Well, I would say that history is certainly a storyteller, a big storyteller.
[01:51:49.934 --> 01:51:53.295]  We've got to look at the cliodynamics or clintodynamics, I would guess that's what you call them.
[01:51:53.675 --> 01:51:58.376]  You look back at history, you look at human behavior, the founding fathers and the framers knew this was going to happen.
[01:51:58.416 --> 01:52:04.338]  They knew that if hyper-partisanship was to take over, I mean, you look back at the 1960s all the way through the 1990s, it was almost like
[01:52:06.531 --> 01:52:09.093]  Uh, four parties, not just two.
[01:52:09.173 --> 01:52:31.528]  We had, of course, we had conservative Democrats, we had liberal Democrats, we had liberal Republicans, we had conservative Republicans, but now it's been divided into two parties, and the two parties are basically becoming sycophants for whoever is leading them and listening to them, and they don't look at the corruption that's going on, that's happening with both parties.
[01:52:32.388 --> 01:52:45.308]  It's interesting how we can all jump up and down, scream, yell, and have this enraged, manufactured anger over Donald Trump, but they don't look at the other corruptions going on on the other side with Adam Schiff and others.
[01:52:46.309 --> 01:52:46.950]  I can tell you now,
[01:52:47.731 --> 01:52:48.492]  We're good to go.
[01:53:06.143 --> 01:53:08.405]  And it's like we are at war.
[01:53:08.526 --> 01:53:15.835]  I mean, we're not only at war in our government between the parties, but we're at war with what's going on in Virginia right now.
[01:53:15.855 --> 01:53:18.298]  And it's because of the fact of this hyper-partisanship.
[01:53:18.699 --> 01:53:23.906]  Hyper-partisanship will create civil war in this country if we don't stop.
[01:53:25.127 --> 01:53:35.937]  And the reason the founders knew that is their families had all fled from the civil wars that had killed millions, dozens of these damn wars, right before the founding of this country.
[01:53:36.277 --> 01:53:39.160]  People were fleeing to get away from the civil wars that were happening in England.
[01:53:40.717 --> 01:53:46.239]  Yeah, I mean, it's like, you know, they knew, they didn't want the two-party system.
[01:53:47.039 --> 01:54:02.445]  They warned of a two-party system, and it was basically Washington and Adams that came forward, and they said, if consistent partisan majorities ever take over the United States, they will control the government, and it will use its power to oppress the minority.
[01:54:02.965 --> 01:54:05.606]  The Republic will fall, there's no doubt.
[01:54:05.846 --> 01:54:08.087]  And here's the thing, if we continue to
[01:54:09.048 --> 01:54:09.949]  Go after the president.
[01:54:09.989 --> 01:54:19.897]  If we continue to have a division within our own government, there will be entities outside of this country that will see us as being ungovernable.
[01:54:20.497 --> 01:54:20.817]  Okay?
[01:54:20.977 --> 01:54:22.759]  And that's the Chai Coms coming in.
[01:54:22.839 --> 01:54:24.480]  And again, and I don't want to get in the party system.
[01:54:24.500 --> 01:54:26.222]  Like I'm the guy who says it's capable of a paradigm.
[01:54:26.242 --> 01:54:27.883]  We had a populist revolution via Trump.
[01:54:28.203 --> 01:54:30.065]  If we could reform things through there, that's great.
[01:54:30.085 --> 01:54:30.845]  But absolutely.
[01:54:31.326 --> 01:54:35.449]  But the Democrats are becoming like foaming at the mouth psychotic piranhas.
[01:54:35.609 --> 01:54:37.030]  And they're on the Chai Com payroll.
[01:54:37.070 --> 01:54:37.791]  Is that what you're getting at?
[01:54:38.882 --> 01:54:39.462]  Well, yeah.
[01:54:39.522 --> 01:54:49.385]  I mean, look, it's obvious that they're recruiting people at the UN to disarm, demobilize, and also put people in detainment camps.
[01:54:49.946 --> 01:54:53.887]  RAX 2020 is going to happen if we don't watch what we're doing.
[01:54:54.367 --> 01:55:00.950]  And what I mean by that is REX84, Ready Exercise 84, where they were going to round up people anyway back in the Reagan administration.
[01:55:00.970 --> 01:55:05.112]  Oliver North was involved with this, a bunch of people were involved with this.
[01:55:05.512 --> 01:55:07.413]  And we all know what REX84 is.
[01:55:07.673 --> 01:55:09.814]  Back 12 years ago, we were talking about the FEMA camps.
[01:55:10.114 --> 01:55:11.035]  Well, guess what, guys?
[01:55:11.215 --> 01:55:13.056]  Those FEMA camps are still in existence.
[01:55:13.316 --> 01:55:15.958]  They haven't gone anywhere, and they're just waiting to be filled.
[01:55:16.018 --> 01:55:22.223]  And all we need is we need just a few traumatic events happening in this country where you can't trust anyone.
[01:55:22.283 --> 01:55:23.563]  You can't trust your politician.
[01:55:23.864 --> 01:55:25.625]  You can't trust your neighbor.
[01:55:25.865 --> 01:55:29.788]  And if that's the case, if we're at that point where we can't trust anybody, the whole
[01:55:30.368 --> 01:55:30.649]  I think so.
[01:55:45.145 --> 01:55:53.373]  They had a plan, and I was talking about the National Intelligence Council, had a plan called Mapping the Global Future.
[01:55:53.433 --> 01:55:54.514]  This was back in 2004.
[01:55:55.294 --> 01:56:06.004]  They had stated, a guy by the name of Matthew Burrows had stated, that the United States, their forms of government would erode to the point where we would fall to despotism based on what the founding fathers and the framers said.
[01:56:06.384 --> 01:56:07.826]  Hyper-partisan.
