[00:00:07.261 --> 00:00:09.222]  Yippee-I-Yay!
[01:57:20.735 --> 01:57:21.896]  So Infowarsstore.com.
[01:57:21.896 --> 01:57:23.238]  And food is now available again.
[01:57:24.568 --> 01:57:27.891]  For the virus, for the economy, for what the globals are going to do, you need storable food.
[01:57:27.891 --> 01:57:29.073]  It's the best place to get it.
[01:57:29.073 --> 01:57:29.993]  And they actually have it.
[01:57:29.993 --> 01:57:32.676]  They've got to pack it and get it out to you, but they've got it.
[01:57:32.676 --> 01:57:35.799]  Infowarsstore.com to get your storable food now available again.
[01:57:35.799 --> 01:57:38.702]  And they haven't raised the prices, even though food went up for them more than 10%.
[01:57:38.702 --> 01:57:43.127]  I'm going to ask Mike Adams when we come back, how you expect them to strike back next.
[01:57:45.543 --> 01:57:53.054]  One of our best selling products is Living Defense, and it's been sold out for over four months because it's hard to source the ingredients that are organic.
[01:57:53.054 --> 01:57:55.758]  We've got a limited supply right now, but it's selling out fast.
[01:57:55.758 --> 01:57:59.243]  And I want those of you that haven't experienced Living Defense to get it for yourself.
[01:57:59.243 --> 01:58:00.685]  Here's just part of one testimonial.
[01:58:00.905 --> 01:58:03.566]  Look, in January 2016, I went in a hospital.
[01:58:03.566 --> 01:58:07.088]  I went in a VA hospital out here in Boise, and I was in there until June.
[01:58:07.088 --> 01:58:16.352]  And one of the only things that got me through that ordeal was listening to InfoWars three hours a day, and I kept hearing Dr. Group and all you guys talking about living defense.
[01:58:16.352 --> 01:58:17.292]  Let me tell you something, man.
[01:58:17.412 --> 01:58:22.313]  I had an internal digestive problem and I suffered with it for about five or six years.
[01:58:22.313 --> 01:58:24.193]  And the doctors, they tried every test.
[01:58:24.193 --> 01:58:25.694]  Nobody could figure out what it is.
[01:58:25.694 --> 01:58:29.675]  And then every day when I kept hearing you and Dr. Group and those commercials, I said, you know what?
[01:58:29.675 --> 01:58:31.875]  I'm going to get me some of that freaking Living Defense.
[01:58:31.875 --> 01:58:34.876]  Now, I wasn't supposed to have any nutritions because they don't want you to have that stuff.
[01:58:34.876 --> 01:58:36.756]  But I ordered it, had it shipped to me.
[01:58:36.756 --> 01:58:37.296]  I got it.
[01:58:37.296 --> 01:58:38.517]  I hid it from the nurses.
[01:58:38.517 --> 01:58:39.557]  I started taking it.
[01:58:39.557 --> 01:58:41.617]  Man, that stuff changed my life.
[01:58:41.617 --> 01:58:42.537]  It saved my life.
[01:58:42.537 --> 01:58:45.258]  Alex Jones and InfoWars saved my life.
[01:58:47.512 --> 01:58:52.196]  You deserve a deep, restful sleep with Knockout by InfoWars Life.
[01:58:52.196 --> 01:59:02.624]  Our organic formula is made from high-quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:59:03.525 --> 01:59:08.327]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:59:08.327 --> 01:59:16.731]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:59:16.731 --> 01:59:24.434]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:59:24.434 --> 01:59:26.415]  Wake up refreshed and take on the day.
[01:59:26.875 --> 01:59:34.817]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:59:34.817 --> 01:59:38.238]  Get the sleep you deserve and experience the power of knockout.
[01:59:38.238 --> 01:59:42.879]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:59:42.879 --> 01:59:49.460]  That's InfoWarsLife.com.
[01:59:49.460 --> 01:59:52.121]  You're listening to the Alex Jones Show.
[01:59:57.423 --> 02:00:03.648]  Bullet in my shoulder, blood running down my vest.
[02:00:03.648 --> 02:00:13.577]  Twenty in the posse, and they're never gonna let me rest.
[02:00:13.577 --> 02:00:18.641]  Till I became a wanted man, I never even owned a gun.
[02:00:18.641 --> 02:00:25.587]  But now they hunt me like a mountain cat, and I'm always, always,
[02:00:27.495 --> 02:00:31.917]  And always carrying a gun!
[02:00:31.917 --> 02:00:40.781]  You know, folks, I asked for all this, but I appreciate you guys keeping us in the fight, because I am a wanted man.
[02:00:40.781 --> 02:00:42.702]  And you know a man by his enemies.
[02:00:51.926 --> 02:00:53.788]  I'm not worried about what they do to me, but I want to stay in the fight.
[02:00:53.788 --> 02:00:58.152]  So thank you for spreading the word about the broadcast and about the products, because you really pissed them off.
[02:00:58.152 --> 02:01:01.414]  And imagine the world without Infowars and without people like Mike Adams.
[02:01:01.414 --> 02:01:03.796]  So Mike, in the short time we have, I really appreciate you.
[02:01:03.796 --> 02:01:08.160]  Hope you'll host more of the shows with us, too, to really get into the in-depth things that are happening.
[02:01:08.160 --> 02:01:09.762]  You're absolutely right to get folks' attention.
[02:01:09.762 --> 02:01:12.824]  This is a big one, a big test, any way you slice it.
[02:01:12.824 --> 02:01:14.866]  What do you expect for them to do to Trump next?
[02:01:14.866 --> 02:01:15.507]  Because obviously,
[02:01:16.487 --> 02:01:23.212]  We haven't defeated this thing yet, but I think we're starting to turn because we're making the FDA talk about zinc, talk about other things.
[02:01:23.212 --> 02:01:24.453]  But what are they going to do next?
[02:01:24.453 --> 02:01:27.775]  Like I was asking eight, nine weeks ago, what's next when the impeachment fails?
[02:01:27.775 --> 02:01:28.416]  Well, now we know.
[02:01:28.416 --> 02:01:29.497]  What's next after this?
[02:01:30.609 --> 02:01:34.372]  More biological weapons will be released against the United States.
[02:01:34.372 --> 02:01:43.779]  Weapons that are slightly different, enough different, that even those who are already immune to COVID-19, coronavirus, won't be immune to the new strain.
[02:01:43.779 --> 02:01:49.083]  And any vaccine that might come around next year sometime will be worthless against the new strain.
[02:01:49.083 --> 02:01:55.928]  So, Alex, I believe they're going to release a new biological weapon every year, year after year, until they get the collapse and the depopulation they want.
[02:01:56.488 --> 02:01:57.249]  Period.
[02:01:57.249 --> 02:01:58.290]  That's what they're going to do.
[02:01:58.290 --> 02:02:01.292]  Because it's been more effective than anything else they've ever tried.
[02:02:01.292 --> 02:02:12.842]  Now sure, they could launch an EMP weapon or a military attack or some other attack because of the softening up effect of destroying our whole economy and overrunning our hospitals and so on.
[02:02:12.842 --> 02:02:18.327]  But I think from the globalist point of view, new strains of new biological weapons are the most effective.
[02:02:18.327 --> 02:02:18.967]  They just proved it.
[02:02:18.967 --> 02:02:20.749]  This was just the first release of many.
[02:02:22.375 --> 02:02:26.579]  And we know that media and the deep state with the scripting are going to exacerbate it as badly as possible.
[02:02:26.579 --> 02:02:31.202]  The answer is, for me, move out in the country, get really healthy, and boost my immune system.
[02:02:31.202 --> 02:02:33.084]  That's really the main defense.
[02:02:33.084 --> 02:02:33.544]  Absolutely.
[02:02:33.544 --> 02:02:34.705]  We can survive this.
[02:02:34.705 --> 02:02:38.368]  I think we already know how, and we covered that in previous segments here.
[02:02:38.368 --> 02:02:48.477]  We can survive this, but as long as big pharma has a stranglehold on information across society, including the tech giants, no one will ever be allowed to say, take zinc, or
[02:02:49.117 --> 02:02:52.500]  Or, you know, hydroxychloroquine can be useful in many cases.
[02:02:52.500 --> 02:02:53.921]  Or boost your immune function.
[02:02:53.921 --> 02:02:59.185]  So this is actually a big pharma mass death campaign, as much as it is coronavirus.
[02:02:59.185 --> 02:03:04.329]  And I believe most of the people who are dying are people who are on high blood pressure drugs, by the way.
[02:03:04.329 --> 02:03:07.011]  That has been strongly associated with the deaths so far.
[02:03:07.011 --> 02:03:08.772]  So the drugs are killing people.
[02:03:08.772 --> 02:03:10.434]  It's a binary weapon system.
[02:03:10.434 --> 02:03:12.976]  First they get you on big pharma, then they release the virus.
[02:03:13.536 --> 02:03:19.718]  That specifically targets those who are deficient in nutrition and are taking prescription medications.
[02:03:19.718 --> 02:03:21.258]  That's who's dying right now.
[02:03:21.258 --> 02:03:29.520]  So if you out there listening, if you're overall healthy, you're not on big pharma's drugs, and you have good nutrition, your chances of dying from this are almost zero.
[02:03:29.520 --> 02:03:30.161]  Almost zero.
[02:03:30.161 --> 02:03:31.381]  Not quite, but very close.
[02:03:33.905 --> 02:03:43.030]  Well, Mike, I tell you, it's just a crazy time to be alive and to be watching all of this unfold and the villainy of the Democratic Party in the media.
[02:03:43.030 --> 02:03:52.595]  But when you realize they're literally owned by the Chai Koms and the Globalists and they're just following orders, it won't matter if it destroys Pelosi or destroys Brian Williams or destroys Hillary.
[02:03:52.595 --> 02:03:55.037]  They're just following their operation.
[02:03:55.037 --> 02:03:59.879]  They're just carrying it out like human wave attacks when the Chinese attacked us in Korea.
[02:03:59.879 --> 02:04:00.760]  They're just zombies.
[02:04:01.581 --> 02:04:05.122]  Well, humanity is the enemy of the globalists, and especially of the communists.
[02:04:05.122 --> 02:04:07.403]  And so, this is what the war looks like.
[02:04:07.403 --> 02:04:10.444]  This is the info war, and it's the bio war.
[02:04:10.444 --> 02:04:11.304]  We're living it now.
[02:04:11.304 --> 02:04:12.345]  You're seeing it.
[02:04:12.345 --> 02:04:14.866]  It has come to your door, if you're in New York City.
[02:04:14.866 --> 02:04:21.408]  You know, where they're lifting bodies with forklifts on pallets into reefer trucks to transport all the bodies out of there.
[02:04:21.408 --> 02:04:25.049]  This is what a total global communist war against humanity looks like, folks.
[02:04:25.049 --> 02:04:26.150]  This is it.
[02:04:26.150 --> 02:04:29.531]  And we better get smart and survive this, and I think we know how now.
[02:04:30.091 --> 02:04:30.311]  Thank you.
[02:04:54.551 --> 02:05:01.553]  Every week, every day, every hour, every minute, every second right now is critical.
[02:05:01.553 --> 02:05:05.175]  History is happening right in front of us, and we can't be spectators.
[02:05:05.175 --> 02:05:10.016]  We've got to be men and women in the arena, regardless of race, color, creed, age, sexual preference.
[02:05:10.016 --> 02:05:11.057]  It doesn't matter.
[02:05:11.057 --> 02:05:16.599]  The globalists with the shy comms and others are openly trying to plunge our economy and start a new depression.
[02:05:16.599 --> 02:05:20.440]  China, who hyped up this virus, is now back to work and ramping up their economy.
[02:05:20.800 --> 02:05:36.049]  All ours is going into a free fall spiral and Trump's desperately trying to restart it and create confidence and the globalist corporate media that was worshipping China just a month or so ago and their response is saying Trump is terrible because they want America to fail.
[02:05:36.349 --> 02:05:37.730]  They want you to fail.
[02:05:37.730 --> 02:05:39.150]  But you can expose them.
[02:05:39.150 --> 02:05:40.171]  You can speak out.
[02:05:40.171 --> 02:05:47.534]  You can share the articles and videos and reports at InfoWars and Band.Video that expose them and the globalists will go down.
[02:05:47.534 --> 02:05:49.735]  It's already blowing up in their face right now.
[02:05:49.735 --> 02:05:55.738]  So press the attack on the InfoWars and defeat the NWO.
[02:05:55.738 --> 02:05:58.079]  Rollin', rollin', rollin'.
[02:05:58.079 --> 02:05:59.600]  Rollin', rollin', rollin'.
[02:06:09.721 --> 02:06:10.483]  They wanna hurt us!
[02:06:12.606 --> 02:06:15.228]  I want to control us.
[02:06:15.228 --> 02:06:16.409]  Get him up!
[02:06:16.409 --> 02:06:16.569]  So...
[02:06:42.050 --> 02:07:05.288]  Yeah, the globalists are trying to herd us into their cashless society, into their drone surveillance, into their forced inoculations, and desperately trying to hide the fact that high dosages of zinc before you get the virus are almost impregnable in the studies.
[02:07:05.288 --> 02:07:07.549]  It's like an Abrams tank and you're shooting at it with a .357 Magnum.
[02:07:10.440 --> 02:07:14.305]  57 Magimal shoots through a car door and kill you.
[02:07:14.305 --> 02:07:15.046]  Or at least hurt you.
[02:07:15.046 --> 02:07:19.772]  But you shoot an Abrams tank with it, it doesn't even put a dent in it.
[02:07:19.772 --> 02:07:23.737]  Because it's made out of depleted uranium.
[02:07:23.737 --> 02:07:25.580]  And armored steel.
[02:07:25.580 --> 02:07:27.963]  And if you've got zinc in your cells and around your cells,
[02:07:30.069 --> 02:07:32.751]  At high levels.
[02:07:32.751 --> 02:07:34.052]  You don't die.
[02:07:34.052 --> 02:07:34.853]  In almost every case.
[02:07:34.853 --> 02:07:36.555]  And that pisses the globalist off.
[02:07:36.555 --> 02:07:38.676]  And then if you have hydroxychloroquine that drives up the cells.
[02:07:38.676 --> 02:07:42.520]  And now, they took me off Google App last week.
[02:07:42.520 --> 02:07:43.040]  Banned it.
[02:07:43.040 --> 02:07:44.441]  Saying, I said that.
[02:07:44.441 --> 02:07:46.483]  That hydroxychloroquine was a promising treatment.
[02:07:46.483 --> 02:07:49.446]  Because Fauci said it on Wednesday that he would prescribe it.
[02:07:49.446 --> 02:07:53.589]  Well, they ordered the FDA to legalize it today for all doctors to use.
[02:07:53.589 --> 02:07:55.211]  It already really was.
[02:07:55.211 --> 02:07:56.492]  There were prohibitions by governors.
[02:07:58.786 --> 02:08:07.973]  Just so massive that they tried to hide that and that Twitter banned the Brazilian President's tweets talking about it and Zinc.
[02:08:07.973 --> 02:08:10.034]  They can't stop you though for now.
[02:08:10.034 --> 02:08:11.275]  They probably will block it soon.
[02:08:11.275 --> 02:08:13.497]  Just type in Zinc antiviral.
[02:08:13.497 --> 02:08:15.758]  Zinc antiviral coronavirus.
[02:08:15.758 --> 02:08:26.386]  And you'll get studies from five years ago, a year ago, from prestigious universities and hospitals with the coronavirus family being knocked out by Zinc.
[02:08:28.327 --> 02:08:29.508]  Amazing.
[02:08:29.508 --> 02:08:33.770]  They've got university studies where they put breathing masks on people and aerosolize it in.
[02:08:33.770 --> 02:08:34.490]  Go to a doctor.
[02:08:34.490 --> 02:08:35.231]  Talk to them about it.
[02:08:35.231 --> 02:08:36.031]  I'm not a doctor.
[02:08:36.031 --> 02:08:37.852]  I'm telling you the promising news.
[02:08:37.852 --> 02:08:41.654]  But they want you scared.
[02:08:41.654 --> 02:08:43.615]  They want to sell deadly vaccines to you.
[02:08:43.615 --> 02:08:46.176]  And let me tell you how else they want you scared.
[02:08:46.176 --> 02:08:51.178]  Remember ABC News got caught showing footage of Knob Creek machine gun shootout.
[02:08:51.178 --> 02:08:52.719]  The minute I saw it, it was Knob Creek.
[02:08:52.719 --> 02:08:53.980]  Every year for decades they go.
[02:08:55.486 --> 02:09:05.528]  A couple hundred people line up with full-auto machine guns with tracer rounds, and then they start shooting tannerite and gasoline cans.
[02:09:05.528 --> 02:09:09.588]  And again, they blow up in big 5-10 foot tall mushroom clouds.
[02:09:09.588 --> 02:09:22.351]  ABC cropped it, turned down the light levels and said, Kurdish city being vaporized by the evil Turks under Trump's command.
[02:09:22.351 --> 02:09:23.691]  It was all a lie.
[02:09:25.523 --> 02:09:26.904]  But we're not supposed to question them.
[02:09:26.904 --> 02:09:27.084]  No, no, no.
[02:09:27.084 --> 02:09:31.066]  We're not supposed to question Smollett or question any mass shooting.
[02:09:31.066 --> 02:09:35.728]  Just don't question it, or the Democrats will sue you.
[02:09:35.728 --> 02:09:39.970]  Well, it's an Infowars.com article by Don Salazar.
[02:09:39.970 --> 02:09:40.751]  Needs to go viral.
[02:09:41.863 --> 02:09:49.130]  CBS slammed for using coronavirus footage from Italian hospital to portray New York City.
[02:09:49.130 --> 02:09:56.537]  So they show you a bunch of old people and others, an overcrowded hospital, and they don't show you that the other hospitals aren't actually crowded in New York.
[02:09:56.537 --> 02:09:58.699]  We have that footage for you next hour.
[02:09:58.699 --> 02:10:06.145]  In fact, we'll roll some of that B-roll in a moment after we play this, but here is the video from Sky News.
[02:10:06.145 --> 02:10:07.447]  CBS also ran this.
[02:10:07.447 --> 02:10:07.747]  Here it is.
[02:10:10.595 --> 02:10:13.397]  The patients are literally gasping for air.
[02:10:13.397 --> 02:10:23.725]  The plastic bubbles the staff struggle to communicate through attempt to equalise the air pressure in the lungs.
[02:10:29.258 --> 02:10:30.779]  Nobody expected this.
[02:10:30.779 --> 02:10:34.141]  Nobody thought they'd be treating so many so quickly.
[02:10:34.141 --> 02:10:35.962]  And it's not like flu.
[02:10:35.962 --> 02:10:37.943]  It is chronic pneumonia.
[02:10:37.943 --> 02:10:40.424]  And it is killing hundreds each day.
[02:10:40.424 --> 02:10:42.185]  There are now 15 patients.
[02:10:42.185 --> 02:10:49.329]  The doctors say they've seen nothing like it before and are warning other countries, especially the United Kingdom, that they will see it as well.
[02:10:50.149 --> 02:10:52.411]  People keep describing it as like flu.
[02:10:52.411 --> 02:10:54.932]  It's worse than that, no?
[02:10:54.932 --> 02:10:55.633]  No.
[02:10:55.633 --> 02:10:57.254]  It's totally another thing.
[02:10:57.254 --> 02:11:00.416]  I think it must... And it goes on from there.
[02:11:00.416 --> 02:11:07.260]  And then towards the end, we have the sandwich video of CBS News running it, but not showing you they're Italians and saying it was New York.
[02:11:08.584 --> 02:11:15.448]  CBS News is being called out for airing footage from an Italian hospital during a report on New York hospitals being overwhelmed.
[02:11:15.448 --> 02:11:27.276]  CBS Morning News ran the report in question, was uploaded to YouTube March 25th, and covers the New York Governor Andrew Cuomo talking the Trump administration to task for not providing more ventilators.
[02:11:27.276 --> 02:11:30.218]  So you see that piece of black propaganda is what it's called.
[02:11:31.374 --> 02:11:32.274]  Saying there's not enough ventilators.
[02:11:32.274 --> 02:11:34.656]  We actually have a giant stockpile of them, he had to admit.
[02:11:34.656 --> 02:11:35.716]  Read the transcript.
[02:11:35.716 --> 02:11:36.917]  CBS reporter.
[02:11:36.917 --> 02:11:41.959]  New York's governor says FEMA gave the state 400 ventilators.
[02:11:41.959 --> 02:11:43.140]  To that, he said this.
[02:11:44.991 --> 02:11:46.572]  And he goes on to say Trump won't give him ventilators.
[02:11:46.572 --> 02:11:48.034]  And they go, look, our people are dying.
[02:11:48.034 --> 02:11:49.014]  Total lie.
[02:11:49.014 --> 02:11:49.955]  All fake.
[02:11:49.955 --> 02:11:51.457]  Giant hoax.
[02:11:51.457 --> 02:11:53.238]  Dr. McCabe, shot please.
[02:11:53.238 --> 02:11:57.822]  So again, you can see right here, the Sky News about Italy.
[02:11:57.822 --> 02:12:02.586]  They run the same footage, cover it all up, and say that it is New York City.
[02:12:02.586 --> 02:12:06.049]  Now let's go ahead and run some of the CBS Morning Report here.
[02:12:06.049 --> 02:12:07.491]  Go ahead and back that up and here it is.
[02:12:10.498 --> 02:12:13.941]  I would be lying if I didn't say there's incredible amounts of stress.
[02:12:13.941 --> 02:12:25.613]  Across the river from New York, at Holy Name Medical Center in New Jersey, the Chief Infectious Disease Specialist says his hospital has just 10 ventilators, barely enough for now.
[02:12:25.613 --> 02:12:29.777]  But if the worst is yet to come, as we're expecting, then it won't be.
[02:12:29.777 --> 02:12:33.981]  The Mayor of Los Angeles says New York could be a preview of what's to come.
[02:12:34.676 --> 02:12:40.043]  We are anywhere from about 6 to 12 days behind what we are seeing in New York City.
[02:12:53.519 --> 02:12:56.241]  Roll some of the compilation footage for TV viewers.
[02:12:56.241 --> 02:12:59.323]  We're going to air the audio of this in the Ford Tower with Robert Barnes.
[02:12:59.323 --> 02:13:05.166]  Of the empty hospitals all over New York, all over Connecticut, all over Texas, all over California.
[02:13:05.166 --> 02:13:07.207]  We even have seen reporters go out and ask the police.
[02:13:07.207 --> 02:13:09.789]  They go, yeah, this place was full two weeks ago.
[02:13:09.789 --> 02:13:10.489]  Now no one's here.
[02:13:10.489 --> 02:13:12.411]  It's all empty.
[02:13:12.411 --> 02:13:15.432]  But they tell you that they're all full.
[02:13:15.432 --> 02:13:17.894]  Ladies and gentlemen, we have hours of this.
[02:13:17.894 --> 02:13:21.276]  There are hundreds of clips all over Twitter.
[02:13:23.226 --> 02:13:25.166]  Of empty parking lots, empty everywhere.
[02:13:25.166 --> 02:13:33.488]  And the people show the local news, showing it full, they go there and it's empty.
[02:13:33.488 --> 02:13:46.991]  You just saw bombshell footage, or you heard it if you're a radio listener, of them saying that a crowded hospital in Italy, with people on ventilators and respirators, like Darth Vader, is America.
[02:13:46.991 --> 02:13:49.632]  On CBS News, this is the deception.
[02:13:52.435 --> 02:14:02.019]  We've got to just put together like a little three-minute concise report after the show on this and get it to go out because this is just unbelievable.
[02:14:02.019 --> 02:14:04.940]  So they're definitely fear-mongering at a new level.
[02:14:04.940 --> 02:14:15.704]  We have a special guest joining us to talk about how the globalists want to cause a civil war and civil unrest with this and how if Trump doesn't get his way to open the country back up in the next few weeks and we don't use the antivirals like zinc
[02:14:17.222 --> 02:14:22.223]  And selenium is also excellent, and vitamin D, vitamin, vitamin D3.
[02:14:22.223 --> 02:14:31.606]  If we don't do that, and if the Google and Facebook and Twitter are able to block this, then we will have the hospitals overwhelmed, because this is a serious virus.
[02:14:31.606 --> 02:14:42.049]  But if you are loaded up on D3, and you're loaded up on zinc, it doesn't mean you're bulletproof, but it's like wearing level 3 body armor.
[02:14:42.049 --> 02:14:43.830]  It's, don't look at the studies for yourself.
[02:14:43.830 --> 02:14:44.810]  They are so pissed at me.
[02:14:45.925 --> 02:14:46.766]  But it's a fact.
[02:14:46.766 --> 02:14:48.787]  And they're pissed at the president.
[02:14:48.787 --> 02:14:50.868]  They're pissed at the president of Brazil.
[02:14:50.868 --> 02:14:54.331]  And Trump, even last night in his press conference, was like, well, we're doing the studies now.
[02:14:54.331 --> 02:14:56.172]  I heard it was very promising in Europe, but we'll see.
[02:14:56.172 --> 02:14:59.374]  I have a feeling it's going to come out to be really good, because he knows the studies.
[02:14:59.374 --> 02:15:02.416]  It's in the high 90s.
[02:15:02.416 --> 02:15:04.157]  And that's when you're already sick.
[02:15:04.157 --> 02:15:07.780]  I'm going to say it again.
[02:15:07.780 --> 02:15:09.241]  If you don't have enough zinc in your body,
[02:15:10.094 --> 02:15:16.900]  And you take this hydroxychloroquine from what I've read, it does weird things to your tissues because it just forces zinc into the cells.
[02:15:16.900 --> 02:15:18.481]  But what if there's not already enough zinc there?
[02:15:18.481 --> 02:15:19.982]  It does some weird things.
[02:15:19.982 --> 02:15:21.944]  You need the zinc before.
[02:15:21.944 --> 02:15:23.145]  You need the zinc before.
[02:15:23.145 --> 02:15:25.987]  And by the way, a month ago zinc was sold out everywhere.
[02:15:25.987 --> 02:15:28.709]  You can't find it hardly anywhere.
[02:15:28.709 --> 02:15:33.273]  Because people are smart and they do their own damn research.
[02:15:33.273 --> 02:15:37.276]  There's one big study, effects of zinc salts on respiratory virus replication.
[02:15:37.276 --> 02:15:37.957]  That's in children.
[02:15:39.281 --> 02:15:41.964]  I remember correctly, I can't read from that far away.
[02:15:41.964 --> 02:15:43.185]  But, uh, yeah, there it is.
[02:15:43.185 --> 02:15:45.968]  Yeah, pediatric patients.
[02:15:45.968 --> 02:15:50.634]  And you read it, over a 90% success rate in people that were going to be terminal.
[02:15:50.634 --> 02:15:52.436]  But, Google doesn't want you to know that!
[02:15:53.502 --> 02:15:56.943]  Attention all radio listeners who still need food supplies.
[02:15:56.943 --> 02:16:06.305]  If you've thought about the implication of food-related supply chain disruptions and are concerned about the coming quarantines, this will be the most important message you will ever hear.
[02:16:06.305 --> 02:16:07.225]  Here's why.
[02:16:07.225 --> 02:16:11.306]  In the next few days, all Americans will face extremely hard choices.
[02:16:11.306 --> 02:16:19.428]  If we've learned anything from China and Italy, it's that quarantines and enforced lockdowns are just a few days away here in the U.S.
[02:16:19.428 --> 02:16:22.089]  Listen, while dehydrated food is becoming scarce,
[02:16:22.429 --> 02:16:27.593]  You can still get enough open pollinated heirloom seeds to grow a one acre crisis garden.
[02:16:27.593 --> 02:16:34.379]  The truth is, growing nutrient-dense vegetables in the days ahead may actually be the single most important thing you do.
[02:16:34.379 --> 02:16:39.784]  Go to survivalseedbank.com and watch the new video to understand the nature of the threat.
[02:16:39.784 --> 02:16:41.065]  This could be life-saving!
[02:16:41.425 --> 02:16:44.307]  Lockdowns can last from six to eight weeks.
[02:16:44.307 --> 02:16:45.908]  Get free bonus seeds.
[02:16:45.908 --> 02:16:47.790]  Special quarantine reports, too.
[02:16:47.790 --> 02:16:50.091]  Go to survivalseedbank.com.
[02:16:50.091 --> 02:16:51.932]  That's survivalseedbank.com.
[02:16:53.427 --> 02:16:56.429]  We can all agree these are troubled times, right?
[02:16:56.429 --> 02:16:59.351]  So do you know who's on your wireless network?
[02:16:59.351 --> 02:17:06.555]  Whether it's a big company selling your data, or a foreign hacker, if you're not protected, everybody sees your information.
[02:17:06.555 --> 02:17:11.799]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[02:17:11.799 --> 02:17:19.384]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[02:17:19.384 --> 02:17:22.886]  And not just one, but all your devices with one out-of-the-box setup.
[02:17:23.146 --> 02:17:32.313]  Plus, Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[02:17:32.313 --> 02:17:35.536]  Call or click Flash Routers today at 1-866-509-5817 or F-L-A-S-H-R-O-U-T-E-R-S dot com.
[02:17:35.536 --> 02:17:36.677]  That's 1-866-509-5817 or FlashRouters.com.
[02:17:36.677 --> 02:17:41.621]  Protect your wireless home network today with Flash Routers.
[02:17:55.524 --> 02:17:57.945]  We told you it was coming.
[02:17:57.945 --> 02:18:05.429]  We told you they'd use a virus to scare everyone into submission and set up martial law and quarantines and lockdowns and now it's here.
[02:18:05.429 --> 02:18:07.110]  And I'm here to tell you the rest of the story.
[02:18:07.110 --> 02:18:08.270]  Three things we all need to do.
[02:18:08.270 --> 02:18:10.651]  Pray to God for justice.
[02:18:10.651 --> 02:18:11.792]  Seek his face and repent.
[02:18:12.592 --> 02:18:18.759]  Get politically active and wake others up to understand this is the world government, the cashless society that's all being announced.
[02:18:18.759 --> 02:18:24.586]  And get prepared yourselves and boost your immune systems and get high quality food.
[02:18:24.586 --> 02:18:26.488]  And we're able to ship storable food again.
[02:18:27.449 --> 02:18:32.111]  Our supplier has expanded their factories and now are able to take new orders.
[02:18:32.111 --> 02:18:33.591]  And it's not about this virus, folks.
[02:18:33.591 --> 02:18:35.312]  That's only the trigger, the detonator.
[02:18:35.312 --> 02:18:40.714]  It's about what's coming in the future when elections may be cancelled, with the globalists trying to implode the economy.
[02:18:40.714 --> 02:18:45.576]  This is just the beginning of the crisis, not the middle and not the end.
[02:18:45.576 --> 02:18:49.017]  So get prepared now while you still can at InfoWarshaw.com.
[02:18:49.017 --> 02:18:51.338]  And please be Paul Revere's and spread the word.
[02:18:54.116 --> 02:19:04.341]  You have to look really hard at mainstream television news and print media and mainstream establishment media news sites to find it.
[02:19:04.341 --> 02:19:07.182]  I did extensive searches online with different search engines.
[02:19:07.182 --> 02:19:18.968]  I did a bunch of research looking at different TV archives and I couldn't find hardly anything except a couple local news stories with medical doctors on there talking about zinc.
[02:19:19.588 --> 02:19:20.449]  Zinc.
[02:19:20.449 --> 02:19:21.309]  Zinc.
[02:19:21.309 --> 02:19:26.133]  The element on the periodic table that is essential to life.
[02:19:26.133 --> 02:19:39.884]  And that is the most anti-viral natural compound out there in thousands and thousands of studies by the most prestigious universities, including big studies on the coronavirus family.
[02:19:40.584 --> 02:19:42.285]  So, do yourself a favor.
[02:19:42.285 --> 02:19:46.468]  Search engine, zinc and antiviral.
[02:19:46.468 --> 02:19:47.169]  Three words.
[02:19:47.169 --> 02:19:49.310]  Zinc, antiviral.
[02:19:49.310 --> 02:19:50.751]  Zinc, antiviral.
[02:19:50.751 --> 02:19:51.752]  Do yourself a favor.
[02:19:51.752 --> 02:19:56.935]  Zinc, antiviral.
[02:19:56.935 --> 02:19:59.617]  You're listening to the Alex Jones Show.
[02:20:07.398 --> 02:20:19.428]  From the hands it came down, From the side it came down, From the feet it came down, And ran to the ground.
[02:20:19.428 --> 02:20:29.756]  Between heaven and hell, A teardrop fell, In the deep crimson dew, The tree of life grew.
[02:20:32.814 --> 02:20:38.219]  And the blood gave life to the branches of the tree.
[02:20:38.219 --> 02:20:43.364]  And the blood was the price that set the captives free.
[02:20:43.364 --> 02:20:54.234]  And the numbers that came through the fire and the flood clung to the tree and were redeemed by the blood.
[02:20:54.234 --> 02:20:55.915]  We are back live broadcasting worldwide.
[02:20:56.926 --> 02:20:58.406]  I'm your host Alex Jones.
