[00:00:18.817 --> 00:00:19.797]  You want answers?
[02:00:35.646 --> 02:00:41.748]  I'm David Knight and in this hour we're going to be talking to the former lawyer of Deborah Jean Palfrey.
[02:00:42.388 --> 02:00:47.550]  She was the, also known as the DC Madam, that's probably how you know her, the person that we were told
[02:00:48.331 --> 02:00:49.112]  Committed suicide.
[02:00:49.152 --> 02:00:50.793]  And of course, before the D.C.
[02:00:50.833 --> 02:01:03.785]  Madam had committed suicide by hanging herself, there was also another prostitute who had been involved in these same high-profile clients who had committed suicide, we're told, the same way.
[02:01:04.445 --> 02:01:05.206]  By hanging herself.
[02:01:06.380 --> 02:01:09.102]  Now, we have the interviews, and we've played these many times.
[02:01:09.122 --> 02:01:18.869]  We'll play them also in this hour, where Alex Jones is, I believe, the last person to talk to the DC Madam, and he clarified with her that she was not at all suicidal.
[02:01:18.969 --> 02:01:20.911]  She was very adamant that she was not suicidal.
[02:01:20.931 --> 02:01:25.934]  He looked at the handwriting, did not, the suicide note did not look like her handwriting, and of course,
[02:01:27.515 --> 02:01:30.096]  90% of the women who commit suicide do it with pills.
[02:01:30.276 --> 02:01:33.678]  It's very rare for women to commit suicide by hanging themselves.
[02:01:33.698 --> 02:01:38.539]  Of course, two of them committed suicide back-to-back that way in that same particular case.
[02:01:38.599 --> 02:01:39.640]  Now, why is this coming up?
[02:01:40.400 --> 02:01:47.543]  Well, this is coming up because her former lawyer, Montgomery Blair Sibley, who's going to be joining us in the next segment,
[02:01:48.433 --> 02:01:54.260]  I said that he has information that he believes is significant to the current presidential election.
[02:01:54.420 --> 02:01:55.621]  That time is of the essence.
[02:01:55.661 --> 02:01:56.943]  He went before the Supreme Court.
[02:01:57.583 --> 02:02:00.046]  He requested that this information be released.
[02:02:00.066 --> 02:02:02.129]  We're going to talk to him about the updates on that.
[02:02:03.137 --> 02:02:06.659]  Also we're going to have in the fourth hour, Paul Joseph Watson is going to be joining us.
[02:02:06.679 --> 02:02:08.840]  We have a story that's up on Infowars.com.
[02:02:09.501 --> 02:02:14.364]  Chaos as Social Justice Warrior Students Crash Students for Trump Meeting.
[02:02:14.384 --> 02:02:24.069]  Now what's interesting about this is that this was a relatively small number of students for Trump at a very, very liberal university, Portland State University.
[02:02:24.109 --> 02:02:25.530]  And I tell you, I've been to Portland.
[02:02:25.790 --> 02:02:27.651]  We went there for vacation.
[02:02:27.712 --> 02:02:28.852]  Beautiful, beautiful place.
[02:02:28.892 --> 02:02:29.533]  We were walking down.
[02:02:30.313 --> 02:02:45.561]  This former elementary school that is now a very nice hotel restaurant area just to look at the architecture and as we're walking down the halls I hear this meeting with all of the talking points of the politically correct left about white privilege and everything.
[02:02:45.581 --> 02:02:46.702]  I just couldn't believe it.
[02:02:46.722 --> 02:02:47.643]  It was just scripted.
[02:02:48.243 --> 02:02:52.225]  And I stopped and just went into the room for a while and just watched it.
[02:02:52.265 --> 02:02:55.547]  It's absolutely unbelieving but that is the way Portland is.
[02:02:55.607 --> 02:02:57.068]  Now they had a group of a hundred
[02:02:57.668 --> 02:03:02.912]  Students show up at this Portland State University to intimidate the students for Trump.
[02:03:02.932 --> 02:03:04.974]  You can see the b-roll footage there.
[02:03:05.474 --> 02:03:08.216]  It was a massive number of people and of course they called the police.
[02:03:08.236 --> 02:03:09.457]  The police would never come.
[02:03:09.857 --> 02:03:13.440]  And why are you not hearing about this from the media?
[02:03:13.600 --> 02:03:22.267]  Why is it not a story when anti-Trump socialists continue to crash political meetings because they don't like your point of view?
[02:03:23.339 --> 02:03:25.380]  To intimidate and to shut down your free speech.
[02:03:26.180 --> 02:03:27.061]  This is the pattern.
[02:03:27.541 --> 02:03:33.724]  This is the pattern of confrontation, censorship, intimidation, threats of violence, getting in their face.
[02:03:33.824 --> 02:03:35.245]  That's what we're seeing here with this.
[02:03:35.285 --> 02:03:38.146]  We can't play it because there is so much language on there.
[02:03:38.166 --> 02:03:39.567]  We can't run this on the radio.
[02:03:39.887 --> 02:03:41.488]  But that's what we see over and over again.
[02:03:41.548 --> 02:03:43.869]  Of course, it doesn't happen on the right.
[02:03:43.969 --> 02:03:50.172]  You don't see people crashing in and trying to shut down Bernie Sanders rallies, except for the Black Lives Matter people.
[02:03:50.212 --> 02:03:51.333]  He allowed them to do that.
[02:03:52.830 --> 02:03:54.691]  Presumably, I guess he agrees with them.
[02:03:54.731 --> 02:03:58.733]  But you don't see Trump people going and trying to shut down Hillary Clinton's rallies.
[02:03:58.753 --> 02:04:02.415]  There's a guy right in his face, trying to get violent with him.
[02:04:02.575 --> 02:04:03.955]  You don't see that happening on the other side.
[02:04:03.975 --> 02:04:18.802]  Of course, you do see, on the right-hand side, you do see the social justice warriors like Megyn Kelly and Michelle Fields, who cannot figure out whether they want to be victims or power women, and they're kind of vacillating back and forth between those two.
[02:04:18.822 --> 02:04:20.183]  They do want to shut people down.
[02:04:20.981 --> 02:04:23.744]  And of course it was not covered that much this last weekend.
[02:04:24.224 --> 02:04:33.494]  Megyn Kelly told Charlie Rose that she thought that CNN shouldn't have covered interviews with Donald Trump when he did not go to her debates.
[02:04:33.574 --> 02:04:34.575]  They should have censored him.
[02:04:34.595 --> 02:04:37.278]  They should have banned him from television because that's the way you handle it.
[02:04:37.318 --> 02:04:40.282]  And she said, we should do this to support the First Amendment.
[02:04:40.888 --> 02:04:44.570]  No, the First Amendment is about a free marketplace of ideas.
[02:04:45.130 --> 02:04:48.032]  And it's about competition in that marketplace, if it's about anything.
[02:04:48.272 --> 02:04:52.794]  There's very little of that in the mainstream media, but what little of it does exist?
[02:04:53.615 --> 02:04:57.497]  These social justice warriors, like Megyn Kelly, want to shut it down.
[02:04:57.557 --> 02:04:59.738]  Stay with us, we're going to be right back with the D.C.
[02:04:59.778 --> 02:05:00.658]  Madam's lawyer.
[02:05:01.359 --> 02:05:02.939]  What is in these records?
[02:05:03.039 --> 02:05:04.580]  Whose name is in these records?
[02:05:04.960 --> 02:05:05.741]  Find out when we come back.
[02:05:09.655 --> 02:05:10.656]  Brain Force is here.
[02:05:11.197 --> 02:05:13.459]  Ladies and gentlemen, I've been on this the last few months.
[02:05:13.740 --> 02:05:21.567]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[02:05:22.338 --> 02:05:25.920]  One of the worst things with most energy products is it's not sustainable, right?
[02:05:25.940 --> 02:05:28.281]  You're gonna crash, you're gonna feel really bad afterwards.
[02:05:28.641 --> 02:05:32.163]  This has a bunch of different antioxidants and compounds and polyphenols.
[02:05:32.203 --> 02:05:35.345]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[02:05:35.845 --> 02:05:40.628]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[02:05:41.188 --> 02:05:43.009]  For example, the L-theanine inside of it.
[02:05:43.370 --> 02:05:47.692]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[02:05:47.952 --> 02:05:49.993]  This just increases the compounds you already have.
[02:05:50.573 --> 02:05:52.054]  This is what you're actually designed to run on.
[02:05:52.194 --> 02:05:52.434]  Exactly.
[02:05:52.454 --> 02:05:56.235]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[02:05:56.755 --> 02:06:04.058]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[02:06:09.434 --> 02:06:12.775]  The globalist social engineers are not just targeting us with propaganda.
[02:06:12.895 --> 02:06:15.175]  They are manipulating our genetics.
[02:06:15.335 --> 02:06:23.718]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[02:06:23.978 --> 02:06:27.318]  The key is to be aware of this attack and to fight back against it.
[02:06:27.478 --> 02:06:37.781]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[02:06:38.121 --> 02:06:45.387]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[02:06:45.607 --> 02:06:47.489]  I've always believed in nutrition and herbs.
[02:06:47.829 --> 02:06:55.375]  Supermail Vitality was developed to activate your body's own natural processes, instead of using synthetic chemicals.
[02:06:55.775 --> 02:07:01.961]  Supermail Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[02:07:02.261 --> 02:07:09.188]  Visit InfoWarsLife.com today to secure your Supermail Vitality and other powerful products from InfoWars Life.
[02:07:10.834 --> 02:07:14.236]  Thousands of years ago, there was a basic form of chivalry.
[02:07:14.597 --> 02:07:21.721]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[02:07:22.342 --> 02:07:30.707]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[02:07:30.968 --> 02:07:35.070]  But in the 21st century, there are silent weapons for quiet war.
[02:07:35.370 --> 02:07:40.534]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality.
[02:07:40.954 --> 02:07:44.775]  Turn off our hormones and accelerate our journey towards death.
[02:07:45.196 --> 02:07:48.277]  I personally counter this onslaught with AnthroPlex.
[02:07:48.597 --> 02:07:59.681]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[02:07:59.741 --> 02:08:02.422]  Discover why AnthroPlex is turning so many heads today.
[02:08:02.642 --> 02:08:08.604]  It's time for us to take our bodies back into our own hands and it starts at Infowarslife.com with AnthroPlex.
[02:08:19.705 --> 02:08:23.608]  If you are receiving this transmission, you are the resistance.
[02:08:24.088 --> 02:08:26.429]  You're listening to Alex Jones.
[02:08:30.092 --> 02:08:31.432]  Welcome back to the Alex Jones Show.
[02:08:31.452 --> 02:08:36.816]  I'm David Knight and we're going to be talking to the lawyer of the DC Madam, Deborah Jean Palfrey.
[02:08:36.976 --> 02:08:41.659]  She supposedly had committed suicide about 10 years ago.
[02:08:43.385 --> 02:08:46.045]  She was a, uh, the D.C.
[02:08:46.066 --> 02:08:50.186]  Madam who had a lot of information and phone numbers on powerful people in Washington.
[02:08:50.506 --> 02:08:52.927]  Politicians, staff members, many others.
[02:08:53.667 --> 02:08:55.207]  Who could lose their careers?
[02:08:56.207 --> 02:09:02.829]  And we had a Senator of Bitter who did lose his career once his name was discovered in the lists.
[02:09:03.409 --> 02:09:05.269]  Now, it's been some time.
[02:09:05.289 --> 02:09:10.330]  We want to talk to the lawyer because this has resurfaced after the stories from the National Enquirer.
[02:09:11.192 --> 02:09:17.176]  Talking about how Ted Cruz had had accusing him alleging that he had had affairs with multiple women.
[02:09:17.716 --> 02:09:26.702]  There were also prior to the National Enquirer story going back several weeks I think to the beginning of March was when the Marco Rubio camp was
[02:09:27.657 --> 02:09:31.160]  Putting a story around about Ted Cruz and former liaisons.
[02:09:31.200 --> 02:09:39.386]  There was also a release from Anonymous saying that they had information about Ted Cruz and situations that he had been involved in.
[02:09:39.686 --> 02:09:44.450]  Then calling on him to quit the campaign or they would release this information.
[02:09:44.810 --> 02:09:48.032]  Now we have the lawyer, the former lawyer of DC Madam,
[02:09:49.304 --> 02:09:54.349]  And he says he has a lot of records that he believes are relevant to the current election campaign.
[02:09:54.369 --> 02:09:59.874]  He believes that time is of the essence, that the population, the voting population needs to see this information.
[02:10:00.855 --> 02:10:13.146]  And our information from him says that he is in sole possession of over 2,500 emails from and to Jean Palfrey, and the only one with full knowledge of what transpired during those last 20 months of her life.
[02:10:13.726 --> 02:10:19.138]  It was compelled by her express direction to him to tell her story in the event of her death.
[02:10:19.987 --> 02:10:22.228]  He's been practicing law for over 25 years.
[02:10:22.308 --> 02:10:23.789]  Most recently, he's engaged the U.S.
[02:10:23.809 --> 02:10:35.475]  Supreme Court in a series of lawsuits challenging that court's assertion of discretionary jurisdiction and personal immunity from suits alleging violation of federal statutes and the disposition of cases before them.
[02:10:36.195 --> 02:10:38.056]  This is Montgomery Blair Sibley.
[02:10:38.116 --> 02:10:41.598]  His website is montgomeryblairsibley.com.
[02:10:42.198 --> 02:10:43.659]  Thank you for joining us, Mr. Sibley.
[02:10:44.813 --> 02:10:47.994]  David, what a pleasure and indeed an honor to be on your show today.
[02:10:48.014 --> 02:10:50.134]  I really appreciate the opportunity.
[02:10:50.575 --> 02:10:56.996]  Well, I appreciate you putting this information out there, and we want to get an idea of exactly what you have.
[02:10:57.196 --> 02:10:58.917]  You've been under a gag order for some time.
[02:10:58.957 --> 02:11:03.778]  This is all nine, ten years old that this information has been around.
[02:11:03.838 --> 02:11:05.679]  Tell us about the gag order.
[02:11:05.719 --> 02:11:08.059]  Tell us what you can about the information that you have.
[02:11:09.460 --> 02:11:10.800]  Well, I'll start with the gag order.
[02:11:11.220 --> 02:11:12.741]  That was entered back in May of 2007.
[02:11:15.035 --> 02:11:19.300]  It was to prevent me from releasing any telephone numbers of the DC Madam.
[02:11:20.281 --> 02:11:32.013]  It was partially modified to let me release telephone numbers alone, which we did, and that's how, through the crowdsource, we identified various people of prominence.
[02:11:32.093 --> 02:11:36.217]  Dan Moldea particularly identified Senator Vitter as one of the more prominent people on the list.
[02:11:37.698 --> 02:11:39.459]  Subsequent orders were entered in the case.
[02:11:39.980 --> 02:11:44.804]  Oral orders, which were never reduced to writing, never appear on the docket, were entered in the case.
[02:11:45.304 --> 02:11:56.134]  And the sum and substance of it all is, I understand and believe I'm operating on an order not to release the names of the escorts or the clients of the escort service as of this day.
[02:11:56.935 --> 02:11:59.797]  Okay, now you appealed to the U.S.
[02:11:59.817 --> 02:12:01.859]  Supreme Court to release this gag order.
[02:12:01.919 --> 02:12:02.880]  Tell us what happened with that.
[02:12:03.956 --> 02:12:06.498]  Well, let me back up if I could, David, just a bit more.
[02:12:06.618 --> 02:12:14.784]  It was in January that, for other reasons, I was looking at these records and believed they became irrelevant to the presidential election cycle we're in.
[02:12:15.425 --> 02:12:24.932]  So I first went to the court that issued the orders, gagging me, if you will, restraining me, and they refused to let me file a request to modify the orders.
[02:12:26.173 --> 02:12:28.855]  As a result, I went to the appellate court in D.C.
[02:12:29.779 --> 02:12:35.704]  And challenge that refusal of the right to even file the request to modify the restraining orders.
[02:12:36.385 --> 02:12:45.492]  After two weeks I waiting and hearing no response and I'll just note it's now been 30 days and I still have had no response from the Circuit Court of Appeal.
[02:12:46.112 --> 02:12:49.255]  I then went to Chief Justice Roberts of the U.S.
[02:12:49.275 --> 02:12:52.778]  Supreme Court requesting his intervention in this matter.
[02:12:53.720 --> 02:13:03.390]  And of course, many of us are concerned about Justice Roberts himself having written both the concurring and dissenting opinions on Obamacare.
[02:13:03.890 --> 02:13:04.871]  Highly unusual.
[02:13:04.991 --> 02:13:10.317]  Many of us at the time believed that he perhaps had been blackmailed for whatever reason.
[02:13:10.337 --> 02:13:11.157]  We had no idea.
[02:13:11.718 --> 02:13:14.240]  But it was very, very unusual and of course
[02:13:14.921 --> 02:13:23.844]  The idea that the federal government can force people to buy something in the marketplace is something that none of us could find in the Constitution.
[02:13:24.225 --> 02:13:30.247]  And clearly, Justice Roberts couldn't find it either, so he wrote both the dissenting and the concurring opinion.
[02:13:30.687 --> 02:13:37.470]  Highly irregular, and now we have learned that both he and Ginsburg have been the subject of
[02:13:39.057 --> 02:13:40.738]  Phone taps and that sort of thing from the government.
[02:13:40.778 --> 02:13:46.621]  So that is something that we all need to worry about, and it is an issue when we're looking at political candidates, because they can be blackmailed.
[02:13:46.661 --> 02:13:54.926]  Because you have situations, as the National Enquirer has done in the past, exposing moral situations with Gary Hart, with John Edwards.
[02:13:54.986 --> 02:14:01.850]  That ended their careers, because these people can be blackmailed, but it also breaks faith with their image with the public.
[02:14:02.830 --> 02:14:03.731]  Tell us what's in these
[02:14:04.941 --> 02:14:08.662]  Uh, and these phone records that we've not previously seen, the ones that you're trying to get released.
[02:14:09.902 --> 02:14:12.023]  Well, here's the challenge technologically.
[02:14:12.563 --> 02:14:24.066]  David, you have a cell phone, telephone number, and that number belongs to you, and you know it, and anyone you give it to knows it, and of course the phone company, let's say it's AT&T, knows it, knows your name, your address.
[02:14:25.135 --> 02:14:30.817]  But nobody else can find that number because there is no white pages for cell phone telephone numbers.
[02:14:31.517 --> 02:14:37.600]  So while we were able to identify some of the numbers in the records, a large number of the numbers we couldn't identify.
[02:14:37.760 --> 02:14:48.564]  So I issued secret subpoenas, that is unknown to the government, to the major telephone companies asking them whose telephone numbers these are.
[02:14:48.604 --> 02:14:51.765]  And I gave them a list of about 6,000 telephone numbers.
[02:14:53.042 --> 02:14:59.427]  Those subpoenas went to Verizon Wireless, Altel, AT&T, T-Mobile, and some others.
[02:15:00.288 --> 02:15:15.521]  And as a result from Verizon Wireless, God bless them, they responded and gave me a list of 815 individuals and companies that had numbers in the telephone records of the escort service.
[02:15:15.541 --> 02:15:18.544]  Okay, so you were able to reverse those out.
[02:15:20.569 --> 02:15:25.012]  Yes, it's reverse engineering of the identities of the escorts and the customers of the escort service.
[02:15:25.812 --> 02:15:27.233]  Have those names been released?
[02:15:27.313 --> 02:15:29.054]  Are there presidential candidates within those 815?
[02:15:29.194 --> 02:15:33.477]  Is that what you're trying to get released with these appeals to the court?
[02:15:34.258 --> 02:15:39.641]  Well, David, let me be very clear in answering that compound question so there's no confusion.
[02:15:40.760 --> 02:15:50.085]  Those names have not been released because I believe they are under the court orders preventing me and everyone else who may think they have them or not have them from releasing those orders.
[02:15:50.865 --> 02:15:55.848]  If you do so, you're in violation of the court order, which is contempt, which is punishable by incarceration.
[02:15:56.748 --> 02:16:00.590]  And there originally, arguably, was a good reason for those orders.
[02:16:01.250 --> 02:16:04.672]  My position now is that those reasons have dissipated.
[02:16:05.410 --> 02:16:18.146]  And alternatively, my First Amendment right to give comment now trumps whatever original reasons existed for issuing those orders, and therefore I properly have asked to be heard on my motion to dissolve those restraining orders.
[02:16:18.627 --> 02:16:22.672]  The government will not let me file that request, and that's what all the litigation is about.
[02:16:23.453 --> 02:16:23.733]  I see.
[02:16:23.794 --> 02:16:38.912]  So, out of the 6,000 or so that you've got, you were able to get from Verizon about 800 of those that you were able to identify, but you cannot release the identification of those numbers without the court lifting this restraining order.
[02:16:38.932 --> 02:16:39.513]  Is that correct?
[02:16:39.793 --> 02:16:47.502]  Right, so I identified about 13% of the actors involved in the DC Madam's Escort Service over a 13-year period.
[02:16:47.962 --> 02:16:53.288]  That means, if my math is any good, I did not identify 87% of those actors.
[02:16:54.029 --> 02:17:02.218]  Now, in the ones that we identified, there were a fair amount of public actors, if you will, government or quasi-government officials.
[02:17:02.782 --> 02:17:03.223]  We only got 13%.
[02:17:04.585 --> 02:17:12.980]  Well, obviously, 87% is statistically likely to contain about five times more such people that I think we have the right to know about.
[02:17:14.079 --> 02:17:30.385]  Now when we look at the information, you got started on this, trying to release this information way back in January, and of course it was in March, way before this story came out in the National Enquirer, that we saw the action from the Rubio account as well as from Anonymous.
[02:17:30.765 --> 02:17:37.007]  It was reported that Anonymous was threatening Ted Cruz, saying that they had information that they believed
[02:17:37.727 --> 02:17:39.428]  LinkedIn with the DC matter.
[02:17:39.448 --> 02:18:05.434]  Now, of course, you can't comment on that specifically as to whether or not you have any information on that, but do they have information that, how much of this is out in the open in terms of, are all the 5,000 or so names out there in the open, or are there some additional names, as I read in the introduction, you said there was about 2,500 names that you had sole possession of, so I would assume those are not on the internet.
[02:18:05.774 --> 02:18:06.174]  Is that correct?
[02:18:07.134 --> 02:18:08.075]  That is correct.
[02:18:08.115 --> 02:18:16.520]  They were never released, and the telephone numbers I gave on to the telephone companies pursuant to these secret subpoenas were never released publicly.
[02:18:17.000 --> 02:18:19.842]  What everyone's claiming they have is the stuff that we did send out.
[02:18:19.882 --> 02:18:25.765]  I sent out 50 CDs containing, I don't know, 10,000 phone numbers or so, and those are still floating around.
[02:18:25.805 --> 02:18:30.368]  They've pretty much been identified or were unable to be identified in the course of things.
[02:18:30.768 --> 02:18:33.070]  No, what I'm talking about now is stuff that no one's ever seen before.
[02:18:34.042 --> 02:18:39.305]  Let me ask you about Debra Jean Palfrey, the DC Madam, and her supposed suicide.
[02:18:39.365 --> 02:18:42.808]  Do you believe it was a suicide, or do you believe that there was foul play involved?
[02:18:43.828 --> 02:18:44.729]  Your personal opinion.
[02:18:45.189 --> 02:18:49.812]  David, my personal opinion is I wake up and struggle with that answer on a regular basis.
[02:18:50.533 --> 02:19:00.599]  So many things about I know about that woman, my communications with her, the days before she was found dead, just make it improbable, if not impossible, that she committed suicide.
[02:19:01.411 --> 02:19:04.952]  On the other hand, suicide is always an enigma to those who've suffered through it.
[02:19:05.512 --> 02:19:09.153]  So, one really can never know what is actually going on in somebody's mind.
[02:19:09.253 --> 02:19:12.333]  It just seems... We were talking about a very aggressive appeal.
[02:19:12.373 --> 02:19:13.594]  We had great issues.
[02:19:13.614 --> 02:19:15.734]  I think we would have been very successful on appeal.
[02:19:16.374 --> 02:19:18.815]  I just didn't see her giving up the fight the way she did.
[02:19:19.175 --> 02:19:21.615]  So, to answer your question, I don't know.
[02:19:22.315 --> 02:19:24.996]  Let me ask you, you're not contemplating suicide, right?
[02:19:26.776 --> 02:19:28.157]  Oh, let's go on the record about that.
[02:19:28.297 --> 02:19:29.077]  Yeah, let's do that.
[02:19:29.797 --> 02:19:37.077]  There's too much joy ahead of me in my life, and this is only part of my life, please, that I wouldn't even, that isn't even a passing fancy of mine.
[02:19:37.679 --> 02:19:40.660]  Well, you know, I ask that question because we do want to get that on record.
[02:19:40.720 --> 02:19:45.921]  We did talk to Gary Webb before he allegedly committed suicide, shooting himself twice in the head.
[02:19:46.221 --> 02:19:47.401]  And he was very combative.
[02:19:47.481 --> 02:19:51.122]  He was moving forward, exposing new stories.
[02:19:51.242 --> 02:19:54.643]  And, of course, Alex was the last one to interview the D.C.
[02:19:54.683 --> 02:19:57.963]  Madam, and she was very adamant that she was not going to commit suicide.
[02:19:58.243 --> 02:19:58.543]  Stay with us.
[02:19:58.563 --> 02:19:59.284]  We're going to be right back.
[02:19:59.324 --> 02:20:02.444]  We've got some more questions for the lawyer of the D.C.
[02:20:02.484 --> 02:20:04.565]  Madam and the information that he has.
[02:20:04.625 --> 02:20:04.905]  Stay with us.
[02:20:04.925 --> 02:20:05.425]  We'll be right back.
[02:20:08.882 --> 02:20:14.544]  First of all, my number one priority, like yours Alex, is the customer's health.
[02:20:15.044 --> 02:20:16.665]  And that's the first thing that we look at.
[02:20:16.785 --> 02:20:32.031]  I want to provide the highest quality, best ingredients, stuff that I know is going to be effective, stuff that I know individuals are going to get results with, and stuff that's going to change, literally change, their health for the betterment of their life.
[02:20:32.231 --> 02:20:34.632]  And so they don't have to deal with anything and it starts at the cell.
[02:20:35.052 --> 02:20:45.875]  If you add up all the ingredients that we have in DNA Force and you were to buy those separately, you would be spending two, probably $300 because we use the highest quality, best ingredients.
[02:20:46.155 --> 02:20:50.736]  I mean, literally you're creating miracles because what you're doing is you're repairing the cells.
[02:20:51.436 --> 02:21:00.838]  And a lot of the supplements out there aren't focused on getting into the cellular mitochondrial regrowth.
[02:21:00.918 --> 02:21:03.279]  And when the mitochondria dies and the cell dies,
[02:21:04.259 --> 02:21:09.123]  Or when new cells come about from that, they're even unhealthier than the cells before.
[02:21:09.403 --> 02:21:15.967]  That's right, the cell is ready to die, it emergency divides, you only get so many divisions of the telomeres, that's when your body shuts down.
[02:21:16.167 --> 02:21:19.750]  That's why old people look old, because their cells are dead and dying.
[02:21:19.850 --> 02:21:25.314]  What we have is we have the BioPQQ, which is found as the original life form, multi
[02:21:25.934 --> 02:21:28.556]  Antioxidant mineral that's found in space dust.
[02:21:28.997 --> 02:21:30.838]  We have the Pteropura in there too.
[02:21:30.878 --> 02:21:37.863]  That's it that's it which contains different components health-giving components and antioxidants that are contained in blueberries.
[02:21:38.204 --> 02:21:42.907]  The equivalent of 500 cartons of blueberries that you would have to eat.
[02:21:43.247 --> 02:21:44.869]  So really this is an antioxidant.
[02:21:44.929 --> 02:21:46.190]  It's an anti-aging
[02:21:47.511 --> 02:21:56.557]  It's a cellular repair, mitochondrial repair, and since everything starts at the cellular level, you're getting all these nutrients into the base of that.
[02:21:56.897 --> 02:22:06.424]  And what we've done with this new batch of DNA Force, I'm always looking for new and exciting things that we can add to these formulas to bring the quality up.
[02:22:06.464 --> 02:22:11.027]  That's why constantly we're looking at improving the quality and adding new things.
[02:22:11.047 --> 02:22:14.029]  That's why it's now DNA Force Plus, though we haven't changed the label yet.
[02:22:14.269 --> 02:22:23.773]  So this new DNA Force batch has the addition of an OMRI listed organic fulvic acid and it's just like the Shilajit that we use as well.
[02:22:23.833 --> 02:22:27.955]  The fulvic acid is the base core component of all cellular life.
[02:22:28.515 --> 02:22:36.298]  It's made from the decomposition of plants and that decomposes into a humus structure and fulvic acid is one of the components of that.
[02:22:36.358 --> 02:22:42.221]  Fulvic acid contains 77 different base ionic minerals and it's on the
[02:22:42.381 --> 02:22:46.342]  The label on the back, we just haven't changed the main label on the front to call it DNA Force Plus.
[02:22:46.362 --> 02:22:47.662]  We have a limited run.
[02:22:47.942 --> 02:22:52.083]  And again, it does have so many things in it that are hard to source, hard to get.
[02:22:52.103 --> 02:22:54.864]  That's why we're sold out half the time of DNA Force.
[02:22:55.424 --> 02:22:57.465]  It's just because the formula is that good, folks.
[02:22:57.505 --> 02:23:00.506]  That's not a gimmick where we're sold out all the time of some of these key things.
[02:23:00.566 --> 02:23:07.727]  It's the more complex the product is, the harder it is to get the truly pure, clean, organic, the harder it is to pass all the standards.
[02:23:08.067 --> 02:23:09.588]  And when we don't, we just don't put it out.
[02:23:10.529 --> 02:23:11.570]  I mean, nobody else does that.
[02:23:40.469 --> 02:23:41.109]  Our laboratories.
[02:23:42.069 --> 02:23:43.030]  I mean, it's just crazy.
[02:23:43.270 --> 02:23:45.210]  Listen, it goes back to nature.
[02:23:45.710 --> 02:23:48.531]  Nature is our medicine.
[02:23:48.591 --> 02:23:50.291]  Nature is the next thing.
[02:23:50.771 --> 02:23:52.152]  Nature is the high tech.
[02:23:53.152 --> 02:23:54.412]  Nature trumps the drugs.
[02:23:54.472 --> 02:23:55.472]  Not drugs, nature.
[02:23:55.912 --> 02:23:57.113]  Infowarslife.com.
[02:23:57.153 --> 02:23:58.613]  Powered by nature, not drugs.
[02:23:59.093 --> 02:23:59.593]  Exactly.
[02:23:59.813 --> 02:24:02.414]  I'm pitching something here to you because it's amazing.
[02:24:02.534 --> 02:24:03.254]  DNA Force.
[02:24:03.594 --> 02:24:05.554]  Infowarslife.com or call toll free 888-253-3139.
[02:24:20.399 --> 02:24:21.601]  Welcome back to the Alex Jones Show.
[02:24:21.621 --> 02:24:26.728]  I'm David Knight and I'm talking to the lawyer of Deborah Jean Palfrey, the former DC Madam.
[02:24:26.768 --> 02:24:31.114]  Of course, back in 2006 she was arrested for running an escort service.
[02:24:31.174 --> 02:24:35.400]  It's very popular in Washington, especially amongst Republicans that outed
[02:24:36.161 --> 02:24:43.286]  Very key people like Senator David Vitter from Louisiana, Deputy Secretary of State Randall Tobias, and Dick Morris.
[02:24:43.446 --> 02:24:44.467]  We all know Dick Morris.
[02:24:44.867 --> 02:24:45.828]  All Republicans.
[02:24:47.449 --> 02:24:59.857]  Sibley, who was representing her at the time, said that he had about, I think it's been reported, you had about 10,000 phone numbers, Mr. Sibley, and you said that you held some of those back for leverage.
[02:24:59.917 --> 02:25:00.637]  Is that correct?
[02:25:00.677 --> 02:25:05.881]  You've got 2,500 at least that you say nobody has seen before or have been put online.
[02:25:05.981 --> 02:25:06.322]  Is that correct?
[02:25:07.145 --> 02:25:08.108]  Yes, exactly so.
[02:25:08.228 --> 02:25:10.797]  Because when you litigate, you don't want to put everything out to begin with.
[02:25:10.837 --> 02:25:12.683]  You need some surprise witnesses for trial.
