[00:00:04.574 --> 00:00:17.868]  Intruder alert!
[01:49:52.963 --> 01:49:53.983]  You know what they're doing to get us off?
[01:49:55.367 --> 01:49:57.368]  Well, they're just going to make a law to get you off the air.
[01:49:57.368 --> 01:50:10.572]  No, they'll approach the station, let's say we're number one during the day, and they'll say, we want to pay for a sponsored show with this local doctor, who's never been on a talk show with us, we're going to pay you $500,000 a quarter.
[01:50:10.572 --> 01:50:20.035]  Another one, a smaller station, $200,000 for the first six months, and they are pulling, not just my show, all the local Libertarian Patriot shows.
[01:50:20.035 --> 01:50:22.576]  They're taking top-rated people that have been on the air 20 years.
[01:50:24.830 --> 01:50:26.951]  Just my experience working in the St.
[01:50:26.951 --> 01:50:34.072]  Louis radio market, I can tell you, I've worked for show hosts who got pulled off the air because they talked about Obama.
[01:50:34.072 --> 01:50:39.514]  I have worked for show hosts who... Oh, I had them come in and tell me, we got a call, we don't know what you're up to.
[01:50:39.514 --> 01:50:42.995]  They sent, they sent the... I'm going to skip this, we're on break.
[01:50:42.995 --> 01:50:45.516]  We may not even be here soon if this continues.
[01:50:45.516 --> 01:50:46.476]  This is how serious this is.
[01:50:47.356 --> 01:50:52.848]  Shamrock Communications, which owned like, I don't know, a hundred and something newspapers, TV stations, radio stations, a couple hundred of those at the time.
[01:50:52.848 --> 01:50:54.451]  I've never seen the owners of any of it.
[01:50:54.451 --> 01:50:55.273]  They show up!
[01:50:56.338 --> 01:51:02.865]  The head CEO shows up and wants to meet with me and calls me into this boardroom and says, what the hell are you doing?
[01:51:02.865 --> 01:51:04.486]  I've gotten a call from the White House.
[01:51:04.486 --> 01:51:08.610]  You are, you are, you know, and of course this was, you know, the Clintons at the time.
[01:51:08.610 --> 01:51:10.872]  You are not going to talk about the Clintons anymore.
[01:51:10.872 --> 01:51:11.893]  And I didn't even click at the time.
[01:51:11.893 --> 01:51:14.796]  I wasn't, and he goes, you're not gonna talk about Governor Bush either.
[01:51:14.796 --> 01:51:15.577]  What's this business?
[01:51:15.577 --> 01:51:17.239]  You went over there and got arrested asking him a question.
[01:51:17.239 --> 01:51:18.220]  I was like, Bush?
[01:51:19.181 --> 01:51:21.162]  Because it's all the same group.
[01:51:21.162 --> 01:51:22.724]  It was all stage.
[01:51:22.724 --> 01:51:26.268]  I'm like, but listen, I'm bringing in all this money.
[01:51:26.268 --> 01:51:30.632]  I'm like, the top ratings on the station, they were paying to have Howard Stern on at the time.
[01:51:30.632 --> 01:51:32.133]  I was there as a, I was smart.
[01:51:32.133 --> 01:51:33.174]  I wasn't just a host, I was a salesman.
[01:51:34.042 --> 01:51:41.544]  So I went and sold, you know, years before I got a Saturday show, sold a bunch of advertisers, got good ratings, they put me on the weeknights, sold more.
[01:51:41.544 --> 01:51:48.026]  I was making, you know, at like 25 years old, I was making like $200,000 a year just on ad sales.
[01:51:48.026 --> 01:51:51.067]  I was bankrolling, getting cameras, films, crew, building an operation.
[01:51:51.067 --> 01:51:53.688]  That was a lot of money when I was 25, $300,000 a year.
[01:51:53.688 --> 01:51:55.408]  And look at what you've built.
[01:51:55.408 --> 01:51:56.869]  The point is they got more and more pissed.
[01:51:57.861 --> 01:51:58.902]  And they were like, what are you doing?
[01:51:58.902 --> 01:52:01.484]  And I guess it was because I was putting the show out on shortwave.
[01:52:01.484 --> 01:52:02.665]  It was getting huge ratings there.
[01:52:02.665 --> 01:52:04.747]  It was getting copied all over the country.
[01:52:04.747 --> 01:52:07.670]  My films were being handed out on VHS at military bases.
[01:52:07.670 --> 01:52:10.752]  I didn't realize it was super viral in the government.
[01:52:10.752 --> 01:52:12.574]  And they said, listen, we're going to pay you more.
[01:52:12.574 --> 01:52:14.215]  We're going to put you on the sports show.
[01:52:14.215 --> 01:52:15.516]  You're going to do entertainment.
[01:52:15.516 --> 01:52:18.099]  You're a really talented guy and it's fine.
[01:52:18.099 --> 01:52:18.819]  You make a lot of money.
[01:52:18.819 --> 01:52:23.123]  You've got a few weeks to phase it out and you're not going to be political anymore.
[01:52:23.123 --> 01:52:23.944]  And I'm sitting there.
[01:52:25.353 --> 01:52:31.116]  And the guy, big fat guy, he said to me, he went, I know you just want to make money and be successful, pretty boy.
[01:52:31.116 --> 01:52:33.397]  And then six weeks later, they call me in.
[01:52:33.397 --> 01:52:34.598]  The BBC was there to interview me.
[01:52:36.169 --> 01:52:39.872]  And this was the local manager and he came in and he said, come here and get your crap out of here.
[01:52:39.872 --> 01:52:41.132]  He smiled, little mustache.
[01:52:41.132 --> 01:52:43.174]  He goes, you get your crap out of here, loser.
[01:52:43.174 --> 01:52:44.254]  You're never going to be in the media again.
[01:52:44.254 --> 01:52:45.315]  He started laughing at me.
[01:52:45.315 --> 01:52:46.736]  I said, well, let me get my microphone.
[01:52:46.736 --> 01:52:47.296]  They were so cheap.
[01:52:47.296 --> 01:52:51.279]  I had a lot of my own equipment, you know, back to the back for voiceovers and stuff, my own DAP recorder and stuff.
[01:52:51.279 --> 01:52:53.280]  And I said, and I knew I'd already started the show.
[01:52:53.280 --> 01:52:55.782]  I was already bigger, you know, doing the show out of my house.
[01:52:55.782 --> 01:52:58.003]  And I was just like, wow, what cruddy people.
[01:52:58.003 --> 01:53:00.885]  Because the old folks that had hired me that were Patriots, they'd moved on to run other stuff.
[01:53:01.605 --> 01:53:09.692]  And it was just the way that they were guilty for being evil, but they got off because they knew this was coming from the White House.
[01:53:09.692 --> 01:53:10.073]  Okay?
[01:53:10.073 --> 01:53:19.041]  And so it was the pleasure of smashing an American, crushing an American, crushing someone they knew was good-looking and talented and success because he was nothing but a big fat loser.
[01:53:19.041 --> 01:53:20.422]  And that's it right there.
[01:53:20.422 --> 01:53:22.384]  And all of them got fired six months later.
[01:53:23.024 --> 01:53:24.066]  They hate alpha males.
[01:53:24.066 --> 01:53:28.092]  I don't know why, but the trendy liberals cannot stand an alpha male.
[01:53:28.092 --> 01:53:34.621]  I guess that's because we're going to come and we're going to take their fake reign of truly of political terror on this country.
[01:53:34.621 --> 01:53:37.566]  But Alex, everywhere I go, people tell me to say that they love you.
[01:53:37.566 --> 01:53:38.868]  Real alpha males want prosperity!
[01:53:38.988 --> 01:53:39.829]  We don't want to piss on people.
[01:53:39.829 --> 01:53:41.292]  That's what I'm saying because look what you've done.
[01:53:41.292 --> 01:53:43.455]  You just talked about how you built this.
[01:53:43.455 --> 01:53:48.524]  You were funneling your profits back into this operation and now you've built this and you're effecting change.
[01:53:48.524 --> 01:53:52.250]  You're starting brush fires of liberty in the hearts of millions of people around this country.
[01:53:53.874 --> 01:53:55.254]  You don't see liberals doing this.
[01:53:55.254 --> 01:53:56.094]  What do they do?
[01:53:56.094 --> 01:53:59.475]  They make super PACs to steal your money!
[01:53:59.475 --> 01:54:00.695]  That's what liberals do!
[01:54:00.695 --> 01:54:04.516]  They pass Obamacare with foreign corporations to gang-rape you and your family.
[01:54:04.516 --> 01:54:07.557]  And then sit on TV laughing how dumb you are.
[01:54:07.557 --> 01:54:10.698]  And you know Alex, I think... And they're all against Donald Trump.
[01:54:10.698 --> 01:54:15.679]  They're all scared to death because, folks, they know he isn't out to screw you.
[01:54:15.679 --> 01:54:17.679]  Because, by the way, he doesn't like being screwed.
[01:54:17.679 --> 01:54:19.280]  And he sees the globalist people.
[01:54:19.280 --> 01:54:21.120]  He's like, there was this sweet architect.
[01:54:22.415 --> 01:54:30.818]  And you know, and I went and looked at that Architect case, it's her main ad, she runs on TV and the web, and this guy kept expanding what he claimed it was going to cost.
[01:54:30.818 --> 01:54:33.199]  And Trump said, no way, I'm going with the original contract.
[01:54:33.199 --> 01:54:35.040]  Oh, he's stuck with his guns.
[01:54:35.040 --> 01:54:37.821]  He didn't launch wars and kill hundreds of thousands of Christians.
[01:54:37.821 --> 01:54:40.342]  He didn't go and destabilize Africa and Libya.
[01:54:40.342 --> 01:54:42.123]  He didn't engage in all these other crimes.
[01:54:42.123 --> 01:54:43.483]  He didn't pass Obamacare.
[01:54:43.483 --> 01:54:44.924]  He didn't repeal Glass-Steagall.
[01:54:44.924 --> 01:54:47.865]  He didn't, you know, create the derivatives thing like the Clintons did.
[01:54:47.865 --> 01:54:48.906]  He didn't engage in all this.
[01:54:48.906 --> 01:54:50.346]  He didn't bomb Belgrade.
[01:54:50.346 --> 01:54:50.566]  No!
[01:54:52.287 --> 01:54:56.508]  I mean, architects are famous for trying to, like, get you in and jack prices up.
[01:54:56.508 --> 01:54:59.189]  I mean, my God, they're terrible, I'll tell you point blank.
[01:54:59.189 --> 01:55:00.329]  I mean, it's unbelievable.
[01:55:00.329 --> 01:55:05.851]  So, my family's dealt with this, and so Trump isn't going to get screwed over, and that's why they're scared.
[01:55:05.851 --> 01:55:08.252]  He's got a big you-know-what for them.
[01:55:08.252 --> 01:55:13.133]  He wants to see America dominate, because these same elites have always been screwing with him.
[01:55:13.133 --> 01:55:14.254]  He's always beaten them.
[01:55:15.134 --> 01:55:20.479]  And this is about Trump wanting to take on the big Goliath because he's an alpha male.
[01:55:20.479 --> 01:55:23.301]  And an alpha male wants prosperity for the tribe.
[01:55:23.301 --> 01:55:26.644]  And he sees the American people as the tribe and he wants to create real unity.
[01:55:26.644 --> 01:55:27.244]  Go ahead.
[01:55:27.244 --> 01:55:34.970]  Well, and I think what just happened with Michael Savage illustrates something that a lot of people... That's being taken off Monday nationwide and no one will even talk about it here.
[01:55:34.970 --> 01:55:38.033]  I couldn't, I can't believe that the lack of coverage that's going on with this.
[01:55:38.033 --> 01:55:38.934]  But who should be surprised?
[01:55:38.934 --> 01:55:40.175]  They won't even investigate David Brock.
[01:55:40.535 --> 01:55:51.004]  But I think that this can be kind of a Rosetta Stone for people, where Michael Savage says something negative about Hillary Clinton and then, you know, a glitch happens or he gets preempted, whatever it is.
[01:55:51.004 --> 01:55:53.747]  But the Rosetta Stone here to me, Alex, is... It never comes back on.
[01:55:53.747 --> 01:56:02.375]  It's the fact that all it took was one syndicate, it took one satellite, it took one station to pull that plug and he was off.
[01:56:02.995 --> 01:56:06.817]  Half of the network she was on, because this is the centralized control.
[01:56:06.817 --> 01:56:08.058]  And I'm not demonizing Savage.
[01:56:08.058 --> 01:56:10.980]  This is just how the radio works when you have a syndicated show like that.
[01:56:10.980 --> 01:56:14.562]  There's one hub that usually sends out the feed to all these affiliates.
[01:56:14.562 --> 01:56:15.623]  That's just how it works.
[01:56:15.623 --> 01:56:18.284]  But this is how the centralized power structure works.
[01:56:18.284 --> 01:56:28.931]  This can be an illustration to all the Americans out there who don't understand how the centralized power grid works, where it can be Michael Savage, it could be Alex Jones, it could be you, it could be anything.
[01:56:28.931 --> 01:56:29.671]  It doesn't matter.
[01:56:31.559 --> 01:56:32.440]  Station.
[01:56:32.440 --> 01:56:33.760]  One major satellite.
[01:56:33.760 --> 01:56:37.143]  Whether it be any of the six major operations that run the world.
[01:56:37.143 --> 01:56:37.883]  There's an internet kill switch.
[01:56:37.883 --> 01:56:44.367]  We told people about the internet kill switch in 2009 because it was actually in the Federal Communications Commission documents.
[01:56:44.367 --> 01:56:44.947]  It was coming out.
[01:56:44.947 --> 01:56:45.908]  It wasn't called that.
[01:56:45.908 --> 01:56:46.769]  We called it that.
[01:56:46.769 --> 01:56:47.549]  They said, oh, you're crazy.
[01:56:47.549 --> 01:56:49.110]  It doesn't exist.
[01:56:49.110 --> 01:56:51.452]  It was the technicians calling it a kill switch.
[01:56:51.452 --> 01:56:53.433]  And by the way, they don't just shut the web off.
[01:56:53.433 --> 01:56:56.675]  They turned it into like a cable station where they only send you what they want.
[01:56:56.675 --> 01:56:59.397]  And the new George Soros emails, four weeks old.
[01:56:59.397 --> 01:56:59.797]  Google it.
[01:57:01.149 --> 01:57:07.895]  New Soros emails say they want to send the news to their platforms and block their opposition.
[01:57:07.895 --> 01:57:08.376]  Boom!
[01:57:08.376 --> 01:57:09.657]  It's in there.
[01:57:09.657 --> 01:57:10.658]  He's already working.
[01:57:10.658 --> 01:57:13.721]  He said, we need to transfer this ICAN agreement to the UN.
[01:57:13.721 --> 01:57:14.742]  It's happening in two days.
[01:57:14.742 --> 01:57:15.322]  And so what happened?
[01:57:15.322 --> 01:57:17.685]  Three-year-old emails that came out a month ago.
[01:57:17.685 --> 01:57:18.345]  So what happens?
[01:57:18.345 --> 01:57:20.748]  They silence the opposition and just like in 1984, we don't exist.
[01:57:22.409 --> 01:57:23.369]  That's what they claim.
[01:57:23.369 --> 01:57:24.870]  And then people say, well it's not a U.N.
[01:57:24.870 --> 01:57:26.851]  takeover, it's a global takeover, whatever.
[01:57:26.851 --> 01:57:28.272]  They create their leftist U.N.
[01:57:28.272 --> 01:57:34.274]  as the new enforcement body that the left all sees as the mothership landing to save them, and then it's in the Washington Post that the U.N.'
[01:57:34.254 --> 01:57:36.615]  's coming, it's going to give black people reparations.
[01:57:36.615 --> 01:57:42.838]  A foreign global government body stirring up insurrection domestically with a weirdo Nazi collaborator.
[01:57:42.838 --> 01:57:44.338]  You can't make this up.
[01:57:44.338 --> 01:57:46.139]  It's beyond a James Bond movie.
[01:57:46.139 --> 01:57:47.860]  And then they're running around saying, kill the cops!
[01:57:48.140 --> 01:57:49.861]  The UN will save us from everything, Alex.
[01:57:49.861 --> 01:57:54.843]  They'll save us from racism, they'll save us from the big banks, they'll save us from the fluoride in the water.
[01:57:54.843 --> 01:57:58.405]  I think the UN, you know what, I think the UN is going to save all the problems.
[01:57:58.405 --> 01:57:59.505]  Why do we even do this show?
[01:57:59.505 --> 01:58:00.146]  It's the UN!
[01:58:00.146 --> 01:58:00.386]  The UN!
[01:58:00.386 --> 01:58:00.826]  That's right.
[01:58:00.826 --> 01:58:05.488]  Well listen folks, they want to shut down the economy and have a top-down economy where you can only buy from them.
[01:58:05.488 --> 01:58:13.492]  Go to farmers markets, buy local, go to swap meets, don't shop with the big global corporate people, support local independent media, support this operation.
[01:58:13.492 --> 01:58:16.493]  We can leverage this and defeat them, the Clinton's own internal documents that can
[01:58:16.493 --> 01:58:17.133]  Thank you for listening to GCN.
[01:58:46.149 --> 01:58:48.338]  Visit GCNlive.com today!
[01:58:52.347 --> 01:58:58.890]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[01:58:58.890 --> 01:59:02.111]  Dr. Grip, you took years for you to develop DNA Force for us.
[01:59:02.111 --> 01:59:07.693]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[01:59:07.693 --> 01:59:13.815]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[01:59:13.815 --> 01:59:17.096]  Telomeres are the little cups on the end of our chromosomes.
[01:59:17.096 --> 01:59:18.537]  And when it runs out, you start dying.
[01:59:18.757 --> 01:59:23.059]  We chose the PQQ because it has over 175 different clinical trials.
[01:59:23.059 --> 01:59:26.000]  It's one of the most effective substances in the world.
[01:59:26.000 --> 01:59:27.661]  It works like an antioxidant.
[01:59:27.661 --> 01:59:31.103]  It works to repair nerve growth factor.
[01:59:31.103 --> 01:59:33.704]  So this is a formula to deliver the maximum amount.
[01:59:33.704 --> 01:59:34.764]  It's in powder form.
[01:59:34.764 --> 01:59:37.646]  We have so many five-star reviews.
[01:59:37.646 --> 01:59:38.366]  I take this.
[01:59:38.366 --> 01:59:40.167]  This is the product that I take.
[01:59:40.167 --> 01:59:42.148]  Infowarslife.com and the profit we make.
[01:59:42.968 --> 01:59:43.769]  We fight the Globals.
[01:59:43.769 --> 01:59:44.911]  We fight the New World Order.
[01:59:44.911 --> 01:59:49.235]  Secure your DNA force today at InfoWarsLive.com or call toll free 888-253-3139.
[01:59:49.235 --> 01:59:51.057]  You're listening to the Alex Jones Show.
[02:00:24.384 --> 02:00:27.005]  Waging war on corruption.
[02:00:27.005 --> 02:00:47.852]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:00:47.852 --> 02:00:49.852]  Owen Troyer is our guest for another five minutes.
[02:00:49.852 --> 02:00:51.833]  Dr. Pachinick is popping in to cover the waterfront.
[02:00:55.798 --> 02:00:59.681]  We are discussing the state of the world today and what's happening and what's unfolding.
[02:00:59.681 --> 02:01:13.250]  I mean, look at the Pope coming out in a newspaper interview saying that journalists that engage in conspiracy theories, that means being a journalist, actually questioning government liars, are quote terrorists and should be silenced.
[02:01:13.250 --> 02:01:14.771]  Well, there's no conspiracies going on.
[02:01:14.771 --> 02:01:20.035]  I mean, this Pope might as well just say, you know, I love Mao Zedong.
[02:01:20.035 --> 02:01:20.776]  I mean, this is what...
[02:01:22.540 --> 02:01:23.441]  How much crazier is this?
[02:01:23.441 --> 02:01:25.102]  I mean, this guy can come out and say, Hail Satan!
[02:01:25.102 --> 02:01:26.463]  Well, that's what I'm saying.
[02:01:26.463 --> 02:01:28.764]  Okay, call me a conspiracy theorist, whatever.
[02:01:28.764 --> 02:01:31.566]  Are you saying there's no conspiracies going on?
[02:01:31.566 --> 02:01:34.408]  Or are you saying that I don't have any facts to back up my theories?
[02:01:34.408 --> 02:01:34.868]  I don't understand.
[02:01:34.868 --> 02:01:36.029]  What are your theories?
[02:01:36.029 --> 02:01:40.272]  You know, are you... How can you not see there's conspiracies going on?
[02:01:40.272 --> 02:01:42.253]  Look at what's happening to our economy.
[02:01:42.253 --> 02:01:43.774]  Look at what's happening with wars.
[02:01:43.774 --> 02:01:46.236]  Look what's happening on the streets of America now.
[02:01:46.556 --> 02:01:47.617]  Look what's happening in our government.
[02:01:47.617 --> 02:01:49.018]  People will admit the government's corrupt.
[02:01:49.018 --> 02:01:50.398]  People will admit the media's corrupt.
[02:01:50.398 --> 02:01:56.942]  But then when conspiracy theorists try to point out why, well, they discount everything we say and the Pope says that, you know, we just don't exist.
[02:01:56.942 --> 02:01:57.603]  Like, for example...
[02:01:58.459 --> 02:02:10.971]  People would probably say, oh, it's a conspiracy theory that David Brock had to pay out $850,000 because he was blackmailed by his ex-boyfriend to be, he was going to file a report with the IRS.
[02:02:10.971 --> 02:02:11.831]  David Brock pays him $850,000.
[02:02:11.831 --> 02:02:14.294]  This is a story on Heat Street.
[02:02:14.294 --> 02:02:15.335]  It's all over the internet.
[02:02:15.335 --> 02:02:17.356]  I've got the actual court documents right here.
[02:02:17.356 --> 02:02:19.779]  Superior Court of the District of Columbia, Civil Action Number 2011.
[02:02:22.695 --> 02:02:26.602]  $850,000, David Rock paid it out to his ex-boyfriend, William Ray.
[02:02:26.602 --> 02:02:28.846]  But the controlled media said it didn't exist.
[02:02:28.846 --> 02:02:33.473]  Well, right, because they didn't cover it, and they'll shut you off, or they'll shut Chef Savage off, whoever it is.
[02:02:33.473 --> 02:02:35.156]  It shows these are evil people.
[02:02:35.156 --> 02:02:35.336]  I mean...
[02:02:37.808 --> 02:02:38.569]  It's the last few years.
[02:02:38.569 --> 02:02:40.529]  There's a new level of lying.
[02:02:40.529 --> 02:02:45.211]  And I don't know if they've gotten more corrupt or they've been let off the leash, but don't they know it's discrediting themselves?
[02:02:45.211 --> 02:02:46.532]  And I think they do.
[02:02:46.532 --> 02:02:49.573]  They're just getting prepared for the time we're shut down.
[02:02:49.573 --> 02:02:51.874]  You know, that's an excellent point.
[02:02:51.874 --> 02:02:54.215]  Do the liberals see that they're losing the battle?
[02:02:54.955 --> 02:03:07.360]  They pay millions of dollars out, correct the record, to send people onto the internet and go and engage in political discourse against people that don't like Hillary Clinton, and they're still losing.
[02:03:07.360 --> 02:03:08.981]  And Hillary can't even get crowds.
[02:03:08.981 --> 02:03:10.021]  I mean, the Democrats don't like her.
[02:03:10.021 --> 02:03:10.401]  Nothing.
[02:03:10.401 --> 02:03:11.342]  There's no crowd.
[02:03:11.342 --> 02:03:17.064]  She's sent undercover people into her campaign headquarters in different states, Millie Weaver and others, and they're just like, gosh, no one likes her.
[02:03:17.064 --> 02:03:18.425]  All the Democrats I know are voting for her.
[02:03:18.425 --> 02:03:19.065]  I don't like her either.
[02:03:19.565 --> 02:03:22.026]  It's like there's no one there.
[02:03:22.026 --> 02:03:24.368]  Bernie Sanders was like 70 points ahead of her.
[02:03:24.368 --> 02:03:29.851]  There were more supporters of Gary Johnson and Jill Stein in New York on the streets than there were Hillary Clinton.
[02:03:29.851 --> 02:03:32.192]  By the way, I told you something's wrong with Johnson.
[02:03:32.192 --> 02:03:38.776]  I don't know if he's got neurological disintegration or something, but he acted like a mental patient when he was here a few years ago.
[02:03:38.776 --> 02:03:39.616]  I've known the guy for a while.
[02:03:39.616 --> 02:03:40.857]  He's different now.
[02:03:40.857 --> 02:03:42.378]  His head was in a microwave oven.
[02:03:42.378 --> 02:03:44.299]  I didn't see the same thing.
[02:03:44.299 --> 02:03:47.641]  But now he went on TV and they go, who's your favorite foreign president?
[02:03:48.041 --> 02:03:48.901]  He doesn't even know.
[02:03:48.901 --> 02:03:51.822]  And he just goes, I, I, uh, Mexico, uh, uh, uh.
[02:03:51.822 --> 02:03:53.663]  What, is it Aleppo?
[02:03:53.663 --> 02:03:55.364]  He goes, this is like Aleppo again.
[02:03:55.364 --> 02:03:56.744]  He should have said Barack Obama.
[02:03:56.744 --> 02:03:58.385]  I mean, he's basically a foreign dictator.
[02:03:58.385 --> 02:03:58.965]  He's not the U.S.
[02:03:58.965 --> 02:03:59.245]  President.
[02:03:59.245 --> 02:04:04.147]  I mean, he could have said something like, you know, I like Margaret Thatcher, or he couldn't, no, it's worse.
[02:04:04.147 --> 02:04:06.127]  He could have, he could think of presidents.
[02:04:06.127 --> 02:04:13.590]  He's so robotic and trying to be so political and thinks he's so smart that he wanted to pick the perfect one that was milquetoast so it wouldn't make anybody mad.
[02:04:14.510 --> 02:04:17.451]  Again, we're not trying to be politicians and say what you want to hear.
[02:04:17.451 --> 02:04:20.451]  We're trying to overthrow the corrupt globalist takeover.
[02:04:20.451 --> 02:04:24.812]  We want to overthrow it and take the blinders off so we can all just make real decisions.
[02:04:24.812 --> 02:04:27.853]  See, we're not trying to, you know, oh, he was smart.
[02:04:27.853 --> 02:04:34.615]  It's like Karl Rove when I saw him and confronted him at the RNC airport as he was flying out of Dallas to Cleveland.
[02:04:34.615 --> 02:04:37.635]  He's like, Alex, you don't follow the rules.
[02:04:37.635 --> 02:04:39.656]  And he was just, rules, that's why.
[02:04:39.656 --> 02:04:40.376]  I'm like, dude.
[02:04:41.781 --> 02:04:47.843]  This show has more viewers and listeners than the biggest Fox shows, conservatively.
[02:04:47.843 --> 02:04:50.464]  5 billion views on YouTube, dumb butt!
[02:04:50.464 --> 02:04:58.366]  He's so disconnected with his mummified brain that he really thinks being on the big Fox peacock thing is a big deal.
[02:04:58.366 --> 02:04:59.486]  It's embarrassing!
[02:04:59.486 --> 02:05:01.207]  Fox offered me a show, moron!
[02:05:02.495 --> 02:05:10.522]  It's only recently that Trump has mainstreamed the term globalist so effectively that they can no longer hide from the label, but they still try to hide their true agenda.
[02:05:10.522 --> 02:05:17.889]  The Christian Post pointed out that globalism is a secular, humanistic religion of sorts that envisions a one-world government.
[02:05:17.889 --> 02:05:18.890]  An American Thinker article
[02:05:19.210 --> 02:05:32.102]  Title Globalism the Religion of Empire says the religion of globalism sees an earthly utopian world order in which all men pay allegiance to elite priests who rule over a world city without national borders.
[02:05:32.102 --> 02:05:34.644]  The globalists will erase not only geographical borders
[02:05:34.824 --> 02:05:38.367]  But the boundaries on how government will intrude into your life.
[02:05:38.367 --> 02:05:42.190]  You can forget the First Amendment and the rest of the Bill of Rights if they succeed.
[02:05:42.190 --> 02:05:50.856]  Even those like Jeremy Rabkin, who don't support Trump, see that the globalists seek to, quote, organize the world in a way that establishes an artificial consensus.
[02:05:50.856 --> 02:05:52.778]  It's not enough to say it's undemocratic.
[02:05:52.778 --> 02:05:53.799]  It's threatening.
[02:05:53.799 --> 02:05:55.060]  It's almost demonic.
[02:05:55.060 --> 02:06:00.143]  It is a world organized independently of people's fundamental religious convictions.
[02:06:00.143 --> 02:06:01.845]  For InfoWars.com, I'm David Knight.
[02:06:02.737 --> 02:06:09.202]  Uh, yeah, Alex, first of all, I want to say, Bigfoot 12, X2, Supermail, Brain Force, Prostagart, Silver Bullet.
[02:06:09.202 --> 02:06:10.182]  I use them all.
[02:06:10.182 --> 02:06:11.163]  They're phenomenal.
[02:06:11.163 --> 02:06:11.904]  They work.
[02:06:11.904 --> 02:06:12.744]  Buy them, folks.
[02:06:12.744 --> 02:06:13.125]  Thank you, brother.
[02:06:13.125 --> 02:06:15.146]  I really thank you guys for putting those out there.
[02:06:15.146 --> 02:06:21.971]  I am a relatively short-time listener, and I'm quite a supporter of your fine, fine products.
[02:06:21.971 --> 02:06:23.352]  Welcome to the InfoWar.
[02:06:23.352 --> 02:06:28.776]  It's so easy to get these incredible nutraceuticals that support your health and the InfoWar at the same time.
[02:06:29.216 --> 02:06:29.917]  I'm a nine-year listener.
[02:06:29.917 --> 02:06:33.680]  I buy all the nutraceuticals, AcuFX, uh, Nascent... Right!
[02:06:33.680 --> 02:06:34.601]  Let me ask you a question.
[02:06:34.601 --> 02:06:35.662]  Have they worked for you?
[02:06:35.662 --> 02:06:38.504]  They're the most unbelievable products I've ever had in my life.
[02:06:38.504 --> 02:06:39.585]  What products are you taking?
[02:06:39.585 --> 02:06:45.871]  Are you taking... Everything from, uh, Supermail to, uh, Brain Force to Winter Sun, uh, X2.
[02:06:45.871 --> 02:06:47.873]  Even got a little, uh, DNA Force.
[02:06:47.873 --> 02:06:51.336]  So, and I just re-upped everything and I just went to Autofill.
[02:06:51.496 --> 02:06:56.541]  Visit Infowarslives.com to read the information and research and to see the reviews for yourself.
[02:06:56.541 --> 02:06:58.582]  That's Infowarslives.com or call 888-253-3139.
[02:07:02.617 --> 02:07:09.120]  More than two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[02:07:09.120 --> 02:07:21.766]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, the bad member of the halogen family, into the water.
[02:07:22.106 --> 02:07:25.769]  They took the good halogen out and put the deadly halogen in.
[02:07:25.769 --> 02:07:32.733]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[02:07:32.733 --> 02:07:45.622]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[02:07:45.622 --> 02:07:47.163]  You can pull these studies up for yourself.
[02:07:47.443 --> 02:07:53.828]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[02:07:53.828 --> 02:07:59.952]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[02:07:59.952 --> 02:08:08.078]  In the councils of government, we must guard against the acquisition of unwarranted influence, whether sought or unsought.
[02:08:15.609 --> 02:08:18.271]  By the military industrial commons.
[02:08:18.271 --> 02:08:24.256]  In Dallas, Texas, three shots were fired at President Kennedy's motorcade in downtown Dallas.
[02:08:24.256 --> 02:08:30.581]  The first report to say that President Kennedy has been seriously wounded by the shooting.
[02:08:30.581 --> 02:08:31.842]  It is a big idea.
[02:08:31.842 --> 02:08:33.203]  A new world order.
[02:08:33.203 --> 02:08:40.648]  It was almost as if there were a plan to implode him.
[02:08:40.648 --> 02:08:41.649]  Hit Justin.
[02:08:41.649 --> 02:08:42.150]  Bang him.
[02:08:45.370 --> 02:09:00.025]  Are you with us, or are you with the terrorists?
[02:09:00.025 --> 02:09:06.992]  I also believe that a lot of government should agree that AK-47s belong in the hands of soldiers, not in the hands of criminals.
[02:09:11.667 --> 02:09:12.748]  The guns will be taken.
[02:09:12.748 --> 02:09:15.671]  No one will be able to be harmed.
[02:09:15.671 --> 02:09:17.172]  We're going to take all the weapons.
[02:09:17.172 --> 02:09:20.355]  For many of the police and guard troops, it is an uncomfortable job to do this in an American city.
[02:09:20.355 --> 02:09:21.777]  Is global governance at last?
