[00:00:13.854 --> 00:00:14.554]  Wow, folks.
[00:48:53.493 --> 00:49:00.355]  When you hear someone talking like this, that's one of the most basic forms.
[00:49:01.215 --> 00:49:10.197]  You ever heard those classical music stations where it almost sounds like the host is falling asleep and finishing the last word?
[00:49:11.037 --> 00:49:14.798]  That is a basic form of it, and yes, it's going on.
[00:49:15.278 --> 00:49:16.899]  I don't sit here and craft what I'm doing.
[00:49:18.019 --> 00:49:22.920]  I just go with the facts, and I'm here jumping around like a chicken with my head cut off trying to wake you up.
[00:49:24.696 --> 00:49:28.818]  They were just showing me in there where people were saying I'm a neuro-linguistic programming master.
[00:49:28.878 --> 00:49:35.882]  In fact, I saw a bunch of mainstream news articles actually saying that last week, like, he's such a skilled speaker, the way he manipulates people.
[00:49:36.262 --> 00:49:40.705]  He says he doesn't use a teleprompter, but that's like this famous jazz guy saying he doesn't use music.
[00:49:41.225 --> 00:49:44.087]  He's the most manipulative person we've ever heard.
[00:49:44.147 --> 00:49:45.547]  We don't even know how he does it.
[00:49:45.567 --> 00:49:46.648]  He's so dangerous.
[00:49:46.668 --> 00:49:48.049]  I mean, you know.
[00:49:49.457 --> 00:49:50.238]  I'm dangerous?
[00:49:50.718 --> 00:49:54.422]  I've got the Washington Post, I've got Bloomberg, I've got the L.A.
[00:49:54.482 --> 00:49:59.727]  Times, I've got the Chicago Tribune all saying illegals are voting nationwide and it's very reasonable.
[00:50:00.068 --> 00:50:02.470]  And I have Fox News local from L.A.
[00:50:02.490 --> 00:50:07.936]  and I have all these channels with the president going it's okay for illegals to vote and as long as you get here you have a right to vote.
[00:50:10.322 --> 00:50:11.924]  And then people go, it's riveting!
[00:50:12.684 --> 00:50:13.926]  What, to not lie to people?
[00:50:13.966 --> 00:50:22.134]  To go, look, they claim illegals aren't voting in this clip, then the very same person saying it's preposterous is saying illegals can vote.
[00:50:23.635 --> 00:50:26.178]  What's riveting is, I have an attention span and a memory.
[00:50:28.040 --> 00:50:29.121]  And it's not even that good.
[00:50:30.803 --> 00:50:31.904]  I'm completely freaked out at this point.
[00:50:33.083 --> 00:50:40.887]  The fact that even the globalist top national writers who go to Gruber conferences and try to learn how to lie to people and deceive the crowd.
[00:50:41.227 --> 00:50:42.807]  Why don't you learn how to tell the truth for once?
[00:50:43.288 --> 00:50:44.288]  You might get ahead in life.
[00:50:44.688 --> 00:50:50.251]  Because let me tell you, when a society hits this level of corruption, let me give you a big secret of evil, since you seem to want to know about it.
[00:50:51.892 --> 00:50:54.453]  The knowledge of evil, by the way, doesn't mean one is engaged in it.
[00:50:55.515 --> 00:51:01.438]  At the beginning of a very sovereign, good, honorable system, being evil is very dangerous because people will kill you.
[00:51:02.099 --> 00:51:03.219]  Or they'll ostracize you.
[00:51:03.440 --> 00:51:04.060]  They'll shun you.
[00:51:05.000 --> 00:51:14.906]  But in the mid-levels of corruption, when everybody starts to do it, there's still a lot of folks to feed on, and a lot of dumb people, and you can really get far ahead, and there's lots of slots in being a piece of crap.
[00:51:16.127 --> 00:51:19.729]  And if you just want to have temporal power and more accumulation of crap,
[00:51:21.116 --> 00:51:23.417]  And dominate dumb people.
[00:51:23.437 --> 00:51:24.918]  Boy, that really makes you feel good.
[00:51:25.158 --> 00:51:27.079]  How about enlightening them with Promethean fire?
[00:51:28.600 --> 00:51:29.240]  Or die trying.
[00:51:30.201 --> 00:51:30.901]  You can get ahead.
[00:51:31.622 --> 00:51:38.625]  But in the final cycle, when the pendulum's swinging into Hades, being a traitor is the plague.
[00:51:39.085 --> 00:51:40.266]  All the slots are filled.
[00:51:40.446 --> 00:51:41.507]  You're cheaper than dirt.
[00:51:43.087 --> 00:51:43.948]  No one wants you.
[00:51:44.648 --> 00:51:45.989]  You're going to be used as kindling.
[00:51:49.039 --> 00:51:56.181]  But now people go to college, they admit this, to learn how to lie and learn how to rip people off and learn how to work in the system.
[00:51:56.941 --> 00:52:01.502]  By the time, you know when they say, and it's kind of an allegory, it's a story he told.
[00:52:01.962 --> 00:52:09.144]  It's not really true, but it's a famous story that they tell about Joe Kennedy Sr.
[00:52:11.144 --> 00:52:14.905]  Big stock market guy, but he was really just a money launderer and booze runner, big deal, whatever.
[00:52:16.371 --> 00:52:21.772]  And he said, oh, I sold out a month before the great crash of 29 because a shoeshine boy would tell me what stocks to buy.
[00:52:22.672 --> 00:52:23.992]  But there's something true to that.
[00:52:24.512 --> 00:52:34.894]  When you've got major colleges teaching how to rip the system off, teaching how to get all the free welfare payments, teaching how to be a little politico, you got in at the wrong time being a scumbag.
[00:52:34.954 --> 00:52:40.355]  See, now's the time, if you were just a sociopath, to be on the side of reform because that's what's coming.
[00:52:40.575 --> 00:52:45.056]  But you don't know that because you're too knuckle-dragging and you like to be evil.
[00:52:47.486 --> 00:52:49.727]  Now we did just get Roger Stone with us, 20 minutes to the next hour.
[00:52:50.068 --> 00:52:51.508]  He's got a bunch of big news.
[00:52:51.568 --> 00:52:53.069]  Federal Court just came out and said no.
[00:52:53.329 --> 00:52:56.091]  He and Donald Trump are not voter intimidating, doing classical exit polling.
[00:52:56.912 --> 00:52:59.413]  And poll watching is what Trump's doing.
[00:52:59.773 --> 00:53:03.115]  But first, Larry Nichols, halfway to this clip, he nailed it.
[00:53:03.155 --> 00:53:08.698]  He said literally, several times, by next Saturday or Sunday, they will fully exonerate Hillary.
[00:53:09.219 --> 00:53:09.939]  This is the scam.
[00:53:09.959 --> 00:53:11.620]  He was told by Supreme Court Justice.
[00:53:11.860 --> 00:53:12.521]  Here's more of the clip.
[00:53:13.157 --> 00:53:13.357]  Yeah.
[00:53:13.598 --> 00:53:21.066]  Now, the plan is, and you'll notice that even when they did this, the miraculous change took place.
[00:53:21.206 --> 00:53:29.555]  Number one, Mr. Good God, James Comey, who everybody says is Mr. Impeccable, the first thing he does is he breaks the 60-day rule.
[00:53:30.384 --> 00:53:35.888]  60-day rule means, going back to Iran-Contra, you know, arms for hostages.
[00:53:36.388 --> 00:53:43.934]  After that election with Carter, the media and everybody in the Ethics Committee said, no longer can you bring something out 60 days before an election.
[00:53:43.954 --> 00:53:45.054]  And he also leaked it.
[00:53:45.094 --> 00:53:47.436]  He didn't just tell Congress two weeks before.
[00:53:47.476 --> 00:53:48.537]  No, he got it out.
[00:53:49.898 --> 00:53:51.479]  So, he breaks that rule.
[00:53:51.959 --> 00:53:55.642]  And then, here comes Hillary saying, get it all out.
[00:53:56.562 --> 00:53:57.323]  Get it all out.
[00:53:58.231 --> 00:53:59.993]  Now here's what they've got going for them.
[00:54:00.033 --> 00:54:02.275]  They've got the Republicans saying, get it all out.
[00:54:02.355 --> 00:54:04.116]  They've got Trump saying, get it all out.
[00:54:04.517 --> 00:54:12.804]  And of course, you've got Hillary saying, get it all out, with the intended purpose being the emails that Comey is going to release.
[00:54:13.445 --> 00:54:20.632]  Those emails have already been purged, Alex, and there's nothing in it to incriminate Hillary.
[00:54:21.608 --> 00:54:22.329]  Or Obama.
[00:54:23.029 --> 00:54:31.437]  Meanwhile, no one looks at the new WikiLeaks coming out daily or the total coup de grace that came out last week with Obama and Hillary saying we gotta clean this up and cover it up.
[00:54:32.148 --> 00:54:36.829]  And the campaign already has the press releases ready to go.
[00:54:37.069 --> 00:54:42.450]  And as far as I know, mainstream media already have the papers already ready.
[00:54:42.490 --> 00:54:48.091]  The front page is ready to print saying that Hillary was innocent all along.
[00:54:48.151 --> 00:54:56.073]  This whole email thing was a Republican fraud set out to confuse the American people.
[00:54:56.113 --> 00:54:57.193]  It was never real.
[00:54:58.254 --> 00:54:59.874]  She walks away with the election.
[00:55:00.390 --> 00:55:01.272]  That's the plan.
[00:55:01.492 --> 00:55:06.620]  Now the problem they're having, Alex, internally, the FBI guys...
[00:55:07.603 --> 00:55:12.046]  have gained forces and... Alright, let's go back now.
[00:55:12.546 --> 00:55:32.358]  Roger Stone's with us, twenty-something minutes in the next hour, former head of the Trump campaign, of MyIntel, correct me if I'm wrong, massive black turnout, record for Trump, massive low turnout for Hillary, LeBron James has a rally for, 300 people show up that were actual citizens, I have that, from high-level police department in Cleveland, showed the photos earlier, they have close-in shots,
[00:55:34.139 --> 00:55:35.840]  He's ahead in most battleground states.
[00:55:35.900 --> 00:55:37.781]  There is massive election fraud happening, though.
[00:55:38.302 --> 00:55:39.742]  And I've talked to high-level sources.
[00:55:39.782 --> 00:55:41.263]  They're threatening the military and everybody.
[00:55:41.544 --> 00:55:44.565]  You better stand down and shut up when we install Hillary.
[00:55:45.006 --> 00:55:46.727]  So a depressing moment on that front.
[00:55:46.747 --> 00:55:49.388]  But I tell you, it isn't over until the fat lady sings.
[00:55:49.428 --> 00:55:51.209]  We're going to challenge any evidence of fraud.
[00:55:51.630 --> 00:55:54.031]  So we've got a lot to cover coming up here in the next hour.
[00:55:54.051 --> 00:55:55.232]  Roger Stone, where do you want to start?
[00:55:56.776 --> 00:55:59.217]  Well, Alex, I'm delighted to be with you.
[00:55:59.277 --> 00:56:07.682]  It's nice to get off the telephone because I've been in an endless round of conference calls with lawyers, and I don't particularly like lawyers anyway.
[00:56:08.162 --> 00:56:24.430]  But the breaking news is that the ruling against Donald Trump, Roger Stone, the Republican National Committee, the Trump campaign, and StopTheSteal.org was overturned by the appeals court in Ohio late this afternoon.
[00:56:24.950 --> 00:56:25.931]  There is no evidence
[00:56:26.851 --> 00:56:31.573]  Of any plan on our part to threaten or intimidate voters in any way.
[00:56:32.233 --> 00:56:37.434]  This follows on the heels of our victory in the Arizona federal court yesterday.
[00:56:38.114 --> 00:56:50.198]  Tomorrow we will have the adjudication of this lawsuit in Nevada, most likely Pennsylvania, Michigan,
[00:56:51.090 --> 00:56:51.571]  I don't know.
[00:57:05.287 --> 00:57:10.930]  Which follows State Department rules, which you've always done, of course, and that's on record, and I've seen the training you guys are engaged in.
[00:57:11.310 --> 00:57:13.891]  It is impeccably done, better than what mainstream media does.
[00:57:14.171 --> 00:57:16.873]  The Democrats are running around electioneering inside the polling booths.
[00:57:17.213 --> 00:57:18.553]  We've caught video of it ourselves.
[00:57:18.894 --> 00:57:19.654]  It's pouring in.
[00:57:20.134 --> 00:57:21.415]  Evidence of fraud's pouring in.
[00:57:21.435 --> 00:57:23.316]  I mean, clearly, do you agree with me?
[00:57:23.416 --> 00:57:25.077]  Donald Trump is in the lead right now.
[00:57:25.797 --> 00:57:27.538]  A, and then B, are they trying to steal it?
[00:57:29.029 --> 00:57:31.071]  I definitely think the momentum is with him.
[00:57:31.091 --> 00:57:38.695]  All of the swing states now, he's moved into at least a top, a toss-up category where he was slightly behind.
[00:57:38.916 --> 00:57:40.837]  Remember, this is all directional.
[00:57:41.017 --> 00:57:43.859]  It's not what the poll shows in terms of the actual number.
[00:57:44.399 --> 00:57:48.021]  It's who has the momentum and who is gaining, and who has gained.
[00:57:48.041 --> 00:57:50.703]  And two days out, he's got momentum in a dead heat is what you're saying?
[00:57:51.744 --> 00:57:52.424]  Exactly.
[00:57:52.785 --> 00:57:55.706]  I don't know what to make of this most recent
[00:57:57.596 --> 00:57:58.457]  FBI, stay there.
[00:57:58.937 --> 00:58:04.220]  If you look at Bill Clinton, far worse, minor words and his was action.
[00:58:04.801 --> 00:58:06.322]  His was what he's done to women.
[00:58:06.362 --> 00:58:12.045]  There's never been anybody in the history of politics in this nation that's been so abusive to women.
[00:58:12.265 --> 00:58:14.567]  Bill Clinton was abusive to women.
[00:58:14.927 --> 00:58:21.111]  Hillary Clinton attacked those same women and attacked them viciously, four of them here tonight.
[00:58:21.251 --> 00:58:26.554]  So much of what he's just said is not right, but he gets to run his campaign any way he chooses.
[00:58:37.377 --> 00:58:40.138]  There is an information warfare happening right now.
[00:58:40.979 --> 00:58:42.439]  It's a fight for our minds.
[00:58:43.099 --> 00:58:45.040]  And InfoWars.com is on the front lines.
[00:58:45.360 --> 00:58:49.581]  Download our free multimedia app at InfoWars.com forward slash app.
[00:58:49.721 --> 00:58:53.062]  It's free, it's on Droid, it's on Apple, you name it.
[00:58:53.142 --> 00:58:54.683]  InfoWars.com forward slash app.
[00:58:58.928 --> 00:59:07.934]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:59:08.014 --> 00:59:16.080]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:59:16.400 --> 00:59:21.102]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:59:21.283 --> 00:59:27.986]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:59:28.086 --> 00:59:35.149]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:59:35.250 --> 00:59:42.113]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:59:42.273 --> 00:59:46.635]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:59:46.755 --> 00:59:50.016]  Available in original or with our immune support infusion blend.
[00:59:50.136 --> 00:59:56.278]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:59:56.438 --> 00:59:58.139]  Available at Infowarslife.com.
[01:00:03.341 --> 01:00:05.962]  You're listening to the Alex Jones Show.
[01:00:13.759 --> 01:00:22.488]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[01:00:23.268 --> 01:00:24.309]  Thomas Jefferson.
[01:00:24.830 --> 01:00:28.513]  It's Alex Jones on the GCN Radio Network.
[01:00:32.403 --> 01:00:41.213]  By the way, I haven't even gotten into Hillary and the whole Jay-Z-Beyonce deal where they have her doing the simulated tear up the police cars, knock out windows, riot stuff.
[01:00:41.713 --> 01:00:45.558]  They're singing about using cocaine, raping women.
[01:00:46.058 --> 01:00:47.840]  The N-word is screamed over and over again.
[01:00:47.940 --> 01:00:49.902]  If Trump did something like this,
[01:00:51.357 --> 01:00:55.921]  I mean, some edited tape with him saying women throw themselves on you, you can do whatever you want.
[01:00:56.322 --> 01:00:58.563]  That's not sexual assault, saying a woman throws herself on you.
[01:00:59.464 --> 01:01:05.490]  But the point is, I'm digressing, we have this coming up, there's so much cussing, there's a beep every second, basically.
[01:01:05.850 --> 01:01:13.537]  Hillary's at this, clapping, and then praising it while it happens, but then they have these things crying, saying Donald Trump hurts our children.
[01:01:15.939 --> 01:01:17.901]  When it was a secret tape.
[01:01:18.081 --> 01:01:19.082]  They're the ones putting it out.
[01:01:19.202 --> 01:01:21.244]  I mean, it is the death of common sense.
[01:01:21.284 --> 01:01:21.885]  That's coming up too.
[01:01:21.905 --> 01:01:24.187]  But Roger, this is a short segment, long segment coming up.
[01:01:24.227 --> 01:01:26.749]  You were getting into not knowing what to make of Comey.
[01:01:27.590 --> 01:01:35.177]  Well, the word is, is that they had to divert off of all the WikiLeaks and then make this look like she was being persecuted, making her the victim right at the end.
[01:01:35.217 --> 01:01:37.719]  It is a total November surprise.
[01:01:37.939 --> 01:01:41.463]  Brought to you by Comey, whose law firm and family work with the Clintons.
[01:01:42.455 --> 01:01:45.016]  Yeah, the problem here is that it won't wash.
[01:01:45.116 --> 01:01:50.318]  As I understand it, he's referring to the 33,000 emails that were withheld.
[01:01:50.718 --> 01:02:04.103]  This does not address the 650,000 emails that have been discovered by the New York Police Department and are in their possession, as well as in the possession now of the FBI and presumably the Justice Department.
[01:02:04.813 --> 01:02:11.883]  My sources tell me there are indelible evidence of multiple crimes contained therein.
[01:02:11.903 --> 01:02:19.252]  And I know for a fact that one of the reasons why the FBI reopened their investigation was because of an allegation
[01:02:19.913 --> 01:02:33.843]  That the nation of Serbia was shaken down for $2 million in order to get a meeting for their president with Barack Obama, and that that money was siphoned and sent to the Clinton Foundation.
[01:02:34.283 --> 01:02:35.724]  That is a crime.
[01:02:36.285 --> 01:02:39.067]  Mr. Comey is well aware of that allegation.
[01:02:39.087 --> 01:02:47.293]  So the notion that Hillary will avoid prosecution really challenges believability.
[01:02:48.346 --> 01:03:06.275]  If there is, if Hillary should narrowly win this election and try to use the federal apparatus to shut down investigations of all the still evidence, you will have an insurrection in the country, you'll have widespread civil disobedience, and you will have paralysis.
[01:03:06.935 --> 01:03:08.476]  She will be unable to govern.
[01:03:08.496 --> 01:03:12.558]  I just do not believe the American people will stand for it.
[01:03:13.238 --> 01:03:14.399]  Roger, I totally agree.
[01:03:14.419 --> 01:03:15.380]  We've got a war game this.
[01:03:17.815 --> 01:03:18.616]  I totally agree with you.
[01:03:18.636 --> 01:03:19.636]  We've got a war game.
[01:03:19.676 --> 01:03:22.458]  And let me give you the FBI's announcement just to understand what you're saying.
[01:03:22.879 --> 01:03:23.619]  You are correct.
[01:03:23.999 --> 01:03:25.140]  So let me just lay this out.
[01:03:25.500 --> 01:03:27.562]  The NYPD was in a press conference two weeks ago.
[01:03:27.622 --> 01:03:28.402]  I had this from sources.
[01:03:28.422 --> 01:03:29.303]  It's now been confirmed.
[01:03:29.783 --> 01:03:33.125]  Even, you know, the head of Blackwater's come out and says his sources told him this.
[01:03:33.145 --> 01:03:35.887]  But this is that the NYPD has all these emails.
[01:03:35.967 --> 01:03:40.830]  It's full of underage sexting, pedophile connections, really horrible stuff.
[01:03:41.190 --> 01:03:43.412]  The NYPD was about to go public.
[01:03:43.472 --> 01:03:46.274]  It forced the FBI to move.
[01:03:47.034 --> 01:03:55.638]  Because the FBI rank-and-file wanted it, but also Comey had to make it look like he was going to do something, but they now claim the whole 650,000 emails.
[01:03:55.998 --> 01:03:57.879]  Here it is, Daily Mail, also Associated Press.
[01:03:58.319 --> 01:04:06.002]  Comey claims they went through it all in just nine days, all 650,000, and he's saying all of it's open and shut now.
[01:04:06.042 --> 01:04:10.684]  So this is an attempt to put everything to bed, but now we'll see what the NYPD does.
[01:04:11.803 --> 01:04:17.765]  Yeah, I would think that they've also read these emails and they have said that there is evidence of crime.
[01:04:17.985 --> 01:04:20.486]  Alex, put aside the sex allegations, please.
[01:04:21.306 --> 01:04:21.866]  Treason.
[01:04:23.107 --> 01:04:23.727]  Corruption.
[01:04:24.367 --> 01:04:25.487]  Pay-for-play.
[01:04:26.828 --> 01:04:28.428]  These are more egregious.
[01:04:28.528 --> 01:04:30.329]  I'm not sure what to make of all this.
[01:04:30.389 --> 01:04:32.550]  And by the way, they're all confirmed in WikiLeaks already.
[01:04:32.610 --> 01:04:33.530]  No one's getting in trouble.
[01:04:34.530 --> 01:04:38.771]  So, they're not going to be able to sweep this under the carpet.
[01:04:39.112 --> 01:04:40.172]  This is a nice try.
[01:04:41.115 --> 01:04:45.917]  But, uh, win or lose, Hillary Clinton's heading for the big house, one way or another.
[01:04:45.957 --> 01:04:47.177]  I'm gonna give you the floor when we come back, then.
[01:04:47.198 --> 01:04:48.458]  I'm gonna flesh all this out.
[01:04:48.558 --> 01:04:49.558]  I totally agree with you.
[01:04:50.019 --> 01:04:52.760]  These are epic crimes never before seen this public.
[01:04:52.800 --> 01:04:57.302]  I mean, stuff like this may have happened before, but it's never been this out in the open.
[01:04:57.682 --> 01:04:59.142]  It's a nice try at sweeping it under.
[01:04:59.262 --> 01:05:00.103]  It's not gonna work.
[01:05:00.583 --> 01:05:01.643]  Where does this go next?
[01:05:02.124 --> 01:05:05.045]  The good news is, law enforcement itself is really awake, really upset.
[01:05:05.325 --> 01:05:06.405]  The public's waking up as well.
[01:05:06.665 --> 01:05:07.466]  Roger Stone's our guest.
[01:05:07.486 --> 01:05:07.886]  Stay with us.
[01:05:10.686 --> 01:05:16.348]  In case you haven't realized it yet, Hillary Clinton takes money from the same people who fund radical Islamic terror.
[01:05:16.448 --> 01:05:28.273]  That's right, the same people that fund ISIS, yes, that ISIS, that beheads and rapes people in the streets, that ISIS, who declares the West its enemy, yes, Hillary Clinton is funded by the same people who fund ISIS.
[01:05:28.433 --> 01:05:32.554]  Just take a look at the foreign donors to the Clinton Foundation in Qatar and Saudi Arabia.
[01:05:32.695 --> 01:05:35.315]  These same people are funding radical Islamic terror.
[01:05:35.496 --> 01:05:39.177]  If you wish to believe that Hillary was too stupid to realize this, you'd be wrong.
[01:05:39.557 --> 01:05:47.902]  There's an early 2014 email from Hillary Clinton, so not so long after she left Secretary of State, to her campaign manager, John Podesta.
[01:05:48.202 --> 01:05:54.806]  It states that ISIL, ISIS, is funded by Saudi Arabia and Qatar.
[01:05:55.927 --> 01:05:58.248]  The governments of Saudi Arabia and Qatar.
[01:05:58.409 --> 01:06:04.332]  So essentially, you could make the case that ISIS and Hillary Clinton take orders from the same people.
[01:06:04.612 --> 01:06:05.353]  You're with her.
[01:06:05.873 --> 01:06:07.874]  This is Owen Troyer for InfoWars.com.
[01:06:14.819 --> 01:06:18.960]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:19.440 --> 01:06:27.242]  More is happening in a day right now than what happened in six months previously.
[01:06:27.282 --> 01:06:29.122]  This is an epic time to be alive.
[01:06:29.263 --> 01:06:34.464]  History is happening all around us, and we're part of it for it all.
[01:06:34.504 --> 01:06:39.165]  Donald Trump, whether he wins or loses this election, no matter what comes out of it,
[01:06:40.353 --> 01:06:41.294]  He is a total winner.
[01:06:41.334 --> 01:06:42.054]  He had courage.
[01:06:42.415 --> 01:06:43.095]  You've had courage.
[01:06:43.115 --> 01:06:43.876]  You've taken action.
[01:06:44.216 --> 01:06:49.200]  Globalism is on the table as a crony capitalist anti-free market mafia system.
[01:06:50.121 --> 01:06:52.263]  The fact that the Federal Reserve is screwing us over is huge.
[01:06:52.303 --> 01:06:54.004]  The fact that our borders are being dissolved.
[01:06:54.504 --> 01:06:56.806]  Political correctness is in tatters.
[01:06:58.107 --> 01:06:59.128]  Humanity's on the march.
[01:06:59.188 --> 01:07:01.450]  It took Brexit 25 years with UKIP.
[01:07:01.950 --> 01:07:04.432]  In the last two years with Donald Trump, we have eclipsed that.
[01:07:05.033 --> 01:07:06.934]  Now, I believe he's ahead in the battleground states.
[01:07:06.954 --> 01:07:07.615]  The evidence shows it.
[01:07:07.635 --> 01:07:08.756]  I believe there's going to be a landslide.
[01:07:09.653 --> 01:07:11.174]  But Hillary is trying to steal it.
[01:07:11.254 --> 01:07:14.777]  Roger Stone's been victorious with Trump in their exit polling and poll watching.
[01:07:15.397 --> 01:07:21.982]  Trump doing poll watching, exit polling with Stone, very professionally done, following state laws, doing exit polls.
[01:07:22.302 --> 01:07:23.663]  We go out and do exit polls as media.
[01:07:24.704 --> 01:07:26.345]  And they're fine as long as they think we're Democrats.
[01:07:26.365 --> 01:07:29.968]  When they find out we're patriots, they flip out and say, you just can't be here, period.
[01:07:30.609 --> 01:07:32.850]  Okay, we know you're here for Trump to disrupt.
[01:07:33.471 --> 01:07:34.552]  This is happening on video.
[01:07:34.632 --> 01:07:36.153]  But the big news, Roger Stone,
[01:07:37.188 --> 01:07:42.099]  Recap, because some stations don't carry that first little segment at the start of the hour.
[01:07:43.702 --> 01:07:45.626]  Recap, the FBI has come out.
[01:07:46.801 --> 01:07:54.427]  Our Clinton insider said, they're going to come out Saturday or Sunday, he said this last Sunday, Larry Nichols, we played it last hour, and they're going to announce that she's totally exonerated and everything.
[01:07:54.928 --> 01:08:11.301]  So it diverts from WikiLeaks for 7-8 days, Trump takes the bait, and Nichols said please don't take it, covers the $650,000, Comey comes out and says she's totally exonerated, but he had to because the NYPD was going to have a press conference, we've now confirmed, two weeks ago.
[01:08:13.003 --> 01:08:18.487]  And expose the horrible stuff, the treason, the treachery, the paper play that was in this as well.
[01:08:19.508 --> 01:08:26.293]  And so they had to basically have a timeout to stall people until we were 48 hours or less out from the election.
[01:08:26.653 --> 01:08:31.056]  Now they've done it, trying to take her weakness and make it a strength like, oh look, she's been exonerated.
[01:08:31.076 --> 01:08:34.439]  But as you just said, nice try at sweeping this under the rug.
[01:08:34.459 --> 01:08:35.680]  Not gonna work.
[01:08:36.040 --> 01:08:36.921]  Drain the swamp.
[01:08:36.961 --> 01:08:38.061]  I think it's going into hyperspace.
[01:08:38.101 --> 01:08:38.562]  Roger Stone.
[01:08:39.625 --> 01:08:42.430]  Yeah, I think the FBI director has worn out his credibility.
[01:08:42.511 --> 01:08:44.434]  He's now changed his position three times.
[01:08:44.534 --> 01:08:46.839]  It's very clear that he is acting politically.
[01:08:47.900 --> 01:08:53.424]  And there are career agents there who are not going to stand for this.
[01:08:53.965 --> 01:09:12.798]  And you have the independents of the NYPD, and I think they've made it very clear that if there's any effort to sweep this under the carpet or to say that, oh, we reviewed the emails and there were no evidence of illegality, that they'll release them all and then let the people decide what we have.
[01:09:12.858 --> 01:09:13.579]  Now, the truth is,
[01:09:14.119 --> 01:09:18.161]  Prior to any of this happening, Comey had more than enough to indict Hillary.
[01:09:18.502 --> 01:09:20.643]  David Petraeus was indicted for less.
[01:09:21.123 --> 01:09:22.804]  Others have been indicted for less.
[01:09:23.464 --> 01:09:25.285]  The American people will get justice.
[01:09:25.866 --> 01:09:34.751]  I cannot see any circumstance, even if she were to win this election, in which she will be able to govern or actually even able to appear in public.
[01:09:35.473 --> 01:09:41.075]  Meanwhile, Trump I think is soaring towards an upset victory here which will negate all of this.
[01:09:41.095 --> 01:09:44.396]  I presume that in the period between the election
[01:10:00.285 --> 01:10:06.608]  In the inauguration, Obama will probably pardon everybody who's been involved in this sordid mess.
[01:10:08.189 --> 01:10:11.971]  That would be the safest move for the establishment, but they seem so arrogant these days.
[01:10:12.011 --> 01:10:13.631]  They don't have the class they had with Nixon.
[01:10:14.072 --> 01:10:26.237]  It seems like they might just try a... Very possible, but I don't think anyone should assume that any of these issues or the dynamic that we're in goes away.
[01:10:26.297 --> 01:10:27.598]  There will be no honeymoon
[01:10:28.436 --> 01:10:34.240]  Regardless of who is elected president, there will be no cessation of tensions.
[01:10:35.221 --> 01:10:42.507]  This fight inside the country about what we want to be and whether we are a nation of laws or a nation of men is going to continue.
[01:10:43.885 --> 01:10:44.285]  That's right.
[01:10:44.325 --> 01:10:48.568]  Trump has just been the master of ceremonies, basically, here.
[01:10:48.929 --> 01:10:53.852]  And you and I and others in Drudge have been ringleaders, you know, here at the circus, trying to get folks awake.
[01:10:54.012 --> 01:10:55.053]  It's happened now.
[01:10:55.813 --> 01:11:01.657]  The worldwide awakening to globalism is only accelerating, and so that's the good news here.
[01:11:02.578 --> 01:11:14.193]  Is that we have come here to kick ass and chew bubblegum and we're all out of bubblegum and I mean it was in the Wall Street Journal and Associated Press as you know on Monday that major newspapers revenue is down 97.5% in the last quarter.
[01:11:14.233 --> 01:11:14.494]  That is...
[01:11:18.338 --> 01:11:21.979]  That is a heart attack with the heart completely dead.
[01:11:22.459 --> 01:11:25.060]  So, the entire mainstream media is in free fall.
[01:11:25.120 --> 01:11:31.062]  We are all exploding with rocket engines so huge, the only danger is we might blow up in our ascension.
[01:11:34.523 --> 01:11:35.444]  I'm not exaggerating.
[01:11:36.065 --> 01:11:40.489]  We now, on average, are having 10 to 15 million video views a day.
[01:11:40.829 --> 01:11:42.270]  We did a live show last night.
[01:11:42.371 --> 01:11:43.792]  It had 3 million viewers.
[01:11:44.453 --> 01:11:46.715]  Just an internet show with no promotion.
[01:11:47.175 --> 01:11:49.637]  You're putting out videos getting 20 million views a week.
[01:11:49.978 --> 01:11:54.802]  There's kids in farmhouses talking trash about Obama getting 68 million views a week.
[01:11:55.203 --> 01:11:56.584]  What the hell are they gonna do?
[01:11:56.944 --> 01:11:59.547]  CNN doesn't get 68 million viewers in a frickin' month!
[01:12:00.669 --> 01:12:04.313]  That's why they're so desperate to get control of the internet.
[01:12:04.333 --> 01:12:14.422]  That's why they're so desperate to quote-unquote regulate, that means shut down, the internet because it has afforded us an avenue to communicate with each other that they never anticipated.
[01:12:15.174 --> 01:12:22.800]  In other words, the establishment, the media government establishment, no longer has a monopoly on mass communications in this country.
