[00:00:03.959 --> 00:00:06.262]  Wednesday, April 20th, 2016.
[01:49:02.407 --> 01:49:05.888]  It was 300 miles in diameter.
[01:49:05.888 --> 01:49:09.629]  It was 22 times the energy of the impact at Czechoslovakia.
[01:49:09.629 --> 01:49:12.990]  This broke the continents of Pangea apart.
[01:49:12.990 --> 01:49:16.751]  And it was not 100 million years ago, as classical science says.
[01:49:16.751 --> 01:49:20.472]  It was less than 5,000 years ago.
[01:49:20.472 --> 01:49:22.032]  There were catastrophic things that happened.
[01:49:22.032 --> 01:49:25.433]  It moved continents apart and shoved India up into the Himalayas.
[01:49:25.433 --> 01:49:27.714]  This is catastrophism.
[01:49:28.334 --> 01:49:32.479]  And it's not separated by, you know, millions and billions of years.
[01:49:32.479 --> 01:49:39.226]  So people cannot sit comfortably and think that we're not going to see in the next six or seven years some serious tectonic occurrences.
[01:49:39.226 --> 01:49:41.889]  Look at the top right image, top pro right image.
[01:49:41.889 --> 01:49:42.670]  This is from NASA.
[01:49:43.704 --> 01:49:51.026]  And it's an image showing the mass concentrations, you know, the variations in gravity on the surface of the Earth.
[01:49:51.026 --> 01:49:57.868]  And they cannot explain why that purple and blue one over, right at the base of India, is short of mass.
[01:49:57.868 --> 01:50:02.830]  It's like there's a chunk taken out of the sub-Earth area there, you know, the mantle.
[01:50:03.430 --> 01:50:13.018]  I mean, if you look over in the Atlantic, in the upper right, you'll see there is a raised area, you know, in the middle of the Atlantic going up to Iceland.
[01:50:13.018 --> 01:50:17.622]  That area, move a bit further over to the right there on your screen.
[01:50:17.622 --> 01:50:18.583]  Yeah, that's the one.
[01:50:18.583 --> 01:50:20.545]  That area is over 2.3 million miles in area.
[01:50:22.967 --> 01:50:31.493]  And it was caused by the meteor that hit the east coast of India, over in that purple area, when India was stretched down there where it used to be.
[01:50:31.493 --> 01:50:43.001]  It went underneath Saudi Arabia and up into the Atlantic Ocean, pushing a lot of mass ahead of it, and formed the Atlantic Bulge and the Indian Ocean shortage of mass.
[01:50:43.621 --> 01:50:46.123]  That was a catastrophe that sank Atlantis.
[01:50:46.123 --> 01:50:48.725]  That was a catastrophe that caused the Great Flood of Noah.
[01:50:48.725 --> 01:50:54.851]  It is real, and people need to get into the catastrophic mode of history to understand it properly.
[01:50:54.851 --> 01:50:59.114]  Well, I go back to Shoemaker-Levy.
[01:50:59.114 --> 01:51:00.155]  What was the year that happened?
[01:51:00.155 --> 01:51:02.297]  But the comet broke up, hit one of the big gas giants.
[01:51:02.297 --> 01:51:03.818]  I remember even seeing it on MMI TV.
[01:51:03.818 --> 01:51:04.739]  Jupiter.
[01:51:04.739 --> 01:51:05.580]  And I had Shoemaker.
[01:51:08.749 --> 01:51:12.350]  His wife on, and then they died in a car wreck, and I've also had Levi on.
[01:51:12.350 --> 01:51:16.290]  But they had to admit, okay, you're right.
[01:51:16.290 --> 01:51:19.531]  It looks like we're getting hit by asteroids and stuff all the time.
[01:51:19.531 --> 01:51:23.492]  Huge ones, you know, on a more routine basis.
[01:51:23.492 --> 01:51:27.993]  I mean, what hit Russia, you know, back at the turn of the last century?
[01:51:27.993 --> 01:51:35.434]  We know this stuff's going on because we can now watch other planets being pounded on a routine basis by giant asteroids and comets.
[01:51:37.645 --> 01:51:38.966]  Yeah, I can see that.
[01:51:38.966 --> 01:51:50.614]  And we do have to admit the fact, even some of these things like the meteor that burst over that Russian town, Shiblings or whatever it is, I forget the name of it exactly, but... Chompotka or whatever?
[01:51:50.614 --> 01:51:51.334]  Say again?
[01:51:51.334 --> 01:51:52.095]  I'm going from memory.
[01:51:52.095 --> 01:51:53.816]  It's Chompotka?
[01:51:53.816 --> 01:51:56.357]  What's the famous one that blew trees down for hundreds of square miles?
[01:51:56.357 --> 01:51:57.338]  Oh, it's Anguska.
[01:51:57.338 --> 01:51:57.878]  Anguska.
[01:51:57.878 --> 01:51:58.499]  That's it.
[01:51:58.499 --> 01:51:58.999]  We can show that.
[01:51:58.999 --> 01:52:03.122]  My grandfather actually saw that come over the north of the United States before it exploded over Russia.
[01:52:03.122 --> 01:52:06.064]  He said it made a moaning sound like a cow moaning or something.
[01:52:07.000 --> 01:52:08.328]  It's huge.
[01:52:08.328 --> 01:52:09.052]  Wow.
[01:52:09.052 --> 01:52:09.495]  Keep going.
[01:52:09.495 --> 01:52:09.978]  Sorry to interrupt.
[01:52:10.421 --> 01:52:11.281]  That's all right, that's all right.
[01:52:11.281 --> 01:52:30.151]  Look, there's so much to discuss, we're probably not going to get it all on this show, but I'm trying to be a digital Indiana Jones and to go and locate things with Google Earth and other data to tell the real history of Earth and the civilizations and the things I am finding.
[01:52:30.151 --> 01:52:31.392]  Let me just tell you this right now.
[01:52:31.392 --> 01:52:33.953]  I've said this already, so it's not a big secret.
[01:52:33.953 --> 01:52:38.416]  Saudi Arabia, all of the Arabian Peninsula, is the major landmass of Atlantis.
[01:52:39.016 --> 01:52:41.298]  I found the fertile plain they're talking about.
[01:52:41.298 --> 01:52:43.800]  It's 110 miles wide by 330 miles long.
[01:52:43.800 --> 01:52:47.963]  It left a scar on the surface of the earth, and I found that on NASA data.
[01:52:47.963 --> 01:52:54.427]  And the capital island of Atlantis is on the southwest coast of the Persian Gulf.
[01:52:54.427 --> 01:52:59.991]  There's three or four locations it might be at, but it's underneath water and sand and stuff.
[01:52:59.991 --> 01:53:01.612]  I think we found it.
[01:53:01.612 --> 01:53:05.956]  And I found over 1,700 stone artifacts left by the Atlanteans.
[01:53:06.710 --> 01:53:21.594]  I do believe that Noah lived in the Arabian Peninsula, it wasn't Atlantean per se, and that the flood was caused by the impact and it did recede quicker in other parts of the earth than it did in the Arabian Peninsula.
[01:53:21.594 --> 01:53:29.097]  That's why they have all that sand and stuff, you know, 80 feet of mud and stuff in the Persian Gulf region that settled over a year's time.
[01:53:29.097 --> 01:53:30.037]  Anyway, there's just so much.
[01:53:31.157 --> 01:53:33.859]  I can't begin to tell you what I've been discovering.
[01:53:33.859 --> 01:53:35.780]  I looked at the Exodus.
[01:53:35.780 --> 01:53:36.661]  Where did it really happen?
[01:53:36.661 --> 01:53:37.141]  What happened?
[01:53:37.141 --> 01:53:42.865]  Where was Moses standing when he saw the real Mount Sinai over in Saudi Arabia?
[01:53:42.865 --> 01:53:45.306]  It's mind-blowing stuff.
[01:53:45.306 --> 01:53:47.688]  I'm going to share that as best I can in July.
[01:53:47.688 --> 01:53:52.351]  Maybe I'll write a book if there's time, but things are happening so quick I often wonder if I'm going to get it out in time.
[01:53:52.691 --> 01:53:54.652]  Stan Dale, you talk about things happening quick.
[01:53:54.652 --> 01:54:03.496]  It's gone from our inside sources talking about the elites going into bunkers, moving to New Zealand, to now it's all over the New York Times, RT, you name it.
[01:54:03.496 --> 01:54:07.858]  Panic Elite, you know, moving into these billion dollar underground structures in Germany and places.
[01:54:07.858 --> 01:54:10.820]  Why are they running around like chickens with their heads cut off?
[01:54:10.820 --> 01:54:12.881]  Usually, as they say, because of economic unrest.
[01:54:12.881 --> 01:54:14.742]  Lloyds of London says it's the worst ever.
[01:54:16.201 --> 01:54:18.042]  I'm not trying to be a fear monger.
[01:54:18.042 --> 01:54:20.584]  It's the establishment that's acting like it's the end of the world.
[01:54:20.584 --> 01:54:23.745]  And some people say, no Alex, political stuff is the cover.
[01:54:23.745 --> 01:54:27.768]  The elites don't care about the people anymore because they know something big's coming.
[01:54:27.768 --> 01:54:28.708]  Yeah.
[01:54:28.708 --> 01:54:29.088]  I agree.
[01:54:29.088 --> 01:54:30.209]  I agree.
[01:54:30.209 --> 01:54:32.490]  So, I mean, I'm asking you, what do you think?
[01:54:32.490 --> 01:54:33.251]  Is it economic?
[01:54:33.251 --> 01:54:33.951]  Is it military?
[01:54:33.951 --> 01:54:36.092]  Or is it a mix of earth changes?
[01:54:36.092 --> 01:54:39.074]  I mean, why are they acting like they don't even care what we think?
[01:54:40.339 --> 01:54:53.996]  Well, because, you know, alright, you're going to roll your eyes at this, but back in the late 40s, early 50s, mankind did make contact with off-world beings, with humanoids, several types.
[01:54:53.996 --> 01:54:59.663]  And when I worked for Dr. Teller at this organization down in Australia, building anti-gravity craft,
[01:55:00.463 --> 01:55:12.331]  I got fed a lot of information about these alien critters and they fit with the biblical concept of a war in the heavens coming down to earth and it fits with Genesis 6 and Atlantis and all that.
[01:55:30.403 --> 01:55:34.624]  Their creation story, even the New York Times admitted a few years ago, was the movie Prometheus.
[01:55:34.624 --> 01:55:37.204]  And so, I mean, the elites don't believe in evolution, folks.
[01:55:37.204 --> 01:55:40.725]  When you actually talk to them, they believe we were planted here.
[01:55:40.725 --> 01:55:41.885]  Yes.
[01:55:41.885 --> 01:55:42.406]  Yes.
[01:55:42.406 --> 01:55:42.946]  What's that term?
[01:55:42.946 --> 01:55:45.026]  Transpanspermia?
[01:55:45.026 --> 01:55:46.666]  Teleprompter-free.
[01:55:46.666 --> 01:55:48.687]  Transpermia, yeah, that's right.
[01:55:48.687 --> 01:55:56.348]  Some of them think that we were planted by little microbes that were on dust and particles flowing through the universe from other places that had life in it.
[01:55:56.348 --> 01:55:57.709]  Yeah, that's just ridiculous.
[01:55:57.709 --> 01:55:58.389]  I mean, folks, give me...
[01:55:59.764 --> 01:56:13.727]  Look, you know, any thinking person, any logical person can see that the incredible, intricate, interlocked systems of humans and animals and vegetation on this planet could not have happened from one spontaneous action.
[01:56:13.727 --> 01:56:22.610]  A super ultra advanced consciousness did it, God, and then I guess the Bible says the stuff we're dealing with is a bunch of fallen scum who's just a bunch of trash.
[01:56:22.610 --> 01:56:23.670]  I don't know how you describe it.
[01:56:24.437 --> 01:56:25.377]  Yeah, I agree.
[01:56:25.377 --> 01:56:31.519]  And look, people think that, you know, well, if God is perfect and, you know, then why do we have wars and this and that?
[01:56:31.519 --> 01:56:35.620]  But if you're reading the scripture, God is in the middle of a war in the heavens with a rebellion.
[01:56:35.620 --> 01:56:37.140]  And Satan is the leader of that rebellion.
[01:56:37.140 --> 01:56:40.381]  And of course, the Masons are on his side, you know, Lucifer.
[01:56:40.381 --> 01:56:43.582]  And when you have two warring factions,
[01:56:44.162 --> 01:56:58.557]  If God, who is the creator of all the factions, says, look, I'm going to kill everything on the earth with a flood, and yet some survive, some giants and bits and pieces over in the Americas, whatever, survive, they say, well, that can't be right because God's not perfect.
[01:56:58.557 --> 01:57:05.565]  But God is in the middle of a war with Satan, who is so intelligent that he was the covering guard over the throne of God.
[01:57:07.106 --> 01:57:12.588]  We're dealing with a war here of immense proportions off the planet and now on the planet.
[01:57:12.588 --> 01:57:15.508]  And I don't know any other way to say that.
[01:57:15.508 --> 01:57:19.750]  I know it sounds like Stanley... Well, you know I don't get into all this stuff, but here's the bottom line.
[01:57:19.750 --> 01:57:20.590]  I've studied the elite.
[01:57:20.590 --> 01:57:23.071]  I've snuck into Bohemian Grove, Skull & Bones.
[01:57:23.071 --> 01:57:27.812]  I've gotten material from Skull & Bones members exclusively here through Charlotte Isserby and others.
[01:57:27.812 --> 01:57:29.993]  His father was in it.
[01:57:29.993 --> 01:57:33.894]  They believe they are getting divine knowledge from off-world beings.
[01:57:34.813 --> 01:57:50.323]  I mean, you take Galton, Wedgwood, Huxley, Darwin admitted in his full writings that he was channeled his evolution of the species and all the rest of it, and they were deep occultists and they envisioned biometrics and computers and everything.
[01:57:50.323 --> 01:57:52.944]  They then built this modern world to control us.
[01:57:52.944 --> 01:57:58.268]  So if they're not getting it from the devil, which liberal media outlets make fun of me when I say this, but
[01:57:58.968 --> 01:58:06.893]  Half the world supposedly believes in God and the devil, so why is it bad when we take it and put a modern context to it only for the reasons of debate?
[01:58:06.893 --> 01:58:07.753]  It's not bad.
[01:58:07.753 --> 01:58:08.834]  I mean, goodness gracious.
[01:58:08.834 --> 01:58:18.099]  I mean, we can't continue like we have been for generations where we just blindly accept what some guy, his interpretation of history is.
[01:58:18.099 --> 01:58:24.763]  I mean, you know that whoever survives the battles writes the history and is colored by their input, their psyche.
[01:58:25.592 --> 01:58:27.113]  Now, we have to wake up.
[01:58:27.113 --> 01:58:27.893]  We have the internet.
[01:58:27.893 --> 01:58:30.974]  We have an increase in knowledge, like the Bible said, that is immense.
[01:58:30.974 --> 01:58:34.575]  Use that knowledge, study, to see what the truth is.
[01:58:34.575 --> 01:58:36.556]  Alright, stay right there, back in 70 seconds.
[01:58:36.556 --> 01:58:42.097]  Because I'm not going to take issue with it, but I want to get into the Mason issue, because there's a lot of different factions in the Masons.
[01:58:42.097 --> 01:58:43.598]  You're a smart guy, I want to get your take on that.
[01:58:43.598 --> 01:58:47.159]  Because I know most Masons, I wouldn't say are working for the devil.
[01:58:47.159 --> 01:58:49.580]  Like I say, most Christians are, but there's obviously factions everywhere.
[01:58:50.583 --> 01:58:58.611]  Hillary Clinton once again brazenly violated New York State election laws by campaigning within 100 feet of a polling place.
[01:58:58.611 --> 01:59:06.458]  A Reuters video shows Hillary and Bill Clinton greeting voters outside their polling precinct and posing for photos inside of the building.
[01:59:06.458 --> 01:59:14.726]  The law clearly states that candidates cannot engage in electioneering or display of any political signs in the vicinity of a polling station.
[01:59:14.966 --> 01:59:20.167]  However, this is not the first time that the Clinton campaign appears to have broken the law.
[01:59:20.167 --> 01:59:27.308]  Back on March 1st, a voting location in New Bedford, Massachusetts was locked down to accommodate a visit by Bill Clinton.
[01:59:27.308 --> 01:59:29.689]  They are affecting the voting at this poll.
[01:59:29.689 --> 01:59:33.229]  It's fraud and illegal, stated the person who filmed the footage.
[01:59:33.229 --> 01:59:38.550]  From one side of the street to the other, there's no way anybody can get down there to vote.
[01:59:38.550 --> 01:59:41.391]  New Bedford Mayor John F. Mitchell then campaigned
[01:59:41.451 --> 01:59:42.913]  You're listening to the Alex Jones Show!
[02:00:03.797 --> 02:00:05.521]  We are on the march.
[02:00:05.521 --> 02:00:08.689]  The Empire is on the run.
[02:00:08.689 --> 02:00:12.378]  Alex Jones and the GCN Radio Network.
[02:00:22.793 --> 02:00:29.857]  We're going to turn back towards earth on what we can totally document coming up in the next segment with Phyllis Schlafly who had them try to take over Eagle Forum.
[02:00:29.857 --> 02:00:36.040]  Breaking internal campaign memo projects Trump will win 1,400 delegates at GOP convention.
[02:00:36.040 --> 02:00:38.161]  Why Democrats are becoming the party of the 1%.
[02:00:38.161 --> 02:00:41.343]  We're going to be getting to a lot of key information.
[02:00:41.343 --> 02:00:42.963]  Look, here's the deal.
[02:00:42.963 --> 02:00:43.664]  I've never covered
[02:00:45.205 --> 02:00:46.846]  UFOs and all this other stuff.
[02:00:46.846 --> 02:00:48.406]  The elite are obsessed with it.
[02:00:48.406 --> 02:00:55.168]  The new X-Files character, according to Chris Carter, you know, the TV host, is based on yours truly.
[02:00:55.168 --> 02:00:59.389]  And so at a certain point I've got to start segueing into looking at what's happening.
[02:00:59.389 --> 02:01:06.811]  The elite believe in their real cosmology that they are the heirs of this advanced future.
[02:01:06.811 --> 02:01:10.632]  And that they are going to be the advanced humans that get to go forward
[02:01:11.857 --> 02:01:17.081]  But first, the earth has to be cleansed of the infestation of 90% of the population.
[02:01:17.081 --> 02:01:23.387]  And the elite believe that they are communicating with these, you know, fallen angels or whatever.
[02:01:23.387 --> 02:01:25.428]  I mean, that's what goes on at Bohemian Grove.
[02:01:25.428 --> 02:01:26.950]  I never really believe any of this stuff.
[02:01:26.950 --> 02:01:29.011]  I just want to know why the elite are so obsessed with it.
[02:01:29.011 --> 02:01:32.454]  But you look at Christian cosmology and other ancient cultures, it fits.
[02:01:32.454 --> 02:01:34.136]  Standale, standale.com is our guest.
[02:01:34.136 --> 02:01:36.578]  We'll have him back on to get more into the esoteric sometime.
[02:01:36.578 --> 02:01:37.939]  But specifically, let's take Mason's.
[02:01:39.161 --> 02:01:50.473]  Pre-Christianity, you know, there's the builder guilds, and you didn't just go to a university, you know, mathematics and stuff was very valuable, so it also had a lot of religious stuff mixed in with it, the mystery schools of Egypt and others.
[02:01:50.473 --> 02:01:56.059]  George Washington was a Mason, but he warned of the Illuminati taking over the Masons, and you know, in a bunch of letters, and I thought he was a great guy.
[02:01:56.059 --> 02:01:57.440]  Many of our founders were.
[02:01:58.226 --> 02:02:03.607]  So when people just say, you know, Masons are on the side of Lucifer, well, Albert Pike was a Mason.
[02:02:03.607 --> 02:02:04.387]  He certainly said that.
[02:02:04.387 --> 02:02:06.228]  He wrote that, one of the most influential.
[02:02:06.228 --> 02:02:09.309]  To me, that's a takeover, and it's kind of gone back and forth.
[02:02:09.309 --> 02:02:11.689]  Any institution can get taken over.
[02:02:11.689 --> 02:02:15.510]  I'm not a Mason, had a lot of ancestors that were Masons, who were really good people.
[02:02:15.510 --> 02:02:18.951]  So when you say that, I mean, I agree with you that modern Masonry at the top
[02:02:19.932 --> 02:02:21.995]  Is a mystery school that worships Lucifer.
[02:02:21.995 --> 02:02:23.857]  That's what they learned at the 33rd degree.
[02:02:23.857 --> 02:02:27.021]  But that to me is a takeover of the Masonic idea.
[02:02:27.021 --> 02:02:28.904]  It's like they've taken over all these symbols.
[02:02:28.904 --> 02:02:30.787]  So in the last 2-3 minutes, what's your view on that?
[02:02:31.880 --> 02:02:32.460]  I agree.
[02:02:32.460 --> 02:02:34.462]  I've known many Freemasons in my life.
[02:02:34.462 --> 02:02:44.628]  In fact, I've been such good friends with 18th degree and above Freemasons that I have been allowed to read in their library in a number one lodge.
[02:02:44.628 --> 02:02:48.730]  I couldn't write or photograph anything, but I could memorize what I got there.
[02:02:48.730 --> 02:02:52.673]  So they respected the work I had done and what I was speaking about publicly.
[02:02:53.473 --> 02:03:00.099]  But they were not the superstructure that has taken over the Masonic guilds.
[02:03:00.099 --> 02:03:16.113]  Adam Weishaupt started that, realized that you could get into one of these secret societies, move up the ranks to a very high level, and then start tricking people at the higher level into a side organization that was clearly apart from the objectives of the original Masonic order.
[02:03:17.874 --> 02:03:21.378]  I don't, I don't go after, you know, people and condemn them for being Freemasons.
[02:03:21.378 --> 02:03:23.661]  A majority of them are doing... Well, I totally agree with you.
[02:03:23.661 --> 02:03:24.161]  I mean, that's it.
[02:03:24.161 --> 02:03:25.643]  I mean, George Washington was very honorable.
[02:03:25.643 --> 02:03:28.446]  He was one of them, and he warned it was being taken over.
[02:03:28.446 --> 02:03:29.327]  Yeah, he was right.
[02:03:29.327 --> 02:03:30.388]  He was very right.
[02:03:30.388 --> 02:03:31.850]  And, uh, what was that?
[02:03:31.850 --> 02:03:36.475]  That was around the time that Adam Weishaupt, uh, over at Ingolstadt, you know, in, in Bavaria, was doing what he was doing.
[02:03:36.475 --> 02:03:36.755]  That's right.
[02:03:36.755 --> 02:03:37.716]  We had our real revolution.
[02:03:37.716 --> 02:03:38.998]  They were creating a counterfeit of it.
[02:03:39.707 --> 02:03:40.287]  That's right.
[02:03:40.287 --> 02:03:40.808]  That's right.
[02:03:40.808 --> 02:03:43.209]  And there's a lot more we need to study.
[02:03:43.209 --> 02:03:46.531]  I just encourage people to do that and not to watch too much TV.
[02:03:46.531 --> 02:03:47.051]  I agree.
[02:03:47.051 --> 02:03:47.992]  Standeo.com.
[02:03:47.992 --> 02:03:51.514]  Let's get you back in a couple months and not a year this time.
[02:03:51.514 --> 02:03:52.654]  You've got one minute left.
[02:03:52.654 --> 02:03:54.115]  Thank you so much for your time.
[02:03:54.115 --> 02:04:02.160]  When do you, just looking at all the maps, I know it's dead reckoning, but you've been proven really accurate, when do you think the big one's coming and what's the most dangerous area on the West Coast?
[02:04:03.413 --> 02:04:15.602]  Most dangerous area, I believe, is the Juan de Fuca area, and I expect that any tick of the clock, but primarily when you have a full moon or a new moon when the gravitational stress is on the surface of the planet the greatest.
[02:04:15.602 --> 02:04:21.046]  Jim Birkland, you know, his theory about that I do agree with, and we're approaching that tomorrow.
[02:04:21.046 --> 02:04:27.031]  Not that I'm saying that the great one's coming tomorrow, but the stresses are building, so watch for full moons and new moon periods.
[02:04:27.811 --> 02:04:31.597]  A day or so either side for the triggering of the Great Ones.
[02:04:31.597 --> 02:04:32.959]  And that occurs twice a month.
[02:04:32.959 --> 02:04:34.701]  So... What about the Midwest?
[02:04:34.701 --> 02:04:35.803]  And what about places like Austin?
[02:04:35.803 --> 02:04:36.865]  What about the fault lines here?
[02:04:36.865 --> 02:04:38.087]  A lot of stuff's becoming active again.
[02:04:40.186 --> 02:04:50.174]  Well, uh, yeah, and I think that formation there that runs across Texas, it was probably partly a result of the Chicxulub meteor impact down in the Gulf, at the Yucatan Peninsula.
[02:04:50.174 --> 02:05:00.682]  So when the fault lines of the world start to shake, and I think it's because the core of the planet is heating up, our magnetic poles are beginning to switch, and we're going to see shortly... Sure, we'll talk to you soon.
[02:05:00.682 --> 02:05:01.062]  Amazing.
[02:05:01.062 --> 02:05:01.343]  Sure, amazing.
[02:05:01.343 --> 02:05:03.764]  Bill Gates here with InfoWars.com.
[02:05:03.764 --> 02:05:04.405]  New York voter.
[02:05:04.625 --> 02:05:08.526]  Bernie supporters being forced to vote for Hillary delegates.
[02:05:08.526 --> 02:05:10.587]  Oh my God, where have I heard that before?
[02:05:10.587 --> 02:05:14.108]  Guess Bernie and Trump might have a few things in common after all, huh?
[02:05:14.108 --> 02:05:18.890]  Sanders supporters are in essence being forced to vote for Hillary Clinton delegates.
[02:05:18.890 --> 02:05:25.993]  The New York ballot is unique in that voters first choose between the candidates, then vote for delegates to attend the national convention.
[02:05:25.993 --> 02:05:31.394]  Fox used his computer to show the ballot and the situation Sanders voters are being put in.
[02:05:31.394 --> 02:05:32.975]  On the left side of the Democrat ballot,
[02:05:33.055 --> 02:05:35.177]  Hillary Clinton and Bernie Sanders are listed.
[02:05:35.177 --> 02:05:37.318]  The voter chooses one, no problem.
[02:05:37.318 --> 02:05:41.602]  On the right side of the ballot are a slate of delegates to be sent to the National Convention.
[02:05:41.602 --> 02:05:43.143]  The voter is to choose six.
[02:05:43.143 --> 02:05:45.965]  The rub, six Clinton delegates options are listed.
[02:05:45.965 --> 02:05:48.327]  Only five are listed for Sanders.
[02:05:48.327 --> 02:05:49.328]  So, there you have it.
[02:05:49.328 --> 02:05:55.072]  Yet again, the corrupt elite are trying to rig this entire vote.
[02:05:55.072 --> 02:05:57.674]  Stay tuned for more reports at InfoWars.com.
[02:05:57.674 --> 02:05:58.315]  I'm Joe Biggs.
[02:06:00.532 --> 02:06:08.778]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the InfoWar.
[02:06:08.778 --> 02:06:09.999]  A 360 win.
[02:06:09.999 --> 02:06:16.563]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at InfoWarshore.com.
[02:06:16.563 --> 02:06:24.109]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[02:06:24.489 --> 02:06:29.574]  Number three, we're giving you free shipping on all orders above $50.
[02:06:29.574 --> 02:06:35.679]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[02:06:35.679 --> 02:06:43.466]  Just go to InfoWarsTore.com, select your favorite product or products, click on auto ship, and choose how often you want us to send you another order.
[02:06:43.466 --> 02:06:49.992]  As you know, I coined the term 360 win, and with the new auto ship feature in InfoWarsLife.com, this is a sure win.
[02:06:49.992 --> 02:06:51.493]  10% off on auto ship.
[02:06:51.633 --> 02:06:54.075]  Win-win-win at Infowarslife.com.
[02:06:54.075 --> 02:06:56.056]  Free shipping on orders above 50 bucks.
[02:06:56.056 --> 02:07:00.279]  And all out-of-stock items are never out of stock when you sign up for auto-ship.
[02:07:00.279 --> 02:07:03.781]  When cells become toxic, they die early and aging sets in.
[02:07:03.781 --> 02:07:08.524]  No one has put together a formula that focuses directly on brain health, nerve growth, and
[02:07:08.564 --> 02:07:09.285]  I don't know.
[02:07:30.200 --> 02:07:31.100]  Shower Filters.
[02:07:31.100 --> 02:07:32.841]  We're introducing the best yet.
[02:07:32.841 --> 02:07:36.901]  The brand new ProPure ProMax High Performance Shower Filter.
[02:07:36.901 --> 02:07:41.722]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[02:07:41.722 --> 02:07:48.804]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[02:07:48.804 --> 02:07:55.005]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[02:08:18.436 --> 02:08:22.477]  Resistance to tyrants is obedience to God.
[02:08:22.477 --> 02:08:24.478]  It's Alex Jones.
[02:08:24.478 --> 02:08:33.140]  She's been one of the hardest working people when it comes to promoting Americana.
[02:08:33.140 --> 02:08:44.283]  Phyllis Schlafly, founder of Eagle Forum, best-selling author of A Choice Not An Echo, created the conservative movement and carried the torch on from Barry Goldwater.
[02:08:44.283 --> 02:08:47.284]  And so much of what we have left of basic freedom in this country
[02:08:48.360 --> 02:08:52.226]  is due to her hard work and the Eagle Forum.
[02:08:52.226 --> 02:08:54.609]  And she's a constitutional lawyer.
[02:08:54.609 --> 02:08:56.212]  EagleForum.org.
[02:08:56.212 --> 02:08:59.777]  She's joining us at the bottom of the hour.
[02:08:59.777 --> 02:09:01.900]  Her video message is at EagleForum.org.
[02:09:03.851 --> 02:09:04.892]  And she's put this message out.
[02:09:04.892 --> 02:09:07.573]  She's now coming on the radio live to talk about it.
[02:09:07.573 --> 02:09:08.774]  A very, very sad story.
[02:09:08.774 --> 02:09:10.195]  A very, very sad chapter.
[02:09:10.195 --> 02:09:27.846]  I personally, like Ted Cruz when he was a senator, had concerns about his connections to some of the more neoconnish and Rockefeller Republicans, like the Bushes and the Goldman Sachs issues, the TPP issues, but I like what he did in the Senate overall.
[02:09:27.846 --> 02:09:29.187]  Now we've seen all the dirty tricks.
[02:09:30.540 --> 02:09:32.661]  We've seen the lying about Carson quitting.
[02:09:32.661 --> 02:09:40.723]  We've seen the going and getting him to cancel entire elections and just give him the delegates and then he calls it a landslide of the people.
[02:09:40.723 --> 02:09:43.963]  Even Sean Hannity yesterday, we played it last hour, said stop it.
[02:09:43.963 --> 02:09:45.164]  Stop saying it's a landslide.
[02:09:45.164 --> 02:09:46.484]  There was no election.
[02:09:46.484 --> 02:09:49.245]  In Colorado and many other states.
[02:09:49.245 --> 02:09:54.906]  When there was an election, Donald Trump got nearly 60% of the vote in New York.
[02:09:54.906 --> 02:09:58.287]  In the rural areas, Ted Cruz got the New York values inside the city.
[02:10:00.379 --> 02:10:02.779]  So, this is a serious issue.
[02:10:02.779 --> 02:10:14.202]  And then, about a week and a half ago, the big national news, WorldNetDaily covered it, Drudge covered it, InfoWars covered it, Phyllis Schlafly, if you just joined us, there was an attempted coup inside her organization.
[02:10:14.202 --> 02:10:15.522]  Here's the headline from Dr. Corsi.
[02:10:15.522 --> 02:10:23.663]  An attempted coup to fire her and to basically change the direction to put the powerful organization with great grassroots conservatives behind Ted Cruz.
[02:10:23.663 --> 02:10:26.324]  Phyllis Schlafly, my board plotted to fire me over Trump.
[02:10:27.199 --> 02:10:33.205]  Now, I've talked to high-level people in the Trump campaign who talked directly to people high-level in the Cruz campaign.
[02:10:33.205 --> 02:10:39.332]  They confirmed that that was directed, according to them, and everything I've been told by Stone, who's on tomorrow, by the way.
[02:10:39.332 --> 02:10:40.353]  He moved from today to tomorrow.
[02:10:40.353 --> 02:10:47.440]  Roger Stone has turned out to be deadly accurate that that was directed by the people in the Cruz camp high up.
[02:10:47.440 --> 02:10:49.442]  And it just shows you, if they think your vote doesn't count,
[02:10:50.438 --> 02:10:53.800]  Well, now maybe Phyllis Schlafly's organization doesn't count.
[02:10:53.800 --> 02:10:57.842]  And so reportedly, operatives connected to him came in and did this.
[02:10:57.842 --> 02:11:03.165]  We're going to get directly from Phyllis Schlafly, who doesn't pull any punches, but she also doesn't like to stir up trouble.
