[00:00:10.931 --> 00:00:11.532]  Is the U.S.
[02:11:00.841 --> 02:11:02.763]  And it's just like a pitch to a boss.
[02:11:02.783 --> 02:11:05.946]  You just hit him, and then if he gets the pitch, then you got Trump's here.
[02:11:06.327 --> 02:11:07.588]  Everybody else he doesn't listen to.
[02:11:07.648 --> 02:11:09.250]  But they're totally flipping out.
[02:11:09.270 --> 02:11:10.631]  He's way ahead in real polls.
[02:11:10.992 --> 02:11:12.253]  That's why they're getting ready to try to steal it.
[02:11:12.513 --> 02:11:14.355]  So we'll talk about everything with Mark Moreno.
[02:11:14.636 --> 02:11:16.037]  ClimateDepot.com.
[02:11:17.158 --> 02:11:19.481]  Mr. Moreno, thank you so much for joining us.
[02:11:20.455 --> 02:11:21.476]  Thank you, Alex and Joe.
[02:11:21.496 --> 02:11:22.376]  Happy to be here today.
[02:11:22.456 --> 02:11:22.777]  Thank you.
[02:11:23.097 --> 02:11:24.398]  Well, so much going on.
[02:11:24.418 --> 02:11:25.879]  I mean, let's talk about the film, obviously.
[02:11:26.399 --> 02:11:27.420]  Our listeners are informed.
[02:11:27.780 --> 02:11:29.781]  They need to now get this out there.
[02:11:30.281 --> 02:11:35.585]  Let's talk about the film, what you went through to put it out, why it's so powerful, and then let's get into the current attacks we're witnessing.
[02:11:36.772 --> 02:11:36.992]  Sure.
[02:11:37.052 --> 02:11:42.839]  Okay, the film came out, actually, as you mentioned, Alex, we had our premiere back in Paris last December.
[02:11:43.300 --> 02:11:50.388]  And the morning of our premiere, we had it in a hundred-year-old theater in downtown Paris, right during the United Nations Climate Summit.
[02:11:50.748 --> 02:11:56.976]  They had wanted posters of me all over the city, wanted for being a, quote, climate criminal, the local environmental groups.
[02:11:57.496 --> 02:12:00.840]  And there was a couple other people they went after.
[02:12:00.960 --> 02:12:06.965]  One of them was an Australian energy CEO who left Paris because they felt like their physical safety was being threatened.
[02:12:06.986 --> 02:12:08.127]  Yeah, this isn't tongue-in-cheek.
[02:12:08.167 --> 02:12:09.048]  This isn't tongue-in-cheek.
[02:12:09.068 --> 02:12:10.349]  They may want you arrested.
[02:12:11.530 --> 02:12:11.890]  They do.
[02:12:11.970 --> 02:12:16.855]  In fact, we have United States Senators pushing racketeering charges against global warming skeptics.
[02:12:16.975 --> 02:12:20.719]  In the film, Alex, Climate Hustle, you get to see Robert F. Kennedy Jr.
[02:12:20.779 --> 02:12:27.305]  say, we need to put climate skeptics at the Hague with three square meals and a cop with all the other war criminals.
[02:12:27.825 --> 02:12:35.295]  And we have NASA's lead global warming scientist talk about trying skeptics for quote crimes against humanity unquote.
[02:12:35.315 --> 02:12:37.518]  Does that phrase sound familiar?
[02:12:37.878 --> 02:12:45.689]  This is what they want to do to skeptics because we're in their way and you're you're making the analogy of you open up about talking about Donald Trump.
[02:12:46.454 --> 02:12:53.578]  In a way, it's almost identical type belittling and trashing and mainstream media attacks on skeptics.
[02:12:53.598 --> 02:13:00.341]  They're trying to make us toxic, put us in jail, minimize us, ridicule, make everyone afraid.
[02:13:00.762 --> 02:13:06.645]  Sure, everybody overuses Nazi analogies, but this is what the Nazis did for five, six years before they started the roundup of Jews.
[02:13:08.100 --> 02:13:15.002]  Well, in fact, in our film, they actually compare climate skeptics to holocaust deniers.
[02:13:15.022 --> 02:13:18.603]  And they'll say a holocaust denier, climate skeptic, there is no difference between them.
[02:13:18.923 --> 02:13:20.383]  And they go through a whole bunch of stuff.
[02:13:20.423 --> 02:13:21.383]  They want us in jail.
[02:13:21.683 --> 02:13:26.665]  They try to tie us to any negative thing in their minds that they can think of.
[02:13:26.685 --> 02:13:27.325]  And so this is
[02:13:28.055 --> 02:13:29.396]  This is where we are right now.
[02:13:29.476 --> 02:13:33.498]  I just got back from Brussels last week and I premiered the film at the EU Parliament.
[02:13:33.938 --> 02:13:39.461]  And we had some global warming activists show up and try to challenge us in the Q&A.
[02:13:39.781 --> 02:13:45.023]  But I was very excited that a lot of members of Parliament showed up from Germany, from the UK.
[02:13:45.223 --> 02:13:48.925]  That's the positive news is, just like Wikileaks, we have the emails.
[02:13:49.745 --> 02:13:51.586]  People forget where they admit it's all a fraud.
[02:13:51.766 --> 02:13:52.727]  I mean, we have them.
[02:13:53.772 --> 02:14:06.545]  Yeah, we have on the emails, called the Climategate Scandal, we have the top scientists of the United Nations essentially admitting in these emails that they are colluding to create a narrative on global warming.
[02:14:07.026 --> 02:14:15.935]  And they openly talk about in the emails, if any scientists disagree, they go after the journal editors that would publish their work, they go after ruining these scientists' career,
[02:14:16.315 --> 02:14:16.395]  True.
[02:14:32.085 --> 02:14:35.067]  I mean, it's just such a paradox where the media is in such lockstep
[02:14:52.035 --> 02:15:01.521]  As they implode, but then, I wonder, will they get across the finish line and bring in authoritarianism as they're calling for to shut down Drudge, to shut down you, to shut down us.
[02:15:01.561 --> 02:15:05.003]  I mean, they all say, you know, I'm a dark heart, I don't have a right to exist.
[02:15:05.063 --> 02:15:09.666]  I mean, now I have Hillary saying my name, her surrogate saying, shut him down, he's evil.
[02:15:10.226 --> 02:15:16.630]  I mean, and you read the newspaper, I'm racist, and then they don't say why I'm racist, or you're a criminal, you need to be hit with racketeering.
[02:15:16.650 --> 02:15:20.372]  They name you by name because you dare, I mean, these people are crazy.
[02:15:23.129 --> 02:15:32.618]  It's gotten to such a point where they honestly believe that they cannot tolerate any debate and the only solution is to shut us down and shut us down completely.
[02:15:32.838 --> 02:15:44.890]  Now, one of the ways they're going to do that now, and they're going after energy, our sources of energy, we had Al Gore attend a New York City press conference with two state's attorney generals, several of them, back in March of this year.
[02:15:45.090 --> 02:15:46.872]  I actually made it to the press conference at the very end.
[02:15:47.492 --> 02:15:49.073]  And they laid out their plan.
[02:15:49.133 --> 02:15:56.056]  What they're going to do, Alex, is they're going to essentially call every weather event now, fossil fuel poisoned weather.
[02:15:56.156 --> 02:15:57.236]  You know, every hurricane.
[02:15:57.256 --> 02:15:58.137]  They're already doing that.
[02:15:58.177 --> 02:15:59.297]  I've seen them beta test.
[02:15:59.457 --> 02:16:00.117]  Anything happens.
[02:16:00.197 --> 02:16:01.198]  I mean, you saw them.
[02:16:01.218 --> 02:16:03.599]  They said the latest hurricane was caused by humans.
[02:16:04.508 --> 02:16:12.290]  And first thing I want to do is that the Washington Post, a former reporter for the Washington Post that actually came out, they're calling for a new metric now, a new way to measure hurricanes.
[02:16:12.490 --> 02:16:12.850]  Why?
[02:16:13.110 --> 02:16:16.090]  Because we're in a historic record low hurricane.
[02:16:16.110 --> 02:16:16.350]  That's right.
[02:16:16.370 --> 02:16:17.231]  The main U.S.
[02:16:17.271 --> 02:16:21.391]  has not been hit in nine years directly by one, the lowest ever recorded in modern history.
[02:16:21.651 --> 02:16:22.772]  That's even the Weather Channel.
[02:16:23.112 --> 02:16:28.853]  But meanwhile, I saw NBC News, ABC and others say, this is why Obama needs the climate deal, because of this hurricane.
[02:16:30.237 --> 02:16:30.637]  Exactly.
[02:16:30.657 --> 02:16:35.098]  So every time, they basically said many bad things will happen with global warming.
[02:16:35.138 --> 02:16:48.161]  So now every time a bad thing happens, and I mean any time a bad thing, in fact the New York Times yesterday or this morning actually had an article about child marriage, forced child marriages are going to go up because of global warming.
[02:16:48.181 --> 02:16:50.921]  They actually said a, quote, surge in forced child marriages.
[02:16:50.981 --> 02:16:56.062]  Oh, they say war is going to cause, actually studies show war goes down during global warming because there's more food.
[02:16:56.122 --> 02:16:59.243]  The problem is cooling actually causes more war because there's less damn food.
[02:16:59.283 --> 02:16:59.643]  Excuse me.
[02:17:00.731 --> 02:17:07.453]  Yes, so essentially on hurricanes, tornadoes, floods, droughts, on every single measure, there's either declining or no trend in it.
[02:17:07.793 --> 02:17:12.335]  But the only way they can get these unprecedented is they want a new way to measure them.
[02:17:12.355 --> 02:17:20.937]  We already know they've altered past temperatures, they've cooled the 1930s, they've made to basically show warming trends that didn't previously exist.
[02:17:21.298 --> 02:17:24.839]  It's like a company losing money and you hire a new accountant, he re-does all the work.
[02:17:24.859 --> 02:17:28.380]  Sure, for those that don't know, we just put mainline headlines up, New York Times, you name it.
[02:17:29.366 --> 02:17:31.987]  They're now going to redefine hurricanes to make more of them.
[02:17:32.027 --> 02:17:33.448]  So, oh, they're record lows?
[02:17:33.748 --> 02:17:36.269]  We'll just say, because the Earth's cooling, you're going to have less of them.
[02:17:36.569 --> 02:17:38.170]  So now they'll just redefine them.
[02:17:39.110 --> 02:17:45.453]  And what they're going to do with that redefinition now, again, we have climate activists like Brad Johnson who call it fossil fuel poison weather.
[02:17:45.513 --> 02:17:46.654]  Every time there's a bad storm.
[02:17:47.134 --> 02:17:51.976]  They are now going, say New Jersey gets flooded by the remnants of a tropical storm or hurricane.
[02:17:52.337 --> 02:17:54.257]  They're now going to go after ExxonMobil.
[02:17:54.277 --> 02:17:57.559]  They're going to go after any other corporation, any energy source
[02:17:57.999 --> 02:18:03.582]  And the Attorney Generals are and say, you created this by your fossil fuel production.
[02:18:03.622 --> 02:18:06.263]  Therefore, you owe millions, billions.
[02:18:06.283 --> 02:18:09.805]  Sure, so it's a total shakedown and then General Electric and others will be exempt.
[02:18:09.825 --> 02:18:12.526]  So, Mark Moreno, let's get back to this because you're a stalwart guy.
[02:18:12.546 --> 02:18:13.986]  You're probably the number one, number two guy.
[02:18:14.006 --> 02:18:14.907]  It's either you or Moncton.
[02:18:15.367 --> 02:18:16.227]  Worldwide fighting.
[02:18:16.247 --> 02:18:17.228]  They should travel the planet.
[02:18:17.568 --> 02:18:18.288]  You've gone through hell.
[02:18:18.308 --> 02:18:20.449]  I'm not trying to lionize you, but you're a hero for all of us.
[02:18:20.749 --> 02:18:22.629]  This is the global government taxing mechanism.
[02:18:22.669 --> 02:18:23.750]  You're the champion.
[02:18:23.770 --> 02:18:32.532]  I read the news and they say people like Mark Moraine only to be looked at for indictment for racketeering because he's lying about this threat to humanity.
[02:18:32.552 --> 02:18:33.733]  I mean, this is so crazy.
[02:18:34.173 --> 02:18:37.974]  So speaking to that, where is this going with 15 attorney generals meeting in secret?
[02:18:37.994 --> 02:18:41.255]  We learned three months ago trying to figure out how to indict you and others.
[02:18:41.315 --> 02:18:43.376]  In fact, I've been told I'm now on the list as well.
[02:18:43.976 --> 02:18:49.317]  So hold on, are you saying that they're going to reclassify so a tropical storm would now be a hurricane?
[02:18:49.337 --> 02:18:49.537]  Yes.
[02:18:49.617 --> 02:18:50.818]  And they're just going to go all the way down?
[02:18:51.038 --> 02:18:54.039]  So what's going to be a tropical storm, like a flood or something?
[02:18:54.859 --> 02:18:55.579]  Yeah.
[02:18:55.679 --> 02:18:57.059]  This is ridiculous.
[02:18:57.600 --> 02:18:59.360]  You get it Joe, you need to pay money.
[02:18:59.720 --> 02:19:01.320]  But separately they want to arrest him.
[02:19:01.341 --> 02:19:02.481]  It's not talk now.
[02:19:02.741 --> 02:19:06.582]  This is the most ridiculous thing that these people can actually sit here and actually
[02:19:07.600 --> 02:19:15.303]  Alter how we've been doing this, you know, scientifically, monitoring and classifying these hurricanes, and now they want to drop it down and go ahead and fit this agenda.
[02:19:15.323 --> 02:19:18.744]  I mean, that's just... Well, they're telling us they're going to redefine mother and father and marriage.
[02:19:18.804 --> 02:19:24.926]  It's all about... They're a cult of bean-counting pinheads that want to control reality.
[02:19:24.946 --> 02:19:28.687]  These people are the biggest control freaks because, listen, those that teach have never done.
[02:19:28.707 --> 02:19:32.608]  And I'm not bashing all teachers and professors, but they've never done anything.
[02:19:32.909 --> 02:19:36.230]  All they want to do is make us do stuff to build it the way they want.
[02:19:36.430 --> 02:19:36.950]  Mark Moreno.
[02:19:38.314 --> 02:19:46.560]  In the film Climate Hustle, Alex, you'll see Al Gore talk about there's too many, Africa is projected to have too many people, essentially.
[02:19:46.620 --> 02:19:50.823]  And he actually says we need to make fertility management ubiquitous.
[02:19:51.184 --> 02:19:53.686]  Now here we have a white, wealthy, Western politician.
[02:19:53.706 --> 02:19:54.926]  Let's get rid of black people.
[02:19:54.947 --> 02:19:56.247]  Oh, I know, exactly.
[02:19:56.588 --> 02:20:01.091]  You can't have cars, you can't have air conditioning, and we got to kill your babies, but it's okay because we're liberal.
[02:20:02.192 --> 02:20:03.273]  Specifically talk about that.
[02:20:03.333 --> 02:20:04.053]  Let me talk about that.
[02:20:04.233 --> 02:20:04.814]  This is incredible.
[02:20:06.314 --> 02:20:07.334]  Yes, and that's a huge one.
[02:20:07.374 --> 02:20:15.597]  The Sierra Club has come out with proposals to limit the one-child, essentially one-child-per-family policy, what many environmental groups are calling for.
[02:20:15.937 --> 02:20:22.820]  We have people going around college campuses preaching against having any children because the earth can't handle it.
[02:20:23.000 --> 02:20:28.482]  Jude Appenau, the big Hollywood producer, recently came out and did a probe over population control.
[02:20:28.862 --> 02:20:32.343]  Overpopulation is as big a part of global warming as a lot of the other
[02:20:32.483 --> 02:20:34.504]  That's their excuse to turn the energy off.
[02:20:34.564 --> 02:20:37.846]  When the truth is, if you just leave stuff alone, it's going to crest at $9 billion.
[02:20:38.066 --> 02:20:39.687]  If you don't then stabilize, things will collapse.
[02:20:39.727 --> 02:20:41.888]  You've got to have two kids to take care of two parents.
[02:20:42.268 --> 02:20:43.208]  All the actuaries are 100%.
[02:20:43.248 --> 02:20:45.229]  No one's denying that.
[02:20:45.289 --> 02:20:49.411]  So what's the larger agenda A, B, how is it going for them right now?
[02:20:49.452 --> 02:20:51.372]  Because it seems like we're winning the information war.
[02:20:51.413 --> 02:20:53.293]  Correct me if I'm wrong, but they just don't care.
[02:20:53.313 --> 02:20:54.214]  They're just moving forward.
[02:20:55.322 --> 02:20:56.002]  Here's the problem.
[02:20:56.742 --> 02:21:02.424]  Skeptics, we have absolutely not only won the information war, previously we've won the political battles.
[02:21:02.484 --> 02:21:02.664]  Again, 2003, 2005, 2007, 2008, 2010.
[02:21:03.004 --> 02:21:05.685]  Every year climate bills came up before the United States Congress.
[02:21:05.705 --> 02:21:06.445]  They were defeated soundly.
[02:21:11.767 --> 02:21:12.448]  Switchboards!
[02:21:12.508 --> 02:21:14.730]  I worked on the Senate Environment and Public Works Committee.
[02:21:15.051 --> 02:21:19.255]  Switchboards would come in overwhelmingly, 10 to 1, against climate bills.
[02:21:19.576 --> 02:21:20.256]  So what happened?
[02:21:20.597 --> 02:21:23.600]  President Obama said, I don't need no stinking Congress.
[02:21:23.840 --> 02:21:29.807]  He did, through executive order, he did what Congress would never have done because the people would never have allowed him.
[02:21:30.047 --> 02:21:32.750]  He passed, essentially, domestic climate legislation
[02:21:33.130 --> 02:21:40.513]  Through the EPA, he's declared what we exhale from our mouth, human breath, is now toxic, according to the United States federal government.
[02:21:40.553 --> 02:21:41.633]  Carbon dioxide.
[02:21:41.673 --> 02:21:43.754]  We inhale oxygen, we exhale carbon dioxide.
[02:21:44.074 --> 02:21:45.474]  We are now a pollutant.
[02:21:45.674 --> 02:21:50.696]  Human beings are breathing out a pollutant which is now regulated by the government.
[02:21:50.896 --> 02:21:52.337]  The public isn't even aware of this.
[02:21:52.637 --> 02:21:54.097]  The Congress had no vote on it.
[02:21:54.437 --> 02:21:59.419]  And good luck in the courts trying to get Obama and Clinton judges over to, frankly,
[02:21:59.619 --> 02:22:05.906]  I was about to say, because of the Supreme Court judgment, what, 10 years ago, saying that the EPA can operate on its own.
[02:22:07.147 --> 02:22:12.272]  They said that the EPA can actually determine whether carbon dioxide is a pollutant, which is all they needed to hear.
[02:22:12.312 --> 02:22:14.655]  So, now that that's a pollutant,
[02:22:15.482 --> 02:22:16.783]  Skeptics have lost that battle.
[02:22:16.803 --> 02:22:21.005]  We have domestic climate legislation without a single vote of Congress and without the public being aware.
[02:22:21.025 --> 02:22:23.467]  And I tell leftists, I go, China has no controls.
[02:22:23.607 --> 02:22:24.447]  All our jobs are moving there.
[02:22:24.467 --> 02:22:25.368]  They have dirty plants.
[02:22:26.028 --> 02:22:26.749]  Ours are clean.
[02:22:27.169 --> 02:22:29.190]  You understand that the energy there is three times cheaper.
[02:22:29.270 --> 02:22:30.251]  We'll never have a job.
[02:22:30.271 --> 02:22:31.671]  And they just go, shut up.
[02:22:31.791 --> 02:22:32.512]  I'm saving the earth.
[02:22:32.532 --> 02:22:34.393]  And I'm like, they've got dirty plants.
[02:22:34.593 --> 02:22:35.614]  Mexico has dirty plants.
[02:22:36.074 --> 02:22:37.375]  This just doesn't even make sense.
[02:22:39.124 --> 02:22:40.905]  I was just in Brussels last week.
[02:22:41.425 --> 02:22:54.791]  All of the European, what's left of European manufacturing, what's left of any semblance of European economic growth is literally being choked out by the central planners in Brussels and it's going everywhere else.
[02:22:55.371 --> 02:23:00.975]  I was about to say, clearly how the West was conquered by globalists was doing these trade deals, energy deals to shut us off.
[02:23:01.495 --> 02:23:05.858]  So, that's why we have Brexit, that's why Russia's pulling out of the New World Order, we're pulling out.
[02:23:05.918 --> 02:23:07.979]  I think that's what the whole Trump phenomenon is about.
[02:23:08.139 --> 02:23:12.722]  Mark Moreno, the new film, it's award winning, came out last December, now available on DVD.
[02:23:13.022 --> 02:23:15.183]  Climate Hustle at Infowarsstore.com.
[02:23:15.743 --> 02:23:21.227]  Such a powerful film, so key, very entertaining, very funny, way better than a Michael Moore film.
[02:23:21.787 --> 02:23:22.788]  Folks, get aggressive.
[02:23:22.888 --> 02:23:23.728]  Show it to your church.
[02:23:23.808 --> 02:23:24.689]  Show it to your Sunday school.
[02:23:25.049 --> 02:23:25.910]  Show it to your neighbors.
[02:23:26.730 --> 02:23:27.751]  This is an info war.
[02:23:27.811 --> 02:23:29.632]  People are now hungry for the truth.
[02:23:29.672 --> 02:23:34.956]  We're winning the info war, but we're not winning because, centrally, the controllers are still there.
[02:23:35.016 --> 02:23:36.777]  But we're at that tipping point.
[02:23:37.037 --> 02:23:39.739]  Get Climate Hustle, infowarestore.com.
[02:23:40.019 --> 02:23:41.720]  Get it at climatehustle.com from Mark Moreno.
[02:23:41.820 --> 02:23:42.261]  I don't care.
[02:23:42.321 --> 02:23:43.842]  Just get it and get it out.
[02:23:44.682 --> 02:23:47.184]  And jump at any time, Joe, because I got you here as you're hot on the subject.
[02:23:47.544 --> 02:23:50.006]  Mark Moreno, one of the chief fighters of this fraud worldwide,
[02:23:50.646 --> 02:23:53.987]  When I talk to actual liberals, most of them now admit this is a fraud.
[02:23:54.027 --> 02:23:56.707]  They just admit, though, this is their global government funding mechanism.
[02:23:57.027 --> 02:23:58.428]  So they just want a planned economy.
[02:23:58.768 --> 02:24:01.108]  They see themselves living in coffin apartments.
[02:24:01.448 --> 02:24:05.349]  They see themselves as, like, flagellating, beating themselves with whips.
[02:24:05.369 --> 02:24:06.770]  This is some type of austerity.
[02:24:07.090 --> 02:24:08.630]  It's a beautiful, pious thing to do.
[02:24:08.710 --> 02:24:12.291]  Well, it's only going to be a matter of time before people see that this is BS as well.
[02:24:12.591 --> 02:24:14.873]  You know, a lot of these people, those liberals, don't see that yet.
[02:24:15.133 --> 02:24:20.356]  But you're starting to see a Great Awakening happening on Twitter, on social media, especially with these Podesta emails coming out.
[02:24:20.676 --> 02:24:22.057]  Because people are starting to see that collusion.
[02:24:22.077 --> 02:24:26.020]  People are starting to see how the DNC, the Democrats, are lying about everything.
[02:24:26.040 --> 02:24:31.243]  And it's only going to be a matter of time before that rolls over onto where people start going, well, what else are they lying about?
[02:24:31.584 --> 02:24:33.005]  Well, what else have I been lied about, too?
[02:24:33.245 --> 02:24:37.788]  And eventually they're going to see this movie, or they're going to hear about it, and they're going to go, well, you know, maybe this entire time
[02:24:38.428 --> 02:24:43.292]  I did have a bunch of BS pumped into my head, and maybe the people on the right aren't so crazy.
[02:24:43.332 --> 02:24:45.133]  Maybe this is ridiculous.
[02:24:45.153 --> 02:24:45.894]  Sure, Mark.
[02:24:45.914 --> 02:24:46.574]  Great point, Mark.
[02:24:47.415 --> 02:24:48.416]  Yeah, Joe, absolutely.
[02:24:48.456 --> 02:24:59.925]  In fact, one of the things about Climate Hustle that we did, we interviewed a French socialist scientist, Dr. Claude Allegre, who originally screamed the alarm about global warming in the 1990s.
[02:25:00.085 --> 02:25:05.349]  He has now reversed himself as one of the leading skeptical scientists in Europe right now.
[02:25:05.829 --> 02:25:08.430]  We have Dr. Robert Giegengack, University of Pennsylvania.
[02:25:08.471 --> 02:25:18.896]  He voted for Al Gore, thinks he's a smart man, but he thinks that global warming is, they have it completely wrong, and he talks about the historic levels of CO2 and says CO2 is not the control knob.
[02:25:19.356 --> 02:25:24.399]  We interview Dr. Caleb Rossiter, a climate statistician from American University, an anti-
[02:25:24.919 --> 02:25:29.522]  Essentially an anti-war liberal Democrat, all the things that a Republican would say.
[02:25:29.542 --> 02:25:39.847]  He has now reversed himself on global warming and he talks about once he came out as a skeptic, all of his partners in the Democratic left, he was stripped of his role in organizations.
[02:25:40.087 --> 02:25:41.768]  He wouldn't let them publish his material.
[02:25:42.008 --> 02:25:44.870]  We interviewed other scientists, Dr. Dennis Rancourt, a man of the
[02:25:45.591 --> 02:25:51.400]  Let me ask you this, isn't it the persecution we're seeing is accelerating the resistance though?
[02:25:51.420 --> 02:25:54.525]  Because they thought people were just going along with this because of intimidation.
[02:25:54.846 --> 02:25:58.793]  Now that intimidation is actually open and naked, it seems like opposition is only forming more.
[02:26:00.248 --> 02:26:00.709]  Absolutely.
[02:26:00.749 --> 02:26:07.154]  In fact, the more and more opposition to these scientists speaking out, it has forced other scientists to come out.
[02:26:07.174 --> 02:26:08.395]  Well, you'll see that in the film.
[02:26:08.796 --> 02:26:10.037]  It actually has backfired.
[02:26:10.077 --> 02:26:18.845]  We actually feature Lord Monckton talking about how this anti-free speech and intimidation has backfired and forced other scientists, we interview a scientist,
[02:26:19.526 --> 02:26:29.575]  A statistician from Cornell who literally says the only reason he finally spoke out was because Al Gore and the United Nations chief were smearing skeptics and ridiculing and belittling them.
[02:26:29.815 --> 02:26:31.397]  So in that regard they're coming out.
[02:26:31.537 --> 02:26:34.100]  Unfortunately they all admit it hasn't helped their careers.
[02:26:34.580 --> 02:26:38.584]  We have the first woman PhD meteorologist, Dr. Joanne Simpson.
[02:26:38.984 --> 02:26:41.387]  Worked at NASA for 50 years.
[02:26:41.427 --> 02:26:42.848]  She's a practicing meteorologist.
[02:26:43.129 --> 02:26:45.331]  Didn't say a word about skepticism.
[02:26:45.571 --> 02:26:49.635]  She retires from NASA and says, now that I'm retired, I can say I'm a skeptic.
[02:26:50.157 --> 02:26:55.862]  That is how powerful the, I guess you'd call it, the narrative is for scientists.
[02:26:56.022 --> 02:27:00.005]  The first woman PhD scientist was beaten into silence until after she retired.
[02:27:00.025 --> 02:27:11.715]  Sure, well I'll tell you what's frustrating Mark, and you know all this because you've been on the committee in the Senate that has all the science, but just to basically put a gestalt out there, they know if you go back millions of years ago,
[02:27:12.921 --> 02:27:17.283]  I mean, CO2 was hundreds of times higher, now it's this tiny trace gas.
[02:27:17.303 --> 02:27:23.525]  A lot of evidence shows Mars had an atmosphere, lost its CO2, it collapsed, and the planet died.
[02:27:24.185 --> 02:27:29.787]  Okay, and that's what mainline science believes now Mars was, you know, we're probably from there, but the whole point is, is that
[02:27:30.709 --> 02:27:45.042]  Is that we know it's super low, we know it's all a lie, we know that it's not correlated to the temperature at the ways they're saying, so why the hell are they trying to do this if the planet's losing its atmosphere?
[02:27:46.343 --> 02:27:56.078]  Well, the very simple reason is that, in fact, the EU Climate Commission, again, I was in Brussels, has actually on record a few years ago as saying, even if we're wrong in the science, we're doing right by policy.
[02:27:56.098 --> 02:28:01.306]  In other words, they admit, the leaders of this admit, it's not about science, it's all about
[02:28:02.107 --> 02:28:06.551]  Essentially planning our economy and using whatever the latest environmental scare is.
[02:28:06.891 --> 02:28:09.933]  Amazon rainforest, overpopulation, and now global warming.
[02:28:10.233 --> 02:28:13.976]  And it's always, no matter what the scare is, the solution is always the same.
[02:28:14.136 --> 02:28:20.241]  More central planning, more command and control, and more... We've only got a minute and a half left, Mark Moreno.
[02:28:20.781 --> 02:28:22.883]  ClimateDepot.com is obviously your big news site.
[02:28:23.163 --> 02:28:25.465]  Climate Hustle, the new film, available at InfoWareStore.com.
[02:28:25.825 --> 02:28:26.505]  Folks, powerful.
[02:28:26.525 --> 02:28:27.206]  Get it out to everybody.
[02:28:29.922 --> 02:28:31.568]  Just a summation of one minute.
[02:28:31.649 --> 02:28:32.893]  Where is the fight right now?
[02:28:33.235 --> 02:28:34.901]  Clearly they want to tax the carbon cycle.
[02:28:35.082 --> 02:28:35.604]  Where is the fight?
[02:28:36.462 --> 02:28:38.844]  Well the biggest fight right now is this election.
[02:28:39.245 --> 02:28:52.098]  Donald Trump is the first Republican presidential nominee to declare himself a bold skeptic and can actually have a plan to defund the United Nations Climate Panel, to withdraw from the UN Treaty, and to overturn the executive orders.
[02:28:52.599 --> 02:28:54.641]  Donald Trump compared to George H.W.
[02:28:54.681 --> 02:28:59.546]  Bush, Bob Dole, George W. Bush, McCain, and Romney, there is no
[02:29:00.186 --> 02:29:04.288]  I don't understand how some conservatives say, oh, I can't vote for Trump because he's not a conservative.
[02:29:04.528 --> 02:29:09.651]  There has never been a Republican nominee that has ever staked out a position on climate like this, ever.
[02:29:09.771 --> 02:29:13.232]  Mitt Romney hung out and used Obama's advisors on climate.
[02:29:13.252 --> 02:29:15.153]  John McCain supported climate bills.
[02:29:15.373 --> 02:29:19.195]  George W. Bush rubber stamped and accepted every United Nations report.
[02:29:19.415 --> 02:29:20.416]  And George H.W.
[02:29:20.436 --> 02:29:21.756]  Bush got us into this mess.
[02:29:22.157 --> 02:29:25.658]  What Republican can you compare Donald Trump to unfavorably?
[02:29:25.718 --> 02:29:26.659]  It makes no sense.
[02:29:27.259 --> 02:29:31.041]  You have to go back to Reagan to find out maybe a president of equal to Donald Trump.
[02:29:31.081 --> 02:29:32.602]  And that's who he models himself after.
[02:29:32.722 --> 02:29:33.202]  Absolutely.
[02:29:33.262 --> 02:29:35.323]  If China doesn't have carbon taxes, we don't.
[02:29:35.964 --> 02:29:36.664]  Debate's over.
[02:29:36.704 --> 02:29:37.745]  We don't do it till you do it.
[02:29:37.785 --> 02:29:39.065]  Forget even debating whether it's good or not.
[02:29:39.085 --> 02:29:39.726]  We know it's a fraud.
[02:29:40.026 --> 02:29:41.347]  Till you do it, we don't do it.
[02:29:41.607 --> 02:29:43.788]  That's why the whole power structure we hate is against Trump.
[02:29:44.128 --> 02:29:45.169]  Trump or bust.
[02:29:45.509 --> 02:29:47.570]  Do you think there's going to be a landslide or will they try to steal it, Mark?
[02:29:48.704 --> 02:29:49.645]  That's a very good question.
[02:29:49.825 --> 02:29:52.047]  It's a question of how, it's the Brexit model.
[02:29:52.107 --> 02:29:54.590]  How many people the pollsters are missing are going to come out?
[02:29:54.970 --> 02:29:56.431]  It could be a squeaker, it's hard to say.
[02:29:56.511 --> 02:29:58.573]  All right, the film available at www.infowarstore.com.
[02:29:58.593 --> 02:29:59.214]  Great job, Mark.
[02:29:59.234 --> 02:30:02.117]  We're on the march, the empire's on the run.
[02:30:03.037 --> 02:30:05.840]  Alex Jones and the GCN Radio Network.
[02:30:10.684 --> 02:30:12.346]  I'm going to lay it out short and sweet.
[02:30:14.133 --> 02:30:19.798]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[02:30:20.498 --> 02:30:24.482]  I was a total fitness nut 20 years ago.
[02:30:25.362 --> 02:30:27.584]  About 15 years ago, I just stopped working out.
[02:30:27.664 --> 02:30:28.825]  I gained close to 100 pounds.
[02:30:29.506 --> 02:30:32.088]  I have lost 50, 60 pounds of fat.
[02:30:33.049 --> 02:30:33.409]  Or more.
[02:30:33.469 --> 02:30:35.371]  I've gained 20 pounds of muscle.
[02:30:35.911 --> 02:30:37.392]  I'm stronger than I was when I was 22.
