[00:00:00.029 --> 00:00:00.090]  You
[02:09:58.142 --> 02:10:01.146]  So that's also a prospect there that could cause a problem.
[02:10:01.526 --> 02:10:05.292]  But again, overall, what other dirty tricks do the Koch brothers have?
[02:10:06.152 --> 02:10:07.613]  Well, first of all, let me speak to that.
[02:10:07.653 --> 02:10:10.615]  I spoke to Governor Ventura the day before yesterday.
[02:10:10.815 --> 02:10:17.480]  In fact, he said to me the same thing he said to you, which is he likes Bernie Sanders because he's outside the machine.
[02:10:17.981 --> 02:10:19.342]  He really likes Donald Trump.
[02:10:19.422 --> 02:10:22.204]  He's outraged by the voter theft that's going on.
[02:10:22.704 --> 02:10:23.465]  And he would run.
[02:10:24.105 --> 02:10:30.294]  If the country is faced with two globalists, call it Rubio and Hillary, I'd go a step further, Alex.
[02:10:30.314 --> 02:10:32.056]  He asked me if I would manage his campaign.
[02:10:32.617 --> 02:10:38.785]  If Donald Trump is cheated out of the nomination and he's not on the ballot, I would be open to helping Jesse Ventura.
[02:10:38.805 --> 02:10:40.468]  He's a good friend of many years.
[02:10:41.516 --> 02:10:44.117]  Wow, so talk about moving in the same circles.
[02:10:44.137 --> 02:10:44.858]  Very, very interesting.
[02:10:44.878 --> 02:10:45.838]  Yeah, that's what he told me.
[02:10:46.519 --> 02:10:48.240]  So he's on tomorrow, and I think that's classy.
[02:10:48.260 --> 02:10:52.622]  He likes Donald Trump, likes him, organizes free market, they play golf, they're friends for 20-something years.
[02:10:53.643 --> 02:11:00.686]  But I was checking in to Trump six, eight months ago before I even started, you know, giving him some support and saying he might be good.
[02:11:01.187 --> 02:11:08.331]  I talked to not just Ventura, but four or five other people that I know have known him for decades, and they said, no, what you see is really him.
[02:11:09.011 --> 02:11:16.794]  And that's why he makes brash jokes and says, you know, the difference between me and a dead possum or a wet raccoon is I got seven bleeping, you know, billion dollars.
[02:11:17.374 --> 02:11:26.357]  And some people that rubs in the wrong way, but even evangelicals have been going for him because they're sick of these fakes, you know, that say they're so Christian but then backstab people.
[02:11:27.077 --> 02:11:28.137]  What is your gut, though?
[02:11:28.157 --> 02:11:30.678]  How is it going for the panicking establishment in closing?
[02:11:30.998 --> 02:11:31.799]  Because they've gone
[02:11:32.915 --> 02:11:38.558]  From trying to act slick to just, you're not getting it, it's over, we will kill the Republican Party, we will give it to Hillary.
[02:11:38.838 --> 02:11:44.661]  They're on Fox and CNN and MSNBC saying they will slit the party's throat in front of everyone.
[02:11:44.821 --> 02:11:48.283]  Well, that just shows us they're a foreign occupying army with the Democrats.
[02:11:48.343 --> 02:11:51.605]  I mean, these people, I think, have really shown us their dirty skirts.
[02:11:52.776 --> 02:11:54.596]  Yeah, here's what they don't understand.
[02:11:54.616 --> 02:11:56.937]  This is not your father's Republican Party.
[02:11:57.297 --> 02:12:01.498]  Donald Trump has the capacity to bring millions of new people into this election.
[02:12:01.858 --> 02:12:02.738]  He's already doing it.
[02:12:03.078 --> 02:12:04.459]  People who have never voted before.
[02:12:04.559 --> 02:12:09.440]  People who stopped voting because they figured out that politics is fixed against the common person.
[02:12:09.820 --> 02:12:12.460]  So they do that at their own peril.
[02:12:12.880 --> 02:12:20.042]  Trump is a much, much stronger candidate against Hillary Clinton than any other Republican candidate because he will take the fight right to her.
[02:12:20.302 --> 02:12:21.622]  And the numbers show that.
[02:12:21.682 --> 02:12:22.523]  That's not rhetoric.
[02:12:22.583 --> 02:12:23.583]  It's why they're scared to death.
[02:12:23.603 --> 02:12:25.883]  The Republican lie that he can't beat Hillary is a fraud.
[02:12:26.243 --> 02:12:31.385]  And now, Roger, I'm gonna let you go because your man, my man, our man, Donald Trump, has just taken the stage.
[02:12:31.625 --> 02:12:34.025]  Let's go to that live feed via his YouTube.
[02:12:34.105 --> 02:12:35.205]  I should do well there.
[02:12:35.245 --> 02:12:36.346]  Let's hope I do well there.
[02:12:36.366 --> 02:12:37.006]  I love Florida.
[02:12:37.546 --> 02:12:43.927]  But I was, I was going to Detroit and I said to my people, I have to stop in Maine.
[02:12:44.007 --> 02:12:46.248]  I felt so, I just had to stop in Maine.
[02:12:49.306 --> 02:12:52.810]  So I wouldn't say that it's a very direct route, would you say?
[02:12:52.830 --> 02:12:57.114]  Instead of going this way, I went this way, and this way, and that is good.
[02:12:57.154 --> 02:12:57.875]  I'm so glad.
[02:12:58.335 --> 02:13:09.006]  And you know, to put this incredible sold-out crowd, and you have thousands of people outside, to put this crowd together in a period of, what, 24 hours?
[02:13:09.026 --> 02:13:10.588]  It's pretty wild.
[02:13:11.952 --> 02:13:13.152]  And Maine is amazing.
[02:13:13.172 --> 02:13:15.473]  You know, Maine is one of the most beautiful places on Earth.
[02:13:15.813 --> 02:13:18.754]  And people don't realize how large your landmass is.
[02:13:18.834 --> 02:13:19.795]  I was talking to Paul.
[02:13:20.475 --> 02:13:22.836]  As large as all of New England, when you think of it.
[02:13:22.876 --> 02:13:24.296]  That's some piece of land.
[02:13:24.336 --> 02:13:25.256]  Can I buy some, please?
[02:13:25.296 --> 02:13:26.437]  Can I buy some?
[02:13:26.557 --> 02:13:27.257]  Can I buy some?
[02:13:29.947 --> 02:13:35.392]  So, you know, I've been watching with great interest as we get to, you know, go down the line.
[02:13:35.412 --> 02:13:37.073]  We've had some amazing results.
[02:13:37.133 --> 02:13:41.397]  And right nearby with New Hampshire, it was an amazing, incredible thing.
[02:13:41.477 --> 02:13:48.523]  And by the way, every single time I went to New Hampshire, whenever I met with people, they'd always say, number one problem.
[02:13:48.884 --> 02:13:49.864]  Number one problem.
[02:13:50.145 --> 02:13:50.725]  Heroin.
[02:13:51.286 --> 02:13:52.247]  Number one problem.
[02:13:52.927 --> 02:13:54.288]  And I'd say, how's that possible?
[02:13:54.308 --> 02:13:59.450]  You know, you look at these beautiful fields, and the beautiful little roads, and everything's so beautiful.
[02:13:59.910 --> 02:14:08.694]  And it was the number one problem, and it comes from our southern border, and we're gonna close up that border, and we're gonna build a wall, and we're gonna stop the drugs from coming in.
[02:14:08.734 --> 02:14:09.254]  Believe me.
[02:14:10.795 --> 02:14:11.535]  We're gonna stop.
[02:14:11.655 --> 02:14:14.956]  And people are gonna come into our country, but they're going to come in legally.
[02:14:15.036 --> 02:14:16.157]  They're gonna come in legally.
[02:14:17.301 --> 02:14:18.442]  But we're going to solve the problem.
[02:14:18.462 --> 02:14:24.888]  But you know, I watched these pundits and when I first started, my wife Melania and I, we came down the escalator, right?
[02:14:25.008 --> 02:14:27.991]  And I first started and it was an amazing thing.
[02:14:28.011 --> 02:14:31.714]  I said, you know, we have to do something because we have people that don't know what they're doing.
[02:14:31.754 --> 02:14:34.056]  They don't know what they're doing and running our country.
[02:14:34.557 --> 02:14:39.441]  And I got some of that today, you know, just in hearing some of these things, but they don't know what they're doing.
[02:14:39.481 --> 02:14:40.142]  We have to do it.
[02:14:40.202 --> 02:14:41.983]  And it takes guts to run for president.
[02:14:42.263 --> 02:14:43.124]  I'm not a politician.
[02:14:44.125 --> 02:14:45.225]  I'm not a politician.
[02:14:45.305 --> 02:14:46.466]  All talk, no action.
[02:14:46.526 --> 02:14:47.326]  Nothing gets done.
[02:14:47.886 --> 02:14:53.947]  And anyway, we're coming down and and I said to myself, you know, there's so many things.
[02:14:54.047 --> 02:14:58.208]  And then I watched the pundits and they said, oh, Trump, I don't know.
[02:14:58.448 --> 02:15:02.549]  We have some great talent running and I'm trying to figure out where, where, what's the talent?
[02:15:03.130 --> 02:15:03.890]  What's the talent?
[02:15:04.270 --> 02:15:10.011]  But, you know, you come down and you do it and you start talking about trade and you see what happens with trade.
[02:15:10.091 --> 02:15:13.132]  Trade has been trade has been such a disaster.
[02:15:13.732 --> 02:15:16.914]  But the pundits all said, you know, I came out at 3% first one.
[02:15:17.554 --> 02:15:20.435]  And my wife said, you know, if you run, you're going to win, but you actually have to run.
[02:15:20.475 --> 02:15:22.976]  You can't say you're going to run because they won't poll it.
[02:15:23.016 --> 02:15:25.538]  But even if they do poll it, people still say you're not going to run.
[02:15:25.898 --> 02:15:28.219]  She said, but if you run, you're going to win.
[02:15:28.759 --> 02:15:30.100]  I said, oh, she's my pollster.
[02:15:30.340 --> 02:15:31.280]  She's my pollster.
[02:15:31.380 --> 02:15:33.842]  I paid her less money, but she's my she's better than the.
[02:15:34.782 --> 02:15:35.623]  So you know what happened?
[02:15:35.983 --> 02:15:41.006]  I started at 3, the first day or something, I was at 3, which I wasn't exactly thrilled about.
[02:15:41.886 --> 02:15:44.788]  Then it went up to 6, it went up to 12, it went up to 18.
[02:15:45.468 --> 02:15:46.428]  And then it kept going up.
[02:15:46.489 --> 02:15:49.890]  And every time I went up, the pundits would say, he's plateaued!
[02:15:50.151 --> 02:15:50.871]  You know, plateaued.
[02:15:51.311 --> 02:15:52.632]  Well, he's always gonna get 6.
[02:15:53.692 --> 02:15:55.253]  That's a 6 solid group.
[02:15:55.513 --> 02:15:56.074]  Then I went up to 12.
[02:15:56.714 --> 02:15:58.335]  Well, you know, that's a solid group.
[02:15:58.355 --> 02:15:58.795]  Then I went up to 24.
[02:16:00.356 --> 02:16:02.619]  And he said, and don't forget, that's with 17 people.
[02:16:02.639 --> 02:16:03.640]  We had 17 people.
[02:16:03.820 --> 02:16:04.341]  That's a lot.
[02:16:04.361 --> 02:16:06.303]  24 with 17 people is pretty good.
[02:16:06.803 --> 02:16:11.028]  So we went up to 24, and they said, well, that's the max.
[02:16:11.088 --> 02:16:11.909]  There can't be any more.
[02:16:11.929 --> 02:16:13.591]  Then we went up to 28, 32.
[02:16:14.152 --> 02:16:16.194]  So CNN just came out with a poll.
[02:16:16.535 --> 02:16:16.815]  Trump, 49.
[02:16:17.015 --> 02:16:19.398]  National.
[02:16:20.519 --> 02:16:21.080]  That's high.
[02:16:22.850 --> 02:16:23.411]  That's right.
[02:16:24.493 --> 02:16:27.698]  And, you know, I'm very proud of it because this is not a plateau.
[02:16:27.718 --> 02:16:28.660]  This is a movement.
[02:16:28.720 --> 02:16:30.243]  We have a movement going on, folks.
[02:16:31.331 --> 02:16:38.292]  Time Magazine did a story recently, a couple of weeks ago, talking about what's going on, and they've never seen anything like it.
[02:16:38.352 --> 02:16:39.332]  People have never seen it.
[02:16:39.372 --> 02:16:49.674]  They say, actually, and I don't think I'm exaggerating this at all, and I don't want to exaggerate, but many of the great writers, of which there are very few, because the media is among the most dishonest people I've ever known.
[02:16:49.734 --> 02:16:50.254]  No, it's true.
[02:16:50.274 --> 02:16:51.415]  It's pure Americana.
[02:16:51.455 --> 02:16:52.935]  Nothing like this has ever happened.
[02:16:53.295 --> 02:16:58.156]  They said that in the history of this country, there's never been anything like this, what's happening.
[02:16:58.536 --> 02:17:00.457]  We were in Huntsville, Alabama the other day.
[02:17:00.497 --> 02:17:02.319]  We had 35,000 people.
[02:17:02.719 --> 02:17:04.000]  35,000 people.
[02:17:04.760 --> 02:17:08.983]  We were... We went to Arkansas, which you saw we went... Oh, is that another one?
[02:17:09.103 --> 02:17:09.804]  Oh, yeah, yeah.
[02:17:09.824 --> 02:17:10.865]  All right, get them out!
[02:17:11.945 --> 02:17:12.426]  Get them out.
[02:17:13.386 --> 02:17:13.987]  Get them out.
[02:17:16.849 --> 02:17:18.150]  They just don't stop.
[02:17:19.190 --> 02:17:20.091]  All right, get them out.
[02:17:20.151 --> 02:17:20.652]  Thank you.
[02:17:21.272 --> 02:17:21.792]  Bye-bye.
[02:17:22.353 --> 02:17:22.713]  Bye-bye.
[02:17:22.733 --> 02:17:24.754]  Terrible.
[02:17:24.774 --> 02:17:26.836]  Incredible.
[02:17:28.439 --> 02:17:30.120]  Now, you know, you can be nice.
[02:17:30.920 --> 02:17:32.961]  But if you're nice, they'll say, oh, you were so soft.
[02:17:33.381 --> 02:17:34.701]  Then you can be vicious.
[02:17:34.801 --> 02:17:35.922]  Get out of here, right?
[02:17:36.302 --> 02:17:37.642]  And then they'll say you were too harsh.
[02:17:38.022 --> 02:17:39.143]  So I've developed a nice.
[02:17:39.763 --> 02:17:40.743]  All right, please get him out.
[02:17:46.846 --> 02:17:48.486]  They want to take our free speech, folks.
[02:17:48.526 --> 02:17:49.466]  These are totalitarians.
[02:17:50.107 --> 02:17:50.567]  I love you.
[02:17:53.038 --> 02:17:55.580]  And by the way, you know, I'm self-funding my campaign.
[02:17:55.620 --> 02:17:56.661]  I'm putting up all my money.
[02:17:56.701 --> 02:18:00.243]  I'm not... But you have to do all I want.
[02:18:00.303 --> 02:18:01.124]  I don't want your money.
[02:18:01.244 --> 02:18:02.105]  I just want one thing.
[02:18:02.145 --> 02:18:03.085]  Your vote on Saturday.
[02:18:03.125 --> 02:18:03.786]  Get out and vote.
[02:18:05.987 --> 02:18:09.190]  Don't forget, I did that big, long turn.
[02:18:09.210 --> 02:18:10.511]  Slightly long.
[02:18:10.551 --> 02:18:11.451]  It did a big turn.
[02:18:11.471 --> 02:18:15.114]  What's revolutionary is he's not spending any money and he's not going to the political class.
[02:18:16.295 --> 02:18:20.658]  I wouldn't say in the country's history it's the only time, but in the modern television era, this has never happened.
[02:18:21.383 --> 02:18:24.227]  This is the death knell to the establishment.
[02:18:41.167 --> 02:18:44.649]  I'm going to go back to Roger Stone real quick because he's going to leave us.
[02:18:44.669 --> 02:18:45.789]  He wanted to stay and hear some of the speech.
[02:18:45.809 --> 02:18:47.390]  I'm going to go to break and come back with Mark Dyson.
[02:18:47.650 --> 02:18:50.532]  We'll have excerpts of the speech as well, especially if he goes after Romney.
[02:18:51.312 --> 02:18:52.753]  But I tell you, he's looking good.
[02:18:52.793 --> 02:18:53.713]  He's lost a lot of weight.
[02:18:53.993 --> 02:18:54.974]  He looks younger.
[02:18:56.135 --> 02:18:58.978]  He looks sharper and I'm not just kissing Trump's rear end here.
[02:18:59.379 --> 02:19:02.443]  He looks like 10 years younger and like he's lost 30, 40 pounds.
[02:19:03.124 --> 02:19:05.186]  And it seems like he's thriving off the stress.
[02:19:05.266 --> 02:19:09.171]  This guy really, I really respect him now because I'm not just watching a guy on TV.
[02:19:09.472 --> 02:19:11.214]  This is a real alpha male, Roger.
[02:19:11.234 --> 02:19:11.775]  60 seconds.
[02:19:13.510 --> 02:19:15.432]  He's drawing strength from the crowds, Alex.
[02:19:15.852 --> 02:19:17.313]  He's having the time of his life.
[02:19:17.393 --> 02:19:19.295]  This is a fight that he's enjoying.
[02:19:19.875 --> 02:19:21.256]  Contrast that with Jeb Bush.
[02:19:21.556 --> 02:19:22.117]  Drudgery.
[02:19:22.497 --> 02:19:23.458]  Going through the motions.
[02:19:23.538 --> 02:19:25.900]  Just give me one- We want a president sleep three hours.
[02:19:26.060 --> 02:19:27.001]  We want an alpha male.
[02:19:27.895 --> 02:19:28.955]  Yeah, look, he's a brawler.
[02:19:29.236 --> 02:19:33.498]  And it's going to take a brawler to take on Hillary Clinton and to turn this country around.
[02:19:33.898 --> 02:19:34.598]  He's a fighter.
[02:19:35.398 --> 02:19:38.060]  And he will never buckle to the establishment.
[02:19:38.340 --> 02:19:39.980]  He'll never buckle to the insiders.
[02:19:40.040 --> 02:19:43.742]  This is the most exciting thing I've seen in my 40 years in politics.
[02:19:43.822 --> 02:19:47.124]  And it's a natural, grassroots phenomena.
[02:19:47.944 --> 02:19:49.446]  The campaign is not that big.
[02:19:49.526 --> 02:19:50.767]  Trump is a penny pincher.
[02:19:51.027 --> 02:19:54.211]  He's running a cost-efficient campaign getting huge votes.
[02:19:54.912 --> 02:19:56.213]  It's really, it's breathtaking.
[02:19:56.293 --> 02:19:57.494]  That's another reason they hate him.
[02:19:57.554 --> 02:20:02.300]  All those billions that they get from a regular candidate aren't going to all those filthy politicos.
[02:20:02.400 --> 02:20:04.202]  I tell you, Roger Stone, thank you so much.
[02:20:04.482 --> 02:20:06.204]  Thank you for helping drive this insurgency.
[02:20:06.424 --> 02:20:08.266]  This is 1776 Part 2, folks.
[02:20:08.466 --> 02:20:09.447]  This is history happening.
[02:20:09.467 --> 02:20:09.928]  Stay with us.
[02:20:10.208 --> 02:20:17.774]  If you want to raise the next generation of patriot leaders, take a look at Freedom Project Academy, a Judeo-Christian online school for kindergarten through high school.
[02:20:18.074 --> 02:20:20.576]  No common core teaching methods or high-stakes testing.
[02:20:20.796 --> 02:20:26.780]  Freedom Project Academy is government-free, doesn't accept any government funding, and is a fully accredited private school.
[02:20:27.141 --> 02:20:30.283]  All classes are taught live online with real teachers across the country.
[02:20:30.483 --> 02:20:33.726]  Open enrollment runs March through July, but classes fill up quickly.
[02:20:33.946 --> 02:20:36.648]  Check them out at fpeusa.org.
[02:20:36.848 --> 02:20:38.869]  That's fpeusa.org.
[02:20:40.054 --> 02:20:42.795]  My dad was 59 when he collapsed from a heart attack late last year.
[02:20:43.095 --> 02:20:45.717]  Just this past August was when we spread his ashes on the St.
[02:20:45.737 --> 02:20:46.157]  Croix River.
[02:20:46.477 --> 02:20:47.137]  I loved my dad.
[02:20:47.537 --> 02:20:48.478]  But boy was he stubborn.
[02:20:48.718 --> 02:20:51.439]  He hadn't been to the doctor in over 25 years.
[02:20:51.679 --> 02:20:52.199]  His excuse?
[02:20:52.559 --> 02:20:53.620]  He simply couldn't afford it.
[02:20:53.880 --> 02:20:55.181]  He wasn't a rich man by any means.
[02:20:55.501 --> 02:21:01.003]  At less than $107 per month, LibertyOnCall.org would have been the perfect alternative for my father.
[02:21:01.263 --> 02:21:01.984]  Don't wait.
[02:21:02.284 --> 02:21:04.665]  Go to LibertyOnCall.org right now.
[02:21:04.945 --> 02:21:07.186]  For not just your sake, but for the sake of your loved ones.
[02:21:07.446 --> 02:21:09.187]  Again, that's LibertyOnCall.org.
[02:21:10.109 --> 02:21:13.932]  Serious investors and traders want to make 81% return in 60 seconds?
[02:21:14.433 --> 02:21:20.077]  Use the same secret algorithm professional hedge fund managers use to make billions of dollars of profits.
[02:21:20.097 --> 02:21:23.500]  Turn $250 into $4,903 in just 7 clicks of a mouse.
[02:21:23.900 --> 02:21:28.424]  Our tool is so simple that my 82-year-old grandmother can use it to make insane stock market profits.
[02:21:28.704 --> 02:21:30.926]  Go to BigBuckRiches.com.
[02:21:31.286 --> 02:21:34.309]  Watch the free video before the hedge funds make us take it down.
[02:21:34.529 --> 02:21:36.591]  Go to BigBuckRiches.com.
[02:21:36.851 --> 02:21:39.213]  From the Robert Allen System, current returns not indicative of future results.
[02:21:39.813 --> 02:21:40.854]  Attention, citizens!
[02:21:41.074 --> 02:21:46.898]  This man has received national attention for accurately predicting every major financial trend, including the market crash of 2008.
[02:21:47.198 --> 02:21:57.205]  His name is Harry Dent, and in his newly released book, he is making even bigger and bolder predictions that have the potential to devastate the world economy and your personal wealth.
[02:21:57.365 --> 02:22:06.071]  You can get a free copy of Harry Dent's bestseller, The Demographic Cliff, containing never-before-published information by simply visiting www.harrydentresearch.com.
[02:22:06.211 --> 02:22:09.313]  Again, that's www.harrydentresearch.com.
[02:22:10.153 --> 02:22:17.014]  It's no secret that pathogens such as bacteria, viruses, moles, and fungus can inflict severe damage in the human body.
[02:22:17.174 --> 02:22:21.595]  Fortunately, a new and vastly improved silver solution has been developed.
[02:22:21.795 --> 02:22:32.417]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[02:22:32.597 --> 02:22:37.858]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[02:22:38.078 --> 02:22:38.278]  I think.
[02:23:07.978 --> 02:23:08.585]  I'm on Facebook!
[02:23:09.528 --> 02:23:11.850]  Are you worried about how dangerous the world has become?
[02:23:12.150 --> 02:23:19.175]  In these days of terrorists, attacks, natural disasters, or even a future collapse, you need to be medically prepared to keep your family safe.
[02:23:19.435 --> 02:23:28.382]  I'm Joe Alton, MD of store.doomandbloom.net, where you'll find an entire line of uniquely designed medical kits and supplies for when help is not on the way.
[02:23:28.622 --> 02:23:35.287]  For everything from individual first aid kits to the ultimate family medical bag, go to store.doomandbloom.net today.
[02:23:35.627 --> 02:23:37.709]  That's store.doomandbloom.net.
[02:23:37.909 --> 02:23:38.950]  You'll be glad you did.
[02:23:39.210 --> 02:23:40.691]  Are you looking to sell body armor?
[02:23:40.891 --> 02:23:43.732]  Want to make extra money selling body armor at your local gun shows?
[02:23:43.832 --> 02:23:47.414]  With low minimum buys and great returns, KD Armor is the answer.
[02:23:47.494 --> 02:23:49.174]  Make money in your spare time.
[02:23:49.194 --> 02:23:56.298]  It's American-made body armor with the quickest turnaround in the industry, which means you get your product when you need it at very competitive rates.
[02:23:56.418 --> 02:23:58.118]  And they'll ship it to you for free.
[02:23:58.358 --> 02:24:00.920]  If you own a business, give them a call today at 855-488-KD.
[02:24:00.960 --> 02:24:01.340]  That's 855-488-2284.
[02:24:01.480 --> 02:24:02.420]  Or go to KDArmor.com.
[02:24:02.440 --> 02:24:03.221]  Come and take it.
[02:24:20.303 --> 02:24:20.743]  Remember?
[02:24:21.604 --> 02:24:25.207]  She called me sexist, and I hit her with the husband.
[02:24:25.647 --> 02:24:27.689]  And that was the last time I ever heard the word sexist.
[02:24:27.769 --> 02:24:29.590]  That was it.
[02:24:29.630 --> 02:24:31.892]  No, that was it.
[02:24:31.972 --> 02:24:33.614]  And he hit the bushes with 9-11.
[02:24:33.674 --> 02:24:34.775]  Bill was not happy.
[02:24:35.955 --> 02:24:39.558]  I guarantee you, he said, don't you ever say that to him again.
[02:24:39.639 --> 02:24:41.800]  Say it to somebody else, but not to Trump.
[02:24:41.820 --> 02:24:43.462]  That was a rough, rough weekend they had.
[02:24:44.281 --> 02:24:45.602]  This guy's really got the gloves off.
[02:24:45.702 --> 02:24:46.102]  Okay.
[02:24:46.982 --> 02:24:48.023]  We're getting all the zingers.
[02:24:48.043 --> 02:24:51.524]  This is live right now with time codes and we'll be interspersing them with our talk with Mark Dice.
[02:24:51.905 --> 02:24:52.305]  Good start.
[02:24:52.325 --> 02:24:53.826]  He's doing the fourth hour.
[02:24:53.846 --> 02:24:59.448]  We're going to have big clips of this speech, however long it goes, in the fourth hour, but we'll cut out all the Maine is beautiful.
[02:24:59.508 --> 02:25:00.489]  Oh, I love the roads stuff.
[02:25:00.509 --> 02:25:01.249]  He does the locals.
[02:25:01.489 --> 02:25:02.370]  Maine is beautiful though.
[02:25:03.030 --> 02:25:04.831]  And then give me the meat potatoes next hour.
[02:25:04.931 --> 02:25:06.752]  But my friend Mark Dice is here.
[02:25:07.272 --> 02:25:07.752]  His new book.
[02:25:07.772 --> 02:25:10.874]  We're not selling it yet, but we should be at InfoWareStore.com.
[02:25:11.594 --> 02:25:13.155]  The Illuminati in Hollywood.
[02:25:14.102 --> 02:25:18.104]  Celebrities, conspiracies, and secret societies, and cop culture in the entertainment industry.
[02:25:18.444 --> 02:25:33.391]  And the reason, I know this book just came out, but a few weeks ago I said, it's time to get Mark Dyson as his book's coming out, and notice, people won't pay attention to this normally, but when you just have the Oscars, and all that weird Babylon stuff, and Tower of Babel, and the Super Bowl, and all these rock, and all this stuff,
[02:25:35.472 --> 02:25:38.373]  This isn't just some pentagram at a rock concert to act tough for teenagers.
[02:25:38.393 --> 02:25:39.534]  This is serious people.
[02:25:40.134 --> 02:25:41.275]  This is Babylon stuff.
[02:25:41.315 --> 02:25:42.315]  This is Luciferian.
[02:25:42.935 --> 02:25:47.677]  And then you have Bohemian Grove that was founded by Skull and Bones, founded by the Bavarian Illuminati.
[02:25:49.038 --> 02:25:51.079]  Through that line, you have
[02:25:52.699 --> 02:25:55.642]  Antonin Scalia dying, part of a secret society of hunters.
[02:25:55.722 --> 02:26:04.169]  No, it was a secret society that was held in lodges, that is connected to the Illuminati, that is founded by Bohemian Grove, re-founded in 1961.
[02:26:05.050 --> 02:26:06.251]  That's in the Washington Post!
[02:26:06.271 --> 02:26:18.261]  So, with that backdrop, and alongside, but coming up, this is a short segment, people need to understand, this is the real religion of the elite, and they're not like PCP crackheads, you know,
[02:26:19.383 --> 02:26:22.949]  Killing somebody's dog in a trailer because they think they're getting power off of it.
[02:26:24.090 --> 02:26:25.713]  Somebody's, you know, rotted their brain.
[02:26:26.394 --> 02:26:28.477]  These are people that believe Lucifer is God.
[02:26:28.617 --> 02:26:29.419]  You need to understand that.
[02:26:29.499 --> 02:26:32.303]  Satanism and Luciferians, two different bags.
[02:26:33.325 --> 02:26:35.006]  And I tend to conflate it, too, and say Satanism.
[02:26:35.066 --> 02:26:36.467]  It's really Luciferianism.
[02:26:36.507 --> 02:26:38.829]  And you swing a stick around billionaires, you hit them.
[02:26:39.730 --> 02:26:41.051]  So we're going to Mark Dice here.
[02:26:41.811 --> 02:26:44.213]  Mark, I think that's a way to basically introduce this.
[02:26:44.613 --> 02:26:46.434]  Right under the surface, this stuff's going on.
[02:26:46.454 --> 02:26:48.076]  You've made a great study of it.
[02:26:48.696 --> 02:26:50.037]  What do you think we're facing right now?
[02:26:50.097 --> 02:26:52.559]  And why are they bringing so much of this out in the open?
[02:26:53.960 --> 02:27:01.165]  You know, we've seen over the last five years the Illuminati go from what it originally was perceived to be, for many researchers like yourself,
[02:27:02.006 --> 02:27:12.191]  As a secret society or a mafia of banksters, politicians and media moguls, we've seen it morph into the minds of the public as a celebrity secret society.
[02:27:12.271 --> 02:27:21.376]  And so in the book, I've tracked why this happened, the whole agenda, essentially with social media becoming a part of everybody's lives around 2010, 2011.
[02:27:23.826 --> 02:27:34.151]  Everybody now has been introduced to Illuminati symbolism, the Illuminati quote conspiracy theories, because originally people had to go and seek that information out for themselves.
[02:27:34.471 --> 02:27:40.634]  Shows like yours, certain obscure websites, some very popular books but not mainstream.
[02:27:40.994 --> 02:27:48.217]  So with social media, people who are interested in that kind of information have exposed it to their friends through posting on Facebook,
[02:27:51.848 --> 02:27:55.232]  Many well-meaning people who are trying to expose the Illuminati conspiracy.
[02:27:56.042 --> 02:28:02.447]  Unfortunately, we don't really have a good grasp of it, and it has morphed into a celebrity secret society.
[02:28:02.468 --> 02:28:11.935]  And there's also a lot of now bottom feeders that, you know, tell girls who are 15 years old, I'm an Illuminati baby, you know, do all this and I'll let you in on it.
[02:28:12.596 --> 02:28:21.403]  There's also, there used to be pretenders to the throne, or I remember in high school and college there was always somebody claiming they were a Rothschild or Rockefeller, and you'd learn two months later they scammed everybody.
[02:28:21.423 --> 02:28:22.024]  You'd tell folks,
[02:28:22.364 --> 02:28:23.847]  At college, hey, that's a scam artist.
[02:28:23.887 --> 02:28:26.632]  They wouldn't believe it because they were on a power trip and later, you know, be taken.
[02:28:26.672 --> 02:28:29.096]  It's kind of like the Nigerian scams show.
[02:28:29.116 --> 02:28:30.418]  I'm now seeing Illuminati scams.
[02:28:31.255 --> 02:28:31.775]  Absolutely.
[02:28:31.855 --> 02:28:34.857]  There's a very popular book that's been published recently.
[02:28:34.877 --> 02:28:40.661]  I don't want to give it any publicity, so I won't name it specifically, which claims to be from the actual Illuminati.
[02:28:41.022 --> 02:28:49.507]  And then they encourage the readers to go and give the book a great review on Amazon so that the Illuminati will consider them for actual membership.
[02:28:49.948 --> 02:28:51.168]  And it's for suckers.
[02:28:51.368 --> 02:28:52.729]  It's muddying the water.
[02:28:53.110 --> 02:28:56.012]  There are a bunch of Nigerian Illuminati type of scams.
[02:28:56.332 --> 02:28:59.954]  I get contacted all the time from people literally wanting to join the Illuminati.
[02:28:59.974 --> 02:29:00.615]  They want to know-
[02:29:01.135 --> 02:29:04.577]  By the way, Kevin Trudeau, I literally was ignorant about him.
[02:29:04.637 --> 02:29:08.198]  I thought he had a vitamin and mineral book he was being persecuted for and some memory thing.
[02:29:08.859 --> 02:29:12.420]  Once I got informed, they were like, well, Mark Dice is actually right criticizing you about this.
[02:29:12.501 --> 02:29:13.621]  I only had him on once.
[02:29:14.021 --> 02:29:18.623]  He has a thing where he's in the Illuminati and you send him money and you get into it.
