[00:00:02.674 --> 00:00:04.155]  You have the power.
[00:45:34.576 --> 00:45:36.037]  Stainless steel construction.
[00:45:36.037 --> 00:45:37.078]  Easy assembly.
[00:45:37.078 --> 00:45:37.999]  Low maintenance.
[00:45:37.999 --> 00:45:40.081]  Replacement filters are simple to install.
[00:45:40.081 --> 00:45:46.086]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price.
[00:45:46.306 --> 00:45:47.987]  I've been working all day.
[00:45:47.987 --> 00:45:49.929]  I took a couple hours off coaching basketball.
[00:45:49.929 --> 00:45:50.810]  I get in here at 830.
[00:45:50.810 --> 00:45:52.010]  I was kind of run down.
[00:45:52.010 --> 00:45:54.773]  You know, I just didn't feel like I was going to make it.
[00:46:16.149 --> 00:46:18.030]  And I really wanted to do a good job on the interview.
[00:46:18.030 --> 00:46:19.852]  I got my bottle of Brain Force right there.
[00:46:19.852 --> 00:46:20.912]  I popped two of them.
[00:46:20.912 --> 00:46:23.194]  And about 20 minutes later, it's like, bing!
[00:46:23.194 --> 00:46:25.135]  Everything just kind of clears up.
[00:46:25.135 --> 00:46:26.636]  It's got four and a half stars.
[00:46:26.636 --> 00:46:27.977]  People really love it.
[00:46:27.977 --> 00:46:28.578]  Read about it.
[00:46:28.578 --> 00:46:32.420]  Find out why third-party nutraceutical sites give it such high praise.
[00:46:32.420 --> 00:46:37.704]  Because it really does have the best organic-based systems that will blow your socks off.
[00:46:37.844 --> 00:46:41.905]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without BrainForce.
[00:46:41.905 --> 00:46:48.047]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more BrainForce and came in.
[00:46:48.047 --> 00:46:54.269]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:46:54.269 --> 00:46:56.389]  You're listening to the Alex Jones Show.
[00:47:13.976 --> 00:47:20.422]  Fear is the passion of slaves, and this man knows no fear.
[00:47:20.422 --> 00:47:23.604]  He is Alex Jones.
[00:47:23.604 --> 00:47:25.766]  Well, like I said, you can call it in the right headliner.
[00:47:25.766 --> 00:47:31.751]  The ones I've written, 98% of them, that one makes it sound like I'm God Almighty or something, and I do know fear.
[00:47:31.751 --> 00:47:35.835]  I know fear of letting these people win and being a slave.
[00:47:37.011 --> 00:47:40.855]  Folks think I'm fearless because I get in their face and don't care if they come after me.
[00:47:40.855 --> 00:47:43.657]  That's because as a man I've got to defend my family and my country.
[00:47:43.657 --> 00:47:46.600]  So I don't know fear of repercussions.
[00:47:46.600 --> 00:47:48.842]  But I know intense fear of them winning.
[00:47:48.842 --> 00:47:50.104]  Intense fear!
[00:47:50.104 --> 00:47:50.884]  Total fear!
[00:47:50.884 --> 00:47:56.089]  So I desperately resist them because they're a pack of lying scum.
[00:47:57.523 --> 00:47:59.764]  You know, Jay-Z loves to con his audience.
[00:47:59.764 --> 00:48:05.746]  He jokes about how dumb they are, like Mark Zuckerberg calls his users dumb effers for trusting him.
[00:48:05.746 --> 00:48:17.211]  And, you know, Samsung puts, when you buy a smart TV, but all of them do this, I'm not sealing them out, that, yeah, we sell your data, we watch you live time in your house with real people and computer AI and audio, and we sell it to the government.
[00:48:17.211 --> 00:48:19.311]  This is an NSA interface you just bought.
[00:48:19.311 --> 00:48:22.833]  I mean, that's all public.
[00:48:22.833 --> 00:48:26.034]  Zuckerberg came out, you know, and said, yeah, I cover up my computer, you know, video camera.
[00:48:26.986 --> 00:48:31.970]  Oh my gosh, he's so trendy, 20 years after I told you they were doing it.
[00:48:31.970 --> 00:48:38.516]  They know they've lost, they know you're aware of it, so now they want to act like they're with us.
[00:48:38.516 --> 00:48:42.379]  But I only know the fear of these tyrants winning.
[00:48:42.379 --> 00:48:46.643]  And actually dominating humanity and species death.
[00:48:46.643 --> 00:48:50.526]  Because I have the race consciousness of humanity like everybody else does, but mine is very active.
[00:48:52.213 --> 00:48:53.433]  And I'm very upset.
[00:48:53.433 --> 00:48:55.334]  I'm not worried about my own personal death.
[00:48:55.334 --> 00:49:01.196]  I'm worried about the death of my children, their cultural death, your children's cultural death, our future.
[00:49:01.196 --> 00:49:03.597]  Because everybody was betting on us before.
[00:49:03.597 --> 00:49:05.718]  I'm betting on everybody else going forward.
[00:49:05.718 --> 00:49:08.299]  Sure, eternal life is genetic.
[00:49:09.019 --> 00:49:18.661]  And the globalists know that and are destroying our genetics and merging us with machines and playing God and saying we're ugly and bad and fallen and that they are gonna be gods.
[00:49:18.661 --> 00:49:22.102]  We're in a science fiction dystopic movie, okay?
[00:49:22.102 --> 00:49:24.603]  And so of course I'm excited when I talk about it.
[00:49:24.603 --> 00:49:34.145]  I've read probably 30 books they've written, hundreds of white papers, thousands of statements admitting this is their worldview and their cosmology.
[00:49:36.451 --> 00:49:42.575]  And I'm just an average fighting Texan telling you right now, I'm not signing on to this crap.
[00:49:42.575 --> 00:49:55.064]  And I cannot tell you, because I'm a journalist, how many times off record they say, hey, you get it, of course you understand it, you should join us, the general public is profane, they're ugly, they're fallen, they're going to tear you apart, they don't want to be free.
[00:49:56.431 --> 00:49:59.233]  And it's true about 80% of people want to be slaves on average.
[00:49:59.233 --> 00:50:01.975]  But 20, maybe 30% don't want to be slaves.
[00:50:01.975 --> 00:50:04.877]  And I'm not going to just shine on to evil.
[00:50:04.877 --> 00:50:08.840]  Plus, the globalists helped dumb people down to control them.
[00:50:08.840 --> 00:50:13.464]  It'd be one thing if they were this stupid on accident.
[00:50:13.464 --> 00:50:21.230]  You sit there with these formulaic systems of bull and I watch it unfold and I'm not going to sign on to screwing people over.
[00:50:23.493 --> 00:50:26.115]  Because that goes against my basic programming.
[00:50:26.115 --> 00:50:42.270]  I do have free will, but my basic innate humanity... Screwing somebody over, who hasn't done something to me, is like screwing myself.
[00:50:42.270 --> 00:50:44.713]  It's like cheating myself.
[00:50:44.713 --> 00:50:47.095]  Because I have basic civilization programming.
[00:50:48.154 --> 00:50:55.336]  And all these cheaters and scammers that live in civilization and act like they're building it because they've hijacked it as they run it down.
[00:50:55.336 --> 00:50:56.737]  They're the cancer, folks!
[00:50:56.737 --> 00:50:58.997]  They're the problem!
[00:50:58.997 --> 00:51:02.038]  By the way, many people think screwing someone over gets them ahead.
[00:51:02.038 --> 00:51:07.200]  It's like Jay-Z, I have an article here, tricked a bunch of his fans.
[00:51:07.200 --> 00:51:08.380]  That's another one of these people.
[00:51:08.380 --> 00:51:12.042]  I've got so many of these articles.
[00:51:12.042 --> 00:51:12.482]  You too?
[00:51:13.559 --> 00:51:16.862]  And for years runs these scams on iTunes and other platforms.
[00:51:16.862 --> 00:51:20.665]  When you go try to boot it up, it loads it on and charges you.
[00:51:20.665 --> 00:51:22.886]  And even after they get caught doing it, they don't care.
[00:51:22.886 --> 00:51:26.229]  They've expanded it to other platforms like Spotify now.
[00:51:26.229 --> 00:51:27.550]  You're like, oh, why do you care about that?
[00:51:27.550 --> 00:51:30.052]  The point is, it's just ridiculous.
[00:51:30.052 --> 00:51:31.613]  They're robbing millions of people.
[00:51:31.613 --> 00:51:32.894]  We can't even stop them.
[00:51:32.894 --> 00:51:37.297]  We can't even organize to stop that stupid little bastard with red sunglasses.
[00:51:38.223 --> 00:51:49.533]  Who rips off all the people for billions and doesn't give even hardly 1% to the starving Africans he claims he's helping?
[00:51:49.533 --> 00:51:52.135]  There's a special place in hell for these people.
[00:51:52.135 --> 00:51:58.921]  And I don't care if it's Jay-Z or Kanye West or Bono or any of them.
[00:51:58.921 --> 00:52:00.322]  I'm sick of them.
[00:52:00.322 --> 00:52:05.527]  Look at Kanye West trick fans into subscribing to title lawsuit claims.
[00:52:08.592 --> 00:52:09.573]  Well, of course they do.
[00:52:09.573 --> 00:52:12.695]  I mean, it's all about, send me 25 million, I'm going broke.
[00:52:12.695 --> 00:52:17.599]  When he wasn't going broke, it's all about pimping his fans, getting it over on them.
[00:52:17.599 --> 00:52:19.180]  That's what a man does.
[00:52:19.180 --> 00:52:28.448]  No, a man builds civilization and technology and advances people and produces art and literature and culture and lifts everything up and is strong.
[00:52:28.448 --> 00:52:34.332]  They don't sit there and feed on the weak, you stupid slave master.
[00:52:34.332 --> 00:52:37.575]  He's just like the black Africans who sold their own people into slavery.
[00:52:39.278 --> 00:52:40.159]  He's a slave master.
[00:52:40.159 --> 00:52:43.244]  He's a pimp selling them there at the dock.
[00:52:43.244 --> 00:52:51.015]  And so is all the rest of these people like Madonna and Bono and all the rest of them.
[00:52:51.015 --> 00:52:52.397]  Speaking of funding.
[00:52:56.138 --> 00:52:59.540]  We are funded by you buying the products we sell.
[00:52:59.540 --> 00:53:00.880]  That's 80% of our funding.
[00:53:00.880 --> 00:53:02.441]  I like to be independent from sponsors.
[00:53:02.441 --> 00:53:05.403]  You hear ads on local affiliates and you hear national ads.
[00:53:05.403 --> 00:53:09.225]  Most of that isn't our advertising and I'm sure it's all great, whatever, that's not me.
[00:53:09.225 --> 00:53:15.808]  We sell stuff you need like non-GMO heirloom, open pollinated seeds with the widest selection, lowest prices you're gonna find anywhere.
[00:53:15.808 --> 00:53:20.170]  We work hard to do that.
[00:53:20.170 --> 00:53:21.251]  We sell life.
[00:53:21.251 --> 00:53:25.653]  We sell what we want, what we need, what you think you need to survive.
[00:53:27.025 --> 00:53:34.370]  What we think we need to survive, in our best estimation, the highest quality water filters, gravity fed, at the lowest prices we possibly can.
[00:53:34.370 --> 00:53:36.852]  Infowarsstore.com.
[00:53:36.852 --> 00:53:38.593]  Deep cleanse.
[00:53:38.593 --> 00:53:45.098]  Whole bunch of compounds from Mother Nation to pull out the toxins, to pull out the garbage, to pull out the trash.
[00:53:46.271 --> 00:53:48.092]  To detoxify the body.
[00:53:48.092 --> 00:53:57.498]  Since I've gotten on herbs, since I've gotten healthy, since I've taken the Survival Shield 999X2, since I've done the deep cleanse, I mean, I am just so much more energized, I look so much better, everybody can see it.
[00:53:57.498 --> 00:54:00.580]  And I don't claim to be a movie star or anything.
[00:54:00.580 --> 00:54:04.802]  The point is, I look a hell of a lot better, I'm a hell of a lot healthier, I've lost a lot of weight, and I'm feeling good.
[00:54:04.802 --> 00:54:11.066]  So I'm mission-driven, and I'm healthy, and I'm blocking the estrogen mimickers naturally with Supramel Vitality.
[00:54:11.066 --> 00:54:14.068]  I'm blocking the bad halogens with Survival Shield X2.
[00:54:14.068 --> 00:54:15.169]  I'm giving my glands what they need.
[00:54:17.247 --> 00:54:19.728]  You can go to InfoWarsLife.com or InfoWarsStore.com.
[00:54:19.728 --> 00:54:23.651]  We got 20% off Deep Cleanse for a limited time right now, and that's our best seller.
[00:54:23.651 --> 00:54:26.912]  We can never keep it in stock, but in the aggregate, it is our best seller.
[00:54:26.912 --> 00:54:30.334]  It is an amazing, all-in-one Deep Cleanse.
[00:54:30.334 --> 00:54:36.878]  But separately, let me talk about something that funds our operation, but really is about a meme, and is really about victory in the information war.
[00:54:36.878 --> 00:54:45.323]  We're going to start the second hour, get to Nigel Farage clips, the British exit, your phone calls, what's happening in the global economy, what's happening in the 2016 election, and so much more.
[00:54:46.169 --> 00:54:53.716]  But before I go any further, there was an article that Adon Salazar wrote on Friday that I wanted to point your attention to.
[00:54:53.716 --> 00:54:57.660]  I'm going to retweet this at Real Alex Jones during the break.
[00:54:57.660 --> 00:55:05.408]  Top Google trend for a week running is Hillary Clinton going to jail.
[00:55:05.408 --> 00:55:10.033]  Search engine users curious if Clinton crimes merit prison time.
[00:55:11.772 --> 00:55:19.099]  Most Google users searching for information on Democrat presidential candidate Hillary Clinton are asking if Hillary Clinton is going to jail.
[00:55:19.099 --> 00:55:22.082]  That's the most common search.
[00:55:22.082 --> 00:55:23.364]  The company reported Friday.
[00:55:23.364 --> 00:55:26.447]  You can go back.
[00:55:26.447 --> 00:55:28.028]  In the last week it was the number one search.
[00:55:29.008 --> 00:55:34.636]  The second most trending search topic in the last 24 hours asked which party Hillary Clinton represented.
[00:55:34.636 --> 00:55:42.789]  That's the 60% that don't vote or so on average that are starting to get interfaith involved and trying to do some research.
[00:55:45.404 --> 00:55:49.787]  But we have a graph here of the interest over time since 2004 to present.
[00:55:49.787 --> 00:55:54.970]  You can see it exploding in the last year since we introduced Hillary for President.
[00:55:54.970 --> 00:56:07.737]  And they go on and even mainstream articles to admit, we have some of those screenshots here, that Donald Trump has been beating the drum, that Hillary needs to go to prison, while pointing at Hillary for President shirts in his crowd.
[00:56:07.737 --> 00:56:11.839]  That's what started him almost a year ago saying that.
[00:56:11.839 --> 00:56:12.259]  And now,
[00:56:13.382 --> 00:56:18.843]  The shirts look like a Hillary campaign shirt, so they don't block it off TV at first until they notice.
[00:56:18.843 --> 00:56:20.623]  It says Hillary for Prison 2016.
[00:56:20.623 --> 00:56:27.525]  And we have got all the different screenshots of Trump mentioning she needs to go to jail and talking about Infowars.
[00:56:27.525 --> 00:56:28.965]  We've got it on CNN.
[00:56:28.965 --> 00:56:30.565]  We've got Hillary for Prison.
[00:56:30.565 --> 00:56:39.347]  Somebody hacked highway signs all over Texas for a second time and said Hillary for Prison.
[00:56:40.922 --> 00:56:42.362]  Isn't that just special?
[00:56:42.362 --> 00:56:49.304]  Hillary for prison has become a frequent staple of Trump campaign stops with many donning the shirt in a show of solidarity.
[00:56:49.304 --> 00:57:02.987]  Well, by the way, we're offering 50% off at Infowarsstore.com on the shirt, even as it's about to sell out, and 75% off when you sign up for Infowars.com forward slash newsletter.
[00:57:04.039 --> 00:57:07.361]  Put in your email, we'll send you the promo code to get it at $4.95.
[00:57:07.361 --> 00:57:08.862]  That's that cost.
[00:57:08.862 --> 00:57:10.824]  And, uh, this is a limited edition.
[00:57:10.824 --> 00:57:11.424]  It's about to sell out.
[00:57:11.424 --> 00:57:14.286]  We're gonna have another one that's almost the same, but another limited edition.
[00:57:14.286 --> 00:57:16.047]  That'll be the final limited edition.
[00:57:16.047 --> 00:57:18.129]  If she ends up getting elected, it'll be in peachillery.
[00:57:19.336 --> 00:57:21.177]  Or bust, I guess.
[00:57:21.177 --> 00:57:28.021]  But this is a great way to show our numbers and to show that we understand she's a criminal and she's not invincible.
[00:57:28.021 --> 00:57:30.582]  And believe me, it's got us on our radar screen big time.
[00:57:30.582 --> 00:57:35.665]  Because this meme is really catching on and was the number one search term in the last week on Google.
[00:57:35.665 --> 00:57:36.806]  Is she going to prison?
[00:57:36.806 --> 00:57:39.547]  You bet she is if we take action and spread the word.
[00:57:39.547 --> 00:57:40.908]  Infowarsstore.com.
[00:57:40.908 --> 00:57:44.770]  Get your shirt for 50% off or sign up for the free newsletter and get 75% off.
[00:57:47.862 --> 00:57:48.782]  Shower Filters.
[00:57:48.782 --> 00:57:50.503]  We're introducing the best yet.
[00:57:50.503 --> 00:57:54.564]  The brand new ProPure ProMax High Performance Shower Filter.
[00:57:54.564 --> 00:57:59.366]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:57:59.366 --> 00:58:06.448]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:58:06.448 --> 00:58:17.212]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[00:58:17.512 --> 00:58:21.033]  When cells become toxic, they die early and aging sets in.
[00:58:21.033 --> 00:58:29.274]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:58:29.274 --> 00:58:34.676]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:58:34.676 --> 00:58:37.216]  You want the best that's out there at the lowest price anywhere?
[00:58:37.216 --> 00:58:39.337]  We now have the synergistic solution.
[00:58:39.337 --> 00:58:43.497]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:58:48.709 --> 00:58:56.954]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war.
[00:58:56.954 --> 00:58:58.175]  A 360 win.
[00:58:58.175 --> 00:59:04.738]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at infowarshore.com.
[00:59:04.738 --> 00:59:12.263]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[00:59:12.663 --> 00:59:17.347]  Number three, we're giving you free shipping on all orders above $50.
[00:59:17.347 --> 00:59:23.853]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[00:59:23.853 --> 00:59:31.640]  Just go to InfoWarsStore.com, select your favorite product or products, click on AutoShip, and choose how often you want us to send you another order.
[00:59:31.640 --> 00:59:38.166]  As you know, I coined the term 360Win, and with the new AutoShip feature at InfoWarsLife.com, this is a sure win.
[00:59:38.166 --> 00:59:39.667]  10% off on AutoShip.
[00:59:39.807 --> 00:59:42.250]  Win-win-win at Infowarslife.com.
[00:59:42.250 --> 00:59:44.232]  Free shipping on orders above 50 bucks.
[00:59:44.232 --> 00:59:51.801]  And all out-of-stock items are never out-of-stock when you sign up for AutoShip.
[00:59:51.801 --> 00:59:54.404]  You're listening to the Alex Jones Show.
[01:00:01.678 --> 01:00:08.304]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.304 --> 01:00:11.447]  It's Alex Jones and the GCN Radio Network.
[01:00:11.447 --> 01:00:13.809]  This is one of the articles up on Infowars.com.
[01:00:13.809 --> 01:00:15.711]  The Pope has come out just a month ago.
[01:00:15.711 --> 01:00:18.313]  He's done it again.
[01:00:18.313 --> 01:00:18.893]  The Pope.
[01:00:18.893 --> 01:00:20.655]  Muslim migrants are like Jesus.
[01:00:20.655 --> 01:00:25.159]  Yeah, except they didn't go around raping women.
[01:00:25.159 --> 01:00:26.120]  Truly insane.
[01:00:28.103 --> 01:00:36.430]  Meanwhile, Trump's been talking about Hillary takes millions from anti-gay, anti-women regimes, but they come out and call Trump a sexist.
[01:00:36.430 --> 01:00:42.175]  And a lot of leftists go along with that because they're not true liberals in the sense of more freedom.
[01:00:42.175 --> 01:00:49.401]  They're just an authoritarian cult of pseudo-intellectual idiots who can care less about anybody's freedoms, including their own.
[01:00:49.401 --> 01:00:53.285]  They just want to delusionally feel like they're on some type of sick winning team.
[01:00:54.639 --> 01:00:59.561]  I'm going to get back into the British exit, what a big deal that is, coming up at the start of the next segment.
[01:00:59.561 --> 01:01:02.103]  Then I'm going to be taking your phone calls.
[01:01:02.103 --> 01:01:06.425]  All I ask is that you have a really good telephone and that you be to the point and moving forward.
[01:01:06.425 --> 01:01:11.928]  I know I tend to make people hold forever so that we either have great calls or we have horrible calls because a lot of people sit there.
[01:01:11.928 --> 01:01:13.468]  I'm not going to do that today.
[01:01:13.468 --> 01:01:20.852]  At the start of the third segment that's only about 18 minutes away, I will go directly to your phone calls.
[01:01:20.852 --> 01:01:23.754]  And the toll-free number to join us on Obama
[01:01:24.833 --> 01:01:26.994]  Ignoring the Supreme Court?
[01:01:26.994 --> 01:01:32.156]  Oh my gosh, when they said same-sex marriage was, you know, A-OK.
[01:01:32.156 --> 01:01:35.117]  He lit up the White House in a rainbow.
[01:01:35.117 --> 01:01:43.761]  And then when they say, yeah, there's a law where you can't just bring in anybody and not even check their ID and legalize them and say they have all the rights of a citizen.
[01:01:43.761 --> 01:01:52.024]  So the right has, the citizen has a right to pay for you, and then you're just above the law and tax exempt and are a god.
[01:01:52.024 --> 01:01:53.585]  Like a mini version of George Soros.
[01:01:54.747 --> 01:01:56.711]  No.
[01:01:56.711 --> 01:02:01.620]  I mean, that's so crazy.
[01:02:01.620 --> 01:02:07.290]  In fact, it's so crazy, I'll be honest with you, I can't even believe the globalists have gotten this far.
[01:02:08.447 --> 01:02:23.015]  I mean, it's wild that in Europe, the United States and Canada, they just open the borders up and you'll see Canadian families, when I've flown in several times, being bitched out and screamed at by customs because they didn't dot an I, literally, on a customs form.
[01:02:23.015 --> 01:02:29.859]  And then you'll just see people from China with Chinese passports just, boom, you're in, boom, you're in, boom, you're in.
[01:02:30.899 --> 01:02:38.361]  But they want to break the Canadians because there's some history of Western freedom, some history of Western background, some history of Magna Carta.
[01:02:38.361 --> 01:02:46.903]  Oh, you're from a country where they sell political dissidence organs and children are chained up outside the factories on power poles to defecate in the street and get one meal a day?
[01:02:46.903 --> 01:02:48.283]  Come on in, baby.
[01:02:48.283 --> 01:02:50.844]  That's who we want.
[01:02:50.844 --> 01:02:51.444]  Same thing here.
[01:02:53.328 --> 01:02:54.909]  And they go, oh, you're against Chinese people.
[01:02:54.909 --> 01:02:58.232]  Oh, because the government has mobile execution vans and they have no rights?
[01:02:58.232 --> 01:02:59.713]  I'm against them?
[01:02:59.713 --> 01:03:01.754]  That's how the mental illness of political correctness is.
[01:03:01.754 --> 01:03:03.636]  Like, knowledge is evil.
[01:03:03.636 --> 01:03:05.197]  Words are bad.
[01:03:05.197 --> 01:03:07.278]  Being informed is a little weird.
[01:03:07.278 --> 01:03:07.999]  I'm a trendy.
[01:03:07.999 --> 01:03:09.340]  I just want to say racist.
[01:03:09.340 --> 01:03:12.042]  And you're like, hey, you're being made a slave.
[01:03:12.042 --> 01:03:13.223]  Shut up, I don't care.
[01:03:13.223 --> 01:03:15.144]  Whatever.
[01:03:15.144 --> 01:03:18.046]  They're coming out with boxes and all the cars attached to you by the mile.
[01:03:18.046 --> 01:03:18.887]  This is 10 years ago.
[01:03:18.887 --> 01:03:19.387]  They're going to do it.
[01:03:19.387 --> 01:03:19.968]  Here's their documents.
[01:03:19.968 --> 01:03:21.349]  Oh, shut up, I don't care.
[01:03:21.349 --> 01:03:22.530]  That'll never happen, nutball.
[01:03:24.073 --> 01:03:27.354]  And once it's here, it's like, I like it, it's liberal!
[01:03:27.354 --> 01:03:32.835]  It's meant to control you and give you less resources so that they can engineer the economy.
[01:03:32.835 --> 01:03:34.996]  Here's our own admissions.
[01:03:34.996 --> 01:03:36.837]  Uh-huh, sure, I'm a thug.
[01:03:36.837 --> 01:03:40.578]  You're like, listen, please, there's cancer viruses in the vaccine.
[01:03:40.578 --> 01:03:44.419]  Here's a hundred different news articles and documents all admitting it.
[01:03:44.419 --> 01:03:47.039]  Shut up, racist!
[01:03:47.039 --> 01:03:49.000]  But I'm warning you, I care about you.
[01:03:50.555 --> 01:03:51.457]  Uh-huh.
[01:03:51.457 --> 01:03:53.259]  You're weak because you try to warn me.
[01:03:53.259 --> 01:03:56.705]  I just walk around and act trendy.
[01:03:56.705 --> 01:03:59.349]  And the elite just go, wipe them out.
[01:03:59.349 --> 01:04:01.031]  Join us.
[01:04:01.031 --> 01:04:01.592]  Wipe them out.
[01:04:02.585 --> 01:04:03.245]  Wipe them out.
[01:04:03.245 --> 01:04:04.245]  They want to be wiped out.
[01:04:04.245 --> 01:04:05.506]  They don't want your help.
[01:04:05.506 --> 01:04:06.766]  It doesn't matter.
[01:04:06.766 --> 01:04:12.487]  I can't give over my soul and my dignity and join the dark side that's helped engineer all this.
[01:04:12.487 --> 01:04:13.748]  That's how it works.
[01:04:13.748 --> 01:04:20.069]  You join the cult of laughing at all the scum, laughing at how dumb they are, laughing at how stupid they are.
[01:04:20.069 --> 01:04:25.130]  The problem is the globalists running and are even worse!
[01:04:25.130 --> 01:04:27.111]  But the trendies don't know they're being laughed at.
[01:04:28.120 --> 01:04:29.061]  Toll-free number to join us.
[01:04:29.061 --> 01:04:32.563]  This is the Sunday number, different than the weekday number.
[01:04:32.563 --> 01:04:33.424]  877-789-ALEX.
[01:04:33.424 --> 01:04:39.749]  First-time callers, by the way, today.
[01:04:39.749 --> 01:04:39.989]  877-789-2539.
[01:04:39.989 --> 01:04:40.630]  877-789-2539.
[01:04:40.630 --> 01:04:42.551]  The first five, six callers will make first-timers.
[01:04:42.551 --> 01:04:45.934]  I'll go to them first, and then other folks can call in about five minutes.
[01:04:45.934 --> 01:04:50.457]  We'll, you know, get long-time callers, people that disagree or whatever we're on, but I want to give first-time callers a shot.
[01:04:50.457 --> 01:04:50.637]  877-789-ALEX.
[01:04:50.637 --> 01:04:50.677]  877-789-2539.
[01:04:55.621 --> 01:04:59.582]  I'm Alex Jones, a conspiracy theorist, because I think 2 plus 2 equals 4.
[01:04:59.582 --> 01:05:02.103]  Joe Bates here with InfoWars.com.
[01:05:02.103 --> 01:05:03.043]  Exclusive!
[01:05:03.043 --> 01:05:06.524]  Paranoid Hillary drove demoralized Secret Service to drink.
[01:05:06.524 --> 01:05:07.984]  Do drugs have hookers?
[01:05:07.984 --> 01:05:09.845]  Says officer who protected Bridezilla.
[01:05:09.845 --> 01:05:17.767]  A blockbuster book set for release on Monday paints Hillary Clinton as a shrewish and paranoid monster during her time as America's First Lady.
[01:05:17.987 --> 01:05:29.175]  Many turn to alcohol and drugs and performance enhancers and all kinds of other crazy stuff, writes Byron in his upcoming memoir called Crisis of Character, a book about his tenure working with Hillary Clinton.
[01:05:29.175 --> 01:05:29.356]  Ms.
[01:05:29.356 --> 01:05:30.336]  Clinton was a joke.
[01:05:30.336 --> 01:05:31.617]  She was a fake leader.
[01:05:31.617 --> 01:05:35.740]  All bark, no bite, but in a very real power position as first lady.
[01:05:35.740 --> 01:05:39.343]  Daily Mail Online has obtained a copy of Byron's book in advance of publication.
[01:05:39.343 --> 01:05:40.163]  We're good to go.
[01:06:08.089 --> 01:06:09.750]  These are our people.
[01:06:09.750 --> 01:06:12.172]  This is our land.
[01:06:12.172 --> 01:06:14.374]  These are our people.
[01:06:14.374 --> 01:06:17.696]  These are our people.
[01:06:17.696 --> 01:06:22.540]  The workers, the strivers, the builders.
[01:06:22.540 --> 01:06:24.001]  Who are they?
[01:06:24.001 --> 01:06:27.703]  These are our people.
[01:06:27.703 --> 01:06:28.404]  Who are
[01:06:30.997 --> 01:06:33.039]  The answer to 1984 is 1776.
[01:06:33.039 --> 01:06:36.542]  You're listening to the Alex Jones Show.
[01:06:56.485 --> 01:06:57.666]  I want to take your phone calls.
[01:06:57.666 --> 01:07:00.127]  Just hold for a number to join us.
[01:07:00.127 --> 01:07:01.647]  It's 877-789-ALEX.
[01:07:01.647 --> 01:07:02.147]  877-789-2539.
[01:07:02.147 --> 01:07:07.390]  That is the Sunday number because we produce this whole show here in studio.
[01:07:07.390 --> 01:07:11.692]  I've been 20 years, 21 years on air, about 20 syndicated.
[01:07:11.692 --> 01:07:15.853]  And back in the old days, I would do it out of my home studio and just let them take the calls and run it.
[01:07:15.853 --> 01:07:18.514]  I would say their name and go to them having their name on a computer screen.
[01:07:18.514 --> 01:07:19.195]  Still do that today.
[01:07:20.413 --> 01:07:24.757]  And so normally Genesis takes the phone calls up in Minneapolis, Minnesota.
[01:07:24.757 --> 01:07:28.160]  That's our syndicator, our satellite platform.
[01:07:28.160 --> 01:07:31.342]  But the Sunday show is all contiguous.
[01:07:31.342 --> 01:07:37.307]  It's all homogeneous, I guess you could say, to this studio on Sundays.
[01:07:37.307 --> 01:07:38.809]  So that's why the number is different.
[01:07:39.699 --> 01:08:02.504]  Okay, where to begin, where to start here, obviously, recapping the Brexit, the British exit, despite all the propaganda, all the media demonization, all the lies, huge election fraud that was confirmed and reported, still the people of Britain, I guess reaching back to their vestigial roots of being the only folks that the Romans couldn't conquer,
[01:08:04.935 --> 01:08:14.299]  said no to the EU, and that's because of Lord Monckton and Nigel Farage and others that several decades ago founded the UKIP party.
[01:08:14.299 --> 01:08:19.562]  And UKIP is pretty much Ron Paul-esque, probably not even as hardcore.
[01:08:19.562 --> 01:08:21.403]  You know, let's say, hardcore-wise,
[01:08:22.799 --> 01:08:28.243]  I'm a 10, and of course there's folks more hardcore, but I think I get as hardcore as is reasonable.
[01:08:28.243 --> 01:08:30.485]  You can find folks that are 20 or 30 out there.
[01:08:30.485 --> 01:08:36.729]  But let's just say on the scale of saying I'm about as radical as you can get safely.
[01:08:36.729 --> 01:08:41.873]  By safely I mean without feeding into the globalist loop of civil war.
